-aç	ɑtʃ
fotoğraf	fotoːɾaf
fotoğraf	fɔtɔɾɑf
fotoğrafa	fotoːɾafa
fotoğraflar	fotoːɾgɑflɑɾ
fotoğraflara	fotoːɾɑflɑɾɑ
fotoğraflarda	fotoɣɾafɫaɾda
fotoğraflardan	fotoːɾɑfɫɑɾdɑn
fotoğrafları	fotoːɾgɑflɑɾɯ
fotoğraflarımı	fotoːɾɑfɫɑɾɯmɯ
fotoğrafların	fotoɣɾafɫaɾɯn
fotoğraflarına	fotoːɾɑfɫɑɾɯnaː
fotoğrafta	fotoːɾaftɑ
fotoğraftaki	fotoːɾgɑftɑki
fotoğraftan	fotoːɾɣɑftɑn
fotoğrafçı	fotoːɾaftʃɯ
fotoğrafçı	fotʊɾafˈtʃɯ
fotoğrafçılık	fatoɣɾafˈtʃɯɫɯk
fotoğrafçılık	fotoːɾɑftʃɯɫɯk
fotoğrafı	fotoːɾɑfɯ
fotoğrafımı	fotoːɾɑfɯˈmɯ
fotoğrafımızı	fotoːɾɑfɯmɯˈzɯ
fotoğrafına	fotoːɾɑfɯnaː
fotoğrafını	fotoɣɾafiˈnɯ
fotoğrafınızı	fotoːɾɑfɯnaˈzɯ
fotoşimi	fotoɕime
fowler	foʊlɜr
fox	foʃ
foş	fˈaʃ
foşurdama	fɔʃɔrdɑmɑ
foşurdamak	fɔʃuɾtɑmɑk
foşurdatma	fɔʃʊɾˈdɑtmɑ
frak	frak
fraksiyon	fɾakkion
fraktal	fraktˈɾˈ
fran	frɑn
francala	fɾendʒala
francalacı	franˈdʒolidʒi
francalacılık	fɾɑːndʒɑlɑdʒɯlɯk
francalalık	fɾænˈdʒɑlɑɫˈɯk
francesca	frɑnˈtʃɛskɑ
francie	frɑnˈdʒi
francine	frɑːntʃiːn
francisco	frɑnˈtʃisko
franck	frɑːntʃ
franco	frɑnˈdʒo
francois	frɑnˈçoɯs
frank	fræŋk
frankenstein	frɑŋkɛnˈstɛjn
frankie	frɑnˈki
franklin	frɑnklɪn
franklık	fraːntlɯk
franks	frɑːŋks
franky	frɑnki
franny	frɑnɯ
fransa	fraŋsa
fransa	frɑnˈsɑ
fransa	frˈɑnsa
fransa	fɾˈaŋsɐ
fransergio	frɑnsɛɾdʒiɔ
fransisco	frɑnˈsɯtʃo
fransız	frɑnˈsɯz
fransızca	frɑnˈsɯtʃɑ
fransızca	ɾɑnˈsɯzdʒa
fransızların	frɑnsɯzlɯɾɯn
fransızlaştırmak	fɾaŋsɯzlaʃtiɾmɑk
franz	frɑːnz
frapan	frɑpɑn
frape	fɾapɛ
fraser	frɑˈsɛɾ
frasier	frɑsiɾ
frazier	frɑˈzɪɾ
fred	fɾed
freddie	frɛdɪ
frederic	fɾedeɾɯtʃ
fredo	frɛdo
freeman	frɛˈmen
freiherr	frˈaɪhˈeːɾ
frekans	frɛˈkɑns
frekansları	frɛkɑnsɫɑɾɯ
frekansta	fɾekɑnstɑ
frekansı	frɛkɑːnˈsɯ
frekansını	frɛkɑnsɯnɯ
fremont	fɾeˈmont
fren	frɛn
french	frɛntʃ
frende	fɾende
frenden	fɾenden
frene	fɾene
frengi	frɛŋi
frengili	frenʁili
freni	frɛni
freni	fɾeni
frenim	fɾenim
frenin	fɾenin
frenk	flˈɛŋk
frenkleştirme	fɾenkleʃtɪɾme
frenkleştirmek	fɾenkleʃtʃɯɾɯmɛk
frenlemek	frenlemɛk
frenlenmek	frenlenˈmɛk
frenler	frɛnˈlɛr
frenler	fɾenleɾ
frenleri	frɛnˈlɛri
fresko	frɛskɔ
fresno	frɛsno
freya	frɛjɑ
freze	preze
frida	frɯˈdɑ
frigo	iɾigɔ
frigya	fɾiɟjɑ
friksiyon	fiɾiksjɔn
friz	fiɾiz
frizbi	frɯzbi
frişka	fɪrʃka
frobisher	frɔbɪʃɛɾ
frodo	frɔdo
from	frɔm
frost	frɔst
fruktoz	fʊrkˈtoz
fry348	fɾɯj
fry4	fɾɯ
fry5	frɯz
frz-008	frɯz008
frz003	fɾz
früktoz	flʏktoz
fs16	fs16
fs2	fɯs
fs22	fs22
fs25	fs25
fs4	fɯs
fs8	fɯs
fsp-0045	fɯsˈpɯ
fu	fuː
fuar	fuɑɾ
fuarcılık	puɑɾʒɯɫɯk
fuarı	fuɑɾɯ
fuhuş	fuʁuʃ
fujer	ɾuʒaɾ
fukara	tʊkɑrɑ
fukaralık	fukɑɾɑɫɯk
ful	fouːl
ful	ful
fular	fʏlɑːr
fule	fulˈe
full	ful
fuller	fulˈlɛr
fulton	fulˈton
fulya	fʊljɑ
fulya	oliɟe
fun	fun
funda	bunda
funda	sunda
fundagiller	fundɑgiˈllɛɾ
fundalar	faˈndalaɾ
fundalık	fundɑɫɯ̞k
fung	fʊŋ
funk	fʊŋk
furgon	fulkon
furkan	fukɑn
fury	fuɾy
fusco	fusko
fut	fˈut
futa	futˈa
futbol	futˈbol
futbol	fʊtball
futbol	fʊt̚bɔl
futbola	futbolɑ
futbolcu	futboldʒu
futbolcu	futbɔɫdʒu
futboldan	futbol̪dan
futbolu	futˈbolu
fuşya	fosja
fâni	fani
fâni	faːniː
föy	səiː
fücceten	fʏgːɛtːen
fügen	fʏgæn
führer	fyˈɫeɾ
fülüs	fʏlʏs
füme	fymˌe
fümerol	fymærɾol
füreyya	fyɾeje
fürs	fˈɚst
füru	ʃuɾu
fürumaye	fruːmaːjɛ
füsunlu	fiʃynlɔː
fütuhatçı	hytuχatːʲi
fütürizm	fytyɾizim
fütüroloji	fytˈʁoloʒi
fütüvvet	fytyˈɛt
füze	fuːze
füzeatar	fyzeɑtɛr
füzeler	fuːzeler
füzeleri	fuzeleri
füzesavar	fyzesɑɫɑʃ
füzesi	fuˈzesi
füzeyi	fuzeji
füzyon	fuˈzjon
fıcıtmak	futʃɯtmɑq
fıkra	ficɾɑ
fıkracı	fukrdʒɛ
fıkrama	fɯkʁɑmɑ
fıkramsı	fukɾamsɯ
fıkı	fiːkɯ
fıkıh	ɛtˈaː
fıkırdaklık	fɯ̞kɯ̞ɾdɑqɫɯ̞k
fıkırdama	fukɯrdana
fıkırdamak	fɯ̞kɯ̞rdɑmæk
fıkırdayış	fiˈkɯɾdɑjiʃ
fıkırdaşmak	fɯˈkɯɾdɑʃmɑq
fıldır	fɯ̞ɫdɯ̞r
fıltıro	fˈutrˌɑ
fındık	finˈdɯk
fındık	fɯ̞ndɯ̞k
fındık	ɯ̞ŋdɯ̞k
fındıklık	fɯ̞ndɯ̞kɫʊ̞k
fındıkçı	fɯ̞ndɯ̞ktʃɯ̞
fındıkçılık	fɯ̞ndɯ̞ktʃɯ̞ɫɯ̞k
fırat	pɯ̞ɾat
fırkacı	fɯɾɯkɑdʒɯ
fırkacılık	fɯrˈkɯdʒɯlɯk
fırkata	fɾkata
fırla	ɯɾˈɫɑ
fırladı	ɯɾɫadɯ
fırlak	fɯ̞ɫɑk
fırlama	faɾlɑmu
fırlamak	fɯnˈlɑmɑk
fırlamış	ɯɾɫɑˈmɯʃ
fırlatabilmek	fɯɾlɑtɑbɪl�mɛk
fırlatma	fɯrɫatma
fırlatma	ɯɾɫɑtˈmɑ
fırlatmak	ɯɾɫɑtˈmɑk
fırlatmaya	ɯɾɫɑtˈmɑjɑ
fırlattı	ɯɾɫɑtːɯ
fırlattım	ɯɾɫɑtːɯm
fırlattın	ɯɾɫɑtːɯn
fırlatılmıştır	fɯɾˈlatɯlmɯʃtɯɾ
fırlatın	ɯɾɫɑˈtɯn
fırlatıp	ɯɾɫɑtɯp
fırlatıyor	ɯɾɫɑtɯˈjoɾ
fırlayış	fɔɾˈɫoiːs
fırsat	fɔsˈɛt
fırsat	ɯɾˈsɑt
fırsatlar	ɯɾsatˈɫɑɾ
fırsatları	ɯɾsatɫɯ
fırsatta	ɯɾsatːa
fırsattan	ɯɾsat̪ˈtan
fırsatçı	fɯrsotɕɛ
fırsatçı	ɯɾsatˈtʃɯ
fırsatçılık	fɯɾsɑtʃɯlɯk
fırsatçısın	fɯɫsɑtʃɯˈsɯn
fırsatı	ɯɾsaːtɯ
fırsatım	ɯɾsaˈtɯm
fırsatımız	ɯɾsaˈtɯmɯz
fırsatın	ɯɾsaˈtɯn
fırsatını	ɯɾsaˈtɯnɯ
fırsatınız	ɯɾsaˈtɯnɯz
fırt	ɯɾt
fırtına	ɯɾˈtɯnɑ
fırtınada	ɯɾtɯnaːda
fırtınadan	ɯɾtɯnaˈdan
fırtınalar	ɯɾtɯnɑɫɑɾ
fırtınalı	fɯrtɯnɑɫɯ
fırtınalı	fɯɾtɯnɑɫɯ
fırtınalı	ɯɾtɯnaɫɯ
fırtınanın	ˈfɯɾtɯnaːn
fırtınası	ɯɾtɯnaːsɯ
fırtınaya	ɯɾtɯnɑjɑ
fırça	futʃa
fırçala	ɯɾtʃɑɫɑ
fırçalanma	futʃɑɫɑnmɑ
fırçalanmak	fɾɯtʃɑɫɑnmɑk
fırçalatmak	fɯrtʃɑɫɑtˈmɑk
fırçalayabilme	fɯɾtʃɑɫɑjabilme
fırçalayabilmek	fɾɯtʃɑɫɑjɑbilmɛk
fırçalayış	fuɾtʃɑɫajɯʃ
fırçası	ɯɾtʃɑsɯ
fırıldak	fɯrɯldak
fırıldakçı	fɾɯɫdaktʃɯ
fırıldanma	fɯ̞rɯ̞ɫdɑnmɑ
fırıldatma	fɯrɯltätma
fırıldatmak	fɯˈɾɯltɑtmɑːk
fırın	ɯˈɾɯn
fırına	ɯɾɯnɑ
fırıncı	fɯˈɾɯntʃɯ
fırıncı	ɯˈɾɯntʃɯ
fırıncılık	fɯɾɯntʃɯɫɯk
fırında	fɯɾunda
fırında	ɯɾɯnˈdɑ
fırından	ɯɾɯnˈd̪an
fırınlama	fɯ̞rɯ̞nɫʊ̞mɑ
fırınlamak	ɯ̞rɯ̞nɫɑmɑq
fırınlanma	fʏrɨmɫanmɑ
fırınlanmak	ɯɾɯnˈlanmak
fırınlatma	fɯɾɯnɫǎtma
fırınlatmak	fɯrɯmdʒɑtmak
fırınlık	fɯɾɯnɫɯ̞k
fırını	ɯɾɯˈnɯ
fırının	ɯɾɯˈnɯn
fısfıslamak	fɯsfɯsɫɑmɑq
fıskiye	fɯzkiːɛ
fıskırmak	fɯskɪrmak
fıslanmak	fɑstˈɑnmɑk
fıstık	fɯstɯk
fıstık	fʂɨztɯk
fıstık	pɯstɯk
fıstık	ˈfɯstɯk
fıstıki	fʊstkʰiː
fıstıklama	fɯstɯxˈlɑmɑ
fıstıklık	fɯstɯpɫɯk
fıstıkçı	fustɯtʃɯ
fıstıkçılık	fɯstɯktʃɯlik
fıstığı	ˈfɯstɯɣɯ
fısıldadı	fiˈʃɯɫɑdɯ
fısıldadı	ɯ̞sɯ̞ɫdɑtɑ
fısıldamak	ɯzɯlˈdamak
fısıldanmak	fisiˈldɑnmɑk
fısıldıyorum	fɯsɯɫdɯjoɾum
fısıltı	fɯzɯltɯ
fısıltı	fɯˈsɯltɯ
fıtraten	futraten
fıtri	fɔtɾiː
fıttırma	lapɾumun
fıttırmak	fˈuttˈlmɑk
fıtık	fitɯk
fıtık	fɯ̞tɯ̞k
fıtıklı	fˈutˈklˈ
fıçı	fiːtʃɯ
fıçı	fytʃɪ
fıçıcılık	futʃidʒɯɫɯk
fıçılama	futʃjlama
fıçılamak	futʃɛlamak
fışkırdak	fɯ̞ʃkɯ̞ɫtɑk
fışkırma	fɯ̞ʃkɯ̞rmɑ
fışkırmak	kɯ̞ʃkɯ̞rmɑk
fışkırtı	fɯʃkɯrtɯ
fışkırtıcı	fɯ̞ʃkɯ̞rtɯ̞dʒɯ̞
fışkırıyor	fiʃkɯɾɯˈjoɾ
fışlama	fɯ̞ʃɫɑmɑ
fıştaklama	fɯʃtɑkɫɑmɑ
fıştaklamak	fystäːklamak
fışıldamak	fɯʃɯɫdamɑk
fışıltı	fɯʃɯɫtɯ
g	dʒe
g	g
g	k
g	ke
g,g	g
ga	gɑ
gabardin	gabardiŋt
gabavet	gabavʔet
gabe	gaˈbe
gabi	gaˈbi
gabilik	kabiliːk
gabin	gabĩn
gable	gæble
gabon	ɣabond
gabonlu	gɑbɔndu
gabriel	gabɾiˈɛl
gabriella	gabɾiˈɛlɑ
gabrielle	gabɾiˈjel
gabro	gabru
gaby	gɑβi
gacırdama	gədʒerdɑmɑ
gacırdamak	gɐdʒɪɾtɑmɑːk
gaddar	gɑdːɑɾ
gaddarca	gɑdːɑɾdʒɑ
gaddarlık	kɑttɑrlɯk
gadir	gɑdˈer
gadirlik	kadiːrlɪk
gadretme	gadrɾetmæ
gadrolma	ɾadɾolma
gadrolunma	gadɯɾɔdɔnma
gaffar	afˈfˈæʃ
gafil	gafiɫ
gafillik	gaːfiliːk
gaflet	gafle̞t
gag	gæg
gaga	gɑgɑ
gagaburun	gagɑburun
gagalama	kagalama
gagalaşma	gəgələʃmɑ
gagalı	gagɑlɯ̞
gagamsı	gagamsɨ
gagavuzlar	gɑgɑuzɫɑɾ
gai	gɑj
gaia	gaˈiɑ
gail	gɑɪl
gaileli	kaːilɛlɛ
gailesiz	gaːilesɨz
gailesizlik	�gaːiliːsizlik
gaines	gæi̯ˈnes
gaip	gajb
gaita	ge˩˥ːt˥˥a˥˧
gal	gɑɫ
gal	kˈa
gala	gɑˈlɑ
gala	kala
galaksi	galaksi
galaksi	gɑlɑkˈsɯ
galaksi	kaːlakse
galaksi	qɑlɑksi
galakside	gɑlɑkˈsɯde
galaksideki	gɑlɑkˈsɪdɛcɪ
galaksiler	gɑlɑkˈsɪlɛɾ
galaksilerin	gɑlɑkˈsɪlɛɾin
galaksinin	gɑlɑkˈsinɪn
galaksiyi	gɑlɑkˈsɯjɯ
galaktik	gɑlɑktɪk
galalit	kɑɫɑlit
galat	fæɫæt
galata	gɑɫɑtɑ
galatasaray	gɑɫɑtɑsɑɾaj
galatasaray	kaɫatasɑraj
galatasaray	kaːlaːtaʃaraːj
galatasaray	kɑnɑtɑsɑɾaj
galatımeşhur	gɑlɑtɯmeʃuɾ
galdirik	kaldʏɾik
gale	gɑˈlɛ
galen	gajlæn
galen	gɑˈlɛn
galenit	gæ̹lẽnʲit
galeri	gæˈlæɾi
galeri	gəliːri
galeride	gæleɾiˈde
galerisi	gæleɾiˈsi
galeriye	gɑlɛɾiˈjɛ
galerya	galeɾiˈa
galeta	gələta
galeyan	gæ̹læjæn
gali	gajli
galiba	gɑˈlɪbɑ
galibarda	gælibɑɾda
galibi	gɑːliˈbi
galibiyet	gɑːlibijɛt
galileo	gɑliˈleɔ
galip	galʲip
galip	gɑˈlip
galiz	ganˈis
galiçya	gɐlˈitʃˈa
galiçyaca	gɑlitʃjɑdʒɑ
gallagher	gɑlɑˈʒɛɾ
galler	gæˈlɛɾ
galler	gɑnˈlɛr
gallo	gɑɫˈɫo
galon	gaˈlon
galop	kalop
galoş	ɣalojʃ
galoşsuz	galostsʊz
galsame	kalsami
galvaniz	gɑlibɑniz
galvanizci	gɑɫwɑnizdʒi
galvanizletmek	qalβɑnizletmɛk
galvanizsiz	kalvaniʃsiz
galvanometre	galwanometri
galvanotip	galvonotip
galya	gɑˈɫjɑ
galya	kalja
galyot	kalʲot̪
galyum	ˈkɑljum
galâksi	galaksˈi
gam	gˈɑm
gama	gɑmɑ
gama	kama
gamalı	kamɑlɯ̞
gamba	gambɐ
gambiya	gambea
gambot	kambot
gametli	kamɛtli
gamlandırma	gɑmɫɑndɯrmæ
gamlanmak	qɑmɫɑnmak
gamlı	gɑmɫɯ
gamlılık	gɑmˈlɯlɯk
gammaz	gamas
gammazlamak	ganmɑzɫɑmɑk
gammazlanmak	ganmɑnzlɑnmɑk
gamsiz	kamsɯz
gamsız	kamsiz
gamze	qɑmzɛ
gamzesiz	kamzesiz
gana	ɣɑnɑ
gancelli	gandʒɛlli
gandalf	gɑːndɑːlf
gandhi	ganˈdi
gandi	gɑnˈdi
gang	gɑːŋ
gangsterler	gɑŋgstɛɾlɛɾ
gani	dani
ganime	kanime
ganimet	gɑːnimet
ganimet	qɑdɪmæt
ganimeti	ganimeˈti
gant	gɑnt
ganyan	konjaŋ
gao	gaːo
gar	gɑɾ
garaj	gɑɾɑʒ
garaja	gɑɾɑdʒɑ
garajda	gɑɾɑʒdɑ
garajdan	gɑɾɑʒdɑn
garajı	gɑɾɑʒɯ
garajın	gɑɾɑʒɯn
garajında	gɑɾɑʒɯnˈdɑ
garak	gɑˈɾɑk
garami	gɾmi
garanti	garanti
garanti	gaɾanti
garantileme	kɑɾɑntilɛmæ
garantiletmek	gɑɾendiletmɛk
garantili	gaɾantili
garantili	gɑrɑntʲilɪ
garantisi	gɑɾɑntisi
garantisini	gaɾanti'siː
garantiye	gɑrɑntiˈje
garantör	gaɾantɔɾ
garantörlük	gaɾanttʃœɾlyk
garaz	gɑːrɑːs
garazsızlık	gaɾɑtsɯzlik
garbi	dɑːrbiː
garcia	gɑɾˈdʒɑ
gard	gaɾt
gardaş	gɑːɾdɑːʃ
garden	gɑɾˈdɛn
gardenparti	gaɾdänpaɾtɪ
gardens	gɑɾˈden
gardiyan	gaɾdiˈjan
gardiyan	ɣarˈdian
gardiyanlar	gaɾdiˈjanlaɾ
gardiyanların	gɑɾdijɑnɫɯɾɯn
gardiyanı	gaɾdijaˈnɯ
gardner	gɑɾdner
gardını	gaɾˈdɯnɯ
gardıropçu	kaɾdˈɾoptʃu
gardıropçuluk	gaɾdiɾoptʃuluk
gareth	gɑːˈrɛθ
garezi	gæˈɾezi
gargamel	gaːrgəmeːl
gargara	gargara
gari	gaare
garibaldi	gɑɾibɑɫdi
garibanlık	gaɾibaːnˈlɯk
garibe	gəɾiːbe
garibi	gɑɾiˈbi
garip	gɑˈɾip
garip	kaɾip
garipleşmek	geɾiptɯʃmɛk
gariplik	gɑɾipˈɫɯk
gariplik	kaɾiplik
garipseme	gɛrɪ̞psɛmæ
garipsenme	gɑripsɛnmɛ
garipsin	gɑɾɪpˈsɪn
gariptir	gɑɾɯptɯɾ
garland	gɑɾˈlɑnd
garner	gɑɾˈnɛɾ
garnitürlü	gɑrnitʃyɾly
garnitürsüz	gɑɾnitursuz
garoz	gˌɐrɔl
garplılaşma	gɑɾplɯɫɑʃma
garplılaştırma	gɑrplɯɫɯʃtɯɾmɑ
garplılık	ɟɑɾpɫɯɫɯk
garpçılık	gɑrptʃɯɫɯk
garret	gɑrˈɾɛt
garrett	gæˈrɛt
garry	gaɾi
garsiyat	ɣarˈsiaːt
garson	garsun
garson	gaɾˈson
garson	ɣɑɾsɔn
garson!	garsun
garsona	gaɾˈsonɑ
garsonlar	gaɾˈsonlaɾ
garsonluk	gaɾsonɫuk
garsonu	gaɾsoˈnu
garsonun	gaɾˈsonun
garvey	gɑɾˈvej
garza	gɑɾˈzɑ
garzan	kɑːrzɑːn
gaseyan	gãteˈjɑŋ
gasletme	gaslɛtɛvɛ
gasletmek	ɾɑsˈltmɛk
gasp	gɑs
gaston	gɑˈston
gastroenterit	kastroenterit
gastroenterolojik	kastroilterɔrɑʒik
gastrointestinal	kastrointestinal
gate	gɑːtɛ
gator	gaˈtoɾ
gauche	gɑu̯tʃe
gaulle	gaʊle
gave	kaːve
gavin	gɑvɪn
gavs	dofs
gay	gæj
gayb	gajp
gaybubet	gajbobet
gayda	gajða
gayda	gajðɐ
gayda	ɟajda
gaydacı	kajdɑdʒɯ
gaye	kaja
gayet	gajet
gayet	kaːjɛt
gayle	gajle
gayret	gæjˈɾet
gayretkeş	gajɾetgeʃ
gayretlendirmek	gajretlɛndiriˈmɛk
gayretlenmek	gɑjˈɾetlenmɛk
gayretsiz	gairetsi
gayri	gajɾi
gayriiradi	gdaəriːrɑːdiː
gayrikabil	kaːiːriːkħɑːbiːl
gayrimemnun	gajɾmˈɛmnum
gayrimenkul	gajɾimɛŋˈkul
gayrimeşru	gajɾimeʃɾu
gayrimeşru	kajrɛmeʃru
gayrimümkün	gajɾɯmumcun
gayrimüslim	gajɾinɯslim
gayrinizami	gajdinizamɪ
gayrisafi	kajɾiːsaːfi
gayrı	gajɾɯ
gayzer	ɟajzeɾ
gaz	gɑz
gaz	gɑːz
gaza	gɑzɑ
gazabı	gɑzɑbɯ
gazal	azɑl
gazaplı	gɑzɑpɫɯ̞
gazapsız	kazapsɯz
gazdan	gazˈdan
gazebo	gazɛbˈo
gazel	gɑzel
gazel	gɑzɛl
gazete	gazete
gazete	gazetˈe
gazete	gɑste
gazeteci	gazetetʃi
gazeteci	gazeteʒi
gazeteci	gɑstedʒi
gazeteci	kazetedʒi
gazeteci	ʁɛzutɛʒe
gazeteciler	gazetetʃileɾ
gazeteciler	gazeteˈtʃileɾ
gazetecilerin	gazetetʃileɾin
gazetecilik	gazetetʃilɯk
gazeteciyim	gazetetʃiˈjim
gazetede	gazetede
gazetedeki	gazeteˈdeci
gazeteden	gazeteˈden
gazeteler	gazeteˈleɾ
gazeteler	gazeteˈlɑɾ
gazetelerde	gazeteˈleɾde
gazetelerden	gazeteˈleɾden
gazetelere	gɑzɛtɛlɛɾɛ
gazeteleri	gazetebidi
gazeteleri	gazeteleɾi
gazetelerin	gazeteˈleɾin
gazetem	gazetam
gazetenin	gazetenin
gazetesi	gazeteˈsi
gazetesinde	gazetesinˈde
gazetesini	gazetesini
gazeteye	gazetɛjɛ
gazeteyi	gazeteji
gazi	gɐzi
gazi	gɑˈzi
gaziantep	gɑːziɑntep
gaziantep	gɑːziɑːnˈtɛp
gaziantep	ɣɑːziɑːnˈtæp
gaziantepli	gɑːziɑːntæbleː
gaziemir	ɢaziemis
gazino	gɑˈzino
gazino	kasino
gazinocu	gazinoʒu
gazinoculuk	gazinodʒuɫup
gazla	gɑzˈɫɑ
gazla!	gazla
gazlama	kɑzlama
gazlanmak	kaːzlanmak
gazlar	gazˈlaɾ
gazlayabilme	qɑzdɑjɑbilmæ
gazlayabilmek	gazlajabilmæk
gazlaşmak	kazɫɑʃmɑk
gazlaştırma	gazlaʃtɪɾmɑ
gazlı	gazɫɯ
gazlı	gɑˈzɫɯ
gazolin	kɐˈzɔlin
gazoz	gazoz
gazoz	kazos
gazve	kazvi
gazze	gɑzˈze
gazze	gɒziˈ
gazölçer	gɑːzʉlʃer
gazı	gɑˈzɯ
gazın	gɑˈzɯn
gazını	gɑˈzɯˈnɯ
gazışıl	ɣazɯɾʃɯl
gaşyolmak	ɾɑːʃɯˈolmɑk
ge	ge
gear	geːɾ
gebe	eve
gebe	geˈbe
gebelik	gebeʎik
gebelik	gebɛˈlik
geberik	gæbeɾik
geberin	gɛbɛˈɾin
geberip	gɛbɛˈrip
geberiyorum	gebeɾijɔɾum
geberme	geˈbɛrme
gebermek	gebeɾmæk
gebert	gɛbɛrt
geberteceğim	gebɛɾtɛˈdʒɛɣɯm
gebertilme	gæbærti̠lmæ
gebertilmek	gɛbɛrti̠ɫmæk
gebertin	geːbɛɾˈtin
gebertirim	gebɛɾtiɾim
gebeş	ɟebes
gebeşlik	gabəʃlik
gebre	gɛbrɛ
gebrelenme	jˈævrælɛmmæ
gebze	kebze
gec	ɟetʃ
gece	getʃe
gece	geːtʃe
gece	ɟe̞dʒɛ
gececilik	jedʒedʒiˈlik
gecede	geˈdʒede
geceden	gedʒeden
gecedir	gediɾ
geceki	getʃeji
gecekondu	getʃekoːndu
gecekondu	ɟe̞dʒe̞ko̞ndu
gecekondular	getʃekɔŋˈdulaɾ
gecelemek	getselemɛk
geceler	getʃelæɾ
gecelerde	getʃelɛɾˈdɛ
geceleri	getʃeˈleɾi
gecelerin	gedʒeleˈɾin
geceleyin	getʃelijn
gecelik	getʃeˈlik
gecelik	gidʒeːliːk
gecelik	ɟɛdʒɛlik
geceliği	gedʒeliˈɯ
gecem	getʃem
gecemi	ɟeˈdʒemi
gecemiz	getʃeˈmiz
gecemizi	getʃemiˈzi
gecen	geˈdʒen
geceni	getʃeˈni
gecenin	gedʒenin
gecesefası	getʃesefɑˈsɑ
gecesi	geˈdʒesi
gecesinde	gedʒesinde
gecesinden	gedʒesinˈden
gecesine	gedʒesine
gecesini	gedʒesini
gecesiydi	geˈdʒesiˈjɯ
geceyarısı	getʃejaɾɯsɯ
geceydi	getʃejdi
geceye	getʃeje
geceyi	getʃeji
geceyle	getʃejle
gecikecek	ɟeˈdʒikeˈdʒec
gecikeceksin	getʃikedʒekˈsin
gecikeceğim	geˈtʃiketʃeɣim
gecikiyoruz	geˈdʒikɯɯɾuz
gecikmek	geˈdʒiqmek
gecikmeli	gɛdʒikme̞jli
gecikmiş	getʃikˈmiʃ
gecikti	ɟeˈdʒicti
geciktik	getʃitʃik
geciktim	ɟeˈdʒitim
geciktin	gedʒitˈsin
geciktin	ɟeˈdʒitʃin
geciktirildik	geˈdʒiktilildik
geciktirilme	geˈdʒiktiɾilmɛ
geciktirilmek	geˈdʒiktililmɛk
geciktirilmiş	ɛdʒiktirilmiʃ
geciktirme	jetʃiktiɾmɛ
geciktirmek	geˈdʒiktimˈek
geckimeli	getʃkimeˈl
ged	ged
geda	dʒədʒ
gedik	gedic
gedik	ˈjedik
gedikli	gelikli
gedilme	getʲilmæ
gedilmek	jɛdɪlmæk
gediz	elif
gedmek	getmec
gedmek	gɛtmɛk
geeta	geːta
gel	gel
gel	gˈaɾ
gel	ɟæl
gel-git	gɛlgit
gelberi	gænbeɾi
geldi	geldi
geldik	gelˈdig
geldik	gɛldik
geldiklerinde	dʒeldikiliˈndæ
geldiklerini	geldikɪnɯrɯ
geldikten	gelditken
geldikçe	geldikʲtʃe
geldiler	geldileɾ
geldim	gelˈdim
geldim	gɛldim
geldin	gelˈdin
geldiniz	gelˈdinɯz
geldiniz	geɾˈdiniz
geldiyse	gelˈdijse
geldiysen	geldiisen
geldiyseniz	geldijisenis
geldiği	gelˈdiɯ
geldiğim	geldiɣim
geldiğimde	gelˈdiɯmˈde
geldiğimden	geldiɣimden
geldiğimi	gelˈdiɯmi
geldiğimiz	geldiˈɯmɯz
geldiğimizde	geldiˈɯmɯzde
geldiğimizden	geldiɣimizðen
geldiğimize	geldiɣimeˈziɾe
geldiğimizi	geldiˈɣimizi
geldiğin	gelˈdiɟin
geldiğince	geldiɣinʃe
geldiğinde	geldiˈendæ
geldiğinden	geldiɣinden
geldiğine	gelˈdiːnɛ
geldiğini	geldiˈʒini
geldiğiniz	geldiˈdiniʒ
geldiğinizde	geldiˈdiŋizde
gele	bili
gelebildim	gelebilˈdim
gelebildin	gelebiɫdin
gelebildiğine	gelebiɫdiɣiɲe
gelebilecek	gelebeɾðʒek
gelebilecek	gelebiledʒek
gelebileceğimi	gelebiˈleʒemi
gelebileceğini	gelebiˈleʒecin
gelebilir	geleˈbiliɾ
gelebilir	jenebilɛn
gelebilirdi	gelebiɫiɾdi
gelebilirim	gelebilɪɾim
gelebilirim	gelebiˈliɾim
gelebiliriz	gelebiˈliɾiz
gelebilirler	geleˈbileɾɫeɾ
gelebilirsin	gelebiɾˈlisɪn
gelebilirsiniz	geleˈbiliɾsiniz
gelebiliyor	gelebiˈlijoɾ
gelebilme	dʒɛlɛbilmæ
gelebilmek	geleˈbilmɛk
gelebilmene	gɛlɛbɪlˈmɛnɛ
gelecek	geleˈdʒek
gelecek	geleˈkek
gelecekle	geleˈdʒecˈle
gelecekler	geleˈdʒekˈleɾ
geleceklerdir	geleˈdʒekˈleɾdiɾ
gelecekleri	geleˈdʒecleɾi
geleceklerini	geleˈdʒecˈliɾi
gelecekmiş	geleˈdʒecmis
gelecekse	geleˈdʒecse
geleceksin	geleˈdʒesin
geleceksiniz	geleˈdʒesiniz
gelecekte	geleˈdʒetʃe
gelecekte	geleˈgekde
gelecekten	geleˈdʒetʃen
gelecekti	geleˈdʒetʃi
gelecektim	geleˈdʒektim
gelecektir	geleˈdʒektʰiɾ
geleceği	geleˈdʒeː
