ᆜ	jɯ
매장을	mɛdʑaŋɯ
매장을	mɛdʑaŋɯl
매주	mɛdʑu
매주	mɛːdʑu
매진하는	mɛdʑinhanɯ
매체	mɛtɕʰɛ
매체로선	mɛtɕʰɛɾosʌn
매춘	mɛːtɕʰun
매춘굴	mɛːtɕʰunguɭ
매춘부	mɛːtɕʰunbu
매춘하다	mɛːtɕʰunɦa̠da̠
매출	mɛtɕʰu
매출	mɛtɕʰul
매출	mɛːtɕʰuɭ
매출과	mɛtɕʰulkwa
매출액은	mɛtɕʰuɾɛgɯ
매출의	mɛtɕʰuɾɰi
매출이	mɛtɕʰuɾi
매치	mɛtɕʰi
매트리스	mɛtʰɯɾisɯ
매표구	mɛːpʰjogu
매표소	mɛːpʰjosʰo̞
맥도날드에서	mɛk̚t͈onaltɯɛsʌ
맥북	mɛk̚p͈uk
맥없이	mɛgʌp̚s͈i
맥이	mɛgi
맥주가	mɛk̚tɕ͈uga
맨	mɛn
맨	mɛːn
맨날	mɛːnna̠ɭ
맨먼저	mɛnmʌntɕʌ
맨해튼	mɛnhɛtʰɯn
맴돌다	mɛːmdo̞ɭda̠
맹꽁이	mɛːŋk͈o̞ŋi
맹렬	mɛːŋɲʌ̹ɭ
맹렬하다	mɛːŋɲʌ̹ɾɦa̠da̠
맹렬히	mɛŋnjʌlhi
맹세	mɛːŋsʰe̞
맹세하다	mɛːŋsʰe̞ɦa̠da̠
맹인	mɛːŋin
맹자	mɛːŋdʑa̠
맺고	mɛt̚k͈o
먄	mja̠ːn
먄마	mja̠nma̠
머가리	mʌ̹ga̠ɾi
머구	mʌ̹gu
머구리	mʌguɾi
머구리	mʌ̹guɾi
머귀나무	mʌ̹gɥina̠mu
머그잔	mʌ̹gɯdʑa̠n
머금다	mʌ̹gɯmt͈a̠
머니투데이	mʌnitʰudɛi
머니투데이와	mʌnitʰudɛiwa
머루	mʌ̹ɾu
머리	mʌɾi
머리	mʌ̹ɾi
머리가	mʌɾiga
머리글	mʌ̹ɾigɯɭ
머리끝	mʌ̹ɾik͈ɯt̚
머리는	mʌɾinɯn
머리띠	mʌ̹ɾit͈i
머리를	mʌɾilɯl
머리말	mʌ̹ɾima̠ɭ
머리맡	mʌ̹ɾima̠t̚
머리와	mʌɾiwa
머리카락	mʌ̹ɾikʰa̠ɾa̠k̚
머리카락은	mʌɾikʰaɾagɯn
머리카락이	mʌɾikʰaɾagi
머리털	mʌ̹ɾitʰʌ̹ɭ
머리통	mʌ̹ɾitʰo̞ŋ
머리하다	mʌ̹ɾiɦa̠da̠
머릿결	mʌ̹ɾit̚k͈jʌ̹ɭ
머릿골	mʌ̹ɾit̚k͈o̞ɭ
머릿속에	mʌɾit̚s͈ogɛ
머무는	mʌmunɯn
머무르다	mʌ̹muɾɯda̠
머무르면	mʌmuɾɯmjʌ
머문	mʌmun
머물고	mʌmulko
머물다	mʌ̹muɭda̠
머스크의	mʌsɯkʰɯɰi
머슴	mʌ̹sʰɯm
머시마	mʌ̹ɕʰima̠
머신	mʌ̹ɕʰin
머심	mʌ̹ɕʰim
머위	mʌ̹ɥi
머저리	mʌ̹dʑʌ̹ɾi
머전	mʌ̹dʑʌ̹n
머플러	mʌ̹pʰɯɭɭʌ̹
머피	mʌ̹pʰi
머핀	mʌ̹pʰin
먹	mʌ̹k̚
먹거리	mʌk̚k͈ʌɾi
먹거리	mʌ̹k̚k͈ʌ̹ɾi
먹고	mʌk̚k͈o
먹구렁이	mʌ̹k̚k͈uɾʌ̹ŋi
먹기	mʌk̚k͈i
먹기	mʌ̹k̚k͈i
먹는	mʌŋnɯ
먹다	mʌ̹k̚t͈a̠
먹물	mʌ̹ŋmuɭ
먹방	mʌ̹k̚p͈a̠ŋ
먹보	mʌ̹k̚p͈o̞
먹성	mʌ̹ks͈ʌ̹ŋ
먹어	mʌgʌ
먹어보라고	mʌgʌboɾago
먹었냐면서	mʌgʌnnjamjʌnsʌ
먹었다고	mʌgʌt̚t͈ago
먹었던	mʌgʌt̚t͈ʌn
먹여	mʌgjʌ
먹으며	mʌgɯmjʌ
먹으면	mʌgɯmjʌ
먹으면	mʌgɯmjʌn
먹은	mʌgɯn
먹음직스러운	mʌgɯmtɕik̚s͈ɯɾʌun
먹이	mʌ̹gi
먹이다	mʌ̹gida̠
먹지	mʌk̚tɕ͈i
먼	mʌ
먼	mʌn
먼데기	mʌ̹nde̞gi
먼바다와	mʌnpadawa
먼저	mʌntɕʌ
먼지투성이	mʌ̹ɲdʑitʰusʰʌ̹ŋi
먼촌	mɘːɲtɕʰo̞n
멀다	mɘːɭda̠
멀다하고	mʌltahago
멀리	mʌlli
멀리서	mʌllisʌ
멀미	mʌ̹ɭmi
멀었다는	mʌɾʌt̚t͈anɯ
멀지	mʌltɕi
멀쩡	mʌ̹ʎtɕ͈ʌ̹ŋ
멀쩡하다	mʌ̹ʎtɕ͈ʌ̹ŋɦa̠da̠
멀찌감치	mʌ̹ʎtɕ͈iga̠mtɕʰi
멈추고	mʌmtɕʰugo
멈추는	mʌmtɕʰunɯn
멈추다	mʌ̹mtɕʰuda̠
멈추지	mʌmtɕʰudʑi
멈춤	mʌ̹mtɕʰum
멈춰서	mʌmtɕʰwʌsʌ
멈춰서는	mʌmtɕʰwʌsʌnɯ
멈칫	mʌ̹mtɕʰit̚
멈칫거리다	mʌ̹mtɕʰit̚k͈ʌ̹ɾida̠
멋	mʌ̹t̚
멋없다	mʌ̹dʌ̹p̚t͈a̠
멋있게	mʌsit̚k͈ɛ
멋있다	mʌ̹ɕʰit̚t͈a̠
멋지다	mʌ̹t̚tɕ͈ida̠
멋진	mʌt̚tɕ͈in
멍	mʌ̹ŋ
멍게	mʌ̹ŋge̞
멍멍	mʌ̹ŋmʌ̹ŋ
멍멍이	mʌ̹ŋmʌ̹ŋi
멍멍탕	mʌ̹ŋmʌ̹ŋtʰa̠ŋ
멍석은	mʌŋsʌgɯn
멍에	mʌ̹ŋe̞
멍울	mʌ̹ŋuɭ
멍이	mʌŋi
멍청이	mʌ̹ŋtɕʰʌ̹ŋi
멍청하다	mʌ̹ŋtɕʰʌ̹ŋɦa̠da̠
멍하다	mɘːŋɦa̠da̠
멎다	mʌ̹t̚t͈a̠
메	me̞
메가폰	me̞ga̠pʰo̞n
메기	me̞ːgi
메기다	me̞gida̠
메꽃	me̞k͈o̞t̚
메노라	me̞no̞ɾa̠
메뉴	me̞ɲu
메다	me̞da̠
메달	me̞da̠ɭ
메달을	mɛdaɾɯl
메데이아	me̞de̞ia̠
메디케어	me̞dikʰe̞ʌ̹
메뚜기	me̞t͈ugi
메르스	mɛɾɯsɯ
메르스가	mɛɾɯsɯga
메르스는	mɛɾɯsɯnɯn
메르스로	mɛɾɯsɯɾo
메르스에	mɛɾɯsɯɛ
메르쿠리우스	me̞ɾɯkʰuɾiusʰɯ
메르헨	me̞ɾɯɦe̞n
메리야스	me̞ɾija̠sʰɯ
메모	me̞mo̞
메모	mɛmo
메모를	mɛmoɾɯl
메모리	me̞mo̞ɾi
메밀	me̞miɭ
메서드	me̞sʰʌ̹dɯ
메세지	me̞sʰe̞dʑi
메소드	me̞sʰo̞dɯ
메시아	me̞ɕʰia̠
메시지	me̞ɕʰidʑi
메시지가	mɛsidʑiga
메시지라고까지	mɛsidʑiɾagok͈adʑi
메시지를	mɛsidʑiɾɯ
메시지를	mɛsidʑiɾɯl
메신저	mɛsintɕʌ
메아리	me̞a̠ɾi
메이	me̞i
메이드	mɛidɯ
메이라는	mɛiɾanɯ
메이스	me̞is͈ɯ
메이크업	me̞ikxɯʌ̹p̚
메인	me̞in
메인트	me̞intʰɯ
메주	me̞dʑu
메추라기	me̞tɕʰuɾa̠gi
메추라기뜸부기	me̞tɕʰuɾa̠git͈ɯmbugi
메추리	me̞tɕʰuɾi
메추리알	me̞tɕʰuɾia̠ɭ
메카	me̞kʰa̠
메클렌부르크포어포메른	me̞kxɯɭɭe̞nbuɾɯkxɯpʰo̞ʌ̹pʰo̞me̞ɾɯn
메타	me̞tʰa̠
메타데이터	me̞tʰa̠de̞itʰʌ̹
메타버스	me̞tʰa̠bʌ̹sʰɯ
메타픽션	me̞tʰa̠pʰikɕ͈ʌ̹n
메탄	me̞tʰa̠n
메탄은	mɛtʰanɯn
메탐페타민	me̞tʰa̠mpʰe̞tʰa̠min
메터	me̞tʰʌ̹
메테인	me̞tʰe̞in
메토끼	me̞tʰo̞k͈i
메히꼬	me̞ʝik͈o̞
멕시코	me̞kɕ͈ikʰo̞
멕시코시티	me̞kɕ͈ikʰo̞ɕʰitʰi
멕이다	me̞gida̠
멘델레븀	me̞nde̞ɭɭe̞bjum
멘붕	me̞nbuŋ
멜러니는	mɛllʌninɯn
멜로	me̞ɭɭo̞
멜로드라마	me̞ɭɭo̞dɯɾa̠ma̠
멜로디	me̞ɭɭo̞di
멜론	me̞ɭɭo̞n
멜빵	me̞ːɭp͈a̠ŋ
멜빵바지	me̞ːɭp͈a̠ŋba̠dʑi
멤버	me̞mbʌ̹
멥쌀	me̞ps͈a̠ɭ
멧닭	me̞t̚t͈a̠k̚
멧도요	me̞t̚t͈o̞jo
멧돼지를	mɛt̚t͈wɛdʑiɾɯl
멧돼지의	mɛt̚t͈wɛdʑiɰi
멧박쥐	me̞t̚p͈a̠k̚tɕ͈ɥi
멧밭쥐	me̞t̚p͈a̠t̚tɕ͈ɥi
멧비둘기	me̞t̚p͈iduɭgi
멧토끼	me̞t̚tʰo̞k͈i
멩이	me̞ŋi
며느리는	mjʌnɯɾinɯ
며칠	mjʌ̹tɕʰiɭ
멱	mjʌ̹k̚
멱살	mjʌ̹ks͈a̠ɭ
멱자구	mjʌ̹k̚tɕ͈a̠gu
면	mjʌ
면	mjʌn
면	mjʌ̹n
면담에서	mjʌntamɛsʌ
면담한	mjʌntamha
면도	mjɘːndo̞
면도기	mjɘːndo̞gi
면도날	mjʌ̹ndo̞na̠ɭ
면도칼	mjɘːndo̞kʰa̠ɭ
면도하다	mjɘːndo̞ɦa̠da̠
면들레	mjʌ̹ndɯɭɭe̞
면밀한	mjʌnmilhan
면밀히	mjʌ̹nmiɾʝi
면발	mjʌ̹np͈a̠ɭ
면발을	mjʌnpaɾɯl
면발의	mjʌnpaɾɰi
면사	mjʌ̹nsʰa̠
면서	mjʌnsʌ
면세	mjʌnsɛ
면세자	mjʌnsɛdʑa
면세점	mjɘːnsʰe̞dʑʌ̹m
면세점을	mjʌnsɛdʑʌmɯl
면세점이	mjʌnsɛdʑʌmi
면실유	mjʌ̹nɕʰiɾju
면양	mjʌ̹ɲa̠ŋ
면에	mjʌnɛ
면에서	mjʌnɛsʌ
면역	mjɘːɲʌ̹k̚
면역력이	mjʌnjʌŋnjʌgi
면역성이	mjʌnjʌk̚s͈ʌŋi
면역이	mjʌnjʌgi
면역학	mjɘːɲʌ̹kʰa̠k̚
면의	mjʌnɰi
면적보다	mjʌntɕʌk̚p͈oda
면적은	mjʌntɕʌgɯn
면적이	mjʌntɕʌgi
면접	mjɘːɲdʑʌ̹p̚
면접	mjʌntɕʌp
면접관	mjɘːɲdʑʌ̹p̚k͈wa̠n
면제를	mjʌntɕɛɾɯl
면직	mjʌntɕik
면집위원	mjʌntɕibwiwʌ
면책	mjʌntɕʰɛk
면책성	mjʌntɕʰɛk̚s͈ʌŋ
면포	mjʌ̹npʰo̞
면하다	mjɘːnɦa̠da̠
면허	mjɘːnɦʌ̹
면허증	mjɘːnɦʌ̹tɕ͈ɯŋ
면화	mjʌ̹nβwa̠
면회를	mjʌnhwɛɾɯ
멸	mjʌ̹ɭ
멸망	mjʌ̹ɭma̠ŋ
멸망하다	mjʌ̹ɭma̠ŋɦa̠da̠
멸시	mjʌ̹ɭɕʰi
멸실	mjʌlsil
멸절	mjʌ̹ʎtɕ͈ʌ̹ɭ
멸종	mjʌ̹ʎtɕ͈o̞ŋ
멸치	mjʌ̹ʎtɕʰi
멸치가	mjʌltɕʰiga
명	mjɘːŋ
명	mjʌŋ
명	mjʌ̹ŋ
명가량	mjʌŋkaɾjaŋ
명가량의	mjʌŋkaɾjaŋɰi
명가량이	mjʌŋkaɾjaŋi
명계	mjʌ̹ŋgje̞
명곡	mjʌ̹ŋgo̞k̚
명과	mjʌŋkwa
명관	mjʌ̹ŋgwa̠n
명금	mjʌ̹ŋgɯm
명기돼	mjʌŋkidwɛ
명단	mjʌ̹ŋda̠n
명단에	mjʌŋtanɛ
명단에는	mjʌŋtanɛnɯ
명단을	mjʌŋtanɯl
명당	mjʌŋtaŋ
명당	mjʌ̹ŋda̠ŋ
명동	mjʌ̹ŋdo̞ŋ
명동의	mjʌŋtoŋɰi
명란	mjʌ̹ŋna̠n
명령	mjɘːŋɲʌ̹ŋ
명령법	mjɘːŋɲʌ̹ŋp͈ʌ̹p̚
명령으로	mjʌŋnjʌŋɯɾo
명령을	mjʌŋnjʌŋɯl
명령하다	mjɘːŋɲʌ̹ŋɦa̠da̠
명료	mjʌ̹ŋɲo
명료하다	mjʌ̹ŋɲoɦa̠da̠
명만	mjʌŋman
명말청초	mjʌ̹ŋma̠ʎtɕʰʌ̹ŋtɕʰo̞
명망	mjʌ̹ŋma̠ŋ
명명	mjɘːŋmjʌ̹ŋ
명명법	mjɘːŋmjʌ̹ŋp͈ʌ̹p̚
명명하다	mjɘːŋmjʌ̹ŋɦa̠da̠
명목	mjʌŋmo
명문	mjɘːŋmun
명문	mjʌ̹ŋmun
명문대	mjʌŋmuntɛ
명문대학의	mjʌŋmuntɛhagɰi
명문집	mjʌ̹ŋmuɲdʑip̚
명물	mjʌ̹ŋmuɭ
명민하다	mjʌ̹ŋminɦa̠da̠
명밖에	mjʌŋpak͈ɛ
명반	mjʌ̹ŋba̠n
명부	mjʌ̹ŋbu
명분	mjʌŋpu
명분	mjʌ̹ŋbun
명불허전	mjʌ̹ŋbuɾɦʌ̹dʑʌ̹n
명사	mjʌ̹ŋsʰa̠
명사가	mjʌŋsaga
명사구	mjʌ̹ŋsʰa̠gu
명사화	mjʌ̹ŋsʰa̠βwa̠
명상	mjɘːŋsʰa̠ŋ
명성	mjʌ̹ŋsʰʌ̹ŋ
명세	mjʌ̹ŋsʰe̞
명세서도	mjʌŋsɛsʌdo
명소	mjʌ̹ŋsʰo̞
명수	mjʌ̹ŋsʰu
명승고적	mjʌ̹ŋsʰɯŋgo̞dʑʌ̹k̚
명시	mjʌ̹ŋɕʰi
명시돼	mjʌŋsidwɛ
명시하다	mjʌ̹ŋɕʰiɦa̠da̠
명신	mjʌ̹ŋɕʰin
명실상부	mjʌ̹ŋɕʰiɭsʰa̠ŋbu
명실상부한	mjʌŋsilsaŋpuha
명아주	mjʌ̹ŋa̠dʑu
명암	mjʌ̹ŋa̠m
명에	mjʌŋɛ
명예	mjʌŋjɛ
명예	mjʌ̹ŋje̞
명예를	mjʌŋjɛɾɯ
명예훼손	mjʌŋjɛhwɛso
명예훼손	mjʌŋjɛhwɛson
명왕성	mjʌ̹ŋwa̠ŋsʰʌ̹ŋ
명운	mjɘːŋun
명월	mjʌ̹ŋwʌ̹ɭ
명으로	mjʌŋɯɾo
명은	mjʌŋɯ
명은	mjʌŋɯn
명을	mjʌŋɯ
명을	mjʌŋɯl
명의	mjʌŋɰi
명의	mjʌ̹ŋɰi
명의의	mjʌŋɰiɰi
명이	mjʌŋi
명이나	mjʌŋina
명이라고	mjʌŋiɾago
명이며	mjʌŋimjʌ
명이서	mjʌŋisʌ
명인	mjʌ̹ŋin
명자	mjʌ̹ŋtɕ͈a̠
명자나무	mjʌ̹ŋdʑa̠na̠mu
명장	mjʌ̹ŋdʑa̠ŋ
명절	mjʌŋtɕʌl
명절	mjʌ̹ŋdʑʌ̹ɭ
명제를	mjʌŋtɕɛɾɯl
명조	mjʌ̹ŋdʑo̞
명조체	mjʌ̹ŋdʑo̞tɕʰe̞
명주	mjʌ̹ŋdʑu
명중	mjɘːŋdʑuŋ
명중하다	mjɘːŋdʑuŋɦa̠da̠
명창	mjʌ̹ŋtɕʰa̠ŋ
명철	mjʌ̹ŋtɕʰʌ̹ɭ
명철하다	mjʌ̹ŋtɕʰʌ̹ɾɦa̠da̠
명칭	mjʌ̹ŋtɕʰiŋ
명칭이	mjʌŋtɕʰiŋi
명품대전을	mjʌŋpʰumtɛdʑʌnɯl
명품시계가	mjʌŋpʰumsigjɛka
명품이	mjʌŋpʰumi
명하다	mjɘːŋɦa̠da̠
명하다	mjʌ̹ŋɦa̠da̠
명함	mjʌ̹ŋɦa̠m
명함을	mjʌŋhamɯl
명확한	mjʌŋhwakʰan
명확히	mjʌŋhwakʰi
몇	mjʌn
몇	mjʌt
몇	mjʌ̹t̚
몇년	mjʌnnjʌn
몇년간	mjʌnnjʌnkan
몇몇	mjʌnmjʌt
몇몇	mjʌ̹nmjʌ̹t̚
몇백	mjʌt̚p͈ɛ
몌디레	mje̞diɾe̞
몌별	mje̞bjʌ̹ɭ
모	mo
모	mo̞
모가디슈	mo̞ga̠diɕʰu
모가지를	mogadʑiɾɯl
모감주나무	mo̞ga̠mdʑuna̠mu
모과	mo̞ːgwa̠
모교	mo̞ːgjo
모구	mo̞ːgu
모국	mo̞ːguk̚
모금	mo̞gɯm
모기	mo̞ːgi
모기를	mogiɾɯl
모기에	mogiɛ
모기장	mogidʑaŋ
모나코	monakʰo
모나코	mo̞na̠kʰo̞
모나쿠스	monakʰusɯ
모냥	mo̞ɲa̠ŋ
모녀	mo̞ːɲʌ̹
모니터	mo̞nitʰʌ̹
모니터링	mo̞nitʰʌ̹ɾiŋ
모다	mo̞ːda̠
모닥불	mo̞da̠k̚p͈uɭ
모데미풀	mo̞de̞mipʰuɭ
모델	modɛ
모델	mo̞de̞ɭ
모델로	modɛllo
모델보다	modɛlpoda
모델은	modɛɾɯ
모델의	modɛɾɰi
모뎀	mo̞de̞m
모독적인	modok̚tɕ͈ʌgin
모독하는	modokʰanɯn
모두	modu
모두	mo̞du
모두가	moduga
모두를	moduɾɯl
모두에게	moduɛgɛ
모두의	moduɰi
모둠	mo̞dum
모듈	mo̞djuɭ
모드	mo̞dɯ
모든	modɯ
모든	modɯn
모든	mo̞ːdɯn
모듬	mo̞dɯm
모란	mo̞ɾa̠n
모래를	moɾɛlɯl
모래시계는	moɾɛsigjɛnɯ
모략	mo̞ɾja̠k̚
모레	mo̞ːɾe̞
모로니	mo̞ɾo̞ni
모로코	mo̞ɾo̞kʰo̞
모르겠고	moɾɯgɛt̚k͈o
모르겠다는	moɾɯgɛt̚t͈anɯ
모르겠습니다만	moɾɯgɛt̚s͈ɯmnidaman
모르겠지만	moɾɯgɛt̚tɕ͈iman
모르고	moɾɯgo
모르는	moɾɯnɯn
모르다	mo̞ːɾɯda̠
모르쇠로	moɾɯswɛɾo
모르타르	mo̞ɾɯtʰa̠ɾɯ
모르핀	mo̞ɾɯpʰin
모른다는	moɾɯntanɯn
모를까	moɾɯlk͈a
모리	mo̞ɾi
모리타니	mo̞ɾitʰa̠ni
모리토모	moɾitʰomo
모바일	mobai
모바일	mobail
모바일로	mobaillo
모발은	mobaɾɯn
모방	mo̞ba̠ŋ
모방하다	mo̞ba̠ŋɦa̠da̠
모범	mo̞bʌ̹m
모범생도	mobʌmsɛŋto
모사	mo̞sʰa̠
모서리	mo̞sʰʌ̹ɾi
모세	mo̞sʰe̞
모세관	mo̞sʰe̞gwa̠n
모세에게	mosɛɛgɛ
모세혈관	mo̞sʰe̞ʝʌ̹ɭgwa̠n
모솔	mo̞ːs͈o̞ɭ
모순	mo̞sʰun
모스코븀	mo̞sʰɯkʰo̞bjum
모스크	mo̞sʰɯkxɯ
모스크바	mosɯkʰɯba
모스크바	mo̞sʰɯkxɯba̠
모슬포	mo̞sʰɯɭpʰo̞
모습	mo̞sʰɯp̚
모습들을	mosɯp̚t͈ɯɾɯl
모습에	mosɯbɛ
모습을	mosɯbɯ
모습이	mosɯbi
모시	mo̞ɕʰi
모시는	mosinɯn
모시다	mo̞ːɕʰida̠
모식	mo̞ɕʰik̚
모쏠	mo̞ːs͈o̞ɭ
모씨는	mos͈inɯn
모아	moa
모아내는	moanɛnɯn
모아서	moasʌ
모아쓰기	mo̞a̠s͈ɯgi
모아주면	moadʑumjʌ
모양	mo̞ja̠ŋ
모양새가	mojaŋsɛga
모양에다	mojaŋɛda
모양으로	mojaŋɯɾo
모양은	mojaŋɯn
모양을	mojaŋɯl
모양의	mojaŋɰi
모에	mo̞e̞
모여	mojʌ
모여들기	mojʌdɯlki
모오케	mo̞o̞kʰe̞
모욕적인	mojok̚tɕ͈ʌgin
모용	mo̞joŋ
모유	moju
모으기는	moɯginɯn
모으기를	moɯgiɾɯl
모으는	moɯnɯ
모으다	mo̞ɯda̠
모음	mo̞ɯm
모음	mo̞ːɯm
모음조화	mo̞ːɯmdʑo̞βwa̠
모이	mo̞i
모이다	mo̞ida̠
모인	moin
모임	moi
모임	mo̞im
모임에	moimɛ
모임에서와	moimɛsʌwa
모임은	moimɯn
모임을	moimɯl
모임이	moimi
모임이라고	moimiɾago
모임이므로	moimimɯɾo
모자	modʑa
모자	mo̞dʑa̠
모자	mo̞ːdʑa̠
모자라	modʑaɾa
모자라다	mo̞ːdʑa̠ɾa̠da̠
모자랄	modʑaɾal
모자반	mo̞dʑa̠ba̠n
모자이크	mo̞dʑa̠ikxɯ
모잠비크	mo̞dʑa̠mbikxɯ
모전	mo̞dʑʌ̹n
모조리	mo̞dʑo̞ɾi
모종	mo̞dʑo̞ŋ
모종	mo̞ːdʑo̞ŋ
모종을	modʑoŋɯl
모종의	modʑoŋɰi
모지리	mo̞ːdʑiɾi
모직	mo̞dʑik̚
모직물의	modʑiŋmuɾɰi
모질다	mo̞ːdʑiɭda̠
모집	modʑip
모집	mo̞dʑip̚
모집공고	modʑip̚k͈oŋko
모찌	mo̞tɕ͈i
모차르트	mo̞tɕʰa̠ɾɯtʰɯ
모처럼	mo̞tɕʰʌ̹ɾʌ̹m
모체로부터	motɕʰɛɾobutʰʌ
모충	mo̞tɕʰuŋ
모치망둑	mo̞tɕʰima̠ŋduk̚
모터	mo̞tʰʌ̹
모터보트	motʰʌbotʰɯ
모터보트	mo̞tʰʌ̹bo̞tʰɯ
모텔	mo̞tʰe̞ɭ
모토	mo̞tʰo̞
모토크로스	mo̞tʰo̞kxɯɾo̞sʰɯ
모퉁이	mo̞tʰuŋi
모팜비	mopʰampi
모페드	mo̞pʰe̞dɯ
모피	mo̞pʰi
모험	mo̞ːɦʌ̹m
모험가	mo̞ːɦʌ̹mga̠
모험담	mo̞ːɦʌ̹mda̠m
모형	mo̞ʝʌ̹ŋ
모형들은	mohjʌŋtɯɾɯn
모형들을	mohjʌŋtɯɾɯl
모호하다	mo̞βo̞ɦa̠da̠
목	mok
목	mo̞k̚
목걸이	mo̞k̚k͈ʌ̹ɾi
목격	mo̞k̚k͈jʌ̹k̚
목격되다	mo̞k̚k͈jʌ̹k̚t͈we̞da̠
목격을	mok̚k͈jʌgɯl
목격자	mo̞k̚k͈jʌ̹k̚tɕ͈a̠
목격하다	mo̞k̚k͈jʌ̹kʰa̠da̠
목격한	mok̚k͈jʌkʰan
목과	mok̚k͈wa
목구멍	mo̞k̚k͈umʌ̹ŋ
목금	mo̞k̚k͈ɯm
목다리	mo̞k̚t͈a̠ɾi
목단	mo̞k̚t͈a̠n
목도	mo̞k̚t͈o̞
목도리	mo̞k̚t͈o̞ɾi
목도리도요	mo̞k̚t͈o̞ɾido̞jo
목도하다	mo̞k̚t͈o̞ɦa̠da̠
목란꽃	mo̞ŋna̠nk͈o̞t̚
목란나무	mo̞ŋna̠nna̠mu
목마름	mo̞ŋma̠ɾɯm
목면	mo̞ŋmjʌ̹n
목발	mo̞k̚p͈a̠ɭ
목사님	mo̞ks͈a̠nim
목석	mo̞ks͈ʌ̹k̚
목소리를	mok̚s͈oɾilɯl
목수	mok̚s͈u
목어	mo̞gʌ̹
목에	mogɛ
목요	mo̞gjo
목욕	mo̞gjok̚
목욕실	mo̞gjokɕ͈iɭ
목욕탕	mo̞gjok̚tʰa̠ŋ
목욕통	mo̞gjok̚tʰo̞ŋ
목욕하다	mo̞gjokʰa̠da̠
목을	mogɯl
목이	mo̞gi
목자	mo̞k̚tɕ͈a̠
목장	mo̞k̚tɕ͈a̠ŋ
목장주와	mok̚tɕ͈aŋtɕuwa
목재로	mok̚tɕ͈ɛɾo
목적	mok̚tɕ͈ʌ
목적	mo̞k̚tɕ͈ʌ̹k̚
목적으로	mok̚tɕ͈ʌgɯɾo
목적은	mok̚tɕ͈ʌgɯ
목적은	mok̚tɕ͈ʌgɯn
목적인	mok̚tɕ͈ʌgin
목적지	mo̞k̚tɕ͈ʌ̹k̚tɕ͈i
목전	mo̞k̚tɕ͈ʌ̹n
목젖	mo̞k̚tɕ͈ʌ̹t̚
목조	mo̞k̚tɕ͈o̞
목질인	mok̚tɕ͈iɾin
목차	mo̞k̚tɕʰa̠
목청	mo̞k̚tɕʰʌ̹ŋ
목청껏	mo̞k̚tɕʰʌ̹ŋk͈ʌ̹t̚
목초지	mo̞k̚tɕʰo̞dʑi
목축	mo̞k̚tɕʰuk̚
목침	mo̞k̚tɕʰim
목탄	mo̞k̚tʰa̠n
목통	mo̞k̚tʰo̞ŋ
목포	mok̚pʰo
목포	mo̞k̚pʰo̞
목표	mo̞k̚pʰjo
목표가	mok̚pʰjoga
목표도	mok̚pʰjodo
목표로	mok̚pʰjoɾo
목표만	mok̚pʰjoman
목표어	mo̞k̚pʰjoʌ̹
목표하다	mo̞k̚pʰjoɦa̠da̠
목표한	mok̚pʰjoha
목피	mo̞k̚pʰi
목회자들은	mokʰwɛdʑadɯɾɯn
몫	mo̞k̚
몬로비아	mo̞ɭɭo̞bia̠
몬순	mo̞nsʰun
몬스터	mo̞nsʰɯtʰʌ̹
몬타나	mo̞ntʰa̠na̠
몬테비데오	mo̞ntʰe̞bide̞o̞
몬트리올	mo̞ntʰɯɾio̞ɭ
몰	mo̞ɭ
몰고	molko
몰골	mo̞ɭgo̞ɭ
몰다	mo̞ːɭda̠
몰다비아	mo̞ɭda̠bia̠
몰다비아나	moltabiana
몰던	moltʌn
몰도바	mo̞ɭdo̞ba̠
몰도바의	moltobaɰi
몰들도	moltɯlto
몰디브	mo̞ɭdibɯ
몰락	mo̞ɭɭa̠k̚
몰랐던	mollat̚t͈ʌn
몰래	mollɛ
몰려	molljʌ
몰려든	molljʌdɯn
몰리는	mollinɯn
몰리다	mo̞ʎʎida̠
몰리브데넘	mo̞ʎʎibɯde̞nʌ̹m
몰리지	mollidʑi
몰린	molli
몰상식	mo̞ɭs͈a̠ŋɕʰik̚
몰아치다	mo̞ɾa̠tɕʰida̠
몰약	mo̞ɾja̠k̚
몰염치하다	mo̞ɾjʌ̹mtɕʰiɦa̠da̠
몰카	mo̞ɭkʰa̠
몰타	mo̞ɭtʰa̠
몰타섬	mo̞ɭtʰa̠sʰʌ̹m
몰타어	mo̞ɭtʰa̠ʌ̹
몸	mom
몸	mo̞m
몸가짐	mo̞mga̠dʑim
몸가짐을	momkadʑimɯl
몸값을	momkap̚s͈ɯl
몸도	momto
몸무게	mo̞mmuge̞
몸비누	mo̞mbinu
몸빛깔	mo̞mp͈it̚k͈a̠ɭ
몸살	mo̞msʰa̠ɭ
몸살을	momsaɾɯ
몸소	mo̞msʰo̞
몸에	momɛ
몸으로	momɯɾo
몸을	momɯl
몸이	momi
몸조리	mo̞mdʑo̞ɾi
몸집	mo̞mtɕ͈ip̚
몸집이	momtɕibi
몸짓	mo̞mtɕ͈it̚
몸짱	mo̞mtɕ͈a̠ŋ
몸통	mo̞mtʰo̞ŋ
몹시	mo̞ːpɕ͈i
못	mo
못	mon
못	mot
못	mo̞t̚
못뽑이	mo̞t̚p͈o̞bi
못하거나	motʰagʌna
