-อืม--	ʔɯ̌ːm
คุณได้ยินอะไร	kʰun˥daj˩jɪn˧ʔa˥rai˥
คุณได้ยินแล้ว	kʰundaɪ˨˩jin˥˩laːw˥
คุณได้ยินไหม	kʰun˩daj˧jɪn˥mɤj˧
คุณได้รับ	kʰundaɪ˧˥
คุณได้อะไร	kʰundaɪʔaʔrai
คุณได้อะไรมา	kʰundaɪʔaːjam
คุณไป	kʰunpaj
คุณไปก่อน	kʰunpajkɔ̄ːn
คุณไปก่อนเถอะ	kʰunpajkɔ̄ːntʰɛ̀
คุณไปอยู่ที่ไหนมา	kʰunpajjùtʰinǎnma
คุณไปอยู่ไหนมา	kʰunpajjùnama
คุณไปเถอะ	kʰunpajtʰɛ̀
คุณไปได้	kʰunpaɪdaɪ
คุณไปได้แล้ว	kʰunpajɗajɯaːw
คุณไปไม่ได้นะ	kʰunpajmaːjdana
คุณไปไหน	kʰunpajhɑːn
คุณไปไหนมา	kʰunpajnaima
คุณไปไหนไม่ได้ทั้งนั้น	kʰunpajnaimajdajɛ̀ŋtʰɛ̀ŋnâː
คุณไมเคิล	kʰunmaikʰɛːl
คุณไม่	kʰunmaɪ˨
คุณไม่คิดบ้างเหรอ	kʰunmaikʰɪtbaːŋrɛ̀
คุณไม่คิดเหรอว่า	kʰunmaɪkʰɪthɤːwɑː
คุณไม่จำเป็น	kʰunmājʔdʑaːbɛn
คุณไม่ชอบ	kʰunmaʔtɕʰɔːp
คุณไม่ชอบเหรอ	kʰunmaɪtɕʰɔːhɤ
คุณไม่ต้องการ	kʰunmaʔtɤŋkaːr
คุณไม่ต้องทำ	kʰunmaɪtɤŋtʰam
คุณไม่ต้องห่วง	kʰunmaɪtɤŋhɔːŋ
คุณไม่ต้องไป	kʰunmaɪtɤŋpaj
คุณไม่ทำ	kʰunmaʔtʰam
คุณไม่ทำหรอก	kʰunmaʔtʰamhɔːk
คุณไม่ผิด	kʰunmaɪ˧˥pʰɪt
คุณไม่ผิดหรอก	kʰunmaɪ˥pʰɪt˧hɔːk˥
คุณไม่มี	kʰunmaɪ˥
คุณไม่มีทางรู้หรอก	kʰunmaɪ˥mi˧taːŋ˥ru˧ʔ
คุณไม่มีสิทธิ	kʰunmaɪ̯˥sɪtʰi˥
คุณไม่มีสิทธิ์	kʰunmaɪ̯˨˦sɪt˥
คุณไม่รู้	kʰunmaɪ˥ruː˧
คุณไม่รู้จริงๆ	kʰunmaɪrʊːtɕʰɪŋʔ
คุณไม่รู้จริงๆเหรอ	kʰunmaɪrʊːtɕɪŋʔhɛː
คุณไม่รู้จัก	kʰunmaʊ̯˥ruː˧˥tɕak˥
คุณไม่รู้จักฉัน	kʰunmaɪrʊːtɕakʰʉan
คุณไม่รู้จักผม	kʰunmaɪruːtɕakpʰom
คุณไม่รู้ว่า	kʰunmaɪrʉːwɑː
คุณไม่รู้หรอ	kʰunmaɪrʉːhɔː
คุณไม่รู้หรอก	kʰunmaɪrʊːhɔːk
คุณไม่รู้หรอกว่า	kʰunmaɪrʉːhɔːkʰwɑː
คุณไม่รู้หรอกหรือ	kʰunmaɪrʉːhɔːkhɯ̄a
คุณไม่รู้หรือ	kʰunmaɪrʉ̄ː
คุณไม่รู้หรือว่า	kʰunmaɪruːwaː
คุณไม่รู้อะไร	kʰunmaɪruːʔaʔrai
คุณไม่รู้อะไรหรอก	kʰunmaɪrʉːʔaʔrajhɔːk
คุณไม่รู้เหรอ	kʰunmaɪruːhɛ̀
คุณไม่สบายหรือเปล่า	kʰunmaɪsàbàjlɯ̄a
คุณไม่สามารถ	kʰunmaɪs̄aːmʰɑːt
คุณไม่อยาก	kʰunmaɔjɑːk
คุณไม่อยากรู้หรอก	kʰunmaɔjɑːkruːhɔ̀k
คุณไม่อาจหยุด	kʰunmaɔ̀ːtjuːt
คุณไม่เข้าใจ	kʰunmaɪkʰɤːjaj
คุณไม่เข้าใจหรอก	kʰunmaikʰɛ̀ːjhai̯hɔ̄ːk
คุณไม่เข้าใจเหรอ	kʰunmaɪkʰɛ̀ːjajhɛ̀ː
คุณไม่เคย	kʰunmaikʰeː
คุณไม่เชื่อ	kʰunmaɪtɕʰɤː
คุณไม่เชื่อผมเหรอ	kʰunmaɪtɕʰɯ̀ːpʰomhɤː
คุณไม่เชื่อแน่	kʰunmaɪtɕʰɯ̀ʔnɛ̀ː
คุณไม่เป็นอะไรนะ	kʰunmaɪ˨˩pʰɤn˨˦ʔa˥nɑ˨˩
คุณไม่เป็นไรน่ะ	kʰunmaɪ˨˩bɛn˥rai˧˥na˥
คุณไม่เป็นไรแล้ว	kʰunmaɪ˧bɛnlaːw
คุณไม่เป็นไรใช่มั้ย	kʰunmaɪ˧bɛnrai˧tɕʰaj˥
คุณไม่เห็น	kʰunmaɪ˥hɛn
คุณไม่เห็นหรอ	kʰunmaʔhɛnhɔ̀
คุณไม่เห็นหรือ	kʰunmaɪ˨˦hɛn˧˥rɯa˥
คุณไม่เห็นเหรอ	kʰunmaɪ̯hɛnhɛ̀ː
คุณไม่ใช่	kʰunmaɪtʃʰaj
คุณไม่ได้	kʰunmaɪ˧˥
คุณไรอัน	kʰunʰrajʔan
คุณไวท์	kʰunʋaj˥
คุณไวเลอร์	kʰunʋajlɛː
คุณไหวมั้ย	kʰunʰʋaj
คุณไหวไหม	kʰunʰajʰajʰmaj
คุณๆ	kʰun˥
คุน	kʰun˧
คุนหลุน	kʰun˥lɔn˧
คุนิมิ	kʰunim
คุม	kʰum˧
คุมิโกะ	kʰumiːkoː
คุย	kuɪ˧
คุย	kʰuj˧
คุยกันหน่อย	kʰuɪ˨kʰan˥nɔɔ˧
คุยกับผมสิ	kʰuɪ˥kʰɑpʰ˨mɑ˨sɪ˥
คุยกับเขา	kʰuɪ˥kɛ̀˨
คุยกับเธอ	kʰuɪ˨ka˥tʰɤ˧
คุยอะไร	kʰuɪʔaːrai
คุยเรื่องอะไร	kʰuɪʔrɯ̄aŋʔaʔraj
คุยแล้ว	kʰuɪ˧lɛ̌w˥
คุยได้ไหม	kʰuɪ˩daj˥maɪ˧
คุราโนะ	kʰuːraːnoː
คุริยามะ	kʰuʔrijaːmá
คุรุซุ	kʰurʊsʊ
คุสุโนกิ	kʰusunoːki˥
คุโจ	kʰɯ̆tɕō
คุโด้	kʰuː˥doː˥
คุโรซาวะ	kʰuːrɔːsɑːwɑ̀ː
คุโรซาว่า	kʰuːrɔ̄ːsawâː
คุโรซาว่าคุง	kʰuːrɔ̄ːwâːkʰuŋ
คุโรนุมะ	kʰuːrɔːnumaː
คุโรมิยะ	kʰuː˨roː˧miː˨jaː˥
คุโรเสะ	kʰuːrɔ̄ːsɛ̀
คุ้น	kʰun˦˥
คุ้นๆ	kʰûn˥
คุ้มกัน	kʰum˦˥kan˧
คุ้มกันฉันด้วย	kʰûmkʰanʈʰɑ̀ndûai
คุ้มกันด้วย	kʰûmkʰandūai
คุ้มครอง	kʰum˦˥kʰrɔːŋ˧
คุ้มครองหมู่บ้านของเรา	kʰûmkʰrɔ̄ːŋmûːbâːnkʰɔ̄ːŋrɔ̄ː
คุ้ย	kʰuj˦˥
คุ๊กกี้	kʰuk̚˦˥kiː˥˩
คู	kʰuː˧
คู	kʰuː˨
คูคลักซ์แคลน	kʰuː˧kʰlak̚˦˥kʰlɛːn˧
คูณ	kʰuːn˥
คูณ	kʰuːn˧
คูถ	kʰuː˧tʰa˨˩
คูน	kʰuːn˧
คูป	kʰuːp
คูปอง	kʰuː˧pɔŋ˧
คูปอง	kʰuː˧pɔːŋ˧
คูปเปอร์	kʰuːpɛ̀ː
คูม	kʰuːm˧
คูมาร์	kʰuːmaː
คูริบายาชิ	kʰuːrɪbɑːjɑːtɕʰi
คูริว	kuːriːw
คูส	kʰuːs˧
คูหา	kʰuː˧haː˩˩˦
คูเกลอร์	kɯ̀ːkɛ̀ːlɔ̄ː
คูเมือง	kʰuː˧mɯa̯ŋ˧
คูเรียม	kʰuː˧ria̯m˥˩
คูเวต	kʰuː˧weːt̚˨˩
คูเวตซิตี	kʰuː˧weːt̚˨˩si˦˥tiː˥˩
คู่	kʰuː˥˩
คู่	kʰûː
คู่ความ	kʰuː˥˩kʰwaːm˧
คู่จิ้น	kʰuː˥˩tɕin˥˩
คู่นี้	kʰuːnîː
คู่ผัวตัวเมีย	kʰuː˥˩pʰua̯˩˩˦tua̯˧mia̯˧
คู่พิพาท	kʰuː˥˩pʰi˦˥pʰaːt̚˥˩
คู่มือ	kʰuː˥˩mɯː˧
คู่รัก	kʰûːrák
คู่สัญญา	kʰuː˥˩san˩˩˦jaː˧
คู่สาย	kʰuː˥˩saːj˩˩˦
คู่หมั้น	kʰûːmâːn
คู่หู	kʰuːhuː
คู่หู	kʰuː˥˩huː˩˩˦
คู่ใจ	kʰuː˥˩tɕaj˧
คู้	kʰuː˦˥
คเณศ	kʰa˦˥neːt̚˥˩
คเรนิก	kʰrɛː˥ni˧k˥
คแลร์	k̄lɛ̄ː
ค็อกเทล	kʰɔk̚˦˥tʰeːl˧
ค่อน	kʰɔn˥˩
ค่อนข้างจะ	kɔ̄nkʰaːŋtɕa
ค่อม	kʰɔm˥˩
ค่อยคุยกัน	kɔ̄ːjkujkan
ค่อยยังชั่ว	kɔ̄ːjjaŋtɕʰûa
ค่อยยังชั่วหน่อย	kɔ̀jjaŋtɕʰûàj
ค่อยเป็นค่อยไป	kɔ̀jbɛ̀nkɔ̀jpaɪ̀
ค่ะ	kʰa˥
ค่ะพ่อ	kʰaːpʰɔ̀
ค่า	kʰā
ค่าคงที่	kʰaː˥˩kʰoŋ˧tʰiː˥˩
ค่าง	kʰaːŋ˥˩
ค่าน้ำร้อนน้ำชา	kʰaː˥˩nam˦˥rɔːn˦˥nam˦˥tɕʰaː˧
ค่าน้ำร้อนน้ำชา	kʰaː˥˩naːm˦˥rɔːn˦˥naːm˦˥tɕʰaː˧
ค่าย	kʰaːj˥˩
ค่าระวางสินค้า	kʰaː˥˩ra˦˥waːŋ˧sin˩˩˦kʰaː˦˥
ค่าหัว	kʰaː˥˩hua̯˩˩˦
ค่าเฉลี่ย	kʰaː˥˩tɕʰa˨˩lia̯˨˩
ค่าเช่า	kʰaː˥˩tɕʰaw˥˩
ค่าเสียหาย	kʰaː˥˩sia̯˩˩˦haːj˩˩˦
ค่าแรง	kʰaː˥˩rɛːŋ˧
ค่าโง่	kʰaː˥˩ŋoː˥˩
ค่ำ	kʰam˥˩
ค่ำคืน	kʰam˥kʰɯn˧
ค่ำคืนนี้	kʰam˥kʰɯːn˧ni˥
ค้น	kʰon˦˥
ค้นคว้า	kʰon˦˥kʰwaː˦˥
ค้นพบ	kʰon˦˥pʰop̚˦˥
ค้นให้ทั่ว	kʰɔnhɑjtʰûa
ค้อน	kʰɔːn˦˥
ค้อนปอนด์	kʰɔːn˦˥pɔːn˧
ค้า	kʰaː˦˥
ค้า	kʰáː
ค้าขาย	kʰaː˦˥kʰaːj˩˩˦
ค้าง	kʰaːŋ˦˥
ค้างคาว	kʰaːŋ˦˥kʰaːw˧
ค้างคาว	kʰɑːŋkʰaːw˥
ค้างไว้	kʰɑːŋwɑ̂ː
ค้าน	kʰaːn˦˥
ค้าประเวณี	kʰaː˦˥pra˨˩weː˧niː˧
ค้ายา	kʰáːjaː
ฅน	kʰon˧
ฅำ	kʰam˧
ฅืน	kʰɯːn˧
ฆ	kh
ฆตต	kʰɔː˧tɔː˧tɔː˧
ฆราวาส	kʰa˦˥raː˧waːt̚˥˩
ฆาฏ	kʰaːt̚˥˩
ฆาต	kʰaːt̚˥˩
ฆาต	kʰaːt̚˥˩ta˨˩
ฆาตกร	kʰaːt˥kɔː˧
ฆาตกรต่อเนื่อง	kʰaːtkɔntɔ̀ːnɛ̄uŋ
ฆาตกรวันสิ้นโลก	kʰaːtkɔːwansinloːk
ฆาตรกร	kʰaːt˥kraː˩
ฆาตรกรรม	kaːt˥ra˧gam˥
ฆ่า	kʰaː˥˩
ฆ่าคนบริสุทธิ์	kʰâːkɔ̄ːnbrīːsùt
ฆ่าคุณ	kʰâːkʰun
ฆ่าฉัน	kʰâːtɕǎn
ฆ่าฉันซะ	kʰâːtɕʰansá
ฆ่าฉันที	kʰâːtʃʰan˥tiː˥
ฆ่าฉันสิ	kʰâːtɕǎnsì
ฆ่าฉันเถอะ	kʰâːtɕʰǎntʰɛ̀
ฆ่าฉันเลย	kʰâːtɕʰanlɛː
ฆ่าช้างเอางา	kʰaː˥˩tɕʰaːŋ˦˥ʔaw˧ŋaː˧
ฆ่าตัดตอน	kʰaː˥˩tat̚˨˩tɔːn˧
ฆ่าตัวตาย	kʰaː˥˩tua̯˧taːj˧
ฆ่าตัวตายเหรอ	khâːtuaːtāːjhɛ̀ːrɔ̄ː
ฆ่าปิดปาก	kʰaː˥˩pit̚˨˩paːk̚˨˩
ฆ่าผู้หญิง	khâːpʰūːjŋ
ฆ่าพวกมัน	kʰâːpʰwákman
ฆ่าพวกเขา	kʰâːpʰwâːkʰâw
ฆ่าฟัน	kʰaː˥˩fan˧
ฆ่ามัน	kʰâːmǎn
ฆ่ามันเลย	kʰâːmɑːnleɔ̥
ฆ่าล้างเผ่าพันธุ์	kʰaː˥˩laːŋ˦˥pʰaw˨˩pʰan˧
ฆ่าหรือถูกฆ่า	kʰâːlɯ̄ːkʰâː
ฆ่าเธอ	kʰâːtʰɤ̄
ฆ่าเธอซะ	kʰâːtʰɤ̄sā
ฆ่าแกง	kʰaː˥˩kɛːŋ˧
ฆ่าแม่งเลย	kʰâːmɛ̄ːŋlɤː
ฆ้อน	kʰɔːn˦˥
ง	ŋ
ง	ŋɔː˧
ง	ŋɔː˧ŋuː˧
งก	ŋok̚˦˥
งง	ŋoŋ˧
งง	ŋ˧ŋ˥
งดงาม	ŋɔ̀ŋāːm
งดงามจริงๆ	ŋɔ̀ŋɑ̀ːmtɕìŋtɕìŋ
งบ	ŋop̚˦˥
งม	ŋom˧
งวง	ŋua̯ŋ˧
งวด	ŋua̯t̚˥˩
งอ	ŋɔ
งอ	ŋɔː˧
งอก	ŋɔːk̚˥˩
งอน	ŋɔn˧
งอน	ŋɔːn˧
งอบ	ŋɔːp̚˥˩
งอม	ŋɔm˧
งอม	ŋɔːm˧
งอมพระราม	ŋɔm˧pʰra˦˥raːm˧
งะ	ŋa˧
งักปุ๊กคุ้ง	ŋak̚˦˥puk̚˦˥kʰuŋ˦˥
งัด	ŋat̚˦˥
งัน	ŋan˧
งับ	ŋap̚˦˥
งัย	ŋaj˧
งัว	ŋua̯˧
งัวเงีย	ŋua̯˧ŋia̯˧
งั่ง	ŋaŋ˥˩
งั่น	ŋan˧
งั้น	ŋan˦˥
งั้น	ŋan˧
งั้นก็ดี	ŋan˥ko˧di˥
งั้นก็ดีเลย	ŋan˥ko˩di˧le˧
งั้นก็ตกลง	ŋan˥kɔ˩tgɔn˧
งั้นก็ตามนั้น	ŋan˨ko˩taːm˥nan˧
งั้นก็หมายความว่า	ŋãːkɔ̀ːmʰáɯ̀ʔaː
งั้นก็เหอะ	ŋan˧kɔ˨hɤ˥
งั้นก็ได้	ŋan˥ko˩daj˥
งั้นก็ไปกันเถอะ	ŋan˨ko˩pai˧kan˥tʰɛ˧a˥
งั้นก็ไปซะ	ŋan˧ko˥pai˩sa˥
งั้นคุณ	ŋankʰun
งั้นคุณก็	ŋankʰunkɔʔ
งั้นคุณคิดว่า	ŋankʰunkiːtwaː
งั้นฉัน	ŋ̀anʈʰan
งั้นฉันคิดว่า	ŋantɕʰankʰitwaː
งั้นฉันว่า	ŋanʔtɕʰanwɑː
งั้นฉันไปก่อนนะ	ŋantɕanpajkɔːnna
งั้นฉันไปล่ะ	ŋanʈʰanpajlɑː
งั้นซิ	ŋansi
งั้นดี	ŋan˨di˥
งั้นตกลงตามนี้	ŋʌ̀ntakloŋtʰaːmniː
งั้นตอนนี้	ŋantɔːnniː
งั้นนาย	ŋannaj
งั้นนี่	ŋanni
งั้นบางที	ŋanbaːŋtiː
งั้นผม	ŋanpʰom
งั้นพวกเรา	ŋanpʰwàklɔ̄ː
งั้นฟังนะ	ŋanfaŋna
งั้นมั้ง	ŋanmaːŋ
งั้นรึ	ŋanrɯ
งั้นวันนี้	ŋanwanni
งั้นสิ	ŋansi
งั้นสินะ	ŋansina
งั้นหมายความว่า	ŋanmaɪkʰwaː
งั้นหรอ	ŋanhɔ̀
งั้นหรอกเหรอ	ŋan˧hroːk˩hɛː˥
งั้นหรอครับ	ŋanhraokʰráp
งั้นหรอคะ	ŋanhɔːka
งั้นหรือ	ŋanhɯa
งั้นหรือครับ	ŋanʔhɯaʔkraʔ
งั้นหรือคะ	ŋanhɯkʰa
งั้นอะไร	ŋanʔaːrai
งั้นอะไรล่ะ	ŋanʔaːraiʔlaʔ
งั้นเรอะ	ŋanreʔ
งั้นเราก็	ŋanreːkɔ̀
งั้นเหรอ	ŋanʔhɤ̀
งั้นเหรอคะ	ŋanhɛ̀ːkʰa
งั้นเหรอค่ะ	ŋanhɛ̀ːkʰà
งั้นเหรอจ๊ะ	ŋan˨hɛ̀˥ra˧ja˥
งั้นเอางี้	ŋan˧ʔɛːŋi˥
งั้นเอาอย่างนี้	ŋan˥ʔaʊ˩˧laŋ˥ni˧
งั้นแสดงว่า	ŋʌ̀sɛ̀ŋwɑ̀
งั้นแหละ	ŋanæːlá
งั้นใครกันล่ะ	ŋansraikanla
งั้นใครล่ะ	ŋansrailá
งั้นใช่มั้ย	ŋanʧʰɯːmaːj
งั้นไป	ŋanpaj
งั้นไปกัน	ŋanpiːkɑːn
งั้นไปกันเลย	ŋanpajkanlɛj
งั้นไปเถอะ	ŋanpajtʰɛ̀
งั้นไปเลย	ŋʌ̀ːŋpajlɤj
งั้นไม่เป็นไร	ŋanmaipʰɛːnrai
งั๊น	ŋan˥
งั๊นเหรอ	ŋanʔɛ̀w
งา	ŋa
งา	ŋaː˧
งา	ŋa˥
งาน	ŋaːn˧
งาน	ŋāːn˥
งานของ	ŋɑːŋkʰɔ̄ːŋ
งานของฉัน	ŋʷɑːŋkʰɔ̄ːŋtɕʰǎn
งานของเรา	ŋāːŋkʰɔ̄ːŋrɑ̀ːw
งานฉลอง	ŋaːn˧tɕʰa˨˩lɔːŋ˩˩˦
งานดี	ŋāːndee
งานที่ดี	ŋæːntʰiːdiː
งานนี้	ŋæŋni
งานน่ะ	ŋʷɑː˨nâ˥
งานพรอม	ŋɑː˥mprɔː˧
งานอดิเรก	ŋaːn˧ʔa˨˩di˨˩reːk̚˨˩
งานอะไร	ŋāːnʔaːj
งานเข้า	ŋaːn˧kʰaw˥˩
งานเทศกาล	ŋɑ̀ːntʰêːskɑ̀ːl
งานเป็นไงบ้าง	ŋæŋpʰɛnʔajbaŋ
งานเลี้ยง	ŋaːn˧lia̯ŋ˦˥
งานแต่ง	ŋaːn˧tɛŋ˨˩
งานแต่ง	ŋɑː˥ŋɛː˧
งานแต่งงาน	ŋaːn˧tɛːŋ˨˩ŋaːn˧
งานแปล	ŋaːn˧plɛː˧
งานใหญ่	ŋɑ̀ːŋjɑ̂ː
งานใหม่	ŋāːnʔmāi
งาม	ŋaːm˧
งามมาก	ŋaːmmaːk
งาย	ŋaːj˧
งำ	ŋam˧
งิ้ว	ŋiw˦˥
งีบ	ŋiːp̚˥˩
งี่เง่า	ŋi˥ŋe˧˥
งี่เง่าชะมัด	ŋīngēachamát
งี่เง่าที่สุด	ŋîŋèːtʰîːsùt
งี่เง่าน่า	ŋiŋæ̀nā
งี้	ŋī
งี้นะ	ŋīːná
งึมงำ	ŋɯm˧ŋam˧
งุ้ม	ŋum˦˥
งู	ŋuː˧
งู	ŋu˧
งูกัด	ŋuːkát
งูพิษ	ŋuː˧pʰit̚˦˥
งูสวัด	ŋuː˧sa˨˩wat̚˨˩
ง่วง	ŋua̯ŋ˥˩
ง่วน	ŋua̯n˥˩
ง่อย	ŋɔj˥˩
ง่า	ŋaː˥˩
ง่า	ŋā
ง่าย	ŋaːj˥˩
ง่ายขึ้น	ŋaːjkʰɯ̂n
ง่ายดาย	ŋaːj˥˩daːj˧
ง่ายนิดเดียว	ŋai˨nì˥di˧aw˥
ง่ายมาก	ŋaːj˨˩maːk˥
ง่ายๆ	ŋaːj˨˩
ง่ายๆเลยนะ	ŋāːjjāːlɤjnāː
ง่ำ	ŋam˧
ง้อ	ŋɔː˦˥
ง้าง	ŋaːŋ˦˥
ง้าว	ŋaːw˦˥
จ	tɕɔː˧
จ	tɕɔː˧tɕaːn˧
จ	ʈʰ
จง	tɕoŋ˧
จงมา	˥ʈoŋ˧maː˥
จงรักภักดี	tɕoŋ˧rak̚˦˥pʰak̚˦˥diː˧
จงใจ	tɕoŋ˧tɕaj˧
จดหมายเสียง	tɕot̚˨˩maːj˩˩˦sia̯ŋ˩˩˦
จดหมายเหตุ	tɕot̚˨˩maːj˩˩˦heːt̚˨˩
จตุจักร	tɕa˨˩tu˨˩tɕak̚˨˩
จน	tɕon˧
จนกรอบ	tɕon˧krɔːp̚˨˩
จนกระทั่งตอนนี้	ʨɔnkʰrɑʔkɑʔtɔnnî
จนกระทั่งวันนึง	ʈonkɹɑtʰɑŋwannɯŋ
จนกระทั่งวันหนึ่ง	ʈɔnkʰrɑʔwɑnnɯŋ
จนกว่าจะ	˨˩˨˨˨˥
จนกว่าจะถึงตอนนั้น	cɔn˥kʰwǎː˨ʈʰâː˥tɔ̄ːn˥nâː˥
จนตอนนี้	˨ʔnɔ̀ːn˥ni
จนทดันแฮม	ʈon˥tan˩hɛːm˥
จนทมอสส์	ʈɔntʰɔmmɔ̀s
จนวันนี้	ʈɔnwanniː
จนวันนึง	˨ʔnɔn˨˦nɯŋ
จบลง	ʥɓɔn
จบสิ้นแล้ว	ʨɔ̀ʔsînlɛ̄ːw
จบเกมแล้ว	ʥòːkɛːmlɛ̀w
จบแค่นี้	˥˧ʔɓaː˥˧niː
จบแล้ว	ʨɔ̀ːlɛ̄ːw
จม	tɕom˧
จม	ʥɔm
จมปลัก	tɕom˧plak̚˨˩
จร	tɕɔːn˧
จรจัด	tɕɔːn˧tɕat̚˨˩
จรรยา	tɕan˧jaː˧
จรรยาบรรณ	tɕan˧jaː˧ban˧
จรวด	tɕa˨˩rua̯t̚˨˩
จระเข้ฟาดหาง	tɕɔː˧ra˦˥kʰeː˥˩faːt̚˥˩haːŋ˩˩˦
จริง	tɕiŋ˧
จริง	ʈʐiŋ˧
จริงของนาย	ʨɪŋkʰɔ̄ŋnaj
จริงของเธอ	˥ʐɪŋkʰɔ̄ːŋtʰɛ̄ː˨
จริงค่ะ	˨ʈɹiŋ˨kʰa˥
จริงจัง	tɕiŋ˧tɕaŋ˧
จริงจังนะ	˨˩ʑ˨˦ʑ˨˧nʑ˨˥
จริงซิ	ʨɯŋsi
จริงด้วยครับ	ʈʐiŋduːjkʰráp
จริงด้วยค่ะ	˥ɟɪŋ˧dwɑjkʰa
จริงด้วยสิ	ʈʐiŋduːjsɪ
จริงนะ	˨˧ʐɪŋ˥˧nā
