'day	daɪ̯
apuntador	ʔɐpʊntɐdoɾ
apura	ʔɐpʊɾa
apurado	ʔɐpʊɾado
apuybilos	ʔɐpʊɪ̯bilos
apyak	ʔɐpjak
apyan	ʔɐpjan
apyo	ʔapjo
arakibot	ʔɐɾaxɪbot
aral	ʔaɾɐl
aral	ʔɐɾal
aralan	ʔaɾalɐn
aralan	ʔɐɾalɐn
aralan	ʔɐɾɐlan
aralin	ʔɐɾalɪn
aralin	ʔɐɾɐlin
arangkada	ʔɐɾɐŋkadɐ
aranya	ʔɐɾaɲɐ
aranya	ʔɐɾɐɲa
arap	ʔaɾɐp
araro	ʔɐɾaɾo
araro	ʔɐɾɐɾo
araru	ʔɐɾɐɾu
aras	ʔaɾɐs
aratiles	ʔɐɾatɪlɛs
aratilis	ʔɐɾatɪlɪs
araw	ʔaɾaʊ̯
araw	ʔɐɾaʊ̯
arawan	ʔɐɾawɐn
arawan	ʔɐɾɐwan
aray	ʔɐɾaɪ̯
arbor	ʔaɾboɾ
ardilya	ʔɐɾdiljɐ
are	ʔɐɾɛ
areglo	ʔɐɾɛɡlo
arestado	ʔɐɾɛstado
aresto	ʔɐɾɛsto
argolya	ʔɐɾɡoljɐ
argumento	ʔɐɾɡʊmɛnto
ari	ʔaɾɪʔ
ari	ʔɐɾi
ari	ʔɐɾiʔ
ari	ʔɐɾɛ
ariangaw	ʔɐɾɪʔaŋaʊ̯
ariba	ʔɐɾibɐ
ariin	ʔɐɾiʔɪn
arilyos	ʔɐɾiljos
arimuhan	ʔaɾɪmʊhan
arimuhan	ʔɐɾɪmuhɐn
arimuhanan	ʔaɾɪmʊhɐnan
arimuhunan	ʔaɾɪmʊhʊnan
arina	ʔɐɾinɐ
arinda	ʔɐɾɪnda
aringkin	ʔɐɾɪŋkin
aristokrasya	ʔɐɾɪstokɾaʃɐ
arkanghel	ʔɐɾkaŋhɛl
arkanghel	ʔɐɾkɐŋhɛl
arkansiya	ʔɐɾkɐnsiɐ
arkeologo	ʔɐɾkɛoloɣo
arkeolohiya	ʔɐɾkɛolohiɐ
arkila	ʔɐɾkɪla
arkipelago	ʔɐɾkɪpɛlɐɣo
arkitekto	ʔɐɾkɪtɛkto
arkitektura	ʔɐɾkɪtɛktuɾɐ
arko	ʔaɾko
arko	ʔɐɾko
arlekin	ʔɐɾlɛxin
armadilyo	ʔɐɾmɐdiljo
armado	ʔɐɾmado
armalayt	ʔaɾmɐlaɪ̯t
armas	ʔaɾmɐs
armas	ʔɐɾmas
arminyo	ʔɐɾmiɲo
armonika	ʔɐɾmonɪxɐ
armori	ʔaɾmoɾɪ
arnibal	ʔɐɾnibɐl
arnis	ʔɐɾnis
arobo	ʔɐɾobo
arogante	ʔɐɾoɣantɛ
arok	ʔɐɾok
aroma	ʔɐɾomɐ
arosero	ʔɐɾosɛɾo
aroskaldo	ʔɐɾoskaldo
arpa	ʔaɾpɐ
arpa	ʔɐɾpa
arpiya	ʔɐɾpiɐ
arseniko	ʔɐɾsɛnɪxo
arsilya	ʔɐɾsiljɐ
arsobispado	ʔɐɾsobɪspado
arte	ʔaɾtɛ
artikulo	ʔɐɾtixʊlo
artipisyal	ʔɐɾtɪpɪʃal
artista	ʔɐɾtistɐ
artropodo	ʔɐɾtɾopodo
artseriya	ʔɐɾtʃɛɾiɐ
artsiduke	ʔɐɾtʃɪduxɛ
artsipiyelago	ʔɐɾtʃɪpjɛlɐɣo
aruga	ʔɐɾʊɣaʔ
arugain	ʔɐɾʊɣɐʔin
aruro	ʔɐɾʊɾo
aruskaldo	ʔɐɾʊskaldo
aruy	ʔɐɾuɪ̯
arya	ʔaɾjɐ
asa	ʔasɐ
asada	ʔɐsadɐ
asado	ʔɐsado
asador	ʔɐsɐdoɾ
asahan	ʔɐsahɐn
asais	ʔɐsɐʔis
asal	ʔasɐl
asal	ʔɐsal
asalan	ʔɐsalɐn
asalin	ʔɐsalɪn
asalin	ʔɐsɐlin
asam	ʔɐsam
asamblea	ʔɐsɐmblɛɐ
asambleista	ʔɐsɐmblɛistɐ
asambleya	ʔɐsɐmblɛɐ
asanorya	ʔɐsɐnoɾjɐ
asap	ʔasɐp
asap	ʔɐsap
asapran	ʔɐsɐpɾan
asarol	ʔɐsɐɾol
asawa	ʔɐsawɐ
asaynment	ʔɐsaɪ̯nmɛnt
asbesto	ʔɐsbɛsto
asbok	ʔɐsbok
asemblea	ʔɐsɛmblɛɐ
asendero	ʔɐsɛndɛɾo
asenso	ʔɐsɛnso
asete	ʔɐsɛtɛ
aseyte	ʔɐsɛɪ̯tɛ
aseytera	ʔɐsɛɪ̯tɛɾɐ
aseytuna	ʔɐsɛɪ̯tunɐ
aseytuno	ʔɐsɛɪ̯tuno
asibar	ʔɐsibɐɾ
asido	ʔasɪdo
asignatura	ʔɐsɪɡnɐtuɾɐ
asikaso	ʔɐsɪxaso
asilo	ʔasɪlo
asilo	ʔɐsilo
asim	ʔasɪm
asimilasyon	ʔɐsɪmɪlɐʃon
asin	ʔɐsin
asinan	ʔɐsinɐn
asinan	ʔɐsɪnan
asindero	ʔɐsɪndɛɾo
asinta	ʔɐsɪnta
asintada	ʔɐsɪntadɐ
asintado	ʔɐsɪntado
asiwa	ʔɐsiwɐʔ
asiwa	ʔɐsɪwaʔ
askal	ʔaskɐl
asnan	ʔɐsnan
asngal	ʔɐsŋal
asno	ʔasno
aso	ʔaso
aso	ʔɐso
asod	ʔɐsod
asog	ʔasoɡ
asog	ʔɐsoɡ
asoge	ʔɐsoɣɛ
asosasyon	ʔɐsosɐʃon
asotea	ʔɐsotɛɐ
aspalto	ʔɐspalto
aspekto	ʔɐspɛkto
aspeto	ʔɐspɛto
aspile	ʔɐspɪlɛ
aspin	ʔaspɪn
aspirina	ʔɐspɪɾinɐ
aspital	ʔɐspɪtal
asta	ʔastɐ
asta	ʔɐstaʔ
astaka	ʔɐstaxɐʔ
astaka	ʔɐstɐxaʔ
astakona	ʔɐstɐxonɐ
astig	ʔɐstiɡ
astigmatismo	ʔɐstɪɡmɐtismo
astinggal	ʔɐstɪŋɡal
astro	ʔastɾo
astrolohiya	ʔɐstɾolohiɐ
astronomiya	ʔɐstɾonomiɐ
astropisika	ʔɐstɾopisɪxɐ
asukal	ʔɐsuxɐl
asukarera	ʔɐsʊxɐɾɛɾɐ
asul	ʔɐsul
asungot	ʔɐsuŋot
asunto	ʔɐsunto
asupre	ʔɐsupɾɛ
asusena	ʔɐsʊsɛnɐ
aswang	ʔɐswaŋ
asyenda	ʔɐʃɛndɐ
at	ʔɐt
ata	ʔatɐ
ata	ʔatɐʔ
atag	ʔatɐɡ
atake	ʔɐtaxɛ
atakihin	ʔɐtɐxihɪn
atang	ʔatɐŋ
atang	ʔɐtaŋ
atangya	ʔɐtɐŋja
ataro	ʔɐtɐɾo
atas	ʔatɐs
atas	ʔɐtas
atasan	ʔɐtasɐn
atat	ʔɐtat
ataud	ʔɐtɐʔud
ataul	ʔɐtɐʔul
atay	ʔataɪ̯
atay	ʔɐtaɪ̯
atayin	ʔɐtɐjin
ate	ʔatɛ
ate	ʔɐtɛ
ate	ʔɐtɛʔ
ateismo	ʔɐtɛismo
ateista	ʔɐtɛistɐ
ateneo	ʔɐtɛnɛo
atensiyon	ʔɐtɛnʃon
atig	ʔɐtiɡ
atigin	ʔɐtɪɣin
atik	ʔɐtik
atikha	ʔɐtɪkhaʔ
atim	ʔɐtim
atin	ʔatɛn
atin	ʔatɪn
atip	ʔɐtip
atis	ʔatɪs
atleta	ʔɐtlɛtɐ
atlo	ʔɐtlo
atomismo	ʔɐtomismo
atomo	ʔatomo
atorni	ʔɐtoɾnɪ
atras	ʔɐtɾas
atrebida	ʔɐtɾɛbidɐ
atrebido	ʔɐtɾɛbido
atribida	ʔɐtɾɪbidɐ
atribido	ʔɐtɾɪbido
atribusyon	ʔɐtɾɪbʊʃon
atsara	ʔɐtʃaɾɐ
atse	ʔatʃɛ
atsi	ʔatʃɪ
atsoy	ʔɐtʃoɪ̯
atsuwete	ʔɐtʃwɛtɛ
atswete	ʔɐtʃwɛtɛ
atubili	ʔɐtʊbɪliʔ
atungal	ʔɐtuŋɐl
atupag	ʔɐtupɐɡ
auno	ʔɐʔuno
aw	ʔaʊ̯
awa	ʔawɐʔ
awak	ʔawɐk
awak	ʔɐwak
awan	ʔɐwan
awang	ʔɐwaŋ
awanggan	ʔɐwɐŋɡan
awas	ʔawɐs
awas	ʔɐwas
awat	ʔawɐt
awat	ʔɐwat
away	ʔawaɪ̯
awayan	ʔɐwɐjan
awayin	ʔɐwajɪn
awditor	ʔaʊ̯dɪtoɾ
awditor	ʔodɪtoɾ
awditoryo	ʔaʊ̯dɪtoɾjo
awditoryo	ʔodɪtoɾjo
awit	ʔawɪt
awtismo	ʔaʊ̯tismo
awto	ʔaʊ̯to
awto	ʔoto
awtobus	ʔaʊ̯tobus
awtobus	ʔotobʊs
awtograpo	ʔaʊ̯toɡɾɐpo
awtokuwarentena	ʔaʊ̯tokwɐɾɛntɛnɐ
awtomatiko	ʔaʊ̯tomatɪxo
awtomatiko	ʔotomatɪxo
awtomobil	ʔaʊ̯tomobɪl
awtomobil	ʔotomobɪl
awtonomiya	ʔaʊ̯tonomiɐ
awtopsiya	ʔaʊ̯topsiɐ
awtopsiya	ʔaʊ̯topʃɐ
awtopsiya	ʔotopsiɐ
awtopsiya	ʔotopʃɐ
awtor	ʔaʊ̯toɾ
awtoridad	ʔaʊ̯toɾɪdad
awtoridad	ʔotoɾɪdad
awtorisado	ʔaʊ̯toɾɪsado
awtorisado	ʔotoɾɪsado
awtorisasyon	ʔaʊ̯toɾɪsɐʃon
awtorisasyon	ʔotoɾɪsɐʃon
ay	ʔaɪ̯
ay	ʔɛ
aya	ʔajɐ
aya	ʔajɐʔ
ayam	ʔajɐm
ayan	ʔɐjan
ayangaw	ʔɐjɐŋaʊ̯
ayaw	ʔajaʊ̯
ayaw	ʔɐjaʊ̯
ayayay	ʔɐjɐjaɪ̯
ayo	ʔajo
ayo	ʔajoʔ
ayo	ʔɐjo
ayo	ʔɐjoʔ
ayok	ʔajok
ayok	ʔɐjok
ayoko	ʔɐjoxo
ayon	ʔajon
ayon	ʔɐjon
ayop	ʔajop
ayop	ʔɐjop
ayos	ʔajos
ayos	ʔɐjos
aysing	ʔaɪ̯sɪŋ
ayskrim	ʔaɪ̯skɾɪm
ayuda	ʔɐjudɐ
ayungin	ʔɐjuŋɪn
ayuno	ʔɐjuno
ayusin	ʔɐjusɪn
ayusin	ʔɐjʊsin
ayuyang	ʔɐjʊjaŋ
aywan	ʔaɪ̯wan
aywan	ʔɛwɐn
b	b
b	bɐ
b	bɛ
b	bɪ
ba	baʔ
ba	bɐ
ba't	bat
baang	baʔɐŋ
baat	bɐʔat
baba	babɐ
baba	babɐʔ
baba	bɐba
baba	bɐbaʔ
babaan	babaʔɐn
babaan	bɐbɐʔan
bababaihin	bɐbɐbɐʔihɪn
babad	babɐd
babad	bɐbad
babae	bɐbaʔɛ
babaero	bɐbɐʔɛɾo
babag	babɐɡ
babag	bɐbaɡ
babahin	bɐbɐhin
babahing	bɐbɐhiŋ
babaihin	bɐbɐʔihɪn
babakunahan	bɐbɐxʊnahɐn
babala	bɐbɐlaʔ
babasagin	babɐsaɣɪn
babasagin	babɐsɐɣin
babasagin	bɐbɐsaɣɪn
babasagin	bɐbɐsɐɣin
babasahin	babɐsahɪn
babasahin	bɐbɐsahɪn
babasahin	bɐbɐsɐhin
babat	babɐt
babat	bɐbat
babatukan	bɐbɐtuxɐn
babaw	babaʊ̯
babay	babaɪ̯
babayaran	bɐbɐjaɾɐn
babayaran	bɐbɐjɐɾan
babaye	bɐbajɛ
babayi	bɐbajɪ
babaylan	bɐbaɪ̯lan
babero	bɐbɛɾo
baboy	baboɪ̯
babuyan	bɐbujɐn
babuyan	bɐbʊjan
babuyin	bɐbujɪn
bacas	bɐxas
baclad	bɐklad
badaho	bɐdaho
badap	bɐdap
badhi	bɐdhiʔ
bading	bɐdiŋ
badminton	badmɪnton
badminton	bɐdmɪnton
badtrip	badtɾɪp
baduy	bɐduɪ̯
badya	bɐdʒa
badyet	badʒɛt
bag	baɡ
baga	baɣɐ
baga	baɣɐʔ
baga	bɐɣa
baga	bɐɣaʔ
bagabag	bɐɣabɐɡ
bagabag	bɐɣɐbaɡ
bagahe	bɐɣahɛ
bagal	baɣɐl
bagalan	bɐɣalɐn
bagama't	bɐɣɐmat
bagaman	bɐɣɐman
bagamundo	bɐɣɐmundo
bagang	bɐɣaŋ
bagansiya	bɐɣanʃɐ
bagaso	bɐɣaso
bagat	baɣɐt
bagat	bɐɣat
bagay	baɣaɪ̯
bagbag	bɐɡbaɡ
bagets	bɐɣɛts
baging	baɣɪŋ
bagito	bɐɣito
bagko	bɐɡkoʔ
bagkos	bɐɡkos
bagkus	bɐɡkus
bagnet	bɐɡnɛt
bago	baɣo
bagok	bɐɣok
bagol	bɐɣol
bagon	bɐɣon
bagoong	bɐɣoʔoŋ
bagot	bɐɣot
bagsak	bɐɡsak
bagsakan	bɐɡsaxɐn
bagsik	bɐɡsik
bagtas	bɐɡtas
bagting	bɐɡtiŋ
baguhan	bɐɣuhɐn
bagunsakupin	bɐɣʊnsɐxupɪn
baguntao	bɐɣʊntaʔo
bagwis	bɐɡwis
bagyo	bɐɡjo
bagyuhin	bɐɡjʊhin
baha	bahɐ
baha	bɐhaʔ
bahada	bɐhadɐ
bahag	bɐhaɡ
bahagan	bɐhɐɣan
bahagdan	bɐhɐɡdan
bahaghari	bɐhɐɡhaɾɪʔ
bahagi	bɐhaɣɪʔ
bahagsubay	bɐhɐɡsubaɪ̯
bahagya	bɐhɐɡjaʔ
bahain	bɐhaʔɪn
bahain	bɐhɐʔin
bahala	bɐhalɐʔ
bahaw	bahaʊ̯
bahaw	bɐhaʊ̯
bahay	bahaɪ̯
bahay	bɐhaɪ̯
bahete	bɐhɛtɛ
bahi	bahɪʔ
bahid	bahɪd
bahin	bahɪn
bahin	bɐhin
bahin	bɐhiŋ
bahing	bɐhiŋ
bahista	bɐhistɐ
bahiya	bɐhiɐ
baho	baho
baho	bahoʔ
bahon	bɐhon
bahura	bɐhuɾɐ
baiki	bɐʔixɪʔ
baimbi	bɐʔɪmbiʔ
baino	bɐʔino
baisan	bɐʔɪsan
baisi	bɐʔisɪʔ
bait	bɐʔit
bait	bɐʔɛt
baitang	baɪ̯taŋ
baitang	bɐʔitɐŋ
baitang	bɐʔɪtaŋ
baiya	bɐʔiɐ
baka	baxɐ
baka	bɐxa
baka	bɐxaʔ
bakahan	bɐxɐhan
bakal	baxɐl
bakal	bɐxal
bakalaw	bɐxɐlaʊ̯
bakam	baxɐm
bakam	bɐxam
bakante	bɐxantɛ
bakas	baxɐs
bakas	bɐxas
bakasyon	bɐxɐʃon
bakasyonista	bɐxɐʃonistɐ
bakasyunista	bɐxɐʃʊnistɐ
bakat	baxɐt
bakat	bɐxat
bakaw	baxaʊ̯
bakaw	bɐxaʊ̯
bakawan	bɐxawɐn
bakay	baxaɪ̯
bakbak	bɐkbak
bakero	bɐxɛɾo
baket	baxɛt
bakin	baxɪn
bakit	bat
bakit	baxɛt
bakit	baxɪt
bakla	bɐkla
bakla	bɐklaʔ
baklad	bɐklad
baklain	bɐklaʔɪn
baklain	bɐklɐʔin
baklas	bɐklas
baklita	bɐklitɐ
bako	bɐxoʔ
bakod	baxod
bakod	bɐxod
bakokang	bɐxoxɐŋ
bakol	baxol
bakong	baxoŋ
bakood	bɐxoʔod
baksa	bɐksa
baksa	bɐksaʔ
baktaw	bɐktaʊ̯
bakterya	bɐktɛɾjɐ
bakulaw	bɐxulaʊ̯
bakulo	baxʊlo
bakulod	bɐxulod
bakuna	bɐxunɐ
bakunado	bɐxʊnado
bakunahan	bɐxʊnahɐn
bakuran	bɐxuɾɐn
bakuwod	bɐxuod
bakwet	bɐkwɛt
bakwit	bɐkwit
bakya	bɐkjaʔ
bala	balɐ
bala	balɐʔ
balaan	bɐlaʔɐn
balabag	bɐlɐbaɡ
balabal	bɐlabɐl
balabiga	bɐlɐbiɣɐʔ
balada	bɐladɐ
balae	bɐlaʔɛ
balag	balɐɡ
balag	bɐlaɡ
balaga	bɐlɐɣa
balaga	bɐlɐɣaʔ
balagat	bɐlaɣɐt
balagbag	bɐlɐɡbaɡ
balagbagan	bɐlɐɡbaɣɐn
balaghan	bɐlɐɡhan
balaglawas	bɐlɐɡlawɐs
balagtas	bɐlɐɡtas
balagtasan	balɐɡtasɐn
balahak	bɐlahɐk
balahakan	balɐhɐxan
balahaw	bɐlahaʊ̯
balahibo	bɐlɐhibo
balaho	bɐlɐhoʔ
balahura	bɐlɐhuɾɐ
balai	bɐlaʔɪ
balaid	bɐlɐʔid
balais	bɐlaʔɪs
balak	balɐk
balakang	bɐlɐxaŋ
balakat	bɐlaxɐt
balakbak	bɐlɐkbak
balakid	bɐlaxɪd
balakid	bɐlɐxid
balakil	bɐlaxɪl
balakilan	bɐlɐxilɐn
balaklaot	balɐklaʔot
balaksila	bɐlɐksilɐʔ
balakubak	bɐlɐxubɐk
balakubakin	bɐlɐxʊbaxɪn
balakyot	bɐlɐkjot
balam	balɐm
balam	bɐlam
balana	balɐnɐ
balana	bɐlanɐʔ
balana	bɐlɐnaʔ
balanan	bɐlanɐn
balandra	bɐlandɾɐ
balang	balɐŋ
balanga	bɐlɐŋaʔ
balangaw	bɐlɐŋaʊ̯
balangay	bɐlaŋaɪ̯
balangay	bɐlɐŋaɪ̯
balanggot	bɐlɐŋɡot
balangkas	bɐlɐŋkas
balani	bɐlanɪʔ
balanoy	bɐlanoɪ̯
balansang	bɐlɐnsaŋ
balanse	bɐlansɛ
balaong	bɐlaʔoŋ
balaraw	bɐlɐɾaʊ̯
balarila	bɐlɐɾilɐʔ
balas	balɐs
balas	bɐlas
balasa	bɐlasɐ
balasador	bɐlɐsɐdoɾ
balasahin	bɐlɐsahɪn
balasto	bɐlasto
balasubas	bɐlɐsubɐs
balat	balɐt
balat	bɐlat
balatik	bɐlatɪk
balatik	bɐlɐtik
balatkayo	bɐlɐtkɐjoʔ
balato	bɐlato
balatok	bɐlatok
balatok	bɐlɐtok
balatong	bɐlatoŋ
balaw	balaʊ̯
balaw	bɐlaʊ̯
balaye	bɐlajɛ
balayi	bɐlajɪ
balbakwa	bɐlbɐkwa
balbal	bɐlbal
balbas	bɐlbas
balbon	bɐlbon
balbula	balbʊlɐ
balda	baldɐ
balda	bɐlda
baldado	bɐldado
baldahin	bɐldɐhin
balde	baldɛ
balde	bɐldɛ
baldosa	bɐldosɐ
bale	balɛ
baler	bɐlɛɾ
balete	bɐlɛtɛ
balewala	balɛwɐlaʔ
balewalain	balɛwɐlɐʔin
baley	bɐlɛɪ̯
bali	balɪ
bali	balɪʔ
bali	bɐliʔ
balian	bɐliʔɐn
balibag	bɐlibɐɡ
balibag	bɐlɪbaɡ
balibago	bɐlɪbaɣo
balibat	bɐlibɐt
balibat	bɐlɪbat
balibol	balɪbol
balibol	bɐlibol
balibulan	balɪbulɐn
balidasyon	bɐlɪdɐʃon
balido	balɪdo
baligho	bɐlɪɡhoʔ
baligtad	bɐlɪɡtad
baligtarin	bɐlɪɡtaɾɪn
baligtarin	bɐlɪɡtɐɾin
baliin	bɐliʔɪn
balik	bɐlik
balikan	balixɐn
balikan	bɐlɪxan
balikat	bɐlixɐt
balikatin	bɐlɪxatɪn
balikbayan	bɐlɪkbajɐn
baliko	bɐlɪxoʔ
baliktad	bɐlɪktad
balikutsa	bɐlɪxʊtʃa
balikwas	bɐlɪkwas
baliling	bɐlilɪŋ
baliling	bɐlɪliŋ
balimbing	bɐlɪmbiŋ
balindang	bɐlɪndaŋ
balindas	bɐlɪndas
baling	balɪŋ
baling	bɐliŋ
balinghat	bɐlɪŋhat
balinghoy	bɐlɪŋhoɪ̯
balingkinitan	bɐlɪŋkɪnitɐn
balingot	bɐliŋot
balingot	bɐlɪŋot
balinguyngoy	bɐlɪŋʊɪ̯ŋoɪ̯
balino	bɐlino
balino	bɐlɪno
balino	bɐlɪnoʔ
balinsasayaw	bɐlinsɐsɐjaʊ̯
balintataw	bɐlɪntɐtaʊ̯
balintataw	bɐlɪntɐtɐʔo
balintawak	bɐlɪntɐwak
balintong	bɐlɪntoŋ
balintuna	bɐlɪntunɐʔ
balintunay	bɐlɪntunaɪ̯
balipik	bɐlipɪk
balisa	bɐlisɐ
balisa	bɐlɪsa
balisakang	bɐlɪsɐxaŋ
balisawsaw	bɐlɪsaʊ̯saʊ̯
baliskad	bɐlɪskad
balisong	bɐlisoŋ
balisong	bɐlɪsoŋ
balisungsong	bɐlɪsʊnsoŋ
balisuplingan	bɐlɪsʊpliŋɐn
balisuso	bɐlɪsʊsoʔ
balita	bɐlitɐʔ
balitado	bɐlɪtado
balitok	bɐlitok
balitok	bɐlɪtok
baliw	baliʊ̯
baliw	bɐliʊ̯
baliwag	bɐliwɐɡ
baliwala	balɪwɐlaʔ
baliwas	bɐlɪwas
balkon	bɐlkon
balkonahe	bɐlkonahɛ
balngawsipat	bɐlŋaʊ̯sipɐt
balngawsukat	bɐlŋaʊ̯suxɐt
balnian	bɐlniʔɐn
balnibalngawsipatan	bɐlnɪbɐlŋaʊ̯sɪpatɐn
balnibulog	bɐlnɪbʊloɡ
balnidagitab	bɐlnɪdɐɣitɐb
balnikapnayan	bɐlnɪxɐpnajɐn
balnisukat	bɐlnɪsuxɐt
balo	balo
balo	baloʔ
balo	bɐlo
balon	bɐlon
balor	bɐloɾ
balot	balot
balot	bɐlot
balota	bɐlotɐ
balsa	bɐlsa
balsahan	bɐlsɐhan
balse	balsɛ
balubad	bɐlubɐd
baluga	bɐluɣɐ
baluga	bɐluɣɐʔ
balukanag	bɐlʊxɐnaɡ
balukay	balʊxaɪ̯
baluktot	bɐlʊktot
balumbalunan	bɐlʊmbɐlunɐn
balungos	bɐluŋos
balut	bɐlut
balutan	balutɐn
balutan	bɐlutɐn
balutan	bɐlʊtan
baluti	bɐlutɪʔ
balutin	bɐlutɪn
balwarte	bɐlwaɾtɛ
balyan	bɐljan
balyena	bɐljɛnɐ
bamban	bɐmban
bambang	bɐmbaŋ
bambo	bɐmbo
bami	bamɪ
bami	bamɪʔ
bamos	bɐmos
bampira	bɐmpiɾɐ
bamus	bɐmus
bana	banɐ
bana	banɐʔ
bana	bɐnaʔ
banaag	bɐnaʔɐɡ
banaba	bɐnɐba
banagan	bɐnɐɣan
banal	banɐl
banal	bɐnal
banas	bɐnas
banat	banɐt
banat	bɐnat
banayad	bɐnajɐd
banban	bɐmban
banda	bandɐ
banda	bɐnda
bandahali	bɐndɐhalɪ
bandahali	bɐndɐhalɪʔ
bandalismo	bɐndɐlismo
banday	bandaɪ̯
bandeha	bɐndɛhɐ
bandehado	bɐndɛhado
bandera	bɐndɛɾɐ
bandereta	bɐndɛɾɛtɐ
banderita	bɐndɛɾitɐ
banderitas	bɐndɛɾitɐs
bandido	bɐndido
bandila	bɐndilɐʔ
bandurya	bɐnduɾjɐ
bandyo	bandʒo
banga	baŋɐʔ
banga	bɐŋaʔ
bangag	bɐŋaɡ
bangan	baŋɐn
bangan	bɐŋan
bangas	baŋɐs
bangas	bɐŋas
bangaw	baŋaʊ̯
bangaw	bɐŋaʊ̯
bangayan	bɐŋɐjan
bangcay	bɐŋkaɪ̯
bangga	bɐŋɡaʔ
banggerahan	bɐŋɡɛɾɐhan
banggirahan	bɐŋɡɪɾɐhan
banggit	bɐŋɡit
banggitin	bɐŋɡɪtin
banghay	bɐŋhaɪ̯
bangin	bɐŋin
bangis	bɐŋis
bangka	bɐŋkaʔ
bangkal	bɐŋkal
bangkarota	bɐŋkɐɾotɐ
bangkarote	bɐŋkɐɾotɛ
bangkas	bɐŋkas
bangkay	bɐŋkaɪ̯
bangkero	bɐŋkɛɾo
bangketa	bɐŋkɛtɐ
bangkete	bɐŋkɛtɛ
bangkilas	bɐŋkilɐs
bangkiling	bɐŋkɪliŋ
bangkito	bɐŋkitoʔ
bangkiwi	bɐŋkɪwiʔ
bangkiyaw	bɐŋkjaʊ̯
bangko	baŋko
bangko	bɐŋkoʔ
bangkoro	bɐŋkoɾo
bangkukang	bɐŋkuxɐŋ
bangkuro	bɐŋkuɾo
bangkuta	bɐŋkutɐʔ
bango	bɐŋo
bangon	baŋon
bangon	bɐŋon
bangsi	bɐnsiʔ
bangungot	bɐŋuŋot
bangus	bɐŋus
baniaga	bɐɲaɣɐʔ
banidosa	bɐnɪdosɐ
banidoso	bɐnɪdoso
banig	bɐniɡ
banilad	bɐnilɐd
banlat	bɐnlat
banlaw	bɐnlaʊ̯
banli	bɐnliʔ
banlian	bɐnlɪʔan
bano	bano
bano	bɐnoʔ
banoglawin	bɐnoɡlawɪn
banos	banos
banos	bɐnos
banoy	banoɪ̯
bansa	bɐnsa
bansa	bɐnsaʔ
bansag	bɐnsaɡ
bansalagin	bɐnsɐlɐɣin
bansi	bɐnsiʔ
bansiw	bɐnsiʊ̯
bansot	bɐnsot
banta	bantɐʔ
banta	bɐntaʔ
bantas	bɐntas
bantay	bɐntaɪ̯
bantayan	bɐntajɐn
bantayan	bɐntɐjan
bantayog	bɐntajoɡ
bantil	bɐntil
banting	bɐntiŋ
bantiti	bɐntitɪʔ
bantiti	bɐntɪtiʔ
banto	bɐntoʔ
bantod	bɐntod
bantog	bɐntoɡ
bantok	bɐntok
bantot	bɐntot
bantuan	bɐntʊʔan
bantulot	bɐntulot
bantulot	bɐntʊlot
banwa	banwɐ
banyaga	bɐɲaɣɐʔ
banyas	bɐɲas
banyera	bɐɲɛɾɐ
banyo	baɲo
banyos	bɐɲos
banyuhay	bɐɲuhaɪ̯
bao	baʔo
baog	baʔoɡ
baog	bɐʔoɡ
baon	baʔon
baon	bɐʔon
bapor	bɐpoɾ
bar	baɾ
barado	bɐɾado
baraha	bɐɾahɐ
baraka	bɐɾaxɐ
barakilan	bɐɾɐxilɐn
barako	bɐɾaxo
barangay	bɐɾɐŋɡaɪ̯
baranggay	bɐɾɐŋɡaɪ̯
barat	bɐɾat
barbel	baɾbɛl
barbero	bɐɾbɛɾo
barberya	bɐɾbɛɾja
barbikyu	baɾbɪkjʊ
barbikyu	bɐɾbɪkju
bardagol	bɐɾdɐɣol
barena	bɐɾɛnɐ
barera	bɐɾɛɾɐ
bareta	bɐɾɛtɐ
barha	baɾhɐ
barik	baɾɪk
barik	bɐɾik
barikada	bɐɾɪxadɐ
barikod	bɐɾixod
barikod	bɐɾɪxod
baril	bɐɾil
barilan	bɐɾilɐn
bariles	bɐɾilɛs
barilin	bɐɾɪlin
baritono	bɐɾitono
baritono	bɐɾɪtono
bariya	bɐɾja
barkada	bɐɾkadɐ
barker	baɾkɛɾ
barkilyos	bɐɾkiljos
barko	bɐɾko
barnis	bɐɾnis
baro	baɾoʔ
barok	baɾok
barok	bɐɾok
barong	baɾoŋ
barong	bɐɾoŋ
bartender	baɾtɛndɛɾ
bartolina	bɐɾtolinɐ
barumbada	bɐɾʊmbadɐ
barumbado	bɐɾʊmbado
barumbarong	baɾʊmbaɾoŋ
barya	bɐɾja
baryante	bɐɾjantɛ
baryedad	bɐɾjɛdad
baryo	baɾjo
basa	basɐ
basa	bɐsa
basa	bɐsaʔ
basaan	basaʔɐn
basag	basɐɡ
basag	bɐsaɡ
basagin	bɐsaɣɪn
basagin	bɐsɐɣin
basagulero	bɐsɐɣʊlɛɾo
basahan	bɐsahɐn
basahin	bɐsahɪn
basain	bɐsɐʔin
basakay	bɐsaxaɪ̯
basalto	bɐsalto
basangal	bɐsaŋɐl
basanlot	bɐsɐnlot
basar	bɐsaɾ
basbas	bɐsbas
basbasan	bɐsbɐsan
base	basɛ
basehan	bɐsɛhan
basi	basɪʔ
