ԱԱ	ɑɑ́
դամբարան	dɑmbɑɾɑ́n
դամբուլ	dɑmbúl
դամոն	dɑmón
դայակ	dɑjɑ́k
դայլայլ	dɑjlɑ́jl
դայլայլել	dɑjlɑjlél
դայլայլիկ	dɑjlɑjlík
դայրա	dɑjɾɑ́
դանակ	dɑnɑ́k
դանակագործ	dɑnɑkɑɡóɾts
դանդալոշ	dɑndɑlóʃ
դանդաղ	dɑndɑ́ʁ
դանդաղկոտ	dɑndɑχkót
դանդանավանդ	dɑndɑnɑvɑ́nd
դանդուռ	dɑndúr
դանիական	dɑnijɑkɑ́n
դանիացի	dɑnijɑtsʰí
դանիերեն	dɑnijeɾén
դաշինք	dɑʃíŋkʰ
դաշն	dɑ́ʃən
դաշնագիր	dɑʃnɑɡíɾ
դաշնակ	dɑʃnɑ́k
դաշնակահար	dɑʃnɑkɑhɑ́ɾ
դաշնակից	dɑʃnɑkítsʰ
դաշնակցական	dɑʃnɑktsʰɑkɑ́n
դաշնակցություն	dɑʃnɑktsʰutsʰjún
դաշնամուր	dɑʃnɑmúɾ
դաշնային	dɑʃnɑjín
դաշնություն	dɑʃnutsʰjún
դաշույն	dɑʃújn
դաշտ	dɑʃt
դաշտամուկ	dɑʃtɑmúk
դաշտային	dɑʃtɑjín
դաշտան	dɑʃtɑ́n
դաշտանադադար	dɑʃtɑnɑdɑtʰɑ́ɾ
դաշտավայր	dɑʃtɑvɑ́jɾ
դաշտեր	dɑʃtéɾ
դաշտերը	dɑʃtéɾə
դաշտերի	dɑʃteɾí
դաշտերին	dɑʃteɾín
դաշտերից	dɑʃteɾítsʰ
դաշտերն	dɑʃtéɾn
դաշտերով	dɑʃteɾóv
դաշտերում	dɑʃteɾúm
դաշտը	dɑ́ʃtə
դաշտի	dɑʃtí
դաշտին	dɑʃtín
դաշտից	dɑʃtítsʰ
դաշտն	dɑʃtn
դաշտով	dɑʃtóv
դաշտում	dɑʃtúm
դաչա	dɑtʃʰɑ́
դաջել	dɑdʒél
դաջվածք	dɑdʒvɑ́tskʰ
դառ	dɑr
դառը	dɑ́rə
դառն	dɑ́rən
դառնալ	dɑrnɑ́l
դառնենի	dɑrnení
դաս	dɑs
դասագիրք	dɑsɑɡíɾkʰ
դասադուլ	dɑsɑdúl
դասալիք	dɑsɑlíkʰ
դասալքություն	dɑsɑləkʰutsʰjún
դասախոս	dɑsɑχós
դասախոսություն	dɑsɑχosutsʰjún
դասակ	dɑsɑ́k
դասական	dɑsɑkɑ́n
դասակարգ	dɑsɑkɑ́ɾkʰ
դասավանդել	dɑsɑvɑndél
դասավորել	dɑsɑvoɾél
դասատու	dɑsɑtú
դասարան	dɑsɑɾɑ́n
դասարանակից	dɑsɑɾɑnɑkítsʰ
դասընթաց	dɑsəntʰɑ́tsʰ
դասընկեր	dɑsəŋkéɾ
դաստակ	dɑstɑ́k
դաստակերտ	dɑstɑkéɾt
դաստիարակ	dɑstijɑɾɑ́k
դաստիարակ	dɑstiɾɑ́k
դաստիարակություն	dɑstijɑɾɑkutsʰjún
դաստիարակություն	dɑstiɾɑkutsʰjún
դաստիարակում	dɑstijɑɾɑkúm
դաստիարակում	dɑstiɾɑkúm
դավ	dɑv
դավա	dɑvɑ́
դավադիր	dɑvɑdíɾ
դավադրապաշտ	dɑvɑdəɾɑpɑ́ʃt
դավադրել	dɑvɑdɾél
դավադրության	dɑvɑdɾutsʰjɑ́n
դավադրություն	dɑvɑdɾutsʰjún
դավաճան	dɑvɑtʃɑ́n
դավաճանել	dɑvɑtʃɑnél
դավաճանություն	dɑvɑtʃɑnutsʰjún
դավաճանում	dɑvɑtʃɑnúm
դավայ	dɑvɑ́j
դավել	dɑvél
դավի	dɑví
դատ	dɑt
դատախազ	dɑtɑχɑ́z
դատական	dɑtɑkɑ́n
դատապարտել	dɑtɑpɑɾtél
դատապարտյալ	dɑtɑpɑɾtjɑ́l
դատավոր	dɑtɑvóɾ
դատարան	dɑtɑɾɑ́n
դատարկ	dɑtɑ́ɾk
դատարկագլուխ	dɑtɑɾkɑɡəlúχ
դատարկաձեռն	dɑtɑɾkɑdzérən
դատարկամիտ	dɑtɑɾkɑmít
դատարկել	dɑtɑɾkél
դատարկուն	dɑtɑɾkún
դատել	dɑtél
դատողություն	dɑtoʁutsʰjún
դար	dɑɾ
դարակ	dɑɾɑ́k
դարայի	dɑɾɑjí
դարան	dɑɾɑ́n
դարանակալել	dɑɾɑnɑkɑlél
դարաշրջան	dɑɾɑʃəɾdʒɑ́n
դարավանդ	dɑɾɑvɑ́nd
դարբին	dɑɾpʰín
դարբնել	dɑɾpʰnél
դարդ	dɑɾd
դարդլու	dɑɾdlú
դարեր	dɑɾéɾ
դարթս	dɑɾtʰs
դարձ	dɑɾtsʰ
դարձա	dɑɾtsʰɑ́
դարձգիր	dɑɾtsʰɡíɾ
դարձյալ	dɑɾtsʰjɑ́l
դարձնել	dɑɾtsʰnél
դարձված	dɑɾtsʰvɑ́ts
դարձվածք	dɑɾtsʰvɑ́tskʰ
դարձվոր	dɑɾtsʰvóɾ
դարման	dɑɾmɑ́n
դարմշտադիում	dɑɾmʃtɑdijúm
դարմշտադիում	dɑɾmʃtɑ́dijum
դարչին	dɑɾtʃʰín
դարչնագույն	dɑɾtʃʰnɑɡújn
դարպաս	dɑɾpɑ́s
դարպասաձող	dɑɾpɑsɑdzóʁ
դարպասապահ	dɑɾpɑsɑpɑ́h
դարսել	dɑɾsél
դարվազ	dɑɾvɑ́z
դարվազա	dɑɾvɑzɑ́
դարվինիզմ	dɑɾvinízm
դափնեկիր	dɑpʰnekíɾ
դափնեվարդ	dɑpʰnevɑ́ɾtʰ
դափնի	dɑpʰní
դդմաճ	dədmɑ́tʃ
դդում	dətʰúm
դե	de
դեբիլ	debíl
դեգերում	deɡeɾúm
դեդլայն	dedlɑ́jn
դեզ	dez
դեզօքսիռիբոնուկլեինաթթու	dezokʰsiribonuklejinɑtʰətʰú
դելփին	delpʰín
դելֆին	delfín
դեկան	dekɑ́n
դեկտեմբեր	dektembéɾ
դեկտեմբերյան	dektembeɾjɑ́n
դեղ	deʁ
դեղաբույս	deʁɑbújs
դեղագետ	deʁɑɡét
դեղահաբ	deʁɑhɑ́b
դեղահատ	deʁɑhɑ́t
դեղատոմս	deʁɑtóms
դեղատուն	deʁɑtún
դեղբ	deʁb
դեղին	deʁín
դեղձ	deχtsʰ
դեղձան	deχtsʰɑ́n
դեղձանիկ	deχtsʰɑník
դեղձենի	deχtsʰení
դեղնախտ	deʁnɑ́χt
դեղնավուն	deʁnɑvún
դեղնուց	deʁnútsʰ
դեղոտ	deʁót
դեղորայք	deʁoɾɑ́jkʰ
դեմ	dem
դեմոկրատ	demokɾɑ́t
դեմոկրատական	demokɾɑtɑkɑ́n
դեմոկրատիա	demokɾɑ́tijɑ
դեմք	demkʰ
դեյրա	dejɾɑ́
դեպի	depí
դեպք	depkʰ
դեռ	der
դեռևս	derévəs
դեսպակ	despɑ́k
դեսպան	despɑ́n
դեսպանատուն	despɑnɑtún
դեստրուկտիվ	destɾuktív
դետ	det
դետեկտիվ	detektív
դեր	deɾ
դերակատար	deɾɑkɑtɑ́ɾ
դերանուն	deɾɑnún
դերասան	deɾɑsɑ́n
դերասանուհի	deɾɑsɑnuhí
դերբայ	deɾbɑ́j
դերկոմս	deɾkóms
դերձակ	deɾtsʰɑ́k
դերձան	deɾtsʰɑ́n
դերնախագահ	deɾnɑχɑɡɑ́h
դերվիշ	deɾvíʃ
դեցիմետր	detsʰimétəɾ
դեֆիս	defís
դեֆիցիտ	defitsʰít
դզել	dəzél
դժար	dəʒɑ́ɾ
դժբախտ	dəʒbɑ́χt
դժբախտաբար	dəʒbɑχtɑbɑ́ɾ
դժբախտություն	dəʒbɑχtutsʰjún
դժգոհ	dəʒɡóh
դժգոհություն	dəʒɡohutsʰjún
դժգույն	dəʃɡújn
դժգույն	dəʒɡújn
դժոխք	dəʒóχkʰ
դժվար	dəʒvɑ́ɾ
դժվարամատույց	dəʒvɑɾɑmɑtújtsʰ
դժվարավ	dəʒvɑɾɑ́v
դի	di
դիաբետ	dijɑbét
դիակ	dijɑ́k
դիակառք	dijɑkɑ́rkʰ
դիակիզարան	dijɑkizɑɾɑ́n
դիահերձում	dijɑheɾdzúm
դիարան	dijɑɾɑ́n
դիել	dijél
դիետա	dijétɑ
դիեցիկ	dijetsʰík
դիզայներ	dizɑjnéɾ
դիմագրավել	dimɑɡəɾɑvél
դիմադրել	dimɑdɾél
դիմադրություն	dimɑdɾutsʰjún
դիմախաղ	dimɑχɑ́ʁ
դիմակ	dimɑ́k
դիմանալ	dimɑnɑ́l
դիմանկար	dimɑnəkɑ́ɾ
դիմապակի	dimɑpɑkí
դիմավորել	dimɑvoɾél
դիմաց	dimɑ́tsʰ
դիմացկուն	dimɑtsʰkún
դիմել	dimél
դիմելաձև	dimelɑdzév
դիմորդ	dimóɾtʰ
դինաստիա	dinɑ́stijɑ
դինար	dinɑ́ɾ
դինգո	diŋɡó
դինգո	díŋɡo
դինոզավր	dinozɑ́vəɾ
դիպակ	dipɑ́k
դիպաշար	dipɑʃɑ́ɾ
դիպլոմ	diplóm
դիպուկ	dipúk
դիպչել	diptʃʰél
դիպված	dipvɑ́ts
դիսերտացիա	diseɾtɑ́tsʰijɑ
դիսկոտեկ	diskoték
դիսկուրս	diskúɾs
դիսկրիմինացիա	diskɾiminɑ́tsʰijɑ
դիսպաշեր	dispɑʃéɾ
դիսպետչեր	dispet̚tʃʰéɾ
դիսպետչեր	dispét̚tʃʰeɾ
դիսպրոզիում	dispɾozijúm
դիսպրոզիում	dispɾózijum
դիստրիբյուտոր	distɾibjutóɾ
դիստրիբյուտոր	distɾibjútoɾ
դիվան	divɑ́n
դիվան	dzivɑ́n
դիվանագետ	divɑnɑɡét
դիվանագիտական	divɑnɑɡitɑkɑ́n
դիվանագիտություն	divɑnɑɡitutsʰjún
դիվերգենցիա	diveɾɡentsʰijɑ́
դիվերսիոն	diveɾsjón
դիվիդենտ	dividént
դիտակ	ditɑ́k
դիտանկյուն	ditɑŋkjún
դիտանոց	ditɑnótsʰ
դիտավորյալ	ditɑvoɾjɑ́l
դիտել	ditél
դիտմամբ	ditmɑ́mpʰ
դիտողություն	ditoʁutsʰjún
դիտորդ	ditóɾtʰ
դիտորդական	ditoɾtʰɑkɑ́n
դիտում	ditúm
դիտվել	ditvél
դիրագ	diɾɑ́ɡ
դիրիժաբլ	diɾiʒɑ́bəl
դիրիժոր	diɾiʒóɾ
դիրհամ	diɾhɑ́m
դիրտ	diɾt
դիրք	diɾkʰ
դիրքորոշում	diɾkʰoɾoʃúm
դիցաբանություն	ditsʰɑbɑnutsʰjún
դիցուք	ditsʰúkʰ
դիք	dikʰ
դլփին	dəlpʰín
դհոլ	dəhól
դղեզ	dəʁéz
դղիրդ	dəʁíɾd
դղյակ	dəʁjɑ́k
դղորդ	dəʁóɾd
դղրդյուն	dəʁəɾdjún
դմբուզ	dəmbúz
դմբրել	dəmbəɾél
դյուգոն	djuɡón
դյուժին	djuʒín
դյույմ	djujm
դյուր	djuɾ
դյուրաթեք	djuɾɑtʰékʰ
դյուրաշարժ	djuɾɑʃɑ́ɾʒ
դյուրավ	djuɾɑ́v
դյուրացնել	djuɾɑtsʰnél
դյուրին	djuɾín
դյուրով	djuɾóv
դյուցազն	djutsʰɑ́zən
դյուցազուն	djutsʰɑzún
դնել	dənél
դոգմա	doɡmɑ́
դոգմատիզմ	doɡmɑtízm
դոդ	dod
դոդոշ	dodóʃ
դոժ	doʒ
դոլար	dolɑ́ɾ
դոլլար	dolːɑ́ɾ
դոլմա	dolmɑ́
դոլմեն	dolmén
դոլչա	doltʃʰɑ́
դոխ	doχ
դոխտուր	doχtúɾ
դոկտոր	doktóɾ
դող	doʁ
դողալ	doʁɑ́l
դողէրոցք	doʁeɾótsʰkʰ
դոմբալա	dombɑlɑ́
դոմփել	dompʰél
դոն	don
դոնիկ	doník
դոնորություն	donoɾutsʰjún
դոշ	doʃ
դոշակ	doʃɑ́k
դոցենտ	dotsʰént
դու	du
դուբինկա	dubiŋkɑ́
դուբինկել	dubiŋkél
դուբնիում	dúbnijum
դուդուկ	dudúk
դուդուկահար	dudukɑhɑ́ɾ
դուզ	duz
դուզնաքյա	duznɑkʰjɑ́
դուլ	dul
դուխ	duχ
դուխի	duχí
դուխով	duχóv
դուխովկա	duχofkɑ́
դույզն	dújzən
դույլ	dujl
դույն	dujn
դուն	dun
դունյա	dunjɑ́
դունչ	duntʃʰ
դուշման	duʃmɑ́n
դուռ	dur
դուստր	dústəɾ
դուր	duɾ
դուրբին	duɾbín
դուրգ	duɾɡ
դուրգար	duɾɡɑ́ɾ
դուրս	duɾs
դուք	dukʰ
դուքան	dukʰɑ́n
դուքյան	dukʰjɑ́n
դուքս	dukʰs
դոֆամին	dofɑmín
դպիր	dəpíɾ
դպրոց	dəpɾótsʰ
դպրոցական	dəpɾotsʰɑkɑ́n
դռնապան	dərnɑpɑ́n
դռնփակ	dərənpʰɑ́k
դրախտ	dəɾɑ́χt
դրական	dəɾɑkɑ́n
դրակոն	dəɾɑkón
դրակոնյան	dɾɑkonjɑ́n
դրամ	dəɾɑ́m
դրամաշնորհ	dəɾɑmɑʃənóɾ
դրամաշորթ	dəɾɑmɑʃóɾtʰ
դրամապանակ	dəɾɑmɑpɑnɑ́k
դրամատիրություն	dəɾɑmɑtiɾutsʰjún
դրամատուն	dəɾɑmɑtún
դրամատուրգ	dɾɑmɑtúɾɡ
դրամատուրգիական	dɾɑmɑtuɾɡijɑkɑ́n
դրամարկղ	dəɾɑmɑ́ɾkəʁ
դրանդ	dəɾɑ́nd
դրանդի	dəɾɑndí
դրանիկ	dəɾɑník
դրանք	dəɾɑ́ŋkʰ
դրացի	dəɾɑtsʰí
դրացիական	dəɾɑtsʰijɑkɑ́n
դրափոխություն	dəɾɑpʰoχutsʰjún
դրդել	dəɾtʰél
դրժել	dəɾʒél
դրինդ	dəɾínd
դրոշ	dəɾóʃ
դրոշակ	dəɾoʃɑ́k
դրոշակակիր	dəɾoʃɑkɑkíɾ
դրոշակաձող	dəɾoʃɑkɑdzóʁ
դրոշմ	dəɾóʃm
դրություն	dəɾutsʰjún
դրույլ	dəɾújl
դրսևորել	dəɾsevoɾél
դրսևորվել	dəɾsevoɾvél
դրվագ	dəɾvɑ́ɡ
դրվատ	dəɾvɑ́t
դրվատանք	dəɾvɑtɑ́ŋkʰ
դրվատել	dəɾvɑtél
դրվատիք	dəɾvɑtíkʰ
դրվատում	dəɾvɑtúm
դև	dev
դևանագարի	devɑnɑɡɑɾí
ե	e
ե	je
եբենոս	jebenós
եբրայերեն	jebɾɑjeɾén
եբրայեցի	jebɾɑjetsʰí
եգիպտացի	jeɡiptɑtsʰí
եգիպտացորեն	jeɡiptɑtsʰoɾén
եդեմային	jedemɑjín
եդեսական	jedesɑkɑ́n
եդեսացի	jedesɑtsʰí
եզ	jez
եզակի	jezɑkí
եզան	jezɑ́n
եզդի	jezdí
եզերք	jezéɾkʰ
եզր	jézəɾ
եզրակացություն	jezɾɑkɑtsʰutsʰjún
եզրափակել	jezɾɑpʰɑkél
եզրափակիչ	jezɾɑpʰɑkítʃʰ
եթե	jetʰé
եթեր	jetʰéɾ
եթիմ	jetʰím
եթովպացի	jetʰofpɑtsʰí
ել	jel
ելակ	jelɑ́k
ելարան	jelɑɾɑ́n
ելեկտրական	jelektɾɑkɑ́n
ելնել	jelnél
ելնող	jelnóʁ
ելուզակ	jeluzɑ́k
ելույթ	jelújtʰ
ելունդ	jelúnd
ելուստ	jelúst
ելք	jelkʰ
եկ	jek
եկամուտ	jekɑmút
եկեղեցական	jekeʁetsʰɑkɑ́n
եկեղեցի	jekeʁetsʰí
եկող	jekóʁ
եկվոր	jekvóɾ
եղ	jeʁ
եղած	jeʁɑ́ts
եղան	jeʁɑ́n
եղանակ	jeʁɑnɑ́k
եղբայր	jeχpɑ́jɾ
եղբայրական	jeχpɑjɾɑkɑ́n
եղբայրասպանություն	jeχpɑjɾɑspɑnutsʰjún
եղբայրություն	jeχpɑjɾutsʰjún
եղբոր	jeχpóɾ
եղբորորդի	jeχpoɾoɾtʰí
եղեգ	jeʁéɡ
եղեգն	jeʁéɡən
եղեգնյա	jeʁeɡnjɑ́
եղել	jeʁél
եղեռն	jeʁérn
եղեսպակ	jeʁespɑ́k
եղերական	jeʁeɾɑkɑ́n
եղերդ	jeʁéɾd
եղերդակ	jeʁeɾdɑ́k
եղեք	jeʁékʰ
եղինձ	jeʁíndz
եղինջ	jeʁíndʒ
եղիր	jeʁíɾ
եղծ	jeχts
եղծանել	jeχtsɑnél
եղծել	jeχtsél
եղյամ	jeʁjɑ́m
եղն	jéʁən
եղնիկ	jeʁník
եղնորթ	jeʁnóɾtʰ
եղունգ	jeʁúŋɡ
եղջերափող	jeʁdʒeɾɑpʰóʁ
եղջերու	jeʁdʒeɾú
եղջերվամիս	jeʁdʒeɾvɑmís
եղջյուր	jeʁdʒjúɾ
եղտյուր	jeχtjúɾ
եղրի	jeʁɾí
եղրևանի	jeʁɾevɑní
եղևին	jeʁevín
եղևնի	jeʁevní
եմ	em
եմ	jem
եմիշ	jemíʃ
են	en
են	jen
ենթադրել	jentʰɑdɾél
ենթադրելի	jentʰɑdɾelí
ենթադրյալ	jentʰɑdəɾjɑ́l
ենթակա	jentʰɑkɑ́
ենթակայական	jentʰɑkɑjɑkɑ́n
ենթակայան	jentʰɑkɑjɑ́n
ենթակայություն	jentʰɑkɑjutsʰjún
ենթակառույց	jentʰɑkɑrújtsʰ
ենթակառուցվածք	jentʰɑkɑrutsʰvɑ́tskʰ
ենթահնչույթ	jentʰɑhəntʃʰújtʰ
ենթամնա	jentʰɑmənɑ́
ենթաշերտ	jentʰɑʃéɾt
ենթասպա	jentʰɑspɑ́
ենթարկել	jentʰɑɾkél
ենթարկելիություն	jentʰɑɾkelijutsʰjún
ենթարկվել	jentʰɑɾkvél
ենիչար	jenitʃʰɑ́ɾ
ենիչարի	jenitʃʰɑɾí
ենիչերի	jenitʃʰeɾí
ենք	eŋkʰ
ենք	jeŋkʰ
եչ	jetʃʰ
եպեր	jepéɾ
եպերանք	jepeɾɑ́ŋkʰ
եպերել	jepeɾél
եպիսկոպոս	jepiskopós
եռաբարբառ	jerɑbɑɾbɑ́r
եռալ	jerɑ́l
եռամսյակ	jerɑmsjɑ́k
եռանդ	jerɑ́nd
եռանդագին	jerɑndɑɡín
եռանդալի	jerɑndɑlí
եռանդալից	jerɑndɑlítsʰ
եռանդոտ	jerɑndót
եռանդուն	jerɑndún
եռանկյուն	jerɑŋkjún
եռանկյունաչափական	jerɑŋkjunɑtʃʰɑpʰɑkɑ́n
եռանկյունաչափություն	jerɑŋkjunɑtʃʰɑpʰutsʰjún
եռանկյունի	jerɑŋkjuní
եռապատկեր	jerɑpɑtkéɾ
եռացում	jerɑtsʰúm
եռիլիոն	jeriljón
ես	es
ես	jes
եսասիրական	jesɑsiɾɑkɑ́n
եսիմ	jesːím
եսիր	jesíɾ
եվրաինտեգրում	jevɾɑjinteɡɾúm
եվրասիական	jevɾɑsijɑkɑ́n
եվրեյ	jevɾéj
եվրո	jévɾo
եվրոպական	jevɾopɑkɑ́n
եվրոպացի	jevɾopɑtsʰí
եվրոպեոիդ	jevɾopeojíd
եվրոպիում	jevɾopijúm
եվրոպիում	jevɾópijum
ետ	jet
ետին	jetín
ետնալեզվային	jetnɑlezvɑjín
ետք	jetkʰ
ետև	jetév
երազ	jeɾɑ́z
երազանք	jeɾɑzɑ́ŋkʰ
երազել	jeɾɑzél
երաժիշտ	jeɾɑʒíʃt
երաժշտական	jeɾɑʃtɑkɑ́n
երաժշտական	jeɾɑʒəʃtɑkɑ́n
երաժշտություն	jeɾɑʃtutsʰjún
երաժշտություն	jeɾɑʒəʃtutsʰjún
երախ	jeɾɑ́χ
երախայրի	jeɾɑχɑjɾí
երախայրիք	jeɾɑχɑjɾíkʰ
երախտագիտություն	jeɾɑχtɑɡitutsʰjún
երախտամոռ	jeɾɑχtɑmór
երախտամոռություն	jeɾɑχtɑmorutsʰjún
երախտիք	jeɾɑχtíkʰ
երակ	jeɾɑ́k
երամ	jeɾɑ́m
երամակ	jeɾɑmɑ́k
երամովին	jeɾɑmovín
երանգ	jeɾɑ́ŋɡ
երանի	jeɾɑní
երաշխավորագիր	jeɾɑʃχɑvoɾɑɡíɾ
երաշխավորել	jeɾɑʃχɑvoɾél
երաշխավորում	jeɾɑʃχɑvoɾúm
երաշխիք	jeɾɑʃχíkʰ
երաշտ	jeɾɑ́ʃt
երասան	jeɾɑsɑ́n
երաստան	jeɾɑstɑ́n
երաստանք	jeɾɑstɑ́ŋkʰ
երբ	jeɾpʰ
երբեմն	jeɾpʰémən
երբեմնի	jeɾpʰemní
երբեք	jeɾpʰékʰ
երբուծ	jeɾbúts
երգ	jeɾkʰ
երգահան	jeɾkʰɑhɑ́n
երգել	jeɾkʰél
երգեհոն	jeɾkʰehón
երգեհոնահար	jeɾkʰehonɑhɑ́ɾ
երգեցիկ	jeɾkʰetsʰík
երգեցողություն	jeɾkʰetsʰoʁutsʰjún
երգի	jeɾkʰí
երգիծաբան	jeɾkʰitsɑbɑ́n
երգիծաբանություն	jeɾkʰitsɑbɑnutsʰjún
երգիծանք	jeɾkʰitsɑ́ŋkʰ
երգիծել	jeɾkʰitsél
երգիչ	jeɾkʰítʃʰ
երգչախումբ	jeɾkʰtʃʰɑχúmb
երգչուհի	jeɾkʰtʃʰuhí
երդ	jeɾtʰ
երդիկ	jeɾtʰík
երդիք	jeɾtʰíkʰ
երդում	jeɾtʰúm
երդվել	jeɾtʰvél
երդվյալ	jeɾtʰvjɑ́l
երե	jeɾé
երեխա	jeɾeχɑ́
երեկ	jeɾék
երեկո	jeɾekó
երեկոյան	jeɾekojɑ́n
երեկույթ	jeɾekújtʰ
երես	jeɾés
երեսնամյա	jeɾesnɑmjɑ́
երեսնամյան	jeɾesnɑmjɑ́n
երեսուն	jeresún
երեսուն	jeɾesún
երեսպաշտ	jeɾespɑ́ʃt
երեսպաշտություն	jeɾespɑʃtutsʰjún
երերալ	jeɾeɾɑ́l
երեց	jeɾétsʰ
երեք	jeɾékʰ
երեքկին	jeɾekʰkín
երեքնուկ	jeɾekʰnúk
երեքշաբթի	jeɾekʰʃɑpʰtʰí
երթ	jeɾtʰ
երթալ	jeɾtʰɑ́l
երթիկ	jeɾtʰík
երթիք	jeɾtʰíkʰ
երթուղային	jeɾtʰuʁɑjín
երթուղի	jeɾtʰuʁí
երթուղիչ	jeɾtʰuʁítʃʰ
երթուղղիչ	jeɾtʰuʁːítʃʰ
երթևեկել	jeɾtʰevekél
երթևեկելի	jeɾtʰevekelí
երթևեկության	jeɾtʰevekutsʰjɑ́n
երթևեկություն	jeɾtʰevekutsʰjún
երթևեկում	jeɾtʰevekúm
երի	jeɾí
երիզ	jeɾíz
երիկամ	jeɾikɑ́m
երիկամունք	jeɾikɑmúŋkʰ
երինջ	jeɾíndʒ
երիվար	jeɾivɑ́ɾ
երիտասարդ	jeɾitɑsɑ́ɾd
երիտասարդ	jeɾitɑsɑ́ɾtʰ
երիտասարդանալ	jeɾitɑsɑɾdɑnɑ́l
երիտասարդանալ	jeɾitɑsɑɾtʰɑnɑ́l
երիտասարդություն	jeɾitɑsɑɾdutsʰjún
երիտասարդություն	jeɾitɑsɑɾtʰutsʰjún
երիցուկ	jeɾitsʰúk
երիցս	jeɾítsʰəs
երկ	jeɾk
երկաթ	jeɾkɑ́tʰ
երկաթգիծ	jeɾkɑtʰɡíts
երկաթե	jeɾkɑtʰé
երկաթեղեն	jeɾkɑtʰeʁén
երկաթյա	jeɾkɑtʰjɑ́
երկաթուղային	jeɾkɑtʰuʁɑjín
երկաթուղի	jeɾkɑtʰuʁí
երկախոսություն	jeɾkɑχosutsʰjún
երկայն	jeɾkɑ́jn
երկայնաբազուկ	jeɾkɑjnɑbɑzúk
երկայնաբան	jɛɾkɑjnɑbɑn
երկայնաբանություն	jeɾkɑjnɑbɑnutsʰjún
երկայնամտություն	jeɾkɑjnɑmətutsʰjún
երկայնանալ	jeɾkɑjnɑnɑ́l
երկայնել	jeɾkɑjnél
երկայնք	jeɾkɑ́jŋkʰ
երկան	jeɾkɑ́n
երկանաքար	jeɾkɑnɑkʰɑ́ɾ
երկանք	jeɾkɑ́ŋkʰ
երկար	jeɾkɑ́ɾ
երկարաժամկետ	jeɾkɑɾɑʒɑmkét
երկարամյա	jeɾkɑɾɑmjɑ́
երկարավուն	jeɾkɑɾɑvún
երկարացնել	jeɾkɑɾɑtsʰnél
երկարություն	jeɾkɑɾutsʰjún
երկբայաբար	jeɾkbɑjɑbɑ́ɾ
երկբայանալ	jeɾkbɑjɑnɑ́l
երկբայանք	jeɾkbɑjɑ́ŋkʰ
երկբայել	jeɾkbɑjél
երկբայելի	jeɾkbɑjelí
երկբայորեն	jeɾkbɑjoɾén
երկբայություն	jeɾkbɑjutsʰjún
երկբարբառ	jeɾkbɑɾbɑ́r
երկընտրանք	jeɾkəntɾɑ́ŋkʰ
երկիլիոն	jeɾkiljón
երկիմաստ	jeɾkimɑ́st
երկինք	jeɾkíŋkʰ
երկիր	jeɾkíɾ
երկիցս	jeɾkítsʰəs
երկխոսություն	jeɾkχosutsʰjún
երկկենցաղ	jeɾkːentsʰɑ́ʁ
երկկողմ	jeɾkːóʁm
երկկտտացնել	jeɾkːətːɑtsʰnél
երկմտանք	jeɾkmətɑ́ŋkʰ
երկմտել	jeɾkmətél
երկմտի	jeɾkmətí
երկմտորեն	jeɾkmətoɾén
երկյուղ	jeɾkjúʁ
երկյուղաբեկ	jeɾkjuʁɑbék
երկյուղագին	jeɾkjuʁɑɡín
երկյուղազդեցիկ	jeɾkjuʁɑzdetsʰík
երկյուղալի	jeɾkjuʁɑlí
երկյուղալիր	jeɾkjuʁɑlíɾ
երկյուղալից	jeɾkjuʁɑlítsʰ
երկյուղախառն	jeɾkjuʁɑχɑ́rən
երկյուղած	jeɾkjuʁɑ́ts
երկյուղածաբար	jeɾkjuʁɑtsɑbɑ́ɾ
երկյուղածել	jeɾkjuʁɑtsél
երկյուղածորեն	jeɾkjuʁɑtsoɾén
երկյուղածություն	jeɾkjuʁɑtsutsʰjún
երկյուղահար	jeɾkjuʁɑhɑ́ɾ
երկյուղամիտ	jeɾkjuʁɑmít
երկյուղավոր	jeɾkjuʁɑvóɾ
երկյուղել	jeɾkjuʁél
երկնագույն	jeɾknɑɡújn
երկնաթռիչ	jeɾknɑtʰərítʃʰ
երկնակամար	jeɾknɑkɑmɑ́ɾ
երկնակառույց	jeɾknɑkɑrújtsʰ
երկնաքար	jeɾknɑkʰɑ́ɾ
երկնաքեր	jeɾknɑkʰéɾ
երկնչել	jeɾkəntʃʰél
երկնչոտ	jeɾkəntʃʰót
երկոտանի	jeɾkotɑní
երկու	jeɾkú
երկունք	jeɾkúŋkʰ
երկուշաբթի	jeɾkuʃɑpʰtʰí
երկուս	jeɾkús
երկչոտ	jeɾktʃʰót
երկչոտություն	jeɾktʃʰotutsʰjún
երկսայր	jeɾksɑ́jɾ
երկսայրի	jeɾksɑjɾí
երկստոր	jeɾkəstóɾ
երկվայրկյան	jeɾkvɑjɾkjɑ́n
երկվայրկյան	jeɾkvɑɾkjɑ́n
երկվորյակ	jeɾkvoɾjɑ́k
երկրաբան	jeɾkɾɑbɑ́n
երկրաբանական	jeɾkɾɑbɑnɑkɑ́n
երկրաբանություն	jeɾkɾɑbɑnutsʰjún
երկրագունդ	jeɾkɾɑɡúnd
երկրաշարժ	jeɾkɾɑʃɑ́ɾʒ
երկրաչափական	jeɾkɾɑtʃʰɑpʰɑkɑ́n
