abadžija	âbadʒija
gnjevno	gɲêːʋno
gnječiti	gɲěːtʃiti
gnjida	gɲîda
gnjileti	gɲǐːleti
gnjilež	gɲǐːleʒ
gnjiljeti	gɲǐːʎeti
gnjio	gɲîo
gnjiti	gɲîːti
gnjurac	gɲǔːrats
gnjusan	gɲûsan
gnjusno	gɲûsno
gnoj	gnôːj
gnojiti	gnǒjiti
gnojivo	gnôjiːʋo
gnosticizam	gnostitsǐzam
gnusan	gnûsan
gnusno	gnûsno
go	gôː
god	gôːd
godina	gôdina
godinama	gôdinama
goditi	gǒditi
godišnje	gǒdiʃɲeː
godišnji	gǒdiʃɲiː
godišnjica	gǒdiʃɲitsa
gojan	gôːjan
gojazan	gôjaːzan
gojaznost	gôjaːznoːst
gojenac	gôjenats
gojiti	gǒjiti
gol	gôːl
golem	gǒlem
golenjača	golěɲatʃa
golfer	gôlfer
golferica	gǒlferitsa
golgota	gǒlgota
golicati	golǐtsati
golišav	golǐʃaʋ
golišavac	golǐʃaʋats
golišavo	golǐʃaʋo
golišavost	golǐʃaʋoːst
goljenjača	goʎěɲatʃa
golman	gôlman
golobrad	golǒbrad
gologuz	golǒguz
golotinja	golǒtiɲa
golubarnik	golǔbaːrniːk
golubinjak	golubǐɲaːk
golubić	golǔbitɕ
goluždravac	golǔʒdraʋats
gomila	gǒmila
gomilati	gomǐlati
gomolj	gǒmoʎ
gondolijer	gondolǐjeːr
gonetati	goněːtati
goniti	gǒniti
gonič	gǒniːtʃ
gonoreja	gonorěːja
gora	gǒra
gorak	gǒːrak
goranin	gǒranin
gord	gôːrd
gordijski	gǒrdiːjskiː
gordo	gôːrdo
gordost	gǒːrdoːst
gore	gôre
gore	gôreː
goreti	gǒreti
gori	gôriː
goriv	gǒriʋ
gorivo	gôriːʋo
gorjeti	gǒrjeti
gorljiv	gǒrʎiʋ
gorljivo	gǒrʎiʋo
gornji	gôːrɲiː
gorostas	gôrostaːs
gorostasan	gôrostaːsan
gorski	gǒrskiː
gorušica	gorǔʃitsa
goružda	gǒruʒda
gorčati	gǒrtʃati
gorčina	gortʃǐna
gorštak	gǒrʃtaːk
gorštakinja	gorʃtǎkiɲa
gospa	gǒːspa
gospar	gǒspaːr
gospod	gôspod
gospoda	gospǒda
gospodar	gospǒdaːr
gospodarica	gospodǎritsa
gospodariti	gospodǎːriti
gospodarski	gospǒdaːrskiː
gospodarstvenik	gospodǎrstʋeniːk
gospodarstvo	gospodǎːrstʋo
gospodin	gospǒdin
gospodična	gospodǐtʃna
gospodnji	gǒspodɲiː
gospodski	gôspodski
gospodski	gôspodskiː
gospodski	gǒspodski
gospodski	gǒspodskiː
gospodstvo	gospǒdstʋo
gospođa	gôspodʑa
gospođica	gôspodʑitsa
gospoština	gospǒʃtina
gost	gôst
gost	gôːst
gostioničar	gostiǒnitʃaːr
gostiti	gǒstiti
gostoljubiv	gostoʎǔbiʋ
gostoljubivo	gostoʎǔbiʋo
gostoljubivost	gostoʎǔbiʋoːst
got	gôt
gotica	gǒtitsa
gotivan	gôtiʋan
gotički	gǒtitʃkiː
gotov	gǒtoʋ
gotovina	gotoʋǐna
gotovo	gǒtoʋo
gotski	gôtskiː
govedina	gǒʋedina
govedo	gǒʋedo
goveđa	goʋědʑa
goveđi	gǒʋedʑiː
govnar	gǒʋnaːr
govno	gǒːʋno
govor	gôvoːr
govoriti	goʋǒriti
govorljiv	goʋǒrʎiʋ
govorljivost	goʋǒrʎiʋoːst
govornik	gǒʋoːrniːk
gozba	gǒzba
gošća	gǒʃtɕa
gošće	gǒʃtɕe
grabiti	grâbiti
grablje	grâbʎe
grabljiv	grǎbʎiʋ
grabulje	grâbʎe
graciozan	grâtsioːzan
graciozno	grâtsioːzno
grad	grâd
grad	grâːd
gradba	gradba
gradinar	grǎdinaːr
graditelj	grǎditeʎ
graditeljski	grǎditeʎskiː
graditi	grǎːditi
gradivo	grâdiːʋo
gradonačelnica	gradonǎːtʃelnitsa
gradski	grǎdskiː
grafem	grǎfeːm
grafit	grǎfiːt
grah	grâx
graja	grǎːja
gram	grâm
gramatika	gramǎtika
gramatičar	gramǎtitʃaːr
gramatički	gramǎtitʃki
gramatički	gramǎtitʃkiː
gramofon	gramǒfoːn
gramofonski	gramǒfoːnskiː
gramziv	grǎmziʋ
gramzivac	grǎmziʋats
gramzivo	grǎmziʋo
gramzivost	grǎmziʋoːst
grana	grǎːna
granata	granǎːta
grandiozan	grândioːzan
grandiozno	grândioːzno
grandioznost	grandiǒːznoːst
granica	grǎnitsa
granit	grǎniːt
graničan	grǎnitʃan
graničar	grǎnitʃaːr
graničiti	grǎnitʃiti
granjavati	graɲǎːʋati
granje	grâːɲe
granuti	grǎnuti
grančica	grǎntʃitsa
gravitacija	graʋitǎːtsija
gravitacijski	graʋitǎːtsiːjski
gravitacijski	graʋitǎːtsiːjskiː
gravitirati	graʋitǐːrati
građa	grâːdʑa
građanin	grâdʑanin
građanka	grâdʑaːnka
građanski	grâdʑanskiː
građanstvo	grâdʑaːnstʋo
građevina	grǎdʑeʋina
građevinac	gradʑeʋǐːnats
građevinar	gradʑeʋǐnaːr
građevinarstvo	gradʑeʋinǎːrstʋo
građevinski	grǎdʑeʋiːnskiː
grašak	grǎːʃak
grba	gr̂ba
grbav	gr̂baʋ
grd	gr̂ːd
grdan	gr̂ːdan
grditi	gřːditi
grdno	gr̂ːdno
grdosija	grdǒsija
grebati	grěbati
greben	grêbeːn
grecizam	gretsǐzam
greda	grěːda
grehovan	grěxoːʋan
grejati	grejati
grenland	grěnland
grenlandski	grěnlandskiː
grepsti	grêpsti
grešan	grêʃan
grešiti	grěːʃiti
greškom	grêʃkoːm
grešnik	grêʃniːk
grib	grîːb
gricnuti	grîtsnuti
grijati	grîjati
griješan	grijêʃan
griješiti	grjěːʃiti
grimasa	grimǎsa
grinja	grîɲa
gripa	grîpa
gristi	grîsti
griva	grîʋa
griz	grîːz
griznuti	grîznuti
griža	grîʒa
grješka	grjêʃka
grješnik	grjêʃniːk
grk	gr̂k
grkinja	gr̂kiɲa
grliti	gr̂liti
grlo	gr̂lo
grm	gr̂m
grmeljak	grměːʎak
grmeti	gřmeti
grmečak	grměːtʃak
grmičak	grmǐːtʃak
grmjeti	gřmjeti
grmljavina	gřmʎaʋina
grmolik	grmǒlik
grmušak	grmǔːʃak
grnuti	gřːnuti
gro	grôː
grob	grôb
grobar	grǒbaːr
groblje	grôːbʎe
grobnica	grôbnitsa
grom	grôːm
gromobran	grômobraːn
groteskan	grotěskan
groteskno	grotěskno
groza	grǒːza
grozan	grôːzan
grozd	grôzd
groziti	grǒziti
groznica	grǒznitsa
grozno	grôːzno
grozovit	grozǒʋit
grožđe	grôːʒdʑe
grub	grûːb
grubijan	grubǐjaːn
grubo	grûːbo
gruda	grûda
grudi	grûːdi
grudnjak	grûːdɲaːk
grumen	grûmeːn
grunt	grûnt
grupa	grûpa
grupnjak	grǔpɲaːk
gruzija	grûːzija
gruzijski	grûːziːjski
gruzijski	grûːziːjskiː
grušati	grǔʃati
grčki	gr̂tʃki
grčki	gr̂tʃkiː
gubav	gûbaʋ
gubitak	gubǐːtak
gubiti	gǔbiti
gubitnica	gǔbitnitsa
gubitnik	gǔbitniːk
gucnuti	gûtsnuti
gudalo	gǔdalo
gudura	gǔdura
gugut	gûguːt
guja	gǔːja
guknuti	gǔːknuti
gulaš	gûlaːʃ
gulikoža	gǔlikoʒa
guliti	gǔːliti
guma	gûma
gumb	gûmb
gumen	gǔmen
gumica	gûmitsa
gundelj	gǔndeʎ
gungula	gungǔːla
gunđalo	gǔndʑalo
gunđati	gǔndʑati
gurati	gǔːrati
gurav	gûraʋ
guriti	gûriti
gurnuti	gûrnuti
gusar	gûsaːr
gusariti	gusǎːriti
gusenica	gûsenitsa
gusjenica	gûsjenitsa
gusle	gûsle
gusnuti	gûsnuti
gust	gûːst
gusto	gûːsto
gutanje	gǔtaːɲe
gutati	gǔtati
gutač	gǔtaːtʃ
guverner	guʋěrneːr
guza	gǔːza
guzica	gǔzitsa
guša	gûʃa
gušenje	gǔːʃeːɲe
gušiti	gǔːʃiti
gušt	gûʃt
guštati	gǔʃtati
gušter	gûʃter
gušterača	guʃtěratʃa
guščad	gûʃtʃaːd
gušče	gûʃtʃe
guž	gûːʒ
gužva	gûːʒʋa
gužvati	gûʒʋati
gvatemala	gʋatemǎːla
gvatemalski	gʋatěmaːlskiː
gvozden	gʋôzden
gvožđe	gʋôːʒdʑe
h	x
ha	xâ
habati	xâbati
haber	xǎber
habitat	xabǐtaːt
hadron	xǎdroːn
hadžija	xǎdʒija
hag	xâːg
hagiografija	xagiogrǎfija
hagiografski	xagiǒgrafski
hagiografski	xagiǒgrafskiː
hahar	xâxaːr
haićanski	xaǐːtɕanskiː
hajati	xâjati
hajda	xajda
hajde	xǎjde
hajdemo	xǎjdemo
hajdmo	xǎjdmo
hajduk	xǎjduːk
hajka	xâːjka
hajmo	xǎjmo
haker	xâker
hakim	xǎkim
hala	xala
halabuka	xalǎbuka
halif	xǎliːf
halja	xâʎa
haljina	xǎʎina
halka	xâːlka
halucinacija	xalutsinǎːtsija
halucinantan	xalutsinǎntan
halucinirati	xalutsinǐːrati
halucinogen	xâlutsinogeːn
hamajlija	xamǎjlija
hamer	xâmer
hametice	xǎmetitseː
han	xâːn
handanović	xandǎːnoʋitɕ
handžar	xǎndʒaːr
haos	xâos
haploidan	xâploiːdan
hapsiti	xâpsiti
haramija	xarǎmija
haranga	xǎraːnga
harati	xǎːrati
harač	xǎraːtʃ
hardver	xârdʋer
hardver	xârdʋeːr
haringa	xǎriːnga
harlekin	xarlěkiːn
harmonija	xǎrmoːnija
harmonijski	xǎrmoːniːjskiː
harmonika	xarmǒnika
harmonikaš	xarmonǐkaːʃ
harmoničan	xarmǒnitʃan
harpija	xǎrpija
harpun	xǎrpuːn
harpunar	xarpǔnaːr
hartija	xǎrtija
hauba	xǎuba
haubica	xǎubitsa
haubički	xǎubitʃkiː
haustor	xǎustor
havajski	xǎʋaːjskiː
havarija	xǎʋaːrija
hazard	xǎzard
hazarder	xazǎrdeːr
hazarderka	xazǎrdeːrka
hazardni	xǎzardniː
hazena	xazěːna
hazna	xâzna
haznadar	xaznǎdaːr
hašiš	xǎʃiʃ
haški	xâːʃkiː
hebrejski	xěbreːjskiː
hedonist	xedǒnist
hedonistički	xedonǐstitʃki
hedonistički	xedonǐstitʃkiː
hedonistkinja	xedǒnistkiɲa
hedonizam	xedonǐzam
hefta	xěfta
hegemonija	xegemǒnija
heksadecimalan	xeksadětsimaːlan
heksametar	xêksametar
hektar	xêktaːr
hektogram	xěktogram
helikopter	xelikǒpter
heliocentrizam	xeliotsentrǐzam
heljda	xêʎda
heljda	xêːʎda
hematologija	xematolǒgija
hemija	xěːmija
hemijski	xěːmiːjskiː
hemikalija	xemikǎlija
hemičar	xěmitʃaːr
hemičarka	xěmitʃaːrka
hemofilija	xemofǐlija
henoteizam	xenoteǐzam
heraldika	xerǎldika
herc	xêrts
hercegovac	xěrtsegoʋats
hercegovački	xěrtsegoʋatʃki
hercegovački	xěrtsegoʋatʃkiː
hercegovina	xěrtsegoʋina
heretik	xerětik
heretisanje	xeretisaɲe
hermetičan	xermětitʃan
hermetički	xermětitʃki
hermetički	xermětitʃkiː
hermetično	xermětitʃno
heroin	xerǒiːn
heroina	xeroǐːna
heroizam	xeroǐzam
heroj	xěroːj
herojski	xěroːjski
herojski	xěroːjskiː
herojstvo	xerǒːjstʋo
heterogen	xêterogeːn
heterogenost	xeterogěːnoːst
heteroseksualnost	xeteroseksuǎːlnoːst
heterosilabički	xeterosilǎbitʃkiː
heterozigot	xeterozǐgoːt
heterozigotan	xeterozǐgotan
hetitski	xětiːtskiː
hećim	xětɕim
hibernacija	xibernǎːtsija
hibrid	xǐbriːd
hibridan	xǐbriːdan
hidrat	xǐdraːt
hidrauličan	xidraǔlitʃan
hidraulički	xidraǔlitʃki
hidraulički	xidraǔlitʃkiː
hidžra	xîdʒra
hidžret	xǐdʒret
higijena	xigijěːna
higijeničar	xigijěnitʃaːr
higijeničarka	xigijěnitʃaːrka
higijenski	xîgijeːnskiː
higrometar	xîgrometar
higroskop	xîgroskop
higroskopan	xîgroskopan
hihot	xîxoːt
hihotati	xixǒtati
hijacint	xijǎtsint
hijat	xîjaːt
hijena	xijěːna
hijerarhija	xijerǎrxija
hijerarhijski	xijerǎrxiːjski
hijerarhijski	xijerǎrxiːjskiː
hijeroglif	xijerǒgliːf
hijeroglifski	xijerǒgliːfskiː
hiljada	xîʎada
hiljada	xǐʎada
hiljadarka	xiʎadǎːrka
hiljadu	xîʎadu
himalaja	ximalǎːja
himalajski	ximǎlaːjskiː
himba	xǐmba
himben	xîmben
himbenik	xîmbeniːk
himbeno	xîmbeno
himbenost	xîmbenoːst
himen	xîːmen
himera	xǐmera
himna	xîːmna
hinduistički	xinduǐstitʃki
hinduistički	xinduǐstitʃkiː
hinduizam	xinduǐzam
hiniti	xǐːniti
hiperbola	xipěrbola
hiperboličan	xiperbǒlitʃan
hipi	xîpi
hipik	xǐpik
hipnotizer	xipnotǐzeːr
hipnoza	xipnǒːza
hipodrom	xîpodrom
hipofiza	xipofǐːza
hipohondar	xipoxǒndar
hipohondričan	xipoxǒndritʃan
hipokrit	xipǒkrit
hipokritski	xipǒkritski
hipokritski	xipǒkritskiː
hipokrizija	xipokrǐːzija
hiponimija	xiponǐmija
hipotenuza	xipotenǔːza
hipotetičan	xipotětitʃan
hipotetično	xipotětitʃno
hipotetičnost	xipotětitʃnoːst
hipoteza	xipotěːza
hir	xîːr
hiragana	xiragǎna
hirovit	xirǒʋit
hirovito	xirǒʋito
hirovitost	xirǒʋitoːst
hirošima	xiroʃǐːma
hispanistika	xispanǐstika
histerija	xistěrija
histerik	xistěrik
histeričan	xistěritʃan
histeričnost	xistěritʃnoːst
historicizam	xistoritsǐzam
historija	xǐstoːrija
historijski	xistǒriːjskiː
historiografija	xistoriogrǎfija
historičar	xistǒritʃaːr
hitac	xîtats
hitan	xîtan
hitar	xîtar
hitlerizam	xitlerǐzam
hitlerovski	xǐtleroʋskiː
hitrost	xîtroːst
hiža	xîʒa
hlad	xlâːd
hladan	xlǎːdan
hladiti	xlǎːditi
hladnjak	xlâːdɲaːk
hladnjača	xlǎːdɲatʃa
hladno	xlǎːdno
hladnokrvan	xlâdnokrːʋan
hladnokrvno	xlâdnokrːʋno
hladnokrvnost	xladnokřːʋnoːst
hladnoratovski	xladnorǎtoʋski
hladnoratovski	xladnorǎtoʋskiː
hladnoća	xladnǒtɕa
hladovina	xladǒʋina
hlapiti	xlǎːpiti
hlače	xlâtʃe
hleb	xlêb
hlepčić	xlěptʃitɕ
hljeb	xʎêb
hljepčić	xʎěptʃitɕ
hlorofil	xlorǒfiːl
hmelj	xmêʎ
hobi	xôbi
hobist	xǒbist
hobotnica	xǒbotnitsa
hod	xôːd
hodajući	xǒːdajuːtɕiː
hodati	xǒːdati
hodač	xǒdaːtʃ
hoditi	xǒditi
hodnik	xôdniːk
hodom	xôːdom
hodočasnik	xôdotʃasniːk
hodočastiti	xodotʃǎstiti
hodočašće	xôdotʃaʃtɕe
hodža	xôdʒa
hohštapler	xǒxʃtapler
hokej	xǒkeːj
hokejaš	xokějaːʃ
holandija	xolǎndija
holandski	xǒlandskiː
holanđanin	xolǎːndʑanin
holanđanka	xolǎːndʑaːnka
holistički	xolǐstitʃki
holistički	xolǐstitʃkiː
holograf	xolǒgraf
holokaust	xolokǎust
homeomorfizam	xomeomorfǐzam
homeopatija	xomeopǎtija
homilija	xǒmiːlija
homofon	xômofoːn
homofonija	xomofǒnija
homogen	xômogeːn
homogeno	xômogeːno
homogenost	xômogeːnoːst
homograf	xomǒgraf
homogram	xomǒgram
homologan	xômologan
homonim	xomǒniːm
homoniman	xomǒniːman
homonimija	xomonǐmija
homoseksualan	xômoseksuaːlan
homoseksualnost	xomoseksuǎːlnoːst
homozigot	xomozǐgoːt
homozigotan	xomozǐgotan
honduras	xônduraːs
honved	xǒnʋed
horizontalan	xôrizontaːlan
horizontalno	xôrizontaːlno
horizontalnost	xorizontǎːlnoːst
hormon	xǒrmoːn
hormonalan	xôrmonalan
horoskop	xôroskop
horoskopski	xôroskopskiː
horoz	xôroːz
hortenzija	xortěnzija
hortikultura	xortikultǔːra
hostesa	xostěsa
hotel	xǒtel
hotelijer	xotelǐjeːr
hotelski	xǒtelskiː
hotentotski	xotěntoːtskiː
hotijeti	xotijeti
hotimice	xôtimitseː
hotimičan	xôtimitʃan
hotimično	xôtimitʃno
hotjenje	xotjeɲe
hrabar	xrǎːbar
hrabriti	xrǎːbriti
hrabro	xrâːbro
hrabrost	xrǎːbroːst
hram	xrâːm
hrana	xrǎːna
hranidba	xrǎnidba
hranilac	xrǎnilats
hranitelj	xrǎniteʎ
hraniteljica	xranitěʎitsa
hraniteljka	xrǎniteːʎka
hraniti	xrǎːniti
hranjiv	xrǎɲiʋ
hranjivost	xrǎɲiʋoːst
hrapav	xrâpaʋ
hrapavo	xrâpaʋo
hrapavost	xrâpaʋoːst
hrast	xrâːst
hrastik	xrǎstiːk
hrastov	xrǎstoʋ
hrastovina	xrǎstoʋina
hrbat	xr̂bat
hren	xrên
hrenovka	xrěnoːʋka
hrestomatija	xrestomǎtija
hrib	xrîːb
hrid	xrîːd
hristos	xrîstos
hrišćanski	xrǐʃtɕaːnski
hrišćanski	xrǐʃtɕaːnskiː
hrišćanstvo	xrǐʃtɕaːnstʋo
hrkati	xřːkati
hrknuti	xřːknuti
hrom	xrôm
hromo	xrômo
hromost	xrômoːst
hronika	xrǒnika
hroničan	xrǒnitʃan
hroničar	xrǒnitʃaːr
hronološki	xronǒloʃki
hronološki	xronǒloʃkiː
hrpa	xřpa
hrs	xr̂ːs
hrskav	xr̂skaʋ
hrt	xr̂t
hrušt	xrûːʃt
hrvati	xr̂ʋati
hrvatica	xr̩ʋǎtitsa
hrvački	xřʋaːtʃki
hrvački	xřʋaːtʃkiː
hrđati	xřdʑati
hršum	xr̂ʃum
htenje	xteːɲe
hteti	xtêti
htijenje	xtîjeːɲe
htjeti	xtjêti
hud	xûːd
huk	xûːk
huligan	xûligaːn
huliganski	xûligaːnskiː
hulitelj	xǔliteʎ
huliti	xǔːliti
hulja	xûʎa
hulnik	xûːlniːk
hum	xûːm
humak	xûmak
human	xûmaːn
humanistički	xumanǐstitʃki
humanistički	xumanǐstitʃkiː
humanitaran	xûmanitaːran
humanizam	xumanǐzam
humano	xûmaːno
humanost	xûmaːnoːst
humor	xǔmor
humoran	xǔmoːran
humoreska	xumorěska
humorističan	xumorǐstitʃan
humoristički	xumorǐstitʃki
humoristički	xumorǐstitʃkiː
humorističnost	xumorǐstitʃnoːst
humus	xǔːmus
hunjavica	xǔːɲaʋitsa
hunta	xûːnta
hurija	xûːrija
hurikan	xûrikan
husar	xûsaːr
husit	xǔsiːt
husitski	xǔsiːtskiː
hučan	xǔːtʃan
huškati	xûʃkati
huškač	xǔʃkaːtʃ
hvala	xʋǎːla
hvalevrijedan	xʋǎːleːʋrijeːdan
hvalisati	xʋǎlisati
hvalisav	xʋalǐsaʋ
hvalisavo	xʋalǐsaʋo
hvaliti	xʋǎːliti
hvališa	xʋǎliʃa
hvalospev	xʋâlospeːʋ
hvalospjev	xʋâlospjeːʋ
hvar	xʋâːr
hvaranin	xʋǎːranin
hvastav	xʋâstaʋ
hvatati	xʋâtati
hvatač	xʋǎtaːtʃ
i	i
iako	îako
ibar	ibar
iber	ǐːber
ibrahimović	ibraxǐːmoʋitɕ
ibrik	ǐbriːk
ibrišim	ibrǐʃim
ideal	iděaːl
idealan	îdeaːlan
idealist	ideǎlist
idealistički	idealǐstitʃki
idealistički	idealǐstitʃkiː
idealistkinja	ideǎlistkiɲa
idealizacija	idealizǎːtsija
idealizam	idealǐzam
idealizirati	idealizǐːrati
idealno	îdeaːlno
ideja	iděːja
idejni	ǐdeːjniː
identificirati	identifitsǐːrati
identifikacija	identifikǎːtsija
identifikator	identifǐkaːtor
identitet	identǐteːt
identičan	iděntitʃan
identično	iděntitʃno
ideogram	ideǒgram
ideolog	ideǒlog
ideologija	ideolǒgija
ideološki	ideǒloʃkiː
idila	idǐla
idiličan	idǐlitʃan
idilično	idǐlitʃno
idiom	idǐoːm
idiomatski	idiǒmatskiː
idiot	idǐot
idiotizam	idiotǐzam
idiotski	idǐotski
idiotski	idǐotskiː
idiotstvo	idiǒtstʋo
idol	ǐdoːl
idolatrija	idolǎtrija
idolatrijski	idolǎtriːjski
idolatrijski	idolǎtriːjskiː
idolopoklonik	idolopǒkloniːk
idolopoklonički	idolopǒklonitʃki
idolopoklonički	idolopǒklonitʃkiː
idolopoklonstvo	idolopoklǒːnstʋo
idući	ǐduːtɕiː
igala	ǐgala
igalo	ǐgalo
igda	îgda
igde	îgde
igdje	îgdje
igla	ǐgla
ignorant	ignǒrant
igo	ǐːgo
igra	ǐgra
igrališni	ǐgraliːʃniː
igralište	ǐgraliːʃte
igranka	ǐgranka
igrati	îgrati
igrač	ǐgraːtʃ
igračica	igrǎtʃitsa
igračka	ǐgratʃka
igriv	ǐgriʋ
igrivost	ǐgriʋoːst
igrokaz	îgrokaːz
iguman	îgumaːn
igumanija	igumǎnija
ih	ix
ihtiolog	ixtiǒlog
ihtiologija	ixtiolǒgija
ihtiološki	ixtiǒloʃkiː
ijedanput	ijedǎnput
ijednom	ijědnoːm
ijekavac	ijěːkaʋats
ijekavica	ijěːkaʋitsa
ijekavka	ijěːkaːʋka
ijekavski	ijěːkaʋski
ijekavski	ijěːkaʋskiː
ijekavčev	ijěːkaʋtʃeʋ
ijekavština	ijekǎːʋʃtina
iju	iju
ikad	îkad
ikada	îkada
ikakav	îkakaʋ
ikako	îkaːko
ikamo	îkamo
ikavac	ǐːkaʋats
ikavica	ǐːkaʋitsa
ikavizam	ikaʋǐzam
ikavski	ǐːkaʋski
ikavski	ǐːkaʋskiː
ikavština	ikǎːʋʃtina
iko	îko
ikoji	îkojiː
ikoliko	îkoliko
ikona	ǐkona
ikonostas	ikonǒstas
ikra	îkra
ikud	îkud
ikuda	îkuda
ilegalac	ilegǎːlats
ilegalan	îlegaːlan
ilegalno	îlegaːlno
ilegalnost	ilegǎːlnoːst
ilegitiman	îlegitiːman
ilegitimno	îlegitiːmno
ili	îli
ilik	ǐlik
ilika	ǐlika
ilir	ǐliːr
ilirac	ilǐːrats
ilirija	ǐliːrija
ilirik	ilǐrik
ilirski	ǐliːrskiː
ilovast	ǐloʋast
ilovača	ǐloʋatʃa
iluminacija	iluminǎːtsija
ilustracija	ilustrǎːtsija
ilustrativan	îlustratiːʋan
ilustrativno	îlustratiːʋno
ilustrator	ilǔstraːtor
iluzija	ǐluːzija
iluzionist	iluziǒnist
iluzionistički	iluzionǐstitʃki
iluzionistički	iluzionǐstitʃkiː
iluzionizam	iluzionǐzam
iluzoran	îluzoːran
iluzorno	îluzoːrno
im	im
imaginacija	imaginǎːtsija
imaginaran	îmaginaːran
imaginarno	îmaginaːrno
imaginativan	îmaginatiːʋan
imalac	ǐmalats
imanentan	imaněntan
imanentnost	imaněntnoːst
imanje	imǎːɲe
imati	ǐmati
imbecil	imbětsiːl
imbecilan	îmbetsiːlan
imbecilitet	imbetsilǐteːt
imbecilno	îmbetsiːlno
imbecilnost	imbetsǐːlnoːst
ime	îme
imela	iměla
imendan	îmendaːn
imenica	îmenitsa
imenik	îmeniːk
imenitelj	iměniteʎ
imenjak	îmeɲaːk
imenoslovlje	imenǒsloːʋʎe
imenovati	îmenoʋati
imenski	îmenskiː
imetak	iměːtak
imigracija	imigrǎːtsija
imigrant	imǐgrant
imigrirati	imigrǐːrati
imitacija	imitǎːtsija
imitator	imǐtaːtor
imitirati	imitǐːrati
imobilan	îmobiːlan
imobilizacija	imobilizǎːtsija
imovinski	ǐmoʋinski
imovinski	ǐmoʋinskiː
impedancija	impedǎntsija
imperativ	împeratiːʋ
imperativni	împeratiːʋniː
imperativno	împeratiːʋno
imperator	impěraːtor
imperfekt	împerfekt
imperfektivan	împerfektiːʋan
imperfektivizacija	imperfektiʋizǎːtsija
imperij	ǐmpeːriːj
imperija	ǐmpeːrija
imperijalist	imperijǎlist
imperijalistički	imperijalǐstitʃki
imperijalistički	imperijalǐstitʃkiː
imperijalizam	imperijalǐzam
imperijalni	împerijalniː
impersonalan	împersonaːlan
impersonalno	împersonaːlno
impersonalnost	impersonǎːlnoːst
impertinentan	impertiněntan
impertinentno	impertiněntno
implicirati	implitsǐːrati
implicitan	implǐtsitan
implikacija	implikǎːtsija
implozija	ǐmploːzija
impluvij	ǐmpluːʋiːj
import	ǐmport
importirati	importǐːrati
impotencija	impotěntsija
impotentan	impotěntan
impotentno	impotěntno
impotentnost	impotěntnoːst
impozantan	impozǎntan
impozantno	impozǎntno
impozantnost	impozǎntnoːst
impregnacija	impregnǎːtsija
impregnirati	impregnǐːrati
impresija	imprěsija
impresioniran	impresiǒniran
impresionirati	impresionǐːrati
impresivan	împresiːʋan
impresivno	împresiːʋno
improvizacija	improʋizǎːtsija
improvizator	improʋǐzaːtor
improvizirano	improʋǐziːrano
improvizirati	improʋizǐːrati
impuls	ǐmpuls
impulsan	ǐmpulsan
impulzivac	impulzǐːʋats
impulzivan	împulziːʋan
impulzivno	împulziːʋno
impulzivnost	impulzǐːʋnoːst
imputacija	imputǎːtsija
imputirati	imputǐːrati
imun	îmuːn
imunitet	imunǐteːt
imunizacija	imunizǎːtsija
imunizirati	imunizǐːrati
imunologija	imunolǒgija
imunološki	imunǒloʃki
imunološki	imunǒloʃkiː
imunost	ǐmuːnoːst
imućan	îmuːtɕan
imućnost	îmuːtɕnoːst
inadekvatan	înadekʋatan
inat	ǐnaːt
inatiti	inǎːtiti
inatljiv	inǎtʎiʋ
inatljivo	inǎtʎiʋo
inauguracija	inaugurǎːtsija
inauguralan	înauguraːlan
inaugurator	inaugǔraːtor
inaugurirati	inaugurǐːrati
inače	înaːtʃe
inačica	inǎtʃitsa
incest	ǐntsest
incestuozan	întsestuoːzan
incident	intsǐdent
indicija	ǐndiːtsija
indija	ǐndija
indijac	indǐːjats
indijanac	indijǎːnats
indijanka	indǐjaːnka
indijanski	indǐjaːnski
indijanski	indǐjaːnskiː
indijski	ǐndiːjski
indijski	ǐndiːjskiː
indikacija	indikǎːtsija
indikativ	îndikatiːʋ
indirektan	îndirektan
indirektno	îndirektno
indiskrecija	indiskrěːtsija
indiskretan	îndiskretan
indiskretno	îndiskretno
indisponiran	indispǒniːran
indisponirano	indispǒniːrano
individua	indiʋǐːdua
individualan	îndiʋiduaːlan
individualistički	indiʋidualǐstitʃki
individualistički	indiʋidualǐstitʃkiː
individualizam	indiʋidualǐzam
individualno	îndiʋiduaːlno
individualnost	indiʋiduǎːlnoːst
individuum	indiʋǐːduum
indoeuropski	indoěuroːpskiː
indoevropski	indoěʋroːpskiː
indoktrinacija	indoktrinǎːtsija
indolencija	indolěntsija
indolentan	indolěntan
indolentno	indolěntno
indolentnost	indolěntnoːst
indolog	indǒlog
indologija	indolǒgija
indološki	indǒloʃki
indološki	indǒloʃkiː
indonezija	indǒneːzija
indonezijski	indǒneːziːjskiː
indonežanin	indoněːʒanin
indukcija	indǔktsija
induktivan	înduktiːʋan
induktivno	înduktiːʋno
industrija	indǔstrija
industrijalizirati	industrijalizǐːrati
industrijski	indǔstriːjski
industrijski	indǔstriːjskiː
inercija	iněrtsija
inertan	iněrtan
inertno	iněrtno
infaman	ǐnfaːman
infantilan	înfantiːlan
infantilizam	infantilǐzam
infantilno	înfantiːlno
infarkt	ǐnfarkt
infekcija	infěktsija
inferioran	înferioːran
inferiorno	înferioːrno
infinitiv	înfinitiːʋ
inflacija	inflǎːtsija
