অ	a
জাতীয়তা	dʑat̪i̯ot̪aˑ
জাতীয়তা	dʒat̪i̯ot̪aˑ
জাদু	dʑad̪uˑ
জাদু	dʒad̪uˑ
জাদুকর	dʑad̪ugɔɹ
জাদুকর	dʑad̪ukɔɹ
জাদুকর	dʒad̪ugɔɾ
জাদুকর	dʒad̪ukɔɾ
জানলা	dʑanlaˑ
জানলা	dʒanlaˑ
জানা	dʑanaˑ
জানা	dʒanaˑ
জানানো	dʑananoˑ
জানানো	dʒananoˑ
জানালা	dʑanalaˑ
জানালা	dʒanalaˑ
জানুয়ারি	dʑanu̯aɹiˑ
জানুয়ারি	dʒanu̯aɾiˑ
জানুয়ারী	januaɾi
জানোয়ার	dʑano̯aɹ
জানোয়ার	dʒano̯aɾ
জানোয়ার	dʒanuaɾ
জান্তা	dʒanta
জান্তাপ্রধান	dʑant̪aˑpɾod̪ʱan
জান্নাত	dʑanːat̪
জান্নাত	dʒanːat̪
জাফর	dʑafoɹ
জাফর	dʒafoɾ
জাফর	zaɸoɹ
জাফর	zaɸoɾ
জাফরান	zafɹan
জাফরান	zafɾan
জাভেদ	dʑabʱed̪
জাভেদ	dʑaved̪
জাভেদ	dʒabʱed̪
জাভেদ	dʒaved̪
জাভেদ	dʒaˈved
জাম	dʒɑːm
জামা	dʒama
জামাই	dʑamai̯
জামাই	dʒamai̯
জামাইকা	dʑamai̯kaˑ
জামাইকা	dʒamai̯kaˑ
জামাতা	dʑamat̪aˑ
জামাতা	dʒamat̪aˑ
জামিন	zamin
জামেয়া	dʑameaˑ
জামেয়া	dʒameaˑ
জায়গা	dʑae̯gaˑ
জায়গা	dʒae̯gaˑ
জায়নামাজ	dʑae̯namadʑ
জায়নামাজ	dʒae̯namadʒ
জাল	dʒɑl
জালাল	dʑalal
জালাল	dʒalal
জালেম	dʑalem
জালেম	dʒalem
জালেম	zalem
জাহাঁপনা	dʑaɦapɔnaˑ
জাহাঁপনা	dʒaɦãpɔnaˑ
জাহাজ	dʑaɦadʑ
জাহাজ	dʒaɦadʒ
জাহাজ	d̪zaɦaz
জাহাজ	zaɦaz
জাহান	dʑaɦan
জাহান	dʒaɦan
জাহান্নাম	dʑaɦanːam
জাহান্নাম	dʒaɦanːam
জি	dʒiː˨
জিঙ্ক	dʒink
জিজ্ঞাসা	dʑigːaʃaˑ
জিজ্ঞাসা	dʒigːaʃaˑ
জিত	dʒit̪
জিন	dʑin
জিন	dʑiːn
জিন	dʒin
জিনিস	dʑiniʃ
জিনিস	dʒiniʃ
জিন্দা	zind̪aˑ
জিব	dʑiboˑ
জিব	dʒiboˑ
জিভ	dʑiv
জিভ	dʑiːb
জিভ	dʒib
জিভ	dʒiv
জিভ	dʒivɛ
জিয়া	dʑi̯aˑ
জিয়া	dʒi̯aˑ
জিয়ারত	dʑi̯aɹɔt̪
জিয়ারত	dʒi̯aɾɔt̪
জিরা	dʑiɹaˑ
জিরা	dʒiɾaˑ
জিরাফ	ʒiɾaf
জিরে	dʒireˑ
জির্ভা	zibɾa
জিহ্বা	dʑiu̯bʱaˑ
জিহ্বা	dʑiu̯vaˑ
জিহ্বা	dʒiu̯bʱaˑ
জিহ্বা	dʒiu̯vaˑ
জীবন	dʑibon
জীবন	dʒibon
জীবনসঙ্গী	dʑibnɔʃɔŋgiˑ
জীবনসঙ্গী	dʒibnɔʃɔŋgiˑ
জীবন্ত	dʑibɔnt̪oˑ
জীবন্ত	dʒibɔnt̪oˑ
জীবিত	dʑibit̪oˑ
জীবিত	dʒibitɔ
জীবিত	dʒibit̪oˑ
জুঝা	dʑudʑʱaˑ
জুঝা	dʒudʒʱaˑ
জুঝানো	dʑudʑʱanoˑ
জুঝানো	dʒudʒʱanoˑ
জুটা	dʒuta
জুতা	dʒutˈa
জুন	dʑun
জুন	dʑuːn
জুন	dʒun
জুন	dʒuːn
জুনায়েদ	dʑunae̯d̪
জুনায়েদ	dʒunae̯d̪
জুম্মা	dʑumːaˑ
জুম্মা	dʒumːaˑ
জুম্মাবার	dʑumːabaɹ
জুম্মাবার	dʒumːabaɾ
জুয়া	dʑu̯aˑ
জুয়া	dʒu̯aˑ
জুলপি	dʒulpi
জুলাই	dʑulai̯
জুলাই	dʒulai̯
জুলুম	dʑulum
জুলুম	dʒulum
জুলুম	zulum
জেতা	dʒet̪a
জেবরা	dʑɛbla
জেয়াদা	dʑead̪aˑ
জেয়াদা	dʒead̪aˑ
জেরা	dʒeraˑ
জেরাত	zeɹat̪
জেরাত	zeɾat̪
জেলা	dʑelaˑ
জেলা	dʒelaˑ
জেসমিন	dʑesmin
জেসমিন	dʑɛsmin
জেসমিন	dʒesmin
জেসমিন	dʒæsmin
জৈন	dʑoi̯n
জৈন	dʒoi̯n
জো	dʒo
জোঁক	dʑok
জোঁক	dʑõk
জোঁক	dʒõk
জোচ্চর	dʑotɕːoɹ
জোচ্চর	dʒotʃːoɾ
জোছনা	dʑotɕʰnaˑ
জোছনা	dʒotʃʰnaˑ
জোড়	dʒoɾ
জোনাকি	dʑonakiˑ
জোনাকি	dʒonakiˑ
জোয়ার	dʑo̯aɹ
জোয়ার	dʒo̯aɾ
জোর	dʑoɹ
জোর	dʒoɾ
জোর	d̪zoɾ
জোর	zoɹ
জোরপূর্বক	dʒoɾpuɾbok
জোরে	dʑoɹeˑ
জোরে	dʒoɾeˑ
জোরে	d̪zoɾɛˑ
জোরে	zoɹɛˑ
জোস	dʒos
জোস	dʒoʃ
জোস	dʒoːs
জোস	dʒoːʃ
জোয়ারে	dʒoare
জোয়ারের	dʒoareɾ
জৌলুশ	dʒoloʃ
জৌলুস	dʒoluz
জ্ঞান	gæn
জ্ঞান	gɛn
জ্ঞানতত্ত্ব	gænɔt̪ot̪ːoˑ
জ্ঞানতত্ত্ব	gɛnɔt̪ot̪ːoˑ
জ্বর	dʑɔɹ
জ্বর	dʒɔɾ
জ্বালাতন	dʑalat̪on
জ্বালাতন	dʒalat̪on
জ্বালানো	dʑalanoˑ
জ্বালানো	dʒalanoˑ
জ্যাম	dʑam
জ্যাম	dʑaːm
জ্যাম	dʑæm
জ্যাম	dʑæːm
জ্যাম	dʒam
জ্যাম	dʒæm
জ্যাম	dʒɛm
জ্যৈষ্ঠ	dʑoi̯stʰoˑ
জ্যৈষ্ঠ	dʑoi̯ʃtʰoˑ
জ্যৈষ্ঠ	dʒoi̯ʂʈʰoˑ
জ্যোতি	dʑot̪iˑ
জ্যোতি	dʒot̪iˑ
জ্যোতিষী	dʑot̪iʃiˑ
জ্যোতিষী	dʒot̪iʃiˑ
জ্যোৎস্না	dʑot̪s̪naˑ
জ্যোৎস্না	dʒot̪s̪naˑ
জয়	dʒoɪ
ঝগড়া	dʑʱɔgɹaˑ
ঝগড়া	dʒʱɔgɽaˑ
ঝগড়া	dʒʱɔgɾaˑ
ঝড়	dʑʱɔɹ
ঝড়	dʒʱɔɽ
ঝড়	dʒʱɔɾ
ঝড়ি	d̪z̪ɔɾiˑ
ঝড়ি	zɔɹiˑ
ঝড়ি	zɔɾiˑ
ঝনঝন	dʑʱɔndʑʱɔn
ঝনঝন	dʒʱɔndʒʱɔn
ঝরনা	dʑʱɔɹnaˑ
ঝরনা	dʒʱɔɾnaˑ
ঝরা	dʑʱɔɹaˑ
ঝরা	dʒʱɔɾaˑ
ঝাঁকানো	dʑʱakanoˑ
ঝাঁকানো	dʒʱãkanoˑ
ঝাঁটা	dʑʱataˑ
ঝাঁটা	dʒʱãʈaˑ
ঝাড়খণ্ড	dʑʱaɹɔkʰɔndoˑ
ঝাড়খণ্ড	dʒʱaɽɔkʰɔɳɖoˑ
ঝাড়খণ্ড	dʒʱaɾɔkʰɔɳɖoˑ
ঝান্ডা	dʑʱandaˑ
ঝান্ডা	dʒʱaɳɖaˑ
ঝাল	dʒʱal
ঝিঙ্গা	dʒiŋa
ঝিনাইদহ	dʑʱinai̯d̪ɔɦoˑ
ঝিনাইদহ	dʒʱinai̯d̪ɔɦoˑ
ঝিনুক	dʑʱinuk
ঝিনুক	dʒinuk
ঝিনুক	dʒʱinuk
ঝুট	dʑʱut
ঝুট	dʒʱuʈ
ঝুলা	dʑʱulaˑ
ঝুলা	dʒʱulaˑ
ঝোঁকা	dʒʱoka
ঝোল	dʒoɫ
ঝোলানো	dʒʱolano
টমটম	tɔmtɔm
টমটম	ʈɔmʈɔm
টরন্টো	tɔɹontoˑ
টরন্টো	ʈɔɾoɳʈoˑ
টাং	ʈ̟äːŋ
টাংকি	taŋkiˑ
টাংকি	ʈaŋkiˑ
টাউট	tau̯t
টাউট	ʈau̯ʈ
টাক	ʈ̟aːk
টাকা	ʈ̟äkäˑ
টাঙ্গাইল	tangɑil
টানা	ʈ̟ana
টালি	ʈ̟äliˑ
টিকট	ʈ̟ikɔˑʈ̟
টিকটিকি	tiktikiˑ
টিকটিকি	ʈikʈikiˑ
টিকা	tikaˑ
টিকা	ʈikaˑ
টিকাকরণ	tikakoron
টিকিট	tikit
টিকিট	ʈikiʈ
টিন্	t̪in
টিপাই	ʈ̟ipai̯ˑ
টিয়া	ti̯aˑ
টিয়া	ʈi̯aˑ
টীকা	tikaˑ
টীকা	ʈikaˑ
টীকাভাষ্য	tikaˑbʱaʃːoˑ
টুনটুনি	tunt̪uni
টুপি	tupiˑ
টুপি	ʈupiˑ
টেংরা	tɛŋɹaˑ
টেংরা	ʈæŋɾaˑ
টেপা	lepa
টের	teɹ
টের	ʈeɾ
টের	ʈeːɾ
টেলিভিশন	telibʱiʃɔn
টেলিভিশন	teliviʃɔn
টেলিভিশন	ʈelibʱiʃɔn
টেলিভিশন	ʈeliviʃɔn
টোনি	toniˑ
টোনি	ʈoniˑ
টোপর	topɔɹ
টোপর	ʈopɔɾ
ট্রানজিস্টার	tːɹandʑistaɹ
ট্রানজিস্টার	ʈːɾandʒisʈaɾ
ট্রানজিস্টার	ʈːɾandʒiʂʈaɾ
ট্রেন	tːɹen
ট্রেন	ʈːɾen
ঠাকুর	ʈ̟ʰäkuˑɾ
ঠাকুরগাঁও	ʈʰakuɾgãoˑ
ঠাকুরঘর	tʰakuɹgʱɔɹ
ঠাকুরঘর	ʈʰakuɾgʱɔɾ
ঠান্ডা	tʰandaˑ
ঠান্ডা	ʈʰaɳɖaˑ
ঠিক	tʰik
ঠিক	tʰiːk
ঠিক	ʈʰik
ঠিক	ʈʰiːk
ঠিকানা	tʰikanaˑ
ঠিকানা	ʈʰikanaˑ
ঠেং	ʈ̟ʰæːŋ
ঠেং	ʈ̟ʰɛːŋ
ঠেকা	peka
ঠেলা	ʈ̟ʰæla
ঠোঁট	ʈʰoʈ
ঠোঁট	ʈʰõʈ
ঠ্যাং	tʰɛŋ
ঠ্যাং	ʈʰæŋ
ডঙ্কা	dɔŋkaˑ
ডঙ্কা	ɖɔŋkaˑ
ডজন	dɔdʑon
ডজন	ɖɔdʒon
ডবল	dɔbol
ডবল	ɖɔbol
ডলফিন	dɔlfin
ডলফিন	ɖɔlfin
ডাঁট	ɖãːʈ
ডাঁশ	ɖ̟ãːʃ
ডাকনাম	daknam
ডাকনাম	ɖaknam
ডাকা	dˈaka
ডাকা	ɖ̟aka
ডাকাতি	dakati
ডাক্তার	dakt̪aɹ
ডাক্তার	ɖakt̪aɾ
ডাঙর	daŋoɹ
ডাঙর	daŋoɾ
ডাঙর	ɖaŋoɾ
ডান	dan
ডান	daːn
ডান	dˈʌn
ডান	ɖan
ডান	ɖaːn
ডানদিক	dandik
ডানা	ɖ̟ana
ডান্ডা	dandaˑ
ডান্ডা	ɖaɳɖaˑ
ডাব	dab
ডাব	daːb
ডাব	ɖab
ডাব	ɖaːb
ডাল	ɖ̟al
ডাহুক	dauk
ডিভিডি	dibʱidiˑ
ডিভিডি	dividiˑ
ডিভিডি	ɖibʱiɖiˑ
ডিভিডি	ɖiviɖiˑ
ডিম	dim
ডিম	diːm
ডিম	ɖim
ডিম	ɖiːm
ডিম্ব	dimbo
ডিসেম্বর	disembɔɹ
ডিসেম্বর	ɖisembɔɾ
ডুব	dˈub
ডুবা	dubaˑ
ডুবা	ɖubaˑ
ডুমুর	dumuɾ
ডুমুর	ɖumuɾ
ডুরিয়ান	ɖ̟uɾiäˑn
ডেক	ɖ̟eːk
ডেকচি	dektɕiˑ
ডেকচি	ɖektʃiˑ
ডেবরা	debɹaˑ
ডেবরা	dɛbɹaˑ
ডেবরা	ɖebɾaˑ
ডেবরা	ɖæbɾaˑ
ডেস্ক	desk
ডেস্ক	ɖesk
ডেস্কটপ	deskɔtɔp
ডেস্কটপ	ɖeskɔʈɔp
ডোবা	doba
ডোবা	dobaˑ
ডোবা	ɖobaˑ
ডোবানো	ɖ̟obano
ড্রাগন	dɾagɔn
ডয়	doj
ঢাকনা	dʱaknaˑ
ঢাকনা	ɖʱaknaˑ
ঢাকনি	tʰakni
ঢাকা	dáxaˑ
ঢাকা	dʱakaˑ
ঢাকা	ɖʱakaˑ
ঢাকা	ɗakaˑ
ঢালা	ɖ̟ʱala
ঢি	li˥˩
ঢেঁকি	toki
ঢেঁড়স	ɖʱæ̃ɽoʃ
ঢেঁড়স	ɖʱæ̃ɾoʃ
ঢেউ	ɖʱeuˑ
ঢোকা	ɖ̟ʱokaˑ
ঢোকানো	ɖ̟ʱokano
ঢোল	dʱol
ঢোল	dʱoːl
ঢোল	ɖʱol
ঢোল	ɖʱoːl
ণই	noi̯
ত	a
তখন	t̪ɔkʰon
তছু	t̪ɔtɕʰuˑ
তছু	t̪ɔtʃʰuˑ
তড়িঘড়ি	t̪o̞ɹiˑgʱoˑɾiˑ
তড়িৎ	t̪oɹit̪
তড়িৎ	t̪oɽit̪
তড়িৎ	t̪oɾit̪
তত্ত্ব	t̪ɔt̪ːoˑ
তথাগত	t̪ɔt̪ʰagɔt̪oˑ
তদানীং	t̪ɔd̪aniŋ
তদ্ভব	t̪ɔd̪bʱɔboˑ
তদ্ভব	t̪ɔd̪vɔboˑ
তনিমা	t̪onimaˑ
তনুকা	t̪onukaˑ
তন্ত্র	t̪ɔnt̪ːɹoˑ
তন্ত্র	t̪ɔnt̪ːɾoˑ
তপের	topeɾ
তফাত	t̪ɔfat̪
তবু	tobu
তবু	t̪obuˑ
তবুও	t̪obu̯oˑ
তবে	tobe
তবে	t̪ɔbeˑ
তরঙ্গ	t̪ɔɹoŋgoˑ
তরঙ্গ	t̪ɔɾoŋgoˑ
তরফ	t̪ɔɹof
তরফ	t̪ɔɾof
তরফদার	t̪ɔɹofd̪aɹ
তরফদার	t̪ɔɾofd̪aɾ
তরবারি	t̪ɔɹbaɹiˑ
তরবারি	t̪ɔɾbaɾiˑ
তরমুজ	t̪oɹmudʑ
তরমুজ	t̪oɹmuz
তরমুজ	t̪oɾmudʒ
তরমুজ	t̪oɾmuz
তরী	t̪oɹiˑ
তরী	t̪oɾiˑ
তরুণ	t̪oɹun
তরুণ	t̪oɾun
তরোয়াল	t̪ɔɹo̯al
তরোয়াল	t̪ɔɾo̯al
তর্জমা	t̪ɔɹdʑɔmaˑ
তর্জমা	t̪ɔɾdʒɔmaˑ
তলপেট	t̪o̞lpe̞ʈ
তলব	t̪ɔlob
তলা	dɔla
তলা	t̪ɔlaˑ
তলোয়ার	t̪ɔlo̯aɹ
তলোয়ার	t̪ɔlo̯aɾ
তশতরী	t̪ɔst̪oɹiˑ
তশতরী	t̪ɔst̪oɾiˑ
তশতরী	t̪ɔʃt̪oɹiˑ
তশতরী	t̪ɔʃt̪oɾiˑ
তসবির	t̪osbiɹ
তসবির	t̪osbiɾ
তসবীহ	t̪osbiˑ
তসলিম	t̪oslim
তা	t̪aː
তা	t̪aˑ
তাঁত	t̪at̪
তাঁত	t̪ãt̪
তাই	t̪ai̯
তাইওয়ান	t̪ai̯o̯an
তাওয়া	t̪ao̯aˑ
তাকানো	t̪akano
তাকে	take
তাজ	t̪adʑ
তাজ	t̪adʒ
তাজদার	t̪az̪̪d̪aɹ
তাজদার	t̪az̪̪d̪aɾ
তাজা	t̪adʑaˑ
তাজা	t̪adʒaˑ
তাড়ানো	t̪aɹanoˑ
তাড়ানো	t̪aɽanoˑ
তাড়ানো	t̪aɾanoˑ
তাণ্ডব	t̪andɔb
তাণ্ডব	t̪aɳɖɔb
তাপ	tɐp
তাপ	t̪ap
তাপ	t̪aːp
তাবাসসুম	t̪abasːum
তাবিজ	t̪abidʑ
তাবিজ	t̪abidʒ
তাবিজ	t̪abiz
তামা	tama
তামা	t̪amaˑ
তামাক	t̪amak
তামাশা	t̪amaʃaˑ
তামিলনাড়ু	t̪amilnaɹuˑ
তামিলনাড়ু	t̪amilnaɽuˑ
তামিলনাড়ু	t̪amilnaɾuˑ
তারা	t̪aɹaˑ
তারা	t̪aɾaˑ
তারিখ	t̪aːɾik
তারিপ	t̪äɾiˑp
তারিফ	t̪aɾif
তালব্য	t̪alɔbːoˑ
তালা	dala
তালা	t̪ala
তালিকা	t̪alikaˑ
তালুকদার	t̪alukd̪aɹ
তালুকদার	t̪alukd̪aɾ
তিন	t̪in
তিন	t̪iːn
তিনটি	t̪int̪i
তিনি	tini
তিনি	t̪iniˑ
তিমি	t̪imiˑ
তিরুবনন্তপুরম	t̪iɹubɔnont̪ɔpuɹom
তিরুবনন্তপুরম	t̪iɾubɔnont̪ɔpuɾom
তিল	tˈil
তিল	t̪il
তিল	t̪iːl
তিলক	t̪ilɔk
তিষ্টা	t̪iʂʈaˑ
তিষ্ণা	t̪iʃnaˑ
তীব্র	t̪ibɹoˑ
তীব্র	t̪ibɾoˑ
তীর	t̪iɹ
তীর	t̪iɾ
তীর	t̪iːɾ
তুফান	t̪ufan
তুমি	t̪umiˑ
তুরস্ক	t̪uɹoʃkoˑ
তুরস্ক	t̪uɾoʃkoˑ
তুরিত	t̪uɾiˑt̪
তুরুপ	t̪uɹup
তুরুপ	t̪uɾup
তুর্কি	t̪uɹkiˑ
তুর্কি	t̪uɾkiˑ
তুলনা	t̪ulonaˑ
তুলনামূলক	t̪ulnamulɔk
তুলসী	t̪ulʃiˑ
তুলি	t̪uli
তুলো	t̪uloˑ
তুষার	t̪uʃaɹ
তুষার	t̪uʃaɾ
তৃণ	t̪ːɹinoˑ
তৃণ	t̪ːɾinoˑ
তৃতীয়	t̪rit̪io
তে	t̪eː
তে	t̪eˑ
তেওড়া	t̪eoɹaˑ
তেওড়া	t̪eoɽaˑ
তেওড়া	t̪eoɾaˑ
তেওড়া	t̪æoɽaˑ
তেওড়া	t̪æoɾaˑ
তেওড়া	t̪ɛoɹaˑ
তেড়া	t̪æɽaˑ
তেড়া	t̪æɾaˑ
তেড়া	t̪ɛɹaˑ
তেপায়া	t̪epajaˑ
তেরো	t̪eɹoˑ
তেরো	t̪eɾoˑ
তেলেঙ্গানা	t̪eleŋganaˑ
তৈরি	t̪oi̯ɹiˑ
তৈরি	t̪oi̯ɾiˑ
তো	t̪o
তোকমা	t̪okmaˑ
তোমাদের	t̪omad̪eɹ
তোমাদের	t̪omad̪eɾ
তোমার	t̪omaɹ
তোমার	t̪omaɾ
তোয়াক্কা	t̪o̯akːaˑ
তোয়ালে	t̪o̯aleˑ
তোলপাড়	t̪olpaɹ
তোলপাড়	t̪olpaɽ
তোলপাড়	t̪olpaɾ
তোলা	t̪olaˑ
তোশক	t̪oʃok
তৌরাত	t̪ou̯ɹat̪
তৌরাত	t̪ou̯ɾat̪
ত্বক	ok
ত্বক	t̪ɔk
ত্বক	t̪ɔːk
ত্যাগ	tɛg
ত্যাগ	t̪æg
ত্যাগ	t̪ɛg
ত্রিচক্রযান	t̪ːɹitɕɔkɹɔdʑan
ত্রিচক্রযান	t̪ːɾitʃɔkɾɔdʒan
ত্রিপদ	t̪ːɹipɔd̪
ত্রিপদ	t̪ːɾipɔd̪
ত্রিপুরা	t̪ːɹipuɹaˑ
ত্রিপুরা	t̪ːɾipuɾaˑ
ত্রিশ	t̪ːɹiʃ
ত্রিশ	t̪ːɾiʃ
তৎসম	t̪ɔt̪ʃɔmoˑ
থ	t̪ʰɔː
থ	t̪ʰɔˑ
থাকলে	takle
থাকা	taka
থাকানো	t̪ʰakano
থানা	t̪ʰana
থামা	tama
থামা	t̪ʰama
থার্মোমিটার	t̪ʰaɹmomitaɹ
থার্মোমিটার	t̪ʰaɾmomiʈaɾ
থালা	t̪ʰala
থু	tuː
থুতু	t̪ʰut̪uˑ
থেকে	t̪ʰekeˑ
থোক	t̪ʰok
থোক	t̪ʰoːk
দই	d̪oi̯
দইর্যা	d̪ɔidʑdʑa
দক্ষিণ	d̪ɔkʰːin
দখল	d̪ɔkʰol
দড়ি	d̪oɽ̟i
দণ্ড	d̪ɔndoˑ
দণ্ড	d̪ɔɳɖoˑ
দত্ত	d̪ɔt̪ːoˑ
দন্ত	d̪ɔnt̪oˑ
দন্ত্য	d̪ɔnt̪ːoˑ
দপ্তর	d̪ɔpt̪ɔɹ
দপ্তর	d̪ɔpt̪ɔɾ
দফতর	d̪ɔft̪ɔɹ
দফতর	d̪ɔft̪ɔɾ
দফা	dofa
দম	dˈɔm
দমা	d̪ɔmaˑ
দয়াল	d̪ɔe̯al
দয়ালু	d̪ɔe̯aluˑ
দরকার	d̪ɔɹkaɹ
দরকার	d̪ɔɾkaɾ
দরকারি	dorkaɾi
দরখাস্ত	d̪ɔɹkʰast̪oˑ
দরখাস্ত	d̪ɔɾkʰast̪oˑ
দরজা	d̪ɔɹdʑaˑ
দরজা	d̪ɔɹzaˑ
দরজা	d̪ɔɾdʒaˑ
দরজা	d̪ɔɾd̪zaˑ
দরবেশ	d̪ɔɹbeʃ
দরবেশ	d̪ɔɾbeʃ
দরাজ	d̪ɔɹadʑ
দরাজ	d̪ɔɾadʒ
দরিয়া	d̪oɹi̯aˑ
দরিয়া	d̪oɾi̯aˑ
দরুন	doɾun
দল	d̪ɔl
দল	d̪ɔːl
দলিত	d̪oliˑt̪
দশ	dɔʃ
দশ	d̪ɔʃ
দশ	d̪ɔːʃ
দহ	d̪ɔɦoˑ
দা	dˈa
দা	d̪aː
দা	d̪aˑ
দাঁড়	d̪aɹ
দাঁড়	d̪ãɽ
দাঁড়	d̪ãɾ
দাঁড়ানো	d̪aɹanoˑ
দাঁড়ানো	d̪ãɽanoˑ
দাঁড়ানো	d̪ãɾanoˑ
দাঁড়ি	d̪aɹiˑ
দাঁড়ি	d̪ãɽiˑ
দাঁড়ি	d̪ãɾiˑ
দাঁত	d̪at̪
দাঁত	d̪ãt̪
দাঁড়াই	ˈd̪ãɽai
দাই	d̪ai̯
দাউদাউ	d̪au̯d̪au̯
দাও	dau̯
দাওয়াই	d̪ao̯ai̯
দাওয়াত	d̪ao̯at̪
দাগ	d̪ag
দাড়ি	d̪aɹiˑ
দাড়ি	d̪aɽiˑ
দাড়ি	d̪aɾiˑ
দাতা	d̪at̪aˑ
দাদা	d̪ad̪aˑ
দাদী	d̪ad̪iˑ
দানব	danob
দানা	d̪ana
দান্দান	d̪and̪an
দাব	d̪ab
দাব	d̪aːb
দাবদাহ	d̪abod̪aɦoˑ
দাবা	d̪aba
দাবানল	d̪abanɔl
দাম	d̪am
দাম	d̪aːm
দামড়া	d̪amɹaˑ
দামড়া	d̪amɽaˑ
দামড়া	d̪amɾaˑ
দামি	dami
দারচিনি	d̪aɾtɕiniˑ
দারচিনি	d̪aɾtʃiniˑ
দারু	d̪aɾuˑ
দারুণ	d̪aɹun
দারুণ	d̪aɾun
দারোয়ান	d̪aɹo̯an
দারোয়ান	d̪aɾo̯an
দার্জিলিং	d̪aɹdʑiliŋ
দার্জিলিং	d̪aɾdʒiliŋ
দাশগুপ্ত	d̪aʃgupt̪oˑ
দাস	d̪aʃ
দাস	d̪aːʃ
দাসী	d̪aʃiˑ
দাহন	d̪aːn
দাড়ি	dari
দায়	daj
দি	di
দিওয়ালি	d̪i̯o̯aliˑ
দিকে	d̪ikeˑ
দিঘি	d̪igʱiˑ
দিদিভাই	d̪id̪ibʱai̯
দিদিভাই	d̪id̪ivai̯
দিন	d̪in
দিন	d̪iːn
দিনরাত	d̪inɹat̪
দিনরাত	d̪inɾat̪
দিনসমূহের	d̪iˑnʃamuɦeɾ
দিনাজপুর	ð̞inat̪spuɾ
দিবস	d̪ibɔʃ
দিবা	d̪ibaˑ
দিবানিদ্রা	d̪ibanid̪ːɹaˑ
দিবানিদ্রা	d̪ibanid̪ːɾaˑ
দিবারাত্রি	d̪ibaɹat̪ːɹiˑ
দিবারাত্রি	d̪ibaɾat̪ːɾiˑ
দিল	d̪il
দিল	d̪iːl
দিলি	dili
দিলীপ	d̪ilip
দিলে	dile
দিলো	dilo
দিল্লি	dilli
দিস	dˈiʃ
দিয়ো	dio
দীপান্বিতা	d̪ipanːit̪aˑ
দীয়া	d̪i̯aˑ
দীর্ঘ	d̪iɹgʱoˑ
দীর্ঘ	d̪iɾgʱoˑ
দু	dˈu
দু	d̪uː
দু	d̪uˑ
দুঃখ	d̪ukʰːoˑ
দুঃস্বপ্ন	d̪uhʃːɔpnoˑ
দুই	d̪u̯iˑ
দুগি	d̪ugiˑ
দুগ্ধ	d̪ugd̪ʱoˑ
দুধ	d̪ud̪
দুনিয়া	d̪uni̯aˑ
দুপুর	d̪upuɹ
দুপুর	d̪upuɾ
দুয়ার	d̪u̯aɹ
দুয়ার	d̪u̯aɾ
দুরিয়ান	d̪uɹi̯an
দুরিয়ান	d̪uɾi̯an
দুর্গজয়	d̪uɹgɔdʑɔe̯
দুর্গজয়	d̪uɾgɔdʒɔe̯
দুর্গন্ধ	d̪urgɔn̪ːd̪ʰo
দুর্দান্ত	d̪uɹd̪ant̪oˑ
দুর্দান্ত	d̪uɾd̪ant̪oˑ
দুর্বার	d̪uɾbaːɾ
দুশমন	d̪uʃmon
দুশমন	d̪uʃmɔn
দুস্থ	d̪ust̪ʰoˑ
দূরত্ববিধি	d̪ʊɾt̪ːbid̪ʱiˑ
দূরদর্শন	d̪uɹd̪ɔɹʃɔn
দূরদর্শন	d̪uɹɔd̪oɹʃɔn
দূরদর্শন	d̪uɾd̪ɔɾʃɔn
দূরদর্শন	d̪uɾɔd̪oɾʃɔn
দূরবিন	d̪uɹbin
দূরবিন	d̪uɾbin
দূষণ	duʃɔn
দৃশ্য	d̪riʃːoˑ
দে	dɛ
দে	d̪eː
দে	d̪eˑ
দেওয়া	d̪ao̯aˑ
দেওয়া	d̪eo̯aˑ
দেওয়া	d̪æo̯aˑ
দেওয়া	d̪ɛo̯aˑ
দেওয়ানা	d̪eo̯anaˑ
দেওয়াল	d̪eal
দেওয়াল	d̪eo̯al
দেওয়ালি	d̪eo̯aliˑ
দেওয়া	dewa
দেখানো	d̪ækʰano
দেড়	d̪eɹ
দেড়	d̪eɽ
দেড়	d̪eɾ
দেব	d̪eb
দেব	d̪eboˑ
দেব	d̪eːb
দেবতা	d̪ebot̪aˑ
দেবদাস	d̪ebd̪aʃ
দেবদাসী	d̪ebd̪aʃiˑ
দেবী	d̪ebiˑ
দেরি	d̪eɹiˑ
দেরি	d̪eɾiˑ
দেশ	dˈeʃ
দেশপ্রেমিক	d̪eʃɔpɹemik
দেশপ্রেমিক	d̪eʃɔpɾemik
দেশলাই	d̪eʃlai̯
দেহ	deɣo
দেহ	d̪eɦoˑ
দৈব	d̪oi̯bɔˑ
দৈর্ঘ্য	d̪oi̯ɹgʱːoˑ
দৈর্ঘ্য	d̪oi̯ɾgʱːoˑ
দো	dˈo
দো	d̪oː
দো	d̪oˑ
দোকান	d̪okan
দোকানদার	d̪okand̪aɹ
দোকানদার	d̪okand̪aɾ
দোজখ	d̪odʑok
দোজখ	d̪odʑox
দোজখ	d̪odʒok
দোজখ	d̪odʒox
দোভাষী	d̪obʱaʃiˑ
দোভাষী	d̪ovaʃiˑ
দোয়া	d̪o̯aˑ
দোয়েল	d̪oel
দোলনা	d̪olnaˑ
