a	ɑ
erg	ɛrx
erge	ɛrχe
erger	aɾgə
erger	ərˈχɛr
ergerlik	ɛrχəlɪk
ergste	ɛrxstə
eric	əˈrɪk
erich	əˈrɪəx
erick	əˈrik
erken	ɛrˈkɛn
erkende	ɛrˈkɛnde
erkenning	əɹkəŋɪŋ
erkentenis	əɹkəntəˈnis
ernestine	əˈrɛstinə
ernst	ɛrnst
ernstig	ɛrnstχ
ernstige	ɛrnˈstɪə
ernstiger	ɛrnstɪχər
erotika	əɾoʈigə
error	əˈrɔr
ertjie	əɹtʃi
ertjies	əɹtʃiəs
erts	aɾks
ervaar	ərˈvɑːr
ervan	ərˈfɑn
ervare	arfɔre
ervare	ərˈvɑːrə
ervaring	əˈrɑi̯ŋ
ervaringe	ərʋɑi̯ŋə
erwe	əˈrɸə
es	ə
esel	piesɨw
esel	ɛsəl
esels	ɛsəls
eshout	əˈʃʊt
eskader	əˈskɑːdər
eskaders	əˈskɑːdərs
eskapade	əˈskɑpɑːdə
eskimo	əˈskɪməʊ
espinosa	əˈspiːnəsa
espresso	əˈsreso
essehout	əsəʊt
essensieel	əˈsɛnsiəl
est-ce	ɛstə
estate	əˈstɛt
esterhazy	ˈɛstəˌraːzi
estetika	əˈstɛtɪkə
esther	ˈɛstə
esthers	əˈstɛrs
estland	əˈstlant
estrid	əˈstrɪt
et	ɛt
ete	əˈtɛ
ete-afspraak	əˈtəɑfˌsprɑːk
etenstyd	əˈtɛnstəɪ̯t
eterestourant	ɛtəɾəstoːɾɑ̃ː
etermasker	əˈtɛrmaʃkər
eternal	ɛtɛrnal
eternity	ɛtəˈrɪnəti
etery	əˈtɛə̯ri
etes	əˈtəs
etiek	tɛtik
etiket	əˈtɪkət
etna	əˈtna
etswerk	əˈtsɛrvəχ
etter	ɛtər
eu	əʊ
eubanks	əʊbɑŋks
eufemismes	ɪfəmiˈsɪms
eugen	ɥiˈgən
eugene	ɥʏˈʒɛn
euh	əʊ
eurasië	irosia
euro	ɜːroʊ
europa	əˈuːrpa
europese	ɪu̯rɔpəse
euros	ɥɯroːs
eurosong	ɥɹoʊsɔŋ
euwel	əʊfəl
euwels	lɛvɛls
euwels	ɦœy̯əls
eva	ɛfɑ
evaluasie	əβəluˈɑːsi
eve	ɛvə
eveline	əˈvɛliːnə
even	əˈvɛn
everything	əˈgɛŋə
everywhere	əˈvɛrɪ
evil	əˈvəl
evolusie	əβuˈlusi
evolusionêre	əβulɪʃəˈnɛːrə
evêque	əˈvɪkʃə
ewe	əʊ
ewebeeld	əʊβɛlt
ewegoed	əˈβʊəχ
eweknie	ɛˈvɛkni
ewenaar	əʊˈvɑːnər
eweredig	əʊəˈrɛɪtʃ
ewig	əˈvɪχ
ewige	əˈviχə
ewigheid	əʊfɪçtʰəɪt
ex	ɛks
ex-baas	ɛkˈsβɑːs
ex-solidatiteit	ɛgsɔlɪdiːtɛit
excellence	ɛkˈsɛləns
exit	ˈɛksɪt
exotischer	ɛkˈsɔtɪʃər
expansiedrift	ɛkspɑnsieˈdrɪft
expected	əksəˈpɛkt
explosie	ɛksploˈsi
expo	ɛkspoː
expo-aand	ˈɛkspoːɑːnt
expo-braai	ˈɛkspoːbraːi
exterminators	ɛkstɪmineɪtɔːrs
extras	ˈɛkstrɑs
extremist	ɛkˈstrɛmɪst
eyck	ɛɪk
eyes	ɑɪs
eylau	ɛɪ̯ˈlɑʊ̯
eén	iːn
f-18	ɸəˈɦaːtən
f-35	fəˈθɪnti
f3	fə
f4	fə
f6	fə
faa	faː
faal	faːl
fabelagtig	ˈfɑːbəlɑxtəχ
fabricius	fəˈbɹɪsʔəs
fabriek	fabˈrikˈ
fabriek	fəˈbrik
fabrieke	fəˈbriːkə
fabriekswerkers	fəˈbriːkʃvɛrkərs
fabrikant	fəˈbrɪkənt
fabritius	fəˈbrɪtsʊs
facade	fəˈkɑːde
fagnola	fagnɔlə
fahrenheit	fəˈrɛnhaɪt
fait	faɪt
faith	faɪθ
faithful	fəˈθuːl
fakkel	ˈfɑkəl
fakkeloptog	ˈfɑkəlɔptɔχ
fakkels	ˈfɑkəls
faktor	ˈfɑktər
faktotum	ˈfɑktətʏm
faktotumposisie	ˈfɑktoːtʏmpoːˌsiː
faktotums	ˈfɑktoːtʏms
falk	faɬk
falke	ˈfɑlkə
falkenau	ˈfɑlkənɑu
falkland-eiland	ˈfɑlklɑntəi̯lant
famielietradisie	fəmiəliətrədiːsi
famile	fəˈmiːlə
familie	famili
familie	fəˈmiːliə
familie-gebeurtenis	fəˈmiːliəɣəˌbœrtn̩ɪs
familie-geheim	fəˈmiːliəɣəˌʔɑim
familie-sake	fəˈmiːliəˌsɑːkə
familie-stamboom	fəˈmiːliəstɑmˈbuːm
familiegeheim	fəˈmiːliəχəˌɦɛim
familiehof	fəˈmiːliəˌɦɔf
familiekleure	fəˈmiːləˌklyːrə
familielede	fəˈmiːliəˌleːdə
familielid	fəˈmiːliəˌlɪt
familienaam	fəˈmiːliəˌnɑːm
familieprobleem	fəˈmɪliəprʊblɪəm
families	fəˈmiːlies
familiesaak	fəˈmiːliəˌsɑːk
familiesake	fəˈmiːliesəkə
familietjie	fəˈmɪliəˌtʃi
familietwis	fəˈmiːliə̯tvis
familievergadering	fəˈmiːliəʃfərˌχɑːdəˈrɪŋ
fan	fæ̃
fans	fæns
fanta	ˈfɑntə
fantasie	ˈfɑntəsi
fantasieë	ˈfɑntəsiə
fantasië	ˈfɑntəsi
fantasties	ˈfɑntəstiə
fantastiese	fantastise
fantastiese	ˈfɑntəˌstɪsə
faora	fɑˈoːrə
faora-ui	foːɾaʊi
farao	fəˈrɑːoʊ
farao-ryk	fəˈrɑːo̯rɪk
faraos	fəˈrɑːs
farewell	fəˈrɛl
farisiërs	fəˈrɪsiərs
farmaseutiese	ˈfɑːrməsɪətsi
farshad	ˈfɑrsxɑt
fase	fɔrse
fase	fəˈsə
fasiliteer	fəˈsilətir
fasiliteit	fəsiliˈtɪt
fasiliteite	fəˈsɪlɪtɪtə
fasinerend	fəˈsɪnəˌrɛnt
fasinerende	fəˈsinəˌrɛndə
fasisme	ˈfɑːsɪmə
fasten	ˈfɑstən
fataal	satʰaːw
fatale	fəˈtɑːlə
fatsoenlike	ˈfɑtsunləkə
faust	faʊ̯st
fbi	ɸiːβiː
feb	fəp
februarie	febriari
februarie	fəˈbruːəri
federale	fəˈdeːrələ
feeks	feːkʃ
fees	fiːs
fees	fˈiːɹs
feesmaal	feːsmaːl
feesrokke	feːsˈrɔkə
feeste	feːstə
feestelik	feːstəlik
feestelik-versierde	feːstəlikfərsiːrdə
feestelikhede	feːstəlikəhədeː
feestelikheid	feːstəlikɦɪt
feesvier	fiːsfɪə̯r
feit	fɛit
feit	fˈaɪt
feite	feɪ̯tə
feitlik	feːtlik
fel	fəɫ
feller	ˈfɛlə
femmes	fəˈmɪs
fending	ˈfɛə̯ŋə
fenomenaal	fɘnʊmɛɑːl
fenominaal	fəʊnəmiɑːl
ferdinand	fəˈrɪntɑːn
fereol	fəˈrɪɔl
ferm	færm
ferm	ɸɛrm
ferrari	fəˈrɑːri
ferraud	fəˈrɑːt
ferrauds	fəˈrɑːts
fersof	ˈfɛrsɔf
ferweel	fəˈrɛl
feudale	feʊ̯dɑːlə
few	feʊ
feëtjie	feːtʃi
feëtjies	feːtʃis
fi	fiː
fichte	fəʃtə
field	feːld
fiemies	fiːməi̯s
fier	fiːr
fiets	fits
fiets	fˈɪts
fiets-broekknippe	fiətsˈbrœkˌknɪpə
fietsgogga	fiːtsxɔχa
fietsry	fitsrɪ
figuur	fɪˈɣʏr
figuurtjie	ɸɪˈkœrtrəi̯
fiks	ɟɪks
fiksheid	fuktsai̯d
fiksie	ˈfɪksə
filantroop	filɑntrʊp
filet	filət
filharmoniese	fəlɑrmoːnisə
filip	fˈɑləp
filips	filɪps
fillette	filətə
film	fɛlim
film	ɸɪlm
film-dae	filmdae
filmmakers	filməˈkɛə̯rs
filmmateriaal	filməˈtɪəɾiɑl
filmopname	filmɔmˈpamə
filmpie	filmpi
films	filmz
filmspan	filmspan
filmsterre	filmˈstɛrə
filosofie	filoːsofi
filosofie	filʊsɔfɪə
filosoof	filʊˈsuf
finaal	ˈfɪnɑːl
finale	ˈfɪnəlɛ
finaliseer	ˈfɪnəlɪˌseːs
finansieel	ˈfɪnɑnsiəl
finansiele	fɪnɑnsiɛlə
finansier	ˈfɪnɑnsɪr
finansies	ˈfɪnɑnsis
finansiëel	fɪnɑnsiɛːl
finansiële	fiˈnɑnsiɛlə
finansiële	fɪnɑnsiɛlə
find	fɪnt
finish	fəˈniʃ
finland	ˈfɪnlɑnt
finlay	fˈɪnnli
finse	ˈfɪnsə
firewall	faɪɹwɔːl
firma	fɛrma
firma	ˈfɪrma
firmament	ˈfɪrmamənt
first	frɪəst
fisant	fiˈsɑnt
fisante	ˈfisəntə
fisiese	ˈfɪsiə
fisika	ˈfɪsɪkə
fisio	fiːsiə
fiskus	fɪskʏs
fissie	fessi
flamenko-danseres	flɑmɛŋkodɑnsəres
flanders	flæntərs
flank	flɑŋk
flankeer	flɑŋkəːr
flarde	flɑːrde
flat	flɑt
flater	fl̥ɑtər
flentertjie	flɛn̥tərtʃi
flerrie	flɛrijə
fles	fles
fles	fləs
flessie	flɛsi
fliek	flɪk
fliek	flˈɪk
fliekhuis	flˈɪkˈaɪz
flieks	flɪəks
flik	flɪk
flikken	flɪkən
flikkering	flɪkəˈrɪŋ
flikkerligte	flɪkərlɪχtə
flinck	flɪŋk
flink	flɪŋk
flinke	flɪŋkə
flinker	flɪŋkər
flint	flɪnt
flip	flɪp
flits	flɪts
flore	flɔːrə
floreer	fluːrəʁ
florence	flɔrəns
florida	flɔriˈda
floryne	flɔi̯rɪnə
flou	flou
flous	flʊə̯s
flowers	flʊə̯rs
fluister	flɥistər
fluit	flœɪt
fluite	flɥiːtə
fluitjie	flœɪtʃi
fluoorsuur	flɥoːrsœr
fluweel	flʊˈʋɛl
fluweel	lˈɪvjˈo
fluweel-sagte	fluˈʋɛlˌsɑχtə
fnuik	fnœɪk
foelie	foːli
foelie	fˈʊli
fok	fok
fokof	fokʌff
fokus	ˈfɔkʏs
fokuspunt	ˈfɔkʏspʏnt
folder	ˈfɔːldər
fomitopsis	fomitɔpɪs
fondament	funt̪ament̪
fondasie	fɔnˈdiːsi
fondse	ɸɔnsə
fone	fʊnə
fontein	font̪ejn
fontein	fʊntɛɪ̯n
fonteine	ˈfɔntəi̯nə
fonteinwater	fonteinwɑtər
fontel	ˈfɔntəl
fooi	foːi
fooitjie	fuːtʃi
fooitjies	fuːtʃis
fool	fʊəl
foon	fʊn
for	fɔː
forced	fɔːrs
fordham	fɔːrdɑːm
forefather	foːrˈfɑːtər
forel	fɔːɾɑːl
forelle	foːˈrɛlə
forest	foːˈrɛst
forgive	foːrˈfɪi̯
forgiveness	foːrxəˈfɛns
forgot	fɔrχɔt
form	fɔːrm
formaat	fɔrmat
formaldehied	ˈfɔrmɑldəˌɦiət
formalisme	fɔrmaːlɪsmə
formaliteite	fɔrməliːtiːtə
formasie	fɔːrmasi
formeel	fɔrmjɛl
formeel	fɔːrmiːl
formele	fɔːrmələ
formidabele	fɔːrmɪdɑːbələ
formule	fɔːˈmylə
fornell	foːrɛnɛl
forre	foːrə
fors	foːrs
forseer	foːrˈsɪr
forssman	ˈfɔrsman
fort	foːrt
fortuin	fɔrˈtœi̯n
fortuna	fɔrˈtunə
forum	fɔːrʌm
foto	foto
fotorolletjies	foːtoˈrɔləjis
fotos	fəˈtoːs
fotostaat	foto'staːt
fotuin	foːˈtœɪn
found	fʌund
fours	foːrs
fout	falt̪
fout	fuːt
foute	ˈfuːtə
fouteer	ˈfuːtəə
foutiewe	ˈfœʊ̯tiwə
foutjie	foutʃi
foxtrot	ˈfɔkstrɔt
fraai	frɑːi
fraai	frˈoj
fraaie	frɑːi̯ə
fragment	frəˈment
fragmente	frɑɣməntə
fraksie	frɑksi
framboos	fɾɑmbɫuz
francesca	frəˈnɛtsə
francia	frɑnˈsiə
francine	frɑːnsin
francisca	frɑːntrɪska
franciscus	frɑːnsiˈkʏs
franco	frɑŋkoː
francois	frɑŋˈwɑs
francos	frɑŋkɔs
francs	frɑːns
frank	fræŋk
frank-note	fræŋkˈnʊtə
franke	frɑŋkə
frankenstein	frɑŋkənʃtain
frankfurt	fræŋkfʀʊkt
franklin	frɑŋklɪn
frankryk	fræŋkrʏk
franks	frɑŋks
frans	fraʊns
frans	frɑns
franse	frɑːnsə
fransl	frɑːnsəl
fransman	frɑːnsman
franz	frɑːns
franz-josef	frɑːnʃʏsəf
franz-joseph	frɑːnʃʏˈsɔf
franz-karl	frɑːnθkɑːɹl
franzie	frɑːnsi
franzl	frɑnsl
française	frɑnˈsɛː
françon	frɑnˈsɔŋ
frase	frɑːsə
frasering	ˈfɹɑːsəɹɪŋ
frases	frɑːsəs
frasyniuk	frɑːsəniʊk
fratse	frɑtsə
frau	frɑːu̯
frauenplan	fɹɑʊənplɑn
frazier	frɑːsiːr
freak	frɪk
freddy	frɛdi
frederik	frɛːˈdeːrik
frederike	fɹeːdəˈrikə
freese	fɹiːsə
freimuth	fɹeɪmʊt
freimuth-tjie	frɛimʊtxi
frekwensie	frɛkˈwɛnsi
fret	frɛt
fret-hok	frɛtˈhɔk
freud	fɹøːt
fricassee	frɪkəˈsiː
friday	frɪədi
friedenthal	fɹˈidənθˈɛl
friederike	frɪəɾiːkə
friedl	frɪə̯təl
friedrich	frɪə̯ˈdrɪk
friedrichstraat	frɪə̯ˈdrɪkstraːt
frikadelle	frɪkədɛlə
frikkadel	frikɔdɛl
fris	frɪs
fritz	frɪts
fritzi	frɪtsi
from	frʌm
frons	frɔns
frons	fɾɔns
front	frʌnt
frontondervinding	frɔntɔndɛrvɪŋ
frontverlof	fɹɔntfɛɹlɔf
frontvoorsprong	frɔntfɔrtsprɔŋ
frosch	frɔsχ
frosh	frɔʃ
frost	frɔst
fructidor	frʏkˈtɪɾɔr
frustrasie	frustrˈaːsi
frustrasies	frʏstrɑsiəs
frutti	frʏti
fräulein	frɑʊ̯lɛɪ̯n
fs	fs
fuhrer	ˈfɪrə
fuhrer-hoofkwartier	ˈfɪrəɾˌɦʊə̯fˈkʋɑːrtiər
fuhrmann	ˈfœrman
fukushima	ˈfʏkʏʃɪmə
fundamentele	ˈfʊndəmɛntələ
funeral	fʊnɪəl
funksie	fɔ̃ksjˈ
funksie	ˈfʊŋksiə
funksies	ˈfʊŋkəsi
funksioneer	ˈfʌŋkʃʊnɪə̯r
funksionele	ˈfʌŋkʃʊnələ
furtwangler	fʏrtˈʋɑŋlə
fusie	fisi
fut	føt˦
future	ˈfʏtʃər
fyn	ɟəɪn
fynkam	ɸəŋkɑm
fynknip	ɸəɪ̯nˈkəɪ̯p
fynste	ɦɪnstə
fytotherapie	ˈfʏtəˌtɹɑːpi
félicien	feːliˈsɪən
führer	ˈfʏrər
g	χ
g'n	χɛŋ
g-e-r	χɛr
ga	χa
gaaf	xɑːf
gaaf	χɑːf
gaafste	χɑːfste
gaan	gɑːn
gaan	xan
gaande	χɑːndə
gaandeweg	χɑːndəʋɛχ
gaanl	gɑːnəl
gaap	xɔ̀p
gaap	χɑːp
gaar	χɑːr
gaarmaak	χɑːrmɑːk
gaas	χɑs
gaatjie	χɑːtʃi
gaatjies	χɑːtʃis
gabled	χɑbələt
gabriël	χaβriəl
gabs	χaps
gachet	χɑˈχət
gackl	χɑkəl
gade	ħadə
gade	χaːde
gag	χɑɣ
gajos	χaˈɦoːs
gal	xɑl
gal	χɑːl
galant	χaˈlɑːnt
galante	χaˈlɑːntə
galdruppels	χɑldrʏpəls
galileërs	ɣ̞olellioz
galleie	χaˈliə
gallery	gæləri
gallicus	χaˈlɪkʊs
galop	χaˈlɔp
gamov	χaˈmoʊf
gang	χɑŋ
gange	χaŋgə
gangerinne	χaŋəˈrɪnə
gangetjie	χaŋgətʃi
gangster	χɑŋstər
gans	χans
ganse	χɑnsə
ganser	χansər
gansvleis	χɑnsflɛis
gaps	χaps
garage	χaɾaʒ
garde	χɑːrdə
gardini	χaɾˈdiːni
garlitz	χɑːlɪts
garnisoen	kʰaːrnisun
garnisoen	χɑrnisʊə̯n
garonne	χaˈrɔnə
gars	χɑrs
gary	χaɾi
gas	χas
gas-professor	χɑsprofeˈsɔr
gascogne	χaskɔi̯nʝə
gasheer	χäːshˈɪr
gasheer	χɑˈsiːr
gashere	χaʃəɾə
gaskamers	χɑskɑməʃ
gaste	χasta
gaste	χɑstə
gastehuis	χɑstəˈɦœi̯s
gastekamer	χɑstəˈkɑməɾ
gasvrou	χɑsfrœu̯
gasvry	χɑsfrɑj
gasvryheid	χɑsfriːəi̯t
gat	χat
gate	χaːtə
gateway	χɑːtˈwɛɪ̯
gathering	ˈgæθərɪŋ
gatkant	χatkɑːnt
gatte	χatə
gatwick	χɑtʋɪk
gaudinier	χɑʊdɪnɪə
gauguin	χɑːχin
gaulle	χɑu̯lə
gauteng	sau̯tsæn
gauthier	χɔɪ̯tiːr
gave	χɑːvə
gavin	gəˈvɪn
gawe	χaʊ̯ə
gawe	χaːve
gawes	χaʊ̯s
gazette	gazetˈ
gdansk	χɑːnsg
gdańsk	χɑːnsk
ge	χe
ge-arriveerdes	χəɹɪˈfɪə̯ɾə
ge-eerd	χeːə̯rt
ge-eerde	χeːə̯rde
ge-eet	χeːt
ge-eindig	χəˈiːntəx
ge-eis	χeɪ̯s
ge-erf	χəɹf
ge-ewenaar	χəʊəˈnɑːr
ge-inspireer	χəinspiˈrɪə̯r
ge-intereseerd	χəɪntəɾəˈsɪəɹt
ge-isoleer	χəi̯sɔleːr
ge-isoleerde	χəi̯sɔləːrə
ge-oefen	χeʊ̯ˈfɛn
ge-oordeel	χəʊrdiːl
ge-oormerk	χoːrmɛrk
ge-opereer	χəʊpəˈreːr
ge-orden	χəˈɔːrdən
geaard	χaːrt
geaardheid	χaːrtχɪt
geaarsel	χaːrsəl
geadresseer	χəɑdrəˈsɪə̯r
geadviseer	χaːdviːˈsɪə̯r
geaffekteer	χafɪktəʁiːr
geag	χɤːa
geagte	χɑːktə
geaktiveer	χɑktiviːr
geantwoord	χɑːntˈvʊə̯r
geargumenteer	χɑːrgʏmentiːr
gearresteer	χəˌrɛstəɾ
gearriveer	χəˈrɪvɪr
geassosieerdes	χaˌsosi̯əɾdəs
gebaar	xɑbɑr
gebaar	χəˈβɑːr
gebabbel	χəˈbɑbəl
gebad	χəˈbɑt
gebak	χəˈbɑk
gebars	χəˈbɑrs
gebaseer	χəˈbɑsiːr
gebed	ɣˈəbət
gebed	χəˈbɛt
gebede	χəˈβɛdə
gebedeboekies	χəβɛdɔbukis
gebel	χəˈbɛl
gebelgd	χəˈbɛɫχt
gebeur	xadˈir
gebeur	χəˈbœːr
gebeure	χəˈβœːrə
gebeurtenis	χəˈbœːrətnɪs
gebewe	χəˈβɛu̯ə
gebid	χəβit
gebied	χiˈβɛɪ̯t
gebiedskode	χiˈβɛltˌsɔdə
gebind	χəˈbint
geblaas	χəˈblɑːs
geblink	χəˈblɪŋk
gebloei	χəˈblœi
geblokkeer	χəˈblɔkə
geblus	χəˈblʏs
gebly	ɣəblɛ
gebly	χəˈbləi̯
gebod	χəβɔt
geboei	χəˈbuɪ̯
geboelie	χəˈbœli
gebombardeer	χəβɔmbardeːr
gebomberdeer	χəˌbɔmbərˈdeːr
gebonde	χəˈbɔntə
geboorde	χəˈbʊə̯rə
geboorte	χəˈbʊə̯rtə
geboortedag	χəˈbʊə̯ɾtəˌdɑχ
geboortedatum	χəˈbʊəɾtəˌdatʏm
geboortemerke	χəˌbʊə̯ɹtəˈmɛrkə
geboorteplek	χəˈbʊə̯rtəˌplɛk
geboortepyn	χəˈbʊə̯rtəˌpɪn
geboortesertifikaat	χəˌbʊə̯rtsəˌsɛrtiˈfʰiˌkʰɑːt
geborduur	χəˈbɔːɾdyːr
gebore	χəˈbɔːrə
gebou	gəˈbʌu̯
gebou	χəˈβuː
geboue	χəˈbœʏə
geboë	xabua
geboë	χəˈbœ
gebraaide	χəˈβrɑːi̯də
gebrand	χəˈrɑːnt
gebrande	χəˈbrande
gebreek	kabrɛja
gebreek	χəˈbreːk
gebreekte	χəˈbɹɛktə
gebrek	χəˈbɹɛk
gebreke	χəˈbɹɛkə
gebrekkig	χəˈrɛkəχ
gebring	χəˈrɪŋ
gebroesels	χəˈbɹusəls
gebroke	χəˈbrukə
gebrou	χəˈbɹœu̯
gebruik	χabrɑjk
gebruik	χəˈβɔɪ̯k
gebruike	xbˈrɑjkə
gebruiker	χəˈβɔɪ̯kər
gebruikmaak	χəˈβrœjkˌmɑːk
gebruikshandboek	χəˈβɔɪ̯kshɑːndbuk
gebruikt	χəˈbɾœixt
gebruikte	χəˈβrœi̯ktə
gebuig	χəβɪχ
gebundelde	χəˈbʌndəl̥də
gebyt	χəɪ̯pt
gebêre	χəˈβɪrə
gedaan	χəˈdɑːn
gedag	χəˈdɑχ
gedagte	χəˈdɑχtə
gedagtes	χəˈdɑχtəs
gedagvaar	χəˈdɑχfɑːr
gedank	χəˈdɑŋk
gedans	χəˈdɑns
gedeel	χəˈdiːl
gedeelde	χəˈdiːlə
gedeelte	χəˈdiːltə
gedeeltelik	χəˈdɛːltəlɪk
gedeeltelike	χəˈdɛːltələkə
gedek	χəˈdɛk
gedenk	χəˈdɛŋk
gedenkwaardige	χəˈdɛŋkwaːrdiχə
gedeporteer	χədepɔrteːr
gedetailleerde	χədeʈɑi̯ˈjɛːrə
gedetermineerd	χədeːtəɾmiˈneːrt
gediagnoseer	χədiɑŋnɔsɪə̯r
gedien	ɣ̞adiːm
gedien	χəˈdiən
gediend	χədiə̯nt
gedierte	χəˈdiːrtə
gediertes	χəˈdiːə̯ts
gedig	χəˈdiχ
gediggie	χədiɣi
gedigte	χəˈdiːtʃə
geding	χəˈdiŋ
gedink	χədiŋk
gedisekteer	χədiˈsɪktəə̯r
gedistansieer	χədiˌstansie̯ə
gedoem	χəˈdum
gedoen	χəˈduːn
gedoente	χəˈduntə
gedoentes	χəˈdunəts
gedokter	χəˈdɔktər
gedood	χəˈdoːt
gedoop	χəˈdɔːp
gedra	χədrɑ
gedraag	χəˈdraːχ
gedraai	χəˈdraːi̯
gedrag	ɣədra
gedrag	χəˈdraχ
gedrang	χəˈdrɑŋ
gedrapeer	χəˈdraːpər
gedreig	χəˈdrɛiχ
gedrenk	χədrɛŋk
gedreun	χəˈdrœn
gedring	χəˈdrɪŋ
gedrink	χədrɪŋk
gedroom	χəˈdrum
gedruk	χəˈdrʏk
gedrum	χədrʏm
gedryf	χəˈdrɪf
geduld	ɣədˈɛlt
geduld	χəˈdʏlt
geduldig	χəˈdʏləx
geduldige	χəˈdœɫdiχə
gedurende	χəˈdiːrənə
gedwing	χɛtʃʋɪŋ
gedy	χədi
gee	fˈeːɾ
gee	xeə
gee	χiː
geefje	χiːfjə
geeis	χɪs
geek	χiːk
geel	xˈeːl
geel	χeə̯l
geel	χɪəl
geel	χɪə̯l
geelbooi	xˈiɫbɔːə
geelwortelkop	χɪəlʋɔrˈtɛlˌkɔp
geen	xian˨˩
geen	χiːn
geensins	χiːnsˈɛns
geert	χɪːrt
geertje	χɪrʈjə
gees	χɪs
geesdrif	χɪsdɹɪf
geese	χiːs
geeslose	χɪsloːsə
geeste	χɪˈstɛ
geestelike	χɪˈstələkə
geesteshospitaal	χɪˌstəsˈɦɔspiˌtɑːl
gefaal	χəˈfɑːl
gefantaseer	χəfan̥t̪ɑːsiːr
gefasiliteer	χəfɑsiɮiˈteːr
gefasineerd	χəfəsineːrt
gefelde	χəˈfɛldə
gefinansier	χəfiˈnɑːsiər
gefluister	χəˈflœi̯stər
gefolterde	χəˈfɔltərde
geformuleerde	χəˌfɔːmyləɾə
geforseer	χəˈfɔrsiːr
geforseerd	χəfuɹˈsɪə̯rt
geforseerde	χəˈfɔrsiːrə
gefrustreerd	ɣ̞əfrˈɪstriːr
gefrustreerdheid	χəˈfrystrəːrtəi̯t
gegaan	χəˈgɑːn
gegaps	χəˈgaps
gegee	χəˈɣi
gegeurd	χəˈgœːrt
gegeurde	χəˈgœːrdə
gegewe	χəˈχɛfə
gegewens	χəˈgwɛns
gegiet	χəˈʁit
gegil	χəˈχɪl
gegiste	χəˈgistə
geglimlag	χəglimlɑχ
geglip	χəˈglɪp
geglo	χɛgloː
gegly	χɪˈɫi
gegoede	χəˈgoːdə
gegooi	χəˈgɔʏ
gegradueer	χəˌrɑːduˈiːr
gegraveer	χəˈrɑːvər
gegrawe	χəˈrɑːfə
gegrief	χəˈriːf
gegroei	χəˈruɪ
gegroet	χəˈruːt
gegrou	χəˈgruː
gegryp	χəˈrɪp
geguillotien	χəgʏlɪtɪən
gegun	χəˈgœn
gehaal	χɐɦɑl
gehaal	χɑːl
gehaas	χaːs
gehaat	χaːt
gehad	χɑːt
gehad	χəɦät
gehad	χəɦɑt
gehammer	χəˈmɛr
gehandhaaf	χəˈnɑːf
gehang	χɑŋ
gehangde	χəŋkə
gehardloop	χəɾˈdruːp
geheel	χiːl
geheg	χəˈɣə
geheilig	χəˈhiləχ
geheim	qɑhɑjɯm
geheim	χəɪm
geheimdoenerij	χəɪmˈduːnərɪχ
geheime	χəi̯mə
geheimgehouden	χəɪmχəu̯dən
geheimlik	χəɪmˈlik
geheimsinnig	χəi̯msɪnɪχ
geheimsinnige	χəi̯msɪŋə
gehelp	χɛlˈp
geheue	xahˈia
geheue	χəˈɥɪə
geheueverlies	χəˈɥɪə̯fərlis
gehinder	χiˈnɪdə
gehoes	χəʊs
geholz	χɛɦɔlts
gehoolz	χoːlts
gehoon	χoːn
gehoop	χoʊp
gehoor	χuːr
gehoorsaam	χəu̯ˈsɑːm
gehoorsaamheid	χəu̯ɔːrsɑːmɦɛit
gehoorsame	χoːrsəˈmɛ
gehore	χoːrə
gehou	χəʊ
geht	χɛt
gehuggie	χʏɣi
gehuil	χɪʏl
gehuldig	χəˈɦœyɫəx
gehuur	χəˈʔʏr
gehuurde	χəˈɦʏːrdə
gehölz	χɛɔlts
geignoreer	χəignɔrɪr
geinteresseerd	χəi̯n̪təɾəˈsɪəɾt
geirriteer	χəɪrɪteːr
geisoleer	χɪsɔlɪr
geitjie	χɪtʃi
gejaag	χaːχ
gejammer	χəˈmɛr
gejuig	χəʊ̯iχ
gek	ʃɛ
gek	χɛk
gekaap	χəˈkɑːp
gekalmeer	χəˈkɑːləʁ
gekamp	χəˈkɑmp
gekanseleer	χəˌkansəlɪr
gekanselleer	χəˌkansəlɪr
gekant	χəˈkɑːnt
gekap	χɑp
gekapte	χɑptə
gekarring	χəˈkɑrɪŋ
gekeer	χeːkər
gekekkel	χəkəkəl
geken	χəˈkɛn
gekende	χekəndə
geketting	χəˈkɛtɪŋ
gekeur	χəˈkœr
gekhede	χəˈde
gekheid	χɛkɦɛit
gekies	χiˈkəs
gekke	χɛkə
gekke-glimlag	χɛkəɣlimlɑχ
gekko	χɛkʊ
gekla	χɛkɫa
geklaarde	χklɑːrdə
geklap	gəklˈap
geklap	χɛklɑp
geklassifiseerd	χəˌklɑsiˈfiseːt
geklee	χɛkleː
gekleed	χəˈkliːt
gekleur	χəˈkløːr
geklim	χɪˈklɪm
geklink	χɛklɪŋk
geklopte	χəklɔptə
gekniel	χəˈniəl
gekoester	χəˈkʊstəɾ
gekom	χɔm
gekombineer	χəˌkɔmbiˈniːr
gekommunikeer	χɔkʊmʊniˈkɪːr
gekomplimenteer	χɔmplɪmɛnˈtɪːr
gekompliseerd	χəˌkɔmplɪˈseːts
gekonfigureer	χəˌkɔnfigʊˈrɪːr
gekonfiskeer	χənfiˈskɪə̯r
gekonfronteer	χənfɹɔntiːə̯r
