'nen	nen
brotkrumen	bɾˈɔtkɾʊmən
brotkäfer	bˈoːtkˈɛfˈɛ
brotkörbe	bɾˈɔtkœɾbə
brotkörben	bɾˈɔtkœɾbən
brotmesser	bɾˈɔtməsɜ
brotmesser	bɾˈɔtmɛsɜ
brotpilz	bɾˈɔtpɪlˈts
brotpreis	bɾˈɔtpɾaɪs
brotpreis	bɾˈɔtpɾˌaɪs
brotpreiserhöhung	bɾˈɔtpɾaɪzɜhˌøːʊŋ
brotpreiserhöhungen	bɾˈɔtpɾaɪzɜhˌøːʊŋən
brotpudding	bɾˈɔtpˈʊdˈɪŋ
brotrest	bɾˈɔtrˈɛst
brotrinde	bɾˈɔtɾɪndə
brotrinde	pɾotɾɛnde
brotrinden	bɾˈɔtɾɪndən
brotsauerteig	bɾˈoːtzˈaʊɜtˌaɪk
brotscheibe	bɾˈɔtʃaɪbə
brotscheiben	bˈoːtsʃaɪbən
brotschieber	bˈoːtʃˌiːbɜ
brotschneidemaschine	bɾˈɔtʃnaɪdˌeːmaʃˌɪnə
brotschnitte	bɾˈɔtʃnɪtə
brotschnitten	bɾˈɔtʃnɪtən
brotschrift	brˈɔtʃrɪft
brotseidenpapier	bɾˈoːtzˈaɪdˈeːnpapˈiːɾ
brotspeise	proːtʃpajsɛ
brotteig	bɾˈɔtaɪk
brotvielfalt	bɾˈoːtfˌiːlfˌalt
brotweizen	bɾˈɔtvˈaɪtsˌˌn
brotwissen	bɾˈɔtvɪsən
brotzeit	bɾˈɔtsaɪt
brotzeit	prˈoːtsˈaɪt
brotzeitbeutel	pɾɔtsaɪtpɔøtˈl
brotzeitmesser	bɾˈɔttsˈaɪtmɛsɜ
brotzler	bɔtslɛɾ
brown	bɾˈɔvn
browser	bɹˈaʊzə
browserfenster	bɾɔːsɛɾfˈeːnstɜ
browsers	bɹˈaʊzəz
brox	poks
broxtermann	pˈɔkstɜmˈan
broyhanhaus	bɾˈɔøhanhaʊs
brozio	pɾoːtsioː
broß	bˈɔs
bruce	bɾˈuːkə
bruch	bɾˈɔx
bruch	bɾˈʊx
bruchausschluss	bɾˈʊxaʊsçlˌʊs
bruchaussehen	bɾˈʊxˈaʊszˌeːən
bruchaustritt	bɾˈʊxˈaʊstɾˌɪt
bruchband	bɾˈʊxbant
bruchbauten	brˈʊxbaʊtˈ
bruchbude	bɾˈʊxbuːdə
bruchbuden	bɾˈʊxbuːdən
bruchdruck	bɾˈʊxdɾˈɔk
bruchebene	brˈɔxeːbənə
bruchentwicklung	bɾˈʊxɛntvˈˌɪklʊŋ
bruchfest	bɾˈʊxfəst
bruchfeste	bɾˈʊxfəstə
bruchfestem	bɾˈʊxfəstəm
bruchfesten	bɾˈʊxfəstən
bruchfester	bɾˈʊxfəstɜ
bruchfestes	bɾˈʊxfəstəs
bruchfläche	bɾˈʊxflˌɛçə
bruchflächenaussehen	bɾˈʊxflɛçənˈaʊszˌeːən
bruchform	bɾˈʊxfˌɔɾm
bruchgefährdung	bɾˈʊxgəfˌɛːɾdʊŋ
bruchhaus	bɾˈɔxhˈaʊs
bruchhärte	bɾˈʊxhɜtə
bruchhöfe	bɾˈɔxhˈøːfə
bruchkantenausbaugestell	bɾˈʊxkantˌɛnaʊsbˌaʊgɛʃtˌɛl
bruchkorngröße	bɾˈʊxkoːrngɾˈøːsə
bruchkraft	bɾˈʊxkɾˈafˌt
bruchlandung	bɾˈʊxlandˌʊŋ
bruchlandung	bˈʊxlˌandʊŋ
bruchlandungen	bɾˈʊxlandˌʊŋən
bruchlast	bɾˈʊxlast
bruchlastspielzahl	bɾˈʊxlastspˈiːltsaɪl
bruchlastwert	bɾˈʊxlastvˈˈeːɾt
bruchleiden	bɾˈɔxlˈaɪdən
bruchlinie	bɾˈʊxlˌeːnɪə
bruchmechanik	bˈrʊxmˈɛçˌanˈɪk
bruchmechanisch	bɾˈʊxmˌeːçɑnɪʃ
bruchmerkmal	bɾˈʊxmˈɛɾkmal
bruchprüfung	bˈʊxpɾˌyːfʊŋ
bruchraumbedüsung	bɾˈʊxraʊmbˌeːdyːzˌʊŋ
bruchrechnen	bɾˈʊxrˈɛçnən
bruchrechnung	bɾˈʊxrɛçnˌʊŋ
bruchrechnungen	bɾˈʊxrɛçnˌʊŋən
bruchreis	bɾˈʊxrˈaɪs
bruchs	bɾˈʊxs
bruchsack	bɾˈʊxzˌak
bruchsal	bʊxzɑːl
bruchschaden	bɾˈʊxʃɑːdən
bruchschaden	bɾˈʊxʃˈɑːdən
bruchschadens	bɾˈʊxʃadəns
bruchschneider	bɾˈʊxʃnˈaɪdˌɜ
bruchschrift	bɾˈʊxʃrɪft
bruchschäden	bɾˈʊxʃɛgən
bruchspannung	bɾˈʊxspanʊŋ
bruchstauchung	bˈʊxstɑːʊxuːng
bruchstein	bɾˈʊxstaɪn
bruchsteine	bɾˈʊxstaɪnə
bruchsteinen	bɾˈʊxstaɪnən
bruchsteines	bɾˈʊxstaɪnəs
bruchsteingewölbe	bɾˈʊxstaɪngˌeːvœlbə
bruchsteinmauerwerk	bɾˈʊxstaɪnmˈaʊɜvˌɛɾk
bruchsteinsockel	bɾˈʊxstaɪnzˌoːkəl
bruchsteinstreifen	bɾˈʊxstaɪnˈstɾaɪfˌeːn
bruchstelle	bɾˈʊxʃtɛlə
bruchstellen	bɾˈʊxʃtɛlən
bruchstrich	bɾˈʊxstɾɪç
bruchstriche	bɾˈʊxstɾɪçə
bruchstrichen	bɾˈʊxstɾɪçən
bruchstrichs	bɾˈʊxstɾɪks
bruchstück	bɾˈʊxʃtʏk
bruchstücke	bɾˈʊxʃtʏkə
bruchstücken	bɾˈʊxʃtʏkən
bruchstückes	bɾˈʊxʃtʏkəs
bruchstückhaft	bɾˈʊxstʏkˈhaft
bruchstückhaft	bɾˈʊxʃtʏkhˌaft
bruchstückhafte	bɾˈʊxʃtʏkhˌaftə
bruchstückhaftem	bɾˈʊxʃtʏkhˌaftəm
bruchstückhafter	bɾˈʊxʃtʏkhˌaftɜ
bruchstückhaftes	bɾˈʊxʃtʏkhˌaftəs
bruchstückweise	bɾˈʊxstˌʏkvˈˌaɪzɛ
bruchteil	bɾˈuːxtaɪl
bruchteil	bɾˈʊxtaɪl
bruchteile	bɾˈʊxtaɪlə
bruchteilen	bɾˈʊxtaɪlən
bruchteils	bɾˈʊxtaɪls
bruchtest	brˈʊxtɛst
bruchversuch	bɾˈʊxfɜzˌuːx
bruchverzweigung	bɾˈʊxfɜtsvˈˌaɪgʊŋ
bruchwahrscheinlichkeit	bɾˈʊxvˈɑːɾʃˈaɪnlɪçkˌaɪt
bruchwald	bɾˈʊxvˈaɪt
bruchwasserläufer	bɾuːxvˈasɜlˌɔøfɜ
bruchweidenkarmin	bɾˈʊxvˈaɪdˈeːnkˈaɾmɪn
bruchzahl	bɾˈʊxtsɑːl
bruchzahlen	bɾˈʊxtsɑːlən
bruchzone	bɾˈɔxtsoːnˈ
bruchzustand	bɾˈɔxtsuːʃtˈant
bruckhausen	bɾˈʊkhaʊzən
bruckhof	bɾˈɔkhˈoːf
bruckwiesen	bɾˈʊkvˈiːsɛn
bruder	bɾˈuːdɜ
bruderbund	rˈuːdɜbˌʊnt
bruderbundes	bɾˈuːdɜbˌʊndəs
bruderer	bɾˈuːdərɜ
bruderhand	bɾˈuːdɜhˌant
bruderhass	bɾˈuːdɜhˈas
bruderherz	bɾˈuːdɜhˈɛɾts
bruderkonflikt	bɾˈuːdɜkˌɔnflɪkt
bruderkrieg	bɾˈoːdɜkɾiːk
brudermann	bɾˈuːdɜmˌan
brudermanns	bɾˈuːdɜmˌanˈʃ
brudermord	bɾˈuːdɜmˌɔɾt
brudermörder	bɾuːdɜmˈœɾdɜ
brudermörder	bɾˈuːdɜmˌœɾdɜ
bruderpartei	bɾˈuːdɜpaɾtˌaɪ
bruders	bɾˈuːdɜs
bruderschaft	bɾˈuːdɜʃˌaft
bruderschaft	bɾˈuːdɜʃˌɑft
bruderschaften	bɾˈuːdɜʃˌaftən
bruderstaat	bɾˈuːdɜstˌaɾt
bruderstreit	bɾˈuːdɜstɾˌaɪt
brudervolk	bɾˈuːdɛɾfˌɔlk
bruderzwist	bɾˌuːdɜtsvˈɪst
bruderzwist-thema	bɾʊdɜtsvˈɪzttˈeːmɑː
bruger	bɾˈuːkɜ
brugsch	bɾuːks
brumlik	bɾˈʊmlɪç
brummbass	bɾˈʊmbas
brummbasses	bɾˈʊmbasəs
brummbär	bɾˈʊmbɛːɾ
brummbären	bɾˈʊmbɛːrən
brummbässe	bɾˈʊmbɛsə
brummbässen	bɾˈʊmbɛsən
brumme	bɾˈʊmə
brummele	bɾˈʊmələ
brummeln	bɾˈʊməln
brummelnd	bɾˈʊməlnt
brummelnde	bɾˈʊməlndə
brummelndem	bɾˈʊməlndəm
brummelnden	bɾˈʊməlndən
brummelnder	bɾˈʊməlndɜ
brummelndes	bɾˈʊməlndəs
brummelst	bɾˈʊməlst
brummelt	bɾˈʊməlt
brummelte	bɾˈʊməltə
brummelten	bɾˈʊməltən
brummeltest	bɾˈʊməltəst
brummeltet	bɾˈʊməltət
brummen	bɾˈʊmən
brummend	bɾˈʊmənt
brummende	bɾˈʊməndə
brummendem	bɾˈʊməndəm
brummenden	bɾˈʊməndən
brummender	bɾˈʊməndɜ
brummendes	bɾˈʊməndəs
brummer	bɾˈʊmɜ
brummers	bɾˈʊmɜs
brummig	bɾˈʊmɪç
brummige	bɾˈʊmɪgə
brummigem	bɾˈʊmɪgəm
brummigen	bɾˈʊmɪgən
brummiger	bɾˈʊmɪgɜ
brummiges	bɾˈʊmɪgəs
brummle	bɾˈʊmlə
brummschädel	bɾˈʊmʃɛːdəl
brummschädeln	bɾˈʊmʃɛːdəln
brummschädels	bɾˈʊmʃɛːdəls
brummst	bɾˈʊmst
brummt	bɾˈʊmt
brummte	bɾˈʊmtə
brummten	bɾˈʊmtən
brummtest	bɾˈʊmtəst
brummtet	bɾˈʊmtət
brunch	bɾˈʊnç
bruneck	bɾʊnɛk
brunert	pɾʊnɛt
brunftbetrieb	bɾˈʊnftəbətɾˈiːp
brunftmähne	bˈʊnftmˈɛːnə
brunftrute	bɾˈʊnftbɾˌuːtə
brunftschrei	bˈɔnftʃrˈaɪ
brunftverlauf	bɾˈʊnftfɜlaʊf
brunhild	bɾˈɔnhˈɪlt
brunhild	bɾˈʊnhɪlt
brunhilde	bɾˈʊnhɪldə
brunhildes	bɾˈʊnhɪldəs
brunnen	bɾˈʊnən
brunnenanlagen	bɾˈʊndənˈanˌlˈagɛn
brunnenbecken	bɾˌʊnənbˈɛkən
brunnenbetrieb	bɾˈʊnənbˈɛtɾˈiːb
brunnenflora	bɾˈʊnənflˈoːɾa
brunnenkasten	bɾˈʊndənkˌɑstən
brunnenkopf	bɾˈʊnənkˌɔpf
brunnenring	bɾˈʊnənrˌɪŋ
brunnens	bɾˈʊnəns
brunnenschacht	bɾˈʊnənʃˌaxt
brunnenset	bɾˈʊnənzˌeːt
brunnenvergiftung	bɾˈʊnənfɜgˌɪftʊŋ
brunnschweiler	bɾˈʊnʃvˈaɪlɜ
brunnwald	bɾˈʊnvalt
bruns	bɾˈoːns
brunsbek	bɾuːntsbɛk
brunsmark	ɾˈʊnsmaɾk
brunst	bɾˈʊnst
brunst	prunst
brunsten	bɾˈʊntstən
brunswicker	brˈʊntsvˈˌɪkɜ
brunzen	bɾˈʊntsɛn
bruschetta	bɾʊskˈɛtˈa
bruskowski	bɾɔzkɔvzkj
brust	bɾˈʊst
brust	bˈɾʊst
brustansatz	bɾˈʊstˈanˈzˌats
brustbehaarung	bɾˈʊstbeːhˌaɾʊŋ
brustbein	bɾˈʊstbaɪn
brustbein	bˈɾʊstbaɪn
brustbeines	bɾˈʊstbaɪnəs
brustbeinkamm	brʊstbaɪnkˈam
brustbeinwinkel	bɾˈʊsbaɪnvˈɪntəl
brustbereich	bɾˈʊstbərˌaɪç
brustbeschwerde	bɾˈʊstbɛʃvˌeːɾdə
brustbeschwerden	bɾˈʊstbɛʃvˌeːɾdən
brustbierabspritze	bˈʊstbˌiːɾˈapʃrˌɪtsə
brustbild	bɾˈʊstbəlt
brustbilder	bɾˈʊstbɪldɜ
brustbildern	bɾˈʊstbɪldɜn
brustbildes	bɾˈʊstbɪldəs
brustblase	bɾˈʊstlɑːsɛ
brustbänder	pˈɔstbɛndɜ
brustenge	prɔstɛngɛ
brustfell	bɾʊstfˈɛl
brustfell	bɾˈʊstfˌɛl
brustfells	bɾʊstfˈɛls
brustfrei	bɾˈʊstfˌaɪ
brustgurtschließe	bɾˈʊstkʊɐtʃlˈiːsə
brusthöhe	bɾˈʊsthˌøː
brusthöhendurchmesser	bɾˈʊsthˌøːəndʊɾkmˈɛsɜ
brusthöhenumfang	bɾˈʊsthøːənʊmfˈaŋ
brusthöhle	bɾˈʊsthøːlˌɛ
brustimplantat	bɾˈʊstɛmplˌantɑːt
brustkasten	bɾˈʊstkastən
brustkastens	bɾˈʊstkastəns
brustkorb	bɾˈʊstkɔɾp
brustkorb	bɾˈʊstkˌɔɾp
brustkorbarterie	bɾˈʊstkoːɾpˈaɾˈɛtɜiː
brustkorbes	bɾˈʊstkɔɾbəs
brustkrebs	bɾˈʊstkɾeːps
brustkrebses	bɾˈʊstkɾɛpzəs
brustkreuz	bɾˈʊstkɾˌɔøts
brustkrâuter	bɾˈʊstkɾɛːʊtɜ
brustkuchen	bɾˈʊstkˌuːxən
brustkyphose	brˈʊstkyːfoːsə
brustmuskelanteil	bɾuːstmuːsˌkəlˌantˌaɪl
brustmuskulatur	bɾˈʊstsmʊskˌuːlˈatˈuːɾ
brustoperationsnarben	bɾˈʊstˈoːpəratɪoːɛsnˈɑːbən
brustprofil	brˈʊstpɾoːfˌiːl
brustraum	bˈɾʊstɾaʊm
brustraumäste	bɾˈʊstraʊmˈɛstə
brustreißer	bɾˈʊstɾaɪsɜ
brustresonanz	bɾʊstɾəʃoːnanˈts
brustschneider	bɾˈʊstʃnˌaɪdɜ
brustschwimmer	bɾˈʊstʃvɪmɜ
brustspezialist	bˈɔstʃpətsɪˌalˌɪst
bruststimme	bɾˈʊstʃtˌɪmɛ
brusttaschen	bɾˈʊstaʃən
brusttee	bɾˈʊstthə
brusttief	bɾˈʊstiːf
brusttiefe	bɾˈʊstiːfə
brusttiefem	bɾˈʊstiːfəm
brusttiefen	bɾˈʊstiːfən
brusttiefer	bɾˈʊstiːfɜ
brusttiefes	bɾˈʊstiːfəs
brustton	bɾˈʊstoːn
brusttons	bɾˈʊstoːns
brustumfang	bɾˈʊstʊmfˌaŋ
brustumfanges	bɾˈʊstʊmfˌaŋəs
brustumfängen	bɾˈʊstʊmfˌɛŋən
brustwalze	brˈʊstvˌaltseː
brustwandelektrode	bɾʊstvandəlˈɛktɾoːdə
brustwarze	brˈʊstvɑːtsˌə
brustwarze	bɾˈʊstvɑːtsˌ
brustwarze	bɾˈʊstvˌaɾtsə
brustwarzen	bɾˈʊstvaɾtsən
brustwarzenhof	bɾˈʊstvaɾtsənhˌɔf
brustwehr	bɾˈʊstveːɾ
brustwehr	bɾˈʊstvɜ
brustweite	bɾˈʊstvaɪtə
brustwickel	bɾˈʊstvɪkəl
brustwirbel	bɾˈʊstvˈeːɾbəl
brustwirbel	bɾˈʊstvˌɪɾpəl
brustöffnung	bɾʊstˈøːfnʊŋ
brustübel	bɾˈɔstˌyːbəl
brut	bɾˈuːt
brut	bʁˈuːt
brutal	bɾuːtˈɑːl
brutal	bɾˈuːtˌɑːl
brutale	bɾuːtˈɑːlə
brutalem	bɾuːtˈɑːləm
brutalen	bɾuːtˈɑːlən
brutaler	bɾuːtˈɑːlɜ
brutaler	bɾˈuːtˈɑːlɜ
brutalere	bɾuːtˈɑːlərə
brutalerem	bɾuːtˈɑːlərəm
brutaleren	bɾuːtˈɑːlərən
brutalerer	bɾuːtˈɑːlərɜ
brutaleres	bɾuːtˈɑːlərəs
brutales	bɾuːtˈɑːləs
brutalismus	bɾuːtalɪsmʊzˌ
brutalität	bɾuːtˈɑːliːtˈɛːt
brutalste	bɾuːtˈɑːlstə
brutalstem	bɾuːtˈɑːlstəm
brutalsten	bɾuːtˈɑːlstən
brutalster	bɾuːtˈɑːlstɜ
brutalstes	bɾuːtˈɑːlstəs
brutapparat	bɾˌuːtaparˈɑːt
brutapparates	bɾˌuːtaparˈɑːtəs
brutausfall	bɾˈuːtaʊsfˌal
brutbedingungen	bɾˈɔtbeːdˌɪŋʊŋən
brutdauer	bɾˈuːddˈaʊɜ
brutei	bɾuːtˈaɪ
bruteier	bɾuːtˈaɪɜ
brutgebiet	bɾˈuːtgəbˌiːt
brutgewohnheit	bɾˈʊtgeːvˌoːnhaɪt
brutgewohnheiten	bɾˈʊtgeːvˌoːnhaɪtən
bruthenne	bɾˈʊthɛnə
bruthennen	bɾˈʊthɛnən
brutkasten	bɾˈʊtkastən
brutkastens	bɾˈʊtkastəns
brutkästen	bɾˈɔtkɛstən
brutmantel	bɾˈɔtmantəl
brutofen	bɾˈuːtoːfən
brutofens	bɾˈuːtoːfəns
brutparasit	brʊtpˈaɛɑːsɪt
brutparasitismus	bɾˈuːtparˌɑziːtˌɪsmʊs
brutpflege	bɾʊtpflˈeːgə
brutplatzangebot	bɾˈɔtplatsˈangəbˌoːt
brutplatzersatz	bɾˈuːtplɑːtsɛɾzˌats
brutplatzverlust	bɾˈɔtplatsfɛɾlˈʊst
brutplätze	bɾˈɔtplɛtsə
brutreaktion	bɾˈuːtreːaktsɪˈoːn
brutreaktor	bɾˈuːtɾeːˌaktɔɾ
brutschin	pɾʊtʃˈiːn
brutsieb	pɾoːtsiːp
brutstab	bɾˈɔtstɑːb
brutstätte	bɾˈʊtʃtɛtə
brutstätten	bɾˈʊtʃtɛtən
brutto	bɾˈʊtoː
bruttobeiträgen	bɾˈʊtoːbˌaɪtɾɛːgən
bruttobetrag	bɾˈʊtoːbˌɛtɾɑːk
bruttobetrages	bɾˈʊtoːbˌɛtɾɑːgəs
bruttobetrags	bɾˈʊtoːbˌɛtɾɑːks
bruttobeträge	bɾˈʊtoːbˌɛtɾɛːgə
bruttobeträgen	bɾˈʊtoːbˌɛtɾɛːgən
bruttogewicht	bɾˈʊtoːgˌeːvɪçt
bruttogewichte	bɾˈʊtoːgˌeːvɪçtə
bruttogewichten	bɾˈʊtoːgˌeːvɪçtən
bruttogewichtes	bɾˈʊtoːgˌeːvɪçtəs
bruttogewichts	bɾˈʊtoːgˌeːvɪçts
bruttokontakt	bɾˈuːtoːkɔntˈakt
bruttomieten	bɾˈʊtoːmˌiːtən
bruttoregistertonnen	bɾˈʊtoːrˌeːgɪstɜtˌɔnən
bruttorendite	bɾˌʊtoːrəndˈiːtə
bruttoverdienst	bɾˈʊtoːfɛɾdˌiːnst
bruttoverdienste	bɾˈʊtoːfɛɾdˌiːnstə
bruttoverdiensten	bɾˈʊtoːfɛɾdˌiːnstən
bruttoverdienstes	bɾˈʊtoːfɛɾdˌiːnstəs
brutverhalten	pɾˈuːbfɜhˌaltən
brutverhältnis	bɾˈuːtfɜhˌɛltnɪs
brutvogel	ɾˈʊtfˌoːgəl
brutvogelart	bɾˈʊtfˌoːgəlˌaɾt
brutvögel	bɾˈɔtføːgəl
brutzler	prˈʊtslɜ
bruy	bɾuːiː
bryan	bɾyːˈɑːn
bryologe	pɾˈɪoːlˌoːkə
bräche	brˈɛçə
brächte	bɾˈɛçtə
brächten	bɾˈɛçtən
brächtest	bɾˈɛçtəst
brächtest	ɾˈɛçtɛst
brächtet	bɾˈɛçtət
brächtet	ɾˈɛçtət
brämenstich	bɾˈɛːmənstˌɪç
brämswig	prɛmsvɛk
brände	bɾˈɛndə
bränden	bɾˈɛndən
bränder	bɾˈɛnda
brändle	brˈɛndlˈɛ
brändlin	brəndliːn
bräsig	prɛzɪs
bräsigbrumme	brɛsɪgbrʊmɛ
bräsigkeit	bɾɛːzˈɪçkaɪt
brätzle	bɾˈɛtsl
bräu	bɾɔj
bräuche	bɾˈɔøçə
bräuche	rɔøxə
bräuchen	bɾˈɔøçən
bräuchte	bɾˈɔøçtə
bräuchten	bɾˈɔøçtən
bräuchtest	bɾˈɔøçtəst
bräuchtet	bɾˈɔøçtət
bräuhaus	bˈɔɪhˈaʊs
bräuhausweg	vˈɔøhˈaʊsvˈeːg
bräune	brˈɔønə
bräune	bɾˈɔønə
bräunen	brˈɔønən
bräunen	bɾˈɔønən
bräunend	bɾˈɔønənt
bräunende	bɾˈɔønəndə
bräunendem	bɾˈɔønəndəm
bräunenden	bɾˈɔønəndən
bräunender	bɾˈɔønəndɜ
bräunendes	bɾˈɔønəndəs
bräuning	pˈɔɪniŋ
bräuningshof	brˈɔønɪŋshˌoːf
bräunlich	brˈɔønlɪç
bräunlich	bɾˈɔønlɪç
bräunliche	bɾˈɔønlɪçə
bräunlichem	bɾˈɔønlɪçəm
bräunlichen	bɾˈɔønlɪçən
bräunlicher	brˈɔønlɪçɜ
bräunlicher	bɾˈɔønlɪçɜ
bräunliches	brˈɔønlɪçəs
bräunliches	bɾˈɔønlɪçəs
bräunst	bɾˈɔønst
bräunt	bɾˈɔønt
bräunung	brˈɔønʊŋ
bräunungseffekt	brɔønˈʊŋʃɛfˈɛkt
bräunungshilfe	bˈrɔønˌʊŋshɪlfə
bräunungsstudio	bˌɾɔønˈʊŋsʃtˈuːdˌɪɔ
bräunungsstufe	bˈrɔønˈʊŋstʊfə
bräut'gam	bɾˈɔøtgˌam
bräute	bɾˈɔøtə
bräuten	bɾˈɔøtən
bräutigam	bɾˈɔøtɪgˌɑːm
bräutigam	bʁɔøtigam
bräutigams	brɔɪtiːkams
bräutigams	bɾˈɔøtɪgˌɑːms
bröckele	bɾˈœkələ
bröckelig	bɾˈœkəlˌɪç
bröckelige	bɾˈœkəlˌɪgə
bröckeligem	bɾˈœkəlˌɪgəm
bröckeligen	bɾˈœkəlˌɪgən
bröckeliger	bɾˈœkəlˌɪgɜ
bröckeliges	bɾˈœkəlˌɪgəs
bröckeln	bɾˈœkəln
bröckeln	bɾˈʏkɛln
bröckelnd	bɾˈœkəlnt
bröckelnde	bɾˈœkəlndə
bröckelndem	bɾˈœkəlndəm
bröckelnden	bɾˈœkəlndən
bröckelnder	bɾˈœkəlndɜ
bröckelndes	bɾˈœkəlndəs
bröckelst	bɾˈœkəlst
bröckelt	bɾˈœkəlt
bröckelte	bɾˈœkəltə
bröckelten	bɾˈœkəltən
bröckeltest	bɾˈœkəltəst
bröckeltet	bɾˈœkəltət
bröckle	bɾˈœklə
bröcklig	bɾˈœklɪç
bröcklige	bɾˈœklɪgə
bröckligem	bɾˈœklɪgəm
bröckligen	bɾˈœklɪgən
bröckliger	bɾˈœklɪgɜ
bröckliges	bɾˈœklɪgəs
bröl	bɾˈyːl
brömmelhaus	bɾœmmɛlˈhaʊs
bröning	bɾˈyːnɪŋ
brönninghausen	bɾœnɪŋhˈˈaʊseːn
bröschen	rˈøːʃən
bröske	brʏskə
bröstler	brœstlɛ
brötchen	brˈøːtçən
brötchen	brˈœtʃən
brötchen	bɾˈøːtçən
brötchenholen	tɾˈœtçənhˈoːlən
brötchenhälften	bɾˈœtʃənhˌɛlftən
brötchenjungen	bɾˈœtʃənjˌʊŋən
brötchenknast	bɾˈøːtçənknˈast
brötchenpreis	bɾˈœtʃənpɾˌaɪs
brötchens	bɾˈœtçəns
brötel	bɾˈøːtəl
brüche	bɾˈʏçə
brüchen	bɾˈʏçən
brüchig	bɾˈʏçɪç
brüchige	bɾˈʏçɪgə
brüchigem	bɾˈʏçɪgəm
brüchigen	bɾˈʏçɪgən
brüchiger	bɾˈʏçɪgɜ
brüchigere	bɾˈʏçɪgərə
brüchigerem	bɾˈʏçɪgərəm
brüchigeren	bɾˈʏçɪgərən
brüchigerer	bɾˈʏçɪgərɜ
brüchigeres	bɾˈʏçɪgərəs
brüchiges	bɾˈʏçɪgəs
brüchigkeit	bɾˈʏçɪçkˌaɪt
brüchigkeiten	bɾˈʏçɪçkˌaɪtən
brüchigste	bɾˈʏçɪçstə
brüchigstem	bɾˈʏçɪçstəm
brüchigsten	bɾˈʏçɪçstən
brüchigster	bɾˈʏçɪçstɜ
brüchigstes	bɾˈʏçɪçstəs
brücke	bɾˈʏkə
brücke	pɾɔkˈa
brücken	bɾˈʏkən
brückenamt	bɾˈʏkənˌamt
brückenangebot	bɾˈʏkənˈangəbˌoːt
brückenbau	bɾˈʏkənbˌaʊ
brückenbaupolier	bɾˌʏkənbˌaʊpoːlˈiːɾ
brückenbaupreis	bɾˈʏkənbˈaʊpɾˌaɪs
brückenbaustelle	bɾˈʏkənbaʊstˈɛlə
brückenbaustelle	bɾˈʏkənbˌaʊʃtɛlə
brückenbauten	bɾˈʏkənbˌaʊtən
brückenbauverein	bɾˈʏgənbˌaʊfɜaɪn
brückenbauverfahren	bɾˈʏkənpˈaˈʊfɛɾfˈɑːrən
brückenbauwerk	bɾˈʏkˈənbˈaʊvˌɛɾk
brückenblech	bɾˈʏkənblˈɛç
brückengefäß	bɾˈʏkəngˌeːfˌɛːs
brückengewölbe	bɾˈʏkəngɛvˈøːlbˌɪ
brückenkommandant	bɾˌʏkənkˌɔmandˈant
brückenkopf	bɾˈʏkənkˌɔpf
brückenkopfes	bɾˈʏkənkˌɔpfəs
brückenkran	bɾˈʏkənkˌɾˈɑːn
brückenkräne	bɾˈʏkənkɾˌɛːnə
brückenköpfe	bɾˈʏkənkˌœpfə
brückenköpfen	bɾˈʏkənkˌœpfən
brückenmacher	bɾˈʏkənmˌaxɜ
brückenneubau	brʏkˈɛnˈnˈɔøbˌaʊ
brückenpfeiler	bɾˈʏkənpfˈaɪlɜ
brückenpfeiler	bɾˈʏkənpfˌaɪlɜ
brückenpfeilern	bɾˈʏkənpfˌaɪlɜn
brückenpfeilers	bɾˈʏkənpfˌaɪlɜs
brückenprojekt	bɾˈʏkənpɾˌoːjɛkt
brückenschlag	bɾˈʏkənʃlɑːk
brückensprengung	bɾˈʏkənʃpɾˌeːnguːŋ
brückenstahlbauten	brʏkənʃtˈɑːlbˈaʊtən
brückenverhältnis	bɾˈʏkənfɛɾhˈɛltnɪs
brückenzoll	bɾˈʏkəntsˌɔl
brückenüberbau	bɾˈʏkənˌyːbɜbˈaʊ
brücker	bɾˈʏkɜ
brüdenbrenner	rˈyːdənbɾˈɛnɜ
brüdengas	brʏdəngˌɑːs
brüder	bɾˈyːdɜ
brüderchen	bɾˈyːtɜçən
brüderlein	bɾˈyːdɜlˌaɪn
brüderlich	bɾˈyːdɜlˌɪç
brüderlich	bɾˈyːtɜlˌɪç
brüderliche	bɾˈyːdɜlˌɪçə
brüderlichem	bɾˈyːdɜlˌɪçəm
brüderlichen	bɾˈyːdɜlˌɪçən
brüderlicher	bɾˈyːdɜlˌɪçɜ
brüderliches	bɾˈyːdɜlˌɪçəs
brüderlin	bɾʏdɑliːn
brüdern	bɾˈyːdɜn
brüderorden	bɾˈyːdeːrˌɔɾdən
brüderschaft	bɾˈyːdɜʃˌaft
brüderschaftstrunk	bɾˈyːdɜʃˌaftsbrʊnk
brüderstraße	bˈyːdɜstɾˈɑːsə
brügge	bɾˈʏgə
brügman	brʏkmˈan
brügmann	brˈʏkmɑːn
brühe	bɾˈyːə
brühe	bˈʁyːə
brüheinheit	brˈyːˈaɪnhˌaɪt
brühen	bɾˈyːən
brühend	bɾˈyːənt
brühende	bɾˈyːəndə
brühendem	bɾˈyːəndəm
brühenden	bɾˈyːəndən
brühender	bɾˈyːəndɜ
brühendes	bɾˈyːəndəs
brüheverteilung	frˈyːəfɛɾtˈaɪlʊŋ
brühgruppe	brˈyːgɾˈʊpə
brühkammerunterteil	bɾˈyːkamˌɜˌʊntɜtˈaɪl
brühl	bˈyːl
