cәғәт	sɛʁɛt
иңһәлек	iŋˈhɛlɪ̞k
иҫ	iθ
иҫемдә	i̠sɪ̞mdæ
иҫергәнсе	iθɪ̞rgænsɪ̞
иҫерек	iθɪ̞rɪ̞k
иҫереп	iθɪ̞rɛp
иҫке	iθkæ
иҫке	iθkɪ̞
иҫкергән	ʲiðkɪ̞rgæn
иҫкәртеү	iθkæɾtɛw
иҫкәртмә	iθkærtmæ
иҫләү	ɪslɛu
иҫтәлек	iθtælɪ̞k
иҫәкәев	iθɐkɛjɪ̞v
иҫән	iθæn
иҫән-һаулыҡ	ʲiθænhɑuɫɯ̞q
иҫәнаман	ɪθɛnəmɑːn
иҫәнбикә	ʲiθænbʲigæ
иҫәнбирҙе	ʲiθænbʲirðʊ̞
иҫәнбәт	ʲiθænbæt
иҫәнгерәтеү	ʲiθængʲɪrætɪ̞w
иҫәндәүләт	ʲiθændæwlæt
иҫәнморат	ʲiθænmɯ̞rɑt
иҫәп	iθæp
иҫәпләнергә	ʲiθæplænʲɪrgæ
йола	jʊ̞ɫɑ
йолалар	jɯ̞ɫɑɫɑr
йолалары	jɯ̞ɫɑɫɑrɯ̞
йолаларында	jɯ̞ɫɑɫɑrɯ̞ndɑ
йолаларҙа	jɯ̞ɫɑɫɑrðɑ
йоланың	jɯ̞ɫɑnɯ̞ŋ
йолаһы	jɯ̞ɫahɯ̞
йолаһыҙ	jɯ̞ɫɑhʊ̞ð
йолҡош	jɯ̞ɫqʊ̞ʂ
йом	jˈum
йома	jʊ̞mɑ
йомабай	jʊ̞mɑbɑj
йомабикә	jʊ̞mɑbʲekæ
йомабикә	jʊ̞mɑbʲikæ
йомарт	jʊ̞mɑɾt
йомағара	jụmɑɣɑrɑ
йомаҡ	jʊ̞mɑq
йомолмаған	jʊ̞mɑɫmɑʁɑn
йомортҡа	jʊ̞mɯ̞rtqä
йомортҡа	jʊ̞mʊ̞rtqɑ
йомош	jʊ̞mʊ̞ʂ
йомоҡ	jʊ̞mɑq
йомран	jʊ̞mrɑn
йомро	jʊ̞mɾʊ̞
йомшартырға	jɯ̞mʂɑrtʊ̞rʁä
йомшаҡ	jʊ̞mʂɑq
йомғаҡ	jʊ̞mʁɑq
йондоҙ	jʊ̞ndʊ̞ð
йондоҙ	jˈɯ̞ŋdʊ̞ð
йондоҙнамә	jʊ̞ndʊ̞ðnämæ
йонсорға	jʊ̞nʊ̞rʁä
йонсотоу	jɐ̃nsɐtəw
йопарбикә	jʊ̞pɑrbʲigæ
йопарсолтан	jɯ̞pɑrsʊ̞ɫtɑn
йорт	jʊ̞rt
йорт	jˈɔɾt
йорт-ҡаралты	jɯ̞rtqɑrɑɫtɯ̞
йортһоҙ	jɯ̞rthʊ̞ð
йосоп	jʊ̞sʊ̞p
йот	jˈɔt
йотом	jʊ̞tɔm
йоторҙай	jʊ̞tɑrðɑj
йоғорға	jʊ̞ʁɯ̞rʁä
йоғошло	jʊ̞ʁʊ̞ʂɫʊ̞
йоҙаҡ	jʊ̞zɑq
йоҙаҡ	jʊ̞ðɑ̹q
йоҙаҡларға	jɯ̞ðɑqɫɑrʁɑ
йоҙроҡ	jʊ̞ðrʊq
йоҡа	jʊ̞qɑ
йоҡла	jɯ̞qɫɑ
йоҡлайым	jɯ̞qɫɑjɯ̞m
йоҡлама	jɯ̞qɫɑmɑ
йоҡламайны	jɯ̞qɫɑmɑjnɯ̞
йоҡламаны	jɯ̞qɫɑmɑnɯ̞
йоҡланы	jɯ̞qɫɑnɯ̞
йоҡлап	jɯ̞qɫɑp
йоҡлар	ɫʊ̞qɫɑr
йоҡларға	jɯ̞qɫɑrʁɑ
йоҡлау	jɯ̞qɫɑu
йоҡлаған	jɯ̞qɫɑʁɑn
йоҡо	jʊ̞qʊ̞
йоҡоһоҙ	jɯ̞qʊ̞hʊ̞ð
йыйылма	jɪ̞jɯ̞ɫmɑ
йыйырсыҡ	jɯ̞jɯ̞rʊ̞sʊ̞q
йыйышығыҙ	jɯ̞jɯ̞rʂɯ̞ʁɯ̞ð
йыл	jɯ̞ɫ
йылан	jɯɫɑn
йылан	jɯ̞ɫɑn
йыллыҡ	jɯ̞ɫɫɑq
йылмаймаҫ	jɯ̞ɫmaajmɑθ
йылмаяҡлыҡ	jɯ̞ɫmɑjɑqɫɑq
йылмылдарға	ɯ̞ɫmʊ̞ɫdɑrʁɑ
йылъяҙма	jɯ̞ɫjɑðmɑ
йылы	jɯ̞ɫɯ̞
йылылыҡ	jɯ̞ɫɑɫɯ̞q
йылымса	jɯ̞ɫɯ̞nsɑ
йылымыс	jɯ̞ɫɯ̞mɯ̞s
йылымыс	jɯ̞ɫɯ̞mɯ̞ʂ
йылыт	jɯ̞ɫat
йылытҡан	jɯ̞ɫʊ̞ʂqɑn
йылға	jɯ̞ɫʁɑ
йылғыр	jɯ̞ɫgʊ̞r
йылҡы	jɯ̞ɫqä
йылҡыбай	jɯ̞ɫqäβɑj
йыназа	jɯ̞nɑzɑ
йыназа	jɯ̞nɑðɑ
йыр	jɯ̞r
йыраҡ	jɯ̞ɾɑq
йырлар	ɯ̞rɫɑr
йырсы	jɯ̞rsɯ̞
йыртылып	jɯ̞rtɑɫɯ̞p
йыртырга	jɯ̞rtɯ̞rʁä
йыртҡыс	jɯ̞rtqɯ̞s
йыртҡыс	jɯ̞rtqɯ̞z
йырырга	jərɯ̞rʁä
йыуа	jɯ̞wɑ
йыуан	jʊwɑn
йыуаса	jɯ̞wɑsɑ
йыуата	jɛu̯ɑtɑ
йыуашбай	jɯ̞ɫɑʂbɑj
йыуырға	jʊɫɯ̞rʁɑ
йыш	jɯ̞ʂ
йышҡы	jɯ̞ʂqɯ̞
йышҡы	jɯ̞ʃqɑ
йыя	jɛjɑ
йыһан	jɯ̞hɑn
йүгерһә	jʏgɪ̞ræ
йүгерһәнә	jugɪ̞rhænæ
йүгән	jʏgæn
йүкә	jɵkæ
йүләр	jʏlær
йүн	jˈyn
йүнләп	jʏnlæp
йүнләргә	jʏ̞nlærgæ
йүнһеҙ	jˈunhˈɪd
йүнәлергә	jʏ̞næ̹lʲɪɾgæ
йүнәлеш	jʏnælɪ̞ʃ
йүнәлтергә	jɔnɛltɪ̞rgæ
йүнәт	jˈunˈɛt
йүнәтә	jʏnætːæ
йүргәк	jʏrgæk
йүткерергә	jʏtkɪ̞rɪ̞lgɛ
йүтәл	jʏtæl
йүшкә	jʊ̞ʃkæ
йә	jæ
йә	jˈæ
йәбешкәклек	gʲɛbʲɪʃkæklʲɪk
йәбешкәс	jɛbʲɪʃkæːs
йәбештерелгән	jæbɪ̞ʃtʲiɾɪ̞lkæn
йәбештерергә	jæbɯ̞ʂtʲɪrɪ̞rgæ
йәиһә	jæjhæ
йәй	jæj
йәйелергә	jæjɪ̞lærgæ
йәйелешеп	jæjɪ̞lɪ̞ʂʲɪp
йәйен	jæjæn
йәйен	jæjɪ̞n
йәйләргә	jɛjlærgæ
йәйләү	jɛjlɛʊ
йәйғор	jæjʁʊ̞r
йәйә	jæjæ
йәйә	jˈɛjjæ
йәйәү	jæjæw
йәйәү	jɛjɛʊ
йәйәүле	jæjæʏlæ
йәйәүләргә	jæjæʏlærgæ
йәки	jæki
йәки	jækʲi
йәкшәмбе	jækʃæmbɪ̞
йәл	jæl
йәл	jˈɛl
йәлеп	jˈælp
йәлил	jæ̹lʲɪl
йәлләмәй	jælˈlæmæj
йәлләргә	jɛnlɛrgæ
йәләл	jælæn
йәм	jæm
йәме	jɛmɛ
йәмил	jæmæl
йәмил	jæmʲil
йәмилә	jæmʲilæ
йәмин	jæmɪn
йәмиға	jɛmiːɢa
йәмле	jɛmlæ
йәмләргә	jæmlærgæ
йәмғеһе	jæmʁɑhɯ̞
йәмғиәттә	jæmɢɪ̞ætːæ
йәмһеҙ	jæmhæð
йән	jæn
йән	jˈɛn
йән-тән	jæntæn
йән-фарман	jænfɑrmɑn
йән-яҡтан	jænjɑqtɑn
йән-яҡҡа	jænjɑqˈqɑ
йәнбаҡты	gænbɑqtɯ̞
йәнбикә	jenbʲekæ
йәнбирҙе	jænbʲirðɯ̞
йәнгир	jæŋgir
йәндек	jændæk
йәнемде	jænæmdʲɪ
йәнеп	jænæp
йәнифә	jɛnife
йәнкиҫәгем	jɛnkiθɛgɛm
йәнле	jænlæ
йәнләнеп	jænlænæp
йәнләнергә	jænlænɪ̞rgæ
йәннәт	jænːæt
йәннәттәге	jænˈnɛtːɛgɛ
йәноҙаҡ	jænäθɑq
йәнсура	jɛ̀nsuɾa
йәнтелә	jæntjɪlæ
йәнтимер	jæntʲeːmɪ̞r
йәнтүрә	jæntʏ̞ræ
йәнғәли	jænɢælej
йәнһүрәт	jænhʏræt
йәнһөйәр	jænhɪ̞jˈɛr
йәнә	jænæ
йәнәби	jænɛbˈi
йәнәхмәт	janɛχmæt
йәнәшә	jænɪ̞ʃɛ
йәнәһе	jænhɪ̞
йәркәй	jærkæi
йәрминкә	jærmʲinkæ
йәрмулла	jɛrmullɑ
йәрмөхәмәт	jɛrmæχæmæt
йәрәхәт	jæræχæt
йәрәхәтләргә	jɛrɛχætlærgæ
йәтеш	jɛtɛʃ
йәтим	jætʲim
йәтим	jɛtiːm
йәш	jæʃ
йәш	jˈɛs
йәшел	jæʃɪ̞l
йәшелләнергә	jæʃæ̹lɫɛnɪ̞rgæ
йәшелләнеү	jæʃɪ̞llɛnɪ̞w
йәшелсә	jæʃɪ̞lsæ
йәшелсәселек	gæʃɪ̞ɫsæsɪ̞ɫɪ̞k
йәшен	jæʃɪ̞n
йәшенде	kæʃɪ̞ndɪ̞
йәшенеп	jæʃɪ̞nʲɪt
йәшенергә	jæʂɛnɪ̞rgæ
йәшерен	jæʂæɾɯ̞n
йәшерен	jæʃɪ̞rɪ̞n
йәшерергә	jæʃɪ̞rɛɾgæ
йәшереү	jˈɛʃɛrˈɪw
йәшерә	læʃɪ̞ræ
йәшлек	jˈɛʃlˈɛk
йәшләй	jæʃlæjˈ
йәшләнгән	jæʃlængæn
йәшмәташ	gjɛʃmɛtɑʃ
йәшник	jæʃnʲik
йәшник	jɛʃnʲik
йәштәге	jɛʃtɛgɛ
йәштәр	jæʃtæɾ
йәшәй	jæʃhɛj
йәшәйеш	jæʃæjɪ̞ʃ
йәшәмәгән	ʃaʃamɛɣɛn
йәшәп	jaʃɛp
йәшәүсе	jɛʂɛusɛ
йәғни	jæʁnʲi
йәғни	jæˈgni
йәғрәфиә	jæʁɾæfijæ
йәүҙәт	jæwðæt
йәүһәр	jɛuhær
йәүһәриә	jɛʊhɛrjɛ
йәүһәрә	jɛuhɛræ
йәүәт	jɛbɛt
йәһүд	jæhut
йәһүҙә	jɛhʏ̞ðæ
йәһәннәм	jæhænːæm
йәһәт	jˈɛːhɛt
йөй	jɔj
йөйләргә	jɪ̞jɫærgæ
йөйәк	jɪ̞jɛk
йөк	jʏ̞k
йөк	jˈøk
йөкмәтелеү	jəkmɛtɪ̞lɪ̞w
йөкмәтке	jʏ̞kmætkɪ̞
йөкмәткеле	jʏ̞kmætkjlʏ̞
йөн	jæn
йөн	jʏ̞n
йөнтә	jɯ̞ntæ
йөрәк	jʏ̞ræk
йөрәктау	jʏrɛgtɑw
йөрөмәгеҙ	jʏ̞ræmægɪ̞ð
йөрөмәйем	jʏ̞rɛmæjɪ̞m
йөрөмәйне	jʏ̞rʏ̞mæjnʏ̞
йөрөмәйсе	jʏ̞rʏ̞mæjsʏ̞
йөрөмәҫ	jʏ̞rʏ̞mæθ
йөрөп	bʏ̞rʏ̞p
йөрөткән	jʏɾätkæn
йөҙ	jɯ̞ð
йөҙ	jʏ̞ð
йөҙйәшәр	jɯ̞ðjɛʃɛr
йөҙтүбән	jʏ̞ðtʏbæn
йөҙтүбән	jʏ̞ðtʏβæn
йөҙөк	jʏ̞ðʏ̞k
кабарда	ɦɑbɑrda
кабинет	kabinʲet
кавказ	käfkäz
кавказ	kɑfkɑs
калуш	kɐˈluːʃ
камал	kamal
камил	kamil
камила	kɑmila
камиллашҡан	kämilbɑʂqɑn
камышит	kamʃit
кандидат	kandidat
капланған	qɑpɫɑnʁɑn
капрон	kapron
карам	kɑram
карап	käräp
каркас	karkas
карта	karta
карта	kɑrta
картуф	kartʊf
картуф	kɑrtuf
каруан	kärwän
каса	kasa
катамаран	kat̪amaran
катарыш	qɑtɑrɯ̞ʂ
кафи	kaffˈi
кафыр	käfɪ̈ɾ
кафыр	kæfɪ̞ɾ
кашап	qɑʃɑp
квартал	kvärtäɫ
кейекбай	kɪ̞jɪ̞kbɑɪ̞
кейекҡужин	kʲijɪ̞kqoʐæin
кейем	kɪ̞jɪ̞m
кейем	kʲɪljɪm
кейем-һалым	kʏ̞jjɪ̞mhɑɫɯ̞m
кейемдәр	ki̠jɪ̞mdæɾ
кейенергә	kɪ̞jːɪ̞nʲɪrgæ
кейеп	kʲɪɪ̞p
кейергә	kæjɪ̞rgæ
кейеҙ	kɪ̞jɪ̞ð
кейҙереү	kɪ̞jðʊ̞rɪ̞w
кейәү	kɪ̞jæw
келәймәле	kɪ̞ɫɛjmælɪ̞
келәм	kɪ̞læm
кем	kæm
кем	kɪ̞m
кемдер	kɛmdɪ̞r
кемуҙарҙан	kɪ̞muzɑrðɑn
кендек	kɪ̞ndɪ̞k
кер	kɪ̞r
кергәс	kəɾgʲɛs
керпек	kɪ̞rpɪ̞k
керҙе	kɪ̞rðæ
кесаҙна	kɪ̞säðnä
кесерткән	kɪ̞sɪ̞rtkæn
кесерткән	kʲɪsɪ̞rtgæn
кескәй	kɪ̞skæj
кефир	kɛfiɾ
кеш	kɪ̞s
кеше	kɪ̞ʃɪ̞
кешелек	kɪ̞ʃɪ̞lɪ̞k
кешелек	kʲɪʃɪ̞nɫɪ̞k
кешесә	kɪ̞ʃɪ̞sɪ̞
кеҫә	kɪ̞θæ
кеҫәртке	kɪ̞θærtkɪ̞
киев	kʲijɨ̞f
кикрек	kikrek
килгәндер	kilgændæɾ
килгәндә	gilgɛndæ
килгәнсе	kjlgɛnsɛ
килдебәк	kʲiɫdɪ̞bæk
килдияров	kildɪjɑrɑf
киле	kʲilɪ̞
килейек	kʲilɪ̞jɪ̞k
килемле	kʲelɪ̞mɫæ
килен	kʲelɪ̞n
килеп	kilep
килеш	kileʃ
килеш	kilɪ̞ʃ̟
килешеп	kileʃɪp
килешергә	kʲiɫɯ̞ʂɪ̞rgæ
килешмәгәнлек	ki̠ɫɪ̞ʂmægænlɪ̞k
килмешәк	kʲilmɪ̞ʃæk
килмырҙа	kʲiɫmɯ̞rðɑ
килмәгән	kʲiɫmægæn
килмөхәмәт	kjlmɪ̞χɛmæt
кило	kilo
килограмм	kʲiɫägräm
килтер	kiltɛr
килтергәс	kiltirgɛs
килтерелгән	kɪ̞ɫtʲɪrɪ̞ɫgæn
килтерһә	kʲiɫtɪ̞rhæ
киль	kɛl
килә	kile
киләсәк	kʲilæsæk
киләсәктә	kjlɛsækˈtæ
киләһе	kʲelæhɪ̞
кимерелеү	kʲimɪ̞rɪ̞lɪ̞w
кимереүсе	kʲimɪ̞rɪ̞wsɪ̞
кимәл	kimˈɛl
кимәл	kʲimæl
кимәлдә	kʲimæ̹ldæ
киндер	kʲindɪ̞r
кинйә	kʲinjæ
кинйәбикә	kʲinjæbʲikæ
кинйәбулат	kʲinjæbwɫät
кинйәһолтан	kʲinjæhɯ̞ɫtɑn
кино	kino
кинәйә	kʲiˈnɛjæ
кинәйәлелек	ki̠nɛjæ̹lɪ̞ɫæk
кинәнергә	kʲinænɪ̞rgæ
кинәт	kinɛt
кинәт	kʲinæt
кипмәгән	kiːpmɛgɛn
кирам	kʲirɑm
кирбес	kʲirbɪ̞s
кире	kire
кире	kʲeɾɪ̞
киреләнергә	kʲiɾʲɪlænʲɪrgæ
киреһенсә	kʲirɪ̞hɪ̞nsæ
киреһенсә	kʲirɪ̞hɪ̞nsɛ
киртеп	kʲirtɪ̞p
киртергә	kʲɪrtʲɪrgæ
кирәй	kʲirej
кис	kʲis
кис	kˈis
кисергә	kʲisɪ̞rgæ
кисергән	kisərgæn
кисерештәрен	kisɪ̞rɪ̞ʃtærɪ̞n
кисерә	kisræ
кисеү	kʲisɪ̞w
кискә	kiskæ
кисә	kise
кисә	kʲisæ
кисәге	kisɛge
кисәғас	kiseʁas
китаптар	kʲitɑptɑr
китапхана	kʲitäpχänä
китер	kitar
китергә	kitargʲɛ
китерҙәй	kitsɛrðɛj
киткән	kʲitkɛn
китмә	gitmæ
китмәгеҙ	kitmægɪ̞ð
китмәй	kijtmɛj
китмәһә	kɪ̞tmɛhɛ
китһә	kʲithæ
китә	kite
китәсәк	kjtɛsæk
кишер	kʲeʃɪ̞ɾ
киң	kɪŋ
киң	kʲeŋ
киңлек	kʲiŋlɪ̞k
киңәйергә	ki̠ɴæjɯ̞rgæ
киҫәге	kiθɛgɛ
киҫәк	kizɛk
клара	hɫara
класташ	gɫɑstaʃ
код	kɔd
комбинат	kɔmbinˈat
коми	kɔmi
корея	korĕjɑ
коридор	kʊˈrɪdɔr
крем	kɾˈim
кристаллик	kristalnik
куба	kubä
кукуруз	kukuruz
кулибай	ulibaj
культы	kultɯ̞
кума	kuma
кыҙҙар	qɯ̞ðːär
кү	kˈɔː
күбек	kʏβɪ̞k
күбекләнергә	kʏbʲɪkɫænʲærgæ
күбәйгәндәй	kʏbæjgæːndæj
күбәләк	kʏβælæk
күгәрсен	kɵgærsɪ̞n
күгәүен	kʏgæwɪ̞n
күк	kɵk
күк	kˈʊk
күкрәк	kukrɛk
күкрәкле	kʏkrækˈlæ
күкрәргә	kukrɛɾgɛ
күктә	kuktɛ
күкәй	kukˈɛ
күкәй	kʏkæj
күл	kʏl
күлдәк	kyldˈɛk
күлдәк	kʏldæk
күләгә	kʏlægæ
күләм	kʏlæm
күләүек	kulɛvɯ̞k
күләүек	kʏlæwɪ̞k
күмер	kɵmɪ̞ɾ
күмер	kʏmer
күмертау	kʏ̞mɪ̞rtɑu
күммәгеҙ	kʏrmægɪ̞ð
күмәк	kymæk
күмәкләп	kʏ̞mækɫɛp
күмәкләшеп	kʏ̞mækɫɛʂɪ̞p
күмәс	kɯ̞mɛs
күн	kyn
күнегергә	kʏ̞nʏ̞gɪ̞rgæ
күп	kɵp
күпер	kupɛr
күпер	kʏpɪ̞r
күпкә	kʏptkæ
күпме	kʏpmɪ̞
күпселек	kʏpsɪ̞lɪ̞k
күргәҙмә	kʏ̞rgæðmæ
күрек	kʏrɪ̞k
күренгән	kʏrʏngæn
күренергә	kʏrænɪ̞rgæ
күренеш	kʏrɪ̞nɪ̞ʃ
күренеү	kwɾɯ̞nɯ̞w
күренмәгән	kʏrʏ̞nmægæn
күреп	kʏræp
күркә	kɵɾkæ
күркәм	kʏrkʲɛm
күркәмбикә	kʏrkʲæːnbʲekæ
күрмәгеҙ	hʏrmægɪ̞ð
күрмәй	kʏ̞rmæj
күрмәйсе	kʏrmæjsæ
күрмәҫ	kʏrmæθ
күрше	kɵɾʃɪ̞
күршеләргә	kʏrʂjɪlɛrgæ
күрһен	kʏrhæn
күрһәтелгән	kʏrhætɪ̞lgæn
күрһәтер	kʏrhætɛr
күрһәтергә	kʏ̞rhætɪ̞rgæ
күрһәткес	kʏrhætkɪ̞s
күрһәткес	kʏrhætkʲɪz
күрһәтте	kʏrhætːæ
күсергә	kʏ̞sʏ̞rgæ
күсермәһеҙ	kʏ̞sʏ̞rmæhɪ̞ð
күсертергә	kʏ̞sʏ̞rtʏ̞rgæ
күскен	kʏskɪ̞n
күскәндә	kʏ̞skændæ
күстәнәс	kʏstænæs
күсәр	kʏsær
күсәрбаев	kʏsærbɑːɪ̞w
күт	kɵt
күт	tut˦
күтәрелеп	kʏtærɪ̞ɫæp
күтәрелергә	kʏtærɪ̞ɫɪ̞rgæ
күтәрелеш	kʏtærɪ̞ɫæʃ
күтәреп	kʏtærp
күтәрҙе	kʏtærðæ
күҙектерергә	kʏ̞ðʏ̞ktʲɪrʲɪrgæ
күҙлек	kʏðlɪ̞k
күҙләргә	kʏzlɛrgæ
күҙәнәк	kʏðænæk
күҙәтеү	kʏðætɪ̞w
күңел	kɵŋɪ̞l
күңелле	kɵŋɪ̞lːɪ̞
күңелһеҙ	kɵŋɪ̞hɪ̞ð
күңелһеҙ	kɵŋɪ̞ɦɪ̞ð
кәбе	kæbæ
кәбеҫтә	kæbɪ̞θtæ
кәбеҫтә	kæβɪ̞θtæ
кәбеҫтә	kɛbɪ̞ʃtæ
кәбир	kæbʲir
кәбирә	kæbʲiɾæ
кәбән	kæb̪æn
кәбән	kæβæn
кәбән	kɛbːɛn
кәзә	kæzæ
кәзәләнергә	kæzælɛnɯ̞rgæ
кәзән	kɛzen
кәйеф	kæjɪ̞f
кәкре	kækɪ̞ɾɪ̞
кәкре	kækɾɪ̞
кәкрәйергә	tʲɛkɾæjɪ̞rgæ
кәкүге	kakugɛ
кәкүк	kækʏk
кәкүк	kɛkʏkk
кәли	kæli
кәләш	kælæʃ
кәм	kæm
кәмендә	kæmɪ̞ndæ
кәмеп	kæmp
кәметеү	kɛ̀ːmtʲeu̯
кәметкән	kʲɛmɨtkʲɛn
кәмеү	kæmɪ̞w
кәмә	kæmæ
кәнфит	kænfʲit
кәнфит	kənfɪt
кәпәс	kɛps
кәримә	kæɾimæ
кәрниз	kerniz
кәрпәсте	kɛrpɛstɛ
кәрт	kæɾt
кәртә	kæɾtæ
кәртәләргә	kɛrtɛlærgæ
кәршүк	kɛrˈʃyk
кәрһеҙләнеү	kærhɪ̞ðɫænʲɪw
кәрәк	kærek
кәрәк	kæræk
кәрәклек	kʲɛræklɪ̞k
кәрәкме	kærækmæ
кәрәкмәй	kʲɛrækmæ̹j
кәрәм	kæˈræm
кәрәмәт	kɛrɛmmæt
кәрәҙ	kɛɾˈɛð
кәсеп	kɛsɪp
кәсер	kæsɪ̞r
кәстрүл	kæstrʏl
кәтибә	kɛtɪbɛ
кәтмән	kætmæn
кәтмән	kˈætmen
кәштә	kæʃtæ
кәшфулла	kæʃfˈɔlla
кәшәнә	kæʃænæ
кәңәш	kæŋæʃ
кәңәшмә	kæŋæʃmæ
кәңәшсе	kæŋæʃsɪ̞
кәүсәр	kɛusɛr
кәүсәриә	kɛlsɛrjæ
кәүҙә	kæwðæ
кәүҙәләнеш	kæʏðælɛnɪ̞ʂ
кәүҙәһеҙ	kɛuːðɛhɯ̞ð
көбәк	kəbˈɛk
көбәков	kʏbɛkov
көй	kɛjˈ
көй	kʏ̞j
көйләү	kɪ̞jlɛː
көйҙөрөргә	kʏ̞jðɪ̞rɪ̞rgæ
көйә	kʏ̞jæ
көйәнтә	kjɛntɛ
көйәнтә	kʏ̞jæntæ
көйө	kɪ̞jːɪ̞
көйөнсә	kʏ̞jʏ̞nsæ
көйөнә	kɪ̞jːʏ̞næ
көйөшмәйек	kʏ̞jɯ̞ʂmæ̹jɪ̞k
көкөрт	kʏ̞kʏ̞rt
көл	kʏ̞l
көлтөрәп	kʏ̞ɫtʏ̞rɛp
көлөр	tʏ̞lʏ̞r
көлөргә	kʏ̞jɫɪ̞rgæ
көмбәҙ	kəmbɛð
көмбәҙ	kʏ̞mbæð
көмөш	kʏ̞mʏ̞ʃ
көмөшбай	kʏ̞nʏ̞ʂbäj
көмөшҡол	kʏ̞mɪ̞ʂqɑɫ
көн	kyn
көнбайыш	kʏ̞nbɑjɯ̞r
көнбайыш	kʏ̞nbɑjɯ̞ʂ
көнбайышта	kɛ̀nbɑjɯ̞ʂtɑ
көнбағыш	kʏ̞nbɑʁɯ̞ʂ
көнбағыш	tʏ̞nbɑʁʊ̞ʂ
көндәлек	kʏ̞ndælɪ̞k
көнкүреш	kʏ̞nkɵrɪ̞ʃ
көнкүреш	kʏ̞nkʏrɛʃ
көнләшергә	kʏ̞nlæʂɪ̞rgæ
көнсығыш	kʏ̞nsɯ̞ʁɯ̞ʂ
көнсығышта	kɪ̞nsɯ̞ʁɯ̞ʂtä
көньяҡ	kʏ̞njɑq
көньяҡта	kɪ̞njɑqtɑ
көпләргә	kʏplærgæ
көр	tʏ̞r
көрсөк	kʏ̞rsʏ̞k
көрт	kərt
көрт	kʏ̞rt
көртмәле	kʏrtmæ̹lɪ̞
көртмәле	kʏ̞rtmælɪ̞
көршәк	kʏrʂɛk
көрәк	kərɛk
көрәк	kʏ̞ræk
көрән	kʏɾæn
көрәргә	kərærgæ
көрәш	kʏ̞ræ̹ʃ
көрәшергә	kʏræʂɪ̞rgæ
көс	kʏ̞s
көс	kˈɪs
көс-дәрт	kʏ̞sdæɾt
көсләп	kʏ̞slæp
көсләргә	tʏ̞slɛrgæ
көслө	kʏ̞slʏ̞
көстө	kʏ̞stʏ̞
көсәйгән	kɛsɛjgɛn
көсәйергә	kʲɪsæjɪ̞rgæ
көсөк	kʏ̞sʏ̞k
көсөм	kɪ̞sɪ̞m
көсөргәнешлек	kʏsirgænɪ̞ʂɫɪ̞k
көтмәгәндә	keˈtmægændæ
көтмәгәндә	kʏ̞tmægændæ
көтөргә	kʏ̞tsʏ̞rgæ
көтөү	kɪ̞tɪ̞w
көтөү	kʏ̞tʏ̞w
көтөүсе	kɪ̞tɪ̞wsɪ̞
көҙ	kɪ̞ð
көҙ	kʏ̞ð
көҙгө	kʏ̞ðgʏ̞
көҙән	kʏ̞ðæn
көҙән	kʏ̞ðɶ̟n
ла	lɑh
лаклау	læklæʊ
ламиҡ	ɫæmʲek
лампас	lɑmpas
лапаҫ	ɫɐpɐs
латвия	ɫatviˈa
латин	ɫɐtɪn
латип	ɫo̞t̪ip
латиф	lˈɑti
латифа	lɑtifˈa
латифулла	laːtjfolːɑ
латыш	ɫatɯʃ
лекторлыҡ	læktʊ̞rɫɯ̞q
лемма	lʲemma
лена	lʲænä
либераллек	liːbɪrɑɫlɪk
лига	lˈiga
лигатура	lʲigatura
лидерлыҡ	lʲidɪ̞rɫʊ̞q
лизол	lizˈol
лика	vika
ликвид	likvid
лилипут	ljliput
лимит	limit
лимитланыу	limitlɑnɑu
лимитлау	limˈitlaʊ
лимонка	ɫɪmɔnka
лимузин	ljˈmˈʊziːn
лимфа	ljˈnˈfˈa
лингвист	lindvist
лингвистик	lɪŋgwˈistik
линза	ljnða
лиризм	lˈiɹˌizm
лирик	lˈiɾɪk
лирика	lˈirika
листовка	ljstofka
литва	lˈitvɑː
литр	ljtr
литраж	ɭitraʒ
лиф	lˈif
лифт	lˈif
лицей	litsɛj
логик	ɫɔgik
логика	ɫɔgika
лотфрахман	ɫɯ̞tfɾaχmɑn
лоҡман	lɯ̞qmɑn
луиза	lˌuˈiza
лут	lut
ляпис	lapis
лә	læ
ләбибә	labibe
ләззәт	læzːɛt
ләззәтләнергә	ɫæzzætɫɛnirgæ
ләзизә	lazize
ләйлә	læjlæ
ләйсән	læjsæn
ләм	læm
ләғнәт	lægnɛt
ләүәш	ɫɛʊ̞ɛʃ
мабайна	mabajla
магазин	magazin
магнат	magnat
магнит	magŋit
мажара	mɑʒɑrɑ
мажаралы	mˈɑʒarˈɑlˈɛ
мазурка	mˈɑzarkˈa
мазут	mɔzʊt
мазһар	mʌzhar
май	mæ̹j
маймыл	mɑjmɯ̞ɫ
майсара	majsara
майҙан	mɑjðɑn
майҙанлы	mɑjðɑnɫæ
майҙансыҡ	mɑjðɑnsɯ̞q
майҙаны	mæjðɑnæ
макарон	makaron
маладис	mɑɫɑdʲïs
малай	malaj
малай-муйнаҡ	mɑɫɑjmujðɑq
малбай	malbaj
малик	mˈɑlik
малсылыҡ	mɑlsɯ̞ɫɯ̞q
мамай	mamɑj
мамыҡ	mɑmɯ̞q
манап	mˈɑnəp
манара	mɑnɑrɑ
манара	mɑɫɑrɑ
манат	manat
манга	manga
маннан	mænnæn
маннур	mannuɾ
