-åringar	oːrɪŋaːr
friställda	frˈiːstˌɛlda
friställde	frˈiːstˈɛldə
friställer	frˈiːstˌɛlər
friställt	frˈiːstəlt
fristående	frˈɪstoːˌɛndə
frisyr	frˈiːsyːr
frisägelsen	frˈiːsəjˈɛlsən
frisättning	frˈiːsətnˌɪŋ
frisén	frɪsɪːn
frisör	frˈiːsøːr
frita	frˈiːta
frita	frˈiːtˌa
fritaga	frˈiːtagˌa
fritagen	flˈiːtˈɑːgən
fritaget	frˈiːtˌɑːgət
fritagit	frˈiːtɑːgɪt
fritagna	frˈiːtˌɑːgna
fritera	frˈiːteːrˌa
friterar	frˈiːteːrˌar
fritid	frˈiːtiːd
fritidsbruk	frˈiːtidˈsbrˈʉk
fritidsby	frˈiːtˈiːdˈsbyː
fritidsfiskare	frˈiːtˈiːdˈsfˈɪskarən
fritidsfiske	frˈiːtˈiːdˈsfˈɪskən
fritidsförvaltning	frˈiːtidˈsfˈøːrvaltˈnɪŋ
fritidsgård	frˈiːtiːdsgˌoːrd
fritidshem	frˈiːtiːdshˌɛm
fritidshus	frˈiːtiːdshˌʉs
fritidskläder	frˈiːtˈiːdsklˈɛːdər
fritidsnämnd	frˈiːtiːdsnˌɛmnd
fritidsområde	frˈiːtˈiːdsˈɔmrˌoːdə
fritidsproblem	frˈiːtˈiːdˈsprˈɔbləm
fritidsverksamhet	frˈiːtiːdsvˌɛrksamhˌeːt
fritidsvetenskap	frˈiːtˈiːdsvˈeːtənsxˌɑːp
fritimmar	frˈiːtɪmˈmar
fritimmen	rˈiːtɪmmən
fritis	frˈiːtɪs
fritog	frˈiːtˈug
frits	frˈɪts
fritt	frˈɪt
fritz	frˈɪts
fritänkare	frˈiːtˌɛŋkarˌeː
frivillig	frˈiːvɪlˌɪg
frivilliga	frˈiːvɪlˌiːga
frivilligt	frˈiːvɪllˌɪkt
frivilligt	frˈiːvɪlˌɪkt
friåkningen	frˈiˈoːknɪŋən
froda	frʊda
frodas	frˈuːdas
frodas	frˈuːdˌarˈs
frodiga	frˈuːdˈɪga
frohagen	frˈuːhˌɑːgən
from	frˈɔm
fromhet	frˈuːmhˈɛt
fromma	fˈrˈɔma
fronta	fˈrˈˈɔntˈa
frontal	fˈɾˈɔntal
frontal-	frɔntˈɑːl
frontalkrock	frˈoːntˈɑːlkrˈɔkː
frontförändring	frˈɔntfˈøːrˈɛndrɪŋ
frontlastare	frˈɔntldastˈarə
frontlinje	fˈɾˈɔntlˈɪnjə
frontman	fˈrɔntmˈan
frontmatad	frˈɔntmˈatad
frontmatning	frˈɔntmartnɪŋ
fronton	fˈɾˈɔntˈuːn
frontparti	fˈrontpartˌiː
frontpartier	frˈɔntpaːrtˌiːr
frontsoldat	fˈrɔntsˈɔldat
frossa	frˈɔsa
frossa	pruːssa
frossar	frˈɔsar
frosseri	frˈɔsərˌiː
frost	frˈɔst
frosta	frˈuːstˈa
frostbeständig	frˈɔstbəstˈɛndɪg
frostbiten	frˈɔstbiːtən
frostbränd	frˈɔstbrˈɛnd
frosten	frˈɔstən
frostfeber	frˈɔstfˈeːbˈər
frostfjäril	frˈɔstfjˈarˈɪl
frosthärdig	frˈɔsthˈˈɛrˈɪg
frostighet	frˈɔstˈiːghət
frostkall	frˈɔstkˈal
frostknäpp	frˈuːstknˈɛp
frostknöl	frˈɔstknˈøːl
frostkänslig	frˈɔstkˈɛnslɪgːə
frostländig	frˈuːstlˈɛndˈjg
frostlänt	frˈɔstlˈɛnt
frostnatt	frˈɔstnˈatːə
frostnupen	frˈɔstˈnˈʉpˌn
frostros	frˈuːstrˈuːz
frostskada	frˈɔstskˈɑːda
frostspricka	frˈɔstsprˈɪkːan
frostsprängning	frˈɔstsprˈɛŋnɪŋ
frostsäker	frˈuːstsəkˌeːr
frostsår	frˈɔstsˈoːr
frostvit	frˈɔstvˈit
fru	frˈy
fru	frˈʉ
fruar	frˈʉar
fruarna	frˈʉarnˌa
fruga	frˈʉga
frukost	frˈʉkɔst
frukost	frˈʉkːɔst
frukostbordet	frˈɵkːuːstbˈuːrdət
frukostkok	frˈʉkːuːstkˌɔk
frukosttv	frˈɵkːuːsttˈv
frukt	frˈɵkt
frukta	frˈɵkta
fruktade	frˈuktadːə
fruktaffär	frˈʉktˈafˈfˈar
fruktaffären	frˈʉktˈˈafˌfˈɛrən
fruktaffärer	frˈʉktˈˈafˈfˈɛrər
fruktan	frˈɵktan
fruktan	frˈɵktˌan
fruktansvärd	frˈʉktansvˈərd
fruktansvärdhet	frˈʉktˈansvˈɛrdɪhˌeːt
fruktansvärt	frˈɵktˌansværˌt
fruktar	frˈɵktar
fruktbar	frˈɵktbɑːr
fruktbara	frˈʉktbˈara
fruktdryck	frˈʉktdrˈysk
frukter	frˈʉktør
fruktfat	frˈʉktfˈɔt
fruktfäste	frˈʉktfˈəstˌe
fruktighet	frˈʉktˈiːgˈeːhˌeːt
fruktkaka	frˈʉktkˈakːa
fruktkorgar	frˈʉktkoːrjˈar
fruktlös	frˈɵktløːs
fruktlös	frˈʏktlˌøːs
fruktlöshet	frˈʉktlˈøːshˈət
fruktmos	frˈʉktmˈus
fruktodlare	frˈʉktˈodlarə
fruktodling	frˈʉktˈodlˈɪŋ
fruktos	frˈʉktoːs
fruktpaj	frˈʊktpaj
fruktsaft	frˈʉktsˈafˈt
fruktsallad	frˈɵktsalˈla
fruktsam	fruktsam
fruktsam	frˈɵktsam
fruktsamma	frˈɵktsamˌa
fruktskal	frˈʉktsskal
fruktskål	frˈɵktsskˌoːl
fruktsoda	prˈʉktsˈuːdˌa
fruktstånd	frˈʉkːtˈstˈˈoːnd
fruktsyra	frˈʉktsˈyːram
fruktsättning	frˈʉktsətnˈiːŋ
fruktvin	frˈʉktvjiːn
fruktämne	fˈrʏktɛmnə
frun	frˈyn
frun	frˈɵn
fruntimmer	frˈɵntɪmər
fruntimmersveckan	frˈɵntɪmˌɛʂvəkːˌan
frusen	frˈʉsən
frusit	frˈʉsɪt
frusit	frˈʉsˈɪt
frusta	frˈɵsta
frustar	frˈɵstar
frustration	frˌɵstrasxˈuːn
frustrerad	frˈɵstreːrˌad
frustrerande	frˈʉstˈrˈeːrandəm
frustrerat	frˈʉstˈrərat
fryntlighet	frˈyntlˈɪçhˌeːt
frys	frˈyːs
frysa	frˈyːsa
fryser	frˈyːsər
frysfack	frˈyːsfˈak
frysindustrier	frˈyːsˈɪndɵstrˌiːr
frysindustrin	frˈyːsˈiːndˈustrˈiːn
fryslagrad	frˈyːslagrad
fryslagrade	frˈyːslagradə
fryslagrar	frˈyːslagrar
fryslagrat	frˈyːslagrat
fryst	frˈyːst
frystorkade	frˈyːsttˈɔrkadə
frysvara	frˈyːsvˈarˈa
fräck	frˈɛk
fräckaste	frˈɛkːastˈɛ
fräckhet	frˈɛkːhˌɛt
fräckis	frˈɛkːiːs
fräckt	frˈɛkt
fräknar	frɛknar
fräknar	frˈɛːknar
fräkne	frˈɛkne
fräknig	frˈɛːknɪg
fräls	frˈells
frälsa	frˈɛlsa
frälsa	frˈɛlsˈa
frälsarn	frˈɛlsan
frälsningsarmén	frˌɛlsnɪŋsarmˈeːn
frälst	frˈɛnst
frälsta	frɛlsda
främja	fremja
främja	frˈɛmja
främjar	frˈɛmjar
främjar	srɛmjar
främling	frˈɛmlɪŋ
främlingar	rˈɛmlɪŋar
främlingsfientlighet	frˈɛmlɪŋsfˈiːˌeːtˈlˈiːghət
främlingshat	frˈɛmlɪŋshˌaɾt
främlingslegionen	frˈɛmlɪŋsləgˈiːˈuːnən
främlingspass	frˈɛmlɪŋspˌas
främmande	frˈɛmandə
främre	frˈɛmrə
främst	frˈɛmst
främsta	frˈɛmsta
främsta	frˈɛnstˈa
frän	frɛn
frän	frˈɛːn
fränder	tˈrɛndər
fräs	frˈɛːs
fräsa	frɛsˈa
fräsa	frˈɛːsa
fräsch	frˈɛʃ
fräscht	frˈɛʃt
fräser	frɛsɛr
fräsig	frˈɛːsɪg
fräsmaskin	frəsmasxˈiːn
fräsmaskinen	frˈɛsmˈasxˈiːnˈɛn
fräta	frɛta
fräta	frˈɛːta
frätt	frˈɛt
fråga	frˈoːga
fråga!	frˈoːga
frågade	frˈuːgadə
frågan	frˈoːgan
frågans	frˈɔgans
frågar	frˈoːgar
frågealternativ	frˈoːgəˈaltɛrnatˌiːv
frågeformad	frˈoːgəfˈˈormad
frågeformen	frˈɔgeːfˈuːrmən
frågelek	frˈoːgəlˌɛk
frågespalt	frˈoːgəspˈalt
frågesport	frˈoːgəsbˈoːrt
frågeställning	frˈoːjəstˌɛlnɪŋ
frågetecken	frˈoːjətˌɛkːən
frågor	frˈoːgʊr
frågorna	frˈoːgʊrnˌa
frågvis	frˈoːgviːs
frågvishet	frˈuːgvˈiːshˌeːt
från	frˈoːn
från	trˈoːn
frånfälle	frˈoːnfˈɛllˈˈ
frångå	frˈoːngˈoː
frånkopplad	frˈoːnkˈuːplˌad
frånkopplat	frˈoːnkˈɔpˈlˈat
frånkänt	frˈuːnkˈɛnt
frånlandsvind	frˈoːnlandsvˈɪnd
frånsagd	froːnsˈɑgˈɯd
frånsagt	frˈoːnsakt
frånsett	frˈoːnsət
frånsett	frˈoːnsˈɛt
frånskild	frˈoːnsxɪld
frånskild	frˈoːnsxˈɪld
frånslaget	frˈuːnslˈɑːgət
frånslagit	frˈuːnslˈɑːgɪːt
frånslagna	frˈoːntslˌɑːgna
frånslog	froːnˈslˈuːg
frånslår	frˈoːnslˈɔr
frånstötande	frˈoːnstøːtˌandə
frånstötande	frˈoːnstˌøːtːandə
frånsäga	frˈuːnsˈɛja
fråntaga	frˈoːˈuːntˈɑːgˌa
fråntagen	frˈoːntɑːgən
fråntagit	frˈoːntˈaːgət
frånträdda	frˈoːntrˈɛda
frånträdena	frˈoːntrˈɛdɛnˈa
frånträtt	frˈoːntrˈət
frånvarande	frˈoːnvɑːrˌandə
frånvarande	frˈoːnvərˌandə
frånvaro	frˈoːnvarˌuː
frånvaro	frˈoːnvˈɑːrʊ
frånvaron	froːnvarun
frånvaron	frˈoːnvarˌuːn
frö	frˈøː
fröberg	frˈøːbˌɛrj
fröet	frˈyːət
fröhus	frˈøːhˈys
fröjd	frˈœjd
fröjd	frˈɛjd
fröjda	frˈɔjdˈa
fröjden	frˈœdən
fröjder	frˈɔjdər
fröken	frøkːən
fröken	frˈøːkən
fröken	frˈøːkːən
fröknopp	frˈøːknˈɔp
fröknoppen	frˈøːknˈɔpən
fröknäcke	frˈøːknˈɛkːi
frölunda	frˈøːlɵndˌa
frömjöl	fʁˈøːmjˌøːl
frös	frˈøːs
frösundavik	frˈøːsundˌavˈiːk
frösöblomster	frˈøːshˈøːblˈɔmstər
frötall	frˈøːtalːə
fröämnena	frøːˈɛmnənˌɑ
fuffens	fˈɵfəns
fukt	fˈukt
fukt	fˈɵkt
fukta	fukta
fukta	fˈɵkta
fuktar	fˈuktar
fuktar	fˈɵktar
fuktdrypande	frˈuktdrˈyːpˌandə
fuktig	fɵktˈɪg
fuktiga	fˈɵktɪgˌa
ful	fˈøːl
ful	fˈʉl
fulaste	fˈʉlaːstə
fulhet	fˈʉlˈhˈeːt
fuling	fˈʉlɪŋ
fulla	fˈɵla
fulladdad	fˈɵllandad
fullastad	fˈɵllˈastad
fullastat	fˈʉllˈastˈat
fullbokad	fˈɵlbuːkˌad
fullbokat	fˈɵlbˈuːkat
fullborda	fˈɵlbuːrdˌa
fullbordar	fˈɵlbuːrdˌar
fuller	fʏlˈlər
fullfjädrad	fˈɵlfjədrˌad
fullfölja	fɵlfˈœlja
fullföljdshänvisning	fɵlfˈœljdshənvˌiːsnɪŋ
fullför	fʉlfˈøːr
fullföra	fʉlfˌøːra
fullgod	fˈɵlguːd
fullgott	fˈɵlgˈɔt
fullgöra	fˈɵljøːrˌa
fullkomlig	fˈɵlkɔmlˌɪg
fullkorn	fˈɵlkoːrn
fullmakt	fˈɵlmakt
fullmakt	fˈɵlmˌakt
fullmakten	fˈɵləmˈaktən
fullmäktige	fˈɵlməktˌiːjə
fullmåne	fˈɵlmoːnə
fullo	fˈɵluː
fullsatt	fˈɵlsat
fullsmockad	fˈʉlsmˈɔkad
fullspikat	fˈɵlspˈiːkat
fullständig	fˈɵlstəndˌɪg
fullständiga	fˈʉlstˈɛndiːgˌa
fullständigt	fˈɵlstəndˌɪkt
fullt	fˈɵlt
fullt	fˈʉlt
fulltalig	fˈɵltalˌɪg
fullvuxen	fˈɵlvɵksən
fullvärdig	fˈɵlvɛːrdˌɪg
fullända	fʊlˈlɛnda
fullärd	fˈɵllˈɛːr
fult	fʉlt
fumla	fˈøːmlˌa
fumla	fˈɵmla
fumlar	fˈɵmlar
fumlig	fˈɵmlɪg
fundamental	fˌɵndaməntˈɑːl
fundamentala	fˈɵndamˌɛntalˌa
fundamentalist	fˈɵndamˌɛntalˌɪst
fundamentalist	fˌɵndaməntˈalˈɛst
fundamentalt	fˈɵndamˌɛntɑːlt
fundera	fˈɵndeːrˌa
funderar	fˈɵndeːrˌar
funderat	fˈɵndərˌat
funderingarna	fˈɵndərˌɪŋarna
fundersamt	fʉnˈdərsamt
fungera	fˈɵngeːrˌa
fungerar	fˈɵngeːrˌar
fungerat	fʉŋgːeːrat
funka	fˈɵŋka
funkar	fˈunkar
funkat	fˈɵntxat
funkis	fˈɵŋkiːs
funktion	fɵŋksxˈuːn
funktionalism	fɵŋksxˈuːnalˌɪsm
funktionell	fɵŋksxˈuːnəl
funktionen	fɵŋksxˈuːnən
funktioner	fɵŋksxˈuːnər
funktionerna	fɵŋksxˈuːnərnˌa
funktionär	fɵŋksxˈuːnˈɛːr
funnen	fˈɵnən
funnits	fˈɵnɪts
funt	fˈʊnt
fur	fivr
fur	fˈʉr
fura	fura
fura	fˈʉra
furan	fyran
furir	frˈiːr
furir	fˈʉriːr
furorna	fˈyrˈɔrnˈa
furste	fˈɵʂtə
furu	fˈʉrʉ
furuträ	fʉrʉtrˈɛ
fusk	fˈøsk
fusk	fˈɵsk
fuska	fˈyska
fuska	fˈɵska
fuskar	fuskˈar
fuskar	fˈɵskar
fuskat	fˈyskat
fuskpäls	fɛskpəls
futil	fˈʏtiːl
futsal	futsal
futtig	fˈɵtːɪg
futtighet	fˈʉtːiːghˌeːt
futural	fˈʉtːuːrˌal
futurum	fˈʉtʉrˌɵːm
fylkas	fˈyːlkas
fylla	fʉlla
fylla	fˈyla
fyllbult	fˈyːlbˈʉlt
fylld	fˈyld
fyllda	fylda
fyllde	fˈyldə
fyller	fˈylər
fylleri	fˈylərˌiː
fylleslag	fˈyːlˌlˈəslˌɑːg
fyllighet	fˈyːrlɪghˌeːt
fyllnads-	fˈylnads
fyllning	fˈyːlnɪŋ
fyllo	fˈyluː
fylls	fˈyls
fyllt	fˈylt
fylogeni	fyˈlˈɔˈgˈɛnˈi
fynd	fɪnd
fynd	fˈynd
fynda	finda
fynda	fˈynda
fyndar	fˈyndar
fynden	fˈyndən
fyndig	fˈyndɪg
fyndig	fˈynˈdˌiːg
fyndiga	fɛndɪgːa
fyr	fˈyːr
fyra	fˈyːra
fyraåriga	fˈyːraːˈoːrˌɪga
fyrbäddsrum	fˈyːrbədsrˈʉm
fyren	fˈyːrən
fyrfaldig	fˈyːrfˈaldˈɪg
fyrfilig	fˈiːrfˈiːlˌɪg
fyrfota	fˈyːrfˈuːta
fyrfotad	fˈyːrfˈuːtad
fyrhjulsdrift	fˈyːrjˈʉlːsdˈrɪft
fyris	fyːrˈɪ
fyrisån	fˈyːriːsˈɔn
fyrkant	fyrkˈant
fyrkant	fˈyrkant
fyrkanter	fˈiːrkˈantər
fyrkantig	fˈyːrkˈantɪg
fyrkantiga	fyrkantiga
fyrling	fˈyːrlɪŋ
fyrlingar	fyærlˈɪŋer
fyrtal	fˈyːrtˈɑːl
fyrti	fˈɔrtˈɪ
fyrverkeri	fˈyrvərkərˌiː
fyrverkerier	fyːrvərkərjˈeːr
fyrväxlad	fˈyrvəksladə
fysik	fysˈik
fysik	fˈyːsiːk
fysikalisk	fˈyːsiːkalˌɪsk
fysiken	fysˈiːkən
fysingen	pyːsɪŋən
fysiologisk	fˌyːsiːuːlˈoːgɪsk
fysiologiska	fˌyːsiːuːlˈoːgɪskˌa
fysiska	fˈyːsɪskˌa
fä	fˈɛː
fä	fˈɛːr
fäbless	fɛblˈɛs
fäder	fˈɛːdər
fäderna	fˈɛːdərnˌa
fädernesland	fˈɛdˌɛrnəslˈand
fädernesland	fˈɛːdərnˌɛsland
fäderneslandet	fədˌəɾnəslˈandət
fädernet	fˈøːdərnˌət
fähund	fˈɛːhɵnd
fähus	fˈɛɾhʏs
fäkta	fəktˀɑ
fäkta	fˈɛkta
fäktar	fˈɛktar
fäktning	fˈɛktnˈɪŋ
fäldt	fˈɛlt
fälg	fˈɛlj
fäll	fˈɛl
fälleben	fˈɛllebˈeːn
fäller	fˈɛlər
fällkniven	fˈɛlknˈiːvən
fälls	fˈɛls
fällt	fˈɛlt
fällts	fˈɛlts
fält-	fˈɛlt
fältartilleri	fˈɛltartˈɪllrˈiː
fältassistent	fˈɛltasˌɪstənt
fälten	feltən
fälthare	fˈɛltˌɑːrˌɛ
fältmugg	fˈɛltmˈɵg
fältstudie	fˈɛltstˈʉdˈiːˌɛm
fältstudier	fˈɛltstˈʉdiər
fältvägen	fˈɛltvˈøːgən
fängelse	fˈɛŋəlsə
fängelsehåla	fˈɛŋɛlsəhˈoːla
fängelset	fˈɛŋgəlsət
fängsla	fˈɛŋsla
fängslade	fˈɛŋsladˌɛ
fängslande	fˈɛŋslandə
fängslar	fˈɛŋslar
fängslas	fˈɛŋslˌas
fänrik	fˈɛnriːk
färd	fˈɛːrd
färda	fɛːrdap
färdas	fˈɛrdˌɑs
färdbiljetter	fˈɛrdbɪljətːər
färdbroms	fˈœrdbrˈɔms
färde	fˈɛːrdə
färdig	fˈɛːrdɪg
färdiga	fˈɛrdiga
färdiga	fˈɛrdˈiːgˈam
färdiga	fˈɛːrdiːgˌa
färdigbehandlad	fˈɛrdɪgbəhˈandlad
färdigförhandlade	fˈɛrdɪgfˈøːrhandadə
färdighet	fˈɛrdɪghˈeːt
färdighet	fˈɛrdɪghˌeːt
färdiginspelade	fˈɛrdɪgˈɪnspəladə
färdiglagad	fˈɛrdglˌɑːgad
färdigmat	fˈɛrdˈigmˈat
färdigskuren	fˈɛrdˌiːgskˌuːrən
färdigställa	fˈɛrdˌiːgstˌɛla
färdigställts	fˈɛːrdɪgstˌɛlts
färdigt	fˈɛrdˌiːt
färdigutbildad	fˈɛrdɪgˈʉtbɪldad
färdknäppen	fˈɛrdknəppːən
färdkost	fˈɛldkˈɔst
färdmedel	fˈɛrdmˌeːdəl
färdmedlet	fˈɛrdmˈeːdlət
färdriktning	fˈɛrdrˌɪknɪŋ
färdskrivare	fˈærdskrˌiːvarə
färdtjänst	fˈɛːrdɕənst
färdväg	fˈɛrdvˈəg
färdvägen	fˈɛːdvɛːgən
färg	farj
färg	fˈɛrj
färga	fˈɛrga
färgad	fˈɛrgad
färgar	fˈɛrgar
färgbild	fˈarjbˈɪld
färgblind	fˈɛrgblɪnd
färger	fˈɛrjər
färgglatt	fˈɛrjglˌat
färglagd	fˈɛrilˈagd
färglös	fˈɛrgløːs
färgning	fˈœrjnˌɪŋ
färgstark	fərˈiːstˈɑːrk
färgstark	fˈɛrgstark
färgvågen	fˈɛrjgˈoːgən
färgäkta	fˈɛrjˈɛktar
färja	fˈɛrja
färre	fˈɛrə
färs	fˈɛʂ
färsk	fˈɛsk
färsk	fˈɛʂk
färskriven	fˈɛʃkrˈiːvən
färst	fˈɛst
färsta	fˈɛsta
fästa	fˈɛsta
fäste	fˈɛːstə
fästena	fɛstˈɛna
fäster	fˈɛstɛr
fästing	fˈɛstɪŋ
fästingar	fˈɛstɪŋar
fästman	fˈɛstman
fästman	fˈɛstmɑː
fästmö	fˈɛstmøː
fästmös	fˈɛstmˈʌs
fästning	fˈɛstnɪŋ
fästpunkt	fˈɛstpˈɵŋkt
fästs	fɛsts
fäviken	fˈɛrvˈiːkən
få	fua
få	fɔː
få	fˈoː
fåfäng	fɔfˈɛŋ
fåfäng	fˈoːfəŋ
fågel	fˈoːjəl
fågelbo	fˈɔgəlbˈuː
fågelbär	fˈoːgəldˈɛːr
fågeldjur	fˈoːgəljˈʉr
fågelflock	fˈoːgəlflˈɔkː
fågelhandlare	fˈoːgəlhˈɑːnglarə
fågelholk	fˈoːgəlhˌɔlk
fågelkvitter	fˈoːgəlkfˈɪtːər
fågeln	fˈoːgən
fågelskit	fˈoːgəlxˈiːt
fågelskitar	fˈoːgəlxˈiːtar
fågelskitarna	fˈoːgəlxˈiːtarnˌa
fågelskådare	fˈoːgəlskˈoːdˈarə
fågelskådning	fˈoːgʉlˈskˈoːdnɪŋ
fågelsång	fˈoːgəlsˈɔŋ
fåglar	fˈoːglˌar
fåglarnas	fˈoːglˈarnˈɑːs
fåll	fˈɔl
fålla	fˈɔla
fållar	fˈɔlar
fåmansbolag	fˈoːrmansbˈuːlˈɑːg
fåne	fˈoːnə
fång	fˈɔŋ
fånga	funga
fånga	fˈɔŋa
fångade	fˈɔŋadə
fångat	fˈuŋat
fånge	fˈɔŋə
fången	fˈɔŋgən
fångenskap	fˈɔŋənskˌɑːp
fångenskapen	fˈɔŋənskˈɑːpən
fånglina	fˈɔŋlˌiːnˌa
fångst	fˈɔŋst
fångsterna	fˈɔŋstərnˌa
fångvakt	fˈɔŋvˈakt
fångvården	fˈɔŋvˈoːrdən
fånig	fˈoːnɪg
fånig	fˈoːnˌɛg
fåniga	fouʁnˈɪgˈa
fånskratta	fˈuːnskrˌatːˈa
fåntratt	fˈoːntrɑːt
fåntratt	fˈoːntrˈat
fåordig	fˈoːuːrdˌɪg
får	fˈoːr
fåra	fˈoːra
fårahus	fˈoːrˈɑːhˈʉs
fårakläder	fuːraklˈɛːdər
fårdagboken	fˈoːrdˈɑgbˈɔkən
fårskalle	fˈoːʂkalə
fårskallen	fˈoːskˈallən
fårskit	fˈoːrxˈiːt
fårskitar	foːrxˈiːtar
fårskitarna	fˈoːrsxˈiːtˌarˈnˈɑː
fårskiten	fˈoːrxˈiːtən
fårstekar	fuːrstəkˈar
fårsteken	fʊrʊstˈeːkən
fårvallning	fˈoːrvˈalnɪŋ
fås	fɔːs
fåt	fouːt
fåtal	foːtˈɑːl
fåtölj	foːtˈœlj
föd	fˈuːd
föda	fˈøːda
födas	føːrðˈas
födas	fˈøːdas
född	fˈœd
födda	fˈœda
föddes	fˈœdəs
födelse	føːrdəlsə
födelse	fˈøːdəlsə
födelsedag	fˈøːdəlsədˌɑːg
födelsedagar	fˈøːdəlsədˌɑːgar
födelsedagen	fˈøːdəlsədˌɑːgən
födelsedatum	fˈøːdəlsədˌatɵm
födelsehemort	fˈøːdəlsəhˈɛmɔɐt
födelsekontroll	fˈøːdəlsəkˌɔntrɔl
födelsenummer	fˈøːdəlsənˌɵmər
födelsetal	fˈœrdəlsətˈɑːl
födelsetid	fˈøːdəlsətˌiːd
födelsetårta	fˈøːdəlsətˈoːrtdˈɑː
födelseöverskott	fˈøːdəlsəˌøːvəʂkˌɔt
föder	føːd̥ɛr
föder	fˈøːdər
födkrok	fˈøːdkruːk
föds	fˈœds
födsel	fˈœdsəl
föga	føːɾgˈɑː
föga	fˈøːga
fögderi	fˈœgdərˌiː
föl	føːl
föl	fˈøːl
föl	fˈɛl
fölet	føːlˈeːt
fölet	fˈøːrlˌeːt
fölet	fˈœlˈɛt
följa	falja
följa	fˈœlja
följaktligen	fˈœljaktlˌɪgən
följande	fˈœljandə
följd	fˈœljd
följden	fˈœljdən
följderna	fˈœljdərnˌa
följdriktig	fˈœljdrɪktˌɪg
följe	fˈœljə
följer	fˈœljər
följeslagare	fˈœljəslˌɑːgarə
följetong	fˈœljətˌɔŋ
följs	fˈœljs
föll	fˈœl
föllinge	fˈøːllˈɪŋə
fölungen	føːlˈɵŋan
föna	førna
fönster	fˈøːnstˌar
fönster	fˈœnstər
fönsterlav	fˈøːnstəlˈɑːv
fönsterluckorna	fˈøːnstˌarlˈɵkːuːrna
fönsterplats	fˈøːnstˌɛrplˌats
fönsterruta	fˈœnstərˌʉta
fönstren	fˈøːnstrˌeːn
för	føːr
för	fˈøːr
föra	fawˈra
föra	fˈøːra
förakt	fˈøːrakt
förakta	frakta
förakta	fˈøːraktˌa
föraktar	fˈøːraktˌar
föraktfull	fˈøːraktfˌɵl
föraktfull	fˈøːrˌaktfˈœll
föraktfulla	fˈœrˈaktfˈˌɵlla
föraktlig	føːrˈaktlɪg
föraktlig	fˈøːraktlˌɪg
förandliga	fˈøːranlˌɪgˌa
föraning	fˈøːranˌɪŋ
föraningar	fˈøːraːnɪŋˈar
förankrat	fˈøːraːnkˈrˈat
förankring	fˈøːraŋkrˌɪŋ
föranleda	fˈøːranlˌeːda
föranleder	fˈøːrˈanlˌeːadər
föranlett	fˈøːrˈanlˌɛt
föranlåten	fˈøːranlˌoːtən
föranlåtna	fˈøːrˈanlˈoːtna
föranmälan	føːranmɛːlan
förarbete	fˈøːrˈaɾbətˌɛ
förarbetena	fˈøːrarbeːtərˌa
förarbetning	fˈøːrarˌeːtnˌɪŋ
förare	fˈøːrarə
förarens	føːrˈarəns
förarga	fˈøːrargˌa
förargade	føːrˌarjadɛ
förargar	fˈøːrargˌar
förarglig	fˈøːrarglˌɪg
förarglig	fˈøːrˈarˈiːlˌiːg
förargligheter	fˈøːrarealˈɪghˈeːtər
förarhytt	føːrˈaːrhˈyt
förarnas	føːraːnas
förarplats	fˈøːrarplˈats
förarprov	fˈøːrarprˌuːv
förarutbildning	fˈøːrərˈʉtbɪldnˌɪŋ
förarutbildningen	føːrarʉtbɪldnɪŋən
föras	føːras
föras	fˈøːras
förbakat	fˈøːrbˈɑːkˌat
förband	fərbanˈdˈ
förband	fˈœrband
förbandslåda	fˈøːrbˈandslˌoːda
förbandsplats	fˈøːrbˈandplats
förbandsväska	fˈøːrbanˈtsvˈɛskˌa
förbanna	fˈœrbanˌa
förbannad	fˈœrbanˌad
förbannade	fˈœrbanadə
förbannar	fˈœrbanar
förbannar	fˈœrbanˌar
förbannat	fˈœrbanˌat
förbannelse	fˈœrbanˌɛlsə
förbaskad	fˈœrbaskˌad
förbaskad	fˈœrbaːskad
förbaskade	fˈœrbˈaskadə
förbaskat	fˈøːrbˈaskat
förbaskat	fˈœrbaskˌat
förbehandla	fˈøːrbəhˈandla
förbehåll	fˈøːrbˈəhˌoːl
förbehåll	fˈœrbəhˌɔl
förbehålla	fˈœrbəhˌɔla
förbehåller	fˈøːrbəhˌɔlər
förbehållet	fˈøːrbəhˌɔlət
förbehållsamhet	fˈøːrbəhˌoːlˌsamhˌeːt
förbehållslöst	fˈøːrbəhˌɔlslˈøːst
förbereda	fˈøːrbərˌeːadˌa
förbereda	fˈœrbərədˌa
förberedande	fˈøːrbərˌeːdandə
förberedd	fˈœrbərˌɛd
förberedelse	fˈœrbərədəlsə
förberedelsedagen	fˈøːrbərˌeːdəlsədˈɑːgən
förberedelseklass	fˈœrbərədəlsəklˌas
förbereder	fˈøːrbərˌeːdər
förberett	fˈøːrbərˌɛt
förbeställt	fˈøːrbəstˌɛlt
förbi	fˈœrbiː
förbida	fˈœrbˈiːdˈa
förbifart	fˈœrbiːfˈɑːt
förbiflygande	fˈøːrbiːflˈyːgandə
förbiflytande	fˈøːrbiːflˈyːtˌandə
förbigå	fˈœrbiːgˌoː
förbigående	fˈœrbiːgˌoːəndə
förbind	fœrbˈɪnd
förbinda	førbɪnda
förbinda	fˈœrbɪndˌa
förbindelse	fˈœrbɪndəlsə
förbindelsebåt	fˈœrbɪndəlsəbˈoːt
