a	a˧˥
trọc	ʈɔkp˨ˀ˩ʔ
trời	ʈɤj˦˨
trời,	ʈɤj˦˨
trôi	ʈoj˧˥
trối	ʈoj˩˧
trỗi	ʈoj˧˩˨
trổi	ʈoj˧˩˨
trội	ʈoj˨ˀ˩ʔ
trói	ʈɔj˩˧
tròi	ʈɔj˦˨
trọi	ʈɔj˨ˀ˩ʔ
trộm	ʈom˨ˀ˩ʔ
trộm,	ʈom˨ˀ˩ʔ
tróm	ʈɔm˩˧
tròm	ʈɔm˦˨
trông	ʈoŋm˧˥
trông,	ʈoŋm˧˥
trống	ʈoŋm˩˧
trống,	ʈoŋm˩˧
trồng	ʈoŋm˦˨
trong	ʈɔŋm˧˥
tróng	ʈɔŋm˩˧
tròng	ʈɔŋm˦˨
trọng	ʈɔŋm˨ˀ˩ʔ
trọng,	ʈɔŋm˨ˀ˩ʔ
trơn	ʈɤŋ˧˥
trớn	ʈɤŋ˩˧
trờn	ʈɤŋ˦˨
trợn	ʈɤŋ˨ˀ˩ʔ
trôn	ʈoŋm˧˥
trốn	ʈoŋm˩˧
trộn	ʈoŋm˨ˀ˩ʔ
tròn	ʈɔŋm˦˨
tròn,	ʈɔŋm˦˨
trọn	ʈɔŋm˨ˀ˩ʔ
trớt	ʈɤk˦˥
trợt	ʈɤk˨ˀ˩ʔ
trót	ʈɔkp˦˥
trơ	ʈɤ˧˥
trớ	ʈɤ˩˧
trờ	ʈɤ˦˨
trở	ʈɤ˧˩˨
trợ	ʈɤ˨ˀ˩ʔ
trô	ʈo˧˥
trỗ	ʈo˧˩˨
trổ	ʈo˧˩˨
tro	ʈɔ˧˥
trò	ʈɔ˦˨
trỏ	ʈɔ˧˩˨
trọ	ʈɔ˨ˀ˩ʔ
truân	ʈwɤ̆ŋ˧˥
truất	ʈwɤ̆k˦˥
trưa	ʈɯə˧˥
trưa,	ʈɯə˧˥
trúc	ʈukp˦˥
trục	ʈukp˨ˀ˩ʔ
trực	ʈɯk˨ˀ˩ʔ
trui	ʈuj˧˥
trùi	ʈuj˦˨
trụi	ʈuj˨ˀ˩ʔ
trùm	ʈum˦˨
trung	ʈuŋm˧˥
trúng	ʈuŋm˩˧
trùng	ʈuŋm˦˨
trủng	ʈuŋm˧˩˨
trưng	ʈɯŋ˧˥
trứng	ʈɯŋ˩˧
trứng,	ʈɯŋ˩˧
trừng	ʈɯŋ˦˨
trước	ʈɯək˦˥
trước,	ʈɯək˦˥
truông	ʈuəŋ˧˥
truồng	ʈuəŋ˦˨
trương	ʈɯəŋ˧˥
trướng	ʈɯəŋ˩˧
trường	ʈɯəŋ˦˨
trường,	ʈɯəŋ˦˨
trưởng	ʈɯəŋ˧˩˨
trượng	ʈɯəŋ˨ˀ˩ʔ
trượt	ʈɯək˨ˀ˩ʔ
trút	ʈukp˦˥
tru	ʈu˧˥
trú	ʈu˩˧
trù	ʈu˦˨
trụ	ʈu˨ˀ˩ʔ
trứ	ʈɯ˩˧
trừ	ʈɯ˦˨
trữ	ʈɯ˧˩˨
trừu	ʈɯw˦˨
truyền	ʈwiəŋ˦˨
truyện	ʈwiəŋ˨ˀ˩ʔ
trụy	ʈuj˨ˀ˩ʔ
truy	ʈwi˧˥
truỵ	ʈwi˨ˀ˩ʔ
tuân	twɤ̆ŋ˧˥
tuấn	twɤ̆ŋ˩˧
tuần	twɤ̆ŋ˦˨
tuẫn	twɤ̆ŋ˧˩˨
tua	tuə˧˥
tủa	tuə˧˩˨
từa	tɯə˦˨
tựa	tɯə˨ˀ˩ʔ
túc	tukp˦˥
tục	tukp˨ˀ˩ʔ
tức	tɯk˦˥
tuếch	twet˦˥
tuệch	twet˨ˀ˩ʔ
tuềnh	twen˦˨
tuế	twe˩˧
tuệ	twe˨ˀ˩ʔ
túi	tuj˩˧
tủi	tuj˧˩˨
tụi	tuj˨ˀ˩ʔ
tum	tum˧˥
túm	tum˩˧
tùm	tum˦˨
tủm	tum˧˩˨
tụm	tum˨ˀ˩ʔ
tung	tuŋm˧˥
túng	tuŋm˩˧
tùng	tuŋm˦˨
tủng	tuŋm˧˩˨
tụng	tuŋm˨ˀ˩ʔ
tưng	tɯŋ˧˥
từng	tɯŋ˦˨
tun	tuŋm˧˥
tủn	tuŋm˧˩˨
tước	tɯək˦˥
tuổi	tuəj˧˩˨
tươi	tɯəj˧˥
tưới	tɯəj˩˧
tươm	tɯəm˧˥
tườm	tɯəm˦˨
tuồng	tuəŋ˦˨
tương	tɯəŋ˧˥
tướng	tɯəŋ˩˧
tường	tɯəŋ˦˨
tưởng	tɯəŋ˧˩˨
tượng	tɯəŋ˨ˀ˩ʔ
tuôn	tuəŋ˧˥
tuồn	tuəŋ˦˨
tuốt	tuək˦˥
tuột	tuək˨ˀ˩ʔ
tướt	tɯək˦˥
tườu	tɯəw˦˨
túp	tup˦˥
tụt	tukp˨ˀ˩ʔ
tu	tu˧˥
tú	tu˩˧
tù	tu˦˨
tủ	tu˧˩˨
tụ	tu˨ˀ˩ʔ
tư	tɯ˧˥
tứ	tɯ˩˧
từ	tɯ˦˨
tử	tɯ˧˩˨
tự	tɯ˨ˀ˩ʔ
tửu	tɯw˧˩˨
tựu	tɯw˨ˀ˩ʔ
tuyên	twiəŋ˧˥
tuyến	twiəŋ˩˧
tuyền	twiəŋ˦˨
tuyển	twiəŋ˧˩˨
tuyết	twiək˦˥
tuyệt	twiək˨ˀ˩ʔ
tuýt	twit˦˥
túy	tuj˩˧
tùy	tuj˦˨
tủy	tuj˧˩˨
tụy	tuj˨ˀ˩ʔ
tuy	twi˧˥
tuý	twi˩˧
tuỳ	twi˦˨
tuỷ	twi˧˩˨
ty	ti˧˥
tỳ	ti˦˨
tỷ	ti˧˩˨
tỵ	ti˨ˀ˩ʔ
uẩn	wɤ̆ŋ˧˩˨
uất	wɤ̆k˦˥
úa	uə˩˧
ùa	uə˦˨
ụa	uə˨ˀ˩ʔ
ưa	ɯə˧˥
ưa,	ɯə˧˥
ứa	ɯə˩˧
úc	ukp˦˥
ục	ukp˨ˀ˩ʔ
ức	ɯk˦˥
uế	we˩˧
uể	we˧˩˨
ui	uj˧˥
úi	uj˩˧
ủi	uj˧˩˨
um	um˧˥
úm	um˩˧
ùm	um˦˨
ung	uŋm˧˥
úng	uŋm˩˧
ùng	uŋm˦˨
ủng	uŋm˧˩˨
ưng	ɯŋ˧˥
ứng	ɯŋ˩˧
ừng	ɯŋ˦˨
ửng	ɯŋ˧˩˨
un	uŋm˧˥
ùn	uŋm˦˨
ủn	uŋm˧˩˨
ước	ɯək˦˥
ươi	ɯəj˧˥
uôm	uəm˧˥
ươm	ɯəm˧˥
ướm	ɯəm˩˧
uông	uəŋ˧˥
uống	uəŋ˩˧
uổng	uəŋ˧˩˨
ương	ɯəŋ˧˥
uốn	uəŋ˩˧
ươn	ɯəŋ˧˥
ưỡn	ɯəŋ˧˩˨
ướp	ɯəp˦˥
ướt	ɯək˦˥
úp	up˦˥
út	ukp˦˥
ụt	ukp˨ˀ˩ʔ
u	u˧˥
ú	u˩˧
ù	u˦˨
ủ	u˧˩˨
ưu	ɯw˧˥
ụ	u˨ˀ˩ʔ
ư	ɯ˧˥
ư,	ɯ˧˥
ứ	ɯ˩˧
ừ	ɯ˦˨
ừ,	ɯ˦˨
uyên	wiəŋ˧˥
uyển	wiəŋ˧˩˨
uỳnh	win˦˨
ủy	uj˧˩˨
uy	wi˧˥
uý	wi˩˧
uỷ	wi˧˩˨
vách	jak˦˥
vạch	jak˨ˀ˩ʔ
vác	jak˦˥
vạc	jak˨ˀ˩ʔ
vặc	jăk˨ˀ˩ʔ
vai	jaj˧˥
vái	jaj˩˧
vài	jaj˦˨
vãi	jaj˧˩˨
vải	jaj˧˩˨
va	ja˧˥
vá	ja˩˧
và	ja˦˨
vã	ja˧˩˨
vả	ja˧˩˨
vạ	ja˨ˀ˩ʔ
vạ,	ja˨ˀ˩ʔ
vàm	jam˦˨
vằm	jăm˦˨
vạm	jam˨ˀ˩ʔ
vậm	jɤ̆m˨ˀ˩ʔ
vang	jaŋ˧˥
vang,	jaŋ˧˥
váng	jaŋ˩˧
vàng	jaŋ˦˨
văng	jăŋ˧˥
vắng	jăŋ˩˧
vằng	jăŋ˦˨
vãng	jaŋ˧˩˨
vâng	jɤ̆ŋ˧˥
vầng	jɤ̆ŋ˦˨
vanh	jan˧˥
vành	jan˦˨
van	jaŋ˧˥
ván	jaŋ˩˧
vàn	jaŋ˦˨
văn	jăŋ˧˥
vắn	jăŋ˩˧
vằn	jăŋ˦˨
vãn	jaŋ˧˩˨
vạn	jaŋ˨ˀ˩ʔ
vặn	jăŋ˨ˀ˩ʔ
vân	jɤ̆ŋ˧˥
vấn	jɤ̆ŋ˩˧
vần	jɤ̆ŋ˦˨
vẫn	jɤ̆ŋ˧˩˨
vẩn	jɤ̆ŋ˧˩˨
vận	jɤ̆ŋ˨ˀ˩ʔ
vào	jaw˦˨
vấp	jɤ̆p˦˥
vập	jɤ̆p˨ˀ˩ʔ
vắt	jăk˦˥
vạt	jak˨ˀ˩ʔ
vặt	jăk˨ˀ˩ʔ
vất	jɤ̆k˦˥
vật	jɤ̆k˨ˀ˩ʔ
vay	jăj˧˥
váy	jăj˩˧
vày	jăj˦˨
vảy	jăj˧˩˨
vạy	jăj˨ˀ˩ʔ
vây	jɤ̆j˧˥
vấy	jɤ̆j˩˧
vầy	jɤ̆j˦˨
vẫy	jɤ̆j˧˩˨
vậy	jɤ̆j˨ˀ˩ʔ
véc	jɛk˦˥
vẹc	jɛk˨ˀ˩ʔ
vê	je˧˥
về	je˦˨
vệ	je˨ˀ˩ʔ
ve	jɛ˧˥
vé	jɛ˩˧
vè	jɛ˦˨
vẽ	jɛ˧˩˨
vẻ	jɛ˧˩˨
vênh	jen˧˥
vểnh	jen˧˩˨
vên	jen˧˥
vền	jen˦˨
ven	jɛŋ˧˥
vén	jɛŋ˩˧
vẻn	jɛŋ˧˩˨
vẹn	jɛŋ˨ˀ˩ʔ
veo	jeo˧˥
véo	jeo˩˧
vèo	jeo˦˨
vẹo	jeo˨ˀ˩ʔ
vết	jet˦˥
vét	jɛk˦˥
vẹt	jɛk˨ˀ˩ʔ
vêu	jɛu˧˥
vía	jiə˩˧
vỉa	jiə˧˩˨
vi-đê-ô	ji˧˥-de˧˥-o˧˥
việc	jiək˨ˀ˩ʔ
viêm	jiəm˧˥
viêng	jiəŋ˧˥
viếng	jiəŋ˩˧
viên	jiəŋ˧˥
viên;	jiəŋ˧˥
viễn	jiəŋ˧˩˨
viển	jiəŋ˧˩˨
viện	jiəŋ˨ˀ˩ʔ
viết	jiək˦˥
việt	jiək˨ˀ˩ʔ
việt-nam	jiək˨ˀ˩ʔ-nam˧˥
vi	ji˧˥
ví	ji˩˧
vì	ji˦˨
vĩ	ji˧˩˨
vỉ	ji˧˩˨
vị	ji˨ˀ˩ʔ
vinh	jin˧˥
vĩnh	jin˧˩˨
vin,	jin˧˥
vi-rút	ji˧˥-ʐukp˦˥
vịt	jit˨ˀ˩ʔ
vóc	jɔkp˦˥
vọc	jɔkp˨ˀ˩ʔ
vơi	jɤj˧˥
với	jɤj˩˧
vời	jɤj˦˨
vôi	joj˧˥
vôi,	joj˧˥
vồi	joj˦˨
vội	joj˨ˀ˩ʔ
voi	jɔj˧˥
vòi	jɔj˦˨
vơ	jɤ˧˥
vớ	jɤ˩˧
vờ	jɤ˦˨
vỡ	jɤ˧˩˨
vở	jɤ˧˩˨
vợ	jɤ˨ˀ˩ʔ
vô	jo˧˥
vồ	jo˦˨
vỗ	jo˧˩˨
vo	jɔ˧˥
vó	jɔ˩˧
vó,	jɔ˩˧
vò	jɔ˦˨
võ	jɔ˧˩˨
vỏ	jɔ˧˩˨
vọ	jɔ˨ˀ˩ʔ
vòm	jɔm˦˨
vông	joŋm˧˥
vông,	joŋm˧˥
vong	jɔŋm˧˥
vòng	jɔŋm˦˨
võng	jɔŋm˧˩˨
vọng	jɔŋm˨ˀ˩ʔ
vọng,	jɔŋm˨ˀ˩ʔ
vôn	joŋm˧˥
vốn	joŋm˩˧
vồn	joŋm˦˨
von	jɔŋm˧˥
vòn	jɔŋm˦˨
vỏn	jɔŋm˧˩˨
voọc	jɔkp˨ˀ˩ʔ
vọp	jɔp˨ˀ˩ʔ
vớt	jɤk˦˥
vót	jɔkp˦˥
vọt,	jɔkp˨ˀ˩ʔ
vua	juə˧˥
vùa	juə˦˨
vừa	jɯə˦˨
vữa	jɯə˧˩˨
vựa	jɯə˨ˀ˩ʔ
vúc	jukp˦˥
vực	jɯk˨ˀ˩ʔ
vui	juj˧˥
vùi	juj˦˨
vu	ju˧˥
vú	ju˩˧
vù	ju˦˨
vũ	ju˧˩˨
vụ	ju˨ˀ˩ʔ
vung	juŋm˧˥
vùng	juŋm˦˨
vũng	juŋm˧˩˨
vụng	juŋm˨ˀ˩ʔ
vụng,	juŋm˨ˀ˩ʔ
vừng	jɯŋ˦˨
vững	jɯŋ˧˩˨
vựng	jɯŋ˨ˀ˩ʔ
vun	juŋm˧˥
vùn	juŋm˦˨
vụn	juŋm˨ˀ˩ʔ
vuông	juəŋ˧˥
vương	jɯəŋ˧˥
vướng	jɯəŋ˩˧
vượng	jɯəŋ˨ˀ˩ʔ
vươn	jɯəŋ˧˥
vườn	jɯəŋ˦˨
vượn	jɯəŋ˨ˀ˩ʔ
vuốt	juək˦˥
vuột	juək˨ˀ˩ʔ
vượt	jɯək˨ˀ˩ʔ
vút	jukp˦˥
vụt	jukp˨ˀ˩ʔ
vứt	jɯk˦˥
vưu	jɯw˧˥
vy	ji˧˥
xách	sak˦˥
xạch	sak˨ˀ˩ʔ
xác	sak˦˥
xắc	săk˦˥
xạc	sak˨ˀ˩ʔ
xấc	sɤ̆k˦˥
xái	saj˩˧
xài	saj˦˨
xam	sam˧˥
xám	sam˩˧
xàm	sam˦˨
xăm	săm˧˥
xắm	săm˩˧
xâm	sɤ̆m˧˥
xầm	sɤ̆m˦˨
xẩm	sɤ̆m˧˩˨
xậm	sɤ̆m˨ˀ˩ʔ
xàng	saŋ˦˨
xăng	săŋ˧˥
xằng	săŋ˦˨
xẵng	săŋ˧˩˨
xanh	san˧˥
xành	san˦˨
xán	saŋ˩˧
xăn	săŋ˧˥
xắn	săŋ˩˧
xẩn	sɤ̆ŋ˧˩˨
xao	saw˧˥
xáo	saw˩˧
xào	saw˦˨
xảo	saw˧˩˨
xáp	sap˦˥
xấp	sɤ̆p˦˥
xập	sɤ̆p˨ˀ˩ʔ
xa	sa˧˥
xa,	sa˧˥
xá	sa˩˧
xà	sa˦˨
xã	sa˧˩˨
xả	sa˧˩˨
xạ	sa˨ˀ˩ʔ
xát	sak˦˥
xạu	săw˨ˀ˩ʔ
xâu	sɤ̆w˧˥
xấu	sɤ̆w˩˧
xầu	sɤ̆w˦˨
xay	săj˧˥
xảy	săj˧˩˨
xây	sɤ̆j˧˥
xẩy	sɤ̆j˧˩˨
xếch	set˦˥
xệch	set˨ˀ˩ʔ
xềm	sem˦˨
xem	sɛm˧˥
xẻng	sɛŋ˧˩˨
xênh	sen˧˥
xềnh	sen˦˨
xen	sɛŋ˧˥
xén	sɛŋ˩˧
xèn	sɛŋ˦˨
xẻn	sɛŋ˧˩˨
xeo	seo˧˥
xéo	seo˩˧
xèo	seo˦˨
xẹo	seo˨ˀ˩ʔ
xếp	sep˦˥
xép	sɛp˦˥
xẹp	sɛp˨ˀ˩ʔ
xê	se˧˥
xế	se˩˧
xề	se˦˨
xe	sɛ˧˥
xé	sɛ˩˧
xè	sɛ˦˨
xẻ	sɛ˧˩˨
xét	sɛk˦˥
xều	sɛu˦˨
xệu	sɛu˨ˀ˩ʔ
xỉa	siə˧˩˨
xích	sit˦˥
xiêm	siəm˧˥
xiểm	siəm˧˩˨
xiềng	siəŋ˦˨
xiểng	siəŋ˧˩˨
xiên	siəŋ˧˥
xiển	siəŋ˧˩˨
xiết	siək˦˥
xiêu	siəw˧˥
xiếu	siəw˩˧
xinh	sin˧˥
xính	sin˩˧
xình	sin˦˨
xin	sin˧˥
xín	sin˩˧
xi	si˧˥
xí	si˩˧
xì	si˦˨
xỉ	si˧˩˨
xị	si˨ˀ˩ʔ
xít	sit˦˥
xíu	siw˩˧
xìu	siw˦˨
xỉu	siw˧˩˨
xịu	siw˨ˀ˩ʔ
xoạc	swak˨ˀ˩ʔ
xoai	swaj˧˥
xoài	swaj˦˨
xoang	swaŋ˧˥
xoàng	swaŋ˦˨
xoành	swan˦˨
xoan	swaŋ˧˥
xoàn	swaŋ˦˨
xoăn	swăŋ˧˥
xoắn	swăŋ˩˧
xoẳn	swăŋ˧˩˨
xoa	swa˧˥
xoá	swa˩˧
xoay	swăj˧˥
xoáy	swăj˩˧
xốc	sokp˦˥
xộc	sokp˨ˀ˩ʔ
xóc	sɔkp˦˥
xọc	sɔkp˨ˀ˩ʔ
xoen	swen˧˥
xoèn	swen˦˨
xơi	sɤj˧˥
xới	sɤj˩˧
xởi	sɤj˧˩˨
xôi	soj˧˥
xôi,	soj˧˥
xối	soj˩˧
xổi	soj˧˩˨
xoi	sɔj˧˥
xói	sɔj˩˧
xờm	sɤm˦˨
xôm	som˧˥
xồm	som˦˨
xom	sɔm˧˥
xóm	sɔm˩˧
xòm	sɔm˦˨
xông	soŋm˧˥
xống	soŋm˩˧
xồng	soŋm˦˨
xổng	soŋm˧˩˨
xong	sɔŋm˧˥
xòng	sɔŋm˦˨
xõng	sɔŋm˧˩˨
xỏng	sɔŋm˧˩˨
xơn	sɤŋ˧˥
xớn	sɤŋ˩˧
xôn	soŋm˧˥
xốn	soŋm˩˧
xồn	soŋm˦˨
xổn	soŋm˧˩˨
xộn	soŋm˨ˀ˩ʔ
xon	sɔŋm˧˥
xoong	sɔŋm˧˥
xợp	sɤp˨ˀ˩ʔ
xốp	sop˦˥
xóp	sɔp˦˥
xơ	sɤ˧˥
xớ	sɤ˩˧
xờ	sɤ˦˨
xô	so˧˥
xổ	so˧˩˨
xo	sɔ˧˥
xó	sɔ˩˧
xỏ	sɔ˧˩˨
xọ	sɔ˨ˀ˩ʔ
xớt	sɤk˦˥
xốt	sokp˦˥
xót	sɔkp˦˥
xô-viết	so˧˥-jiək˦˥
xuân	swɤ̆ŋ˧˥
xuẩn	swɤ̆ŋ˧˩˨
xua	suə˧˥
xưa	sɯə˧˥
xưa,	sɯə˧˥
xửa	sɯə˧˩˨
xuất	swɤ̆k˦˥
xuất,	swɤ̆k˦˥
xúc	sukp˦˥
xục	sukp˨ˀ˩ʔ
xức	sɯk˦˥
xuệch	swet˨ˀ˩ʔ
xuềnh	swen˦˨
xuê	swe˧˥
xuề	swe˦˨
xui	suj˧˥
xúi	suj˩˧
xụi	suj˨ˀ˩ʔ
xum	sum˧˥
xúm	sum˩˧
xùm	sum˦˨
xung	suŋm˧˥
xúng	suŋm˩˧
xùng	suŋm˦˨
xủng	suŋm˧˩˨
xưng	sɯŋ˧˥
xứng	sɯŋ˩˧
xửng	sɯŋ˧˩˨
xun	suŋm˧˥
xước	sɯək˦˥
xuôi	suəj˧˥
xuôi,	suəj˧˥
xười	sɯəj˦˨
xuống	suəŋ˩˧
xuống,	suəŋ˩˧
xuồng	suəŋ˦˨
xương	sɯəŋ˧˥
xướng	sɯəŋ˩˧
xường	sɯəŋ˦˨
xưởng	sɯəŋ˧˩˨
xúp	sup˦˥
xu	su˧˥
xú	su˩˧
xù	su˦˨
xủ	su˧˩˨
xụ	su˨ˀ˩ʔ
xứ	sɯ˩˧
xử	sɯ˧˩˨
xuyên	swiəŋ˧˥
xuy	swi˧˥
xuý	swi˩˧
xuýt	swit˦˥
yêm	iɛm˧˥
yếm	iɛm˩˧
yểm	iɛm˧˩˨
yêng	iɛŋ˧˥
yểng	iɛŋ˧˩˨
yên	iɛŋ˧˥
yến	iɛŋ˩˧
yết	iɛk˦˥
yêu	iəw˧˥
yếu	iəw˩˧
yểu	iəw˧˩˨
y	i˧˥
y,	i˧˥
ý	i˩˧
ý,	i˩˧
ỷ	i˧˩˨
