абажур	abaʒur
қолымнан	qɑlɯmˈnɑn
қолымыз	qɑˈlɯmɯz
қолын	qɑˈlɯn
қолынан	qɑlɯˈnɑn
қолында	qɑlɯnˈdɑ
қолыңды	qɑˈɫoŋdɯ
қолыңмен	qɑɫəŋˈmɛn
қолыңнан	qɑˈɫoŋnɑn
қолыңыз	qɑˈlɯŋɯz
қолыңызбен	qɑɫoɯŋɯzˈbɪn
қолыңызжан	qɑɫoɯ̞ŋɯʒɑn
қона	qɔnɑ
қонағымыз	qɔnɑɣɯmɯz
қонағыңызбын	qɔnɑɣɯŋɯzbɯn
қонақ	qɔnɑq
қонаққа	qɔnɑqˈqɑ
қонақтар	qɔnɑqˈtɑr
қонақтарға	qɔnɑqˈtɑrɑ
қонамыз	qɔnɑˈmɯz
қоныпты	qɔnɯptɯ
қорапта	qɔrɑptɑ
қорғанысың	qorɣanɯsɯŋ
қорғауың	qorɣawˈɯŋ
қоректенеміз	qorekˈtenemiz
қоректеніп	qɔɾɛktæˈnɪp
қоректену	qɔrɛktɛnʉ
қорқасыз	qorqɑsɯz
қорққанымнан	qorqɑnɯmˈnɑn
қорқпашы	qɔɾqpɑʃɯ
қорқыныш	qorqəˈnɯʃ
қорқынышты	qɔɾqənɯʃtɯ
қорқып	qorqɯp
қорыққандығыңыз	qɔrɯqqɑndɯɣɯŋɯz
қорықпа	qɔɾɯqˈpɑ
қорықпайсың	qɔrɯqpɑjsɯŋ
қорын	qɔˈrɯn
қоса	qoˈsɑ
қосады	qɔsɑdɯ
қосамын	qɔsɑmɯn
қосылам	qosɯləm
қосыларсың	qoˈsɯɫaɾsɯŋ
қосыласыз	qɔsɯlɑsɯz
қосылып	qosɯɫɯp
қосып	qɔsɯp
қош	qoʃ
қошемет	qoʃemet
қоштасарда	qoʃtɑsɑrdɑ
қоштасуға	qoʃtɑsuʁɑ
қою	qoˈjo
қоюыңа	qojoˈjə
қояды	qojɑdɯ
қояйын	qojajɯn
қоям	qoˈjæm
қояншық	qojaɲʃɯq
қуанған	qwanˈʁɑn
қуаныштымын	qʰwɑːnɯʃtɯmɯn
қуаныштысыңдар	qʰʊɑnɯʃtɯsɯŋdɑr
қуат	qʊɑt
қуаттап	qʊɑtːɑp
қуатты	kwɑtːɯ
қума	qʊmɑ
қусырып	qʊsɯˈrɯp
қуып	quɯp
қуырдақ	qujɯɾˈdɑq
қуырылған	qʊwɾɯɫɣɑn
қуырып	qʊwɾɯp
құбыжық	quβɯʒɯq
құбыжықтар	quβɯʒɯqtɑr
құбылай	qubɯˈlɑj
құбылтек	qubɯltɛk
құдай	quˈdɑj
құдайға	qudajɑ
құдайдан	qudɑjˈdɑn
құдайды	quˈdɑjˈdɯ
құдайдың	qʊdɑjˈdɯŋ
құдайлар	qʊdɑjˈlɑr
құдайым	qudajɯm
құйып	qujɯp
құқығым	qʊqɯˈɣɯm
құқығын	qʊqɯˈʁɯŋ
құқығыңды	qoqəɣəŋˈdɯ
құқымыз	qʊqɯmɯz
құлақ	quɫɑq
құлама	quɫɑmɑ
құлап	quɫɑp
құлаппын	qulɑpɯn
құлатып	qʊlɑtɯp
құлдырайды	ˈqʊɫdɯɾajˈdɯ
құлмен	ˈqʊɫmen
құмаршылығымыз	qumɑrʃɯɫɯˈmɯz
құмаршылық	qumɑrʃɯˈɫɯq
құп	qup
құпия	qupiˈja
құр	qʊr
құрал	quˈrɑɫ
құралдар	quɾɑɫdɑr
құралдарды	quːrɑɫdɑɹdɯ
құралдарында	quːrɑldɯrɯndɑ
құрбаны	quɾbɑnɯ
құрбыларыңды	qʊrbɯlaɾɯŋdɯ
құрмағанда	qʊrmɑɣɑnˈdɑ
құрмаса	qurmɑsɑ
құрмет	qʊrmɘt
құрметті	qʊrmɘtːi
құрметтілер	qʊrmɘtːɘlɘr
құрт	qʊrt
құрттарды	qʊrt̪t̪ɑrdɯ
құртыңдар	qʊrtɯŋdɑr
құры	quˈrɯ
құрығып	qʊɾɯjɯp
құрылыстар	quɾəlɯsˈtɑr
құрып	quˈrɯp
құрыпталды	qʊrɯptɑɫdɯ
құс	qus
құстар	qʊsˈtɑr
құтқарам	qʊtqɑrɑm
құтқарамын	qʊtqɑrɑˈmɯn
құтқаратын	qʊtqɑrɑtɯn
құтқарған	qʊtqɑrˈʁɑn
құтқару	qʊtqɑˈruː
құтқаруды	qʊtqɑruˈdɯ
құтқаруыңа	qʊtqɑrujə
құтқаруыңыз	qʊtqɑrujɯŋɯz
құтылғаныма	qʊtɯɬɑnɯmɑ
құтылғанына	qʊtɯɬɑnɯnɑ
құтылудың	qʊtɯɫoːðɯŋ
құтылуым	qʊtɯɫʊm
қыз	qɯz
қызға	qɯzˈʁɑ
қызғанады	qɯzɣɑnɑdɯ
қыздарды	qɯzdɑɾdɯ
қыздардың	qɯzdɑrɯŋ
қызды	qɯzdɯ
қыздың	qɯzˈdɯŋ
қызмет	qɯzmɘt
қызметі	qɯzmɘti
қызметін	qɯzmɘˈtin
қызу	qɯzʊ
қызумен	qɯzuˈmen
қызығатын	qɯzɯɣɑtɯn
қызық	qɯzɯq
қызықты	qɯzɯʃtɯ
қызықтысы	qɯzɯqɯtɯsɯ
қызықтысыз	qɯzɯqɯtɯsɯz
қылғанып	qɯɫʁɑnɯp
қылды	gɯɫdɯ
қылмыс	qɯɫˈmɯs
қылмыскерлерге	qɯɫmɯskɘɫɘɾge
қылмыскерлерді	qɯlmɯskɘrdɯ
қылмысқа	qɯɫmɯsqɑ
қылмыспен	qɯɫmɯsˈpɘn
қылмысын	qɯɫmɯsɯn
қылу	qɯɫʊ
қылып	qɯɫɯp
қымбат	qɯmˈbɑt
қымбатты	qɯmβɑtːɯ
қымбыт	qɯmˈbɯt
қынжылататыны	qɯnʒɯɫɑtɑtɯnɯ
қынжылып	qɯnʒɯɫɯp
қырагерсің	qɯrɑɣɘɾsɘŋ
қырларың	qɯrɯɫɯɾɯŋ
қырық	qɯˈrɯq
қырылмайды	qɯɾɯɫmɑjˈdɯ
қырып	qɯˈrɯp
қысымы	qɯsɯmɯ
қысып	qɯˈsɯp
қыша	qɯˈʃɑ
лабораторияда	ɫɑbɒrɑɾɪjɑdɑ
лабораториясы	ɫɑbɒrɑtɔrʲɪjɑsɯ
лайық	ɫɑjɯq
лайықты	ɫɑjɯqˈtɯ
лайықтысын	laɯjɯqstɯsɯn
лақтырып	ɫɑqtɯˈɾɯp
лаңи	ɫɑˈŋɪ
лас	ɫɑs
ласпын	ɫɑsˈpɯn
лауазымның	ɫɑwɑzɯmˈnɯŋ
лезде	leʐdɘ
ли	ɫi
либерализмге	ɫiβerɑlɪzmɣe
ливияға	ɫɯβiˈjɑɣɑ
ливияда	ɫɯβʲiˈjɑdɑ
лизосомды	ɫɪzɔsɔmdɯ
лизосомын	ɫɯzɯsɑmɯn
линцезияңызды	lɪntsʲɪzʲɪˈjɑŋɯzdɯ
липидті	ɫipɪtˈtɪ
лифт	lif
лифтпен	ɫift̪pen
лицензияны	ɫitsɛnzʲiˈjɑnɯ
лібә	ɫɪbæ
лондонға	ɫɔndɔŋɑ
лютер	ɫʏtɛr
ма	ma
маған	maɣan
мағынасын	maɣɯnasɯn
мадақтау	madaqˈtɑw
мазақ	maˈzɑq
мазалайтын	mazɑɫɑjˈtɯn
мазам	mazam
маймылға	majmɯɫʁɑ
маймылдар	majmɯɫdɑr
маймылдарға	majmɯɫdɑrʁɑ
маймылы	majmɯɫɯ
макерер	makeˈrɪr
макиндай	makɪndɑj
маккензи	ˈmɑkʲɪnzi
маккензиді	maˈkʲɛnzɪdɪ
макларен	maglɑˈrɛn
мақала	maqala
мақаланы	maqalani
мақсат	maqsɑt
мақсатымызға	maqsɑtɯmɯzɣɑ
мақтан	maʁˈtɑn
малдер	maɫdɪr
малдерге	maɫdɪrge
малдерді	maɫdɪrˈdi
малдермен	maɫdɪrˈmɪn
малдерсіз	maɫdɘrˈsɯz
малынған	maɯɫɯŋ
малып	maɫɯp
маляму	malamu
мама	mɑmɑ
мамандар	maːmɑnˈdɑr
маңда	maɲdɑ
маңызды	maŋɯzdɯ
мария	marijɑ
мас	maːs
масанга	masanɣa
масанганы	masaŋgaˈnɯ
масанганың	masaŋɣaˈnɯŋ
маскүнем	maʃkʉˈnæm
массачусетс	ˌmæsəˈtʃuːsɪts
материаландырған	mateɾialaːndɯɾʁɑn
материалдар	mateɾijɑɫˈdɑr
мау	maʊ
мауға	maʊɣə
махаббат	maχɑbɑt
махаббаттың	maχɑββɑtˈtɯŋ
машина	maʃɯˈnɑ
машинаға	maʃɯnaʁə
машинадан	maʃɯnaˈdɑn
машиналар	maʃɯnɑˈlɑr
машиналарыңды	maʃɯnɑɯɾɯŋdɯ
машинам	maʃɯˈnɑm
машинаны	maʃɯnaˈnɯ
машинаның	maʃɯnɑˈnɯŋ
машинасы	maʃɯnasɯ
мәжбүр	maʒˈbyr
мән	men
мәнісінде	mänɪsɪndɛ
мәртебелі	maɾtebeˈli
мәселе	ˈmæsælʲe
мәселеге	ˈmæsɛleɣæ
мәселесімен	ˈmæsælesimæn
мәссаған	ˈmæsːaɣɑn
ме	me
медецина	medetsɪnə
медииналық	mediːnalɯq
медиқалық	medʑɑˈɫɯq
медицина	medʲɪˈtsɯnə
медициналық	medʲitsɪnɑˈɫɯq
меірбике	miɪrbɪkʲe
мейірбике	majɪrbɪkɪ
мейірімді	majɪˈrɪmdi
мейман	majˈman
мейрімді	majˈrɪmˌdɪ
мектебің	ˈmɛktɘbiŋ
мектеп	ˈmɛktɛp
мектепке	ˈmɛktɛpkɛ
мектептен	ˈmɛktɛptɛn
мектептер	ˈmɛktɛptɛr
мектептеріңіз	ˈmɛktɛptæɾɪŋɪz
мектептің	ˈmɛktɛptɪŋ
мемелекеті	ˈmɛmɛlɪkʲɪtɪ
мемориал	ˌmʲɪmɔrʲɪˈɑɫ
мен	men
менде	mende
менен	menen
мені	menʲi
менікіндей	menikɪndɛj
менімен	menimɪn
менің	menʲiŋ
меніңше	meniŋʃe
менмін	menˈmin
меннен	menen
менсіз	menˈsɪz
менсінбеймін	mensɪnbejˈmɪn
мерит	merit
ми	mi
мидағы	miɑˈɣɯ
мидан	midɑn
мидың	miˈdɯŋ
миенга	miɪŋɑ
миллиондаған	milijɔndaˈɣɑn
министір	miniˈstɪr
министірді	miniˈstɪrdɪ
министірі	miniˈstiɾi
министірім	miniˈstiɾim
министірімін	miniˈstirimɪn
министірлік	ministɪrˈlɪk
минуспен	miˈnuspɛn
минут	miˈnut
минуттай	miˈnʊttɑj
міндетті	miːndɪtːi
міне	mine
мінедіңіз	mineˈdiŋiz
мінейтін	minejˈtɪn
мінекей	minekej
мінеки	mineki
могамбо	moɣɑmˈbo
могамбодағы	ˈmoɣɑmbodɑˈʁɯ
мойнын	mojnɯn
мойнына	moɯnɯnɑ
мойнынан	moɯnɯnɑn
мойын	mojɯn
мойында	mojɯnda
молаларды	ˈmɔɫɑɫɑɹdɯ
моника	ˈmɔnɪkə
мониканы	ˈmɔnɪkɑnɪ
мөрге	ˈmørgɛ
мөрде	ˈmørdɛ
мөрді	ˈmɵrdi
мөрі	ˈmɵɾi
мөрімді	ˈmøɾimdi
мугишаның	muɣɪʃɑnɯŋ
мулагоға	muɫɑɣoʁɑ
мулагода	mulaɣoda
мүгедектер	ˈmʏɣɪdɪkˌtɪr
мүлде	ɘlˈdʲe
мүлдем	ˈmyldæm
мүмкім	ˈmymkɪm
мүмкін	ˈmymkɪn
мүмкіндігі	ˈmymqɪndɪʁɪ
мүмкіндігінше	ˈmymqɪndɪɣeʃe
мүмкіндігің	ˈmymkɪndɪʁɪŋ
мүмкіндік	ˈmymqɪnˌdɪk
мүмкіндіктерге	ˈmymqɪndɪkˌtɪrʁe
мүмкіндікті	ˈmymkɪndɪktʰi
мүшелерін	ˈmʏʃelɪrɪn
мүшесі	ˈmʏʃɪsɪ
мүшесін	muʃesin
мұғалімді	muɣɑˈlimdi
мұз	muz
мұздағы	muːzˈdɑɣɯ
мұмкін	ˈmumqɪn
мұнда	ˈmʊndɑ
мұндағы	muˈnɑɣɯ
мұндай	ˈmʊndɑj
мұны	muˈnɯ
мұның	muˈnɯŋ
мұрның	ˈmʊrnɯŋ
мұрныңды	ˈmʊrnɯŋdɯ
мұсылмандар	musɯɫmɑndɑr
мұхит	ˈmʊxɪt
мықтап	ˈmɯqtɑp
мықты	ˈmɯqtɯ
мына	ˈmɯnɑ
мыналар	ˈmɯnɑɫɑr
мыналарды	ˈmɯnɑɫɑɾdɯ
мынаны	ˈmɯnɑnɯ
мынау	ˈmɯnɑw
мында	ɯmˈdɑ
мындағы	ˈmɯndɑɣɯ
мындамыз	ɯmɯndɯmɯz
мыннан	mɯnˈnɑn
мың	ˈmɯŋ
мыңдаған	ˈmɯŋdɑɣɑn
мырза	ˈmɯrzə
мырзаға	ˈmɯrzɑɣɑ
мырзалар	ɯɾzɑɫɑɾ
мырзам	ɯɾˈzɑm
мырзамен	ɯɾzɑˈmɪn
мырзамыз	ˈmɯrzɑmɯz
мыстандар	ˈmɯstɑndɑr
мысыққа	ˈmɯsɯqˈqɑ
нағыз	naɣɯz
назар	naˈzar
нақты	naχɯ
наразышылық	ˌnɑrɑzɯʃɯˈɫɯq
нау	nɑu
нашар	naʃɑr
нашарлағанша	naʃɑɾɫɑʁaʃ
нашарлап	naʃɑɾˈlɑp
нашарлатқан	naʃɑɫɑtqɑn
нәрестесі	næɾestɛsɪ
нәрсе	nerˈsɛ
нәрсеге	nersege
нәрселерді	nerseɫerdɪ
нәрселердің	nersɪlɪˈɾɪŋ
нәрсені	nersɪ
нәрсеңді	nerˈsɘŋdɘ
нәрсесі	nerˈsɛsɪ
нәсіпқұмарларға	nasɪpqʊmɑɫɑrɑ
нәскимен	ˈnæskɪˌmen
нәтижелерді	ˈnætiʒelɪrˈdi
нәтижелері	næˈtʑeʒæˈlæɾi
нәтижесін	næˈtʲiʒesɪn
нда	ndɑ
не	ne
неге	nege
негізі	nɛɣɪˈzɪ
негізін	neɣiˈzɪn
негізінде	negiˈzində
неғылған	neɣɯɫˈɣɑn
неғып	neɣɯp
недеген	nʲedʲegæn
неден	nedɪn
неліктен	nɛlɪktɛn
немен	nʲemʲen
немене	nemene
немерем	nemɪrɪm
немерең	nemereŋ
немесе	nʲemʲeˈsʲe
немістер	nemɪstɪr
нені	neni
ненің	neˈniŋ
неңе	neɣe
несі	nɪˈsɪ
неткен	neˈtken
неше	neʃe
нешеде	neʃede
нигихаями	niɣɯxɑjɯmɯ
ник	nik
ники	niˈkɪ
никовска	niˈkɑwskə
никола	nikɔˈɫɑ
николас	nikɑˈɫɑs
николасым	nikoɫɑsɯm
ноколас	ˈnɔkɔlɑs
нора	ˈnɔrɑ
нура	nuɾɑ
нурамын	nuɾamən
нуси	nuˈsi
о	ɔ
обалына	ɔbɑlɯnɑ
обот	ɔˈbot
оботқа	ɔbɔtqɑ
оботтың	ɔβotˈtɯŋ
оған	ɔˈɣɑn
одан	ɔˈdɑn
оданда	ɔdɑndɑ
оенжисіңдер	ɔjɪ́nʐɪsɪ́ŋdɪr
ой	ɔj
ойла	ɔjˈlɑ
ойлағам	ɔjlɑɣɑm
ойлағаның	ɔjlɑɣɑnɯŋ
ойладым	ɔjɑɫɯm
ойладыңыз	ɔjɯɫɯˈdɯŋɯz
ойлай	ɔjˈlɑj
ойлайды	ɔjlɑjdɯ
ойлаймыз	ɔjlɑjmɯz
ойлаймын	ɔjlajmɯn
ойлайсыз	ɔjlɑjsɯz
ойлайсың	ɔjlɑjsɯŋ
ойлайтын	ɔjlɑjtɯn
ойламаған	ɔjlɑmɑʁ
ойламайды	ɔjlɑmajˈdɯ
ойландым	ɔjlɑndɯm
ойландың	ɔjlɑndɯŋ
ойландырды	ojlɑndɯrdɯ
ойлап	ɔjˈlɑp
ойларың	ɔjɯɫɯɾɯŋ
ойлауың	ɔjlɑwɯŋ
ойна	ɔjˈnɑ
ойнағып	ɔjnɑɣɯp
ойнаймын	ɔjnɑjmɯn
ойым	ɔjɯm
ойымды	ojɯmˈdɯ
ойын	ɔjɯn
ойынан	ojɯnɑn
ойыншық	ɔjɯnʃɯq
ойыншықтарды	ojɯnʃɯqtaɾdɯ
ойыныңызды	ɔjɯnɯjɯzdɯ
ойыңа	ɔjɯˈŋɑ
ойыңда	ɔjɯŋdɑ
ойыңды	ɔjɯŋdɯ
ойыңыз	ɔjɯŋɯz
оқ	ɔq
оқасы	ɔqɑsɯ
оқиға	ɔqɯɣɑ
оқиғалар	ɔqɯɣɑɫɑɾ
оқиғаларға	ɔqɯɣɑɫɑɾɑ
оқиғаларды	ɔqɯɣɑɫɯɾdɯ
оқиғалармен	ɔqɯɣɑɫɯmɛn
оқисың	ɔqɪsɯŋ
оқисыңдар	ɔqɯsɯŋdɑr
оқудан	ɔqʊdɑn
оқушылар	ɔqʊʃɯɫɑɾ
оқушысы	ɔqʊʃɯsɯ
оқыдым	ɔqɯˈdɯm
оқыдың	ɔqɯˈdɯŋ
оқылған	ɔqɯɫɣɑn
оқып	ɔqɯp
ол	ɔɫ
олай	ɔˈlɑj
олар	ɑɫɑr
оларға	ɔɫɑrɣɑ
оларда	ɔɫɑɾdɑ
олардан	ɑɫɑɾˈdɑn
оларды	ɔɫɑɾdɯ
олардың	ɔɫɑɾˈdɯŋ
он	on
онда	ɔnˈdɑ
ондаған	ɔndɑɣɑn
ондай	onˈdɑj
онсыз	onˈsɯz
онша	onʃɑ
оны	ɔnɯ
оныда	ɔnɯdɑ
онымен	onɯˈmen
оның	ɔnɯɴ
оңай	ɔŋɑj
оңбаған	ɔŋbɑɣɑn
оңбайсың	ɔŋbɑjsɯŋ
оңға	ɔŋɣɑ
оңтүстік	ɔŋtʏsˈtɪk
ооған	ɔːˈɣɑn
операция	ɔpʲɪrɑˈtsɪjə
оппозицияны	ɔpɔsɪzʲɪˈonɯ
опреация	ɔprʲɛɑtsɪjɑ
опреацияны	ɔprʲɛɑtsʲɪɑnɯ
орал	ɔˈɾɑɫ
ораламын	ɔɾɑɫɑmɯn
оралма	ɔrɑlmɑ
оралмаған	ɔrɑlmɑˈʁɑn
оралуын	ɔrɑɫʊɯn
орап	ɔˈrɑp
ордеріміз	ɔrdɪˈrɪmɪz
орнатуға	ɔrnɑtʊʁɑ
орнатылған	ɔrnɑtɯɫɣɑn
орны	ɔrnɯ
орнықты	ɔrnɯqtɯ
орныма	ɔrnɯmɑ
орнын	ɔrnɯn
орнына	ɔrnɯnɑ
орнында	ɔrnɯnˈdɑ
орта	ɔrtɑ
ортада	ɔrtɑdɑ
орталығы	ɔrtɑˈɫɯ
орын	ɔˈrɯn
орынға	ɔrɯŋɑ
орында	ɔrɯnˈdɑ
орындалатын	ɔrɯndɑɫɯtɯn
орындалса	ɔrɯndɑɫsɑ
орындаңдар	ɔrɯnɑɯŋdɑr
орындап	ɔrɯndɑp
орындасаңдар	ɔɾɯndɑsɑŋdɑɾ
орыс	ɔrɯs
осы	ɔsɯ
осыған	ɔsɯˈʁɑn
осыдан	ɑsɯˈdɑn
осылай	ɔsɯˈlɑj
осылар	ɔsɯˈlɑr
осымен	ɔsɯˈmɛn
осында	ɔsɯnˈdɑ
осындағы	ɔsɯnɑˈɣɯ
осындай	ɔsɯnˈdɑj
осындайда	ɔsɯndɑjˈdɑ
осындамын	ɔsɯnɑmɯn
осындасың	ɔsɯndɑsɯŋ
осынша	ɔsɯnʃɑ
осыны	ɒsɯˈnɯ
от	ot
отбасынанмын	otbɑsɯnɑmɯn
отқа	otqɑ
отыр	ɔtɯr
отырады	ɔtɯrɑdɯ
отырған	otɯrˈʁɑn
отырғаным	ɔtɯɾʁɑnɯm
отырды	otɯrdɯ
отырдың	ɔtɯɾdɯŋ
отырмаймын	ɔtɯrmɑjmɯn
отырмасаң	ɔtɯrmɑsɑŋ
отырмын	ɔtɯɾmɯn
отырсаң	otɯrˈsɑŋ
отырсыз	otɯrˈsɯz
отырсың	ɔtɯrˈsɯŋ
отыру	otɯˈru
отыруымыз	ɔtɯɾʊymɯz
отыруыңа	otɯrujˈŋa
отырыңдар	ɔtɯɾəŋdɑɾ
отырыңыз	ɔtɯˈrɯŋɯz
отырыңызшы	otɯrɯŋɯʃ
отырып	otɯˈrɯp
офисті	ɔfʲɪsˈtʲɪ
офисын	ɔfisɯn
оын	ɔɯn
оян	ɔjɑn
ояндың	ɔjɑndɯŋ
оятқанды	ojɑtqɑnˈdɯ
ояттырады	ojɑtɯrɑdɯ
өз	øs
өзгелердің	øzgelæriŋ
өзгеріс	øsɣeˈɾɪs
өзгермегенге	øzɣɘrmɘɣɘŋɣɘ
өзгерте	øzɣertɛ
өзгертесің	øzɣertɪˈsiŋ
өзгертсем	øzgɘrtˈsɘm
өзгерттің	øzgɘrtːiŋ
өзгеше	øsgeʃe
өздері	øzdɪri
өздерін	øsdæˈrɪn
өздеріне	øsdæriˈnæ
өздерінің	øsdæriˈnʏ
өздеріңнің	øsdæriŋˈnɪ
өзен	øˈzɪn
өзенге	øˈzʲeŋe
өзеннің	øzenˈnɪŋ
өзі	øˈzi
өзім	øˈzɪm
өзімде	øziːmdɘ
өзімді	øzɪmˈdɪ
өзімен	øziˈmen
өзіміз	øziˈmɪz
өзімізбен	øziˈmɘzβɘn
өзімізді	øziˈmɪzdi
өзіміздің	øziˈmɪzdiŋ
өзімнің	øzʏmˈnʏŋ
өзімшіл	øziʃɯl
өзін	øˈzʏn
өзіне	øziˈnæ
өзінен	øzɪnɪn
өзінің	øzʏˈnʏŋ
өзің	øziŋ
өзіңді	øziŋdɪ
өзіңіз	øziŋiz
өзіңізбен	øzʏŋɨzˈbɪn
өзіңізге	øziŋizge
өзіңмен	øziŋmen
өзіңнен	øziŋnæn
өзсенімін	øssɪnimɪn
өкілі	økiˈli
өкінішті	økɪnɪʃtɪ
өкпе	økˈpɘ
өкпеқұртын	økpɘqʊrtɯn
өкпенің	økpɪˈnʲɪŋ
өлген	ɘlˈgʲɘn
өлді	ɘɫˈdɘ
өледі	øledi
өлең	øˈleŋ
өлетін	øletin
өлетінімді	øletimdɪ
өлі	øli
өліктерді	øligtɘɾˈdi
өлім	øˈlim
өлімге	ɵlɪmge
өлімін	ɵliˈmɪn
өлімің	øliˈmiŋ
өлімнен	ɵˈlimnʲen
өліп	ɵˈlɪp
өлмеймін	olmejmin
өлмейсің	ɘlmejˈsiŋ
өлтір	ɘltɘr
өлтірген	ɘltɪrgɘn
өлтіргілері	ɘltɘrɣɘlɘri
өлтіргілерің	ɘltɘrɣɘlɘrʲiŋ
өлтіргісі	ɘltɘrɣɘsɘ
өлтірді	ɘltɘrdɘ
өлтіре	ɘltɘrɘ
өлтіреді	ɘltiˈrɘdɘ
өлтірмекпісің	ɘltɘrmɘkpɘsiŋ
өлтірмексіңбе	ɘltɘrmɘkʃɘŋbɘ
өлтірмекші	ɘltɘrmɘkʃɘ
өлтірулер	ɘltɘrʉlɘr
өлу	ɵˈɫʊ
өлуден	ɵlʊˈd̪en
өмір	ømɪr
өмірге	ømɪrɣe
өмірі	ømiˈri
өмірім	ømiriːm
өмірімдегі	ømiriːmdegi
өмірімді	ømɪrimˈdi
өміріміздің	ømiɾimɪzˈdiŋ
өмірімнің	ømiriːmˈnɪŋ
өмірін	ømɪˈrɪn
өміріңіз	ømiˈrɪŋɪz
өміріңнің	ømiˈrɪŋnɪŋ
өмірміз	ømɪrˈmɪz
өндірілетін	øndiriletin
өңдегенін	øŋdegeniː
өңдемедім	øŋdemedim
өңсіз	øŋˈsɯz
өрескел	øɾeskɪl
өрт	ɵrt
өсекті	øˈsɛkti
өсиеті	øsijeti
өте	øte
өтеді	øtedi
өтетін	øteˈtin
өтінеді	øtinedi
өтінем	øˈtinæm
өтінемін	øtinemiːn
өтініш	øtiniʃ
өтінішім	øtiˈnɪʃɪm
өтірік	øˈtɪrɪk
өтіріктер	øˈtɪrɪkˈtɪr
өтірікші	øtɪɾɪkʃɪ
өткен	øtkʲen
өткенде	øtkʲenˈde
өткендегі	øtkʲeŋdegi
өткізгім	øtkɪzɣɪm
өткіздім	øtkɪzdɪm
өткізер	øtkʏzær
өткізілу	øtkɪˈzɪɫʊ
өткізіп	øtkɪˈzɪp
өтпейінше	øtpejɪ̃ʃe
өтті	øtti
өшетін	øʃetɪn
өшіремін	øʃɪˈrɪmɪn
өшіріңізші	øʃiˈrɪŋɪʃi
па	pɑ
пайда	pɑjˈdɑ
пайдаланамын	pɑjdɑlɑnɑmɯn
пайдаланып	pɑjdɑlɑnɯp
пайдаң	paɪˈdɑŋ
пайызы	pajɯzɯ
палатасында	palatɯstɑnda
папаны	pɑpɑnɯ
паранормалды	parɑnɔrmɑɫdɯ
париж	paɾɪʃ
парк	pɑrk
паспорттарын	paːspɑrtɑrɯn
паспортымды	paːspɔrtɯmˈdɯ
пасық	pɑˈsɯq
патологоанатом	patoloɣoanatom
патша	paʈʃɑ
патшалардың	paʰtʃɑɫɯɾɯŋ
патшасы	pɑtˈʃɑsɯ
пациент	patsiˈjɪnt
пациентім	patsijɪnˈtɪm
пациентті	patsʲiˈjɛntɪ
пациеті	pɑtsʲi̞jɘtɪ
пациетім	pɑtsʲjɪtɪm
пациетіміз	paʨijetimɨz
пациетіңіз	paʨijetɪŋɪz
пациетті	pɑtsʲjetɪ
пәк	pæk
пе	pʲe
педофил	pedɔfɪl
пен	pʲɪn
пеницилин	penʲɪtsɪlʲɪn
перкинс	pʲɪrkʲɪns
перудегі	perudegi
пікір	piˈkɪr
пікіріңді	pikiriŋˈdi
планетадағы	planʲetɑˈɣɑj
планеталықтар	planjetɑlətqɯtɑr
планка	planqɑ
плошка	ploʃkɑ
пойыз	pojɯz
полестиналықтар	pɔlʲesʲtʲɪnɫɯqˈtɑr
полицейлік	politsʲeˈlik
полицейліксіз	polʲitsɪjˈlɪksɪs
полиция	pɔlʲɪˈtsɪjə
полицияға	poliʦijəɣə
президент	prʲɪzʲɪˈdʲent
президентімін	prʲezʲɪdʲɪnˈtʲimʲin
президентінің	prʲezʲɪˈdʲɛtnʲɪˈnɨj
президентіңмін	prʲezʲɪdʲɪntɪŋmɪn
президентке	prʲezʲɪˈdʲentkʲe
президентпен	prʲezʲɪˈdʲentpʲɪn
президентті	prʲezʲɪˈdʲɛnʲtʲi
президенттің	prʲezʲɪˈdʲɛnʲtɪŋ
прес	prʲɪs
пресса	prʲɪˈsa
принстон	prʲɪnˈstɔn
принтер	prʲintɘr
проблеманы	pɾobɫemɑnɯ
прокуратурасына	prɑkʊrɑtʊrɑsɯnɑ
прокуратурасынанбын	prɑkʊrɑtʊrɑsɯnɑbɯn
процедуралар	prətsɪdʊrɑˈɫɑr
пуф	pʰuf
радиодан	radʲiɔˈdɑn
радиология	radʲɪoˈlogʲɪjə
радияциямен	radʲɪjɑtsʲɪɑˈmen
райы	rajɯ
рақмет	raqmet
рас	ras
расисті	ɾɑsɯˈsɯ
расымен	rasɯmen
расында	raʃɯˈdɑ
раушан	ɾɑwˈʃɑn
рахмет	ɾɑχˈmɛt
рәмізі	ræmiˈzi
ренжімессің	renʒimeˈsɪŋ
ренжітпеді	ɾeɲʐɪtˈpɪdʲi
ренжітсең	ɾeɲʐɪtˈseŋ
ресейде	ˈrʲesʲejdʲe
ресми	ɾesmi
ресторан	ɾestɔˈɾɑn
рет	ɾet
ретінде	ɾetinde
ретке	ɾetˈkæ
реттеп	ɾetˈtep
рецепті	ɾetsɪpˈtʲi
рин	rin
ричмонд	ɾitɕˈmɤnt
роберт	ɾobɘrt
родригеспен	rodrʲigesˈpɛn
роммель	romːl
роуд	ruːd
руларының	ɾʊɫɑɾɯˈnɯŋ
рухы	ɾʊχɯ
рұқсат	ɾʊqsɑt
рұқсатсыз	ɾʊqsɑtsɯs
