oн	uŋ
толы	ˈtɔɫɯ
толығымен	ˈtɔɫɯɣɯˈmɛn
толық	ˈtɔlɯq
толықтай	tɔlɯqtɑj
толықтауыш	toɫɯqtɑwɯʃ
толқын	toɫqən
толқындар	tɔlqɯnˈdɑr
томас	tɔˈmɑs
тондым	tɔndum
тонна	tɔnːa
топ	top
топтар	toptɑr
топтасып	toptɑsɯp
топырақ	topɯrɑq
тор	tˈɔr
торай	tɔˈrɑj
торий	toɾj
тост	nɔst
тост	tɔst
тоты	tɔtɑ
тоғай	toɣɑj
тоқал	tɔqɑl
тоқашты	tɔqɑʃtɯ
тоқсан	tʰoqsɑn
тоқта	tɔqˈtɑ
тоқта	tʊ̞qtɑ
тоқтай	tɔqtɑj
тоқтайды	tɔqtɑjˈdɯ
тоқталды	tɔqtɑɫdɯ
тоқтама	tɔqˈtɑmɑ
тоқтамай	tɔqˈtɑmɑj
тоқтамаңдар	tɔqˈtɑmɑŋdɑr
тоқтат	tɔqtɑt
тоқтатты	tɔqtɑtˈtɯ
тоқтатшы	tɔqtɑtʃɯ
тоқтатылуға	tokʰɑtɯɫʊwɑ
тоқтатыңдар	tɔqtaˈtɯŋdar
тоқтағаным	tɔqtaɣɑnɯm
тоқтаңыз	tɔqtaŋɯz
тоқыдық	tɔqɯdɯq
тоқылдатуды	toqɯldɑtʊdɯ
тоқылдақ	toqʊɫdɑq
тоқылдақ	tɔqɯ̞ɫdɑq
тоңазытқыш	toŋɑzɯtqɯʃ
тоңып	tɔŋɯp
тр	tɾ
трактор	traktor
транзистор	trɐnzʲistər
транквилизаторды	tranqʋɪlɪzɑtɯrɯ
транквилизаторын	tranqʋɪlɪzɑtɯrɯn
транскрипция	trɐnskrʲiptsɨjə
трансферт	transfɛrt
трансұлттық	transʊɫttʊq
трапеция	trɐpʲetsɨjə
трахома	trɐxomə
триангуляция	trʲɪəngʊlʲatsɨɪ̯ə
триатлон	trʲɪɐtlon
триод	trʲɪod
тромбон	trɐmbon
тротуар	trətʊar
трубкаларды	trupkɑlɑrdɯ
трукаларды	tɾukɑɫɑɾdɯ
ту	tʊw
туба	tubə
туды	tudɯ
тудырады	tudɯrɑdɯ
тулун	qulun
тура	dura
тура	tʊˈrɑ
туралымаған	tʊrɑɫɯmɑˈʁɑŋ
турбина	tʊrbʲinə
туризм	tʊrʲizm
турист	tʊrʲist
туф	tuf
туфлиді	ˈtʊfɫɪdɪ
туфлиыңды	tʰulfɯɫɯŋdɯ
туылғалы	tʉɫɣɑɫɯ
туыстық	tʊwəstəq
туған	toʁan
тыл	tɯl
тым	tɯm
тындырмайың	tɯndɯrmɑjɯŋ
тыныш	tɯnɯʃ
тыныш	tɯ̞nɯ̞ʂ
тыныштал	tɯnɯʃtɑɫ
тырнақ	tɯrnɑq
тырнақ	tʏ̞rnʊ̞q
тырнақша	tɾnɑqʂa
тырыс	tɯɾɯs
тырысам	tɯɾɯsɑm
тырысамын	tɯɾɯsɑmɯn
тырысып	tɯɾɯsɯp
тырысқаныма	tɯɾɯsqɑnɯmɑ
тыс	tʊ̞s
тығыз	tɯɣɯz
тығылып	tɯɣɯləp
тығып	tɯɣɯp
тығырықтан	tɯɣɯrɯqtɑn
тыққым	tɯqɯm
тың	tɯŋ
тыңда	tɯŋdɑ
тыңдайды	tɯŋdɑjˈdɯ
тыңдамады	tɯŋdɑmɑdɯ
тыңдамауға	tɯŋdɑmɑwɑ
тыңдап	tɯŋdɑp
тыңдашы	tɯŋdɑʃɯ
тыңдағысы	tɯŋdaɣɯsɯ
тыңдаңыз	tɯŋdɑgɯz
тыңдаңыз	tɯŋdɑŋɯz
тыңдаңызшы	tɯŋdɑŋɯʃ
тізем	tiˈzæm
тізімі	tiˈzimi
тізімін	tiˈzimin
тізіміне	tizimini
тік	tɪk
тікбұрыш	tɘkbʊrʊʃ
тікен	tiˈken
тілегенім	tilɪgeˈnim
тілек	tɯ̞lɯ̞k
тілектер	tiˈlekter
тілмаш	tɘlmɑʃ
тілмен	tɪlˈmen
тілі	tili
тілінде	tilinˈde
тіліне	tiliˈne
тіпті	tip'ti
тірі	tɯ̞rɯ̞
тіс	tʰɯ̞s
тісіңді	tiˈsiŋdi
түбі	tʏbi
түгіл	tʏɣɯl
түйме	tʏjmø
түкір	tʏkɪr
түн	tɪn
түн	tʰyn
түнек	tʏnøk
түрде	tʏɾˈde
түркістан	tʏɾkɘstɑn
түркітану	tyrkɪtɑnʊw
түркітанушы	tyrkɪtɑnʊwʃɯ
түрлде	tɯɾɫde
түрлі	tʉɾˈli
түрме	tʏrmø
түрмеде	tʏrmɘdɘ
түрмені	tʏrˈmɛni
түрімен	tʏrɪˈmʲɪn
түрін	tʏˈrɪn
түріңе	tʏrɪŋe
түс	tʏs
түсас	tʏsɑs
түсер	tʏsɘr
түсесің	tʏsɪsɪŋ
түскен	tʏskɘn
түснем	tʏsnɛm
түссіз	tʏsˈsɪz
түсті	tʏsˈtɪ
түстік	tʏsˈtɪk
түсу	tysˈu
түсімде	tʏsɯmˈdæ
түсіме	tʏsɪmɛ
түсінбейді	tʏsɪnbɪjdi
түсінбейсің	tʏsɪnbɪjsiŋ
түсінбейтін	tʏsɪnbɛjtɪn
түсінгенің	tʏsɪŋeŋ
түсінді	tʏsɪndɪ
түсіндім	tʏsɪndɪm
түсіндірді	tʏsɪndɪrdɪ
түсіндірем	tʏsɪndʏrɪm
түсіндіруге	tʏsɪndɪrʉɣe
түсіндіріп	tʏsɪndɪrɪp
түсіндің	tʏsɪnˈdɪŋ
түсіне	tʏsɪne
түсінеді	tʏsɪnɪdɪ
түсінемін	tʏsɪnɪmɪn
түсінесіз	tʏsɪnɪsɪz
түсінетін	tʏsɪnetʰin
түсінкті	tʏsɪŋkʲtɪ
түсінігіңіз	tʏsɪnɪɣɪŋɪz
түсініксіз	tʏsɪnɪkˈsɪz
түсінікті	tʏsɪnɪktɪ
түсініп	tʏsɪnɪp
түсініңіз	tʏsɪnɪŋɪz
түсір	tʏsɪr
түсірдім	tʏsɯɾdɯm
түсіре	tʏsɪrɛ
түсіремін	tʏsɪrɪmɪn
түсірерсің	tʏsirersɪŋ
түсіру	tʏsɪrʉ
түңгі	tʏŋgɪ
тұз	dˈœʁ
тұл	tʊɫ
тұман	tʊmɑn
тұмар	tʊmɑɾ
тұнбасы	tʰʊmbɑsɯ
тұрады	tʊɾɑɯ
тұрайын	tʊɾɑjɯn
тұрама	tʊrɑmɑ
тұрамын	tʊrɑmɯn
тұрасыз	tʊrɑsɯz
тұратынын	tʊrɑtɯnɯn
тұратынына	tʊrɑtɯnʊnɑ
тұрмайсыз	tʊrmɑjsɯz
тұрмын	tʉrmɯn
тұрмысың	tʊrməsɯŋ
тұрса	tʊrsɑ
тұрсың	tʰʊrsɯŋ
тұру	torou
тұруыңызды	tʰʊɾʊɯŋɯzdɯ
тұршы	tʊrʃɯ
тұрып	tʊˈrɯp
тұрыңдар	tʊˈrɯŋdɑr
тұрыңыз	tʊɾəŋɯz
тұрыңызшы	tʊɾəŋɯʃ
тұрған	tʊɾɣɑn
тұрғанда	tʊrɣɑnˈdɑ
тұрғаннан	tʊrɣɑnɑn
тұрғаным	tʊrɣɑnɯm
тұрғанымызды	tʊrɣanɯmɯzdɯ
тұрғанын	tʊɾɣanɯn
тұрғын	turɣɨn
тұрғын	tʊrɣɨn
тұрғын	tʊ̞rgʊ̞n
тұрғысынан	tʰʊrɣɯsan
тұтамыз	tʊtˈɑmʊs
тұту	tʰʊtuw
тұтынушы	tutɯnʊʃɯ
тұтқындарды	tʰʊtqɯndɑɾdɯ
тұтқындардың	tʊtqɯndɑɾɯŋ
тұтқындағанға	tʰʊtqɯndɑɣɑ
тұяқты	tʊjɑqtɯ
тәжірибе	tæʒɘrɘjbʲe
тәжірибелі	tæʒɪrixbeli
тәндік	tændɯ̞k
тәртіп	teɾtɪp
тәртіпке	tɘrtɘpˈkɘ
тәртіпті	tɘrtɘptɘ
тәрізді	taɾizˈdi
тәсбих	tæsbʲix
тәсіл	tæsɪl
тәуелді	tawejldi
тәулік	tæwlʲɪk
тәурат	tɑwˈrɑt
тәңір	tenɪ̞ɾ
төбе	tøbø
төбелес	tøbøles
төбелес	tøbɪlɪs
төбет	tʏ̞bʲit
төгу	tøgʏw
төзгісіз	tøʒɣɯsɯ
төлей	tøˈlej
төлеймін	tøˈlejmin
төлейсің	tølejsɪŋ
төлеу	tøløw
төлеуші	tøløwʃɘ
төмен	ˈtømɘn
төменге	ˈtømæŋgɘ
төмендеуде	tømɪndøwðe
төраға	tørɑɣɑ
төреші	ˈtøræʃi
төрт	tɵrt
төртінші	tɵrtɘnʃi
төсегіне	ˈtøsɛgɪnɛ
төсегінен	tøsɛginɛn
төсек	tøsøk
төсектегі	ˈtøsɛktæɣi
төңкеріс	tʰøŋkɘˈris
төңкеріске	tøŋkæriˈske
у	u
уайымдадым	wajɯmdaˈdɯm
уайымдай	wajɯmdɑj
уайымдама	wajɯmdaˈma
уайымсыз	wajɯmsɯz
уақыт	waqɯt
уақытта	waqɯt̪ːa
уақытты	waqɯtˈtɯ
уақыты	waqɯtɯ
уақытымды	waqɯtɯmˈdɯ
уақытымызды	waqɯtɯmɯzdɯ
уақытыңызды	waqɯtɯŋɯzˈdɯ
уақытқа	waqɯtqɑ
уганда	ʊgandə
уганда	ʊɣɑndɑ
угандалық	ʊgɑndɑˈɫɯq
угандалықтан	ʊɣɑndɑɫɯqˈtɑn
угандалықтар	ʊɣɑndɑɫɯqˈtɑr
угандаға	ʊɣɑndɑʁɑ
украин	ukrajm
украина	ukrajna
улану	ulanum
уланған	ʊɫɑŋɑn
улауға	ʊlɑwɑ
ультрамикроскоп	ulʲtrəmʲɪkrɐskop
университеті	ʊnʲɪvɪrsʲɪtʲɪ
униформа	ʊnʲɪformə
уран	uran
уругвай	ʊrʊgvaj
утилитаризм	ʊtʲɪlʲɪtɐrʲizm
учаске	ʊtɕaskʲe
уық	uq
уәде	ʊæde
уәдесін	ʊædesin
уәкілдік	ʊækɪldɪk
фагот	fɐgot
факт	fakt
фактор	faktər
факториал	fəktərʲɪal
фантастика	fɐntasʲtʲɪkə
фарад	fɐrad
фармацевт	fərmɐtsɛft
фастфуд	fɐstfud
фейсбуктан	fejsbʊktɑn
феноменология	fʲɪnəmʲɪnɐɫogʲɪjə
феодализм	fʲɪədɐlʲizm
ферменттер	fermenter
фермердің	fermerˈdiŋ
фермермен	fermɛrmɛn
ферметтердің	fermetterɪŋ
феронға	fɘrɘnʁɑ
фетиш	fɛtʲiʃ
феуердің	fejweɾɪŋ
фибриноген	fʲɪbrʲɪnɐgʲen
физиология	fʲɪzʲɪɐlogʲɪjə
филиппиндер	fʲɪlʲɪpʲindʲer
филология	fʲɪɫɐɫogʲɪjə
философия	fʲɪɫɐsofʲɪɪ̯ə
философиясын	filɘsɔfʲiʲɑsɯn
философсыз	filɘsɔfˈsɯz
фильм	film
финляндия	fʲɪnlʲænʲdʲɪjə
фобия	fobʲɪɪ̯ə
фовизм	fɐvʲizm
фокс	fɔks
фонема	fɐnɛmə
фонетика	fɐnɛtʲɪkə
фонон	fɐnon
формализм	fərmɐlʲizm
формасын	fɔrmɑˈsɯn
формула	formʊɫə
форум	forʊm
фосса	foˈsːɑ
фосфор	fosfər
франкенштейн	fræŋkənʃtɛjn
франкенштейнін	fræŋkənʃtɛjˈnɪn
фуга	fugə
функционал	fʊnktsɨɐnaɫ
функционализм	fʊnktsɨənɐlʲizm
функция	funktsɨɪ̯ə
фунт	fonts
футбол	futbol
футболкаңды	ftbolqɑŋdɯ
футболкаңызды	futbolqɑŋɯzˈdɯ
футболкаңызға	futbolqɑŋɯzɑ
футуризм	fʊtʊrʲizm
фюзеляж	fʲʊzelʲɑʒ
фәлсапа	fæɫsɑpɑ
фәлсафа	fæɫsɑfɑ
хабар	xɑˈbɑr
хабардар	xɑbɑɾdɑɾ
хабардарсың	xɑbɑɾdɑrsɯŋ
хабарлама	χɑbɑɾɫɑmɑ
хабарлап	χɑβɑɾɫɑp
хабарлас	xɑbɑɾɫɑs
хабарласамын	χɑbɑɾɫɑsɑmɯn
хабарласпақшы	xɑbɑɾɫɑsˈpɑqʃɯ
хабарлассаңыз	χɑβɑɾɫɑsɑŋɯz
хабарласты	xɑbɑɾɫɑstɯ
хабарласып	xɑbɑɾɫɑsɯp
хабары	xɑbɑrɯ
хабарыңызды	χɑbɑɾɯŋɯzˈdɯ
хакама	xɑkɑmɑ
хакуды	χɑˈkʊdɯ
хакудың	ɑqʊˈdɯŋ
хакусың	χɑkʊsɯŋ
халық	xɑˈɫɯq
халық	χɑɫəq
халықаралық	xɑlɯqɑrɑˈlɯq
халықпен	xɑɫɯqpʰen
халықтың	xɑləqɯtɯŋ
халқы	χɑɫqɯ
халқым	χɑɫqɯm
хан	χɑ̝n
ханым	xɑnɯm
ханымдар	xɑnɯmdɑɾ
ханымның	xɑnɯmˈnɯ
ханымға	xɑnɯmɑ
хаос	xɐos
хассий	xasʲɪj
хат	xɑt
хатшы	xɑtʃɯ
хирург	xʲɪrurg
хирургия	xʲɪrʊrgʲiɪ̯ə
хламидиозды	xlamidʲɪozdɯ
хлор	xlor
хлор	xɫor
хлоропласт	xlərɐplast
хлороформ	xlərɐform
холестерин	xəlʲɪstɨrʲin
хорватия	xɐrvatʲɪjə
храм	xram
христиан	xrʲɪsʲtʲɪan
христиандар	χrʲistʲiɑndɑr
хроматин	xrəmɐtʲin
хромосома	xrəmɐsomə
хронология	xrənɐɫogʲɪɪ̯ə
ххх	xː
церера	tsɛrɛra
цунами	tsunani
чи	tʃi
ш	ʃ
шабдалы	ʃapdaɫa
шабдалы	ʃɐbdɑlə
шабуыл	ʃɑβʏɫ
шай	ʃaːj
шай	ʃæj
шай	ʃɑ̝j
шалбар	ʂɑubɑɾ
шалбары	ʃɑɫbɑrɯ
шалғам	ʃɑɫɣɑm
шам	ʃam
шам	ʃɑm
шамалы	ʃɑmɑˈɫɯ
шамасы	ʃɑmɑsɯ
шамдар	ʃɑmˈdɑr
шап	ʃɑp
шапалақтамас	ʃɑpɑɫɑqˈtɑmɑs
шапшаң	ʃɑpʃɑɲ
шара	ʃara
шарманка	ʃɐrmankə
шарт	ʃɑrt
шарттары	ʃɑrtˈtɑrɯ
шарты	ʃɑrˈtɯ
шартым	ʃɑrtɯm
шартымды	ʃɑrtɯmˈdɯ
шаруа	ʃarua
шаршады	ʃɑrʃɑˈdɯ
шаршадым	ʃɑrʃɑˈdɯm
шаршаған	ʃɑrʃɑˈɣɑn
шаршы	ʃɑrʃɯ
шатастырып	ʃɑtɑstɯɾɯp
шахтинск	ʂɑχtʲɪnsk
шахтинск	ʃaɾtʲinsk
шаштараз	ʃæʃtɯ̞rɑs
шаштараз	ʃɑʃtɑrɑz
шашу	ʂaʂu
шашы	ʃɑˈʃɯ
шашыңды	ʃɑˈʃɯŋdɯ
шағамды	ʃɑˈɣɑmdɯ
шағарсын	ʃɑˈɣɑrsən
шағымданам	ʃɑɣɯmdɑnɑm
шағыр	ʃɑɣɯr
шағыр	ʃɑˈɣɯɾ
шақ	ʃɑq
шақыр	ʃɑqɯr
шақырды	ʃɑqɯɾdɯ
шақырдым	ʃɑqɯɾdɯm
шақырдыңыз	ʃɑqɯɾdɯŋɯz
шақырсаң	ʃɑqɯrˈsɑŋ
шақырттым	ʃɑqɯrtˈtɯm
шақыру	ʃɑqɯrʊw
шақыруға	ʃɑqɯruʁɑ
шақырылмаған	ʃɑqɯɾɯɫmɑˈʁɑn
шақырым	ʃɑqɯˈrɯm
шақырып	ʃɑqɯˈrɯp
шақырыңдар	ʃɑqɯˈrɯŋdɑr
шақырған	ʃɑqɯrˈʁɑn
шақырғаны	ʃɑqɯrˈʁɑnɯ
шақырғаныма	ʃɑqɯrʁɑnɯmɑ
шаң	ʃam
шаң	ʃɑŋ
шаңхай	ʃaŋxaj
швеция	ʃvʲetsɨjə
ше	ʃe
шебер	ʃɛbʲɛr
шегін	ʃegin
шегір	ʃiːgɯɾ
шек	ʃɛk
шекарашы	ʃeqɑrɑʃɯ
шексіз	ʃɛkˈsɪz
шет	ʃet
шет	ʃˈɛt
шетел	ʃetɛɫ
шетке	ʃetˈkʲe
шеттегі	ʃetˈtegi
шеш	ʃeʃ
шеше	ɕæʃe
шеше	ʃeʃe
шешеді	ʃeʃeˈdi
шешес	ʃɪˈʃɪs
шешкің	ʃeʃkɪŋ
шешпейді	ʃeʃpejˈdi
шешті	ʃeʃti
шештім	ʃeʃtɪm
шешу	ʃeʃu
шешуге	ʃeʃuɣe
шешілген	ʃeʃɪlˈgen
шешім	ʃeʃim
шешімді	ʃeʃiːmdɪ
шешіміміз	ʃeʃiːmɪmɪz
шешімімізді	ʃeʃiːmɪmɪzˈdɪ
шешімің	ʃeʃɪˈmɪŋ
шие	ʃɘjje
шиеленітпе	ʃie̯le̯ni̯tpe
шиллинг	ʃɪlʲɪŋ
шимпанзе	ʃɨmpɐnzɛ
шина	ʃina
шифр	ʃɨfr
шкафы	ʃkɑfɯ
шнауз	ʃnaʊs
шоколад	ʃɔkəlad
шолақ	ʃɯ̞ɫɑq
шолпан	ʃɔɫpɑn
шомылатын	ʃomɯɫɑˈtɯn
шомылдығы	ʃomɯɫdɯɣɯ
шомылдықта	ʃomɯɫdɯqˈtɑ
шомылып	ʃomɯləp
шомылғым	ʃomɯɫɣɯm
шотландия	ʃotɫɑndiʝɑ
шотландияда	ʃotɫɑndʲɑdɑ
шотландияданмын	ʃotɫɑndijɑdɑmɯn
шотландияның	ʃotɫɑndijɑˈnɯ
шотландық	ʃotɫɑnˈdɯq
шотландықпын	ʃotɫɑndɯqpɯn
шотландықтармен	ʃotɫɑndɯqtaɾmen
шотына	ʃotɯˈnɑ
шоуға	ʃowɣa
шошып	ʃoʃɯp
шошқа	ʃoʃqɑ
шошқа	ʃuʃqa
шошқаларды	ʃoʃqɑɫɑɾdɯ
шошқаға	ʃoʃqɑɣɑ
шпалмен	ʃpɑlmɘn
штаты	ʃtɑtɯ
шу	ʂu˥˩
шу	ʃuː
шуламаңдар	ʃʊlɑmɑŋdɑr
шулап	ʃʊlɑp
шыда	ʃɯˈdɑ
шыдай	ʃɯdɑj
шыдап	ʃɯdɑp
шымкент	ʃɯmkʲɪnt
шын	ʃɯn
шынайы	ʃɯnɑjɯ
шындығында	ʃɯnˈdɯʁɯndɑ
шындықты	ʃɯnˈdɯqˈtɯ
шынымен	ʃɯnɯˈmʲen
шынында	ʃɯnɯnˈdɑ
шытырман	ʃtɯrman
шытырмақ	ʃɯtɯrmɑq
шыға	ʃɯˈɣɑ
шығады	ʃɯɣɑdɯ
шығамын	ʃɯɣɑmɯn
шығанақ	ʃɯɣɑnɑq
шығар	ʃɯˈɣɑr
шығарады	ʃɯɣɑɾɑdɯ
шығарды	ʃɯɣɑɾdɯ
шығардың	ʃɯɣɑɾˈdɯŋ
шығарма	ʃɯɣɑrmɑ
шығармай	ʃɯɣɑrmɑj
шығармайды	ʃɯɣɑrmɑjˈdɯ
шығармыз	ʃɯɣɑrmɯz
шығарсыз	ʃɯɣɑrsɯz
шығарсың	ʃɯɣɑrsɯŋ
шығару	ʃɣ̞aɾu
шығару	ʃɯɣɑˈɾʊ
шығаруды	ʃɯɣɑɾʊdɯ
шығаршы	ʃɯɣɑrʃɯ
шығарылғандар	ʃɯɣɑrylɣɑnˈdɑr
шығарып	ʃɯɣɑˈrɯp
шығарыпты	ʃɯɣɑrɯptɯ
шығарыңдар	ʃɯɣɑryŋdɑr
шығарғаным	ʃɯɣɑrɣɑnɯm
шығасың	ʃɯɣɑˈsɯŋ
шығатын	ʃɯɣɑˈtɯn
шығын	ʃɯɣɯn
шығындар	ʃɯɣɯndɑr
шығынды	ʃɯɣɯnˈdɯ
шығып	ʃɯˈɣɯp
шығыстану	ʃɯɣɯstɑnʊw
шығыстанушы	ʃɯɣɯstɑnʊwʃɯ
шығысты	ʃɯɣɯsˈtɯ
шығыңдар	ʃɯɣɯŋdɑr
шық	ʃɯq
шық	ʃɯ̞q
шықпады	ʃɯqpɑdɯ
шықпайды	ʃɯqpaɯdɯ
шықпаймын	ʃɯqpaɯmɯn
шықпаңдар	ʃɯqpɑŋdɑr
шықсам	ʃɯqsɑm
шықты	ʃɯqtɯ
шықтым	ʃɯqtɯm
шықтық	ʃɯqˈtɯq
шыққан	ʃɯqˈqɑn
шыққанша	ʃɯqˈqɑnʃɑ
шілде	ʃimdʲi
шүберек	ʃuˈbeɾek
шүбә	ʃʏbæ
шұбар	ʃubɑɾ
шұжық	ʃoʒo
шұжық	ʃʊˈʒɯq
шұлықтар	ʃuɫuqtɑr
шәй	ʃaː
шәй	ʃæj
шәкірт	ʃəkʰr
шөл	ʃøl
шөп	ʃˈœp
щучинск	ɕutʃɪnsk
щучинск	ɕuːtʃinsk
ызалымын	ɑzɑlɯmɯn
ылғал	ɯɫɣɑɫ
ылғалды	ɯɫɣɑɫdɯ
ылғи	ɯɫɣɯ
ым	ɯm
ырым	ɯrɯm
ыстық	ɯstɯq
ықпал	ɯqpɑɫ
ыңырсуда	ɯŋɯrsudɑ
ыңғайлы	ɯŋɣɑjɫɯ
ыңғайлы	ɯŋɣɑjˈlɯ
эвакуация	ɛvəkʊatsɨɪ̯ə
эволюция	ɪvɐlʲutsɨjə
экзистенциализм	ɛgzʲɪstɛntsɨɐlʲizm
эклектизм	ɛklʲɪktʲizm
эколог	ɛkolɯ̞k
экология	ɪkɐlogʲɪjə
экономикамыз	ɘkɑnɘmɘkɑˈmɯz
экономикасы	ɘkɑnɘmɘkɑsɯ
экономикасын	ɘkɔnɘmɘkɘsɯn
экосфера	ɛkɐsfʲerə
экотоксикология	ɛkətəksʲɪkɐɫogʲɪɪ̯ə
экскаватор	ɛkskɐvatər
экскаватор	ɛkskɑvɑtɯr
экскурсия	ɪkskursʲɪjə
экспансия	ɛkspansʲɪɪ̯ə
эксперимент	ɛkspɪrʲɪˈmʲɛnt
экспрессионизм	ɪksprʲɪsʲɪɐnʲizm
экстасенсорлы	ɛkstɑsɛnˈsɔrɫɯ
экстрасенс	ɛkstrɑsɛns
экстрасенстермен	ɛkstrɑsɛnsɛrtmen
экстрасенстің	ɛkstrɑsɛnˈsɯŋ
экстремум	ɛkstrʲemʊm
электрокардиография	ɛlʲektrəkərdʲɪɐgrafʲɪɪ̯ə
электролит	ɛlʲɪktrɐlʲit
электрон	ɪlʲɪktron
электроника	ɪlʲɪktronʲɪkə
электроскоп	ɛlʲɪktrɐskop
элемент	ɪlʲɪmʲent
элиостың	ɘliɔstɯŋ
элиосқа	ɘlʲɘsqɑ
эллипс	ɛlʲɪps
эллипсоид	ɛlʲɪpsoɪd
эмансипация	ɛmənsʲɪpatsɨɪ̯ə
эмбриология	ɛmbrʲɪɐlogʲɪɪ̯ə
эмигрант	ɛmʲɪgrant
эмиссия	ɛmʲisʲɪɪ̯ə
энтальпия	ɛntɐlʲpʲiɪ̯ə
энтропия	ɪntrɐpʲijə
энциклопедия	ɪntsɨklɐpʲedʲɪjə
эпиграф	ɪpʲigrəf
эрозия	ɛrozʲɪɪ̯ə
эстетизм	ɛstɛtʲizm
эстетика	ɪstɛtʲɪkə
эти	etɪ
этика	ɛtʲɪkə
этиология	ɪtʲɪɐlogʲɪjə
этноним	ɛtnonʲɪm
этюд	ɛtʲud
эфиопия	ɪfʲɪopʲɪjə
юбаба	jʊbɑbɑ
юбабаның	jʊbɑbɑˈnɯŋ
юбабаға	jʊbɑbɑɣɑ
яхта	jaxtə
яғни	jaɣnˈi
із	ɘs
із	ɘz
ізбасарлары	ɪ̞zbɑsɑrɫɑrʊ̞
ізде	ɘzˈdɘ
іздеген	ɪzdegen
іздегендей	ɘzdegendɘj
іздеп	ɘzˈdɘp
іздері	ɘzdæɾɘ
іздерін	ɘzdæɾɘn
іздеумен	ɪzdewmen
іздеңдер	ɪzdeŋdeɾ
ізі	ɯˈzɯ
ізіне	ɘzɘnɘ
ілінісіп	ilɪnisip
іліп	ɪlɪp
іргетасы	ɯɾgʲɪtɑsɯ
іргетасын	irgetɑsɯn
ірі	ɪˈri
іс	ɪs
іске	ɪske
істе	istɘ
істегендеріңді	istɪge̞ndɪrɪŋdɪ
істегені	istɪgɪni
істегенімді	istegeŋimdi
істегім	istɪˈɣɪm
істедіңіз	istɪˈdɪŋɪz
істей	iˈstej
істейді	istejdi
істейміз	iˈstejˈmɪz
істеймін	istʲejˈmin
істейсіз	iˈstejsɯz
істейсің	iˈstejsiŋ
істейсіңдер	istejsiŋdɘr
істейтін	istʲejˈtin
істейтініңді	istʲejˈtinɪŋdi
істемейді	istɪmɛjˈdɪ
істемеймін	istɪmɪjˈmɪn
істемейсің	istɪmejˈsiŋ
істемейтін	istɪmɛjˈtɪŋ
істемек	istɪˈmɛk
істемесе	istɪmɪsɪ
істемеші	istɪmeʃɪ
істеп	istɪp
істер	ɪsˈtɜr
істерде	ɯsteɾde
істесек	istɪsɛk
істесем	istɪsɛm
істесең	isteseŋ
істетеді	istetedi
істеу	istɘw
істеуде	ɪsteʊdɪ
істеуім	istɘwɘm
істеңдер	istɘŋdɘr
істеңдерші	istɘŋdɘɾʃi
істі	istɪ
ісі	ɪˈsɪ
ісігінен	ɯsiɣinɘn
ісік	ɯˈsɯq
ісім	ɪˈsɪm
ісімен	ɪsɪˈmɪn
ісін	ɪˈsɪn
ісінде	iɕɪndɘ
ісіне	ɪsɪne
ішеміз	ɪʃeˈmɪz
ішке	ɪʃkʲe
ішкі	ɘʃkɘ
ішкі	ɯʃki
іште	ɪʃtɛ
іштегі	ɪʃtegi
іштім	ɪʃtɪm
ішімдік	ɘʃɘmdɘk
ішімізде	iʃimɪzde
ішінде	ɪʃɪndɛ
ішінен	ɯʃɯˈnɪn
ішіп	ɪʃɪp
ішіңдегі	ɪʃɪŋdægɪ
ішіңізді	iʃɪŋɪzdi
ішіңіздің	iʃiŋizdiŋ
ға	ɣa
ғажайып	ʁæzæjɯ̞p
ғажайып	ʁɑʒɑjəp
ғажап	ɣɑˈʐɑp
ғаламат	ɣɑɫɑmɑt
ғаламшараралық	ɣɑɫɑmʃɑrɑrɑɫɯq
ғана	ɣɑnɑ
ғарыш	ɣɑrɯʂ
ғарышкер	ɣɑrɯʃkʲer
ғасыр	ɣɑsɯr
ғафу	ɣɑfu
ғашық	ɣaʃɯq
ғашық	ɣɑʃɯq
ғашық	χɑʃɯ̞q
ғашықтық	ɣɑʃɯqtɯq
ғибадатхана	ɣɯjbɑdɑtxɑnɑ
ғимарат	ɣɪmɑˈrɑt
ғой	ɣɔj
ғылым	ɣɯˈlɯm
қабат	qɑbat
қабатта	qɑbɑtˈtɑ
қабатты	qɑbɑtːɯ
қабылдайсың	qɑbɯɫdɑjsɯŋ
қабылданды	qabɯɫdɑnˈdɯ
қабылдап	qaβɯɫdɑp
қабылдауымыз	qɑbɯɫdɑwɯˈmɯz
қабылдауын	qɑbɯɫdɑwɯn
қабылдауға	qɑbɯɫdɑwɑ
қабыну	qɯ̞pnˈo
қабырға	qabɯrɣɑ
қабырғадан	qabɯrʁɑˈdɑn
қабырғаны	qabɯrʁaˈnɯ
қабық	qɑbɯ̞q
қабілет	qɑbɯleːt
қабір	qɑbɘɾ
қажет	qaˈʒet
қажы	qɒʃi
қажытпайды	qɑʒɯtpaɯdɯ
қаз	qɑz
қазандарды	qɑzɑndɑrdɯ
қазандықта	qazɑndɯqtɑ
қазандыққа	qɑzɑnˈdɯqqɑ
қазақ	kaza
қазақ	mɑzɑq
қазақ	qʰɑ̝zɑ̝qʰ
қазақ	χɑðaq
қазақ.	qɑzɑq
қазақстан	ʁɑzɑqstɑn
қазақша	qɑzɑqʂa
қазынаңыз	qazinaˈɯz
қазір	ˈqɑziːr
