--من	mæn
بازنمیجستهای	bɒːzne̞miːʒæste̞iː
بازنمیجستهاید	bɒːzne̞miːʒæste̞iːd
بازنمیجستهایم	bɒːzne̞miːʒæste̞iːm
بازنمیجستی	bɒːzne̞miːʒæstiː
بازنمیجستید	bɒːzne̞miːʒæstiːd
بازنمیجستیم	bɒːzne̞miːʒæstiːm
بازنمیجوید	bɒːzne̞miːʒuːjæd
بازنمیجویم	bɒːzne̞miːʒuːjæm
بازنمیجویند	bɒːzne̞miːʒuːjænd
بازنمیجویی	bɒːzne̞miːʒuːjiː
بازنمیجویید	bɒːzne̞miːʒuːjiːd
بازنمیجوییم	bɒːzne̞miːʒuːjiːm
بازنمیخواند	bɒːzne̞miːxɒːnæd
بازنمیخواندم	bɒːzne̞miːxɒːndæm
بازنمیخواندند	bɒːzne̞miːxɒːndænd
بازنمیخواندهام	bɒːzne̞miːxɒːnde̞æm
بازنمیخواندهاند	bɒːzne̞miːxɒːnde̞ænd
بازنمیخواندهای	bɒːzne̞miːxɒːnde̞iː
بازنمیخواندهاید	bɒːzne̞miːxɒːnde̞iːd
بازنمیخواندهایم	bɒːzne̞miːxɒːnde̞iːm
بازنمیخواندی	bɒːzne̞miːxɒːndiː
بازنمیخواندید	bɒːzne̞miːxɒːndiːd
بازنمیخواندیم	bɒːzne̞miːxɒːndiːm
بازنمیخوانند	bɒːzne̞miːxɒːnænd
بازنمیخوانی	bɒːzne̞miːxɒːniː
بازنمیخوانید	bɒːzne̞miːxɒːniːd
بازنمیخوانیم	bɒːzne̞miːxɒːniːm
بازنمیدارد	bɒːzne̞miːdɒːɾæd
بازنمیدارم	bɒːzne̞miːdɒːɾæm
بازنمیدارند	bɒːzne̞miːdɒːɾænd
بازنمیداری	bɒːzne̞miːdɒːɾiː
بازنمیدارید	bɒːzne̞miːdɒːɾiːd
بازنمیداریم	bɒːzne̞miːdɒːɾiːm
بازنمیداشت	bɒːzne̞miːdɒːʃt
بازنمیداشتم	bɒːzne̞miːdɒːʃtæm
بازنمیداشتند	bɒːzne̞miːdɒːʃtænd
بازنمیداشتهام	bɒːzne̞miːdɒːʃte̞æm
بازنمیداشتهاند	bɒːzne̞miːdɒːʃte̞ænd
بازنمیداشتهای	bɒːzne̞miːdɒːʃte̞iː
بازنمیداشتهاید	bɒːzne̞miːdɒːʃte̞iːd
بازنمیداشتهایم	bɒːzne̞miːdɒːʃte̞iːm
بازنمیداشتی	bɒːzne̞miːdɒːʃtiː
بازنمیداشتید	bɒːzne̞miːdɒːʃtiːd
بازنمیداشتیم	bɒːzne̞miːdɒːʃtiːm
بازنمیرساندهام	bɒːzne̞miːɾe̞sɒːnde̞æm
بازنمیرساندهای	bɒːzne̞miːɾe̞sɒːnde̞iː
بازنمیرساندهایم	bɒːzne̞miːɾe̞sɒːnde̞iːm
بازنمیرساندید	bɒːzne̞miːɾe̞sɒːndiːd
بازنمیرسانم	bɒːzne̞miːɾe̞sɒːnæm
بازنمیرسانی	bɒːzne̞miːɾe̞sɒːniː
بازنمیرسانید	bɒːzne̞miːɾe̞sɒːniːd
بازنمیستاندم	bɒːzne̞miːse̞tɒːndæm
بازنمیستاندند	bɒːzne̞miːse̞tɒːndænd
بازنمیستاندهام	bɒːzne̞miːse̞tɒːnde̞æm
بازنمیستاندهاید	bɒːzne̞miːse̞tɒːnde̞iːd
بازنمیستاندید	bɒːzne̞miːse̞tɒːndiːd
بازنمیستاندیم	bɒːzne̞miːse̞tɒːndiːm
بازنمیشمارد	bɒːzne̞miːʃomɒːɾæd
بازنمیشمارم	bɒːzne̞miːʃomɒːɾæm
بازنمیشمارند	bɒːzne̞miːʃomɒːɾænd
بازنمیشماری	bɒːzne̞miːʃomɒːɾiː
بازنمیشماریم	bɒːzne̞miːʃomɒːɾiːm
بازنمیشمرد	bɒːzne̞miːʃomoɾd
بازنمیشمردم	bɒːzne̞miːʃomoɾdæm
بازنمیشمردهاید	bɒːzne̞miːʃomoɾde̞iːd
بازنمیشمردید	bɒːzne̞miːʃomoɾdiːd
بازنمیشمردیم	bɒːzne̞miːʃomoɾdiːm
بازنمیماند	bɒːzne̞miːmɒːnæd
بازنمیماندم	bɒːzne̞miːmɒːndæm
بازنمیماندند	bɒːzne̞miːmɒːndænd
بازنمیماندهام	bɒːzne̞miːmɒːnde̞æm
بازنمیماندهاند	bɒːzne̞miːmɒːnde̞ænd
بازنمیماندهای	bɒːzne̞miːmɒːnde̞iː
بازنمیماندهاید	bɒːzne̞miːmɒːnde̞iːd
بازنمیماندهایم	bɒːzne̞miːmɒːnde̞iːm
بازنمیماندی	bɒːzne̞miːmɒːndiː
بازنمیماندید	bɒːzne̞miːmɒːndiːd
بازنمیماندیم	bɒːzne̞miːmɒːndiːm
بازنمیمانند	bɒːzne̞miːmɒːnænd
بازنمیمانی	bɒːzne̞miːmɒːniː
بازنمیمانید	bɒːzne̞miːmɒːniːd
بازنمینمایاند	bɒːzne̞miːnæmɒːjɒːnæd
بازنمینمایاندم	bɒːzne̞miːnæmɒːjɒːndæm
بازنمینمایاندند	bɒːzne̞miːnæmɒːjɒːndænd
بازنمینمایاندهاند	bɒːzne̞miːnæmɒːjɒːnde̞ænd
بازنمینمایاندهای	bɒːzne̞miːnæmɒːjɒːnde̞iː
بازنمینمایاندهایم	bɒːzne̞miːnæmɒːjɒːnde̞iːm
بازنمینمایاندی	bɒːzne̞miːnæmɒːjɒːndiː
بازنمینمایاندیم	bɒːzne̞miːnæmɒːjɒːndiːm
بازنمینمایانم	bɒːzne̞miːnæmɒːjɒːnæm
بازنمینمایانند	bɒːzne̞miːnæmɒːjɒːnænd
بازنمینمایانید	bɒːzne̞miːnæmɒːjɒːniːd
بازنمینمایانیم	bɒːzne̞miːnæmɒːjɒːniːm
بازنمینهاد	bɒːzne̞miːnæhɒːd
بازنمینهادم	bɒːzne̞miːnæhɒːdæm
بازنمینهادند	bɒːzne̞miːnæhɒːdænd
بازنمینهادهاند	bɒːzne̞miːnæhɒːde̞ænd
بازنمینهادهاید	bɒːzne̞miːnæhɒːde̞iːd
بازنمینهادهایم	bɒːzne̞miːnæhɒːde̞iːm
بازنمینهادی	bɒːzne̞miːnæhɒːdiː
بازنمینهادید	bɒːzne̞miːnæhɒːdiːd
بازنمینهد	bɒːzne̞miːne̞hæd
بازنمینهم	bɒːzne̞miːne̞hæm
بازنمینهند	bɒːzne̞miːne̞hænd
بازنمینهی	bɒːzne̞miːne̞hiː
بازنمینهیم	bɒːzne̞miːne̞hiːm
بازنمینگرد	bɒːzne̞miːne̞gæɾæd
بازنمینگرم	bɒːzne̞miːne̞gæɾæm
بازنمینگرند	bɒːzne̞miːne̞gæɾænd
بازنمینگری	bɒːzne̞miːne̞gæɾiː
بازنمینگرید	bɒːzne̞miːne̞gæɾiːd
بازنمینگریست	bɒːzne̞miːne̞gæɾiːst
بازنمینگریستند	bɒːzne̞miːne̞gæɾiːstænd
بازنمینگریستهام	bɒːzne̞miːne̞gæɾiːste̞æm
بازنمینگریستهاند	bɒːzne̞miːne̞gæɾiːste̞ænd
بازنمینگریستهای	bɒːzne̞miːne̞gæɾiːste̞iː
بازنمینگریستهاید	bɒːzne̞miːne̞gæɾiːste̞iːd
بازنمینگریستهایم	bɒːzne̞miːne̞gæɾiːste̞iːm
بازنمینگریستی	bɒːzne̞miːne̞gæɾiːstiː
بازنمینگریستید	bɒːzne̞miːne̞gæɾiːstiːd
بازنمینگریستیم	bɒːzne̞miːne̞gæɾiːstiːm
بازنمینگریم	bɒːzne̞miːne̞gæɾiːm
بازنمیپرسد	bɒːzne̞miːpoɾsæd
بازنمیپرسم	bɒːzne̞miːpoɾsæm
بازنمیپرسند	bɒːzne̞miːpoɾsænd
بازنمیپرسی	bɒːzne̞miːpoɾsiː
بازنمیپرسید	bɒːzne̞miːpoɾsiːd
بازنمیپرسیدم	bɒːzne̞miːpoɾsiːdæm
بازنمیپرسیدهام	bɒːzne̞miːpoɾsiːde̞æm
بازنمیپرسیدهاند	bɒːzne̞miːpoɾsiːde̞ænd
بازنمیپرسیدهای	bɒːzne̞miːpoɾsiːde̞iː
بازنمیپرسیدهاید	bɒːzne̞miːpoɾsiːde̞iːd
بازنمیپرسیدهایم	bɒːzne̞miːpoɾsiːde̞iːm
بازنمیپرسیدی	bɒːzne̞miːpoɾsiːdiː
بازنمیپرسیدید	bɒːzne̞miːpoɾsiːdiːd
بازنمیپرسیدیم	bɒːzne̞miːpoɾsiːdiːm
بازنمیپرسیم	bɒːzne̞miːpoɾsiːm
بازنمیگذاردم	bɒːzne̞miːgozɒːɾdæm
بازنمیگذاردند	bɒːzne̞miːgozɒːɾdænd
بازنمیگذاردهام	bɒːzne̞miːgozɒːɾde̞æm
بازنمیگذاردهاند	bɒːzne̞miːgozɒːɾde̞ænd
بازنمیگذاردهای	bɒːzne̞miːgozɒːɾde̞iː
بازنمیگذاردهاید	bɒːzne̞miːgozɒːɾde̞iːd
بازنمیگذاردهایم	bɒːzne̞miːgozɒːɾde̞iːm
بازنمیگذاردی	bɒːzne̞miːgozɒːɾdiː
بازنمیگذاردید	bɒːzne̞miːgozɒːɾdiːd
بازنمیگذاردیم	bɒːzne̞miːgozɒːɾdiːm
بازنمیگذارند	bɒːzne̞miːgozɒːɾænd
بازنمیگذاری	bɒːzne̞miːgozɒːɾiː
بازنمیگذارید	bɒːzne̞miːgozɒːɾiːd
بازنمیگذاریم	bɒːzne̞miːgozɒːɾiːm
بازنمیگذاشت	bɒːzne̞miːgozɒːʃt
بازنمیگذاشتم	bɒːzne̞miːgozɒːʃtæm
بازنمیگذاشتند	bɒːzne̞miːgozɒːʃtænd
بازنمیگذاشتهام	bɒːzne̞miːgozɒːʃte̞æm
بازنمیگذاشتهاند	bɒːzne̞miːgozɒːʃte̞ænd
بازنمیگذاشتهای	bɒːzne̞miːgozɒːʃte̞iː
بازنمیگذاشتهاید	bɒːzne̞miːgozɒːʃte̞iːd
بازنمیگذاشتی	bɒːzne̞miːgozɒːʃtiː
بازنمیگذاشتید	bɒːzne̞miːgozɒːʃtiːd
بازنمیگذاشتیم	bɒːzne̞miːgozɒːʃtiːm
بازنمیگرداند	bɒːzne̞miːgæɾdɒːnæd
بازنمیگرداندم	bɒːzne̞miːgæɾdɒːnædæm
بازنمیگرداندند	bɒːzne̞miːgæɾdɒːnædænd
بازنمیگرداندهام	bɒːzne̞miːgæɾdɒːnæde̞æm
بازنمیگرداندهاند	bɒːzne̞miːgæɾdɒːnæde̞ænd
بازنمیگرداندهای	bɒːzne̞miːgæɾdɒːnæde̞iː
بازنمیگرداندهاید	bɒːzne̞miːgæɾdɒːnæde̞iːd
بازنمیگرداندهایم	bɒːzne̞miːgæɾdɒːnæde̞iːm
بازنمیگرداندی	bɒːzne̞miːgæɾdɒːnædiː
بازنمیگرداندیم	bɒːzne̞miːgæɾdɒːnædiːm
بازنمیگردانم	bɒːzne̞miːgæɾdɒːnæm
بازنمیگردانی	bɒːzne̞miːgæɾdɒːniː
بازنمیگردانید	bɒːzne̞miːgæɾdɒːniːd
بازنمیگردانیم	bɒːzne̞miːgæɾdɒːniːm
بازنمیگردد	bɒːzne̞miːgæɾdæd
بازنمیگردم	bɒːzne̞miːgæɾdæm
بازنمیگردند	bɒːzne̞miːgæɾdænd
بازنمیگردی	bɒːzne̞miːgæɾdiː
بازنمیگردید	bɒːzne̞miːgæɾdiːd
بازنمیگردیدم	bɒːzne̞miːgæɾdiːdæm
بازنمیگردیدند	bɒːzne̞miːgæɾdiːdænd
بازنمیگردیدهام	bɒːzne̞miːgæɾdiːde̞æm
بازنمیگردیدهاند	bɒːzne̞miːgæɾdiːde̞ænd
بازنمیگردیدهای	bɒːzne̞miːgæɾdiːde̞iː
بازنمیگردیدهاید	bɒːzne̞miːgæɾdiːde̞iːd
بازنمیگردیدهایم	bɒːzne̞miːgæɾdiːde̞iːm
بازنمیگردیدی	bɒːzne̞miːgæɾdiːdiː
بازنمیگردیدید	bɒːzne̞miːgæɾdiːdiːd
بازنمیگردیدیم	bɒːzne̞miːgæɾdiːdiːm
بازنمیگردیم	bɒːzne̞miːgæɾdiːm
بازنمیگرفتند	bɒːzne̞miːge̞ɾe̞ftænd
بازنمیگرفتهای	bɒːzne̞miːge̞ɾe̞fte̞iː
بازنمیگرفتهایم	bɒːzne̞miːge̞ɾe̞fte̞iːm
بازنمیگرفتیم	bɒːzne̞miːge̞ɾe̞ftiːm
بازنمیگشاید	bɒːzne̞miːgoʃɒːjæd
بازنمیگشایم	bɒːzne̞miːgoʃɒːjæm
بازنمیگشایند	bɒːzne̞miːgoʃɒːjænd
بازنمیگشایی	bɒːzne̞miːgoʃɒːjiː
بازنمیگشایید	bɒːzne̞miːgoʃɒːjiːd
بازنمیگشاییم	bɒːzne̞miːgoʃɒːjiːm
بازنمیگشت	bɒːzne̞miːgæʃt
بازنمیگشتم	bɒːzne̞miːgæʃtæm
بازنمیگشتند	bɒːzne̞miːgæʃtænd
بازنمیگشتهام	bɒːzne̞miːgæʃte̞æm
بازنمیگشتهاند	bɒːzne̞miːgæʃte̞ænd
بازنمیگشتهای	bɒːzne̞miːgæʃte̞iː
بازنمیگشتهاید	bɒːzne̞miːgæʃte̞iːd
بازنمیگشتهایم	bɒːzne̞miːgæʃte̞iːm
بازنمیگشتی	bɒːzne̞miːgæʃtiː
بازنمیگشتید	bɒːzne̞miːgæʃtiːd
بازنمیگشتیم	bɒːzne̞miːgæʃtiːm
بازنمیگشود	bɒːzne̞miːgoʃuːd
بازنمیگشودم	bɒːzne̞miːgoʃuːdæm
بازنمیگشودند	bɒːzne̞miːgoʃuːdænd
بازنمیگشودهام	bɒːzne̞miːgoʃuːde̞æm
بازنمیگشودهاند	bɒːzne̞miːgoʃuːde̞ænd
بازنمیگشودهای	bɒːzne̞miːgoʃuːde̞iː
بازنمیگشودهاید	bɒːzne̞miːgoʃuːde̞iːd
بازنمیگشودهایم	bɒːzne̞miːgoʃuːde̞iːm
بازنمیگشودی	bɒːzne̞miːgoʃuːdiː
بازنمیگشودید	bɒːzne̞miːgoʃuːdiːd
بازنمیگشودیم	bɒːzne̞miːgoʃuːdiːm
بازنمیگفت	bɒːzne̞miːgoft
بازنمیگفتم	bɒːzne̞miːgoftæm
بازنمیگفتند	bɒːzne̞miːgoftænd
بازنمیگفتهام	bɒːzne̞miːgofte̞æm
بازنمیگفتهاند	bɒːzne̞miːgofte̞ænd
بازنمیگفتهای	bɒːzne̞miːgofte̞iː
بازنمیگفتهاید	bɒːzne̞miːgofte̞iːd
بازنمیگفتهایم	bɒːzne̞miːgofte̞iːm
بازنمیگفتی	bɒːzne̞miːgoftiː
بازنمیگفتید	bɒːzne̞miːgoftiːd
بازنمیگفتیم	bɒːzne̞miːgoftiːm
بازنمیگوید	bɒːzne̞miːguːjæd
بازنمیگویم	bɒːzne̞miːguːjæm
بازنمیگویند	bɒːzne̞miːguːjænd
بازنمیگویی	bɒːzne̞miːguːjiː
بازنمیگویید	bɒːzne̞miːguːjiːd
بازنمیگوییم	bɒːzne̞miːguːjiːm
بازنمیگیرد	bɒːzne̞miːgiːɾæd
بازنمیگیرم	bɒːzne̞miːgiːɾæm
بازنمیگیرند	bɒːzne̞miːgiːɾænd
بازنمیگیری	bɒːzne̞miːgiːɾiː
بازنمیگیرید	bɒːzne̞miːgiːɾiːd
بازنمیگیریم	bɒːzne̞miːgiːɾiːm
بازنمییابد	bɒːzne̞miːjɒːbæd
بازنمییابم	bɒːzne̞miːjɒːbæm
بازنمییابند	bɒːzne̞miːjɒːbænd
بازنمییابی	bɒːzne̞miːjɒːbiː
بازنمییابید	bɒːzne̞miːjɒːbiːd
بازنمییابیم	bɒːzne̞miːjɒːbiːm
بازنمییافت	bɒːzne̞miːjɒːft
بازنمییافتم	bɒːzne̞miːjɒːftæm
بازنمییافتند	bɒːzne̞miːjɒːftænd
بازنمییافتهام	bɒːzne̞miːjɒːfte̞æm
بازنمییافتهاید	bɒːzne̞miːjɒːfte̞iːd
بازنمییافتهایم	bɒːzne̞miːjɒːfte̞iːm
بازنمییافتی	bɒːzne̞miːjɒːftiː
بازنمییافتید	bɒːzne̞miːjɒːftiːd
بازنمییافتیم	bɒːzne̞miːjɒːftiːm
بازننمایان	bɒːznænæmɒːjɒːn
بازننمایاند	bɒːznænæmɒːjɒːnæd
بازننمایاندم	bɒːznænæmɒːjɒːndæm
بازننمایاندند	bɒːznænæmɒːjɒːndænd
بازننمایاندهام	bɒːznænæmɒːjɒːnde̞æm
بازننمایاندهاند	bɒːznænæmɒːjɒːnde̞ænd
بازننمایاندهای	bɒːznænæmɒːjɒːnde̞iː
بازننمایاندهاید	bɒːznænæmɒːjɒːnde̞iːd
بازننمایاندهایم	bɒːznænæmɒːjɒːnde̞iːm
بازننمایاندی	bɒːznænæmɒːjɒːndiː
بازننمایاندید	bɒːznænæmɒːjɒːndiːd
بازننمایاندیم	bɒːznænæmɒːjɒːndiːm
بازننمایانم	bɒːznænæmɒːjɒːnæm
بازننمایانند	bɒːznænæmɒːjɒːnænd
بازننمایانی	bɒːznænæmɒːjɒːniː
بازننمایانید	bɒːznænæmɒːjɒːniːd
بازننمایانیم	bɒːznænæmɒːjɒːniːm
بازننه	bɒːznæne̞h
بازننهاد	bɒːznænæhɒːd
بازننهادند	bɒːznænæhɒːdænd
بازننهادید	bɒːznænæhɒːdiːd
بازننهادیم	bɒːznænæhɒːdiːm
بازننهد	bɒːznæne̞hæd
بازننهم	bɒːznæne̞hæm
بازننهند	bɒːznæne̞hænd
بازننهی	bɒːznæne̞hiː
بازننهیم	bɒːznæne̞hiːm
بازننگر	bɒːznæne̞gæɾ
بازننگرد	bɒːznæne̞gæɾæd
بازننگرم	bɒːznæne̞gæɾæm
بازننگرند	bɒːznæne̞gæɾænd
بازننگری	bɒːznæne̞gæɾiː
بازننگرید	bɒːznæne̞gæɾiːd
بازننگریست	bɒːznæne̞gæɾiːst
بازننگریستم	bɒːznæne̞gæɾiːstæm
بازننگریستند	bɒːznæne̞gæɾiːstænd
بازننگریستهام	bɒːznæne̞gæɾiːste̞æm
بازننگریستهاند	bɒːznæne̞gæɾiːste̞ænd
بازننگریستهای	bɒːznæne̞gæɾiːste̞iː
بازننگریستهاید	bɒːznæne̞gæɾiːste̞iːd
بازننگریستهایم	bɒːznæne̞gæɾiːste̞iːm
بازننگریستی	bɒːznæne̞gæɾiːstiː
بازننگریستید	bɒːznæne̞gæɾiːstiːd
بازننگریستیم	bɒːznæne̞gæɾiːstiːm
بازننگریم	bɒːznæne̞gæɾiːm
بازنهاد	bɒːznæhɒːd
بازنهادم	bɒːznæhɒːdæm
بازنهادند	bɒːznæhɒːdænd
بازنهادهاند	bɒːznæhɒːde̞ænd
بازنهادهای	bɒːznæhɒːde̞iː
بازنهادی	bɒːznæhɒːdiː
بازنهادید	bɒːznæhɒːdiːd
بازنهادیم	bɒːznæhɒːdiːm
بازنهد	bɒːzne̞hæd
بازنهم	bɒːzne̞hæm
بازنهند	bɒːzne̞hænd
بازنهی	bɒːzne̞hiː
بازنهید	bɒːzne̞hiːd
بازنهیم	bɒːzne̞hiːm
بازنپرس	bɒːznæpoɾs
بازنپرسد	bɒːznæpoɾsæd
بازنپرسم	bɒːznæpoɾsæm
بازنپرسی	bɒːznæpoɾsiː
بازنپرسید	bɒːznæpoɾsiːd
بازنپرسیدم	bɒːznæpoɾsiːdæm
بازنپرسیدند	bɒːznæpoɾsiːdænd
بازنپرسیدهام	bɒːznæpoɾsiːde̞æm
بازنپرسیدهای	bɒːznæpoɾsiːde̞iː
بازنپرسیدهاید	bɒːznæpoɾsiːde̞iːd
بازنپرسیدهایم	bɒːznæpoɾsiːde̞iːm
بازنپرسیدی	bɒːznæpoɾsiːdiː
بازنپرسیدید	bɒːznæpoɾsiːdiːd
بازنپرسیم	bɒːznæpoɾsiːm
بازنگذار	bɒːznægozɒːɾ
بازنگذارد	bɒːznægozɒːɾæd
بازنگذاردم	bɒːznægozɒːɾdæm
بازنگذاردند	bɒːznægozɒːɾdænd
بازنگذاردهام	bɒːznægozɒːɾde̞æm
بازنگذاردهاند	bɒːznægozɒːɾde̞ænd
بازنگذاردهای	bɒːznægozɒːɾde̞iː
بازنگذاردهاید	bɒːznægozɒːɾde̞iːd
بازنگذاردهایم	bɒːznægozɒːɾde̞iːm
بازنگذاردی	bɒːznægozɒːɾdiː
بازنگذاردید	bɒːznægozɒːɾdiːd
بازنگذاردیم	bɒːznægozɒːɾdiːm
بازنگذارم	bɒːznægozɒːɾæm
بازنگذارند	bɒːznægozɒːɾænd
بازنگذاری	bɒːznægozɒːɾiː
بازنگذارید	bɒːznægozɒːɾiːd
بازنگذاریم	bɒːznægozɒːɾiːm
بازنگذاشت	bɒːznægozɒːʃt
بازنگذاشتم	bɒːznægozɒːʃtæm
بازنگذاشتند	bɒːznægozɒːʃtænd
بازنگذاشتهای	bɒːznægozɒːʃte̞iː
بازنگذاشتهاید	bɒːznægozɒːʃte̞iːd
بازنگذاشتی	bɒːznægozɒːʃtiː
بازنگذاشتید	bɒːznægozɒːʃtiːd
بازنگذاشتیم	bɒːznægozɒːʃtiːm
بازنگرد	bɒːznægæɾd
بازنگردان	bɒːznægæɾdɒːn
بازنگرداندند	bɒːznægæɾdɒːnædænd
بازنگرداندهاند	bɒːznægæɾdɒːnæde̞ænd
بازنگرداندهای	bɒːznægæɾdɒːnæde̞iː
بازنگرداندی	bɒːznægæɾdɒːnædiː
بازنگرداندید	bɒːznægæɾdɒːnædiːd
بازنگردانند	bɒːznægæɾdɒːnænd
بازنگردانی	bɒːznægæɾdɒːniː
بازنگردم	bɒːznægæɾdæm
بازنگردند	bɒːznægæɾdænd
بازنگردی	bɒːznægæɾdiː
بازنگردید	bɒːznægæɾdiːd
بازنگردیدم	bɒːznægæɾdiːdæm
بازنگردیدند	bɒːznægæɾdiːdænd
بازنگردیدهام	bɒːznægæɾdiːde̞æm
بازنگردیدهاند	bɒːznægæɾdiːde̞ænd
بازنگردیدهای	bɒːznægæɾdiːde̞iː
بازنگردیدهاید	bɒːznægæɾdiːde̞iːd
بازنگردیدهایم	bɒːznægæɾdiːde̞iːm
بازنگردیدی	bɒːznægæɾdiːdiː
بازنگردیدید	bɒːznægæɾdiːdiːd
بازنگردیدیم	bɒːznægæɾdiːdiːm
بازنگردیم	bɒːznægæɾdiːm
بازنگرفت	bɒːznæge̞ɾe̞ft
بازنگرفتند	bɒːznæge̞ɾe̞ftænd
بازنگرفتهای	bɒːznæge̞ɾe̞fte̞iː
بازنگرفتهایم	bɒːznæge̞ɾe̞fte̞iːm
بازنگرفتید	bɒːznæge̞ɾe̞ftiːd
بازنگرفتیم	bɒːznæge̞ɾe̞ftiːm
بازنگرم	bɒːzne̞gæɾæm
بازنگرند	bɒːzne̞gæɾænd
بازنگري	bɑːzæŋgeːri
بازنگری	bɑːzne̞gæɾiːt
بازنگری	bɒːzne̞gæɾiː
بازنگریست	bɒːzne̞gæɾiːst
بازنگریستم	bɒːzne̞gæɾiːstæm
بازنگریستن	bɑːzneɣriːstæn
بازنگریستند	bɒːzne̞gæɾiːstænd
بازنگریستهام	bɒːzne̞gæɾiːste̞æm
بازنگریستهاند	bɒːzne̞gæɾiːste̞ænd
بازنگریستهای	bɒːzne̞gæɾiːste̞iː
بازنگریستهاید	bɒːzne̞gæɾiːste̞iːd
بازنگریستهایم	bɒːzne̞gæɾiːste̞iːm
بازنگریستی	bɒːzne̞gæɾiːstiː
بازنگریستید	bɒːzne̞gæɾiːstiːd
بازنگریستیم	bɒːzne̞gæɾiːstiːm
بازنگریم	bɒːzne̞gæɾiːm
بازنگشا	bɒːznægoʃɒː
بازنگشاید	bɒːznægoʃɒːjæd
بازنگشایم	bɒːznægoʃɒːjæm
بازنگشایید	bɒːznægoʃɒːjiːd
بازنگشت	bɒːznægæʃt
بازنگشتهام	bɒːznægæʃte̞æm
بازنگشتهای	bɒːznægæʃte̞iː
بازنگشتی	bɒːznægæʃtiː
بازنگشتید	bɒːznægæʃtiːd
بازنگشتیم	bɒːznægæʃtiːm
بازنگشودم	bɒːznægoʃuːdæm
بازنگشودند	bɒːznægoʃuːdænd
