0χι	oxi
αρχίσω	arˈçiso
αρχισω	arçisɔ
αρχιτέκτονα	arçiteˈktona
αρχιτέκτονας	arçiteˈktonas
αρχιτέκτονες	arçiteˈktones
αρχιτεκτονική	arçitektɔnikí
αρχιτεκτονική	a̞rxite̞kto̞niˈki̞
αρχιτεκτονικής	arçitektɔnikis
αρχιφύλακα	arçifilaɣa
αρχιφύλακας	arçifilakas
αρχοντα	arxonda
αρχοντά	arxonda
άρχοντα	arˈxonta
άρχοντά	ˈaɾχonda
αρχοντας	arxɔntas
άρχοντας	ˈaɾxondas
άρχοντες	ˈaɾçondes
αρχοντιά	arxondia
αρχοντικό	arxontiˈko
αρχόντισσά	arˈxondisa
αρχόντισσα	arˈxondissa
αρχών	arˈxon
άρωμα	ˈaroma
άρωμά	ˈaroma
αρώματα	aroːmata
αρωματικά	aro̞ma'tika
αρωματικό	aroˈmatiko
αρων	arɔn
ας	as
ασ	as
άσ	as
άς	as
ασανσερ	asanser
ασανσέρ	asansɛr
ασάντ	asɑ̃ːt
ασαφείς	asafiˈis
ασαφές	asafes
ασαφή	asafɪ
ασαφής	asafis
ασβέστη	asveˈsti
ασβέστιο	asˈvestio
ασβεστίου	asvestiʊ
ασβός	asˈvos
άσγκαρντ	ˈasgaɾð
ασε	ase
άσε	ˈase
ασέβεια	aseˈvija
ασεβέντα	aseve̞n̪da
ασεβής	aseˈvis
άσεμνη	ˈasɛmni
άσεμνο	ˈasemo
άσερ	ˈasɛr
ασήμαντα	asimaːnda
ασήμαντες	asimiˈandes
ασήμαντη	asimiˈnti
ασήμαντο	asimi̯anto
ασήμαντοι	asimiːntoi
ασήμαντος	asiminɛtos
ασημένια	asimiˈnia
ασημένιες	asiˈmenjes
ασημένιο	asimiˈnio
ασήμι	asiːmi
ασημί	asiˈmi
ασημικά	asimaˈka
ασθένειά	asθéneia
ασθένεια	asθeˈnia
ασθένεια	asθɛnia
ασθένειας	asθéneias
ασθένειες	asθénies
ασθενείς	asθeˈnis
ασθενειών	asθenɛˈon
ασθενή	asθeni
ασθενής	asθenis
ασθενούς	asθenus
ασθενοφόρα	asθenoˈfora
ασθενοφόρο	asθenoˈforo
ασθενοφόρου	asθenoˈforu
ασθενών	asθeno̞n
άσθμα	ˈaθma
άσθματος	asθmatos
ασία	asiˈa
ασίας	asɪas
ασιάτες	asiˈates
ασιάτη	asiˈati
ασιάτης	asiˈtis
ασιατική	asi̯atikí
ασιατικό	asi̯aˈtiko
ασιάτισσα	asiˈatisɑ
ασκεί	asˈcei
ασκείς	asciˈs
ασκείται	asciˈti
ασκηθεί	asciˈθi
άσκημα	ˈasçima
άσκησε	ˈascisɛ
ασκήσει	asci
ασκήσεις	asˈkisiʃes
ασκήσεων	asˈciseon
άσκηση	ˈasciɪsi
άσκησης	ˈascisis
ασκήσουμε	asˈkisiːme
ασκήσουν	asˈcinu
ασκήσω	asˈciso
άσκοπα	ˈaskopa
άσκοπη	ˈaskopi
άσκοπο	ˈaskopo
ασκούν	asˈkun
ασκώ	askoː
άσλεϊ	ˈasle
άσλι	asli
άσμα	ˈasma
άσο	ˈaso
ασόκα	asoka
ασορτί	asɔrˈti
άσος	asos
άσους	asus
ασπιδα	aspiða
ασπίδα	aspiða
ασπίδας	aspiðas
ασπίδες	asˈpides
ασπίδων	aspiðon
ασπιρίνες	aspiˈrines
ασπιρίνη	aspiˈɾini
άσπρα	ˈaspra
ασπραγκαθιά	aspɾaŋgaθça
άσπρες	ˈaspres
άσπρη	ˈaspri
ασπρο	aspro
άσπρο	ˈaspro
άσπροι	ˈasproi
ασπρόμαυρη	aspromavri
ασπρόμαυρο	aspromavro
άσπρος	ˈaspros
ασπρουλιάρη	asproliˈari
άσσο	asɔ
άσσος	as̪o̞s̪
άσσους	asus
αστ	ast
αστα	asta
άστα	ˈasta
αστάθεια	ˈastaθia
ασταθείς	astatiis
ασταθές	asθatʰes
ασταθή	asθiˈθi
ασταθής	asθatis
αστακό	astako
αστακοί	astakoi
αστακός	astako̞s
αστακού	astako̞ˈku
αστακούς	astako̞s
ασταμάτητα	astaˈmativa
ασταμάτητη	astamatiti
ασταμάτητος	asta'matis
άστατη	ˈastati
άστε	ˈaste
άστεγη	ˈasteʝi
άστεγο	ˈasteɣo
άστεγοι	ˈasteɣi
άστεγος	ˈastɛɣos
άστεγους	ˈasteɣus
αστέγων	astɛɣɔn
αστείo	ˈasteo
αστεια	asˈtia
αστεία	asˈtia
αστειάκι	asti̯a̯ki
αστειάκια	astiaˈka
αστείες	aste̞is
αστειεύεσαι	asteˈjevesi
αστειεύεστε	astieˈveste
αστειεύεται	asteˈfjeveti
αστειεύομαι	astɛˈɛvo̞me̞
αστειευόμαστε	astjɛvɔˈmastɛ
αστειευόμουν	astifɛuˈomu
αστειεύονται	asteˈjevontami
αστειευόσουν	astefjuˈson
αστειευόταν	astefˈjot̪an
αστείο	astɛo
αστειο	astieo
αστείο	astiɔ
αστείοι	astɛi
αστείος	asteːos
αστείου	astíjo
αστέρα	astera
αστεράκι	asteraˈki
αστεράκια	asteraˈkia
αστέρας	asˈteraz
αστέρες	asteɾeses
αστέρι	aste̞ri
αστέρι	aˈsteɾi
αστερι	astɛri
αστέρια	asteˈria
αστεριού	astɛriˈu
αστερισμό	astɛriˈzomo
αστεριών	astɛriˈon
αστεροειδείς	asteɾoiˈðis
αστεροειδή	asteɾoiði
αστεροειδής	asteroiðis
αστεροειδών	asteroˈidon
αστέρων	asteˈron
άστη	ˈasti
αστην	astin
άστην	ˈastin
αστικές	astisɛs
αστική	astiˈci
αστικής	astiˈcis
αστικό	astiko
αστικός	astikɔs
αστο	asto
άστο	ˈasto
αστον	aston
άστον	ˈaston
άστους	ˈastus
αστοχεί	astokʰi
αστόχησα	asˈtoxisa
αστόχησε	asˈtoxise
αστοχήσει	astokʰiˈsi
αστοχήσεις	astoˈçises
αστόχησες	asˈtoçisɛs
αστοχήσω	astoˈçiso
αστοχία	astokʰi̯a
άστρα	ˈastra
αστράγαλο	astraɣalo
αστράγαλό	astralo
αστράγαλος	astɾaɣaˈlos
αστράγαλός	astɾaɣaˈlos
αστραγάλους	astɾaˈɣalos
αστραπές	astrapes
αστραπή	astraˈpi
αστραπιαία	astrapiˈja
αστραφτερά	astraftera
αστραφτερή	astrafteˈri
αστραφτερό	astrafteˈro
αστρική	astriˈki
αστρικό	astɾiˈko
άστριντ	ˈastɾint
άστρο	ˈastɾo
αστρολογία	astroloʝia
αστρολογία	astɾɔlɔʝia
αστροναύτες	astroˈnavtes
αστροναύτη	astronafti
αστροναύτης	astroˈnavtis
αστρονομία	astronoˈmia
αστρονόμοι	astroˈnomi
αστρονόμος	astronoːmos
αστρόπλοιο	asˈtroploio
αστροπύλη	astro'pili
αστροστόλο	astro'stolo
αστροστόλος	astɾoˈstolos
αστροστόλου	astɾoˈstolu
αστροταχύτητα	astrotaçiˈiða
άστρου	ˈastru
άστρων	ˈastron
αστυ	asti
αστυvομία	astivomia
αστυνoμία	astinoˈmia
αστυνόμε	astinoˈme
αστυνομια	astinomia
αστυνομία	astinomia
αστυνομία	a̞sti̞no̞ˈmi̞a̞
αστυνομίας	astinomías
αστυνομικά	astinomika
αστυνομικέ	astinomíke
αστυνομικές	astinomikɛs
αστυνομική	astinomíki
αστυνομικής	astinomikis
αστυνομικίνα	astinomikiˈna
αστυνομικο	astinomiko
αστυνομικό	astinomiko
αστυνομικοί	astinomíki
αστυνομικος	astinomikos
αστυνομικός	astinomikos
αστυνομικού	astinomikʊ
αστυνομικούς	astinomikɔs
αστυνομικών	astinomikón
αστυνόμο	astinoˈmo
αστυνόμοι	astiˈnomi
αστυνόμος	astinoˈmos
αστυνόμου	astinoˈmu
αστυνόμους	astinoˈmos
αστυφύλακα	astifilaɣa
αστυφύλακας	astifilaˈkas
αστυφύλακες	astifilaɣes
ασυγχώρητο	asɪçˈoɾito
ασυλία	asilia
ασυλίας	asilias
άσυλο	asilo
ασύλου	asili
ασυναρτησίες	asinisarˈtisias
ασυνήθιστα	asineˈθista
ασυνήθιστες	asineˈθistes
ασυνήθιστη	asiniˈθiʃtɛ
ασυνήθιστο	asineˈθisto
ασυνήθιστος	asineˈθistos
ασύρματα	asɪrˈmata
ασύρματη	asirˈmati
ασύρματο	asirˈmato
ασύρματό	asirˈmatɔ
ασύρματος	asɪrˈmatos
ασυρμάτου	asirˈmatu
άσφαιρα	ˈafsiːra
ασφαλεια	asfaleja
ασφάλεια	asfaˈlia
ασφάλειά	asfaˈlia
ασφαλειασ	asfalea
ασφαλειας	asfaleas
ασφαλείας	asfaleˈas
ασφάλειας	asfaˈlias
ασφάλειάς	asfaˈlias
ασφάλειες	asfaˈlies
ασφαλείς	asfaˈlis
ασφαλες	asfaˈles
ασφαλές	asfaˈles
ασφαλέστερα	asfaleˈstera
ασφαλέστερη	asfaˈlesteri
ασφαλέστερο	asfaˈlestero
ασφαλή	asfaˈli
ασφαλης	asfalɛs
ασφαλής	asfaˈlis
ασφάλισε	asfaˈlise
ασφαλίσει	asfaˈlisi
ασφάλιση	asfaˈlisi
ασφάλισης	asfaˈlisis
ασφαλισμένα	asfalis'mena
ασφαλισμένη	asfalis'menɪ
ασφαλισμένο	asfaˈlismeno
ασφαλισμένος	asfaˈlismenos
ασφαλίσουμε	asfaˈlisume
ασφαλίστε	asfaliˈste
ασφαλιστήριο	asfaliˈstiro
ασφαλιστής	asfaˈlistis
ασφαλιστικά	asfaliˈstika
ασφαλιστικές	asfaliˈstikes
ασφαλιστική	asfaliˈstiki
ασφαλιστικής	asfaliˈstikis
ασφαλιστικό	asfaliˈstiko
ασφαλίσω	asfaˈliso
ασφαλούς	asfaˈlus
άσφαλτο	ˈasfalto
άσφαλτος	asfaltos
ασφάλτου	asˈfaltu
ασφαλως	asfaˈlos
ασφαλώς	asfaˈlos
ασφυξία	asfiˈksia
άσχετα	asçeta
άσχετες	ˈaʃcetes
άσχετη	asçeti
άσχετο	asçeto
άσχετοι	asçe̞ti
άσχετος	asçɛtos
άσχετους	ˈaʃketus
ασχέτως	asçɛˈtos
ασχημα	asçima
άσχημα	ˈaʃima
άσχημες	ˈaʃcimɛs
ασχημη	asçimi
άσχημη	ˈaʃimi
ασχήμια	asçiˈmia
ασχημο	asçimɔ
άσχημο	ˈaʃimo
άσχημοι	ˈaʃʝimoɪ
άσχημος	ˈaʃcimos
άσχημους	ˈaʃçimus
ασχολείσαι	asxoleˈsi
ασχολείστε	asxoleˈiste
ασχολείται	asxoleiˈtis
ασχοληθεί	asxoliˈθi
ασχοληθείς	asxoliˈθis
ασχοληθείτε	asxoliˈθite
ασχολήθηκα	asxoliθika
ασχολήθηκε	asxoliˈʝiθe
ασχολήθηκες	asxoliθikɛs
ασχοληθούμε	asxoliθuːme
ασχοληθούν	asxoliˈθun
ασχοληθώ	asxoliθo
ασχολήσου	asxoliˈsou
ασχολία	asxɔliˈa
ασχολίες	asxoliˈes
ασχολιόμουν	asxoliˈum
ασχολιόταν	asxoliˈotan
ασχολούμαι	asxoloˈmi
ασχολούμαστε	asxoloˈumaste
ασχολούνται	asxolevden
ασχολούνταν	asxolo̞ˈndan
άσωτος	ˈasotos
ατ	at
άτoμα	ˈatoma
ατάκα	ataka
ατάκες	atakes
άτακτα	ˈataktɑ
άτακτη	ˈatati
άτακτο	ˈataktɔ
άτακτος	ˈataktos
αταξία	ataksi̯a
αταξίες	ataksi̯es
άτγουντ	ˈatɣunt
ατέλεια	atelia
ατέλειες	ateˈlies
ατελείωτα	ateˈliot̪a
ατέλειωτα	ateˈliɔta
ατελείωτες	ateˈliotis
ατέλειωτες	ateˈliotis
ατελείωτη	ateˈliotʰi
ατέλειωτη	ateˈliɔti
ατελείωτο	ateˈliotɔ
ατέλειωτο	ateˈliɔto
ατελής	ateliːs
ατελιέ	ateˈliɛ
ατζέντα	atˈʣenda
ατζέντη	atˈʝenti
ατζέντηδες	atzˈdenðes
ατζέντης	atˈʣentis
ατζουμά	atzuma
ατζουσί	atzuˈsi
ατζουσσί	atzusi
άτι	ati
ατια	ati̯a
ατίθαση	atiθasi
άτιμη	ˈatimi
ατιμία	atiˈmia
άτιμο	ˈatimo
άτιμος	ˈatimos
ατιμώρητος	atimoˈritos
ατίμωση	atiˈmosɪ
ατλα	atla
ατλάντα	atlˈanda
ατλαντίδα	atlanˈdisɑ
ατλάντικ	atlándik
ατλαντικό	atlantiˈko
ατλαντικού	atlantiˈku
ατμ	atm
ατμό	atmo
ατμομηχανή	atmomixani
ατμόπλοιο	atmoˈploio
ατμός	atmos
ατμόσφαιρα	atmoˈsfirə
ατμόσφαιρας	atmoˈsfirɛs
ατμοσφαιρική	atmosfɛrikí
ατμού	atˈmu
ατνυ	atni
ατομα	atoma
άτομα	ˈatomɑ
ατομικά	atomika
ατομικές	atomikɛs
ατομική	atomíki
ατομικής	atomikɪs
ατομικό	atomiko
ατομο	ato̞mo̞
άτομο	ˈatomɔ
ατόμου	atɔmu
ατόμων	atɔˈmon
ατού	atoː
ατόφιο	atofiɔ
ατραξιόν	atɾaksiˈon
ατρόμητη	atromiti
ατρόμητο	atromito
ατρόμητος	atromitos
ατροπίνη	atropiˈni
άτρωτος	ˈatros
ατσάλι	atsaˈli
ατσάλινα	atsaliˈna
ατσάλινη	atsaliˈni
ατσάλινο	atsaˈlino
αττίλα	atila
ατυχές	atixɛs
άτυχη	ˈatiçi
ατυχή	atixi
ατυχημα	atiˈçima
ατύχημα	atiçima
ατύχημά	atiçima
ατυχήματα	atixima
ατυχήματος	atiximatos
ατυχημάτων	atiximɔn
ατυχής	atixis
ατύχησες	atiçisɛs
ατυχία	atixia
ατυχίες	atixiˈes
άτυχο	ˈatixo
άτυχοι	ˈatixi
άτυχος	ˈatixos
αυ	af
αυγα	avɣa
αυγά	avˈɣa
αυγή	avˈʝi
αυγής	avˈʝis
αυγό	avɣo
αυγού	avˈɣo
αύγουστο	au̯ˈɣusto
αύγουστος	au̯ˈɣustos
αυγούστου	au̯ˈɣostu
αυγουστου	avɣusˈtus
αυγών	avɣon
αυθάδεια	afˈθadea
αυθάδης	afˈθaðis
αυθεντία	afθenˈdia
αυθεντικά	avθendiˈka
αυθεντικές	afθendikɛs
αυθεντική	afθendikí
αυθεντικό	avθendiko
αυθεντικός	afθendikos
αυθεντικότητα	avθendiˈkotiða
αυθόρμητα	avˈθormita
αυθόρμητη	afˈθormiti
αυθόρμητο	avˈθormito
αυθόρμητος	afˈθormitos
αυλαία	avlɛa
αυλάκι	avlaki
αυλές	avlɛs
αυλη	avli
αυλή	avlɪ
αυλής	avlis
αυνανίζεσαι	avaniˈzese
αυνανισμό	avaniˈzmo
αυξάνει	afkseˈni
αυξάνεται	afksaneti
αυξανόμενη	avksonoˈmeni
αυξάνονται	afksanˈdosi
αυξάνουν	afksanˈʝin
αυξάνω	afksɔ́
αυξηθεί	afksiˈθi
αυξήθηκαν	afˈksiθan
αυξήθηκε	afkˈsilde
αυξηθούν	afksin
αυξημένα	avksima
αυξημένη	afksimeni
αύξησε	afksese
αυξήσει	afkˈsi
αυξήσεις	afˈksis
αύξηση	afksis
αύξησης	afksis
αυξήσουμε	afkˈsimo
αυξήσουν	afˈksin
αυξήστε	afˈksiste
αυξήσω	afˈksiso
αϋπνία	afnia
αϋπνίες	afnis
αύρα	ˈavra
αύριo	avɾiɔ
αυριανή	aviɾiˈani
αυριανό	avɾiˈano
άυριο	ˈaviɾo
αύριο	avrio
αυριο	avriɔ
αυστηρά	afstiˈra
αυστηρές	avstiˈres
αυστηρή	afstiˈri
αυστηρό	afstiˈro
αυστηροί	afstiˈri
αυστηρός	afstiˈros
αυστηρούς	afstiˈrus
αυστηρώς	afstiˈros
αυστραλία	ɑvstraˈlia
αυστραλίας	afstraˈlias
αυστραλοί	avstɾaˈli
αυστραλός	afstraˈlos
αυστρία	avstriˈa
αυστρίας	avstriˈas
αυτ	af
αυτo	afto
αυτoί	afˈtɔi
αυτoύ	au̯ˈtu
αυτoύς	afˈtus
αύτά	afˈta
αυτα	aftɑ
αυτά	avˈta
αυταπάτες	aftapates
αυταπάτη	avtaˈpati
αυτάρεσκο	avˈtaresko
αυτάρεσκος	avˈtareskos
αυταρχική	avtaɾçiˈci
αυταρχικός	avtaɾxikos
αυτες	aftes
αυτές	afˈtes
αυτη	afti
αυτή	afti
αύτη	afti
αύτή	afˈti
αυτήv	afti
αυτην	afˈtin
αυτήν	afˈtin
αυτης	aftis
αυτής	aftis
αυτί	afˈti
αυτί	afti
αυτια	afˈtia
αυτιά	avtiˈa
αυτιού	avtiˈu
αυτιών	avtiˈon
αυτό-	ˈafo
άυτό	ˈafoto
αυτο	afto
αύτο	afto
αύτό	afˈto
αυτό	ˈatu
αυτόs	ˈatos
αυτόv	ˈatutɔ
αυτοάμυνα	aftoˈamina
αυτοάμυνας	aftoˈamina
αυτοαποκαλείται	aftoapokaˈliti
αυτοαποκαλούνται	aftoapokaˈluːndai̯
αυτοβιογραφία	aftovioɣraˈfia
αυτογνωσία	aftoɣnoˈsia
αυτόγραφα	ˈatuɣrafa
αυτόγραφο	aftɔɣɾafɔ
αυτόγραφό	ˈatuɣrafo
αυτόγραφο	ˈatuoɣrafo
αυτοεκτίμηση	aftoektiˈmisi
αυτοέλεγχο	aftoˈɛleɲço
αυτοι	afoti
αυτοί	af'ti
αυτοκαταστραφεί	aftokatastraˈfi
αυτοκαταστροφή	aftokatastrofi
αυτοκαταστροφής	aftokatatrofis
αυτοκίvητο	avtoˈcitos
αυτοκίνητα	aftokiniˈta
αυτοκίνητά	avtokinˈita
αυτοκινητάκι	avtokinitaki
αυτοκινητικό	avtokinitiˈko
αυτοκινητιστικό	aftokocinistiˈko
αυτοκίνητο	a̞fto̞ˈci̞ni̞to̞
αυτοκίνητό	aftokineˈto
αυτοκίνητο	aftokiniˈto
αυτοκίνητο	aftokinito
αυτοκινητο	aftokiniθo
αυτοκινητόδρομο	avtokiniˈtodromo
αυτοκινητόδρομος	avtokocinitoðromos
αυτοκινητόδρομου	aftokiniˈðromu
αυτοκινητοπομπή	aftokiniːtopoˈmpi
αυτοκινήτου	avtokinˈetu
αυτοκινήτων	avtokineˈton
αυτοκόλλητα	aftoˈkolete
αυτοκόλλητο	aftoˈkoliθo
αυτοκράτειρα	aftokˈrateira
αυτοκράτορα	aftokˈratora
αυτοκράτορας	avtokˈratoras
αυτοκρατορία	avtokɾaˈtɔria
αυτοκρατορίας	avtokraˈtɔrjas
αυτοκρατορίες	avtokraˈtɔrʝes
αυτοκρατορική	aftokraˈtorikɪ
αυτοκρατορικής	avtokraˈtorikis
αυτοκρατορικό	avtokraˈtɔrikɔ
αυτοκράτωρ	aftokˈratɔr
αυτοκτονεί	aftokotoni
αυτοκτόνησαν	aftoktoˈnisan
αυτοκτόνησε	aftoktoˈnise
αυτοκτονήσει	aftokotoniˈsi
αυτοκτονήσεις	aftokotoniˈsi
αυτοκτονήσουν	aftokotonisun
αυτοκτονήσω	aftokotonisɔ
αυτοκτονία	aftokotonia
αυτοκτονίας	aftokotoni̯a
αυτοκτονίες	aftokotoníʔes
αυτοκτονιών	aftokotonˈon
αυτοκτονούν	aftokotonun
αυτοκτονούσα	aftokotonuːsa
αυτοκτονούσε	aftokotonuːse
αυτολύπηση	avtolyˈpisi
αυτόματα	ˈatumata
αυτόματη	ˈatumati
αυτόματης	ˈatosmatis
αυτόματο	aftoˈmato
αυτόματος	afˈtomatos
αυτομάτως	aftomaˈtos
αυτον	afton
αυτόν	afˈton
αυτονόητο	avtonoˈito
αυτονομία	aftoˈnomia
αυτοπεποίθηση	aftopeˈpiθisi
αυτοπεποίθηση	a̞fto̞pe̞ˈpiθisi
αυτοπεποίθησή	aftopeˈpiθisi
αυτοπεποίθησης	aftopeˈpitisis
αυτοπροσώπως	aftoprosɔˈpis
αυτόπτες	ˈaftes
αυτόπτη	ˈatospiti
αυτόπτης	ˈatospitis
αυτοπυροβολήθηκε	aftopirovoliˈlete
αυτος	aftos
αυτός	afˈtos
αύτός	afˈtos
αυτοσεβασμό	afto̞sevasmo̞
αυτοσυγκέντρωση	aftosiŋˈgendrosi
αυτοσυγκράτηση	aftosiŋˈgratisi
αυτοσχέδια	aftoˈskʰeðia
αυτοσχεδιασμός	aftoʃðiasɪzˈmos
αυτοσχεδιάσουμε	aftoʃçiˈðʝazume
αυτοσχεδιάσω	aftoʃçiˈðiaso
αυτοσχέδιο	aftoˈskʰeðjo
αυτου	af'tu
αυτού	af'tu
αυτουνού	aftuˈnu
αυτους	af'tus
αυτούς	af'tus
αυτοφώρω	aftoˈfoɾo
αυτοψία	aftopsia
αυτοψίας	aftopsias
αυτων	afˈton
αυτών	aftɔn
αυχένα	afˈxena
αφ	af
αφoύ	afu
αφαίμαξη	afai̯maxi
αφαιρεθεί	afariˈθi
αφαιρέθηκα	afai̯ˈriθika
αφαιρέθηκαν	afaiˈriθikan
αφαιρέθηκε	afaiˈretʃi
αφαιρεθούν	afariɾo̞ˈθun
αφαιρεί	afɛˈri
αφαιρείς	afɛˈris
αφαιρείται	afɛˈriːte
αφαίρεσα	afai̯ˈresa
αφαιρέσαμε	afaiˈresame
αφαίρεσαν	afai̯ˈresan
αφαίρεσε	afai̯ˈrese
αφαιρέσει	afariˈresi
αφαιρέσεις	afaiˈrises
αφαίρεσες	afai̯ˈreses
αφαιρέσετε	afariˈresete
αφαίρεση	afai̯ˈrisɛ
