00h	ɔh
волонтерски	vɔɫɔntɛrski
волонтира	vɔɫɔntiɾa
волонтирав	volɔnˈtiɾav
волонтирам	volɔntiɾam
волос	vɔɫɔs
волстедовиот	volstɛdɔviɔt
волстрит	volstrɪt
волт	volt
волт	vɔɫt
волтажа	vɔɫtaʒa
волтажен	vɔɫtaʒɛn
волтер	voltɛr
волтерс	voltɛrs
волти	volti
волти	vɔɫti
волтметар	vɔɫtmɛtar
волтурите	voltuˈritɛ
волу	vɔɫu
волумен	volumen
волумен	vɔɫumɛn
волуменски	vɔɫumɛnski
волф	volf
волфганг	volfgang
волфрам	vɔɫfram
волфхаусен	volfˈxausen
волци	voltsi
волци	vɔɫtsi
волците	volˈtsite
волче	vɔɫtʃɛ
волчи	vɔɫtʃi
волчица	voltʃitsa
волчица	vɔɫtʃitsa
волчиште	vɔɫtʃiʃtɛ
волчја	voltʃja
волчјак	vɔɫtʃjak
волчји	voltʃi
волчко	voltʃkɔ
волчко	vɔɫtʃkɔ
волчо	vɔɫtʃɔ
волш	volʃ
волшебен	volʃɛbɛn
волшебен	vɔɫʃɛbɛn
волшебна	volʃɛbna
волшебната	volʃɛbnaːta
волшебни	volʃɛbni
волшебник	volʃɛbn̩k
волшебник	vɔɫʃɛbnik
волшебникот	volʃɛbnikɔt
волшебнику	volʃɛbnikʊ
волшебниот	volʃɛbniɔt
волшебните	volʃɛbnitɛ
волшебници	volʃɛbnitsi
волшебниците	volʃɛbnikɛtɛ
волшебничка	volʃɛbnitʃka
волшебничка	vɔɫʃɛbnitʃka
волшебничката	volʃɛbnitʃka
волшебнички	vɔɫʃɛbnitʃki
волшебно	volʃɛbno
волшебно	vɔɫʃɛbnɔ
волшебност	vɔɫʃɛbnɔst
волшебното	volʃɛbno
волшебство	vɔɫʃɛpstvɔ
волшепство	vɔɫʃɛpstvɔ
волшки	vɔɫʃki
воља	voʎa
воља	vɔʎa
вољата	voʎaˈta
вомјазен	vɔmjazɛn
вомјази	vɔmjazi
вон	voːn
вон	vɔn
вонбрачен	vɔmbratʃɛn
вонбрачно	vɔmbratʃnɔ
вонвременски	vɔɱvrɛmɛnski
вонг	voŋ
вондер	ʋɔ̃dɛr
вондополус	ˈvɔndɔpɔlus
вонземен	vɔnzɛmɛn
вонземјани	vɔnzɛmjani
вонземјани	ʋɔnˈzɛmjani
вонземјанин	vɔnzɛmjanin
вонземјанин	ʋɔnˈzɛmjaniːn
вонземјанинот	ˈvɔnzɛmjaniɲɔt
вонземјаните	ʋɔnˈzɛmjaniɛ
вонземјанка	vɔnzɛmjaŋka
вонземјанки	vɔnzɛmjaŋki
вонземјанска	ˈvɔnzɛmʲaːnska
вонземјанска	vɔnzɛmjanska
вонземјанскава	vɔnzɛmjanskava
вонземјанскана	vɔnzɛmjanskana
вонземјанската	vɔnzɛmjanskata
вонземјански	ˈvɔnzɛmʲaːnski
вонземјански	vɔnzɛmjanski
вонземјанскиве	vɔnzɛmjanskivɛ
вонземјанскине	vɔnzɛmjanskinɛ
вонземјанскиов	vɔnzɛmjanskijɔf
вонземјанскион	vɔnzɛmjanskijɔn
вонземјанскиот	vɔnzɛmjanskijɔt
вонземјанските	vɔnzɛmjanskitɛ
вонземјанско	vɔnzɛmjanskɔ
вонземјансково	vɔnzɛmjanskɔvɔ
вонземјансконо	vɔnzɛmjanskɔnɔ
вонземјанското	vɔnzɛmjanskɔtɔ
вонземска	ˈvɔnzɛmska
вонземски	ʋɔnˈzɛmski
вонземските	ˈvɔnzɛmski
вонземско	ˈvɔnzɛmskɔ
вонјазичен	vɔnjazitʃɛn
вонка	vɔŋka
вонка	ʋɔŋka
вонреден	vɔnrɛdɛn
вонредна	ˈvɔnrɛdna
вонредни	ʋɔnrɛdni
вонредно	ˈvɔnrɛdno
вонредно	vɔnrɛdnɔ
вонредност	vɔnrɛdnɔst
вонсезонски	vɔnsɛzɔnski
воншколски	vɔnʃkɔɫski
вообичаен	voobiˈtʃaɛn
вообичаен	vɔɔbitʃaɛn
вообичаена	voobiˈtʃaena
вообичаената	voobiˈtʃaenata
вообичаени	voobiˈtʃaeni
вообичаениот	voobiˈtʃaɛnit
вообичаените	voobiˈtʃajɛnti
вообичаено	voobiˈtʃaeno
вообичаеното	voobiˈtʃaenoto
вообичаи	vɔɔbitʃai
вообичајува	vɔɔbitʃajuva
вообичајуван	vɔɔbitʃajuvan
вообичајување	vɔɔbitʃajuvaɲɛ
вообразба	vɔɔbrazba
вообразби	vɔɔbrazbi
вообразен	voɔˈbradʒɛn
вообразен	vɔɔbrazɛn
вообразени	vɔɔbraˈzɛni
вообразено	vɔɔbrazɛnɔ
вообразеност	vɔɔbrazɛnɔst
вообрази	vɔɔbrazi
вообразува	vɔɔbrazuva
вообразуван	vɔɔbrazuvan
вообразување	vɔɔbrazuvaɲɛ
воод	voːd
воодушевен	vooduʃɛvɛn
воодушевен	vɔɔduʃɛvɛn
воодушевена	vooduʃɛvɛna
воодушевени	vooduʃɛvɛni
воодушевеност	vɔɔduʃɛvɛnɔst
воодушеви	vooˈduʃɛvi
воодушеви	vɔɔduʃɛvi
воодушевува	vooduʃɛvuva
воодушевува	vɔɔduʃɛvuva
воодушевувам	vooduʃɛvuvaːm
воодушевуван	vɔɔduʃɛvuvan
воодушевување	vooduʃɛvuvaɲɛ
воодушевување	vɔɔduʃɛvuvaɲɛ
воодушевувачки	vooduʃɛvuvaʧi
воопштен	vɔɔpʃtɛn
воопшти	vɔɔpʃti
воопшто	voˈopʃto
воопшто	vɔɔpʃtɔ
воопштува	vɔɔpʃtuva
воопштуван	vɔɔpʃtuvan
воопштување	vɔɔpʃtuvaɲɛ
вооружан	voˈruʒan
вооружани	voˈruʒani
вооружен	voɾuʒɛn
вооружен	vɔɔɾuʒɛn
вооружена	voˈɾuʒɛna
вооружени	voˈɾuʒɛni
вооружените	voˈruʒɛniːtɛ
вооружете	voɾuʒɛtɛ
вооружи	voˈruʒi
вооружи	vɔɔɾuʒi
вооружува	vɔɔruʒuva
вооружуван	vɔɔruʒuvan
вооружување	voˈruʒuvaɲɛ
вооружување	vɔɔɾuʒuvaɲɛ
воочен	vɔɔtʃɛn
воочи	vɔɔtʃi
воочлив	vɔɔtʃlif
воочливо	vɔɔtʃlivɔ
воочува	vɔɔtʃuva
воочуван	vɔɔtʃuvan
воочување	vɔɔtʃuvaɲɛ
воошто	voˈoʃto
вопер	vɔpɛr
вопери	vɔpɛɾi
вопериште	vɔpɛɾiʃtɛ
воперка	vɔpɛrka
воперки	vɔpɛrki
воплотува	vɔpɫɔtuva
воплотуван	vɔpɫɔtuvan
воплотување	vɔpɫɔtuvaɲɛ
ворвик	vorvik
ворд	voɾd
ворден	vorˈden
воред	voˈɾɛt
ворен	vorɛn
ворлд	voɾɫd
ворли	vorli
ворлоу	vorɫuː
ворм	vorm
ворн	vor̥n
ворнер	vorner
ворп	vorp
ворт	voɾt
вортекс	vorˈtɛks
вортигерн	vorˈtigɛrn
ворхол	vorxɔɫ
ворџинија	vorˈdʒiɲija
вос	ʋɔs
восклик	vɔsklik
воскликне	vɔskliknɛ
воскликнува	vɔskliknuva
воскликнување	vɔskliknuvaɲɛ
воскоса	vɔskɔsa
воскосува	vɔskɔsuva
воскосуван	vɔskɔsuvan
воскосување	vɔskɔsuvaɲɛ
воскресат	vɔskrɛsat
воскресе	vɔskrɛsɛ
воскресеа	vɔskrɛsɛa
воскресел	vɔskrɛsɛɫ
воскресен	vɔskrɛsɛn
воскресение	ˈvɔskrɛsɛni(j)ɛ
воскресение	vɔskrɛsɛnijɛ
воскресението	ˈvɔskrɛsɛnɪjɛ
воскресено	vɔskrɛsɛnɔ
воскресеше	vɔskrɛsɛʃɛ
воскреси	vɔskrɛsi
воскресна	ˈvɔskrɛsna
воскресна	vɔskrɛsna
воскреснал	ˈvɔskrɛsnaɫ
воскреснал	vɔskrɛsnaɫ
воскреснат	ˈvɔskrɛsnat
воскреснат	vɔskrɛsnat
воскреснато	vɔskrɛsnatɔ
воскресне	ˈvɔskrɛsnɛ
воскресне	vɔskrɛsnɛ
воскреснел	vɔskrɛsnɛɫ
воскреснеше	vɔskrɛsnɛʃɛ
воскресни	vɔskrɛsni
воскреснува	vɔskrɛsnuva
воскреснувајќи	vɔskrɛsnuvajci
воскреснување	ˈvɔskrɛsnuvaɲɛ
воскреснување	vɔskrɛsnuvaɲɛ
воскреснувањето	ˈvɔskrɛsnavi(j)ɛ
воскресоа	vɔskrɛsɔa
воскресол	vɔskrɛsɔɫ
воскресува	vɔskrɛsuva
воскресувајќи	vɔskrɛsuvajci
вослер	ˈvɔslɛr
восок	voˈsɔk
восок	vɔsɔk
восочен	vɔsɔtʃɛn
восочење	vɔsɔtʃɛɲɛ
восочест	vɔsɔtʃɛst
восочи	vɔsɔtʃi
воспален	vɔspalɛn
воспаление	ˈvɔspalɛni(j)ɛ
воспаление	vɔspalɛnijɛ
воспаленија	vɔspalɛnija
воспаленост	vɔspalɛnɔst
воспалителен	vɔspalitɛlɛn
воспалува	vɔspaɫuva
воспалуван	vɔspaɫuvan
воспалување	vɔspaɫuvaɲɛ
воспева	vɔspɛva
воспеван	vɔspɛvan
воспевање	vɔspɛvaɲɛ
воспее	vɔspɛɛ
воспејува	vɔspɛjuva
воспејуван	vɔspɛjuvan
воспита	voˈspita
воспита	vɔspita
воспиталиште	vɔspitaliʃtɛ
воспитан	vɔspitan
воспитан	ˈvɔspitat
воспитани	ˈvɔspitani
воспитание	vɔspitanijɛ
воспитаник	vɔspitanik
воспитаница	vɔspitanitsa
воспитаници	vɔspitanitsi
воспитен	vɔspitɛn
воспитува	vɔspituva
воспитуван	vɔspituvan
воспитување	vɔspituvaɲɛ
воспитување	ˈvɔspituvãɲɛ
воспитувач	vɔspituvatʃ
воспитувачи	vɔspituvatʃi
воспитувачка	vɔspituvatʃka
воспоставам	ˈvɔspɔstavaːm
воспостават	ˈvɔspɔstavat
воспоставен	vɔspɔstaˈvɛn
воспоставен	vɔspɔstavɛn
воспоставена	ˈvɔspɔstɛvɛna
воспостави	vɔspɔˈstavi
воспостави	vɔspɔstavi
воспоставив	ʋɔspɔˈstafif
воспоставивме	ʋɔspɔˈstafivmɛ
воспоставиме	ˈvɔspɔstavimɛ
воспоставиш	ʋɔspɔˈstaviʃ
воспоставува	vɔspɔstavuva
воспоставуван	vɔspɔstavuvan
воспоставување	vɔspɔstavuvaɲɛ
воспоставување	ˈvɔspɔstɔvaɲuʋɛ
восприема	vɔsprijɛma
восприеман	vɔsprijɛma
восприемање	vɔspriɛmaɲɛ
восприемлив	vɔsprijɛmlif
восприемливо	vɔspriɛmlivɔ
восприемливост	vɔspriɛmlivɔst
восприемчивост	vɔspriɛmtʃivɔst
воспримен	vɔsprimɛn
восприми	vɔsprimi
востане	vɔstanɛ
востание	vɔstanijɛ
востание	ʋɔˈstanijə
востанието	ʋɔˈstani(j)ɛtɔ
востанија	vɔstanija
востаник	vɔstanik
востанички	vɔstanitʃki
востановен	vɔstanɔvɛn
востанови	vɔstanɔvi
востановува	vɔstanɔvuva
востановуван	vɔstanɔvuvan
востановување	vɔstanɔvuvaɲɛ
востанува	vɔstanuva
востанување	vɔstanuvaɲɛ
восхит	vɔsxit
восхит	vɔsxɪt
восхитен	voˈʃxiten
восхитува	ˈvɔsxituva
восхитуваат	voˈʃxituvajə
восхитував	ˈvɔsxituvaɛ́
восхитувам	ˈvɔsxituvam
восхитуваме	voˈʃxituvamɛ
восхитување	vɔsxituvaɲɛ
восхитувате	ˈvɔsxituvatɛ
восхитувачки	ˈvɔsxituvatʃki
восхитувачко	ˈvɔsxituvaʧkɔ
восхитуваш	voˈsxitovaʃ
восхитуваше	ˈvɔsxituvaʃɛ
вотергејт	votɛrgɛjt
вотерс	votɛrs
вотка	votka
вотка	vɔtka
воткинс	voˈtkins
вотнат	vɔtnat
вотне	vɔtnɛ
вотни	votni
вотнува	vɔtnuva
вотнуван	vɔtnuvan
вотнување	vɔtnuvaɲɛ
вотс	ɔts
вотсон	voʦɔn
вотство	vɔtstvɔ
воу	voʊ
вошка	voʃka
вошка	vɔʃka
вошкар	vɔʃkar
вошкариште	vɔʃkaɾiʃtɛ
вошки	voʃki
вошките	voʃˈkite
вошкиче	vɔʃkitʃɛ
вошкичка	vɔʃkitʃka
вошлив	voʃliv
вошлив	vɔʃlif
вошливи	voʃliʋi
вошливост	vɔʃlivɔst
воштарани	vɔʃtaɾani
воштарански	vɔʃtaɾanski
воштеница	vɔʃtɛnitsa
вп	ʋp
вперен	fpɛɾɛn
вперен	ʋpɛˈrɛn
вперена	ʋpɛˈrɛna
вперени	ʋpɛˈrɛni
вперено	ʋpɛˈrɛnɔ
впери	fpɛɾi
впери	ʋpɛri
вперил	ʋpɛˈril
впериш	ʋpɛriʃ
вперува	fpɛɾuva
вперува	ˈvʱɛruva
вперувај	ʋpɛruˈvaj
вперуван	fpɛɾuvan
вперување	fpɛruvaɲɛ
вперуваш	ʋpɛruˈvaʃ
впечатен	fpɛtʃatɛn
впечати	fpɛtʃati
впечатлив	fpɛtʃatlif
впечатлива	ʋpɛtʃɛnˈliva
впечатливо	fpɛtʃatlivɔ
впечатливо	ʋpɛtʃɛnˈlivo
впечатливост	fpɛtʃatlivɔst
впечаток	fpɛtʃatɔk
впечаток	vɪpˈtʃɛnak
впечатокот	ʋpɛtʃɛˈnɔkɔt
впечатоци	fpɛtʃatɔtsi
впечатоци	ʋpɛˈtʃatɔtsi
впечатува	fpɛtʃatuva
впечатуван	fpɛtʃatuvan
впечатување	fpɛtʃatuvaɲɛ
впив	fpif
впива	fpiva
впива	ʋpiˈva
впиваа	fpivaa
впиваат	fpivaat
впивав	fpivaf
впивавме	fpivavmɛ
впивавте	fpivaftɛ
впивај	fpivaj
впивајќи	fpivajci
впивајте	fpivajtɛ
впивал	fpivaɫ
впивала	fpivaɫa
впивале	fpivalɛ
впивало	fpivaɫɔ
впивам	fpivam
впиваме	fpivamɛ
впиван	fpivan
впивано	fpivanɔ
впивање	fpivaɲɛ
впивате	fpivatɛ
впиваш	fpivaʃ
впиваше	fpivaʃɛ
впие	fpijɛ
впиен	fpijɛn
впика	fpika
впикан	fpikan
впил	fpiɫ
впишан	fpiʃan
впише	fpiʃɛ
впишува	fpiʃuva
впишуван	fpiʃuvan
впишување	fpiʃuvaɲɛ
вплетка	fplɛtka
вплетка	ʋplɛtka
вплеткав	ʋplɛtkaf
вплеткан	fplɛtkan
вплеткува	fplɛtkuva
вплеткуван	fplɛtkuvan
вплеткување	fplɛtkuvaɲɛ
вплетува	fplɛtuva
вплетуван	fplɛtuvan
вплетување	fplɛtuvaɲɛ
впрега	fprɛga
впреган	fprɛgan
впрегање	fprɛgaɲɛ
впрегнат	fprɛgnat
впрегне	fprɛgnɛ
впрегнува	fprɛgnuva
впрегнуван	fprɛgnuvan
впрегнување	fprɛgnuvaɲɛ
впрочем	fprɔtʃɛm
впрочем	vpɾɔtʃɛm
впуштам	ʋpʊʃˈtam
впуштање	fpuʃtaɲɛ
впушташ	ʋpʊʃˈtaʃ
впуштен	fpuʃtɛn
впушти	vpʊʃti
врабец	vrabɛts
врабечки	vrabɛtʃki
вработам	vr̩bɔtam
вработат	vr̩bɔˈtat
вработен	vrabɔtɛn
вработен	vrɑˈbɔtɛn
вработена	vrɑˈbɔtɛna
вработени	vrɑˈbɔtɛni
вработениот	vrabɔtɛniɔt
вработените	vrabɔtɛni
вработи	vrabɔti
вработи	vr̩ˈbɔti
вработив	vr̩bɔtif
вработија	vr̩bɔtija
вработил	vrɑːbɔtɪl
вработиш	vr̩ˈbɔtiʃ
вработува	vrabɔtuva
вработува	vrɑˈbɔtuvɑ
вработуваат	vrabɔˈtujat
вработуван	vrabɔtuvan
вработување	vrabɔtuvaɲɛ
вработување	vrabɔˈtuvaŋɛ
вработувач	vrabɔtuvatʃ
враг	vrak
врагови	vragɔvi
врагој	vragɔj
врадер	vr̩dɛr
вражба	vraʒba
вражби	vraʒbi
вразумам	vr̩ˈzum̩
вразумен	vrazumɛn
вразуми	vrazumi
вразуми	vr̩zuːmi
вразумиш	vr̩ˈzumiʃ
вразумува	vrazumuva
вразумуван	vrazumuvan
вразумување	vrazumuvaɲɛ
врајт	vrai̯t
враќа	vraca
враќа	vratʃa
враќаа	vɾaˈca
враќаат	vrɑˈtɕaːt
враќав	vrɑtɕɑf
враќавме	vrɑtɕavmɛ
враќај	vrɐˈʦaj
враќајќи	vrɑˈtʃai̯ti
враќајте	vɾaˈcajtɛ
враќал	vrɑːtɕɑːl
враќале	vrɑˈtʃalɛ
враќам	vrɐˈtsam
враќаме	vrɐˈçaːmɛ
враќан	vracan
враќање	vracaɲɛ
враќање	vrɐˈcaɲɛ
враќањето	vrɐˈcaɲɛ
враќате	vrɐˈtsɑtɛ
враќаш	vɾaˈcaʃ
враќаше	vrɐˈçaʃɛ
враќе	vracɛ
врамен	vramɛn
врами	vrami
врамува	vramuva
врамуван	vramuvan
врамување	vramuvaɲɛ
вран	vran
врана	vrana
врана	ʋraːna
вранец	vranɛts
врани	ʋrani
враните	vr̩ˈnitɛ
врапци	vraptsi
врапчар	vraptʃar
врапче	vraptʃɛ
врапченце	vraptʃɛntsɛ
врапчешки	vraptʃɛʃki
врапчуле	vraptʃulɛ
врат	vrat
врат	vr̩t
врата	vrata
вратава	vrataʋa
вратам	vratam
вратар	vratar
вратарка	vratarka
вратарот	vr̩taːrɔt
вратарски	vratarski
вратат	vɾatɑt
вратата	vrata
врате	vratɛ
вратев	vr̩tɛf
вратен	vratɛn
вратен	ʋraˈten
вратена	vr̩ˈtɛna
вратени	ʋraˈtɛni
вратено	vr̩ˈtɛnɔ
вратете	vr̩tɛtɛ
вратеше	vr̩tɛʃɛ
врати	vrati
врати	vr̩ti
вратив	vr̩ˈtif
вративме	vratiɱɛ
вративте	vr̩ˈtifte
вратија	vr̩tiʝa
вратика	vratika
вратил	vr̩ˈtil
вратила	vratiɫa
вратила	vr̩tiɫa
вратиле	vr̩ˈtilɛ
вратило	vratiɫɔ
вратило	vr̩tiɫo
вратиме	vr̩ˈtimɛ
вратите	vr̩tiːtɛ
вратиче	vratitʃɛ
вратичка	vratitʃka
вратичка	vr̩ˈtitʃka
вратичката	vr̩ˈtitʃka
вратички	vratitʃki
вратиш	vr̩tiʃ
вратиште	vratiʃtɛ
вратка	vratka
вратната	vr̩tnaːta
вратник	vratnik
врато	vr̩ːtɔ
вратови	vr̩ːtɔvi
вратовите	vr̩tɔˈvite
вратоврска	vratovrska
вратоврска	vratɔvr̩ska
вратоврската	vratɔvɾ̩ska
вратоврски	vratɔvrs̪ki
вратоврски	vratɔvr̩ski
вратоломен	vratɔɫɔmɛn
вратоломно	vratɔɫɔmnɔ
вратот	vɾɑtɔt
вратче	vrattʃɛ
врач	vratʃ
врач	vraʧ
врачам	vɾaˈtʃam
врачен	vratʃɛn
врачи	vratʃi
врачува	vratʃuva
врачуван	vratʃuvan
врачување	vratʃuvaɲɛ
врашки	vraʃki
врба	vr̩ba
врбен	vr̩bɛn
врбени	vr̩bɛni
врбенски	vr̩bɛnski
врбичка	vr̩bitʃka
врбиште	vr̩biʃtɛ
врбјани	vr̩bjani
врбјански	vr̩bjanski
врбов	vr̩bɔf
врбово	vr̩bɔvɔ
врбофест	vr̩bɔfɛst
врбува	vr̩buva
врбуван	vr̩buvan
врбување	vr̩buvaɲɛ
врв	vr̩f
врвеж	vr̩vɛʃ
врвен	vr̩vɛn
врвење	vr̩vɛɲɛ
врви	vr̩vi
врвка	vr̩fka
врвката	vr̩ftka
врвки	vr̩fki
врвките	vr̩ftɕɛ
врвна	vr̩vna
врвни	vr̩vni
врвните	vr̩vnɪtɛ
врвно	vr̩vno
врвно	vr̩vnɔ
врвнојазичен	vr̩vnɔjazitʃɛn
врвови	vr̩vɔvi
врвовите	vr̩vɔˈvitɛ
врвот	vr̩vɔt
врвца	vr̩ftsa
врвци	vr̩ftsi
врвче	vr̩ftʃɛ
вргав	vr̩gaf
вргањ	vr̩gaɲ
