00h	ɔh
жолтеникав	ʒɔɫtɛnikaf
жолти	ʒɔɫti
жолтило	ʒɔɫtiɫɔ
жолтина	ʒɔɫtina
жолтиот	ʒɔɫtiɔt
жолтите	ʒɔlˈtitɛ
жолтица	ʒɔɫtitsa
жолтици	ʒɔɫtitsi
жолтичок	ʒɔɫtitʃɔk
жолто	ʒɔɫtɔ
жолтокос	ʒɔɫtɔkɔs
жолтолик	ʒɔɫtɔlik
жолтоокиот	ʒɔɫtɔɔkiɔt
жолтото	ʒɔɫtɔtɔ
жолч	ʒɔɫtʃ
жолчен	ʒɔɫtʃɛn
жолчка	ʒɔɫtʃka
жолчки	ʒɔɫtʃki
жолчна	ʒɔɫtʃna
жолчни	ʒɔɫtʃni
жолчно	ʒɔɫtʃnɔ
жонглер	ʒɔŋglɛr
жонглерка	ʒɔŋglɛrka
жонглерски	ʒɔŋglɛrski
жонглерство	ʒɔŋglɛrstvɔ
жонглира	ʒɔŋgliɾa
жонглиран	ʒɔŋgliɾan
жонглирање	ʒɔŋgliɾaɲɛ
жорж	ʒɔrʒ
жоржет	ʒɔrˈʒɛt
жос	ʒɔs
жрепка	ʒrɛpka
жрец	ʒrɛts
жртва	ʒr̩tva
жртвата	ʒr̩tva
жртвен	ʒr̩tvɛn
жртвеник	ʒr̩tvɛnik
жртвено	ʒr̩tvɛnɔ
жртвено	ʒr̩t̪vɛnɔ
жртви	ʒr̩tvi
жртвите	ʒr̩tʋitɛ
жртвува	ʒr̩tvuva
жртвуваа	ʒr̩tvuva
жртвуваат	ʒr̩tvu̯vaat
жртвував	ʒr̩tvuva
жртвувавме	ʒr̩tvuvaːvmɛ
жртвувал	ʒr̩tvuval
жртвувам	ʒr̩tvuʋam
жртвуваме	ʒr̩tvuva̯me
жртвуван	ʒr̩tvuvan
жртвуван	ʒr̩tvuʋan
жртвувана	ʒr̩tvuˈvana
жртвувани	ʒr̩tvuˈvani
жртвувате	ʒr̩tvuvaˈtɛ
жртвуваш	ʒr̩tvuvaʃ
жртвуваше	ʒr̩tvuvaʃɛ
жртвувај	ʒr̩tvuvaj
жртвување	ʒr̩tvuvaŋɛ
жртвување	ʒr̩tvuvaɲɛ
жртвувањето	ʒr̩tvuvaŋɛ
жубор	ʒubɔr
жуборење	ʒubɔɾɛɲɛ
жубори	ʒubɔɾi
жуборлив	ʒubɔrlif
жуков	ʒuˈkɔf
жулавица	ʒuɫavitsa
жулавици	ʒuɫavitsi
жулен	ʒulɛn
жулење	ʒulɛɲɛ
жули	ʒuli
жупа	ʒupa
жупанија	ʒupanija
жупник	ʒupnik
жупников	ʒupnikɔf
жупникон	ʒupnikɔn
жупникот	ʒupnikɔt
жупнику	ʒupniku
жупници	ʒupnitsi
жупнициве	ʒupnitsivɛ
жупницине	ʒupnitsinɛ
жупниците	ʒupnitsitɛ
жури	ʒuɾi
журка	ʒurka
журкаме	ʒurkaˈme
журката	ʒurkata
журкање	ʒurkaɲɛ
журки	ʒurki
журкиче	ʒurkitʃɛ
журкичка	ʒurkitʃka
журнал	ʒurnal
журнал	ʒurnaɫ
журналист	ʒurnalist
журналистика	ʒurnalistika
журналистички	ʒurnalistitʃki
журналистка	ʒurnalistka
жуља	ʒuʎa
жуљан	ʒuʎan
жуљање	ʒuʎaɲɛ
з	z
з	zə
зa	za
зoшто	zoʃto
за	za
заакан	zaakan
заарнет	zaarnɛt
заарнување	zaarnuvaɲɛ
заб	zap
заб	zaːp
заба	zaba
заба	zaˈba
забаботи	zababɔti
забава	zabava
забава	zaˈbava
забавава	zabavava
забавам	zaˈbavaːm
забавата	zabavata
забавен	zabavɛn
забавен	zabaʋɛn
забавена	zabaˈvena
забавено	zaˈbavɛnɔ
забави	zabavi
забави	zaˈbavi
забавиме	zabavimɛ
забавите	zaba'vitɛ
забавиш	zaˈbaviʃ
забавиште	zabaviʃtɛ
забавиште	zaˈbaviʃtɛ
забавна	zaˈbavna
забавната	zaˈbavnatɑ
забавни	zaˈbavni
забавниот	zaˈbavnɪɔt
забавно	zabavnɔ
забавно	zaˈbavnɔ
забавност	zabavnɔst
забавува	zabavuva
забавуваа	zaˈbavova
забавуваат	zabavujat
забавував	zaˈbavuvat
забавувавме	zabavuvavɛ
забавувавте	zaˈbavuvatɛ
забавувал	zaˈbavoval
забавувала	zabavuvala
забавувале	zabavuvale
забавувам	zabavuvam
забавуваме	zabavuvamɛ
забавуван	zabavuvan
забавувате	zaˈbavuvatɛ
забавувач	zabavuvatʃ
забавувач	zaˈbavutʃ
забавувачка	zabavuvatʃka
забавувачки	zabavuvatʃki
забавуваш	zabavuvaʃ
забавуваше	zabavuvaʃɛ
забавувај	zaˈbavuj
забавувајте	zabavuvajtɛ
забавување	zabavuvaɲɛ
забавување	zaˈbavuvʌɲɛ
забаен	zabaɛn
забаи	zabai
забар	zabar
забар	zaˈbar
забари	zabaɾi
забарикадира	zabaɾikadiɾa
забарикадиран	zabaɾikadiɾan
забарите	zabaritɛ
забарка	zabarka
забарот	zaˈbarɔt
забарски	zabarski
забарство	zabarstvɔ
забеган	zabɛgan
забеган	zaˈbɛgan
забегани	zaˈbɛgani
забегано	zaˈbɛganɔ
забеганост	zabɛganɔst
забегува	zabɛguva
забегување	zabɛguvaɲɛ
забел	zabɛɫ
забележа	zaˈbɛɫɛʒa
забележаа	zaˈbɛɫɛʒa
забележав	zaˈbɛɫɛʒav
забележавме	zaˈbɛɫɛʒavmɛ
забележавте	zaˈbɛɫɛʒavtɛ
забележал	zaˈbɛɫɛʒaɫ
забележала	zaˈbɛɫɛʒaɫa
забележале	zaˈbɛɫɛʒalɛ
забележам	zaˈbɛɫɛʒam
забележан	zabɛlɛʒan
забележан	zaˈbɛɫɛʒan
забележана	zaˈbɛɫɛʒana
забележани	zaˈbɛɫɛʒani
забележано	zaˈbɛɫɛʒano
забележат	zaˈbɛɫɛʒat
забележете	zaˈbɛlɛʒɛtɛ
забележи	zabɛlɛʒi
забележи	zaˈbɛɫɛʒi
забележиме	zaˈbɛɫɛʒimɛ
забележите	zaˈbɛlɛʒitɛ
забележителен	zabɛlɛʒitɛlɛn
забележително	zabɛlɛʒitɛɫnɔ
забележително	zaˈbɛɫɛʒitɛɫˈnɔ
забележителност	zabɛlɛʒitɛɫnɔst
забележиш	zaˈbɛlɛʒiʃ
забележлив	zabɛlɛʒlif
забележливо	zabɛlɛʒlivɔ
забележливост	zabɛlɛʒlivɔst
забележува	zabɛlɛʒuva
забележува	zaˈbɛlɛʒuva
забележуваат	zabɛlɛʒuvaat
забележувам	zaˈbɛlɛʒuvam
забележуваме	zaˈbɛlɛʒuvamɛ
забележуван	zabɛlɛʒuvan
забележувате	zaˈbɛlɛʒuvatɛ
забележуваш	zaˈbɛlɛʒuvaʃ
забележување	zabɛlɛʒuvaɲɛ
забележување	zaˈbɛlɛʒuvaɲɛ
забелешка	zabɛlɛʃka
забелешка	zaˈbɛlɛʃka
забелешката	zaˈbɛlɛʃkata
забелешки	zaˈbɛlɛʃki
забелешките	zaˈbɛlɛʃkɪtɛ
забен	zabɛn
забен	zaˈbɛn
забест	zabɛst
забетонира	zabɛtɔniɾa
забетониран	zabɛtɔniɾan
забец	zabɛts
заби	zabi
заби	zaˈbi
забиберен	zabibɛɾɛn
забибери	zabibɛɾi
забиберува	zabibɛɾuva
забиберуван	zabibɛɾuvan
забиберување	zabibɛruvaɲɛ
забива	zabiva
забива	zaˈbiva
забивам	zabivam
забиван	zabivan
забиваш	zaˈbivaʃ
забивање	zabivaɲɛ
забие	zabijɛ
забие	zaˈbiɛ
забиен	zabijɛn
забиеш	zaˈbiɛʃ
забил	zaˈbil
забите	zaˈbite
забишта	zabiʃta
забиште	zabiʃtɛ
забиј	zaˈbij
забијам	zaˈbijam
заблагодарам	zaˈbɫagɔdaram
заблагодарат	zabl̩gɔdaˈrat
заблагодарете	zabl̩gɔdaˈrɛtɛ
заблагодари	zablagodari
заблагодарив	zabl̩gɔdarif
заблагодарил	zabl̪agɔdaɾil
заблагодариме	zabl̩gɔdarimɛ
заблагодарите	zabl̪agɔdaˈritɛ
заблагодариш	zabl̪agɔdariʃ
заблагодарува	zabl̩gɔdaɾuva
заблагодаруваат	zabl̪agɔdaɾuvajat
заблагодарувам	zaˈbɫagɔdaruvam
заблагодаруваме	zabl̩gɔdaruvamɛ
заблагодарувате	zablagodaruvatɛ
заблагодаруваш	zabl̩gɔdaruvaʃ
заблагодарувај	zabl̩gɔdaruvaɛ̯
заблагодарувајќи	zabl̩gɔdaruvaɲi
заблагодарување	zablagodaruvaɲɛ
заблагодарување	zabɫagɔdaruvaɲɛ
заблажен	zabɫaʒɛn
заблажи	zabɫaʒi
заблажува	zabɫaʒuva
заблажување	zabɫaʒuvaɲɛ
заблуда	zabɫuda
заблуда	zaˈbluda
заблуден	zabɫudɛn
заблуди	zabɫudi
заблуди	zaˈbudi
заблудува	zabɫuduva
заблудуван	zabɫuduvan
заблудување	zabɫuduvaɲɛ
забна	zaːbna
забната	zaβˈnata
забно	zabnɔ
забновенечен	zabnɔvɛnɛtʃɛn
забоболка	zabɔbɔɫka
забоболки	zabɔbɔɫki
забога	zaˈbɔga
забодам	zaˈbɔdam
забодат	zaˈbɔdat
забоде	zabɔdɛ
забоде	zaˈbɔdɛ
забодев	zaˈbɔdɛf
забодел	zaˈbɔdɛɫ
забоден	zabɔdɛn
забоден	zaˈbɔdɛn
забодеш	zaˈbɔdɛʃ
забоди	zaˈbɔdi
забодува	zabɔduva
забодуван	zabɔduvan
забодување	zabɔduvaɲɛ
заболе	zaˈbɔlɛ
заболекар	zabɔlɛkar
заболекар	zaˈbɔlɛkar
заболекари	zabɔlɛkaɾi
заболекарка	zabɔlɛkarka
заболекарот	zaˈbɔlɛkarɔt
заболени	zaˈbolɛni
заболи	zabɔli
заболи	zaˈbɔli
заболува	zabɔɫuva
заболувања	zabɔɫuvaɲa
заболувања	zaˈbɔluvajɲa
заболување	zabɔɫuvaɲɛ
заборав	zabɔɾaf
заборав	zaˈbɔrav
заборава	zabɔɾava
заборава	zɑbɔraʋa
забораваат	zaːbɔraːvajt
заборавам	zaːbɔraʋam
забораваме	zaːbɔraʋamɛ
забораван	zabɔɾavan
заборават	zabɔɾavat
заборават	zaːbɔraʋat
заборавате	zabɔravatɛ
забораваш	zaːbɔraʋaʃ
заборавај	zaːbɔraʋaj
заборавајте	zaːbɔraʋajtɛ
заборавање	zabɔravaɲɛ
заборавев	zaːbɔravɛf
заборавен	zabɔɾavɛn
заборавен	zaˈbɔravɛn
заборавена	zaˈbɔravɛna
заборавени	zabɔraˈvɛni
заборавеник	zabɔravɛnik
заборавеници	zabɔɾavɛnitsi
заборавениците	zabɔɾavɛnitsitɛ
заборавено	zabɔraˈvɛnɔ
заборавеност	zabɔravɛnɔst
заборавете	zaːbɔraˈvɛtɛ
заборави	zabɔravi
заборави	zabɔɾavi
заборавив	zabɔravif
заборавивме	zabɔravivmɛ
заборавивте	zabɔra'vivtɛ
заборавил	zabɔraviɫ
заборавила	zabɔravila
заборавиле	zabɔravilɛ
заборавиме	zabɔravimɛ
заборавите	zabɔravitɛ
заборавиш	zabɔraˈviʃ
заборавија	zabɔravija
заборавлив	zabɔɾavlif
заборавливо	zabɔravlivɔ
заборавот	zabɔravɔt
забораен	zabɔɾaɛn
забораи	zabɔɾai
забот	zaˈbɔt
забрави	zabravi
забравив	zabraviv
забраден	zabradɛn
забради	zabradi
забрадува	zabraduva
забрадуван	zabraduvan
забрадување	zabraduvaɲɛ
забрана	zabrana
забрана	zaˈbrana
забранам	zabr̩nam
забраната	zaˈbranata
забранет	zabranɛt
забранет	zaˈbranɛt
забранета	zaˈbranɛta
забранетата	zaˈbranɛtata
забранети	zaˈbranɛti
забранетиот	zaˈbranɛtɪɔt
забранетите	zaˈbranɛtitɛ
забрането	zaˈbranɛtɔ
забранетото	zaˈbranɛtɔtɔ
забрани	zabrani
забрани	zaˈbrani
забранив	zaˈbraniv
забранија	zaˈbraɲa
забранува	zabranuva
забранува	zaˈbranuva
забрануваат	zabranuvaj
забранувам	zaˈbranuvam
забрануван	zabranuvan
забрануваш	zaˈbranovaʃ
забранување	zabranuvaɲɛ
забратка	zabratka
забратки	zabratki
забрдени	zabr̩dɛni
забрденски	zabr̩dɛnski
забревта	zabrɛfta
забревтан	zabrɛftan
забременам	zabɾɛmɛˈnam
забременет	zabrɛmɛnɛt
забремени	zabrɛmɛni
забремени	zabɾɛmɛni
забременив	zabɾɛmɛnif
забремениш	zabɾɛmɛniʃ
забременува	zabrɛmɛnuva
забременуван	zabrɛmɛnuvan
забременување	zabrɛmɛnuvaɲɛ
забрза	zabr̩za
забрза	zaˈbr̩za
забрзаат	zaˈbr̩zaat
забрзам	zaˈbr̩zam
забрзаме	zaˈbrzamɛ
забрзан	zabr̩zan
забрзан	zaˈbrzan
забрзана	zaˈbɾzana
забрзано	zabr̩zanɔ
забрзано	zaˈbʐano
забрзаност	zabr̩zanɔst
забрзаш	zaˈbr̩zaʃ
забрзај	zaˈbr̩zaj
забрзајте	zaˈbr̩zajtɛ
забрзува	zabr̩zuva
забрзува	zaˈbr̩zuva
забрзуваме	zaˈbr̩zuvamɛ
забрзуван	zabr̩zuvan
забрзувач	zabr̩zuvatʃ
забрзување	zabr̩zuvaɲɛ
забрзување	zaˈbr̩zuvaɲɛ
забрзувањето	zaˈbɾuzatɛɲɛ
забришан	zabriʃan
забрише	zabriʃɛ
забришува	zabriʃuva
забришуван	zabriʃuvan
забришување	zabriʃuvaɲɛ
забрмчи	zabr̩mtʃi
забрмчува	zabr̩mtʃuva
забрмчување	zabr̩mtʃuvaɲɛ
забрчи	zabr̩tʃi
забрчува	zabr̩tʃuva
забрчување	zabr̩tʃuvaɲɛ
забулен	zabulɛn
забули	zabuli
забулува	zabuɫuva
забулување	zabuɫuvaɲɛ
забуна	za'buna
забуна	zabuna
забута	zabuta
забутан	zabutan
забутува	zabutuva
забутуван	zabutuvan
забутување	zabutuvaɲɛ
забучи	zabutʃi
забучува	zabutʃuva
забучување	zabutʃuvaɲɛ
забушава	zabuʃava
забушаван	zabuʃava
забушавање	zabuʃavaɲɛ
забушант	zabuʃant
забушантот	zaˈbuʃantɔ
забушен	zabuʃɛn
забуши	zabuʃi
забушува	zabuʃuva
забушуван	zabuʃuvan
забушување	zabuʃuvaɲɛ
забуља	zabuʎa
забуљан	zabuʎan
забче	zaptʃɛ
завалија	zavalija
заварен	zavaɾɛn
завари	zavaɾi
заварија	zavaɾija
заварува	zavaɾuva
заваруван	zavaɾuvan
заварувач	zavaɾuvatʃ
заварувач	zavɑruvaʃ
заварување	zavaruvaɲɛ
заварување	zavɑruvaɲɛ
завеан	zavɛan
завева	zavɛva
завеван	zavɛvan
завевање	zavɛvaɲɛ
заведам	zaˈvɛdam
заведе	zavɛdɛ
заведе	zaˈvɛdɛ
заведен	zavɛdɛn
заведен	zaˈvɛdɛn
заведени	zaˈvɛdɛni
заведеш	zaˈvɛdɛʃ
заведи	zaˈvɛdi
заведува	zavɛduva
заведува	zaˈvɛduva
заведуван	zavɛduvan
заведување	zavɛduvaɲɛ
заведување	zaˈvɛduvaŋɛ
завее	zavɛɛ
завера	zavɛɾa
завера	zaˈvɛra
заверата	zaˈvɛɾata
заверен	zavɛɾɛn
завери	zavɛɾi
завери	zaˈvɛri
заверка	zavɛrka
заверува	zavɛɾuva
заверуван	zavɛɾuvan
заверување	zavɛruvaɲɛ
завеса	zavɛsa
завеса	zaˈvesa
завесата	zaˈvesatə
завесен	zavɛsɛn
завеси	zavɛsi
завеси	zaˈvesi
завесите	zavɛsɛtɛ
завесичка	zavɛsitʃka
завет	zavɛt
завет	zaˈvɛt
заветен	zavɛtɛn
завети	zavɛti
завети	zaˈvɛti
заветите	zavɛˈtɪtɛ
заветот	zavɛtɔt
заветрина	zavɛtrina
заветувам	zaˈvɛtuvam
завештание	zavɛʃtanijɛ
завештател	zavɛʃtatɛɫ
завзеде	zaˈvzɛdɛ
завзема	zaˈvzɛma
завземаат	zaˈvzɛmaat
завземам	zaˈvzɛmam
завземат	zɑvˈzɛmat
завземе	zaˈvzɛmɛ
завземеме	zaˈvzɛmɛmɛ
завземен	zaˈvzɛmɛn
завземете	zaˈvzɛmɛtɛ
завземеш	zaˈvzɛmɛʃ
завземи	zaˈvzɛmi
завива	zaviva
завива	zaˈviva
завивам	zavivam
завивање	zavivaɲɛ
завивање	zaˈviːvaɲa
завиден	zavidɛn
завидлив	zavidlif
завидливец	zavidlivɛts
завидливка	zavidlifka
завидливки	zavidlifki
завидливо	zavidlivɔ
завидливци	zavidliftsi
завидно	zavidnɔ
завидува	zaviduva
завидува	zaˈviduva
завидуваат	zaviˈduvajat
завидував	zaˈviduvav
завидувам	zaviˈduvam
завидуваш	zaviˈduvaʃ
завидување	zaviduvaɲɛ
завие	zavijɛ
завиен	zavijɛn
зависам	zaˈvisam
зависат	zaˈvisat
зависен	zavisɛn
зависен	zaˈvisɛn
зависеше	zaˈvisɛʃɛ
зависење	zavisɛɲɛ
зависи	zavisi
зависи	zaˈvɛnis
зависиме	zaˈvɛsimɛ
зависиш	zaˈvɛnis
завислив	zavislif
зависливец	zavislivɛts
зависливка	zavislifka
зависливки	zavislifki
зависливо	zavislivɔ
зависливци	zavisliftsi
зависна	zaˈvisna
зависни	zaˈvisni
зависник	zavisnik
зависник	zaˈvisnik
зависници	zavisnitsi
зависници	zaˈvisnitsi
зависниците	zaˈvisnitsɛ
зависно	zavisnɔ
зависносложен	zavisnɔsɫɔʒɛn
зависност	zavisnɔst
зависност	zaˈvisnɔst
зависноста	zaˈvisnɔsta
завист	zavist
завист	zaˈvist
зависта	zaˈvista
завитз	zaˈvits
завитка	zavitka
завитка	zaˈvikt̪a
завиткам	zaˈviktam
завиткан	zavitkan
завиткан	zaˈvittkan
завиткана	zaˈvitkana
завиткани	zaˈvitkani
завиткај	zaˈviktraj
завиткува	zavitkuva
завиткуван	zavitkuvan
завиткување	zavitkuvaɲɛ
завладеа	zavladea
завладеат	zavladeat
завладее	zavladeje
завладее	zavɫadɛɛ
завлегува	zavlɛguva
завлегување	zavlɛguvaɲɛ
завлече	zavlɛtʃɛ
завлечен	zavlɛtʃɛn
завод	zavɔt
заводи	zavɔdi
заводлив	zavɔdlif
заводливо	zavɔdlivɔ
заводливост	zavɔdlivɔst
заводник	zavɔdnik
заводник	zaˈvɔdnik
заводница	zavɔdnitsa
заводници	zavɔdnitsi
заводничка	zavɔdnitʃka
заводнички	zavɔdnitʃki
заводски	zavɔtski
завои	zaˈvoi
завоите	zaˈvɔjitɛ
заворна	zavɔrna
завој	zavɔj
завој	zaˈvɔj
завојот	zaˈvɔjɔt
завојува	zavɔjuva
завојувач	zavɔjuvatʃ
завраши	zaˈvr̩ʃi
заврза	zvɾ̩za
заврзам	zavr̩zam
заврзан	zavr̩zan
заврзан	zɑvrzan
заврзана	zaɱˈvɾ̩za
заврзани	zaʋr̩ˈzani
заврзе	zavr̩zɛ
заврзете	zaˈvr̩zɛtɛ
заврзи	zaˈvr̩zi
заврзува	zavr̩zuva
заврзуван	zavr̩zuvan
заврзување	zavr̩zuvaɲɛ
заврне	zavr̩nɛ
заврне	zɑvɾnɛ
заврнува	zavr̩nuva
заврнување	zavr̩nuvaɲɛ
завртам	zɑvrtam
завртат	zavr̩tat
заврте	zvɾ̩tɛ
завртев	zavr̩tɛf
завртен	zavr̩tɛn
завртете	zavr̩tɛtɛ
заврти	zavr̩ti
завртиме	zavr̩timɛ
завртиш	zavr̩tiʃ
завртка	zavr̩tka
завртки	zavr̩tki
завртува	zavr̩tuva
завртуван	zavr̩tuvan
завртување	zavr̩tuvaɲɛ
завршам	zɑfˈrʃam
завршат	zɑfˈrʃat
завршев	zaʋr̩ʃɛf
завршен	zavr̩ʃɛn
завршен	zɑfʁʃɛn
завршена	zɑfˈrʃɛna
завршената	zaʋrʃɛna
завршени	zaʋr̩ʃɛni
завршено	zɑfˈrʃɛnɔ
завршеност	zavr̩ʃɛnɔst
завршете	zaʋr̩ʃɛtɛ
завршеток	zavr̩ʃɛtɔk
завршеток	zaʋrˈʃɛtɔk
завршетоци	zaʋrʃɛtɔtsi
завршеше	zafʁʃɛʃɛ
заврши	zafʁʃi
заврши	zavr̩ʃi
завршив	zafʃif
завршивме	zaˈvrʃimɛ
завршивте	zɑfˈrʃiftɛ
завршил	zafʃɪɫ
завршила	zafʁʃila
завршиле	zavr̩ʃilɛ
завршило	zaʋr̩ʃilo
завршиме	zaˈvrʃimɛ
завршите	zavr̩ʃitɛ
завршиш	zaʋr̩ʃiʃ
завршија	zaʋr̩ʃiʝa
завршна	zaʋr̩ʃna
завршната	zɑfˈrʃnata
завршни	zaˈvr̩ʃni
завршниот	zaˈvrʃniɔt
завршница	zavr̩ʃnitsa
завршница	zaʋr̩ʃnitsa
завршно	zavr̩ʃnɔ
завршок	zavr̩ʃɔk
завршува	zafʃuʃa
завршува	zavr̩ʃuva
завршуваат	zɑfɾʃuˈvaat
завршувам	zafˈrʃuvam
завршуваме	zafʃuvaːme
завршуван	zavr̩ʃuvan
завршувате	zafʃuˈʃate
завршуваш	zafˈrʃuvaʃ
завршуваше	zafʃuʃaʃɛ
завршувајте	zafʃuʃajtɛ
завршување	zavr̩ʃuvaɲɛ
завршување	zɑfɾʃuˈvaɲɛ
завршувањето	zɑfʁʃuˈʃaɲɛ
завулон	zavulɔn
завчера	zaf'tʃɛra
завчера	zaftʃɛɾa
завчерашен	zaftʃɛɾaʃɛn
загаден	zagadɛn
загадена	zagaˈdɛna
загаденост	zagadɛnɔst
загади	zagadi
загадочен	zagadɔtʃɛn
загадочно	zagadɔtʃnɔ
загадочност	zagadɔtʃnɔst
загадува	zagaduva
загадува	zagaˈduva
загадуваат	zagaˈduvata
загадуван	zagaduvan
