㔂	lan˨˦
喢	sãʔ˨
喨	liaŋ˥˥
喨仔	liaŋ˥˥a˥˧
喪事	soŋ˥˥su˧˧
喪失	soŋ˨˩sit˨
喪生	soŋ˨˩siŋ˥˥
單	tũã˥˥
單一	tan˥˥it˨
單仔	tũã˥˥a˥˧
單位	tan˥˥ui˧˧
單元	tan˥˥guan˨˦
單字	tan˥˥dzi˧˧
單打	tan˥˥tã˥˧
單曲	tũã˥˥kʰik˨
單槍匹馬	tan˥˥tsʰioŋ˥˥pʰit˨ma˥˧
單獨	tan˥˥tok˨
單純	tan˥˥sun˨˦
單調	tan˥˥tiau˧˧
單跤手	tũã˥˥kʰa˥˥tsʰiu˥˧
單身	tũã˥˥sin˥˥
單逝	tũã˥˥tsua˧˧
嗄	sa˨˩
嗙	pʰŋʔ˨
嗚	õ˥˥
嗚呼	ɔ˥˥hɔ˥˥
嗤噌	tsʰiʔ˦tsʰŋʔ˨
嗤舞嗤呲	tsʰi˥˥bu˥˧tsʰiʔ˦tsʰu˧˧
嗺	sui˥˥
嗽	sau˨˩
嗾	tsak˦
嗾著	tsak˦tioʔ˨
嘆	tʰan˨˩
嘈嘈滴	tsʰauʔ˦tsʰauʔ˦tiʔ˨
嘉北	ka˥˥pak˨
嘉惠	ka˥˥hui˧˧
嘉獎	ka˥˥tsioŋ˥˧
嘉義	ka˥˥gi˧˧
嘉賓	ka˥˥pin˥˥
嘉鱲	ka˥˥laʔ˦
嘐潲	hau˥˥siau˨˦
嘐潲話	hau˥˥siau˨˦ue˧˧
嘓魚	kʰok˨hi˨˦
嘔	au˥˧
嘔心血	au˥˧sim˥˥hiat˨
嘔紅	au˥˧hoŋ˨˦
嘔血	au˥˧hueʔ˨
嘔酸水	au˥˧sŋ˥˥tsui˥˧
嘖	tsʰeʔ˨
嘛	maʔ˨
嘛	ma˧˧
嘛仝款拋拋走	ma˧˧kaŋ˧˧kʰuan˥˧pʰa˥˥pʰa˥˥tsau˥˧
嘛嘛吼	ma˨˩ma˨˩hau˥˧
嘛是	ma˧˧si˧˧
嘛欲	ma˧˧beʔ˨
嘹	liau˨˦
嘹拍	liau˨˦pʰik˨
嘻嘻嘩嘩	hi˥˥hi˥˥hua˧˧hua˧˧
嘿	heʔ˨
噓	si˥˥
噓尿	si˥˥dzio˧˧
噗	pok˨
噗	pʰok˨
噗仔聲	pʰok˨a˥˧sĩã˥˥
噗薰	pok˨hun˥˥
噤喙	kʰĩũ˧˧tsʰui˨˩
器	kʰi˨˩
器具	kʰi˨˩ku˧˧
器官	kʰi˨˩kuan˥˥
器材	kʰi˨˩tsai˨˦
器重	kʰi˨˩tioŋ˧˧
噪人耳	tsʰo˨˩laŋ˨˦hĩ˧˧
噪耳	tsʰo˨˩hĩ˧˧
噪音	tsʰo˨˩im˥˥
噭噭叫	kiau˨˩kiau˨˩kio˨˩
噯	aih˨
噯仔	ai˨˩a˥˧
噴	pʰun˨˩
噴墨	pʰun˨˩bak˦
噴射	pʰun˨˩sia˧˧
噴射機	pʰun˨˩sia˧˧ki˥˥
噴水池	pʰun˨˩tsui˥˧ti˨˦
噴漆	pʰun˨˩tsʰat˨
噴點	pʰun˨˩tiam˥˧
噷噷	hmʔ˨hmʔ˨
噸	toŋ˨˩
嚇	heʔ˨
嚇	hã˥˧
嚇嚇叫	heʔ˨heʔ˨kio˨˩
嚇驚	heʔ˨kĩã˥˥
嚓	tsʰiak˦
嚓嚓趒	tsʰiak˦tsʰiak˦tio˨˦
嚙	ge˨˩
嚨喉	na˨˦au˨˦
嚨喉空	na˨˦au˨˦kʰaŋ˥˥
嚨喉管	na˨˦au˨˦kńg1
嚨喉蒂仔	na˨˦au˨˦ti˨˩a˥˧
嚴	giam˨˦
嚴官府出厚賊	giam˨˦kũã˥˥hu˥˧tsʰut˨kau˧˧tsʰat˦
嚴密	giam˨˦bit˦
嚴峻	giam˨˦tsun˨˩
嚴格	giam˨˦keʔ˨
嚴爸母出阿里不達	giam˨˦pe˧˧bu˥˧tsʰut˨a˥˥li˥˧put˨tat˦
嚴肅	giam˨˦siok˨
嚴謹	giam˨˦kin˥˧
嚴重	giam˨˦tioŋ˧˧
嚷	dziaŋ˥˧
嚾	uaŋ˥˥
囂俳	hiau˥˥pai˥˥
囉	lo˧˧
囉	lɔʔ˨
囉嗦	lo˥˥so˥˥
囊	loŋ˥˥
囊	loŋ˨˦
囚	siu˨˦
囚犯	siu˨˦huan˧˧
囚禁	siu˨˦kim˨˩
四	si˨˩
四	su˨˩
四个人	si˨˩e˨˦laŋ˨˦
四伨	si˨˩tʰin˧˧
四句聯	si˨˩ku˨˩lian˨˦
四城	si˨˩sĩã˨˦
四壯	si˨˩tsaŋ˨˩
四季	su˨˩kui˨˩
四少年	si˨˩siau˨˩lian˨˦
四常	su˨˩sioŋ˨˦
四序	su˨˩si˧˧
四散	si˨˩sũã˨˩
四方	si˨˩hŋ˥˥
四方	su˨˩hoŋ˥˥
四書五經	su˨˩su˥˥ŋɔ˥˧kiŋ˥˥
四正	si˨˩tsĩã˨˩
四毋著	si˨˩m˥˥tioʔ˨
四海	su˨˩hai˥˧
四淋垂	si˨˩lam˨˦sui˨˦
四爿	si˨˩piŋ˨˦
四片仔	si˨˩pʰĩ˨˩a˥˧
四物仔	su˨˩but˦a˥˧
四物仔雞	su˨˩but˦a˥˧ke˥˥
四界	si˨˩ke˨˩
四界走	si˨˩ke˨˩tsau˥˧
四界趖	si˨˩ke˨˩so˨˦
四破	si˨˩pʰua˨˩
四神湯	su˨˩sin˨˦tʰŋ˥˥
四秀仔	si˨˩siu˨˩a˥˧
四箍圍仔	si˨˩kʰɔ˥˥ui˨˦a˥˧
四箍輾轉	si˨˩kʰɔ˥˥lian˨˩tńg1
四維國小	su˨˩ui˨˦kok˨sio˥˧
四肢	su˨˩ki˥˥
四肢無力	su˨˩ki˥˥bo˨˦lat˦
四腳亭	si˨˩kʰa˥˥tiŋ˨˦
四色牌	su˨˩sik˨pai˨˦
四跤仔	si˨˩kʰa˥˥a˥˧
四跤仔泅	si˨˩kʰa˥˥a˥˧siu˨˦
四跤杜定	si˨˩kʰa˥˥tɔ˧˧tiŋ˧˧
四輪	si˨˩lian˥˧
四通八達	su˨˩tʰoŋ˥˥pat˨tat˦
四邊	si˨˩pĩ˥˥
四邊恬靜	si˨˩pĩ˥˥tiam˧˧tsiŋ˧˧
四配	su˨˩pʰue˨˩
四面	si˨˩bin˧˧
囝	kĩã˥˧
囝兒	kĩã˥˧dzi˨˦
囝婿	kĩã˥˧sai˨˩
囝婿是半子	kĩã˥˧sai˨˩si˧˧puan˨˩tsu˥˧
囝孫	kĩã˥˧sun˥˥
囝疼爸母樹尾風	kĩã˥˧tʰĩã˨˩pe˧˧bu˥˧tsʰiu˧˧bue˥˧hoŋ˥˥
回	hue˨˦
回升	hue˨˦siŋ˥˥
回國	hue˨˦kok˨
回報	hue˨˦po˨˩
回心轉意	hue˨˦sim˥˥tsuan˥˧i˨˩
回想	hue˨˦sioŋ˥˧
回憶	hue˨˦ik˨
回應	hue˨˦iŋ˨˩
回批	hue˨˦pʰue˥˥
回收	hue˨˦siu˥˥
回教	hue˨˦kau˨˩
回歸	hue˨˦kui˥˥
回流	hue˨˦liu˨˦
回程	hue˨˦tiŋ˨˦
回答	hue˨˦tap˨
回覆	hue˨˦hok˨
回郵	hue˨˦iu˨˦
回響	hue˨˦hioŋ˥˧
回頭	hue˨˦tʰau˨˦
回顧	hue˨˦kɔ˨˩
回饋	hue˨˦kui˧˧
回魂	hue˨˦hun˨˦
囟	sin˨˩
因	in˥˥
因應	in˥˥iŋ˨˩
因果	in˥˥ko˥˧
因此	in˥˥tsʰu˥˧
因為	in˥˥ui˧˧
因端	in˥˥tũã˥˥
因素	in˥˥sɔ˨˩
因緣	in˥˥ian˨˦
囡仔	gin˥˧a˥˧
囡仔人	gin˥˧a˥˧laŋ˨˦
囡仔人嘛看有	gin˥˧a˥˧laŋ˨˦ma˧˧kʰũã˨˩u˧˧
囡仔人尻川三斗火	gin˥˧a˥˧laŋ˨˦kʰa˥˥tsʰŋ˥˥sã˥˥tau˥˧hue˥˧
囡仔人有耳無喙	gin˥˧a˥˧laŋ˨˦u˧˧hĩ˧˧bo˨˦tsʰui˨˩
囡仔人毋通傷手銃	gin˥˧a˥˧laŋ˨˦m˥˥tʰaŋ˥˥sĩũ˥˥tsʰiu˥˧tsʰiŋ˨˩
囡仔人毋通坐戶橂	gin˥˧a˥˧laŋ˨˦m˥˥tʰaŋ˥˥tse˧˧hɔ˧˧tiŋ˧˧
囡仔人食飯袂使歹款	gin˥˧a˥˧laŋ˨˦tsiaʔ˦pŋ˥˥be˧˧sai˥˧pʰãĩ˥˧kʰuan˥˧
囡仔人騎車愛小心	gin˥˧a˥˧laŋ˨˦kʰia˨˦tsʰia˥˥ai˨˩sio˥˧sim˥˥
囡仔伴	gin˥˧a˥˧pʰũã˧˧
囡仔兄	gin˥˧a˥˧hĩã˥˥
囡仔囝	gin˥˧a˥˧kĩã˥˧
囡仔嬰	gin˥˧a˥˧ẽ˥˥
囡仔就大聲吼	gin˥˧a˥˧to˧˧tua˧˧sĩã˥˥hau˥˧
囡仔工	gin˥˧a˥˧kaŋ˥˥
囡仔性	gin˥˧a˥˧siŋ˨˩
囡仔愛過年	gin˥˧a˥˧ai˨˩kue˨˩ni˨˦
囡仔放的屎水水	gin˥˧a˥˧paŋ˨˩e˨˦sai˥˧tsui˥˧tsui˥˧
囡仔會大	gin˥˧a˥˧e˧˧tua˧˧
囡仔栽	gin˥˧a˥˧tsai˥˥
囡仔款	gin˥˧a˥˧kʰuan˥˧
囡仔歌	gin˥˧a˥˧kua˥˥
囡仔猶閣細漢	gin˥˧a˥˧iau˥˧koʔ˨se˨˩han˨˩
囡仔王	gin˥˧a˥˧oŋ˨˦
囡仔生日食拍	gin˥˧a˥˧sẽ˥˥dzit˦tsiaʔ˦pʰaʔ˨
囡仔當咧拍干樂	gin˥˧a˥˧tŋ˥˥teʔ˨pʰaʔ˨kan˥˥lok˨
囡仔疕	gin˥˧a˥˧pʰi˥˧
囡仔若大漢	gin˥˧a˥˧na˧˧tua˧˧han˨˩
囡仔離跤手以後你就輕鬆矣	gin˥˧a˥˧li˧˧kʰa˥˥tsʰiu˥˧i˥˧au˧˧li˥˧to˧˧kʰin˥˥saŋ˥˥aʔ˨
囡仔頭王	gin˥˧a˥˧tʰau˨˦oŋ˨˦
囡仔食甲飫	gin˥˧a˥˧tsiaʔ˦kaʔ˨ui˨˩
囤	tun˥˧
囤貨	tun˥˧hue˨˩
囥	khǹg1
囥步	khǹg1pɔ˧˧
囥歲	khǹg1hue˨˩
囥話	khǹg1ue˧˧
囫	hut˨
囮	bue˨˦
困境	kʰun˨˩kiŋ˥˧
困擾	kʰun˨˩dziau˥˧
困苦	kʰun˨˩kʰɔ˥˧
困難	kʰun˨˩lan˨˦
囷	kʰun˨˦
固執	kɔ˨˩tsip˨
固定	kɔ˨˩tiŋ˧˧
固然	kɔ˨˩dzian˨˦
圇	lun˥˥
圇痀	lun˥˥ku˥˥
圈	kʰian˥˥
圈仔	kʰian˥˥a˥˧
圈套	kʰuan˥˥tʰo˨˩
國	kok˨
國中	kok˨tioŋ˥˥
國內	kok˨lai˧˧
國內外	kok˨lai˧˧gua˧˧
國土	kok˨tʰɔ˥˧
國外	kok˨gua˧˧
國姓爺	kok˨siŋ˨˩ia˨˦
國宅	kok˨tʰeʔ˦
國安局	kok˨an˥˥kiok˨
國安會	kok˨an˥˥hue˧˧
國家	kok˨ka˥˥
國寶	kok˨po˥˧
國小	kok˨sio˥˧
國府	kok˨hu˥˧
國度	kok˨tɔ˧˧
國庫	kok˨kʰɔ˨˩
國情	kok˨tsiŋ˨˦
國手	kok˨tsʰiu˥˧
國文	kok˨bun˨˦
國旗	kok˨ki˨˦
國會	kok˨hue˧˧
國有	kok˨iu˥˧
國校	kok˨hau˧˧
國歌	kok˨kua˥˥
國民	kok˨bin˨˦
國法	kok˨huat˨
國營	kok˨iŋ˨˦
國父	kok˨hu˧˧
國父紀念館	kok˨hu˧˧ki˨˩liam˧˧kuan˥˧
國片	kok˨pʰĩ˨˩
國王	kok˨oŋ˨˦
國產	kok˨san˥˧
國產車	kok˨san˥˧tsʰia˥˥
國界	kok˨kai˨˩
國發會	kok˨huat˨hue˧˧
國科會	kok˨kʰo˥˥hue˧˧
國稅局	kok˨sue˨˩kiok˨
國立	kok˨lip˦
國籍	kok˨tsik˦
國語	kok˨gi˥˧
國賠	kok˨pue˨˦
國軍	kok˨kun˥˥
國道	kok˨to˧˧
國防	kok˨hoŋ˨˦
國際	kok˨tse˨˩
圍	ui˨˦
圍堵	ui˨˦tɔ˥˧
圍巾	ui˨˦kin˥˥
圍捕	ui˨˦pɔ˥˧
圍棋	ui˨˦ki˨˦
圍標	ui˨˦pio˥˥
圍爐	ui˨˦lɔ˨˦
圍牆	ui˨˦tsʰĩũ˨˦
圍觀	ui˨˦kuan˥˥
圍軀裙	ui˨˦su˥˥kun˨˦
園	hŋ˥˥
園區	hŋ˥˥kʰu˥˥
園地	uan˨˦te˧˧
園藝	uan˨˦ge˧˧
園遊會	uan˨˦iu˨˦hue˧˧
圓	ĩ˨˦
圓人會扁	ĩ˨˦laŋ˨˦e˧˧pĩ˥˧
圓仔	ĩ˨˦a˥˧
圓仔湯	ĩ˨˦a˥˧tʰŋ˥˥
圓仔粞	ĩ˨˦a˥˧tsʰe˨˩
圓仔花	ĩ˨˦a˥˧hue˥˥
圓仔花䆀毋知	ĩ˨˦a˥˧hue˥˥bai˥˧m˥˥tsai˥˥
圓圓	ĩ˨˦ĩ˨˦
圓山	ĩ˨˦sũã˥˥a˥˧
圓形	ĩ˨˦hiŋ˨˦
圓栱門	uan˨˦koŋ˥˥mŋ˥˥
圓棍棍	ĩ˨˦kun˨˩kun˨˩
圓滿	uan˨˦buan˥˧
圓環	ĩ˨˦kʰuan˨˦
圓箍仔	ĩ˨˦kʰɔ˥˥a˥˧
圓輾輾	ĩ˨˦lian˨˩lian˨˩
圖	tɔ˨˦
圖像	tɔ˨˦sioŋ˧˧
圖形	tɔ˨˦hiŋ˨˦
圖書	tɔ˨˦su˥˥
圖書館	tɔ˨˦su˥˥kuan˥˧
圖案	tɔ˨˦an˨˩
圖樣	tɔ˨˦ĩũ˧˧
圖片	tɔ˨˦pʰĩ˨˩
圖示	tɔ˨˦si˧˧
圖表	tɔ˨˦pio˥˧
圖騰	tɔ˨˦tʰiŋ˨˦
團	tʰuan˨˦
團員	tʰuan˨˦uan˨˦
團圓	tʰuan˨˦ĩ˨˦
團結	tʰuan˨˦kiat˨
團費	tʰuan˨˦hui˨˩
團長	tʰuan˨˦tĩũ˥˧
團隊	tʰuan˨˦tui˧˧
團體	tʰuan˨˦tʰe˥˧
土	tʰɔ˥˧
土人	tʰɔ˥˧laŋ˨˦
土人講土話	tʰɔ˥˧laŋ˨˦koŋ˥˧tʰɔ˥˧ue˧˧
土公仔	tʰɔ˥˧koŋ˥˥a˥˧
土公仔性	tʰɔ˥˧koŋ˥˥a˥˧siŋ˨˩
土包仔	tʰɔ˥˧pau˥˥a˥˧
土匪	tʰɔ˥˧hui˥˧
土匪仔	tʰɔ˥˧hui˥˧a˥˧
土地	tʰɔ˥˧te˧˧
土地公	tʰɔ˥˧ti˧˧koŋ˥˥
土城	tʰɔ˨˦sĩã˨˦
土師	tʰɔ˥˧sai˥˥
土性	tʰɔ˥˧siŋ˨˩
土想	tʰɔ˥˧sĩũ˧˧
土想嘛知	tʰɔ˥˧sĩũ˧˧ma˧˧tsai˥˥
土星	tʰɔ˥˧tsʰẽ˥˥
土木	tʰɔ˥˧bok˨
土檨仔	tʰɔ˥˧sũãĩ˧˧a˥˧
土產	tʰɔ˥˧san˥˧
土直	tʰɔ˥˧tit˦
土符仔	tʰɔ˥˧hu˨˦a˥˧
土菝仔	tʰɔ˥˧puat˦a˥˧
土話	tʰɔ˥˧ue˧˧
土雞仔	tʰɔ˥˧ke˥˥a˥˧
土風舞	tʰɔ˥˧hoŋ˥˥bu˥˧
在	tsai˧˧
在世	tsai˧˧se˨˩
在人	tsai˧˧laŋ˨˦
在來米	tsai˧˧lai˨˦bi˥˧
在地	tsai˧˧te˧˧
在地人	tsai˧˧te˧˧laŋ˨˦
在場	tsai˧˧tĩũ˨˦
在室女	tsai˧˧sik˨li˥˧
在室男	tsai˧˧sik˨lam˨˦
在室的	tsai˧˧sik˨e˨˦
在座	tsai˧˧tso˧˧
在欉的	tsai˧˧tsaŋ˨˦e˨˦
在欉黃	tsai˧˧tsaŋ˨˦ŋ˥˥
在生	tsai˧˧sẽ˥˥
在生一粒豆	tsai˧˧sẽ˥˥tsit˦liap˦tau˧˧
在職	tsai˧˧tsit˨
在膽	tsai˧˧tã˥˧
在野	tsai˧˧ia˥˧
在野黨	tsai˧˧ia˥˧toŋ˥˧
在額	tsai˧˧giaʔ˦
地	te˧˧
地下	te˧˧ha˧˧
地下室	te˧˧ha˧˧sik˨
地下母舅公	te˧˧e˧˧bu˥˧ku˧˧koŋ˥˥
地下道	te˧˧ha˧˧to˧˧
地下鐵	te˧˧ha˧˧tʰiʔ˨
地主	te˧˧tsu˥˧
地位	te˧˧ui˧˧
地價	te˧˧ke˨˩
地利	te˧˧li˧˧
地動	te˧˧taŋ˧˧
地區	te˧˧kʰu˥˥
地名	te˧˧mia˨˦
地圖	te˧˧tɔ˨˦
地址	te˧˧tsi˥˧
地基	te˧˧ki˥˥
地基主	te˧˧ki˥˥tsu˥˧
地層	te˧˧tsan˨˦
地帶	te˧˧tai˨˩
地形	te˧˧hiŋ˨˦
地支	te˧˧tsi˥˥
地方	te˧˧hŋ˥˥
地板	te˧˧pan˥˧
地標	te˧˧piau˥˥
地檢署	te˧˧kiam˥˧su˥˧
地步	te˧˧pɔ˧˧
地段	te˧˧tũã˧˧
地毯	te˧˧tʰan˥˧
地牛翻身	te˧˧gu˨˦huan˥˥sin˥˥
地獄	te˧˧gak˦
地球	te˧˧kiu˨˦
地理	te˧˧li˥˧
地理何在	te˧˧li˥˧ho˨˦tsai˧˧
地理師	te˧˧li˥˧su˥˥
地產	te˧˧san˥˧
地界	te˧˧kai˨˩
地皮	te˧˧pʰue˨˦
地盤	te˧˧pũã˨˦
地租	te˧˧tsɔ˥˥
地號名	te˧˧ho˧˧mia˨˦
地表	te˧˧piau˥˧
地質	te˧˧tsit˨
地陷	te˧˧ham˧˧
地雷	te˧˧lui˨˦
地面	te˧˧bin˧˧
地頭	te˧˧tʰau˨˦
地點	te˧˧tiam˥˧
圳	tsun˨˩
圳溝	tsun˨˩kau˥˥
坉	tʰun˧˧
坉塗	tʰun˧˧tʰɔ˨˦
坉平	tʰun˧˧pẽ˨˦
坉錢	tʰun˧˧tsĩ˨˦
坎	kʰam˥˧
坎仔	kʰam˥˧a˥˧
坎坎坷坷	kʰam˥˧kʰam˥˧kʰiat˦kʰiat˦
坎站	kʰam˥˧tsam˧˧
坐	tse˧˧
坐	tsʰe˧˧
坐予好	tse˧˧hɔ˧˧ho˥˧
坐予正	tse˧˧hɔ˧˧tsĩã˨˩
坐位	tse˧˧ui˧˧
坐向	tse˧˧hioŋ˨˩
坐底	tsʰe˧˧te˥˧
坐數	tsʰe˧˧siau˨˩
坐桌	tse˧˧toʔ˨
坐毋著	tsʰe˧˧m˥˥tioʔ˨
坐清	tse˧˧tsʰiŋ˥˥
坐監	tse˧˧kã˥˥
坐禪	tse˧˧sian˨˦
坐罪	tse˧˧tsue˧˧
坐金交椅	tse˧˧kim˥˥kau˥˥i˥˧
坑	kʰẽ˥˥
坑口	kʰẽ˥˥a˥˧kʰau˥˧
坑崁	kʰẽ˥˥kʰam˨˩
坑溝	kʰẽ˥˥kau˥˥
坦倒	tʰan˥˧to˥˧
坦徛	tʰan˥˧kʰia˧˧
坦敧	tʰan˥˧kʰi˥˥
坦敧身	tʰan˥˧kʰi˥˥sin˥˥
坦斜	tʰan˥˧tsʰuaʔ˦
坦橫	tʰan˥˧hũãĩ˨˦
坦橫生	tʰan˥˧hũãĩ˨˦sẽ˥˥
坦然	tʰan˥˧dzian˨˦
坦白	tʰan˥˧pik˦
坦直	tʰan˥˧tit˦
坦笑	tʰan˥˧tsʰio˨˩
坦覆	tʰan˥˧pʰak˨
坩	kʰã˥˥
坩仔	kʰã˥˥a˥˧
坪	pẽ˨˦
坪數	pẽ˨˦sɔ˨˩
坯	pʰue˥˥
坱	iŋ˥˥
坱埃	iŋ˥˥ia˥˥
坵	kʰu˥˥
垂	sui˨˦
垂肩	sue˨˦kiŋ˥˥
垃儳	la˨˦sam˨˦
垃圾	laʔ˨sap˨
垃圾話	laʔ˨sap˨ue˧˧
垃圾鬼	laʔ˨sap˨kui˥˧
型式	hiŋ˨˦sik˨
型態	hiŋ˨˦tʰai˨˩
型錄	hiŋ˨˦lok˨
垺	pu˨˦
埋	bai˨˦
埋	tai˨˦
埋伏	bai˨˦hok˨
埋怨	bai˨˦uan˨˩
城	siŋ˨˦
城	sĩã˨˦
城堡	sĩã˨˦po˥˧
城市	sĩã˨˦tsʰi˧˧
城隍	siŋ˨˦hoŋ˨˦
城隍廟	siŋ˨˦hoŋ˨˦bio˧˧
埔	pɔ˥˥
埔姜	pɔ˥˥kĩũ˥˥
埔心	pɔ˥˥sim˥˥
埕	tĩã˨˦
埕斗	tĩã˨˦tau˥˧
埠	pɔ˥˥
埠頭	pɔ˥˥tʰau˨˦
埤	pi˥˥
執勤	tsip˨kʰin˨˦
執意	tsip˨i˨˩
執政	tsip˨tsiŋ˨˩
執政者攏加減有包袱仔	tsip˨tsiŋ˨˩tsia˥˧loŋ˥˧ke˥˥kiam˥˧u˧˧pau˥˥hok˨a˥˧
執業	tsip˨giap˦
執法	tsip˨huat˨
執照	tsip˨tsiau˨˩
執筆	tsip˨pit˨
執行	tsip˨hiŋ˨˦
培	pue˧˧
培墓	pue˧˧boŋ˧˧
培育	pue˨˦iok˨
培訓	pue˨˦hun˨˩
培養	pue˨˦ioŋ˥˧
基因	ki˥˥in˥˥
基地	ki˥˥te˧˧
基層	ki˥˥tsan˨˦
基本	ki˥˥pun˥˧
基準	ki˥˥tsun˥˧
基督	ki˥˥tok˨
基督教	ki˥˥tok˨kau˨˩
基礎	ki˥˥tsʰɔ˥˧
基金	ki˥˥kim˥˥
基隆	ke˥˥laŋ˨˦
堂	toŋ˨˦
堂	tŋ˥˥
堂堂	toŋ˨˦toŋ˨˦
堂的	toŋ˨˦e˨˦
堅	kian˥˥
堅乾	kian˥˥kũã˥˥
堅信	kian˥˥sin˨˩
堅凍	kian˥˥taŋ˨˩
堅固	kian˥˥kɔ˨˩
堅定	kian˥˥tiŋ˧˧
堅巴	kian˥˥pa˥˥
堅強	kian˥˥kioŋ˨˦
堅心	kian˥˥sim˥˥
堅持	kian˥˥tsʰi˨˦
堅決	kian˥˥kuat˨
堅疕	kian˥˥pʰi˥˧
堆	tui˥˥
堆積	tui˥˥tsik˨
堆肥	tui˥˥pui˨˦
堪	kʰam˥˥
報	po˨˩
報人一斗	po˨˩laŋ˨˦tsit˦tau˥˧
報仇	po˨˩siu˨˦
報價	po˨˩ke˨˩
報冤	po˨˩uan˥˥
報刊	po˨˩kʰan˥˥
報到	po˨˩to˨˩
報名	po˨˩mia˨˦
報告	po˨˩ko˨˩
報導	po˨˩to˧˧
報復	po˨˩hok˨
報恩	po˨˩un˥˥
報戶口	po˨˩hɔ˧˧kʰau˥˧
報數	po˨˩siau˨˩
報案	po˨˩an˨˩
報業	po˨˩giap˦
報社	po˨˩sia˧˧
報稅	po˨˩sue˨˩
報答	po˨˩tap˨
報紙	po˨˩tsua˥˧
報考	po˨˩kʰo˥˧
報表	po˨˩pio˥˧
報警	po˨˩kiŋ˥˧
報酬	po˨˩siu˨˦
報銷	po˨˩siau˥˥
報頭	po˨˩tʰau˨˦
報馬仔	po˨˩be˥˧a˥˧
報鳥鼠仔冤	po˨˩niau˥˧tsʰi˥˧a˥˧uan˥˥
場	tĩũ˨˦
場合	tĩũ˨˦hap˦
場地	tĩũ˨˦te˧˧
場所	tĩũ˨˦sɔ˥˧
場面	tĩũ˨˦bin˧˧
堵	tɔ˥˧
塊	te˨˩
塌	lap˨
塌	tʰap˨
塌底	lap˨te˥˧
塌本	tʰap˨pun˥˧
塌空	tʰap˨kʰaŋ˥˥
塌縫	tʰap˨pʰaŋ˧˧
塌落	lap˨loʔ˨
塌跤	tʰap˨kʰa˥˥
塌錢	tʰap˨tsĩ˨˦
塑膠	sok˨ka˥˥
塑膠桶	sok˨ka˥˥tʰaŋ˥˧
塑膠橐仔	sok˨ka˥˥lok˨a˥˧
塑膠袋仔	sok˨ka˥˥te˧˧a˥˧
塑身	sok˨sin˥˥
塑造	sok˨tso˧˧
塔	tʰaʔ˨
塗	tʰɔ˨˦
塗嘛會澹	tʰɔ˨˦ma˧˧e˧˧tam˨˦
塗墼	tʰɔ˨˦kat˨
塗墼厝	tʰɔ˨˦kat˨tsʰu˨˩
塗尪仔	tʰɔ˨˦aŋ˥˥a˥˧
塗州	tʰɔ˨˦tsiu˥˥
塗捀	tʰɔ˨˦pʰaŋ˨˦
塗水	tʰɔ˨˦tsui˥˧
塗水師	tʰɔ˨˦tsui˥˧sai˥˥
塗沙	tʰɔ˨˦sua˥˥
塗沙粉	tʰɔ˨˦sua˥˥hun˥˧
塗炭	tʰɔ˨˦tʰũã˨˩
塗牛翻身	tʰɔ˨˦gu˨˦huan˥˥sin˥˥
塗石流	tʰɔ˨˦tsioʔ˨lau˨˦
塗礱	tʰɔ˨˦laŋ˨˦
塗窯	tʰɔ˨˦io˨˦
塗粉	tʰɔ˨˦hun˥˧
塗糜	tʰɔ˨˦mue˨˦
塗肉	tʰɔ˨˦baʔ˨
塗色	tʰɔ˨˦sik˨
塗虱	tʰɔ˨˦sat˨
塗豆	tʰɔ˨˦tau˧˧
塗豆仁	tʰɔ˨˦tau˧˧dzin˨˦
塗豆油	tʰɔ˨˦tau˧˧iu˨˦
塗豆糖	tʰɔ˨˦tau˧˧tʰŋ˥˥
塗豆麩	tʰɔ˨˦tau˧˧hu˥˥
塗質	tʰɔ˨˦tsit˨
塗跤	tʰɔ˨˦kʰa˥˥
塗跤一半擺仔無拭	tʰɔ˨˦kʰa˥˥tsit˦pũã˨˩pai˥˧a˥˧bo˨˦tsʰit˨
塗魠	tʰɔ˨˦tʰoʔ˨
塗龍	tʰɔ˨˦lioŋ˨˦
塚	tʰioŋ˥˧
塚仔埔	tʰioŋ˥˧a˥˧pɔ˥˥
塚山	tʰioŋ˥˧sũã˥˥
塞	sat˨
塞鼻	sat˨pʰĩ˧˧
填	tʰiam˧˧
填本	tʰiam˧˧pun˥˧
填海	tʰiam˧˧hai˥˧
塭	un˨˩
塭仔	un˨˩a˥˧
境	kiŋ˥˧
境內	kiŋ˥˧lai˧˧
境地	kiŋ˥˧te˧˧
境界	kiŋ˥˧kai˨˩
墊	tiam˧˧
墓	boŋ˧˧
墓仔埔	boŋ˧˧a˥˧pɔ˥˥
墓地	boŋ˧˧te˧˧
墓埕	boŋ˧˧tĩã˨˦
墓壙	boŋ˧˧kʰoŋ˨˩
墓牌	boŋ˧˧pai˨˦
墓紙	boŋ˧˧tsua˥˧
墓龜	boŋ˧˧ku˥˥
墘	kĩ˨˦
墜	tui˧˧
墜仔	tui˧˧a˥˧
墜繩	tui˧˧tsin˨˦
墜腸	tui˧˧tioŋ˨˦
墜落	tui˧˧loʔ˨
墜跤氣	tui˧˧kʰa˥˥kʰi˨˩
增加	tsiŋ˥˥ka˥˥
增添	tsiŋ˥˥tʰiam˥˥
增生	tsiŋ˥˥siŋ˥˥
增資	tsiŋ˥˥tsu˥˥
