5	t
кокпит	kokbit
кола	kôla
кола	kôːla
кола	kɔla
колаборација	kolaborǎːtsija
колаж	kǒlaːʒ
колач	kǒlaːtʃ
колајна	kǒlaːjna
колебати	kolěbati
колебљив	kolěbʎiʋ
колебљиво	kolěbʎiʋo
колевка	kǒleːʋka
колега	kolěːga
колегијалан	kôlegijaːlan
колектив	kôlektiːʋ
колективан	kôlektiːʋan
колективизам	kolektiʋǐzam
колективизација	kolektiʋizǎːtsija
колективно	kôlektiːʋno
колектор	kǒlektor
колекција	kolěktsija
колекција	kɔlektsija
колено	kǒleno
колера	kǒlera
колеџ	kǒledʒ
колиба	kǒliba
колибри	kolǐbri
колибрић	kǒlibritɕ
колико	kolǐko
колико	kˈoliːko
колица	kolǐːtsa
количина	kolitʃǐna
количник	kǒlitʃniːk
колијевка	kǒljeːʋka
коло	kôlo
колодвор	kôlodʋoːr
колоквијални	kôlokʋijaːlniː
колоквијално	kôlokʋijaːlno
колона	kolǒːna
колонизатор	kolonǐzaːtor
колонизација	kolonizǎːtsija
колонист	kolǒnist
колонија	kǒloːnija
колонијалан	kôlonijaːlan
колонијализам	kolonijalǐzam
колосалан	kôlosaːlan
колосално	kôlosaːlno
колосек	kôloseːk
колосијек	kôlosijeːk
колотур	kôlotuːr
колумбија	kolǔmbija
колумбијац	kolumbǐːjats
колумбијски	kolǔmbiːjskiː
колут	kôluːt
колхоз	kǒlxoz
ком	kôm
ком	kǒm
кома	kôma
комад	kǒmaːd
комадати	komǎdati
комадић	komǎditɕ
команда	komandɑ
команда	kǒmaːnda
командант	komǎndant
комарац	kɔmaːrats
комасација	komasǎːtsija
комбајн	kǒmbajn
комбинатор	kombǐnaːtor
комбинација	kombinǎːtsija
коме	kǒme
комедија	kǒmeːdija
комеморација	komemorǎːtsija
коментатор	koměntaːtor
коментирати	komentǐːrati
комерцијалан	kômertsijaːlan
комерцијално	kômertsijaːlno
комесар	koměsaːr
комета	koměːta
комешати	koměʃati
коминтерна	komintěrna
комирати	komǐːrati
комисија	komǐsija
комитет	komiteːt
комитет	komǐteːt
комичан	kǒmitʃan
комичар	kǒmitʃaːr
комичарка	kǒmitʃaːrka
комичност	kǒmitʃnoːst
комода	komǒːda
комодитет	komodǐteːt
комора	koˈmɔra
комора	kǒmora
коморач	komǒraːtʃ
комотан	kômoːtan
компактан	kǒmpaktan
компанија	kompania
компаратив	kômparatiːʋ
компарација	komparǎːtsija
компартија	kompǎrtija
компас	kǒmpas
компатибилност	kompatibǐːlnoːst
компањон	kompǎɲoːn
компензација	kompenzǎːtsija
компетентан	kompetěntan
компетентно	kompetěntno
компетенција	kompetěntsija
компилација	kompilǎːtsija
комплекс	kǒmpleks
комплексан	kǒmpleksan
комплексност	kǒmpleksnoːst
комплементаран	kômplementaːran
комплет	kǒmplet
комплетан	kǒmpletan
комплетно	kǒmpletno
компликација	komplikǎːtsija
композитор	kompositor
композитор	kompǒziːtor
композиторица	kompǒziːtoritsa
композиција	kompozǐːtsija
компонента	komponento
компонента	kompǒnenta
компресија	komprěsija
компресор	kǒmpresor
компромис	komprǒmis
компромисан	komprǒmisan
компромисно	komprǒmisno
компулзија	kompǔːlzija
компјутер	kompjǔter
компјутер	kompjˈuter
компјутор	kompjǔtor
кому	kǒmu
комуникативан	kômunikatiːʋan
комуникативно	kômunikatiːʋno
комуникација	komunikatsia
комуникација	komunikǎːtsija
комуницирати	komunitsǐːrati
комфор	kǒmfoːr
комфоран	kômfoːran
комфорно	kômfoːrno
комшилук	komʃǐluk
комшија	kǒmʃija
конак	kǒnak
конац	koˈnats
конац	kǒnats
коначан	kǒnatʃan
коначно	kǒnatʃno
конвексан	konʋěksan
конвент	kǒnʋent
конвенционалан	kônʋentsionaːlan
конвенционално	kônʋentsionaːlno
конвенција	konʋěntsija
конверзација	konʋerzǎːtsija
конверзацијски	konʋerzǎːtsiːjski
конверзацијски	konʋerzǎːtsiːjskiː
конвертибилан	kônʋertibiːlan
конвој	kǒnʋoj
конгенијалан	kôngenijaːlan
конгенијално	kôngenijaːlno
конго	kôngo
конгрегационализам	kongregatsionalǐzam
конгрегација	kongregǎːtsija
конгрес	kǒngres
конгресмен	kǒngresmen
конгресни	kǒngresniː
конгруентан	kongruěntan
кондензатор	konděnzaːtor
кондензација	kondenzǎːtsija
кондиционал	konditsiǒnaːl
кондиција	konditsia
кондиција	kǒndiːtsija
кондом	kǒndoːm
кондуктер	kondǔkteːr
кондукција	kondǔktsija
кондура	kǒndura
конзервативан	kônzerʋatiːʋan
конзервативно	kônzerʋatiːʋno
конзул	kôːnzul
конзумација	konzumǎːtsija
коничан	kǒnitʃan
конкаван	kônkaːʋan
конкавно	kônkaːʋno
конкордат	konkǒrdaːt
конкретан	kǒnkretan
конкретно	kǒnkretno
конкубина	konkubǐːna
конкурент	konkǔrent
коноба	kǒnoba
конобарица	konobǎritsa
коноп	kǒnop
конопац	kǒnopats
конопља	kǒnopʎa
конопљарка	kǒnopʎaːrka
конотација	konotǎːtsija
консекутиван	kônsekutiːʋan
консекутивно	kônsekutiːʋno
консензус	konsěnzus
консонант	konsǒnant
конспиративан	kônspiratiːʋan
конспирација	konspirǎːtsija
константа	konstǎnta
константан	konstǎntan
константно	konstǎntno
констелација	konstelǎːtsija
конститутиван	kônstitutiːʋan
конституција	konstitǔːtsija
конструирати	konstruǐːrati
конструисали	konstruːsisˈali
конструктиван	kônstruktiːʋan
конструктивизам	konstruktiʋǐzam
конструктивно	kônstruktiːʋno
конструктивност	konstruktǐːʋnoːst
конструкција	konstrǔktsija
контакт	kǒntakt
контактирати	kontaktǐːrati
контаминација	kontaminǎːtsija
контати	kǒntati
контекст	kǒntekst
контемплативан	kôntemplatiːʋan
контемплација	kontemplǎːtsija
контејнер	kontějner
континент	kontǐnent
континенталан	kôntinentaːlan
континуиран	kontinǔiːran
континуирано	kontinǔiːrano
континуитет	kontinuǐteːt
конто	kônto
контра	kôntra
контрадикција	kontradǐktsija
контракција	kontrǎktsija
контрареволуција	kontrareʋolǔːtsija
контраст	kǒntrast
контрастиван	kôntrastiːʋan
контрацепција	kontratsěptsija
контроверзан	kontroʋěrzan
контроверзија	kontroʋěrzija
контроверзно	kontroʋěrzno
контрола	kontrǒːla
контролу	kontroːlˈu
контузија	kǒntuːzija
контура	kontuːra
контура	kontǔːra
конфедерација	konfederǎːtsija
конференција	konferěntsija
конфесија	konfěsija
конфигурација	konfigurǎːtsija
конфирмација	konfirmǎːtsija
конфискација	konfiskǎːtsija
конформизам	konformǐzam
конфузија	kǒnfuːzija
конфуцијанизам	konfutsijanǐzam
концентрат	kontsěntraːt
концентрација	kontsentrǎːtsija
концентричан	kontsěntritʃan
концептуалан	kôntseptuaːlan
концепција	kontsěptsija
концерн	kǒntsern
концерт	kǒntsert
концесија	kontsěsija
концизан	kôntsiːzan
концизност	kontsǐːznoːst
коншпирација	konʃpirǎːtsija
конјугација	konjugǎːtsija
кооперативан	kôoperatiːʋan
кооперација	kooperǎːtsija
координација	koordinǎːtsija
копар	kôpar
копати	kǒpati
копати	kɔpati
копач	kǒpaːtʃ
копачица	kopǎtʃitsa
копенхаген	kopenxǎːgen
копиле	kôpile
копито	kǒpito
копија	kôːpija
копнени	kôpneniː
копно	kôpno
копрена	kǒprena
коприва	kǒpriʋa
копт	kôpt
коптски	kôptskiː
копулација	kopulǎːtsija
копча	kôptʃa
копча	kɔptʃa
копљаник	kǒpʎaniːk
копље	kôpʎe
кора	kôra
корак	kôraːk
корак	kɔrak
корацати	korǎtsati
корачати	korǎtʃati
кораљ	kǒraːʎ
кораљни	kǒraːʎniː
корбач	kǒrbaːtʃ
коректан	kǒrektan
коректно	kǒrektno
корелативан	kôrelatiːʋan
корелација	korelǎːtsija
корен	kôreːn
корен	kɔren
коренит	korěnit
коренито	korěnito
кореограф	koreǒgraf
кореја	korěːja
корејац	korěːjats
корејски	kǒreːjskiː
корзика	kǒrzika
корисника	kɔrisnika
корисно	kôrisno
корисност	kôriːsnoːst
корист	kôriːst
корист	kǒrist
корист	kɔrist
користан	kôriːstan
користити	koˈriːstiti
користити	kǒristiti
користица	kǒristitsa
корити	kǒriti
корице	kôritse
кориштење	kǒriʃteːɲe
коријен	kôrjeːn
кормило	kǒrmilo
корнер	kôrner
корнфлекс	kôːrnfleks
коров	kǒːroʋ
корозија	kǒroːzija
коромач	korǒmaːtʃ
корота	kǒrota
корпоративан	kôrporatiːʋan
корпорација	korporǎːtsija
корпу	kɔrpu
корпулентан	korpulěntan
корпус	kǒrpus
корумпирани	korompirani
корупција	korǔptsija
корјенит	korjěnit
корјенито	korjěnito
корњача	kǒrɲatʃa
кос	koz
кос	kôːs
коса	kǒsa
коса	kˈosˈsˈɐ
косидба	kǒsidba
косина	kosǐna
косинус	kǒsinus
косити	kǒːsiti
коска	kôska
космонаут	kosmonǎut
коснути	kôsnuti
косово	ko˥˩ːstɔvo˥˩ː
косово	kôsoʋo
косовски	kôsoʋskiː
косовски	kôːsoʋski
косовски	kôːsoʋskiː
кост	kɔst
костарика	kostǎrika
костим	kǒstiːm
костимографски	kostimǒgrafski
костимографски	kostimǒgrafskiː
костобоља	kostǒboʎa
косторог	kôstorog
кострва	kǒstrʋa
кострена	kostrěna
кострет	kôstreːt
кострешити	kostrěːʃiti
кострењанин	kostrěːɲanin
кострика	kǒstrika
костриш	kǒstriːʃ
костријет	kôstrijeːt
костријешити	kostrijěːʃiti
кострница	kǒstrnitsa
кострушити	kostrǔːʃiti
костурница	kǒstuːrnitsa
котао	koto
котар	kôtaːr
котарац	kotǎːrats
котарски	kǒtarski
котарски	kǒtarskiː
котац	kǒtats
котач	kǒtaːtʃ
котачић	kotǎtʃitɕ
котва	kôtʋa
котерија	kotěrija
котизација	kotizǎːtsija
котирати	kotǐːrati
котити	kǒtiti
котлар	kǒtlaːr
котларница	kǒtlaːrnitsa
котленица	kotlěnitsa
котлет	kǒtleːt
котлина	kǒtlina
котловина	kotloʋǐna
котловница	kǒtloːʋnitsa
котлокрпа	kotlǒkrpa
котор	kôtor
которанин	kôtoranin
коториба	kotǒriba
которипски	kotǒriːpskiː
которски	kôtorskiː
котрљан	kotřʎan
котрљати	kotřʎati
котул	kôtul
котун	kǒtuːn
котур	kôtuːr
котурати	kotǔrati
котураш	kotǔraːʃ
котурашки	kotǔraːʃkiː
котурина	kotǔrina
котурнути	kotǔːrnuti
кофа	kwafa
кофа	kôfa
кофеин	kofěiːn
кофер	kǒfer
кохерентан	koxerěntan
кохерентно	koxerěntno
кохорта	kǒxoːrta
коцкар	kôtskaːr
коцкарница	kǒtskaːrnitsa
коцкаст	kôtskast
коцкати	kôtskati
кочити	kǒːtʃiti
кочија	kǒtʃija
кочијаш	kotʃǐjaːʃ
кочница	kôtʃnitsa
кошава	kǒʃaʋa
кошара	kǒʃara
кошарач	koʃǎraːtʃ
кошараштво	koʃarǎːʃtʋo
кошарица	kǒʃaritsa
кошарка	kǒʃaːrka
кошаркаш	koʃǎrkaːʃ
кошаркашица	koʃarkǎʃitsa
кошаркашки	koʃǎrkaːʃkiː
кошевина	kǒʃeʋina
кошенил	koʃěnil
кошкати	kôʃkati
кошмаран	kôʃmaːran
кошница	kôʃnitsa
коштан	kǒʃtan
коштати	kôʃtati
коштац	kǒʃtats
коштица	kǒʃtitsa
коштуница	koʃtunits̺a
коштуница	koʃtǔnitsa
коштуничаст	koʃtǔnitʃast
коштуњавац	koʃtǔɲaʋats
коштуњача	koʃtǔɲatʃa
кошута	kǒʃuta
кошуте	kǒʃute
кошутовина	kǒʃutoʋina
кошутски	kǒʃutskiː
кошуља	kǒʃuʎa
кошуљар	koʃǔʎaːr
кошуљица	kǒʃuʎitsa
кошчанин	kǒʃtʃanin
кошчат	kǒʃtʃat
кошчатост	kǒʃtʃatoːst
кошчица	kǒʃtʃitsa
кошчурина	koʃtʃǔrina
кошња	kǒʃɲa
кошћан	kǒʃtɕan
кошћела	kǒʃtɕela
која	koja
којешта	kojěʃta
који	koˈi
који	kǒjiː
којом	kojum
коју	oju
кољач	kǒʎaːtʃ
кољено	kǒʎeno
коњ	kôɲ
коњак	kôɲaːk
коњаник	kôɲaniːk
коњица	kôɲiːtsa
коњић	kǒɲiːtɕ
коњушар	koɲǔʃaːr
краба	krɐbˈa
крабуља	krǎbuʎa
крабуљача	krabǔʎatʃa
крабуљни	krǎbuːʎniː
крабљица	krâbʎitsa
крава	krava
крава	krâʋa
кравал	krǎʋaːl
краварица	krâʋaritsa
кравата	kɾavata
кравачац	kraʋǎːtʃats
кравити	krǎːʋiti
кравосас	krâʋosas
