!ਨਵੀਂ	nəviː
ਕਿਰਲੋਸਕਰ	kɪɾloːskəɾ
ਕਿਰਾਇਆ	kiːɾɑːjɑː
ਕਿਰਾਏ	kiːɾɑːe
ਕਿਰਾਰਡ	kiːɾɑːɾɪ̆ɖ
ਕਿਰੋਨ	kɪɾoːn
ਕਿਰੋੜੀ	kiːroːɖiː
ਕਿਲੋ	kiːloː
ਕਿਲੋਗ੍ਰਾਮ)	kiːloːgɾaːm
ਕਿਵੇ	kiːʋeː
ਕਿਵੇਂ	kiːʋeːn
ਕਿਵੇਂ?	kiːʋeːn
ਕਿਸ਼ਤ	kiʃt
ਕਿਸ਼ਤਾਂ	kiʃtɑ̃ː
ਕਿਸ਼ਤੀ	kiʃt̪i
ਕਿਸ਼ਨ	kiʃən
ਕਿਸ਼ਮਿਸ਼	kiʃmiʃ
ਕਿਸ਼ੋਰ	kiʃoːr
ਕਿਸ	kɪs
ਕਿਸਨੇ	kiːsne
ਕਿਸਮ	kiːsm
ਕਿਸਮਤ	kiːsmət
ਕਿਸਮਤਵਾਲਾ	kiːsmətwaːlə
ਕਿਸਮਾਂ	kiːsmɑ̃ː
ਕਿਸ਼ਤ	kiʃt̪
ਕਿਸ਼ੋਰ	kiːʃoːr
ਕਿਸਾਨ	kiːsɑːn
ਕਿਸਾਨਮਜ਼ਦੂਰ	kiːsɑːnmɑːɖuːr
ਕਿਸਾਨਾਂ	kiːsɑːnɑ̃
ਕਿਸਾਨੀ	kiːsaːniː
ਕਿਸੀ	kiːsiː
ਕਿਸੇ	kiːsɛ
ਕਿਹ	kɪh
ਕਿਹਾ	kɪ́ɦɑː
ਕਿਹਾ ਕਿ	kiːɑːkɪ
ਕਿਹਾ।	kiːɑː
ਕਿਹਾਕਿ	kiːɑːkɪ
ਕਿਹੋ	kiːo̯
ਕਿਹੜਾ	kiːɽɑː
ਕਿਹੜੀ	kiːɽiː
ਕਿਹੜੀਆਂ	kiːɽi̯ɑ̃ː
ਕਿਹੜੀਆਂਕਿਹੜੀਆਂ	kiːɽiːə̯kiːɽiːə̯
ਕਿਹੜੀਕਿਹੜੀ	kiːɽiːkiːɽiː
ਕਿਹੜੇ	kiːɽe
ਕਿਹੜੇਕਿਹੜੇ	kiːɽeːkiːɽeː
ਕਿ੍ਕਟਰ	krɪkt̪əɾ
ਕਿ੍ਰਕਟ	kirgʈ
ਕਿ੫ਕਟ	kiːkːʈ
ਕਿ੫ਕਟਰ	kiːkʈəɾ
ਕਿੰਗ	kɪŋː
ਕਿੰਗ'	kɪŋː
ਕਿੰਗਜ਼	kɪŋz
ਕਿੰਗਫਿਸ਼ਰ	kɪŋgfɪʃər
ਕਿੰਗਮੇਕਰ	kɪŋgmɛkər
ਕਿੰਗਸ	kɪŋgs
ਕਿੰਗਜ਼	kɪŋgz̪
ਕਿੰਝ	kɪ̃dʒ
ਕਿੰਨੀ	kɪ̃ːniː
ਕਿੰਨੀਆਂ	kɪnːiːə̯
ਕਿੰਨੇ	kɪnːe
ਕਿੱਕ	kɪkː
ਕਿੱਟ	kɪt̪ː
ਕਿੱਡ	kɪɗ
ਕਿੱਥੇ	kɪt̪ʰe
ਕਿੱਥੋ	kiːt̪oː
ਕਿੱਥੋਂ	kiːt̪oː
ਕਿੱਲਤ	kɪlːət̪
ਕਿੱਲੋ	kɪllo
ਕਿੱਲੋਗ੍ਰਾਮ	kiːlloːgɾaːm
ਕਿੱਲੋਗ੫ਾਮ	kiːlloːgaːm
ਕਿੱਲੋਮੀਟਰ	kiːlloːmiːt̪əɾ
ਕਿੱਸ	kiːs
ਕਿੱਸੇ	kiːsɛ
ਕੀ	kiː
ਕੀ?	kiː
ਕੀਆ'	kiːa
ਕੀਆ`	kiːa
ਕੀਕੀ	kiːkiː
ਕੀਜ	kiːdʒ
ਕੀਟਨ	kiːt̪n̪
ਕੀਤ	kiːt̪
ਕੀਤਾ	kiːt̪aː
ਕੀਤਾ)	kiːt̪ɑː
ਕੀਤਾ:	kiːt̪ɑː
ਕੀਤਾ?	kiːt̪aː
ਕੀਤਾ ਹੈ।	kiːt̪aːhai̯
ਕੀਤਾ।	kiːt̪aː
ਕੀਤਾ।'	kiːt̪aː
ਕੀਤਾ।ਇਸ	kiːt̪aːiːs̪
ਕੀਤਿਆਂ	kiːt̪jɑ̃ː
ਕੀਤੀ	kiːti
ਕੀਤੀ	kiːtiː
ਕੀਤੀ?	kiːti
ਕੀਤੀ।	kiːti
ਕੀਤੀ।'	kiːti
ਕੀਤੀਆਂ	kiːt̪iːə̃
ਕੀਤੀਆਂ।	kiːtiːã
ਕੀਤੇ	kiːte
ਕੀਤੇ।	kiːte
ਕੀਨ	kiːn
ਕੀਨੀਆ	kiːniːə
ਕੀਪਰ	kiːpər
ਕੀਪਿੰਗ	kiːpɪŋ
ਕੀਮਤ	kiːmət
ਕੀਮਤਾਂ	kiːmtaːn
ਕੀਮਤੀ	kiːmt̪i
ਕੀਮੋ	kiːmo
ਕੀਰਤਨ	kiːɾt̪ən
ਕੀਰਤੀ	kiːɾt̪iː
ਕੀਰਤੀਮਾਨ	kiːɾt̪iːmaːn
ਕੀਰੋਨ	kiːroːn
ਕੀਵੀ	kiːviː
ਕੁ	kʊ
ਕੁਆਰਟਰ	kuɑːɾt̪əɾ
ਕੁਆਲਟੀ	kwɑːl̪t̪iː
ਕੁਆਲਲੰਪੁਰ	kwɑːlləmpʊr
ਕੁਆਲਾਲੰਪੁਰ	kwɑːlɑːlæmpʊr
ਕੁਆਲਿਟੀ	kwɑːlɪtiː
ਕੁਆਲੀਫਾਇਰ	kwɑːliːfeɪɾ
ਕੁਆਲੀਫਾਇੰਗ	kwɑːliːfeɪŋ
ਕੁਆਲੀਫਾਈ	kwɑːliːfɑɪ
ਕੁਆਲੀਫਿਕੇਸ਼ਨ	kwɑːlɪfɪkɛʃən
ਕੁਇਕ	kwɪk
ਕੁਇੰਟਲ	kwɪntəl
ਕੁਕ	kʊk
ਕੁਚਲਣਾ	kʊtɕəlɳa
ਕੁਚਲੇ	kʊtʃlə
ਕੁਛ	kʊtʃ
ਕੁਝ	kuʐ
ਕੁਦਰਤੀ	kʊd̪ɾɪt̪ːi
ਕੁਨਾਲ	kʊnɑːl
ਕੁਨੈਕਟ	kʊnɛkt̪
ਕੁਨੈਕਟੀਵਿਟੀ	kʊnɛkt̪iːbɪtiː
ਕੁਨੈਕਸ਼ਨ	kʊnɛkɕən
ਕੁਮਾਰ	kuːmaːr
ਕੁਮਾਰ)	kuːmaːr
ਕੁਮਾਰ?	kʊmɑːr
ਕੁਮਾਰ।	kuːmaːr
ਕੁਮਾਰਸਵਾਮੀ	kuːmaːɾsʋaːmiː
ਕੁਮਾਰਸੁਆਮੀ	kumɑːɾsʋɑːmiː
ਕੁਮਾਰੀ	kʊmɑːɾi
ਕੁਮੈਂਟ	kumæ̃ːt̪
ਕੁਮੈਂਟਰੀ	kumæːnt̪ɾiː
ਕੁਰਕੀ	kʊɾkɪ
ਕੁਰਤਾ	kʊɾt̪ə
ਕੁਰਨ	kʊɾən
ਕੁਰਬਾਨ	kurbaːn
ਕੁਰਬਾਨੀ	kurbaːni
ਕੁਰਰਨ	kʊɾːən
ਕੁਰਵਾਈ	kʊɾʋaːi
ਕੁਰਸੀ	kʊɾsɪ
ਕੁਰਸੀਆਂ	kʊɾsiːəɳ
ਕੁਰੀਤੀਆਂ	kuːɾiːt̪iːə̯
ਕੁਰੂਕਸ਼ੇਤਰ	kʊɾuːkʃeːt̪əɾ
ਕੁਰੈਸ਼ੀ	kʊɾeːʃiː
ਕੁਲ	kʊl
ਕੁਲਕਰਣੀ	kʊlkəɾɳiː
ਕੁਲਕਰਨੀ	kʊlkəɾniː
ਕੁਲਗਾਮ	kʊlgaːm
ਕੁਲਜੀਤ	kʊldʒiːt̪
ਕੁਲਦੀਪ	kʊld̪iːp
ਕੁਲਬੀਰ	kʊlbiːr
ਕੁਲਵਿੰਦਰ	kʊlwɪnd̪ər
ਕੁਲਵੰਤ	kʊlʋənt
ਕੁਲਹਾਰੀ	kʊləɦaːɾiː
ਕੁਲਾਰ	kuːlɑːr
ਕੁਲੈਕਟ	kʊlɛkt
ਕੁਲੈਕਸ਼ਨ	kʊlɛkʃən
ਕੁਲੈਕਸ਼ਨ	kʊlɛːkʃən
ਕੁਵੀਨ	kuːwiːn
ਕੁਵੈਤ	kuwɛːt̪
ਕੁਸ਼'	kuʃ
ਕੁਸ਼ਤੀ	kʊʃt̪i
ਕੁਸ਼ਲ	kʊʃəl
ਕੁਸ਼ਲਤਾ	kuʃəl̪t̪ə
ਕੁਸ਼ੀ	kʊʃi
ਕੁਸ਼ਵਾਹਾ	kʊʃʋɑːhɑː
ਕੁਹਾੜੀ	kʰʊɦɑːɽi
ਕੁੜਮਾਈ	kʊɽmaːi
ਕੁੜੀ	kʊɽi
ਕੁੜੀਆਂ	kuɽiːə̃
ਕੁੰਗੂ	kʊŋguː
ਕੁੰਦਨ	kʊnd̪n̪
ਕੁੰਦਰਾ	kʊnd̪ɾɑ
ਕੁੰਬਲੇ	kʊmːbale
ਕੁੰਭ	kʊm˦bᵊ
ਕੁੰਭ	kʊ̃mb
ਕੁੰਵਰ	kʊŋʋər
ਕੁੱਕ	kʊkː
ਕੁੱਗੇਲੇਨ	kuːgːeleːn
ਕੁੱਟਮਾਰ	kʊʈːmɑːr
ਕੁੱਤਾ	kʊt̪̚t̪äː
ਕੁੱਤਿਆਂ	kʊtːjɑ̃
ਕੁੱਤੇ	kʊʈːe
ਕੁੱਦ	kʊɖː
ਕੁੱਦਣ	kʊɳɖəɳ
ਕੁੱਦਣਾ	kuːɖɖə̃
ਕੁੱਦੇ	kʊdde
ਕੁੱਲ	kʊl
ਕੁੱਲੂ	kuːluː
ਕੁੱਲ੍ਹ	kʊlː
ਕੂਕਰ	kuːkəɾ
ਕੂਚ	kʊtʃ
ਕੂਟਨੀਤਿਕ	kuːʈniːtɪk
ਕੂਲ	kɔːl
ਕੂਲਟਰ	kʊlt̪ɾ
ਕੂਲਰ	kuːlɾ
ਕੂਲਾਮ	kuːlɑːm
ਕੂੜਾ	kuːɽa
ਕੇ	kɛ
ਕੇ	kɛː
ਕੇ bus	kɛbʊs
ਕੇ।	keː
ਕੇਂਦਰ	kɛːndər
ਕੇਂਦਰਤ	kɛːndɾət
ਕੇਂਦਰਾਂ	kɛːndɾɑ̃
ਕੇਂਦਰਿਤ	kɛːndɾɪt
ਕੇਂਦਰੀ	kɛːnd̪ɾiː
ਕੇਂਦ੍ਰਿਤ	keːndɾɪt
ਕੇਅਰ	kɛːɾ
ਕੇਅਰਨ	kɛːrn
ਕੇਈ	kɛːi
ਕੇਐੱਮ	keːm
ਕੇਐੱਲ	kɛːl
ਕੇਕ	keːk
ਕੇਕੇ	kɛkɛ
ਕੇਕੇਆਰ	kɛkɛɑːɾ
ਕੇਜਰੀਵਾਲ	keːdʒɾiːwaːl
ਕੇਟੀ	kɛːti
ਕੇਤਨ	kɛːt̪n̪
ਕੇਦਾਰ	keːdaːr
ਕੇਨ	kɛːn
ਕੇਨਰਾ	kɛnɾɑ
ਕੇਪੀ	kɛpi
ਕੇਬਲ	keːbəl
ਕੇਬੀਸੀ	keːbɪsiː
ਕੇਮਾਰ	keːmaːr
ਕੇਰਲ	kɛːɾəl
ਕੇਰਲਾ	keːɾɑːlɑː
ਕੇਵਲ	kɛːʋəl
ਕੇਵਾਨ	keːʋaːn
ਕੇਵਿਨ	keːʋɪn
ਕੇਵੇਲੀਅਰ	keːʋeːliːəɾ
ਕੇਸ਼ਵ	kɛʃʋ
ਕੇਸ਼ਵਨ	keːʃəʋən
ਕੇਸ਼ਵਰਾਏ	keːʃʋɑːɾɑːeː
ਕੇਸ	kɛːs
ਕੇਸਧਾਰੀ	keːsd̪ɑːɾiː
ਕੇਸਰਿਕ	keːsɾɪk
ਕੇਸਰੀ	keːsriː
ਕੇਸਰੀ	keːsɾiː
ਕੇਸਾਂ	keːsɑ̃ː
ਕੇਸੀ	keːsiː
ਕੇੇਂਦਰੀ	keːŋd̪əɾiː
ਕੇ੫ਡਿਟ	kɛːɖɪt
ਕੈ	kɛː
ਕੈਂਟ	kæ̃ːt̪
ਕੈਂਡੀ	kæ̃ːɳɖiː
ਕੈਂਥ	kæ̃ːt̪ʰ
ਕੈਂਪਬੇਲ	kaːmpbeːl
ਕੈਂਪਬੈਲ	kæ̃mpəbɛl
ਕੈਂਪਸ	kæ̃mpəs
ਕੈਂਪਾਂ	kæ̃mpɑ̃
ਕੈਂਸਰ	kæ̃ːsər
ਕੈਂਸਲ	kæ̃ːsəl
ਕੈਂਸਿਲੇਸ਼ਨ	keːn̪sɪleːʃən
ਕੈਗ	kɛːg
ਕੈਗਿਸੋ	kɛːgɪsɔː
ਕੈਚ	kɛːtʃ
ਕੈਟ	kɛːt̪
ਕੈਟਰੀਨ	kɛːt̪ɾiːn
ਕੈਟਾਗਰੀ	kɛːt̪ɑːgɾiː
ਕੈਟਾਗਿਰੀ	kɛːt̪əgiːrɪ
ਕੈਟਿਚ	kɛːtɪtʃ
ਕੈਟੀ	kɛːtiː
ਕੈਡਰ	kɛːɖəɾ
ਕੈਡੇਟ	kɛːɖeːʈ
ਕੈਥਰੀਨ	kɛːtʰɾiːn
ਕੈਦ	kɛːɪd
ਕੈਦੀ	kæːɖi
ਕੈਦੀਆਂ	kaɪ̯diːə̃
ਕੈਨੇਡਾ	kɛːnɛːdɑː
ਕੈਨੇਡੀਅਨ	kɛːnediːən
ਕੈਪ	kaɪp
ਕੈਪਚਰ	kæpʈɑɾ
ਕੈਪਟਨ	kɛːpʈən
ਕੈਪਟਨਬਾਦਲ	kɛːpʈənbɑːd̪l̪
ਕੈਪਟਨਮੋਦੀ	kɛːpʈənmoːɖi
ਕੈਪਸ਼ਨ	kæpʃən
ਕੈਪਸ਼ਨ:	keːpʃən
ਕੈਪਿਟਲਸ	kaːpɪt̪ɬɪs
ਕੈਪੀਟਲਜ਼	keːpɪtəlz
ਕੈਫ	keːf
ਕੈਫ਼	kɛːf
ਕੈਫੇ	kaɪfe
ਕੈਬ	kɛːb
ਕੈਬਨਿਟ	kɛːbɪnɪt
ਕੈਬਿਨ	kaɪbɪn
ਕੈਮਰਿਆਂ	kɛːmɾjɑ̃ː
ਕੈਮਰੂਨ	kæɪmɾuːn
ਕੈਮਰੇ	kæːmɾɛ
ਕੈਮਵਾਲਾ	kɛːmwɑːlɑː
ਕੈਮਿਓ	kaːmiːoː
ਕੈਮਿਸਟਰੀ	kæmɪsʈri
ਕੈਮੀਕਲਸ	kɛːmɪkəls
ਕੈਮੇਸਟ੍ਰੀ	kæmɛsʈɾiː
ਕੈਰਟ	kɛːɾt̪
ਕੈਰਾਨਾ	kɛːɾɑːnɑː
ਕੈਰੀ	kɛːriː
ਕੈਰੀਅਰ	kɛɾiːɾ
ਕੈਰੇਟ	kɛːɾeːt̪
ਕੈਰੇਬਿਆਈ	kɛːɾeːbɪjɛː
ਕੈਰੇਬੀਅਨ	kaɪɾeːbiːən
ਕੈਰੇਬੀਆਈ	kɛɾiːbiːɛː
ਕੈਰੋਂ	kɛːɾoː
ਕੈਰੋਲੀਨਾ	kɛːɾoːliːnə
ਕੈਲਾਸ਼	kɛlɑːʃ
ਕੈਲਾਸ਼	kɛːlɑːʃ
ਕੈਲਿਸ	keːlɪs
ਕੈਲੰਡਰ	kɛːlənɖər
ਕੈਸ਼	kɛːʃ
ਕੈਸ਼ਬੈਕ	keːʃbeːk
ਕੈ੫ਡਿਟ	kaɪɖɪt
ਕੋ	kɔ
ਕੋਂਟਾ	kɔ̃ːt̪a
ਕੋਅਆਪਰੇਟਿਵ	kɔːjɑːpɾeːt̪ɪf
ਕੋਅਦਾਕਾਰਾ	kɔːɖɑːkɑːɾɑː
ਕੋਆਪਰੇਟਿਵ	koːpɾeːtiːb
ਕੋਆਪ੍ਰੇਟਿਵ	koːɑːpɾeːtiːb
ਕੋਆਰਡੀਨੇਟਰ	koːɾɪːneːt̪ːər
ਕੋਇਨਾ	kɔjɪ̄nə
ਕੋਇਰਾਲਾ	koɪɾɑːlɑː
ਕੋਈ	koːi
ਕੋਕਰਾਝਾਰ	kɔkɾɑːdʒɑːɾ
ਕੋਕਰੀ	kɔkɾi
ਕੋਚ	kɔːtʃ
ਕੋਚਰ	kɔtʃər
ਕੋਚਾਂ	kɔtʃaː
ਕੋਚਿੰਗ	kɔtʃɪŋ
ਕੋਚੀ	kɔtʃi
ਕੋਟ	kɔːt
ਕੋਟਕ	kɔːʈk
ਕੋਟਕਪੁਰਾ	kɔːʈkəpʊɾə
ਕੋਟਕਪੂਰਾ	kɔːʈkɔːpʊːɾɑː
ਕੋਟਪਾ	kɔːt̪pə
ਕੋਟਫੱਤਾ	kɔːʈpʰʈɑː
ਕੋਟਬਖਤੂ	kɔːʈbʌkʰt̪uː
ਕੋਟਬਸ	kɔːʈbəs
ਕੋਟਭਾਈ	kɔːʈbʱaɪ̯
ਕੋਟਲਾ	kɔːʈlə
ਕੋਟਲੀ	kɔːʈli
ਕੋਟਸ਼ਮੀਰ	kɔːʈʃmiːr
ਕੋਟਾ	kɔːʈːa
ਕੋਟਿਕੋਟਿ	kɔːtɪkɔːtɪ
ਕੋਟੇ	kɔːt̪e
ਕੋਠਾਰੀ	kɔ̀ṭʰaːrɪ
ਕੋਠੀ	kɔ̀ʈʰi
ਕੋਡ	kɔːɖ
ਕੋਡਰਮਾ	kɔːɖəma
ਕੋਣ	kɔ̃ː
ਕੋਨਾ	kɔːnə
ਕੋਨਾਰਡ	kɔːnɑːɾɑːɾ
ਕੋਨੇ	kɔːne
ਕੋਪਾ	kɔpɑ
ਕੋਪੀਕਰ	kɔpɪkəɾ
ਕੋਫਾਊਂਡਰ	kɔfɔ̃ːɳɖəɾ
ਕੋਮਲ	kɔːməl
ਕੋਮਲਪ੍ਰੀਤ	kɔːməlpɾiːt
ਕੋਮਾ	kɔːmɑː
ਕੋਮੈਕਸ	kɔːmaɪks
ਕੋਰ	kɔːr
ਕੋਰਟ	kɔːɾʈ
ਕੋਰਸ	kɔːrs
ਕੋਰਾ	kɔːɾɑː
ਕੋਰੀ	kɔːɾi
ਕੋਰੀਅਨ	kɔːɾiːən
ਕੋਰੀਆ	kɔːɾiːə
ਕੋਰੀਆਈ	kɔːɾiːɑːi
ਕੋਰੀਓਗ੍ਰਾਫਰ	kɔːɾiːɔgɾɑːfər
ਕੋਰੀਓਗ੍ਰਾਫ਼ਰ	kɔːɾiːogɾɑːfɾ
ਕੋਰੇਗਾਂਵ	kɔːrɛgɑ̃ːʋ
ਕੋਲ	kɔːl
ਕੋਲਕਾਤਾ	kɔlgɑtɑ
ਕੋਲਡ	kɔːɭd
ਕੋਲਹਾਪੁਰ	kɔləɦɑpʊɾ
ਕੋਲਾ	kɔːlɑː
ਕੋਲਾਸਿਨਾਕ	kɔlɑːsɪnɑːk
ਕੋਲਿਨ	kɔlɪn
ਕੋਲੇ	kɔːle
ਕੋਲੋਂ	kɔlõː
ਕੋਲੰਬੀਆ	koːlʌmbiːə
ਕੋਲੰਬੋ	koːlʌmboː
ਕੋਵੇਲਾਮੁਦੀ	koʋeːlɑːmud̪i
ਕੋਸ਼ਿਆਰੀ	kɔːʃjɑːɾi
ਕੋਸ਼ਿਸ਼	kɔːʃɪʃ
ਕੋਸ਼ਿਸ਼ਾਂ	koːʃɪʃãː
ਕੋਸ਼ਿਸ	kɔːʃɪs
ਕੋਸ਼ਿਸਾਂ	kɔːʃɪsɑ̃ː
ਕੋਸ	kɔːs
ਕੋਸਟ	kɔːst
ਕੋਸਟਾ	kɔːst̪ə
ਕੋਸਟਾਰ	kɔːstɑːr
ਕੋਸਪੀ	kɔːspi
ਕੋਸ਼ਿਸ਼	koːʃɪʃ
ਕੋਸਿ਼ਸ਼	kɔːsɪʃ
ਕੋਹਲੀ	kɔːɦli
ਕੋਹਾਂ	kɔːhɑ̃
ਕੋਹਾੜ	kɔːɽɑː
ਕੋਹੜ	kɔːɽ
ਕੋੜਾ	kɔːɽɑː
ਕੌਂਸਲ	koːnsəl
ਕੌਂਸਲਰ	kõːsəlr
ਕੌਂਸਲਰਾਂ	kõːsləɾɑ̃ː
ਕੌਕਸ	kɔkːs
ਕੌਣ	kɔ̃ː
ਕੌਫੀ	koːpʰiː
ਕੌਮ	koːm
ਕੌਮਾਂਤਰੀ	koːmɑ̃ːt̪riː
ਕੌਮੀ	koːmiː
ਕੌਰ	koːr
ਕੌਲ	kɔːl
ਕੌਸ਼ਲ	kɔːʃəl
ਕੌਸ਼ਿਕ	koːʃɪk
ਕੌੜੀ	koːɽiː
ਕ੍ਰਮ	krəm
ਕ੍ਰਮਵਾਰ	krʌmwɑːr
ਕ੍ਰਾਂਤੀ	krɑːnti
ਕ੍ਰਾਂਤੀਕਾਰੀਆਂ	krɑːnt̪ɪkɑːɾiː
ਕ੍ਰਾਸ	kɾɑːs
ਕ੍ਰਿ	krɪ
ਕ੍ਰਿਕਟ	krɪkːʈ
ਕ੍ਰਿਕਟਰਾਂ	krɪkːəɾɑ̃ː
ਕ੍ਰਿਕੇਟ	krɪkɛːt̪
ਕ੍ਰਿਕੇਟਰ	krɪkɛːt̪əɾ
ਕ੍ਰਿਟਿਕ	krɪtɪk
ਕ੍ਰਿਤੀ	krɪt̪iː
ਕ੍ਰਿਤੀ ਖਰਬੰਦਾ	krɪt̪iːkʰəɾbənɖə
ਕ੍ਰਿਪਾ	krɪpɑ
ਕ੍ਰਿਪਾਲ	krɪpɑːl
ਕ੍ਰਿਸ਼	krɪʃ
ਕ੍ਰਿਸ਼ਨ	krɪʃən
ਕ੍ਰਿਸ਼ਨਮੂਰਤੀ	krɪʃənmuːɾti
ਕ੍ਰਿਸ਼ਨਾ	krɪʃnə
ਕ੍ਰਿਸ਼ਮਾ	krɪʃmɑ
ਕ੍ਰਿਸ	krɪs
ਕ੍ਰਿਸਟੀ	krɪst̪iː
ਕ੍ਰਿਸਟੀਆਨੋ	krɪsʈiːɑːnoː
ਕ੍ਰਿਸਮਸ	krɪsːməs
ਕ੍ਰਿਸ਼ਨ	krɪʃən
ਕ੍ਰਿਸਿਲ	krɪsɪl
ਕ੍ਰੀਜ	krɪdʒ
ਕ੍ਰੀਤੀ	kɾiːti
ਕ੍ਰੀਜ਼	krɪz
ਕ੍ਰੇਗ	kɾeːg
ਕ੍ਰੇਜ	kɾeːdʒ
ਕ੍ਰੇਜ਼ੀ	krɛzi
ਕ੍ਰੈਡਿਟ	krɛːɖɪt
ਕ੍ਰੈਡਿਟ:	krɛːɗɪt
ਕ੍ਰੋਏਸ਼ੀਆ	kɽoɛʃiə
ਕ੍ਰੋਨੀਏ	kɾoːniːe
ਕੜੀ	kəɽi
ਕੜੇ	kəɽe
ਕੰ	kə̃
ਕੰਕਰੀਟ	kəŋkɾiːt̪
ਕੰਗ	kəŋ
ਕੰਗਨਾ	kəŋgə
ਕੰਗਾਰੂ	kəŋgɑːɾuː
ਕੰਗਾਰੂਆਂ	kəŋgɑːɾuːɑ̃
ਕੰਜਿਊਮਰ	kəɳdʒiːmər
ਕੰਟਰੀ	kə̃ːn̪t̪ɾiː
ਕੰਟਰੋਲ	kə̃ːn̪t̪ɾoːl
ਕੰਟਰੋਲਰ	kə̃ːʈroːlɾə̆
ਕੰਟੇਟ	kə̃ːʈeːʈ
ਕੰਟੈਂਟ	kə̃ːʈːeːnʈ
ਕੰਟੈਸਟੇਂਟ	kə̃ːʈeːsʈeːnʈ
ਕੰਟ੍ਰੋਵਰਸੀ	kə̃ːt̪ɾoːʋɾɑːsɪ
ਕੰਟ੫ੀ	kə̃ːɳʈiː
ਕੰਡੀਸ਼ਨ	kəɳɖiːʃən
ਕੰਡੇ	kʌ̃nde
ਕੰਢੇ	kəɳɖe
ਕੰਧਾਂ	kə̃ɳɖɔ̃ː
ਕੰਨ	kən
ਕੰਨੌਜ	kənɔːdʒ
ਕੰਨੜ	kənɳəɽ
ਕੰਪਨੀ	kəmpniː
ਕੰਪਨੀਆਂ	kəmpniːjə
ਕੰਪਲੈਕਸ	kəmpɫɛkʰs
ਕੰਪਾਊਂਡ	kəmpɔ̃ːɳɖ
ਕੰਪਿਊਟਰ	kəmpɪuːʈər
ਕੰਪੈਕਟ	kəmpɛkʈ
ਕੰਪੋਜ਼ਰ	kəmpoːzər
ਕੰਪੋਜ਼ਿਟ	ˌkəmpoːˈziːt
ਕੰਪੋਜਿਟ	kəmpoːdʒɪt̪
ਕੰਬ	kəmb
ਕੰਬਲ	kəmbəl
ਕੰਬਾ	kʌmbɑ
ਕੰਬੋਜ	kəmbɔːdʒ
ਕੰਮ	kə̃m
ਕੰਮਕਾਜ	kə̃mkɑːdʒ
ਕੰਮਕਾਜ਼	kə̃mkɑːz
ਕੰਵਰ	kəŋʋər
ਕੰਵਰਪਾਲ	kaŋwərpaːl
ਕੰਵਲਜੀਤ	kəŋʋəldʒiːt
ਕੰਸਲਟੇਸ਼ਨ	kə̃sːəl̪t̪eːʃən
ਕੰਸਲਟੈਂਸੀ	kənsəlt̪ə̃ːnsiː
ਕੱਕਾ	kək̚kaː
ਕੱਕੜ	kəkːəɽ
ਕੱਚੇ	kaːtʃeː
ਕੱਟ	kɑt̪ː
ਕੱਟਕ	kɑtːk
ਕੱਟਣ	kɑʈːə̃
ਕੱਟਦਾ	kɑʈːd̪ə
ਕੱਟਦੇ	kɑʈːd̪e
ਕੱਟਿਆ	katːɪə
ਕੱਟਿਆ।	katːɪ́ə
ਕੱਟੀ	kɑʈːiː
ਕੱਟੇ	kɑːʈːe
ਕੱਟੜ	kɑʈːɽ
ਕੱਟੜਤਾ	kɑʈːəɽt̪ɑ
ਕੱਢ	kəɖː
ਕੱਢਣ	kəɖːə̃
ਕੱਢਣਾ	kəɖɖə̃
ਕੱਢਦੇ	kəɖɖde
ਕੱਢਵਾ	kaɖʋaː
ਕੱਢਿਆ	kaɖʲɑː
ਕੱਢਿਆ।	kɑɖːɪ́ə
ਕੱਢੀ	kəɖːi
ਕੱਢੀ।	kəɖːi
ਕੱਢੀਆਂ	kəɖʲiːə̃
ਕੱਢੇ	kəɖːe
ਕੱਦ	kɑːd̪ː
ਕੱਦਾਵਰ	kɑːd̪ːɑːʋəɾ
ਕੱਪ	kɑpː
ਕੱਪਰੇ	kəpːəɾe
ਕੱਪਾਂ	kəpːɑ̃ː
ਕੱਪੜਿਆਂ	kəpːɽjɑ̃
ਕੱਪੜੇ	kəpːəɽe
ਕੱਲ	kɔːl
ਕੱਸਦਿਆਂ	kəsdi̯ɑ̃
ਕੱਿਢਆ	kɘɖʰɑː
ਕੱਿਢਆ।	kɘɖʰɑː
ਖ	kʰ
ਖਜੂਰੀਆ	χɑːdʒuːɾiːɑː
ਖਡੂਰ	χɑːɖuːr
ਖਤਮ	χət̪əm̪
ਖਤਰਾ	kʰət̪ɾɑː
ਖਤਰੇ	ˈkʰət̪ɾeː
ਖਦਸ਼ਾ	χəɖʃɑː
ਖਦਸ਼ੇ	kʰəɖʃe
ਖਨਨ	χənː
ਖਨਮੁੱਖ	χənəmukʰ
ਖਨੌਰੀ	kʰənaʊriː
ਖਪਤ	χpət
ਖਪਤਕਾਰ	χpətkɑːr
ਖਪਤਕਾਰਾਂ	χpətkɑːɾɑ̃
ਖਪਾ	χpɑ
ਖਬਰ	kʰbər
ਖਬਰਾਂ	χbɾɑ̃ː
ਖਮਿਆਜ਼ਾ	ˈkʰmijɑːzə
ਖਰਗੋਨ	kʰəɾgoːn
ਖਰਚੀਲਾ	kʰəɾtʃiːlə
ਖਰਚੇ	kʰəɾtʃʰe
ਖਰਬੰਦਾ	kʰəɾbənɖə
ਖਰਵਸ	kʰəɾʋəs
