a	aː
contō	kontoː
contūsa	kontuːsa
contūsa	kontuːsaː
contūse	kontuːse
contūsās	kontuːsaːs
contūsī	kontuːsiː
contūsō	kontuːsoː
contūsōs	kontuːsoːs
convalēscent	konu̯aleːskent
convalēscente	konu̯aleːskente
convalēscentēs	konu̯aleːskenteːs
convalēscō	konu̯aleːskoː
convalō	konu̯aloː
convector	konu̯ektor
convehō	konu̯ehoː
convellō	konu̯elloː
convenae	konu̯enae̯
convenientia	konu̯enientia
convenientēs	konu̯enienteːs
convenit	konu̯enit
convenit	konu̯eːnit
conveniō	konu̯enioː
conventus	konu̯entus
conventī	konu̯entiː
conventīcius	konu̯entiːkius
convenīmus	konu̯eniːmus
convenīmus	konu̯eːnimus
converberō	konu̯erberoː
converrō	konu̯erroː
conversātiō	konu̯ersaːtioː
convertibilis	konu̯ertibilis
convertō	konu̯ertoː
convestiō	konu̯estioː
convexus	konu̯eksus
convibrō	konu̯ibroː
convicta	konu̯ikta
convicta	konu̯iktaː
convictās	konu̯iktaːs
convictō	konu̯iktoː
convictōs	konu̯iktoːs
convincentēs	konu̯inkentes
convincō	konu̯inkoː
convocātiō	konu̯okaːtioː
convocō	konu̯okoː
convolnerō	konu̯olneroː
convolvolus	konu̯olu̯olus
convolvolī	konu̯olu̯oliː
convolvolō	konu̯olu̯oloː
convolvulus	konu̯olu̯ulus
convolvulī	konu̯olu̯uliː
convolvō	konu̯olu̯oː
convolō	konu̯oloː
convomō	konu̯omoː
convorrō	konu̯orroː
convulnerō	konu̯ulneroː
convulse	konu̯ulse
convulsiō	konu̯ulsioː
convāsō	konu̯aːsoː
convēnerimus	konu̯eːnerimus
convēnerimus	konu̯eːneriːmus
convēneris	konu̯eːneris
convēneris	konu̯eːneriːs
convēneritis	konu̯eːneritis
convēneritis	konu̯eːneriːtis
convēscor	konu̯eːskor
convīcior	konu̯iːkior
convīctor	konu̯iːktor
convīsō	konu̯iːsoː
convīva	konu̯iːu̯a
convīvificō	konu̯iːu̯ifikoː
convīvium	konu̯iːu̯ium
convīvālis	konu̯iːu̯aːlis
convīvō	konu̯iːu̯oː
conōn	konoːn
conōpīum	konoːpiːum
cooperiō	kooperioː
cooperor	kooperor
cooperātor	kooperaːtor
cooperātīva	kooperaːtiːu̯a
cooperātīva	kooperaːtiːu̯aː
cooperātīve	kooperaːtiːu̯e
cooperātīvus	kooperaːtiːu̯us
cooperātīvās	kooperaːtiːu̯aːs
cooperātīvī	kooperaːtiːu̯iː
cooperātīvō	kooperaːtiːu̯oː
cooperātīvōs	kooperaːtiːu̯oːs
cooptō	kooptoː
coorior	koorior
copadium	kopadium
copellius	kopellius
copernicium	kopernikium
cophinus	kopʰinus
copis	kopis
coporī	koporiː
copratēs	koprateːs
copticus	koptikus
coptos	koptos
coptus	koptus
coqua	kokʷa
coquus	kokʷus
coquīna	kokʷiːna
coquīnus	kokʷiːnus
coquīnō	kokʷiːnoː
cor	kor
cora	kora
coracēsium	korakeːsium
coralla	koralla
coralliba	koralliba
corallium	korallium
coram	koram
corassiae	korassiae̯
corax	koraks
coraxī	koraksiː
corbis	korbis
corbula	korbula
corbulō	korbuloː
corbōna	korboːna
corcodīlus	korkodiːlus
corcȳra	korkyːra
corda	korda
cordax	kordaks
cordifolia	kordifolia
cordifolia	kordifoliaː
cordifolius	kordifolius
cordipūgus	kordipuːɡus
cordius	kordius
corduba	korduba
cordubēnsis	kordubensis
cordus	kordus
cordylē	kordyleː
cordylūsa	kordyluːsa
cordātus	kordaːtus
cordēs	kordeːs
corellius	korellius
coresē	koreseː
corfīdius	korfiːdius
coriallum	koriallum
coriandrum	koriandrum
coricius	korikius
corinaeum	korinae̯um
corinium	korinium
corinēnsis	korinensis
coriolānus	koriolaːnus
coriolī	korioliː
coritānī	koritaːniː
corium	korium
corius	korius
coriāceus	koriaːkeus
coriāgō	koriaːɡoː
coriārius	koriaːrius
cormalos	kormalos
corna	korna
cornacum	kornakum
corneolus	korneolus
cornicen	korniken
corniculum	kornikulum
corniculāns	kornikulans
corniculātus	kornikulaːtus
cornifer	kornifer
cornificius	kornifikius
corniger	korniɡer
cornigera	korniɡera
cornipēs	kornipeːs
cornubicus	kornubikus
cornulum	kornulum
cornuālis	kornuaːlis
cornuārius	kornuaːrius
cornuātus	kornuaːtus
cornēlia	korneːlia
cornēlius	korneːlius
cornēscō	korneːskoː
cornētum	korneːtum
cornī	korniː
cornīs	kornis
cornīx	korniːks
cornū	kornuː
cornūtus	kornuːtus
corolia	korolia
coronta	koronta
coropissus	koropissus
corpillī	korpilliː
corporeus	korporeus
corporicīda	korporikiːda
corporālis	korporaːlis
corporātiō	korporaːtioː
corporātus	korporaːtus
corporō	korporoː
corpulenta	korpulenta
corpulenta	korpulentaː
corpulentus	korpulentus
corpulentās	korpulentaːs
corpulentī	korpulentiː
corpulentōs	korpulentoːs
corpus	korpus
corpusculum	korpuskulum
correptiō	korreptioː
correspondeō	korrespondeoː
corresurgō	korresurɡoː
corresuscitō	korresuskitoː
correus	korreus
correī	korreiː
correīs	korreiːs
corrigenda	korriɡenda
corrigenda	korriɡendaː
corrigendum	korriɡendum
corrigendus	korriɡendus
corrigia	korriɡia
corrigō	korriɡoː
corripiō	korripioː
corrogāta	korroɡaːta
corrogātiō	korroɡaːtioː
corrogātūrus	korroɡaːtuːrus
corrogō	korroɡoː
corrumpō	korrumpoː
corruptibilis	korruptibilis
corruptiō	korruptioː
corruptor	korruptor
corruptrīx	korruptriːks
corruptēla	korrupteːla
corruptīvus	korruptiːu̯us
corruō	korruoː
corrēcte	korreːkte
corrēctiō	korreːktioː
corrēctor	korreːktor
corrēctus	korreːktus
corrēpō	korreːpoː
corrīdeō	korriːdeoː
corrōborāmentum	korroːboraːmentum
corrōborātiō	korroːboraːtioː
corrōborō	korroːboroː
corrōdō	korroːdoː
corrōsīva	korroːsiːu̯a
corrōsīva	korroːsiːu̯aː
corrōsīve	korroːsiːu̯e
corrōsīvus	korroːsiːu̯us
corrōsīvās	korroːsiːu̯aːs
corrōsīvī	korroːsiːu̯iː
corrōsīvō	korroːsiːu̯oː
corrōsīvōs	korroːsiːu̯oːs
corrūda	korruːda
corrūgō	korruːɡoː
corsa	korsa
corsa	korsaː
corsica	korsika
corsoīdēs	korsoiːdeːs
corsus	korsus
corterātē	korteraːteː
cortex	korteks
corticulus	kortikulus
corticāta	kortikata
cortumiō	kortumioː
cortuōsa	kortuoːsa
cortīna	kortiːna
cortīnipotēns	kortiːnipotens
cortōna	kortoːna
corulus	korulus
corulētum	koruleːtum
coruncānius	korunkaːnius
coruscant	koruskant
coruscante	koruskante
coruscus	koruskus
coruscāre	koruskaːre
coruscātiō	koruskaːtioː
coruscātum	koruskaːtum
corvus	koru̯us
corvīnus	koru̯iːnus
corydalla	korydalla
corydallus	korydallus
corylus	korylus
corylētum	koryleːtum
corymbōsus	korymboːsus
coryna	koryna
coryphaeus	korypʰae̯us
coryphantis	korypʰantis
coryphasium	korypʰasium
coryphia	korypʰia
corēāna	koreːaːna
corēāna	koreːaːnaː
corēāne	koreːaːne
corēānicus	koreːaːnikus
corēānās	koreːaːnaːs
corēānī	koreːaːniː
corēānō	koreːaːnoː
corēānōs	koreːaːnoːs
corōlla	koroːlla
corōllāria	koroːllaːria
corōllārium	koroːllaːrium
corōna	koroːna
corōnis	koroːnis
corōnālis	koroːnaːlis
corōnāmentum	koroːnaːmentum
corōnārie	koroːnaːrie
corōnārius	koroːnaːrius
corōnārī	koroːnaːriː
corōnātiō	koroːnaːtioː
corōnē	koroːneː
corōnēnsis	koroːnensis
corōnīs	koroːniːs
corōnō	koroːnoː
corȳza	koryːzza
cosa	kosa
cosar	kosar
cosareus	kosareus
cosariticus	kosaritikus
coscinus	koskinus
coscōnius	koskoːnius
cosirī	kosiriː
cosmographus	kosmoɡrapʰus
cosmologia	kosmoloɡia
cosmologus	kosmoloɡus
cosmopolītae	kosmopoliːtae̯
cosmopolītisme	kosmopoliːtisme
cosmopolītismon	kosmopoliːtismon
cosmopolītismos	kosmopoliːtismos
cosmopolītismum	kosmopoliːtismum
cosmopolītismus	kosmopoliːtismus
cosmopolītismī	kosmopoliːtismiː
cosmopolītismō	kosmopoliːtismoː
cosmopolītārum	kosmopoliːtaːrum
cosmopolītē	kosmopoliːteː
cosmopolītēn	kosmopoliːteːn
cosmopolītēs	kosmopoliːteːs
cosmopolītīs	kosmopoliːtiːs
cosmōgraphīa	kosmoːɡrapʰiːa
cosrī	kosriː
cossaeī	kossae̯iː
cossinius	kossinius
cossus	kossus
cossutius	kossutius
cossūra	kossuːra
costa	kosta
costae	kostae̯
costarīcēnsis	kostariːkensis
costobocī	akkisiː
costulātus	kostulaːtus
costālis	kostaːlis
costās	kostaːs
costātus	kostaːtus
cothurnus	kotʰurnus
cothurnātus	kotʰurnaːtus
cotierī	kotieriː
cotonis	kotonis
cotta	kotta
cottana	kottana
cottius	kottius
cottonara	kottonara
cottīdiānus	kottiːdiaːnus
cotylaeum	kotylae̯um
cotylus	kotylus
cotyōra	kotyoːra
cotīdiāna	kotiːdiaːna
cotīdiāna	kotiːdiaːnaː
cotīdiānus	kotiːdiaːnus
cotīdiānās	kotiːdiaːnaːs
cotīdiānō	kotiːdiaːnoː
cotīdiānōs	kotiːdiaːnoːs
coxa	koksa
coxus	koksus
coxālis	koksaːlis
coxāriam	koksaːriam
coxārius	koksaːrius
coxō	koksoː
coëmō	koemoː
coāctandum	koaːktandum
coāctandus	koaːktandus
coāctandī	koaːktandiː
coāctandō	koaːktandoː
coāctāns	koaːktans
coāctātūrus	koaːktaːtuːrus
coāctāverimus	koaːktaːu̯erimus
coāctāverimus	koaːktaːu̯eriːmus
coāctāveris	koaːktaːu̯eris
coāctāveris	koaːktaːu̯eriːs
coāctāveritis	koaːktaːu̯eritis
coāctāveritis	koaːktaːu̯eriːtis
coāgulō	koaːɡuloː
coēmptiō	koeːmptioː
coīre	koiːre
coīrī	koiːriː
coūse	kouːse
coūsus	kouːsus
coūsū	kouːsuː
coūtor	kouːtor
cracca	krakka
craccivorus	krakkiu̯orus
cracēns	krakens
cracōvia	krakoːu̯ia
cracōvia	krakoːu̯iaː
cracōviēnsis	krakoːu̯iensis
craeca	krae̯ka
craeca	ɡrae̯ka
cragus	kraɡus
crambē	krambeː
crambūsa	krambuːsa
cranaos	kranaos
craniī	kraniiː
crassiceps	krassikeps
crassicornis	krassikornis
crassificō	krassifikoː
crassifolius	krassifolius
crassimanus	krassimanus
crassipēs	krassipeːs
crassirōstris	krassiroːstris
crassisētus	krassiseːtus
crassitarsis	krassitarsis
crassitius	krassitius
crassundia	krassundia
crassus	krassus
craterus	kraterus
craterītis	krateriːtis
cratippus	kratippus
cratēs	krateːs
cratīnus	kratiːnus
craugiae	krau̯ɡiae̯
cremō	kremoː
cremūtius	kremuːtius
creperum	kreperum
creperēius	krepereːius
crepida	krepida
crepidātus	krepidaːtus
crepitulum	krepitulum
crepitum	krepitum
crepitus	krepitus
crepitō	krepitoː
crepitūrus	krepituːrus
crepsa	krepsa
crepundia	krepundia
crepusculum	krepuskulum
crepātūra	krepaːtuːra
crepō	krepoː
crespulus	krespulus
creticus	kretikus
creā	kreaː
creābilis	kreaːbilis
creāmen	kreaːmen
creāta	kreaːta
creāta	kreaːtaː
creāte	kreaːte
creātiō	kreaːtioː
creātor	kreaːtor
creātrīx	kreaːtriːks
creātō	kreaːtoː
creātūra	kreaːtuːra
creō	kreoː
creōn	kreoːn
creūsa	kreuːsa
crianos	krianos
cricoarytēnoīdeus	krikoaryteːnoiːdeus
cricoarytēnoīdeī	krikoaryteːnoiːdeiː
cricothyroīdeus	krikotʰyroiːdeus
cricothyroīdeī	krikotʰyroiːdeiː
crimisa	krimisa
crisimus	krisimus
crispiō	krispioː
crista	krista
cristallō	kristalloː
cristula	kristula
cristātus	kristaːtus
criterion	kriterion
crithōtē	kritʰoːteː
critica	kritika
critica	kritikaː
criticam	kritikam
criticus	kritikus
criticās	kritikaːs
criticī	kritikiː
criticīs	kritikiːs
criticō	kritikoː
critiās	kritiaːs
critōnius	kritoːnius
crius	krius
croaticus	kroatikus
crobyzī	krobyzziː
crocala	krokala
crocallis	krokallis
crocea	krokea
croceae	krokeae̯
croceus	krokeus
crociatonum	krokiatonum
crocinus	krokinus
crocitātum	krokitaːtum
crocitō	krokitoː
crociō	krokioː
crocodīlus	krokodiːlus
crocum	krokum
crocus	krokus
crocyleium	krokylei̯um
crocylē	krokyleː
crocātiō	krokaːtioː
croesō	kroe̯soː
crommyōn	krommyoːn
cronia	kronia
crossaea	krossae̯a
crotalistria	krotalistria
crotalum	krotalum
crotalus	krotalus
crotolō	krotoloː
crotōn	krotoːn
crotōniātēs	krotoːniaːteːs
cruce	kruke
crucifer	krukifer
crucifixor	krukifiksor
crucifīgō	krukifiːɡoː
crucifīxus	krukifiːksus
crucigaster	krukiɡaster
cruciābundus	krukiaːbundus
cruciāmen	krukiaːmen
cruciāmentum	krukiaːmentum
cruciāta	krukiaːta
cruciō	krukioː
crucēs	krukeːs
cruenta	kruenta
cruenta	kruentaː
cruentus	kruentus
cruentās	kruentaːs
cruentī	kruentiː
cruentōs	kruentoːs
crumēniseca	krumeːniseka
cruor	kruor
cruppellāriī	kruppellaːriiː
crusta	krusta
crustulum	krustulum
crustum	krustum
crustumeria	krustumeria
crustumerium	krustumerium
crustumius	krustumius
crux	kruks
cryos	kryos
crypta	krypta
crypton	krypton
cryptoporticus	kryptoportikus
crystalline	krystalline
crystallinus	krystallinus
crystallum	krystallum
crābrō	kraːbroː
crāmum	kraːmum
crānium	kraːnium
crāpula	kraːpula
crāpulentus	kraːpulentus
crāpulor	kraːpulor
crāpulātus	kraːpulaːtus
crāpulōsus	kraːpuloːsus
crās	kraːs
crāstinus	kraːstinus
crāthis	kraːtʰis
crāticulus	kraːtikulus
crātis	kraːtis
crātēr	kraːteːr
crātīcius	kraːtiːkius
crēber	kreːber
crēbra	kreːbra
crēbriter	kreːbriter
crēbritās	kreːbritaːs
crēbrē	kreːbreː
crēbrēscō	kreːbreːskoː
crēbēscō	kreːbeːskoː
crēderis	kreːderis
crēderis	kreːdeːris
crēdibilis	kreːdibilis
crēdibiliter	kreːdibiliter
crēdiderimus	kreːdiderimus
crēdiderimus	kreːdideriːmus
crēdideris	kreːdideris
crēdideris	kreːdideriːs
crēdideritis	kreːdideritis
crēdideritis	kreːdideriːtis
crēdidērunt	kreːdideːrunt
crēditis	kreːditis
crēditor	kreːditor
crēditrīx	kreːditriːks
crēditum	kreːditum
crēditus	kreːditus
crēditīs	kreːditiːs
crēdulitās	kreːdulitaːs
crēdulus	kreːdulus
crēdēbat	kreːdeːbat
crēdēns	kreːdens
crēdō	kreːdoː
crēmastē	kreːmasteː
crēmniscos	kreːmniskos
crēmnī	kreːmniː
crēnae	kreːnae̯
crēnulātus	kreːnulaːtus
crēnātus	kreːnaːtus
crēscentus	kreːskentus
crēscentēs	kreːskenteːs
crēscit	kreːskit
crēscite	kreːskite
crēscō	kreːskoː
crēstōn	kreːstoːn
crēstōnia	kreːstoːnia
crētes	kreːtes
crēthmos	kreːtʰmos
crētifodīna	kreːtifodiːna
crētiō	kreːtioː
crētāceus	kreːtaːkeus
crētānus	kreːtaːnus
crētātus	kreːtaːtus
crētōsus	kreːtoːsus
crībricollis	kriːbrikollis
crībrum	kriːbrum
crībrō	kriːbroː
crīmen	kriːmen
crīminor	kriːminor
crīminālis	kriːminaːlis
crīmināte	kriːminaːte
crīminātiō	kriːminaːtioː
crīminātor	kriːminaːtor
crīminō	kriːminoː
crīminōsus	kriːminoːsus
crīmīsus	kriːmiːsus
crīniger	kriːniɡer
crīnis	kriːnis
crīnālis	kriːnaːlis
crīnītus	kriːniːtus
crīsa	kriːsa
crīspus	kriːspus
crīspō	kriːspoː
crīsō	kriːsoː
crōbylos	kroːbylos
crōcītus	kroːkiːtus
crōmna	kroːmna
crōmī	kroːmiː
crūda	kruːda
crūda	kruːdaː
crūde	kruːde
crūditās	kruːditaːs
crūditātiō	kruːditaːtioː
crūdus	kruːdus
crūdās	kruːdaːs
crūdēle	kruːdeːle
crūdēlis	kruːdeːlis
crūdēliter	kruːdeːliter
crūdēlitās	kruːdeːlitaːs
crūdēlē	kruːdeːleː
crūdēscō	kruːdeːskoː
crūdī	kruːdiː
crūrālis	kruːraːlis
crūs	kruːs
crūsculum	kruːskulum
crūsma	kruːsma
ctimenē	ktimeneː
ctēsiās	kteːsiaːs
cuarius	kuarius
cuba	kuba
cuba	kuːba
cubiculum	kubikulum
cubiculāris	kubikulaːris
cubiculārius	kubikulaːrius
cubiculātus	kubikulaːtus
cubicus	kubikus
cubital	kubital
cubitālis	kubitaːlis
cubus	kubus
cubāns	kubans
cubēnsis	kubensis
cubīle	kubiːle
cuciō	kukioː
cucuma	kukuma
cucumerifōrme	kukumerifoːrme
cucumerifōrmis	kukumerifoːrmis
cucumerifōrmēs	kukumerifoːrmeːs
cucumerāceus	kukumeraːkeus
cucumerīnus	kukumeriːnus
cucumifōrme	kukumifoːrme
cucumifōrmis	kukumifoːrmis
cucumifōrmēs	kukumifoːrmeːs
cucumis	kukumis
cucumīs	kukumiːs
cucurbita	kukurbita
cucurrit	kukurrit
cucūlla	kukuːlla
cucūllus	kukuːllus
cucūllātus	kukuːllaːtus
cucūlus	kukuːlus
cuferion	kuferion
cui	kui̯
cuidam	kuidam
cuiātem	kui̯i̯aːtem
cuiātis	kui̯i̯aːtis
cujuscemodī	kui̯i̯uskemodiː
cujusmodī	kui̯i̯usmodiː
culcitra	kulkitra
culex	kuleks
culillus	kulillus
culleō	kulleoː
culmen	kulmen
culmus	kulmus
culpa	kulpa
culpābilis	kulpaːbilis
culpātiō	kulpaːtioː
culpō	kulpoː
cultiō	kultioː
cultor	kultor
cultrārius	kultraːrius
cultrīx	kultriːks
cultūra	kultuːra
culullus	kulullus
culīna	kuliːna
culīnāria	kuliːnaːria
culīnāria	kuliːnaːriaː
culīnārie	kuliːnaːrie
culīnāris	kuliːnaːris
culīnārius	kuliːnaːrius
culīnāriās	kuliːnaːriaːs
culīnāriō	kuliːnaːrioː
culīnāriōs	kuliːnaːrioːs
culīnārī	kuliːnaːriː
cumba	kumba
cumera	kumera
cummi	kummi
cummis	kummis
cumque	kunkʷe
cumulus	kumulus
cumulō	kumuloː
cumānia	kumaːnia
cumīnum	kumiːnum
cuneifōrmis	kuneifoːrmis
cuneifōrmēs	kuneifoːrmeːs
cuneolus	kuneolus
cuneus	kuneus
cuneātim	kuneaːtim
cuneō	kuneoː
cunimundus	kunimundus
cuningeria	kuninɡeria
cuniō	kunioː
cunnilingus	kunnilinɡus
cunīclus	kuniːklus
cunīculāriae	kuniːkulaːriae̯
cunīculōsus	kuniːkuloːsus
cupiam	kupiam
cupiditās	kupiditaːs
cupidus	kupidus
cupidō	kupidoː
cupiennius	kupiennius
cupiō	kupioː
cuppa	kuppa
cuppae	kuppae̯
cuppēdia	kuppeːdia
cuppēdinārius	kuppeːdinaːrius
cuppēdō	kuppeːdoː
cuppēs	kuppeːs
cupra	kupra
cupresseus	kupresseus
cupressifer	kupressifer
cupressinus	kupressinus
cupressus	kupressus
cupressētum	kupresseːtum
cuprum	kuprum
cupāvō	kupaːu̯oː
cupīdō	kupiːdoː
curacaoēnsis	kurasau̯ensis
curalium	kuralium
curcuba	kurkuba
curculiō	kurkulioː
curdicus	kurdikus
curiatius	kuriatius
curicta	kurikta
curidius	kuridius
curiga	kuriɡa
curium	kurium
curius	kurius
curmiliaca	kurmiliaka
curriculum	kurrikulum
currus	kurrus
currīlis	kurriːlis
currō	kurroː
currūlis	kurruːlis
cursitō	kursitoː
cursiō	kursioː
cursor	kursor
cursuālis	kursuaːlis
cursārius	kursaːrius
cursōrius	kursoːrius
cursōrī	kursoːriː
curta	kurta
curta	kurtaː
curtilius	kurtilius
curtius	kurtius
curtus	kurtus
curtō	kurtoː
curunda	kurunda
curve	kuru̯e
curvidēns	kuru̯idens
curvilīneus	kuru̯iliːneus
curvipēs	kuru̯ipeːs
curvirōstris	kuru̯iroːstris
curvus	kuru̯us
curvāmen	kuru̯aːmen
curvās	kuru̯aːs
curvī	kuru̯iː
curvōs	kuru̯oːs
curūlis	kuruːlis
cuscolium	kuskolium
cuspidō	kuspidoː
cuspius	kuspius
cusus	kusus
cutiliae	kutiliae̯
cutis	kutis
cutucuēnsis	kutukuensis
cutīcula	kutiːkula
cuzcoēnsis	kuzkoensis
cyaneae	kyaneae̯
cyanellus	kyanellus
cyanopterus	kyanopterus
cyanē	kyaneː
cyathus	kyatʰus
cyaxarēs	kyaksareːs
cybaeus	kybae̯us
cybindis	kybindis
cybistra	kybistra
cyclamen	kyklamen
cyclamīnos	kyklamiːnos
cyclas	kyklas
cyclicus	kyklikus
cycloborus	kykloborus
cyclus	kyklus
cyclōps	kykloːps
cydara	kydara
cydnus	kydnus
cygnus	kyɡnus
cyitis	kyitis
cylindricollis	kylindrikollis
cylindricus	kylindrikus
cylindrus	kylindrus
cyllēnē	kylleːneː
cymba	kymba
cymbium	kymbium
cymithārra	kymitʰaːrra
cymīnum	kymiːnum
cyna	kyna
cynaetha	kynae̯tʰa
cynanchē	kynankʰeː
cynanchēs	kynankʰeːs
cynanē	kynaneː
cynapsēs	kynapseːs
cynismus	kynismus
cynocephalus	kynokepʰalus
cynomāzon	kynomaːzzon
cynthia	kyntʰia
cynthius	kyntʰius
cynthus	kyntʰus
cynōps	kynoːps
cynūria	kynuːria
cyparissia	kyparissia
cyparissus	kyparissus
cypasis	kypasis
cyphanta	kypʰanta
cyprinum	kyprinum
cyprius	kyprius
cyprus	kyprus
cyprīnum	kypriːnum
cypsela	kypsela
cypselus	kypselus
cyretiae	kyretiae̯
cyrrhus	kyrrus
cytae	kytae̯
cythnos	kytʰnos
cythēra	kytʰeːra
cytinium	kytinium
cytinus	kytinus
cytisus	kytisus
cytōrus	kytoːrus
cyzicēnus	kyzzikeːnus
cācabus	kaːkabus
cācabāceus	kaːkabaːkeus
cācabātus	kaːkabaːtus
cācus	kaːkus
cādūceus	kaːduːkeus
cādūceātor	kaːduːkeaːtor
cādūcifer	kaːduːkifer
cāia	kaːia
cāia	kaːi̯a
cāia	ɡaːia
cāia	ɡaːi̯a
cāius	kaːius
cāius	kaːi̯us
cāius	ɡaːius
cāius	ɡaːi̯i̯us
cāiātiō	kaːiaːtioː
cāla	kaːla
cālam	kaːlam
cālātia	kaːlaːtia
cālātīnus	kaːlaːtiːnus
cālīginōsus	kaːliːɡinoːsus
cālīgāte	kaːliːɡaːte
cālīgātis	kaːliːɡaːtis
cālīgātiō	kaːliːɡaːtioː
cālīgātus	kaːliːɡaːtus
cālīgātīs	kaːliːɡaːtiːs
cālīgātō	kaːliːɡaːtoː
cālīgō	kaːliːɡoː
cālīgōsus	kaːliːɡoːsus
