a	aː
cōnsultāsse	konsultaːsse
cōnsultāssem	konsultaːssem
cōnsultāssēs	konsultaːsseːs
cōnsultātiō	konsultaːtioː
cōnsultē	konsulteː
cōnsultēs	konsulteːs
cōnsultōre	konsultoːre
cōnsulāris	konsulaːris
cōnsulāriter	konsulaːriter
cōnsulāritās	konsulaːritaːs
cōnsulārius	konsulaːrius
cōnsulātus	konsulaːtus
cōnsulō	konsuloː
cōnsummātiō	konsummaːtioː
cōnsummātor	konsummaːtor
cōnsummō	konsummoː
cōnsurgō	konsurgoː
cōnsurrēctiō	konsurreːktioː
cōnsuādeō	konsu̯aːdeoː
cōnsuēfaciō	konsueːfakioː
cōnsuēscō	konsu̯eːskoː
cōnsuētum	konsueːtum
cōnsuētūdō	konsu̯eːtuːdoː
cōnsuō	konsuoː
cōnsānēscō	konsaːneːskoː
cōnsānō	konsaːnoː
cōnsēmineus	konseːmineus
cōnsēminālis	konseːminaːlis
cōnsēnsus	konsensus
cōnsēpiō	konseːpioː
cōnsīderam	konsiːderam
cōnsīderandō	konsiːderandoː
cōnsīderantia	konsiːderantia
cōnsīderem	konsiːderem
cōnsīderā	konsiːderaː
cōnsīderābilis	konsiːderaːbilis
cōnsīderārem	konsiːderaːrem
cōnsīderārās	konsiːderaːraːs
cōnsīderārēs	konsiːderaːreːs
cōnsīderās	konsiːderaːs
cōnsīderāsse	konsiːderaːsse
cōnsīderāssem	konsiːderaːssem
cōnsīderāssēs	konsiːderaːsseːs
cōnsīderātus	konsiːderaːtus
cōnsīderēs	konsiːdereːs
cōnsīderō	konsiːderoː
cōnsīdēre	konsiːdere
cōnsīdēre	konsiːdeːre
cōnsīdō	konsiːdoː
cōnsōlor	konsoːlor
cōnsōlābilis	konsoːlaːbilis
cōnsōlāmen	konsoːlaːmen
cōnsōlātiō	konsoːlaːtioː
cōnsōlātor	konsoːlaːtor
cōnsōlātīvus	konsoːlaːtiːu̯us
cōnsōlātōrius	konsoːlaːtoːrius
cōnsōlātōrī	konsoːlaːtoːriː
cōnsōlō	konsoːloː
cōnsūmere	konsuːmere
cōnsūmere	konsuːmeːre
cōnsūmptor	konsuːmptor
cōnsūmō	konsuːmoː
cōnsūtus	konsuːtus
cōntiuncula	koːntiunkula
cōntiō	koːntioː
cōntiōnor	koːntioːnor
cōntiōnābundus	koːntioːnaːbundus
cōntiōnālis	koːntioːnaːlis
cōntiōnārius	koːntioːnaːrius
cōnus	koːnus
cōnābilis	koːnaːbilis
cōnāmen	koːnaːmen
cōnātiō	koːnaːtioː
cōnātō	koːnaːtoː
cōnītor	koːniːtor
cōnīum	koːniːum
cōnīventia	koːniːu̯entia
cōnīveō	koːniːu̯eoː
cōnūbium	koːnuːbium
cōnūbiālis	koːnuːbiaːlis
cōpa	koːpa
cōpae	koːpae̯
cōphēn	koːpʰeːn
cōpia	koːpia
cōpiam	koːpiam
cōpiās	koːpiaːs
cōpiōsus	koːpioːsus
cōpula	koːpula
cōpulātiō	koːpulaːtioː
cōpulātrīx	koːpulaːtriːks
cōpulō	koːpuloː
cōpāïs	koːpaːis
cōpō	koːpoː
cōpōnius	koːpoːnius
cōram	koːram
cōrs	koːrs
cōrte	koːrte
cōrtī	koːrtiː
cōrȳtos	koːryːtos
cōrȳtus	koːryːtus
cōs	koːs
cōte	koːte
cōturnīx	koːturniːks
cũ	kum
cūbāna	kuːbaːna
cūbāna	kuːbaːnaː
cūbāne	kuːbaːne
cūbānus	kuːbaːnus
cūbānās	kuːbaːnaːs
cūbānī	kuːbaːniː
cūbānō	kuːbaːnoː
cūbānōs	kuːbaːnoːs
cūcubō	kuːkuboː
cūcūriō	kuːkuːrioː
cūcūsus	kuːkuːsus
cūdendum	kuːdendum
cūlus	kuːlus
cūlī	kuːliː
cūlōs	kuːloːs
cūmae	kuːmae̯
cūna	kuːna
cūnae	kuːnae̯
cūnaxa	kuːnaksa
cūncta	kuːnkta
cūncta	kuːnktaː
cūnctor	kuːnktor
cūnctābundus	kuːnktaːbundus
cūnctātum	kuːnktaːtum
cūnctō	kuːnktoː
cūnābulum	kuːnaːbulum
cūnīna	kuːniːna
cūpreus	kuːpreus
cūpula	kuːpula
cūpō	kuːpoː
cūra	kuːra
cūrae	kuːrae̯
cūrante	kuːrante
cūrias	kuːrias
cūriosolītēs	kuːriosoliːteːs
cūriālis	kuːriaːlis
cūriātus	kuːriaːtus
cūriēnus	kuːrieːnus
cūriō	kuːrioː
cūriōsitās	kuːrioːsitaːs
cūriōsus	kuːrioːsus
cūrātēla	kuːraːteːla
cūrō	kuːroː
cūsae	kuːsae̯
cūstos	kustoːs
cūstos	kuːstoːs
cū̆ba	kuba
cū̆ba	kuːba
cū̆stōdia	kustoːdia
cū̆stōdia	kuːstoːdia
cū̆stōdiō	kustoːdioː
cū̆stōdiō	kuːstoːdioː
cū̆stōdēs	kustoːdeːs
cū̆stōdēs	kuːstoːdeːs
cȳaneus	kyːaneus
cȳanēscēns	kyːaneːskens
cȳma	kyːma
cȳmaticus	kyːmatikus
cȳmatium	kyːmatium
cȳmē	kyːmeː
cȳmōsus	kyːmoːsus
cȳnus	kyːnus
cȳphi	kyːpʰi
cȳrus	kyːrus
cȳrēneus	kyːreːneus
cȳrēnē	kyːreːneː
cȳzicus	kyːzzikus
dabitha	dabitʰa
dabla	dabla
dabrona	dabrona
dacrima	dakrima
dactylicus	daktylikus
dactylifer	daktylifer
dactylus	daktylus
dactylō	daktyloː
daedalus	dae̯dalus
daemoniacus	dae̯moniakus
daemonicus	dae̯monikus
daemōn	dae̯moːn
daesitiātēs	dae̯sitiaːteːs
dahūria	dahuːria
dahūricus	dahuːrikus
daix	daiks
dalecarlia	dalekarlia
dalecarliēnsis	dalekarliensis
dalivus	daliu̯us
dalluntum	dalluntum
dallāsium	dallaːsium
dalmatia	dalmatia
dalmaticus	dalmatikus
damascēnus	damaskeːnus
damasippus	damasippus
damassī	damassiː
damastium	damastium
damastēs	damasteːs
damnia	damnia
damnificus	damnifikus
damnor	damnor
damnum	damnum
damnābilis	damnaːbilis
damnās	damnaːs
damnātus	damnaːtus
damnātīcius	damnaːtiːkius
damnātōrius	damnaːtoːrius
damnīs	damniːs
damnōsus	damnoːsus
dampnum	dampnum
danaba	danaba
danae	danae
danapris	danapris
danaster	danaster
danaus	danaus
danaē	danaeː
danaī	danaiː
dandacē	dandake
dandaguda	dandaguda
dandus	dandus
dandōs	dandoːs
dangalae	dangalae̯
daniēl	danieːl
daniēle	danieːle
danīsta	daniːsta
danīsticus	daniːstikus
daoūria	daouːria
daoūricus	daouːrikus
daphnia	dapʰnia
daphnōn	dapʰnoːn
daphnūs	dapʰnuːs
dapifex	dapifeks
dapinō	dapinoː
daps	daps
dapsilis	dapsilis
dapālis	dapaːlis
daradax	daradaks
darae	darae̯
dardanus	dardanus
dardus	dardus
dare	dare
darienēnsis	darienensis
dariorigum	dariorigum
darmstadtium	darmstadtium
darī	dariː
dascylium	daskylium
dascūsa	daskuːsa
daseae	daseae̯
dassaretiī	dassaretiiː
dastarcum	dastarkum
dasumius	dasumius
dasypūs	dasypuːs
dasēa	daseːa
data	data
data	dataː
datam	datam
datamēs	datameːs
date	date
dator	dator
datum	datum
datāria	dataːria
datāria	dataːriaː
datāriam	dataːriam
datārius	dataːrius
datāriās	dataːriaːs
datās	dataːs
datī	datiː
datīvus	datiːu̯us
datō	datoː
datōrum	datoːrum
daulis	dau̯lis
dauūria	dau̯uːria
dauūricus	dau̯uːrikus
davūria	dau̯uːria
davūrica	dau̯uːrika
davūrica	dau̯uːrikaː
davūricae	dau̯uːrikae̯
davūricam	dau̯uːrikam
davūrice	dau̯uːrike
davūricum	dau̯uːrikum
davūricus	dau̯uːrikus
davūricārum	dau̯uːrikaːrum
davūricās	dau̯uːrikaːs
davūricī	dau̯uːrikiː
davūricīs	dau̯uːrikiːs
davūricō	dau̯uːrikoː
davūricōrum	dau̯uːrikoːrum
davūricōs	dau̯uːrikoːs
daūria	dauːria
daūricus	dauːrikus
dea	dea
dealbō	dealboː
deambulat	deambulat
deambulātiō	deambulaːtioː
deambulātōrium	deambulaːtoːrium
deambulō	deambuloː
deamō	deamoː
deargentō	deargentoː
deaurō	deau̯roː
debora	debora
decachordum	dekakʰordum
decadicus	dekadikus
decalogus	dekalogus
decapitō	dekapitoː
deccanēnsis	dekkanensis
decebalus	dekebalus
decem	dekem
december	dekember
decemlīneātus	dekemliːneaːtus
decempeda	dekempeda
decemvir	dekemu̯ir
decemvirālis	dekemu̯iraːlis
decemvirātus	dekemu̯iraːtus
decennis	dekennis
decennium	dekennium
decentia	dekentia
decet	deket
decetia	deketia
decibile	dekibile
decibilem	dekibilem
decibilia	dekibilia
decibilibus	dekibilibus
decibilior	dekibilior
decibilis	dekibilis
decibilissimus	dekibilissimus
decibilium	dekibilium
decibilēs	dekibileːs
decibilī	dekibiliː
decima	dekima
decimus	dekimus
decimā	dekima
decimālis	dekimaːlis
decimānus	dekimaːnus
decimātiō	dekimaːtioː
decimō	dekimoː
decius	dekius
decor	dekor
decorō	dekoroː
decrius	dekrius
decumānus	dekumaːnus
decumō	dekumoː
decuplus	dekuplus
decuria	dekuria
decuriātiō	dekuriaːtioː
decus	dekus
decusse	dekusse
decussis	dekussis
decussō	dekussoː
decānō	dekaːnoː
decānōs	dekaːnoːs
decās	dekaːs
decēris	dekeːris
decōrus	dekoːrus
deerrō	deːerroː
deerrō	deːrroː
deeō	deeoː
dehauriō	dehau̯rioː
dehinc	dehink
dehinc	dei̯nk
dehonestāmentum	dehonestaːmentum
dehonestātiō	dehonestaːtioː
dehonestō	dehonestoː
dehortor	dehortor
deicīda	deikiːda
deidecus	dei̯dekus
deiferus	deiferus
deificus	deifikus
deificātiō	deifikaːtioː
deificō	deifikoː
deifōrmis	deifoːrmis
dein	dei̯n
deinceps	deinkeps
deinceps	dei̯nkeps
deipara	deipara
deitās	deitaːs
deitūrus	deituːrus
deivos	deiu̯os
delavāria	delau̯aːria
delgovitia	delgou̯itia
delhiēnsis	delhiensis
dellius	dellius
delminium	delminium
delphaciē	delpʰakieː
delphium	delpʰium
delphīn	delpʰiːn
delphīnus	delpʰiːnus
delphīnēnsis	delpʰiːnensis
deltidia	deltidia
deltidium	deltidium
demadēscō	demadeːskoː
denda	denda
dendrītis	dendriːtis
dent	dent
denter	denter
denthēlēthī	dentʰeːleːtʰiː
denticollis	dentikollis
denticulus	dentikulus
denticulātus	dentikulaːtus
dentiferus	dentiferus
dentifricium	dentifrikium
dentigerus	dentigerus
dentipēs	dentipeːs
dentiscalpium	dentiskalpium
dentālis	dentaːlis
dentāneus	dentaːneus
dentārius	dentaːrius
dentātus	dentaːtus
dentēs	denteːs
denverium	denu̯erium
deonerō	deoneroː
depstīcius	depstiːkius
depsō	depsoː
der	der
derangae	derangae̯
derasidēs	derasideːs
derbita	derbita
derbiōsus	derbioːsus
derbē	derbeː
dercetis	derketis
derrhium	derrium
dertosa	dertosa
dertum	dertum
dertōna	dertoːna
derventiō	deru̯entioː
derxēnē	derkseːneː
desticius	destikius
desuviātēs	desuu̯iaːteːs
det	det
detumō	detumoː
deucaliōn	deu̯kalioːn
deus	deus
devadē	deu̯adeː
develtus	deu̯eltus
dexendrusī	deksendrusiː
deximontānī	deksimontaːniː
dexippus	deksippus
dexius	deksius
dexter	dekster
deī	deiː
deō	deoː
deōrum	deoːrum
deōsculor	deoːskulor
deūre	deuːre
deūrō	deuːroː
deūtor	deuːtor
deū̆nx	deunks
deū̆nx	deuːnks
diablintī	diablintiː
diabolicus	diabolikus
diabolus	diabulus
diabāthrum	diabaːtʰrum
diabētae	diabeːtae̯
diabēticōrus	diabeːtikoːrus
diabētēs	diabeːteːs
diadochos	diadokʰos
diadēma	diadeːma
diadēmātus	diadeːmaːtus
diaeresin	diae̯resin
diaeresis	diae̯resis
diaeta	diae̯ta
diaetārius	diae̯taːrius
diagorās	diagoraːs
diagōn	diagoːn
diagōnālis	diagoːnaːlis
dialecte	dialekte
dialecticus	dialektikus
dialectos	dialektos
dialectus	dialektus
dialectō	dialektoː
dialyton	dialyton
diametros	diametros
diapente	diapente
diaphanus	diapʰanus
diaphanēs	diapʰaneːs
diaphragma	diapʰragma
diapsalma	diapsalma
diarrhoea	diarroe̯a
diarrhoeae	diarroe̯ae̯
diarrhoeās	diarroe̯aːs
diarrhoicus	diarroikus
diatessarōn	diatessaroːn
diatonicus	diatonikus
diatriba	diatriba
dibaphus	dibapʰus
dica	dika
dicaea	dikae̯a
dichorēus	dikʰoreːus
dichotomos	dikʰotomos
dichrōus	dikʰroːus
dichōneutus	dikʰoːneu̯tus
dicis	dikis
dicta	dikta
dicta	diktaː
dictamnus	diktamnus
dicticos	diktikos
dictitō	diktitoː
dictiuncula	diktiunkula
dictiō	diktioː
dictiōnārium	diktioːnaːrium
dictiōsus	diktioːsus
dictus	diktus
dictābolārium	diktaːbolaːrium
dictāmen	diktaːmen
dictāmina	diktaːmina
dictāre	diktaːre
dictāta	diktaːta
dictāte	diktaːte
dictātis	diktaːtis
dictātiuncula	diktaːtiunkula
dictātiō	diktaːtioː
dictātor	diktaːtor
dictātrīx	diktaːtriːks
dictātīs	diktaːtiːs
dictātōrius	diktaːtoːrius
dictātūra	diktaːtuːra
dictāverimus	diktaːu̯erimus
dictāverimus	diktaːu̯eriːmus
dictāveris	diktaːu̯eris
dictāveris	diktaːu̯eriːs
dictāveritis	diktaːu̯eritis
dictāveritis	diktaːu̯eriːtis
dictē	dikteː
dictūra	diktuːra
dictūra	diktuːraː
dicā	dikaː
dicācitās	dikaːkitaːs
dicāculus	dikaːkulus
dicātiō	dikaːtioː
dicēre	dikeːre
dicō	dikoː
didacopolis	didakopolis
didacus	didakus
didurī	diduriː
didymē	didymeː
diem	diem
diethūsa	dietʰuːsa
dieuchēs	dieu̯kʰeːs
differentia	differentia
differentiāle	differentiaːle
differentiālis	differentiaːlis
differentī	differentiː
differtus	differtus
differēns	differens
differō	differoː
difficile	diffikile
difficilis	diffikilis
difficiliter	diffikiliter
difficilē	diffikileː
difficulter	diffikulter
difficultās	diffikultaːs
diffindō	diffindoː
diffingō	diffingoː
diffiteor	diffiteor
diffleō	diffleoː
diffluō	diffluoː
diffringō	diffringoː
diffugiō	diffugioː
diffundō	diffundoː
diffutūtus	diffutuːtus
diffāmātōrius	diffaːmaːtoːrius
diffāmō	diffaːmoː
diffīdō	diffiːdoː
diffūsiō	diffuːsioː
diffūsīva	diffuːsiːu̯a
diffūsīva	diffuːsiːu̯aː
diffūsīve	diffuːsiːu̯e
diffūsīvus	diffuːsiːu̯us
diffūsīvī	diffuːsiːu̯iː
diffūsīvō	diffuːsiːu̯oː
digastricus	digastrikus
digastricī	digastrikiː
digerrī	digerriː
digitat	digitat
digitifer	digitifer
digitigrada	digitigrada
digitigrada	digitigradaː
digitigradus	digitigradus
digitius	digitius
digitulus	digitulus
digitus	digitus
digitābulum	digitaːbulum
digitālis	digitaːlis
digitātus	digitaːtus
digitōrum	digitoːrum
dignitās	dignitaːs
dignus	dignus
dignātiō	dignaːtioː
dignō	dignoː
diiovis	dii̯i̯ou̯is
dijovis	dii̯i̯ou̯is
dillius	dillius
dimastos	dimastos
dimastus	dimastus
dimorphus	dimorpʰus
dimurī	dimuriː
dindarī	dindariː
dingua	dingʷa
diodēla	diodeːla
dioecēsis	dioe̯keːsis
dioecēsānus	dioe̯keːsaːnus
dioecētēs	dioe̯keːteːs
diogenēs	diogeneːs
dioicus	dioikus
diolindum	diolindum
dionysia	dionysia
dionȳsiacus	dionyːsiakus
dionȳsius	dionyːsius
diopetēs	diopeteːs
diospēgē	diospeːgeː
diotīmus	diotiːmus
diove	diou̯e
diovem	diou̯em
diovibus	diou̯ibus
diovis	diou̯is
diovum	diou̯um
diovēs	diou̯eːs
diovī	diou̯iː
dipaea	dipae̯a
diphthongus	dipʰtʰongus
diphyēs	dipʰyeːs
diplōma	diploːma
diplōmaticus	diploːmatikus
diplōmatārius	diploːmataːrius
diplōmārius	diploːmaːrius
diplōmātus	diploːmaːtus
dipondius	dipondius
dipondiō	dipondioː
dipsacos	dipsakos
dipsās	dipsaːs
dircion	dirkion
diribeō	diribeoː
dirimī	dirimiː
dirimō	dirimoː
dirphē	dirpʰeː
dirēmptus	direːmptus
discalceō	diskalkeoː
discarricō	diskarrikoː
disceptātrīx	diskeptaːtriːks
disceptātum	diskeptaːtum
disceptātūrus	diskeptaːtuːrus
disceptō	diskeptoː
discerniculum	diskernikulum
discernō	diskernoː
discerpō	diskerpoː
discifōrmis	diskifoːrmis
discimus	diskimus
discingō	diskingoː
disciplīna	diskipliːna
disciplīnās	diskipliːnaːs
disciplīnātus	diskipliːnaːtus
disciplīnīs	diskipliːniːs
discipula	diskipula
discipulus	diskipulus
disclūdō	diskluːdoː
discolor	diskolor
discolus	diskolus
discontinuō	diskontinuoː
discooperiō	diskooperioː
discoperiō	diskoperioː
discoquō	diskokʷoː
discordia	diskordia
discordiōsus	diskordioːsus
discordābilis	diskordaːbilis
discordō	diskordoː
discors	diskors
discoīdeus	diskoiːdeus
discoīdālis	diskoiːdaːlis
discrepantia	diskrepantia
discrepātiō	diskrepaːtioː
discrepō	diskrepoː
discruciō	diskrukioː
discrēdō	diskreːdoː
discrētus	diskreːtus
discrībō	diskriːboː
discrīmen	diskriːmen
discrīminātiō	diskriːminaːtioː
discrīminō	diskriːminoː
disculciō	diskulkioː
disculus	diskulus
discumbō	diskumboː
discupiō	diskupioː
discurrente	diskurrente
discurrere	diskurrere
discurrere	diskurreːre
discurrō	diskurroː
discursiō	diskursioː
discursātiō	diskursaːtioː
discursīvus	diskursiːu̯us
discus	diskus
discussiō	diskussioː
discutiō	diskutioː
discālis	diskaːlis
discēdō	diskeːdoː
discīdō	diskiːdoː
discīplīnātī	diskiːpliːnaːtiː
discōnsōlātus	diskonsoːlaːtus
disertus	disertus
disgregō	disgregoː
dishiāscō	dishiaːskoː
disiciō	disi̯ikioː
disiciō	diːsikioː
disiugō	disi̯ugoː
disiungō	disi̯ungoː
disiūnctīvus	disi̯unktiːu̯us
disiūrgium	disi̯uːrgium
disjiciō	disi̯ikioː
disjungō	disi̯ungoː
disjūnctīvus	disi̯uːnktiːu̯us
dispareō	dispareoː
disparilis	disparilis
dispartiō	dispartioː
disparō	disparoː
dispatēns	dispatens
dispellō	dispelloː
disperdō	disperdoː
dispereō	dispereoː
dispergō	dispergoː
dispersa	dispersa
dispersa	dispersaː
disperse	disperse
dispersiō	dispersioː
dispersās	dispersaːs
dispersō	dispersoː
dispersōs	dispersoːs
dispertiō	dispertioː
dispiciō	dispikioː
displiceō	displikeoː
displicō	displikoː
displōdō	disploːdoː
dispositiō	dispositioː
dispudet	dispudet
dispungō	dispungoː
disputātiō	disputaːtioː
disputō	disputoː
dispār	dispaːr
dispēnsō	dispensoː
dispōnō	dispoːnoː
disquīrō	diskʷiːroː
disrumpō	disrumpoː
dissaepiō	dissae̯pioː
dissecandō	dissekandoː
dissecā	dissekaː
dissecārem	dissekaːrem
dissecārās	dissekaraːs
dissecārēs	dissekaːreːs
dissecās	dissekaːs
dissecāsse	dissekasse
dissecāssem	dissekassem
dissecāssēs	dissekasseːs
dissecō	dissekoː
dissentiō	dissentioː
dissentāneus	dissentaːneus
disserpō	disserpoː
dissicō	dissikoː
dissidente	dissidente
dissidentēs	dissidenteːs
dissideō	dissideoː
dissiliō	dissilioː
dissimilis	dissimilis
dissimiliter	dissimiliter
dissimilitūdō	dissimilituːdoː
dissimilāris	dissimilaːris
dissimulanter	dissimulanter
dissimulāmentum	dissimulaːmentum
dissimulātiō	dissimulaːtioː
dissimulātor	dissimulaːtor
dissimulātum	dissimulaːtum
dissimulātūrus	dissimulaːtuːrus
dissimulō	dissimuloː
dissipat	dissipat
dissipō	dissipoː
dissociābilis	dissokiaːbilis
dissociātiō	dissokiaːtioː
dissolvō	dissolu̯oː
dissolūbilis	dissoluːbilis
dissolūtus	dissoluːtus
dissonante	dissonante
dissonantēs	dissonanteːs
dissonus	dissonus
dissonō	dissonoː
dissors	dissors
dissultō	dissultoː
dissupō	dissupoː
dissuādeō	dissu̯aːdeoː
dissuāsiō	dissuaːsioː
dissuāsor	dissuaːsor
dissuō	dissuoː
dissēminandō	disseːminandoː
dissēminem	disseːminem
dissēminā	disseːminaː
dissēminārem	disseːminaːrem
dissēminārās	disseːminaːraːs
dissēminārēs	disseːminaːreːs
dissēminās	disseːminaːs
dissēmināsse	disseːminaːsse
dissēmināssem	disseːminaːssem
dissēmināssēs	disseːminaːsseːs
dissēminēs	disseːmineːs
dissēminō	disseːminoː
dissēnsus	dissensus
distaedet	distae̯det
distantia	distantia
distendō	distendoː
disterminō	disterminoː
distichon	distikʰon
distineō	distineoː
distinguere	distingʷere
distinguēre	distingʷeːre
distinguō	distingʷoː
distorqueō	distorkʷeoː
distortiō	distortioː
distortus	distortus
distrahō	distrahoː
distribuō	distribuoː
distribūtiō	distribuːtioː
districtiō	distriktioː
districtus	distriktus
districtīvus	distriktiːu̯us
distringō	distringoː
disturbatiō	disturbatioː
disturbō	disturboː
distābant	distaːbant
distātum	distaːtum
distātūrus	distaːtuːrus
distīllō	distiːlloː
distīnctus	distiːnktus
distō	distoː
diurnus	diurnus
diurnālis	diurnaːlis
diurnō	diurnoː
diuturnus	diuturnus
diāconus	diaːkonus
diācōn	diaːkoːn
diālis	diaːlis
diānium	diaːnium
diārium	diaːrium
diātim	diaːtim
diē	dieː
diēbus	dieːbus
diēcula	dieːkula
diērum	dieːrum
diēs	dieːs
diēspiter	dieːspiter
diēspitre	dieːspitre
diēspitrem	dieːspitrem
diēspitribus	dieːspitribus
diēspitris	dieːspitris
diēspitrum	dieːspitrum
diēspitrēs	dieːspitreːs
diēspitrī	dieːspitriː
diēta	dieːta
diētim	dieːtim
diētārius	dieːtaːrius
diētās	dieːtaːs
diēī	dieːiː
diōn	dioːn
diū	diuː
diūs	diuːs
diū̆tinus	diutinus
diū̆tinus	diuːtinus
doanās	doanaːs
dobrogicus	dobrogikus
dobērēs	dobeːreːs
dobūnī	dobuːniː
docendus	dokendus
doceō	dokeoː
dochmius	dokʰmius
docibilis	dokibilis
docilis	dokilis
doclea	doklea
doctiloquus	doktilokʷus
doctor	doktor
doctorissa	doktorissa
doctrīna	doktriːna
doctrīnāle	doktriːnaːle
doctrīnālis	doktriːnaːlis
doctrīx	doktriːks
doctus	doktus
doctōranda	doktoːranda
doctōranda	doktoːrandaː
doctōrandae	doktoːrandae̯
doctōrandus	doktoːrandus
doctōrandī	doktoːrandiː
doctōrant	doktoːrant
doctōrat	doktoːrat
doctōrem	doktoːrem
doctōrer	doktoːrer
doctōrā	doktoːraː
doctōrāre	doktoːraːre
doctōrās	doktoːraːs
doctōrāte	doktoːraːte
doctōrēs	doktoːreːs
doctōrō	doktoːroː
doctūrus	doktuːrus
documentum	dokumentum
docēns	dokens
docēre	dokeːre
dodecaēdron	dodekaeːdron
dogma	dogma
dogmatica	dogmatika
dogmatica	dogmatikaː
dogmaticus	dogmatikus
dogmaticī	dogmatikiː
dogmaticō	dogmatikoː
dogmatizō	dogmatizzoː
doguricus	dogurikus
doleō	doleoː
dolichistē	dolikʰisteː
doloncī	dolonkiː
dolopia	dolopia
dolopēs	dolopeːs
dolor	dolor
dolābra	dolaːbra
dolābrātus	dolaːbraːtus
dolāmen	dolaːmen
dolēre	doleːre
dolīonēs	doliːoneːs
dolōrēs	dolores
dolōrī	doloːriː
dolōrōse	doloːroːse
dolōrōsus	doloːroːsus
dolōsus	doloːsus
domandus	domandus
domata	domata
domesticus	domestikus
domicēnium	domikeːnium
domina	domina
dominantēs	dominanteːs
domine	domine
domingēnsis	domingensis
dominica	dominika
dominica	dominikaː
dominicum	dominikum
dominicus	dominikus
dominicālis	dominikaːlis
dominicāna	dominikaːna
dominicāna	dominikaːnaː
dominicāne	dominikaːne
dominicānus	dominikaːnus
dominicānās	dominikaːnaːs
dominicānī	dominikaːniː
dominicānō	dominikaːnoː
dominicānōs	dominikaːnoːs
dominicās	dominikaːs
dominicī	dominikiː
dominicō	dominikoː
dominicōs	dominikoːs
dominor	dominor
dominulus	dominulus
dominus	dominus
dominātor	dominaːtor
dominātrīx	dominaːtriːks
dominātur	dominaːtur
domiporta	domiporta
domiseda	domiseda
domitius	domitius
domitor	domitor
domitrīx	domitriːks
domitūra	domituːra
domna	domna
domuitiō	domuitioː
domā	domaː
domābilis	domaːbilis
domī	domiː
donnus	donnus
donūsa	donuːsa
dorcas	dorkas
dordālus	dordaːlus
doriscus	doriskus
doriās	doriaːs
dormiō	dormioː
dorsa	dorsa
dorsum	dorsum
dorsālis	dorsaːlis
dorsātus	dorsaːtus
dorsī	dorsiː
dorsō	dorsoː
dorycnion	doryknion
dorylaeum	dorylae̯um
dosim	dosim
dosis	dosis
dossennus	dossennus
dottius	dottius
drabēscus	drabeːskus
dracaena	drakae̯na
draccō	drakkoː
drachma	drakʰma
drachmae	drakʰmae̯
dracontium	drakontium
dracontēa	drakonteːa
dracontēus	drakonteːus
dracō	drakoː
dracōnem	drakoːnem
dracōnigena	drakoːnigena
dragma	dragma
drancēs	drankeːs
drangiāna	drangiaːna
drappus	drappus
drapus	drapus
dratinus	dratinus
dravidica	drau̯idika
dravidica	drau̯idikaː
dravidicus	drau̯idikus
dravidicī	drau̯idikiː
dravoca	drau̯oka
dravus	drau̯us
drepanum	drepanum
drindiō	drindioː
