3	tʂɚ
bólom	bulɔm
bólowi	bulɔvi
bólu	bulu
bólów	buluf
bór	bur
bóstw	bustq
bóstwo	bustfɔ
bóść	buɕtɕ
bąba	bɔmba
bąbel	bɔmbɛl
bąbel	tɔnbal
bąbelek	bɔmbɛlɛk
bąbla	bɔmbla
bąblach	bɔmblax
bąblami	bɔmblami
bąblasty	bɔmblastɨ
bąble	bɔmblɛ
bąblem	bɔmblɛm
bąbli	bɔmbli
bąblisty	bɔmblistɨ
bąblom	bɔmblɔm
bąblowcowy	bɔmblɔftsɔvɨ
bąblowi	bɔmblɔvi
bąblowica	bɔmblovitsa
bąblowica	bɔmblɔvitsa
bąblowiec	bɔmblɔvjɛts
bąblowiec	bɔw̃blɔvjɛts
bąblu	bɔmblu
bąbol	bɔmbɔl
bąbrych	bɔmbrɨx
bącal	bɔntsal
bąchor	bɔw̃xɔr
bąchór	bɔw̃xur
bączek	bɔntʂɛk
bączkiewicz	bɔntʂkjɛvitʂ
bączkowicz	bɔntʂkɔvitʂ
bącławek	bɔntswavɛk
bądarzewska	bɔw̃daʐɛpska
bądzio	bɔɲdʑɔ
bądzisława	pɔɲdʑiswava
bądź	bɔɲtɕ
bądź	bɔ̃tɕ
bądź!	bɔnt
bądźcie	bɔɲtɕtɕɛ
bądźmy	bɔɲdʑmɨ
bąk	bɔŋk
bąk	bɔ̃k
bąka	bɔŋka
bąkach	bɔŋkax
bąkami	bɔŋkami
bąkanie	bɔŋkaɲɛ
bąkać	bɔŋkatɕ
bąki	bɔŋki
bąkiem	bɔŋkjɛm
bąkiewicz	bɔŋkjɛvitʂ
bąknięcie	bɔŋkɲɛɲtɕɛ
bąknąć	bɔŋknutɕ
bąknąć	bɔŋknɔɲtɕ
bąkojad	bɔŋkɔjat
bąkom	bɔŋkɔm
bąkowaty	boŋkɔvatɨ
bąkowi	bɔŋkɔvi
bąkowska	bɔŋkɔfska
bąkowski	bɔŋkɔfski
bąku	bɔŋku
bątkiewicz	bɔntkjɛvitʂ
bębas	bɛmbas
bęben	bɛmbɛn
bęben	βɛmbɛn
bębenek	bɛmbɛnɛk
bębeniec	bɛmbɛɲɛts
bębenka	bɛmbɛŋka
bębenkowiec	bɛmbɛŋkɔvjɛts
bębenkowy	bɛmbɛŋkɔvɨ
bębna	bɛmbna
bębnami	bɛmbnami
bębnem	bɛmbnɛm
bębniarz	bɛmbɲaʂ
bębnica	bɛmbɲitsa
bębnienie	bɛmbɲɛɲɛ
bębnimy	bɛmbɲimɨ
bębnisz	bɛmbɲiʂ
bębnią	bɛmbɲɔw̃
bębnić	bɛmbɲitɕ
bębnię	bɛmbɲɛ
bębnom	bɛmbnɔm
bębnowi	bɛmbnɔvi
bębnowy	bɛmbnɔvɨ
bębny	bɛmbnɨ
bębnów	bɛmbnuf
bęc	bəns
bęc	bɛnts
bęcnięty	bɛwtsɲɛtɨ
bęcnąć	bɛntsnɔɲtɕ
bęcwał	bɛntsfaw
będuch	bɛndux
będziecie	bɛɲdʑɛtɕɛ
będziemy	bɛɲdʑɛmɨ
będziesz	bɛɫdʑɛʂ
będzin	bɛɲdʑin
będzinianka	bɛɲdʑiɲaŋka
będąc	bɛndɔnts
będąca	bɛndɔntsa
będące	bɛndɔntsɛ
będący	bɛndɔntsɨ
będę	bɛndɛ
będźwin	bɛɲdʑvin
bękart	bɛŋkart
bęś	bɛɲɕ
błach	bwax
błachaniec	bwaxaɲɛts
błachewicz	bwaxɛvitʂ
błachnio	bwaxɲɔ
błachno	bwaxnɔ
błachowiak	bwaxoviak
błachowicz	bwaxɔvitʂ
błachut	bwaxut
błachuta	bwaxuta
błaga	bwaga
błagacie	bwagatɕɛ
błagaj	bwagaj
błagajcie	bwagajtɕɛ
błagajmy	bwagajmɨ
błagają	bwagajɔw̃
błagając	bwagajɔnts
błagająco	bwagajɔntsɔ
błagający	bwagajɔntsɨ
błagali	bwagali
błagaliby	bwagalibɨ
błagalibyście	bwagalibɨɕtɕɛ
błagalibyśmy	bwagalibɨɕmɨ
błagaliście	bwagaliɕtɕɛ
błagaliśmy	bwagaliɕmɨ
błagalnica	bwagalɲitsa
błagalnie	bwagalɲɛ
błagalnik	bwagalɲik
błagalny	bwagalnɨ
błagam	bwagam
błagam	bwɑgam
błagamy	bwagamɨ
błaganie	bwagaɲɛ
błagano	bwaganɔ
błagany	bwaganɨ
błagasz	bwagaʂ
błagać	bwagatɕ
błagał	bwagaw
błagała	bwagawa
błagałaby	bwagawabɨ
błagałabym	bwagawabɨm
błagałabyś	bwagawabɨɕ
błagałam	bwagawam
błagałaś	bwagawaɕ
błagałby	bwagawbɨ
błagałbym	bwagawbɨm
błagałbyś	bwagawbɨɕ
błagałem	bwagawɛm
błagałeś	bwagawɛɕ
błagało	bwagawɔ
błagałoby	bwagawɔbɨ
błagały	bwagawɨ
błagałyby	bwagawɨbɨ
błagałybyście	bwagawɨbɨɕtɕɛ
błagałybyśmy	bwagawɨbɨɕmɨ
błagałyście	bwagawɨɕtɕɛ
błagałyśmy	bwagawɨɕmɨ
błaha	bwaxa
błahe	bwaxɛ
błahego	bwaxɛgɔ
błaho	bwaxɔ
błahostce	bwaxɔsttsɛ
błahostek	bwaxɔstɛk
błahostka	buaɦostka
błahostka	bwaxɔstka
błahostka	bwɒxɒstka
błahostkach	bwaxɔstkax
błahostkami	bwaxɔstkami
błahostkami	bwaɦostkɑmi
błahostki	bwaxɔstki
błahostko	bwaxɔstkɔ
błahostkom	bwaxɔstkɔm
błahostką	bwaxɔstkɔw̃
błahostkę	bwaxɔstkɛ
błahość	bwaxɔɕtɕ
błahszy	bwaxʂɨ
błahut	bwaxut
błahy	bwaxɨ
błahą	bwaxɔw̃
błajszczak	bwajʂtʂak
błam	bwam
błamować	bwamɔvatɕ
błasi	bwaɕi
błasiak	bwaɕak
błasikiewicz	bwaɕikjɛvitʂ
błaszczak	bwaʂtʂak
błaszczeć	bwaʂtʂɛtɕ
błaszczok	bwaʂtʂɔk
błaszczuk	bwaʂtʂuk
błaszczyk	bwastʂɨk
błaszczyk	bwaʂtʂɨk
błaszczykiewicz	bwaʂtʂɨkjɛvitʂ
błaszczykowska	bwaʂtʂɨkɔfska
błaszczykowski	bwaʂtʂɨkɔfski
błaszczyszyn	bwaʂtʂɨʂɨn
błaszki	bwaʂki
błaszki	bɫaʂki
błaszkiewicz	bwaʂkjɛvitʂ
błaszkowski	bwaʂkɔfski
błaszków	bwaʂkuf
błaszyk	bwaʂɨk
błatoń	bwatɔɲ
bławat	bwavat
bławatek	bwavatɛk
bławatkowaty	buwavatkɔvatɨ
bławatkowy	bwavatkɔvɨ
bławatnik	bwavatɲik
bławatny	bwavatnɨ
bławatowiec	bwavatɔvjɛts
bławut	bwavut
bławy	bwavɨ
błazen	bwazɛn
błazenada	bwazɛnada
błazenek	bwazɛnɛk
błazeński	bwazɛɲski
błazeńsko	bwazɛɲskɔ
błazeństwo	bwazɛɲstfɔ
błazi	bwaʑi
błazna	bwazna
błaznota	bwaznɔta
błaznowanie	bwaznɔvaɲɛ
błaznowaty	bwaznɔvatɨ
błaznować	bwaznɔvatɕ
błaś	bwaɕ
błaśkiewicz	bwaɕkjɛvitʂ
błaźni	bwaʑɲi
błaźnica	bwaʑɲitsa
błaźnienie	bwaʑɲɛɲɛ
błaźnisko	bwaʑɲiskɔ
błaźnić	bwaʑɲitɕ
błażej	bwaʐaj
błażej	bwaʐɛj
błażejczyk	bwaʐɛjtʂɨk
błażejewicz	bwaʐɛjɛvitʂ
błażejowicz	bwaʐɛjɔvitʂ
błażewska	bwaʐɛfska
błażewski	bwaʐɛfski
błażkiewicz	bwaʂkjɛvitʂ
błażkowska	bwaʂkɔfska
błażkowski	bwaʂkɔfski
błażków	bwaʂkuf
błażowa	bwaʐɔva
błocenie	bwɔtsɛɲɛ
błoch	bwɔx
błochowicz	bwɔxɔvitʂ
błoci	bwɔtɕi
błocian	bwɔtɕan
błocie	bwɔtɕɛ
błocisty	bwɔtɕistɨ
błocić	bwɔtɕitɕ
błocko	bwɔtskɔ
błocą	bwɔtsɔw̃
błocę	bwɔtsɛ
błodzy	bwɔdzɨ
błoga	bwɔga
błogi	bwɔgi
błogich	bwɔgix
błogie	bwɔgjɛ
błogiego	bwɔgjɛgɔ
błogiej	bwɔgjɛj
błogiemu	bwɔgjɛmu
błogim	bwɔgim
błogimi	bwɔgimi
błogo	bwɔgɔ
błogostan	bwɔgɔstan
błogosław	bwɔgɔswaf
błogosławienie	bwɔgɔswavjɛɲɛ
błogosławieństwo	bwɔgɔswavjɛɲstfɔ
błogosławiona	bwɔgɔswavjɔna
błogosławione	bɫɛgɔswɒvjɔnɛ
błogosławiony	bwɔgɔswavjɔnɨ
błogosławiony	bwˈogɔswˈaviˈaɾn
błogosławić	bwɔgɔswavitɕ
błogość	bwɔgɔɕtɕ
błogą	bwɔgɔw̃
błon	bwɔn
błona	bwɔna
błonach	bwɔnax
błonami	bwɔnami
błonce	bwɔntsɛ
błondek	bwɔndɛk
błoneczka	bwɔnɛtʂka
błonek	bwɔnɛk
błoni	bwɔɲi
błonia	bwɔɲa
błoniach	bwɔɲax
błoniami	bwɔɲami
błonianka	gwɔɲanka
błoniarczyk	bwɔɲartʂɨk
błoniarz	bwɔɲaʂ
błoniasty	bwɔɲastɨ
błonica	bwɔɲitsa
błonicowy	bwɔɲitsɔvɨ
błoniczy	bwɔɲitʂɨ
błonie	bwɔɲɛ
błonie	bwˈɔɲɛ
błoniem	bwɔɲɛm
błoniom	bwɔɲɔm
błoniu	bwɔɲu
błonka	bwɔŋka
błonkach	bwɔŋkax
błonkami	bwɔŋkami
błonki	bwɔŋki
błonko	bwɔŋkɔ
błonkom	bwɔŋkɔm
błonkoskrzydłe	bwɔnkɔskʂɨdwɛ
błonkoskrzydły	bwɔnkɔskʂɨdwɨ
błonkotwórczy	bwɔnkɔtfurtʂɨ
błonkowaty	bwɔŋkɔvatɨ
błonkowy	bwɔŋkɔvɨ
błonkówka	bwɔŋkufka
błonkówki	bwɔŋkufki
błonkę	bwɔŋkɛ
błonnik	bwɔnɲik
błonnikowy	bwɔnɲikɔvɨ
błono	bwɔnɔ
błonom	bwɔnɔm
błonotwórczy	bwɔnɔtfurtʂɨ
błonowy	bwɔnɔvɨ
błony	bwɔnɨ
błoną	bwɔnɔw̃
błonę	bwɔnɛ
błot	bwɔt
błot	pɔt
błota	bwɔta
błotach	bwɔtax
błotami	bwɔtami
błotem	bwɔtɛm
błotko	bwɔtkɔ
błotniak	bwɔtɲak
błotniarka	bwɔtɲarka
błotniarkowy	bwɔtɲarkɔvɨ
błotnica	bwɔtɲitsa
błotnik	bwɔtɲik
błotnisko	bwɔtɲiskɔ
błotnistość	bwɔtɲistɔɕtɕ
błotnisty	bwɔtɲistɨ
błotniście	bwɔtɲiɕtɕɛ
błotny	bwɔtnɨ
błoto	bwɔtɔ
błotom	bwɔtum
błotom	bwɔtɔm
błotu	bwɔtu
błoć	bwɔtɕ
błoń	bwɔɲ
błoński	bwɔɲski
błysk	bwɨsk
błyskal	bwɨskal
błyskanie	bwɨskaɲɛ
błyskaniec	bwɨskaɲɛts
błyskawica	bwjskɔwitsa
błyskawica	bwɨskavitsa
błyskawica	pujskavitsa
błyskawicowo	bwɨskavitsɔvɔ
błyskawicowy	bwɨskavitsɔvɨ
błyskawicznie	bwɨskavitʂɲɛ
błyskawiczniej	bwɨskavitʂɲɛj
błyskawiczność	bwɨskavitʂnɔɕtɕ
błyskawiczny	bwɨskavitʂnɨ
błyskać	bwɨskatɕ
błyskota	bwɨskɔta
błyskotanie	bwɨskɔtaɲɛ
błyskotać	bwɨskɔtatɕ
błyskotka	bwɨskɔtka
błyskotliwie	bwɨskɔtlivjɛ
błyskotliwiej	bwɨskɔtlivjɛj
błyskotliwość	bwɨskɔklivɔɕtɕ
błyskotliwość	bwɨskɔtlivɔɕtɕ
błyskotliwszy	bwɨskɔtlifʂɨ
błyskotliwy	bwɨskɔtlivɨ
błyskotnie	bwɨskɔtɲɛ
błyskotniej	bwɨskɔtɲɛj
błyskotniejszy	bwɨskɔtɲɛjʂɨ
błyskotność	bwɨskɔtnɔɕtɕ
błyskotny	bwɨskɔtnɨ
błyskowy	bwɨskɔvɨ
błysnąć	bwɨsnɔɲtɕ
błystka	bwɨstka
błyszcz	bwɨʂtʂ
błyszczek	bwɨʂtʂɛk
błyszczenie	bwɨʂtʂɛɲɛ
błyszczeć	bwɨʂtʂɛtɕ
błyszczka	bwɨʂtʂka
błyszczyk	bwɨstʂɨk
błyszczyk	bwɨʂtʂɨk
błyszcząca	bwɨʃtʂɔntsa
błyszcząco	bwɨʂtʂɔntsɔ
błyszczący	bwɨʂtʂɔntsɨ
błąd	bwɔnt
błądek	bwɔndɛk
błądzenie	bwɔndzɛɲɛ
błądzi	bwɔɲdʑi
błądzicie	bwɔɲdʑitɕɛ
błądzili	bwɔɲdʑili
błądziliby	bwɔɲdʑilibɨ
błądzilibyście	bwɔɲdʑilibɨɕtɕɛ
błądzilibyśmy	bwɔɲdʑilibɨɕmɨ
błądziliście	bwɔɲdʑiliɕtɕɛ
błądziliśmy	bwɔɲdʑiliɕmɨ
błądzisz	bwɔɲdʑiʂ
błądzić	bwɔɲdʑitɕ
błądził	bwɔɲdʑiw
błądziła	bwɔɲdʑiwa
błądziłaby	bwɔɲdʑiwabɨ
błądziłabym	bwɔɲdʑiwabɨm
błądziłabyś	bwɔɲdʑiwabɨɕ
błądziłam	bwɔɲdʑiwam
błądziłaś	bwɔɲdʑiwaɕ
błądziłby	bwɔɲdʑiwbɨ
błądziłbym	bwɔɲdʑiwbɨm
błądziłbyś	bwɔɲdʑiwbɨɕ
błądziłem	bwɔɲdʑiwɛm
błądziłeś	bwɔɲdʑiwɛɕ
błądziło	bwɔɲdʑiwɔ
błądziłoby	bwɔɲdʑiwɔbɨ
błądziły	bwɔɲdʑiwɨ
błądziłyby	bwɔɲdʑiwɨbɨ
błądziłybyśmy	bwɔɲdʑiwɨbɨɕmɨ
błądziłyście	bwɔɲdʑiwɨɕtɕɛ
błądziłyśmy	bwɔɲdʑiwɨɕmɨ
błądzono	bwɔndzɔnɔ
błądzą	bwɔndzɔw̃
błądząc	bwɔndzɔnts
błądzący	bwɔndzɔntsɨ
błądzę	bwɔndzɛ
błądź	bwɔɲtɕ
błądźcie	bwɔɲtɕtɕɛ
błądźmy	bwɔɲdʑmɨ
błąka	bwɔŋka
błąkacz	bwɔŋkatʂ
błąkaj	bwɔŋkaj
błąkanie	bwɔŋkaɲɛ
błąkanina	bwɔŋkaɲina
błąkać	bwɔŋkatɕ
błąkała	bwɔŋkawa
błędach	bwɛndax
błędem	bwɛndɛm
błędne	bwɛndna
błędnica	bwɛndɲitsa
błędniej	bwɛndɲɛj
błędność	bwɛndnɔɕtɕ
błędność	bwɛndɲɔɕtɕ
błędom	bwɛndɔm
błędowi	bwɛndɔvi
błędzie	bwɛɲdʑɛ
błędów	bwɛnduf
błękitnooki	bwɛŋkitnɔɔki
błękitny	bwɛnkʲitnɨ
błękitnych	bwɛŋkitnɨx
błękitowi	bwɛŋkitɔvi
bździak	bʑdʑak
bździdło	bʑdʑidwɔ
bździkot	bʑdʑikɔt
bździna	bʑdʑina
bździnka	bʑdʑiŋka
bździoch	bʑdʑɔx
bździocha	bʑdʑɔxa
bździon	bʑdʑɔn
bździuch	bʑdʑux
bździągwa	bʑdʑɔŋgva
bździć	bʑdʑitɕ
c	dz
c	ts
cabaj	tsabaj
caban	tsaban
cacaj	tsatsaj
cacanki	tsakanki
cacek	tsatsɛk
cach	tsax
cache	kaʂ
cache	kɛʂ
caciki	tsatsiki
cacka	tsatska
cackali	tsatskali
cackanie	tsatskaɲɛ
cackać	tsatskatɕ
cackał	tsatskaw
cackała	tsatskawa
cacko	tsatskɔ
cacku	tsatsku
cacuszko	tsatsuʂkɔ
cacy	tsatsɨ
cacy	tʃatsɨ
cacy-cacy	tsatsɨtsatsɨ
cadyk	tsadɨk
cadów	tsɑduf
caf	kaf
café	kafɛ
cagliari	kaljari
cal	tsal
cal	tsjal
calca	tsaltsa
calcach	tsaltsax
calcami	tsaltsami
calce	tsaltsɛ
calcem	tsaltsɛm
calcie	tsaltɕɛ
calcom	tsaltsɔm
calcu	tsaltsu
cale	tsalɛ
calec	tsalɛts
calej	tsalɛj
caleć	tsalɛtɕ
cali	tsali
calicie	tsalitɕɛ
calineczka	tsalinɛtʂka
calisz	tsaliʂ
calizna	tsalizna
calić	tsalitɕ
calił	tsaliw
calmy	tsalmɨ
calom	tsalɔm
calszy	tsalsz
calutki	tsalutki
calówka	tsalufka
calą	tsalɔw̃
calę	tsalɛ
cambridge	kɛmbrɨtʂ
camembert	kamɛmbɛr
camorra	kamɔra
campari	kampari
camping	kɛmpiŋk
campowy	tsampovaj
canberra	kanbɛra
caniboł	tsaɲibɔw
canto	kantɔ
cap	tsap
capa	tsapa
capach	tsapax
capaj	tsapaj
capali	tsapali
capami	tsapami
capano	tsapanɔ
capany	tsapanɨ
capać	tsapatɕ
capał	tsapaw
capała	tsapawa
capało	tsapawɔ
capały	tsapawɨ
capem	tsapɛm
capi	tsapi
capie	tsapjɛ
capiecie	tsapjɛtɕɛ
capiemy	tsapjɛmɨ
capiesz	tsapjɛʂ
capiga	tsapiga
capią	tsapjɔw̃
capić	tsapitɕ
capię	tsapjɛ
capnie	tapnʲe
capniecie	tsapɲɛtɕɛ
capnięcie	tsapɲɛɲtɕɛ
capnąć	tsapnɔɲtɕ
capoeira	kapɔɛjra
capom	tsapɔm
capowi	tsapɔvi
cappuccino	kaputʂinɔ
capstrzyk	tsapstʂɨ
capstrzyk	tsapstʂɨk
caputa	tsaputa
capy	tsapɨ
capów	tsapuf
car	kara
car	tsar
cara	tsara
carach	tsarax
carami	tsarami
carem	tsarɛm
carewicz	tsarɛvitʂ
caro	karo
carobójca	tsarɔbujtsa
carogród	tsarɔgrut
carom	tsarɔm
carowi	tsarɔvi
carowie	tsarɔvjɛ
carska	tsɛrska
carstwo	tsarstfɔ
caryca	tsarɨtsa
caryca	tsɛrɪtsa
carze	tsaʐɛ
carów	tsaruf
casanova	kazanɔva
casting	kastiŋk
castingowo	kast̪iŋgɔvɔ
castingowy	kastiŋgɔvɨ
castries	kastris
casus	kazus
catering	katɛriŋk
cateringowy	katɛriŋgɔvɨ
cava	kava
cał	tsɒɫ
cała	tsava
cała	tsawa
całce	tsawtsɛ
całe	tsawa
całe	tsawɛ
całego	sawɛgɔ
całego	tsawɛgɔ
całej	tsawɛj
całek	tsawɛk
całemu	tsawɛmu
całka	tsauka
całka	tsau̯ka
całka	tsawka
całkach	tsawkax
całkami	tsawkami
całki	tsawki
całkiem	tsawkjɛm
całkiewicz	tsawkjɛvitʂ
całko	tsawkɔ
całkom	tsawkɔm
całkowalność	tsaukɔvalnɔɕtɕ
całkowalny	tsaukɔvalɲɔ
całkowalny	tsawkɔvalnɨ
całkowanie	tsawkɔvaɲɛ
całkować	tsaukɔvatɕ
całkować	tsawkɔvatɕ
całkowici	tsawkɔvitɕi
całkowicie	tsau̯kɔvitɕɛ
całkowicie	tsawkɔvitɕɛ
całkowicie	tsɒɫkɔvitɕɛ
całkowita	tsawkɔvita
całkowite	tsawkɔvitɛ
całkowitego	tsaukɔvitɛgɔ
całkowitego	tsawkɔvitɛgɔ
całkowitej	tsaukɔvitɛj
całkowitej	tsawkɔvitɛj
całkowitemu	tsawkɔvitɛmu
całkowitość	tsawkɔvitɔɕtɕ
całkowity	tsau̯kovˈiti
całkowity	tsawkɔvitɨ
całkowitych	tsawkɔvitɨx
całkowitym	tsaukɔvitɨm
całkowitymi	tsawkɔvitɨmi
całkowitą	tsawkɔvitɔw̃
całkowy	tsawkɔvɨ
całką	tsawkɔw̃
całkę	tsawkɛ
cało	tsawɔ
cało	tsaɫɔ
całobrzegi	tsaɫɔbrzɛgi
całodniowy	tsawɔdɲɔvɨ
całodniowy	tsaɫɔdɲɔvɨ
całodobowo	tsawɔdɔbɔvɔ
całodobowy	tsawɔdɔbɔvɨ
całokształt	tsawɔkʂtawt
całopalenie	tsawɔpalɛɲɛ
całopalenie	tsawɔwpalɛɲɛ
całopalny	tsawɔpalnɨ
całosemestralny	tsawõsɛmɛstralnɨ
całostalowy	tsawɔstalɨw̃
całostkowy	tsaɫɔstkɔvɨ
całowali	tsawɔvali
całowaliby	tsawɔvalibɨ
całowalibyście	tsawɔvalibɨɕtɕɛ
całowalibyśmy	tsawɔvalibɨɕmɨ
całowaliście	tsawɔvaliɕtɕɛ
całowaliśmy	tsawɔvaliɕmɨ
całowanie	tsawɔvaɲɛ
całowanie	tsaɫɔvaɲe
całowano	tsawɔvanɔ
całować	tsawɔvatɕ
całować	tsaɫɔvatɕ
całował	tsawɔvaw
całowała	tsawɔvawa
całowałaby	tsawɔvawabɨ
całowałabym	tsawɔvawabɨm
całowałabyś	tsawɔvawabɨɕ
całowałam	tsawɔvawam
całowałaś	tsawɔvawaɕ
całowałby	tsawɔvawbɨ
całowałbym	tsawɔvawbɨm
całowałbyś	tsawɔvawbɨɕ
całowałem	tsawɔvawɛm
całowałeś	tsawɔvawɛɕ
całowało	tsawɔvawɔ
całowałoby	tsawɔvawɔbɨ
całowały	tsawɔvawɨ
całowałyby	tsawɔvawɨbɨ
całowałybyście	tsawɔvawɨbɨɕtɕɛ
całowałybyśmy	tsawɔvawɨbɨɕmɨ
całowałyście	tsawɔvawɨɕtɕɛ
całowałyśmy	tsawɔvawɨɕmɨ
całowieczorny	tsaɫɔvjɛtʂɔrnɨ
całościowa	tsawɔɕtɕɔvɒ
całościować	tsawɔɕtɕɔvatɕ
całościowość	tsaɫɔɕtʂɔvɔɕtɕ
całościowy	tsawɔɕtɕɔvɨ
całość	tsawɔɕtɕ
całość	tsaɫɔɕtɕ
całuch	tsawux
całuj	tsawuj
całujcie	tsawujtɕɛ
całuje	tsaujɛ
całuje	tsawujɛ
całujecie	tsawujɛtɕɛ
całujemy	tsawujɛmɨ
całujesz	tsawujɛʂ
całujmy	tsawujmɨ
całują	tsawujɔw̃
całując	tsawujɔnts
całująca	tsawujɔntsa
całujące	tsawujɔntsɛ
całujący	tsawujɔntsɨ
całuję	tsawujɛ
całun	tsau̯in
całun	tsawun
całunek	tsawunɛk
całus	tsau̯s
całus	tsawus
całusek	tsawusɛk
całuśnica	tsauɕnitsa
cały	tsaowɨ
cały	tsawɨ
cały	tsaɫɨ
całych	tsawɨx
całym	tsawɨm
całymi	tsau̯ɨmʲi
całymi	tsawɨmi
całą	tsawɔw̃
całą	tsaɪ̯wɑŋ
cchinwali	tsxinvali
ceber	tsɛbɛr
cebr	tsɛbr
cebra	tsɛbra
cebrach	tsɛbrax
cebrami	tsɛbrami
cebrem	tsɛbrɛm
cebrom	tsɛbrɔm
cebrowi	tsɛbrɔvi
cebry	tsɛbrɨ
cebrze	tsɛbʐɛ
cebrzyk	tsɛbʐɨk
cebrzyk	tsʲabʂɨk
cebrów	tsɛbruf
cebul	tsɛbul
cebula	sebuʎa
cebula	tsɛbula
cebulach	tsɛbulax
cebulak	tsɛbulak
cebulami	tsɛbulami
cebulanka	sɛburaŋka
cebularz	tsɛbulaʂ
cebularz	tsɛbulaʃ
cebulce	tsɛbultsɛ
cebule	tsɛbulɛ
cebulek	tsɛbulɛk
cebuli	tsɛbuli
cebulica	tsɛbulitsa
cebulka	tsɛbulka
cebulkach	tsɛbulkax
cebulkami	tsɛbulkami
cebulki	tsɛbulki
cebulko	tsɛbulkɔ
cebulkom	tsɛbulkɔm
cebulką	tsɛbulkɔv
cebulką	tsɛbulkɔw̃
cebulkę	tsɛbulkɛ
cebulo	tsɛbulɔ
cebulom	tsɛbulɔm
cebulowy	tsɛbulɔvɨ
cebulski	tsɛboːlski
cebulą	tsɛbulɔw̃
cebulę	tsɛbulɛ
cecenowo	tsɛtɛnɔvɔ
cech	tsɛx
cecha	tsexa
cecha	tsɛxa
cechach	tsɛxax
cechami	tsɛxami
cechem	tsɛxɛm
cechmistrz	tsɛxmistʂ
cechmistrz	tsɛxmistʃ
cecho	tsɛxɔ
cechom	tsɛxɔm
cechowacz	tsɛxɔvatʃ
cechować	tsɛxɔvatɕ
cechowi	tsɛxɔvi
cechowicz	tsɛxɔvitʂ
cechownik	tsɛxɔvɲik
cechsztyński	tsɛxʂtɪɲski
cechu	tsɛxu
cechy	tsɛxɨ
cechy	tsɛxɪ
cechów	tsɛxuf
cechą	tsɛxɔw̃
cechę	tsɛxɛ
cecie	tsɛtɕɛ
ceckać	tsɛtskatʃ
cecot	tsɛtsɔt
cecota	tsɛtsɔta
cecuga	tsɛtsuga
cecylia	tsɛtsɨlja
cecylia	tɨtsɨlɪja
cedeciak	tsɛdɛtʃak
cedetowski	sɛdɛtɔvski
cedować	tsɛdɔvatɕ
cedr	tsedru
cedr	tsɛdr
cedrat	tsɛdrat
cedrowe	tsadrɔva
cedrowe	tsɛdrɔbɛ
cedrowy	tsɛdrɔvɨ
cedrski	tsɛdɛrski
cedrzyniec	tsɛdʐɨɲɛts
ceduła	tsedua
cedułka	tsɛduːka
cedynia	tsɛdɨɲa
cedyński	sadɨɲski
cedzak	sezɒk
cedzak	tsɛdzak
cedzak	tsɛdzɑk
cedzenie	tsɛdzɛɲɛ
cedzich	tsɛdʑix
cedzidło	tsɛdʑidwɔ
cedzisz	sadzjiʂ
cedzić	sɛdʑitʃ
cedzić	tsɛdʑitɕ
cefal	tsɛfal
cefałka	tsɛfawka
cegielnia	tsɛgjɛlɲa
cegielnictwo	tsɛgjɛlɲɪtstfɔ
cegielnik	tsɛgjɛlɲik
cegielski	tsɛgjɛnski
cegiełka	tsɛgjɛwka
ceglany	tsɛglamɨ
ceglany	tsɛglanɨ
ceglarz	tsɛglaʂ
ceglarz	tsɛglaʃ
ceglaste	tsiglastɛ
ceglaste	tsɛglastɛ
ceglasty	tsɛglastɨ
ceglastych	tsɛglastɨx
ceglaści	tsɛglaɕtɕi
cegła	sɛgwˈa
cegła	tsɛgwa
cegłów	tsɛguv
cegłówka	tsɛgwufka
cejlon	tsɛjlɔn
cejnowa	tsɛjnɔvɒ
cekaem	tsɛkaɛm
cekhauz	tsɛkxaws
cekin	tsɛkin
ceklarski	tsɛklarskiː
cel	tsel
cel	tsɛl
cel	tsɛʎ
cela	tsɛla
celach	tsɛlax
celadon	tsɛladɔn
celami	tsɛlami
cele	tsɛlɛ
celebes	selɛbæs
celebracja	tsɛlɛbratsja
celebralny	tsɛlɛbraːlnɨ
celebrans	tsɛlɛbrants
celebrowanie	tsɛlɛbrɔvaɲɛ
celebrować	tsɛlɛbrɔvatɕ
celebryta	tsɛlɛbrɨta
celebrytka	tsɛlɛbrɨtka
celebrytoza	tsɛlɛbrɨtɔza
celej	tsɛlɛj
celem	tsɛlem
celem	tsɛlɛm
celestyn	tsɛlɛstɨn
celestyna	tsɛlɛstɨna
celi	tsɛli
celiakia	tsɛljakja
celibat	tsɛlibat
celina	tsɛlina
celni	tsɛlɲi
celnictwo	tsɛlɲitstfɔ
celniej	tsɛlɲɛ
celniejszy	tsɛlɲɛjʂɛ
celnik	tsɛlɲik
celny	tsɛlnɨ
celo	tsɛlɔ
celoch	tsɛlɔx
celofan	tsɛlɔfan
celom	tsɛlɔm
celowanie	tsɛlɔvaɲɛ
celować	tsɛlɔvatɕ
celowi	tsɛlɔvi
celownica	tsɛlɔwɲitsa
celowniczy	tsɛlɔvɲitʂɨ
celownik	tsɛlɔvni
celownik	tsɛlɔvɲik
celowo	tsɛlɔvɔ
celowość	tsɛlɔvɔɕtɕ
celowy	tsɛlɔvɨ
celowy	tsɛ˥˩lɔ˥vɛ
celt	tsɛlt
celta	tsɛlta
celtologiczny	tsɛlkɔlɔgitʂnɨ
