'anar'	anaɾ
delimitativa	d̪elimit̪at̪iβ̞a
delincuencia	d̪elĩŋkwẽn̟θja
delincuencial	d̪elĩŋkwẽn̟θjal
delincuencias	d̪elĩŋkwẽn̟θjas
delincuente	d̪elĩŋkwẽn̪t̪e
delineación	d̪elineaθjõn
delineada	d̪elineað̞a
delineadas	d̪elineað̞as
delineado	d̪elineað̞o
delineador	d̪elineað̞oɾ
delineadora	d̪elineað̞oɾa
delineadoras	d̪elineað̞oɾas
delineadores	d̪elineað̞oɾes
delineados	d̪elineað̞os
delineamiento	d̪elineamjẽn̪t̪o
delineamos	d̪elineamos
delineant	d̪eljneant̪
delineante	d̪elineãn̪t̪e
delinear	d̪elineaɾ
delineares	d̪elineaɾes
delinquida	d̪elĩŋkið̞a
delinquidas	d̪elĩŋkið̞as
delinquido	d̪elĩŋkið̞o
delinquidos	d̪elĩŋkið̞os
delinquiment	d̪elĩŋkimẽn̪t̪
delinquir	d̪elĩŋkiɾ
delinqüencial	ð̞elinkẽn̟θial
delinqüència	ð̞elĩŋkwnkia
deliqui	d̪eljki
delirada	d̪eliɾað̞a
deliradas	d̪eliɾað̞as
delirado	d̪eliɾað̞o
delirados	d̪eliɾað̞os
delirante	d̪eliɾãn̪t̪e
delirar	d̪eliɾaɾ
deliri	d̪eljɾi
delirio	d̪eliɾjo
delirogen	d̪eliɾoɣ̞ẽn̪
delirós	d̪eliɾos
delit	d̪eljt̪
delitable	d̪eljt̪aβ̞le
delitar	ð̞alit̪aɾ
delitescència	d̪elit̪ezknkia
delito	d̪elit̪o
delitosa	d̪eljt̪osa
delitosament	d̪eljt̪osamẽn̪t̪
delitós	d̪eljt̪os
delivery	d̪eliβ̞eɾi
deliz	d̪eliθ
dellà	d̪eʝa
delmable	d̪elmaβ̞le
delmació	ð̞elmakio
delmador	d̪elmað̞oɾ
delmar	d̪elma
delmari	d̪elmaɾi
delme	d̪elma
delmera	d̪elmeɾa
delmir	d̪elmiɾ
delmy	d̪elmi
dels	d̪els
delta	d̪el̪t̪a
deltaic	d̪elt̪aik
deltaica	d̪elt̪ajka
deltaico	d̪el̪t̪ai̯ko
deltana	d̪el̪t̪ana
deltanas	d̪el̪t̪anas
deltanos	d̪el̪t̪anos
deltoedre	d̪elt̪oeð̞ɾe
deltoidal	d̪el̪t̪oi̯ð̞al
deltoide	d̪el̪t̪oi̯ð̞e
deltoides	d̪el̪t̪oi̯ð̞es
deltoïdal	d̪elt̪ojð̞al
deludir	d̪eluð̞iɾ
delusió	ð̞alwsio
delusori	d̪elozoɾi
deluxe	d̪eluɣ̞s
delícia	ð̞elikja
demacració	d̪emakɾakio
demacrada	d̪emakɾað̞a
demacrar	d̪emakɾa
demacrar	d̪emakɾaɾ
demacrat	d̪emakɾat̪
demagog	d̪emaɣ̞ok
demagoga	d̪emaɣ̞oɣ̞a
demagogas	d̪emaɣ̞oɣ̞as
demagogia	d̪emaɣ̞oxja
demagogo	d̪emaɣ̞oɣ̞o
demagogos	d̪emaɣ̞oɣ̞os
demagògic	d̪emagɣ̞ik
demagógica	d̪emaɣ̞oxika
demagógicas	d̪emaɣ̞oxikas
demagógico	d̪emaɣ̞oxiko
demagógicos	d̪emaɣ̞oxikos
demanador	d̪emanað̞oɾ
demanadora	d̪emanað̞oɾa
demanda	d̪emãn̪d̪a
demandada	d̪emãn̪d̪að̞a
demandadas	d̪emãn̪d̪að̞as
demandado	d̪emãn̪d̪að̞o
demandador	d̪emãn̪d̪að̞oɾ
demandados	d̪emãn̪d̪að̞os
demandar	d̪emãn̪d̪aɾ
demandat	d̪emãn̪d̪at̪
demanem	d̪emanem
demani	d̪emani
demanial	d̪emanjal
demarca	d̪emaɾka
demarcación	d̪emaɾkaθjõn
demarcada	d̪emaɾkað̞a
demarcadas	d̪emaɾkað̞as
demarcado	d̪emaɾkað̞o
demarcador	d̪emaɾkað̞oɾ
demarcador	d̪emeɾkað̞oɾ
demarcadora	d̪emaɾkað̞oɾa
demarcados	d̪emaɾkað̞os
demarcar	d̪emaɾkaɾ
demarcatiu	d̪emeɾkat̪iw
demarcativa	d̪emaɾkat̪iβ̞a
demasiada	d̪emasjað̞a
demasiadas	d̪emasjað̞as
demasiado	d̪emasjað̞o
demasiados	d̪emasjað̞os
demasié	d̪emasje
demasía	d̪emasia
demble	d̪emβ̞le
dembow	d̪ẽmbou̯
deme	d̪eme
demediada	d̪emeð̞jað̞a
demediadas	d̪emeð̞jað̞as
demediado	d̪emeð̞jað̞o
demediados	d̪emeð̞jað̞os
demediar	d̪emeð̞jaɾ
demencia	d̪emẽn̟θja
demencial	d̪emẽn̟θjal
dement	d̪emẽn̪t̪
dementar	d̪emẽn̪t̪aɾ
demente	d̪emẽn̪t̪e
dementen	ð̞ament̪ẽn̪
dementre	d̪emẽn̪t̪ɾe
demeritada	d̪emeɾit̪að̞a
demeritadas	d̪emeɾit̪að̞as
demeritado	d̪emeɾit̪að̞o
demeritados	d̪emeɾit̪að̞os
demeritar	d̪emeɾit̪aɾ
demeritori	d̪emeɾit̪oɾi
demeritòria	d̪emeɾit̪ɾia
demersal	d̪emeɾsal
demesia	ð̞emzia
demesiada	d̪emesjað̞a
demesiadament	d̪emesiað̞ament̪
demesiat	d̪emekiat̪
demetre	d̪emet̪ɾe
demetrio	d̪emet̪ɾjo
demisexual	d̪emiseɣ̞swal
demisexualidad	d̪emiseɣ̞swalið̞að̞
demiúrgic	d̪emjwɾɣ̞ik
demiúrgica	d̪emiwɾɣ̞ika
demo	d̪emo
democracia	d̪emokɾaθja
democratacristiana	d̪emokɾat̪akɾist̪jana
democratacristià	d̪emokɾat̪akɾist̪i
democratisme	d̪emokɾat̪jsme
democratització	d̪emokɾat̪it̪θakio
democratitzador	d̪emokɾet̪it̪θað̞oɾ
democratitzadora	d̪emokɾet̪it̪θað̞oɾa
democratitzar	d̪emokɾat̪it̪θaɾ
democratización	d̪emokɾat̪iθaθjõn
democratizada	d̪emokɾat̪iθað̞a
democratizadas	d̪emokɾat̪iθað̞as
democratizado	d̪emokɾat̪iθað̞o
democratizador	d̪emokɾat̪iθað̞oɾ
democratizados	d̪emokɾat̪iθað̞os
democratizar	d̪emokɾat̪iθaɾ
democristiana	d̪emokɾist̪jana
democristianas	d̪emokɾist̪janas
democristianos	d̪emokɾist̪janos
democràcia	d̪emokɾkia
democràtic	d̪emokɾt̪ik
democràtica	d̪emokɾt̪ika
democràticament	d̪emokɾt̪ikamẽn̪t̪
democrática	d̪emokɾat̪ika
democráticas	d̪emokɾat̪ikas
democrático	d̪emokɾat̪iko
democráticos	d̪emokɾat̪ikos
demodulada	d̪emoð̞ulað̞a
demoduladas	d̪emoð̞ulað̞as
demodulado	d̪emoð̞ulað̞o
demodulador	d̪emoð̞ulað̞oɾ
demodulados	d̪emoð̞ulað̞os
demodular	d̪emoð̞ulaɾ
demodé	d̪emoð̞e
demofòbia	d̪emofβ̞ia
demografia	d̪emoɣ̞ɾafia
demogràfic	d̪emoɣ̞ɾfik
demogràfica	d̪emoɣ̞ɾfika
demográfica	d̪emoɣ̞ɾafika
demográficas	d̪emoɣ̞ɾafikas
demográfico	d̪emoɣ̞ɾafiko
demográficos	d̪emoɣ̞ɾafikos
demoler	d̪emoleɾ
demolida	d̪emolið̞a
demolidas	d̪emolið̞as
demolido	d̪emolið̞o
demolidor	d̪emõlið̞oɾ
demolidos	d̪emolið̞os
demon	d̪emon
demoniaco	d̪emonjako
demonio	d̪emonjo
demonisme	d̪emonisme
demonitzar	d̪emõn̪it̪θaɾ
demonización	d̪emoniθaθjõn
demonizada	d̪emoniθað̞a
demonizadas	d̪emoniθað̞as
demonizado	d̪emoniθað̞o
demonizados	d̪emoniθað̞os
demonizar	d̪emoniθaɾ
demonomancia	d̪emonomãn̟θja
demonomancía	d̪emonomãn̟θia
demoníac	d̪emoniak
demoníaca	d̪emoniaka
demoníaca	ð̞emoniaka
demoníacas	d̪emoniakas
demoníaco	d̪emoniako
demoníacos	d̪emoniakos
demor	d̪amoɾ
demora	d̪emoɾa
demorada	d̪emoɾað̞a
demoradas	d̪emoɾað̞as
demorado	d̪emoɾað̞o
demorados	d̪emoɾað̞os
demoramos	d̪emoɾamos
demorando	d̪emoɾãn̪d̪o
demorança	d̪emoɾanθa
demorar	d̪emoɾaɾ
demorara	d̪emoɾaɾa
demoraras	d̪emoɾaɾas
demorareis	d̪emoɾaɾei̯s
demoraremos	d̪emoɾaɾemos
demorares	d̪emoɾaɾes
demorará	d̪emoɾaɾa
demorarás	d̪emoɾaɾas
demoraríamos	d̪emoɾaɾiamos
demoras	d̪emoɾas
demoraste	d̪emoɾast̪e
demore	d̪emoɾe
demoremos	d̪emoɾemos
demoren	d̪emoɾẽn̪
demores	d̪emoɾes
demoro	d̪emoɾo
demoráramos	d̪emoɾaɾamos
demos	d̪emos
demosofia	d̪emosofia
demosofia	d̪emwsofia
demosponges	d̪emosponɣ̞es
demostra	d̪emost̪ɾa
demostrabilitat	d̪emost̪ɾaβ̞ilit̪at̪
demostrable	d̪emost̪ɾaβ̞le
demostrables	d̪emost̪ɾaβ̞les
demostració	d̪eβ̞ozt̪ɾakjõ
demostración	d̪emost̪ɾaθjõn
demostrada	d̪emost̪ɾað̞a
demostradas	d̪emost̪ɾað̞as
demostrado	d̪emost̪ɾað̞o
demostrador	d̪emost̪ɾað̞oɾ
demostradora	d̪emost̪ɾað̞oɾa
demostrados	d̪emost̪ɾað̞os
demostrar	d̪emost̪ɾaɾ
demostrat	d̪emost̪ɾat̪
demostrativa	d̪emost̪ɾat̪iβ̞a
demostrativament	d̪emost̪ɾat̪iβ̞amẽn̪t̪
demostrativas	d̪emost̪ɾat̪iβ̞as
demostrativo	d̪emost̪ɾat̪iβ̞o
demostrativos	d̪emost̪ɾat̪iβ̞os
demudada	d̪emuð̞að̞a
demudadas	d̪emuð̞að̞as
demudado	d̪emuð̞að̞o
demudados	d̪emuð̞að̞os
demudar	d̪emuð̞aɾ
demuestro	d̪emwest̪ɾo
demulcente	d̪emul̟θẽn̪t̪e
demà	d̪em
demás	d̪emas
demència	ð̞emnkia
demèrit	d̪emẽɾjt̪
demètria	β̞emt̪ɾia
demérito	d̪emeɾit̪o
demés	d̪emez
deméter	d̪emet̪eɾ
demòcrata	d̪emokɾat̪a
demògraf	d̪emoɣ̞ɾaf
demòtic	d̪emt̪ik
demòtica	d̪emt̪ika
demócrata	d̪emokɾat̪a
demógrafa	d̪emoɣ̞ɾafa
demótico	d̪emot̪iko
den	d̪ẽn
dena	d̪eˈnna
denante	d̪enãn̪t̪e
denari	d̪enaɾj
denario	d̪enaɾjo
denaturalitzar	ð̞esnat̪uɾalit̪θaɾ
dende	d̪ẽn̪d̪e
dendriforme	ð̞ẽn̪d̪ɾifoɾma
dendrita	d̪ẽn̪d̪ɾit̪a
dendrocronologia	ð̞ẽn̪d̪ɾukɾonoloɣ̞ia
dendrocronògraf	ð̞ẽn̪d̪ɾokɾonɣ̞ɾaf
dendrímero	d̪ẽn̪d̪ɾimeɾo
dendrític	ð̞ẽn̪d̪ɾit̪ik
dendrítica	d̪ẽn̪d̪ɾit̪ika
denega	d̪eneɣ̞a
denegable	d̪eneɣ̞aβ̞le
denegaciones	d̪eneɣ̞aθjones
denegació	d̪eneɣ̞akio
denegación	d̪eneɣ̞aθjõn
denegada	d̪eneɣ̞að̞a
denegadas	d̪eneɣ̞að̞as
denegado	d̪eneɣ̞að̞o
denegados	d̪eneɣ̞að̞os
denegar	d̪eneɣ̞aɾ
denegatorio	d̪eneɣ̞at̪oɾjo
denejament	d̪enexamẽn̪t̪
denergia	d̪eneɾxia
denerida	ð̞enɾið̞a
dengue	d̪ẽŋge
deniera	d̪enieɾa
denigració	d̪eniɣ̞ɾakio
denigración	d̪eniɣ̞ɾaθjõn
denigrada	d̪eniɣ̞ɾað̞a
denigradas	d̪eniɣ̞ɾað̞as
denigrado	d̪eniɣ̞ɾað̞o
denigrador	d̪eniɣ̞ɾað̞oɾ
denigradora	d̪eniɣ̞ɾad̪oɾa
denigrados	d̪eniɣ̞ɾað̞os
denigrant	d̪enigɾãn̪t̪
denigrante	d̪eniɣ̞ɾãn̪t̪e
denigrar	d̪eniɣ̞ɾaɾ
denigratorio	d̪eniɣ̞ɾat̪oɾjo
denme	d̪ẽmme
denodado	d̪enoð̞að̞o
denomina	d̪enomina
denominable	d̪enominaβ̞le
denominació	ð̞enominakio
denominación	d̪enominaθjõn
denominada	d̪enominað̞a
denominadas	d̪enominað̞as
denominado	d̪enominað̞o
denominador	d̪enominað̞oɾ
denominadora	d̪enominað̞oɾa
denominados	d̪enominað̞os
denominal	d̪enominaʝ
denominar	d̪enominaɾ
denominatiu	d̪enominat̪iu
denominativa	d̪enominat̪iβ̞a
denominársele	d̪enominaɾsele
denormal	d̪enoɾmal
denos	d̪enos
denostada	d̪enost̪að̞a
denostadas	d̪enost̪að̞as
denostado	d̪enost̪að̞o
denostados	d̪enost̪að̞os
denostar	d̪enost̪aɾ
denota	d̪enot̪a
denotaciones	d̪enot̪aθjones
denotació	ð̞enot̪akio
denotación	d̪enot̪aθjõn
denotada	d̪enot̪að̞a
denotadas	d̪enot̪að̞as
denotado	d̪enot̪að̞o
denotados	d̪enot̪að̞os
denotamos	d̪enot̪amos
denotando	d̪enot̪ãn̪d̪o
denotar	d̪enot̪aɾ
denotara	d̪enot̪aɾa
denotaras	d̪enot̪aɾas
denotare	d̪enot̪aɾe
denotareis	d̪enot̪aɾei̯s
denotaremos	d̪enot̪aɾemos
denotares	d̪enot̪aɾes
denotará	d̪enot̪aɾa
denotarás	d̪enot̪aɾas
denotaríamos	d̪enot̪aɾiamos
denotas	d̪enot̪as
denotaste	d̪enot̪ast̪e
denotatiu	d̪enot̪at̪iu
denotativa	d̪enot̪at̪iβ̞a
denotativas	d̪enot̪at̪iβ̞as
denotativo	d̪enot̪at̪iβ̞o
denotativos	d̪enot̪at̪iβ̞os
denote	d̪enot̪e
denotemos	d̪enot̪emos
denoten	d̪enot̪ɾən
denotes	d̪enot̪es
denoto	d̪enot̪o
denotá	d̪enot̪a
denotáramos	d̪enot̪aɾamos
denou	d̪eŋoo
dens	ð̞ent̪s
densar	d̪ẽnsaɾ
densificació	ð̞ẽn̪sifikakio
densificada	d̪ẽnsifikað̞a
densificadas	d̪ẽnsifikað̞as
densificado	d̪ẽnsifikað̞o
densificados	d̪ẽnsifikað̞os
densificar	d̪ẽnsifikaɾ
densificar	ð̞ẽn̟θifikaɾ
densitòmetre	ð̞ẽn̪sjt̪met̪ɾe
denso	d̪ẽnso
densímetre	ð̞ansimet̪ɾe
densímetro	d̪ẽnsimet̪ɾo
densímetros	d̪ẽnsimet̪ɾos
dentada	d̪ẽn̪t̪að̞a
dentadas	d̪ẽn̪t̪að̞as
dentado	d̪ẽn̪t̪að̞o
dentadora	d̪ẽn̪t̪ad̪uɾa
dentados	d̪ẽn̪t̪að̞os
dentadura	d̪ent̪ad̪uɾa
dentadura	d̪ẽn̪t̪að̞uɾa
dental	d̪ẽn̪t̪al
dental	ð̞ẽn̪t̪au
dentales	d̪ẽn̪t̪ales
dentalització	d̪ent̪alit̪θakio
dentar	d̪ẽn̪t̪aɾ
dentaria	d̪ẽn̪t̪aɾja
dentario	d̪ẽn̪t̪aɾjo
dentat	d̪ẽn̪t̪at̪
dentcurta	d̪enkuɾt̪a
dentegada	ð̞ant̪eɣ̞að̞a
dentelada	d̪ẽn̪t̪alað̞a
dentelaria	d̪ẽn̪t̪elaɾja
dentelat	t̪ẽn̪t̪elat̪
dentelleada	d̪ẽn̪t̪eʝeað̞a
dentelleadas	d̪ẽn̪t̪eʝeað̞as
dentelleado	d̪ẽn̪t̪eʝeað̞o
dentelleados	d̪ẽn̪t̪eʝeað̞os
dentellear	d̪ẽn̪t̪eʝeaɾ
dentelleo	d̪ẽn̪t̪eʝeo
dentera	d̪ẽn̪t̪eɾa
denteta	t̪ẽn̪t̪et̪a
dentición	d̪ẽn̪t̪iθjõn
denticle	d̪ent̪ikle
denticulada	d̪ẽn̪t̪ikulað̞a
denticulado	d̪ẽn̪t̪ikulað̞o
dentiforme	ð̞ẽn̪t̪ifoɾma
dentifrícia	ð̞ẽn̪t̪ifɾikia
dentilabial	d̪ẽn̪t̪ilaβ̞jau
dentina	d̪ẽn̪t̪ina
dentirostre	ð̞ẽn̪t̪iɾɾost̪ɾe
dentista	d̪ẽn̪t̪ist̪a
dentrar	d̪ẽn̪t̪ɾaɾ
dentro	d̪ẽn̪t̪ɾo
dentrífico	d̪ẽn̪t̪ɾifiko
dentuda	d̪ẽn̪t̪uð̞a
dentudas	d̪ẽn̪t̪uð̞as
dentudo	d̪ẽn̪t̪uð̞o
dentudos	d̪ẽn̪t̪uð̞os
dentut	ð̞ẽn̪t̪ot̪
dentària	d̪ent̪ɾia
dentículo	d̪ẽn̪t̪ikulo
dentífric	ð̞ant̪ifɾjk
dentífrico	d̪ẽn̪t̪ifɾiko
dentíger	d̪ẽn̪t̪iɣ̞eɾ
dentígera	d̪ẽn̪t̪iɣ̞eɾa
dentón	d̪ẽn̪t̪õn
denudació	d̪enuð̞akio
denudación	d̪enuð̞aθjõn
denudar	d̪enuð̞aɾ
denuedo	d̪enweð̞o
denuncia	d̪enũn̟θja
denunciable	d̪enunkiaβ̞le
denunciable	d̪enũn̟θjaβ̞le
denunciació	d̪enunkiakio
denunciada	d̪enũn̟θjað̞a
denunciadas	d̪enũn̟θjað̞as
denunciado	d̪enũn̟θjað̞o
denunciador	d̪enunkiað̞oɾ
denunciador	d̪enũn̟θjað̞oɾ
denunciadora	d̪enunkiað̞oɾa
denunciadora	d̪enũn̟θjað̞oɾa
denunciados	d̪enũn̟θjað̞os
denunciant	d̪enunkiant̪
denunciar	d̪enũn̟θjaɾ
denunciatorio	d̪enũn̟θjat̪oɾjo
denunciatòria	ð̞enunkjat̪ɾia
denuncie	d̪enũn̟θje
denuncio	d̪enũn̟θjo
denunciï	ð̞ẽn̪unkiʝ
denveriano	d̪ẽmbeɾjano
denària	ð̞enɾia
denúncia	d̪enunkia
deodato	d̪eoð̞at̪o
deogràcies	ð̞euɣ̞ɾkies
deontologisme	d̪eont̪oloɣ̞jsme
deontología	d̪eõn̪t̪oloxia
deontològica	d̪eont̪olɣ̞ika
deontológica	d̪eõn̪t̪oloxika
deontológicas	d̪eõn̪t̪oloxikas
deontológico	d̪eõn̪t̪oloxiko
deontológicos	d̪eõn̪t̪oloxikos
depa	d̪epa
depara	d̪epaɾa
deparada	d̪epaɾað̞a
deparadas	d̪epaɾað̞as
deparado	d̪epaɾað̞o
deparados	d̪epaɾað̞os
deparar	d̪epaɾaɾ
deparara	d̪epaɾaɾa
departament	d̪epaɾt̪ament̪
departamental	d̪epaɾt̪ament̪al
departamentización	d̪epaɾt̪amẽn̪t̪iθaθjõn
departamento	d̪epaɾt̪amẽn̪t̪o
departida	d̪epaɾt̪ið̞a
departidas	d̪epaɾt̪ið̞as
departido	d̪epaɾt̪ið̞o
departidos	d̪epaɾt̪ið̞os
departiment	d̪epaɾt̪imẽn̪t̪
departir	d̪epaɾt̪iɾ
depassar	d̪epãszaɾ
depauperación	d̪epau̯peɾaθjõn
depauperada	d̪epau̯peɾað̞a
depauperadas	d̪epau̯peɾað̞as
depauperado	d̪epau̯peɾað̞o
depauperados	d̪epau̯peɾað̞os
depauperar	d̪epau̯peɾaɾ
dependencia	d̪epẽn̪d̪ẽn̟θja
dependent	d̪epẽn̪d̪ẽn̪t̪
dependenta	d̪epẽn̪d̪ẽn̪t̪a
depender	d̪epẽn̪d̪eɾ
dependida	d̪epẽn̪d̪ið̞a
dependidas	d̪epẽn̪d̪ið̞as
dependido	d̪epẽn̪d̪ið̞o
dependidos	d̪epẽn̪d̪ið̞os
dependiente	d̪epẽn̪d̪jẽn̪t̪e
dependrà	d̪epenð̞ɾ
dependència	ð̞epẽn̪d̪nkia
depeneu	d̪epenew
depenjar	d̪epenxaɾ
depens	t̪epens
deperdició	d̪epeɾð̞ikio
depervaller	d̪epeɾβ̞elleɾ
depervallera	d̪epeɾβ̞elleɾa
depilació	d̪epilakio
depilada	d̪epilað̞a
depiladas	d̪epilað̞as
depilado	d̪epilað̞o
depilados	d̪epilað̞os
depilar	d̪epilaɾ
depilatori	d̪epilat̪oɾi
depilatorio	d̪epilat̪oɾjo
depletiu	d̪eplat̪iu
depletiva	d̪eplat̪iβ̞a
deplora	d̪eploɾa
deplorable	d̪eploɾaβ̞le
deploració	d̪eploɾakio
deplorada	d̪eploɾað̞a
deploradas	d̪eploɾað̞as
deplorado	d̪eploɾað̞o
deplorados	d̪eploɾað̞os
deplorar	d̪eploɾaɾ
deponent	d̪epõnin̪t̪
deponer	d̪eponeɾ
depongo	d̪epõŋgo
depopulació	d̪epopwlakiõ
deport	d̪epoɾt̪
deportació	d̪epoɾt̪akio
deportación	d̪epoɾt̪aθjõn
deportada	d̪epoɾt̪að̞a
deportadas	d̪epoɾt̪að̞as
deportado	d̪epoɾt̪að̞o
deportados	d̪epoɾt̪að̞os
deportar	d̪epoɾt̪aɾ
deportar-se	d̪epoɾt̪aɾse
deporte	d̪epoɾt̪e
deportes	d̪epoɾt̪es
deportiva	d̪epoɾt̪iβ̞a
deportivas	d̪epoɾt̪iβ̞as
deportividad	d̪epoɾt̪iβ̞ið̞að̞
deportivista	d̪epoɾt̪iβ̞ist̪a
deportivo	d̪epoɾt̪iβ̞o
deportivos	d̪epoɾt̪iβ̞os
deporto	d̪epoɾt̪o
deposant	d̪eposant̪
deposicional	d̪eposikjonal
deposició	d̪eposikjo
deposición	d̪eposiθjõn
depositada	d̪eposit̪að̞a
depositadas	d̪eposit̪að̞as
depositado	d̪eposit̪að̞o
depositador	d̪eposit̪að̞oɾ
depositados	d̪eposit̪að̞os
depositar	d̪eposit̪aɾ
depravación	d̪epɾaβ̞aθjõn
depravada	d̪epɾaβ̞að̞a
depravada	d̪epɾeβ̞að̞a
depravadament	d̪epɾeβ̞að̞amẽn̪t̪
depravadas	d̪epɾaβ̞að̞as
depravado	d̪epɾaβ̞að̞o
depravador	d̪epɾeβ̞að̞oɾ
depravadora	d̪epɾeβ̞að̞oɾa
depravados	d̪epɾaβ̞að̞os
depravar	d̪epɾaβ̞aɾ
depravat	d̪epɾeβ̞at̪
depre	d̪epɾe
deprecació	d̪epɾekakio
deprecada	d̪epɾekað̞a
deprecadas	d̪epɾekað̞as
deprecado	d̪epɾekað̞o
deprecados	d̪epɾekað̞os
deprecar	d̪epɾekaɾ
deprecatiu	d̪epɾekat̪iu
deprecativa	d̪epɾekat̪iβ̞a
deprecatori	d̪epɾekat̪oɾi
deprecatòria	d̪epɾekat̪ɾia
depreciació	ð̞epɾeθiakio
depreciación	d̪epɾeθjaθjõn
depreciada	d̪epɾeθjað̞a
depreciadas	d̪epɾeθjað̞as
depreciado	d̪epɾeθjað̞o
depreciador	d̪epɾesjað̞oɾ
depreciadora	d̪epɾesiað̞oɾa
depreciados	d̪epɾeθjað̞os
depreciar	d̪epɾesjaɾ
depreciar	d̪epɾeθjaɾ
depreciatiu	d̪epɾeθjat̪jw
depreciativa	d̪epɾesiat̪iβ̞a
depredació	d̪epɾeð̞akio
depredación	d̪epɾeð̞aθjõn
depredada	d̪epɾeð̞að̞a
depredadas	d̪epɾeð̞að̞as
depredado	d̪epɾeð̞að̞o
depredador	d̪epɾeð̞að̞oɾ
depredadora	d̪epɾeð̞að̞oɾa
depredadoras	d̪epɾeð̞að̞oɾas
depredadores	d̪epɾeð̞að̞oɾes
depredados	d̪epɾeð̞að̞os
depredamos	d̪epɾeð̞amos
depredar	d̪epɾeð̞aɾ
depredare	d̪epɾeð̞aɾe
depresiva	d̪epɾesiβ̞a
depresivas	d̪epɾesiβ̞as
depresivo	d̪epɾesiβ̞o
depresivos	d̪epɾesiβ̞os
depresión	d̪epɾesjõn
depresor	d̪epɾesoɾ
depressionari	d̪epɾesθjonaɾi
depressionària	d̪epɾezsionɾja
depressiu	d̪epɾesiu
depressiva	d̪epɾesziβ̞a
depressió	ð̞epɾessio
depressora	d̪epɾesoɾa
deprimente	d̪epɾimẽn̪t̪e
deprimida	d̪epɾimið̞a
deprimida	d̪epɾimjð̞a
deprimidas	d̪epɾimið̞as
deprimido	d̪epɾimið̞o
deprimidos	d̪epɾimið̞os
deprimir	d̪epɾimiɾ
deprimit	d̪epɾimit̪
deprimogen	d̪epɾimoɣ̞ẽn̪
deprisa	d̪epɾisa
deprivación	d̪epɾiβ̞aθjõn
deprotonación	d̪epɾot̪onaθjõn
depto	d̪eβ̞t̪o
depuesta	d̪epwest̪a
depuestas	d̪epwest̪as
depuesto	d̪epwest̪o
depuestos	d̪epwest̪os
depura	d̪epuɾa
depuración	d̪epuɾaθjõn
depurada	d̪epuɾað̞a
depuradas	d̪epuɾað̞as
depurado	d̪epuɾað̞o
depurador	d̪epoɾað̞oɾ
depuradora	d̪epoɾað̞oɾa
depuradora	d̪epuɾað̞oɾa
depurados	d̪epuɾað̞os
depuramos	d̪epuɾamos
depurando	d̪epuɾãn̪d̪o
depurar	d̪epuɾaɾ
depurara	d̪epuɾaɾa
depuraras	d̪epuɾaɾas
depurare	d̪epuɾaɾe
depurareis	d̪epuɾaɾei̯s
depuraremos	d̪epuɾaɾemos
depurares	d̪epuɾaɾes
depurará	d̪epuɾaɾa
depurarás	d̪epuɾaɾas
depuraríamos	d̪epuɾaɾiamos
depuras	d̪epuɾas
depuraste	d̪epuɾast̪e
depurativa	d̪epoɾat̪iβ̞a
depurativo	d̪epuɾat̪iβ̞o
depure	d̪epuɾe
depuremos	d̪epuɾemos
depures	d̪epuɾes
depuro	d̪epuɾo
depuráramos	d̪epuɾaɾamos
depuse	d̪epuse
deputa	d̪eput̪a
deputada	d̪eput̪að̞a
deputadas	d̪eput̪að̞as
deputado	d̪eput̪að̞o
deputados	d̪eput̪að̞os
deputamos	d̪eput̪amos
deputando	d̪eput̪ãn̪d̪o
deputar	d̪eput̪aɾ
deputara	d̪eput̪aɾa
deputaras	d̪eput̪aɾas
deputareis	d̪eput̪aɾei̯s
deputaremos	d̪eput̪aɾemos
deputares	d̪eput̪aɾes
deputará	d̪eput̪aɾa
deputarás	d̪eput̪aɾas
deputaréis	d̪eput̪aɾei̯s
deputaría	d̪eput̪aɾia
deputaríamos	d̪eput̪aɾiamos
deputarías	d̪eput̪aɾias
deputas	d̪eput̪as
deputaste	d̪eput̪ast̪e
depute	d̪eput̪e
deputemos	d̪eput̪emos
deputes	d̪eput̪es
deputo	d̪eput̪o
deputáis	d̪eput̪ai̯s
deputáramos	d̪eput̪aɾamos
deputéis	d̪eput̪ei̯s
depèn	d̪epen
depósito	d̪eposit̪o
depósitos	d̪eposit̪os
derbi	d̪eɾβ̞i
derecha	d̪eɾetʃa
derechas	d̪eɾetʃas
derechazo	d̪eɾetʃaθo
derechazos	d̪eɾetʃaθos
derechismo	d̪eɾetʃizmo
derechista	d̪eɾetʃist̪a
derechito	d̪eɾetʃit̪o
derechizada	d̪eɾetʃiθað̞a
derechizadas	d̪eɾetʃiθað̞as
derechizado	d̪eɾetʃiθað̞o
derechizados	d̪eɾetʃiθað̞os
derechizar	d̪eɾetʃiθaɾ
derecho	d̪eɾetʃo
derechona	d̪eɾetʃona
derechonas	d̪eɾetʃonas
derechos	d̪eɾetʃos
derelicto	d̪eɾeliɣ̞t̪o
derelinquida	d̪eɾelĩŋkið̞a
derelinquidas	d̪eɾelĩŋkið̞as
derelinquido	d̪eɾelĩŋkið̞o
derelinquidos	d̪eɾelĩŋkið̞os
derelinquir	d̪eɾelĩŋkiɾ
derfucta	ð̞eɾfukt̪e
derisió	d̪eɾisio
derisori	d̪eɾisoɾi
deriva	d̪eɾiβ̞a
