a	aː
canaf	kaːnav
canai	kanai̯
canai	kanɛ
canai	kaːnai̯
canai	kaːnɛ
canais	kanai̯s
canais	kanɛs
canais	kaːnai̯s
canais	kaːnɛs
canant	kanant
canant	kaːnant
canem	kanɛm
canem	kaːnɛm
canen	kanɛn
canen	kaːnɛn
canent	kanɛnt
canent	kaːnɛnt
caner	kanɛr
caner	kaːnɛr
canes	kanɛs
canes	kaːnɛs
canet	kanɛt
canet	kaːnɛt
caneuon	kanei̯ɔn
canfed	kanvɛd
canfod	kanvɔd
canfodydd	kanvoːdɪð
canfodydd	kanvɔdɪð
canfodyddion	kanvɔdəðjɔn
canfyddadwy	kanvəðadʊi̯
canfyddadwy	kanvəðaːdʊi̯
canfyddiad	kanvəðjad
cangarŵ	kaŋɡaruː
cangarŵod	kaŋɡaruːɔd
cangen	kaŋɛn
canghellor	kaŋhɛɬɔr
canghennau	kaŋhɛnai̯
canghennau	kaŋhɛnɛ
canghennog	kaŋhɛnɔɡ
canhwyllau	kanhʊi̯ɬai̯
canhwyllau	kanhʊi̯ɬɛ
canhwyllbren	kanhʊi̯ɬbrɛn
cani	kani
cani	kaːni
caniatáu	kanjatai̯
caniatâd	kanjataːd
caniau	kanjai̯
caniau	kanjɛ
canit	kanɪt
canit	kaːnɪt
canlyn	kanlɪn
canlyniad	kanlənjad
canlyniadau	kanlənjaːdai̯
canlyniadau	kanlənjaːdɛ
canlynol	kanlənɔl
canmol	kanmɔl
canmoladwy	kanmɔladʊi̯
canmoladwy	kanmɔlaːdʊi̯
canmoliaeth	kanmɔljai̯θ
canmoliaeth	kanmɔljɛθ
canmoliaethau	kanmɔljei̯θai̯
canmoliaethau	kanmɔljei̯θɛ
canmolwr	kanmoːlʊr
canmolwr	kanmɔlʊr
canmolwyr	kanmɔlwɪr
cannaid	kanai̯d
cannu	kani
cannwyll	kanʊi̯ɬ
cannydd	kanɪð
cano	kanɔ
cano	kaːnɔ
canol	kaːnɔl
canol	keːnɔl
canolaf	kanoːlav
canolbarth	kanɔlbarθ
canolbarthau	kanɔlbarθai̯
canolbarthau	kanɔlbarθɛ
canolfan	kanɔlvan
canoli	kanoːli
canoli	kanɔli
canolig	kanoːlɪɡ
canolig	kanɔlɪɡ
canolog	kanoːlɔɡ
canolog	kanɔlɔɡ
canolradd	kanɔlrað
canolwr	kanoːlʊr
canolwr	kanɔlʊr
canolwyr	kanɔlwɪr
canon	kanɔn
canon	kaːnɔn
canrif	kanrɪv
cansai	kansai̯
cansai	kansɛ
cansen	kansɛn
canslo	kanslɔ
cant	kant
cantor	kantɔr
cantores	kantoːrɛs
cantores	kantɔrɛs
cantorion	kantɔrjɔn
canu	kaːni
canwr	kaːʊr
canwraidd	kanwrai̯ð
canwyllbrennau	kanʊi̯ɬbrɛnai̯
canwyllbrennau	kanʊi̯ɬbrɛnɛ
canwyr	kanʊi̯r
canyddion	kanəðjɔn
capel	kapɛl
capten	kaptɛn
car	kar
cara	kara
cara	kaːra
carafannau	karavanai̯
carafannau	karavanɛ
carafán	karavan
carafáns	karavanz
carai	karai̯
carai	karɛ
carai	kaːrai̯
carai	kaːrɛ
carais	karai̯s
carais	karɛs
carais	kaːrai̯s
carais	kaːrɛs
caran	karan
caran	kaːran
carant	karant
carant	kaːrant
carbon	karbɔn
carchar	karχar
carcharu	karχaːri
carco	karkɔ
carcus	karkɪs
cardiau	kardjai̯
cardiau	kardjɛ
cardinal	kardɪnal
cardinaliaid	kardɪnaljai̯d
cardinaliaid	kardɪnaljɛd
cared	karɛd
cared	kaːrɛd
caredig	kareːdɪɡ
caredig	karɛdɪɡ
caredigrwydd	karɛdɪɡrʊi̯ð
carem	karɛm
carem	kaːrɛm
caren	karɛn
caren	kaːrɛn
carent	karɛnt
carent	kaːrɛnt
cares	karɛs
cares	kaːrɛs
carest	karɛsd
carest	kaːrɛsd
caret	karɛt
caret	kaːrɛt
carfan	karvan
carfil	karvɪl
cari	kari
cari	kaːri
cariad	karjad
caridým	karɪdɪm
cario	karjɔ
carioci	kariɔki
carit	karɪt
carit	kaːrɪt
carn	karn
carnedd	karnɛð
carneddau	karneːðai̯
carneddau	karnɛðai̯
carneddi	karneːði
carneddi	karnɛði
caro	karɔ
caro	kaːrɔ
carom	karɔm
carom	kaːrɔm
caron	karɔn
caron	kaːrɔn
carped	karpɛd
carreg	karɛɡ
carsi	karsi
carthen	karθɛn
carthennau	karθɛnai̯
carthennau	karθɛnɛ
carthenni	karθɛni
cartre	kartrɛ
cartref	kartrɛ
cartref	kartrɛv
caru	kaːri
carw	kaːru
carwr	kaːrʊr
carwsél	karʊsɛl
carwyr	karwɪr
cas	kaːs
casach	kaːsaχ
cased	kaːsɛd
casgen	kasɡɛn
casgliad	kasɡljad
casglu	kasɡli
castanwydd	kasdanwɪð
castanwydd	kasdanʊi̯ð
castanwydden	kasdanwiːðɛn
castanwydden	kasdanwɪðɛn
castell	kasdɛɬ
castelli	kasdɛɬi
casáu	kasai̯
casét	kasɛt
cath	kaːθ
cathau	kaθai̯
cathau	kaθɛ
cathbysgod	kaθbəsɡɔd
cathod	kaθɔd
cato	katɔ
cau	kai̯
cau	kɔi̯
cawell	kawɛɬ
cawell	kaːwɛɬ
cawl	kau̯l
cawn	kau̯n
cawna	kau̯na
cawod	kau̯ɔd
cawodi	kawoːdi
cawodi	kawɔdi
cawr	kau̯r
caws	kau̯s
ce	keː
cecraeth	kɛkrai̯θ
cecren	kɛkrɛn
cecru	kɛkri
cecrus	kɛkrɪs
cedor	keːdɔr
cedor	kɛdɔr
cedr	kɛdr
cedrwydd	kɛdrʊi̯ð
ceffyl	kɛfɪl
cefn	keːvɛn
cefn	kɛvn
cefn	kɛvɛn
cefnau	kɛvnai̯
cefnau	kɛvnɛ
cefnddu	kɛvnði
cefnder	kɛvndɛr
cefnfor	keːvɛnvɔr
cefnfor	kɛvɛnvɔr
cefngoch	kɛvnɡɔχ
cefnog	kɛvnɔɡ
cefnogi	kɛvnɔɡi
cefnwyn	kɛvnwɪn
cefnwyrdd	kɛvnwɪrð
ceg	keːɡ
cegid	keːɡɪd
cegid	kɛɡɪd
cei	kei̯
ceidw	kei̯du
ceidwadol	kei̯dwadɔl
ceifn	kei̯vn
ceiliog	kei̯ljɔɡ
ceiliog	kei̯lɔɡ
ceiliog	kiːlɔɡ
ceillgwd	keiɬɡʊd
ceinach	kei̯naχ
ceiniog	kei̯njɔɡ
ceiniog	kei̯nɔɡ
ceiniog	kiːnɔɡ
ceinioglys	kei̯njɔɡlɪs
ceir	kei̯r
ceirch	kei̯rχ
ceirios	kei̯rjɔs
ceirw	kei̯ru
ceisio	kei̯sjɔ
ceisio	kei̯ʃɔ
ceisiodd	kei̯sjɔð
ceisiodd	kei̯ʃɔð
ceith	kei̯θ
celai	keːlai̯
celai	keːlɛ
celai	kɛlai̯
celai	kɛlɛ
celain	kɛlai̯n
celbren	kɛlbrɛn
celdy	kɛldi
celen	keːlɛn
celen	kɛlɛn
celet	keːlɛt
celet	kɛlɛt
celfi	kɛlvi
celficyn	kɛlvɪkɪn
cell	kɛɬ
celli	kɛɬi
celloedd	kɛɬɔɨ̯ð
cellog	kɛɬɔɡ
celsan	kɛlsan
celu	keːli
celu	kɛli
celwydd	kɛlwɪð
celyn	keːlɪn
celyn	kɛlɪn
celynna	kɛləna
celynnen	kɛlənɛn
cemeg	kɛmɛɡ
cen	kɛn
cenadeiniog	kɛnadei̯njɔɡ
cenedl	keːnɛdl
cenedl	kɛnɛdl
cenedlaethau	kɛnɛdlei̯θai̯
cenedlaethau	kɛnɛdlei̯θɛ
cenedlaethol	kɛnɛdlei̯θɔl
cenhedlaeth	kɛnhɛdlai̯θ
cenhedlaeth	kɛnhɛdlɛθ
cenhedlu	kɛnhɛdli
cenhinen	kɛnhiːnɛn
cenhinen	kɛnhɪnɛn
ceni	keːni
ceni	kɛni
cenna	kɛna
cennad	kɛnad
cennin	kɛnɪn
cennog	kɛnɔɡ
cer	kɛr
cerais	keːrai̯s
cerais	kɛrai̯s
cerbyd	kɛrbɪd
cerdd	kɛrð
cerdded	kɛrðɛd
cerddi	kɛrði
cerddin	kɛrðɪn
cerddor	kɛrðɔr
cerddorfa	kɛrðɔrva
cerddorfaol	kɛrðɔrvaːɔl
cerddorfeydd	kɛrðɔrvei̯ð
cerddoriaeth	kɛrðɔrjai̯θ
cerddoriaeth	kɛrðɔrjɛθ
cerddorion	kɛrðɔrjɔn
cerddwr	kɛrðʊr
cerdyn	kɛrdɪn
cerflun	kɛrvlɪn
cerfluniau	kɛrvlɪnjai̯
cerfluniau	kɛrvlɪnjɛ
ceri	keːri
ceri	kɛri
cerir	keːrɪr
cerir	kɛrɪr
ceriwm	kɛrjʊm
cerpyn	kɛrpɪn
cerrig	kɛrɪɡ
certh	kɛrθ
cerwch	keːrʊχ
cerwch	kɛrʊχ
cerwyn	keːrui̯n
cerwyn	kɛrui̯n
ces	keːs
cesail	kɛsai̯l
cesail	kɛsɛl
cesair	kɛsai̯r
cesair	kɛsɛr
cesiwm	kɛsjʊm
cest	keːsd
cest	kɛsd
cestyll	kɛsdɪɬ
cethr	kɛθr
cetsyp	kɛt͡ʃəp
ceubal	kei̯bal
ceubren	kei̯brɛn
ceulo	kei̯lɔ
cewch	kɛu̯χ
cewri	kɛu̯ri
ch'mod	χmɔd
chacen	χakɛn
chacha	χaχa
chacha	χaːχa
chachi	χaχi
chachi	χaːχi
chad	χaːd
chadair	χadai̯r
chadair	χadɛr
chadair	χaːdai̯r
chadair	χaːdɛr
chadeiriau	χadei̯rjai̯
chadeiriau	χadei̯rjɛ
chadeiriau	χadei̯rɛ
chae	χai̯
chae	χaː
chael	χai̯l
chael	χaːl
chaen	χai̯n
chaeth	χai̯θ
chaethoch	χei̯θɔχ
chaethon	χei̯θɔn
chaf	χaː
chaf	χaːv
chafas	χavas
chafas	χaːvas
chaffed	χafɛd
chaffer	χafɛr
chaffi	χafi
chafodd	χavɔð
chafodd	χaːvɔð
chaiff	χai̯f
chain	χai̯n
chais	χai̯s
chait	χai̯t
chalan	χalan
chalan	χaːlan
chaled	χalɛd
chaled	χaːlɛd
chaledu	χaleːdi
chaledu	χalɛdi
chalenigion	χalɛnɪɡjɔn
chalennig	χalɛnɪɡ
chaleted	χalɛtɛd
challio	χaɬjɔ
chalon	χalɔn
chamdreiglo	χamdrei̯ɡlɔ
chamlas	χamlas
chana	χana
chana	χaːna
chanes	χanɛs
chanes	χaːnɛs
chanfod	χanvɔd
chanfyddadwy	χanvəðadʊi̯
chanfyddadwy	χanvəðaːdʊi̯
changen	χaŋɛn
chani	χani
chani	χaːni
chanlyniad	χanlənjad
chanlyniadau	χanlənjaːdai̯
chanlyniadau	χanlənjaːdɛ
chanolbarth	χanɔlbarθ
chanolbarthau	χanɔlbarθai̯
chanolbarthau	χanɔlbarθɛ
chanolradd	χanɔlrað
chansen	χansɛn
chant	χant
chantor	χantɔr
chantorion	χantɔrjɔn
chanu	χani
chanu	χaːni
chanwr	χanʊr
chanwr	χaːnʊr
chanwyr	χanʊi̯r
chapel	χapɛl
char	χar
chara	χara
chara	χaːra
charafán	χaravan
charai	χarai̯
charai	χarɛ
charai	χaːrai̯
charai	χaːrɛ
charan	χaran
charan	χaːran
charchar	χarχar
charcharu	χarχaːri
chardinal	χardɪnal
chardinaliaid	χardɪnaljai̯d
chardinaliaid	χardɪnaljɛd
chared	χarɛd
chared	χaːrɛd
chares	χarɛs
chares	χaːrɛs
charet	χarɛt
charet	χaːrɛt
chari	χari
chari	χaːri
chariad	χarjad
charo	χarɔ
charo	χaːrɔ
charreg	χarɛɡ
charthen	χarθɛn
charu	χari
charu	χaːri
charwr	χarʊr
chas	χaːs
chasglu	χasɡli
chastell	χasdɛɬ
chath	χaːθ
chathod	χaθɔd
chato	χatɔ
chawl	χau̯l
chawn	χau̯n
chawod	χau̯ɔd
chaws	χau̯s
chdi	χdiː
cheffyl	χɛfɪl
chefn	χeːvɛn
chefn	χɛvn
chefn	χɛvɛn
chefnau	χɛvnai̯
chefnau	χɛvnɛ
chefnfor	χeːvɛnvɔr
chefnfor	χɛvɛnvɔr
chegin	χeːɡɪn
chegin	χɛɡɪn
chei	χei̯
cheir	χei̯r
cheisio	χei̯sjɔ
cheisio	χei̯ʃɔ
cheisiodd	χei̯sjɔð
cheisiodd	χei̯ʃɔð
cheith	χei̯θ
chell	χɛɬ
chelyn	χeːlɪn
chelyn	χɛlɪn
chemeg	χɛmɛɡ
chenhinen	χɛnhiːnɛn
chenhinen	χɛnhɪnɛn
cherdded	χɛrðɛd
cherddi	χɛrði
cherddoriaeth	χɛrðɔrjai̯θ
cherddoriaeth	χɛrðɔrjɛθ
cheri	χeːri
cheri	χɛri
cherir	χeːrɪr
cherir	χɛrɪr
cherrig	χɛrɪɡ
ches	χeːs
chest	χɛst
chestyll	χɛsdɪɬ
chewch	χɛu̯χ
chi	χiː
chimod	χɪmɔd
chinio	χɪnjɔ
chinio	χɪnɔ
chist	χɪsd
chithau	χiːθai̯
chithau	χiːθɛ
chithau	χɪθai̯
chithau	χɪθɛ
chladdu	χlaði
chladdu	χlaːði
chlefyd	χleːvɪd
chlefyd	χlɛvɪd
chloan	χloːan
chloan	χlɔan
chloch	χloːχ
chlust	χlɪst
chlustdlws	χlɪsdlʊs
chlwb	χlʊb
chlwyfo	χlʊi̯vɔ
chly	χliː
chlybiau	χləbjai̯
chlybiau	χləbjɛ
chlyw	χlɪu̯
chlywed	χləu̯ɛd
chlywed	χlɪu̯ɛd
chlêr	χleːr
chnau	χnai̯
chneuen	χnei̯ɛn
chnoc	χnɔk
chnoi	χnɔi̯
chnwd	χnuːd
choch	χoːχ
chochlas	χɔχlas
chodais	χoːdai̯s
chodais	χoːdɛs
chodais	χɔdai̯s
chodais	χɔdɛs
chodaist	χoːdai̯sd
chodaist	χoːdɛsd
chodi	χoːdi
chodi	χɔdi
chodoch	χoːdɔχ
chodoch	χɔdɔχ
chododd	χoːdɔð
chododd	χɔdɔð
chodon	χoːdɔn
chodon	χɔdɔn
choed	χoːd
choed	χɔi̯d
choeg	χɔi̯ɡ
chofio	χɔvjɔ
choginio	χɔɡɪnjɔ
choginioch	χɔɡɪnjɔχ
choginiodd	χɔɡɪnjɔð
choginion	χɔɡɪnjɔn
chogyddesau	χɔɡəðɛsai̯
chogyddesau	χɔɡəðɛsɛ
cholli	χɔɬi
cholomen	χɔlɔmɛn
chopa	χɔpa
chor	χɔr
chorff	χɔrf
choronafeirws	χɔroːnavei̯rʊs
choronafeirws	χɔrɔnavei̯rʊs
chosyn	χɔsɪn
chot	χɔt
chowboi	χou̯bɔi̯
chowbois	χou̯bɔi̯z
chrac	χrak
chroes	χroːs
chroes	χrɔi̯s
chroeso	χrɔi̯sɔ
chrug	χriːɡ
chrwban	χruːban
chrwban	χrʊban
chrwth	χruːθ
chrwys	χrʊɪ̯s
chu	χiː
chul	χiːl
chusan	χɪsan
chusanau	χɪsanai̯
chusanau	χɪsanɛ
chusanau	χɪsaːnai̯
chusanau	χɪsaːnɛ
chusanu	χɪsaːni
chut	χɪt
chwadal	χwaːdal
chwaer	wai̯r
chwaer	waːr
chwaer	ʍai̯r
chwaer	ʍaːr
chwaer	χwai̯r
chwaeth	χwai̯θ
chwaethus	χwei̯θɪs
chwain	χwai̯n
chwaith	χwai̯θ
chwalfa	χwalva
chwalu	χwaːli
chwannen	χwanɛn
chwannog	ʍanɔɡ
chwannog	χwanɔɡ
chwant	χwant
chwarae	waːrɛ
chwarae	ʍaːrɛ
chwarae	χwaːrai̯
chwarae	χwaːrɛ
chwaraeon	χwarei̯ɔn
chwaraewr	χwaɾei̯ʊr
chwarel	χwarɛl
chwarel	χwaːrɛl
chwarenglwyf	χwarɛŋɡlʊi̯v
chwarennol	χwarɛnɔl
chwarren	ʍarɛn
chwarren	χwarɛn
chwarter	χwartar
chwarter	χwartɛr
chwch	χʊχ
chwe	weː
chwe	ʍeː
chwe	χweː
chwech	hweːχ
chwech	weːχ
chwech	χweːχ
chwechawd	χweːχau̯d
chwechawd	χwɛχau̯d
chweched	ʍeːχɛd
chweched	ʍɛχɛd
chweched	χweːχɛd
chweched	χwɛχɛd
chwecheiniog	χwɛχei̯njɔɡ
chwedl	ʍeːdɛl
chwedl	ʍɛdɛl
chwedl	χweːdɛl
chwedl	χwɛdl
chwedl	χwɛdɛl
chweina	χwei̯na
chwennych	χwɛnɪχ
chwenychu	χwɛnəχi
chwern	hwɛrn
chwerthin	hwɛrθɪn
chwerthin	wɛrθɪn
chwerthin	χwɛrθɪn
chwerthinog	χwɛrθiːnɔɡ
chwerthinog	χwɛrθɪnɔɡ
chwerw	ʍeːru
chwerw	ʍɛru
chwerw	χweːru
chwerw	χwɛru
chwery	χweːri
chwery	χwɛri
chwest	χwɛsd
chwestiwn	kwɛsdjʊn
chweugain	χwei̯ɡai̯n
chwi	χwiː
chwigain	χwiːɡai̯n
chwigain	χwɪɡai̯n
chwilen	χwiːlɛn
chwilen	χwɪlɛn
chwiliedydd	χwɪljeːdɪð
chwiliedydd	χwɪljɛdɪð
chwilio	wɪljɔ
chwilio	wɪlɔ
chwilio	ʍɪljɔ
chwilio	ʍɪlɔ
chwilio	χwɪljɔ
chwiliwr	χwɪljʊr
chwilod	χwɪlɔd
chwilys	χwɪlɪs
chwilyswr	χwɪləsʊr
chwinciad	χwɪŋkjad
chwiorydd	ʍioːrɪð
chwiorydd	ʍiɔrɪð
chwiorydd	χwioːrɪð
chwiorydd	χwiɔrɪð
chwip	χwɪp
chwisgi	hwɪsɡi
chwisgi	wɪsɡi
chwistl	χwɪstl
chwistlen	χwɪstlan
chwistlen	χwɪstlɛn
chwith	wiːθ
chwith	ʍiːθ
chwith	χwiːθ
chwithau	χwiːθai̯
chwithau	χwɪθai̯
chwiw	χwɪu̯
chwiwell	χwɪu̯ɛɬ
chwmni	χʊmni
chwmpas	χʊmpas
chwningen	χʊnɪŋɛn
chwpan	χʊpan
chwpwrdd	χʊpʊrð
chwrdd	χʊrð
chwrs	χʊrs
chwrw	χuːru
chwrw	χʊru
chwydd	ʍiːð
chwydd	χwiːð
chwydd	χʊi̯ð
chwyddiannau	χwəðjanai̯
chwyddiannau	χwəðjanɛ
chwyddiant	χwəðjant
chwyddo	χwiːðɔ
chwyddo	χwɪðɔ
chwydu	χwədi
chwyldro	χwɪldrɔ
chwyldroi	χwɪldrɔi̯
chwympo	χwɪmpɔ
chwympo	χʊmpɔ
chwympo	χʊɪ̯mpɔ
chwyn	χwɪn
chwyno	χʊi̯nɔ
chwyrn	ʍɪrn
chwyrn	χwɪrn
chwyrnaf	χwərnav
chwyrnu	hʊrni
chwyrnu	ʍərni
chwyrnu	χwərni
chwys	ʍiːs
chwys	χwiːs
chwysigen	χwəsiːɡɛn
chwysigen	χwəsɪɡɛn
chwyslyd	χwəslɪd
chwyth	hwiːθ
chwythaf	hʊθa
chwythaf	ʍəθa
chwythaf	χwəθa
chwythaf	χwəθav
chwythed	χwəθɛd
chwythu	hwəθi
chwythu	hʊθi
chwythu	χwəθi
chwŷl	χwiːl
chychwyn	χəχwɪn
chydbreswylwyr	χiːdbrɛsʊi̯lwɪr
chyfaill	χəvai̯ɬ
chyfaredd	χəvarɛð
chyfaredd	χəvaːrɛð
chyfarfod	χwarvɔd
chyfarfod	χəvarvɔd
chyfeillion	χəvei̯ɬjɔn
chyfforddus	χəfɔrðɪs
chyfiawnder	χəvjau̯ndɛr
chyflym	χəvlɪm
chyfnither	χəvniːθɛr
chyfnither	χəvnɪθɛr
chyfoethocach	χəvɔi̯θɔkaχ
chyfoethocaf	χəvɔi̯θɔka
chyfoethocaf	χəvɔi̯θɔkav
chyfoethog	χəvɔi̯θɔɡ
chyfoethogion	χəvɔi̯θɔɡjɔn
chyfraith	χəvrai̯θ
chyfraith	χəvrɛθ
chyfreithiwr	χəvrei̯θjʊr
chylchgrawn	χəlχɡrau̯n
chylchgrawn	χɪlχɡrau̯n
chyllell	χəɬɛɬ
chyllell	χɪɬɛɬ
chyllell	χɪɬɛθ
chymaint	χəmai̯nt
chymaint	χəmɛnt
chymaint	χɪmɛnt
chymedrolwr	χəmɛdroːlʊr
chymedrolwr	χəmɛdrɔlʊr
chymedrolwyr	χəmɛdrɔlwɪr
chymorth	χəmɔrθ
chymylog	χəməlɔɡ
chynffon	χənfɔn
chyngerdd	χəŋɛrð
chyngor	χəŋɔr
chynhadledd	χənhadlɛð
chynnes	χənɛs
chynnwrf	χənʊrv
chyrliog	χərljɔɡ
chyrraedd	χərai̯ð
chyrraedd	χərað
chyrraedd	χərɛð
chysgaf	χəsɡav
chysgoch	χəsɡɔχ
chysgod	χəsɡɔd
chysgon	χəsɡɔn
chysgu	χəsɡi
chysgwch	χəsɡʊχ
chystadlu	χəsdadli
chytgan	χətɡan
chytganau	χətɡaːnai̯
chytganau	χətɡaːnɛ
chythraul	χəθrai̯l
chythraul	χəθrɛl
chythreuliaid	χəθrei̯ljai̯d
chythreuliaid	χəθrei̯ljɛd
chywir	χəu̯ɪr
chân	χaːn
chôt	χoːt
chŵyn	χʊi̯n
ci	kiː
cic	kɪk
ciciau	kikjai̯
ciciau	kikjɛ
cicio	kɪkjɔ
cig	kiːɡ
cigfrain	kɪɡvrai̯n
cigfran	kɪɡvran
cigydd	kiːɡɪð
cigydd	kɪɡɪð
cil	kiːl
cilbost	kɪlbɔst
cilbren	kɪlbrɛn
cilddant	kɪlðant
cildroi	kɪldrɔi̯
cildwrn	kɪldʊrn
ciledrych	kɪlɛdrɪχ
cilfach	kɪlvaχ
cilgant	kɪlɡant
cilio	kɪljɔ
cilogram	kɪlɔɡram
cilogramau	kɪlɔɡramai̯
cilogramau	kɪlɔɡramɛ
cilwen	kɪlwɛn
cilwg	kiːlʊɡ
cilwg	kɪlʊɡ
cilydd	kiːlɪð
cilydd	kɪlɪð
cimwch	kɪmʊχ
cinio	kɪnjɔ
cinio	kɪnɔ
cipio	kɪpjɔ
cist	kɪsd
ciw	kɪu̯
ciwb	kɪu̯b
ciwcymber	kɪu̯kəmbɛr
ciwcymbr	kɪu̯kəmbr
ciwcymbrau	kɪu̯kəmbrai̯
ciwcymbrau	kɪu̯kəmbrɛ
ciwdod	kɪu̯dɔd
ciwt	kɪu̯t
claddu	klaði
claddu	klaːði
claf	klaːv
clais	klai̯s
clais	klai̯ʃ
clas	klaːs
clasur	klasɪr
clasurol	klasiːrɔl
clasurol	klasɪrɔl
clau	klai̯
clawdd	klau̯ð
clawr	klau̯r
cledd	kleːð
cleddyf	kleːðɪv
cleddyf	klɛðɪv
cledr	kleːdɛr
cledr	klɛdr
cledr	klɛdɛr
cleff	kleːf
clefyd	kleːvɪd
clefyd	klɛvɪd
cleifion	klei̯vjɔn
cleren	kleːrɛn
cleren	klɛrɛn
clicio	klɪkjɔ
clicio	klɪkɔ
cliff	kliːf
cliriad	klɪrjad
clirio	klɪrjɔ
clo	kloː
cloan	kloːan
cloan	klɔan
cloc	klɔk
cloch	kloːχ
clod	kloːd
cloddfa	klɔðva
cloddio	klɔðjɔ
clodfawr	klɔdvau̯r
clodforedd	klɔdvoːrɛð
clodforedd	klɔdvɔrɛð
clodfori	klɔdvoːri
clodfori	klɔdvɔri
clodwiw	klɔdwɪu̯
clodydd	kloːdɪð
clodydd	klɔdɪð
cloem	klɔi̯m
cloen	klɔi̯n
cloent	klɔi̯nt
clof	kloːv
clofan	kloːvan
clofan	klɔvan
clog	kloːɡ
cloi	klɔi̯
clois	klɔi̯s
cloit	klɔi̯t
clora	kloːra
clora	klɔra
cloriau	klɔrjai̯
cloriau	klɔrjɛ
clorid	kloːrɪd
clorid	klɔrɪd
clorin	kloːrɪn
clorin	klɔrɪn
cloron	kloːrɔn
cloron	klɔrɔn
cloronen	klɔroːnɛn
cloronen	klɔrɔnɛn
clorosis	klɔrɔsɪs
closed	klɔsɛd
closen	klɔsɛn
closet	klɔsɛt
clou	klɔi̯
clown	klou̯n
clown	klɔu̯n
clud	kliːd
cludo	kliːdɔ
cludo	klɪdɔ
clun	kliːn
clust	klɪsd
clustdlws	klɪsdlʊs
clustiog	klɪsdjɔɡ
clustog	klɪsdɔɡ
clwb	kluːb
clwb	klʊb
clwbfwsogl	klʊbvʊsɔɡl
clwt	klʊt
clwyd	klʊi̯d
clwyf	klui̯
clwyf	klui̯v
clwyfau	klʊi̯vai̯
clwyfau	klʊi̯vɛ
clwyfdy	klʊi̯vdi
clwyfo	klʊi̯vɔ
clwyfus	klʊi̯vɪs
cly	kliː
clybiau	kləbjai̯
clybiau	kləbjɛ
clyfar	kləvar
clymu	kləmi
clyw	klɪu̯
clywaf	kləwav
clywed	kləwɛd
clywed	klɪu̯ɛd
clywedog	kləu̯eːdɔɡ
clywedog	kləu̯ɛdɔɡ
clên	kleːn
clêr	kleːr
cnau	knai̯
cnawd	knau̯d
cnawdol	knau̯dɔl
cneua	knei̯a
cneuen	knei̯ɛn
cnewyllyn	knɛu̯əɬɪn
cnoc	knɔk
cnocellau	knɔkɛɬai̯
cnocellau	knɔkɛɬɛ
cnofa	knoːva
cnofa	knɔva
cnofeydd	knɔvei̯ð
cnofil	knoːvɪl
cnofil	knɔvɪl
cnofilod	knɔviːlɔd
cnofilod	knɔvɪlɔd
cnoi	knɔi̯
cnuchio	knɪχjɔ
cnud	kniːd
cnwc	knʊk
cnwd	knuːd
cnwp	knʊp
cobalt	koːbalt
cobalt	kɔbalt
cobra	kɔbra
coch	koːχ
cochen	koːχɛn
cochen	kɔχɛn
cochgam	kɔχɡam
cochi	koːχi
cochi	kɔχi
cochion	kɔχjɔn
cochlas	kɔχlas
cochni	kɔχni
cochwydd	koːχʊi̯ð
cochwydd	kɔχwɪð
cochwydd	kɔχʊi̯ð
cochyn	koːχɪn
cochyn	kɔχɪn
cocsa	kɔksa
cod	koːd
codais	koːdai̯s
codais	koːdɛs
codais	kɔdai̯s
codais	kɔdɛs
codaist	koːdai̯sd
codaist	koːdɛsd
codaist	kɔdai̯sd
codaist	kɔdɛsd
codau	koːdai̯
codau	koːdɛ
codau	kɔdai̯
codau	kɔdɛ
coden	koːdɛn
coden	kɔdɛn
codi	koːdi
codi	kɔdi
codoch	koːdɔχ
codoch	kɔdɔχ
cododd	koːdɔð
cododd	kɔdɔð
codon	koːdɔn
codon	kɔdɔn
codwch	koːdʊχ
codwch	kɔdʊχ
coed	koːd
coed	kɔi̯d
coeden	kɔi̯dɛn
coedredyn	kɔi̯dreːdɪn
coedredyn	kɔi̯drɛdɪn
coedwig	kɔi̯dwɪɡ
coeg	kɔi̯ɡ
coegog	kɔi̯ɡɔɡ
coel	kɔi̯l
coelcerth	kɔi̯lkɛrθ
coelio	kɔi̯ljɔ
coes	koːs
coes	kɔi̯s
coesen	kɔi̯sɛn
coesgoch	kɔi̯sɡɔχ
coesyn	kɔi̯sɪn
coeth	koːθ
coeth	kɔi̯θ
coethi	kɔi̯θi
cof	koːv
cofair	koːvai̯r
cofair	kɔvai̯r
cofbin	kɔvbɪn
cofeb	kɔvɛb
coffi	kɔfi
cofia	kɔvja
cofiai	kɔvjai̯
cofiais	kɔvjai̯s
cofiais	kɔvjɛs
cofiannol	kɔvjanɔl
cofiant	kɔvjant
cofiem	kɔvjɛm
cofio	kɔvjɔ
cofiwch	kɔvjʊχ
cofiwn	kɔvjʊn
cofnod	kɔvnɔd
cofnodi	kɔvnoːdi
cofnodi	kɔvnɔdi
cofnodion	kɔvnɔdjɔn
cofrestr	koːvrɛsdr
cofrestrfa	kɔvresdrva
cofrestrfeydd	kɔvresdrvei̯ð
cofrestriad	kɔvrɛsdrjad
cofrestriadau	kɔvrɛsdrjadai̯
cofrestriadau	kɔvrɛsdrjadɛ
cofrestriadau	kɔvrɛsdrjaːdai̯
