"бацькаўшчына"	batsʲkau̯ʂtʂɨna
вусны	vusni
вусны	vusnɨ
вустрыца	vustrɨtsa
вусціш	vˈusʲtsʲiʒ
вусы	vusɨ
вусы	vusɪ
вусік	vusʲik
вуха	vuxa
вухам	vuxam
вуху	vuxu
вучань	vutʂanʲ
вучаніцы	vutʂanʲitsɨ
вучнем	vutʂnʲem
вучню	vutʂnʲu
вучня	vutʂnʲa
вучням	vutʂnʲam
вучнямі	vutʂnʲamʲi
вучнях	vutʂnʲax
вучняў	vutʂnʲau̯
вучні	vutʂnʲi
вучні	vutʃnʲi
вучобу	vutʂobu
вучобы	vutʂobɨ
вучонага	vutʂonaɣa
вучонай	vutʂonaj
вучонаму	vutʂonamu
вучоны	vutʂonɨ
вучоным	vutʂonɨm
вучоных	vutʂonɨx
вучоныя	vutʂonɨja
вучу	vutʂu
вучы	vutʂɨ
вучыла	vutʂɨɫa
вучылі	vutʂɨɫʲi
вучылішча	vutʂɨlʲiʂtʂa
вучылішчы	vutʂɨɫʲistʂɨ
вучым	vutʂɨm
вучыцца	vutʂɨtsːa
вучыць	vutʂɨtsʲ
вучыш	vutʂɨʂ
вучэбны	vutʂɛbnɨ
вучэбныя	vutʂɛbnɨja
вучэльні	vutʂɛɫʲnʲi
вучэнні	vutʂɛnnʲi
вушам	vuʂam
вушамі	vuʂamʲi
вушах	vuʂax
вушка	vuʂka
вушкам	vuʂkam
вушкамі	vuʂkamʲi
вушны	vuʂnɨ
вушныя	vuʂnɨja
вушы	vuʂɨ
вушэй	vuʂɛj
вы	vɨ
выбар	vɨbar
выбарам	vɨbaram
выбарамі	vɨbaramʲi
выбарка	vɨbarka
выбарку	vɨbarku
выбаркі	vɨbarkʲi
выбарнага	vɨbarnaɣa
выбарны	vɨbarnɨ
выбару	vɨbaru
выбарцам	vɨbartsam
выбарчых	vɨbartʂɨx
выбаршчык	vɨbarʂtʂɨk
выбары	vɨbarɨ
выбачай	vɨbatʂaj
выбачайце	vɨbatʂajtsʲe
выбачыла	vɨpotʂɨɫa
выбачыць	vɨbatʂɨtsʲ
выбегчы	vɨbʲextʂɨ
выберам	vɨbʲeram
выбрала	vɨbraɫa
выбралі	vɨbraɫʲi
выбраліся	vɨbraɫjiʂja
выбраны	vɨbranɨ
выбраным	vɨbranɨm
выбраных	vɨbranɨx
выбрацца	vɨbratsːa
выбраць	vɨbratsʲ
выбрыкам	vɨbrɨkam
выбрыкі	vɨbrɨkʲi
выбудоўваю	vɨbudou̯vaju
выбух	vɨbux
выбух	vɨbɔx
выбухала	vɨbuxaɫa
выбухамі	vɨbuxamʲi
выбухах	vɨbuxax
выбухне	vɨbuxnʲe
выбухнула	vɨbuxnula
выбухны	vɨbuxnɨ
выбухным	vɨbuxnɨm
выбуховая	vɨbuxovaja
выбуховую	vɨbuxovuju
выбуховым	vɨbuxovɨm
выбуховых	vɨbuxovɨx
выбуховыя	vɨbuxovɨja
выбуху	vɨpuxu
выбухі	vɨbuxʲi
выбыла	vɨbɨɫa
выбыць	vɨbɨtsʲ
выбягае	vɨbʲaɣaʲe
выбівалі	vɨbʲivaɫʲi
выбілася	vɨbʲiɫaʂja
выбілі	vɨbjiɫji
выбірае	vɨbʲiraɛ
выбіраем	vɨbʲiraʲam
выбіраць	vɨpʲiratsʲ
выбіраюць	vɨbʲiraʲutsʲ
выбітая	vɛbʲitaja
выбітнай	vɨbʲitnaj
выбітная	vɨbʲidnaja
выбітным	vɨbʲidnɨm
выбіць	vɨbʲitsʲ
выбіў	vɨbˈiɭ
вывадзіць	vɨvadsʲitsʲ
выварочвалі	vɨvarotʂvaɫʲi
вывезьці	vɨvʲesʲtsʲi
вывеліся	vɨvʲiɫʲisja
вывеў	vɨjavʲau̯
выводзіцца	vɨvodzʲitstsa
выводзіў	vɨvodzʲiu̯
вывучала	vɨvutʂala
вывучана	vɨvutʂana
вывучаны	vɨvutʂanɨ
вывучаных	vɨvutʂanɨx
вывучаць	vɨvutʂatsʲ
вывучаўся	vɨvutʂawsja
вывучу	vɨvutʂu
вывучы	vɨvutʂɨ
вывучылі	vɨvutʂɨlʲi
вывучыць	vɨvutʂɨtsʲ
вывучыў	vɨvutʂɨw
вывучэнне	vɨvutʂɛnnʲe
вывучэння	vɨvutʂɛnnʲa
вывучэнні	vɨvutʂɛnnʲi
вывіх	vɨvʲix
вывіху	vɨvʲixu
выгада	vɨɣada
выгадаваны	vɨɣadavanɨ
выгадна	vɨɣatna
выгадней	vɨɣadnʲej
выгадным	vɨɣadnɨm
выгаду	vɨɣadu
выгады	vɨɣadɨ
выганах	vɨɣanax
выгану	vɨxanu
выганяла	vɨɣanʲaɫa
выганіш	vɨxanʲiʂ
выгляд	vɨklʲat
выглядае	vɨɣlʲadajɛ
выглядаем	vɨɣlʲadaʲem
выглядаць	vɨɣlʲadatsʲ
выгляду	vɨɣlʲadu
выгнання	vɨɣnannʲa
выгнаны	vɨɣnonɨ
выгнутай	vɨɣnutaj
выгнутая	vɨɣnutaja
выго́да	vɨɣoda
выго́цкі	vɨɣotskʲi
выгодах	vɨɣodax
выгодна	vɨxodna
выгулу	vɨxulu
выдаваць	vɨdavatsʲ
выдавец	vɨdavʲets
выдавецкай	vɨdavʲetskaj
выдавецкая	vɨdavʲetskaja
выдавецкую	vɨdavʲetskuju
выдавецтвам	vɨdavʲetstvam
выдавецтвах	vɨdavʲetstvax
выдавецтву	vɨdavʲetstvu
выдавецтвы	vɨdavʲetstvɨ
выдадзены	vɨdadzʲenɨ
выдадзім	vɨdadzʲim
выдадуць	vɨdadutsʲ
выдае	vɨdajɛ
выдае	vɨdaʲe
выдаецца	vɨdaʲetstsa
выдала	vɨdala
выдаліць	vɨdalʲitsʲ
выдаліць	vɨdaɫʲitsʲ
выдам	vɨdom
выданне	vɨdannɛ
выдання	vɨdannʲa
выданняў	vɨdannʲau̯
выданні	vɛdannʲi
выдаткаў	vɨtatkau̯
выдаткі	vɨdatkʲi
выдаткі	vɨdotkʲi
выдатна	vɨdotno
выдатнага	vɨdatnaɣa
выдатная	vɨdadnaʲa
выдатную	vɨdotnuju
выдатны	vɨdatnɨ
выдатным	vɨdatnɨm
выдатных	vɨdotnɨx
выдатныя	vɨdatnɨja
выдах	vɨdax
выдаць	vɨdatsʲ
выдача	vɨdatʂa
выдачу	vɨdatʂu
выдачы	vɨdotʂɨ
выдаюцца	vɨdajutsːa
выдзяляе	vɨdzjalʲaʲe
выдма	vɨjadma
выдмамі	vɨdmamji
выдмы	vɨdmɨ
выдра	vɨdra
выдрукавана	vɨdrukavana
выдумак	vɨdumak
выдумала	vɨdumaɫa
выдуманым	vɨdumanɨm
выдуманыя	vɨdumanɨja
выдумаць	vɨdumatsʲ
выдумваць	vɨdumvatsʲ
выдумкі	vɨdumkʲi
выдумляць	vɨdumulʲatsʲ
выдумляць	vɨdumʲːatsʲ
выдыхаць	vɨdɨxatsʲ
выебаць	vɨjebatsʲ
выехалі	vɨjexaɫʲi
выехаць	vɨʲexaʲtsʲ
выжарыны	vɨʐarɨnɨ
выжаць	vɨʂatsʲ
выжыву	vɨʐɨvu
выжыла	vɨʐɨɫa
выжыў	vɨʐɨw
вызваленне	vɨzvalʲenʲːe
вызвалення	vɨzvalʲenʲːa
вызвалены	vɨzbalʲenɨ
вызваліцца	vɨzvalʲitstsa
вызваліць	vɨzvaɫʲitsʲ
вызнае	vɨznaʲe
вызнаем	vɨznaʲem
вызначае	vɨznatʂaʲe
вызначальная	vɨsnadʐoɫʲnaja
вызначальных	vɨznatʂaɫʲnɨx
вызначалі	vɨznatʂaɫʲi
вызначаліся	vɨznatʂaɫʲiʂja
вызначаная	vɨznatʂanaja
вызначаных	vɨznatʂanɨx
вызначаныя	vɨznatʂanɨja
вызначаць	vɨznatʂatsʲ
вызначаю	vɨznatʂaʲu
вызначаюць	vɨznodʐajutsʲ
вызначаўся	vɨznatʂou̯sja
вызначыла	vɨznatʂɨɫa
вызначылася	vɨznatʂɨɫasja
вызначылі	vɨznatʂɨɫʲi
вызначылі	vɨznɨtʂɨlʲi
вызначыліся	vɨznatʂɨɫʲisja
вызначыцца	vɨznatʂɨtsːo
вызначыць	vɨznatʂɨtsʲ
вызначэнне	vɨznatʂɛnnʲe
вый!	vɨj
выйграе	vɨjɣroʲe
выйгралі	vɨjɣraɫji
выйгрыш	vɨjɣrɨʂ
выйдзе	vɨjdsʲe
выйду	vɨjdu
выйсці	vɨjsʲtsʲi
выйшла	vɨjʂɫa
выйшлі	vɨjʂɫʲi
выказана	vɨkazana
выказванне	vɨkasvonʲːe
выказванні	vɨkazvanʲːi
выказваю	vɨkasvaʲu
выказваю	vɨkazvoju
выканае	vɨganaʲe
выканала	vɨkanaɫa
выканалі	vɨkanalʲi
выканана	vɨganana
выкананнем	vɨkanannʲem
выканання	vɨkananʲːa
выкананні	vɨkonannʲi
выкананы	vɨgananɨ
выкананым	vɨkananɨm
выкананыя	vɨkananɨja
выканаць	vɨkanatsʲ
выканаю	vɨkanaju
выканаюць	vɨkanajuʲtsʲ
выканаў	vɨkanou̯
выканаўца	vɨkonau̯tsɛ
выканаўцаў	vɨkanau̯tsaw
выканаўчы	vɨkanau̯tʂɨ
выканкомам	vɨgankomam
выканнем	vɨkonnʲem
выкапалі	vɨkapoɫʲi
выкапана	vɨkapana
выкапаць	vɨkapatsʲ
выкапень	vɨkapʲenʲ
выкараніць	vɨgaranʲitsʲ
выкарчаваць	vɨkartʂovatsʲ
выкарыстала	vɨkarɨstaɫa
выкарыстана	vɨkarɨstana
выкарыстаць	vɨkarɨstatsʲ
выкарыстоўваць	vɨkarɨstou̯vatsʲ
выкаць	vɨkatsʲ
выкацілася	vɨkatʂɨɫasja
выкладае	vɨkɫadaʲe
выкладалі	vɨkɫadaɫʲi
выкладаюць	vɨgɫadajutsʲ
выкладаў	vɨgɫadau̯
выкладвае	vɨkladvaʲe
выкладваць	vɨkɫadvatsʲ
выкладзена	vɨgɫadzʲena
выкладу	vɨkɫadu
выкладчыкі	vɨkɫadtʂɨkʲi
выключаць	vɨklʲutʂatsʲ
выключнае	vɨklʲutʂnaja
выклікае	vɨklʲikaɛ
выклікалі	vɨklʲigalʲi
выкліканыя	vɨglʲikanɨja
выклікаць	vɨklʲikˈatsʲ
выклікаў	vɨklʲikau̯
выкліку	vɨklʲiku
выклікі	vɨkɫʲikʲi
выклічнік	vɨklʲitʂnʲik
выклічуць	vɨkɫʲitʂutsʲ
выконвае	vɨkonvaʲa
выконвалі	vɨkonvaɫʲi
выконваць	vɨkonnatsʲ
выконваць	vɨkonvaʲtsʲ
выконваю	vɨkonvaju
выконваюць	vɨkonvajutsʲ
выконваў	vɨkonvaw
выкраданне	vɨkradanʲːe
выкрасліць	vɨkraʂɫʲitsʲ
выкройвала	vɨkrojvaɫa
выкрутасы	vɨkrutasɨ
выкручвацца	vɨkrutʂvatsːo
выкрывала	vɨkrɨvaɫa
выкрыкваць	vɨkrɨgvatsʲ
выкрыкі	vɨkrɨkʲi
выкрыла	vɨkrɨɫa
выкрыць	vɨkrɨtsʲ
выкуп	vɨkup
выкупу	vɨkupu
выкупяць	vɨkupʲatsʲ
выкупіла	vɨkupʲiɫa
выкупіць	vɨkupʲitsʲ
выкід	vɨkʲit
выкідаў	vɨkʲidau̯
выкіды	vɨkʲidɨ
выкінеш	vɨkʲinʲeʂ
выкіну	vɨkʲinu
выкінуты	vɨkʲinutɨ
выкінуць	vɨkʲinutsʲ
вылазак	vɨɫazag
вылазяць	vɨɫazʲatsʲ
вылазіць	vɨɫazʲitsʲ
вылазіў	vɨɫazʲiu̯
вылет	vɨlʲet
вылечу	vɨlʲetʂu
вылучае	vɨɫutʂai̯e
вылучаецца	vɨɫutʂaʲetstsa
вылучала	vɨɫutʂaɫa
вылучана	vɨɫutʂana
вылучаны	vɨɫutʂanɨ
вылучанымі	vɨɫutʂanɨmʲi
вылучаюцца	vɨɫutʂajutsːa
вылучаюцца	vɨɫutʂaʲetstsa
вылучылі	vɨɫutʂɨlɨ
вылучыць	vɨɫutʂɨʲtsʲ
вылятаць	vɨlʲadatsʲ
вылі	vɨlʲi
выліцца	vɨlʲitstsa
вылічэнні	vɨɫʲitʂɛnnʲi
вымавіць	vɨmavʲitsʲ
вымагае	vɨmaxaʲe
вымаліў	vɨʲmaɫʲiu̯
вымаюць	vɨmajutsʲ
вымаўленьне	vɨmau̯lʲennʲe
вымаўляць	vɨmau̯lʲatsʲ
вымер	vɨmʲer
вымерлым	vɨmʲerɫɨm
вымерлых	vɨmɛrlɨx
вымернай	vɨmʲernaj
вымова	vɨmova
вымову	vɨmovu
вымовы	vɨmovɨ
вымучана	vɨmutʂana
вымушаны	vɨmuʂanɨ
вымушаных	vɨmuʂanɨx
вымушаныя	vɨmuʂanɨja
вымыты	vɨmɨtɨ
вымя	vɨmʲa
вымярэння	vɨmjarɛnnʲa
вымярэннях	vɨmjarɛnʲːax
вынасам	vɨnasom
вынасным	vɨnasnɨm
вынасу	vɨnasu
вынаходак	vɨnaxodak
вынаходнік	vɨnaxodnʲik
вынаходнікі	vɨnaxodnʲikʲi
вынаходніцтва	vɨnaxodnʲitstva
вынаходніцтвам	vɨnaxodnʲitstvom
вынаходства	vɨnaxotstva
вынаходцы	vɨnaxodtsɨ
выносяць	vɨnosʲatsʲ
выносілі	vɨnosʲilʲi
выносіцца	vɨnosʲitstsa
выносіць	vɨnosʲitsʲ
выношу	vɨnosu
выняла	vɨnʲaɫa
вынятак	vɨnʲatak
выняткам	vɨnʲatkam
вынятковы	vɨnʲatkovɨ
выняткі	vɨnʲatkʲi
выняты	vɨnʲatɨ
вынік	vɨnʲik
вынік	vˈynik
вынікам	vɨnʲigam
вынікамі	vɨnʲikamji
выніках	vɨnʲikax
вынікаў	vɨnʲikou̯
вынікла	vɨnʲikɫa
выніковае	vɨnʲikovaʲa
выніковая	vɨnʲikovaja
выніковы	vɨnʲigovɨ
выніку	vɨnʲiku
вынікі	vɨnʲikʲi
вынішчаюць	vɨnʲiʂtʂaʲutsʲ
вынішчыць	vɨʲːuʂtʂɨtsʲ
вып'е	vɨpje
вып'ю	vɨpju
выпадак	vɨpadak
выпадкам	vɨpatkam
выпадкамі	vɨpatkamʲi
выпадках	vɨpatkax
выпадкаў	vɨpatkau̯
выпадкова	vɨpodgova
выпадковы	vɨpatkovɨ
выпадковых	vɨpatkovɨx
выпадку	vɨpatku
выпадкі	vɨpatkʲi
выпала	vɨpoɫa
выпальваць	vɨpaɫʲvatsʲ
выпаліць	vɨpaɫʲitsʲ
выпараны	vɨparanɨ
выпарэння	vɨparɛnnʲa
выпас	vɨpas
выпасы	vɨpasɨ
выперлі	vɨpʲerɫʲi
выплакала	vɨpɫakaɫa
выплат	vɨpɫad
выплату	vɨpɫatu
выплаты	vɨpɫadɨ
выплаціць	vɨplatsʲitsʲ
выплачвала	vɨplatʂvala
выплыву	vɨpɫɨvu
выпрабаванне	vɨprabavanʲːe
выпрабаваннях	vɨprabavannʲax
выпрабаваны	vɨprabavanɨ
выправай	vɨpravaj
выправы	vɨpravɨ
выправяць	vɨpravʲatsʲ
выправілася	vɨpravʲiɫasja
выправім	vɨpravʲim
выправіць	vɨpravjitsʲ
выправіць	vɨpravʲitsʲ
выправіўся	vɨpravʲau̯sja
выпраг	vɨprax
выпрамілася	vɨpramʲiɫasja
выпрастаць	vɨprostatsʲ
выпрацаваны	vɨpratsavonɨ
выпрацаваных	vɨpratsavanɨx
выпрацаваць	vɨpratsavatsː
выпукла	vɨpukɫa
выпуклага	vɨpukɫaɣa
выпуклая	vɨpukɫaja
выпуклы	vɨpukɫɨ
выпуклым	vɨpuklɨm
выпуклых	vɨpukɫɨx
выпуклыя	vɨpuklɨja
выпукляйце	vɨpuklʲajtsʲe
выпуск	vɨpusk
выпускаем	vɨpuskaʲem
выпускала	vɨpuskaɫa
выпускаюць	vɨpuskajuʲtsʲ
выпускаў	vɨpuskou̯
выпускны	vɨpusknɨ
выпускных	vɨpusknɨx
выпуску	vɨpusku
выпусціла	vɨpusʲtsʲiɫa
выпусцілі	vɨpusʲtsʲiɫʲi
выпушчаная	vɨpuʂtʂanaja
выпушчаны	vɨpustʂanɨ
выпушчаныя	vɨpuʂtʂanɨja
выпушчу	vɨpustʂu
выпі	vɨpʲi
выпіваю	vɨpʲivaju
выпіваюць	vɨpʲivajutsʲ
выпісваў	vɨpʲisvau̯
выпіскі	vɨpʲiskʲi
выпіць	vɨpʲitsʲ
выпіў	vɨpʲiu̯
выпіўкі	vɨpʲiu̯kʲi
выраб	vɨrap
вырабам	vɨrabom
вырабамі	vɨrobamji
вырабах	vɨrabax
вырабляе	vɨrablʲaje
вырабляецца	vɨraplʲaʲetstsa
вырабляла	vɨrabʲːaɫa
вырабляліся	vɨraplʲaɫʲisja
вырабу	vɨrabu
вырабы	vɨrabɨ
вырабяць	vɨrabʲatsʲ
вырабіць	vɨrabʲitsʲ
вырадкі	vɨratkʲi
выражаецца	vɨraʐaʲetstsa
выражана	vɨraʐana
выражаная	vɨraʐanaja
выражаную	vɨraʐanuju
выражаныя	vɨraʐanɨja
выраз	vɨras
выразаны	vɨrasanɨ
выразна	vɨrazna
выразнай	vɨraznaj
выразнасцю	vɨraznasʲtsʲu
выразнасці	vɨraznasʲtsʲi
выразны	vɨraznɨ
выразныя	vɨrasnɨja
выразу	vɨrazu
выразы	vɨrazɨ
выразы	vɨrozi
выразіць	vɨrazʲitsʲ
вырай	vɨraj
вырак	vɨrag
выракае	vɨrakaʲe
выракся	vɨraksja
выраку	vɨraku
вырас	vɨros
выраслі	vɨrasɫʲi
вырастае	vɨrastaʲe
вырастаць	vɨrastatsʲ
вырасту	vɨrastu
вырастуць	wɨrasdutsʲ
выратавала	vɨratavaɫa
выратаваныя	vɨratavanɨja
выратавацца	vɨratavatsːa
выратаваць	vɨratavatsʲ
выратуй	vɨratuj
выратую	vɨratuju
вырашае	vɨraʂaʲa
вырашалася	vɨroʂaɫasʲa
вырашальным	vɨroʂaɫʲnɨm
вырашаны	vɨroʂanɨ
вырашаныя	vɨraʂanɨja
вырашаць	vɨroʂatsʲ
вырашаю	vɨrasaju
вырашаю	vɨroʂaʲu
вырашаў	vɨrasau̯
вырашыла	vɨraʂɨɫa
вырашылі	vɨraʂɨɫji
вырашым	vɨraʂɨm
вырашыцца	vɨraʂɨtsːa
вырашыць	vɨraʂɨtsʲ
вырашыш	vɨraʂɨʂ
вырашыў	vɨroʂɨw
вырашэнне	vɨraʂɛnnʲe
вырашэння	vɨraʂɛnnʲa
вырашэнні	vɨraʂɛnnʲi
выраяў	vɨraʲau̯
вырванае	vɨrvanaʲe
вырваная	vɨrvanaja
вырваны	vɨrvonɨ
вырваўся	vɨrvou̯sja
вырвецца	vɨrvʲetstsa
вырвуць	vɨrvutsʲ
вырошчваецца	vɨroʂtʂvaʲetstso
вырошчвалі	vɨroʂtʂvaɫʲi
вырошчвать	vɨroʂtʂvatsʲ
вырошчваць	vɨroʂtʂvatsʲ
вырывае	vɨrɨvaʲe
высаджаныя	vɨsadʐanɨja
высадка	vɨsotka
высакагорных	vɨsakaɣornɨx
высакосны	vɨsakosnɨ
высалапіць	vɨsaɫapʲitsʲ
высах	vɨsax
высветліць	vɨsvʲetlʲitsʲ
высвятляецца	vɨʂvʲatlʲaʲetstsa
высвятляць	vɨsvʲetlʲatsʲ
высечаны	vɨjsʲatʂanɨ
высечаны	vɨsʲetʂanɨ
высечка	vɨsʲetʂka
высечках	vɨsʲetʂkax
выскалішся	vɨskalʲiʂsja
выскачка	vɨskatʂka
выскачу	vɨskatʂu
выскачыла	vɨzkatʂɨɫa
выскачылі	vɨskatʂɨɫʲi
выскачыць	vɨskatʂɨtsʲ
выскачыш	vɨzkatʂɨʂ
выслана	vɨsɫana
выслаць	vɨsɫatsʲ
выслоўе	vɨsɫou̯je
выслоўі	vɨsɫou̯ji
выслухаем	vɨsluxaʲem
выслізганыя	vɨsɫʲisɣanɨja
высмалены	vɨsmɨlʲenɨ
высновах	vɨsnovax
выснову	vɨsnovu
высновы	vɨʂnovɨ
высока	vɨsoka
высокага	vɨsokaɣo
высокае	vysokaje
высокае	vɨsokaje
высокай	vɨsogaj
высокаму	vɨsokamu
высокая	vɨsokaʲa
высокая	vɨsˈokʌja
высокую	vɨsokuju
высокі	vɨsokʲi
высокім	vɨsoʲːim
выспа	vɨjspo
выспа	vɨspa
выспамі	vɨspamʲi
выспе	vɨspʲe
выспу	vɨspu
выспявання	vɨspjavannʲa
выспяваць	vɨspjavatsʲ
выссаць	vɨsːatsʲ
выставай	vɨstavaj
выставах	vɨstavax
выставачнай	vɨstavotʂnaj
выставачную	vɨstavatʂnuʲu
выставіла	vɨstavʲiɫa
выстаяць	vɨstajatsʲ
выстаў	vɨstau̯
выступ	vɨstup
выступае	vɨstupaʲa
выступала	vɨstupaɫo
выступалі	vɨstupaɫɨ
выступаць	vɨstupaʲtsʲ
выступаю	vɨstupaʲu
выступаюць	vɨʂtupajutsʲ
выступаў	vɨstupau̯
выступу	vɨstupu
выступы	vɨstupɨ
выступіла	vɨstupʲiɫa
выступілі	vɨstupʲilʲi
выступіць	vɨstupʲitsʲ
высунуўшы	vɨsanuu̯ʂɨ
высушылі	vɨsuʂɨɫʲi
высылаць	vɨsɨɫatsʲ
