a	a˧˧
kfc	kaːf
k-flex	kɛ˧˥lɛk˧˥
kgb	kaː˥gaː˧˥beː˧˥
kgc	kɛ̄
kg	ˈkɛ
kh-12	kʰə˧
kh6ng	kʰɔŋ˧
khabensky	ka˨˩ben˧˥ski
khabiri	kʰa˧˥bi˧˥
khách	kʰa˧˥
khách	˨kʰaj
khac	kʰak˧
khác	kʰak˥
khác	kʰak˧
khác	kʰak˧
khác	kʰa̰k˧
khắc	˨kʰak
khạc	kʰak˧
khắc	kʰɑ́k
kha-cờ-ra	kʰa˧kɔ˨ra˧
khạc	χak˧
khấc	χɐk˧
khadgar	kʰaʔ˥ɗaʔ˥
khaìch	ka̰i̯j
khaìc	kʰaɪ˧˥
khái	kʰaɪ˧
khái	kʰaɨ˧
khai	kʰaj˧
khải	χaj²⁴
khà	ka˧
kha	kʰa˧
khá	kʰa˧
khá	kʰa˧
khả	˩kʰa
khả	kʰa˧
khă	kʰə˧
khalar	ka˧la˧
khalasar	kʰlɑ˧˥sɑ˧˥
khaled	ka˧˥le˩˧
khaleen	xaː˨˩liən˨˧
khaleesi	ka˨˩le˨˩si˨
khalesii	kʰa˨le˧si˥
khalid	kʰa˧˥lɪt˨
khalifa	kʰa˧˥li˧˨fa˧˥
khalil	ka˨li˧
khal	kaːl
khalski	˨kʰɑl˥˩kʰi
kham	kʰam˧
khám	kʰam˧
khám	kʰam˧
khắm	kʰam˧
khấm	kʰam˧
khảm	kʰam˧
khẳm	kʰɐm˧
khẩm	kʰə̰m˧
khăm	χam˧
khâm	χam˥
khane	kʰaː˨˩nɛ˧˥
khang	kʰaŋ˧
kháng	kʰaŋ˧
kháng	kʰāŋ
khăng	˨kʰaŋ
khắng	˨kʰaŋ˥
khảng	kʰaŋ˧
khạng	kʰa̰ŋ
khẳng	kʰɑ̀ŋ
khàng	χaŋ˧
khẳng	χɑ̰ŋ˧
khánh	kʰāːn
khanh	kʰa̰ːɲ˧
khánh	kʰə̰ːɲ˧
khảnh	kʰə̄jŋ˥
khán	kʰa̰ːn˧
khàn	˨kʰaːn
khản	kʰa̰n˧
khăn	kʰə̄n
khắn	kʰə̄n
khấn	kʰə̰n˧
khẩn	kʰə̰n˧
khanna	χa˧˥na˨
khẩn	xaːn˧
khãn	χã²
khan	χan˧
khán	χan˩
khắn	χɑn˧
khao	kaʊ˧
khạo	kʰaː˧
kháo	kʰaʊ˧
khảo	kʰaʊ˧
khảo	kʰaʊ˧
khaolak	kʰaʊ˧˥lɑːk˧˥
khaon	kʰaʊn˧
khạo	χɑw˧
khắp	kʰa̰p
khắp	kʰəp˧
khập	kʰəp˧
kharkiv	kʰa˧˥kɨ˧vɨ˧
kharkov	kaː˨˩kɔː˨˩
khartoum	kʰa˧˥tɔm
khasta	kʰaʈ˧
khataf	kʰa˧˥taː˧˥f
khatami	kʰa˧˥tʰa˧˥mi˧˥
khát	kʰat˥
khát	kʰat˥
khắt	kʰa˧˥t
khất	˨kʰə̰t
khắt	χɑt˥
khẩu	kʰau˧
kháu	kʰaʊ˧
kháu	kʰaʊ˧
khàu	kʰaʊ˧
khấu	kʰaʊ˧
khấu	kʰɑ̄u
khầu	kʰəw˧
khẩu	kʰəw˧
khâu	kʰɔ̄u
khấy	kaʔ
khay	kʰaɪ˧
khẩy	kʰəj˥
khayyam	kaɪ˧jɑm˥
khẹc	kʰɛ̰˧
khẽ	kʰe˧
khe	kʰɛ˧
khè	˨kʰɛ
khẽ	kʰɛ˧
khem	kʰɛm˧
khéng	xēŋ
khênh	xēɲ
khệnh	χə̰jŋ˧
khen	kʰɛn˧
kheo	kʰɛ̀ʊ
khéo	kʰɛ̀w
khéo	xeʊ˧
khép	kʰɛp˧
khép	kʰɛp˧
kheros	kʰɛ˧˥
khét	ket˥
khều	kʰɤ˧
khêu	˨kʰwe
khê	xe˧
khế	xe˧
khẻ	χɛ˧
khía	kīa
khịa	kiə˥
khiäp	kiəp
khiãu	kʰiəw˧
khích	kʰɪ́k
khích	kʰɨ̆jk
khidkiyon	ki˧ki˧jɔn˥
khiếm	kʰiəm˧
khiêm	kiəm
khiểm	kiəm˨
khiểng	kʰjɛŋ˧
khiêng	kiəŋ˧
khiễng	χɛŋ˧
khiến	kʰiən˧
khiền	kʰi̤ən˩
khiển	kʰiə̰n˥
khiên	kīə̀n
khiển	kiə̄n
khiến	kiɛ̌n
khiếp	kiəp˧
khiếp	kiəp˧
khiết	kʰiə̰t˧
khiết	kiɛt˧
khiêu	kʰiəw˧
khiếu	kʰiəw˨
khiểu	kiəʊ˧
khiếu	kiɛu˧
khïi	kʰi˧
khii	ki˧
khi	kʰi˧
khĩ	kʰi˨
khi	ki˧
khí	ki˨
khí	ki˨
khỉ	ki˧
khỉ	ki˧
khỉ-lợn	kʰɨ˩lɨ˧
khil	xi˧
khinh	kʰɨ̆ɲ
khính	kʰɨ̄ŋ
khỉnh	ki̤n˧
khìn	kʰǐ̀n
khin	kīn
khirye	ki˧je˥
khỉthật	kʰɨ˧˥tʰə̰t˩
khí-thực	kʰɨ˨˩tʰɨk˨˩
khít	ki˨
khít	kiə̰t˧
khitomer	kʰi˧˥tʰɔ˧˥mɛ˧˥
khịt	xiə˧
khiu	kiʊ˧
khị	xi
kh-không	˨kʰɔŋ
khl	kʰl
khmer	˨kʰmɛ˨
khng	kʰəŋ˧
khñn	kʰə̄n
khoặci	kʰɔ̀ʔkɨ́
khoắc	kʰɔ̰˧
khoác	kʰɔ̀ːk
khoác	kʰwaːk˧
khoai	kʰwaːj˨˩
khoái	kʰwaːj˧
khoái	kʰwɑːj˥
khoải	kʰwɛ̀
khoa	kʰɔ̀
khoá	kʰɔ̀
khóa	kʰɔ̀
khóa	kʰɔ̀
khòa	kʰɔ̀
khỏa	kʰɔ̀
khoá	kʰɔ̀a
khoả	kʰɔa˧
khoả	kʰwa˧
khoằm	kʰwɑ̀m
khoáng	kʰɔ̀ːŋ
khoãng	kʰɔ̄ŋ
khoang	kʰwaːŋ˧
khoáng	kʰwa̤ːŋ˧
khoàng	kʰwa̰ːŋ˧
khoăng	kʰwaŋ˧
khoắng	kʰwa̰ŋ˧
khoảng	kʰwāŋ˧
khoảng	kʰwa̤ŋ˧
khỏang	χɔ̀aŋ
khoanh	kʰwa̰ːj
khoảnh	kʰwaːn˨˩
khoảnh	kʰwə̄jŋ˥
khoản	kʰɔ̀an
khỏan	kʰɔ̀an
khoản	kʰwa̰ːn˧
khoan	kʰwɑn˧
khoan	kʰwɑ̄n
khoán	kʰwɑ̄n˥
khoàn	kʰwɑ̄n
khoăn	kʰwɑ̄n˧
khoắn	kʰwɑn˧
khoắn	kʰwɑ̄n
khoãn	kʰwɑ̄n
khoát	kʰɔ̀at
khoắt	kʰɔ̀t
khoát	kɔ̀t
khoáy	kʰɔ̀j
khóc	kʰɔ̰̂k
khốc	kʰɔ̆k
khóc	kɔ́k
khõe	kʰə̰ː˧
khoe	kʰɔ̀
khoé	kʰɔ̄
khoẻ	kʰɔ̀
khóe	kʰɔ̄
khỏe	kʰɔ̂˥
khỏe	kʰɔ̀ːj
khoè	kʰwɛ˧
khoẻ	kʰwɛ̀
khoen	kʰwɛn˧
khoẻn	kʰwɛ̄n
khoét	kʰɤt˧
khoét	kʰwɛt˧
khôg	kʰɔ̰˧
khôgn	kʰɔ̄ŋ
khohd	kʰɔ̀ʔ
khoibeo3g	kʰɔ̀j˨˩beɔ˨˧ɣɔ˥
khỏii	kʰɔ̀j
khởi	kʰəj˥
khởi	kʰɔ̀
khoi	kʰɔ̀j
khói	kʰɔ̀j
khôi	kʰɔ̄j
khối	kʰɔ̀j
khối	kʰɔ̄j˨
khỏi	kʰɔ̀j
khỏi	kʰɔ̀j
khỏi	kʰɔ̀j
khơi	kʰɔ̄j
khời	kʰɔ̀j
khôìn	kʰɔ̀in
khói	χɔ̀j
khõi	χɔj˧
khờ	kʰə̰ː˨
khố	kʰo˥
khố	kʰo˨
khỗ	kʰoʊ˧
kho	kʰɔ˨
khó	kʰɔ̀
khó	kʰɔ̄˨
khò	kʰɔ̀
khô	kʰɔ̀
khổ	kʰɔ̀
khổ	kʰɔ̀
khỏ	kʰɔ̀
khớ	kʰɔ˥
khờ	kʰɔ̀
khở	kʰɔ̀
k-hole	˨kɔ˧˥lɛ˧˥
khomeini	kʰom˧˥jɛ˩˧ni˧˥
khômg	kʰɔŋ˧
khom	kʰɔm
khóm	kʰɔ̌m
khởm	kʰɔ̀m
khọm	kʰɔ̌m
khôngbel	kʰɔŋ˧˥bɛl˩
khôngchalà	kʰɔŋ˧ca˨la˥
khôngchúng	kʰɔŋ˨cuŋ˧
khôngcô	kʰɔŋ˧kɔ˨
khôngcon	kʰɔŋ˧kɔn˥
khôngem	kʰɔŋ˧ʔɛm˧
khôngggggg	kʰɔŋ˧
khônggggg	kʰɔŋ˥
khôngggg	kʰɔŋ˧
khônggg	kʰɔŋ˧˥
khôngg	kʰɔŋ˧
khônghl	kʰɔŋ˧
không-không-không	kʰɔŋ˩kʰɔŋ˧kʰɔŋ˥
khôngkhông	kʰɔŋ˧kʰɔŋ˧
khống	kʰoŋ˧
khồng	kʰoŋ˧
khong	kʰɔŋ˧
không	kʰɔŋ˧
không	kʰɔŋ˧
không	kʰɔŋ˨
khống	kʰɔŋ˥
khổng	kʰɔŋ˥
khổng	kʰɔ̀ŋ
khỏng	kʰɔŋ˧
khơng	kʰɔŋ˧
khọng	kʰɔŋ˧
khộng	kʰɔŋ˧
khôngl	kʰɔŋ˧˥
khôngnó	kʰɔŋ˧nɔ˥
khôngol	kʰɔŋ˧˥
khôngphải	kʰɔŋpʰaːj
khôngr	kʰɔŋ˧
không-tao-không	kʰɔŋ˧taw˨kʰɔŋ˧
không-tên-đệm	kʰɔŋ˧˥tɛn˨˩ɗem˧˥
không-thể-thắng	kʰɔŋ˧˥tʰe˩˧tʰaŋ˧˥
không-thời	kʰɔŋ˧tʰɔj˨
khôngt	kʰɔŋ˧
khôngtôi	kʰɔŋ˧toj˨
khôngw	kʰɔŋ˧
khônh	kʰɔ̄˧
khốn	kʰɔ̄˨
khon	kʰɔ̄n
khón	kʰɔ̀n
khôn	kʰɔ̄n
khốn	kʰɔ̄n
khồn	kʰɔ̀n
khonsu	kʰɔ̄n˧˥su˨
khoogn	kʰɔ̀ːŋ
khoòi	kʰɔ̀j
khôôông	kʰɔ̀ːŋ
khôôôôông	kʰɔ̀ʔ
khớp	kʰɔ̀p
khớp	kʰɔ̀p
khøp	χɔp˨
khorasan	ko˩ha˧san˥
khosla	kʰɔ̀ː˨˩
khốt	kʰɔ̆t
khơ	χɔ̀
khrushchev	krɨʃtɕɛv
khứa	˨kʰɨə˨
khua	˨kʰuə
khuân	khuân˧
khuẩn	kʰwɑ̄n˧
khuẩn	kʰwə̄n
khuất	khuât
khuất	khuất
khuấy	kʰɨə˧
khuây	khuây˧
khuãy	kʰwɛ̀
khuấy	kʰwɨ˧
khựa	χɨə˧
khúc	kʰɨ̆k
khúc	kʰɨ̆k
khudkushi	χʊɗkʰɨ̄ʔ
khuếch	kʰɯə̰t˧
khuê	kɨ̄
khufu	kʰɨ̆fu
khui	˨kʰuɪ
khù	kʰɨ˧
khư	˨kʰɨ
khứ	kʰɨ˩
khứ	kʰɨ˩
khứ	kʰɨ˩
khử	˨kʰɨ
khử	kʰɨ˧
khụ	˨kʰɨ
khu	kʰu˨
khú	˨kʰu
khumba	kum˧ʔba˨
khum	kʰum˧
khúm	kʰum˧
khủng	kʰɨ̆m˧
khùng	kʰɨŋ˥
khũng	kʰɨ̆ŋ
khủng	kʰɨŋ˧
khưng	˨kʰɨŋ
khừng	kʰɨ̆ŋ
khựng	kʰɨŋ˧
khung	˨kʰʊŋ
khùng	kʰʊŋ˨
khúng	χʊŋ˧
khước	χɨəʔ
khương	kʰɨəŋ˧
khuông	kʰuəŋ˧
khuôn	kʰuɔn˨
khướt	kʰɨə̰t˧
khướt	˨kɨə̰t
khướu	˨kʰɨəʊ
khutulun	kʰu˨˩tu˨˩lun˨˩
khứu	˨kʰɨ̄ʔ
khưu	kiʊ˧
khuya	kʰɨ̄a
khuỷa	khuỷa
khuyếch	kʰɨə̰t
khuyen	kʰɨ̄ə˧˥
khuyên	kʰɨ̄əj
khuyến	kʰɨə̰n˧
khuyển	kʰɨə̰n˧
khuyến	kiə̰n˧
khuyết	kʰɨ̯ət˩
khuyết	kiə̰t
khuy	kʰɨ̆
khủy	kʰɨ˧
khụy	kʰɨ̄ʔ
khuynh	kʰɨ̄ɲ
khuỵu	kʰɨ̄
khuỷu	khuỷu
khyan	kʰiən˧
khyber	ki˨˩ʔ
khz	χ
kh	χ
ki-67	ki˧˨
kiæm	kiæm
kiæu	kiɛu˧
kiai	ki˧aɪ˧
kia	ki˧
kìa	kìa
kia	kiə
kia	ki˧ə
kia	kiə
kìa	kiə
kìa	kɨə˧
kiäm	kiäm
kiăm	kiəm
kiãng	kɨəŋ˧
kianna	ki˧a˧n˨a˩
kiara	ki˧a˨a˧
kibble	kɨp˧˥
kibbutz	ki˨˩bu˨˧tɨ˥
kibo	ki˧˥bo˨
kichijiro	ki˧tʃi˧dʒi˧ro˧
kích	ki˧
kịch	kịʔ
kích	kɪ̄c
kich	kɨ̆
kìch	kɨ̆ʔ
kịch	kɨ̆ʔ
kickapoo	ki˥ka˩pu˧
kick-ass	ki˧˥ka˧˥
kicked	kɪk˧
kicker	kɪk˨
kicking	kɪkʲ˧˥
kickin	ki˧˥kɪn˧
kick	ki˧˥
kicks	kɪk
kickstand	ki˧˥kʰi˩˧ʈan˧˥
kickstart	kɪk˧˥sɑːt˨
kidding	kɪ̄ʔ
kidd	kɪ̆t
kiddo	kɪ̄˨
kid	kɪ̄t
kidman	kɪ̄m
kidnapped	ki˧˥da˧˥pət
kidner	kɪ̄ɲ
kidney	ki˧˥de˩˧ni˧˥
kido	kɪ˧˥dɔ˨
kids	ki˨
kiếc	kiək
kieffer	kiɛ̀f
kiể	kiế
kielce	kiɛl˧tʃe˩
kiel	kiə˧
kiềm	kʰiə̰m
kiểm	kʰiə̰m˧
kiếm	kiem˧
kiếm	kiếm
kiễm	kiếm
kiểm	kīem
kiệm	kiệm
kiềm	kiə˨
kiêm	kiəm
kiệm	kɨə˧
kiếng	kiếng
kiễng	kiếng
kiểng	kiếng˧
kiềng	kiəŋ˧
kiêng	kiɛŋ˧
kiếng	kiɛŋ˧
kiến	kiến˧
kiện	kiện˧
kiến	kiə̰n˧
kiên	kiɛn˧
kiền	kiɛ̌n
kiển	kiɛn˧
kiện	kiɛn˧
kiếp	kiếp
kiếp	kiếp˧
kiệp	kiệp
kieran	kiə˨˩ran˧
kieslowski	ki˧e˩sɔ˥wi
kiệt	kiệt˧
kiet	kiət
kiết	kiət˧
kiệt	kiə̰t˧
kiêt	kiɛ̀t
kiêu	kiêu˧
kiếu	kiếu˧
kiều	kiểu˧
kiễu	kiễu
kiểu	kiểu
kiểu	kiểu˧
kiệu	kiệu˧
kiệu	kiệukiɛ̌w
kiều	kiəʊ˧
kiev	kiəʋ
kif	kɪ̄f
kihano	ki˧ha˨˩no˥
ki-ho	kʰɔ˧
ki-hyoung	ki˧hyouŋ˨
kiìa	kià
kiingon	kiːŋ˧ʔɔn˨
kikan	kɪkʌn˧
ki	ki˧
kí	ki˥
kí	ki˧
kì	ki˥
kì	ki˨
kĩ	ki˧
kỉ	ki˧
kị	ki˧
kị	ki˩
kiki	ki˧˥ki˧˥
kĩ	kɨ˧
kỉ	kɨ˧
kikki	ki˧˥ki˧˥
kikkoman	ki˧˥ko˨˩maːn
kiko	kɪ˧˥kɔ˧˥
kikuchi	kɪkʊkɪ
kikuchiyo	ki˧ku˨chi˧yo˧
kikuyu	ki˧ku˨yu˧
kildare	ki˧˥la˨˩ɛ
kilderry	kɪl˧˥dɛ˨˩
kilgallen	kɪl˧gaː˥lɛn˧
kilgore	kɪl˧˥gɔ˨˩
kilgrave	kɪl˨grɑv˧
kíli	ki˧˥li˧˥
kili	kɪ˧˥lɪ˩
kilimanjaro	ki˧li˩ma˧nja˥ra˧
kilkelly	kɪ̄kɛ̄lɛ̄
kil	kɪ̄
killbot	ki˧˥lɔ˧˥t
killed	ki˧˥l
killer	ki˨˩lɛ˧
killian	kɪ̄˨li˨ən˨
killick	ki˧˥lɪk˧
killifer	ki˩˧li˧˥fɛ˧˥
killing	kiŋ˧
killin	ki˧˥lɪn˧
kill	ki˧˥
kills	ki˥l˧
kilmer	kɪl˧˥mɛ˧˥
kilo-2	kɪlɔ˨˩
kilo-5	kɨ˧˥lɔ˨˩
kilo	ki˧˥lo˧˥
kí-lô	ki˧lo˨
kilô	kɨ˧˥lɔ˨
kiloliter	ki˧lo˨li˧te˧
kilometers	kɪlɔ˧˥mɛtər
kilomet	kɨ˧˥lɔ˧˥mɛ˧˥t
kilomềt	kɨ˧˥lɔ˧˥mɛ˧˥t
kilometre	kɪlɔmɛt
kiloton	ki˧˥lo˨˩ton˧˥
kilroy	kɪl˧˥rɔj˧
kilt	kɪ̆t
kilulu	kɪlʊlʊ
kimagure	ki˧ma˨gu˥re˧
kimball	kim˧˥baː˧˥
kimbap	kim˨˩bap˧
kimberley	kɪm˨˩be˧li˥
kimberly	kim˨˩be˧li˥
kimble	kim˧˥ble˩
kimchi	kim˧tʃi˥
kimiam	kɪm˨aːm˧
kimi	ki˧mi˨
kimiko	kɪm˧˥ko˨
kimke	kɪm˧kɛ˥
kim	kim˧
kìm	kɪm˧
kìm	kɨ̀m
kim-lin	kɪm˧lɪn˩
kimmel	kim˧˥me˩
kimmie	ki˧˥mi˧˥
kimmy	kim˧
kimochi	ki˥mo˩tʃi
kimo	ki˧˥mo˨
kimoko	kɪ˧˥mɔ˨˩kɔ˧˥
kimon	kɪmɔ̀n
kimono	ki˧˥mo˩˧no˧
ki-moon	kɪ˧˥moːn˧˥
kimtựtháp	kɪm˧tɨ˨tʰaːp˧
kimura	kɪmʊə
kinaho	kɪ̄˧naː˧hɔ̰˥
kinanjui	kɪ̄nǎnʔdʑuī
kincaid	kin˧˥kʰai˧˥t
kinda	kɪ̄ɲ
kinderhook	kɪ̄n˨dɨ̄k
kinder	kɪ̄n˥
kind	kʰɪ̄n
kindle	kɪ̄n˥dl̩˩
kindly	kiɲ˥t˩
kinds	kɪ̄ɲ
kinect	ki˧˥ne˩˧kɛ˥t̬
kingdom	kɪ̄ŋ˧˥dɔ̄m˨
king	kiŋ˧
kingpin	kiŋ˧ʔpin
kingsbury	kiŋ˧˥z˩˧bɨ˨˩
kingsglaive	kiŋ˥sglɑj˧
kingsguard	kɪ̄ŋsguː
kings	kɪ̄ŋ
kingslayer	kiŋ˥sɫai˧
kingsleigh	kiŋ˧˥sliː˧˥
kingsley	kiŋ˧˥sleɪ˧
kingsly	kɪ̄ŋ˧
kingsman	kɪ̄ŋ˧smaːn˨
kingson	kɪ̄ŋ˧˥sɔ̄n˨
kingston	kiŋ˧ʔsɔn
kingswood	kiŋ˧˥sʊw˧˥t
kinh	kinʰ˧
kính	kính
kỉnh	kīnh
kính	kɪ̄ŋ
kỉnh	kɨ̄nh
kình	kɨ̆ŋ
kịnh	kɨ̆ʔ
kin	kin˧
kín	kɪ̄n
kín	kɨ̄n
kinko	kiŋ˧kɔ˨
kinky	kɪ̄ŋ
kinlaw	kɪn˧law˨
kinnick	kɪ̄n˧˥
kinograph	ki˧˥no˨˧ɣɐ˧˥
kino	ki˧˥no˨
kinro	kɪn˧ro˥
kinsey	kɪn˧˥sɛj˨
kinseys	kin˧˥se˩
kinshasa	kɪn˧ʂa˧
kioko	ki˧o˨ko˥
kiowa	kioːa
kipfer	ki˨ʔfɛ˧
kip	kip˧
kíp	ki˥p
kịp	kịp˧
kíp	kɪp˧
kịp	kɪp˧
kìp	kɨp˧
kipling	kiːŋ˧˥
kiplin	kiplin
kippelly	kɪ̄p˧˥lɛ̀˩˧
kipp	kɪ̆p
kippler	kiːp˧˥lɛː˧˥
kipps	kɪp
kira	ki˧a˨
kirameku	ki˩ra˧me˥ku
kirami	ki˨ra˧mi˥
kirb	kɨ̆ː˧˥
kirby	ki˧˥bi˧˥
kirche	kiʈʂe
kirdy	kɨ̀ɲ
kirigi	ki˧˥ri˧˥gi˧˥
kiri	ki˨˩
kirikkale	ki˧˥ri˧˥ka˧˥le˧˥
kiriko	kɨ˧˥li˧˥kɔ˧˥
kiril	ki˧˥ri˧˥l
kirill	kɪ˧˥l
kirin	ki˧˥lin˧
kirkby	kɪrk˨˧bi
kirkeby	kɪk˨˩be˧˥
kirkhill	ki˧kɯ˧hi˧
kirk	kɨ̀rk
kirkland	kiːk˧lɑːn˨
kirky	ki˧˥kɪ˩
kirova	ki˧˥ro˨˩va
kirov	ki˧ɾɔw˥
kirsten	ki˨˩te˧˥n
kirstie	ki˧˥ʈi˨
kirsty	ki˨ʔtʰi˨
kirtland	kɪt˧lɑːn˥
kirzinski	ki˨˩ʐi˨˧nski
kisagari	ki˧˥sa˩˧ga˧˥li˧˥
kisaragi	ki˨sa˧ra˥gi˧
kisaragi-sensei	ki˩sa˧ɣi˨sɛn˧˥te
kisha	ki˧ʃa˥
kishida	ki˧ʃi˩da˧
kishinev	kiʃiːnɛʋ
kiske	ki˧˥ke˧˥
kismat	kɪ˧˥mɐt˨
kismet	kɪ˧˥mɛ˧˥t
kissed	ki˧˥s
kissel	ki˧˥sɛ˧˥
kisses	kɪ̄˧˥
kissinger	ki˧˥si˧ŋ˨˩
kiss	ki˧˥
kissy	kɨ˧˥
ki-tae	ki˧˥taː˧˥
kitahara	kɪtʰaː˧˥raː˧˥
kitai	ki˧˥tai˧˥
kitano	ki˧˥ta˨˩no˧
kitano-san	ki˧ta˥no˩san˧
kitayama	ki˧ta˥ma˩ya˧
kitchen	ki˧˥tʃin
kitchner	kiʔtʃʰneʔ
kite	kɪ̄t
kitkats	kit˧kaʔt˥
kít	kiʔ
kịt	kiʔt˥
kit	kɪ̄t
kitô	ki˧˥to˧
ki-tô	kɪ˨˩to˨˧
kito	kɪ̄ʔtɔ̄
kitster	kiʔ˧ʔtʰe˩
kitsune	kɪt˧˥sʊn˨
kitten	ki˧˥tɛn˩
kitt	kit˥
kitto	ki˧˥to˨
kittridge	kit˧˥riɲ˧˥
kitty	kɪ˧˥tɪ˩
kiu	kiu˧
kìu	kiu˧
kiviak	ki˧˥vi˧˥ak˧˥
kiwi	ki˧wɪ˥
kiyo	ki˧ʊ
kiyoko	ki˧jo˨ko˧
kizilcullu	ki˩zi˧lə˧cu˧lu˥
kizuki	ki˧˥zu˨˩ki
kjazz	kɛ˧˥
kjeldahl	kjeʔldaːl
kjikerud	ki˨ke˩ru˧ɗ
kjs	kɨʔ
k	k
kkeutsun	kɯːtɕun˧
kkhông	kʰɔŋ˧
k-không	kɔ̀ŋ
kkhôngw	kʰɔŋ
kkk	kɨ˧
kkotbun	kɔ̀tbún
klaatu	klàːtʊ
kla	kɑː˨˧
klan	klan˧
klapprath	klap˨raː˧˥θ
klara	klāː
klark	klɑːk
klausi	klau˨si˧
klaus	kɑu˨ləu˨
klauss	klɔːs
klaw	klaw˧
kleenex	kliːnɛk
kleiber	kliɛ˧˥bɛ˩
kleine	kliːn˧˥
kleiner	kliɛn
klein	kliːn˧
kleinman	klɛɪn˥man
kleist	klɛj˥t
kleitos	kleitoskleɪ˨˦tɔ˥
klement	klɛm˧˥
klenstein	klɛn˧˥stein
klicks	kɭɪk
klimitov	klɨ˧˥mɨ˧˥tɔ˧˥v
klimowski	klɪ˧˥moʊ˨˩sɔʊ˥
klimt	klɨm˧
klingon	klɪŋ˧˥ɔn˨
klingons	klɪŋɔ̄n
klington	kʰlɨŋ˧˥
klipspringer	klɪpsɪŋ˨kɛː
klm	klm˧
klokov	kloʊkɔʊ
klondike	kloːn˧˥di˧˥k
klonopin	klo˧no˨pi˧n
klopman	klɔp˨mɑn˧
klubeck	kɯlɯɓɛk
kludd	kɭɯt˧
kluger	klɨ˨kɨ˧
klum	klum˧
klunkers	kɭʊŋ˧kɛ˧
kluszewski	kɭuʔjɛ́ʔ
klutzy	kɭɨtɕi
klüver-bucy	klɨ̄ʔvɨ̄ʔ
km2	kə˧mɛ˥
k-mart	kə˨mɑː˧˥t
kmart	kə˧mɑː˥t
km	kʰm
kmno4	kə˧mno˨
kms	kəms
knauer	kɔːn
knee-deep	kɛː˧˥dij˨˩
knee	kni
kneel	kniː
knees	kniː
kneighf	kniː˧˥
knesset	kɛ̀˧˥sɛ̀t˨˩
knew	knɯ
knickerbocker	knɪkə˥bɔkə˩
knick	knɪk˧
knicks	knɪk˧
knievel	knjɛvɛl
knife	knɨːp
knight	knj˧
knightley	knɛːt˨˩lɛi˧
knightsbridge	knɛːtʃ˥bɹɛɪdʒ
knights	knj˧tʃ
knighty	kniː˧˥tʰiː˩
knitting	kɲiʔ˥tɪʔ˩
knives	knɪv˨
knnam	kʰə̰ːm
kno3	kɔ̄
knob	knɔp˧
knockdown	kɔn˧˥kɔn˧˥
knocked	kɔ̀k
knocking	kɔ̄ʔ
knockin	kɔ̄ʔ
knock	kɔ̄k
knockout	kɔ̄ːkaʊ̯t
knocks	kɔ̄k
knoll	knɔl˧
knolls	knɔ̀l
knot	kɔt˧
knots	knɔt˥
knott	kɔt
knowhere	knɔː˧˥hɛː˧˥
knowing	kɔːj
know	knəʊ
know	knou˨
knowledge	kɔ˧ŋ˨˩
known	kʰwɔn˧
knowses	knɔːj˨
knows	knɔːʊs
knox	knɔ̀
knoxville	knoxvilleknɔʔ˧˥vɛ˧˥l
knpt	kɔn˥pʰɛt˧
knuck	kʰwɨk˧
knuckle	˨nʌkəl
knuckles	˨˧nʌkəl
knut	kɯ̆t
knutson	kɯn˧ʔtʰɔn˨
knyazev	kɲiə˧˥
koa	kɔa˧
koala	koa˧la˨
koba	kɔ˧˥bä˧˥
kobayashi	kɔbɛj˧ʔ
kobe	kɔ̀˨bɛ̂˧
kob	kɔʔ˥
kobudo	kɔ˧˥bɔ˨˩dɔ˧˥
kochkor	kɔ̆ʔkɔ́
koch	kɔ̆ʔ
kodak	kɔ˧˥dɑk
koda	kɔ˧ʔda˨
kodaline	kɔɗa˨˩lɪ˧˥nɛ
kodama	ko˧da˥ma˧
kodiak	kɔ˧ʔdiak
kodo	kɔ˧˥dɔ˨
koenig	kɔj˧˥ŋ
kofun	kɔ̄fʊ̄n
koga	ko˧ga˨
kogan	kɔ˧˥gan˧˥
kogoro	kɔ˧˥ɣɔ˧˥rɔ˧˥
kohaku	kɔ˧˥a˧˥kɔ˧˥
koheita	ko˧hai˨ta˥
koh	kɔ˧
kohl	kɔ̄l
kohn	kɔ̄n
koichak	koɪʈak
koichi	koɪʔ˧
koihoma	koʰiʰoʰma
koike	koɪk˧
koi	kɔ̄j
kỏi	kɔ̄j
koiso	kɔj˧˥sɔ˨
kojak	ko˧ʔkɑt
koji	ko˧ʔji
kojima	kɔ˧˥jɪ˧˥mɑ˧˥
kokachin	kɔkəʔtʃɪ̄n
ko	ko˧
ko	ko˨
koko	kɔ˧˥kɔ˧˥
kokoro	kɔ˧˥kɔ˧˥rɔ˧˥
ko	kɔ
kó	kɔ˨
kô	kɔ˨
kolarin	ko˨la˧ri˨n˥
kolarus	ko˧la˨ru˧s˥
kolbe	kɔl˥bɛ˩
kolbrenner	kɔl˧˥bɹɛn˧˥
kolchak	kɔlʨɑk
kolchin	kɔlʨɪn˧
kolinahr	kɔlɪɲ
kolinsky	kɔlɪ̄nsɛ̀
kolkata	kɔl˧˥kɑ˧˥tɑ˧˥
kol	kɔl
kollwitzplatz	kɔlʋɪtʃplaːt
kolpos	kɔl˧˥pɔ˧˥s
kolwaski	kɔlʋaːski
kolya	kɔ˧˥lɨ˧
kolyma2	ko˧li˩ma˧
