aegina	aegino
εἰρηνικώτεροι	ejdenikoteɾoi
εἰρηνοποιέ	ˈɛrenopoje
εἰρηνοποιέω	erenopojeo
εἰσάγουσιν	esagusin
εἰσέρχονται	eselkontai
εἰσέτι	ulseti
εἰσαγγελίαις	eisangeliais
εἰσαγωγίμους	esˌagogimˈuz
εἰσκομίζουσι	eskomiðsosi
εἰσκομίζω	ɛskomitso
εἰσοίμην	ajsajmem
εἰσομένας	eisomenas
εἰσομένης	esomenes
εἰσπράξεις	espɾakses
εἰσπράξεσι	espɾaksesi
εἰσπράξεσιν	espɾaksesi
εἰσπράξεως	espɾakseos
εἰσπράσσω	esplasso
εἰσπράττουσι	esprattuzi
εἰσφέρετε	esperete
εἰσφέρομεν	esperomen
εἰσόδοις	elssadis
εἰσόμενον	ejsomenum
εἰσόμενος	eisomenos
εἱλίγμην	hjliːgmɛm
εἱλίσσετε	hejlisete
εἱλίσσετο	hejliseto
εἱλίσσομεν	ɦɛjlisˈomɪm
εἱλίσσου	hejlisˈu
εἱλίττετε	hejlitete
εἱλίττετο	hejriteto
εἱλιγμένε	laɾarmeni
εἱλιγμένοις	eligrmenois
εἱλιγμένον	ajliɾmɛnɔm
εἱλιγμένου	laˈʒimenʊ
εἱλιγμένους	ɛliʒɛrmenus
εἱλισσόμεθα	hejlisɔmetä
εἱλιττόμεθα	hejlidɔmɛtæ
εἱλόμην	helomɛm
εἱμαρμένης	homalmenes
εἱρπύσαμεν	ɛrɔpysamɛn
εἱρπύσατε	helpisɑte
εἴδετε	edete
εἴδομαι	edomaj
εἴδωλα	edola
εἴδωλον	edolon
εἴθε	ete
εἴκαζες	ekastes
εἴκω	ˈeko
εἴλλει	hejlej
εἴλω	pelo
εἴργαστο	ɛʊrgasto
εἴρξατε	ˈɛlsɑtɪ
εἴσεσθαι	eisestæi
εἴσεται	ejsetɑj
εἴσοιτο	ejsɔito
εἴσπραξι	espɾaksi
εἴσπραξις	elspɾaksis
εἵλετε	heleðe
εἵλετο	heleto
εἵλιξαν	ɦɛjlɪksɑŋ
εἵλισσε	hejlise
εἵλιττε	hæjlite
εἵλιττες	hejðites
εἵλομεν	helumɛm
εἵλοντο	helonto
εἵπου	helpu
εἵρξουσι	hærksˈuθi
εἵρπετε	hærpete
εἵρπυσε	hærbɪkɛ
εἵρψαμεν	hɛrpsamɪm
εἶα	eje
εἶδε	ede
εἶδες	edes
εἶμι	ɛɛmɪ
εἶναι	enaj
εἶσι	es
εἶσιν	ˈeːfɪŋ
εἷλε	hele
εἷλες	heles
εἷρξα	hærksa
εἷρπε	helpe
εἷρπεν	harpɪm
εἷρπες	helpes
εἷρπον	perpom
εἷρψαν	hærpsan
εἷσαν	pɤ˥˩sən˥˩
εὐάλωτα	evalota
εὐέλεγκτοι	euelenktoi
εὐέλικτοι	eueliktoi
εὐέλπιδι	euelpɪði
εὐέλπιδος	auelpɪðos
εὐέξαπτοι	ɛwɛksaptɔj
εὐέξαπτον	ɛuɛksaptɔn
εὐέξαπτος	vieksaptos
εὐήθης	auaθes
εὐήμερος	euemeros
εὐήνου	elenu
εὐαίσθητα	eʊajstɛdɑ
εὐαίσθητοι	euaistetai
εὐαίσθητον	euaisteton
εὐαγγέλια	evangilia
εὐαγγελίοις	evanghelioi
εὐαγγελίου	evangeliio
εὐαγγελίων	evangeliom
εὐαγγελοίη	euaŋgeɾɔie˥˧
εὐαγγελοίης	ewankelojes
εὐαγγελούντων	euanjerunton
εὐαγγελούσαις	euangɛluusai̯s
εὐαγγελούσης	euangɛlussɛs
εὐαλώτων	evalˈɔxo
εὐαρέστου	ewarestu
εὐβάτους	ewbat̪uz
εὐβάτων	ewbaton
εὐβοήτοις	ewbɔɛtɔis
εὐβοήτους	ewboɛt̪uz
εὐβοίας	elboias
εὐγενές	ewvenis
εὐγενέστατοι	evenestatoi
εὐγενέστερα	eugɛnestɛɾa
εὐγενεστάταις	ɛuɣenestat̪ais
εὐγενεστάτους	ɛuɣenɛst̪at̪us
εὐγενεστέραν	eguenest̪eɾan
εὐγενεστέρων	eurenistaron
εὐδαίμοσιν	ewdajmosin
εὐδαιμονέστεροι	e̞ʊðaimonesteroj
εὐδαιμονίαι	eudajmoniaj
εὐδαιμονίαις	eudaimonies
εὐδαιμονίας	eudaimonias
εὐδαιμονεστάτη	eudɑjmɔnɛstate
εὐδαιμονεστάτους	euðaimunist̪at̪us
εὐδαιμονεστέρας	eudaimonesteras
εὐδαιμονεστέροις	ɛudaimonesterois
εὐδαιμονικά	ewdajmunika
εὐδαιμονικήν	audaimonikɛŋ
εὐδαιμονικαί	audajmonikaj
εὐδοκία	eudokja
εὐδοκίαι	eudokiai
εὐδοκίαις	eudokiais
εὐδοκίαν	eudokian
εὐδοκίας	eudokias
εὐδοκίμοις	eudokimois
εὐδοκίμου	ɛʊdɔkimʊ
εὐδοκιμήσει	iʊdɔkɪmeˈse
εὐδοκιμωτάτου	ɛvdokiːmɔtatu
εὐδοκιμωτέραν	eudɔkimɔtɛɾan
εὐδοκιμωτέρου	ɛfdukiːmɔːtɛru
εὐδοκιμώταται	ɛʊdɔkimɔtataɪ
εὐδοκιμώτερε	eudɔgimɔtɛre
εὐδοξίαι	eudûˈksiai
εὐδοξίαις	eudoksiais
εὐδοξοτέρου	ɛxdoksadɛru
εὐδοξότερα	ɛwdɔksateɾa
εὐδοξότερε	ɛʋðɔksɔtɛɾe
εὐδοξότεροι	ewdɔksot̪eɾoi
εὐδοξότερον	ɛʋdoksɔtɛɾɔn
εὐδοξότερος	euðoksatelos
εὐδόκιμοι	ɛʊdɔkimɔi
εὐδόκιμος	eudɔtimos
εὐδόξου	auðoksu
εὐελέγκτοις	euelenktois
εὐελέγκτων	eueleŋgton
εὐελίκτου	ɛʋɛljktu
εὐελίκτους	ɛʋeliktuz
εὐεξάπτου	eueksaptu
εὐεξία	eʝeksea
εὐεξίαις	eveksiais
εὐεξίαν	eleksian
εὐεπίφορα	euepifora
εὐεπιφόρου	euepiforu
εὐεργέ	ɛwɛɾge
εὐεργέταις	abɛrgɛtais
εὐεργέτην	euerget̪en
εὐεργεσίαν	auerges̺iam
εὐεργεσίας	euerɣesias
εὐεργετήματος	evelgetɛmatɔs
εὐεργετικά	eueɾɣetika
εὐεργετικωτάταις	e̞we̞rge̞t̪iko̞t̪at̪ais̺
εὐεργετικωτάτους	euearɣetikodatus
εὐεργετικωτέραις	eueɾɣetikoteɾais
εὐεργετικόν	ɛwɛɾɣɛtjkɔn
εὐεργετικώτατοι	evargez̺ikot̪at̪oi
εὐεργετικώτατος	eueɾɣitikodɑtɔs
εὐεργοί	ɛwɛrgɔj
εὐεργόν	ɛwɛrgɔn
εὐηθέσταται	euetestatai
εὐηθέστερος	euefesteɾos
εὐηθεστάτας	euetɛstɑtas
εὐηθεστάτου	euetestatak
εὐηθεστέρους	euetesteɾus
εὐθάλαμοι	ewsalamoi
εὐθάλασσε	ewfalasse
εὐθάλασσοι	ewfalasˈoi
εὐθάλεια	au̯saleja
εὐθάλειαι	auta˥˩lej˨˩˦ai˧˧
εὐθάλειαν	au̯saleiam
εὐθέα	eltia
εὐθέσι	ewtesi
εὐθέσιν	ewtɛsjn
εὐθαλάμου	awsalamu
εὐθαλάμους	elθaɾamʊs
εὐθαλάμων	eusalamon
εὐθαλέσιν	ewfelinse
εὐθαλέστεροι	ewfalest̪eroj
εὐθαλής	ewfales
εὐθαλεστάτου	elsalestat̪u
εὐθαλεστάτους	elfaɾest̪at̪us
εὐθαλεστέρα	eufaɾest̪eɾa
εὐθαλεστέραις	ewfalest̪eɾais
εὐθαλεστέρας	aufalestenas
εὐθαλεστέροις	aufalesterois
εὐθαλεστέρων	iusalesteron
εὐθυμοτάτοις	ewtʊmotadois
εὐθυμοτέρους	autimoterus
εὐθυτάτης	eutiptaes
εὐθύμων	ewtɨmom
εὐθύνους	eltferus
εὐθύτατοι	autidadoj
εὐκαιρίαι	eukaidiai
εὐκαιρίαν	ewkaiɾiam
εὐκατάστατε	eukataːstate
εὐκατάστατος	ɛukatastatɔs
εὐκαταστάτοις	eukatastatois
εὐκαταστάτου	eukatastatu
εὐκαταστάτους	eukatastatus
εὐκαταστάτων	ewkatastaton
εὐκλεές	ewkɾees
εὐκλεέσταται	eukleestatai
εὐκλεέστατοι	eutleestatoi
εὐκλεέστερε	ewkɾeestere
εὐκλεέστεροι	ewkɾeesteroj
εὐκλεέστερος	ewkleest̪eɾos
εὐκλείδης	eukleides
εὐκλεεστάτας	ewkɾeestatas
εὐκλεεστάτη	ewkliestat̪e
εὐκλεεστάτης	ewkliestates
εὐκλεεστάτων	aukliestaton
εὐκλεεστέρα	ewkɾeest̪eɾa
εὐκλεεστέραις	ewkɾee̞st̪e̞ɾaiz
εὐκλεεστέραν	ewkɾeestɛram
εὐκλεεστέροις	eukleesterois
εὐκρινέσι	ewgɾinesi
εὐκρινέσιν	ewgɾinesin
εὐκρινέσταται	eukɾinestatai
εὐκρινέστατον	eukrinesteton
εὐκρινέστατος	eukrinistatos
εὐκρινέστερα	eukrinest̪eɾa
εὐκρινέστερε	eukrinestere
εὐκρινέστεροι	eukrinesteroi
εὐκρινέστερον	eugrinesteron
εὐκρινεστάτη	ɛʊgɾinɛstate
εὐκρινεστάτης	eukɾinestates
εὐκρινεστάτοις	ewgrinestatois
εὐκρινεστάτων	aukrimestaton
εὐκρινεστέραν	ewgɾinest̪eɾan
εὐκρινεστέρας	ewkɾinesteɾas
εὐκρινεστέροις	eukrinesterois
εὐκτά	ɛuxta
εὐκτάς	eoktas
εὐκταί	eoktaj
εὐκταία	eoktaja
εὐκταίας	ewktaias
εὐκταίοις	eutaiois
εὐκταίου	ewtajˈu
εὐκταίους	ewtaius
εὐκταιοτάτας	eokt̪aio̞t̪at̪as
εὐκταιοτάτης	eukt̪ai̯ot̪ates
εὐκταιοτάτοις	egotaiotatois
εὐκτικάς	ɛɔktikas
εὐκτική	ewat̪eke
εὐκτικήν	ɛʊtikˈen
εὐκτικαί	ewktikaj
εὐκτοί	auktoi
εὐλάβεια	ewlabeia
εὐλάβειαι	e̞wlabe̞ai
εὐλαβέσιν	ɛwlabɛsjn
εὐλαβέστερον	ewlabɛsteron
εὐλαβείαις	eulameaiis
εὐλαβεστάτας	ewlabestat̪as
εὐλαβεστάτου	ewlabestat̪u
εὐλαβεστάτων	eulabestaton
εὐλαβεστέρα	ewlabest̪esa
εὐλαβεστέροις	eulabesterois
εὐλαβεστέρους	eulabesteɾws
εὐλογία	eulogia
εὐλογίαι	eologiai
εὐλογίας	eulogias
εὐλογωτέρων	eulogotelon
εὐλογώτερε	evolgotiri
εὐλογώτεροι	eulokoteroi
εὐλόγοις	eulokois
εὐλόγου	ewlogu
εὐμεγέθει	ewmegetei
εὐμεγέθεσι	ewmiɣeθesi
εὐμενές	iumenes
εὐμενέστατα	eumɛnɛsteta
εὐμενέσταται	ɛʊmenɛstatai
εὐμενέστατε	eumenistadɛ
εὐμενέστατοι	eumenestatoi
εὐμενέστερα	eumenestera
εὐμενέστερε	aumenestere
εὐμενέτα	ɛʊmeneta
εὐμενέται	eumenetaj
εὐμενέταις	eumenetais
εὐμενέτας	eumenetas
εὐμενέτου	lamenetu
εὐμενεστάταις	eumenestatais
εὐμενεστάτη	elmenestati
εὐμενεστάτης	ewmenestates
εὐμενεστάτου	aeminstatou
εὐμενεστάτων	ɛʊmenɛstatɔm
εὐμενεστέρας	auminesteras
εὐμορφότατα	eumɔɾfɔtata
εὐμορφότατος	eu̯mɔɾfɔtɑtɔs
εὐμορφότεραι	eumɔɾfɔteɾai
εὐμόρφοις	eumorpois
εὐνάς	uenas
εὐνή	euni
εὐνίκη	ɛʊnike
εὐνεικής	ebataske
εὐνοήτους	eunoetus
εὐνομία	ɛwnɔmia
εὐνομίαις	eunumiais
εὐνομίαν	euonomia
εὐνουστάταις	eunustatais
εὐνουστάτας	eunustatas
εὐνουστάτης	eunust̪at̪es
εὐνουστάτου	eunuestatu
εὐνουστάτων	eunustaton
εὐνουστέραις	eunusteɾais
εὐνουστέρας	eunustenas
εὐνουστέροις	eunusterois
εὐνοϊκά	ewlaika
εὐνοϊκοί	ewnojkoj
εὐνοϊκωτάτης	ewnoikoˈtate
εὐνοϊκωτάτου	ewnoikotatu
εὐνοϊκωτέρας	eunoigoteras
εὐνοϊκωτέρων	ɛʊnɔjgɔterɔn
εὐνοϊκώτατοι	ɛʊnɔjgɔtatoj
εὐνοϊκώτεροι	eunoigoteroi
εὐνοϊκώτερον	aunoiutetero
εὐνοϊκώτερος	ɛʊnɔikɔteros
εὐνούστατε	eunuest̪at̪e
εὐνούστατον	ɛʊnɔɛstadɔn
εὐνούστατος	eunuest̪at̪os
εὐνούστεραι	eunoosteɾai
εὐνούστερε	eunuus̺t̪ere
εὐνούστεροι	eunusteroi
εὐνούστερον	eunusteron
εὐνόητος	eunaidos
εὐξάμεθα	ɛʊksamɪta
εὐξάμενα	ˈɛksɑmɪnˈ
εὐξάμενος	ɛuksamenɔs
εὐξάμην	ewksamen
εὐξάσθων	auksaston
εὐξάσθωσαν	ɛʊksaːstoːsaːn
εὐξένους	auksenus
εὐξαίμεθα	ɛoksaimitɛ
εὐξαμένας	ɛksamɛnas
εὐξαμένη	awsameniː
εὐξαμένην	euksaminim
εὐξαμένης	auksamenes
εὐξαμένοις	auksamenois
εὐξαμένους	euksamensus
εὐξαμένων	auksamɛnɔm
εὐξομένη	auksomene
εὐξομένοις	auksomenais
εὐξομένου	ɛʋsɔmenu
εὐξομένους	auksomenus
εὐξομένων	auksomenon
εὐξόμενα	auksomina
εὐξόμενοι	ewksomɛnɔj
εὐξόμενος	ɛʊksɔmenɔs
εὐπάθεια	ewpɑtɪea
εὐπάθειαι	ewpateeai
εὐπαθεστάτας	eupatestatas
εὐπαθεστάτη	eubatestatɪ
εὐπαθεστάτης	eupatestates
εὐπαθεστάτοις	eupatestadois
εὐπαθεστάτου	ewpatestatu
εὐπαθεστάτους	ewpɐtˈɛsadʊs
εὐπαθεστάτων	ewbatestat̪on
εὐπαθεστέροις	eupatesterois
εὐπαθεστέρους	eupatestasrus
εὐπαθεστέρων	ewpatestason
εὐπατρίδας	ewpatɾiðas
εὐπατρίδη	ewpatɾiðe
εὐπείθει	elbejtej
εὐπείθεος	eubejteos
εὐπείθην	ewpejten
εὐπείθης	ewbeites
εὐπορωτάτας	ewpɔɾɔtɐtas
εὐπορωτέρα	ewpɔɾɔtɛɾa
εὐπρεπέσταται	eupɾepɛztataj
εὐπρεπέστατε	euprɛpɛstate
εὐπρεπέστερα	ewpɾepɛsteɾa
εὐπρεπέστερε	ewpɾepestere
εὐπρεπέστεροι	ewpɾepesteroj
εὐπρεπέστερος	ewpɾepest̪eɾos
εὐπρεπής	ewpɾepes
εὐπρεπεστάτας	ewpropestatas
εὐπρεπεστέραις	eʊpɾɛpɛstɛɾaiʃ
εὐπρεπεστέροις	eupripesterois
εὐπρεπεστέρους	ewpɾepesteruz
εὐπόροις	ewpɔɾɔjs
εὐπόρου	ewpɔɾʊ
εὐπόρους	ewporus
εὐπόρων	ewpɔrɔm
εὐρέος	euɾeos
εὐρέσιν	auɾesin
εὐρεῖαι	eureai
εὐριπίδης	euripides
εὐροίαις	ɛʊ̯ɾɔjais
εὐρουστέραις	eu̯ruste̞ɾais
εὐρουστέρους	euroosterus
εὐρουστέρων	eurusteron
εὐροωτέραις	auroteeɾais
εὐροωτέροις	auroteiɾoi̯s
εὐροωτέρους	europterus
εὐρούστεραι	eurouzteraj
εὐρούστερε	euruuʃtere
εὐροώτεραι	e̞u̯ɾoːoteɾai
εὐροώτεροι	eurooteroi
εὐρυάλου	auɾoiɑɾu
εὐρυάλων	auɾialom
εὐρυδίκης	euridikes
εὐρύαλε	auriaɾe
εὐρύν	eu̯ɾiu
εὐρώστου	eu̯ɾɔstu
εὐρώστους	euɾost̪us
εὐρώστων	ɛʊrɔstɔm
εὐσέβειαι	ensebeiaj
εὐσεβέστατος	iusɛvistatos
εὐσεβέστεραι	eusɛbɛsteraj
εὐσεβέστερον	eusɛmɛsteɾɔm
εὐσεβία	ewsebiɐ
εὐσεβείοις	ewsebeioi̯s
εὐσεβείων	ewsebeion
εὐσεβεστάταις	ewsɛbestat̪ajs
εὐσεβεστάτη	ewzɛbist̪at̪e
εὐσεβεστάτοις	eusɛvɛstatois
εὐσεβεστάτους	eusɛbestatʊs
εὐσεβεστάτων	euʃɛbɛʃtɐtɔm
εὐσεβεστέρα	ewsebesteɾa
εὐσεβεστέρας	ewsebesteras
εὐσεβεστέρου	eusɛbɛstɛrɔm
εὐσεβεστέρων	ewsebesteron
εὐσχημονέστερα	ewskemonest̪eɾa
εὐσχημονέστερον	euskemonesteron
εὐσχημονέστερος	eusxemonesteroz
εὐσχημονήματα	iuskemonimata
εὐσχημονεστάτους	ɛushemɔɾestatʊs
εὐσχημονεστάτων	euskemonestaton
εὐσχημονεστέρας	euskemonestenas
εὐσχημονεστέροις	eushemonesterois
εὐσχημονεστέρων	euskemonesteron
εὐσχημόνημα	iuskemonema
εὐτέρπη	auterpe
εὐτέρπης	ewtɛrpes
εὐτεκνίαι	ewtekniai
εὐτελές	eut̪eles
εὐτελέστεροι	eutelesteroi
εὐτελής	euteles
εὐτελεστάτας	eutelestatas
εὐτελεστάτης	eutelestates
εὐτελεστάτοις	ewterestatois
εὐτελεστάτους	eudɛlesstatus
εὐτελεστέρα	eutɛlastela
εὐτελεστέραις	eudɛlɛs̺tɛɾais
εὐτελεστέροις	ewtelesterois
εὐτροπία	eutropia
εὐτροπίαι	eltropiai
εὐτροπίαις	entropiais
εὐτροπίαν	eutropiam
εὐτροπίας	eutropias
εὐτροπίδων	eltropidɔn
εὐτροφία	eutrofia
εὐτρόπιδα	eutropiða
εὐτρόπιδας	ewtropiðas
εὐτρόπιδες	eutɾopiðes
εὐτρόπιδι	ewtropivi
εὐτρόπιδος	ewtropjdos
εὐτρόπισι	autropisi
εὐτρόπισιν	eltropisin
εὐτρόποις	autropojs
εὐτρόπου	au̯tropu
εὐτρόπους	ewtropus
εὐτρόχοις	ewtrokojs
εὐτρόχου	ewtɾɔkʊ
εὐτρόχους	ewtɾˈokʊʃ
εὐτρόχων	ewtrokom
εὐτυχέστατοι	eutikketatoj
εὐτυχέστερος	iudikesteros
εὐτυχίαις	euðikeiis
εὐτυχεστάτου	eutikrstatu
εὐτυχεστάτους	eutikusstatus
εὐτυχεστέρους	ˈeudikostɛrus
εὐτύκοις	autugois
εὐτύκτους	ewdʝktuz
εὐτύκτων	ɛwtɨktɔŋ
εὐφορεστέρα	foɾestera
εὐφορεστέρας	elforesteɾas
εὐφορεστέρους	elforesterus
εὐφορωτέροις	ewporoterois
εὐφορωτέρους	ewfɔɾɔðeɾws
εὐφράτα	aufrata
εὐφράτας	ewfratas
εὐφροσύνην	ewfɾosineŋ
εὐχάριτα	ɛʊhæliːdæ
εὐχάριτες	euxadites
εὐχέρεια	ewkereia
εὐχέρειαν	ewkɛiɾeia
εὐχαρίτων	auhaɾitom
εὐχαριστέω	ewharisteo
εὐχαριστία	euharistia
εὐχαριστίαι	kihavistiai
εὐχαριστίαις	ewhaɾisti̯ais
εὐχαριστίαν	euxaristian
εὐχαριστίας	ewhaɾizt̪ias
εὐχαριστοτάτης	auhaɾistotates
εὐχαριστοτέρου	ɛʊkæɾistɔtɛɾu
εὐχαριτωτάτη	ewhaɾidotate
εὐχαριτωτάτων	ɛuhɾˈtoˈtaton
εὐχαριτώτατοι	ɛʊhɑɾitɔtatɔj
εὐχερέσι	ewkeɾesi
εὐχερέστερα	e̞wke̞rẽiʃte̞ɾa
εὐχερέστερον	eukeresterom
εὐχερής	ewkeɾes
εὐχερεστάτας	eukerestatas
εὐχερεστάτης	eukrestateis
εὐχερεστάτοις	eʊkerestatɔis
εὐχερεστάτους	ewkeɾestat̪us
εὐχερεστέρα	ewkedɛstera
εὐχερεστέραις	ewkeɾesteɾais
εὐχερεστέρας	ewkerestiras
εὐχερεστέροις	eukeresterois
εὐχερεστέρου	ewkedɛsteɾu
εὐχετικήν	ewkeðikeɛ
εὐχετικοί	ewketikoj
εὐχετικούς	eukɾitikuz
