11-a	ɨˈa
desferecat	desferekat
desfia	desfija
desfiat	desfijat
desfid	desfid
desfide	desfide
desfidere	desfidere
desfiere	desfijere
desfigura	desfigura
desfigurare	desfigurare
desfigurat	desfigurat
desfigurat	desfiguˈrat
desfiinţat	desfiɨntsat
desființa	desfijintsa
desființare	desfijintsare
desființat	desfijintsat
desfira	desfira
desfirare	desfirare
desfoia	desfoja
desfoiat	desfojat
desfoiere	desfojere
desfrunzire	desfrunzire
desfrunzit	desfrunzit
desfrâna	desfrɨna
desfrânare	desfrɨnare
desfrânat	desfrɨnat
desfrâu	desfrɔu̯
desfrâu	desfrɨw
desfunda	desfunda
desfundare	desfundare
desfundat	desfundat
desfundătură	desfundəturə
desfă	desfə
desfă-ţi	desfɨtsʲ
desfăca	desfəka
desfăcare	desfəkare
desfăcat	desfəkat
desfăcatul	desfəkatul
desfăcut	desfɑkut
desfăcut	desfəkut
desfăcute	desfəkute
desfăcător	desfəkətor
desfăt	desfət
desfăta	desfəta
desfătare	desfətare
desfătat	desfətat
desfătuire	desfətuire
desfătuit	desfətuit
desfătător	desfətətor
desfăşoare	desfəˈʃwar
desfăşoară	desfəˈʃo̯arə
desfăşura	desfəˈʃura
desfăşurare	desfəʃurare
desfăşurarea	desfəʃurare̯a
desfăşurat	desfəʃurat
desfăşurătorul	desfəʃuraˈtorul
desfășa	desfəʃa
desfășare	desfəʃare
desfășat	desfəʃat
desfășoară	desfəʃŏarə
desfășura	desfəʃura
desfășurare	desfaʃuˈrare
desfășurare	desfəʃurare
desfășurat	desfəʃurat
desfășurătoare	desfəʃurətŏare
desfășurător	desfəʃurətor
deshidrata	deshidrata
deshidratant	deshidratant
deshidratare	deshidratare
deshidratare	desidratəre
deshidratat	deshidratat
deshidratat	desidra'tat
deshidratator	deshidratator
deshidrator	deshidrator
deshidrogena	deshidrodʒena
deshidrogenare	deshidrodʒenare
deshidrogenat	deshidrodʒenat
deshuma	deshuma
deshumare	deshumare
deshumat	deshumat
deshăma	deshəma
deshămare	deshəmare
deshămat	deshəmat
desi	ˈdesi
desigila	desidʒila
desigilare	desidʒilare
desigilat	desidʒilat
design	ˈdeʒin
design-ul	desiɲul
designa	designa
designare	designare
designat	designat
designer	desiˈnʲer
designeri	desiɲeˈri
designerul	desiˈne̯rul
designul	ˈdeʒinul
desigur	desigur
desigur	desuˈʒur
desime	desime
desina	desina
desinare	desinare
desinat	desinat
desincroniza	desinkroniza
desincronizare	desinkronizare
desincronizat	desinkronizat
desinențial	desinentsijal
desinență	desinentsə
desinit	desinit
desiree	desiˈre
desista	desista
desistare	desistare
desistat	desistat
desiș	desiʃ
desișor	desiʃor
desjuca	desʒuka
desjucare	desʒukare
desjucat	desʒukat
desluşesc	desluˈʃesk
deslușesc	desluʃesk
desluși	desluʃ
deslușire	desluʃire
deslușit	desluʃit
deslușitor	desluʃitor
desman	desman
desmin	desmin
desmodrom	desmodrom
desmologie	desmolodʒije
desmond	desmond
desmopatie	desmopatije
desmotropie	desmotropije
desofisticare	desofistikare
desolidariza	desolidariza
desolidarizare	desolidarizare
desolvata	desolvata
desolvatare	desolvatare
desolvatat	desolvatat
desonorizant	desonorizant
desovietiza	desovijetiza
desovietizare	desovijetizare
desovietizat	desovijetizat
despacheta	despaketa
despachetare	despaketare
despachetat	despaketat
despachetat	despatʃeˈtat
despachetez	despaʃetɛz
despachetezi	despaˈketsei̯
despart	despart
despart	desˈpart
desparta	desˈparta
desparte	desˈparte
desparti	despɑr'ti
despartim	despɑrˈtim
despartire	despɑr'tire
despartirea	despɑrtsiˈre̯a
despartit	despɑrtʲit
despartiti	despɑrˈtʲitʲ
despartă	despartə
despartă	despɑrˈtə
desparţi	despɑɾˈtsʲ
despecetluire	despetʃetluire
despecetluit	despetʃetluit
despera	despera
desperant	desperant
desperare	desperare
desperat	desperat
desperație	desperatsije
desperechere	desperekere
despersonaliza	despersonaliza
despersonalizare	despersonalizare
despersonalizat	despersonalizat
despica	despika
despicare	despikare
despicat	despikat
despicat	despiˈkat
despicătură	despikəturə
despinteca	despinteka
despintecare	despintekare
despintecat	despintekat
despironire	despironire
despironit	despironit
despletire	despletire
despletit	despletit
despodobire	despodobire
despodobit	despodobit
despoia	despoja
despoiat	despojat
despoiere	despojere
despot	despot
despotat	despotat
despotcovire	despotkovire
despotcovit	despotkovit
despotic	despotik
despotism	despotism
despotmolire	despotmolire
despotmolit	despotmolit
despovăra	despovəra
despovărare	despovərare
despovărat	despovərat
despoție	despotsije
despre	despre
desprejmuire	despreʒmuire
desprejmuit	despreʒmuit
despresura	despresura
despresurare	despresurare
despresurat	despresurat
despreuna	despreuna
despreunare	despreunare
despreunat	despreunat
despreț	desprets
desprețuire	despretsuire
desprețuit	despretsuit
desprimăvăra	despriməvəra
desprimăvărare	despriməvərare
desprimăvărat	despriməvərat
desprind	desprinʒ
desprinde	des'prinde
desprinde	desprinde
desprindere	desprindere
desprindă	desprɨndə
desprins	des'prins
desprins	desprins
desprinsă	desprinsə
despriponire	despriponire
despriponit	despriponit
desproprietărire	desproprijetərire
desproprietărit	desproprijetərit
desprăfuire	desprəfuire
desprăfuit	desprəfuit
desprăfuitor	desprəfuitor
despuia	despuja
despuiat	despujat
despuiere	despujere
despăduchere	despədukere
despădurire	despədurire
despădurit	despədurit
despăgubire	despəgubire
despăgubiri	despəgubiri
despăgubit	despəgubit
despăienjenire	despəjenʒenire
despărtim	despɨrˈtim
despărtit	despɨrˈtit
despărţi	despɨɾtsʲ
despărţim	despɨrˈtsim
despărţire	despɨrˈtsire
despărţirea	despɨɾtsʲiˈre̯a
despărţiri	despɨrˈtsiri
despărţirii	despɨrtsiˈri
despărţirile	despɨrtsiˈrile
despărţit	despɨrˈtsit
despărţite	despɨɾˈtsite
despărţiţi	despɨrtsʲ
despărţiţi-vă	despɨɾtsʲtsʲ
despărțeală	despərtsĕalə
despărțenie	despərtsenije
despărți	despərtsi
despărțim	despɨrˈtsim
despărțire	despərtsire
despărțirii	despərtsirij
despărțirile	despərtsirile
despărțit	despərtsit
despărțit	despɨrˈtsit
despărțitor	despərtsitor
despărțitură	despərtsiturə
despărțământ	despərtsəmɨnt
despătura	despətura
despăturare	despəturare
despăturat	despəturat
despăturire	despəturire
despăturit	despəturit
destabiliza	destabiliza
destabilizare	destabilizare
destabilizat	destabilizat
destabilizator	destabilizator
destaliniza	destaliniza
destalinizare	destalinizare
destalinizat	destalinizat
desteapta	deste̯apta
desteaptă	desˈte̯aptə
destept	desˈtept
destepti	desˈteptʲ
desteptul	desteptul
desteptule	destɛptulʲe
destin	destin
destin	desˈtin
destina	destina
destinare	destinare
destinat	destinat
destinat	destiˈnat
destinatar	destinatar
destinate	destinate
destinatia	destinatsia
destinatie	destina'tʲe
destinatoriu	destinatorju
destinată	destinatə
destinaţi	destinatsi
destinaţia	destinatsia
destinaţie	destinatsie
destinația	destinatsija
destinde	destinde
destindere	destindere
destine	destine
destinele	destinele
destins	destins
destinul	destinul
destinului	destinulu
destinului	destinuluj
destiny	desˈtʲinʲ
destinzător	destinzətor
destituire	destituire
destituit	destituit
destoarce	destŏartʃe
destoarcere	destŏartʃere
destoia	destoja
destoiat	destojat
destoiere	destojere
destors	destors
destrama	destrəma
destrame	destrame
destramă	destramə
destroienire	destrojenire
destroienit	destrojenit
destructibil	destruktibil
destructiv	destruktiv
destructor	destruktor
destructura	destruktura
destructurare	destrukturare
destructurat	destrukturat
destruna	destruna
destrunare	destrunare
destrunat	destrunat
destrăbăla	destrəbəla
destrăbălare	destrəbəlare
destrăbălat	destrəbəlat
destrăma	destrəma
destrăma	desˈtrəma
destrămare	destrəmare
destrămat	destrə'mat
destrămat	destrəmat
destrămător	destrəmətor
destrămătură	destrəməturə
destui	destui
destul	destul
destula	destulə
destule	destule
destule	destulʲe
destulor	destulor
destulora	destulora
destulă	destulə
destupa	destupa
destupare	destupare
destupat	destupat
destupător	destupətor
destăinui	destəjnuj
destărnița	destərnitsa
destărnițare	destərnitsare
destărnițat	destərnitsat
desublima	desublima
desublimare	desublimare
desublimat	desublimat
desucire	desutʃire
desucit	desutʃit
desudație	desudatsije
desuet	desuet
desuetudine	desuetudine
desufleca	desufleka
desuflecare	desuflekare
desuflecat	desuflekat
desulfita	desulfita
desulfitare	desulfitare
desulfitat	desulfitat
desulfonare	desulfonare
desulfura	desulfura
desulfurare	desulfurare
desulfurat	desulfurat
deszice	deszitʃe
deszicere	deszitʃere
deszis	deszis
deszăpezire	deszəpezire
deszăpezit	deszəpezit
deszăvorâre	deszəvorɨre
deszăvorât	deszəvorɨt
deszăvorî	deszəvorɨ
desăgel	desədʒel
desăgi	desədʒ
desăgior	desədʒior
desăgire	desədʒire
desăgit	desədʒit
desăguță	desəgutsə
desăgăriță	desəgəritsə
desămânțare	desəmɨntsare
desăra	desəra
desărare	desərare
desărat	desərat
desărcina	desərtʃina
desărcinare	desərtʃinare
desărcinat	desərtʃinat
desăvârşire	desəvɨrʃʲire
desăvârşit	desəvɨrʃit
desăvârşită	desəvɨrʃiˈte̯a
desăvârșire	desəvɨrʃire
desăvârșit	desəvɨrʃit
desțelenire	destselenire
desțelenit	destselenit
det	ˈdet
deta	deta
detaila	detajla
detailare	detajlare
detailat	detajlat
detailist	detajlist
detalia	detalija
detaliat	detalijat
detaliat	ˌdetaˈli̯at
detaliate	ˌdetaliˈate
detaliată	ˌdetaliˈate̯a
detaliere	detalijere
detalii	detalij
detalii	det̪alii
detaliile	detalijile
detaliile	ˈdetali̯ele
detaliilor	detalijilor
detaliu	detalju
detaliu	ˈdetaliw
detalonare	detalonare
detartra	detartra
detartraj	detartraʒ
detartrant	detartrant
detartrare	detartrare
detartrat	detartrat
detaşament	ˈdet̪aʃament
detaşamentul	ˈdet̪aʃamentul
detaşat	ˈdet̪aʃat
detașa	detaʃa
detașabil	detaʃabil
detașament	detaʃament
detașamentului	detaʃamentuluj
detașare	detaʃare
detașat	detaʃat
detecta	dekˈtʃet̪a
detecta	detekta
detectabil	detektabil
detectare	detektare
detectare	ˈdɛtʃt̪are
detectat	detektat
detectat	ˌdɛtɛkˈtat
detectaţi	ˌdetʃektaˈtsʲ
detectați	detektats
detectează	ˌdetetʃe̯aˈze̯a
detectez	detetʃeʒ
detectiv	detektiv
detectiv	ˌdetʃeˈtiv
detective	detetʃiv
detectivi	detetʃivʲ
detectivilor	ˌdetetʃiviloɾ
detectivism	detektivism
detectivist	detektivist
detectivistic	detektivistik
detectivul	ˌdeteˈtʃivul
detectivule	ˌdetetʃivule
detectivului	ˌdetetʃiˈvuluj
detectoare	ˈdetʃto̯are
detectoarele	ˈdɛtʃto̯aɾele
detector	detektor
detector	ˌdɛtɛkˈtɔr
detectorul	ˌdɛtɛktoˈrul
detectăm	ˈdetʃetəm
detecție	detektsije
detentie	ˈdetentie
detentor	detentor
detentă	detentə
detenţie	ˈdetentsie
detenție	detentsije
detenție	ˈdetentsie
detențiune	detentsiune
detergent	deterdʒent
detergent	ˌdetərˈdʒent
deteriora	deteriora
deteriora	ˌdet̪e̞riˈo̯ra
deteriorare	deteriorare
deteriorare	detjerjoˈrare
deteriorat	deteriorat
deteriorat	detjerjoˈrat
deteriorată	ˌdetjerjoˈɾatə
deteriorează	ˌdet̪erioˈre̯asə
determin	detɛrˈmin
determina	determina
determina	dɛtɛrmiˈna
determinabil	determinabil
determinant	determinant
determinare	determinare
determinare	dɛtɛrminɑrɛ
determinarea	deteɾminaˈre̯a
determinat	determinat
determinat	deteɾmiˈnat
determinativ	determinativ
determinator	determinator
determinată	detɛrminatə
determinaţi	detɛrmiˈnatsʲ
determine	dɛtɛrˈminɛ
determini	detəˈriminʲ
determinism	determinism
determinist	determinist
determină	detɛrmiˈna
determinăm	detɛrmiˈnam
detersiune	detersiune
detest	ˈdetest
detesta	detesta
detestabil	detestabil
detestare	detestare
detestat	detestat
detestă	ˈdetestə
detii	ˈdetʲ
detimbrare	detimbrare
detin	ˈdetin
detina	ˈdetina
detinut	ˈdetinut
detinuti	ˈdetinuti
detinutii	ˈdetinutʲ
detona	detona
detona	ˈdetona
detonabil	detonabil
detonant	detonant
detonare	detonare
detonare	detoˈnare
detonarea	ˌdetoˈnare̯a
detonat	detonat
detonat	ˈdetonat
detonatoare	detonato̯are
detonator	detonator
detonatorul	detonatoroul
detonată	detoˈnatə
detonație	detonatsije
detonează	ˈdɛtone̯aʃe̯
detoneze	ˈdetoneze
detorsiune	detorsiune
detoxifica	detoksifika
detoxificare	detoksifikare
detoxificat	detoksifikat
detraca	detraka
detracare	detrakare
detracat	detrakat
detracta	detrakta
detractare	detraktare
detractat	detraktat
detractor	detraktor
detriment	detriment
detrimentul	detrimentool
detritic	detritik
detritus	detritus
detroit	ˈdɛtroj
detrona	detrona
detronare	detronare
detronat	detronat
detubare	detubare
detumescență	detumestʃentsə
detuna	detuna
detunare	detunare
detunat	detunat
detunet	detunet
detunător	detunətor
detunătură	detunəturə
deturna	deturna
deturnare	deturnare
deturnare	ˈdeturnare
deturnat	deturnat
deturnat	ˈdeturnat
deunăzi	deunəz
deunăzi	ˈde̯o̯naˌzi
deuteric	deuterik
deuteriu	deuterju
deuteromorfoză	deuteromorfozə
deuteron	deuteron
dev	ˈdev
deva	deva
deva	ˈdeva
devale	devale
devaliza	devaliza
devalizare	devalizare
devalizat	devalizat
devaloriza	devaloriza
devalorizare	devalorizare
devalorizat	devalorizat
devalos	ˈdevalos
devans	devans
devansa	devansa
devansare	devansare
devansat	devansat
devasta	devasta
devastare	devastare
devastat	devastat
devastat	ˌdevɑsˈtat
devastatoare	ˌdevɑstaˈto̯are
devastator	devastator
devastator	ˌdevɑst̪aˈtor
devastată	ˈdevastate̯
developa	developa
developant	developant
developare	developare
developat	developat
developat	ˈdɛvelop̚at
developator	developator
developez	developez
developeză	developezə
devenea	devenĕa
deveni	deveni
deveni	ˈdevenʲ
devenii	ˈdeveˌni
devenim	devenim
devenim	ˈdevenim
devenind	ˈdevenind
devenire	devenire
devenire	ˈdevenire
devenise	devenise
devenise	ˈdevenise
devenisem	ˈdevenisem
devenit	devenit
devenit	ˈdevenit
deveniti	ˈdeveˌniti
deveniţi	ˈdevenitsʲ
dever	dever
deverbal	deverbal
devereaux	ˈdevəɾeɔ
deversa	deversa
deversare	deversare
deversat	deversat
deversor	deversor
devesel	devesel
devi	ˈdevi
devia	devija
devia	ˈdevja
deviat	ˈdevi̯at
deviator	devijator
deviază	ˈdevjazə
deviație	devijatsije
deviem	ˈdevi̯em
deviere	devijere
deviere	ˈdevi̯ere
devii	devij
devii	ˈdevi
devil	ˈdevil
devin	devin
devin	ˈdevin
devina	ˈdevina
devinație	devinatsije
devine	devine
devine	ˈdevine
devino	ˈdevino
devină	devinə
devină	ˈdevinə
devirusa	devirusa
devirusare	devirusare
devirusat	devirusat
devitaliza	devitaliza
devitalizare	devitalizare
devitalizat	devitalizat
devitaminiza	devitaminiza
devitaminizare	devitaminizare
devitaminizat	devitaminizat
devitrificare	devitrifikare
deviz	deviz
deviza	ˈdeviza
deviză	devizə
devlet	devlet
devlin	ˈdevlin
devlă	devlə
devoltor	devoltor
devoluțiune	devolutsiune
devon	devon
devon	ˈdevon
devonian	devonijan
devora	devora
devora	ˈdɛvora
devorant	devorant
devorare	devorare
devorat	devorat
devorat	ˈdɛvorat
devorator	devorator
devorează	ˈdevore̯aʃə
devoreze	ˈdɛvoreze
devot	devot
devota	devota
devotament	devotament
devotament	ˈdevotament
devotamentul	ˈdevotamentul
devotare	devotare
devotat	devotat
devotat	ˈdevotat
devotată	ˈdevotaʈə
devotaţi	devo'tatsʲ
devotați	devotats
devoțiune	devotsiune
devreme	devreme
devreme	ˈdevreme
devălmaș	devəlmaʃ
devălmășie	devəlməʃije
dewey	ˈdewɛj
dewitt	ˈdɛwɪt
dex	dekʃ
dexter	dekster
dexter	dekˈster
dexteritate	deksteritate
dextran	dekstran
dextrinizare	dekstrinizare
dextrină	dekstrinə
dextrocardie	dekstrokardije
dextrogir	dekstrodʒir
dextroză	dekstrozə
dez	dez
dezabilități	dezabilitəts
dezacord	ˈdezakoɾd
dezactiva	ˌdezaˈktiva
dezactivată	dez̪aktivaˈte̞
dezactivează	dezaktsive̯aʒe̯
dezagrea	dezagreĕa
dezagreabil	ˌdezagre̯aˈbil
dezamagesc	dez̪aˈmadʒesk
dezamagi	ˈdezaˌmaʒʲ
dezamagire	ˈdezaməʒire
dezamagit	ˌdezaˈmaʒit
dezamagita	ˌdezaˈmaʤita
dezambreia	dezambreja
dezamorsa	ˈdezamorsa
dezamăgească	ˈdezaməˌge̯askə
dezamăgesc	ˈdezaməˌʒesk
dezamăgeşte	ˈdezaməgeʃte
dezamăgeşti	ˈdezamaʒeʃtʲ
dezamăgi	dezamədʒi
dezamăgi	ˈdezaməgʲ
dezamăgim	ˈdezaməʤim
dezamăgire	ˈdezaməʤire
dezamăgirea	ˈdezaməgire̯a
dezamăgiri	ˈdezaməʒʲirʲ
dezamăgit	ˈdezaməʤit
dezamăgit-o	ˈdezamaʤito
dezamăgitoare	ˌdezaˌmaˌʤito̯aˈre
dezamăgitor	ˌdezaˈmaʒitoɾ
dezamăgită	ˈdezaməgitə
dezamăgiţi	ˈdezaməʒitsʲ
dezarborare	dezarborare
dezarma	dezarma
dezarma	ˈdezarmə
dezarmare	dezarmare
dezarmat	dezarmat
dezarmezi	dezarmez
dezastre	ˈde̯az̪astre
dezastros	dezastros
dezastru	dezastru
dezastru	ˈde̯azastru
dezastrul	des̪aˈstru̯l
dezastrul	dezastrul
dezastrului	desasˈtrulʲ
dezastruoase	ˌdezaˌstruˈwaˌse
dezastruos	dezastruos
dezavantaj	ˌdezavanˈtaʒ
dezavantaje	dezɑvɑntɑʒʲe
dezavua	dezavuwa
dezavuabil	dezavuwabil
dezavuare	dezavuware
dezavuat	dezavuwat
dezbalotare	dezbalotare
dezbat	dezbat
dezbat	dez̪bat̪
dezbate	dezbate
dezbate	ˈdebate
dezbatem	ˈdezbatem
dezbatere	dezba'tere
dezbatere	dezbatere
dezbaterea	dezbaterĕa
dezbaterea	ˈdezbate̯re̯a
dezbateri	ˈdezbateri
dezbaterile	ˈdezbateˌrile
dezbenzina	dezbenzina
dezbenzinare	dezbenzinare
dezbenzinat	dezbenzinat
dezbina	dezbina
dezbinare	dezbinare
dezbinat	dezbinat
dezbinător	dezbinətor
dezbobina	dezbobina
dezbobinare	dezbobinare
dezbobinat	dezbobinat
dezbodoli	dezbodoli
dezbodolire	dezbodolire
dezbodolit	dezbodolit
dezbrac	dezbrak
dezbrac	dezˈbratʃ
dezbracat	ˈdezbrakat
dezbracata	ˈdezbɾakat̪a
dezbrace	dezbratʃe
dezbracă	ˈdezbrakə
dezbrobodire	dezbrobodire
dezbrobodit	dezbrobodit
dezbrobonire	dezbrobonire
dezbrobonit	dezbrobonit
dezbrobonitor	dezbrobonitor
dezbrăca	dezbrəka
dezbrăca	ˈdezbɾɑkə
dezbrăcare	dezbrəkare
dezbrăcat	dezbrɑˈkat
dezbrăcat	dezbrəkat
dezbrăcate	dezbrəˈkate
dezbrăcată	ˈdezbɾəkatə
dezbrăcaţi	ˈdeʒbrakətsʲ
dezbumba	dezbumba
dezbumbare	dezbumbare
dezbumbat	dezbumbat
dezbârna	dezbɨrna
dezbârnare	dezbɨrnare
dezbârnat	dezbɨrnat
dezbăiera	dezbəjera
dezbăierare	dezbəjerare
dezbăierat	dezbəjerat
dezbăra	dezbəra
dezbărare	dezbərare
dezbăta	dezbəta
dezbătare	dezbətare
dezbătat	dezbətat
dezbătut	dezbətut
dezbătut	ˈdeʒbətut
dezdoire	dezdoire
dezdoit	dezdoit
dezdăuna	dezdəuna
dezdăunare	dezdəunare
dezdăunat	dezdəunat
dezechilibrat	dezekilibrat
dezechilibrat	ˌdezekiliˈbrat
dezechilibrată	dezekilibratə
dezechilibru	dezekilibru
dezechilibru	ˈdezekilibru
dezerta	dezerta
dezertare	dezertare
dezertare	ˈdezer̪t̪are̞
dezertat	ˈdezertat
dezertor	dezertor
dezertor	ˈdezertoɾ
dezertori	ˈdezertoɾʲ
dezerțiune	dezertsiune
dezeșuare	dezeʃuware
dezeșuat	dezeʃuwat
dezgheț	dezgets
dezgheța	dezgetsa
dezghețare	dezgetsare
dezghin	dezgin
dezgolire	dezgolire
dezgolit	dezgolit
dezgoveală	dezgovĕalə
dezgovire	dezgovire
dezgovit	dezgovit
dezgropa	dezgropa
dezgropare	dezgropare
dezgropat	dezgro'pat
dezgropat	dezgropat
dezgropăm	desgro'pəm
dezgrădire	dezgrədire
dezgrădit	dezgrədit
dezgust	desgust
dezgust	dezgust
dezgusta	dezgusta
dezgustare	dezgustare
dezgustat	dezgus'tat
dezgustat	dezgustat
