є	jɛ
використовувало	ʋekɔrestɔwʊʋɐɫɔ
використовувалося	ʋekɔrestɔwʊʋɐɫɔsʲɐ
використовувати	ʋekɔrestɔwʊʋɐte
використовуватиме	ʋekɔrestɔwʊʋɐteme
використовуватимуть	ʋekɔrestɔwʊʋɐtemʊtʲ
використовуватися	ʋekɔrestɔwʊʋɐtesʲɐ
використовуй	ʋekɔrestɔwʊi̯
використовуймо	ʋekɔrestɔwʊi̯mɔ
використовуйте	ʋekɔrestɔwʊi̯te
використовую	ʋekɔrestɔwʊjʊ
використовують	ʋekɔrestɔwʊjʊtʲ
використовуються	ʋekɔrestɔwʊjʊtsʲːɐ
використовуючи	ʋekɔrestɔwʊjʊtʃe
використовує	ʋekɔrestɔwʊje
використовуєм	ʋekɔrestɔwʊjem
використовуємо	ʋekɔrestɔwʊjemɔ
використовуєте	ʋekɔrestɔwʊjete
використовується	ʋekɔrestɔwʊjetsʲːɐ
використовуєш	ʋekɔrestɔwʊjeʃ
викорінювати	ʋekorʲinʲʊʋɐte
викрадення	ʋɪkrɐdenʲːɐ
викреслити	ʋɪkresɫete
викреслювати	ʋekrɛsʲlʲʊʋɐte
викривав	ʋekreʋau̯
викривала	ʋekreʋaɫɐ
викривали	ʋekreʋaɫe
викривало	ʋekreʋaɫɔ
викривати	ʋekreʋate
викривають	ʋekreʋajʊtʲ
викриваючи	ʋekreʋajʊtʃe
викриває	ʋekreʋaje
викрити	ʋɪkrete
викрутка	ʋɪkrʊtkɐ
викуп	ʋɪkʊp
вилаяти	ʋɪɫɐjɐte
вилетіти	ʋɪɫetʲite
вилив	ʋɪɫeu̯
вилити	ʋɪɫete
вилиця	ʋɪɫetsʲɐ
вилка	ʋɪɫkɐ
вилов	ʋɪɫɔu̯
вилупитися	ʋɪɫʊpetesʲɐ
вилуплюватися	ʋeɫuplʲʊʋɐtesʲɐ
вилучати	ʋeɫʊtʃate
вилучити	ʋɪɫʊtʃete
виліковувати	ʋelʲikɔwʊʋɐte
вилікувати	ʋɪlʲikʊʋɐte
вилітати	ʋelʲitate
вилітати	ʋɪlʲitɐte
вим'я	ʋɪmjɐ
вимагав	ʋemɐɦau̯
вимагала	ʋemɐɦaɫɐ
вимагали	ʋemɐɦaɫe
вимагало	ʋemɐɦaɫɔ
вимагати	ʋemɐɦate
вимагають	ʋemɐɦajʊtʲ
вимагає	ʋemɐɦaje
вимазати	ʋɪmɐzɐte
вимерлий	ʋɪmerɫei̯
вимерти	ʋɪmerte
вимив	ʋɪmeu̯
вимикати	ʋemekate
вимирання	ʋemeranʲːɐ
вимирати	ʋemerate
вимираючий	ʋemerajʊtʃei̯
вимисел	ʋɪmeseɫ
вимити	ʋɪmete
вимкне	ʋɪmkne
вимкни	ʋɪmkne
вимкну	ʋɪmknʊ
вимкнув	ʋɪmknʊu̯
вимкнула	ʋɪmknʊɫɐ
вимкнули	ʋɪmknʊɫe
вимкнуло	ʋɪmknʊɫɔ
вимкнути	ʋɪmknʊte
вимкнуть	ʋɪmknʊtʲ
вимкніть	ʋɪmknʲitʲ
вимов	ʋemɔu̯
вимова	ʋemɔʋɐ
вимовам	ʋemɔʋɐm
вимовах	ʋemɔʋɐx
вимови	ʋemɔʋe
вимовити	ʋɪmɔʋete
вимовляти	ʋemɔu̯lʲate
вимовою	ʋemɔwɔjʊ
вимову	ʋemɔwʊ
вимові	ʋemɔʋʲi
вимога	ʋemɔɦɐ
вимогливий	ʋemɔɦɫeʋei̯
вимпел	ʋɪmpeɫ
вимусити	ʋɪmʊsete
вимушена	ʋɪmʊʃenɐ
вимушене	ʋɪmʊʃene
вимушений	ʋɪmʊʃenei̯
вимушеним	ʋɪmʊʃenem
вимушеними	ʋɪmʊʃeneme
вимушених	ʋɪmʊʃenex
вимушеного	ʋɪmʊʃenɔɦɔ
вимушеному	ʋɪmʊʃenɔmʊ
вимушеною	ʋɪmʊʃenɔjʊ
вимушеної	ʋɪmʊʃenɔji
вимушену	ʋɪmʊʃenʊ
вимушені	ʋɪmʊʃenʲi
вимушеній	ʋɪmʊʃenʲii̯
вимушенім	ʋɪmʊʃenʲim
вимушувати	ʋemuʃʊʋɐte
вимір	ʋɪmʲir
вимірювання	ʋemʲirʲʊʋɐnʲːɐ
вимірювань	ʋemʲirʲʊʋɐnʲ
вин	ʋɪn
вина	ʋena
вина	ʋɪnɐ
винагород	ʋenɐɦɔrɔd
винагорода	ʋenɐɦɔrɔdɐ
винагородам	ʋenɐɦɔrɔdɐm
винагородами	ʋenɐɦɔrɔdɐme
винагородах	ʋenɐɦɔrɔdɐx
винагороджувати	ʋenɐɦɔrɔdʒʊʋɐte
винагороди	ʋenɐɦɔrɔde
винагороди	ʋɪnɐɦɔrɔde
винагородити	ʋɪnɐɦɔrɔdete
винагородою	ʋenɐɦɔrɔdɔjʊ
винагороду	ʋenɐɦɔrɔdʊ
винагороді	ʋenɐɦɔrɔdʲi
винайти	ʋɪnɐi̯te
винам	ʋɪnɐm
винами	ʋɪnɐme
винах	ʋɪnɐx
винаходити	ʋenɐxɔdete
винахід	ʋɪnɐxʲid
винахідливий	ʋenɐxʲidɫeʋei̯
винахідливість	ʋenɐxʲidɫeʋʲisʲtʲ
винахідник	ʋenɐxʲidnek
винахідниця	ʋenɐxʲidnetsʲɐ
винести	ʋɪneste
винець	ʋɪnetsʲ
виникати	ʋenekate
виникають	ʋenekajʊtʲ
виникає	ʋenekaje
виникнення	ʋɪneknenʲːɐ
виникнути	ʋɪneknʊte
винити	ʋenɪte
винищення	ʋɪneʃtʃenʲːɐ
винищити	ʋɪneʃtʃete
винищування	ʋenɪʃtʃʊʋɐnʲːɐ
винищувати	ʋenɪʃtʃʊʋɐte
винищувач	ʋenɪʃtʃʊʋɐtʃ
винний	ʋɪnːei̯
винник	ʋɪnːek
вино	ʋenɔ
виноград	ʋenɔɦrad
виноградин	ʋenɔɦraden
виноградина	ʋenɔɦradenɐ
виноградинам	ʋenɔɦradenɐm
виноградинами	ʋenɔɦradenɐme
виноградинах	ʋenɔɦradenɐx
виноградини	ʋenɔɦradene
виноградиною	ʋenɔɦradenɔjʊ
виноградину	ʋenɔɦradenʊ
виноградник	ʋenɔɦradnek
виноградом	ʋenɔɦradɔm
винограду	ʋenɔɦradʊ
винокур	ʋenokur
винокурня	ʋenokurnʲɐ
вином	ʋenɔm
винороб	ʋenɔrɔb
виносити	ʋenɔsete
виносити	ʋɪnɔsete
виноторговець	ʋenɔtɔrɦɔʋetsʲ
виношувати	ʋenɔʃʊʋɐte
вину	ʋenu
винуватець	ʋenʊʋatetsʲ
винуватити	ʋenʊʋatete
винуватиця	ʋenʊʋatetsʲɐ
винце	ʋentsɛ
винцем	ʋentsɛm
винцю	ʋenʲtsʲu
винця	ʋenʲtsʲa
винця	ʋɪnʲtsʲɐ
винцям	ʋɪnʲtsʲɐm
винцями	ʋɪnʲtsʲɐme
винцях	ʋɪnʲtsʲɐx
винці	ʋenʲtsʲi
винятковий	ʋenʲɐtkɔʋei̯
винятково	ʋenʲɐtkɔwɔ
виняток	ʋɪnʲɐtɔk
вині	ʋenʲi
вип'ю	ʋɪpjʊ
вип'єте	ʋɪpjete
випадати	ʋepɐdate
випадковий	ʋepɐdkɔʋei̯
випадково	ʋepɐdkɔwɔ
випадковість	ʋepadkɔʋʲisʲtʲ
випадків	ʋɪpɐdʲkʲiu̯
випадок	ʋepadɔk
випадок	ʋɪpɐdɔk
випадіння	ʋepɐdʲinʲːɐ
випалений	ʋɪpɐɫenei̯
випаровування	ʋepɐrɔwʊʋɐnʲːɐ
випаровувати	ʋepɐrɔwʊʋɐte
випарувати	ʋɪpɐrʊʋɐte
випереджав	ʋeperedʒau̯
випереджала	ʋeperedʒaɫɐ
випереджали	ʋeperedʒaɫe
випереджало	ʋeperedʒaɫɔ
випереджати	ʋeperedʒate
випередив	ʋɪperedeu̯
випередила	ʋɪperedeɫɐ
випередили	ʋɪperedeɫe
випередило	ʋɪperedeɫɔ
випередити	ʋɪperedete
випив	ʋɪpeu̯
випивати	ʋepeʋate
випити	ʋɪpete
випитий	ʋɪpetei̯
виплата	ʋɪpɫɐtɐ
виплатити	ʋɪpɫɐtete
виплачувати	ʋepɫatʃʊʋɐte
випливати	ʋepɫeʋate
виповнитися	ʋɪpɔu̯netesʲɐ
виповнюватися	ʋepɔu̯nʲʊʋɐtesʲɐ
виправданий	ʋɪprɐu̯dɐnei̯
виправдання	ʋɪprɐu̯dɐnʲːɐ
виправдано	ʋɪprɐu̯dɐnɔ
виправдань	ʋɪprɐu̯dɐnʲ
виправдати	ʋɪprɐu̯dɐte
виправдовувати	ʋeprɐu̯dɔwʊʋɐte
виправити	ʋɪprɐʋete
виправлення	ʋɪprɐu̯ɫenʲːɐ
виправляти	ʋeprɐu̯lʲate
виправний	ʋeprau̯nei̯
виправний	ʋeprɐu̯nɪi̯
випрати	ʋɪprɐte
випробовувати	ʋeprɔbɔwʊʋɐte
випробування	ʋeprɔbʊʋɐnʲːɐ
випробування	ʋɪprɔbʊʋɐnʲːɐ
випробувати	ʋeprɔbʊʋɐte
випробувати	ʋɪprɔbʊʋɐte
випродукувати	ʋɪprɔdʊkʊʋɐte
випроменити	ʋɪprɔmenete
випромінювання	ʋepromʲinʲʊʋɐnʲːɐ
випромінювати	ʋepromʲinʲʊʋɐte
випросити	ʋɪprɔsete
випростати	ʋɪprɔstɐte
випрошувати	ʋeprɔʃʊʋɐte
випуск	ʋɪpʊsk
випускати	ʋepʊskate
випустити	ʋɪpʊstete
випущений	ʋɪpʊʃtʃenei̯
випущено	ʋɪpʊʃtʃenɔ
випічка	ʋɪpʲitʃkɐ
виражати	ʋerɐʒate
виражатися	ʋerɐʒatesʲɐ
вираження	ʋɪrɐʒenʲːɐ
виражу	ʋɪrɐʒʊ
вираз	ʋɪrɐz
вирази	ʋɪrɐze
виразити	ʋɪrɐzete
виразитися	ʋɪrɐzetesʲɐ
виразка	ʋɪrɐzkɐ
виразкоподібний	ʋerɐzkɔpodʲibnei̯
виразний	ʋeraznei̯
виразно	ʋeraznɔ
виразність	ʋerazʲnʲisʲtʲ
вираховувати	ʋerɐxɔwʊʋɐte
вирахував	ʋɪrɐxʊʋɐu̯
вирахувала	ʋɪrɐxʊʋɐɫɐ
вирахували	ʋɪrɐxʊʋɐɫe
вирахувало	ʋɪrɐxʊʋɐɫɔ
вирахувати	ʋɪrɐxʊʋɐte
вирва	ʋɪrʋɐ
вирив	ʋɪreu̯
вирити	ʋɪrete
виробити	ʋɪrɔbete
виробляв	ʋerɔblʲau̯
виробляй	ʋerɔblʲai̯
виробляймо	ʋerɔblʲai̯mɔ
виробляйте	ʋerɔblʲai̯te
виробляла	ʋerɔblʲaɫɐ
виробляли	ʋerɔblʲaɫe
виробляло	ʋerɔblʲaɫɔ
виробляння	ʋerɔblʲanʲːɐ
виробляти	ʋerɔblʲate
вироблятиме	ʋerɔblʲateme
вироблятимем	ʋerɔblʲatemem
вироблятимемо	ʋerɔblʲatememɔ
вироблятимете	ʋerɔblʲatemete
вироблятимеш	ʋerɔblʲatemeʃ
вироблятиму	ʋerɔblʲatemʊ
вироблятимуть	ʋerɔblʲatemʊtʲ
виробляю	ʋerɔblʲajʊ
виробляють	ʋerɔblʲajʊtʲ
виробляючи	ʋerɔblʲajʊtʃe
виробляє	ʋerɔblʲaje
виробляєм	ʋerɔblʲajem
виробляємо	ʋerɔblʲajemɔ
виробляєте	ʋerɔblʲajete
виробляєш	ʋerɔblʲajeʃ
виробник	ʋerɔbnɪk
виробника	ʋerɔbneka
виробникам	ʋerɔbnekam
виробниками	ʋerɔbnekame
виробниках	ʋerɔbnekax
виробники	ʋerɔbnekɪ
виробникові	ʋerɔbnekɔʋʲi
виробником	ʋerɔbnekɔm
виробнику	ʋerɔbneku
виробників	ʋerɔbnekʲiu̯
виробництв	ʋerɔbnɪtstʋ
виробництва	ʋerɔbnɪtstʋɐ
виробництвам	ʋerɔbnɪtstʋɐm
виробництвами	ʋerɔbnɪtstʋɐme
виробництвах	ʋerɔbnɪtstʋɐx
виробництво	ʋerɔbnɪtstwɔ
виробництвом	ʋerɔbnɪtstwɔm
виробництву	ʋerɔbnɪtstwʊ
виробництві	ʋerɔbnɪtstʲʋʲi
виробничий	ʋerɔbnɪtʃei̯
виродження	ʋɪrɔdʒenʲːɐ
вироджуватися	ʋerɔdʒʊʋɐtesʲɐ
виродитися	ʋɪrɔdetesʲɐ
виродок	ʋɪrɔdɔk
вирок	ʋerɔk
вирок	ʋɪrɔk
виросла	ʋɪrɔsɫɐ
виросли	ʋɪrɔsɫe
вирослий	ʋɪrɔsɫei̯
виросло	ʋɪrɔsɫɔ
виростав	ʋerɔstau̯
виростала	ʋerɔstaɫɐ
виростали	ʋerɔstaɫe
виростало	ʋerɔstaɫɔ
виростати	ʋerɔstate
виростатиме	ʋerɔstateme
виростатимуть	ʋerɔstatemʊtʲ
виростаю	ʋerɔstajʊ
виростають	ʋerɔstajʊtʲ
виростаючи	ʋerɔstajʊtʃe
виростає	ʋerɔstaje
виростаєм	ʋerɔstajem
виростаємо	ʋerɔstajemɔ
виростаєте	ʋerɔstajete
виростаєш	ʋerɔstajeʃ
вирости	ʋɪrɔste
виростити	ʋɪrɔstete
виросту	ʋɪrɔstʊ
вирощування	ʋerɔʃtʃʊʋɐnʲːɐ
вирощувати	ʋerɔʃtʃʊʋɐte
вирощують	ʋerɔʃtʃʊjʊtʲ
вирощує	ʋerɔʃtʃʊje
виручати	ʋerʊtʃate
виручити	ʋɪrʊtʃete
вирушати	ʋerʊʃate
вирушити	ʋɪrʊʃete
виріб	ʋɪrʲib
вирівнювати	ʋerʲiu̯nʲʊʋɐte
вирівняти	ʋɪrʲiu̯nʲɐte
виріж	ʋɪrʲiʒ
виріже	ʋɪrʲiʒe
виріжте	ʋɪrʲiʒte
виріжуть	ʋɪrʲiʒʊtʲ
вирізати	ʋerʲizate
вирізати	ʋɪrʲizɐte
вирізнятися	ʋerʲizʲnʲatesʲɐ
вирізувати	ʋerʲizʊʋɐte
виріс	ʋɪrʲis
виріст	ʋɪrʲist
вирішальний	ʋerʲiʃalʲnei̯
вирішення	ʋɪrʲiʃenʲːɐ
виріши	ʋɪrʲiʃe
вирішив	ʋɪrʲiʃeu̯
вирішила	ʋɪrʲiʃeɫɐ
вирішили	ʋɪrʲiʃeɫe
вирішило	ʋɪrʲiʃeɫɔ
вирішити	ʋɪrʲiʃete
вирішитися	ʋɪrʲiʃetesʲɐ
вирішувати	ʋerʲiʃʊʋɐte
вирішуватися	ʋerʲiʃʊʋɐtesʲɐ
вирішуються	ʋerʲiʃʊjʊtsʲːɐ
вирішується	ʋerʲiʃʊjetsʲːɐ
вирішіть	ʋɪrʲiʃʲitʲ
висаджувати	ʋesadʒʊʋɐte
висадити	ʋɪsɐdete
висвітлити	ʋɪsʲʋʲitɫete
висвітлювати	ʋesʲʋʲitʲlʲʊʋɐte
виселений	ʋɪseɫenei̯
виселення	ʋɪseɫenʲːɐ
висели	ʋɪseɫe
виселити	ʋɪseɫete
виселяти	ʋeselʲate
висипаний	ʋɪsepɐnei̯
висипати	ʋesepate
висипати	ʋɪsepɐte
висисати	ʋesesate
вискакувати	ʋeskakʊʋɐte
вискочити	ʋɪskɔtʃete
висловив	ʋɪsɫɔʋeu̯
висловився	ʋɪsɫɔʋeu̯sʲɐ
висловила	ʋɪsɫɔʋeɫɐ
висловилась	ʋɪsɫɔʋeɫɐsʲ
висловилася	ʋɪsɫɔʋeɫɐsʲɐ
висловили	ʋɪsɫɔʋeɫe
висловились	ʋɪsɫɔʋeɫesʲ
висловилися	ʋɪsɫɔʋeɫesʲɐ
висловило	ʋɪsɫɔʋeɫɔ
висловилось	ʋɪsɫɔʋeɫɔsʲ
висловилося	ʋɪsɫɔʋeɫɔsʲɐ
висловити	ʋɪsɫɔʋete
висловитись	ʋɪsɫɔʋetesʲ
висловитися	ʋɪsɫɔʋetesʲɐ
висловиться	ʋɪsɫɔʋetsʲːɐ
висловлюванню	ʋesɫɔu̯lʲʊʋɐnʲːʊ
висловлювання	ʋesɫɔu̯lʲʊʋɐnʲːɐ
висловлюванням	ʋesɫɔu̯lʲʊʋɐnʲːɐm
висловлюваннями	ʋesɫɔu̯lʲʊʋɐnʲːɐme
висловлюваннях	ʋesɫɔu̯lʲʊʋɐnʲːɐx
висловлюванні	ʋesɫɔu̯lʲʊʋɐnʲːi
висловлювань	ʋesɫɔu̯lʲʊʋɐnʲ
висловлювати	ʋesɫɔu̯lʲʊʋɐte
висловлюватися	ʋesɫɔu̯lʲʊʋɐtesʲɐ
вислухати	ʋesɫʊxate
вислухати	ʋɪsɫʊxɐte
вислуховувати	ʋesɫʊxɔwʊʋɐte
вислухувати	ʋesɫuxʊʋɐte
вислів	ʋɪsʲlʲiu̯
висмикати	ʋesmekate
висмикати	ʋɪsmekɐte
висмикнути	ʋɪsmeknʊte
висмикнутий	ʋɪsmeknʊtei̯
висмикувати	ʋesmɪkʊʋɐte
висмоктати	ʋɪsmɔktɐte
висмоктувати	ʋesmɔktʊʋɐte
висміювати	ʋesʲmʲijʊʋɐte
висміяти	ʋɪsʲmʲijɐte
виснага	ʋɪsnɐɦɐ
виснажений	ʋɪsnɐʒenei̯
виснаження	ʋɪsnɐʒenʲːɐ
виснаженість	ʋɪsnɐʒenʲisʲtʲ
виснажити	ʋɪsnɐʒete
виснажливий	ʋesnaʒɫeʋei̯
виснажувати	ʋesnaʒʊʋɐte
висновкам	ʋɪsnɔu̯kɐm
висновками	ʋɪsnɔu̯kɐme
висновках	ʋɪsnɔu̯kɐx
висновки	ʋɪsnɔu̯ke
висновкові	ʋɪsnɔu̯kɔʋʲi
висновком	ʋɪsnɔu̯kɔm
висновку	ʋɪsnɔu̯kʊ
висновків	ʋɪsnɔu̯kʲiu̯
висновок	ʋɪsnɔwɔk
висновувати	ʋesnɔwʊʋɐte
виснувати	ʋɪsnʊʋɐte
висовувати	ʋesɔwʊʋɐte
висока	ʋesɔkɐ
високе	ʋesɔke
високий	ʋesɔkei̯
високих	ʋesɔkex
високо	ʋesɔkɔ
високо	ʋɪsɔkɔ
високого	ʋesɔkɔɦɔ
високоенергетичний	ʋesɔkɔenerɦetɪtʃnei̯
висококваліфікований	ʋesɔkɔkʋɐlʲifʲikɔʋɐnei̯
високомовний	ʋesɔkɔmɔu̯nei̯
високооплачуваний	ʋesɔkɔɔpɫatʃʊʋɐnei̯
високопосадовець	ʋesɔkɔpɔsɐdɔʋetsʲ
високопоставлений	ʋesɔkɔpɔstau̯ɫenei̯
високосний	ʋesɔkɔsnei̯
високотехнологічний	ʋesɔkɔtexnɔɫoɦʲitʃnei̯
високоточний	ʋesɔkɔtɔtʃnei̯
високоякісний	ʋesɔkɔjakʲisnei̯
високої	ʋesɔkɔji
високу	ʋesɔkʊ
високі	ʋesɔkʲi
висота	ʋesɔta
висохлий	ʋɪsɔxɫei̯
височин	ʋesɔtʃɪn
височина	ʋesɔtʃena
височинам	ʋesɔtʃɪnɐm
височинами	ʋesɔtʃɪnɐme
височинах	ʋesɔtʃɪnɐx
височини	ʋesɔtʃenɪ
височини	ʋesɔtʃɪne
височиною	ʋesɔtʃenɔjʊ
височину	ʋesɔtʃenu
височині	ʋesɔtʃenʲi
височіти	ʋesotʃʲite
виспатися	ʋɪspɐtesʲɐ
висрати	ʋɪsrɐte
виссати	ʋɪsːɐte
вистава	ʋestaʋɐ
виставити	ʋɪstɐʋete
виставка	ʋɪstɐu̯kɐ
виставки	ʋɪstɐu̯ke
виставляти	ʋestɐu̯lʲate
вистачати	ʋestɐtʃate
вистачити	ʋɪstɐtʃete
вистоювати	ʋestɔjʊʋɐte
вистояти	ʋɪstɔjɐte
виступ	ʋɪstʊp
виступати	ʋestʊpate
виступити	ʋɪstʊpete
висувати	ʋesʊʋate
висунути	ʋɪsʊnʊte
висушити	ʋɪsʊʃete
висушувати	ʋesuʃʊʋɐte
висіти	ʋesʲite
висіти	ʋɪsʲite
витати	ʋetate
витвір	ʋɪtʲʋʲir
витекти	ʋɪtekte
витерти	ʋɪterte
вити	ʋɪte
витирати	ʋeterate
витлумачити	ʋɪtɫʊmɐtʃete
витлумачувати	ʋetɫʊmatʃʊʋɐte
витончений	ʋɪtɔntʃenei̯
витончити	ʋɪtɔntʃete
витончувати	ʋetɔntʃʊʋɐte
витрата	ʋɪtrɐtɐ
витрати	ʋɪtrɐte
витратити	ʋɪtrɐtete
витрачати	ʋetrɐtʃate
витривалий	ʋetreʋaɫei̯
витривалість	ʋetreʋalʲisʲtʲ
витримати	ʋɪtremɐte
витримка	ʋɪtremkɐ
витримку	ʋɪtremkʊ
витримувати	ʋetrɪmʊʋɐte
витріщатися	ʋetʲrʲiʃtʃatesʲɐ
витріщений	ʋɪtʲrʲiʃtʃenei̯
витріщити	ʋɪtʲrʲiʃtʃete
витріщитися	ʋɪtʲrʲiʃtʃetesʲɐ
витягати	ʋetʲɐɦate
витягати	ʋɪtʲɐɦɐte
витягнений	ʋɪtʲɐɦnenei̯
витягнути	ʋɪtʲɐɦnʊte
витягнутий	ʋɪtʲɐɦnʊtei̯
витягти	ʋɪtʲɐɦte
витягувати	ʋetʲaɦʊʋɐte
витязь	ʋɪtʲɐzʲ
витік	ʋɪtʲik
витікати	ʋetʲikate
витіснити	ʋɪtʲisnete
витісняти	ʋetʲisʲnʲate
вихвалити	ʋɪxʋɐɫete
вихваляти	ʋexʋɐlʲate
вихований	ʋɪxɔʋɐnei̯
виховання	ʋexɔʋanʲːɐ
виховання	ʋɪxɔʋɐnʲːɐ
виховати	ʋɪxɔʋɐte
виховувати	ʋexɔwʊʋɐte
виходець	ʋɪxɔdetsʲ
виходити	ʋexɔdete
виходити	ʋɪxɔdete
виходячи	ʋexɔdʲɐtʃe
вихід	ʋɪxʲid
вихідний	ʋexʲidnɪi̯
вихідних	ʋexʲidnɪx
вихідні	ʋexʲidʲnʲi
вичавити	ʋɪtʃɐʋete
вичавлювати	ʋetʃau̯lʲʊʋɐte
вичавіть	ʋɪtʃɐʋʲitʲ
вичерпати	ʋɪtʃerpɐte
вичерпний	ʋetʃɛrpnei̯
вичерпувати	ʋetʃɛrpʊʋɐte
виш	ʋɪʃ
вишгородський	ʋɪʒɦɔrɔdzʲsʲkei̯
вишенька	ʋɪʃenʲkɐ
вишиванка	ʋeʃeʋankɐ
вишиванка	ʋeʃɪʋɐnkɐ
вишити	ʋɪʃete
вишкребок	ʋɪʃkrebɔk
вишнева	ʋeʃnɛʋɐ
вишневе	ʋeʃnɛʋe
вишневий	ʋeʃnɛʋei̯
вишневим	ʋeʃnɛʋem
вишневими	ʋeʃnɛʋeme
вишневих	ʋeʃnɛʋex
вишневого	ʋeʃnɛwɔɦɔ
вишневому	ʋeʃnɛwɔmʊ
вишневою	ʋeʃnɛwɔjʊ
вишневої	ʋeʃnɛwɔji
вишневу	ʋeʃnɛwʊ
вишневі	ʋeʃnɛʋʲi
вишневій	ʋeʃnɛʋʲii̯
вишневім	ʋeʃnɛʋʲim
вишня	ʋɪʃnʲɐ
вишукати	ʋɪʃʊkɐte
вишукувати	ʋeʃukʊʋɐte
вища	ʋɪʃtʃɐ
вище	ʋɪʃtʃe
вищезазначений	ʋeʃtʃezɐznatʃenei̯
вищезгаданий	ʋeʃtʃezɦadɐnei̯
вищеназваний	ʋeʃtʃenazʋɐnei̯
вищеперелічений	ʋeʃtʃeperelʲitʃenei̯
вищий	ʋɪʃtʃei̯
вищі	ʋɪʃtʃʲi
виявив	ʋɪjɐʋeu̯
виявила	ʋɪjɐʋeɫɐ
виявили	ʋɪjɐʋeɫe
виявило	ʋɪjɐʋeɫɔ
виявилося	ʋɪjɐʋeɫɔsʲɐ
виявити	ʋɪjɐʋete
виявитися	ʋɪjɐʋetesʲɐ
виявлення	ʋɪjɐu̯ɫenʲːɐ
виявляти	ʋejɐu̯lʲate
виявлятися	ʋejɐu̯lʲatesʲɐ
виявляються	ʋejɐu̯lʲajʊtsʲːɐ
виявляється	ʋejɐu̯lʲajetsʲːɐ
виїжджати	ʋejiʒdʒate
виїздити	ʋejizdɪte
виїздити	ʋɪjizdete
виїхати	ʋɪjixɐte
вказівка	ʍkɐzʲiu̯kɐ
