0k8	ʊkːɑː
ఉద్దేశించిన	ʊd̪d̪eːʃiɳi
ఉద్దేశించు	ud̪ːeːʃiɲtʃu
ఉద్దేశ్యం	ʊd̪d̪eːʃam
ఉద్దేశ్యపూర్వకంగా	ʊd̪d̪eːʃʲʌpːuːɾʋaŋgɑ
ఉద్యమం	ʊd̪ʌjɐmːʌ
ఉద్యోగం	ʊd̪joːgɑːm
ఉద్యోగ	ʊd̪joːgʌ
ఉద్యోగంలో	ʊd̪joːgoːn̪d̪oː
ఉద్యోగాన్ని	ʊd̪joːgɔnːi
ఉద్యోగాలలో	ud̪joːgiːɾɑːndɛː
ఉద్యోగాలు	ud̪joːgɔːlu
ఉద్యోగి	ʊd̪joːgi
ఉద్యోగుల	ʊd̪joːguɭ
ఉద్యోగులు	ud̪joːguːl̪u
ఉద్రేకపడుతున్న	ʊd̪ɾeːkɐpɐɖut̪un̪
ఉధృతిని	ʊd̪ʱɾiːtiːni
ఉనికి	ʋɪɳiki
ఉనికికి	uɳikiki
ఉనికిని	uɲikiːni
ఉనికిలో	ʋɪnɪkiloː
ఉన్న	ʋn̪n̪
ఉన్నట్టుగా	ʋɳaʈːugɑ
ఉన్నట్లు	ʋɨn̪ːʈɨ
ఉన్నట్లే	ʋɲəɖʈlɛ
ఉన్నంత	ʋn̪n̪ʈə
ఉన్నత	ʋn̪n̪ʈʌ
ఉన్నతమైన	ʋn̪n̪ʈæmɛi̯n̪
ఉన్నంతవరకు	ʋn̪ːənt̪əʋəɾuku
ఉన్నతి	ʋɲɖi
ఉన్నది	ʋɪndi
ఉన్నందుకు	ʋn̪n̪d̪uʋu
ఉన్నదే	ʋn̪d̪eː
ఉన్నప్పటికి	ʋʌn̪ːəpːaʈiki
ఉన్నప్పటికీ	ʋʊn̪ːəpːaʈi
ఉన్నప్పుడు	ʋʊn̪ːapːuɖʌ
ఉన్నవాడు	ʋn̪n̪ʋaːɖu
ఉన్నవారు	ʋn̪n̪aːɾuː
ఉన్నా	ʋn̪ːa
ఉన్నాం	ʋn̪ːaːm
ఉన్నాడు	ʋn̪ːaːɖu
ఉన్నాను	ʋʌn̪ːaːnu
ఉన్నాము	ʋn̪ːɑːmu
ఉన్నాయా	ʋʌn̪ːaː
ఉన్నాయి	ʋʌɳaɪ
ఉన్నాయో	ʋʌɳaːjoː
ఉన్నారని	ʋn̪ːaːɾni
ఉన్నారా	ʋʌn̪ːaːɾa
ఉన్నారు	ʋn̪ːaːru
ఉన్నావు	ʋʊn̪n̪aːʋu
ఉన్ని	ʋɲːi
ఉన్నూరు	ʋɨn̪ːuːru
ఉపక్రమించాడు	ʊpɐkrɐmɐɳːɖɐ
ఉపగ్రహ	ʊpɐgrɐh
ఉపగ్రహం	ʊpɐgɾəhɐm
ఉపగ్రహాల	ʊpɐgɾɑhɑːl̪
ఉపగ్రహాలు	ʊpɐgɾəhɐːluː
ఉపనగరాలలో	ʊpənəgɑːɾɑːlɑːloː
ఉపన్యాసం	ʊpənjɑːsɑːm
ఉపయోగం	ʊpajɔgɑːm
ఉపయోగకరమైన	ʊpajɔgəkɾamɛĩn
ఉపయోగపడతాయి	ʊpajɔgəɖəɖɑːʈai
ఉపయోగపడింది	ʊpajɔgəɖiɳdi
ఉపయోగపడేది	ʊpajɔgəɖeːdi
ఉపయోగించడం	ʊpajɔgiɳd̪aːm
ఉపయోగించడానికి	ʊpajɔgiɳdʒækiː
ఉపయోగించండి	ʊpajɔgiɳʈɖi
ఉపయోగించదు	ʊpajɔgiɳd̪u
ఉపయోగించబడుతుంది	ʊpajɔgəbʌɖʌɖʌ
ఉపయోగించవచ్చా	ʊpajɔgin̪dʒavotʃːa
ఉపయోగించవచ్చు	ʊpajɔgin̠ʈʂu
ఉపయోగించారా	ʊpajɔgiɳtʃaɾa
ఉపయోగించారు	ʊpajɔgiŋːɐn̪d̪u
ఉపయోగించాలి	ʊpajɔgiɳtʃɑːli
ఉపయోగించి	ʊpajɔgin̪d̪i
ఉపయోగించు	upajoːgiɲtʃu
ఉపయోగించు	ʊpajɔgiɳtʃu
ఉపయోగించుకోవచ్చు	ʊpajɔgiɳtʃukowɔtʃːu
ఉపయోగించే	ʊpajɔgintʃe
ఉపయోగిస్తారు	ʊpajɔgist̪aːɾu
ఉపయోగిస్తుంది	ʊpajɔgɒːmd̪uː
ఉపయోగిస్తున్నారు	ʊpajɔgist̪ʌn̪d̪u
ఉపయోగిస్తే	ʊpajɔgist̪eː
ఉపరితలం	ʊpariɾit̪alam
ఉపరితల	ʊpariɾɪt̪al̪
ఉపశమన	ʊpɐʃaman̪
ఉపశమనం	ʊpɐʃɐmn̪ɐ
ఉపశమనానికి	ʊpɐʃɐman̪ɐŋki
ఉపశీర్షికలు	ʋɐpɕiːɾʃikɭu
ఉపసంహరించు	ʊpɐsɐmɦɐɾinʈu
ఉపసంహరించుకునేలా	ʊpɐsɐmɦɐɾiɳtʃukun̪eːl̪a
ఉపసంహరించుకోవాలని	ʊpɐsɐmɦɐɾiɳtʃuːʋɑːl̪i
ఉపాంత	ʊpɑːn̪t̪ə
ఉపాయము	ʊpɑːjɑːmu
ఉపాయాలు	ʊpɑːjɑːluː
ఉప్పు	upːu
ఉబుసుపుచ్చు	ubusuputʃːu
ఉబ్బిన	ʋɓiɳ
ఉబ్బిపోతుంది	ʋɔbːipːoːt̪uɳːi
ఉమెన్	ʋɛn̪e
ఉమ్	um
ఉమ్మడి	ummaɖi
ఉమ్మనీరు	ʋmanniːɾu
ఉమ్మి	ʋɪmːi
ఉరి	uri
ఉరితీయువాడు	ʊɾit̪iːjʋaːɖu
ఉర్దూ	ʊɾɖuː
ఉర్దూలో	urd̪uːloː
ఉల్లంఘన	ʋɐɭːŋgɐɳɐ
ఉల్లంఘించిన	ul̪ːaŋgiʃiɳi
ఉల్లంఘించే	ulːaŋgiːce
ఉల్లాసం	ulːaːs̪am
ఉల్లాసము	ulːaːsamu
ఉల్లిపాయ	ulɪpaːj
ఉష్ణ	uʂɳ
ఉష్ణోగ్రత	uʂɳoːgɾɐt̪
ఉష్ణోగ్రతలు	uʂɳoːgɾɐt̪ɐlu
ఉహ్	uɦ
ఊ	uː
ఊచకోత	uːtʃkoːt̪
ఊంచు	uːɲtʃu
ఊడుచు	uːɖutʃu
ఊతపదం	uːt̪apad̪am
ఊదడం	uːd̪aɖ̪i
ఊదా	uːd̪a
ఊపిరి	uːpɪri
ఊపిరితిత్తుల	uːpɪɾit̪ːuɭ
ఊపిరితిత్తులు	uːpɪɾit̪ːuɭu
ఊరామాసు	uːɾaːmaːsuː
ఊరు	uːru
ఊరేగించు	uːɾeːgiɲtʃu
ఊరేఁగించు	uːɾeːgiɲtʃu
ఊఱుట	uːɻuʈ
ఊహాగానాలు	uːɦaːgaːnɔːluː
ఊహాజనిత	uːhaːdʒanit̪
ఊహాత్మక	uːhaːtmɐk
ఊహించడం	uːɦin̪d̪aːd̪ʑ
ఊహించని	uːɦin̪dʒni
ఊహించలేదు	uːɦiɳtʃaledu
ఊహించవచ్చు	uːhiɳtʃoːtsu
ఊహించిన	uːɦiɳi
ఊహించు	uːhiɳʈu
ఊహించుకోండి	uːɦiɳtʃuːn̪di
ఊహించే	uːhiːn̪dʒe
ఊళ	uːɭ
ఋ	ɾu
ఋక్కు	ɾukːu
ఋణం	ɾiɳam̃
ఋణము	ɾiɳamu
ఋణాలను	ɾɪɳamuː
ఋతువు	ɾut̪uʋu
ఋతువులు	ɾut̪uʋulu
ౠ	ɾuː
ఎ	e
ఎం	eː
ఎకరాల	ɛgɐɾɐːl̪
ఎకో	ɛkoː
ఎకో-మైక్	ɛko-maigɑːk
ఎక్కడ	ɛkɐɖɐ
ఎక్కడా	ɛkɪɳd̪a
ఎక్కడి	ɛkɐɖi
ఎక్కడికి	ɛkɐɖiki
ఎక్కడైతే	ɛkɐɖai̯t̪eː
ఎక్కడైనా	ɛkɐɳɛɳɐ
ఎక్కడో	ɛkɐɖoː
ఎక్కాడు	ɛkːaːɖu
ఎక్కి	ɛkːi
ఎక్కిళ్ళు	ekːɪɭːu
ఎక్కువ	ɛn̪uː
ఎక్కువగా	ɛɳugɑ
ఎక్స్క్యూజ్	ɛksuguɖu
ఎక్స్పీరియన్స్	ɛkʂpiːɾiːɑːns
ఎగరవేసిన	ɛgarɑʋeːʃiɳ
ఎగిరి	ɛgiɾi
ఎగిరింది	ɛgiɾindi
ఎగిరిపోతాయి	ɛgiɾipːotaɪ
ఎగురుతాయి	ɛguɾut̪ɑːj
ఎగురుతూ	ɛguɾut̪uː
ఎగువన	ɛguʋn̪a
ఎంగేజింగ్	eŋgeːʒiŋ
ఎగ్సాస్ట్	ɛgʃɑːst̪
ఎంచుకుంటుంది	eːɲʈukuɳʈuɳʈu
ఎంచుకుంటే	eɲʈukun̪te
ఎంచుకున్నాడు	eɲʈukunːaːd̪u
ఎంచుకున్నారు	eːɲtʃukunːuɾu
ఎంచుకొని	eːɲtʃukoni
ఎంచుకో	eːɲtʃuːkoː
ఎంచుకోండి	eːɲtʃukondoːdi
ఎంచుకోవచ్చు	eɲʈukooʋɒʈʈu
ఎంజాయ్	ɛɲɟaːj
ఎజెంట్	ɛdʒɛn̪ʈʌ
ఎంటర్	ɛn̪ʈər
ఎంటర్టైనర్	ɛn̪ʈərʈejˈn̪aːr
ఎటువంటి	ɛːt̪uʋɐɳʈi
ఎట్టా	ɛtːɑ
ఎంట్రీ	eːnʈriː
ఎండ	ɛɳɖ
ఎడమ	ɛɖɑm
ఎండలో	ɛɳɭoː
ఎడారి	ɛɖaːɾi
ఎండింగ్	ɛɳɖiŋgʊ
ఎడ్	eːɖ
ఎండ్	ɛːɳɖʌ
ఎడ్డీ	ɛɖːi
ఎండ్రకాయలు	ɛɳɖɾɑkɔjɑlu
ఎడ్వర్డ్	ɛɖʋɑɾɖ
ఎంత	ənt̪a
ఎంతకాలం	ənt̪akɑːlɑm
ఎంతవరకు	ənt̪əvɐruku
ఎంతో	ɛːtoː
ఎత్తండి	ɛɖːɳʈi
ఎత్తి	ɛɭʈi
ఎత్తినప్పుడు	ɛɖːɪn̪ːappuɖu
ఎత్తిపొడిచినట్లు	ɛɭːipɔɖiʈʃiɳʈʌɭgu
ఎత్తివేసేందుకు	ɛɭːiʋeːs̪t̪oːluː
ఎత్తుగడ	ɛɖːugaɖ̆
ఎత్తుగడలో	ɛɖːugaɖ̪ɭo
ఎత్తుపైకి	ɛtːupeːki
ఎత్తులో	ɛɖːuɭo
ఎదగడానికి	ɛd̪agaːd̪iː
ఎందాక	end̪aːka
ఎదిగారు	ɛd̪igaːru
ఎదిగిన	ɛd̪igiːn̪
ఎందుకంటే	end̪ukaɳʈeː
ఎందుకంటే	ɛn̪d̪ukɐ̃n̪t̪e
ఎందుకు	end̪uku
ఎందుకు	ɛn̪d̪uːku
ఎందుకుంటే	ɛnd̪ukuʈ̪ɛ
ఎందుకే	ɛndukɛ
ఎదురు	ɛɖuɾu
ఎదురుగా	ɛɖuɾugɑ
ఎదురుచూచు	ed̪uɾutʃuːtʃu
ఎదురుచూచు	ɛɖuɾutɕu
ఎదురుచూచే	ɛɖuɾutɕuːtʃeː
ఎదురుచూపు	ed̪uɾutʃuːpu
ఎదురుదెబ్బ	ɛɖuɾuɖebː
ఎదురుపడ్డారు	ɛɖuɾupɐɖːɑːɾu
ఎదుర్కుంటోంది	ɛɖuɾguɳʈoːɖu
ఎదుర్కొంటున్న	ɛɖuɾkoɳt̪un̪ː
ఎదుర్కొంది	ɛɖuɾkoːn̪di
ఎదుర్కొనే	ɛɖuɾgoːnɛ
ఎదుర్కొనేందుకు	ɛɖuɾkɔn̪t̪uːɛ
ఎదుర్కొన్న	ɛɖuɾkon̪n̪
ఎదుర్కొన్నప్పుడు	ɛɖuɾgoɳːpːuɖu
ఎదుర్కోవటంలో	ɛɖuɾkoːʋaɖoŋgo
ఎదుర్కోవటానికి	ɛɖuɾkoːʋaːŋki
ఎనిమిదంతలైన	ɛnʌmʌɖʌn̪t̪aleɪn̪
ఎనిమిదవ	ɛnʌmʌɖʌ
ఎనిమిది	ɛnʌmiːdi
ఎనిమీ	ɛn̪imi
ఎనేబుల్	eneːbʊl
ఎన్	eː
ఎన్ఎపి	ɛn̪eːpiː
ఎన్కోడ్	ɛnkoːɖ
ఎన్నడూ	ɛnːɖuː
ఎన్ని	ɛn̪ːi
ఎంపిక	empɪk
ఎంపికను	empɪkən̪u
ఎంపికయ్యాడు	empɪkəjɑːɖɑː
ఎంపికలు	empɪklu
ఎప్పటికీ	ɛpːʈikiː
ఎప్పుడు	ɛpːuɖu
ఎప్పుడూ	ɛpːuː
ఎప్పుడైనా	ɛpːuɖai̯naː
ఎబౌట్	ɛbɔːt̪u
ఎమర్జెన్సీ	emɐɾdʒɛns̪i
ఎమినెం	emɪnɛm
ఎముక	emuk
ఎముకలు	emuk̟ɑlu
ఎయిటీ	ejɪʈiː
ఎయిడ్	ejɪɖ
ఎయిర్	ejɪɾ
ఎరచి	eɾatʃi
ఎరచితిండి	eɾatʃit̪iɳɖi
ఎరిక్	ɛɾiːk
ఎరిగించు	eɾigiɲtʃu
ఎరీ	ereː
ఎరుపు	ɛɾupu
ఎరువులు	ɛruvuɭu
ఎరోటిక్	ɛɾoːtiːk
ఎర్	ɛɾ
ఎర్త్	ɛɾʈʰ
ఎర్ర	ɛrː
ఎర్రటి	ɛrːʈi
ఎర్ల్	ɛɾɭ
ఎఱిగించు	erigiɲtʃu
ఎలక్ట్రానిక్	ɛlɐgd̪rɐːɳik
ఎలక్ట్రికల్	ɛlɐgd̪ɾɪkɪl
ఎలా	ɛlɑː
ఎలాంటి	ɛlɑːɳʈi
ఎలాంటిది	ɛlɑːɳʈiɖi
ఎలిజబెత్	elidʒabet̪
ఎలిజబెత్	ɛlɪdʒabɛt̪ʰ
ఎలిమెంటరీ	ɛlɪmɛnt̪ɾiː
ఎలిమెంట్	ɛlɪmɛn̪ʈ̪
ఎలివేటర్	ɛlɪʋeːʈər
ఎలివేటర్లు	ɛlɪʋeːʈːʌɾɑː
ఎలుక	ɛlʊk
ఎలుకలు	ɛlʊkɑːlu
ఎలుగుబంటి	ɛluguˈbɐɳʈi
ఎలెక్ట్రిక్	ɛlɛgd̪r̪ig
ఎలెనా	ɛlɛnɑ
ఎల్	ɛːl
ఎల్ఏ	ɛlɛ
ఎల్లప్పుడూ	ɛlːɐpːuɖuː
ఎల్లీ	ɛlːiː
ఎల్లెన్	ɛlːeːn
ఎల్విస్	ɛlʋis
ఎల్స్	ɛls
ఎవరి	ɛvɐɾi
ఎవరికీ	ɛvɐgiː
ఎవరికోసం	ɛvɐɾikoːsɐm
ఎవరితోనూ	ɛvɐɾit̪oːnuː
ఎవరు	ɛvɐru
ఎవరూ	ɛvɐruː
ఎవరైతే	ɛvɐɾej̃teː
ఎవరైనా	ɛvɐɾejna
ఎవరో	ɛvɐro
ఎవర్	ɛʋɐr
ఎవల్యూషన్	ɛvɐluːʃn̪
ఎవిడెన్స్	ɛʋiɖen̪ʈʃ
ఎవ్వరి	ɛvːɾi
ఎవ్వరూ	ɛvːɾuː
ఎశ్త్రేట్	ɛʃt̪ɾeːʈ
ఎస్కార్ట్	ɛskɑːɾʈ
ఎస్కేప్	ɛskɛp
ఎస్టే	esteː
ఎస్టేట్	ɛːst̪aːt̪ː
ఎస్టేట్ను	ɛːst̪aːt̪nu
ఎస్ప్రిట్	ɛsʈɾit̪ː
ఎళ్లదాం	ɛɭːd̪aːm
ఏ	æ
ఏం	æːm
ఏకం	ægɑː
ఏకపక్షంగా	ɛkɐpɐgʑɐŋɐ
ఏకాగ్రత	ɛkaːgɾɐt̪
ఏకాదశము	eːkaːd̪aʃamu
ఏకీభవిస్తున్నాను	ɛkiːbʰəʋist̪unːaːnu
ఏకైక	ækæjk
ఏజంట్	æːgɐɳʈ
ఏజెంట్	ægeːɖ̪ʈ̪
ఏజెన్సీ	ɛdʒɛn̪s̪iː
ఏంజెల్	æːɳgeːɭ
ఏంజెల్స్	æːɲgɛɭs̪
ఏట	eːʈ
ఏంటి	æːnti
ఏడవ	æːɖʋ
ఏడాది	eːɖaːdi
ఏడింటిలో	eːɖiɳt̪iɭo
ఏడు	æːɖu
ఏడుపు	æːɖuʋu
ఏడువు	æːɖuʋu
ఏడుస్తుంది	æːɖus̪t̪un̪di
ఏడుస్తున్నావా	æːɖuʈʰun̪ːaʋa
ఏడ్చు	eːɖʈu
ఏడ్పించిన	æːɖpiɕiɳ
ఏడ్పులు	æːɖpulu
ఏది	æːdi
ఏదిఇష్టం	ɛːdiːʃʈʌm
ఏదైనా	ædeɪnɑː
ఏదో	eːdoː
ఏనాడు	eːnaːɖu
ఏనుగు	ẽːnugu
ఏప్రిల్	æpɾiːl
ఏమంటున్నారు	ɛːmɐɳʈʰuːnɾuː
ఏమని	æːmɐni
ఏమనుకుంటున్నారు	ɛmanukun̪t̪un̪d̪uːrʌ
ఏమనుకుంటున్నారో	æːmanukun̪d̪un̪ːaːroː
ఏమి	æmi
ఏమిటంటే	æmiːt̪en̪ʈe
ఏమిటి	æmiːti
ఏమిటో	æmiːtoː
ఏమి-బే	eimiɓeː
ఏమీ	eimi
ఏమైంది	æmeɪndi
ఏమైనప్పటికీ	æmeːn̪aːpːaʈiki
ఏమైనప్పటికీ-	æmeːn̪aːpːaʈiki
ఏమైనా	æmeɪnɑ
ఏమో	æːmoː
ఏరియల్	ɛɾiɑːl
ఏర్పడింది	ɛːɾpɐɖiɳɖi
ఏర్పడిన	æːɾpɐɖiɳ
ఏర్పడుతుందా	ɛːɾpoɖuɾun̪d̪a
ఏర్పరుస్తాయి	æːɾpɐɾʊsʈaiː
ఏర్పాటు	æːɾpɑːɭu
ఏర్పాటుచేసుకున్నారు	æːɾpɑːʈʈuʧeːsukunːɾu
ఏర్పాట్లు	ɛːɾpɑːʈːu
ఏవి	æʋi
ఏవిధంగా	æːʋid̪ʱɐːŋgɑː
ఏవిధమైన	æːʋid̪ʰamɛi̯n
ఏవీ	æʋiː
ఏవైనా	æʋajnɑ
ఏస్	æːs
ఏళ్ల	ɛɭː
ఏళ్లలో	æɭːloː
ఐ	ai
ఐకమత్యము	ajkamat̪jamu
ఐకాన్	ajkaːn
ఐటము	aiʈamu
ఐటి	aiʈi
ఐదవ	ai̯d̪aʋ
ఐదవ	ajd̪aʋa
ఐదింతలు	ajd̪in̪t̪alu
ఐదు	aidu
ఐదు	ajd̪u
ఐదువ	ajd̪uʋa
ఐదో	ajd̪oː
ఐన	ajna
ఐరన్	ʔaɪɾɑːn
ఐరోపాలో	aiɾoːpaːloː
ఐలాండ్	ajlaːɳɖ
ఐస్	ai̯s
ఒక-ha	okə
ఒక	okə
ఒక-ఒక	ok̟ok̟
ఒకటి	okəʈi
ఒకటిగా	okɐʈigɑ
ఒకటే	okɐʈe
ఒకదాన్ని	okad̪aːni
ఒకప్పుడు	okəpːuɖu
ఒకరి	okəri
ఒకరికొకరు	okɐɾikogɐɾu
ఒకరినొకరు	ɒkɐɾinɒkɐɾu
ఒకరు	ɔkɐru
ఒకరోజు	ɒkɾoːdʒu
ఒకవేళ	okavɛl̪ə
ఒకసారి	okɐsɑːri
ఒకే	okɛ
ఒకేసారి	okɛsaːri
ఒక్క	okːɐ
ఒక్కటే	okːʈaːteː
ఒక్కరి	okːiɾi
ఒక్కరికీ	okːariki
ఒక్కరినీ	okːarin̪i
ఒక్కరూ	okːɾuː
ఒక్కింటికి	okːiɳʈiki
ఒంటరి	ɔn̪ʈri
ఒంటరిగా	ɔːɳʈarigɑː
ఒంటరితనం	ɒn̪ʈaritan̪u
ఒంటరితనపు	ɒɳʈaritan̪pu
ఒంటి	ɒɳʈi
ఒంటికి	oːɳʈiki
ఒంటె	ɔn̪ʈe
ఒట్టి	ɒʈʈi
ఒట్టు	ɔːʈːu
ఒడిస్సీ	ɔɖiʃːiː
ఒత్తిడి	ɒʈʈiɖi
ఒపేరా	opera
ఒప్పందం	ɒpːan̪d̪aːm
ఒప్పందము	opːand̪amu
ఒప్పందంలో	ɒpːan̪d̪ɒn̪d̪oː
ఒప్పందానికి	opːan̪d̪an̪ki
ఒప్పందాన్ని	opːan̪d̪an̪i
ఒప్పందాలు	ɒpːan̪d̪alu
ఒప్పించేందుకు	opːiɲtʃːuː
ఒప్పుకుంటారా	opːokuɳt̪aːɾa
ఒప్పుకుంటారు	opːokuɳt̪aːru
ఒప్పుకుంటే	opːuguːt̪ʌɳt̪e
ఒప్పుకున్నాడు	ɒpːugunːaːɖu
ఒప్పుకోరా	opːuːkoːraː
ఒప్పుకోరు	ɒpːuːkoːru
ఒప్పుకోలు	ɒpːukɒːlu
ఒబామా	obɑmɑ
ఒలింపస్	olimpəs
ఒల్సేన్	ol̪s̪eːn̪
ఒవెల్	ɒʋeɭ
ఒహియో	ɒhiːjo
ఓ	oː
ఓకే	oːkeː
ఓక్లహోమా	oːkɭɑhoːmoː
ఓటమి	oːʈami
ఓటర్లు	ɔːʈərɑː
ఓటు	oːʈu
ఓట్స్	oːʈʂ
ఓడ	oːɖ
ఓడరేవు	oːɖɾeːvu
ఓడలు	oːɖɭu
ఓడించడానికి	oːɖiɳtʃaːgiː
ఓడించారు	ɔːɖiŋɒːrʊ
ఓడించి	ɔːɖiɲi
ఓడించింది	oːɖiɳʈu
ఓడిపోతారు	oːɖipoːt̪aːru
ఓడిపోయింది	oːɖipoːjindi
ఓడిపోయిన	oːɖipoːjɪn
ఓడిపోయినవారు	oːɖipoːjɪnʋaːɾu
ఓడిపోవుట	oːɖipoːʋuʈ
ఓపిక	oːpik
ఓపెన్	oːpeːn
ఓప్రా	ɔːpɾɑː
ఓరియంటల్	ɔɾiəɳʈɛl
ఓర్లీన్స్	ɒːrliːn̪s̪
ఓల్డ్	oːɭɖ
ఓల్డ్ఫీల్డ్	ɔːlɖɸiːlɖ
ఓవర్	ɔːʋəɾ
ఓవర్టైం	ɔːʋɾeːʈam
ఓవల్	ɒʋəl
ఓహియో	oːhiːoː
ఓహ్	oː
ఓహ్-ooh-ooh	oːh
ఓహ్-హో-హో	oːɦoːɦoː
ఔ	aw
ఔచిత్యము	awtʃit̪jamu
ఔటు	awʈu
ఔట్	auʈ
ఔట్ట	auʈː
ఔత్సాహిక	au̯ts̪aːɦig
ఔను	awnu
ఔనౌను	awnawnu
ఔన్స్	au̯n̪s̪
ఔరసుడు	aurasuɖu
ఔషధ	auɖɑʈʈʌ
ఔషధం	au̯ɖʌɖam
ఔషధం	awʂad̪ʱam̃
ఔషధపరంగా	au̯ɖʌɖaparaŋgɑ
ఔషధము	awʂad̪ʱamu
కం	ka
కక్ష్య	kaːkʂʲ
కంగారు	kaŋgaːru
కంగారుపడవద్దు	kaŋgaːrupaɖaʋad̪ːu
కంచం	kaɲtʃam̃
కంచి	kaɲtʃi
కంచె	kɐɳʈe
కచేరీ	katʃeːriː
కచేరీ	katʃeːɾiː
కచేరీలో	katʃeːɾiːloː
కచ్చితంగా	kaɭʈiɖaŋgɑ
కచ్చితము	katʃːit̪amu
కజిన్	kaɻiɳ
కంటి	kɐɳʈi
కంటికి	kɐɳʈiki
కంటిచూపు	kaɳʈitʃuːpu
కంటి-నీరు	kaɳʈi-niːru
కంటే	kɐn̪ʈe
కటౌట్	kaʈau̯t̪
కట్	kaʈ
కంట్	kɐɳʈ
కట్టా	kaʈːa
కట్టాలి	kat̪ːaːli
కట్టింగ్	kat̪ːiŋ
కట్టిపడేశాయి	kat̪ːiɖaɖeʃaɪ̯
కట్టుబడి	kaʈːuɖaɖi
కట్టుబడ్డాడు	kat̪ːuɖaɖaːɖu
కంట్రోల్	kɐɳt̪roːl̪
కఠినమైన	kaɖiːnamɛjːɑː
కఠోర	gɐʈoːɾ
కండ	kɐɳɖ
కడగడం	gaɖaɖɐɖi
కడచు	kaɖatʃu
కండర	kɐɳɖɐɾ
కండరం	kɐɳɖəɾɐm
కండరము	kɐɳɖaramu
కండరాలు	kɐɳɖarɔːlu
కండిషనింగ్	kɐɳɖiʂaniŋ
కండిషన్	kɐɳɖiʂɳ
కండీషనింగ్	kɐɳɖiʃɐniŋ
కడుతున్నారు	kaɖʈʌn̪du
కడుపు	gɐɖuː
కండువా	kɐɳɖuʋa
కండోమ్	kaɳɖoːm
కణాలు	kɐɳɐlu
కణితి	kaɳiti
కణితులు	kaɳitulu
కత్తి	kat̪ːi
కత్తిరించబడి	kɐʈːiɾəbʌɖi
కత్తిరించిన	kɐʈːiɾiɳiɳi
కత్తిరించుకోవడం	kat̪ːiɾiɳtʃuːkɔːʋɐɖɪm
కత్తెర	kɐt̪ːeɾɐ
కథ	kaːt̪ʰə
కథకుడు	kaːt̪ʌkuɖu
కథగా	kaːd̪ʌga
కథను	kaθɐnu
కథలు	kaːthalu
కథలో	kaːt̪aloː
కదలడం	gɐɖɐlɐɖɪn̪ɭu
కదలాడుతున్న	gɐɖɐlɐːɖut̪un̪
కదలికను	gɐd̪aligan̪u
కదలికలు	gɐɖaligɐlu
కదలించు	kad̪aliɲtʃu
కంది	kand̪i
కందిరీగ	kand̪iɾiːga
కదిలిస్తూ	gad̪il̪is̪t̪uː
కదిలే	gad̪ileː
కదుపుతున్నారు	kɐɖuːpʌːnt̪u
కదులుతాడు	gad̪uluːd̪aːɖu
కదులుతుందని	gad̪uluːt̪un̪di
కదులుతున్న	gɐɖuluːt̪un̪ː
కదులుతోంది	gad̪uɭiʈʲa
కధ	kɐd̪ʌ
కధనంలో	kɐd̪ʰan̪ːmlo
కధలు	kaɖʌlu
కనడం	kʌnʌɖʌmʌ
కనపడక	kənəpəɖəka
కనపడింది	kanapaɖiɳdi
కనబడటంలేదు	kan̪bʌɖɐʈam̪leːdu
కనబడుతుంది	kan̪b̪aɖʌn̪du
కనబరిచి	kan̪aɾiɭiʈʃi
కనిపించడం	kəɳiɳiɳd̪ʑad̪ːʋ
కనిపించని	kaniɱiɲɲi
కనిపించింది	kanipindiŋdu
కనిపించు	kanipiɲtʃu
కనిపించే	kɐn̪iːpʰiŋge
కనిపిస్తాయని	kanipʰist̪aːjni
కనిపిస్తాయి	kanipʰist̪ai̯
కనిపిస్తుంది	kəɳipʌɳdu
కనిపిస్తున్నాయి	kanipʰist̪und̪a
కనిపిస్తూనే	kanipʰist̪uːne
కనిపిస్తోంది	kɐnipʰist̪uːduː
కనిపెడతాడు	kanipɛɖɑːɖu
కనిష్టంగా	kaniʂʈaŋgɑ
కనీసం	kaniːs̪am
కనీస	kɐn̪iːs̪
కనీసపు	kaniːs̪pu
కనుక	kanuk
కనుగుడ్డు	kɐnguɖːu
కనుగొంటారు	kanugoːn̪t̪aːru
కనుగొంటే	kənugoːn̪t̪e
కనుగొన	kɐnugoːn̪
కనుగొనగలరు	kanugoːngɐlu
కనుగొనగలిగితే	kanugoːngaligiːteː
కనుగొనడంతో	kanugoɳɖoɳto
కనుగొనడంలో	kanugoɳɐɳɭo
