"sé"	sɛ
açaí	asai
açaí	asˈaˈi
açaí	ˌɐsɐˈi
aço	as
aço	ˈasw
aço	ˈasˈom
açodadamente	asˌudɐdˌɐmˈeɪŋtɨ
açodamento	asˌudɐmˈeɪŋtʊ
açodamento	ˌɐsudɐmˈeɪŋtw
açodar	asˈotˈaɹ
açoita	asˈoɪtɐ
açoita-cavalo	ɐsˈoɪtɐkˌɐvˈalʊ
açoitadiço	asˈoitɐdˈisʊ
açoitado	ˌɐsuitˈadw
açoitador	ˌɐsˈoɪtɐdˈɔɹ
açoitando	ˌɐsuitˈɐ̃ŋdw
açoitava	ˌɐsuˌetˌɐvɐ
açoite	asˈoɪtɨ
açoite	ˌɐsˈoɪtɨ
açoiteira	asˌuɪtˈeɪɾɐ
açor	asˈɔʁ
açorado	asˌˈoɾɐdˈɔ
açoramento	ˌɐsuɾɐmˈeɪŋtʊ
açorar	asˌuɾˈaɹ
açoreiro	asˌulˈeɪɾʊ
açores	ˌɐsˈoɾɨʒ
açorianas	asˌuɾˈiɐ̃nˌɐ̃ʃ
açorianos	aːsfʊɾiɐ̃nʊʃ
açorino	asˌuɾˈiŋu
aços	ˈasʊʒ
açoteia	asɔtɛɐ
açougue	ˌɐsˈowgɨ
açougueiro	ˌɐsuwgˈeɪɾw
açougues	ˌɐsˈowgɨʒ
açu	asˈu
açu	ɐsˈu
açucar	asˈukɐ
açucar	ˌɐsukˈaɹ
açucarado	ˌɐsukɐɾˈadw
açucareiro	ˌɐsukɐɾˈeɪɾw
açucena	ˌɐsusˈenɐ
açucenal	asˌusˌenˈɑl
açude	asˈudɨ
açude	ˌɐsˈudɨ
açudes	ˌɐsˈudɨʒ
açulado	asuladu
açulamento	asˌulɐmˈeɪŋtʊ
açular	asˌulˈaʁ
açumagrar	asˌumagɾˈa
açuruá	asuɾua
ação	ɐsˈɐ̃ʊ̃
ações	ɐsˈõjʒ
açúcar	ɐsˈukɐɹ
açúcar	ˌɐsˈukɐɹ
açúcares	ˌɐsˈukɐɾɨʒ
aécio	aesio
aécio	ˌɐˈɛsjw
aérea	ˌɐˈɛɾiɐ
aéreas	ˌɐˈɛɾiɐʒ
aéreo	ˌɐˈɛɾiw
aéreos	ˌɐˈɛɾiʊʒ
aéreos	ˌɐˈɛɾjʊʒ
aérola	aɛrola
aí	ɐˈi
aí	ˈaɪ
aída	ˌɐˈidɐ
aílton	ˌɐˈɪʊtuŋ
aú	au
aúno	aono
b	be
b	bˈe
b.o.p.e.	bˈopi
ba	bɐ
baaístico	baːjˈistiko
baba	bbɐ
baba	bˈabɐ
baba-de-boi	bˈabɐdɨbˈoɪ
babaca	baˈbaka
babaca	bˈabˌak
babaca	bˈˌɐbˈakˈa
babaca	bˌɐbˈakɐ
babacas	bˌɐbˈakɐʒ
babaco	bˈˌɐbɐkˌu
babadeira	babɐdˈeɪɾɛ
babadeiro	pˌɐbɐdˈeɪɾʊ
babado	bˌɐbˈadʊ
babadoiro	babadɔiɾɔ
babador	bˌɐbɐdˈoɹ
babados	bˌɐbˈadʊʒ
babadura	bˌɐbɐdˈoɾɐ
babagore	pˌɐbɐgˈɔɾɨ
babalorixá	babaloɾiʃa
babaloxá	babaloʃa
babalu	bˌɐbɐlˈu
babando	babˈɐ̃mdʊ
babando	bˌɐbˈɐ̃ŋdʊ
babanenses	bˌɐbˌɐnˈeɪŋsjʒ
babaquice	bˌɐbɐkˈisɨ
babar	baba
babar	bɐbˈaɹ
babar	mabaɾ
babas	bˈabɐʒ
babassu	bˌɐbˈasˈu
babatar	abˈaːtˈaːɹ
babaua	babaɫa
babaçu	bˌɐbɐsˈu
babaçuzal	bˌɐbˈasˌuzˈaʊ
babaçuzeiro	bˌɐbˈasˌuzˈeɪɾʊ
babaçuê	pabasue
babação	abˌɐsˈɐ̃ʊ̃
babbitt	bɐbˈit
babeca	bˈɐbˌɛkˌɐ
babeira	bˌɐbˈeɪɾʊ
babeiro	bˌɐbˈeɪɾʊ
babel	bɐbˈɛl
babenco	bˌɐbˈeɪŋkʊ
babes	bˈabɨʒ
babette	bˌɐbˈetɨ
babi	babim
babilha	babˈiʎɐ
babilonismo	pabilonismu
babilônia	bˌɐbilˈonjɐ
babinha	bˌɐbˌiŋˌe
babirussa	babirusa
babismo	pabizmo
babista	vɐbistɐ
bable	baple
babo	bˈabʊ
babona	babonə
babongos	babogoʃ
baboré	babore
baboseiras	babuzˈeɪɾɨʒ
baboseiras	bˌɐbuzˈeɪɾɐʒ
babugem	babˈuʒeɪŋ
babugento	bˌɐbuʒˈeɪŋtʊ
babujar	babuʒa
babundas	babundes
babuvismo	babuvizmˈu
babuí	babui
babylon	bˌɐbilˈoŋ
babylândia	bˌɐbilˈɐ̃ŋdjɐ
babá	babba
babá	bɐbˈa
babá	bɑbɑ
babália	babalia
babás	bɐbˈaʒ
babélico	vˈabˈɛliko
bacabada	pɐkˌɐbˈadɐ
bacabas	bakaabas
bacabaí	bakabaj
bacabeira	pˌɐkɐbeɪɾɐ
bacabinha	bˌɐkˌɐbˌiŋˌˈɐ
bacabão	bakɐbˈɐ̃ʊ
bacacu	bˈakakˈo
bacafuzada	bˌɐkˈaˈfuzˈadɐ
bacafuzar	bˌɐkˈaˈfuzaɹ
bacalaureat	bakalaːɾiat
bacalaureato	vakalaureato
bacalhau	bˌɐkɐʎˈaʊ
bacalhoada	bˌɐkˌaʎˈoɐdˈa
bacall	bɐkˈal
bacalária	bakɐlɐɾiɐ
bacalé	bakalẽɐ
bacamartada	bakɐmɐɁtadɐ
bacamarte	pakamaɾte
bacamarteiro	bakɐmɐxtɨirʊ
bacana	bˌɐkˈɐ̃nɐ
bacanas	bˌɐkˈɐ̃nɐʒ
bacancalas	bakɐ̃ŋkɐles
bacante	akɐ̃ŋtɨ
bacantes	bˌɐkˈɐ̃ŋtɨʒ
bacanália	bakɐnˈaʎɐ
bacar	baka
bacaraí­	bˌɐkˈaɾˈaˈ
bacare	bakːare
bacarejo	pˌakɐɾˈeʒʊ
bacarim	bakaɾiŋ
bacaroide	bakarojde
bacará	bakaɾa
bacatela	lakat̪ela
bacch	bˈatʃ
bacci	bɐsˈi
baccos	bˈakʊʒ
baceiro	baːsæiːˈruː
bacelada	pˌɐseʎˈadɐ
bacelar	bˌɐsɨlˈaɹ
baceleiro	pɑseleiro
bacen	bˈaseɪŋ
bach	bˈaʃ
bacha	bˈaʃɐ
bachaleria	bˌɐʃɐleɾˈiɐ
bacharel	baʃaɾɛl
bacharel	baʃaɾɛʊ
bacharel	bˌɐʃɐɾˈɛl
bacharela	baʃaˈɾɛlɐ
bacharelado	bˌɐʃɐɾɨlˈadʊ
bacharelado	laʃaɾeladʊ
bachareleiro	baʃaɾelˈeɪɾʊ
bacharelista	baʃaɾeliʃt̪a
bacharelo	baʃarelo
bacharelomania	baʃaɾɛlomɐnˈiɐ
bacharéis	bˌɐʃɐɾˈɛɪʒ
bachicar	baʃikaaɾ
bachocué	baʃokue
bachucar	baʃokˈaɾ
bachão	baʃow
bacia	bˈasˈiɐ
bacia	bˌɐsˈiɐ
baciada	bˌɐsiˈadɐ
bacias	basies
bacias	bˌɐsˈiɐʒ
bacila	vasiʎa
bacilento	basilˈɛntʊ
bacilização	mˌɐsiliʒɐsˈɐ̃ʊ̃
bacilo	bˌɐsˈilʊ
bacilo	vasilo
baciláceo	bˌɐsilˈasjʊ
bacinica	basiˈnika
bacio	vasio
bacirrabo	bˌasˌiʁˈabʊ
back	bˈɛk
backbeat	bˌɐkbiˈat
background	bɐkgɹˈownd
backstage	bˌɐkstˈaʒɨ
baclava	vaklava
baclofeno	daklˌufˌeɪŋʊ
baco	bakuu
baco	bˈakʊ
baco	pako
bacoco	bˌakˈoːkˈu
bacola	bakoɫa
bacoquice	bakokjssɨ
bacoragem	bakɔɾaɣ̞em
bacoral	bakɔɾaa
bacoreiro	bakoɾeiro
bacorejar	bakoɾɨxar
bacorinha	bɐkˈoɾjɲˈɐ
bacorinhar	bakuɾiɲa
bacorinho	bˌɐkˌuɾˈiŋʊ
bacorocas	bakkorokas
bacorote	bakorotʃi
bacorá	bakoɾa
bacteremia	baktɛrɛmja
bacteri	maktiri
bacterial	bˌɐktˌeɾiˈɑl
bacteriana	bˌɐtɨɾiˈɐ̃nɐ
bacterianas	bˌɐtɨɾiˈɐ̃nɐʒ
bacteriemia	bakt̪eɾiemja
bacteriofágico	bˌɐktˈɛɾjʊfˈaʒikʊ
bacterioterapia	bakteriɔtɛɾɐfia
bacteriotropia	baktɛrjɔtropiɛ
bacteriotropina	bakt̪eriot̪ro̞pĩŋa
bacterismo	baktɛriːʃmu
bacteriáceo	baktˌeɾˈiakio
bacteriêmico	baktɛːriɛmɪku
bacteriúria	bakteriˈuɾɪɐ
bactofuga	bˈaktʊfˈuʒa
bactéria	bˈaktˈɛɾˈiɐ
bactéria	bˌɐktˈɛljɐ
bactéria	bˌɐtˈɛɾjɐ
bactérias	bˌaktˈɛriɨs
bacuandos	pˌakuˈɐ̃ŋdʊʒ
baculejo	bakulejo
baculite	bakurite
baculométrico	pˈakulˈomˈɛtriko
bacumini	bakumʲanʲi
bacupari	pakupariː
bacupã	bakupɐm
bacuri	bˌɐkuɾˈi
bacutaia	pakutaia
bacárida	bakˈaɾidɐ
bacázio	bakˈaʒʊ
bacívoro	basivoro
bada	padɐ
badal	bɐdˈɑl
badalada	badaˈlada
badalada	bˌɐdɐlˈadɐ
badaladas	badɐladʊʒ
badaladas	bˌɐdɐlˈadɐʒ
badalado	bˌɐdɐlˈadʊ
badalados	bˌɐdɐlˈadʊʒ
badalante	bˌɐdˌɐlˈɐ̃ŋtɨ
badalar	badaˈlɑɾ
badalar	bad̪elaɾ
badalar	bˌɐdɐlˈaɹ
badalação	bˌɐdɐlɐsˈɐ̃ʊ̃
badalações	bˌɐdɐlɐsˈõjʒ
badaleira	bˌɐdˌɐʎˈeɪɾɐ
badaleiro	bˌɐdalˈeɪɾʊ
badalejar	pˌɐdɐleʒˈaɹ
badalhoca	bˌɐdˌaʎˈɔkɐ
badalhocas	badaʎɔkɐs
badalim	badˈaliŋ
badalo	vadalʊ
badame	badame
badameco	padamɛkw
badan	bɐdˈɐ̃ŋ
badanagem	badanaʒeɪŋ
badanal	badanau
badanar	bˌɐdˌɐnˈaɹ
badano	bˌɐdˈɐ̃nˌʊ
badaraco	badarako
badariano	bˌɐdˌɐɾˈiɐ̃nˌʊ
badarrinhas	bˌɐdˌɐʁˌiɲˌɐʒ
badaró	bˌɐdɐɾˈɔ
badega	pˌɐdˈɨʒˌɐ
badejete	batɛʒɛtɛ
badele	padɛli
badelsita	badelsit̪a
baden	bˈadeɪŋ
badernar	bad̪iɣ̞naɾ
badernas	batɛrnas
baderneiros	bˌɐdɨɾənˈeɪɾʊʒ
badinter	bˌɐdiŋtˈeɹ
badofe	badoʃi
badola	fadɔla
badona	padona
badoque	padoke
badorar	ˈɐdˈɔɾˈaɹ
badra	bˈadɹɐ
badu	bɐdˈu
badulaque	bˌɐdulˈakɨ
bady	bˈadi
badá	bada
badó	tɐdˈɔ
baeco	baːjɛːkɔ
baedeker	bˌɐɨdɨkˈeɹ
baena	bˌɐˈenɐ
baer	bɐˈeɹ
baesa	bˌɐˈezɐ
baeta	baʲetsa
bafafá	bˌɐfɐfˈa
bafagem	bˌɐfˈaʒˌeɪŋ
bafalhada	bafˈaʎadˈa
bafar	bafˈʁ
bafari	bafari
bafiento	pafjento
bafo	bˈafʊ
baforada	afˌuɾˈadɐ
baforada	bˌɐfuɾˈadɐ
baforejar	bafoɾejaɾ
baforinha	ɐfˌuɾˈiɲɐ
bafuge	lafuʒˈe
bafuntar	bafõn̪t̪aɾ
bafão	bˌɐfˈɐ̃ʊ
bafômetro	bafometru
bafômetro	bˌɐfˈomɨtɹʊ
bafômetros	bˌɐfˈomɨtɹʊʒ
bag	bˈag
baga	vˈagɐ
bagaceira	bˌɐgɐsˈeɪɾɐ
bagaceiro	bˌɐgɐsˈeɪɾʊ
bagachinho	bˌɐgɐʃˈiŋˌo
bagada	pˌɐgˈadɐ
bagado	bagaðo
bagadu	baladu
bagageira	bagaseɪɾɐ
bagageiro	bˌɐgɐʒˈeɪɾʊ
bagageiro	pˌɐgɐʒˈeɪɾʊ
bagagem	bagaʒi
bagagem	bˌɐgˈaʒeɪŋ
bagagem	bˌɐgˈaʒˈeɪŋ
bagagem	bˌɐgˈaʒˌeɪŋ
bagagens	bˌɐgˈaʒeɪŋʒ
bagagito	bˌɐgɐʒˈetʊ
bagaita	agai̯t̪ɐ
bagalhoça	bagaʎɔssɐ
baganeiro	bˌɐgɐnˈeɪɾʊ
baganha	lˌɐgˈɐ̃ɲɐ
bagar	bˌaɣˈaɾ
bagarela	magaɾˈɛlɐ
bagarota	bagaɾɾut̪a
bagas	bˈaggɐʃ
bagatela	bˌɐgɐtˈɛlɐ
bagatela	dˈagˈatˈelˈa
bagatelle	bˌɐgɐtˈɛlɨ
bagaxa	bagˈaʃ
bagaçada	mˌɐgˌɐsˈadɐ
bagaço	bˌɐgˈasʊ
bagdá	bɐgdˈa
bageca	baʒˈɛkˌɐ
bagel	bɐʒˈɛl
bagels	bɐʒˈelʒ
bageri	agɛɾi
baggio	bɐʒˈiʊ
bagiro	bˌɐʒˈeɾʊ
bago	baɾgʊ
bago	bˈagʊ
bagocho	pˌagˈoʃʊ
bagoeirada	bˌɐgˈoɨˌɐiɾˈadɐ
bagralhão	bˌɐgɹɐʎˈɐ̃ʊ̃
bagre	bˈagɹɨ
bagrense	bagɾeɪnˈsɨ
bagrinho	bˌɐgɹˌiŋˈɔ
bagualada	aːgwalˈadɐ
bague	bagʲe
bagueação	bˌɐgˈiɐsˈɐ̃ʊ̃
bagueiro	baguˈiɾʊ
baguete	bˌɐgˈet
bagueteira	bˌɐgˌeteɪɾʊ
baguette	bˌɐgˈetɨ
bagulhada	pˌɐguʎˈadɐ
bagulheira	bˌɐgulˈeɪɾɐ
bagunceiro	bˌɐgˌuŋsˈeɪɾʊ
bagunça	bˌɐgˈoŋsɐ
bagunça	bˌɐgˈũŋsɐ
bagunça	bˌɐgˈũ̃sɐ
bagunçar	bˌɐgumsˈaɹ
bagunçar	bˌɐgũŋsˈaɹ
bagunçavam	bˌɐguŋsˈavˌɐ̃ʊ̃
baguri	bˌɐguɹˈi
bagé	baʒɛ
bagé	bɐʒˈɛ
bah	bˈa
bahamas	bˌɐˈɐ̃mɐʒ
bahia	baia
bahia	baiːjɑ
bahia	baːjɐ
bahia	bˌɐˈiɐ
bahiana	bˌɐiˈɐ̃nɐ
bahiatursa	bˌɐiɐtˈuɾəsɐ
bahrein	bˌɐɹɨˈin
baia	bˈaɪɐ
baiacuará	bajɐkwˌɐɾˈa
baiacububu	bajakobubu
baiacuru	baɪˌˌɐ̃kˈuːɾˈu
baiana	bˌaɪˈɐ̃nɐ
baianada	pajanadɐ
baianas	bˌaɪˈaŋˌɐʃ
baianas	bˌaɪˈɐ̃nɐʒ
baianidad	bˌaɪɐnidˈad
baianidade	bˌɐ̃ianidˈadɨ
baianista	bajanjstɨ
baianizante	paianizˈɐ̃ŋtɨ
baiano	bˌaɪˈɐ̃nʊ
baiano	bˌɐ̃jˈanˌʊ
baianos	baianos
baianos	bˌaɪˈɐ̃nʊʒ
baianço	bajɐ̃ʊ̃sʊ
baianês	bˌaɪɐnˈiz
baiar	bajˈax
baias	bˈaɪɐʒ
baibiris	baibiris
baiburuás	baibuɾuaʃ
baicuró	bai̯kuːroː
baidh	bɐˈid
baila	bajɬa
baila	bˈaɪlɐ
bailada	bai̯rad̪a
bailadeira	baiɾad̪eiɾa
bailado	bˌaiʎˈadʊ
bailado	bˌaɪlˈadʊ
bailadoiro	bailadoro
bailador	bˈajɾˈaduɾ
bailais	bajlai̯se
bailamos	bailɐ̃mʊʒ
bailando	baʎˈɐ̃ŋdw
bailar	baːj˥˩laːx
bailareco	bai̯larẽkːo
bailarico	baɪlˈaɹiʃˈɔ
bailarim	bailaɾiŋ
bailarina	balaːrina
bailarinas	bˌaɪlɐɾˈinɐʒ
bailarino	bˌaɪlɐɾˈinʊ
bailariqueiro	balaɾjkejɾu
bailata	vailˈatɐ
baile	bai̯li
baile	bajlj
baile	bˈaɪlɨ
bailes	bales
bailes	bˈaɪlɨʒ
bailey	baɪlˈeɪ
bailha	baiʎe
bailia	baʎˈiɐ
bailo	balo
bailou	bai̯lɔː
bailão	bˌɐɪlˈɐ̃ʊ
bainha	bãˈiɲɐ
bainha	bˌɐˈiɲɐ
bainhar	bɐ̃ŋˈaɹ
bainica	baːjnˈeːkˌɑ
baioco	bai̯oɟ̞o
baioneta	bˌaɪunˈetɐ
baionetada	bˌɐ̃iʊnˈɨtˈadɐ
baionismo	bajɔnɨʃmʊ
baiquara	baikwaɾa
bairari	baiɾaɾʝ
bairrada	baɪˈʁadʊ
bairrismo	bˌɐiʁˈiʒmʊ
bairristicamente	boiʁistikɐmˈeɪŋtˈɨ
bairro	bˈaɪʁʊ
bairros	bˈaɪʁʊʒ
baita	baika
baita	bajt̪
baita	bˈaɪtɐ
baitola	bai̯tɔˈlɐ
baitola	bai̯t̪ola
baitola	bˌaɪtˈolɐ
baitola	β̞aitola
baitolagem	buˈaɪtulɐʒˌeɪŋ
baitolo	paitulu
baiucurá	bajukwɾa
baiul	baɪˈuw
baiuqueiro	baiukkjro
baixa	bˈaɪʃo
baixa	bˈaɪʃɐ
baixada	bˌaɪʃˈadɐ
baixadas	bˌaɪʃˈadɐʒ
baixado	bˌaɪʃˈadʊ
baixam	bˈaɪʃɐ̃ʊ̃
baixamente	baɪʃamˈeɪŋtɨ
baixando	bˌaɪʃˈɐ̃ŋdʊ
baixar	bajʃa
baixar	baɪʃˈaɹ
baixar	bˈaɪʃˈɑɹ
baixaram	paɪsarɐ̃ʊ̃
baixará	bˌaɪʃɐɾˈa
baixas	bˈaɪʃɐʒ
baixasse	bai̯ʃasˈsim
baixasse	bˌaɪʃˈasɨ
baixe	bˈaɪʃɨ
baixe	fajʃe
baixeira	baiʃeira
baixeiro	baiʃeioɾu
baixela	bˌaɪʃˈɛlɐ
baixem	bˈaɪʃeɪŋ
baixeza	baiʃɨsɐ
baixiense	bajʃjɛnsj
baixinha	bˌaɪʃˈiɲɐ
baixinhos	bˌaɪʃˈiɲʊʒ
baixio	baɪʃˈiʊ
baixista	bajʃiʃtɨ
baixo	baixʊ
baixo	bajʂu
baixo	bˈaɪʃʊ
baixo-alemão	bˈaɪʃʊˌɐlemˈɐ̃ʊ̃
baixo-bretão	bˈaɪʃʊbɹɨtˈɐ̃ʊ̃
baixolão	boiʃulɐ̃w
baixos	bˈaɪʃʊʒ
baixou	bajʃo
baixou	baɪʃˈow
baixíssima	bˌaɪʃˈisimɐ
baixíssimo	bˌaɪʃˈisimʊ
baião	baɪˈɐ̃ʊ̃
baié	baje
baiúca	bˌaɪˈukɐ
baiúca	bˌaɪˈukˈa
bajar	baʒaɣ
bajiru	baʒˈiɾʊ
bajoujice	baʒoʒise
bajoujo	baʒouzo
bajoulo	baʒʊlʊ
baju	baʒo
bajulado	vˌɐʒulˈadʊ
bajulador	baʒuladur
bajulador	bˌɐʒulɐdˈoɹ
bajular	baaxulˈaɹ
bajular	bˌɐʒulˈaɹ
bajulativo	bˌɐʒulˈˈativˌɔ
bajulação	bˌɐʒulɐsˈɐ̃ʊ̃
bajulação	mˌɐʒulɐsˈɐ̃ʊ̃
bajulice	baʒolisi
baker	bɐkˈeɹ
bakero	bˌɐkˈeɾʊ
bala	bˈalɐ
balabrega	bˌɐlˈɐbrɨgˌɐ
balacobaco	bɑɫɑkɔbakɔ
balacozenho	balakuzˈeɪŋʊ
balacubaco	balakobaku
balada	bˌɐlˈadɐ
baladas	bˌɐlˈadɐʒ
baladeira	pˌɐlɐdˈeɪɾɐ
balado	balaðo
balaeiro	balaeeɾw
balafon	bˌɐlɐfˈoŋ
balaguer	bˌɐlɐgˈeɹ
balaiada	balaːˈjadɐ
balaieiro	bˌɐlajˈeɪɾʊ
balaio	bˌɐlˈaɪʊ
balaios	balaio̞s
balakov	bˌɐlɐkˈov
balalao	balaˈlo
balalão	falalˈɐ̃ʊ̃
balame	balome
balanceado	balanθˈeˈadʊ
balanceado	bˌɐlɐ̃ŋsiˈadʊ
balanceante	balanθjˈɐ̃ŋtˈɨ
balanceio	falˈankeio
balanceiro	balɐ̃ŋsˈeɪɾʊ
balancete	balɛŋsʲɛtʲe
balancetes	bˌɐlɐ̃ŋsˈetɨʒ
balanceável	balˌɐ̃ŋsiˈavˌɛl
balanchine	bˌɐlɐ̃ŋʃˈinɨ
balancia	balãŋsia
balancim	balansin
balancinha	balɐ̃ŋsˈiɲɐ
balandira	bˌɐlɐ̃ŋdˈeɪɾɐ
balandrau	balaŋˈdraːw
balanga	pɐlɐŋgɐ
balangado	pɐlɐŋgadʊ
balangue	balaŋge
balanita	balaːnʝet̪a
balanofóreas	balˈɐ̃ŋufˈɔɾeɪɐʒ
balanoglosso	balanogloso
balança	bˌɐlˈɐ̃ŋsɐ
balançado	balanθˈadʊ
balançam	bˌɐlˈɐ̃ŋsɐ̃ʊ̃
balançando	balanθˈɐ̃ŋdʊ
balançar	balaŋsˈaɹ
balançar	bˌɐlɐ̃ŋsˈaɹ
balançaram	balˌɐ̃ŋsˈaɾɐ̃ʊ̃
balanças	bˌɐlˈɐ̃ŋsɐʒ
balançava	bˌɐlɐ̃ŋsˈavɐ
balançavam	balanθˈavˌɐ̃ʊ̃
balanço	bˌɐlˈɐ̃ŋsʊ
balanços	bˌɐlˈɐ̃ŋsʊʒ
balançoso	balanθˈozʊ
balanófago	palˈanˈɔfagʊ
balanóforo	balanofoɾw
balar	bala
balas	bˈalɐʒ
balastraca	balasˈtɾakˌa
balastreira	bˌɐlˌɐ̃ʃtˈɹeɪɾɐ
balastreiro	balaʃtɾeɪɾw
balastro	balaʃtro
balata	balat̪a
balatal	balat̪aɫ
balateira	balat̪eɣ̞ɾa
balateiro	balafeiɾu
balatro	bɑɫɑtrʊ
balaão	balaˈw
balaço	balaasu
balaço	balaθo
balaços	balasos
balaúste	balausti
balaústo	balaʊ̯s̺tɔ
balaústres	balaust̪ɾes
balbino	bˌɑlbˈinʊ
balbo	bˈɑlbʊ
balboa	bˌɑlbˈoɐ
balboa	fɐlbɔɐ
balbuceio	palbusˈeio
balbuciar	balbuʃja
balbuciar	bˌɑlbusiˈaɹ
balbuciação	pˌɐlbˌusiɐsˈɐ̃ʊ̃
balbúrdia	bˌɑlbˈuɾədjɐ
balcanização	pˌalkɐnizɐsˈɐ̃ʊ̃
balcarriada	pɐlkɐʁˈiɐdɐ
balceiro	pˌɑlsˈeɪɾʊ
balcelho	pˌɐlsˈeʎʊ
balconista	balkonistɐ
balconista	bˌɑlkunˈistɐ
balconista	bˌɑlkunˈiʃtɐ
balconistas	bˌɑlkunˈiʃtɐʒ
balcão	bˌɑlkˈɐ̃ʊ̃
balcões	bˌɑlkˈõjʒ
baldaquinado	pˌɐldˌɐkɪnˈadʊ
balde	bˈɑldɨ
baldeadeira	bˌɑldɨɐdˈeɪɾɐ
baldeado	baldeˈadw
baldeador	bˌɐʊdˌeɐdˈoɹ
baldear	baʊdɨʔaɾ
baldeação	bˌɑldiɐsˈɐ̃ʊ̃
baldeação	bˌɑldˈiɐsˈɐ̃ʊ̃
baldes	baldʒs
baldes	bˈɑldɨʒ
baldini	bˌɑldinˈi
baldio	bˌɑldˈiʊ
baldios	bˌɑldˈiʊʒ
baldivieso	bˌɑldiviˈezʊ
baldoeiro	pˌɐldueɪɾʊ
baldoquim	baldokˈiŋ
baldrame	baldrɐ̃ɐ̃me
baldrocado	pˌɑldɹukˈadʊ
baldroqueiro	ˌɑldɹukˈeɪɾʊ
baldápi	baldaːpj
baleada	bˌɐliˈadɐ
baleadas	bˌɐliˈadɐʒ
baleado	balˈeɐdˈɔ
baleado	bˌɐliˈadʊ
baleados	bˌɐliˈadʊʒ
balear	balia
balear	bˌɐliˈaɹ
balearam	bˌɐliˈaɾɐ̃ʊ̃
baleeiro	balɨjro
balegões	balˈɛgõjʒ
baleia	balˈeʎa
baleia	bˌɐlˈeɪɐ
baleias	bˌɐlˈeɪɐʒ
baleio	balˈejo
baleira	balˈeɪɾɐ
baleiro	valiirʊ
balela	balera
balela	bˌɐlˈɛlɐ
balema	balena
balemas	balˈemˌɐʒ
balenciaga	bˌɐleɪŋsiˈagɐ
baleou	bˌɐlˈiuw
balesta	balest̪a
balesteiro	balˈestˈeɪɾˈɔ
balesteiros	balˈɛʃtˈɨjɾˈɔʒ
balestra	balest̪ɾa
balestre	bˌɐlˈɛʃtɹɨ
balestrero	bˌɐlɨʃtɹˈeɾʊ
balestrin	bˌɐlɨʃtɹˈin
baletômano	balɛtɔmano
balga	bau̯gɐ
balguesa	fˌɑlgˈezɐ
balhada	baʎadˈa
balhadeira	baʎɐdˈeɪɾɐ
balhadeiro	paʎadˈeɪɾʊ
balhadouro	baʎadouɾu
balhana	baliana
balharim	baʎaɾiŋ
balharote	balʲaɾotɨ
bali	balim
bali	bɐlˈi
baliado	balˈiɐdˈɔ
baliarda	baliaħda
balido	balˈido
balim	bɐlˈiŋ
balinha	bˌɐlˈiɲɐ
balir	vˈɐ̃liɹ
balistário	bˌɐʎiʃtˈaɾjʊ
baliza	bˌɐlˈizɐ
balizagem	bˌɐlizˈaʒˌeɪŋ
balizamento	balizamemtˈo
balizamento	bˌɐlizɐmˈeɪŋtʊ
balizar	bˌɐlizˈaɹ
balizas	balizes
balizeiro	balˈizˌeɪɾʊ
ball	bˈal
balladares	bˌɐlɐdˈaɾɨʒ
balladur	bˌɐlɐdˈuɹ
ballantines	bˌɐlɐ̃ŋtˈinɨʒ
balleroni	bˌɐlɨɾunˈi
ballets	bɐlˈetʒ
ballon	bɐlˈoŋ
balmaz	balmaj
balneabilidade	bˌɑlniˌɐbilidˈadɨ
balneário	bˌɑlnɨˈaɾjʊ
balneários	bˌɑlnɨˈaɾjʊʒ
baloba	baloa
baloches	falˈɔʃis
baloeiro	balueˈjɾu
balofo	bˌɐlˈofʊ
balofo	palofo
baloiçar	baloisaːr
baloiçoso	fɐlˈɔisˈɔzˈɔ
balona	falona
baloncesto	balonsistʊ
balonismo	balonʲismu
balonista	bˌɐlˈɔ̃ɲjstˈa
balordo	baːlordu
balota	palotˈa
balotada	bˌɐlˌutˈadɐ
balouçador	balˈossadˈoɾ
balouçante	balʊsante
balouço	balooso
balouçoso	pɐlˈowsˈozʊ
balsa	bˈɑlsɐ
balsameiro	bˌɐlsɐmˈeɪɾɐ
balsamináceo	bˌɑlsɐminˈaʃjʊ
balsamizar	ˌɐlsɐmizˈaɹ
balsamoide	balsamɔidɨ
balsamária	pˈalsɐmˈaɾiɐ
balsana	pˌɑlsˈɐ̃nɐ
balsar	balsas
balsas	bˈɑlsɐʒ
balseira	balseˈiɾˌɐ
balseiros	bˌɑlsˈeɪɾʊʒ
balselho	baʊsˈeʎʊ
balsemo	palsˈemʊ
balso	p̪aːlsʊ
balsâmea	bˌɐlsˈɐ̃mjɐ
balsâmeo	mˌɐlsˈɐ̃mjʊ
balsâmico	bˌɑlsˈɐ̃mikʊ
balta	bˈɑltɐ
baltar	bˌaʊtˈaɹ
baltazar	balt̪azas
baltazar	bˌɑltɐzˈaɹ
baltimore	bˌɑltimˈɔɾɨ
balu	bɐlˈu
baluarte	bˌɐluˈaɾətɨ
baluchases	valuʃazis
balugas	palugas
balzac	bˌɑlzˈak
balânico	balanːjkˈo
balão	balɐ̃ʊ̃
balão	balʊ
balão	balˈɐ̃ʊ̃
balão	bɐlˈɐ̃ʊ̃
balãozinho	bˌɐlˌɐ̃ʊ̃zˈiɲʊ
balço	bˈaʊsʊ
balé	balɛ
