ააბარგებს	aabaɾgebs
თეოლოგი	tʰeoɫogi
თეოლოგია	tʰeoɫogia
თეოლოგიურად	tʰeoɫogiuɾatʰ
თეოლოგიური	tʰeoɫogiuɾi
თეორბო	tʰeoɾbo
თეორემა	tʰeoɾema
თეორეტიკოსი	tʰeoɾetʼikʼosi
თეორია	tʰeoɾia
თეორიულად	tʰeoɾiuɫatʰ
თეორიული	tʰeoɾiuli
თეოსოფიური	tʰeosopʰiuɾi
თერაპევტი	tʰeɾapʼeftʼi
თერაპევტული	tʰeɾapʼeftʼuli
თერაპია	tʰeɾapʼia
თერთმეტი	tʰeɾtʰmetʼi
თერთმეტკუთხა	tʰeɾtʰmetʼkʼutʰχa
თერთმეტკუთხედი	tʰeɾtʰmetʼkʼutʰχedi
თერმობირთვული	tʰeɾmobiɾtʰʷuli
თერმოდინამიკა	tʰeɾmodinamikʼa
თერმოდინამიკული	tʰeɾmodinamikʼuli
თერმომეტრი	tʰeɾmometʼɾi
თერმოსი	tʰeɾmosi
თერმოსტატი	tʰeɾmostʼatʼi
თერმოსტატურად	tʰeɾmostʼatʼuɾatʰ
თერმოსფერო	tʰeɾmospʰeɾo
თერმულად	tʰeɾmuɫatʰ
თერმული	tʰeɾmuli
თერძი	tʰeɾdzi
თესავს	tʰesafs
თესალონიკი	tʰesaɫonikʼi
თესვა	tʰesʷa
თესლბრუნვა	tʰeslbɾunʷa
თესლდანთხევა	tʰesldantʰχeva
თექვსმეტი	tʰekʰʷsmetʼi
თექვსმეტკუთხა	tʰekʰʷsmetʼkʼutʰχa
თექვსმეტკუთხედი	tʰekʰʷsmetʼkʼutʰχedi
თვალაკი	tʰʷaɫakʼi
თვალახვეული	tʰʷaɫaχʷeuli
თვალთახედვა	tʰʷaltʰaχedʷa
თვალთმაქცობა	tʰʷaltʰmakʰtsʰoba
თვალი	tʰʷali
თვალნათლივ	tʰʷalnatʰliv
თვალსაზრისი	tʰʷalsazɾisi
თვალწარმტაცი	tʰʷaltsʼaɾmtʼatsʰi
თვარა	tʰʷaɾa
თვე	tʰʷe
თვითგამორკვევა	tʰʷitʰgamoɾkʼʷeva
თვითდაფასება	tʰʷitʰdapʰaseba
თვითდისკრიმინაცია	tʰʷitʰdiskʼɾiminatsʰia
თვითკმარად	tʰʷitʰkʼmaɾatʰ
თვითკმარი	tʰʷitʰkʼmaɾi
თვითკმარობა	tʰʷitʰkʼmaɾoba
თვითკმაყოფილად	tʰʷitʰkʼmaχʼopʰiɫatʰ
თვითკმაყოფილი	tʰʷitʰkʼmaχʼopʰili
თვითკონტროლი	tʰʷitʰkʼontʼɾoli
თვითმარქვია	tʰʷitʰmaɾkʰʷia
თვითმასწავლებელი	tʰʷitʰmastsʼavlebeli
თვითმომსახურება	tʰʷitʰmomsaχuɾeba
თვითმპყრობლურად	tʰʷitʰmpʼχʼɾobɫuɾatʰ
თვითმფრინავი	tʰʷitʰmpʰɾinavi
თვითნასწავლი	tʰʷitʰnastsʼavli
თვითნება	tʰʷitʰneba
თვითნებად	tʰʷitʰnebatʰ
თვითნებობა	tʰʷitʰneboba
თვითნებურად	tʰʷitʰnebuɾatʰ
თვითნებური	tʰʷitʰnebuɾi
თვითონ	tʰʷitʰon
თვითსიყვარული	tʰʷitʰsiχʼʷaɾuli
თვითსიძულვილი	tʰʷitʰsidzulʷili
თვისება	tʰʷiseba
თვისტომი	tʰʷistʼomi
თვიურად	tʰʷiuɾatʰ
თვიური	tʰʷiuɾi
თვლადი	tʰʷɫadi
თვლემა	tʰʷlema
თვრამეტი	tʰʷɾametʼi
თვრამეტკუთხედი	tʰʷɾametʼkʼutʰχedi
თიაქარი	tʰiakʰaɾi
თიბავს	tʰibafs
თიბვა	tʰibʷa
თივთიკი	tʰiftʰikʼi
თითბერი	tʰitʰbeɾi
თითბრისფერი	tʰitʰbɾispʰeɾi
თითისტარი	tʰitʰistʼaɾi
თინგი	tʰiŋgi
თინეიჯერი	tʰineidʒeɾi
თირი	tʰiɾi
თირკმელზედა	tʰiɾkʼmelzeda
თირკმელი	tʰiɾkʼmeli
თიურინგია	tʰiuɾiŋgia
თიხა	tʰiχa
თიხოვანი	tʰiχovani
თლა	tʰɫa
თოთხმეტი	tʰotʰχmetʼi
თოთხმეტკუთხა	tʰotʰχmetʼkʼutʰχa
თოთხმეტკუთხედი	tʰotʰχmetʼkʼutʰχedi
თორე	tʰoɾe
თორემ	tʰoɾem
თორი	tʰoɾi
თორიუმი	tʰoɾiumi
თორმეტი	tʰoɾmetʼi
თორმეტკუთხა	tʰoɾmetʼkʼutʰχa
თორმეტკუთხედი	tʰoɾmetʼkʼutʰχedi
თორნე	tʰoɾne
თორნიკე	tʰoɾnikʼe
თოფრა	tʰopʰɾa
თოფურია	tʰopʰuɾia
თოხი	tʰoχi
თოხლო	tʰoχɫo
თრგუნავს	tʰɾgunafs
თრევა	tʰɾeva
თრეილერი	tʰɾeileɾi
თრთვილი	tʰɾtʰʷili
თრთოლა	tʰɾtʰoɫa
თრიალეთი	tʰɾialetʰi
თრითინა	tʰɾitʰina
თრობა	tʰɾoba
თრომბი	tʰɾombi
თუთისფერი	tʰutʰispʰeɾi
თუთიყუში	tʰutʰiχʼuʃi
თულარი	tʰuɫaɾi
თუმცა	tʰumtsʰa
თუნდაც	tʰundatsʰ
თურინჯი	tʰuɾindʒi
თურმე	tʰuɾme
თურქეთად	tʰuɾkʰetʰatʰ
თურქეთი	tʰuɾkʰetʰi
თურქეთით	tʰuɾkʰetʰitʰ
თურქეთის	tʰuɾkʰetʰis
თურქეთმა	tʰuɾkʰetʰma
თურქეთს	tʰuɾkʰetʰs
თურქი	tʰuɾkʰi
თურქმენეთი	tʰuɾkʰmenetʰi
თურქული	tʰuɾkʰuli
თუშური	tʰuʃuɾi
თუშფალანგი	tʰuʃpʰaɫaŋgi
თქვა	tʰkʰʷa
თქვენ	tʰkʰʷen
თქვენთვის	tʰkʰʷentʰʷis
თქვენი	tʰkʰʷeni
თხა	tʰχa
თხევადი	tʰχevadi
თხელი	tʰχeli
თხელკანიანი	tʰχelkʼaniani
თხემი	tʰχemi
თხზავს	tʰχzafs
თხზულება	tʰχzuleba
თხილამური	tʰχiɫamuɾi
თხილი	tʰχili
თხლე	tʰχle
თხოვნა	tʰχovna
თხოვს	tʰχofs
თხრილი	tʰχɾili
თხრობა	tʰχɾoba
თხუთმეტი	tʰχutʰmetʼi
თხუთმეტკუთხა	tʰχutʰmetʼkʼutʰχa
თხუთმეტკუთხედი	tʰχutʰmetʼkʼutʰχedi
თხუნელა	tʰχuneɫa
ი	ɪ
იაგუარი	iaguaɾi
იავადმყოფებს	iavadmχʼopʰebs
იაკობ	iakʼopʰ
იანვარი	ianʷaɾi
იანკი	iaŋkʼi
იაპონიად	iapʼoniatʰ
იაპონოლოგია	iapʼonoɫogia
იაპონური	iapʼonuɾi
იარა	iaɾa
იარაღი	iaɾaʁi
იარდი	iaɾdi
იარენი	iaɾeni
იარლიყი	iaɾliχʼi
იაროსლავი	iaɾosɫavi
იარუსი	iaɾusi
იასამნისფერი	iasamnispʰeɾi
იაფად	iapʰatʰ
იაღლიში	iaʁliʃi
იახტა	iaχtʼa
იბერია	ibeɾia
იბიცა	ibitsʰa
იგავური	igavuɾi
იგი	jgi
იდაყვი	idaχʼʷi
იდეა	idea
იდეალიზაცია	idealizatsʰia
იდეალისტური	idealistʼuɾi
იდეალურად	ideaɫuɾatʰ
იდეალური	ideaɫuɾi
იდენტურად	identʼuɾatʰ
იდენტური	identʼuɾi
იდენტურობა	identʼuɾoba
იდეოგრამა	ideogɾama
იდეოლოგი	ideoɫogi
იდეოლოგია	ideoɫogia
იდეოლოგიურად	ideoɫogiuɾatʰ
იდეოლოგიური	ideoɫogiuɾi
იდილიური	idiliuɾi
იდიომატურად	idiomatʼuɾatʰ
იდიომატური	idiomatʼuɾi
იდიოტურად	idiotʼuɾatʰ
იდიოტური	idiotʼuɾi
იდუმალად	idumaɫatʰ
იეზუიტური	iezuitʼuɾi
იენს	jens
იერარქია	ieɾaɾkʰia
იერარქიული	ieɾaɾkʰiuli
იერიში	ieɾiʃi
იეროგლიფი	ieɾoglipʰi
იეროგლიფური	ieɾoglipʰuɾi
იერუსალიმი	ieɾusalimi
ივ	iv
ივანიშვილი	ivaniʃʷili
ივნისად	ivnisatʰ
იზაბელა	izabeɫa
იზმირი	izmiɾi
იზობარა	izobaɾa
იზოთერმი	izotʰeɾmi
იზოლატორი	izoɫatʼoɾi
იზოლაცია	izoɫatsʰia
იზოლაციონიზმი	izoɫatsʰionizmi
იზოლაციონისტი	izoɫatsʰionistʼi
იზოლაციონისტური	izoɫatsʰionistʼuɾi
ითესავს	itʰesafs
ითხოვს	itʰχofs
იისფერი	iispʰeɾi
ილაჯი	iɫadʒi
ილია	ilia
ილიას	iljas
ილოტი	iɫotʼi
ილუზიონისტი	iɫuzionistʼi
ილუზიური	iɫuziuɾi
ილუზორული	iɫuzoɾuli
ილუმინატორი	iɫuminatʼoɾi
ილუსტრატორი	iɫustʼɾatʼoɾi
ილუსტრაცია	iɫustʼɾatsʰia
იმ	im
იმალებიან	imalebian
იმამ	imam
იმარჯვებს	imaɾdʒʷebs
იმას	imas
იმდენად	imdenatʰ
იმედაშვილი	imedaʃʷili
იმედიანად	imedianatʰ
იმედისმომცემად	imedismomtsʰematʰ
იმეორებდა	imeoɾebda
იმერეთად	imeɾetʰatʰ
იმერეთი	imeɾetʰi
იმერეთით	imeɾetʰitʰ
იმერეთის	imeɾetʰis
იმერეთმა	imeɾetʰma
იმერეთს	imeɾetʰs
იმერელი	imeɾeli
იმერული	imeɾuli
იმერხევი	imeɾχevi
იმიგრანტი	imigɾantʼi
იმიერკავკასია	imieɾkʼafkʼasia
იმიტატორი	imitʼatʼoɾi
იმიტაცია	imitʼatsʰia
იმიტირება	imitʼiɾeba
იმიშლი	imiʃli
იმობილიზატორი	imobilizatʼoɾi
იმპერატორი	impʼeɾatʼoɾi
იმპერია	impʼeɾia
იმპერიად	impʼeɾiatʰ
იმპერიალიზმი	impʼeɾializmi
იმპერიალისტი	impʼeɾialistʼi
იმპერიამ	impʼeɾiam
იმპერიას	impʼeɾias
იმპერიით	impʼeɾiitʰ
იმპერიის	impʼeɾiis
იმპერიული	impʼeɾiuli
იმპიჩმენტი	impʼitʃʰmentʼi
იმპორტერი	impʼoɾtʼeɾi
იმპორტი	impʼoɾtʼi
იმპოტენცია	impʼotʼentsʰia
იმპრესარიო	impʼɾesaɾio
იმპრესიონიზმი	impʼɾesionizmi
იმპროვიზაცია	impʼɾovizatsʰia
იმპროვიზებულად	impʼɾovizebuɫatʰ
იმპულსურად	impʼulsuɾatʰ
იმპულსური	impʼulsuɾi
იმპულსურობა	impʼulsuɾoba
იმუნიზაცია	imunizatsʰia
იმუნოლოგია	imunoɫogia
იმუშავა	imuʃava
იმღერებდეს	imʁeɾebdes
ინაუგურაცია	inauguɾatsʰia
ინაშვილი	inaʃʷili
ინგლისელი	iŋgliseli
ინგლისი	iŋglisi
ინგლისის	iŋglisis
ინგლისმა	iŋglisma
ინგლისს	iŋgliss
ინგლისური	iŋglisuɾi
ინგრედიენტი	iŋgɾedientʼi
ინგუშეთი	iŋguʃetʰi
ინგუში	iŋguʃi
ინდაური	indauɾi
ინდიგოსფერი	indigospʰeɾi
ინდივიდუალურად	individuaɫuɾatʰ
ინდიკატორი	indikʼatʼoɾi
ინდიფერენტულად	indipʰeɾentʼuɫatʰ
ინდიფერენტული	indipʰeɾentʼuli
ინდოეთად	indoetʰatʰ
ინდონეზიური	indoneziuɾi
ინდოჩინეთი	indotʃʰinetʰi
ინდური	induɾi
ინდუსტრია	industʼɾia
ინდუსტრიალიზაცია	industʼɾializatsʰia
ინდუსტრიული	industʼɾiuli
ინდუსური	indusuɾi
ინდუქტორი	indukʰtʼoɾi
ინერტული	ineɾtʼuli
ინერტულობა	ineɾtʼuɫoba
ინერცია	ineɾtsʰia
ინვალიდის	inʷalidis
ინვალიდობა	inʷalidoba
ინვენტარი	inʷentʼaɾi
ინვერსია	inʷeɾsia
ინიციალები	initsʰialebi
ინიციატივა	initsʰiatʼiva
ინკვიზიტორი	iŋkʼʷizitʼoɾi
ინკვიზიცია	iŋkʼʷizitsʰia
ინკვიზიციური	iŋkʼʷizitsʰiuɾi
ინკრუსტაცია	iŋkʼɾustʼatsʰia
ინკუბატორი	iŋkʼubatʼoɾi
ინკუბაცია	iŋkʼubatsʰia
ინჟინერი	inʒineɾi
ინჟინერია	inʒineɾia
ინსპექტორი	inspʼekʰtʼoɾi
ინსტინქტი	instʼiŋkʰtʼi
ინსტინქტურად	instʼiŋkʰtʼuɾatʰ
ინსტინქტური	instʼiŋkʰtʼuɾi
ინსტიტუტად	instʼitʼutʼatʰ
ინსტრუმენტი	instʼɾumentʼi
ინსტრუქტაჟი	instʼɾukʰtʼaʒi
ინსტრუქტორი	instʼɾukʰtʼoɾi
ინსტრუქციულად	instʼɾukʰtsʰiuɫatʰ
ინსტრუქციული	instʼɾukʰtsʰiuli
ინტეგრაცია	intʼegɾatsʰia
ინტელექტუალურად	intʼelekʰtʼuaɫuɾatʰ
ინტელექტუალური	intʼelekʰtʼuaɫuɾi
ინტელიგენცია	intʼeligentsʰia
ინტენსიურად	intʼensiuɾatʰ
ინტენსიური	intʼensiuɾi
ინტერესი	intʼeɾesi
ინტერვენცია	intʼeɾʷentsʰia
ინტერვენციონისტი	intʼeɾʷentsʰionistʼi
ინტერვენციონისტული	intʼeɾʷentsʰionistʼuli
ინტერვიუ	intʼeɾʷiu
ინტერვიუერი	intʼeɾʷiueɾi
ინტერიერი	intʼeɾieɾi
ინტერმედია	intʼeɾmedia
ინტერნაციონალიზმი	intʼeɾnatsʰionalizmi
ინტერნაციონალურად	intʼeɾnatsʰionaɫuɾatʰ
ინტერნეტი	intʼeɾnetʼi
ინტერპელაცია	intʼeɾpʼeɫatsʰia
ინტერპოლაცია	intʼeɾpʼoɫatsʰia
ინტიმურად	intʼimuɾatʰ
ინტიმური	intʼimuɾi
ინტონაცია	intʼonatsʰia
ინტრავენურად	intʼɾavenuɾatʰ
ინტრავენური	intʼɾavenuɾi
ინტრიგა	intʼɾiga
ინტრიგანი	intʼɾigani
ინტუიცია	intʼuitsʰia
ინტუიციურად	intʼuitsʰiuɾatʰ
ინტუიციური	intʼuitsʰiuɾi
ინფანტილური	inpʰantʼiɫuɾi
ინფექცია	inpʰekʰtsʰia
ინფექციურად	inpʰekʰtsʰiuɾatʰ
ინფექციური	inpʰekʰtsʰiuɾi
ინფილტრაცია	inpʰiltʼɾatsʰia
ინფლაცია	inpʰɫatsʰia
ინფლაციური	inpʰɫatsʰiuɾi
ინფლუენსერი	inpʰɫuenseɾi
ინფორმატიულად	inpʰoɾmatʼiuɫatʰ
ინფორმატიული	inpʰoɾmatʼiuli
ინფორმატორი	inpʰoɾmatʼoɾi
ინფორმაცია	inpʰoɾmatsʰia
ინფორმაციული	inpʰoɾmatsʰiuli
