Ⴀ	ɑ
გაწითლება	ɡ̊atsʼitʰleba
გაწიწმატდება	ɡ̊atsʼitsʼmatʼdeba
გაწიწმატება	ɡ̊atsʼitsʼmatʼeba
გაწონასწორებულად	ɡ̊atsʼonastsʼoɾebuɫatʰ
გაწყალებული	ɡ̊atsʼχʼalebuli
გაჭყლეტილი	ɡ̊atʃʼχʼletʼili
გახარებულად	ɡ̊aχaɾebuɫatʰ
გახდომა	ɡ̊aχdoma
გახევებულად	ɡ̊aχevebuɫatʰ
გახლდათ	ɡ̊aχldatʰ
გახმაურებულად	ɡ̊aχmauɾebuɫatʰ
გახნის	ɡ̊aχnis
გახსნა	ɡ̊aχsna
გახსნილობა	ɡ̊aχsniɫoba
გაჯერებული	ɡ̊adʒeɾebuli
გდება	ɡ̊deba
გეგეჭკორი	ɡ̊eɡetʃʼkʼoɾi
გეგმა	ɡ̊eɡma
გეგმავს	ɡ̊eɡmafs
გეგმილი	ɡ̊eɡmili
გედი	ɡ̊edi
გეთაყვა	ɡ̊etʰaχʼʷa
გეი	ɡ̊ei
გეიზერი	ɡ̊eizeɾi
გეიმერი	ɡ̊eimeɾi
გეიშა	ɡ̊eiʃa
გელა	ɡ̊eɫa
გელაქნური	ɡ̊eɫakʰnuɾi
გელაშვილი	ɡ̊eɫaʃʷili
გემბანი	ɡ̊embani
გემზე	ɡ̊emze
გემი	ɡ̊emi
გემო	ɡ̊emo
გემოვნება	ɡ̊emovneba
გემოვნებიანი	ɡ̊emovnebiani
გემოვნებით	ɡ̊emovnebitʰ
გემრიელად	ɡ̊emɾieɫatʰ
გემრიელი	ɡ̊emɾieli
გენაცვალე	ɡ̊enatsʰʷale
გენდერი	ɡ̊endeɾi
გენდერული	ɡ̊endeɾuli
გენეალოგია	ɡ̊eneaɫoɡia
გენეალოგიურად	ɡ̊eneaɫoɡiuɾatʰ
გენეალოგიური	ɡ̊eneaɫoɡiuɾi
გენერალი	ɡ̊eneɾali
გენერატორი	ɡ̊eneɾatʼoɾi
გენერაციული	ɡ̊eneɾatsʰiuli
გენეტიკა	ɡ̊enetʼikʼa
გენეტიკოსი	ɡ̊enetʼikʼosi
გენეტიკურად	ɡ̊enetʼikʼuɾatʰ
გენეტიკური	ɡ̊enetʼikʼuɾi
გენი	ɡ̊eni
გენიტალური	ɡ̊enitʼaɫuɾi
გენოციდი	ɡ̊enotsʰidi
გენუა	ɡ̊enua
გეოგრაფი	ɡ̊eoɡɾapʰi
გეოგრაფია	ɡ̊eoɡɾapʰia
გეოგრაფიულად	ɡ̊eoɡɾapʰiuɫatʰ
გეოგრაფიული	ɡ̊eoɡɾapʰiuli
გეოეკონომიკა	ɡ̊eoekʼonomikʼa
გეოლოგი	ɡ̊eoɫoɡi
გეოლოგია	ɡ̊eoɫoɡia
გეოლოგიურად	ɡ̊eoɫoɡiuɾatʰ
გეოლოგიური	ɡ̊eoɫoɡiuɾi
გეომეტრია	ɡ̊eometʼɾia
გეომეტრიულად	ɡ̊eometʼɾiuɫatʰ
გეომეტრიული	ɡ̊eometʼɾiuli
გეომორფოლოგია	ɡ̊eomoɾpʰoɫoɡia
გეომორფოლოგიური	ɡ̊eomoɾpʰoɫoɡiuɾi
გეოპოლიტიკა	ɡ̊eopʼolitʼikʼa
გეოპოლიტიკურად	ɡ̊eopʼolitʼikʼuɾatʰ
გეოპოლიტიკური	ɡ̊eopʼolitʼikʼuɾi
გეორგინა	ɡ̊eoɾɡina
გეოფიზიკა	ɡ̊eopʰizikʼa
გეოფიზიკური	ɡ̊eopʰizikʼuɾi
გეოცენტრული	ɡ̊eotsʰentʼɾuli
გერასიმე	ɡ̊eɾasime
გერბი	ɡ̊eɾbi
გერი	ɡ̊eɾi
გერმანელი	ɡ̊eɾmaneli
გერმანია	ɡ̊eɾmania
გერმანიად	ɡ̊eɾmaniatʰ
გერმანიამ	ɡ̊eɾmaniam
გერმანიას	ɡ̊eɾmanias
გერმანიით	ɡ̊eɾmaniitʰ
გერმანიის	ɡ̊eɾmaniis
გერმანიკული	ɡ̊eɾmanikʼuli
გერმანისტიკა	ɡ̊eɾmanistʼikʼa
გერმანიუმი	ɡ̊eɾmaniumi
გერმანული	ɡ̊eɾmanuli
გესლიანად	ɡ̊eslianatʰ
გესლიანი	ɡ̊esliani
გეტებორგი	ɡ̊etʼeboɾɡi
გეტო	ɡ̊etʼo
გეხმაურები	ɡ̊eχmauɾebi
გვაკლიხართ	ɡ̊ʷakʼliχaɾtʰ
გვალვა	ɡ̊ʷalʷa
გვალვიანობა	ɡ̊ʷalʷianoba
გვამი	ɡ̊ʷami
გვანცა	ɡ̊ʷantsʰa
გვარად	ɡ̊ʷaɾatʰ
გვარები	ɡ̊ʷaɾebi
გვარი	ɡ̊ʷaɾi
გვარით	ɡ̊ʷaɾitʰ
გვარის	ɡ̊ʷaɾis
გვარლი	ɡ̊ʷaɾli
გვარმა	ɡ̊ʷaɾma
გვარს	ɡ̊ʷaɾs
გვარჯილა	ɡ̊ʷaɾdʒiɫa
გვატემალა	ɡ̊ʷatʼemaɫa
გვაქ	ɡ̊ʷakʰ
გვაქვს	ɡ̊ʷakʰʷs
გვბრდღვნი	ɡ̊ʷbɾdʁʷni
გვბრდღვნის	ɡ̊ʷbɾdʁʷnis
გველგესლა	ɡ̊ʷelɡesɫa
გველეშაპი	ɡ̊ʷeleʃapʼi
გველთევზა	ɡ̊ʷeltʰevza
გველი	ɡ̊ʷeli
გველური	ɡ̊ʷeɫuɾi
გვერდად	ɡ̊ʷeɾdatʰ
გვერდზე	ɡ̊ʷeɾdze
გვერდი	ɡ̊ʷeɾdi
გვერდით	ɡ̊ʷeɾditʰ
გვერდითი	ɡ̊ʷeɾditʰi
გვერდის	ɡ̊ʷeɾdis
გვერდმა	ɡ̊ʷeɾdma
გვერდს	ɡ̊ʷeɾds
გვერდულად	ɡ̊ʷeɾduɫatʰ
გვიან	ɡ̊ʷian
გვიანი	ɡ̊ʷiani
გვიმრა	ɡ̊ʷimɾa
გვიმრები	ɡ̊ʷimɾebi
გვინეა	ɡ̊ʷinea
გვინეური	ɡ̊ʷineuɾi
გვირაბი	ɡ̊ʷiɾabi
გვირგვინი	ɡ̊ʷiɾɡʷini
გვირილა	ɡ̊ʷiɾiɫa
გვის	ɡ̊ʷis
გვრიტი	ɡ̊ʷɾitʼi
გვფრცქვნი	ɡ̊ʷpʰɾtsʰkʰʷni
გვფრცქვნით	ɡ̊ʷpʰɾtsʰkʰʷnitʰ
გვქონდა	ɡ̊ʷkʰonda
გვშია	ɡ̊ʷʃia
გვწვრთნი	ɡ̊ʷtsʼʷɾtʰni
გვწყურია	ɡ̊ʷtsʼχʼuɾia
გზა	ɡ̊za
გზად	ɡ̊zatʰ
გზაზე	ɡ̊zaze
გზამ	ɡ̊zam
გზამკვლევი	ɡ̊zamkʼʷlevi
გზას	ɡ̊zas
გზასაცდენილი	ɡ̊zasatsʰdenili
გზატკეცილი	ɡ̊zatʼkʼetsʰili
გზებს	ɡ̊zebs
გზით	ɡ̊zitʰ
გზის	ɡ̊zis
გზისპირი	ɡ̊zispʼiɾi
გთხოვ	ɡ̊tʰχov
გთხოვთ	ɡ̊tʰχoftʰ
გია	ɡ̊ia
გიბონი	ɡ̊iboni
გიბრალტარი	ɡ̊ibɾaltʼaɾi
გიგაბაიტი	ɡ̊iɡabaitʼi
გიგანტური	ɡ̊iɡantʼuɾi
გივი	ɡ̊ivi
გიზგიზი	ɡ̊izɡizi
გიზო	ɡ̊izo
გილდია	ɡ̊ildia
გილიოტინა	ɡ̊iliotʼina
გილოცავ	ɡ̊iɫotsʰav
გილოცავთ	ɡ̊iɫotsʰaftʰ
გიმნი	ɡ̊imni
გინახულებ	ɡ̊inaχulepʰ
გინდ	ɡ̊intʰ
გინდა	ɡ̊inda
გინეა	ɡ̊inea
გინება	ɡ̊ineba
გინეკოლოგი	ɡ̊inekʼoɫoɡi
გინეკოლოგია	ɡ̊inekʼoɫoɡia
გიო	ɡ̊io
გიორბელიძე	ɡ̊ioɾbelidze
გიორგად	ɡ̊ioɾɡatʰ
გიორგაძე	ɡ̊ioɾɡadze
გიორგი	ɡ̊ioɾɡi
გიორგით	ɡ̊ioɾɡitʰ
გიორგის	ɡ̊ioɾɡis
გიჟი	ɡ̊iʒi
გიჟივით	ɡ̊iʒivitʰ
გიჟურად	ɡ̊iʒuɾatʰ
გიჟური	ɡ̊iʒuɾi
გირაგი	ɡ̊iɾaɡi
გირაო	ɡ̊iɾao
გირლანდა	ɡ̊iɾɫanda
გისმენთ	ɡ̊ismentʰ
გისოსი	ɡ̊isosi
გისურვებთ	ɡ̊isuɾʷebtʰ
გიტარა	ɡ̊itʼaɾa
გიტარისტი	ɡ̊itʼaɾistʼi
გიშერი	ɡ̊iʃeɾi
გიშველის	ɡ̊iʃʷelis
გლადიატორი	ɡ̊ɫadiatʼoɾi
გლადიოლუსი	ɡ̊ɫadioɫusi
გლაზგო	ɡ̊ɫazɡo
გლანდები	ɡ̊ɫandebi
გლანდი	ɡ̊ɫandi
გლაუკომა	ɡ̊ɫaukʼoma
გლერტა	ɡ̊leɾtʼa
გლეხები	ɡ̊leχebi
გლეხი	ɡ̊leχi
გლეხობა	ɡ̊leχoba
გლეჯა	ɡ̊ledʒa
გლეჯს	ɡ̊ledʒs
გლიცერინი	ɡ̊litsʰeɾini
გლობალური	ɡ̊ɫobaɫuɾi
გლუვად	ɡ̊ɫuvatʰ
გლუვი	ɡ̊ɫuvi
გლუკოზა	ɡ̊ɫukʼoza
გმადლობ	ɡ̊madɫopʰ
გმადლობთ	ɡ̊madɫobtʰ
გმანავს	ɡ̊manafs
გმირი	ɡ̊miɾi
გმირობა	ɡ̊miɾoba
გმირულად	ɡ̊miɾuɫatʰ
გმირული	ɡ̊miɾuli
გნახავ	ɡ̊naχav
გნდე	ɡ̊nde
გნებავთ	ɡ̊nebaftʰ
გნიასი	ɡ̊niasi
გნოლი	ɡ̊noli
გნომი	ɡ̊nomi
გობელენი	ɡ̊obeleni
გობი	ɡ̊obi
გობლინი	ɡ̊oblini
გოგა	ɡ̊oɡa
გოგაშვილი	ɡ̊oɡaʃʷili
გოგირდი	ɡ̊oɡiɾdi
გოგირდისფერი	ɡ̊oɡiɾdispʰeɾi
გოგირდმჟავა	ɡ̊oɡiɾdmʒava
გოგო	ɡ̊oɡo
გოგოდ	ɡ̊oɡotʰ
გოგოებად	ɡ̊oɡoebatʰ
გოგოები	ɡ̊oɡoebi
გოგოებით	ɡ̊oɡoebitʰ
გოგოების	ɡ̊oɡoebis
გოგოებმა	ɡ̊oɡoebma
გოგოებო	ɡ̊oɡoebo
გოგოებს	ɡ̊oɡoebs
გოგოვ	ɡ̊oɡov
გოგოთ	ɡ̊oɡotʰ
გოგომ	ɡ̊oɡom
გოგონა	ɡ̊oɡona
გოგონი	ɡ̊oɡoni
გოგონო	ɡ̊oɡono
გოგორა	ɡ̊oɡoɾa
გოგოს	ɡ̊oɡos
გოგრა	ɡ̊oɡɾa
გოდოლი	ɡ̊odoli
გოდორი	ɡ̊odoɾi
გოზალიშვილი	ɡ̊ozaliʃʷili
გოზინაყი	ɡ̊ozinaχʼi
გოთვერანი	ɡ̊otʰʷeɾani
გოთი	ɡ̊otʰi
გოიმი	ɡ̊oimi
გოლგოთა	ɡ̊olɡotʰa
გოლი	ɡ̊oli
გოლიათი	ɡ̊oliatʰi
გოლფი	ɡ̊olpʰi
გომბეშო	ɡ̊ombeʃo
გომი	ɡ̊omi
გომიაშვილი	ɡ̊omiaʃʷili
გომური	ɡ̊omuɾi
გონაშვილი	ɡ̊onaʃʷili
გონგი	ɡ̊oŋɡi
გონდვანა	ɡ̊ondʷana
გონდოლა	ɡ̊ondoɫa
გონდოლიერი	ɡ̊ondolieɾi
გონება	ɡ̊oneba
გონებაგახსნილი	ɡ̊onebaɡaχsnili
გონებადაფანტულად	ɡ̊onebadapʰantʼuɫatʰ
გონებამახვილურად	ɡ̊onebamaχʷiɫuɾatʰ
გონებაშეზღუდულად	ɡ̊onebaʃezʁuduɫatʰ
გონებაჩლუნგად	ɡ̊onebatʃʰɫuŋɡatʰ
გონებაჩლუნგი	ɡ̊onebatʃʰɫuŋɡi
გონებით	ɡ̊onebitʰ
გონებრივად	ɡ̊onebɾivatʰ
გონებრივი	ɡ̊onebɾivi
გონიერება	ɡ̊onieɾeba
გონიერი	ɡ̊onieɾi
გონივრულად	ɡ̊onivɾuɫatʰ
გონივრული	ɡ̊onivɾuli
გონივრულობა	ɡ̊onivɾuɫoba
გონიო	ɡ̊onio
გონორეა	ɡ̊onoɾea
გორა	ɡ̊oɾa
გორგალი	ɡ̊oɾɡali
გორგოლაჭი	ɡ̊oɾɡoɫatʃʼi
გორდონი	ɡ̊oɾdoni
გორი	ɡ̊oɾi
გორილა	ɡ̊oɾiɫa
გორკი	ɡ̊oɾkʼi
გოროვანი	ɡ̊oɾovani
გოჩა	ɡ̊otʃʰa
გოჭი	ɡ̊otʃʼi
გოჯი	ɡ̊odʒi
გპასუხობდი	ɡ̊pʼasuχobdi
გრაგნილი	ɡ̊ɾaɡnili
გრადაცია	ɡ̊ɾadatsʰia
გრადუსი	ɡ̊ɾadusi
გრავიტაცია	ɡ̊ɾavitʼatsʰia
გრავიტაციული	ɡ̊ɾavitʼatsʰiuli
გრავიურა	ɡ̊ɾaviuɾa
გრამატიკა	ɡ̊ɾamatʼikʼa
გრამატიკოსი	ɡ̊ɾamatʼikʼosi
გრამატიკულად	ɡ̊ɾamatʼikʼuɫatʰ
გრამატიკული	ɡ̊ɾamatʼikʼuli
გრამი	ɡ̊ɾami
გრამოფონი	ɡ̊ɾamopʰoni
გრანდიოზულად	ɡ̊ɾandiozuɫatʰ
გრანდიოზული	ɡ̊ɾandiozuli
გრანიტი	ɡ̊ɾanitʼi
გრანულარული	ɡ̊ɾanuɫaɾuli
გრაფიკი	ɡ̊ɾapʰikʼi
გრაფიკულად	ɡ̊ɾapʰikʼuɫatʰ
გრაფიკული	ɡ̊ɾapʰikʼuli
გრაფინი	ɡ̊ɾapʰini
გრაფიტი	ɡ̊ɾapʰitʼi
გრაცია	ɡ̊ɾatsʰia
გრაციოზულად	ɡ̊ɾatsʰiozuɫatʰ
გრაციოზული	ɡ̊ɾatsʰiozuli
გრგვინვა	ɡ̊ɾɡʷinʷa
გრდემლი	ɡ̊ɾdemli
გრეგი	ɡ̊ɾeɡi
გრეგორი	ɡ̊ɾeɡoɾi
გრეიპფრუტი	ɡ̊ɾeipʼpʰɾutʼi
გრენადა	ɡ̊ɾenada
გრენადერი	ɡ̊ɾenadeɾi
გრენადილი	ɡ̊ɾenadili
გრეჩიხა	ɡ̊ɾetʃʰiχa
გრეხა	ɡ̊ɾeχa
გრიგალი	ɡ̊ɾiɡali
გრიგოლ	ɡ̊ɾiɡol
გრიგოლი	ɡ̊ɾiɡoli
გრილა	ɡ̊ɾiɫa
გრილად	ɡ̊ɾiɫatʰ
გრილი	ɡ̊ɾili
გრიმასა	ɡ̊ɾimasa
გრიმი	ɡ̊ɾimi
გრინვიჩი	ɡ̊ɾinʷitʃʰi
გრიპი	ɡ̊ɾipʼi
გრიფი	ɡ̊ɾipʰi
გრიფონი	ɡ̊ɾipʰoni
გროტესკი	ɡ̊ɾotʼeskʼi
გროტესკულად	ɡ̊ɾotʼeskʼuɫatʰ
გროტესკული	ɡ̊ɾotʼeskʼuli
გრუნტი	ɡ̊ɾuntʼi
გრუშა	ɡ̊ɾuʃa
გრუხუნი	ɡ̊ɾuχuni
გრუხუნით	ɡ̊ɾuχunitʰ
გრძედი	ɡ̊ɾdzedi
გრძელვადიანი	ɡ̊ɾdzelʷadiani
გრძელი	ɡ̊ɾdzeli
გრძელტალღიანი	ɡ̊ɾdzeltʼalʁiani
გრძელტალღური	ɡ̊ɾdzeltʼalʁuɾi
გრძელფეხა	ɡ̊ɾdzelpʰeχa
გრძელცხვირა	ɡ̊ɾdzeltsʰχʷiɾa
გრძივად	ɡ̊ɾdzivatʰ
გრძივი	ɡ̊ɾdzivi
გრძნება	ɡ̊ɾdzneba
გრძნეულება	ɡ̊ɾdzneuleba
გრძნეული	ɡ̊ɾdzneuli
გრძნობა	ɡ̊ɾdznoba
გრძნობადად	ɡ̊ɾdznobadatʰ
გრძნობადი	ɡ̊ɾdznobadi
გრძნობადობა	ɡ̊ɾdznobadoba
გრძნობენ	ɡ̊ɾdznoben
გრძნობთ	ɡ̊ɾdznobtʰ
გრძნობს	ɡ̊ɾdznobs
გსურთ	ɡ̊suɾtʰ
გტკივა	ɡ̊tʼkʼiva
გუამი	ɡ̊uami
გუაში	ɡ̊uaʃi
გუბ	ɡ̊upʰ
გუბერნატორი	ɡ̊ubeɾnatʼoɾi
გუგა	ɡ̊uɡa
გუგლი	ɡ̊uɡli
გუგული	ɡ̊uɡuli
გუგუშვილი	ɡ̊uɡuʃʷili
გუდა	ɡ̊uda
გუდასტვირი	ɡ̊udastʼʷiɾi
გუდაუთა	ɡ̊udautʰa
გუდაწვერი	ɡ̊udatsʼʷeɾi
გუთანი	ɡ̊utʰani
გუთები	ɡ̊utʰebi
გუთნისდედა	ɡ̊utʰnisdeda
გუთური	ɡ̊utʰuɾi
გულაბი	ɡ̊uɫabi
გულაგი	ɡ̊uɫaɡi
გულადი	ɡ̊uɫadi
გულახდილად	ɡ̊uɫaχdiɫatʰ
გულახდილი	ɡ̊uɫaχdili
გულახდილობა	ɡ̊uɫaχdiɫoba
გულგამგმირავად	ɡ̊ulɡamɡmiɾavatʰ
გულგასახეთქი	ɡ̊ulɡasaχetʰkʰi
გულგატეხილად	ɡ̊ulɡatʼeχiɫatʰ
გულგატეხილი	ɡ̊ulɡatʼeχili
გულგაწყალებული	ɡ̊ulɡatsʼχʼalebuli
გულგრილად	ɡ̊ulɡɾiɫatʰ
გულგრილი	ɡ̊ulɡɾili
გულგრილობა	ɡ̊ulɡɾiɫoba
გულდასაწყვეტად	ɡ̊uldasatsʼχʼʷetʼatʰ
გულდენი	ɡ̊uldeni
გულთბილი	ɡ̊ultʰbili
გული	ɡ̊uli
გულიაში	ɡ̊uliaʃi
გულითადად	ɡ̊ulitʰadatʰ
გულითადი	ɡ̊ulitʰadi
გულითადობა	ɡ̊ulitʰadoba
გულისამრევად	ɡ̊ulisamɾevatʰ
გულისპირი	ɡ̊ulispʼiɾi
გულისრევა	ɡ̊ulisɾeva
გულისრევამდე	ɡ̊ulisɾevamde
გულისცემა	ɡ̊ulistsʰema
გულისწვა	ɡ̊ulistsʼʷa
გულკეთილი	ɡ̊ulkʼetʰili
გულკეთილობა	ɡ̊ulkʼetʰiɫoba
გულმავიწყად	ɡ̊ulmavitsʼχʼatʰ
გულმავიწყი	ɡ̊ulmavitsʼχʼi
გულმავიწყობა	ɡ̊ulmavitsʼχʼoba
გულმკერდი	ɡ̊ulmkʼeɾdi
გულმოდგინე	ɡ̊ulmodɡine
გულმოდგინება	ɡ̊ulmodɡineba
გულმოდგინედ	ɡ̊ulmodɡinetʰ
გულმოწყალება	ɡ̊ulmotsʼχʼaleba
გულმოწყალედ	ɡ̊ulmotsʼχʼaletʰ
გულოვანი	ɡ̊uɫovani
გულსაფარი	ɡ̊ulsapʰaɾi
გულუბრყვილო	ɡ̊uɫubɾχʼʷiɫo
გულუბრყვილოდ	ɡ̊uɫubɾχʼʷiɫotʰ
გულუხვად	ɡ̊uɫuχʷatʰ
გულუხვი	ɡ̊uɫuχʷi
გულუხვობა	ɡ̊uɫuχʷoba
გულფიცხი	ɡ̊ulpʰitsʰχi
