aakkonen	ˈɑɑkkonen
apologeetta	ˈɑpoloˌgeettɑ
apologeettinen	ˈɑpoloˌgeettinen
apologia	ˈɑpoˌlogiɑ
apoptoosi	ˈɑpopˌtoosi
apostoli	ˈɑposˌtoli
apostolinen	ˈɑposˌtolinen
apostolinkyyti	ˈɑpostoˌlinkyyti
apotti	ˈɑpotti
appaa	ˈɑppɑɑ
apparaatti	ˈɑppɑˌrɑɑtti
appela	ˈɑppelɑ
appellatiivi	ˈɑppellɑˌtiivi
appelsiini	ˈɑppelˌsiini
appelsiinimarmeladi	ˈɑppelˌsiiniˌmɑrmeˌlɑdi
appelsiinimehu	ˈɑppelˌsiiniˌmehu
appelsiininkuori	ˈɑppelˌsiininˌkuori
appelsiinipuu	ˈɑppelˌsiinipuu
appenzeller	ˈɑppenˌzeller
appenzellerjuusto	ˈɑppenˌzellerˌjuusto
appi	ˈɑppi
appiukko	ˈɑppiˌukko
appivanhemmat	ˈɑppiˌvɑnhemmɑt
applikaatio	ˈɑppliˌkɑɑtio
applikoida	ˈɑppliˌkoidɑ
applikointi	ˈɑppliˌkointi
apposen	ˈɑpposen
apposet	ˈɑpposet
appositio	ˈɑppoˌsitio
approbatur-arvosana	ˈɑpproˌbɑtuˌrɑrvoˌsɑnɑ
approbatur	ˈɑpproˌbɑtur
approbaturtentti	ˈɑpprobɑˌturtentti
aprikoida	ˈɑpriˌkoidɑ
aprikointi	ˈɑpriˌkointi
aprikoosi	ˈɑpriˌkoosi
aprikoosipuu	ˈɑpriˌkoosipuu
aprillata	ˈɑprilˌlɑtɑ
aprillaus	ˈɑprilˌlɑus
aprilli	ˈɑprilli
aprillipäivä	ˈɑprilliˌpæivæ
aprillipila	ˈɑprilˌlipilɑ
apriorinen	ˈɑpriˌorinen
apriorisesti	ˈɑpriˌoriˌsesti
apriorisuus	ˈɑpriˌorisuus
apro	ˈɑpro
apropoo	ˈɑpropoo
apteekkari	ˈɑpteekˌkɑri
apteekki	ˈɑpteekki
apteekkilaitos	ˈɑpteekkiˌlɑitos
apteekkiliike	ˈɑpteekkiˌliike
apteekkineuvos	ˈɑpteekkiˌneuvos
apteekkioikeus	ˈɑpteekkiˌoikeus
apteekkitavara	ˈɑpteekˌkitɑˌvɑrɑ
apu	ˈɑpu
apuharvennus	ˈɑpuˌhɑrvennus
apuhoitaja	ˈɑpuˌhoitɑjɑ
apujoukko	ˈɑpujoˌukko
apukeino	ˈɑpuˌkeino
apukeittiö	ˈɑpuˌkeittiø
apukoulu	ˈɑpuˌkoulu
apulainen	ˈɑpuˌlɑinen
apulais-	ˈɑpulɑis
apulaisjohtaja	ˈɑpuˌlɑisjohˌtɑjɑ
apulaiskaupunginjohtaja	ˈɑpuˌlɑiskɑuˌpunginˌjohtɑjɑ
apulaislääkäri	ˈɑpuˌlɑislææˌkæri
apulaisoikeusasiamies	ˈɑpuˌlɑisoiˌkeusɑˌsiɑmies
apulaisoikeuskansleri	ˈɑpuˌlɑisoikeˌuskɑnsˌleri
apulaispääsihteeri	ˈɑpuˌlɑispææsihˌteeri
apulaisprofessori	ˈɑpuˌlɑisproˌfessori
apulaistutkija	ˈɑpuˌlɑistutˌkijɑ
apulannoite	ˈɑpulɑnˌnoite
apulanta	ˈɑpuˌlɑntɑ
apumies	ˈɑpumies
apumoottori	ˈɑpuˌmoottori
apuneuvo	ˈɑpuˌneuvo
apupisto	ˈɑpuˌpisto
apuraha	ˈɑpuˌrɑhɑ
apurahasto	ˈɑpurɑˌhɑsto
apuri	ˈɑpuri
apusana	ˈɑpuˌsɑnɑ
aputaso	ˈɑpuˌtɑso
aputyövoima	ˈɑpuˌtyøvoimɑ
apuväline	ˈɑpuˌvæline
apuverbi	ˈɑpuˌverbi
apuviiva	ˈɑpuˌviivɑ
apuvoima	ˈɑpuˌvoimɑ
a-pylväs	ˈɑpylvæs
arabeski	ˈɑrɑˌbeski
arabia	ˈɑrɑˌbiɑ
arabialainen	ˈɑrɑˌbiɑˌlɑinen
arabian	ˈɑrɑˌbiɑn
arabianhevonen	ˈɑrɑbiˌɑnheˌvonen
arabi	ˈɑrɑbi
arabikumi	ˈɑrɑˌbikumi
arabimaa	ˈɑrɑˌbimɑɑ
arabisti	ˈɑrɑˌbisti
arabistiikka	ˈɑrɑbisˌtiikkɑ
arabivaltio	ˈɑrɑbiˌvɑltio
ärähdys	ˈæræhdys
ärähtää	ˈæræhtææ
aralia	ˈɑrɑˌliɑ
aramea	ˈɑrɑˌmeɑ
arastaa	ˈɑrɑstɑɑ
arastella	ˈɑrɑsˌtellɑ
arastelu	ˈɑrɑsˌtelu
arasti	ˈɑrɑsti
araukaria	ˈɑrɑuˌkɑriɑ
arava	ˈɑrɑvɑ
aravahuoneisto	ˈɑrɑvɑˌhuoneisto
aravalaina	ˈɑrɑvɑˌlɑinɑ
aravalainoittaa	ˈɑrɑvɑˌlɑinoittɑɑ
aravalainoitteinen	ˈɑrɑvɑˌlɑinoitˌteinen
aravalainoitus	ˈɑrɑvɑˌlɑinoitus
aravatalo	ˈɑrɑˌvɑtɑlo
arboretum	ˈɑrboˌretum
arboristi	ˈɑrboˌristi
arbuusi	ˈɑrbuusi
äreä	ˈæreæ
äreästi	ˈæreˌæsti
areena	ˈɑreenɑ
äreissään	ˈæreissææn
arenti	ˈɑrenti
aresti	ˈɑresti
arestirangaistus	ˈɑrestiˌrɑngɑistus
äreys	ˈæreys
argon	ˈɑrgon
argumentaatio	ˈɑrgumenˌtɑɑtio
argumentoida	ˈɑrgumenˌtoidɑ
argumentointi	ˈɑrgumenˌtointi
argumentti	ˈɑrguˌmentti
ärhäkäs	ˈærhækæs
ärhäkästi	ˈærhæˌkæsti
ärhäkkä	ˈærhækkæ
ärhäkkyys	ˈærhækkyys
ärhennellä	ˈærhenˌnellæ
ärhentely	ˈærhenˌtely
arho	ˈɑrho
ärinä	ˈærinæ
arina	ˈɑrinɑ
aristaa	ˈɑristɑɑ
äristä	ˈæristæ
aristella	ˈɑrisˌtellɑ
aristokraatti	ˈɑristoˌkrɑɑtti
aristokraattinen	ˈɑristoˌkrɑɑttinen
aristokraattisesti	ˈɑristoˌkrɑɑttiˌsesti
aristokraattisuus	ˈɑristoˌkrɑɑttisuus
aristokratia	ˈɑrisˌtokrɑˌtiɑ
aristua	ˈɑrisˌtuɑ
aristus	ˈɑristus
aritmeettinen	ˈɑritˌmeettinen
aritmetiikka	ˈɑritmeˌtiikkɑ
ärjähdys	ˈærjæhdys
ärjähtää	ˈærjæhtææ
ärjäistä	ˈærjæistæ
ärjäisy	ˈærjæisy
arjalainen	ˈɑrjɑˌlɑinen
ärjyä	ˈærjyæ
ärjy	ˈærjy
ärjyntä	ˈærjyntæ
arkaainen	ˈɑrkɑɑˌinen
arka	ˈɑrkɑ
arkailla	ˈɑrkɑillɑ
arkaismi	ˈɑrkɑismi
arkaistinen	ˈɑrkɑisˌtinen
arkaistisesti	ˈɑrkɑistiˌsesti
arkaistisuus	ˈɑrkɑisˌtisuus
arkajalka	ˈɑrkɑˌjɑlkɑ
arkakatseinen	ˈɑrkɑkɑtˌseinen
arkala	ˈɑrkɑlɑ
arkaluonteinen	ˈɑrkɑˌluonteinen
arkaluonteisuus	ˈɑrkɑˌluonteisuus
arkaluontoinen	ˈɑrkɑˌluontoinen
arkanahkainen	ˈɑrkɑnɑhˌkɑinen
arkeittain	ˈɑrkeittɑin
arkeologia	ˈɑrkeˌoloˌgiɑ
arkeologi	ˈɑrkeˌologi
arkeologinen	ˈɑrkeˌoloˌginen
arkeologisesti	ˈɑrkeˌologiˌsesti
arkiajattelu	ˈɑrkiɑˌjɑttelu
arkiaskare	ˈɑrkiˌɑskɑre
arkiateria	ˈɑrkiˌɑteˌriɑ
arki	ˈɑrki
arkielämä	ˈɑrkieˌlæmæ
arkihuoli	ˈɑrkiˌhuoli
arki-ilta	ˈɑrkiiltɑ
arkikäyttö	ˈɑrkikæˌyttø
arkikieli	ˈɑrkiˌkieli
arkikielinen	ˈɑrkiˌkielinen
arkiliikunta	ˈɑrkiˌliikuntɑ
arkinen	ˈɑrkinen
arkiolot	ˈɑrkiˌolot
arkipäivä	ˈɑrkiˌpæivæ
arkipäiväinen	ˈɑrkiˌpæivæinen
arkipäiväistää	ˈɑrkiˌpæivæistææ
arkipäiväistyä	ˈɑrkiˌpæivæisˌtyæ
arkipäiväisyys	ˈɑrkiˌpæivæisyys
arkipäivisin	ˈɑrkiˌpæivisin
arkipuku	ˈɑrkiˌpuku
arkipyhä	ˈɑrkiˌpyhæ
arkirealismi	ˈɑrkiˌreɑˌlismi
arkirealistinen	ˈɑrkiˌreɑˌlistinen
arkiruoka	ˈɑrkiˌruokɑ
arkirutiini	ˈɑrkiruˌtiini
arkisesti	ˈɑrkiˌsesti
arkisin	ˈɑrkisin
arkistoaines	ˈɑrkistoˌɑines
arkisto	ˈɑrkisto
arkistoida	ˈɑrkisˌtoidɑ
arkistointi	ˈɑrkisˌtointi
arkistokappale	ˈɑrkistoˌkɑppɑle
arkistokelpoinen	ˈɑrkistoˌkelpoinen
arkistonhoitaja	ˈɑrkistonˌhoitɑjɑ
arkistopaperi	ˈɑrkisˌtopɑˌperi
arkistotutkimus	ˈɑrkistoˌtutkimus
arkistovalokuvaus	ˈɑrkisˌtovɑˌlokuˌvɑus
arkistua	ˈɑrkisˌtuɑ
arkisuus	ˈɑrkisuus
arkitodellisuus	ˈɑrkitoˌdellisuus
arkittain	ˈɑrkittɑin
arkitunnelma	ˈɑrkiˌtunnelmɑ
arkityyli	ˈɑrkiˌtyyli
arkiuupumus	ˈɑrkiˌuupumus
arkivaate	ˈɑrkiˌvɑɑte
arkiviikko	ˈɑrkiˌviikko
arkkiatri	ˈɑrkkiˌɑtri
arkki	ˈɑrkki
arkki-	ˈɑrkki
arkkienkeli	ˈɑrkkienˌkeli
arkkiherttua	ˈɑrkkiˌherttuɑ
arkkiherttuatar	ˈɑrkkiˌherttuˌɑtɑr
arkkihiippakunta	ˈɑrkkiˌhiippɑˌkuntɑ
arkkikonna	ˈɑrkkiˌkonnɑ
arkkimandriitta	ˈɑrkkimɑnˌdriittɑ
arkkipiispa	ˈɑrkkiˌpiispɑ
arkkitehdintutkinto	ˈɑrkkiˌtehdinˌtutkinto
arkkitehti	ˈɑrkkiˌtehti
arkkitehtitoimisto	ˈɑrkkiˌtehtiˌtoimisto
arkkitehtoninen	ˈɑrkkiˌtehtoˌninen
arkkitehtonisesti	ˈɑrkkiˌtehtoniˌsesti
arkkitehtuuri	ˈɑrkkitehˌtuuri
arkkityyppi	ˈɑrkkiˌtyyppi
arkkiveisu	ˈɑrkkiˌveisu
arkkivihollinen	ˈɑrkkiviˌhollinen
arkku	ˈɑrkku
arkkuhauta	ˈɑrkkuˌhɑutɑ
arkkuhautaus	ˈɑrkkuˌhɑutɑus
arkkupakastin	ˈɑrkkupɑˌkɑstin
arktinen	ˈɑrktinen
arkullinen	ˈɑrkulˌlinen
arkunkansi	ˈɑrkunˌkɑnsi
arkuus	ˈɑrkuus
armada	ˈɑrmɑdɑ
armahainen	ˈɑrmɑˌhɑinen
armahdusanomus	ˈɑrmɑhˌdusɑˌnomus
armahdus	ˈɑrmɑhdus
armahtaa	ˈɑrmɑhtɑɑ
armahtava	ˈɑrmɑhˌtɑvɑ
armahtavainen	ˈɑrmɑhtɑˌvɑinen
armainen	ˈɑrmɑinen
armanjakki	ˈɑrmɑnˌjɑkki
armas	ˈɑrmɑs
armastella	ˈɑrmɑsˌtellɑ
armeija	ˈɑrmeijɑ
armeijakunta	ˈɑrmeijɑˌkuntɑ
armeijaryhmä	ˈɑrmeijɑˌryhmæ
armeliaasti	ˈɑrmeliˌɑɑsti
armeliaisuus	ˈɑrmeliˌɑisuus
armelias	ˈɑrmeˌliɑs
armias	ˈɑrmiɑs
armo	ˈɑrmo
armoinen	ˈɑrmoinen
armoitettu	ˈɑrmoiˌtettu
armolahja	ˈɑrmoˌlɑhjɑ
armoleipä	ˈɑrmoˌleipæ
armollinen	ˈɑrmolˌlinen
armollisesti	ˈɑrmolliˌsesti
armollisuus	ˈɑrmolˌlisuus
armomurha	ˈɑrmoˌmurhɑ
armonaika	ˈɑrmoˌnɑikɑ
armonanomus	ˈɑrmoˌnɑnomus
armonisku	ˈɑrmoˌnisku
armonlaukaus	ˈɑrmonˌlɑukɑus
armopala	ˈɑrmoˌpɑlɑ
armoton	ˈɑrmoton
armottomasti	ˈɑrmottoˌmɑsti
armottomuus	ˈɑrmotˌtomuus
aro	ˈɑro
aroeläin	ˈɑroˌelæin
arokasvi	ˈɑroˌkɑsvi
aromaattinen	ˈɑroˌmɑɑttinen
aromaterapia	ˈɑroˌmɑteˌrɑpiɑ
aromi	ˈɑromi
aromikas	ˈɑroˌmikɑs
aromikkuus	ˈɑroˌmikkuus
aromilasi	ˈɑroˌmilɑsi
aromisuola	ˈɑromiˌsuolɑ
aronia	ˈɑroˌniɑ
arovyöhyke	ˈɑroˌvyøhyke
arpa	ˈɑrpɑ
arpajaiset	ˈɑrpɑˌjɑiset
arpajaislupa	ˈɑrpɑˌjɑislupɑ
arpajaisvoitto	ˈɑrpɑˌjɑisvoitto
arpakuutio	ˈɑrpɑˌkuutio
arpalippu	ˈɑrpɑˌlippu
arpanoppa	ˈɑrpɑˌnoppɑ
arpaonni	ˈɑrpɑˌonni
arpapeli	ˈɑrpɑˌpeli
arpaseteli	ˈɑrpɑˌseteli
arpeuma	ˈɑrpeumɑ
arpeuttaa	ˈɑrpeˌuttɑɑ
arpeutua	ˈɑrpeuˌtuɑ
arpeutuma	ˈɑrpeuˌtumɑ
arpi	ˈɑrpi
arpikudos	ˈɑrpiˌkudos
arpinen	ˈɑrpinen
arpisuus	ˈɑrpisuus
arpoa	ˈɑrpoɑ
arrakki	ˈɑrrɑkki
arrakkipunssi	ˈɑrrɑkkiˌpunssi
ärräpää	ˈærræpææ
ärrävika	ˈærræˌvikɑ
arroganssi	ˈɑrroˌgɑnssi
arrogantisti	ˈɑrroˌgɑntisti
arrogantti	ˈɑrroˌgɑntti
arrowjuuri	ˈɑrrowˌjuuri
arrowjuurijauho	ˈɑrrowˌjuuriˌjɑuho
arseeni	ˈɑrseeni
arseenihappo	ˈɑrseeniˌhɑppo
arsenaali	ˈɑrseˌnɑɑli
arsenikki	ˈɑrseˌnikki
arsenikkimyrkytys	ˈɑrseˌnikkiˌmyrkytys
ärsyke	ˈærsyke
ärsykekenttä	ˈærsykeˌkenttæ
ärsyketulva	ˈærsykeˌtulvɑ
ärsyttää	ˈærsyttææ
ärsyttyä	ˈærsytˌtyæ
ärsytys	ˈærsytys
ärsytyskynnys	ˈærsyˌtyskynnys
ärsyyntyä	ˈærsyynˌtyæ
arteesinen	ˈɑrteeˌsinen
artefakti	ˈɑrteˌfɑkti
artenomi	ˈɑrteˌnomi
arteria	ˈɑrteˌriɑ
arterioskleroosi	ˈɑrteriˌoskleˌroosi
artesaani	ˈɑrteˌsɑɑni
artikkeli	ˈɑrtikˌkeli
artikkelisarja	ˈɑrtikˌkeliˌsɑrjɑ
artikkelitoimittaja	ˈɑrtikˌkeliˌtoimitˌtɑjɑ
artikla	ˈɑrtiklɑ
artikulaatio	ˈɑrtikuˌlɑɑtio
artikuloida	ˈɑrtikuˌloidɑ
artikulointi	ˈɑrtikuˌlointi
artisokka	ˈɑrtiˌsokkɑ
artisti	ˈɑrtisti
artistinen	ˈɑrtisˌtinen
artistisuus	ˈɑrtisˌtisuus
artoteekki	ˈɑrtoˌteekki
artriitti	ˈɑrtriitti
artroosi	ˈɑrtroosi
ärtyä	ˈærtyæ
ärtyinen	ˈærtyinen
ärtyisä	ˈærtyisæ
ärtyisästi	ˈærtyiˌsæsti
ärtyisyys	ˈærtyisyys
ärtymä	ˈærtymæ
ärtymys	ˈærtymys
ärtyneisyys	ˈærtyˌneisyys
ärtyvyys	ˈærtyvyys
arvaamaton	ˈɑrvɑɑˌmɑton
arvaamattomasti	ˈɑrvɑɑˌmɑttoˌmɑsti
arvaamattomuus	ˈɑrvɑɑˌmɑttomuus
arvailla	ˈɑrvɑillɑ
arvailu	ˈɑrvɑilu
arvanheitto	ˈɑrvɑnˌheitto
arvata	ˈɑrvɑtɑ
arvatenkaan	ˈɑrvɑˌtenkɑɑn
arvatenkin	ˈɑrvɑˌtenkin
arvattavasti	ˈɑrvɑttɑˌvɑsti
arvaus	ˈɑrvɑus
arvauskilpailu	ˈɑrvɑˌuskilˌpɑilu
arvausleikki	ˈɑrvɑusˌleikki
arvauttaa	ˈɑrvɑˌuttɑɑ
arveleva	ˈɑrveˌlevɑ
arvelevainen	ˈɑrveleˌvɑinen
arvelevasti	ˈɑrveleˌvɑsti
arvella	ˈɑrvellɑ
arvelu	ˈɑrvelu
arveluttaa	ˈɑrveˌluttɑɑ
arveluttava	ˈɑrveˌluttɑvɑ
arveluttavasti	ˈɑrveˌluttɑˌvɑsti
arveluttavuus	ˈɑrveˌluttɑvuus
arvettua	ˈɑrvetˌtuɑ
arvio	ˈɑrvio
arviohinta	ˈɑrvioˌhintɑ
arvioida	ˈɑrviˌoidɑ
arvioija	ˈɑrviˌoijɑ
arvioimisperuste	ˈɑrviˌoimispeˌruste
arviointi	ˈɑrviˌointi
arvioitsija	ˈɑrviˌoitsijɑ
arvioittaa	ˈɑrviˌoittɑɑ
arviolta	ˈɑrviˌoltɑ
arvioluku	ˈɑrviˌoluku
arviomääräraha	ˈɑrvioˌmææræˌrɑhɑ
arvioperuste	ˈɑrviˌopeˌruste
arviosumma	ˈɑrvioˌsummɑ
arvioverotus	ˈɑrviˌoveˌrotus
arvoarvostelma	ˈɑrvoˌɑrvosˌtelmɑ
arvoaste	ˈɑrvoˌɑste
arvoasteikko	ˈɑrvoɑsˌteikko
arvo	ˈɑrvo
arvoesine	ˈɑrvoˌesine
arvohenkilö	ˈɑrvoˌhenkilø
arvoinen	ˈɑrvoinen
arvoisa	ˈɑrvoisɑ
arvoisuus	ˈɑrvoisuus
arvoituksellinen	ˈɑrvoiˌtukselˌlinen
arvoituksellisesti	ˈɑrvoiˌtukselliˌsesti
arvoituksellisuus	ˈɑrvoiˌtukselˌlisuus
arvoitus	ˈɑrvoitus
arvojärjestelmä	ˈɑrvoˌjærjesˌtelmæ
arvojärjestys	ˈɑrvoˌjærjestys
arvokala	ˈɑrvoˌkɑlɑ
arvokas	ˈɑrvokɑs
arvokasvu	ˈɑrvoˌkɑsvu
arvokilpailu	ˈɑrvokilˌpɑilu
arvokilpi	ˈɑrvoˌkilpi
arvokisa	ˈɑrvoˌkisɑ
arvokkaasti	ˈɑrvokˌkɑɑsti
arvokkuus	ˈɑrvokkuus
arvollinen	ˈɑrvolˌlinen
arvoluokitus	ˈɑrvoˌluokitus
arvomaailma	ˈɑrvoˌmɑɑilmɑ
arvomerkintä	ˈɑrvoˌmerkintæ
arvomerkintäinen	ˈɑrvoˌmerkinˌtæinen
arvomerkki	ˈɑrvoˌmerkki
arvonalennus	ˈɑrvonɑˌlennus
arvonanto	ˈɑrvoˌnɑnto
arvonimi	ˈɑrvoˌnimi
arvonlisä	ˈɑrvonˌlisæ
arvonlisävero	ˈɑrvonˌlisæˌvero
arvonlisäverollinen	ˈɑrvonˌlisæveˌrollinen
arvonlisäys	ˈɑrvonˌlisæys
arvonnousu	ˈɑrvonˌnousu
arvonnousuvero	ˈɑrvonˌnousuˌvero
arvonta	ˈɑrvontɑ
arvonvähennys	ˈɑrvonvæˌhennys
arvo-osuus	ˈɑrvoosuus
arvo-osuusjärjestelmä	ˈɑrvooˌsuusjærˌjestelmæ
arvo-osuusrekisteri	ˈɑrvooˌsuusreˌkisteri
arvopäivä	ˈɑrvoˌpæivæ
arvopaperi	ˈɑrvoˌpɑperi
arvopaperikauppa	ˈɑrvoˌpɑpeˌrikɑˌuppɑ
arvopaperimarkkinat	ˈɑrvoˌpɑperiˌmɑrkkinɑt
arvopaperipörssi	ˈɑrvoˌpɑperiˌpørssi
arvopaperisalkku	ˈɑrvoˌpɑperiˌsɑlkku
arvopaperistaa	ˈɑrvoˌpɑpeˌristɑɑ
arvopaperistua	ˈɑrvoˌpɑpeˌristuɑ
arvopohja	ˈɑrvoˌpohjɑ
arvoposti	ˈɑrvoˌposti
arvopuu	ˈɑrvopuu
arvosana	ˈɑrvoˌsɑnɑ
arvosidonnainen	ˈɑrvosiˌdonnɑinen
arvosidonnaisuus	ˈɑrvosiˌdonnɑisuus
arvosija	ˈɑrvoˌsijɑ
arvossapito	ˈɑrvosˌsɑpito
arvostaa	ˈɑrvostɑɑ
arvosteleva	ˈɑrvosˌtelevɑ
arvostelevasti	ˈɑrvosˌteleˌvɑsti
arvostelija	ˈɑrvosˌtelijɑ
arvostella	ˈɑrvosˌtellɑ
arvostelma	ˈɑrvosˌtelmɑ
arvosteluasteikko	ˈɑrvosˌteluɑsˌteikko
arvostelu	ˈɑrvosˌtelu
arvostelukyky	ˈɑrvosˌteluˌkyky
arvostelukykyinen	ˈɑrvosˌtelukyˌkyinen
arvostelukyvytön	ˈɑrvosˌteluˌkyvytøn
arvostelukyvyttömästi	ˈɑrvosˌtelukyˌvyttøˌmæsti
arvostelukyvyttömyys	ˈɑrvosˌtelukyˌvyttømyys
arvostelulautakunta	ˈɑrvosˌteluˌlɑutɑˌkuntɑ
arvostelumenestys	ˈɑrvosˌtelumeˌnestys
arvostelunormi	ˈɑrvosˌteluˌnormi
arvosteluperuste	ˈɑrvosˌtelupeˌruste
arvostelupiste	ˈɑrvosˌteluˌpiste
arvostelutuomari	ˈɑrvosˌteluˌtuomɑri
arvostus	ˈɑrvostus
arvotavara	ˈɑrvoˌtɑvɑrɑ
arvoteos	ˈɑrvoˌteos
arvoton	ˈɑrvoton
arvottaa	ˈɑrvottɑɑ
arvottomasti	ˈɑrvottoˌmɑsti
arvottomuus	ˈɑrvotˌtomuus
arvotulli	ˈɑrvoˌtulli
arvovalinta	ˈɑrvovɑˌlintɑ
arvovalta	ˈɑrvoˌvɑltɑ
arvovaltainen	ˈɑrvovɑlˌtɑinen
arvovaltaisesti	ˈɑrvovɑlˌtɑisesti
arvovaltaisuus	ˈɑrvovɑlˌtɑisuus
arvovaltakysymys	ˈɑrvoˌvɑltɑˌkysymys
arvovaraus	ˈɑrvoˌvɑrɑus
arvoväritteinen	ˈɑrvovæˌritteinen
arvoväritteisesti	ˈɑrvovæˌritteiˌsesti
arvoväritteisyys	ˈɑrvovæˌritteisyys
arvoväritys	ˈɑrvoˌværitys
arvuuttaa	ˈɑrvuuttɑɑ
asbesti	ˈɑsbesti
asbestikangas	ˈɑsbestiˌkɑngɑs
asbestikuitu	ˈɑsbestiˌkuitu
asbestilevy	ˈɑsbesˌtilevy
asbestoosi	ˈɑsbesˌtoosi
aseapu	ˈɑseˌɑpu
ase	ˈɑse
aseellinen	ˈɑseelˌlinen
aseenkantaja	ˈɑseenˌkɑntɑjɑ
aseenkanto	ˈɑseenˌkɑnto
aseenkantolupa	ˈɑseenˌkɑntoˌlupɑ
aseenkäsittely	ˈɑseenkæˌsittely
aseeton	ˈɑseeton
aseettomuus	ˈɑseetˌtomuus
asehuone	ˈɑseˌhuone
aseidenriisunta	ˈɑseidenˌriisuntɑ
aseidenriisuntaneuvottelu	ˈɑseidenˌriisuntɑˌneuvotˌtelu
aseidentuonti	ˈɑseidenˌtuonti
aseidenvienti	ˈɑseidenˌvienti
aseistaa	ˈɑseistɑɑ
aseistakieltäytyjä	ˈɑseistɑˌkieltæyˌtyjæ
aseistakieltäytyminen	ˈɑseistɑˌkieltæyˌtyminen
aseistariisunta	ˈɑseistɑˌriisuntɑ
aseistautua	ˈɑseisˌtɑutuɑ
aseistus	ˈɑseistus
asekauppa	ˈɑsekɑˌuppɑ
asekumppani	ˈɑseˌkumppɑni
asekuntoinen	ˈɑsekunˌtoinen
asekuntoisuus	ˈɑsekunˌtoisuus
aselaji	ˈɑseˌlɑji
aselepo	ˈɑseˌlepo
aselepoehdot	ˈɑseˌlepoˌehdot
aseleponeuvottelu	ˈɑseˌlepoˌneuvotˌtelu
aseleposopimus	ˈɑseˌlepoˌsopimus
asema-aukio	ˈɑseˌmɑɑuˌkio
asema	ˈɑsemɑ
asemaenergia	ˈɑseˌmɑeˌnergiɑ
asemakaava-arkkitehti	ˈɑsemɑˌkɑɑvɑɑrkkiˌtehti
asemakaava	ˈɑsemɑˌkɑɑvɑ
asemakaavaoppi	ˈɑsemɑˌkɑɑvɑˌoppi
asemakaavoittaa	ˈɑsemɑˌkɑɑvoittɑɑ
asemakaavoitus	ˈɑsemɑˌkɑɑvoitus
asemalaituri	ˈɑsemɑˌlɑituri
asemamaa	ˈɑseˌmɑmɑɑ
asemapäällikkö	ˈɑsemɑˌpæællikkø
asemapaikka	ˈɑsemɑˌpɑikkɑ
asemapiirros	ˈɑsemɑˌpiirros
asemarakennus	ˈɑseˌmɑrɑˌkennus
asemaravintola	ˈɑseˌmɑrɑˌvintolɑ
asemasota	ˈɑseˌmɑsotɑ
asemasta	ˈɑseˌmɑstɑ
asemesta	ˈɑseˌmestɑ
asemo	ˈɑsemo
asemoida	ˈɑseˌmoidɑ
asemointi	ˈɑseˌmointi
asemosana	ˈɑseˌmosɑnɑ
asenne	ˈɑsenne
asennekasvatus	ˈɑsenneˌkɑsvɑtus
asennemittaus	ˈɑsenneˌmittɑus
asennoitua	ˈɑsenˌnoituɑ
asennus	ˈɑsennus
asentaa	ˈɑsentɑɑ
asentaja	ˈɑsenˌtɑjɑ
asenteellinen	ˈɑsenˌteellinen
asenteellisesti	ˈɑsenˌteelliˌsesti
asenteellisuus	ˈɑsenˌteellisuus
asenteenmuutos	ˈɑsenˌteenmuutos
asentoaisti	ˈɑsentoˌɑisti
asento	ˈɑsento
asentovirhe	ˈɑsentoˌvirhe
asepaja	ˈɑseˌpɑjɑ
asepalvelus	ˈɑseˌpɑlvelus
aseptiikka	ˈɑsepˌtiikkɑ
aseptinen	ˈɑsepˌtinen
aseptisesti	ˈɑseptiˌsesti
aseptisuus	ˈɑsepˌtisuus
asepuku	ˈɑseˌpuku
aseriisunta	ˈɑseˌriisuntɑ
aseseppä	ˈɑseˌseppæ
asessori	ˈɑsesˌsori
asetaatti	ˈɑseˌtɑɑtti
asetaattikuitu	ˈɑseˌtɑɑttiˌkuitu
asetakki	ˈɑseˌtɑkki
asetanta	ˈɑseˌtɑntɑ
asete	ˈɑsete
asetehdas	ˈɑseˌtehdɑs
asetekniikka	ˈɑsetekˌniikkɑ
asetekninen	ˈɑseˌtekninen
asetella	ˈɑseˌtellɑ
asetelma	ˈɑseˌtelmɑ
asetelmamaalaus	ˈɑseˌtelmɑˌmɑɑlɑus
aseteollisuus	ˈɑseteˌollisuus
asetie	ˈɑsetie
asetin	ˈɑsetin
asetinlaite	ˈɑsetinˌlɑite
asetoni	ˈɑseˌtoni
asetonitauti	ˈɑseˌtoniˌtɑuti
asetoveri	ˈɑseˌtoveri
asetoveruus	ˈɑseˌtoveruus
asettaa	ˈɑsettɑɑ
asettaja	ˈɑsetˌtɑjɑ
asettamispäivä	ˈɑsettɑˌmispæivæ
asettautua	ˈɑsetˌtɑutuɑ
asettelu	ˈɑsetˌtelu
asetti	ˈɑsetti
asettua	ˈɑsetˌtuɑ
asetuonti	ˈɑseˌtuonti
asetus	ˈɑsetus
asetuskokoelma	ˈɑseˌtuskokoˌelmɑ
asetussääteinen	ˈɑsetusˌsææteinen
asetussanat	ˈɑseˌtussɑnɑt
asetyleeni	ˈɑsetyˌleeni
asetyleenihitsaus	ˈɑsetyˌleeniˌhitsɑus
asetyleeniliekki	ˈɑsetyˌleeniˌliekki
asetyylisalisyylihappo	ˈɑseˌtyyliˌsɑliˌsyyliˌhɑppo
asevarikko	ˈɑsevɑˌrikko
