aaberg	ˈɑbɚg
claps	klæps	["verb","noun"]
clapton	klˈæptən
clapton's	klˈæptənz
claque	ˈklæk	["noun"]
clarabelle	klˈɑɹəbˌɛl
clara	klˈɑɹə
claramae	klɑɹˈɑmaɪ
claran	klˈɛɹən
clara's	klˈɑɹəz
clarcor	klˈɑɹkˌɔɹ
clardy	klˈɑɹdi
clare	klˈɛɹ
claremont	klˈɛɹmˌɑnt
clarence	klˈɛɹəns
clarendon	klˈɛɹəndən
claren	klˈɛɹən
claresta	klɑɹˈɛstə
claret	kleɹət	["verb","noun","adjective"]
clarette	klɚˈɛt
clarey	klˈɛɹi
claribel	klˈɛɹəbˌɛl
clarice	klɚˈis
clarida	klɑɹˈidə
claridge	klˈɛɹɪdʒ
claridges	klˈɛɹɪdʒɪz
claridon	klˈɛɹədɑn
clarification	ˌklæɹɪfɪˈkeɪʃən	["noun"]
clarification	klˌɛɹəfɪkˈeɪʃən
clarifications	klˌɛɹɪfɪkˈeɪʃənz
clarified	klˈɛɹəfˌaɪd
clarifies	klˈɛɹəfˌaɪz
clarifying	klˈɛɹəfˌaɪɪŋ
clarify	ˈklæɹɪfaɪ	["verb"]
clarify	klˈɛɹəfˌaɪ
clarimond	klˈɛɹɪmənd
clarinda	klɚˈɪndə
clarine	klˈɛɹin
clarinetist	ˌklæɹɪˈnetɪst	["noun"]
clarinetist	klˌɛɹənˈɛtɪst
clarinetists	klˌɛɹənˈɛtɪsts
clarinet	ˌklæɹɪˈnet	["noun"]
clarinet	klˌɛɹənˈɛt
clarins	klˈɛɹɪnz
clarion	ˈklæɹɪən	["verb","noun"]
clarion	klˈɛɹiən
claris	klˈɛɹɪs
clarissa	klɚˈɪsə
clarisse	kləɹˈis
clarisse	klˈɛɹɪs
clarita	klɑɹˈitə
claritin	klˈɛɹɪtɪn
clarity	ˈklæɹətɪ	["noun"]
clarity	klˈɛɹɪti
clarke	klˈɑɹk
clarken	klˈɑɹkɛn
clarke's	klˈɑɹks
clarkin	klˈɑɹkɪn
clark	klˈɑɹk
clar	klˈɑɹ
clarksburg	klˈɑɹksbɚg
clark's	klˈɑɹks
clarks	klˈɑɹks
clarkson	klˈɑɹksən
clarkston	klˈɑɹkstən
clarksville	klˈɑɹksvˌɪl
claro	klˈɑɹoʊ
clarostat	klˈɛɹəstˌæt
clarridge	klˈɛɹɪdʒ
clarrisse	klˈɛɹɪs
clarsach	ˈklɑːsək	["noun"]
clart	klɑːt	["verb","noun"]
clary	klˈɛɹi
clasby	klˈæsbi
clasen	klˈeɪsən
clashed	klˈæʃt
clashes	klˈæʃɪz
clashing	klˈæʃɪŋ
clash	klˈæʃ
clash	klæʃ	["verb","noun"]
clason	klˈæsən
clasped	klˈæspt
clasped	klɑːspt	["verb"]
clasp	klˈæsp
clasp	klɑːsp	["verb","noun"]
classaction	klˈæsˈækʃən
classactions	klˈæsˈækʃənz
classed	klˈæst
classen	klˈæsən
classes	klˈæsɪz
classes	klæsɪz	["verb","noun"]
classical	klˈæsɪkəl
classical	ˈklæsɪkəl	["noun","adjective"]
classically	klˈæsɪkli
classicism	klˈæsɪsˌɪzəm
classicist	klˈæsɪsɪst
classic	klˈæsɪk
classic	ˈklæsɪk	["noun","adjective"]
classics	klˈæsɪks
classier	klˈæsiɚ
classifiable	klˈæsɪfˌaɪəbəl
classification	klˌæsɪfɪkˈeɪʃən
classification	ˌklæsɪfɪˈkeɪʃən	["noun"]
classifications	klˌæsɪfɪkˈeɪʃənz
classified	klˈæsɪfˌaɪd
classifieds	klˈæsɪfˌaɪdz
classifier	ˈklæsɪfaɪə	["noun"]
classifies	klˈæsɪfˌaɪz
classifying	klˈæsɪfˌaɪɪŋ
classify	klˈæsɪfˌaɪ
classify	ˈklæsɪfaɪ	["verb"]
classing	klˈæsɪŋ
classism	ˈklæsɪzəm	["noun"]
class	klˈæs
class	klæs	["verb","noun","adjective"]
classless	klˈæsləs
classless	ˈklæsləs	["adjective"]
classman	klˈæsmən
classmate	klˈæsmˌeɪt
classmate	ˈklɑːsmeɪt	["noun"]
classmates	klˈæsmˌeɪts
classmates	ˈklɑːsmeɪts	["noun"]
classmen	klˈæsmɛn
classon	klˈæsən
classroom	klˈæsɹˌum
classroom	ˈklɑːsɹʊm	["noun"]
classrooms	klˈæsɹˌumz
class's	klˈæsɪz
classwork	ˈklɑːsˌwɜːk	["noun"]
classy	klˈæsi
classy	ˈklæsɪ	["adjective"]
clast	klæst	["noun"]
clathrate	ˈklæθɹeɪt	["noun","adjective"]
clattering	klˈætɚɪŋ
clatter	ˈklætə	["verb","noun"]
clatter	klˈætɚ
claude	klˈɔd
claudet	klɔdˈɛt
claudette	kloʊdˈɛt
claudia	klˈɔdiə
claudian	klˈɔdiən
claudie	klˈɔdi
claudina	klɔdˈinə
claudina	klˈɔdɪnə
claudine	klɔdˈin
claudio	klˈɔdioʊ
claudius	klˈɔdiəs
claud	klˈɔd
claudson	klˈɔdsən
claunch	klˈɔntʃ
clause	klɔːz	["verb","noun"]
clause	klˈɔz
clausell	klˈɔzəl
clausen	klˈaʊsən
clauser	klˈɔzɚ
clauses	klˈɔzɪz
clausing	klˈɔzɪŋ
claus	klˈɔz
clauson	klˈɔzən
claussen	klˈɔzsən
clauss	klˈɔs
claustrophobe	ˈklɒstɹəˌfəʊb	["noun"]
claustrophobia	klˌɔstɹəfˈoʊbiə
claustrophobic	klˌɔstɹəfˈoʊbɪk
claustrum	ˈklɔːstɹəm	["noun"]
clave	kleɪv	["verb"]
claves	ˈklɒveɪz	["noun"]
clavette	kləvˈɛt
clavichord	ˈklævɪˌkɔːd	["noun"]
clavichord	klˈævɪkˌɔɹd
clavicle	klˈævɪkəl
clavin	klˈævɪn
clawed	klˈɔd
clawing	klˈɔɪŋ
claw	klˈɔ
claw	klɔː	["noun"]
claws	klɔːz	["verb","noun"]
claws	klˈɔz
clawson	klˈɔsən
claxon	klˈæksən
claxton	klˈækstən
claybaugh	klˈeɪbˌɔ
clayborne	klˈeɪbɚn
clayborn	klˈeɪbɚn
claybourne	klˈeɪbɚn
claybrook	klˈeɪbɹˌʊk
claybrooks	klˈeɪbɹˌʊks
clayburn	klˈeɪbˌɚn
claycomb	klˈeɪkəm
claydon	klˈeɪdən
clayey	klˈeɪi
clayey	ˈkleɪjɪ	["adjective"]
clay	klˈeɪ
clay	kleɪ	["noun","verb"]
clayman	klˈeɪmən
claymation	klˈeɪmˌeɪʃən
claymont	klˈeɪmˌɑnt
claymore	ˈkleɪmɔːɹ	["noun"]
claymore	klˈeɪmˌɔɹ
claypoole	klˈeɪpˌul
claypool	klˈeɪpˌul
clays	klˈeɪz
clays	kleɪz	["verb","noun"]
clayson	klˈeɪzən
clayton	klˈeɪtən
clayton's	klˈeɪtənz
claytor	klˈeɪtɚ
claywell	klˈeɪwˌɛl
cleah	kˈiə
cleaned	kliːnd	["verb","adjective"]
cleaned	klˈind
cleaner	ˈkliːnə	["noun"]
cleaner	klˈinɚ
cleaners	klˈinɚz
cleanest	klˈinɪst
cleaning	ˈkliːnɪŋ	["verb","noun"]
cleaning	klˈinɪŋ
clean	kleən	["verb","adverb","noun","adjective"]
clean	klˈin
cleanliness	ˈklenlɪnəs	["noun"]
cleanliness	klˈɛnlinəs
cleanly	ˈklenlɪ	["adjective"]
cleanly	klˈinli
cleanness	klˈinnəs
cleansed	klˈɛnzd
cleanse	klenz	["verb","noun"]
cleanse	klˈɛnz
cleanser	klˈɛnzɚ
cleansers	klˈɛnzɚz
cleansing	ˈklenzɪŋ	["verb","noun","adjective"]
cleansing	klˈɛnzɪŋ
cleanskin	ˈkliːnskɪn	["noun"]
cleans	kliːnz	["verb","noun"]
cleans	klˈinz
cleantha	klˈinθə
cleanup	ˈkliːˌnʌp	["noun"]
cleanup	klˈinˌʌp
cleanups	klˈinˌʌps
clearance	klˈɪɹəns
clearances	klˈɪɹənsɪz
clearcut	klˈɪɹkˌʌt
clearcuts	klˈɪɹkˌʌts
clearcutting	klˈɪɹkˌʌtɪŋ
cleared	klɪəd	["verb"]
cleared	klˈɪɹd
clearer	ˈklɪəɹə	["noun","adjective"]
clearer	klˈɪɹɚ
clearest	klˈɪɹɪst
clearinghouse	klˈɪɹɪŋhˌaʊs
clearinghouses	klˈɪɹɪŋhˌaʊsɪz
clearing	ˈklɪəɹɪŋ	["verb","noun"]
clearing	klˈɪɹɪŋ
clear	klɪəɹ	["verb","adverb","noun","adjective"]
clear	klˈɪɹ
clearly	ˈkliːɹlɪ	["adverb"]
clearly	klˈɪɹli
clearman	klˈɪɹmən
clearness	klˈɪɹnəs
clears	klˈɪɹz
clearwater	klˈɪɹwˌɔtɚ
cleary	klˈɪɹi
cleat	kliːt	["verb","noun"]
cleat	klˈit
cleats	kliːts	["verb","noun"]
cleats	klˈits
cleavage	klˈivɪdʒ
cleaved	kliːvd	["adjective"]
cleave	klˈiv
cleaveland	klˈivlənd
cleavenger	klˈivɪndʒɚ
cleaver	klˈivɚ
cleaver	ˈklɪvə	["noun"]
cleaves	kliːvz	["verb"]
cleaves	klˈivz
cleckler	klˈɛklɚ
cleckley	klˈɛkli
cleckner	klˈɛknɚ
cleek	klˈik
cleere	klˈɪɹ
cleese	klˈiz
cleeton	klˈitən
clef	klˈɛf
cleft	kleft	["verb","noun"]
cleft	klˈɛft
clegg	klˈɛg
cleghorn	klˈɛghɚn
cleg	kleg	["noun"]
cleland	klˈɛlənd
clelland	klˈɛlənd
clell	klˈɛl
clemans	klˈɛmənz
clematis	ˈklemətɪs	["noun"]
clematis	kləmˈætɪs
clematis	klˈɛmətɪs
clemence	klˈɛməns
clémence	klˈɛməns
clemency	klˈɛmənsi
clemen	klˈɛmən
clemensen	klˈɛmənsən
clemens	klˈɛmənz
clemenson	klˈɛmɪnsən
clemente	kləmˈɛnteɪ
clemente	kləmˈɛnti
clemente's	kləmˈɛnteɪz
clementes	kləmˈɛnteɪz
clemente's	kləmˈɛntiz
clementes	kləmˈɛntiz
clementia	kleɪmˈeɪnʃə
clementi	kleɪmˈeɪnti
clementine	ˈkleməntaɪn	["noun"]
clementine	klˈɛməntˌaɪn
clementine	klˈɛməntˌin
clement	klˈɛmənt
clements	klˈɛmənts
clementson	klˈɛmɪntsən
clementz	klˈɛmɪnts
clem	klˈɛm
clemmer	klˈɛmɚ
clemmie	klˈɛmi
clemmons	klˈɛmənz
clemmy	klˈɛmi
clemo	klˈeɪmoʊ
clemons	klˈɛmənz
clemson	klˈɛmsən
clenched	klˈɛntʃt
clencher	klˈɛntʃɚ
clenches	klˈɛntʃɪz
clench	klentʃ	["verb","noun"]
clench	klˈɛntʃ
clendaniel	klˈɛndənˌil
clendenen	klˈɛndənən
clendening	klˈɛndənɪŋ
clendenin	klˈɛndɪnɪn
clendenning	klˌɛndˈɛnɪŋ
clenney	klˈɛni
clenwar	klˈɛnwɚ
cleo	klˈioʊ
cleopatra	klˌiəpˈætɹə
cleopatra's	klˌiəpˈætɹəz
clepe	kliːp	["verb","noun"]
clephane	klˈɛfˌeɪn
clepper	klˈɛpɚ
clepsydra	ˈklepsɪdɹə	["noun"]
clept	klept	["verb"]
clerc	klˈɚk
clercq	klˈɚk
clergy	klˈɚdʒi
clergy	ˈklɜːdʒɪ	["noun"]
clergyman	klˈɚdʒimˌæn
clergyman	klˈɚdʒimən
clergyman	ˈklɜːdʒɪmən	["noun"]
clergymen	klˈɚdʒimˌɛn
clergymen	klˈɚdʒimɪn
clerical	ˈkleɹɪkəl	["noun","adjective"]
clerical	klˈɛɹɪkəl
cleric	kleɹɪk	["noun"]
cleric	klˈɛɹɪk
clerics	klˈɛɹɪks
clerihew	ˈkleɹɪˌhjuː	["noun"]
clerissa	klɚˈisə
clerisy	ˈkleɹɪsɪ	["noun"]
clerkin	klˈɚkɪn
clerk	klˈɚk
clerk	klʌːk	["verb","noun"]
clerks	klɑːɹks	["verb","noun"]
clerk's	klˈɚks
clerks	klˈɚks
clermont	klˈɛɹmˌɑnt
cleuch	kluːk	["noun"]
cleva	klˈivə
cleve	klˈiv
clevelander	klˈivləndɚ
clevelanders	klˈivləndɚz
cleveland	klˈivlənd
cleveland's	klˈivləndz
clevenger	klˈɛvɪndʒɚ
cleven	klˈivən
cleverer	ˈklevəə	["adjective"]
cleverer	klˈɛvɚɚ
cleverest	ˈklevəɪst	["adjective"]
clever	ˈklevə	["adjective"]
clever	klˈɛvɚ
cleverly	ˈklevəlɪ	["adverb"]
cleverly	klˈɛvɚli
cleverness	klˈɛvɚnəs
clevetrust	klˈivtɹˈʌst
clevie	klˈivi
clevinger	klˈɛvɪŋgɚ
clevite	klɪvˈaɪt
clevite's	klɪvˈaɪts
clewell	klˈuəl
clewis	klˈuɪs
clewiston	klˈuəstən
clew	kluː	["verb","noun"]
clews	klˈuz
cliantha	kliˈænθə
cliburn	klˈaɪbɚn
cliched	klˌiʃˈeɪd
cliche	kliʃˈeɪ
cliche	klɪˈʃeɪ	["verb","noun"]
cliches	kliʃˈeɪz
clickbait	klˈɪkbˌeɪt
clicked	klˈɪkt
clicked	klɪkt	["verb"]
clicker	klˈɪkɚ
clicking	klˈɪkɪŋ
clicking	ˈklɪkɪŋ	["verb","noun"]
click	klˈɪk
click	klɪk	["verb","noun","interjection"]
clickner	klˈɪknɚ
clicks	klˈɪks
clicks	klɪks	["verb","noun"]
clientele	klaɪənˈtel	["noun"]
clientele	klˌaɪəntˈɛl
client	klˈaɪənt
client	ˈklaɪənt	["noun"]
client's	klˈaɪənts
clients	klˈaɪənts
cliett	klˈit
cliffe	klˈɪf
cliffhanger	ˌklɪfˈhæŋəɹ	["noun"]
cliffhanger	klˈɪfhˌæŋɚ
cliffhangers	klˈɪfhˌæŋɚz
cliff	klˈɪf
cliff	klɪf	["noun"]
clifford	klˈɪfɚd
clifford's	klˈɪfɚdz
cliff's	klˈɪfs
cliffs	klˈɪfs
cliffs	klɪfs	["noun"]
clif	klˈɪf
clift	klˈɪft
clifton	klˈɪftən
clifty	ˈklɪftɪ	["adjective"]
cliggott	klˈɪgət
climaco	klˈɪməkoʊ
climacteric	klaɪmækˈteɹɪk	["noun","adjective"]
climactic	klaɪmˈæktɪk
climactic	ˌklaɪˈmæktɪk	["adjective"]
climate	klˈaɪmɪt
climate	ˈklaɪmɪt	["verb","noun"]
climates	klˈaɪmɪts
climatic	klaɪmˈætɪk
climatologist	klˌaɪmɪtˈɑlədʒɪst
climatologist	klˌɪmɪtˈɑlədʒɪst
climatologists	klˌaɪmɪtˈɑlədʒɪsts
climatologists	klˌɪmɪtˈɑlədʒɪsts
climaxed	klˈaɪmˌækst
climaxes	klˈaɪmæksɪz
climaxes	klˈɪmæksɪz
climax	klˈaɪmˌæks
climax	ˈklaɪmæks	["verb","noun"]
climbed	klˈaɪmd
climbed	klaɪmd	["verb"]
climber	ˈklaɪməɹ	["noun"]
climber	klˈaɪmɚ
climbers	klˈaɪmɚz
climbing	klˈaɪmɪŋ
climbing	ˈklaɪmɪŋ	["verb","noun","adjective"]
climb	klˈaɪm
climb	klaɪm	["verb","noun"]
climbs	klˈaɪmz
climbs	klaɪmz	["verb","noun"]
clime	ˈklaɪm	["noun"]
climer	klˈaɪmɚ
climes	klˈaɪmz
climes	klaɪmz	["noun"]
clim	klˈɪm
clinard	klˈɪnɚd
clinched	klˈɪntʃt
clincher	klˈɪntʃɚ
clinches	klˈɪntʃɪz
clinching	klˈɪntʃɪŋ
clinch	klˈɪntʃ
clinch	klɪntʃ	["verb","noun"]
cline	klˈaɪn
cline	klaɪn	["noun"]
clines	klˈaɪnz
clines's	klˈaɪnzɪz
clingan	klˈɪŋgən
clingenpeel	klɪŋgˈɛnpil
clinger	klˈɪŋgɚ
clingerman	klˈɪŋgɚmən
clinger's	klˈɪŋgɚz
clinging	klˈɪŋɪŋ
clinging	ˈklɪŋɪŋ	["verb","noun"]
cling	klˈɪŋ
cling	ˈklɪŋ	["verb","noun"]
clingman	klˈɪŋmən
clings	klˈɪŋz
clingy	ˈklɪŋɪ	["adjective"]
clinical	klˈɪnɪkəl
clinical	ˈklɪnɪkəl	["noun","adjective"]
clinically	klˈɪnɪkəli
clinically	klˈɪnɪkli
clinical's	klˈɪnɪkəlz
clinician	klɪnˈɪʃən
clinician	klɪˈnɪʃən	["noun"]
clinicians	klɪnˈɪʃənz
clinic	klˈɪnɪk
clinic	ˈklɪnɪk	["noun"]
clinic's	klˈɪnɪks
clinics	klˈɪnɪks
clini	klˈini
clinique	klɪnˈik
clinkenbeard	klɪŋkˈɛnbɚd
clinker	klɪŋkə	["verb","noun"]
clink	klˈɪŋk
clink	klɪŋk	["verb","noun"]
clinkscale	klˈɪŋkskˌeɪl
clinkscales	klˈɪŋkskˌeɪlz
clinometer	klaɪˈnɑːmət̬ə	["noun"]
clinopyroxene	ˌklaɪnəʊpaɪˈɹɒksiːn	["noun"]
clint	klˈɪnt
clintonite	klˈɪntənˌaɪt
clintonites	klˈɪntənˌaɪts
clinton	klˈɪntən
clintonomics	klˌɪntənˈɑmɪks
clinton's	klˈɪntənz
clintons	klˈɪntənz
clio	klˈioʊ
clipboard	klˈɪpbˌɔɹd
clip	klˈɪp
clip	klɪp	["verb","noun"]
clippard	klˈɪpɚd
clipped	klˈɪpt
clipped	klɪpt	["verb","adjective"]
clipper	klˈɪpɚ
clippers	klˈɪpɚz
clippers	ˈklɪpɹ̩z	["noun"]
clippinger	klˈɪpɪŋgɚ
clipping	klˈɪpɪŋ
clipping	ˈklɪpɪŋ	["verb","noun"]
clippings	klˈɪpɪŋz
clippings	ˈklɪpɪŋz	["noun"]
clips	klˈɪps
clips	klɪps	["verb","noun"]
clique	kliːk	["verb","noun"]
clique	klˈik
cliques	klˈɪks
cliquish	ˈkliːkɪʃ	["adjective"]
clites	klˈaɪts
clitic	ˈklɪtɪk	["noun"]
clitoral	ˈklɪtəɹəl	["adjective"]
clitoris	klaɪtˈɔɹɪs
clitoris	ˈklɪtəɹɪs	["noun"]
clive	klˈaɪv
cliver	klˈaɪvɚ
cloaca	kləʊˈeɪkə	["noun"]
cloaked	klˈoʊkt
cloaking	klˈoʊkɪŋ
cloak	ˈkləʊk	["verb","noun"]
cloak	klˈoʊk
cloakroom	ˈkləʊkɹuːm	["noun"]
cloakroom	klˈoʊkɹˌum
clobbered	klˈɑbɚd
clobbering	klˈɑbɚɪŋ
clobber	klˈɑbɚ
cloche	kləʊʃ	["noun"]
clocked	klˈɑkt
clocker	klˈɑkɚ
clockers	klˈɑkɚz
clocking	klˈɑkɪŋ
clock	klˈɑk
clock	klɒk	["verb","noun"]
clock's	klˈɑks
clocks	klˈɑks
clockwise	klˈɑkwˌaɪz
clockwise	ˈklɒkwaɪz	["adverb","adjective"]
clockwork	klˈɑkwˌɚk
clockwork	ˈklɒkwɜːk	["noun"]
clodfelter	klˈɑdfˌɛltɚ
clod	klɒd	["verb","noun"]
clodoveo	kloʊdˈoʊvioʊ
cloe	klˈoʊ
cloer	klˈoʊɚ
cloey	klˈoʊi
clogged	klˈɔgd
clogging	klˈɔgɪŋ
clog	klɒg	["verb","noun"]
clog	klˈɔg
clogs	klˈɔgz
clogston	klˈɔgstən
cloherty	klˈɑhɚti
clohessy	klˈɑhɪsi
cloistered	klˈɔɪstɚd
cloister	klˈɔɪstɚ
cloisters	klˈɔɪstɚz
cloke	klˈoʊk
clomb	kləʊm	["verb"]
clomipramine	klˈoʊmɪpɹəmˌaɪn
clomp	klɒmp	["verb","noun"]
clonch	klˈɑntʃ
cloned	klˈoʊnd
clone	kləʊn	["verb","noun"]
clone	klˈoʊn
clones	klˈoʊnz
clonidine	klˈɑnɪdˌin
cloninger	klˈoʊnɪŋgɚ
cloning	klˈoʊnɪŋ
clonk	klɒŋk	["verb","noun"]
clonts	klˈɑnts
clontz	klˈɑnts
clonus	ˈkləʊnəs	["noun"]
cloonan	klˈunən
clooney	klˈuni
clootie	klˈuti
clop	klɒp	["verb","noun"]
clopper	klˈɑpɚ
clopton	klˈɑptən
cloque	ˈklɒkeɪ	["noun"]
clore	klˈɔɹ
clore's	klˈɔɹz
clorinda	klɔɹˈində
clorox	klˈɔɹɑks
closed	kləʊzd	["verb","adjective"]
closed	klˈoʊzd
closedown	klˈoʊzdˌaʊn
closedowns	klˈoʊzdˌaʊnz
close	kləʊz	["verb","noun"]
close	klˈoʊs
close	klˈoʊz
closely	ˈkləʊsliː	["adverb"]
closely	klˈoʊsli
closeness	ˈkləʊsnəs	["noun"]
closeness	klˈoʊsnəs
closer	ˈkləʊsə	["adjective"]
closer	klˈoʊsɚ
closer	klˈoʊzɚ
closes	klˈoʊzɪz
closest	ˈkləʊsɪst	["verb","adjective"]
closest	klˈoʊsɪst
closeted	klˈɑzətɪd
closet	klˈɑzət
closet	ˈklɒzɪt	["verb","noun","adjective"]
closets	klˈɑzəts
closeup	kləʊsˈʌp	["noun"]
closeup	klˈoʊsˈʌp
closeups	klˈoʊsˈʌps
closing	ˈkləʊzɪŋ	["verb","noun","adjective"]
closing	klˈoʊzɪŋ
closings	klˈoʊzɪŋz
clos	klˈɑs
closser	klˈɔsɚ
closs	klˈɔs
closson	klˈɑsən
closure	ˈkləʊʒəɹ	["noun"]
closure	klˈoʊʒɚ
closures	klˈoʊʒɚz
clotfelter	klˈɑtfˌɛltɚ
clothed	ˈkləʊðd	["verb","adjective"]
clothed	klˈoʊðd
clothe	ˈkləʊð	["verb"]
clothe	klˈoʊð
clotheshorse	klˈoʊðzhˌɔɹs
clothes	kləʊðz	["noun"]
clothes	klˈoʊðz
clothesline	ˈkləʊðzlaɪn	["verb","noun"]
clothestime	klˈoʊðztˈaɪm
clothier	ˈkləʊðɪəɹ	["noun"]
clothier	klˈoʊðjɚ
clothiers	klˈoʊðjɚz
clothilda	kləθˈɪldə
clothilde	klˈɑθɪld
clothing	ˈkləʊðɪŋ	["verb","noun"]
clothing	klˈoʊðɪŋ
cloth	klɒθ	["noun"]
cloth	klˈɔθ
cloths	klɒðz	["noun"]
cloths	klˈɔθs
clotilda	klətˈɪldə
clot	klˈɑt
clot	klɒt	["verb","noun"]
clots	klˈɑts
clotted	klˈɑtɪd
clotting	klˈɑtɪŋ
clott	klˈɑt
cloture	ˈkləʊtjʊəɹ	["verb","noun"]
cloture	klˈoʊtʃɚ
clouatre	klˈaʊətɹ
cloudberry	ˈklaʊdbəɹɪ	["noun"]
cloudburst	klˈaʊdbˌɚst
clouded	klˈaʊdɪd
clouded	ˈklaʊdɪd	["verb","adjective"]
cloudiness	klˈaʊdinəs
clouding	klˈaʊdɪŋ
clouding	ˈklaʊdɪŋ	["verb","noun"]
cloud	klˈaʊd
cloud	klaʊd	["verb","noun"]
cloudless	klˈaʊdləs
clouds	klˈaʊdz
clouds	klaʊdz	["verb","noun"]
cloudy	ˈklaʊːdɪ	["adjective"]
cloudy	klˈaʊdi
clougherty	klˈaʊɚti
clough	klˈaʊ
clough	klaʊ	["noun"]
clou	kluː	["noun"]
clouse	klˈaʊs
clouser	klˈaʊsɚ
clouthier	klˈoʊðiɚ
cloutier	klˈaʊtiɚ
clout	klˈaʊt
clout	klaʊt	["verb","noun"]
clove	kləʊv	["noun"]
clove	klˈoʊv
clover	ˈkləʊvəɹ	["noun"]
clover	klˈoʊvɚ
cloverleaf	ˈkləʊvəliːf	["verb","noun","adjective"]
cloverleaf	klˈoʊvɚlˌif
cloves	kləʊvz	["noun"]
cloves	klˈoʊvz
clovis	klˈoʊvɪs
cloward	klˈoʊwɚd
clowder	kləʊdə	["noun"]
clowdus	klˈaʊdɪs
clower	klˈaʊɚ
clowers	klˈaʊɚz
clowes	klˈaʊz
clow	klˈoʊ
clowned	klaʊnd	["verb"]
clowney	klˈaʊni
clowning	klˈaʊnɪŋ
clowning	ˈklaʊnɪŋ	["verb","noun"]
clownish	ˈklaʊnɪʃ	["adjective"]
clown	klˈaʊn
clown	klaʊn	["verb","noun"]
clowns	klˈaʊnz
clowns	klaʊnz	["verb","noun"]
cloyd	klˈɔɪd
cloyed	klɔɪd	["verb"]
cloying	klˈɔɪɪŋ
cloying	ˈklɔɪɪŋ	["verb","adjective"]
cloy	klˈɔɪ
cloy	klɔɪ	["verb"]
cloys	klɔɪz	["verb"]
clozapine	klˈoʊzəpˌaɪn
clubbed	klˈʌbd
clubbed	klʌbd	["verb","adjective"]
clubbing	klˈʌbɪŋ
clubbing	ˈklʌbɪŋ	["verb","noun"]
clubb	klˈʌb
clubby	klˈʌbi
clubhouse	klˈʌbhˌaʊs
clubhouses	klˈʌbhˌaʊsɪz
club	klˈʌb
club	klʌb	["verb","noun"]
club's	klˈʌbz
clubs	klˈʌbz
clubs	klʌbz	["verb","noun"]
clucas	klˈukəz
clucked	klʌkt	["verb"]
cluckey	klˈʌki
clucking	klˈʌkɪŋ
clucking	ˈklʌkɪŋ	["verb","noun","adjective"]
cluck	klˈʌk
cluck	klʌk	["verb","noun"]
clucks	klˈʌks
clucks	klʌks	["verb"]
clued	kluːd	["verb"]
clued	klˈud
clueing	ˈkluːɪŋ	["verb"]
clue	klˈu
clue	kluː	["verb","noun"]
clueless	ˈkluːləs	["adjective"]
clueless	klˈuləs
clues	kluːz	["verb","noun"]
clues	klˈuz
cluett	klˈuɪt
cluff	klˈʌf
clugston	klˈʌgstən
clukey	klˈuki
clum	klˈʌm
clumped	klʌmpt	["verb"]
clumping	klˈʌmpɪŋ
clumping	ˈklʌmpɪŋ	["verb","noun"]
clump	klˈʌmp
clump	klʌmp	["verb","noun"]
clumps	klˈʌmps
clumps	klʌmps	["verb","noun"]
clumpy	klˈʌmpi
clumpy	ˈklʌmpɪ	["adjective"]
clumsily	klˈʌmsəli
clumsiness	klˈʌmzinəs
clumsiness	ˈklʌmzɪnəs	["noun"]
clumsy	klˈʌmzi
clumsy	ˈklʌmzɪ	["noun","adjective"]
clune	klˈun
clung	klˈʌŋ
clung	ˈklʌŋ	["verb","adjective"]
clunker	ˈklʌŋkə	["noun"]
clunker	klˈʌŋkɚ
clunkers	klˈʌŋkɚz
clunk	klˈʌŋk
clunk	klʌŋk	["verb","noun"]
clunks	klˈʌŋks
clunks	klʌŋks	["verb","noun"]
clunky	klˈʌŋki
cluny	klˈuni
clustered	klˈʌstɚd
clustering	klˈʌstɚɪŋ
cluster	ˈklʌstə	["verb","noun"]
cluster	klˈʌstɚ
clusters	ˈklʌstəz	["verb","noun"]
clusters	klˈʌstɚz
clutched	klˈʌtʃt
clutched	klʌtʃt	["verb"]
clutches	klˈʌtʃɪz
clutches	ˈklʌtʃɪz	["verb","noun"]
clutching	klˈʌtʃɪŋ
clutching	ˈklʌtʃɪŋ	["verb","noun"]
clutch	klˈʌtʃ
clutch	klʌtʃ	["verb","noun"]
clute	klˈut
cluttered	klˈʌtɚd
cluttering	klˈʌtɚɪŋ
clutter	ˈklʌtəɹ	["verb","noun"]
clutter	klˈʌtɚ
clutts	klˈʌts
clyatt	klˈaɪət
clyburn	klˈɪbɚn
clyde	klˈaɪd
clydesdale	klˈaɪdzdˌeɪl
clymene	klɪmˈin
clymer	klˈaɪmɚ
clyne	klˈaɪn
clypei	ˈklɪpɪaɪ	["noun"]
clypeus	ˈklɪpɪəs	["noun"]
clyster	ˈklɪstə	["noun"]
clyte	klˈaɪt
clytie	klˈɪti
clyve	klˈaɪv
c'mon	kəmˈɑn
cmos	sˈiˈɛmˈoʊˈɛs
cmos	sˈimoʊs
cnidarian	nɪˈdeəɹɪən	["noun"]
coacervate	kəʊəˈsɜːvət	["noun","adjective"]
coached	kˈoʊtʃt
coaches	kˈoʊtʃɪz
coaching	kˈoʊtʃɪŋ
coach	kˈoʊtʃ
coachman	ˈkəʊtʃmən	["noun"]
coachman	kˈoʊtʃmən
coach's	kˈoʊtʃɪz
coadjutor	kəʊəˈdʒuːtə	["noun"]
