अंकगणित	əŋkəgəɳiːt̪
कालावधीचा	kaːləʋɖiːtʃə
कालावधीचे	kaːləʋɖiːtʃeː
कालावधीच्या	kaːləʋɖiːtʃʰə
कालावधीत	kaːləʋɾiːt̪
कालावधीतील	kaːləʋɖʱiːt̪il
कालावधीनंतर	kaːləʋɾiːn̪t̪əɾ
कालावधीने	kaːləʋɖʰiːne
कालावधीपर्यंत	kaːləʋɖʱiːpəɾənt̪
कालावधीमध्ये	kaːləʋɖʱiːmɖʱe
कालावधीसाठी	kaːləʋɖʰiːsɑːʈʰiː
कालिदास	kaːliːdaːs
कालिंदी	kaːliːndiː
कालौघात	kaːləugʱɑːt̪
काल्पनिक	kaːlpəniːk
काल्लालू	kaːl̪l̪əluː
काळ	kɔːɭ̆
काळच	kɔːɭtʃ
काळजाचा	kaːɭdʒɔtɕɔ
काळजात	kaːɭdʒaːt̪
काळजी	kaːɭʑi
काळजीपूर्वक	kaːɭdʒipuːɾʋk
काळजीही	kaːɭʑiː
काळतील	kaːɭ̆t̪iːl̆
काळपट	kaːɭəpəʈ
काळय़ा	kaːɭjə
काळविटाची	kaːɭʋiːtaːtʃi
काळवीट	kaːɭʋiːʈ
काळवीटची	kɔːɭʋiːʈtʃiː
काळसर	kaːɭsəɾ
काळा	kɔːɭə
काळाची	kɔɭːtɕi
काळाच्या	kaːɭaːtʃi
काळात	kaːɭaːt̪
काळातच	kaːɭaːtʃ
काळातला	kaːɭaːt̪əɭə
काळातली	kaːɭaːt̪li
काळातले	kaːɭaːt̪le
काळातही	kaːɭaːt̪ʰi
काळातील	kaːɭaːt̪iːl̪
काळानंतर	kaːɭaːn̪t̪əɾ
काळानुरुप	kaːɭaːnʊruɭ
काळानुरूप	kaːɭaːnuɾuːp
काळानुसार	kɔːɭ̆aːn̪usɑːr̪
काळाने	kaːɭ̆aːne
काळापर्यंत	kaːɭaːpəɾənt̪
काळापासून	kaːɭaːpaːs̪uːn̪
काळाप्रमाणे	kaːɭaːpɾəmaːɳe
काळामध्ये	kaːɭaːmʤʰe
काळासाठी	kaːɭaːsɑːtʃi
काळी	kaːɭiː
काळे	kaːɭe
काळ्या	kaːɭjə
कावनई	kaʋniː
कावासाकी	kaːʋaːsakiː
काविळीत	kaːʋiɭiːt̪
कावीळ	kaːʋiɭ
काव्य	kaʋi
काव्यसंग्रह	kaːʋjəsaŋgɾʰə
काव्या	kaʋjə
काशिनाथ	kɑːʃɪnɑːt̪ʰ
काशिलिंग	kɑːʃɪlɪŋ
काशी	kəʂi
काश्मिर	kɑːʃmɪr
काश्मिरी	kɑːʃmiːriː
काश्मीर	kɑːʃmiːr
काश्मीरमधील	kaːʃmiːɾəmaɖiːl
काश्मीरमध्ये	kɑːʃmiːɾəmd̪ʋe
कासव	kaːsʋ
कासव	kɑːsʋə
कासवाच्या	kɑːsʋɑːtɕʰə
कासारीच्या	kɑːsɑːɾitʃʰe
कास्ट	kɑːst̪
कास्टिंग	kaːsʈiŋ
कास्टिंगचं	kaːsʈiŋʈ
कास्टिंगची	kɑːsʈiŋtʃi
कांस्य	kɑːnsɪ
कांस्यपदक	kaːɳɕəpədək
कांस्यपदकाची	kaːɳɕəpəɖəkaːtʃi
कांस्यपदकावर	kaːɳɕəpəɖəkaʋəɾ
कांस्यपदकासह	kaːɳsipəɖakaːsə
कांस्यपदकासाठी	kaːɳɕəpəɖəkaːɕɪtʃi
कांस्यपदके	kaːɳɕəpəɖkə
काही	kaːɦiː
काही	kaːʋi
काही	kəʋi
काहीएक	kɑːɪʈʈʈeːk
काहीकाळ	kaːhiːkaːɭ̆
काहीच	kaːhiːtɕ
काहींचा	kaːhiːɳtɕə
काहींची	kaːɾiːɳtʃiː
काहींचे	kɑːʈʈiːnʧe
काहींच्या	kaːɪ̯ɳtɕʰə
काहीजण	kɑːʋidʒəɳ
काहीजणांनी	kaːʋidʒəɳiː
काहीतरी	kaːʔiːt̪ri
काहींना	kɑːʋiːn̪n̪ə
काहीना	kəʋiːnə
काहींनी	kaːʋiːniː
काहीबाही	kaːɪbʱaːɪ
काहीवेळा	kaːɦiʋeɭə
काहीशा	kaːʋiʃɑː
काहीशी	kɑːɪʃi
काहीसं	kaːɦiːs̪ə̃
काहीसा	kaːɦiːsə
काहीसे	kaːɦiːse
काहीही	kaːɦiː
काहूर	kaːhuːr
कि	ki
किएरॉन	kiːeɾoːn
किक	kiːk
किकचा	kiːkʈə
किकू	kiːkuː
किंग	kiŋ
किंग	kiŋg
किंगफिशर	kiŋgɪɕɾ
किंग्ज	kiŋgz
किच	kiʈʈʰ
किचकट	kiːtʃkəʈ
किचन	kiːtʃən
किंचित	kimtɕit̪
किंचितसे	kimtɕʰɪt̪se
किंचितही	kimtɕiɦi
किट	kiʈ
किटन	kit̪n̪
किटबॅग	kiʈbɑːg
किड	kiɖ
किडणी	kiɖɳi
किडतात	kiɖt̪aːt̪
किडनी	kiɖniː
किंडल	kiːɳɖəl
किडलेले	kiɖlele
किड्स	kiɖs
किड्सच्या	kiɖs̪tɕe
किण्वन	kiɳʋən
कितनी	kit̪niː
कितपत	kit̪əpət̪
किताब	kiːt̪aːb̪
किताबखाना	kit̪aːbkʰaːna
किताबावर	kit̪aːbɑːʋəɾ
किती	kiːti
किती	kɪt̪i
कितीतरी	kit̪iːt̪əɾiː
कितीही	kit̪iːhiː
कित्ता	kit̪t̪a
कित्येक	kiʈʏek
कित्येकदा	kit̪jɛkɖɑ
कित्येकांच्या	kit̪jɛkɔɳɟɑ
कित्येकांना	kiʈʰʲeːkɑːnːɑː
कित्येकांनी	kit̪jɛkann̪i
किदम्बी	kid̪əmb̪iː
किदांबी	kid̪ɑ̃ːbi
किनार	kinɑːr
किनारपट्टीवर	kinɑːɾəpəʈːivəɾ
किनारी	kinɑːri
किनारे	kin̪aːre
किनाऱ्याला	kinɑːɾjɑːlɑː
किनाऱ्यावर	kinɑːɾjɑːʋəɾ
किफायतशीर	kiːpʰaːjəʈʃiːr
किंबहुना	kimbəɦunə
किंबहूना	kimbəɦuːna
किंभो	kim̆bo
किम	kim
किंमत	kimmat̪
किंमतही	kimːmət̪ʰiː
किंमती	kimˈməti
किमती	kimt̪i
किंमतीचा	kimːʋtiːtʃə
किंमतीची	kimːmt̪iːtʃiː
किंमतीचे	kimːmət̪iːtʃe
किमतीचे	kimətiːtʃe
किंमतीच्या	kimːt̪iːtʃʰə
किमतीच्या	kimʈiːtʃʰə
किंमतीत	kimːt̪iːt̪
किमतीत	kimʈiːt̪
किंमतीने	kimːmətiːne
किंमतीबाबत	kimːmətiːbɑːbət̪
किंमतीमध्ये	kimːʋtiːmɖʱeː
किंमतीला	kimːmətiːla
किमतीला	kimt̪iɭ̆ɑ
किंमतीवर	kimːt̪iʋaɾ
किमतीही	kimʈiː
किमया	kimjə
किमान	kimɑːn
किमी	kiːmiː
किमेलने	kimel̪n̪e
किया	kiːə
किया	kiə
कियारा	kijɑːɾɑː
किरकोळ	kirkoɭ
किरण	kɪɾɳ
किरणांचा	kirəɳəntɕə
किरणांपासून	kirəɳəmpaːsuːn
किरणे	kirəɳe
किरणोत्सर्ग	kiɾɳoːʈsɾg
किरणोत्साराचा	kiɾɳoʈsaːɾɔtʃə
किरवानी	kirʋaːni
किराणा	kiɾaːɳa
किरॉन	kiɾoːɳ
किर्ती	kɪɾt̪i
किर्लोस्कर	kiɾloʃkəɾ
किलो	kilo
किलोंनी	kiːlõːniː
किलोमीटर	kiːloːmiːt̪əɾ
किलोमीटरचे	kiːloːmiːt̪əɾtʃeː
किलोमीटरच्या	kiːloːmiːt̪ɾtɕʰə
किलोमीटरवर	kiːloːmiːt̪əɾʋəɾ
किलोमीटर्स	kiːloːmiːʈʌr
किलोवरील	kilɔʋɾiːl
किल्ला	kilːə
किल्ले	kɪlːe
किल्लेदार	kilːəɖaːr
किल्ल्यांची	kilːjəɳtɕi
किल्ल्यावर	kilːjəʋəɾ
किंवा	kimʋə
किवा	kiʋə
किवी	kiʋi
किवींना	kiʋiɳɳə
किशन	kiʂən
किशनने	kiʂənne
किशोर	kiːʃoːr
किशोरने	kiʃoɾne
किशोरवयीन	kiʃoɾʋajiːn
किशोरी	kiʃoːri
किश्वर	kiʃʋəɾ
किस	kis
किस	kiʃ
किसन	kis̪n̪
किसलेलं	kis̪le̞l̪ə̃
किसलेले	kislele
किसून	kiːs̪un̪
किस्सा	kisːə
किस्से	kisːe
की	kiː
की…	kiː
कीटकनाशके	kiʈkənɑːʃkʰe
कीटन	kiːʈəɳ
कीड	kiːɖ
कीप	kiːp
कीपॅड	kiːpaːɖ
कीबोर्ड	kiːboːɽd̪
कीर्तिकर	kiːɾt̪igəɾ
कीर्ती	kiɾti
कीर्तीची	kiɾtiːtʃiː
कीस	kiːs
कुक	kuk
कुकनूर	kuknuːr
कुकने	kukne
कुकर	kʊkəɾ
कुकला	kukl̪ə
कुकीज	kukidʒ
कुंकू	kʊŋku
कुक्कू	kukːu
कुख्यात	kuːgjɛːt̪
कुंग	kuŋg
कुचकामी	kʊtʃkɑːmi
कुछ	kuʈʈʰ
कुछ	kʊtɕʰ
कुटिन्हो	kuʈiɳo
कुटुंब	kʊʈʊmb
कुटुंबच	kuʈuːmbəʈ
कुटुंबवत्सल	kuʈʊmbəʋəʈsəl
कुटुंबाकडून	kuʈuŋbɑkɖuːn
कुटुंबाकडे	kuʈuŋbɑːkɑːɳɳe
कुटुंबाचं	kuʈuːmbɑːtʃəɳ
कुटुंबाचा	kuʈuŋbɑtʃə
कुटुंबाची	kuʈuŋbɑtʃi
कुटुंबाचे	kuʈuːmbətɕe
कुटुंबाच्या	kuʈuːmbɑːtɕi
कुटुंबात	kuʈʊmbɑːt̪
कुटुंबातल्या	kuʈuːmbɑːt̪ɭə
कुटुंबातील	kuʈuːmbɑːt̪iːl̪
कुटुंबातून	kuʈʊmbɑːtuːn
कुटुंबांना	kuʈuːmbɑːnːɑ
कुटुंबाने	kuʈuːmbɑːne
कुटुंबाबरोबर	kuʈuɱbɑːboɾ
कुटुंबामध्ये	kuʈuːmbɑːmʤʰeː
कुटुंबाला	kuʈuːmbɑːlɑː
कुटुंबालाही	kuʈuɱbaːliː
कुटुंबावर	kuʈuːmbɑːr
कुटुंबाविषयी	kuʈuːmbɑːʋiʂjiː
कुटुंबाशी	kuʈuːmbɑːʃiː
कुटुंबासमवेत	kuʈʊmbɑːsəʋeːʈ
कुटुंबासह	kuʈuːmbɑːsəɦ
कुटुंबासाठी	kuʈuːmbɑːʃɑːʈʈi
कुटुंबासोबत	kuʈuːmbɑːsɔːbət
कुटुंबिय	kuʈuɱbi
कुटुंबियांकडून	kuʈuɱbiɳkɑɳku
कुटुंबियांची	kuʈuːmbjɑːtʃi
कुटुंबियांचे	kuʈuːmbjɑːtʃe
कुटुंबियांच्या	kuʈuɱbjaɳʈaɪ
कुटुंबियांना	kuʈuɱbʱiɳɳa
कुटुंबियांनी	kuʈuːmbʲiːɳːi
कुटुंबियांसोबत	kuʈuɱbʱiɑːsɔbʌt
कुटुंबीय	kuʈuːmbɪj
कुटुंबीयांची	kuʈuːmbʲiːəɳtʃiː
कुटुंबीयांच्या	kuʈuːmbʲiːɳʈaː
कुटुंबीयांना	kuʈuɱbiːjɑːnɑ
कुटुंबीयांनी	kuʈuŋb̪iːjɑɳiː
कुटुंबीयांसोबत	kuʈuːmbʲiːəɳsoːbət
कुटुंबे	kʊʈʊmb̪e
कुटून	kuʈuːn
कुंटे	kʊɳʈe
कुट्टन	kuʈːɳ
कुठं	kʊʈʰə̃
कुठलं	kʊɭəɳ
कुठला	kuɭ̆l̆ə
कुठलाच	kuɭəɭatʃ
कुठलाही	kʊʈʰalaːhi
कुठली	kɯʈʰli
कुठलीच	kɯʈʰliːtʃ
कुठलीही	kɯʈʰlihi
कुठले	kɯʈle
कुठलेच	kuʈleʈʈʰ
कुठलेही	kɯʈlehi
कुठल्या	kuɭjə
कुठल्याच	kuɭʲəɭjəʧ
कुठल्यातरी	kʊʈʰjɑːt̪ɾi
कुठल्याही	kuɭʌlʌhi
कुठून	kɯʈʰuːn
कुठे	kɯʈʰe
कुठेच	kɯʈeʈʰ
कुठेतरी	kɯʈʰet̪ri
कुठेही	kɯʈʰehi
कुंडलकर	kuɳɖəlkəɾ
कुडाळ	kʊɖaɭ
कुडो	kʊɖo
कुणकुण	kʊɳkʊɳ
कुणा	kʊɳa
कुणाकडे	kuɳaːkɑːɖe
कुणाचं	kuɳaʈ
कुणाचा	kuɳaːtʃə
कुणाची	kuɳaːtʃi
कुणाच्या	kɯɳaːtɕʰi
कुणाच्याही	kuɳaːtɕʰɑːiː
कुणाल	kuɳaːl
कुणालने	kuɳaːlnɛ
कुणाला	kuɳaːlɑː
कुणालाच	kuɳaːlɑtʃ
कुणालाही	kuɳaːlaːhiː
कुणावर	kuɳaʋaɾ
कुणी	kʊɳi
कुणीच	kuɳitʃ
कुणीतरी	kuɳiːt̪riː
कुणीही	kuɳiːhiː
कुतुहल	kʊt̪uɦəl
कुतूहल	kʊt̪uːɦəl
कुत्ते	kʊʈːe
कुत्रा	kuʈra
कुत्री	kuʈɾiː
कुत्रे	kuʈɾe
कुत्र्याचं	kuʈɾjəɳ
कुत्र्यांच्या	kuʈɾjɔːɳɖiː
कुत्र्यांना	kuʈɾjɑːnna
कुत्र्याला	kuʈɾjɑːɭə
कुत्र्यांसाठी	kuʈɾjɑːnsɑːʈʈʰiː
कुंद	kʊɳɖ
कुंदन	kuɳɖən
कुंद्रा	kuɳɖɾa
कुन	kʊn
कुपन	kʊpən
कुपोषण	kʊpoʂɳ
कुबल	kʊbəl
कुंबळे	kumbɭe
कुंबळेची	kumbɭeʈʈi
कुंबळेच्या	kuːmbɭeʈʲə
कुंबळेंच्या	kumbɭeɳtɕə
कुंबळेंनी	kumbəɭeɳi
कुंबळेने	kuːmbəɭeːne
कुबेर	kubeːr
कुब्रा	kubɾə
कुब्रानं	kubɾaːn̪ə̃
कुंभक	kʊmbʰək
कुंभार	kumbʰaːr
कुंभी	kʊmbʱi
कुमाऊ	kumaːu
कुमार	kʊmaːɾ
कुमारकडे	kuːmaːɾəgaɳɖe
कुमारचा	kuːmaːrʈʂə
कुमारची	kuːmaːɾtʃiː
कुमारचे	kuːmaːɾtʃeː
कुमारच्या	kuːmaːɾtʃeː
कुमारने	kuːmaːɾne
कुमारनेही	kuːmaːɾn̪eːhiː
कुमारला	kʊmaːɾɭə
कुमारवर	kuːmaːɾʋəɾ
कुमारसह	kuːmaːɾəsaɦ
कुमारसोबत	kuːmaːɾəsoːbət̪
कुमारी	kuːmaːriː
कुमारीने	kʊmɑːɾiːnɛ
कुमुदिनी	kʊmʊd̪iːni
कुरकुरीत	kʊɾkʊɾiːt̪
कुरघोडी	kurgʱoɖi
कुरतडण्याच्या	kurʈəɳəɭʲə
कुरतडल्याप्रकरणी	kurʈəɖəlaːpɾkəɾɳi
कुरळे	kuɾɭe
कुरळ्या	kʊrɭjə
कुरेशी	kuɾeʃiː
कुर्ग	kʊɾg
कुर्ता	kʊɾt̪a
कुर्ती	kʊɾʈi
कुर्ते	kʊɾt̪e
कुर्त्यांसोबत	kʊɾt̪jɑːs̪oːbʌt̪
कुल	kul̪
कुल	kʊl
कुलकर्णी	kuləkəɳniː
कुलकर्णीने	kulkɑɳiːne
कुलदीप	kʊl̪d̪iːp
कुलदीपनं	kuɭdiːpən̪
कुलदीपने	kuɭdiːpne
कुलदीपला	kuɭdiːpɭə
कुलपॅड	kuləpɑːɖ
कुलवंत	kuləʋənt̪
कुलस्ते	kuləst̪e
कुलाबा	kulaːbə
कुल्फी	kuɭpʰiː
कुळीथ	kuɭiːt̪ʰ
कुवत	kuʋət̪
कुंवर	kuɳʋəɾ
कुवेत	kuʋet̪
कुशन	kɯʂən
कुशमन	kuʂman
कुशल	kʊɕəl
कुशलतेने	kuʂəleʈne
कुशीत	kʊʃiːt̪
कुशीवर	kuʃiʋər
कुस्करून	kuskuɾuːn
कुस्ती	kʊsʈi
कुस्तीकडे	kuʂtiːkɖe
कुस्तीगीर	kuʂʈiːgiːɾ
कुस्तीगीरांना	kuʂʈiːgiːɾɑːɳɑː
कुस्तीचा	kʊsʈiːtʃə
कुस्तीची	kuʈʈiːtʃiː
कुस्तीचे	kʊsʈiːtʃe
कुस्तीच्या	kuʂʈiːtʃjɑː
कुस्तीत	kʊsʈiːt̪
कुस्तीतील	kuʂʈiːt̪iːl̪
कुस्तीपटू	kuʂʈiːpəɳuː
कुस्तीपटूंना	kuʈʈiːpəɳɳə
कुस्तीपटूंनी	kuʂʈiːpəɳɳiː
कुस्तीमध्ये	kʊsʈiːmɖʱe
कुस्तीला	kʊsʈiːlə
कुस्तीविषयी	kuʂtiʋiɕji
कुस्तीसाठी	kʊsʈiːsɑːʈʈʰi
कूक	kuːk
कूकला	kuːkɭə
कूच	kuːtʃ
कूट	kɯːʈ
कून	kuːn
कूपन	kuːpən
कूल	kuːl
कूल	kɯːl
कूलिंग	kuliŋ
कूल्ड	kɔːɭd̪
कूस	kɔːs
कृणाल	krɳɑːl
कृतज्ञता	krɪtgɲt̪ə
कृतिका	kr̥t̪ɪkə
कृती	kr̥tiː
कृतीचा	kr̥ʈiːtʃə
कृतीची	kɾit̪iːtʃi
कृतीतून	kr̥tiːtuːn
कृतीद्वारे	kɾ̥tiːd̪ʋaːɾ̥e
कृत्य	kʌʈʈi
कृत्याबद्दल	ˈkʈɾjɑːbɾɖəl
कृत्रिम	krɪt̪ɾɪm
कृत्रिमरीत्या	kr̥ʈriːmriːt̪jə
कृपया	krɪbɑjɑ
कृपा	krɪpɑ
कृश	kɾɪʂ
कृषी	krɪʂiː
कृष्ण	kɾʂɳ
कृष्णधवल	krɕɳəɽʋəl
कृष्णन	krɕɳən
कृष्णप्पा	krɕɳəpːə
कृष्णमूर्ती	kr̥ʂn̪muːr̪t̪iː
कृष्णा	krɕɳa
कृष्णाची	krɯɳaːtʃi
कृष्णाच्या	krɕɳaːtɕi
कृष्णाप्पा	krɪɳɑːpːɑː
कृष्णाला	krɕɳaːlɑː
कॅगिसो	kəgis̪o
कॅज्युअल	kəʐjuəɭ
कॅट	kɛːʈ
कॅटच्या	kəɭʈtɕe
कॅटरिना	kəʈəɾɪna
कॅडेट	kəɳɖeːʈ
कॅन	kəɳ
कॅनडा	kəɳɳəɽə
कॅनडाचा	kəɳɖɔtʃə
कॅनडाची	kəɳɖətʃi
कॅनडाच्या	kəɳɳəɖɑːtʃʰə
कॅनडात	kəɳɳəɽʌt
कॅनडातील	kəɳɳəɖiːl
कॅनडातून	kəɳɖɑːtun
कॅनडामध्ये	kəɳɖəmaːd̪ʱe
कॅनडाला	kəɳɳɖɑːlɑː
कॅनडाविरुद्ध	kəɳɖɑʋɪɾʊd̪d̪ʱ
कॅनरा	kəɳɾə
कॅनव्हास	kəɳʋɑːs
कॅनेडियन	kəɳeɳɖiən
कॅन्डी	kəɳɖi
कॅन्निंग	kəɳːŋ
कॅन्सर	kəɳʃəɾ
कॅन्सरचा	kəɳsəɾtʃə
कॅन्सरच्या	kəɳsəɾtɕə
कॅन्सरवर	kəɳsəɾʋəɾ
कॅप	kəp
कॅंप	kɛːmp
