aberaeron	abɛreɨ̯rɔn
clau	klaɨ̯
clawdd	klaːu̯ð
clawr	klau̯r
cledd	kleːð
cleddyf	klɛðɨ̞v
cledr	klɛdr
clefyd	klɛvɨ̞d
cleren	klɛrɛn
clicio	klɪkjɔ
clicio	klɪkɔ
cliff	kliːf
cliriad	klɪrjad
clirio	klɪrjɔ
clo	kloː
cloan	klɔan
cloc	klɔk
cloch	kloːχ
clod	kloːd
clodfawr	klɔdvau̯r
cloem	kloːɨ̯m
clof	kloːv
cloriau	klɔrja
cloriau	klɔrjaɨ̯
cloriau	klɔrjɛ
clorid	klɔrɪd
clust	klɨːsd
clwt	klʊt
clwyfo	klʊɨ̯vɔ
clwyfus	klʊɨ̯vɨ̞s
cly	klɨː
clybiau	kləbja
clybiau	kləbjaɨ̯
clybiau	kləbjɛ
clyw	klɨu̯
clyw	klɪu̯
clywed	kləwad
clywed	kləwɛd
clywedog	kləu̯ɛdɔɡ
clêr	kleːr
cnau	knaɨ̯
cnoi	knɔi̯
cnud	knɨːd
cnwc	knʊk
cnwd	knuːd
cnwp	knʊp
cobalt	kɔbalt
cobra	kɔbra
coch	koːχ
cochen	kɔχɛn
cochgam	kɔχɡam
cochi	kɔχi
cochion	kɔχjɔn
cochlas	kɔχlas
cochni	kɔχnɪ
cochwydd	kɔχwɨ̞ð
cocsa	kɔksa
codau	kɔda
codau	kɔdaɨ̯
codau	kɔdɛ
coden	kɔdɛn
codi	kɔdɪ
codoch	kɔdɔχ
cododd	kɔdɔð
codon	kɔdɔn
codwch	kɔdʊχ
coed	koːɨ̯d
coeden	kɔɨ̯dan
coeden	kɔɨ̯dɛn
coedredyn	kɔɨ̯drɛdɨ̞n
coeg	koːɨ̯ɡ
coel	koːɨ̯l
coelcerth	kɔɨ̯lkɛrθ
coesyn	kɔɨ̯sɨ̞n
cofair	kɔvai̯r
cofeb	kɔvɛb
cofiant	kɔvjant
cofnodion	kɔvnɔdjɔn
cofrestriad	kɔvrɛsdrjad
cofrestriadau	jada
cofrestriadau	kɔvrɛsdrjadaɨ̯
cofrestriadau	kɔvrɛsdrjadɛ
cofrestru	kɔvrɛsdrɨ̞
cofrestrydd	kɔvrɛsdrɨ̞ð
cofrestryddion	kɔvrɛsdrəðjɔn
cog	koːɡ
cogau	kɔɡa
cogau	kɔɡaɨ̯
cogau	kɔɡɛ
coginio	kɔɡɪnjɔ
coginioch	kɔɡɪnjɔχ
coginiodd	kɔɡɪnjɔð
coginion	kɔɡɪnjɔn
cogyddes	kɔɡəðas
cogyddes	kɔɡəðɛs
cogyddesau	kɔɡəðɛsa
cogyddesau	kɔɡəðɛsaɨ̯
cogyddesau	kɔɡəðɛsɛ
coleg	kɔlɛɡ
coll	kɔɬ
comiwnyddiaeth	kɔmɪu̯nəðjaɨ̯θ
comiwnyddiaeth	kɔmɪu̯nəðjɛθ
comiwnyddol	kɔmjʊnəðɔl
congl	kɔŋɡl
conglfaen	kɔŋlvaɨ̯n
cop	kɔp
copyn	kɔpɨ̞n
copïo	kɔpiːɔ
copïwr	kɔpiːʊr
cor	kɔr
corbennog	kɔrbɛnɔɡ
corbys	kɔrbɨ̞s
corff	kɔrf
corfflu	kɔrflɨ
corffor	kɔrfɔr
corn	kɔrn
cornel	kɔrnal
cornel	kɔrnɛl
corneli	kɔrnɛli
corniog	kɔrnjɔɡ
cornwyd	kɔrnuɨ̯d
coronafeirws	kɔrɔnavei̯rʊs
coronafeirysau	kɔrɔnavei̯rəsa
coronafeirysau	kɔrɔnavei̯rəsaɨ̯
coronafeirysau	kɔrɔnavei̯rəsɛ
coronafirws	kɔrɔnavɪrʊs
corrach	kɔraχ
corryn	kɔrɨ̞n
corun	kɔrɨ̞n
corwg	kɔrʊɡ
cosi	kɔsi
cost	koːsd
cot	kɔt
cotiau	kɔtja
cotiau	kɔtjaɨ̯
cotiau	kɔtjɛ
cowboi	kou̯bɔi̯
cowbois	kou̯bɔi̯s
crac	krak
craf	kraːv
craffter	kraftɛr
cragen	kraɡɛn
cras	kraːs
crasboeth	krasbɔɨ̯θ
crasfeydd	krasveɨ̯ð
cred	kreːd
credant	krɛdant
creder	krɛdɛr
credes	krɛdɛs
credet	krɛdɛt
credi	krɛdɪ
credyd	krɛdɨ̞d
credydau	krɛdəda
credydau	krɛdədaɨ̯
credydau	krɛdədɛ
crefydd	krɛvɨ̞ð
cregen	krɛɡɛn
cregyn	krɛɡɨ̞n
cregynna	krɛɡəna
creision	krei̯ʃɔn
crempog	krɛmpɔɡ
criced	krɪkɛd
crocodeilod	krɔkɔdei̯lɔd
croesair	krɔɨ̯sai̯r
croesfan	krɔɨ̯svan
croesffordd	krɔɨ̯sfɔrð
croesgad	krɔɨ̯sɡad
croeshoeliad	krɔɨ̯shɔɨ̯ljad
croeshoelio	krɔɨ̯shɔɨ̯ljɔ
croesholi	krɔɨ̯shɔlɪ
croesi	krɔɨ̯si
croesiad	krɔɨ̯ʃad
croeso	krɔɨ̯sɔ
croesryw	krɔi̯srɨ̞u̯
croesryw	krɔi̯srɪu̯
croestoriad	krɔɨ̯sdɔrjad
crog	kroːɡ
crogen	krɔɡɛn
croglen	krɔɡlɛn
cromad	krɔmad
cromen	krɔmɛn
cromfach	krɔmvaχ
cronfa	krɔnva
croth	kroːθ
crwys	kruːɨ̯s
cryched	krəχɛd
crychiad	krəχjad
cryddiaeth	krəðjaɨ̯θ
cryddiaeth	krəðjɛθ
cryddion	krəðjɔn
cryf	krɨː
cryf	krɨːv
cryg	krɨːɡ
cryndod	krəndɔd
crynhoad	krənhɔad
crynhoi	krən̥hɔi̯
crynoddisg	krənoðɪsɡ
crynu	krənɨ̞
crypton	krɨ̞ptɔn
crŷn	krɨːn
cu	kɨː
cuddio	kɪðjɔ
cudyn	kɨ̞dɨ̞n
culddail	kɨ̞lðai̯l
culdiroedd	kɨ̞ldɪrɔɨ̯ð
culed	kɨ̞lɛd
culion	kɨ̞ljɔn
cur	kɨ̞r
curiwm	kɪu̯rjʊm
curo	kɨ̞rɔ
cusan	kɨ̞san
cusanau	kɨ̞sana
cusanau	kɨ̞sanaɨ̯
cusanau	kɨ̞sanɛ
cusanu	kɨ̞sanɨ
cut	kɨ̞t
cwar	kwar
cwb	kʊb
cwbl	kʊbl
cwbl	kʊbʊl
cwblhau	kʊblhaɨ̯
cwcabyra	kʊkabəra
cwcer	kʊkɛr
cwch	kʊχ
cwcwll	kʊkʊɬ
cwd	kuːd
cweryl	kwɛrɨ̞l
cweryla	kwɛrəla
cwerylau	kwɛrəla
cwerylau	kwɛrəlaɨ̯
cwerylau	kwɛrəlɛ
cwerylgar	kwɛrəlɡar
cwerylon	kwɛrəlɔn
cwerylwr	kwɛrəlʊr
cwerylwyr	kwɛrəlwɨ̞r
cwestiynau	kwɛsdjəna
cwestiynau	kwɛsdjənaɨ̯
cwestiynau	kwɛsdjənɛ
cwfl	kuːvʊl
cwfl	kʊvl
cwfl	kʊvʊl
cwmwl	kʊmʊl
cwningen	kʊnɪŋan
cwningen	kʊnɪŋɛn
cwpla	kʊpla
cwplws	kʊplʊs
cwpláu	kʊplaɨ̯
cwpwrdd	kʊpʊrð
cwstardiau	kʊsdardja
cwstardiau	kʊsdardjaɨ̯
cwstardiau	kʊsdardjɛ
cwtiar	kʊtjar
cwtsh	kʊtʃ
cwtshys	kʊtʃɨ̞s
cwymp	kwɨ̞mp
cwymplen	kʊɨ̯mplɛn
cwyno	kʊɨ̯nɔ
cwyr	kuːɨ̯r
cychwyn	kəχwɨ̞n
cyd	kɨːd
cydgordiol	kɨ̞dɡɔrdjɔl
cydleoli	kədlɛɔlɪ
cydlifiadau	kədlɪvjada
cydlifiadau	kədlɪvjadaɨ̯
cydlifiadau	kədlɪvjadɛ
cydlifo	kədlɪvɔ
cydseiniol	kɨːdsei̯njɔl
cydseiniol	kɨ̞dsei̯njɔl
cydsynio	kɨ̞dsənjɔ
cydweithiad	kɨːdwei̯θjad
cydweithio	kɨːdwei̯θjɔ
cydweithiwr	kɨːdwei̯θjʊr
cydweithiwr	kɨ̞dwei̯θjʊr
cydweithrediad	kɨːdwei̯θrɛdjad
cydweithrediadau	kɨːdwei̯θrɛdjada
cydweithrediadau	kɨːdwei̯θrɛdjadaɨ̯
cydweithrediadau	kɨːdwei̯θrɛdjadɛ
cydweithredu	kɨːdwei̯θrɛdɨ
cyfaddasiad	kəvaðaʃad
cyfaddasu	kəvaðasɨ̞
cyfaddef	kəvaðɛv
cyfaddefiad	kəvaðɛvjad
cyfalafiaeth	kəvalavjaɨ̯θ
cyfalafiaeth	kəvalavjɛθ
cyfamod	kəvamɔd
cyfamodi	kəvamɔdi
cyfannu	kəvanɨ̞
cyfanwaith	kəvanwai̯θ
cyfarch	kəvarχ
cyfarchiad	kəvarχjad
cyfarchol	kəvarχɔl
cyfarwys	kəvarʊɨ̯s
cyfateb	kəvatab
cyfateb	kəvatɛb
cyfeirnodau	kəvei̯rnɔda
cyfeirnodau	kəvei̯rnɔdaɨ̯
cyfeirnodau	kəvei̯rnɔdɛ
cyfenw	kəvɛnu
cyfer	kəvɛr
cyfernod	kəvɛrnɔd
cyffesgell	kəfɛsɡɛɬ
cyffrous	kəfrɔɨ̯s
cyfiawn	kəvjau̯n
cyflafaredd	kəvlavarɛð
cyflafareddiad	kəvlavarɛðjad
cyflafareddu	kəvlavarɛðɨ
cyflawni	kəvlau̯ni
cyfle	kəvla
cyfle	kəvlɛ
cyflenwi	kəvlɛnwi
cyflogaeth	kəvlɔɡaɨ̯θ
cyflogaeth	kəvlɔɡɛθ
cyflym	kəvlɨ̞m
cyflymach	kəvləmaχ
cyflymaf	kəvləmav
cyflymder	kəvləmdɛr
cyfnewid	kəvnɛu̯ɪd
cyfnewidfa	kəvnɛwɪdva
cyfnither	kəvnɪθar
cyfnither	kəvnɪθɛr
cyfnod	kəvnɔd
cyfnodol	kəvnɔdɔl
cyfnodolion	kəvnɔdɔljɔn
cyfnodolyn	kəvnɔdɔlɨ̞n
cyfnos	kəvnɔs
cyfodi	kəvɔdɪ
cyfoeth	kəvɔɨ̯θ
cyfoethocach	kəvɔɨ̯θɔkaχ
cyfoethocaf	kəvɔi̯θɔka
cyfoethocaf	kəvɔɨ̯θɔka
cyfoethocaf	kəvɔɨ̯θɔkav
cyfoethoced	kəvɔɨ̯θɔkɛd
cyfoethog	kəvɔɨ̯θɔɡ
cyfoethogi	kəvɔɨ̯θɔɡɪ
cyfoethogiad	kəvɔɨ̯θɔɡjad
cyfraddau	kəvraða
cyfraddau	kəvraðaɨ̯
cyfraddau	kəvraðɛ
cyfreithiol	kəvrei̯θjɔl
cyfrifiadur	kəvrɪvjadɨ̞r
cyfrifiannell	kəvrɪvjanɛɬ
cyfrifiant	kəvrɪvjant
cyfrifol	kəvrɪvɔl
cyfrifoldebau	kəvrɪvɔldɛba
cyfrifoldebau	kəvrɪvɔldɛbaɨ̯
cyfrifoldebau	kəvrɪvɔldɛbɛ
cyfrinach	kəvrɪnaχ
cyfrol	kəvrɔl
cyfryngu	kəvrəŋɨ
cyfundrefn	kəvɨ̞ndrɛvn
cyfundrefnol	kəvɨ̞ndrɛvnɔl
cyfundrefnu	kəvɨ̞ndrɛvnɨ
cyfuniad	kəvɨnjad
cyfuno	kəvɨ̞nɔ
cyfuwch	kəvɨ̞u̯χ
cyfweld	kəvwɛld
cyfweliad	kəvwɛljad
cyfwelydd	kəvwɛlɨ̞ð
cyhyr	kəhɨ̞r
cylched	kəlχɛd
cylchgrawn	kəlχɡrau̯n
cylchgrawn	kɨ̞lχɡrau̯n
cylchgrawn	kɪlχɡrau̯n
cylion	kəljɔn
cymaint	kəmai̯nt
cymaint	kəmɛnt
cymal	kəmal
cyman	kəman
cymedrolwr	kəmɛdrɔlʊr
cymedrolwyr	kəmɛdrɔlwɨ̞r
cymell	kəmɛɬ
cymen	kəmɛn
cymer	kəmɛr
cymesuredd	kəmɛsɨrað
cymesuredd	kəmɛsɨrɛð
cymharol	kəmharɔl
cymharu	kəmharɨ̞
cymhleth	kəmhlɛθ
cymhleth	kəmlaθ
cymhleth	kəmlɛθ
cymhlethdod	kəmhlɛθdɔd
cymhlethdodau	kəmhlɛθdɔda
cymhlethdodau	kəmhlɛθdɔdaɨ̯
cymhlethdodau	kəmhlɛθdɔdɛ
cymhlethdodau	kəmlɛθdɔda
cymhlethdodau	kəmlɛθdɔdɛ
cymhlethu	kəmhlɛθɨ
cymhwysiad	kəmhʊɨ̯ʃad
cymhwyso	kəmhʊɨ̯sɔ
cymhwyster	kəmhʊɨ̯sdɛr
cymorth	kəmɔrθ
cymorthion	kəmɔrθjɔn
cymylog	kəməlɔɡ
cymysglyd	kəməsɡlɨ̞d
cyn	kɨ̞n
cynaeafu	kneɨ̯avɨ
cynaeafu	kəneɨ̯avɨ
cynaidd	kənai̯ð
cynaliadau	kənaljada
cynaliadau	kənaljadaɨ̯
cynaliadau	kənaljadɛ
cynaniad	kənanjad
cynefindod	kənɛvɪndɔd
cynefinol	kənɛvɪnɔl
cynefinwr	kənɛvɪnʊr
cynefinwyr	kənɛvɪnwɨ̞r
cynfas	kənvas
cynffonlas	kənfɔnlas
cynffonna	kənfɔna
cynflaidd	kənvlai̯ð
cyngerdd	kəŋɛrð
cynghafan	kəŋhavan
cyngherddau	kəŋhɛrða
cyngherddau	kəŋhɛrðaɨ̯
cyngherddau	kəŋhɛrðɛ
cyngyd	kəŋɡɨ̞d
cyngyd	kəŋɨ̞d
cynhyrfu	kənhərvɨ̞
cynigiad	kənɪɡjad
cynllun	kənɬɨ̞n
cynllunio	kənɬɨ̞njɔ
cynorthwywyr	kənɔrθʊɨ̯wɨ̞r
cynorthwyydd	kənɔrθʊɨ̯ɨ̞ð
cynradd	kənrað
cyntedd	kəntɛð
cyntefin	kəntɛvɪn
cypreswydd	kəprɛswɨ̞ð
cyrhaeddais	kərheɨ̯ðai̯s
cyrhaeddais	kərheɨ̯ðɛs
cyrhaeddwch	kərhaɨ̯ðʊχ
cyrhaeddwn	kərhaɨ̯ðʊn
cyrri	kərɪ
cysgod	kəsɡɔd
cysgodion	kəsɡɔdjɔn
cysgodlun	kəsɡɔdlɨ̞n
cysgodluniau	kəsɡɔdlɨ̞nja
cysgodluniau	kəsɡɔdlɨ̞njaɨ̯
cysgodluniau	kəsɡɔdlɨ̞njɛ
cysgu	kəsɡɨ̞
cyson	kəsɔn
cystadleuydd	kəsdadleɨ̯ɨ̞ð
cysylltnod	kəsəɬdnɔd
cysylltnodau	kəsəɬdnɔda
cysylltnodau	kəsəɬdnɔdaɨ̯
cysylltnodau	kəsəɬdnɔdɛ
cysylltyddion	kəsəɬdəðjɔn
cytgan	kətɡan
cytganau	kətɡana
cytganau	kətɡanaɨ̯
cytgord	kətɡɔrd
cythraul	kəθral
cythraul	kəθraɨ̯l
cythraul	kəθrɛl
cythreuliaid	kəθreɨ̯ljai̯d
cythreuliaid	kəθreɨ̯ljɛd
cytref	kətrɛv
cytrefi	kətrɛvɪ
cytsain	kətsai̯n
cytseiniaid	kətsei̯njai̯d
cytseiniaid	kətsei̯njɛd
cytseiniol	kɨːtsei̯njɔl
cytseiniol	kɨ̞tsei̯njɔl
cytundeb	kətɨ̞ndɛb
cytuno	kətɨ̞nɔ
cytûn	kətɨːn
cyw	kɨ̞u̯
cyw	kɪu̯
cywarch	kəu̯arχ
cywasgu	kəwasɡi
cywasgu	kəwasɡɨ̞
cyweirio	kəu̯ei̯rjɔ
cywes	kəwas
cywes	kəwɛs
cywir	kəwɪr
cywiro	kəu̯ɪrɔ
cywydd	kəu̯ɨ̞ð
cywyddau	kəwəða
cywyddau	kəwəðaɨ̯
cywyddau	kəwəðɛ
cyẅres	kəʊrɛs
câl	kaːl
cân	kaːn
cânt	kaːnt
câr	kaːr
côr	koːr
da	daː
dach	daχ
daclus	daklɨ̞s
dacluso	daklɨ̞sɔ
dacw	daku
dadiol	dadjɔl
dadleuon	dadleɨ̯ɔn
dadlwytho	dadlʊɨ̯θɔ
dadwreiddio	dadwrɛɨ̞̯ðjɔ
daear	deɨ̯ar
daeargryn	deɨ̯arɡrɨ̞n
daearyddol	deɨ̯arəðɔl
daeth	daːɨ̯θ
daethoch	deɨ̯θɔχ
daethon	deɨ̯θɔn
daethpwyd	deɨ̯θpʊɨ̯d
dafad	davad
dafaden	davadan
dafaden	davadɛn
dafarn	davarn
dafarnwr	davarnʊr
dafarnwraig	davarnwrai̯ɡ
daflu	davlɨ
dafod	davɔd
dafodau	davɔda
dafodau	davɔdaɨ̯
dagrau	daɡra
dagrau	daɡraɨ̯
dagrau	daɡrɛ
daid	dai̯d
dail	dai̯l
daioni	dajɔni
dair	dai̯r
daith	dai̯θ
dal	dal
dala	dala
dalach	dalaχ
dalais	dalai̯s
dalais	dalɛs
dalais	dalɛʃ
dalais	dalɪʃ
dalaist	dalai̯sd
dalaist	dalɛsd
dalan	dalan
daldra	daldra
dalia	dalja
dall	daɬ
dalom	dalɔm
damweiniol	damwei̯njɔl
daran	daran
dargludo	darɡlɨ̞dɔ
darllediad	darɬɛdjad
darllenais	darɬɛnai̯s
darllenais	darɬɛnɛs
darllenaist	darɬɛnai̯sd
darllenaist	darɬɛnɛsd
darllenoch	darɬɛnɔχ
darllenodd	darɬɛnɔð
darllenon	darɬɛnɔn
darluniad	darlɨ̞njad
darlunio	darlɨ̞njɔ
darnau	darna
darnau	darnaɨ̯
darnau	darnɛ
darth	darθ
datblygu	datbləɡɨ
datgan	datɡan
datganiad	datɡanjad
datgelu	datɡɛlɨ̞
ddadlwythodd	ðadlʊɨ̯θɔð
ddaear	ðeɨ̯ar
ddaeareg	ðeɨ̯arɛɡ
ddaeth	ðaːɨ̯θ
ddaethoch	ðeɨ̯θɔχ
ddail	ðai̯l
ddal	ðal
ddalen	ðalɛn
ddamwain	ðamwai̯n
ddangos	ðaŋɔs
ddannoedd	ðanɔɨ̯ð
ddant	ðant
ddarllen	ðarɬan
ddarllen	ðarɬɛn
ddarllenais	ðarɬɛnai̯s
ddarllenais	ðarɬɛnɛs
ddarllenaist	ðarɬɛnai̯sd
ddarllenaist	ðarɬɛnɛsd
ddarllenoch	ðarɬɛnɔχ
ddarlunio	ðarlɨ̞njɔ
ddathlu	ðaθlɨ
dde	ðeː
ddeallaist	ðɛaɬai̯sd
ddeallaist	ðɛaɬɛsd
ddeiliaid	ðei̯ljai̯d
ddeiliaid	ðei̯ljɛd
ddel	ðɛl
ddelach	ðɛlaχ
ddemocrataidd	ðɛmɔkratai̯ð
ddemocrataidd	ðɛmɔkratɛð
dderbyn	ðɛrbɨ̞n
dderbynfa	ðɛrbənva
dderw	ðɛru
dderwen	ðɛrwɛn
ddesgiau	ðɛsɡjaɨ̯
ddesgiau	ðɛsɡjɛ
ddest	ðɛsd
ddeud	ðeɨ̯d
ddeuddeg	ðeɨ̯ðaɡ
ddeuddeg	ðeɨ̯ðɛɡ
ddeuddegfed	ðeɨ̯ðɛɡvad
ddeuddegfed	ðeɨ̯ðɛɡvɛd
ddewis	ðɛu̯is
ddewr	ðɛu̯r
ddial	ðiːal
ddianc	ðiːaŋk
ddiffodd	ðɪfɔð
ddigid	ðɪɡɪd
ddigidau	ðɪɡɪda
ddigidau	ðɪɡɪdaɨ̯
ddigidau	ðɪɡɪdɛ
ddigidol	ðɪɡɪdɔl
ddigon	ðɪɡɔn
ddigwydd	ðɪɡwɨ̞ð
ddigynnwrf	ðiːɡənʊrv
ddigynnwrf	ðɪɡənʊrv
ddim	m
ddim	ðɪm
ddim	əm
ddisgynedig	ðɪsɡənɛdɪɡ
ddisgynneb	ðɪsɡənɛb
ddod	ðoːd
ddoi	ðɔi̯
ddolffin	ðɔlfɪn
ddoli	ðɔli
ddolur	ðɔlɨ̞r
ddos	ðoːs
ddosbarth	ðɔsbarθ
ddraig	ðrai̯ɡ
ddrama	ðrama
ddringo	ðrɪŋɔ
ddrutach	ðrɨ̞taχ
ddrwm	ðrʊm
dduw	ðɨu̯
ddweud	ðweɨ̯d
ddwfr	ðʊvr
ddwl	ðʊl
ddwy	ðuːɨ̯
ddwyflwydd	ðəvlʊɨ̯ð
ddwyflwydd	ðʊɨ̯vlʊɨ̯ð
ddwyieithog	ðʊɨ̯jei̯θɔɡ
ddwylo	ðʊɨ̯lɔ
ddwyn	ðuːɨ̯n
ddwyrain	ðʊɨ̯rain
ddwyrain	ðʊɨ̯rɛn
ddwywaith	ðʊɨ̯wai̯θ
ddwywaith	ðʊɨ̯wɛθ
ddydd	ðɨːð
ddyddiau	ðəðja
ddyddiau	ðəðjaɨ̯
ddyflwydd	ðəvlʊɨ̯ð
ddyfnder	ðəvndar
ddyfnder	ðəvndɛr
ddyfrgi	ðəvrɡɪ
ddyled	ðəlɛd
ddyn	ðɨːn
ddynes	ðənɛs
ddynol	ðənɔl
ddâr	ðaːr
ddôn	ðoːn
ddŵad	ðuːad
de	deː
deallais	dɛaɬai̯s
deallais	dɛaɬɛs
deallaist	dɛaɬai̯sd
deallaist	dɛaɬɛsd
dealloch	djaɬɔχ
dealloch	dɛaɬɔχ
dealloch	dɪaɬɔχ
declyn	dɛklɨ̞n
decplyg	dɛkplɨ̞ɡ
defaid	dɛvai̯d
defaid	dɛvɛd
defnyddiwr	dɛvnəðjʊr
defnyddwyr	dɛvnəðwɨ̞r
degell	dɛɡɛɬ
degolion	dɛɡɔljɔn
degolyn	dɛɡɔlɨ̞n
deheubarth	dɛhei̯barθ
deheubarth	dɛheɨ̯barθ
dei	dei̯
deialog	dei̯alɔɡ
deigryn	dei̯ɡrɨ̞n
deil	dei̯l
deildai	dei̯ldai̯
deillio	dei̯ɬjɔ
deimlad	dei̯mlad
deimlo	dei̯mlɔ
deintydd	dei̯ntɨ̞ð
deipio	dei̯pjɔ
deirw	dei̯ru
deiseb	dei̯sɛb
deisen	dei̯san
deisen	dei̯sɛn
deisen	dei̯ʃan
deisen	dei̯ʃɛn
deisen	dɪʃan
deisen	dɪʃɛn
del	dɛl
delen	dɛlɛn
delent	deːlɛnt
delent	dɛlɛnt
deler	dɛlɛr
delir	dɛlɪt
delor	dɛlɔr
delysg	dɛlɨ̞sɡ
deml	dɛmɛl
democrataidd	dɛmɔkratai̯ð
democrataidd	dɛmɔkratɛð
deng	deːŋ
dengar	dɛŋɡar
derwydd	dɛrwɨ̞ð
derwyddiaeth	dɛrwəðjaɨ̯θ
derwyddiaeth	dɛrwəðjɛθ
des	deːs
desen	dɛsɛn
desg	dɛsɡ
deuawd	deɨ̯au̯d
deuddeg	deɨ̯ðaɡ
deuddeg	deɨ̯ðɛɡ
deuddydd	deɨ̯ðɨ̞ð
deugeiniau	dei̯ɡei̯nja
deugeiniau	dei̯ɡei̯njaɨ̯
deugeiniau	dei̯ɡei̯njɛ
deulo	deɨ̯lɔ
deunaw	deɨ̯nau̯
deunawfed	deɨ̯nau̯vɛd
deunydd	deɨ̯nɨ̞ð
deunyddiau	deɨ̯nəðja
deunyddiau	deɨ̯nəðjaɨ̯
deunyddiau	deɨ̯nəðjɛ
dew	deːu̯
dewi	dɛu̯i
dewin	dɛu̯ɪn
dewiniaeth	dɛu̯ɪnjaɨ̯θ
dewiniaeth	dɛu̯ɪnjɛθ
dewis	dɛu̯is
dewis	dɛu̯iʃ
deyrn	deɨ̯rn
dial	diːal
dianc	diːaŋk
diben	dɪbɛn
dibynadwy	dɪbənadu
dibynadwy	dɪbənadʊɨ̯
diddordeb	dɪðɔrdab
diddordeb	dɪðɔrdɛb
diddori	dɪðɔrɪ
didranc	dɪdraŋk
difetha	dɪvɛθa
digartref	dɪɡartrɛv
digid	dɪɡɪd
digidau	dɪɡɪda
digidau	dɪɡɪdaɨ̯
digidau	dɪɡɪdɛ
digon	dɪɡɔn
digoni	dɪɡɔni
digwydd	dɪɡwɨ̞ð
digwyddaf	dɪɡwəðaf
digwyddiad	dɪɡʊi̯ðjad
dillad	dɪɬad
dilledyn	dɪɬɛdɨ̞n
dilyn	dɪlɨ̞n
dilyn	dɪlɪn
dilynwr	dɪlənʊr
dilynwyr	dilənwɨ̞r
dilyw	dɪlɨ̞u̯
dim	dɪm
diniwed	dɪniu̯ɛd
diobaith	diɔbai̯θ
diod	diːɔd
diogel	djɔɡal
diogel	djɔɡɛl
diogel	dɪɔɡɛl
dir	diːr
diraddio	dɪraðjɔ
dirmygu	dɪrməɡɨ̞
diryw	dɪrɨ̞u̯
disgo	dɪsɡɔ
disgotec	dɪsɡɔtɛk
disgwyl	dɪsɡʊɨ̯l
disgybl	dɪsɡɨ̞bl
disgybl	dɪsɡɪbl
disgyn	dɪsɡɨ̞n
disgyn	dɪsɡɪn
distawrwydd	dɪsdau̯rʊɨ̯ð
do	doː
do'ch	doːχ
do'dd	doːð
do'n	doːn
docyn	dɔkɨ̞n
dodi	dɔdɪ
doedden	dɔɨ̯ðan
doedden	dɔɨ̯ðɛn
doen	doːɨ̯n
doer	doːɨ̯r
does	doːɨ̯s
doet	doːɨ̯t
doeth	doːɨ̯θ
doethaf	dɔi̯θav
dof	doːv
dogfen	dɔɡvɛn
doi	dɔi̯
doid	dɔi̯d
doir	dɔi̯r
dois	dɔi̯s
dois	dɔi̯ʃ
dolffin	dɔlfɪn
dolis	dɔlɪs
dolur	dɔlɨ̞r
dolïau	dɔlɪa
dolïau	dɔlɪaɨ̯
dolïau	dɔlɪɛ
doniol	dɔnjɔl
dor	dɔr
dorra	dɔra
dorri	dɔri
dorrid	dɔrɪd
dorsen	dɔrsɛn
dos	doːs
dosbarth	dɔsbarθ
dosbarthau	dɔsbarθa
dosbarthau	dɔsbarθaɨ̯
dosbarthau	dɔsbarθɛ
dosbarthiad	dɔsbarθjad
dosbarthiadau	dɔsbarθjada
dosbarthiadau	dɔsbarθjadaɨ̯
dosbarthiadau	dɔsbarθjadɛ
dosbarthwyr	dɔsbarθwɨ̞r
dost	dɔst
dowd	dou̯d
down	dou̯n
draed	draːɨ̯d
draen	draːɨ̯n
draenen	dreɨ̯nan
draenen	dreɨ̯nɛn
draenog	drɑːɨ̯nɔɡ
draenogrwydd	dreɨ̯nɔɡruɨ̯ð
drama	drama
dramor	dramɔr
drawant	drau̯ant
dreiglo	drei̯ɡlɔ
dreisiol	drei̯ʃɔl
dreisiwr	drei̯ʃʊr
drennydd	drɛnɨ̞ð
drewi	drɛu̯i
dri	driː
drilio	drɪljɔ
dringfa	drɪŋva
dringo	drɪŋɔ
dringwr	drɪŋʊr
driongl	driːɔŋl
dro	droː
droch	droːχ
droed	droːɨ̯d
droednoeth	drɔɨ̯dnɔɨ̯θ
droen	droːɨ̯n
droid	drɔi̯d
dros	drɔs
drost	drɔsd
drutach	drɨ̞taχ
drwch	druːχ
dry	drɨː
drysgoed	drəsɡɔɨ̯d
dryslwyni	drəslʊɨ̯ni
dryslyd	drəslɨ̞d
du	dɨː
ducpwyd	dɨ̞kpʊɨ̯d
dued	dɨɛd
dueg	dɨːɛɡ
duegredyn	dɨ̞ɛɡrɛdɨ̞n
dug	dɨːɡ
dugoch	dɨ̞ɡɔχ
dun	dɨ̞n
duo	dɨːɔ
dur	dɨːr
duw	dɨu̯
duwiau	dɨu̯ja
duwiau	dɨu̯jaɨ̯
duwies	dɨ̞u̯jas
duwies	dɨ̞u̯jɛs
dw	dw
dw	dʊ
dwedodd	dwɛdɔð
dwedon	dwɛdɔn
dweud	dweɨ̯d
dwfn	dʊvn
dwfr	dʊvr
dwg	duːɡ
dwl	dʊl
dwll	dʊɬ
dwlu	dʊlɨ
dwp	dʊp
dwygeiniog	dʊɨ̯ɡei̯njɔɡ
dwylo	dʊɨ̯lɔ
dwymyn	dʊɨ̯mɨ̞n
dwyn	duːɨ̯n
dwyrain	dʊɨ̯rain
dwyrain	dʊɨ̯rɛn
dwys	duːɨ̯s
