א	ʔ
בוטוקס	botɔks
בוטח	boˈtɑx
בוטחים	boˈtɛxim
בוטחת	botχat
בוטיק	boˈtik
בוטל	boˈtel
בוטלה	boˈtɛlə
בוטלו	boˈtlu
בוטן	boˈtɛn
בוטנים	boˈtanim
בוטס	boʈs
בוי	boj
בויאטנם	bojɑtˈnɑm
בויד	bojð
בוידאו	bojda
בויז	bojz
בוייטנאם	bojitaːm
בויכוח	bojχoʃ
בויל	bojl
בוים	boːm
בוינה	boˈina
בוירג	bojɛrg
בוירוס	bojɪʁos
בוכה	buːχɑ
בוכות	boχot
בוכים	boχim
בול	buːl
בולבול	buˈlbuːl
בולבולים	bolubolim
בולדוג	boːldaːg
בולדווין	boʎdaˈvin
בולה	boːlə
בולו	boˈlu
בולוק	buˈlok
בולט	bolot
בולטאר	boltaʁ
בולטון	bolˈton
בולטות	boˈlɔt
בולטים	boˈlet
בולטימור	boltimɔr
בולטת	boˈlet
בולי	boli
בוליביה	boliˈbija
בולים	boːlim
בולין	boˈlin
בולס	bols
בולע	boˈlaʕ
בולעת	bolaʕ
בולשיט	boʃit
בולשת	boˈleʃet
בום	boːm
בומביי	boːmbiː
בומונט	bomont
בומר	bomer
בומרנג	bomɛˈɾɛŋ
בון	bon
בונג	boŋ
בונגו	boŋgo
בונד	boːnd
בונה	bonɑ
בונו	boˈnu
בונוס	boˈnos
בונוסים	boˈnusim
בונז	bonz
בוני	boˈni
בונים	boːnus
בונקר	bonkar
בונר	boˈner
בוס	boːs
בוסטון	boˈston
בוסים	boˈsim
בוסית	boˈsɪθ
בוסלי	boːsli
בוסקו	boˈsko
בועדת	buˈʔaθ
בועה	boʔa
בועות	buˈʔot
בועז	boːz
בועט	boˈʔat
בועטים	boˈʔaːtim
בועטת	buˈʔat
בועידה	buˈʔida
בוער	buˈʔer
בוערות	buːʕaˈɾot
בוערים	boʕaˈrim
בוערת	buːˈʔaʁet
בועת	boʕaθ
בופ	bof
בופאלו	bofaˈlu
בופה	boːpə
בוצ	boʦ
בוץ	buːts
בוצע	boˈtsa
בוצעה	boʦˈʃa
בוצעו	boʦˈʃo
בוק	boːk
בוקס	boːks
בוקסר	boˈkseʁ
בוקר	boːqɛʀ̟
בוקר	bokɛr
בוקר	boʁe̞ʁ
בוקרים	boˈkɛʁim
בור	buʁ
בורא	buːra
בורבון	buʁboːn
בורג	buʁg
בורגנדי	buʁganˈdi
בורגר	buʁger
בורדו	buːrdo
בורדן	buːrden
בורה	boːra
בורוז	buˈruːz
בורות	buˈrot
בורח	buːrɑχ
בורחות	buʁχoθ
בורחים	buʁχim
בורחת	buːraχat
בורטון	buʁˈton
בוריטו	burito
בורים	boːʁim
בוריס	buˈris
בורל	buːɾɛl
בורן	buːrɛn
בורק	buʁk
בוש	boʃ
בושה	boʃa
בושות	buʃot
בושם	boʃm
בושת	boʃat
בות	boˈt
בז	beʃ
בזאת	baˈzaθ
בזבוב	bazuːb
בזבוז	bazuːz
בזבז	beʒˈbeʒ
בזבזה	bazəvaʒa
בזבזו	bazəvazu
בזבזנו	bazəβazo
בזבזת	bazəβazθat
בזבזתי	bazəvazəti
בזבל	baˈzbal
בזדון	bazoːn
בזה	baˈze
בזהב	baˈzeːb
בזהות	bazoːt
בזהירות	bazoheːre
בזו	bezo
בזוג	baˈzug
בזוגות	bazugot
בזווית	bezuˈvit
בזוי	baˈzuːj
בזול	baˈzuːl
בזוקה	bazuka
בזחילה	bazaχila
בזיהוי	bazihawi
בזיהום	baziɑːm
בזיוף	baziɔf
בזיכרון	baziχroːn
בזיכרונות	baziχronim
בזיל	baˈzil
בזין	baˈzajn
בזירה	bazira
בזירות	baziˈreːt
בזירת	baziʁet
בזכויות	baʒχuˈjot
בזכוכית	baʒkoχit
בזכות	bazuˈχot
בזכותה	bazoχote
בזכותו	beʒkoˈθo
בזכותי	bazuˈχoti
בזכותך	bezoˈχotχe
בזכרונות	bazəxroˈnɔt
בזמן	baˈzman
בזמנו	bazəminu
בזמני	beʦˈmani
בזמנים	beʦˈminim
בזמנך	beʦˈmanχ
בזנב	beʦˈnav
בזנות	baˈznot
בזעם	baˈzam
בזק	baˈzek
בזרוע	bazuʁ
בזרועות	bazuʁots
בזרועותיה	bazruˈʔotejɑ
בזרועותיו	bazuʁoʕoteːva
בזרועותיי	bazruˈʕoθi
בזרועותיך	bazuʁoʕoteːx
בזריזות	baziroːs
בזריחה	baziraχa
בזרם	bazʁam
בחבורה	baχboʁa
בחבילה	baχbiˈla
בחבית	baχˈβit
בחבל	baχˈbel
בחבר	baχˈbɛr
בחברה	baχeˈʁe
בחברות	baχbeʁot
בחברים	baχɛɾɛm
בחברת	baχaˈbet
בחברתו	baχbɛrɔt
בחברתך	baχaˈʁetχ
בחג	baχg
בחגורה	baχgoˈra
בחגיגות	baχʒigoθ
בחגים	baχgim
בחדות	baχˈdot
בחדר	baχˈdeʁ
בחדרה	baχaˈdeʁa
בחדרו	baχˈdɛruː
בחדרי	baχdeʁi
בחדרים	baχdeʁim
בחדרך	baχdeʁ
בחדשות	baχdeˈʃot
בחו	baχo
בחוב	baχov
בחובו	baχɔvʊ
בחובות	baχuˈvɛt
בחוברת	baχoˈβɛʁɛt
בחוג	baχug
בחוגים	baχogim
בחודש	baχuð
בחודשיים	baχoˈðejim
בחודשים	baχoːðʃim
בחווה	baχuː
בחוות	baχvaθ
בחוזה	baχoze
בחוזקה	baχoˈzekə
בחוט	baχot
בחוטים	baχotim
בחוכמה	baχoχma
בחול	baχol
בחולה	baχuːlə
בחולי	baχuːli
בחולים	baχoːlim
בחולצה	baχoltsa
בחום	baχum
בחומה	baχuːmɑ
בחומצה	baχoˈmotsa
בחומר	baχoˈmer
בחומרה	baχoˈmæʁa
בחומרי	baχoˈmeʁi
בחומרים	baχumiːʁim
בחוסר	baχoˈsɛr
בחוף	baχuf
בחופה	baχuːpɑ
בחופש	baχoʃ
בחופשה	baχoˈfeʃa
בחופשיות	baχoˈfiʃit
בחופשת	baχoˈpɛsə
בחוץ	baχuʦ
בחוק	baχɔk
בחוקה	baχoˈkɑ
בחוקי	baχoki
בחוקים	baχoːkim
בחור	baχor
בחורה	baχoʁa
בחורות	baχoʁot
בחורי	baχuʁi
בחורים	baχuʁim
בחורף	baχorɛf
בחורצ	baχorets
בחורת	baχoʁet
בחוש	baχuʃ
בחושך	baχuʃχe
בחזה	baˈʃe
בחזון	baχˈʒon
בחזייה	baχˈzija
בחזית	baχˈziʔ
בחזקת	baχzaˈket
בחזרה	baχˈʒara
בחזרות	baχˈzɛʁot
בחטא	baχta
בחטיבה	baχtiˈva
בחטיבת	baχtiˈvɛt
בחטיפה	baχtiːpɑ
בחיבה	baχiβa
בחיבוק	baχiˈbok
בחיבור	baχjuːr
בחיה	baχja
בחיוב	baχˈjuv
בחיוג	baχjog
בחיוך	baχjoχ
בחיות	baχjot
בחיזיון	baχiˈzjon
בחיי	baχi
בחייאת	baχjaˈt
בחייה	baχˈja
בחייהם	baχiːhem
בחייו	baχˈjiːv
בחייך	baˈχej
בחייכם	baχajχem
בחייכן	baχajχen
בחיילים	baχˈʎim
בחיים	baχajim
בחיינו	baχˈjeːno
בחיל	baχil
בחילה	baχiˈla
בחילופי	baχiloˈfi
בחילות	baχiˈlɔt
בחינה	baχina
בחינוך	baχiˈnuχ
בחינות	baχiˈnɔt
בחינם	baχinɛm
בחינת	baχˈnit
בחיפוש	baχpoʃ
בחיפושים	baχpuʃim
בחיפזון	baχipˈzon
בחיק	baχik
בחירה	baχira
בחירות	baχiˈrot
בחירות	bχiʁot
בחירת	baχiˈʁet
בחירתו	baχiˈro
בחירתך	baχiretˈχe
בחישוב	baχiˈʃuʋ
בחיתולים	baχiθoːl
בחכמה	baχˈχɑmɑ
בחלב	baχlav
בחלום	baχloʊm
בחלומות	baχloˈmot
בחלומותיי	baχloˈmutsej
בחלון	baχloːn
בחלונות	baχloˈnot
בחלוק	baχluq
בחליפה	baχliːpɑ
בחליפות	baχliˈpɔt
בחליפת	baχliˈfat
בחלל	baχaˈle
בחללית	baχlaˈlit
בחלק	baχɛlɛk
בחלקה	baχaɫka
בחלקו	baχɛɫo
בחלקי	baχlaːki
בחלקים	baχlaˈkim
בחמאה	baχma
בחמישה	baχmiˈʃa
בחמישי	baχmiˈʃi
בחממה	baχmiːmɑ
בחמצן	baχmetsan
בחמש	baχmaʃ
בחמשת	baχmaθ
בחן	baχen
בחנו	baχˈnu
בחנויות	baχnujot
בחנות	baχˈnot
בחניה	baχˈnija
בחניון	baχniˈon
בחנייה	baχniːa
בחנת	baχˈnaθ
בחנתי	baχnaːti
בחסד	baχˈsɛd
בחסות	baχˈsot
בחסינות	baχsiˈnɔt
בחסר	baχˈsɛr
בחפץ	baχˈfats
בחפצים	baχfaʦim
בחץ	baχeʦ
בחצאית	baχˈʦaʔit
בחצוצרה	baχʦoʦʁa
בחצות	baχˈʦot
בחצי	baχˈʦi
בחצר	baχˈʦɛr
בחקירה	baχqiˈɾa
בחקירות	baχqiˈret
בחקירת	baχqirit
בחקר	baχˈqɛr
בחר	baχar
בחרא	baχaʁa
בחרב	baχˈɾav
בחרדה	baχaˈɾeðɑ
בחרה	baχˈra
בחרו	baχru
בחרי	baχˈri
בחריץ	baχˈɾits
בחרנו	baχˈronu
בחרת	baχˈɾet
בחרתי	baχaˈreti
בחרתם	baχaˈretem
בחשאי	baʃˈʔaʔi
בחשאיות	baʃaˈjet
בחשבון	baχʃevɔn
בחשבונות	baʃχvɔnɔt
בחשד	baʃad
בחשיבה	baʃiːva
בחשיבות	baʃimˈvat
בחשיכה	baʃˈχika
בחשיפה	baʃˈhiːpɑ
בחשכה	baʃˈχo
בחשמל	baʃmaːl
בחתול	baχaˈtul
בחתונה	baχtoˈna
בחתונות	baχtoˈnɔt
בחתיכה	baχtiχa
בחתיכות	baχtiχot
בחתיכת	baχtiχ
בט	βet
בטא	batɑ
בטבח	batˈbaχ
בטבע	batˈvaʕ
בטבעיות	batvaʕiθ
בטבעת	batˈvaʕat
בטהובן	betɑxɔvɛn
בטו	batˈuː
בטוב	batov
בטובו	batɔvʊ
בטובך	batuvɛx
בטווח	batˈvoχ
בטוויטר	batviːtɛr
בטוח	baˈtux
בטוחה	batˈoxa
בטוחות	βatoːχe
בטוחים	batˈxuːx
בטוחני	batˈxuːni
בטון	baˈton
בטוסון	βɛtusɔn
בטוסיק	batusiq
בטופס	batˈups
בטוקיו	batokjo
בטוקסידו	batɔksidɔ
בטור	batˈur
בטורונטו	batʁonˈto
בטורניר	baturniʁ
בטורק	batɔrɛk
בטורקיה	batʊrkiʔa
בטח	baˈtax
בטחה	batˈχa
בטחו	batχu
בטחון	baˈtɔx
בטחונה	baʈaxunɑ
בטחונות	batχoneʃ
בטחוני	batχoni
בטחונית	batχoˈnit
בטחונך	batχonəx
בטחי	baˈtax
בטחת	batˈχat
בטחתי	batˈχati
בטטה	batˈtɛ
בטטות	batatot
בטי	batˈi
בטיאטוס	batjaˈtus
בטיול	batjoʊl
בטיחואנה	batiχoʔana
בטיחות	βatiˈχot
בטיחותי	batiχuti
בטיילת	batɑjɛlɛt
בטיימס	batˈjims
בטינה	batˈina
בטיסה	βɪtˈsɑ
בטיסות	batisot
בטיסט	batist
בטיסטה	batista
בטיסת	batisθ
בטיפול	batipol
בטיפוס	batˈtupus
בטיפשות	batipʃat
בטירה	batira
בטירוף	batʲirɔf
בטירת	batˈʁit
בטכנולוגיה	batxnɔloˈgja
בטכניקות	batxnɪkot
בטל	batˈl
בטלביזיה	batlobiziya
בטלו	batˈlo
בטלוויזיה	batloˈviʒa
בטלויזיה	batloˈziʃa
בטלי	batˈli
בטלן	batˈlan
בטלנים	batˈlɛn
בטלפון	batlofon
בטלפונים	batloˈfonim
בטלר	batɛlɛr
בטמפה	batˈmɛpɑ
בטמפרטורה	batmɛpratura
בטמפרטורת	batmɛtroθ
בטן	batˈn
בטנדר	batˈnɛdɛr
בטנה	batˈnɑ
בטנו	βɛtˈnuː
בטנך	batˈnɛx
בטנסי	batˈnesi
בטס	batːs
בטסי	batˈsi
בטעויות	batˈʕɔt
בטעות	batuʕ
בטעם	batˈam
בטענה	batˈʕɛnɑ
בטקס	batˈsɛs
בטקסס	batˈkɛs
בטראומה	batraːʔoːmɑ
בטרור	batˈʁoʁ
בטרי	baˈtʁi
בטריות	bateriot
בטריטוריה	batritiɔriɑ
בטרם	batʁam
בטרקלין	batʁaˈklin
בי	bi
ביאטריס	biɑtˈɾis
ביאכטה	biɑxte
ביאנקה	biɑnˈkɑ
ביב	biːb
ביבי	biːbi
ביבר	biːbɛr
ביבשה	biˈvaʃa
ביבשת	biːvaʃet
ביג	big
ביגוד	bigɔd
ביגי	bigi
ביגל	bigɛl
ביגס	bigs
ביגפוט	bigˈpɔt
ביד	bið
בידה	biːðɑ
בידו	bido
בידוד	bidod
בידור	biduːr
בידות	biːðoθ
בידי	bidi
בידידות	bidiːdates
בידיה	biˈdiːjɑ
בידיהם	biðeːhoː
בידיו	bidivu
בידיוק	bidiɔk
בידיי	biːdi
בידייך	biˈdiːx
בידיים	bidiːm
בידיך	biˈdiχ
בידיכם	biðiχem
בידינו	biðino
בידיעה	biðiʕa
בידית	bidit
בידך	biːðæ
בידכם	biðˈxɛm
בידל	biðel
בידם	biðam
בידנו	biðˈdnu
בידע	biˈde
ביה	biʔɑ
ביהלומים	biɣelomim
ביהמ	bihem
ביו	biːu
ביואיק	biwɑjɛk
ביוב	biːɔb
ביודעין	biːoðeːn
ביוון	biˈjon
ביוונית	bijoˈnits
ביוטה	biˈota
ביוטיוב	biɔtɪv
ביולוג	biolog
ביולוגי	bioloˈɣi
ביולוגיה	biologjä
ביולוגיה	bioloˈɣja
ביולוגיים	bioloˈχim
ביולוגית	bioloˈxit
ביולי	bijuːli
ביום	biːjom
ביומו	biːjmo
ביומיים	biːjomi
ביומן	biˈomɑn
ביון	bijon
ביוני	biˈjuni
ביונסה	bijonsa
ביוסטון	biˈustɔn
ביופי	biːʔuːfɪ
ביופסיה	biopˈsia
ביוקאנן	bijoˈkannon
ביוקנן	biːokˈnan
ביוקר	biˈokɛr
ביורן	biˈoːrn
ביורק	biˈjɔrk
ביושר	biʃer
ביותר	bijaðer
ביזבוז	bizəbuz
ביזבזת	bizəβazθat
ביזבזתי	bizəβazəti
ביזה	biza
ביזיון	bizijon
ביזנס	bizɛns
ביחד	biχað
ביחידה	biχiˈda
ביחידות	biχuˈdit
ביחידת	biχiˈdot
ביחס	biɛɫeʃ
ביחסי	biʁaʃi
ביחסים	biɛɫaʃim
ביט	bit
ביטוח	bitoχ
ביטוי	bitoj
ביטויים	bitojmoj
ביטול	bitolu
ביטחון	bitäχon
ביטחון	bitɑχɔn
ביטחוני	bitɑχuni
ביטחונך	bitəχunə
ביטחונם	bitχonom
ביטי	biti
ביטל	bitɛl
ביטלה	bitˈle
ביטלו	bitlu
ביטלת	bitˈlet
ביטלתי	bitɛlæti
ביטקוין	bitkɔin
ביי	biː
בייב	biːv
בייבי	biːbe
ביי-ביי	biːbiː
בייביסיטר	biːvɪsɪtʁ
בייג	biːg
בייגל	biːgɛl
בייגלה	biˈgla
בייז	biːz
בייחוד	biːjɔd
בייטס	biːts
בייל	biːjɛl
ביילור	biːjɔr
ביילי	biːle
ביים	biːm
ביין	biːn
ביינס	baɪnse
בייסבול	biːsbol
בייסורים	biːsɔːrɔːm
בייצור	biˈʒuʁt
בייקון	biːˈkon
בייקר	biːkɛr
ביירון	bijɛron
ביישן	biˈʃan
ביישנית	biʃˈnit
ביכולות	biχolet
ביכולת	biχuˈlat
ביכולתו	biχoluθo
ביכולתי	biχolet
ביכולתך	biχoˈletχ
ביכולתם	biχuːləθ
ביכולתנו	biχuːləθno
ביל	biːl
בילבו	biɫbo
בילבול	bilubul
בילד	biːld
בילדה	biːɫda
בילדות	biɫoð
בילדותי	biloθe
בילדים	biliðim
בילה	bila
בילו	bilo
בילוי	biloj
בילוש	biloʃ
בילי	bili
ביליארד	bilijaʁd
ביליון	bilijon
בילינגס	biliŋges
בילינו	bilinu
בילית	biliθ
ביליתי	biliθi
ביליתם	biliθam
בילס	biɫs
בילתה	biːleθɑ
בילתי	biˈlati
בים	baɪm
בימוי	bimoj
בימי	bimi
בימים	biˈjamim
בימין	bimiːn
בימינו	bimino
ביממה	bimɑmɑ
בימן	biːman
בין	biːn
בינארי	binari
בינג	biŋ
בינגו	biŋgo
בינגלי	biŋgli
בינגם	biŋgam
בינה	bina
בינהם	binaːm
בינו	bino
בינואר	binuˈaʁ
בינוני	binɔni
בינונית	biniˈθit
ביני	bini
ביניהם	biniɑm
ביניהן	biniɣon
ביניים	biniːm
ביניכם	biniχem
ביניכן	biniχan
בינינו	binino
בינך	biˈnɛx
בינכם	biŋxuːm
בינלאומי	be̞inle̞ʔumi
בינלאומי	binlaomi
בינלאומיות	binlaomite
בינלאומיים	binlaomiː
בינלאומית	binlaoˈtike
בינם	binam
ביננו	binuː
בינס	biːns
בינתיים	binatiːm
ביס	biːs
ביסודו	bisuːðo
ביסודיות	bisuðite
ביסט	biːst
ביסקוויט	biːskvit
ביסקוויטים	biːskviˈtɪt
ביעילות	biʔailut
ביער	biaʁ
ביערות	biʔaˈʁot
ביף	biːf
ביפ	biːp
ביפן	biˈpɛn
ביפנית	bipnit
ביפר	bifɛr
ביץ	biːts
ביצ	bits
ביצה	bitsə
ביצוע	biʦuʕ
ביצועי	biʦuʕi
ביצועים	bitsɪˈʔum
ביצור	biʦiʁoʁ
ביצורים	bitsarˈʁoʃ
ביצות	bitsot
ביצי	bitsi
ביציאה	bitsˈja
ביציות	bitsjot
ביצים	biˈtsim
ביציע	biˈtsiʔ
ביצירת	bitsəʁot
ביצע	biʦa
ביצעה	bitsəʔɔ
ביצעו	bitsˈʔu
ביצענו	biːtsˈʕɑnuː
ביצעת	bitsɑte
ביצעתי	bitsɑθi
ביצת	bitsˈθɑt
ביק	biːk
ביקום	biˈkum
ביקון	biˈkon
ביקור	bikuʁ
ביקורות	bikoˈritsɔ
ביקורי	bikuri
ביקורים	bikiˈɾoʃ
ביקורך	bikuʁ
ביקורת	bikoˈʁet
ביקורתי	bikoˈʁeti
ביקורתית	bikoretˈhit
ביקוש	biˈkuʃ
ביקיני	bikini
ביקר	biˈkɛr
ביקרה	biˈkʁa
ביקרו	biˈkru
ביקרנו	bikɛrnuː
ביקרת	bikaret
ביקרתי	bikariti
ביקש	bikʃ
ביקשה	bikəʃa
ביקשו	bikʃu
ביקשנו	bikʃɛnuː
ביקשת	bikəʃet
ביקשתי	bikeʃtej
ביקשתם	bikeʃtem
בירגיט	biʁgit
בירד	biːrd
בירדי	biːrdi
בירה	biːra
בירוק	biˈʁok
בירוקרטיה	birokotriʃa
בירושה	biruːʃa
בירושלים	biruːˈʃalɛm
בירות	biːˈɾot
בירח	biːrɑx
בירי	biri
ביריד	birið
בירידה	birida
ביריות	biriθoj
בירייה	biʁjɑ
בירך	biːrɛx
בירץ	biʁets
בירקהוף	biːrqɔf
בירקוף	biʁkoʁ
ביררתי	biʁaʁti
בירת	biʁet
ביש	biʃ
בישבן	biʃban
בישו	biʃu
בישול	biʃul
בישופ	biʃɔf
בישוף	biʃɔf
בישיבה	biʃiˈva
בישיבת	biʃivˈdot
בישל	biʃɛl
בישלה	biʃˈla
בישלת	biʃɛlɛt
בישלתי	biʃaltej
בישראל	biʃraʾɛl
בית	baːjiθ
בית	bäjit
בית	biːt
ביתא	bitɑ
ביתה	biˈte
בית-החולים	biːθχɔlim
בית-המשפט	biːθhamʃpɑt
בית-הספר	biθhaspɛr
ביתו	biˈto
ביתחולים	be̞tχolim
בית-חולים	biːθˈχulim
ביתי	biːteː
ביתיות	bitijot
ביתיים	biːtɑjim
ביתית	biːθit
ביתך	biːθɑ
ביתכם	biːθχɑm
ביתם	biːθam
ביתן	bitan
ביתנו	bitunuː
בית-ספר	biθˈsɛr
ביתר	biˈtɛr
ביתרון	bitʁon
בכ	beχ
בך	beχ
בכאב	baχɑv
בכאבים	baχaːvim
בכאילו	baχaˈjɛlu
בכאלה	baχaˈla
בכאן	baˈχan
בכבד	baχˈbed
בכבדות	baχvaˈdot
בכבוד	baχˈboð
בכבודה	baχboːða
בכבודו	baχboˈdi
בכבודי	baχboːdi
בכביסה	baχbiˈsa
בכביש	beχbiʃ
בכבישים	baχbiʃim
בכבלים	baχvaːlim
בכדור	baχdoʁ
בכדורגל	baχdoɾgɛl
בכדור-הארץ	baχdoːrhaʔaʁets
בכדורי	baχdoˈri
בכדורים	baχdoˈʁim
בכדורסל	baχdoɾˈsal
בכדי	beχdi
בכה	baχa
בכו	beχo
בכובד	baχɔvɛd
בכובע	beχɔvɑʦ
בכוונה	baχweːnɑ
בכוונת	baχwoʔent
בכוונתי	baχvɛnti
בכוונתך	beχwoˈvɛnɛt
בכוונתנו	baχwoʔentˈno
בכוורת	beχoʁet
בכוח	baχoχ
בכוחה	baχoχa
בכוחו	baχoχ
בכוחות	beχoˈtʃoθ
בכוכב	beχɔχɑv
בכוכבים	baχoχabim
בכול	baˈkuːl
בכולכם	beχulχɛm
בכולם	beχuːlam
בכולן	bekulan
בכולנו	bakuːlno
בכונן	baχoˈnen
בכוננות	beχonːot
בכוס	baˈkɔs
בכור	baχor
בכורה	beχuˈra
בכושר	baχoʃer
בכותרות	baχoˈteʁot
בכותרת	baχotˈɛt
בכזאת	baχzaˈt
בכזה	baχeza
בכזו	baχzu
בכח	beχɑχ
בכחול	baχɔl
בכי	beχi
בכיוון	baχɑjvɛn
בכיור	baχjoʁ
בכיין	beχajen
בכיינית	baχjinet
בכיכובו	baχivɛvʊ
בכיכר	baχɪχʁ
בכיליון	baχiljon
בכימיה	beχimiʔa
בכינוי	baχinɑj
בכינויו	beχinɔv
בכינור	baχiˈnoʁ
בכיס	baχis
בכיסא	baχiˈsa
בכיסאות	baχisaʔot
בכיסו	baχisʋ
בכיסוי	baχiˈsi
בכיסי	beχisi
בכיסים	baχisim
בכיף	baχif
בכיר	baχir
בכירה	baχiˈra
בכירורגיה	baχiruʁiʒja
בכירים	baχˈʁim
בכישוף	baχiʃof
בכישורים	baχiʃuˈʁuʁ
בכישרון	baχiʃˈron
בכית	beχit
בכיתה	baχiθa
בכיתי	beχiθi
בכיתת	beχiθat
בכך	baχe
בכל	baχal
בכלא	baˈkla
בכלב	baχlav
בכלבים	baχlaˈvim
בכלבת	baχlaˈbet
בכלוב	baχloːv
בכלובים	baχloˈbov
בכלום	baχloʊm
בכל-זאת	baχlaˈzaθ
בכלי	baχli
בכליון	beχliˈon
בכליות	baχliˈot
בכלים	beχlaːm
בכל-כך	baχalχa
בכלכלה	baχlaχla
בכלל	beχɛlˈlɛʔ
בכללי	beχɫɫi
בכם	beχam
בכמה	baχma
בכמויות	baχmoˈjot
בכמות	baχmoθ
בכמעט	baχmeˈʔa
בכן	beχn
בכנופיה	baχnoˈfiʔa
בכנות	baχˈnute
בכניסה	baχniˈsa
בכנס	baχnas
בכנסיה	beχneˈsiʔa
בכנסייה	beχneˈsjɑ
בכנסיית	beχneˈsijɛt
בכסא	beˈkɔsɑ
בכסף	baχsaf
בכספי	beχsfej
בכספים	baχsafim
בכספת	baχsafet
בכעס	baχɛs
בכף	baχf
בכפות	beχpaθ
בכפייה	baχpiːa
בכפית	baχˈpɪθ
בכפפות	baχfaˈpat
בכפר	beχpaʁ
בכפרים	baχpaʁim
בכרטיס	beχaʁtis
בכרטיסי	baχaʁtisʔi
בכרכרה	baχɛrχɛrɔ
בכת	baχat
בכתב	beχteβ
בכתבה	beχteβa
בכתבי	beχtevi
בכתה	baχte
בכתובת	baχtoˈvit
בכתיבה	beχtiβa
בכתיבת	baχtiˈvɔt
בכתף	baχtaf
בכתפיים	baχtefiːm
בכתר	beχteʁ
בל	ɛl
בלא	bala
בלאגן	blɑˈgan
בלאדי	blɑdi
בלאו	blɑu
בלאמי	blɑmi
בלאנט	blɑnɛt
בלאנק	blɑnɛk
בלאנש	blɑnɛʃ
בלאס	blɑs
בלאק	blɑk
בלאקי	blɑki
בלב	balv
בלבד	balvɑd
בלבה	balvɑ
בלבו	balbu
בלבואה	balboʔa
בלבול	balbuːl
בלבוש	balbuʃ
בלבי	balvi
בלבך	balbɛx
בלבל	balbal
בלבלב	balbalb
בלבן	balvan
בלגאן	balgan
בלגי	balgi
בלגיה	balˈʒi
בלגן	balgan
בלדבר	baldɑvʁ
בלדה	balda
בלה	belɑ
בלהבות	balhabut
בלהות	balot
בלהט	balet
בלהיות	belɑjot
בלהקה	balˈhaqɑ
בלהקת	balɛkɛt
בלהרוג	balhaˈruːg
בלו	blu
בלואיזיאנה	bluaziˈjɑnɑ
בלובי	baluːbi
בלו-בל	baluːbal
בלוג	blɔg
בלוויה	blɔviʔɑ
בלווין	blɔvin
בלוז	baluz
בלוח	balox
בלוטו	bluˈto
בלוטות	bluˈtɔt
בלוטת	blotat
בלול	balul
בלולאה	balula
בלום	balum
בלון	balon
בלונג	baluŋ
בלונד	blond
בלונדון	blondˈon
בלונדי	blonedi
בלונדיני	blondini
בלונדיניות	blondinijot
בלונדינית	blondinɪt
בלוני	baluni
בלונים	baluːn
