一下咬指甲	liam˨˦mi˥˥ka˧˧tsiŋ˥˧kaʔ˨
沒有做零售	bo˨˦teʔ˨be˧˧lan˨˦san˥˥e˨˦
沒有力氣	bo˨˦lat˦
沒有幾戶人家住在那裡	tua˨˩bo˨˦kui˥˧kʰau˥˧tsau˨˩
沒有我的准許	bo˨˦ɡua˥˧e˨˦in˥˧tsun˥˧
沒有牙齒	bo˨˦tsʰui˨˩kʰi˥˧
沒有關係	bo˨˦iau˨˩kin˥˧
沒本事	bo˨˦tsai˨˦
油井	iu˨˦tsẽ˥˧
泉水湧出	tsʰut˨tsũã˨˦
洗得不乾淨	se˥˧liau˥˧bo˨˦tsʰiŋ˥˥kʰi˨˩
洗手腳	se˥˧tsʰiu˥˧bin˧˧
活到七老八十了	tsiaʔ˦kaʔ˨tsʰit˨lau˧˧peʔ˨lau˧˧aʔ˨
流亡	liu˨˦boŋ˨˦
深紅色	tua˧˧aŋ˨˦
清除髒汙	kʰi˨˩la˨˦sam˨˦
滿臉鬍子的人不仁厚	hɔ˨˦e˨˦put˨dzin˨˦
火化	hue˥˧hua˨˩
火氣大	hue˥˧kʰi˨˩tua˧˧
火熄滅了！也引申為表示「慘了、糟了、完蛋了」的感嘆詞	hue˥˧hua˥˥kʰi˨˩aʔ˨
火熄滅了啦。即指沒力了、沒勁了	hue˥˧hua˥˥kʰi˨˩aʔ˨
炸好的芋頭要吃之前得先過油再稍微炸一下	tsĩ˨˩ho˥˧e˨˦ɔ˧˧a˥˧tsĩ˨˩beʔ˨tsiaʔ˦tsin˨˩tsiŋ˨˦ai˨˩koʔ˨tsã˨˩tsit˦e˧˧
為人處事必須認真努力	tso˨˩laŋ˨˦ai˨˩dzin˧˧tsin˥˥pʰaʔ˨pĩã˨˩
為人要注重人格	tso˨˩laŋ˨˦ai˨˩tioŋ˧˧dzin˨˦keʔ˨
烏魚子	ɔ˥˥hi˨˦tsi˥˧
無聊的時候就找些消遣來做	bo˨˦liau˨˦e˨˦si˨˦tsun,7to˧˧lai˨˦pĩ˨˩kaŋ˥˥ɡe˧˧
無論什麼事情	huan˨˦su˧˧
無論如何都不要成為浪蕩子	sian˥˥to˥˥m˥˥tʰaŋ˥˥tso˨˩pʰãĩ˥˧kĩã˥˧
煉丹	lian˧˧tan˥˥
煎魚要會翻面	tsian˥˥hi˨˦a˥˧ai˨˩e˧˧hiau˥˧piŋ˥˧piŋ˨˦
爐丹	lɔ˨˦tan˥˥
爭當丐頭。其實做乞丐的所得有限，雖然乞丐頭可以過得比其他乞丐好一點，但終究無法和非乞丐相比。故此句有嘲諷或可憐人為小利而爭的意味	sio˥˥tsẽ˥˥tso˨˩kʰit˨tsiaʔ˦tʰau˨˦
父子	pe˧˧a˥˧kĩã˥˧
父母就輕鬆了	pe˧˧bu˥˧to˧˧kʰin˥˥saŋ˥˥aʔ˨
父老子幼	pe˧˧lau˧˧kĩã˥˧iu˨˩
爺爺、外公	a˥˥koŋ˥˥
爺爺的病嚴重到快要死了	a˥˥koŋ˥˥e˨˦pẽ˧˧taŋ˧˧kaʔ˨kioŋ˧˧kioŋ˧˧beʔ˨hua˥˥kʰi˨˩aʔ˨
牛奶	ɡu˨˦liŋ˥˥
牛軛	ka˥˥tsʰia˥˥
牛頭馬面	ɡu˨˦tʰau˨˦be˥˧bin˧˧
牽引亡魂、通靈。是傳統喪禮的一部分	kʰan˥˥boŋ˨˦hun˨˦
王昭君	oŋ˨˦tsiau˥˥kun˥˥
王氏	oŋ˨˦si˧˧
王牌	oŋ˨˦pai˨˦
現代	hian˧˧tai˧˧
現代人的嫁妝常常都折合現金	tsit˨ma˥˧e˨˦laŋ˨˦ke˨˩tsŋ˥˥tĩã˧˧tĩã˧˧loŋ˥˧tã˥˧hian˧˧kim˥˥
現代的水瓢多半是塑膠製的	hian˧˧tai˧˧e˨˦tsui˥˧kʰok˨a˥˧sok˨ka˥˥tso˨˩e˨˦kʰaʔ˨tse˧˧
現在	tsit˨ku˥˧
現在到處都是橘子	tsit˨ma˥˧kam˥˥a˥˧tua˧˧si˨˩ke˨˩
現在卻變天了	tsit˨ma˥˧suaʔ˨teʔ˨huan˥˧tʰĩ˥˥aʔ˨
現在外面天色已經暗了	tsit˨ma˥˧ɡua˧˧kʰau˥˧e˨˦tʰĩ˥˥sik˨i˥˧kiŋ˥˥am˨˩aʔ˨
現在小一輩的年輕人	tsit˨ma˥˧e˧˧un˨˦e˨˦siau˨˩lian˨˦laŋ˨˦
現在已經是大老闆了	tsit˨ma˥˧i˥˧kiŋ˥˥si˧˧tua˧˧tʰau˨˦ke˥˥aʔ˨
現在很流行練功夫	tsit˨ma˥˧lian˧˧kaŋ˥˥hu˥˥tsin˥˥si˨˦kĩã˨˦
現在我才知道他是騙我的	tsit˨ma˥˧ɡua˥˧tsiaʔ˨tsai˥˥ĩã˥˧i˥˥si˧˧pʰian˨˩ɡua˥˧e˨˦
現在比較少人用木炭燒火	tsit˨ma˥˧kʰaʔ˨tsio˥˧laŋ˨˦teʔ˨hĩã˨˦hue˥˧tʰũã˨˩
現在要反悔已經來不及了	tsit˨ma˥˧beʔ˨huan˥˧hue˥˧i˥˧kiŋ˥˥be˧˧hu˨˩aʔ˨
現在觀念進步	tsit˨ma˥˧kuan˥˥liam˧˧tsin˨˩pɔ˧˧
現在開始賺錢囉	tsit˨ma˥˧kʰai˥˥si˥˧beʔ˨tʰan˨˩tua˧˧tsĩ˨˦lɔʔ˨
環境很好	kʰuan˨˦kiŋ˥˧tsin˥˥ho˥˧
生氣	hue˥˧tua˧˧
生活真艱困	dzit˦tsi˥˧tsin˥˥pʰãĩ˥˧kue˨˩
生活較寬裕	siŋ˥˥uaʔ˦e˧˧kʰaʔ˨lioŋ˧˧sioŋ˧˧
生男孩子	tsʰut˨tiŋ˥˥
用九層塔煎蛋很好吃	ioŋ˧˧kau˥˧tsan˨˩tʰaʔ˨tsian˥˥nŋ˥˥tsin˥˥ho˥˧tsiaʔ˦
用小火慢煮	ioŋ˧˧un˨˦un˨˦a˥˧hue˥˧loʔ˨kʰi˨˩tsu˥˧
用手抓不到	tsʰiu˥˧pe˨˦be˧˧tioʔ˨
用手比較快些	ioŋ˧˧tsʰiu˥˧pi˥˧kʰaʔ˨kin˥˧
用抹刀抹牆壁，不但牆壁光滑，連抹刀也光滑。形容人很會做人，雙方面都能討好	tsit˦bin˧˧buaʔ˨piaʔ˨siaŋ˥˥bin˧˧kŋ˥˥
用禽類動物內臟煮成的湯	ha˧˧sui˥˧tʰŋ˥˥
用話頂撞別人	iŋ˧˧ue˧˧tsʰe˥˥laŋ˨˦
甲乙丙丁	kaʔ˨it˨pĩã˥˧tiŋ˥˥
甲乙丙丁戊己庚辛壬癸十天干	tʰian˥˥kan˥˥
男子	lam˨˦tsu˥˧
男子漢大丈夫	lam˨˦tsu˥˧han˨˩tai˧˧tioŋ˧˧hu˥˥
男性祖先	tsɔ˥˧koŋ˥˥
畏首畏尾	kiu˥˥kʰa˥˥kiu˥˥tsʰiu˥˧
畢業之後找不到工作	tsʰut˨ɡiap˦tsʰue˧˧bo˨˦tʰau˨˦lɔ˧˧
當教授是我一生的願望	tso˨˩kau˨˩siu˧˧si˧˧ɡua˥˧it˨siŋ˥˥e˨˦ɡuan˧˧boŋ˧˧
疏離	paŋ˨˩ɡua˧˧ɡua˧˧
疑問句	ɡi˨˦bun˧˧ku˨˩
病才會比較快痊癒	pẽ˧˧tsiaʔ˨e˧˧kʰaʔ˨kʰuai˨˩ho˥˧
登陸	kʰi˥˧sũã˥˥
發帖子	pun˥˥tʰiap˨a˥˧
發生事情	tsʰut˨tai˧˧tsi˨˩
發簿子	pun˥˥pʰɔ˧˧a˥˧
白費力氣	liau˥˧lat˦
白費功夫	liau˥˧kaŋ˥˥
白費工夫又賠錢。比喻賠了夫人又折兵	liau˥˧kaŋ˥˥koʔ˨siʔ˦pun˥˧
百分比	paʔ˨hun˥˥pi˥˧
盡人事聽天命	tsin˧˧dzin˨˦su˧˧sun˧˧tʰĩ˥˥i˨˩
目前剛好沒空	tsʰiu˥˧tʰau˨˦tu˥˧tu˥˧a˥˧ho˥˧bo˨˦iŋ˨˦
盾和矛，原指兵器，後多引申為戰爭	kan˥˥ko˥˥
看你敢還是不敢	kʰũã˨˩li˥˧kã˥˧iaʔ˦si˧˧m˥˥kã˥˧
看你還差多少	kʰũã˨˩li˥˧koʔ˨kʰiam˨˩kʰueʔ˨ɡua˧˧tse˧˧
看起來還是很年輕	kʰũã˨˩tioʔ˨iau˥˧tsin˥˥siau˨˩lian˨˦
看那個孩子躲到哪裡去了	kʰũã˨˩hit˨e˨˦ɡin˥˧a˥˧biʔ˨ti˧˧to˥˧ui˧˧
看面相時，男性要看額頭，女性要看下巴	lam˨˦tʰian˥˥ping,5li˥˧e˧˧kok˨
真不好意思	tsĩã˨˦pʰãĩ˥˧se˨˩
真可惜	tsĩã˨˦kʰo˥˧sioʔ˨
真是了不得	tsin˥˥tsĩã˨˩put˨tik˨liau˥˧
真是厲害	m˥˥tsĩã˨˦kau˨˦
真是賺到了	tsin˥˥tsĩã˨˩si˧˧bau˥˧si˥˧aʔ˨
真沒用	tsin˥˥ha˧˧siau˥˥
真的會熱死人	tsin˥˥tsĩã˨˩e˧˧dzuaʔ˦si˥˧laŋ˨˦
真糟糕	tsin˥˥hai˧˧
真難說	tsin˥˥pʰãĩ˥˧koŋ˥˧
眼睛掛著斗概，看到別人的東西就想要。因為斗概概入不概出，故有此比喻	bak˦tsiu˥˥kua˨˩tau˥˧kai,3kʰũã˨˩laŋ˨˦miʔ˦to˧˧ai˨˩
眼睛通透可以把人看穿的眼神	tsui˥˧tsĩ˥˥bak˦
眾人的意見他一概反對	tsiŋ˨˩laŋ˨˦e˨˦i˨˩kian˨˩i˥˥it˨kʰai˨˩huan˥˧tui˨˩
瞳孔	bak˦tsiu˥˥dzin˨˦
知道要跟著我們走	tsai˥˥ĩã˥˧beʔ˨tue˨˩ɡuan˥˧kĩã˨˦
石磨的中央	tsioʔ˨bo˧˧a˥˧sim˥˥
石頭浸久了也會長青苔。比喻從事某一工作，時間久了也會有所成就	tsioʔ˨tʰau˨˦tsim˨˩ku˥˧ma˧˧e˧˧tsʰĩũ˧˧tsʰẽ˥˥tʰi˨˦
磕頭	kʰau˨˩tʰau˨˦
磨刀石拿來磨刀子	to˥˥tsioʔ˨tʰeʔ˦lai˨˦bua˨˦to˥˥a˥˧
祖母	lai˧˧ma˥˧
祖父	lai˧˧koŋ˥˥
祝福你們一路平安	tsiok˨lin˥˧tsit˦lɔ˧˧piŋ˨˦an˥˥
祭拜祖先	pai˨˩koŋ˥˥ma˥˧
禮尚往來的事情有夠多	dzin˨˦tsiŋ˨˦se˨˩su˧˧u˧˧kau˨˩tse˧˧
秀才	siu˨˩tsai˨˦
稍微、一點點	sio˥˧kʰua˥˧
稍微、一點點	sio˥˧kʰua˥˧a˥˧
稍微想一下	sio˥˧sĩũ˧˧tsit˦e˧˧
稍等一下	sio˥˧tan˥˧tsit˦e˧˧
稍等一會兒	sio˥˧tan˥˧tsit˦e˧˧
稱人子	koŋ˥˥tsu˥˧
稻子長得很大棵了	tiu˧˧a˥˧huat˨kaʔ˨tsĩã˨˦tua˧˧tsaŋ˨˦aʔ˨
穿內衣比較衛生	u˧˧tsʰiŋ˧˧lai˧˧sã˥˥ke˥˥kʰaʔ˨ue˧˧siŋ˥˥
竹枝竟然斷掉了	tsʰue˨˦a˥˧suaʔ˨tŋ˥˥kʰi˨˩
笑笑的	tsʰio˨˩tsʰio˨˩a˥˧
第一冊	te˧˧it˨tsʰeʔ˨
第一期稻作的收成季	lak˦ɡueʔ˦taŋ˥˥
第三代	te˧˧sã˥˥te˧˧
第二	te˧˧dzi˧˧
第二代	te˧˧dzi˧˧tai˧˧
等一下	tsʰĩã˥˧ban˧˧tsit˦e˧˧
等一下麻煩你發言幫我說些好話好嗎	tan˥˧tsit˦e˧˧ma˨˦huan˨˦li˥˧tsʰut˨tsʰui˨˩ka˧˧ɡua˥˧tau˨˩koŋ˥˧kua˥˧ho˥˧ue˧˧ho˥˧bo˨˦
等一會兒也許會下雨	tan˥˧leʔ˨huan˧˧se˨˩e˧˧loʔ˨hɔ˧˧
等一會兒看不對勁	tan˥˧tsit˦e˧˧kʰũã˨˩m˥˥si˧˧se˨˩
等了一小時了	tan˥˧tsit˦tiam˥˧tsiŋ˥˥ku˥˧aʔ˨
算命先生	sioŋ˨˩mia˧˧sian˥˥
算命的說	sǹg1mia˧˧e˨˦koŋ˥˧
算命的說他生來就是乞丐命	sǹg1mia˧˧e˨˦koŋ˥˧i˥˥sẽ˥˥lai˨˦si˧˧kʰit˨tsiaʔ˦mia˧˧
算盤的珠子	sǹg1pũã˨˦dzi˥˧
管理機關人員的辦公處所	dzin˨˦su˧˧sik˨
簡直就像個王爺	be˧˧su˥˥oŋ˨˦ia˨˦leʔ˨
米漿	bi˥˧liŋ˥˥
粗俗的人講粗俗的話	tʰɔ˥˧laŋ˨˦koŋ˥˧tʰɔ˥˧ue˧˧
約一公尺的長度	sã˥˥tsʰioʔ˨
紅仕	aŋ˨˦su˧˧
紅包隨便你多少好了。譏笑和尚在中元普渡時亂誦經	aŋ˨˦pau˥˥sui˨˦li˥˧saŋ˨˩
細毛	iu˨˩mŋ˥˥
給人領養當童養媳	pun˥˥laŋ˨˦tso˨˩sin˥˥pu˧˧a˥˧
給他一個人情	tso˨˩dzin˨˦tsiŋ˨˦hɔ˧˧i˥˥
絨布	dzioŋ˨˦a˥˧pɔ˨˩
繡有八仙的紅彩，在喜慶時掛在門楣上	pat˨sian˥˥tsʰai˥˧
繩子鬆掉了	soʔ˨a˥˧liŋ˧˧kʰi˨˩aʔ˨
纏著要錢	lo˥˥tsĩ˨˦
缺德	iau˥˧siu˧˧
羊毛	ĩũ˨˦mŋ˥˥
羊毛	ĩũ˨˦mɔ˨˦
翻字典	piŋ˥˧dzi˧˧tian˥˧
翻車	piŋ˥˧tsʰia˥˥
翻轉身體	piŋ˥˧sin˥˥
翻過來洗另外一邊	piŋ˥˧kue˨˩lai˨˦se˥˧liŋ˧˧ɡua˧˧tsit˦bin˧˧
老人沒牙齒嘴巴都會凹陷	lau˧˧laŋ˨˦bo˨˦tsʰui˨˩kʰi˥˧loŋ˥˧e˧˧mauʔ˨tsʰui˨˩
老天爺	tʰĩ˥˥koŋ˥˥
老天爺疼愛老實人	tʰĩ˥˥koŋ˥˥tʰĩã˨˩ɡoŋ˧˧laŋ˨˦
老婆覺得竹筴魚太好吃了，連自己都捨不得分給老公吃。為一句臺灣俗諺	pa˥˥laŋ˥˥ho˥˧tsiaʔ˦m˥˥pun˥˥aŋ˥˥
老師在叫你	sian˥˥sĩ˥˥teʔ˨kio˨˩li˥˧
老師正在教室裡面授課	lau˧˧su˥˥tŋ˥˥teʔ˨kʰo˨˩tŋ˥˥sioŋ˧˧kʰo˨˩
老犯人欺負新犯人。比喻老手欺生手	ku˧˧siu˨˦tsiaʔ˦sin˥˥siu˨˦
老王後天要出殯	oŋ˨˦e˨˦au˧˧dzit˦beʔ˨tsʰut˨sũã˥˥
老闆	tʰau˨˦ke˥˥
老闆人真好	tʰau˨˦ke˥˥laŋ˨˦tsin˥˥ho˥˧
老闆端菜上桌	tʰau˨˦ke˥˥pʰaŋ˨˦tsʰai˨˩tsĩũ˧˧toʔ˨
老陳	tan˨˦e˨˦
老陳跟老王兩人在爭論	tan˨˦e˨˦kaʔ˨oŋ˨˦e˨˦teʔ˨ke˥˥ue˧˧
老鼠被貓抓光光了	niau˥˧tsʰi˥˧hɔ˧˧niau˥˥liaʔ˦liau˥˧liau˥˧aʔ˨
考上狀元	tioŋ˨˩tsioŋ˧˧ɡuan˨˦
而不是背後的主使者	m˥˥si˧˧tsin˥˥tsĩã˨˩e˨˦tʰau˨˦ke˥˥
而且好吃懶做	iu˧˧koʔ˨beʔ˨tsiaʔ˦m˥˥tʰo˥˧tʰan˨˩
聖人	siŋ˨˩dzin˨˦
聽說這種藥可以止咳化痰以及保養氣管	tʰĩã˥˥koŋ˥˧tsit˨kʰuan˥˧ioʔ˨a˥˧e˧˧taŋ˨˩tsi˥˧sau˨˩hua˨˩tʰam˨˦kiam˥˥kɔ˨˩hi˨˩kńg1
聽說那間房子有凶物	tʰĩã˥˥koŋ˥˧hit˨kiŋ˥˥tsʰu˨˩u˧˧pʰãĩ˥˧miʔ˦
肉包	baʔ˨pau˥˥
肉末	baʔ˨iu˨˩a˥˧
肚子像水櫃一樣凸起	pak˨tɔ˥˧na˥˧tsui˥˧kui˧˧
肚子裡、內臟	pak˨lai˧˧
股票上市	kɔ˥˧pʰio˨˩tsĩũ˧˧tsʰi˧˧
背叛	huan˥˧pue˧˧
背脊癢	kʰa˥˥tsiaʔ˨pʰĩã˥˥tsĩũ˧˧
胳臂只會向內彎	tsʰiu˥˧kʰiau˥˥
胸前肋骨像樓梯一根根突現。形容人營養不良的模樣	hiŋ˥˥kʰam˥˧na˥˧lau˨˦tʰui˥˥
脾氣發作起來	siŋ˨˩te˧˧ɡia˨˦kʰi˥˧lai˨˦
腦充血	nau˥˧tsʰioŋ˥˥hiat˨
腳摔斷了	kʰa˥˥kut˨siak˨tŋ˥˥kʰi˨˩
臉部皮膚細嫩	bin˧˧baʔ˨iu˨˩
自己	tsu˧˧ki˥˧
自己千萬要小心	ka˥˥ki˧˧tsʰian˥˥ban˧˧ai˨˩sio˥˧sim˥˥
自己的女兒	siau˥˧lu˥˧
自己若是生不出孩子	ka˥˥ki˧˧na˧˧be˧˧sẽ˥˥
自然生成的材料最好	tʰian˥˥dzian˨˦e˨˦sɔ˨˩tsai˨˦sioŋ˧˧ho˥˧
臺北是一個四通八達的大城市	tai˨˦pak˨si˧˧tsit˦e˨˦su˨˩tʰoŋ˥˥pat˨tat˦e˨˦tua˧˧sĩã˨˦tsʰi˧˧
臺北車站裡面有各地來的人	tai˨˦pak˨tsʰia˥˥tʰau˨˦lai˧˧bin˧˧ŋɔ˥˧lɔ˧˧e˨˦laŋ˨˦loŋ˥˧u˧˧
臺灣現在的工資很貴	tai˨˦uan˨˦hian˧˧tsʰu˥˧si˨˦e˨˦laŋ˨˦kaŋ˥˥tsin˥˥kui˨˩
舅子	ku˧˧a˥˧
舅舅坐主位	bu˥˧ku˧˧tse˧˧tua˧˧ui˧˧
舊舊的	ku˧˧ku˧˧a˥˧
舞臺	bu˥˧tai˨˦
船要進港時會鳴汽笛	tsun˨˦beʔ˨dzip˦kaŋ˥˧e˨˦si˨˦e˧˧tan˨˦tsui˥˧le˨˦
芥菜正出產	kua˨˩tsʰai˨˩tŋ˥˥teʔ˨tsʰut˨
花旦	hue˥˥tũã˨˩
花是你送的對吧	hue˥˥si˧˧li˥˧saŋ˨˩e˨˦hõ˨
花言巧語	hua˥˥ɡian˨˦kʰa˥˧ɡi˥˧
若不是因為年少輕狂的痴傻舉動	siau˨˩lian˨˦na˧˧bo˨˦tsit˦pai˥˧ɡoŋ˧˧
若你手頭方便	li˥˧tsʰiu˥˧tʰau˨˦na˧˧hoŋ˥˥pian˧˧
若是一個不湊巧	na˧˧si˧˧tsit˦e˨˦m˥˥ho˥˧se˨˩
若是每個人都能稍微忍耐一下	tak˦e˨˦laŋ˨˦na˧˧loŋ˥˧lun˥˧tsit˦e˧˧
苦主	kʰɔ˥˧tsu˥˧
茶包	te˨˦pau˥˥
草木	tsʰo˥˧bok˨
草本植物	tsʰau˥˧pun˥˧sit˦but˦
荒地才會起火燃燒	m˥˥tsiaʔ˨e˧˧hue˥˧sio˥˥pɔ˥˥
荒野路邊哪兒來那些祭拜無主冤魂的小廟呢	lɔ˧˧pĩ˥˥na˥˧u˧˧iu˥˧iŋ˨˩koŋ˥˥
菜價都上漲了	tsʰai˨˩ke˨˩loŋ˥˧ɡia˨˦kʰi˥˧lai˨˦
菜包	tsʰai˨˩pau˥˥
菜市場	tsʰai˨˩tsʰi˧˧a˥˧
菜很嫩	tsʰai˨˩tsin˥˥iu˨˩
菜心	tsʰai˨˩sim˥˥
菜種	tsʰai˨˩tsi˥˧
萬一下雨就用得到	m˥˥tu˥˧ho˥˧loʔ˨hɔ˧˧to˧˧iŋ˧˧e˧˧tioʔ˨
萬分感謝	tsap˦dzi˧˧hun˥˥e˨˦kam˥˧sia˧˧
薪水給他東扣西扣就所剩無幾了	sin˥˥sui˥˧hɔ˧˧i˥˥sã˥˥tu˨˦si˨˩kʰau˨˩to˧˧tsʰun˥˥bo˨˦ɡua˧˧tse˧˧aʔ˨
藥包	ioʔ˨pau˥˥
藥吃下	ioʔ˨a˥˧tsiaʔ˦loʔ˨kʰi˨˩
藥方	ioʔ˨hŋ˥˥
蘊育優秀的後代	tsʰut˨ho˥˧kĩã˥˧sun˥˥
虎牙	hɔ˥˧ɡe˨˦
蛋黃	nŋ˥˥dzin˨˦
蜂王	pʰaŋ˥˥oŋ˨˦
蝦仁	he˨˦dzin˨˦
血流不止	hueʔ˨lau˨˦be˧˧tsi˥˧
行善	tso˨˩koŋ˥˥tik˨
衣架	sã˥˥kiŋ˥˥a˥˧
表哥	piau˥˧hĩã˥˥
袋子內翻一些零錢出來	te˧˧a˥˧lai˧˧piŋ˥˧tsit˦kua˥˧ɡin˨˦kak˨a˥˧tsʰut˨lai˨˦
被他吃掉	hɔ˧˧i˥˥tsiaʔ˦kʰi˨˩
西瓜一斤多少錢	si˥˥kue˥˥tsit˦kin˥˥si˧˧ɡua˧˧tse˧˧tsĩ˨˦
要上坡了	beʔ˨tsĩũ˧˧kia˧˧aʔ˨
要先量身材尺寸	ai˨˩siŋ˥˥niu˨˦tsʰun˨˩tsʰioʔ˨
要叫他出錢是不可能的事情	beʔ˨kio˨˩i˥˥tsʰut˨tsĩ˨˦si˧˧bo˨˦kʰo˥˧liŋ˨˦e˨˦tai˧˧tsi˨˩
要大後年才會回來	tioʔ˨ai˨˩tua˧˧au˧˧ni˨˦tsiaʔ˨e˧˧taŋ˨˩to˨˩tńg1lai˨˦
要稱呼他公公	ai˨˩tsʰiŋ˥˥hɔ˥˥i˥˥ta˥˥kũã˥˥
要讓他看得上眼不簡單	beʔ˨hɔ˧˧i˥˥kʰũã˨˩e˧˧tsĩũ˧˧bak˦bo˨˦kan˥˧tan˥˥
要重綁	ai˨˩tiŋ˨˦pak˦
解除災難	kai˥˧eʔ˨
計算時一再折扣，自總數中盡量減除	tsʰit˨tu˨˦peʔ˨kʰau˨˩
試試大小合不合適	tsʰi˨˩kʰũã˨˩tua˧˧se˨˩e˧˧haʔ˦be˧˧
試試看囉	poʔ˨kʰũã˨˩mai˧˧leʔ˨
詩文	si˥˥bun˨˦
話都說不清楚	ue˧˧loŋ˥˧koŋ˥˧be˧˧tsʰiŋ˥˥tsʰo˥˧
語文	ɡi˥˧bun˨˦
說到種花他還有點能耐	koŋ˥˧tioʔ˨tsiŋ˨˩hue˥˥i˥˥koʔ˨u˧˧dzi˧˧pɔ˧˧tsʰit˨a˥˧
說到車子	na˧˧koŋ˥˧tioʔ˨tsʰia˥˥
說得很清楚	koŋ˥˧liau˥˧tsin˥˥tsʰiŋ˥˥tsʰo˥˧
說笑話、插科打諢	kik˨ŋɔ˥˧dzin˨˦
說話比較隨便	koŋ˥˧ue˧˧kʰaʔ˨tsʰin˨˩tsʰai˥˧
誰叫你擅作主張做這件事	sĩã˥˧laŋ˨˦kio˨˩li˥˧tua˧˧tsu˥˧tua˧˧i˨˩tso˨˩tsit˨kĩã˧˧tai˧˧tsi˨˩
課本	kʰo˨˩pun˥˧
請上蒼保佑我們臺灣能夠安定和富裕	tsʰĩã˥˧sioŋ˧˧tʰian˥˥po˥˧pi˨˩lan˥˧tai˨˦uan˨˦e˧˧taŋ˨˩an˥˥tiŋ˧˧kaʔ˨hu˨˩dzu˧˧
請人傳話會被加油添醋	kia˨˩ue˧˧e˧˧ke˥˥
請問你的大名是	tsʰĩã˥˧mŋ˥˥li˥˧e˨˦tua˧˧mia˨˦si˧˧
請問這位小兄弟怎麼稱呼	tsʰĩã˥˧mŋ˥˥tsit˨ui˧˧sio˥˧ti˧˧an˥˧tsũã˥˧tsʰiŋ˥˥hɔ˥˥
請朋友幫忙介紹工作	tsʰĩã˥˧piŋ˨˦iu˥˧tau˨˩in˥˧tʰau˨˦lɔ˧˧
講故事	koŋ˥˧kɔ˥˧
警察	kiŋ˥˧tsʰat˨a˥˧
警察大人	kiŋ˥˧tsʰat˨tai˧˧dzin˨˦
警察捉到的是人頭帳戶	kiŋ˥˧tsʰat˨liaʔ˦tioʔ˨e˨˦si˧˧laŋ˨˦tʰau˨˦
警察要保護大眾的安全	kiŋ˥˧tsʰat˨ai˨˩po˥˧hɔ˧˧koŋ˥˥tsioŋ˨˩e˨˦an˥˥tsuan˨˦
讀書人	tʰak˦tsʰeʔ˨laŋ˨˦
變種	huan˥˧tsiŋ˥˧
變顏色	huan˥˧sik˨
讓人聞起來簡直要反胃	hɔ˧˧laŋ˨˦pʰĩ˧˧tioʔ˨kioŋ˧˧beʔ˨piŋ˥˧pak˨
讓人聽了心裡不舒服	hɔ˧˧laŋ˨˦tʰĩã˥˥tioʔ˨sim˥˥kũã˥˥tʰau˨˦be˧˧soŋ˥˧kʰuai˨˩
讓他去啦	hɔ˧˧i˥˥kʰi˨˩laʔ˨
讓他賺了一筆	kʰi˨˩hɔ˧˧i˥˥tʰan˨˩tsit˦tsʰiu˥˧kʰi˨˩
讓別人瞧不起	hɔ˧˧laŋ˨˦kʰũã˨˩bo˨˦
讓客人方便	hɔ˧˧laŋ˨˦kʰeʔ˨hoŋ˥˥pian˧˧
讓您增加麻煩，多了許多事，真是不好意思	hɔ˧˧li˥˧ke˥˥bo˨˦ing,5tsin˥˥pʰãĩ˥˧se˨˩
豆漿	tau˧˧liŋ˥˥
象牙	tsʰĩũ˧˧ɡe˨˦
豬的胰臟	io˥˥tsʰioʔ˨
貓在椅子下睡覺	niau˥˥kʰun˨˩ti˧˧i˥˧a˥˧e˧˧kʰa˥˥
財力	tsai˨˦lik˦
貧窮	san˨˩hioŋ˥˥
買書	be˥˧tsʰeʔ˨
買水果的錢	be˥˧kue˥˧tsi˥˧e˨˦tsĩ˨˦
買這件衣服花費一千元	be˥˧tsit˨nia˥˧sã˥˥kʰi˨˩tiau˧˧tsit˦tsʰiŋ˥˥kʰɔ˥˥
賓主盡歡	pin˥˥tsu˥˧tsin˧˧huan˥˥
賠錢生意沒人做	liau˥˧tsĩ˨˦siŋ˥˥li˥˧bo˨˦laŋ˨˦tso˨˩
賣蚵仔麵線一定可以賺錢	be˧˧o˨˦a˥˧mi˧˧sũã˨˩pau˥˥nia˥˧li˥˧tʰan˨˩tsĩ˨˦
質地鬆軟的木柴	pʰã˨˩tsʰa˨˦
赤色	tan˥˥hoŋ˨˦
走江湖賣藝為生的人	oŋ˨˦lok˨a˥˧sian˥˥
超級甜	se˨˩kai˨˩tĩ˥˥
超級貴	se˨˩kai˨˩kui˨˩
越多人割稻就越快完工	kuaʔ˨tiu˧˧a˥˧e˨˦laŋ˨˦kaŋ˥˥dzu˥˧tse˧˧to˧˧dzu˥˧kin˥˧kuaʔ˨liau˥˧
跑得喘不過氣	tsau˥˧kaʔ˨tua˧˧kʰui˨˩tsʰuan˥˧be˧˧li˧˧
跑掉	tsau˥˧kʰi˨˩aʔ˨
跨大步向前走	tua˧˧pɔ˧˧hioŋ˨˩tsian˨˦kĩã˨˦
路見不平	lɔ˧˧kian˨˩put˨piŋ˨˦
踩水車	taʔ˦tsui˥˧tsʰia˥˥
身體不舒服	laŋ˨˦bo˨˦soŋ˥˧kʰuai˨˩
車伕	tsʰia˥˥hu˥˥
