-аж	ˈɑɹd
гсб	gˌɛˌɛsbˈɛ
гсм	gˌɛˌɛsˈɛm
гсп	gˌɛˌɛspˈɛ
гсподь	kspˈot
гст	gˌɛˌɛstˈɛ
гсу	ksˈu
гся	ksˈɑ
гт	gˌɛtˈɛ
гтг	gˌɛtˌɛgˈɛ
гтем	ktˈem
гти	ktˈi
гто	ktˈo
гтр-войны	gˌɛtˌɛˈɛrvˈojny
гтс	gˌɛtˌɛˈɛs
гтями	ktˈɑmɪ
гу	gˈu
гу-га	gˈugˈɑ
гу-гу-гу	gˈugˈugˈu
гуа	gˈua
гуавы	guˈɑvy
гуавьяре	guˈɑvjjari
гуадалканал	guadˈɑɭkʌnʌɭ
гуадалканале	guadˈɑɭkʌnʌɭi
гуадалупской	guadˈɑɭupskʌj
гуазахт	guazˈɑxt
гуакамайо	guakˈɑmʌjʌ
гуаканагари	guakˈɑnʌgʌrɪ
гуалькмай	guˈɑɭkmʌj
гуальони	guˈɑɭʌnɪ
гуам	gua
гуам	gˈuʌm
гуама	guˈɑma
гуаме	guˈɑmi
гуамоко	guˈɑmʌkʌ
гуан	gˈuʌŋ
гуана	guˈɑna
гуанако	guanakɔ
гуанако	guˈɑnʌkʌ
гуандун	guandum
гуандун	guˈɑnduŋ
гуанин	guanˈɪn
гуано	guˈɑnʌ
гуанси	guˈɑnsɪ
гуансюя	guˈɑnsuˌja
гуантанамо	guantˈɑnʌmʌ
гуану	guˈɑnu
гуанчжоу	guˈɑndʒʒʌu
гуань	guˈɑn
гуаньду	guˈɑndu
гуаньинь	guˈɑnjin
гуаньцю	guˈɑntsuˌ
гуарази	guˈɑrʌʑɪ
гуаран	guˈɑrʌŋ
гуарана	gwaraːna
гуарани	guˈɑrʌnɪ
гуарди	guˈɑrdɪ
гуарино	guˈɑrinʌ
гуасье	guˈɑsjjɪ
гуатиль	guˈɑtiɭ
гуатукас	guatˈukʌs
гуахаура	guaxˈɑura
гуашевыми	guaʃˈɛvymɪ
гуаши	guˈɑʃɪ
гуашь	guˈɑʒ
гуашью	guˈɑʃjju
гуаякиле	guaˈjakiɭi
гуаякиль	guaˈjakiɭ
гуаякиля	guaˈjakiɭʌ
губ	gˈup
губ-кома	gˈupkˈoma
губа	gubˈɑ
губа-то	gubˈɑtˈo
губадан	gubˈɑdʌŋ
губайдулина	gubajduˈlʲina
губайдулла	gubˈɑjduɭɭa
губальке	gubˈɑɭki
губам	gubˈɑm
губами	gubˈɑmɪ
губами-то	gubˈɑmɪtˈo
губанов	gubˈɑnʌv
губанова	gubanova
губанова	gubˈɑnʌva
губар	gˈubʌr
губарев	gubˈɑriv
губарева	gubˈɑriva
губарь	gˈubʌrɪ
губастая	gubˈɑstʌja
губастого	gubˈɑstʌvʌ
губастый	gubˈɑstyj
губатый	gubˈɑtyj
губах	gubˈax
губах	gubˈɑx
губе	gubˈe
губенко	gubʲenkɐ
губер	gˈubir
губера	gubʲera
губера	gubˈera
губерман	gubirmˈɑŋ
губермана	gubˈermʌna
губерману	gubˈermʌnu
губерманы	gubˈermʌny
губерн	gˈubirŋ
губернатор	gubirnator
губернатор	gubirnˈɑtʌr
губернатора	gubirnatara
губернатора	gubirnˈɑtʌra
губернаторам	gubirnatoram
губернаторам	gubirnˈɑtʌrʌm
губернаторами	gubirnˈɑtʌrʌmɪ
губернаторах	gubirnˈɑtʌrʌx
губернаторе	gubirnˈɑtʌri
губернаторов	gubirnˈɑtʌrʌv
губернатором	gubirnˈɑtʌrʌm
губернаторская	gubirnˈɑtʌrskʌja
губернаторские	gubirnˈɑtʌrskijɪ
губернаторский	gubirnˈɑtʌrskij
губернаторским	gubirnˈɑtʌrskim
губернаторских	gubirnˈɑtʌrskix
губернаторского	gubirnˈɑtʌrskʌvʌ
губернаторское	gubirnˈɑtʌrskʌjɪ
губернаторской	gubirnˈɑtʌrskʌj
губернаторском	gubirnˈɑtʌrskʌm
губернаторскому	gubirnˈɑtʌrskʌmu
губернаторскую	gubirnˈɑtʌrskuju
губернаторскую	gubʲirnatorskuju
губернаторства	gubirnˈɑtʌrstva
губернаторство	gubirnatorstva
губернаторство	gubirnˈɑtʌrstvʌ
губернатору	gubirnˈɑtʌru
губернаторша	gubirnˈɑtʌrʃa
губернаторше	gubirnˈɑtʌrʃy
губернаторшей	gubirnˈɑtʌrʃyj
губернаторши	gubirnˈɑtʌrʃɪ
губернаторшин	gubirnˈɑtʌrʃyŋ
губернаторы	gubirnˈɑtʌry
губерни-то	gubˈernɪtˈo
губернией	gubˈernijij
губернии	gubirnʲiʲi
губернии	gubˈerniɪ
губерний	gubˈernij
губернию	gubˈerniju
губерния	gubirnˈie
губерния	gubˈernija
губерниям	gubˈernijam
губерниями	gubʲirnʲijamʲi
губерниями	gubˈernijamɪ
губерниях	gubˈernijax
губернская	gubˈernskʌja
губернские	gubˈernskijɪ
губернский	gubʲirnskʲi
губернский	gubˈernskij
губернский	gubˈerˈnˈsˈkˈj
губернским	gubˈernskim
губернскими	gubˈernskimɪ
губернских	gubˈernskix
губернского	gubˈernskʌvʌ
губернское	gubˈernskʌjɪ
губернской	gubˈernskʌj
губернском	gubˈernskʌm
губернскому	gubˈernskʌmu
губернскую	gubˈernskuju
губерт	gˈubirt
губерта	gubˈerta
губертовой	gubirtˈovʌj
губертом	gubˈertʌm
губерту	gubˈertu
губи	gubˈi
губився	gubˈifsʌ
губил	gubˈiɭ
губила	gubˈiɭa
губили	gubˈiɭɪ
губилися	gubˈiɭisʌ
губило	gubˈiɭʌ
губим	gˈubim
губин	gɫubin
губин	gˈubiŋ
губина	gubʲina
губина	gˈubina
губинский	gubˈinskij
губисполком	gubispʌɭkˈom
губисполкома	gubispˈoɭkʌma
губит	gˈubit
губите	gubʲiti
губите	gubˈiti
губителей	gubˈitiɭij
губителем	gubitˈeɭim
губителен	gubˈitiɭiŋ
губители	gubˈitiɭɪ
губитель	gubˈitiɭ
губительна	gubˈitiɭna
губительная	gubˈitiɭnʌja
губительнее	gubitˈeɭnijɪ
губительница	gubˈitiɭnitsa
губительно	gubˈitiɭnʌ
губительного	gubˈitiɭnʌvʌ
губительное	gubˈitiɭnʌjɪ
губительной	gubˈitiɭnʌj
губительном	gubˈitiɭnʌm
губительному	gubˈitiɭnʌmu
губительность	gubˈitiɭnʌst
губительность	kubˈitiɭnʌst
губительную	gubˈitiɭnuju
губительны	gubˈitiɭny
губительные	gubˈitiɭnyjɪ
губительный	gubˈitiɭnyj
губительным	gubˈitiɭnym
губительными	gubˈitiɭnymɪ
губительных	gubˈitiɭnyx
губителю	gubˈitiɭuˌ
губителя	gubˈitiɭʌ
губити	gubˈitɪ
губится	gˈubitsʌ
губить	gubˈit
губиться	gubʲitsːa
губиться	gubˈitsʌ
губишь	gˈubiʒ
губищи	gubˈiɕɪ
губка	gˈupka
губкам	gˈupkʌm
губками	gupkɐmi
губками	gˈupkʌmɪ
губках	gˈupkʌx
губке	gˈupki
губки	gupkʲi
губки	gˈupkɪ
губкин	gˈupkiŋ
губкина	gˈupkina
губкой	gupkaj
губкой	gˈupkʌj
губком	gupkum
губком	gˈupkʌm
губкоме	gupkˈomi
губкомов	gupkˈomʌv
губкою	gupkˈoju
губку	gˈupku
гублеском	guplʲeskom
гублю	gubɭˈuˌ
гублячи	gubɭˈɑtʃɪ
губная	gubnˈɑja
губницкий	gubnˈitskij
губницкого	gubnˈitskʌvʌ
губно-губной	gubnagubnoj
губно-зубная	gˈubnʌzˈubnˈʌja
губной	gubnˈoj
губной	gɨbnoj
губнушка	gubɨnuʂka
губную	gubnˈuju
губные	gubnˈyjɪ
губным	gˈubnym
губных	gubnˈyx
губой	gubˈoj
губой	kubuj
губок	gˈubʌk
губочев	gubˈotʃiv
губошлепов	gubʌʃɭˈepʌv
губошлёп	gubʌʃɭˈɵp
губою	gubˈoju
губпожара	guppˈoʒʌra
губпрокуратуре	gupprʌkˈurʌturi
губпрокуратуры	gupprʌkˈurʌtury
губру	gˈubru
губсоветом	gupsovˈetʌm
губтрамот	guptramot
губу	gubˈu
губчатая	gˈuptʃʌtʌja
губчатого	guptʃˈɑtʌvʌ
губчатое	gˈuptʃʌtʌjɪ
губчатой	gˈuptʃʌtʌj
губчатую	gˈuptʃʌtuju
губчатые	guptʃˈɑtyjɪ
губчатый	gˈuptʃʌtyj
губчатым	guptʃˈɑtym
губчатых	guptʃˈɑtyx
губчека	guptʃˈeka
губы	gupɨ
губы	gˈuby
губы-то	gˈubytˈo
губя	gubˈɑ
губят	gubjot
губят	gˈubʌt
губятся	gubʲatstsa
губящая	gubˈɑɕʌja
губящий	gubˈɑɕij
губящих	gubˈɑɕix
губёнка	gubiɔnka
губёнко	gubˈɵnkʌ
гув	gˈuv
гувд	gˈuvt
гувер	guvʲer
гувер	gˈuvir
гувера	guvˈera
гуверналь	guvˈernʌɭ
гувернантка	guvirnˈɑntka
гувернантка	gˈuvjɛrnˈantka
гувернантками	guvirnˈɑntkʌmɪ
гувернантках	guvirnˈɑntkʌx
гувернантке	guvˈernʌntki
гувернантки	guvirnˈɑntkɪ
гувернантки	guvʲirnatkʲi
гувернантки-то	guvirnˈɑntkɪtˈo
гувернанткой	guvirnˈɑntkʌj
гувернантку	guvirnˈɑntku
гувернанток	guvirnˈɑntʌk
гувернера	guvirnˈera
гувернерами	guvirnˈerʌmɪ
гувернеру	guvˈerniru
гувернёр	guvirnˈɵr
гувернёрами	guvʲernʲoramʲi
гувернёров	guvirnˈɵrʌv
гувернёром	guvirnˈɵrʌm
гувернёры	guvirnˈɵry
гуверовского	guvirˈofskʌvʌ
гуверовском	guvirˈofskʌm
гувером	guvˈerʌm
гуверу	guvˈeru
гуг	gˈuk
гуга	gˈuga
гугб	gˈugp
гугельхейм	gugˈeɭxijm
гугенот	guginˈot
гугенота	gugˈenʌta
гугенотам	guginˈotʌm
гугенотами	guginˈotʌmɪ
гугенотов	guginˈotʌv
гугенотом	guginˈotʌm
гугенотский	guginotskʲi
гугенотской	guginˈotskʌj
гугеноты	guginˈoty
гуги	gˈugɪ
гугимагон	gugimˈɑgʌŋ
гугл	guːguː
гугла	gugɫa
гугля	guglʲa
гуглёж	guˈgulʲˈoɾʃ
гугниво	gugnʲiva
гугнивца	gugnˈiftsa
гугнивый	gugnˈivyj
гугня	gugɲa
гуго	gugu
гуго	gˈugʌ
гугол	gugˈo
гугом	gˈugʌm
гугон	gˈugʌŋ
гугона	gugˈona
гугу	gʊgˈu
гугу	gˈugu
гуд	gˈut
гуд-бай-ай	gˈutbˈajˈaj
гуд-гора	gˈutgˈora
гуд-гору	gˈutgˈoru
гуд-горы	gˈutgˈory
гуда	gˈuda
гудаевский	gudˈɑjifskij
гудас	gˈudʌs
гудаута	ɣudɑuta
гудаутов	gudaˈutʌv
гудбай	gˈudbʌj
гудбоди	gudbˈodɪ
гудбой	gˈudbʌj
гудвил	gˈudviɭ
гудвилл	gˈudviɭɭ
гудвин	gˈudviŋ
гудвина	gudvˈina
гудвином	gudvˈinʌm
гудвину	gudvˈinu
гудгалф	gˈudgʌɭv
гудгалфа	gudgˈɑɭfa
гуде	gˈudi
гудевшего	gudˈefʃyvʌ
гудевшее	gudˈefʃyjɪ
гудевшей	gudˈefʃyj
гудевшие	gudˈefʃyjɪ
гудевший	gudˈefʃyj
гудевшим	gudˈefʃym
гудевших	gudˈefʃyx
гудел	gudsʲːeɫ
гудел	gudˈeɭ
гудела	gudˈeɭa
гудели	gudˈeɭɪ
гуделин	gudˈeɭiŋ
гуделина	gudˈeɭina
гудело	gudˈeɭʌ
гудение	gudˈenijɪ
гудением	gudˈenijim
гудении	gudˈeniɪ
гудению	gudˈeniju
гудения	gudˈenija
гудения	gudˈini
гуденье	gudˈenjjɪ
гуденьем	gudˈenjjim
гудериан	gudiriˈɑŋ
гудериана	gudiriˈɑna
гудерианом	gudiriˈɑnʌm
гудериану	gudirˈiʌnu
гудермес	gudɨrmʲes
гудермес	gudˈermis
гудермеса	gudˈermisa
гудермесе	gudˈermisi
гудеть	gudˈet
гудеть	guzʲetsʲ
гуджарата	gudʒˈɑrʌta
гудженджи	gudʒˈɛndʒɪ
гудзеев	gutsʲiv
гудзенко	gudʑˈenkʌ
гудзенко	gˈudzinko
гудзий	gˈudʑij
гудзик	gudʑˈik
гудзика	gudʑˈika
гудзиками	gudʑˈikʌmɪ
гудзики	gudʑˈikɪ
гудзон	gudzon
гудзон	gudzˈoŋ
гудзона	gudzˈona
гудзоне	gudzˈoni
гудзонов	gudzˈonʌv
гудзонова	gudzˈonʌva
гудзоном	gudzˈonʌm
гудзону	gudzˈonu
гудзоны	gudzˈony
гудзь	gˈudʑ
гудзя	gˈudʑʌ
гуди	gudˈi
гудиашвили	gudiˈɑʒviɭɪ
гудибрас	gudˈibrʌs
гудим	gˈudim
гудинг	gudˈink
гудини	gudˈinɪ
гудит	gudˈit
гудихэй	gudˈixɛj
гудка	gudkˈɑ
гудкайнд	gudkˈɑjnt
гудкам	gˈudkʌm
гудками	gudkˈɑmɪ
гудке	gutkˈe
гудки	gudkʲi
гудки	gutkˈi
гудков	gudkˈov
гудкова	gudkˈova
гудкович	gudkʌvˈidʒ
гудкову	gudkˈovu
гудком	gudkˈom
гудку	gudkˈu
гудли	gˈudɭɪ
гудло	gˈudɭʌ
гудман	gˈudmʌŋ
гудмен	gˈudmiŋ
гудмена	gˈudmina
гудмунд	gudmˈunt
гудмэн	gˈudmɛŋ
гудмэна	gudmˈɛna
гуднайт	gudnˈɑjt
гуднул	gudnˈuɭ
гудов	gˈudʌv
гудовский	gudʌvˈskij
гудок	guduk
гудок	gudˈok
гудок	guðˈog
гудок	ɣudok
гудол	gˈudʌɭ
гудолл	gˈudʌɭɭ
гудом	gˈudʌm
гудона	gudˈona
гудочек	gudˈotʃik
гудр	gˈudr
гудрид	gudrˈit
гудрон	gudrˈoŋ
гудрона	gudrˈona
гудронный	gudronnɨj
гудронных	gudrˈonnyx
гудроном	gudrˈonʌm
гудрун	gˈudruŋ
гудсберри	gudzbˈerrɪ
гудсон	gˈudsʌŋ
гудсона	gudsˈona
гуду	gˈudu
гудула	gudˈuɭa
гудуотер	guduˈotir
гудут	gudˈut
гудуть	gudˈut
гудфеллоу	gˈutfiɭɭʌu
гудхарт	gudxˈɑrt
гудъолл	gˈudʌɭɭ
гуды	gˈudy
гудэ	gˈudɛ
гудя	gudˈɑ
гудят	gudˈɑt
гудящая	gudˈɑɕʌja
гудящего	gudˈɑɕivʌ
гудящее	gudˈɑɕijɪ
гудящей	gudˈɑɕij
гудящем	gudˈɑɕim
гудящему	gudˈɑɕimu
гудящие	gudˈɑɕijɪ
гудящий	gudˈɑɕij
гудящим	gudˈɑɕim
гудящими	gudˈɑɕimɪ
гудящих	gudˈɑɕix
гудящую	gudˈɑɕuju
гудёт	gudˈɵt
гуев	gˈuˌif
гуеджи	gujˈedʒɪ
гуелес	gujˈeɭis
гуенна	gujˈenna
гуенов	gujˈenʌv
гуж	guz
гуж	gˈuʒ
гужа	gˈuʒa
гужар	gˈuʒʌr
гужбан	gˈuʒbʌŋ
гуже	gˈuʒy
гужевать	guʒyvˈɑt
гужеваться	guʒyvˈɑtsʌ
гужевого	guʒyvˈovʌ
гужевой	guʒyvˈoj
гужевую	guʒˈɛvuju
гужевые	guʒˈɛvyjɪ
гужевым	guʒyvˈym
гужевых	guʒˈɛvyx
гужеро	guʒˈɛrʌ
гужи	gˈuʒɪ
гужно	guʒnɔ
гужов	gˈuʒʌv
гужом	gˈuʒʌm
гужона	guʒˈona
гужповинность	gˈuʒpʌvinˈnʌst
гуз	gˈus
гузаки	guzɒki
гузар	gˈuzʌr
гузара	guzˈɑra
гузатин	guzatsʲin
гузеев	guziʲev
гузенко	guzʲenka
гузенко	guʑˈenkʌ
гузенков	guʑˈenkʌv
гузерипле	guʑˈeripɭi
гузерипль	guʑˈeripɭ
гузерипля	guʑˈeripɭʌ
гузик	guʑˈik
гузика	guʑˈika
гузкой	gˈuskʌj
гузку	gˈusku
гузман	gˈuzmʌŋ
гузно	guznˈo
гузно	gˈuzna
гузнов	guzmʌf
гузнов	gˈuznʌv
гузово	guzˈovʌ
гузора	guzˈora
гузь	gˈuʑ
гуигнгнмов	guˈigngnmʌv
гуигнгнмы	guˈigngnmy
гуидак	gujdɑk
гуий	gˈuij
гуимарро	guˈimʌrrʌ
гуин	gˈuiŋ
гуина	guˈina
гуинн	gˈuinŋ
гуинплен	guˈinpɭiŋ
гуинплена	guˈinpɭina
гуинпленом	guinpɭˈenʌm
гуинплену	guˈinpɭinu
гуй	gˈuj
гуйфэй	gˈujfɛj
гук	buk
гук	gˈuk
гука	gˈuka
гукав	gˈukʌv
гукал	gˈukʌɭ
гукала	gukˈɑɭa
гукали	gˈukʌɭɪ
гукати	gukˈɑtɪ
гукать	gˈukʌt
гукаю	gukˈɑju
гукають	gukaˈjut
гукаючи	gukˈɑjutʃɪ
гуки	gˈukɪ
гукмасов	gukmˈɑsʌv
гукне	gˈukni
гукну	gˈuknu
гукнув	gˈuknuv
гукнувши	guknˈufʃɪ
гукнул	gˈuknuɭ
гукнула	gˈuknuɭa
гукнули	guknˈuɭɪ
гукнуло	guknuɫa
гукнути	guknˈutɪ
гукнуть	guknuts
гуков	gˈukʌv
гуковский	gukovskij
гуковский	gukˈofskij
гуком	gˈukʌm
гуку	gˈuku
гукук	gukˈuk
гул	gˈu
гул	gˈuɭ
гула	gˈuɭa
гулаби	guɭˈɑbɪ
гулаг	gulɑk
гулаг	guɭˈɑk
гулага	guɭˈɑga
гулаге	guɭˈɑgi
гулаги	guɭˈɑgɪ
гулагом	guɭˈɑgʌm
гулагу	guɭˈɑgu
гулак	guɭˈɑk
гулар	gˈuɭʌr
гулбарге	guɭbˈɑrgi
гулбарги	guɭbˈɑrgɪ
гулбаргу	guɭbˈɑrgu
гулбе	gˈuɭbi
гулд	gˈuɭt
гулда	gˈuɭda
гулди	gˈuɭdɪ
гулдинг	guɭdˈink
гуле	gˈuɭi
гулеванка	guɭˈevʌnka
гулевых	guɭˈevyx
гулевых	gˈulivyx
гулей	gˈuɭij
гулена	guɭˈena
гуленьке	guɭˈenki
гули	gˈuɭɪ
гулиа	guɭˈia
гулиган	guɭˈigʌŋ
гулиганша	guɭˈigʌnʃa
гулиганши	guɭˈigʌnʃɪ
гулиев	guɭˈijiv
гулизар	guɭˈizʌr
гулик	guɭˈik
гулин	gˈuɭiŋ
гулкая	gˈuɭkʌja
гулки	gˈuɭkɪ
гулкие	gˈuɭkijɪ
гулкий	gˈuɭkij
гулким	gˈuɭkim
гулкими	gˈuɭkimɪ
гулких	gˈuɭkix
гулко	gˈuɭkʌ
гулкого	gˈuɭkʌvʌ
гулкое	gˈuɭkʌjɪ
гулкозвучной	guɭkʌzvˈuʃnʌj
гулкозвучных	guɭkʌzvˈutʃnyx
гулкой	gˈuɭkʌj
гулком	gˈuɭkʌm
гулкому	gˈuɭkʌmu
гулкость	gˈuɭkʌst
гулкостью	guɭkˈostjju
гулкую	gˈuɭkuju
гулл	gˈuɭɭ
гулли	gˈuɭɭɪ
гулливер	guɭɭivˈer
гулливера	guɭɭivˈera
гулливером	guɭɭivˈerʌm
гулливеру	guɭɭivˈeru
гуллинг	guɭɭˈink
гулль	gˈuɭɭ
гулль-скегги	gˈuɭɭskˈeggɪ
гулля	gˈuɭɭʌ
гулляр	gˈuɭɭʌr
гулляра	guɭɭˈɑra
гуло	gˈuɭʌ
гулов	gˈuɭʌv
гулок	guɭˈok
гулом	guɫɑm
гулом	gˈuɭʌm
гулу	gˈuɭu
гулузар	guɭˈuzʌr
гулы	gˈuɭy
гуль	gˈuɭ
гуль-гуль	gˈuɭgˈuɭ
