-am	ɔːm
boldogulok	ˈboldogulok
boldogulsz	ˈboldogulʃ
boldogulunk	ˈboldogulʊŋk
boldogít	boldogeːt
boldogít	boldogiːt
bolgár	bolgaːr
bolgárellenes	bulgaːrɛlːɛnɛʃ
bolgárok	bolgaːrok
bolgárszeg	bulgaːrsɛg
bolgárul	bulgaɾul
bolgárverő	bolgaːrˈvɛrøː
bolgárveszély	bolgaːrvɛsɛj
bolha	bolhɒ
bolha	bolɦɒ
bolha	bɔlˈhɒ
bolhacsípés	bolɦatʃiːpeːʃ
bolhapiac	bolɦɒpijɒts
bolhából	bolhɒːbɒl
bolhák	bolɦaːk
bolhászkodik	bolɦaːskodik
bolháért	bɔlhaːeːrt
bolida	bolito
bolka	bulka
bolond	bolond
bolond	bulond
bolond	ˈbolond
bolondabb	bolondɒbː
bolonddá	boːlonɟːɒː
bolondgomba	bolondgombɒ
bolondja	ˈbolondjɒ
bolondját	ˈbolondjaːt
bolondnak	bolondnɒk
bolondok	bolondok
bolondokháza	bolondokhaːzɒ
bolondos	bolondoʃ
bolondos	bolundoʃ
bolondos	ˈbolondos
bolondot	bolondot
bolondozik	bɔlondozik
bolondozik	volondɒzik
bolondozz	ˈbolondos
bolondozás	bolondazaːʃ
bolondság	bolondʃaːg
bolondságok	bolontʃaːgok
bolondul	bolondul
bolondít	bolondiːt
bolsevik	buæsefik
bolsevizmus	bolʃɛvizmuʃ
bolt	bolt
bolt	bɔlt
boltba	boldbɒ
boltba	boltba
boltban	boldbɒn
boltban	boltban
boltból	boltboːl
bolti	boltej
bolti	bolti
bolti	boltɪ
boltja	bolcɒ
boltja	boltʲɒ
boltját	boltʲaːt
boltkóros	boltkoːroʃ
boltkórosok	boltkoːroʃok
boltnál	boltnaːl
boltok	boltok
boltok	bolˈtɔk
boltokba	boltogbɒ
boltokba	boltonba
boltokban	boltogbɒn
boltokban	boltogβɑn
boltokban	boltokbɒn
boltom	boltɔm
bolton	boltɒn
boltos	boltosh
boltos	boltoʃ
boltos	bultoʃ
boltot	boltɔt
boltozat	boltozat
boltozathoz	boltozaːtoz
bolttulajdonos	boltulɒjdonoʃ
boltvezető	voltvɛzɛtøː
boly	boj
boly	bˈɔj
bolyai	boːjɒji
bolyais	boːjɾiːs
bolygó	bojgoː
bolygó	boljogoː
bolygóhajtásos	boːjgoːhɒjtaːʃoʃ
bolygóideg	bojgoːjidɛg
bolygóidegek	bojgoːjidɛgɛk
bolygója	ˈboʎoːjɒ
bolygók	bojgoːk
bolygók	ˈboʎoːk
bolygókat	ˈboʎogokɒt
bolygókezdemény	bojgõːkɛzdɛmeːɲ
bolygóművek	bojgoːmiːvɛk
bolygón	bojgoːn
bolygón	ˈboljogoːn
bolygónak	ˈboʎoɲɒk
bolygónk	ˈboʎoɲk
bolygóra	ˈboʎogoɾɒ
bolygórendszer	bojgoːrɛntsɛr
bolygórendszerek	bojgoːrɛntsɛrɛk
bolygóról	ˈboʎgoːɾol
bolyh	bojx
bolyh	bɔːj
bolyhok	bojhok
bolyhos	bolohɔʃ
bolyhos	bɔjhɔs
bolyhosak	bojɣoʃak
bolyhossága	boːjhoʃʃaːgɒ
bolyog	bojɔk
bolyok	bojok
bolyongás	bojoŋgaːʃ
bolyongások	bojoŋgaːʃok
bolyozás	bojoːzaːʃ
bolyt	bojt
bolívari	boliːvɒri
bolívia	boliːvijɒ
bolíviai	bolovjaj
bomba	bombɒ
bomba	ˈbombɒ
bombabiztos	ˈbombɒbistɒʃ
bombahír	bombohiːr
bombamerénylet	bombɒmɛrˈɛɲlɛt
bombardíroz	bombɒrdiːroz
bombarobbantás	bombɒroːbːɒntaːʃ
bombarobbanás	bombɒrobːɒnaːʃ
bombasiker	bombɒʃikɛr
bombasztikus	bombɒstikuʃ
bombasztikusabb	bombɒstikuʃɒbː
bombay	ˈbombɒj
bombák	bombaːk
bombák	ˈbombɒk
bombákat	ˈbombɒkɒt
bombáról	ˈbombɒɾʏl
bombát	ˈbombaːt
bombával	ˈbombɒvaːl
bombáz	bombaːz
bombázni	ˈbombɒʒni
bombázok	bombaːzok
bombázás	bombaːzaːʃ
bombázás	ˈbombɒzaːʃ
bombázások	bombaːzaːʃok
bombázó	bombaːzoː
bombázó	ˈbombɒzoː
bombázók	bombaːzoːk
bombázók	ˈbombɒzoːk
bomlaszt	bomlɒst
bomlik	bomlik
bomlik	bumlik
bomlás	ˈbomlaːʃ
bomlástermékei	bomlaːʃtɛrmeːkɛji
bomlékony	bomleːkoɲ
bomlékonyabb	bomleːkoɲɒbː
bon	bon
bon	boːn
bonaparte	ˈbonɒpɒrtɛ
bonapartista	bonɒpaːrtistɒ
bonc	bonts
bonchidán	punsfid̪aːn
boncmester	bontsmɛʃtaːr
boncok	bontsok
boncol	boltsol
boncol	bontsol
boncol	bontsɔ
boncolgatása	bɒntsɒlgɒtaːʃɒ
boncolás	bontsolaːʃ
boncolás	vɒntɒlaːʃ
boncolások	bontsolaːʃok
boncorvos	pɔntsɔrvɔtʃ
bonctan	bontstɒn
bond	boːnd
bones	bonɛʃ
bong	boŋg
bongsz	boŋks
bongók	bˈɔngˌɔk
bonifác	bonɛfɒts
bonjour	ˈbɔɲʒur
bonn	bonː
bonnba	bombɒ
bonnie	boni
bono	ˈbonɔ
bonobó	bonoboː
bonobó	bonobu
bonok	bonok
bonszai	bonsaːj
bonszaiok	bonsaːjok
bont	bont
bont	boːnt
bontakoztatták	bontakostotːaːk
bontani	bontɒni
bontani	ˈbontɒni
bontat	bonta
bontatlan	bontadlɑn
bonthat	bonthɒt
bontogat	bontɔgɒt
bonts	bontʃ
bontsd	bondʒd
bontsd	ˈbontʃd
bontás	bontaːʃ
bontó	bontoː
bontófogas	bontoːfogaʃ
bonviván	bonavivan
bonyhád	boɲɦaːd
bonyodalmak	boɲodɒlmɒk
bonyodalom	boɲodɒlom
bonyolult	boɲolult
bonyolult	vɒɲolult
bonyolult	ˈboɲoːlut
bonyolultabb	boɲolultɒbː
bonyolultak	ˈboɲoʎultɒk
bonyolultnak	ˈboɲoʎultnɒk
bonyolultság	boɲolultʃaːg
bonyolultságok	boɲolultʃaːgok
bonyolulttá	ˈboɲoːluɫtːaː
bonyolít	bogɲoliːt
bonyolít	boɲoliːt
bonyolódik	bːoɲoloːdik
boo	buː
boog	buːg
boogie	bugi
booker	buːkɛr
boom	buːm
boomer	boːmɛr
boone	boːnɛ
booth	buːt
bootvírusokat	buːltviːruʃokɒt
bor	bor
bora	borɒ
borba	borbɒ
borban	borbɒn
borbarátok	borboraːtok
borbolya	borbojɒ
borbolya	buɔrbɔja
borbolyavörös	bɔrbojaʋørøʃ
borbolyák	borbojaːk
borbála	borbaːlɒ
borbély	borbeːj
borbély	bˌoˌɾbeːj
borbély	ˈborbeːj
borbélyok	borbeːjok
bord0	borɟ
bord1	boːrd
bord15	borɟ
bord2	boɾd
bord3	borɟ
bord35	boɾdʃ
bord414	borɟ
borda	bordɒ
borda	bordɔ
bordai	bordɒji
bordatörés	bordɒtøreːʃ
bordatörések	bordɒtøreːʃɛk
borden	bordeːn
bordájú	bordaːjuː
bordák	bordaːk
bordák	portak
bordák	ˈbordaːk
bordám	bordaːm
bordány	bordaːɲ
bordás	bordaːʃ
bordásfal	bordaːsfɒl
bordásfal	bordaːʃfɒl
bordásfalak	bordaːʃfɒlɒk
bordát	ˈbordaːt
bordáz	bordaːz
bordély	bordeːj
bordélyban	ˈbɔrdeːlʲbɒn
bordélyház	bordeːjhaːz
bordélyház	borðeːhaːz
bordélyház	ˈbɔrdeːlhaːz
bordélyházak	bordeːjhaːzɒk
bordélyok	bordeːjok
bordó	bordu
borecet	borɛtsɛt
borecet	borɛtːɛt
borecetek	borɛtsɛtɛk
borfüge	orfygɛ
borg	boɾg
borgia	buɾgiɒ
bori	bori
borid	borid
borig	borig
boris	boris
boris	boriʃ
borisz	boris
borit	borit
boritok	boritok
borja	borjɒ
borjak	borjɒk
borjú	borju
borjú	borjuː
borjúhús	borjuːhuːʃ
borjúja	borjuːjɒ
borjúk	borjuːk
borjút	borjuːt
borkancsó	borkɒntʃoː
borkóstolónk	borkoːʃtulɒnk
borközi	borkøzʲi
borkősav	borkøːʃɒv
borkősavak	borkøːʃɒvɒk
borlang	borlaŋ
born	boːrn
bornak	bornɒk
bornemissza	bornɛmisːɒ
bornemissza	bornɛmiʃsɔ
borneó	pornɛu
bornit	bornit
bornírt	borɲirt
borod	borod
borogat	borogɒt
borogat	bˈoɾogat
borogatás	borogɒtaːʃ
borogatások	borogɒtaːʃok
borok	borok
borok	bɔrɔk
borom	borom
boron	boron
borona	boronɒ
borong	boroŋg
borong	borɔng
borongó	boroŋgoː
borongós	borogoːʃ
borongós	boroŋgoːʃ
borongósabb	boroŋgoːʃɒbː
borongósan	boroŋgoːʃɒn
boronák	boronaːk
bororó	bororʊ
boros	boros
boros	boroʃ
borosabb	boroʃɒbː
borosbenedek	borosbˈɛnɛdɛk
borosbocsárd	borosbo˩˥ːtsʃa˥˩rd
borosjenő	borosjɛnø
boroskancsó	boroʃkɒntʃoː
boroskrakkó	boroskɾokːoː
borospincéje	borospintseja
borospincéjük	borospintseːjig
borospohár	boroʃpoɦaːr
borospohár	vorospuhaːr
borossebes	borɒʃʃɛdɛʃ
borosta	boroʃtɒ
borosta	buɾaʃta
borostyán	boroʃcaːn
borostyán	boruʃtʃaːn
borostyán	ˈborostjaːn
borostyánkő	borostʃaŋkø
borostyánlevél	borostjaːnlɛreːl
borostyánlevél	borostjaːnlɛveːl
borostyánok	boroʃcaːnok
borostyánszín	borostjaːnsiːn
borostyánszínű	borostjaːnsiːnø
borostyánsárga	boroʃcaːnʃaːrgɒ
borostyánsárga	boroʃtʃaːnʃaːrgo
borostyánzöld	borostʃaːnzøld
borosták	boroʃtaːk
borostás	boroʃtaːʃ
borostás	bɔɾɔstas
boroszkóp	boroskob
boroszlánkutyatej	boroslaːnkutʃaːtɛj
borosüveg	boroʃyvɛg
borosüveg	bɔroʃyvɛk
borosüvegek	boroʃyvɛgɛk
borota	boroto
borotok	borotok
borotva	borotva
borotva	borotvɒ
borotvahab	boro˥˩ːtʋaɦab
borotvahab	burutvɑhɑb
borotvapamacs	borotvɒpɒmɒtʃ
borotvaéles	borotvɒjeːlɛʃ
borotvák	borotvaːk
borotvál	borotvaːl
borotválkozik	borotvaːkozik
borotválkozik	borotvaːlkozik
borotválkozik	bɒrɒtvaːlkɒzik
borotválkozni	borotvaːkozni
borotválkozol	borotvaːlkozoːl
borotválkozás	borotvaːlkɒzaːʃ
borotvált	ˈborotvaːlt
borotváló	borotvaːluː
borotvát	ˈborotvaːt
boroz	boɾɔz
borozó	boruzu
borpince	borpintsɛ
borpincék	borpintseːk
borra	borːɒ
borral	borːɒl
borravaló	borɒvɒloː
borravaló	borːɒvɒloː
borravalót	borːɒvɒloːt
borrá	borːaː
bors	boreʂ
bors	borʃ
bors	bɔrʃ
borsa	borʃɒ
borscs	borʃtʃ
borsfa	borʃfɒ
borsi	vorʃi
borsika	bɔʃika
borsikafüvet	borʃikɒfivet
borsikafű	borʃikɒfyː
borsikafű	boːʃikaːfyː
borsmenta	borʃmɛntɒ
borsmenta	porʃventɒ
borsmentaolaj	porʃmɛntaulaj
borsmenták	borʃmɛntaːk
borsod	borʃot
borsodbóta	borʃodboːtɒ
borsodgeszt	borʃodgɛst
borsodivánka	borʃodivaːŋkɒ
borsodnádasd	borʃodnaːdɒʒd
borsodnádasd	porʃotnaːdɒʃt
borsodszentgyörgy	borʃotsːɛndɟørɟ
borsodszirák	borʃotsːiraːk
borsok	borʃok
borsokat	borʃokɒt
borson	borʃon
borsos	borʃos
borsos	borʃoʃ
borsosabb	borʃoʃɒbː
borsot	borʃot
borsozd	pɔrʃɔzˈt
borstartó	porʃtartu
borsuk	borʃuk
borszakkör	boːrsakːø
borszakértő	borsɒkeːrtøː
borszakértők	borsɒkeːrtøːk
borszőlő	borsøːløː
borszőlőfajtája	borsøːløːfaɪtaːjɒ
borsányi	borʃaːnik
borsó	borʃoː
borsócserje	borʃoːtʃɛrjeː
borsócsont	borʃoːtʃont
borsócsontok	borʃoːtʃontok
borsófürt	bɒrʃoːfyːrt
borsók	borʃoːk
borsókat	borʃoːkɒt
borsóleves	borʃoːlɛvɛs
borsót	borʃot
borsót	borʃoːt
borsót	burʃoːt
borsőrlő	borʃørløː
bort	bort
bort	bɔːɾt
bort	ˈbort
bortudomány	bortudomaːɲ
bortudományok	bortudomaːɲok
bortörvény	bortørveːɲi
borudvar	bɔruːdvar
borul	borul
borul	borulʲ
borulj	ˈborulʝ
borulni	ˈboruɭni
borult	borult
borult	boruɛd
borult	ˈborult
borulva	ˈborulvɒ
borulékony	boruleːkoɲ
borutca	borutsːa
borverseny	borvɛrʃaːɲ
borvidék	borvideːj
borvirág	moːrviːraːg
borvíz	borvis
borvörös	borvørøʃ
borz	borz
borz	borʒ
borz	bɔrs
borzad	borzad
borzad	borzɒd
borzadály	borzodaːj
borzadály	borzɒdaːj
borzadályok	borzɒdaːjok
borzalmak	borzɒlmɒk
borzalmas	borzalmaʃ
borzalmas	borzaːlmɒʃ
borzalmas	borzɒlmɒʃ
borzalmasabb	borzɒlmɒʃɒbː
borzalmasak	ˈborzɒlmɒʃɒk
borzalmasan	borzɒlmɒʃɒn
borzalmasan	ˈborzɒlmɒʃɒn
borzalom	borzolom
borzalom	borzɒlom
borzas	bɔrzɑʃ
borzaskata	borzaʃkɒtɒ
borzaszt	borzɒst
borzaszt	borzˈast
borzasztó	borzɒstoː
borzasztó	ˈborʒɒstoː
borzasztóan	borzɒstoːɒn
borzasztóbb	borzɒstoːbː
borzavár	borzɒvaːr
borzok	borzok
borzong	borzoŋg
borzong	bɔrsɔŋ
borzongás	borzoŋgɒʃ
borzont	borzoɱt
borágófa	borɑːgoːfɒ
boráros	boraroʃ
borász	boraːs
borászat	boraːsɒt
borászati	boraːsɒti
borászatok	boraːsɒtok
borászok	boraːsok
borát	boraːt
borít	borit
borít	boriːt
borít	ˈborit
borítani	pɔriːtɔni
borítok	boriːtok
borította	boriːtotːɒ
borítva	ˈboriːtvɒ
borítás	boritaʃ
boríték	boriːteːk
boríték	boriːtɛk
boríték	ˈboriteːk
borítékban	ˈboriteːkbɒn
borítékok	boriːteːkok
borítékolhat	boriːtɛːkolhɒt
borítékot	ˈboriteːkɔt
borító	boriːtoː
borító	ˈboritoː
borítóanyag	boriːtuːɒɲɒg
borítóanyagok	boriːtɒɒɲɒgok
borítók	boriːtoːk
borítólap	boriːtoːlap
borítótervét	boriːtoltɛrveːt
boród	buruːt
boróka	boroːkɒ
borókabokor	borɔkabokor
borókakék	boruːkɒkeːk
borókák	boroːkaːk
borókát	boroːkat
ború	boru
ború	boruː
ború	buru
borúk	boruːk
borúlátás	boruːlaːtaːʃ
borúlátások	boruːlaːtaːʃok
borúlátó	boruːlaːtoː
borús	boruːʃ
borús	bɔruːʃ
borús	ˈboruʃ
borúsabb	boruːʃɒbː
borúsan	boruːʃɒn
bosch	boʃ
bosnyák	boʃɲaːk
bosnyák	pɔʃɲːaːk
bosnyákok	boʃɲaːkok
boss	boʃ
bosszankodása	pozsɒnkodaːʃa
bosszant	bosːɒnt
bosszant	ˈbosːɒnt
bosszantani	ˈbɔsːɒntɒni
bosszants	bosːɒntʃ
bosszants	ˈbɔsːɒɲʧ
bosszantsd	bosːɒndʒd
bosszantó	ˈbɔsːɒntoː
bosszú	bosːuː
bosszú	ˈbosːuː
bosszúból	ˈbosːuːboːl
bosszúja	ˈbosjuːjɒ
bosszúk	bosːuːk
bosszúk	bɔssuːk
bosszúkat	bosːuːkɒt
bosszúm	ˈbosːuːm
bosszúra	ˈbosːuːrɒ
bosszúról	ˈbosːuːɾol
bosszús	bostuːʃ
bosszús	bosːuːʃ
bosszús	ˈbosːuʃ
bosszúsabb	bosːuːʃɒbː
bosszúsan	bosːuːʃɒn
bosszúság	bosːuʃaːg
bosszúság	bosːuːʃaːg
bosszúságok	bosːuːʃaːgok
bosszút	bosːuːt
bosszút	ˈbosːuːt
bosszúvágy	bɒssuːvaːɟ
bosszúálló	bosːuːaːlːoː
bosszúálló	ˈbosuːaːloː
bosszúállók	ˈbosːuːaːlːoːk
boston	poston
boston	ˈbɒʃton
bostonban	ˈbostonbɒn
bostonból	ˈbostonboːl
bostoni	bɔstɔni
bostoni	ˈbostoni
boszi	boʃi
boszi	bo˥˩ːsi˥˩
boszik	boʃik
boszkék	boskɛːk
bosznia	bosnia
bosznia	bosnijɒ
boszniai	bosnijɒji
boszorka	bosorka
boszorka	bosorkɒ
boszorka	boʃorkɒ
boszorkák	bosorkaːk
boszorkány	bosorkaːɲ
boszorkány	boʃoorkaːɲ
boszorkány	boʃorkaːɲ
boszorkány	osorkaːɲ
boszorkánykonyha	postorkaːɲkoɲhɒ
boszorkánykonyhákban	pɔsɔrkaːɲkɔɲhaːkbɔn
boszorkánynak	ˈboʃorkaːɲɒk
boszorkányok	bosorkaːɲok
boszorkányok	ˈbosorkaɲok
boszorkányokat	ˈbosorkaɲokɒt
boszorkányság	bosorkaːɲʃaːg
boszorkányság	osorkaːɲʃaːg
boszorkányság	ˈbosorkaɲʃaːg
boszorkányságok	bosorkaːɲʃaːgok
boszorkányt	ˈbosorkaɲt
boszorkányüldözés	bosorkaːɲyldøzeːʃ
boszporusz	bosporus
boszporusz	bɔspɔrus
bot	bot
bot	bɔt
botallo-vezeték	botɒlːoːvɛzɛteːk
botanika	botɒnikɒ
botanika	butaˈniko
botanikus	botɒnikuʃ
botanikus	ˈbotɒnikʊʃ
botanikusok	botɒnikuʃok
botfalu	boːt̪faːluː
boti	boti
boti	buti
botja	bocːɒ
botkormány	botkormaːɲ
botkormány	botkorˈmɛɲ
botkormányok	botkormaːɲok
botladozik	botlɒdozik
botladozik	boːtlɒdoːzek
botladozni	batlɒdoːzni
botlasztás	otlɒstaːʃ
botlih	bɔtɬɪç
botlik	botlik
botlik	boːtlik
botlottam	ˈbotlotːɒm
botlottunk	ˈbotlotːuŋk
botlás	ˈbotlaːʃ
botmixer	botmiksɛr
botodat	butʊdɑːt
botok	botok
botokudó	butɔkɔdɔ
botolás	bɒtolaːʃ
boton	boton
botond	botond
botor	butɔr
botorkálni	potorkaːlni
botorság	bɒtɒrʃaːg
botos	potos
botosán	botoʃaːn
botot	ˈbotot
bototokat	bɔtɑtɔkɑt
botpoloska	botpɔloʃka
botpálma	bɔtpaːlmɒ
botránkoztat	botrɛnkɔstat
botránnyá	bodraɲːa
botrány	botraːɲ
botrány	ˈbotraːɲ
botrányok	botraːɲok
botrányok	bɒtraːɲok
botrányos	botraːɲoʃ
botrányos	otraːɲoʃ
botrányos	ˈbotraːɲoʃ
botrányosabb	botraːɲoʃɒbː
botrányt	ˈbotraːɲt
botswana	botsvana
botswana	botsvaːnɒ
botswanai	botsvaːnɒji
bottal	ˈbotːɒl
botteni-öböl	gotːɛniøbøl
bottá	botːaː
botulizmus	bɔtuːliːzmuʃ
botváltó	otʋaːɬtoː
boulevard	buːl'vɑːrd
bourbon	burboːn
bourbont	burbont
bourne	burne
bowen	boʊɛn
bowling	boːliŋg
bowlingozik	boːliŋgozik
bowlingozni	boːlɪngɔzni
bowman	boʊmɒn
box	boks
box	boʃ
boxer	boksaɾ
boxerlázadás	bogʃɛrlɒzɒdaːʃ
boy	boj
boy	boːj
boy	bɔːj
boya	bojɒ
boyd	bojd
boyle	bojlɛ
boyok	bojok
boys	boʃ
boyt	bojt
bozon	boˈzum
bozonok	bo˥˩ːzɔnok
bozont	boːzɒːnt
bozontos	bozontoʃ
bozontos	bɔzɔntɔs
bozsok	boʒok
bozót	bozoːt
bozót	bɒzoːt
bozóterdő	bozoːtɛrdø
boín	boin
brad	brɒd
braddock	brɒdok
bradford	brɒdrɒft
bradley	brɒdli
bradshaw	brɒdʃɒu
brady	brɒdi
brahmanizmus	braːmanizmuʃ
brahmanizmusnak	braːmɑnizmuʃnɔk
brahui	braɦuʲiː
brajterman	brojtɛrmon
branch	brɒntʃ
brancs	brantʃ
brand	brɒnd
brandi	brɒndi
brando	brɒndo
brandon	brɒndon
brandt	brɒnt
brandy	brɒndi
brandyt	brɒndɨt
branson	brɒnʃon
brant	brɒnt
brass	brɒʃ
brassó	brɒʃːoː
brassóba	prossopa
bratyó	brɒtjoː
braun	brɒun
braverman	brɒvɛrmɒn
bravo	brɒvo
bravó	bravoː
bravó	brɒvoː
bravúros	bravuːroʃ
braxton	brɒkston
bray	braːj
brazil	braziːl
brazil	braːzil
brazil	brɒzil
brazil	bɾɑzˈil
brazília	brɒziːlijɒ
brazília	brɒziːliɒ
brazíliában	ˈbraziːliɑbɒn
bree	breː
breeland	brɛːlɒnd
bregmatikus	brɛːgmɒtikuʃ
brekeg	brɛkɛg
brekeke	brɛkɛkɛ
breki	brɛki
bren	brɛn
brenda	brɛndɒ
brendan	brɛdɒn
brennan	brɛnːɒn
brenner	brɛnːɛr
brent	brɛnt
brest	brɛst
bret	brɛt
breton	brɛtɔn
bretonok	brɛtɔnok
brett	brɛtː
brewster	brɛwstɛr
brexit	brɛgzit
brexit	brɛksit
brexit	brɛksʲit
bri	brɪ
brianna	ˈbɾiɒnːɒ
briannel	ˈbriɒnɛl
briant	brjɒnt
brick	brɪk
bricsesz	britʃɛs
bricseszek	britʃɛsɛk
briddzsel	bridʒːɛl
briddzsé	bridʒːeː
bridger	brɪdʒɛr
bridgette	brɪgɛtːɛ
bridzs	bridʒː
bridzs	bɾitʃ
bridzsel	bridʒɛ
bridzstől	britʃtøːl
bridzsé	bridʒːeː
brien	brjɛn
brigadéros	brigɒdeːroʃ
brigadérosok	brigɒdeːroʃok
briganti	brigɒnti
brigantik	brigɒntik
briggs	brɪgʃ
bright	brɛjt
brigád	brigaːd
brigád	ˈbrigaːd
brigádok	brigaːdok
brikett	brikɛtː
briketten	brikɛtːɛn
briliáns	briliaʒ
briliáns	brilijaːnʃ
briliáns	briliɑːnʃ
briliánsabb	brilijaːnʃɒbː
briliántos	briliaːntɔʃ
brilliáns	brilˈli̯aːnʃ
brillíroz	briliːroz
bring	brɪŋg
bringa	bringo
bringa	briŋgɒ
bringalobbi	brigalɔbːi
bringák	briŋgaːk
bringázik	briŋgaːzik
bristow	bristow
brit	brit
brit	brɪt
britannia	ˈbritɒniʝɒ
britek	brɪtɛk
british	ˈbritɪʃ
britney	ˈbritneɪ
briton	britɔnɛ
britt	brɪtː
britta	britˈa
britta	ˈbritːɒ
brittany	ˈbritɒni
briós	brijoːʃ
briósok	brijoːʃok
brjanszk	brjɒnsk
broadway	brɒdvej
brodarics	bro˥˩ːdaritʃ
brodie	brɔdjɛ
brodszky	brutski
brody	brɔdʲ
brokkoli	brokɔli
brokkoli	brokːoli
brokkolik	brokːolik
brokkolit	brokːolit
broméliafélék	bromiːliɒfeːleːg
bronson	brɒnʃɒn
bronxban	brɔnxbɒn
bronz	bronz
bronz	brɒnz
bronzbarna	bronsborna
bronzdiabétesz	brɔntʃdiɒbeːtɛs
bronzkor	bronskor
bronzkorok	bronskorok
bronzok	bronzok
bronzol	bronzoɫ
bronzérem	bronzeːrɛm
bronzérmek	bronzeːrmɛk
bronzérmes	bronzeːrmɛʃ
bronzüst	brɔnʒyst
brook	ruːk
brooke	brɔkɛ
brooklyn	brɒkliːn
brooklynban	brɒkɫɒɲbɒn
brooklyni	ˈbruːkliːni
brooks	brɒʊkʃ
bros	brɔʃ
bross	broʃtʃ
bross	broʃː
brossa	brosːa
brossok	broʃːok
brosstű	broʃtyː
brosúra	broʃuːrɒ
brosúra	proʃura
brown	brɒun
brownie	brɒuni
broyles	brojlɛʃ
brr	br
bruce	brusɛ
brum	brum
brumm	brumː
brummog	brummɔg
brummog	brumːog
brumpapa	brumpɑpɑ
brunei	brunaj
brunei	brunɛj
bruno	bruno
brunya	pruɲa
brunyálda	bˈruɲaːldo
bruszt	brˈust
brusztol	brustɔl
brutalitás	brutɒlitaːʃ
brutalitások	brutɒlitaːʃok
bruttó	brutːoː
brutus	brutuʃ
brutális	brutaːlis
brutális	brutaːliʃ
brutális	brutɒliːʃ
brutálisabb	brutaːliʃɒbː
brutálisan	brutaˈliʃɒn
brutálisan	brutaːliʃɒn
bruzsy	brusʲ
bryan	brɪɒn
bryant	brɒjɒnt
brácsa	braːtʃa
brácsa	braːtʃɒ
brácsaszólam	braːtʃɒsoːlɒn
brácsák	braːtʃaːk
brácsázik	braːtʃaːzɛk
brád	braːd
brávó	braːvoː
brékkel	breːkɛl
bréma	breːmɒ
bréma	brimo
brémai	breːmɒji
bróker	broːkɛr
bróker	bruːkɛr
bróker	ˈbroːkɛr
brókercég	broːkɛrtʃeːg
bróm	broːm
bróm	brˈoːm
bróm	bɾum
brómok	broːmok
brünn	brynː
brüsszel	brysːɛl
brüsszeli	brysːɛli
brüszke	brʏskɛ
bu	buː
bubba	bubːɒ
bubi	bubi
bubi	buːbi
bubifrizura	bubifrizurɒ
bubifrizurák	bubifrizuraːk
buborék	buboreːk
buborék	buːboreːk
buborékok	buboreːkok
buborékok	buːboreːkɔk
buborékol	buboreːkol
buborékol	buvoreːkol
buborékos	buboreːkoʃ
buborékos	budoreːkoʃ
bubu	bubˈu
bubó	bubu
buchanan	buːxɒn
buci	butsi
buci	buˈtsi
buck	ˈbuk
bucka	butska
bucka	butskɒ
buckingham	ˈbʊkɪŋgæm
bucky	ˈbukʲ
bucsa	butʃɒ
bucsu	butʃu
bucsálódik	butʃaːloːtik
bucó	butsu
bucókeszeg	butsːoːkɛsɛk
bud	buːd
buda	buda
buda	budɒ
buda	buˈdɒ
budai	budaj
budai	budɒji
budakalász	budokɒlaːs
budakalász	budɒkɒlaːs
budakeszi	budɒkɛsi
budakeszi	buðakasi
budakeszin	buðakɛsjn
budapest	budapɒʃt
budapest	budapɛʃt
budapest	budɒpɛʃt
budapest	buðapɛst
budapest	buːdapɛʃt
budapest	buːdɒpɒʃt
budapest	udɒpeːʃt
budapest	ˈbudɒpɛʃt
budapestbe	budɒpɛʒdbɛ
budapestből	budɒpɛʒdbøːl
budapesten	budaːpɛʃtɛn
budapesten	budɒpɛʃtɛn
budapestet	budɒpɛʃtɛt
budapesthez	budɒpɛʃthɛz
budapesti	budapɛʃti
budapesti	budɒpɒʃti
budapesti	budɒpɛʃti
budapestiek	budaːpɛʃtjɛk
budapestiek	budɒpɛʃtijɛk
budapestig	budɒpɛʃtig
budapestként	budɒpɛʃtkeːnt
budapestnek	budɒpɛʃtnɛk
budapestnél	budɒpɛʃtneːl
budapestre	budapɒʃtɾe
budapestre	budɒpɛʃtrɛ
budapestről	budaːpɛʃtrøːl
budapestről	budɒpɛʃtrøːl
budapesttel	budɒpɛʃtɛl
budapestté	budɒpɛʃteː
budapesttől	budɒpɛʃtøːl
budapesté	budɒpɛʃteː
budapestért	budɒpɛʃteːrt
budavár	buːdɔvɑːr
budaörs	budɑɣɛrʃ
budaörs	budɒørʃ
budaörsi	budaørʃi
buddha	ˈbudːɒ
buddhista	buthiʃtɒ
buddhista	ˈbudːistɒ
buddhisták	buthiʃtaːk
buddhizmus	buthizmuʃ
buddy	ˈbudːi
budfalva	buːtfɒlvɒ
budi	budi
budoár	budoaːr
budoárok	budoaːrok
budán	budaːn
budán	buːdæn
bueno	ˈbwɛno
buffalo	bufalo
buffy	ˈbufi
bug	bug
bugacpusztaháza	bigɒtspuːstɒhaːzɒ
bugakosbor	budakɔʃbɔr
buganda	bugondo
buggyant	ˈbugjɒnt
buglyos	bukioʃ
bugyborékol	buɟboreːkol
bugyborékolva	buɟboreːkolvɒ
bugyi	buɟi
bugyik	buɟik
bugyimat	buɟiˈmɒt
bugyit	buɟit
bugyog	budʲok
bugyog	buɟog
bugyogok	buɟogok
bugyogó	buɟogoː
