00-ig	ɒːg
folytathatod	foˈlɒtɒhɒtod
folytathatom	foljɒtɒhɒtom
folytatja	foljtɒtjɒ
folytatják	foljtɒtɒk
folytatjuk	foljotɒtʃuk
folytatnak	foljtɒnːk
folytatnám	foljtɒtɒnɒm
folytatnánk	foljtɒtɒnːk
folytatni	fojtɒtni
folytatni	foljˈtɒtni
folytatnod	foˈlytɒtnɔd
folytatnom	foljtɒtnom
folytatnunk	foljˈtɒtunk
folytatod	foljˈtɒtod
folytatódik	fojtɒtoːdik
folytatódik	foˈlotaːdoːɟ
folytatódjon	foljotɒdoːʝon
folytatódnak	foˈlotaːtoːn
folytatódni	foljtɒtoːn
folytatódott	foljtɒtoːt
folytató	fojtɒtoː
folytatok	fojtɒtok
folytatom	foljˈtɒtom
folytatott	fojtɒtotː
folytatott	foljɒtɒtː
folytatta	foˈlɒtɒtːɒ
folytatták	foˈlɨtɒtɒk
folytattam	foljɒtɒtːɒm
folytatunk	fɔlotɒtunk
folyt	fojt
folyt	folyt
folyton	fojton
folyton	foloton
folytonosabban	fojtonoʃɒbːɒn
folytonosabb	fojtonoʃɒbː
folytonosan	fojtonoʃɒn
folytonos	fojtonoʃ
folytonos	foljotonoʃ
folytonosság	fojtonoʃːaːg
folytunk	fojtuŋk
folyunk	fojuŋk
folyvást	fojvaːʃt
főminiszter	foːminisztɛr
főmondat	føːmondɒt
főmondatok	føːmondɒtok
főmufti	føːmufti
főmuftik	føːmuftik
fonalak	fonɒlɒk
fonalat	fonɑlɑt
fonál	fonaːl
fonál	fonɒːl
fonal	fonɒl
fond	fond
fondor	fondoːr
főnék	føːneːk
főnek	føːnɛk
főnél	føːneːl
fonetika	fonɛtikɒ
fonetikai	fonɛtikɒji
főnevek	føːnɛvɛk
főnév	føːneːv
főnévi	føːneːvi
főnévragozás	føːneːvrɒgozaːʃ
fón	foːn
főn	føːn
fon	fon
fong	fɔŋ
fonhat	fonɦɒt
fönícia	føniːtsijɒ
föníciai	føniːtsijɒji
főni	føːni
főnix	foːniːk
főnix	føːniks
főnixmadár	føːniksmɒdaːr
fonjad	foɲːɒd
fonj	foɲː
fonná	fonːaː
fonna	fonːɒ
fönn	fønː
fönnmarad	fømːɒrɒd
fonnyad	foɲːɒd
fonnyaszt	foɲːɒst
főnökasszony	foːnøkɒsːoɲ
főnöke	foːnøkɛ
főnökei	foːnøkɛi
főnökének	foːnøkeːnɛk
főnökét	ˈføːnøkeːt
főnökével	ˈføːnøkeʋɛl
fónok	foːnok
fönök	ˈføːnøk
főnök	foːnøk
főnök	føːnøk
főnők	foːnøk
fonok	fonok
főnökkel	foːnøkːɛl
főnöknek	ˈføːnøk
főnöknő	foːnøknøː
főnököddel	ˈføːnøkødɛl
főnököd	ˈføːnøkød
főnöködnek	foːnøkødnek
főnököket	føːnøkøkɛt
főnökök	ˈføːnøːkøk
főnökök	føːnøkøk
főnökömet	foːnøkømɛt
főnököm	foːnøkøm
főnökömmel	ˈføːnøkømːɛl
főnökömnek	ˈføːnøkømnɛk
főnökösködik	føːnøkøʃkødik
főnököt	foːnøkøt
főnökség	foːnøkʃeːg
főnökük	foːnøkøk
főnökünk	ˈføːnøkøŋk
fonott	fonotː
főnővér	foːˈnøːveːr
fonsz	fons
fonta	fontɒ
fontért	foːntɛrt
font	foːnt
fönt	foːnt
főnt	føːnt
font	font
fönt	fønt
fontold	ˈfontold
fontolja	foːntolʲɒ
fontolóra	foːntoloːra
fonton	fonton
fontosabbak	ˈfontosbɒk
fontosabb	fontoʃɒbː
fontosabb	fɔntiʃɒm
fontosakat	fontoʃɒkɒt
fontosakba	fontoʃɒgbɒ
fontosakban	fontoʃɒgbɒn
fontosakból	fontoʃɒgboːl
fontosakért	fontoʃɒkeːrt
fontosak	ˈfontoʃɒk
fontosak	fontoʃɒk
fontosakhoz	fontoʃɒkhoz
fontosakig	fontoʃɒkig
fontosakká	fontoʃɒkːaː
fontosakkal	fontoʃɒkːɒl
fontosakként	fontoʃɒkːeːnt
fontosaknak	fontoʃɒknɒk
fontosaknál	fontoʃɒknaːl
fontosakon	fontoʃɒkon
fontosakra	fontoʃɒkrɒ
fontosakról	fontoʃɒkroːl
fontosaktól	fontoʃɒktoːl
fontosat	fontoːʃɒt
fontosat	fontoʃɒt
fontosba	fontoʒbɒ
fontosban	fontoʒbɒn
fontosból	fontoʒboːl
fontosért	fontoʃeːrt
fontos	foːntos
fontos	fontoʃ
fontoshoz	fontoʃhoz
fontosig	fontoʃig
fontosként	fontoʃkeːnt
fontoskodás	fontoʃkodaːʃ
fontoskodik	fontoʃkodik
fontosnak	ˈfontoʃnɑk
fontosnak	fontoʃnɒk
fontosnál	fontoʃnaːl
fontoson	fontoʃon
fontosra	fontoʃrɒ
fontosról	fontoʃroːl
fontossá	fontoʃːaː
fontossága	fontoʃːaːgɒ
fontosságát	fontoʃːaːgaːt
fontosságát	ˈfontoʃːgaːt
fontosság	fontoʃːaːg
fontossági	ˈfontosgaːni
fontosságú	ˈfontosgoːu
fontosságú	fontoʃːaːguː
fontossal	fontoʃːɒl
fontostól	fontoʃtoːl
fontot	foːntot
fonttal	foːnttɒl
fonva	foɱvɒ
főnyeremény	føːɲɛrɛmeːɲ
főnyeremény	foːɲɛɾɛmeːɲ
főnyereményt	foːɲɛrɛmɛɲt
fonyód	foɲoːd
fonyó	foɲoː
főoldal	føːoldɒl
főoltár	føːoltaːr
főorvos	foːorvoʃ
főorvos	føːorvoʃ
főorvosok	føːorvoʃok
főpap	foːpaːp
főpap	føːpɒp
főpapi	føːpɒpi
főparancsnok	foːˈpɑːrɒntʃnok
főparancsnokság	foːˈpɑːrɒntʃnoːʃɑːg
főpénztáros	føːpeːnstaːroʃ
főpolgármester	føːpolgaːrmɛʃtɛr
főposta	føːpoʃtɒ
főposták	føːpoʃtaːk
forbes	forbɛʃ
force	fɔrtsɛ
ford	ford
fordítani	fordiːtɒni
fordítani	fordiˈtiːn
fordítása	fordiːtaːʃɒ
fordítása	fordiʃɒtɒ
fordításban	fordiːtaːʒbɒn
fordítás	fordiːtaːʃ
fordítási	fordiːtaːʃi
fordítások	fordiːtaːʃok
fordításokon	fordiːtaːʃokon
fordításokra	fordiːtaːʃokrɒ
fordításon	fordiːtaːʃon
fordításra	fordiːtaːʃrɒ
fordítással	fordiːtaːʃːɒl
fordítást	fordiːtaːʃt
fordítást	fɔrdiːtaːʃt
fordítasz	fɔrdiːtaːs
fordít	fordiːt
fordít	fɔrdiːt
fordíthat	fordiːthɒt
fordítható	fordiːthɒtoː
fordítja	fordiːcːɒ
fordítja	fordigɒ
fordítjuk	fordiːtʃuk
fordítod	fɔrdiːtoː
fordító	fordiːtoː
fordító	forditoː
fordítóiroda	fordiːtoːjirodɒ
fordítóirodák	fordiːtoːjirodaːk
fordítok	fordiːtɒk
fordítók	fordiːtoːk
fordítok	fordiːtok
fordítom	fɔrdiːtom
fordította	fordiːtotːɒ
fordította	fɔrdoltegɒ
fordították	fordɛrilːtɒk
fordítottam	fɔrdiːtːɔm
fordított	fordiːtː
fordított	fordiːtotː
fordítsa	fɔrdiːtʃɒ
fordítsd	fɔrdiːtʃ
fordíts	fordiːtʃː
fordíts	fɔrdiːtʃ
fordítson	fɔrdiːʃon
fordítsuk	fɔrdiːtsuk
fordítva	fordiːtvɒ
fordítva	fɔrdiːtʋɒ
fordulat	fordulɒt
fordulatok	fordulɒtok
fordulatot	fordulɒtɒt
fordulatot	fordulɒtot
fordulatszámmérő	fordulɒtsːaːmːeːrøː
fordul	foːrdul
fordul	fordul
fordulhat	fordulɦɒt
fordulhat	fɔrdulhɒt
fordulhatok	fordulhɒtok
forduljak	fɔrduʎɒk
forduljanak	fordulʒɒnɒk
forduljatok	fordulʝɒtok
fordulj	fordulʝ
forduljon	fɔrduʎon
forduljunk	fɔrduljunk
fordulna	fordulnɒ
fordulnak	fordulnɒk
fordulnia	fordulɲɒ
fordulni	fordulni
fordulnom	fordulnom
fordulnunk	fordulnunk
fordulóban	forduloːbɒn
forduló	forduloː
fordulója	forduloːjɒ
fordulókban	forduloːgbɒn
fordulók	forduloːk
fordulok	fordulok
fordulópont	fɔrduloːpoːnt
fordulsz	fordulʃ
fordultak	fordultɒk
fordultál	fordultɒl
fordultam	fordultɒm
fordult	fordult
fordultunk	fordultuŋk
fordulunk	fordulʊŋk
főre	foːrɛ
főre	føːrɛ
foreman	fɒromeːn
forest	ɛrɔʃt
forever	ɛɾɛ
for	for
forgácsol	forgaːtʃol
forgalma	forgɒlmɒ
forgalmak	forgɒlmɒk
forgalmasabb	forgɒlmɒʃɒbː
forgalmas	forgɒlmɒʃ
forgalmat	forgɒlmɒt
forgalmazása	forgɒlmɒzaːʃɒ
forgalmazás	forgɒlmɒzaːʃ
forgalmaz	forgɒlmɒz
forgalmazó	forgɒlmɒzoː
forgalmazza	forgɒlmɒzɒ
forgalmi	forgɒlmi
forgalmit	forgɒlmɪt
forgalomba	forgɒlombɒ
forgalomban	forgɒlombɒn
forgalomból	forgɒlomboːl
forgalom	forgɒlom
forgasd	forgɒʃd
forgás	forgaːʃ
forgáspont	forgaːʃpont
forgástengely	forgaːʃtɛŋgɛj
forgástest	forgaːʃtɛʃt
forgatás	forgɒtaːʃ
forgatási	forgɒtaːsiː
forgatások	forgɒtaːʃok
forgatáson	forgɒtaːʃon
forgatásra	forgɒtɒʃrɒ
forgatást	forgɒtɒʃt
forgat	forgɒt
forgatja	forgɒtjɒ
forgatnak	forgɒtnɒk
forgatni	forgɒtni
forgató	forgɒtoː
forgatok	forgɒtok
forgatókönyvek	forgɒtoːkøɲvɛk
forgatókönyvet	ˈfortɒgoːkøɲɛt
forgatókönyv	ˈforgɒtoːkɛɲv
forgatókönyv	forgɒtoːkøɲv
forgatókönyvíró	forgɒtoːkøɲviːroː
forgatónyomaték	forgɒtoːɲomɒteːk
forgatott	forgɒtot
forgatsz	forgɒtʃ
forgatta	forgɒtːɒ
forgatták	forgɒtːkɒ
forgatunk	forgɒtunk
forge	foɾgɛ
förgetegek	førgɛtɛgɛk
förgetegesebb	førgɛtɛgɛʃɛbː
förgeteges	førgɛtɛgɛʃ
förgeteg	førgɛtɛg
forgó	forgoː
forgók	forgoːk
forgok	forgok
forgólant	forgoːlɒnt
forgolódik	forgoloːdik
forgószelek	forgoːsɛlɛk
forgószél	forgoːseːl
forgószél	forgoːʃeːl
forgott	forgotː
forintba	forindbɒ
forintban	forindbɒn
forintért	forinteːrt
forint	forint
forintnyi	forintɲi
forintokat	forintokɒt
forintokba	forintogbɒ
forintokért	forintokeːrt
forintok	forintok
forintokkal	forintokːɒl
forintokra	forintokrɒ
forintos	forintoʃ
forintot	forintot
forintra	forintrɒ
forinttal	forintɒl
formába	formaːbɒ
formába	ˈformɒbɒ
formában	formaːbɒn
formában	fɔrmɒbɛn
formabontó	formɒbontoː
formáció	formaːtsijoː
formációk	formaːtsijoːk
forma	formɒ
formái	formaːji
formai	formɒji
formáit	formaːjit
formájában	ˈformɒjaːbɒn
formája	formaːjɒ
formája	fɔrmaːjɒ
formáján	formaːjaːn
formáját	fɔrmɒjaːt
formájú	formaːjuː
formájú	ˈformɒjuː
formákat	formaːkɒt
formák	formaːk
formálásai	formaːlaːʃɒji
formálás	formaːlaːʃ
formál	formaːl
formálható	formaːlɦɒtoː
formális	formaːliʃ
formális	foɾmaːliːs
formalitás	ˈformɒlitaːʃ
formalizmus	formɒlizmuʃ
formálni	ˈformɒlni
formálódik	formaːloːdik
formálta	formaːltɒ
formált	formaːlt
formám	formaːm
formám	fɔrmɒm
formán	formaːn
forman	ˈformɒn
formaság	ˈformɒʃaːg
formás	fɔrmaːʃ
formatál	formɒtaːl
formatervezés	formɒtɛrvɛzeːʃ
formatervező	formɒtɛrvɛzøː
formát	formaːt
formát	foɾmaːt
formátlan	formaːtlɒn
formátlanság	formaːtlɒnʃaːg
formátuma	formaːtumɒ
formátumban	formaːtumbɒn
formátum	formaːtum
formátumokban	formaːtumogbɒn
formátumok	formaːtumok
formátumú	formaːtumuː
formává	formaːvaː
formázás	formaːzaːʃ
formázta	ˈformɒsta
förmed	førmɛd
förmedvények	førmɛdveːɲɛk
förmedvény	førmɛdveːɲ
formula	formulɒ
formula	fɔrmulɒ
formulák	formulaːk
forog	forog
forogj	forogj
forognak	forognɒk
forogni	forogni
forradalma	forːɒdɒlmɒ
forradalmak	forːɒdɒlmɒk
forradalmára	forːɒdɒlmaːrɒ
forradalmár	forːɒdɒlmaːr
forradalmár	forːɾɒdɒlmaːr
forradalmárok	forːɒdɒlmaːrok
forradalmasít	forːɒdɒlmɒʃiːt
forradalmat	forːɒdɒlmɒt
forradalmibb	forːɒdɒlmibː
forradalmi	forːɒdɒlmi
forradalmi	forːɾɒdlɒmi
forradalom	forːɒdɒlom
forradalom	forːɾɒdɒlom
forradás	forːɒdaːʃ
forradások	forːɒdaːʃok
forrad	forːɒd
forral	forːɒl
forralt	forːɒlt
forrása	forːaːʃɒ
forrása	forːʃɒ
forrásai	forːʃɒi
forrásaim	forːʃɒjim
forrásaink	forːʃɒjinːk
forrását	forːʃaːt
forrásból	forːaːʒboːl
forrásból	forːʃoːl
forrás	forːaːʃ
forrás	forːʃː
forráshoz	forːʃoːz
forráskód	forːaːʃkoːd
forráskódok	forːaːʃkoːdok
forráskódú	forːaːʃkoːduː
forráskút	forːaːʃkuːt
forrásnyelvek	forːaːʃɲɛlvɛk
forrásnyelv	forːaːʃɲɛlv
forrásod	forːʃoːd
forrásokat	forːaːʃokɒt
forrásokat	forːʃoːkɒt
forrásokból	forːaːʃogboːl
források	forːaːʃok
források	forːʃoːk
forrásom	forːʃɒm
forráspont	forːaːʃpont
forrást	forːaːʃt
forrásunk	forːʃoːŋk
forrásvizek	forːaːʃvizɛk
forrásvíz	forːaːʃviːz
forraszt	forːɒst
forrasztópáka	forːɒstoːpaːkɒ
forrasztotok	forːɒstotok
forrester	forːstɛr
forrest	forɛʃ
forr	forː
forr	forr
forrhat	forɦɒt
forrj	forʝ
forróbb	forːoːbː
forróbb	forːobː
forrófejű	forːfojeːjuː
forró	forːoː
forrón	forːoːn
forróság	forːʃaːg
forrósodik	forːoːʃodik
forrsz	fors
forrt	fort
fortéja	forteːjɒ
förtelmesebb	førtɛlmɛʃɛbː
förtelmes	ˈførtɛlɛmɛʃ
förtelmes	førtɛlmɛʃ
fortélya	forteːjɒ
fortély	forteːj
fortélyok	forteːjok
fortélyosabb	forteːjoʃɒbː
fortélyos	forteːjoʃ
fortélyoskodik	forteːjoʃkodik
fortélyosság	forteːjoʃːaːg
fortélyosságok	forteːjoʃːaːgok
fort	fɔrt
fóruma	foːrumɒ
fórumba	foːrumbɒ
fórumban	foːrumbɒn
fórum	foːrum
fórum	ˈforum
fórumhoz	foːrumɦoz
fórumnak	foːrumnɒk
fórumokat	foːrumokɒt
fórumok	foːrumok
fórumokon	foːrumokon
fórumokra	foːrumokrɒ
fórumon	foːrumon
fórumot	foːrumot
fórumra	foːrumrɒ
fórumról	foːrumroːl
fosa	foʃɒ
fős	føːʃ
fos	foʃ
fős	fsøʃ
foshat	foʃhɒt
fosik	foʃik
foson	foʃon
fossá	foʃːaː
fossa	foʃːɒ
foss	foʃː
fosszilis	fosːiliʃ
foster	foʃtɛr
fost	foʃt
fősuli	ˈføːʃuli
fősulin	ˈføːʃulin
fősulira	ˈføːʃuliɾɒ
fősulis	ˈføːʃuliʃ
fösvényebb	føʃveːɲɛbː
fösvények	føʃveːɲɛk
fösvény	føʃveːɲ
főszerepben	foːʃɛrɛpˈbɛn
főszerepet	foːʃɛrɛpɛt
főszerep	føːsɛrɛp
főszereplése	føːsɛrɛpleːʃɛ
főszereplésével	føːsɛrɛpleːʃeːvɛl
főszereplés	føːsɛrɛpleːʃ
főszereplő	føːsɛrɛpløː
főszereplő	foːʃɛrɛploː
főszereplője	foːʃɛrɛpløː
főszereplők	foːʃɛrɛpløːk
fószer	fɔsɛr
főszerkesztő	ˈføːsɛrkɛsːtøː
főszerkesztő	føːsɛrkɛstøː
főszerkesztője	føːsɛrkɛstøːjɛ
főszerkesztők	føːsɛrkɛstøːk
fősz	føːs
foszfor	fosfor
foszforok	fosforok
foszlány	foslaːɲ
foszlányok	foslaːɲok
foszlik	foslik
foszt	fost
foszthat	fosthɒt
fosztó	fostoː
fosztogatás	fostogɒtaːʃ
fosztogatások	fostogɒtaːʃok
fosztogat	fostogɒt
fosztogató	fostogɒtoː
fosztogatók	fostogɒtoːk
fosztogatok	fostogɒtok
fosztogatók	ˈfoʃtogɒtoːk
fosztóképző	fostoːkeːbzøː
fosztóképzők	fostoːkeːbzøːk
fosztóképzős	fostoːkeːbzøːʃ
fotelek	fotɛlɛk
fotel	fotɛl
fotelok	fotɛlok
főtere	føːtɛrɛ
főtéren	føːteːrɛn
főterén	føːtɛreːn
főtér	føːteːr
fót	foːt
főt	føːt
főtitkár	foːtitkaːr
főtitkár	føːtitkaːr
fotóalbum	fotoːɒlbum
fotóállvány	fotoːaːlvaːɲ
fotóblog	fotoːblog
fotó	fotoː
fotogénebb	fotogeːnɛbː
fotogén	fotogeːn
fotográfus	fotograːfuʃ
fotográfusok	fotograːfuʃok
fotogram	fotogrɒmː
fotói	fotoːji
fotója	fotoːja
fotóját	fotoːjaːt
fotókat	fotoːkɒt
fotók	fotoːk
fotókon	fotoːkoːn
fotókon	fotoːkon
fotómontázs	fotoːmontaːʒ
fotón	fotoːn
foton	foton
fotón	fɔtoːn
fotópapír	fotoːpɒpiːr
fotórealisztikusabb	fotoːrɛɒlistikuʃɒbː
fotórealisztikus	fotoːrɛɒlistikuʃ
fotóriporter	fotoːriportɛr
főtörzs	føːtørʒ
főtörzsőrmester	foːtørʒøːrmɛstɛr
fotós	fotoːʃ
fotósok	fotoːʃok
fotóstúdió	fotoːʃtuːdijoː
fotoszintézis	fotosinteːziʃ
fotót	fotoːt
fotózás	fotoːzaːʃ
fotózások	fotoːzaːʃok
fotózásra	fotoːʒaːrɛ
fotózást	fotoːzaːʃt
fotózik	fotoːzik
fotózni	fotoːzni
fotózni	fotoːʒni
főttebb	føːtːɛbː
főtt	foːtː
főtt	føːtː
főügyész	foːɯɟeːʃ
főügyész	føːyɟeːs
four	ɟɒr
főutak	føːutɒk
főutca	føːutsːɒ
főút	foːuːt
főút	føːuːt
főúton	foːuːtɒn
fővállalkozó	føːvaːlːɒlkozoː
fővállalkozók	føːvaːlːɒlkozoːk
fővárosa	foːvaːroʃa
fővárosba	foːɾaːʃba
fővárosban	foːvaːroʃbɒn
fővárosban	føːvaːroʒbɒn
fővárosból	føːvaːroʒboːl
főváros	foːvaːroʃ
főváros	føːvaːroʃ
fővárosi	føːvaːroʃi
fővárosi	foːvaːroʃiː
fővárosokban	føːvaːroʃogbɒn
fővárosok	føːvaːroʃok
fővárost	foːvaːrɒʃt
fővel	foːvɛl
fővel	føːvɛl
fővezér	foːveːzeːr
fowler	foːlɛr
fox	foks
foxi	foksi
foxtrott	fokstrotː
foxtrottok	fokstrotːok
foxtrottozik	fokstrotːozik
foyle	fojl
főzd	føːzd
főzelékek	føːzɛleːkɛk
főzelék	føːzɛleːk
főzések	føːzeːʃɛk
főzés	foːzeːʃ
főzés	føːzeːʃ
főzetek	føːzɛtɛk
főzet	foːzɛt
főzet	føːzɛt
főz	foːz
főz	føːz
főzhet	føːshɛt
főznek	foːznɛk
főznie	føːznijɛ
főzni	føːzni
főzni	foːzɲi
főzniük	føːznijyk
főznöd	føːznød
főznöm	føːznøm
főznötök	føːznøtøk
főznünk	føːznyŋk
főzőcske	føːzøːtʃkɛ
főzőcskézik	føːzøːtʃkeːzik
főző	foːzø
főző	føːzøː
főzőkanál	føːzøːkɒnaːl
főzők	føːzøːk
főzök	foːzøk
főzök	føːzøk
főzöl	foːzøl
főzöl	føːzøl
főzöm	føːzøm
főzött	foːzøt
főzött	føːzøtː
főztél	foːsteːl
főztem	foːstɛm
főztje	føːscɛ
főzünk	foːzʏŋk
főzzek	foːʒɛk
főzz	foːʃ
főzz	føːzː
főzzük	føːzːyk
fradi	frɒdi
frakció	frɒktsijoː
frakciók	frɒktsijoːk
francba	frɒndzbɒ
francba	frɒntsbɒ
francban	frɒntsbɒn
francból	frɒntsbol
france	fɾɒntsɛ
francért	frɒntʃeːrt
francesca	frɒntʃɛkɒ
francesco	frɒntʃɛsko
frances	frɒntʃɛʃ
franc	frɒnts
franciaágyak	frɒntsijɒaːɟɒk
franciaágy	frɒntsijɒaːɟ
francia	frɒntsiɒ
francia	frɒntsijɒ
franciákat	frɒntsiɒkɒt
franciák	frɒntsiɒk
franciák	frɒntsijaːk
franciakrémes	frɒntsijɒkreːmɛʃ
franciaországba	frɒntsiɒoɾʃɒgbɒ
franciaországban	frɒntsiɒoːrʃɒgbɒn
franciaországban	frɒntsijɒorsaːgbɒn
franciaországból	frɒntsiɒoɾʃɒgbol
franciaország	frɒntsiɒoɾʃɒg
franciaország	frɒntsijɒorsaːg
franciaországi	frɒntsijɒorsaːgi
franciaországot	frɒntsiɒoɾʃɒgoɾt
franciasaláta	frɒntsijɒʃɒlaːtɒ
franciát	frɒntsiɒt
franciául	frɒntsiɒuːl
franciául	frɒntsijaːul
francie	frɒntsiɛ
francine	frɒntsinɛ
franciscóba	frɒntʃiskoːbɒ
francisco-ban	frɒntʃiskoːbɒn
franciscóban	frɒntʃiskoːbɒn
francisco	frɒntʃiskoː
francisco-i	frɒntʃiskoːi
francis	frɒntʃiʃ
franciska	frɒntsiʃkɒ
francium	frɒntsijum
francnak	frɒntsɒk
franco	frɒntsoː
francois	frɒnʃoɪʃ
françois	frɒnʃwa
francokat	frɒŋkot
francos	frɒntʃoʃ
francot	fɾɒntsot
francról	frɒntsroːl
fran	frɒn
frankenstein	frɒŋkɛʃtɛjn
franket	frɒŋkɛt
frank	frɒŋk
frankfurt	frɒŋkfurt
frankie	frɒŋki
frankie-t	frɒŋkiːt
frankkel	frɒŋkɛl
franklin	frɒŋklin
franknek	frɒŋkˈnɛk
frankó	frɒŋkoː
frankón	frɒŋkoːn
frankót	frɒŋkoːt
frankot	frɒŋkot
franks	frɒŋkʃ
franky	frɒŋki
frannie	frɒnːi
franny	frɒɲː
fránya	frɒɲɒ
franz	frɒnʃ
fraser	frɒʃɛr
frasier	frɒʃiɛr
frász	frɒʃ
frászt	frɒʃt
fráter	ˈfraːtɛr
frau	frɒu
frazeológia	frɒzɛoloːgijɒ
frazeológiai	frɒzɛoloːgijɒji
frazeológiailag	frɒzɛoloːgijɒjilɒg
frazer	fɾɒzɛr
frazier	frɒzjɛr
frázis	fraːziʃ
frázisok	fraːziʃok
freddie	frɛdjɛ
freddy	fɾɛdi
frederic	frɛdɛrik
frederick	fɾɛdɾik
frederik	ˈfɾɛdɛrik
fred	fɾɛd
free	frɛː
freemailhu	fɾɛːmajlhu
freeman	frɛːmɒn
freeza	frɛːzɒ
frekvencia	frɛkvɛntsijɒ
frekvencia	fɾɛkʋɛntsɪɒ
frekvenciák	frɛkvɛntsijaːk
frekvencián	frɛkʋɛntsiɑːn
frekvenciát	fɾɛkʋɛntsiɑːt
frekventált	frɛkvɛntaːlt
french	frɛntʃ
frenetikusabb	frɛnɛtikuʃɒbː
frenetikus	frɛnɛtikuʃ
frenológia	frɛnoloːgijɒ
freskófestés	frɛʃkoːfɛʃteːʃ
freskófestő	frɛʃkoːfɛʃtøː
freskó	frɛʃkoː
freskók	frɛʃkoːk
freud	frɒjd
freud	frɛʊd
freudi	frɒjdi
freudizmus	frɒjdizmuʃ
freya	frɛjɒ
frida	frida
fridzsiderek	fridʒidɛrɛk
fridzsider	fridʒidɛr
friedrich	frɛdrɪx
friend	frɛɲ
frigg	frɪgː
frigid	frɪgɪd
frigó	frigoː
frigyes	friɟɛʃ
frigy	friɟ
frissebb	friʃːɛbː
frissek	frɪʃɛk
frissen	friʃːɛn
frissen	frɪsːɛn
frissesség	friʃːɛʃːeːg
friss	friʃː
friss	frɪʃː
frissítések	friʃːiːteːʃɛk
frissítés	friʃːiːteːʃ
frissít	friʃːiːt
frissítőbb	friʃːiːtøːbː
frissítő	friʃːiːtøː
frissítő	frɪsːiøː
frissítőt	frɪʃiːtøːt
frissnek	frisːnɛk
frissül	friʃːyl
fritzek	frɪtsɛk
fritz	frɪts
friuli	frijuli
frizíroz	friziːroz
frizőr	frizøːr
frizőrök	frizøːrøk
frizsider	friʒidɛr
frizurád	frɪzuɾaːd
frizura	frizurɒ
frizura	frɪzura
frizurája	frɪzuɾaːjɒ
frizurák	frizuraːk
frizurát	frɪzuɾaːt
frobisher	fɾobiʃɛr
fröccs	frøtʃː
fröccsök	frøtʃːøk
fröcsköl	frøtʃkøl
from	frɔm
frontális	frontaːliʃ
frontális	frɔntaːliʃ
front	front
front	fɾont
fronton	fronton
fronton	fɾontɔn
frontot	fɾontot
frontra	frɒntrɒ
frost	frostfrɔʃt
frufru	frufru
frufruk	frufruk
fruktóz	fruktoːz
früstök	fryʃtøk
früstökök	fryʃtøkøk
früstököl	fryʃtøkøl
frusztráció	frustraːtsijoː
frusztrációk	frustraːtsijoːk
frusztráló	frustraːloː
frusztrált	frustraːlt
fruzsina	fruʒinɒ
frx0	fɾø
fry0	frɨː
fry1	frɨ
fry	frɨ
frz23	frɛz
frz-25	frɛz
frz-29	fɾzɛɾɛ
frz3591	fɾzɛsɛn
frz359711	frɛzɛdʒɛt
fs20	fɛːʃˈhɔm
fs25	fɛsɛt
fs26	fɛʃtʃ
fs2	fsɛ
fs30	fɛsːø
fs33	fɛsː
fs4	fɛʃ
fs57	fɛʃ
fs60	fsøː
fs80	fɛʃhɒrom
fscx100	fsɛtʃɛlɒm
fscx35	fsɛtʃtrɛːn
fscx70	fsɛtʃɛmɛlhɒt
fscy100	fsɛtʃiːlɒmpɒts
fscy35	fsɛtʃeː
fscy42	fsɛtʃiː
fscy70	fsɛtʃøː
fsp10	fɛʃpɛn
fsp3	fɛʃ
fsp-5	fɛʃpɛ
ft	forint
ft	ft
fűbe	fiːbɛ
fűben	fuːbɛn
fuck	ˈfuk
fúdd	fuːdː
fudzsi	fudʒi
fű	fiː
fu	fu
fú	fuː
fű	fyː
fúga	fuːgɒ
fuga	fugɒ
fúgák	fuːgaːk
fugák	fugaːk
füge	fygɛ
fügék	fygeːk
függelékek	fygːɛleːkɛk
függelék	fygːɛleːk
függelemsértések	fygːɛlɛmʃeːrteːʃɛk
függelemsértés	fygːɛlɛmʃeːrteːʃ
függessz	fygːɛsː
függeszkedik	fygːɛskɛdik
függeszt	fygːɛst
függesztve	ˈfygɛstvɛ
függetlenebb	fygːɛtlɛnɛbː
függetlenek	ˈfɟɛlˌkɛnɛk
független	ˈfʝɛŋgeːl
független	fygːɛtlɛn
függetlenné	fygːɛtlɛnːeː
függetlenség	ˈfːotɛtleːnʃɛg
függetlenség	fygːɛtlɛnʃeːg
függetlenségi	ˈfːɒtɛlɛnʃeːʝi
függetlenségi	fygːɛtlɛnʃeːgi
függetlenül	ˈfɟɛlˌkɛnɛlyːl
függetlenül	fygːɛtlɛnyl
függ	fygː
függ	fyɟː
függj	fygʝ
függnek	fygːnɛk
függőágyak	fygːøːaːɟɒk
függőágy	fygːøːaːɟ
függőbb	fygːøːbː
függőben	fygːøːbɛn
függően	fygːøːɛn
függően	fʏgøːɛn
függő	fygːøː
függő	fygøː
függőhidak	fygːøːɦidɒk
függőhíd	fygːøːɦiːd
függők	fygøːk
függőkosár	fygːøːkoʃaːr
függőlegesen	fygːøːlɛgɛʃɛn
függőleges	fygːøːlɛgɛʃ
függőleges	ˈfʏɟːøːlɛgɛʃ
függöny	fygːøɲ
függönyöket	fygːøɲøkɛt
függönyök	fygːøɲøk
függönyt	ˈfɨɟːøɲt
függönyt	fygːøɲt
