!xóõ	ksˈoː
'bekeren	bəkˈeːrən
appartementencomplex	apːaːrtəmˈɛntənkˈɔmplɛks
appel	apːaːl
appel	ɑpɑl
appel	ˈɑpəl
appelbol	ˈɑpɛlbˌɔl
appelbollen	ˈɑpɛlbˌɔlən
appelbolletje	ˈɑpɛlbˌɔlɛtjə
appelbolletjes	ˈɑpɛlbˌɔlɛtjəs
appelboomgaard	ˈɑpəlʋˈɔːmɣˌaːrt
appelflap	ˈɑpɛlflˌɑp
appelflappen	ˈɑpəlflˈɑpən
appelkweker	ˈɑpəlkʋeːkər
appels	ˈɑpəls
appelsap	ˈɑpɛlsˌɑp
appelscha	ɑpˈɛlsxaː
appelschurft	ˈɑpəlsxˈɵrft
appelsien	ˌɑpɛlsˈin
appeltaart	ˈɑpəltaˌɵt
appelteelt	ˈɑpəltəiːlt
appen	ˈɑpən
appendix	apɛndiks
appendix	ˈɑpəndˌɪks
appetijtelijk	ˈɑpətˌɛɪtələk
appikorsem	ˈɑpikˌɔrsəm
appikoures	ˌɑpikʌʊrˈɛs
applaudisseren	ˌɑplʌʊdɪsˈɪːrən
applaus	ˈɑplʌʊs
applicatief	aˈplikatˈif
applique	ˈɑplik
appliques	ˌɑplikvˈɛs
appliqué	ˌɑplikvˈeː
appreciatie	apɾesiatsi
appui	apfˈi
appèlgeding	apːəlɣədɪŋ
apr	ˈɑpr
april	apɾio
april	aːprˈɪl
aprils	aːprˈɪls
aprilse	ˈɑprɪlsə
aprilser	ˈɑprɪlsər
aprilsere	ˈɑprɪlsərə
aprilsers	ˈɑprɪlsərs
aprilst	ˈɑprɪlst
aprilste	ˈɑprɪlstə
aprilvis	ˈɑprɪlvˌɪs
apsaravis	apsaɾafis
apsiden	apsiðɛn
apsis	ˈɑpsɪs
aptera	apteʁa
apterygidae	apterixidaj
apterygiformes‎	ɑpterixifɔrmes
apulië	apyli
apurement	apˈyːrəmɛnt
apus	apɛs
aquapark	aːkvaːpark
aquaplaning	akvaplˈeːnɪŋ
aquaplaning	ˈaːkvɑplˌaːnɪŋ
aquarel	akwaːrɛl
aquarist	ˌaːkvaːrˈɪst
aquarium	aːkvˈaːriˌɵm
aquatinta	akvatɛnta
aquavita	akvavita
aquila	akvila
ar	ˈɑr
ara	aɾa
arabesk	paɾapesk
arabesken	arabˈeskən
arabica	aːrˈaːbikˌaː
arabier	ˌaːraːbˈir
arabisch	aːrˈaːbis
arabischtalig	ˌaːraːbɪsxtˈaːləx
arabischtalige	ˌaːraːbɪsxtˈaːləɣə
arabischtaligs	ˌaːraːbɪsxtˈaːləxs
arabist	arabɛʃt
arachnofobie	ˌaːrɑxnˌoːfoːbˈi
arajot	ˈaːraːjˌɔt
aramees	ˌaːraːmˈeːs
arameeër	ˈaːraːmˌeːər
arameeërs	ˈaːraːmˌeːərs
aramese	ˌaːraːmˈeːsə
araona	ˌaːraːˈoːnaː
arapaho	ˌaːraːpˈaːhoː
araparkiet	aɾapaɾkid
aratsot	ˈaːrɑtsˌɔt
araucana	araɔkana
arava	aːrˈaːvaː
araviem	ˌaːraːvˈim
aravot	ˈaːraːvˌɔt
arbeider	ˈɑrbɛɪdər
arbeiders	ˈɑrbɛɪdərs
arbeidersbescherming	ˈaːrpˌɛɪtərsbəsxˈɛrmɪŋ
arbeiderspartij	ˌɑrbɛɪdˌɛrspɑrtˈɛɪ
arbeiderspartijen	ˌɑrbɛɪdˌɛrspɑrtˈɛɪən
arbeidsconcept	ˈɑrpəitskˈɔnsɛpt
arbeidsdeskundig	ˌɑrbɛɪdzdɛskˈɵndəx
arbeidsdeskundige	ˌɑrbɛɪdzdɛskˈɵndəɣə
arbeidsdeskundiger	ˌɑrbɛɪdzdɛskˈɵndəɣər
arbeidsdeskundigere	ˌɑrbɛɪdzdɛskˈɵndəɣərə
arbeidsdeskundigers	ˌɑrbɛɪdzdɛskˈɵndəɣərs
arbeidsdeskundigs	ˌɑrbɛɪdzdɛskˈɵndəxs
arbeidsdeskundigst	ˌɑrbɛɪdzdɛskˈɵndəxst
arbeidsdeskundigste	ˌɑrbɛɪdzdɛskˈɵndəxstə
arbeidsextensief	ˈɔrbəɪtsˌɛkstənsˈif
arbeidsgehandicapt	ˈɑrbɛɪdsxˌeːhɑndˌikɑpt
arbeidsgehandicapte	ˈɑrbɛɪdsxˌeːhɑndˌikɑptə
arbeidsgehandicapten	ˈɑrbɛɪdsxˌeːhɑndˌikɑptən
arbeidsgehandicapts	ˈɑrbɛɪdsxˌeːhɑndˌikɑpts
arbeidskost	ˈɑrbɛɪdskˌɔst
arbeidskosten	ˈɑrbɛɪdskˌɔstən
arbeidskracht	ˈɑrpəitskrˌɑxt
arbeidskrachten	ˈɑrpəitskrˌɑxtən
arbeidsmigrant	ɑrbəɪtsmɪxrɑnt
arbeidsmigranten	ˈɑrbəɪtsmɪɣrˈɑntɛn
arbeidsomstandigheden	ˈɑrbɛɪdsˌɔmstɑndˌɪxheːdən
arbeidsongeschiktheidsverzekeringsmaatschappij	ˌɑrbɛɪdsˌɔŋɛsxˌɪktɛɪdsfˌɛrzəkˌɪːrɪŋsmˌaːtsxɑpˈɛɪ
arbeidsongeschiktheidsverzekeringsmaatschappijen	ˌɑrbɛɪdsˌɔŋɛsxˌɪktɛɪdsfˌɛrzəkˌɪːrɪŋsmˌaːtsxɑpˈɛɪən
arbeidsparticipatie	arbˈɛtspartisˈpatsi
arbeidsprestatie	arbaɪtsprɛstatsi
arbiter	ˈɑrbɪtˌeːr
arbitrage	aɾbitrˈaːʃɛ
arbitreren	ˈɑrbitɾˈeːrən
arboraad	ˈɑrbˈoːrˈaːˈɑt
arbowet	ɑrboːlwɛt
arc	hark
arcana	arkana
arcato	arˈkˈatˈo
arceb	arʃɛ
arceren	arseɾen
archaea	ˈɑrxaːˌaː
archaeozoïcum	ˈɑrxaːˌoːzoːˌikɵm
archaïcum	ˈɑrxaːˌikɵm
archboldomys	arxbolldɔmɪs
archeologie	ˌɑrxəˌoːloːɣˈi
archeozoïcum	ˈɑrxəˌoːzoːˌikɵm
archer	ˈɑrxər
archeïcum	ˈɑrxəˌɪkɵm
archiefkast	arxifkɑst
archipel	arxipɛl
archipel	aːrxipel
architect	ˈœʁʃitˈɛkt
architect	ˈɑrʃitˈɛkt
architectuurtekening	ˈɑrˈɑtɪtəktˌyrtˈeːkənɪŋ
architomie	ˌɑrxitoːmˈi
architomieën	ˌɑrxitoːmˈiən
archivering	ˌaːrxivˈeːrɪŋ
arctische	arktjzsɛ
are	ˈaɾə
are	ˈaːrə
area	aːrˈeːaː
areel	aːrˈeːl
areilem	ˈaːrɛɪləm
areka	aːrˈeːkaː
areka's	aːrˈeːkaːs
areliem	ˌaːrəlˈim
aren	aɾrən
arenaria	arenariːa
arend	aɾəns
arenden	aːnindun
arendje	ˈaɾəntʃɛ
arendnest	aːrəntnæst
arendonk	aːrəntoːŋk
arends	ˈaːrɛnts
arfakastrapia	arfakestɾapia
arfakhoningeter	alfakhoːnɪŋˌeːtɛr
argali	arxaːli
argali	ˈɑrɣaːlˌi
argali's	ˈɑrɣaːlˌis
argeloos	ɑrɣˈɯlɑˈʃ
argentaan	aɾxəntˈa
argentavis	arɣɛntɑfɪʃ
argentijn	ˌɑrɣəntˈɛɪn
argentijns	ˌɑrɣəntˈɛɪns
argentinië	ˈɑrɣəntˌiniə
arglistig	arxlisˈtˈɯr
argon	ɑrɣˈɔn
argument	ˌɑrɣymˈɛnt
argumentatie	arxyməntˈˈati
argus	ɑːrfˈæz
argus	ˈɑrɣɵs
argusogen	ˈɛrɣəsˈoːɣən
argussen	ˈɑrɣɵsən
argusvis	aːrxjosfis
argwaan	ɑrɣʋˈaːn
argwanendheid	arɣʋaːnəntsʰɛt
arianisme	arjanismen
arianisme	ˌaːriaːnˈɪsmə
aristocraat	aristɔkɾaːt
aristocraten	arisdɔkɾaːtɛn
aristocratie	ˌaːrɪstˌɔkraːtsˈi
ariva	arifa
ariër	aɾiɾ
arjen	ˈɑɹjən
ark	ɑrˈk
ark	ˈɑrk
arkens	alkuns
arkum	ɑɾkɯm
arlo	ˈɑrloː
arm	ˈɑrm
armada	armada
armada	ɑrmˈaːdaː
armageddon	ˌɑrmaːɣɛdˈɔn
armband	ˈɑrmbɑnt
armbanden	aɾmbandɯn
armbandje	ɑrmbɑntʃɯ
armborst	ɑrəmbɔrst
arme	ˈɑrmə
armeen	ɑrmˈeːn
armeens	ɑrmˈeːns
armeense	ˈɑrmeːnsə
armen	ˈæɹmən
armen	ˈɑrmən
armengraf	ərmənxraf
armenië	armˈenja
armenië	ˈɑrmənˌiə
armeniër	ˈɑrmənˌiər
armentiers	ɑɾməntius
armenuitkering	ˈɑrmənˈœytkˌeːrɪŋ
armenwet	ˈɑrmɛnʋˌɛt
armgebaar	ˈɑrmɣəbˌaːr
armgebaren	ərmɣəbaːrən
armhaar	aɾmhˈˈæɾ
arminianen	arminianen
armkracht	ˈaɾmkrˌaxt
armkracht	ˈaːrmkrˌaːxt
armkracht	ˈɑrmkrɑxt
armlastige	ɑrmlɑstəxɛ
armlengte	ˈɑrmlɛŋtə
armlengten	ˈɑrmlɛŋtən
armlengtes	ˈɑrmlɛŋtəs
armoede	ˈɑrmudə
armoedegrens	ˈɑrmˈudəɣrˈɛns
armoedevermindering	ɑrmudˈəvərmˈɪndərˌɪŋ
armoedig	aːrmˈʊːdˈɑq
armoedigheid	ɑrmˌudəɣhˈeːɪd
armoedzaaier	ɑrmutsai̯eɾ
armoriaal	aɾmˌoɾjˈɑl
armslag	ɑrmsˈlɑq
armslengte	ˈɑrmslɛŋtə
armslengten	ˈɑrmslɛŋtən
armslengtes	ˈɑrmslɛŋtəs
armstrong	ˈɑrmstrɔŋ
armtierig	aːrˈɑntˈirˌɛɪɣ
armvol	aɾbfˈol
armzalig	aɾmzaːliq
armzwaai	aɾmzvaɪ
arn	ˈɑrn
arnett	ˈɑrnɛt
arnica	paːrnika
arnijke	arnajkɛ
arnot	aɾnˈoː
arnout	aːɾnˈoːt
arns	ˈɑrns
aroe	ˈœvʁʁˈu
aroemeens	ˌaːrumˈeːns
aroma	arɔma
aroma	aːrˈoːmaː
aromaans	ˌaːroːmˈaːns
aron	aːrˈɔn
aronot	ˈaːroːnˌɔt
aronskelk	ˈaːrɔnskˌɛlk
arowaks	aːroːvɑks
arpitaans	ˌɑrpitˈaːns
arre	ˈɑɾrə
arrestatie	ˌɑɾrɛstˈaːtsi
arrestatiebevelen	aristˈaːtsibəvˈeːlən
arrestatiegroep	ˌarɛstˈaːtsiɣrˈup
arrestatieverzoek	aɾɾest̪at̪siβ̞eɾzuk
arresteer	ˌɑɾrɛstˈɪr
arresteerde	ˌɑɾrɛstˈɪrdə
arresteren	ˌɑɾrɛstˈɪːrən
arriveer	ˌɑɾrivˈɪr
arriveerde	ˌɑɾrivˈɪrdə
arriveerden	ˌɑɾrivˈɪrdən
arriveert	ˌɑɾrivˈɪrt
arriveren	ˌɑɾrivˈɪːrən
arrivé	ˌɑɾrivˈeː
arrivés	ˌɑɾrivˈeːs
arrogant	ˌɑɾroːɣˈɑnt
arrogante	ˌɑɾroːɣˈɑntə
arrogantie	ˌɑɾroːɣˈɑntsi
arronderen	aɾrɔndiɾɛn
arrowroot	ˌɑɾrɔʋrˈoːt
ars	ɑɾɯs
arseen	ardin
arseen	aɾsˈin
arses	arʃes
arsis	aɾsiz
artamidae	artamidaːj
arterieel	artɛriɛl
arthur	ˈɑrtɵr
articulatie	ˈɑrtəkˌɵlˈɑtˈi
artie	ˈɑrtsi
artiest	aɾtist
artiest	ɑrtˈist
artiest	ɑɾtˈist
artieste	arkistɪ
artiesten	artistɛn
artiesten	ˈɑrtistən
artiestenbestaan	artˈistənbəstaːn
artiestenleven	artˈistənlˈeːvən
artiestenstal	aɾtjstədɛstaːl
artificialia	aɾtjfisiaria
artikel	ɑrtˈikəl
artikels	artikols
artistiek	aʁtistˈik
artritis	aiɾtɾjtəs
artrose	aɾtɾɔzɛ
arts	əɾtʃ
arts	ˈɑrts
artsen	artʃɛn
artsen	aɾtsɛn
artsen	ˈɑrtsən
artsenpraktijk	ɑrtsɛnprˈaktiʃ
aruba	aruba
aruba	aːrˈybaː
arum	arm
arviet	ɑrvˈit
as	als
as	ˈɑs
as-groot	ˈɑsɣrˈoːt
as-grootakkoord	ˈɑsɣrˈoːtɑkˌɔːrt
as-klein	ˈɑsklˈɛɪn
as-kleinakkoord	ˈɑsklˈɛɪnɑkˌɔːrt
as-majeur	ˈɑsmaːjˈøːr
as-majeurakkoord	ˈɑsmˈaːjøːrˌɑkɔːrt
as-mineur	ˈɑsminˈøːr
as-mineurakkoord	ˈɑsmˈinøːrˌɑkɔːrt
asam	assæm
asas	asas
asbak	ˈɑzbɑk
asbeek	aʃbejk
asbestose	ɑsbɛsttˈɔzə
asbestsanering	asbestsanirjnɣ
asbroeck	ɑsbrˈoːɛk
asbroek	aʃbɾˈuk
ascendenten	aszɛndɛntɛn
ascension	ˌɑsənʃˈɔn
ascentie	ˈasˈɛnsi
ascetiek	asetˈik
ascona	aspou̯na
asdonk	ˈɑsdˈɔŋk
asenray	asənˈɾaj
ases-grootakkoord	ˈaːsəsɣrˈoːtɑkˌɔːrt
ases-majeurakkoord	ˈaːsəsmˈaːjøːrˌɑkɔːrt
asfalt	asfɔlt
asfalt	æsfɑlt
asfalt	ɑsfɑlt
asfalteren	ɑsfɑltɪːrən
asfaltlobby	ɑsfˈɔltlˈɑbi
asfaltlucht	ˈɑsfɑltlˈɵxt
asfaltstreep	asfalt̪st̪ɾep
asfaltweg	ˈɑsfɑltʋˌɛx
asfyxie	asfiksˈi
asfyxie	ˌɑsfɪksˈi
asgrauw	ɑsxrɑw
asgrijs	ɑsxrˈɛɪs
asgrijst	ˈɑsxrɛɪst
asgrijste	ˈɑsxrɛɪstə
asgrijze	ˈɑsxrɛɪzə
asgrijzer	ˈɑsxrɛɪzər
asgrijzere	ˈɑsxrɛɪzərə
asgrijzers	ˈɑsxrɛɪzərs
ash	ˈɑʃ
ashera	aʃjɛra
ashley	ˈɑʃləˌi
ashram	aʃram
ashton	ɑʃtˈɔn
ashworth	ˈɑʃʋɔrt
asiadok	asjadɔk
asiel	asˌiom
asiel	aːzˈil
asielcentra	ˌaːzilsˈɛntraː
asielcentrum	ˈaːzilsˌɛntrɵm
asielcentrums	ˈaːzilsˌɛntrɵms
asielhond	ˈaːzilhˌɔnt
asielhonden	ˈaːzilhˌɔndən
asielhondje	ˈaːzilhˌɔntjə
asielhondjes	ˈaːzilhˌɔntjəs
asielmigratie	azilmixraːtsi
asiels	aːzˈils
asielzoekerscentrums	ˈaːzilzˌukərsˌɛntrɵms
asitie	asitsi
asities	asjtis
asjeweine	ˈɑʃəʋˌɛɪnə
asjkeloniet	ˌɑʃkəloːnˈit
asjkelonieten	ˌɑʃkəloːnˈitən
asjkenazi	ˈɑʃkənˌaːzi
asjkenazi's	ˈɑʃkənˌaːzis
asjkenaziem	ˌɑʃkənaːzˈim
asjkenazim	ˈɑʃkənˌaːzɪm
asjkenazisch	ˌɑʃkənˈaːzis
asjkenazische	ˌɑʃkənˈaːzisə
asjmedai	ˈɑʃmədˌɑj
asjteratiet	ˌɑʃtɪːraːtˈit
asjteratieten	ˌɑʃtɪːraːtˈitən
askeloniet	ˌɑskəloːnˈit
askelonieten	ˌɑskəloːnˈitən
askruis	ˈɑskrœys
askruisje	ˈɑskrˈœʃɛ
asla	ˈɑslaː
asla's	ˈɑslaːs
aslaag	ˈɑslˌɑˈɣ
aslager	ˈɑslˈaːɣər
asman	ɑʃmon
asmodeus	asmudejs
asmogendheden	ˈɑnmˌoːɣənthˈeːdən
asocialen	aːsˌoːkialˌeːn
aspect	ɑspɛkt
aspect	ˈɑspɛkt
aspecten	aspektsɛn
aspelare	aspellaːrə
asper	aspl
asperifolia	aspirifolia
asperine	asperine
asperine	ɑspɛrɪnə
aspic	aspˈik
aspic	ˈɑspɪk
aspicje	ˈɑspɪkjə
aspicjes	ˈɑspɪkjəs
aspirant	ɑspiɾant
aspirante	ˌɑspirˈɑntə
aspirantes	ˌɑspirˈɑntəs
aspirantetje	ˈɑspirˌɑntɛtjə
aspirantetjes	ˈɑspirˌɑntɛtjəs
aspirantkoper	ɑspiɾɑntkˈoːpən
aspiratie	ˌɑspirˈaːtsi
aspiraties	aspiratsis
aspirator	ɑspiratɔr
asregen	ɑsrˈeːɣən
asregens	ˈɑsrəɣəns
assaf	aʃaf
asschat	aːsxˌɑt
asse	ˈɑsə
assegaai	ˈɑsəɣˌaːj
assemansbroek	əssəmˈɑnsbrˈoːək
assemblage	asˌɛmblˈaʒə
assen	asˌɛn
assen	ˈɑsən
assenaar	ˈɑsənˌaːr
assenaars	ˈɑsənˌaːrs
assenaren	ˈɑsənˌaːrən
assendelfter	ˈɑsəndˈɛlftər
assens	ˈɑsəns
assent	asˈkɛnt
assepoester	ˈɑsəpˌustər
assepoester	ˈɑsˈeːpˈustˈeːr
assertie	asˈɛʁtsˈi
assertief	asʃertif
assertief	ˌɑsərtˈif
assertieve	ˈɑsˈɛʁtˈivɛ
asses	ɑsˈɛs
assese	ɑsˈeːsə
assessor	asˈessoɾ
assimilatie	asimilatsi
assimilatie	asimilaːtsi
assimileren	aːsimɪlɪːrˌeːn
assistent	assistɛnts
assistent	ˌɑsɪstˈɛnt
assistente	assistˈɛntɛ
assistente	ˌɑsɪstˈɛntə
assistentie	assistensi
assistentie	ˌɑsɪstˈɛntsi
assisteren	ˌɑsɪstˈɪːrən
associé	asɔsˈi
associëren	assoːsjɛrɛn
assonantie	asˌɔnˈɑnsi
assorteren	asɔɾteɾən
assorteren	ˌɑsɔrtˈɪːrən
assumeren	ˈɑsymˌɪɾən
assumptie	ɑsˈɵmpsi
astaat	aːstˈaːt
astana	astana
asten	aʃtɛm
astene	astɛnɛ
astenet	astɛnɛt
asteratiet	ˌɑstɪːraːtˈit
asteratieten	ˌɑstɪːraːtˈitən
asterisk	ˈɑstɪːrˌɪsk
asterisme	astˈeɾɪsmɛ
asteroiden	astrˈoːɪdən
asthenes	aʃteˈnes
astigmatisme	astixmatism
astma	asma
astma	ˈɑstmaː
astor	ˈɑstɔr
astrakan	astrˈakːon
astrapia	ast̪ɾapja
astrofotometer	astrˈɔfˈoːtˈɔmˈeːtˌeː
astroglise	astrˈoːɣlizˌeː
astrologie	ɑstroˈlɔɣi
astrologie	ˌɑstroːloːɣˈi
astroloog	astɾoːloːx
astronaut	ˈɑstroːnˌʌʊt
astronautenvoedsel	ˌɑstroːnˌʌʊtənvˈudsəl
astronomie	ˌɑstroːnoːmˈi
aswoensdag	ˈɑsʋunzdˌɑx
aswoensdagen	ˌɑsʋunzdˈaːɣən
asymptoot	ˌaːzɪmptˈoːt
at	alt̪
at	at
at	ˈɑt
atactisch	aːtˈɑktis
atalante	atalant
atap	atop
atavisme	atavɛʃmɛ
ataxie	ˌaːtɑksˈi
atefobie	atɔfɔbˈi
atelanen	atɛlaːnan
atelornis	atðəlˈornˈɛs
aten	ˈaːtən
atheïsme	ˈɑtəˌɪsmə
atheïst	ˈɑtəˌɪst
athis	aːtis
athus	altos
atied	aːtˈit
atikamek	ˈaːtikˌaːmɛk
atjar	atʃar
atjehs	ˈɑtjɛhs
atjehse	ˈɑtjɛhsə
atlant	atˈlant
atlanticum	ˈɑtlɑntˌikɵm
atlantis	ˈɑtlɑntˌɪs
atlas	ˈɑtlɑs
atlasgebouw	ˈɑtlˈɑsɣɛbˌɔˈyʊ
atlashond	atlaʃhɔnt
atleet	ætlˈeɪt
atleet	ɑtlˈeːt
atleten	ɑtlˈeːtən
atletiek	atletik
atman	atman
atmosfeer	ˌɑtmɔsfˈɪr
atnach	ˈɑtnɑx
atnachta	ɑtnˈɑxtaː
atol	atɔl
atomiseren	atˈɔmjʒˈeːrˈɛn
atomisme	atˈomˈismɛ
atoom	atˈom
atoomgroep	atˈɔmɣɾˈup
atoomkernen	aːtˈomkˈɛrnən
atoomrooster	ˈaːtoːmrˌoːstər
atoomroosters	ˈaːtoːmrˌoːstərs
atoomzwaard	ˈɑtˈoːmzʋˈaːrd
atrecht	ˈaːtrɛxt
atresie	atresi
atropine	atropinə
atsam	ˈɑtsɑm
atsee	ɑtsˈeː
atseret	ˈɑtsɪːrˌɛt
atsmaoet	ˌɑtsmaːˈut
attaca	ɑtˈaːkaː
attagis	atːaːxɪz
attaque	ˈɑtaːk
attaques	ˌɑtaːkvˈɛs
attelemiese	ˌɑtələmˈizə
atten	ˈɑtən
attenderen	tˈɑndˌeːrən
attenoje	ˈɑtənˌɔjə
attent	atsɛntsɯ
attent	ɑtˈɛnt
attenties	aptensis
atto-	ˈɑtoː
attractiekracht	ˈɑtrˈɑksikrˈaːxt
attribueren	ˈɑtɾɪbˌɵɛrən
attributief	ˌɑtribytˈif
atzeburen	aːtsɛbˈyrən
au	au
aub	aybe
aubergine	ˌʌʊbərɣˈinə
audio	ˈʌʊdiˌoː
audit	ˈʌʊdɪt
auditie	oːdziki
auditie	ʌʊdˈitsi
audities	ʌʊdˈitsis
auditor	au̯d̪it̪ɔr
auditorium	ˌʌʊditˈoːriˌɵm
auditverslag	ˈʌʊdˈɪvərslˈɑx
aug	ˈʌʊx
augiasstal	ˈʌʊɣiˌɑstɑl
augurk	ˈʌʊɣɵrk
augustijn	ˌʌʊɣɵstˈɛɪn
augustus	ʌʊɣˈɵstɵs
aula	aowla
aula	ˈʌʊlaː
aura	ˈʌʊraː
aurora	ʌʊrˈoːraː
auslaut	ˈʌʊslʌʊt
auslauten	ˈʌʊslʌʊtən
aussie	ˈʌʊsi
australisch	ʌʊstrˈaːlis
australië	ˈʌʊstraːlˌiə
australiëantigeen	ˌʌʊstraːlˌiəˌɑntiɣˈeːn
australiër	ˈʌʊstraːlˌiər
austronesisch	ˌʌʊstroːnˈeːzis
auteur	ʌʊtˈøːr
authentiek	ˌʌʊtəntˈik
autisme	ʌʊtˈɪsmə
autist	ʌʊtˈɪst
autistisch	ʌʊtˈɪstis
auto	ˈʌʊtoː
auto-export	ˈʌʊtoːˈɛkspˈɔrt
auto-immuunziekte	ˈʌʊtoːˈɪmynzˌiktə
auto-immuunziekten	ˈʌʊtoːˈɪmynzˌiktən
auto-immuunziektes	ˈʌʊtoːˌɪmynziktˈɛs
autoalarm	aːltoːɑlɑrm
autobandventieldop	ˈʌʊtoːbˌɑndvəntˌildɔp
autobandventieldopje	ˈʌʊtoːbˌɑndvəntˌildɔpjə
autobandventieldopjes	ˈʌʊtoːbˌɑndvəntˌildɔpjəs
autobandventieldoppen	ˈʌʊtoːbˌɑndvəntˌildɔpən
autobezit	ˈʌʊtoːbˌeːzɪt
autobrand	ˈʌʊtoːbrˌɑnt
autobrand	ˈʌʊtɔbrˌɑnt
autobranden	ˈʌʊtɔbrˌɑndən
autobrandje	ˈʌʊtɔbrˌɑntjə
autobrandjes	ˈʌʊtɔbrˌɑntjəs
autocar	ˈʌʊtoːkˌɑr
autocars	ˈʌʊtoːkˌɑrs
autoclub	ˈʌʊtoːklˌɵp
autocraat	ˌʌʊtɔkrˈaːt
autocue	ˈʌʊtoːkˌyə
autocunnilingus	ˈʌʊtoːkˌɵnilˌɪŋɵs
autodeur	ˈʌʊtˈɔdˌɵr
autofabrikant	aʊtɔfabɾikant
autokraak	ˌʌʊtɔkrˈaːk
autokraakje	ˈʌʊtɔkrˌaːkjə
autokraakjes	ˈʌʊtɔkrˌaːkjəs
autokraken	ˌʌʊtɔkrˈaːkən
autolening	ˈɑʊtˌɔlˌeːnɪŋ
autoluw	ˈʌʊtoːlˌyʊ
autoluwe	ˈʌʊtoːlˌywə
automagisch	ˌʌʊtoːmˈaːɣis
automatisch	ˌʌʊtoːmˈaːtis
automatische	ˌʌʊtoːmˈaːtisə
automobilist	au̯tˈoːmˈɔbɪlɪst
automobilist	ˌʌʊtˈɔmˌɔbɪlɪst
automonteur	ˈʌʊtoːmˈɔntˈøːr
autonomie	ˌʌʊtoːnoːmˈi
autonomiestreven	ˌʌʊtoːnˈoːmˈistrˈeːvən
autonoom	ˌʌʊtoːnˈoːm
autopapieren	ˌʌʊtoːpaːpˈirən
autopsie	ˌʌʊtɔpsˈi
autoracen	ˈʌʊtˈoːrˈɑsˌeːn
autorenner	oːtoːrˈɛnˈeːr
autorijden	ˈʌʊtoːrˌɛɪdən
autorijdend	ˈʌʊtoːrˌɛɪdəns
autoritarisme	aɫtɔvritaːrismɛ
autoriteit	ˌʌʊtoːritˈɛɪt
autoriteit	ˌʌʊtˈɔritˈɛɪt
autoriteiten	ˈʌʊtoːrˌitɛɪtən
autoschadeherstel	ˈʌʊtˌoːsxˌaːdənhˈeːrztəl
autosloper	ˈʌʊtoːslˌoːpə
autosport	ˈʌʊtɔspˌɔrt
autovakantie	au̯tɔvakantsi
autoverhuur	ˈʌʊtoːvɛrˌˈyr
autoverhuurbedrijf	ˈʌʊtoːvərhˈyrɛbˌeːdrˌɛɪf
autovrij	ˌʌʊtɔvrˈɛɪ
autovrije	ˌʌʊtɔvrˈɛɪə
av	ˈɑf
avaars	ˈaːvaːrs
aval	avˈɔl
aval	ˈaːvɑl
avance	ˈaːvɑnsə
avanceren	ˈaːfɑnsˌeːrən
avances	avɑ̃sˈɛs
avances	ˌaːvɑnsˈɛs
avaniem	ˌaːvaːnˈim
avar	ˈaːvɑr
avarisch	aːvˈaːris
avatar	ˈaːvaːtˌɑr
ave	avei
ave	ˈaːvə
aveel	aːvˈeːl
avegaar	ˈaːvɛɣˌaːr
aveilem	ˈaːvɛɪləm
aveliem	ˌaːvəlˈim
aveloet	ˌaːvəlˈut
avenhorn	ˈæfənhˌɔɹn
avenue	avnˈy
avenue	ˈaːvənˌyə
avera	ˈaːvərˌaː
averbode	aːvɛrboːlde
averecht	ˈaːvərˌɛxt
averechts	aːvɛrˈɛxds
averechts	ˈaːvərˌɛxt
averes	ˌaːvərˈɛs
averij	ˌaːvərˈɛɪ
averot	ˈaːvɪːrˌɔt
avest	afest
aviateur	avjatˈøːr
aviatiek	aˈvjatˈik
aviev	aːvˈif
avikam	ˈaːvikˌɑm
avimaia	afimaja
avin	afen
avinoe	ˈaːvinˌu
avis	ˈaːvɪs
avocado	ˌaːvoːkˈaːdoː
avocadoboom	ˌaːvoːkˌaːdoːbˈoːm
avoda	aːvˈoːdaː
avodot	ˈaːvoːdˌɔt
avond	aːfˈonts
avond	ˈaːvɔnt
avondbezorging	ˈaːvɔntbəzˈɔrɣɪŋ
avondbijeenkomst	ˈaːvɔndbˌɛɪeːŋkˌɔmst
avondbijeenkomsten	ˈaːvɔndbˌɛɪeːŋkˌɔmstən
avondeditie	aːvˈonteːditsˈi
avonden	ˈaːvɔndən
avondetappe	aːvɑntˈeːtɑppə
avondeten	ˈaːvɔntˈeːtən
avondeten	ˌaːvɔndˈeːtən
avondfeest	ˈaːvɔntfəəst
avondgebed	ˈaːvɔndɣˌeːbɛt
avondgebed	ˈaːvɔntɣəbˈɛt
avondgroep	ˈaːvɔntɣrˌoːp
avondkleding	ˈaːvɔntklˌeːdɪŋ
avondklok	aːnvɔntklɔk
avondklokfuik	aːvɔntklˈɔkvˈœyk
avondklokontduiker	ˈaːvɔntklˈɔkˈɔntdˈœykˌeːr
avondklokontkenner	aːvɔntklˈɔkɔntkˈɛnər
avondklokprotest	ˈaːvɔntklˈɔkprˈoːtɛst
avondkrant	ˈaːvɔntgrˈɑnt
avondmaalsbrood	ˌaːvɔndmaːlzbrˈoːt
avondmaalstafel	ˌaːvɔndmˌaːlstaːfˈɛl
avondmaalstafels	ˌaːvɔndmˌaːlstaːfˈɛls
avondmaaltijd	ˈaːvɔntmɑːltˌɛɪt
avondmarkt	ˈaːvɔntmˈɑrkt
