ஃ	ʔ
அமலாக்கப்பிரிவினர்	əmaɭaːkːəpriʋinɐr
அமலாக்கப்பிரிவு	əmaɭaːkːəpiɾiʋu
அமலாபாலின்	əmaɭaːbaːɭiɳ
அமலாபால்	əmaɭaːpaːɭ
அமலாவின்	əmaːlaːviː
அமலில்	əmaɭi
அமலுக்கு	əmaɭukːu
அமல்	əmaɭ
அமல்படுத்த	əmal̪p̪uɖːə
அமல்படுத்தப்பட்டது	əmal̪p̪uɖʈʈəɾt̪ə
அமல்படுத்தாத	əmal̪p̪uɖɐːt̪ːɐː
அமல்படுத்தாமல்	əmal̪p̚uɖːəmaɭ
அமல்படுத்தி	əmal̪pud̪ːi
அமல்படுத்துவது	əmal̪pɔɖʈʰʋɯd̪u
அமளி	əmaɭi
அமளியில்	əmaɭiʎ
அமாவாசை	əmaːʋaːsi
அமாவாசையை	əmaːʋaːʃai̯
அமிதவா	əmit̪əʋɑ
அமிதாப்	əmit̪ɑb̪
அமிதாப்பச்சன்	əmit̪ɑːpːɑɕːɑ̃
அமித்	əmit̪
அமித்ஷா	əmit̪ːʂɑ
அமித்ஷாவின்	əmit̪ːɕaːviː
அமித்ஷாவும்	əmit̪ːɕaːʋum
அமித்ஷாவை	əmit̪ːɕaːʋaɪ
அமிர்	əmiɾ
அமிர்கானின்	əmiɾgaːɲin
அமிர்தராஜ்	əmiɾd̪əɾɑɟ
அமிலா	əmiɭə
அமீரகத்தில்	əmiːrəkət̪ːil
அமீரகம்	əmiːrəkam
அமீர்	əmiːr
அமீர்கானின்	əmiːrgaːnʲ
அமீர்கான்	əmeːrgaːn
அமுக்கு	ɐmʊkːɯ
அமுதன்	əmuɖən
அமெச்சூர்	əmeːtɕuːr
அமெரிக்க	əmeːrɪki
அமெரிக்கரான	əmeːrɪkːɐɾaːn
அமெரிக்கா	əmeːɾɪkːɑː
அமெரிக்காவின்	əmeːɾiːkɑːʋə
அமெரிக்காவிற்கு	əmeːrɪkɑːvi
அமெரிக்காவிலிருந்து	əmeːɾɪkːɑːvilirʌntʌ
அமெரிக்காவிலும்	əme̯rik̬ajɑːvil
அமெரிக்காவில்	əme̯rɪkɐɪ̯ʋɛl
அமெரிக்காவுக்கு	əmeːɾɪkːɑːvuː
அமெரிக்காவை	əme̯rik̬ajə
அமெரிக்காவைச்	əmeːɾikɑːʋɑɪtʃ
அமேசான்	əmeːzaːn
அமைகிறது	əmaɪgɪndɾo
அமைக்க	əmaɪkː
அமைக்கக்	əmaɪkː
அமைக்கக்கோரி	əmaɪkːəkoːɾi
அமைக்கப்	əmaɪkːap̚
அமைக்கப்பட	əmaɪkːəpːɑɖ
அமைக்கப்படவில்லை	əmaɪkːəpːəɖəʋilːi
அமைக்கப்படவுள்ள	əmaɪkkəpəɖəvuɭɭə
அமைக்கப்படுகிறது	əmaɪkəɾɨtːʌɾi
அமைக்கப்படும்	əmaɪkɐɾɯm
அமைக்கப்பட்ட	əmaɪkːəʈːə
அமைக்கப்பட்டது	əmaɪkːəɾːu
அமைக்கப்பட்டன	əmaɪkːəʈːə
அமைக்கப்பட்டிருக்கும்	əmaɪkːəʈːiɾukːu
அமைக்கப்பட்டிருந்த	əmaɪkːəʈːəɾːənt̪ːə
அமைக்கப்பட்டிருந்தது	əmaɪkːəʈːiɾːənt̪ːu
அமைக்கப்பட்டு	əmaɪkːəʈːu
அமைக்கப்பட்டுள்ள	əmaɪkːəʈːuɭ̩
அமைக்கப்பட்டுள்ளதாகவும்	əmaɪkːəʈːuɭːəɖɐgum
அமைக்கப்பட்டுள்ளது	əmaɪkːəʈːuɭːə
அமைக்கப்பட்டுள்ளன	əmaɪkːəʈːuɭːəɭːə
அமைக்கலாம்	əmaɪkːəlaːm
அமைக்கவில்லை	əmaɪkːəʋilːi
அமைக்கவும்	əmaɪkːəʋu
அமைக்காத	əmaɪkɑːd̪
அமைக்காததால்	əmaɪkɑːd̪ɑːɭ
அமைக்காததை	əmaɪkɑːt̪ɑɪ̯
அமைக்காமல்	əmaɪkɑːməl
அமைக்காவிட்டால்	əmaɪkɑːʋit̪ːɑːl
அமைக்கிறது	əmaɪkɪɾɯ
அமைக்கிறார்	əmaɪkɾɑːr
அமைக்கும்	əmaɪkːum
அமைச்சகத்திடம்	əmaɪtɕːɐtːɪɖəm
அமைச்சகத்தின்	əmaɪtɕːɐkːam
அமைச்சகத்திற்கு	əmaɪtɕːɐtːɪkːu
அமைச்சகத்தில்	əmaɪtʃːəgət̪ːil
அமைச்சகம்	əmaɪtɕːɐgəm
அமைச்சரவை	əmaɪtʃːərʋaɪ
அமைச்சரவைக்	əmaɪtɕːəɾəʋaɪ̯
அமைச்சரவையின்	əmaɪtɕːəɾəʋai̯n̪
அமைச்சரவையில்	əmaɪtʃːəɾəʋaj̃
அமைச்சரவையை	əmaɪtʃːəɾəʋaɪ
அமைச்சரா	əmaɪtɕːɾɑː
அமைச்சராக	əmaɪtɕːəɾaːg
அமைச்சராகப்	əmaɪtɕːɾaːgɑb
அமைச்சராகவும்	əmaɪtʃːərɑːgəʋə
அமைச்சரான	əmaɪtɕːəɾaːn
அமைச்சரிடம்	əmaɪtʃːəɾɨɭ
அமைச்சரின்	əmaɪtɕəɾin
அமைச்சருக்கு	əmaɪtʃːəruku
அமைச்சருடன்	əmaɪtɕːəɾɯɳ
அமைச்சருமான	əmaɪtʃːəɾəmaːn
அமைச்சரும்	əmaɪtɕːəɾum
அமைச்சரே	əmaɪtɕːəɾeː
அமைச்சரை	əmaɪtɕːəɾaɪ
அமைச்சரோ	əmaɪtɕːəroː
அமைச்சர்	əmaɪtɕːəɾ
அமைச்சர்களாக	əmaɪtɕːarɐgɐ
அமைச்சர்களாகவும்	əmaɪtɕːəɾəɭoːgəʋum
அமைச்சர்களால்	əmaɪtɕːarɑːl̪
அமைச்சர்களிடம்	əmaɪtʃːarəɭɪd̪am
அமைச்சர்களின்	əmaɪtʃːɐɾəɭin
அமைச்சர்களில்	əmaɪtʃːaɾil
அமைச்சர்களுக்கு	əmaɪtɕːarukːu
அமைச்சர்களுக்கும்	əmaɪtʃːaɾəɾʌkːu
அமைச்சர்களுடன்	əmaɪtʃːɐɾoʈ̪ːə
அமைச்சர்களும்	əmaɪtɕːəɾəɾum
அமைச்சர்களே	əmaɪtʃːɐɾəɾeː
அமைச்சர்களை	əmaɪtʃːɐɭəɾəj
அமைச்சர்களையும்	əmaɪtʃːɐɾəɾaɪ̯m
அமைச்சர்களோ	əmaɪtɕːaɾoː
அமைச்சர்கள்	əmaɪtɕːaɾg̊
அமைச்சா்	əmaɪtɕːaː
அமைச்சு	ɐmɐɪ̯tɕːɯ
அமைதி	ɐmɐɪ̯d̪i
அமைதி	əmaːtiː
அமைதிக்கு	əmaːt̪ikːu
அமைதிப்	əmaɪt̪ip̚
அமைதிப்படை	əmaɪ̯t̪ipːɐɽaɪ̯
அமைதியா	əmaɪ̯tiʌ
அமைதியாக	əmaɪt̪ijɑg̊
அமைதியாகவும்	əmaɪt̪iɑgəʋə
அமைதியாகவே	əmaɪt̪ijɐgʋeː
அமைதியாகி	əmaɪ̯tiʝəgi
அமைதியான	əmaɪ̯d̪ijɑːn̪
அமைதியானவர்	əmaɪ̯d̪ijɑːvəɾ
அமைதியும்	əmaɪd̪ijum
அமைதியை	əmaɪ̯d̪ijəj
அமைதியைக்	əmaɪ̯d̪ijɑk̟
அமைத்த	əmaɪt̪ː
அமைத்தது	əmaɪt̪ːə
அமைத்தனர்	əmaɪt̪ːənɾ̩
அமைத்தல்	əmaɪt̪ːɭ̩
அமைத்தவர்	əmaɪt̪ːəʋəɾ
அமைத்தாக	əmaɪtaːg̊
அமைத்தார்	əmaɪt̪ːaːr
அமைத்தாலும்	əmaɪt̪ːɑːloː
அமைத்தால்	əmaɪt̪ːɑːl
அமைத்திட	əmaɪʈːiʈ
அமைத்திருந்தார்	əmaɪt̪ːəɾʉn̪d̪aːɾ
அமைத்து	əmaɪ̯t̪u
அமைத்துக்	əmaɪt̪uʔ
அமைத்துப்	əmaɪt̪ːup̚
அமைத்துள்ள	əmaɪt̪uɭɭə
அமைத்துள்ளது	əmaɪt̪ːoɭəɭ
அமைத்துள்ளன	əmaɪt̪ːuɭːəɳ
அமைத்துள்ளார்	əmaɪt̪uɭɭɑːr
அமைத்தே	əmaɪ̯t̪eː
அமைந்த	əmaɪnt̪
அமைந்ததாக	əmaɪn̪d̪aːgoː
அமைந்ததால்	əmaɪn̪d̪ədaːl
அமைந்தது	əmaɪnt̪ːu
அமைந்ததும்	əmaɪntəɾʊm
அமைந்தன	əmaɪn̪d̪ə
அமைந்தாலும்	əmaɪnt̪aːlə
அமைந்தால்	əmaɪn̪d̪oːl̪
அமைந்திருக்கிறது	əmaɪn̪d̪iɾuk̟ːiʈ̪ːo̝
அமைந்திருக்கும்	əmaɪn̪d̪iɾukːu
அமைந்திருந்தது	əmaɪn̪t̪uɾn̪t̪u
அமைந்திருப்பது	əmaɪn̪d̪iɾupːd̪u
அமைந்து	əmaɪn̪t̪u
அமைந்துள்ள	əmaɪn̪d̪uɭ̪ː
அமைந்துள்ளதாக	əmaɪn̪d̪uɭɭəɖɑgɑ
அமைந்துள்ளது	əmaɪn̪ɯɭɯ
அமைந்துள்ளன	əmaɪn̪uɭːəɭə
அமைந்துவிடுகிறது	əmaɪn̪duʋiɖoɽi
அமைந்துவிடும்	əmaɪn̪d̪uʋɨɳ
அமைந்துவிட்டது	əmaɪn̪d̪uʋɨʈːə
அமைப்பதற்காக	əmaɪppəɾkɑːgɑ
அமைப்பதற்கான	əmaɪpat̪ːəɳgaːn
அமைப்பதற்கு	əmaɪppəɖəɾkɯ
அமைப்பதால்	əmaɪppɐɾɑːl
அமைப்பதில்	əmaɪppad̪il
அமைப்பது	əmaɪppuɾɯ
அமைப்பதை	əmaɪpːɐɖəj
அமைப்பாக	əmaɪpːɑːg
அமைப்பான	əmaɪpːaːn
அமைப்பாளராக	əmaɪpːɑːɭɑːɾɑːg
அமைப்பாளரான	əmaɪpːɑːɭɑːɾɑːn
அமைப்பாளரும்	əmaɪpːɑːɭɯɾʊm
அமைப்பாளர்	əmaɪpːɑːlɛː
அமைப்பாளர்கள்	əmaɪppɑːɭɑːrgɑː
அமைப்பிடம்	əmaɪpːɨɖəm
அமைப்பினரும்	əmaɪpːiɳəɾu
அமைப்பினர்	əmaɪppinɐr
அமைப்பினை	əmaɪpːiɲ
அமைப்பின்	əmaɪppin
அமைப்பில்	əmaɪpːil
அமைப்பு	əmaɪppu
அமைப்புகளின்	əmaɪppugɑːlin
அமைப்புகளில்	əmaɪppuʈʈuʎ
அமைப்புகளுக்கு	əmaɪppuɭuʔu
அமைப்புகளும்	əmaɪppuɭum
அமைப்புகளை	əmaɪppuɭəj
அமைப்புகள்	əmaɪppugə
அமைப்புக்கு	əmaɪpukːu
அமைப்புச்	əmaɪpːuɕ
அமைப்பும்	əmaɪpːum
அமைப்பே	əmaɪpeː
அமைப்பை	əmaɪpːai
அமைப்பைச்	əmaɪpːai̯tʃ
அமைப்பைத்	əmaɪpːɨʈ
அமைப்பையும்	əmaɪpːaj
அமைப்போம்	əmaɪpːoːm
அமைய	əmaɪj
அமையலாம்	əmaɪjɛɭɛm
அமையவில்லை	əmaɪʋəɭiʎː
அமையாததால்	əmaɪaːd̪aːɭɑːl
அமையுமா	əmaɪumə
அமையும்	əmaɪm
அமைரா	əmaɪɾa
அமைவது	əmaɪʋɯʈu
அமோக	əmoːg
அமோகமாக	əmoːkəmaːgə
அம்	əm
அம்ச	əms
அம்சங்களுடன்	əms̪ŋgəɭɯʈ̪an
அம்சங்களையும்	əms̪ɳgəlaɪ̯ə
அம்சங்கள்	əmsəŋgəɭ
அம்சமாகும்	əms̪ːəmaːɣum
அம்சம்	əms̪ə
அம்பட்டி	əmp̚ɖi
அம்பதி	æmbɐti
அம்பத்தி	æm̩bɐt̪ːi
அம்பத்தூர்	æmbɐt̪ːuːr̩
அம்பயரிடம்	əmpajɾiɖəm
அம்பயரின்	əmbəjəɾin
அம்பயரும்	əmbəjəru
அம்பயரை	æmbaɪɾaɪ
அம்பயர்	æmbaɪər
அம்பயர்கள்	ə̃mbɐjərkɪr
அம்பரீஷ்	ə̃mʋɾiːʃ
அம்பலப்	əmbəlap̚
அம்பலப்படுத்தி	əmbələp̚ɖʈi
அம்பலப்படுத்தியுள்ளார்	əmpəlɐpɐɖʊt̪ːijul̪ːɑːr
அம்பலப்படுத்தும்	əmbələp̚ɖːum
அம்பலமாகியுள்ளது	əmbɐl̪əmag̟aiʲoːɭəɭ
அம்பலமானது	əmbəl̪əmaːn̪d̪u
அம்பாதி	əmpaːti
அம்பானி	əmbɑːni
அம்பானியின்	əmpaːn̪i
அம்பாரி	ɐmbaːɾi
அம்பி	ɐmbi
அம்பிகா	əmbɪkə
அம்பிரிஷ்	ə̃mbiɾɨʂ
அம்பு	ɐmbɯ
அம்பு	ə̃mbu
அம்புட்டு	əmpuʈːu
அம்புலி	ɐmbʊli
அம்பேத்கரின்	əmb̪eːʈk̪əɾin
அம்பேத்கர்	æmbɛːtgɑːr
அம்பேத்கார்	æmbɛːɖgaːr
அம்மணி	əmaɳi
அம்மணிக்கு	əmaɳiʋu
அம்மணியிடம்	əmaɳiɲiɖə̆m
அம்மணியின்	əmaɳiɳi
அம்மணியை	əmaɳiʲai
அம்மனாக	əmaːmənɑːgʌ
அம்மன்	əmaːm̩
அம்மா	əmaː
அம்மாதான்	əmaːdaːn
அம்மாநில	əmaːmaːnɪl
அம்மாநிலத்தில்	əmaːmaːn̪il̪t̪ɛl̪
அம்மாம்	əmaːm
அம்மாயி	əmaːj
அம்மாள்	əmaːɭ
அம்மாவட்ட	əmaːʋɑːʈː
அம்மாவாக	əmaːʋaːg
அம்மாவாகவும்	əmaːvaːgəgu
அம்மாவிடம்	əmaːʋiɖəm
அம்மாவின்	əmaːvaː
அம்மாவிற்கு	əmaːʋikːu
அம்மாவில்	əmaːmɑːli
அம்மாவுக்கு	əmaːʋuːkːu
அம்மாவுடன்	əmaːʋoːʈ̪an
அம்மாவும்	əmaːʋ
அம்மாவை	əmaːʋaɪ
அம்மாவைப்	əmaːʋaɪp
அம்மாவையும்	əmaːʋaɪ̯
அம்மி	ɐmːi
அம்மையார்	əmajaːr
அம்ரீந்தர்	ə̃mriːn̪d̪ər
அம்ருதா	əˈmɾuːd̪a
அம்ருதாவுக்கு	ə̃mruːd̪aːwukːi
அம்ருதாவை	ə̃mɾʊd̪aːʋaɪ̯
அம்லா	əml̪a
அயராது	ajɾaːdu
அயர்ச்சி	ɐjɐɾtɕːi
அயர்ன்	əjɐɾn
அயர்லாந்து	əjɾɪlɐːnt̪ə
அயர்லாந்துக்கு	əjɾəland̪ugːu
அயர்லாந்துடன்	ajɾɪlɑːn̪d̪uʈ̪
அயர்லாந்தை	ajɾɪlɑːn̪d̪aɪ̯
அயிங்கிசை	ɐjɪŋgɪsɐɪ̯
அயிட்டம்	ajɪt̪ːəm
அயுக்தா	əjugt̪aː
அயுக்தாவாக	əjʌk̟t̪aːʋaːg̟
அயுக்தாவை	əjugt̪aːʋaɪ
அயோத்தி	ɐjoːt̪ːi
அயோத்தியில்	ajoːt̪ːiʎ
அய்யங்கார்	ajjəŋgaːr
அய்யப்ப	ajːəpː
அய்யப்பன்	ajːɐpːɐn
அய்யய்யோ	ajːajːoː
அய்யர்	ajjəɾ
அய்யா	ajːa
அய்யாகண்ணு	ajːaːgaɳːu
அய்யாக்கண்ணு	ajːɑkːɑɳːu
அய்யோ	ajjo
அரக்கி	ɐɾɐkːi
அரக்கு	ɐɾɐkːɯ
அரக்கோணம்	əɾəkoːɳəm
அரங்கத்தில்	əɾəŋk̬ɐɭi
அரங்கமே	əɾəŋgəmeː
அரங்கம்	əɾəŋgəm
அரங்கிற்கு	əɾəŋigu
அரங்கில்	əɾəŋgil
அரங்கு	əɾəŋgu
அரங்குகளில்	əɾəŋuʈʈəɭ
அரங்குகள்	əɾəŋugə
அரங்கேற	əɾəŋgeːɾ
அரங்கேறி	əɾəŋgeːɾi
அரங்கேறின	əɾəŋgeːɾiɳ
அரங்கேறிய	əɾəŋgeːɾi
அரங்கேறியது	əɾəŋgeːɾit̪u
அரங்கேறியுள்ள	əɾəŋeːɾijulː
அரங்கேறியுள்ளது	əɾəŋgeːɾijɔɭt̪u
அரங்கேறும்	əɾəŋeːruːm
அரங்கேற்றி	əɾəŋgeːɾːi
அரங்கை	əɾəŋgaɪ
அரச	əɾaɾas
அரசன்	ɐɾɐsɐn
அரசன்	əɾɑːs̪ɐn̪
அரசமரபு	ɐɾɐsɐmɐɾɐbɯ
அரசர்	əɾɑːt̪ːəɾ
அரசல்	əɾɑːtsəl
அரசவை	ɐɾɐsɐʋɐɪ̯
அரசா	əɾɑːsɑː
அரசாக	əɾəgɑːgɑ
அரசாங்க	əɾɑːɾɑːŋğ
அரசாங்கத்தின்	əɾɑkɑŋkəɾi
அரசாங்கத்தை	əɾəkɑːŋkɑːʈːai
அரசாங்கமே	əɾɑːɾɑːŋgəmɛ
அரசாங்கம்	ɐɾɐsaːŋgɐm
அரசாங்கம்	əɾəʂaŋgəm
அரசாணை	əɾəɾɑːɳaɪ
அரசாணையை	əɾɑɾɑʂɑːɲɑj
அரசால்	əɾɑːsɑːl
அரசி	ɐɾɐsi
அரசிடமிருந்து	əɾəɕiɖəmiɾʈu
அரசிடம்	əɾəɕiɖəm
அரசிதழில்	əɾɑːɾɪt̪ːɑɻil
அரசின்	əɾaɾɪɳ
அரசியலமைப்பு	əɾɑːtɕijɑːlɑmɑjpu
அரசியலமைப்புச்	əɾɑːtɕijɑːlɑːmɑɪpːuʃ
அரசியலாக	əɾɑtɕijɑlɑːg̊
அரசியலின்	əɾɑtɕijəlin
அரசியலிலிருந்து	əɾɑːtɕijɨlɨɾʌɳt̪ə
அரசியலிலும்	əɾɑɾɨjɨlɨm
அரசியலில்	əɾɑːtɕijɪl̪
அரசியலுக்காக	əɾɑtɕijəɭukːɑːg
அரசியலுக்கான	əɾɑːtɕijəlʊkɑːn
அரசியலுக்கு	əɾəgiɾɯkːu
அரசியலுக்கும்	əɾɑtɕijəlukːu
அரசியலுக்குள்	əɾɑːtɕijəɭukɭ̪
அரசியலும்	əɾɑːtɕijəɭum
அரசியலே	əɾɑːtɕijəleː
