ــ	æ
التَّرْفِيهُ	aːltarfiːh
الترفيه	æltˁɾiːhɑj
التَّرْفِيهِيُّ	aːltarfiːhijj
التَّرَقُّبُ	aːltaraqqub
الترقوة	ɑɫtˈɾɑqwɑ
التَّرَقِّي	aːltaraqqiː
الترقية	æltˁɾˈqijja
التَّرْقيعُ	aːltarqiːʕ
التَّرْقِيمُ	aːltarqiːm
التَّرْكُ	aːltark
التَّرْكُ	aːlturk
التُّرْكُمَانُ	aːlturkumaːn
التَّرْكِيُّ	aːlturkijj
التركي	ɑlˈtɑɾki
التَّرْكِيبُ	aːltarkiːb
التركيب	æltɾakiːb
التركيبة	æltˤɑrkiːbæ
التركية	æltɾuːkja
التَّرْكِيزُ	aːltarkiːz
التركيز	ɑltɾɑkɑjʕ
الترم	ælˈtærm
التُّرْمُسُ	aːlturmus
التَّرْمِيمُ	aːltarmiːm
الترهات	æltærahat
التَّرَهُّلُ	aːltarahhul
التَّرْهِيبُ	aːltarhiːb
التُّرُوسُ	aːlturuːs
التروس	æltɾuːs
التَّرَوِّي	aːltarawwiː
التَّرْوِيجُ	aːltarwiːdʒ
الترويج	æltroːjɪg
التَّرْوِيحُ	aːltarwiːħ
التَّرْوِيضُ	aːltarwiːdˤ
التِّرْيَاقُ	aːltirjaːq
الترياق	tæltriːɑːq
التَّزَاحُمُ	aːltazaːħum
اِلْتِزَامٌ	iltizaːm
التزام	tˈlɪzɑːm
التَّزَامُنُ	aːltazaːmun
التَّزَاوُجُ	aːltazaːwudʒ
التزاوج	ɑltˤɑˈwɑg
التَّزَايُدُ	aːltazaːjud
التَّزَحْلُقُ	aːltazaħluq
التزحلق	tazħalɑq
التَّزَلُّجُ	aːltazalludʒ
التزلج	ɑltˤɑzˈlɑg
اِلْتَزَمَ	iltazama
التزم	tɑlˈtˤɑzm
اِلْتَزَمَ	ʔaltazim
اِلْتَزَمَتْ	aːltazammut
اِلْتَزَمَتْ	iltazamat
اِلْتَزَمَتْ	iltazamta
اِلْتَزَمَتْ	iltazamti
اِلْتَزَمَتْ	iltazamtu
التزمت	tazˈmɑt
التَّزَوُّدُ	aːltazawwud
التَّزْوِيجُ	aːltazwiːdʒ
التَّزْوِيدُ	aːltazwiːd
التَّزْوِيرُ	aːltazwiːr
التزوير	tˤazwiːr
التَّزْييفُ	aːltazjiːf
التَّزْيِينُ	aːltazjiːn
التزيين	ɑltˤiːziːn
التَّسَاؤُلُ	aːltasaːʔul
التساؤل	ɪltˈsˁɑːʔul
التساؤلات	ɪltˤɑːsˤɑːwlatˤ
التَّسَابُقُ	aːltasaːbuq
التَّسَارُعُ	aːltasaːruʕ
التَّسَاقُطُ	aːltasaːqutˤ
التَّسَامُحُ	aːltasaːmuħ
التسامح	ɑltˈsˁɑːmˤɑħ
التَّسَاهُلُ	aːltasaːhul
التَّسَاوِي	aːltasaːwiː
التَّسَبُّبُ	aːltasabbub
التسبب	ɪltɑsˈbɑg
التَّسْبِيحُ	aːltasbiːħ
التَّسَتُّرُ	aːltasattur
التستر	tɑlˈtɑstr
التَّسْجِيلُ	aːltasdʒiːl
التسجيل	tɪsˈgiːl
التسجيلات	ɪltasˈgilaːt
التَّسْدِيدُ	aːltasdiːd
التسديد	ɪltasˈdiːd
التَّسَرُّبُ	aːltasarrub
التسرب	tɑltˤɑsˈɾɑb
التَّسَرُّعُ	aːltasarruʕ
التسرع	ɑltɪˈɾɑsˤ
التَّسْرِيبُ	aːltasriːb
التسريب	tɑlˈtˤɑɾˈɾiːb
التَّسْرِيحُ	aːltasriːħ
التَّسْرِيعُ	aːltasriːʕ
التُّسْعُ	aːltisʕ
التُّسْعُ	aːltusʕ
التسع	talasˤa
التسعة	ɪltasˈʕa
التَّسْعِيرُ	aːltasʕiːr
التُّسْعَيْنِ	aːltisʕiːna
التسعينات	ɑltasˈʕajnɑt
التسعينيات	ɪltˤɑsˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈˈ
التسكع	talsˈkaʕ
التَّسْكِينُ	aːltaskiːn
التَّسَلُّحُ	aːltasalluħ
التَّسَلْسُلُ	aːltasalsul
التسلسل	talsˁil
التسلسلي	tɑlˈtɑslɑsˈli
التَّسَلُّطُ	aːltasallutˤ
التَّسَلُّقُ	aːltasalluq
التسلق	tɑlˈtɑsˤɑq
التَّسَلُّلُ	aːltasallul
التسلل	tɑlˈtˤɑsˤɑl
التسلية	tɑltaslijɑ
التَّسْلِيحُ	aːltasliːħ
التسليح	ɑltasliːħ
التَّسْلِيفُ	aːltasliːf
التَّسْلِيكُ	aːltasliːk
التَّسْلِيمُ	aːltasliːm
التسليم	tɑltɑsliːm
التَّسَمُّمُ	aːltasammum
التسمم	tɪsmːm
التَّسْمِيدُ	aːltasmiːd
التَّسْهِيلُ	aːltashiːl
التَّسَوُّسُ	aːltasawwus
التَّسَوُّقُ	aːltasawwuq
التسوق	tɑltɑsˈʔuːg
التسوّق	tˤɑsˈʔɑq
التَّسَوُّلُ	aːltasawwul
التسول	tˤasˈol
التسوية	ɪltasˈwiːʔa
التَّسْوِيفُ	aːltaswiːf
التَّسْوِيقُ	aːltaswiːq
التسويق	tɑsˈwiːq
التَّسْوِيقِيُّ	aːltaswiːqijj
التَّسَيُّبُ	aːltasajjub
التَّسْيِيرُ	aːltasjiːr
التَّشَاؤُمُ	aːltaʃaːʔum
التَّشَابُكُ	aːltaʃaːbuk
التَّشَابُهُ	aːltaʃaːbuh
التشابه	tˤɑʃˈɑːbɑ
التّشَادِيُّ	aːltʃaːdijj
التَّشَارُكُ	aːltaʃaːruk
التشاكرا	tæʃɑkɾɑ
التَّشَاوُرُ	aːltaʃaːwur
التَّشَاوُرِيُّ	aːltaʃaːwurijj
التَّشَبُّثُ	aːltaʃabbuθ
التَّشَبُّهُ	aːltaʃabbuh
التَّشْبِيهُ	aːltaʃbiːh
التَّشْجِيرُ	aːltaʃdʒiːr
التَّشْجِيعُ	aːltaʃdʒiːʕ
التشجيع	tæʃˈʒiːdʒ
التَّشْحِيمُ	aːltaʃħiːm
التَّشْخِيصُ	aːltaʃxiːsˤ
التشخيص	tæʃχiːðˈʃɑh
التَّشَدُّدُ	aːltaʃaddud
التَّشْدِيدُ	aːltaʃdiːd
التَّشَرُّدُ	aːltaʃarrud
التَّشَرْذُمُ	aːltaʃarðum
التَّشْرِيحُ	aːltaʃriːħ
التشريح	tæʃriːħ
التَّشْرِيدُ	aːltaʃriːd
التَّشْرِيعُ	aːltaʃriːʕ
التَّشْرِيعِيُّ	aːltaʃriːʕijj
التَّشْطِيبُ	aːltaʃtˤiːb
التَّشْغِيلُ	aːltaʃɣiːl
التشغيل	tæʃgiːl
التَّشْغِيلِيُّ	aːltaʃɣiːlijj
التَّشَفِّي	aːltaʃaffiː
التشفير	tæʃfiːr
التَّشَكُّلُ	aːltaʃakkul
التَّشْكِيكُ	aːltaʃkiːk
التشكيك	tæʃˈkiːk
التَّشْكِيلُ	aːltaʃkiːl
التشكيل	tæʃkiːl
التشكيلة	ɪltˈʃiːkɪlɑ
التَّشْكِيلِيُّ	aːltaʃkiːlijj
التَّشَنُّجُ	aːltaʃannudʒ
التَّشْهِيرُ	aːltaʃhiːr
التَّشَوُّهُ	aːltaʃawwuh
التَّشْوِيشُ	aːltaʃwiːʃ
التشويش	tæʃwiːʃ
التَّشْوِيقُ	aːltaʃwiːq
التشويق	tˈʃoːq
التَّشْوِيهُ	aːltaʃwiːh
التَّشَيُّعُ	aːltaʃajjuʕ
التّشِيكِيُّ	aːltʃiːkijj
التشيلو	tæʃiːlo
التّشِيلِيُّ	aːltʃiːliː
التّشِيلِيُّ	aːltʃiːlijj
التَّشْيِيدُ	aːltaʃjiːd
التَّشْيِيعُ	aːltaʃjiːʕ
التَّصَادُمُ	aːltasˤaːdum
التصادم	ɑltæsɑdæm
التصاريح	aːltasˤaːriːħ
التَّصَاعُدِيُّ	aːltasˤaːʕudijj
اِلْتِصَاقٌ	iltisˤaːq
التَّصَالُحُ	aːltasˤaːluħ
التَّصَامِيمُ	aːltasˤaːmiːm
التصاميم	æltæsɑːmiːm
التَّصَحُّرُ	aːltasˤaħħur
التَّصْحِيحُ	aːltasˤħiːħ
التصحيح	æltæsˈħiːħ
التَّصْحِيفُ	aːltasˤħiːf
التَّصَدُّعُ	aːltasˤadduʕ
التَّصَدِّي	aːltasˤaddiː
التصدي	ɑltasˈdiː
التَّصْدِيرُ	aːltasˤdiːr
التَّصْدِيقُ	aːltasˤdiːq
التصديق	æltasˈdiːq
التَّصَرُّفُ	aːltasˤarruf
التصرف	æltæsˤɑf
التصرّف	tɑsˈrˤɪf
التصرفات	æltæsˤirafˈɑt
التَّصْرِيحُ	aːltasˤriːħ
التصريح	æltasˈɾiːħ
التَّصرِيفُ	aːltasˤriːf
التصريف	æltæsˈriːf
التَّصْعِيدُ	aːltasˤʕiːd
التَّصْغِيرُ	aːltasˤɣiːr
التَّصَفُّحُ	aːltasˤaffuħ
التصفيات	ɑltɑsˈfiːʕɑt
التصفير	æltæsæˈɪr
التَّصْفِيقُ	aːltasˤfiːq
التصفيق	ɑltasˈfiːq
التَّصَلُّبُ	aːltasˤallub
التَّصْلِيحُ	aːltasˤliːħ
التصليح	æltasliːħ
التَّصْمِيمُ	aːltasˤmiːm
التصميم	æltæsˁiːm
التَّصَنُّعُ	aːltasˤannuʕ
التَّصْنِيعُ	aːltasˤniːʕ
التصنيع	æltˤɪsˈnɑjʕ
التَّصْنِيفُ	aːltasˤniːf
التصنيف	æltasˈnɪf
التَّصَوُّرُ	aːltasˤawwur
التصور	ɑltæsuːr
التَّصَوُّفُ	aːltasˤawwuf
التَّصْوِيبُ	aːltasˤwiːb
التصويب	æltˤɑwˈiːb
التَّصْوِيتُ	aːltasˤwiːt
التصويت	æltæsˈwiːt
التَّصْوِيرُ	aːltasˤwiːr
التصوير	æltæsˤuːɾij
التَّصْوِيرِيُّ	aːltasˤwiːrijj
التَّضَادُّ	aːltadˤaːdd
التَّضَارُبُ	aːltadˤaːrub
التَّضَارِيسُ	aːltadˤaːriːs
التضاريس	tɑtˤɑɾˈɪs
التَّضَامُنُ	aːltadˤaːmun
التَّضَامُنِيُّ	aːltadˤaːmunijj
التضحيات	ɑltiðˤɑhˈjˤɑːtˤ
التضحية	taɬðˤaχija
التَّضَخُّمُ	aːltadˤaxxum
التضخم	tɑtˈdˁɑxm
التَّضْخِيمُ	aːltadˤxiːm
التَّضْعِيفُ	aːltadˤʕiːf
التَّضْلِيلُ	aːltadˤliːl
التَّضْيِيقُ	aːltadˤjiːq
التَّطَابُقُ	aːltatˤaːbuq
التَّطَاوُلُ	aːltatˤaːwul
التَّطْبِيبُ	aːltatˤbiːb
التَّطْبِيعُ	aːltatˤbiːʕ
التَّطْبِيقُ	aːltatˤbiːq
التطبيق	ɑltæˈpɪk
التطبيقات	ɑltæpliːqaːt
التَّطْبِيقِيُّ	aːltatˤbiːqijj
التَّطْبِيلُ	aːltatˤbiːl
التَّطَرُّفُ	aːltatˤarruf
التَّطَرُّقُ	aːltatˤarruq
التَّطْرِيزُ	aːltatˤriːz
التَّطْعِيمُ	aːltatˤʕiːm
التطفل	tˤɑtˤɑfˈl
التَّطَلُّعُ	aːltatˤalluʕ
التَّطْهِيرُ	aːltatˤhiːr
التطهير	ɪttæpˈhiːr
التَّطَوُّرُ	aːltatˤawwur
التطور	talatuːr
التطورات	ɑltɑwɑˈɾɑt
التَّطَوُّعُ	aːltatˤawwuʕ
التطوع	tatˈtˤuːʕ
التَّطَوُّعِيُّ	aːltatˤawwuʕijj
التَّطْوِيرُ	aːltatˤwiːr
التطوير	ɑltæɾæjɑʕ
التَّطْوِيلُ	aːltatˤwiːl
التَّظَاهُرُ	aːltaðˤaːhur
التظاهر	tæðˈðæːhir
التَّظَلُّمُ	aːltaðˤallum
التَّظْهِيرُ	aːltaðˤhiːr
التَّعَابِيرُ	aːltaʕaːbiːr
التعابير	ɪltæˈʕɑːbɪr
التَّعَادُلُ	aːltaʕaːdul
التعادل	tavaːdil
التَّعَارُضُ	aːltaʕaːrudˤ
التعارف	ɑltiʕɑːɾɪf
التعاريف	aːltaʕaːriːf
التَّعَازِي	aːltaʕaːziː
التعازي	talaːziː
التعاسة	talaʕasa
التَّعَاضُدُ	aːltaʕaːdˤud
التَّعَاطُفُ	aːltaʕaːtˤuf
التعاطف	talaːtiːf
التَّعَاطِي	aːltaʕaːtˤiː
التعاطي	talaːtˤiː
التَّعَافِي	aːltaʕaːfiː
التعافي	talaːfiː
التَّعَاقُدُ	aːltaʕaːqud
التعاقد	tælˈtæqɑd
التَّعَالِيقُ	aːltaʕaːliːq
التّعَاليمُ	aːltaʕaːliːm
التَّعَامُلُ	aːltaʕaːmul
التعامل	tadaːmil
التَّعَاوُنُ	aːltaʕaːwun
التعاون	tælˈʕɑːwɑn
التَّعَاوُنِيُّ	aːltaʕaːwunijj
التعاويذ	tælʕɑːwið
التَّعَايُشُ	aːltaʕaːjuʃ
التعايش	talaːʕiːʃ
التَّعَبُ	aːltaʕb
التعب	talaβa
التعبئة	ɑltibiʕa
التَّعَبُّدُ	aːltaʕabbud
التَّعْبِيرُ	aːltaʕbiːr
التعبير	ɑltibɑːˈɾɑjb
التَّعْبِيرِيُّ	aːltaʕbiːrijj
التَّعْتِيمُ	aːltaʕtiːm
التَّعَجُّبُ	aːltaʕadʒub
التَّعْجِيلُ	aːltaʕdʒiːl
التَّعْدَادُ	aːltaʕdaːd
التَّعَدُّدُ	aːltaʕaddud
التَّعَدِّي	aːltaʕaddiː
التعدي	ɑltˁɑˈdiː
التَّعْدِيلُ	aːltaʕdiːl
التعديل	ɑltæʕiːdˤil
التعديلات	ɑltˁɑʕɪˈlɑːt
التَّعْدِينُ	aːltaʕdiːn
التعدين	tæltæʕiːðin
التَّعْذِيبُ	aːltaʕðiːb
التعذيب	talaʕiːðib
التَّعَرُّضُ	aːltaʕarrudˤ
التعرّض	ɑltˁɑrːdˁ
التعرض	ɪltɑɾˈʕɪdˤ
التَّعَرُّفُ	aːltaʕarruf
التعرّف	tɑltaʕrːɪf
التعرف	tɑlˈtɑrɪf
التَّعَرُّقُ	aːltaʕarruq
التعرق	taʕarq
التَّعَرِّي	aːltaʕarriː
التعري	talariː
التَّعْرِيبُ	aːltaʕriːb
التَّعْرِيضُ	aːltaʕriːdˤ
التَّعْرِيفُ	aːltaʕriːf
التعريف	tælriːf
التَّعْرِيفِيُّ	aːltaʕriːfijj
التَّعْزِيرُ	aːltaʕziːr
التَّعْزِيزُ	aːltaʕziːz
التعزيزات	ɪltɑˈʕɪzɪmɑt
التَّعَسُّفُ	aːltaʕassuf
التَّعَسُّفِيُّ	aːltaʕassufijj
التَّعَصُّبُ	aːltaʕasˤˤub
التَّعْطِيلُ	aːltaʕtˤiːl
التَّعْظِيمُ	aːltaʕðˤiːm
التَّعَفُّنُ	aːltaʕaffun
التعقب	talaqab
التَّعَقُّلُ	aːltaʕaqqul
التَّعْقِيبُ	aːltaʕqiːb
التَّعْقِيدُ	aːltaʕqiːd
التعقيد	tˤɑʕqɪd
التعقيدات	talaʕiqiːdaːt
التَّعْقِيمُ	aːltaʕqiːm
التَّعَلُّقُ	aːltaʕalluq
التعلق	talaʕaʃ
التَّعَلُّمُ	aːltaʕallum
التعلّم	ɑltɑˈlɑm
التعلم	talim
التَّعْلِيقُ	aːltaʕliːq
التعليق	talaːʔiːq
التعليقات	tɑlteliːqɑt
التَّعْلِيلُ	aːltaʕliːl
التَّعْلِيمُ	aːltaʕliːm
التعليم	talaːliːm
التعليمات	tælɪmɑːmɑːt
التَّعْلِيمِيُّ	aːltaʕliːmijj
التعليمي	ɑltˁɑliːmiː
التعليمية	ɑltiʕɑliːmijja
التَّعَمُّقُ	aːltaʕammuq
التعميد	ɑltˁɑmiːd
التَّعْمِيرُ	aːltaʕmiːr
التَّعْمِيمُ	aːltaʕmiːm
التَّعَنُّتُ	aːltaʕannut
التَّعَهُّدُ	aːltaʕahhud
التَّعَوُّدُ	aːltaʕawwud
التعود	tɑlˈtɑwɪd
التعويذة	ɑltˤɑˈwiːðˤɑ
التَّعْوِيضُ	aːltaʕwiːdˤ
التعويض	taliːʕuːdˤ
التَّعْوِيمُ	aːltaʕwiːm
التَّعِيسُ	aːltaʕiːs
التعيس	tæˈʕiːs
التعيسة	tæʕiːsa
التَّعْيِينُ	aːltaʕjiːn
التعيين	tɑltiʕiːn
التَّغَاضِي	aːltaɣaːdˤiː
التغاضي	ɑltæɣɑdˤi
التَّغَافُلُ	aːltaɣaːful
التغذية	tˈgiːððˤa
التَّغْرِيبُ	aːltaɣriːb
التَّغْرِيدُ	aːltaɣriːd
التغطية	tɑltɑɣˈbɪja
التَّغَلُّبُ	aːltaɣallub
التغلّب	tɑlˈtɑgɫˤ
التغلب	tˤɑgɫeb
التَّغَلْغُلُ	aːltaɣalɣul
التَّغْلِيفُ	aːltaɣliːf
التغوّطِ	taɫˈguːtˤi
التغوّط	tɑltɑˈguːtˤ
التغوط	tˤɑgˈɑwˤ
التَّغَيُّبُ	aːltaɣajjub
التَّغَيُّرُ	aːltaɣajjur
التغير	ɑltˈħɪjɑr
التغيّر	tɑlˈtˤɪrˤ
التغيرات	tælˈtæħiːgi
التَّغْيِيبُ	aːltaɣjiːb
التَّغْيِيرُ	aːltaɣjiːr
التغيير	tɑlˈtæħˈɑːjɪ
التغييرات	ɑltæħæjˈjɑːɾɑːt
اِلْتَفَّ	aːltuff
اِلْتَفَّ	iltaffa
التف	tˤɑf
اِلْتَفَّ	ʔaltaff
التَّفَاؤُلُ	aːltafaːʔul
التفاؤل	talafaːwl
اِلْتِفَاتٌ	iltifaːt
التُّفَّاحُ	aːltuffaːħ
التفاح	tæfɑːħ
التفاحة	talaːha
التَّفَاخُرُ	aːltafaːxur
التفاخر	talafɑxir
التَّفَاسِيرُ	aːltafaːsiːr
التَّفَاصِيلُ	aːltafaːsˤiːl
التفاصيل	tæltɑfɑˈwiːθij
التَّفَاضُلُ	aːltafaːdˤul
التَّفَاعُلُ	aːltafaːʕul
التفاعل	ɑltæfˈɑliːʔ
التَّفَاعُلِيُّ	aːltafaːʕulijj
اِلْتِفَافٌ	iltifaːf
التفاف	taltˈfɑf
التَّفَانِي	aːltafaːniː
التَّفَانِي	iltaffaːniː
التفاهات	talafaːhat
التفاهة	talefhaha
التَّفَاهُمُ	aːltafaːhum
التَّفَاهُمُ	iltaffaːhum
التفاهم	talafaham
التَّفَاوُتُ	aːltafaːwut
التَّفَاوُضُ	aːltafaːwudˤ
التفاوض	taltifɑːq
التَّفَاوُضِيُّ	aːltafaːwudˤijj
اِلْتَفَتَ	iltafata
اِلْتَفَتَ	iltafatta
اِلْتَفَتَ	iltafatti
اِلْتَفَتَ	iltafattu
اِلْتَفَتَ	iltaffat
التفت	tˤaft
اِلْتَفَتَ	ʔaltafit
اِلْتَفَتَتْ	aːltafattut
اِلْتَفَتَتْ	iltafatat
التَّفَتُّحُ	aːltafattuħ
التَّفْتِيتُ	aːltaftiːt
التَّفْتِيشُ	aːltaftiːʃ
التفتيش	ɑltɑftiːʃ
التَّفْجِيرُ	aːltafdʒiːr
التفجير	ɑltɑfdʒɪr
التفجيرات	talfadʒiːraːt
التَّفَرُّدُ	aːltafarrud
التَّفَرُّغُ	aːltafarruɣ
التَّفَرُّقُ	aːltafarruq
التفرقة	ɑltɪfˈɾiːga
التَّفْرِيطُ	aːltafriːtˤ
التَّفْرِيغُ	aːltafriːɣ
التَّفْرِيقُ	aːltafriːq
التفريق	talefriːq
التَّفْسِيرُ	aːltafsiːr
التفسير	ɪltiˈfɑsˤɑr
التَّفْسِيرِيُّ	aːltafsiːrijj
التَّفْصِيلُ	aːltafsˤiːl
التَّفْصِيلِيُّ	aːltafsˤiːlijj
التَّفَضُّلُ	aːltafadˤˤul
التَّفْضِيلُ	aːltafdˤiːl
التَّفْعِيلُ	aːltafʕiːl
التَّفَكُّرُ	aːltafakkur
التَّفَكُّكُ	aːltafakkuk
التَّفْكِيرُ	aːltafkiːr
التفكير	tɑfˈkiːr
التَّفْكِيكُ	aːltafkiːk
التَّفَنُّنُ	aːltafannun
التَّفَهُّمُ	aːltafahhum
التَّفَهُّمُ	iltaffahum
التَّفَهُّمُ	ʔaltaffhm
التَّفَوُّقُ	aːltafawwuq
التفوق	ɑltɑfuːq
التَّفْوِيتُ	aːltafwiːt
التَّفْوِيضُ	aːltafwiːdˤ
التفويض	tælefwiːdˤ
اِلْتِقَاءٌ	iltiqaːʔ
التَّقَابُلُ	aːltaqaːbul
التَّقَادَمُ	aːltaqaːdim
التَّقَادَمُ	aːltaqaːdum
التَّقَارُبُ	aːltaqaːrub
التقارب	talaqɑrɑb
التّقَاريرُ	aːltaqaːriːr
التقارير	tˈɑltˈɑɾˈɑjˈɑrˈɑjˈɑr
التَّقَاسُمُ	aːltaqaːsum
التَّقَاضِي	aːltaqaːdˤiː
اِلْتِقَاطٌ	iltiqaːtˤ
التقاط	tælˈtɑʔ
التَّقَاطُعُ	aːltaqaːtˤuʕ
التقاطع	talaːqaːtˤuʕ
التقاطها	tˤɑqˈtˤɑħɑ
التَّقَاعُدُ	aːltaqaːʕud
التقاعد	talaːqɑːʕid
التقاعدي	talaːgiːðiː
التَّقَاعُسُ	aːltaqaːʕus
التَّقَالِيدُ	aːltaqaːliːd
التقاليد	tæltəqaːˈdiːjaː
التقبيل	ɪltˈqɑbiːl
التقت	tɑlˈtɑqɑt
التَّقَدُّمُ	aːltaqaddum
التقدم	ɑltægˈmɑdʒ
التقدّم	ɪltˈqɑdːʕm
التَّقَدُّمِيُّ	aːltaqaddumijj
التَّقْديرُ	aːltaqdiːr
التقدير	ɑltɑqdiːr
التقديرات	ɪltˈqɪdˈɪrɑt
التَّقْديسُ	aːltaqdiːs
التَّقْديمُ	aːltaqdiːm
التقديم	ɑltˈqɑmɑ
التَّقَرُّبُ	aːltaqarrub
التقرب	tˤɑqˈɾɑb
التَّقْريبُ	aːltaqriːb
التَّقْريرُ	aːltaqriːr
التقرير	ɑltɑrˈbiːʕ
التَّقْسيطُ	aːltaqsiːtˤ
التَّقْسِيمُ	aːltaqsiːm
التقسيم	ɑltɑqsiːm
التَّقَشُّفُ	aːltaqaʃʃuf
التَّقْشيرُ	aːltaqʃiːr
التَّقَصِّي	aːltaqasˤˤiː
التَّقْصيرُ	aːltaqsˤiːr
اِلْتَقَطَ	iltaqatˤa
التقط	tɑtˤɑqˤ
اِلْتَقَطَ	ʔaltaqitˤ
التقطت	talatˈqɑtˤ
التقطتها	ɪltɑqˈtˤɑhɑ
التقطه	tɑlˈtɑqˤɑh
التقطها	ɑltɑqtˁɑhˁɑ
التقطي	ɑltɑqti
التَّقْطيرُ	aːltaqtˤiːr
التَّقْطيعُ	aːltaqtˤiːʕ
التقطيع	tɑltɑqtiːʕ
التَّقَلُّبُ	aːltaqallub
التَّقْليدُ	aːltaqliːd
التقليد	talaːqiːd
التَّقْليدِيُّ	aːltaqliːdijj
التقليدي	ɑltˁɑliːdiː
التقليدية	ɪltˤɑqɫiːdˤijjɑ
التَّقْليصُ	aːltaqliːsˤ
التَّقْليلُ	aːltaqliːl
التقليل	tɑltɑqlɪl
اِلْتَقِنِي	aːltaqnijj
التقني	ɪttɑqniː
التقنيات	ɑltiqiːnaːtˤ
التقنية	ɑltiqiːˈnɑjja
التقنين	aːltaqniːn
التَّقْويمُ	aːltaqwiːm
التقويم	ɑltɑqˈwiːm
اِلْتَقَى	aːltaqaː
اِلْتَقَى	aːltuqaː
اِلْتَقَى	iltaqaː
التقى	talaqija
اِلْتَقَى	ʔaltaqaː
اِلْتَقِي	aːltaqijj
التقي	tɑˈlɑqi
اِلْتَقِي	ʔaltaqiː
التَّقَيُّؤُ	aːltaqajjuʔ
التقيؤ	tˤɑqiʔ
