અં	ə̃ː
કોચી	kɔtʃi
કોચીમાં	kɔtʃiːmɑ̃
કોચે	kɔtʃe
કોચોની	kɔtʃoːni
કોચ્ચિ	kɔtʃtʃi
કોચ્ચિમાં	koʈʈʈimaːn
કોઝિકોડ	kɔdʒɪkɔɖ
કોઝિકોડની	koɻigoɽɳi
કોઝી	kɔzʒi
કોટક	kɔːʈk
કોટડા	kɔːʈɖɑː
કોટમાં	kɔːʈmɑ̃
કોટરેલે	kɔːʈʌɾeːle
કોટલા	kɔːʈlə
કોટલાથી	kɔːʈləʈʰi
કોટલામાં	kɔːʈləmaːn
કોટા	kɔːʈə
કોટાની	kɔːʈaːni
કોંટેસ્ટ	koːn̪teːs̪t̪
કોંટેસ્ટમાં	kõː̃t̪es̪t̪mɑ̃
કોઠારીની	koʈʰaːɾiːniː
કોઠાસૂઝના	kɔʈʰɑsuːdʒnɑ
કોડ	kɔɖ
કોડની	kɔɳi
કોડને	kɔɖne
કોડનેમ	koːɖneːm
કોડનો	kɔɖno
કોડમાં	kɔɖmɑ̃
કોડવર્ડ	kɔɖʋəɾɖ
કોડવર્ડની	koːɖʋəɾɖniː
કોડવર્ડ્સ	kɔɖʋərɖs
કોણ	kɔɳ
કોણપણ	kɔɳpəɳ
કોણાર્ક	kɔɳaːɾk
કોણી	kɔɳi
કોણે	kɔɳe
કોથાજિત	kɔtʰɑdʒɪt̪
કોન	kɔn
કોના	kɔnə
કોની	kɔni
કોનું	kʰoŋgi
કોને	kʰoɳe
કોનો	kɔn̪o
કોન્ટીકો	koːn̪ʈiːkoː
કોન્ટેક્ટ	koːn̪t̪ɛkːʈ
કોન્ટેન્ટ	kəʊnt̪eːn̪ʈ
કોન્ટ્રાકટ	koːn̪t̪ɾɑkʈʰ
કોન્ટ્રાકટમાં	kɔn̪t̪ɾɑkʈmɑ̃
કોન્ટ્રાક્ટ	koːn̪t̪ɾɑkʈʰ
કોન્ટ્રાક્ટર	koːn̪t̪ɾɑkʈɾə
કોન્ટ્રેક્ટ	koːn̪t̪ɾɛkʈʈ
કોન્ટ્રેક્ટનાં	kɔn̪t̪ɾɛkʈəɳ̪eː
કોન્ટ્રોવર્સિ	kɔn̪t̪ɾoʋɾsɪ
કોન્ટ્રોવર્સી	kɔnʈroʋɾsi
કોન્ડમ	kɔ̃ɳɖəm
કોન્ડમનો	kɔ̃ɳɖəmo
કોન્ડોમ	kɔ̃ɳɖoːm
કોન્ફરન્સ	kɔn̪pʰɾəns
કોન્ફરન્સને	kɔn̪ɸərəns̪n̪e
કોન્ફરન્સમાં	kɔn̪pʰɾən̪s̪mɑ̃
કોન્ફર્ન્સ	kɔn̪pʰɑɾns
કોન્ફિડેન્ટ	kɔn̪ɸɪd̪e̞n̪t̪
કોન્ફેડરેશન	kɔnfeːd̪reːʃən
કોન્ફેરંસ	kɔn̪pʰeɾəns
કોન્ફ્રન્સની	kɔn̪fɾən̪s̪ni
કોન્ફ્રેન્સમાં	kɔnfrɛnsmɑ̃
કોન્સર્ટને	kɔ̃sɛɾtnɛ
કોન્સેપ્ટ	kɔ̃sɛpʈ
કોન્સેપ્ટમાં	kɔ̃sɛpʈmɑ̃
કોપર	kɔpəɾ
કોપરમાં	kɔpərmɑ̃
કોપી	kɔpiː
કોપીનું	koːpiːn̪d̪ʑə
કોપીનો	kɔpiːno
કોપીરાઇટનું	koːpiɾɑɪʈʰʊn̪dʒe
કોંફરંસ	kɔ̃pʰəɾə̃s
કોફી	kɔɸi
કોંફ્રેન્સ	kɔ̃ːpʰrɛːns
કોબરા	kɔbɾə
કોબાયાશીએ	koːbɑjɑːʃiːe
કોબ્રા	koːbɾə
કોબ્રાપોસ્ટના	koːbɾɑːpoːstnɑː
કોબ્રાપોસ્ટે	kɔbɾɑːpɔːste
કોમ	kɔːm
કોમન	koːmən
કોમનવેલ્થ	koːmənʋeːl̪ʋʌθ
કોમના	kɔmna
કોમની	koːmniː
કોમર્શિયલ	koːmərʃiʌl
કોમર્શ્યિલ	kɔmərʃɪl
કોમર્સ	koːmərs
કોમર્સના	kɔmərznɑ
કોમર્સની	kɔmərsn̪i
કોમર્સનો	kɔmərsn̪o
કોમર્સમાં	kɔmərzmɑ̃
કોમળ	kɔmɾ̆
કોમુરા	kɔmʊɾɑ
કોમુરાને	koːmoːɾɑ̃ne
કોમે	kɔːme
કોમેડિયન	kɔmɛɖiən
કોમેડી	kɔmɛɖi
કોમેડીથી	kɔmɛɖiːt̪ʰi
કોમેડીના	koːmeːɖiːnə
કોમેન્ટ	kɔːmeːn̪ʈ
કોમેન્ટ્રી	koːmeːn̪t̪ɾiː
કોમોડિટિ	koːmoːɖɪt̪i
કોમોડિટી	kɔmɔɖɪti
કોમોડિટીની	koːmoːɖɪtiːniː
કોમોડિટીને	kɔmoɽiʈiːne
કોમોલિકા	kɔmoːlɪkɑ
કોમ્પયુટરના	kɔmpjʊʈəna
કોમ્પલેક્સ	koːmplɛks
કોમ્પિટિશન	kɔmpɪtɪʃn
કોમ્પેક્ટ	kɔmpeːkʈ
કોમ્પ્યુટર	koːmpjʊʈəɾ
કોમ્પ્યુટરના	koːmpjʊʈɾnɑ
કોમ્પ્યુટરીકરણ	koːmpt̪ʰʋɾikəɾɳ
કોમ્પ્યુટર્સમાં	koːmpjʊʈəɾsmeːn
કોમ્પ્રિહેન્સિવ	koːmpriheːnsiv
કોમ્પ્રોમાઈઝ	kɔmpɾoːmaɪz
કોમ્બિનેશન	koːmbɪneʃən
કોમ્બીનેશન	koːmbɪneːʃən
કોમ્યુટરના	kɔmjut̪ɾnɑ
કોમ્યુનિકેશન	koːmjʊnɪkɛʃn
કોમ્યુનિકેશનના	kɔːmjʉnɪkɛʃnə
કોમ્યુનિકેશન્સ	koːmjʊnɪkɛʃəns
કોમ્યૂનિકેશનનો	kɔmjuniːkɪʃənno
કોર	kɔːr
કોરને	kɔːɾne
કોરસ	kɔːɾəs
કોરાકાકી	kɔɾɑkɑki
કોરિઆમાં	kɔɾiɑ̃mɑ̃
કોરિયન	koːɾiːjən
કોરિયા	kɔɾiːjɑ
કોરિયાઇ	koɾijɑɪ
કોરિયાથી	kɔɾiʲɑːt̪ʰi
કોરિયાના	kɔɾiːjɑːnɑ
કોરિયાની	koɾijɑːniː
કોરિયામાં	kɔɾiʝɑːmɑ̃
કોરિયોગ્રાફ	kɔɾijɔgɾɑːf
કોરિયોગ્રાફર	kɔɾijogɾɑːfɾə
કોરી	kɔːɾi
કોરીડોર	kɔɾiːɾoːɾ
કોર્ટ	kɔːɾʈ
કોર્ટથી	kɔːɾʈʰe
કોર્ટના	kɔːɾʈnə
કોર્ટનું	kɔːɾʈn̪ʌ
કોર્ટને	kɔːɾʈnɛ
કોર્ટનો	kɔːɾʈno
કોર્ટમાં	kɔːɾʈmɑ̃
કોર્ટમાંથી	kɔːɾʈmɑ̃n̪tʰi
કોર્ટે	kɔːrɾe
કોર્ટેક્સ	kɔːɾt̪ɛkʰs
કોર્ટેને	kɔːɾeːnɛ
કોર્નર	kɔːrn̪ɾ
કોર્નરને	kɔːrn̪n̪e
કોર્નિંગ	kɔːɾnɪŋ
કોર્પ	kɔːɾp
કોર્પોરેટ	kɔːɾpoɾeːʈ
કોર્પોરેશન	koːɾpoɾeʃn̪
કોર્પોરેશનનો	koːɾpoɾeʃoːno
કોર્પોરેશનમાં	koːɾpoɾeʃənmɑ̃
કોર્પોરેશના	kɔːɾpoɾeʃnə
કોર્પોરેશને	koːɾpoɾeʃne
કોર્મશિયલ	kɔːrmʃiəl
કોર્મસ	kɔːɾməs
કોર્સમાં	kɔːrsə̃
કોર્સિસને	kɔːɾsɪsn̪e
કોલ	kɔl
કોલકતા	kɔləkət̪ə
કોલકતાએ	kɔləkʈɑe
કોલકતાની	kɔləkʈaːni
કોલકતાનો	kɔləkʈɑːno
કોલકતામાં	kɔləkʈɑmɑːn
કોલકતામાંથી	kɔləkʈɑːmɑ̃tʰi
કોલકત્તા	kɔləkəʈʈɑ
કોલકત્તાથી	kɔləkʌt̪ːʌhi
કોલકત્તાની	kɔləkʌt̪ːɑːni
કોલકત્તાને	kɔləkʌt̪ːɑ̃ne
કોલકત્તામાં	kɔləkʌt̪ːɑ̃
કોલકાતા	kɔləkɑːt̪ə
કોલકાતાએ	kɔləkɑtɑe
કોલકાતાના	kɔləkɑːt̪ɑ̃
કોલકાતાની	kɔləkɑːt̪ɑːni
કોલકાતાને	kɔləkɑːt̪ɑːn̪e
કોલકાતાનો	kɔləkɑːt̪ɑ̃no
કોલકાતામાં	kɔləkɑtɑmɑː
કોલકાત્તા	kɔləkɑttɑ
કોલકાત્તાની	kɔləkɑt̪t̪ɑːni
કોલગેટ	kɔləgɛʈ
કોલની	kɔln̪i
કોલનો	kɔln̪o
કોલંબિયન	kɔl̪əmbɪjən
કોલંબિયા	koːlʌmbiːjɑː
કોલંબો	kɔlɑmbɔ
કોલંબોના	kɔlɑ̃boːnə
કોલંબોમાં	kɔlɑmbɔ̃
કોલમમાં	kɔləm̆mæ̃
કોલર્સને	kɔlɾsne
કોલલાતા	kɔlɑlɑt̪ɑ
કોલસા	kɔl̪s̪ə
કોલસાના	kɔl̪s̪ɑːn̪ə
કોલસાની	kɔl̪s̪aːni
કોલસાનું	kɔl̪s̪ɑːnu
કોલસાનો	kɔl̪s̪ɑːn̪o
કોલસો	kɔlso
કોલા	kɔlɑ
કોલાની	kɔlɑːni
કોલાને	kɔlɑne
કોલાવેરી	kɔləʋeɾi
કોલિંગ	kɔlɪŋ
કોલિન	kɔlɪn
કોલેજ	kɔleːdʒ
કોલેજના	kɔleːʒnə
કોલેજની	kɔleːʤni
કોલેજનો	kɔleːʒno
કોલેજમાં	kɔleːʤmɑ̃
કોલેજમાંથી	kɔleːʐmɑ̃tʰi
કોલેજોને	kɔleːʒoːne
કોલોનાઈઝેશનની	kɔlɔnɑiʒeʃənni
કોલ્ટર	kɔɭʈəɾ
કોલ્ડ	kɔɭɖ
કોલ્ડપ્લે	kɔːld̪pʰleː
કોલ્સ	kɔl̪s
કોલ્સનો	kɔlːsno
કોલ્હાપુરે	kɔlʰɑːpuɾe
કોવિંદે	kəʋɪnd̪e
કોશિશ	kɔʃɪʃ
કોશિશમાં	koʃiʃmæ̃
કોશિશો	koʃiʃo
કોશિષ	kɔʃɪʃ
કોશી	kɔʃi
કોષ	kɔːʂ
કોષને	kɔʂne
કોષાધ્યક્ષ	kɔʂɑːd̪ʰjəkʂ
કોસિસ	kɔsɪs
કોસ્ચ્યુમનું	koːʃtʃʰjumˈn̪uɾe
કોસ્ટ	kɔsʈ
કોસ્ટને	kɔst̪n̪e
કોસ્ટમાં	kɔsʈʰmɑ̃
કોસ્ટલ	kɔst̪əl̪
કોસ્તવ	kɔsʈʋ
કોસ્મોપોલિટન	koːsmoːpoːlɪt̪ən
કોહણી	kɔhɑɲi
કોહરામ	kɔɦɾɑːm
કોહલી	kɔɦli
કોહલીએ	kɔɦliːe
કોહલીના	kɔɦliːnə
કોહલીની	kɔɦliːniː
કોહલીનું	kɔɦliːn̪d̪ʌ
કોહલીને	kɔɦliːnɛ
કોહલીનો	kɔɦliːno
કોહલીમાં	kɔɦliːmɑ̃
કોળિયો	kɔɭɪjo
કૌટુમ્બિક	koʊʈumbig
કૌન	koʊn
કૌભાંડ	koʊbʰɑ̃ɖ
કૌભાંડના	koʊbʰɑ̃ɳɑ̃
કૌભાંડને	koʊbʰɑ̃ɳe
કૌભાંડમાં	koʊbʰɑ̃ɖmɑ̃
કૌભાંડોથી	koʊbʰɑ̃ɳɖoʈʰi
કૌભાંડોને	koʊbʰɑ̃ɖoːne
કૌર	koːr
કૌરઃ	koʊɾə
કૌરને	kɔːrnɛ
કૌરવો	kɔːɾʋo
કૌરે	kɔːre
કૌલ	koːl
કૌશલ	koʊʃəl
કૌશલથી	koʊʃəl̪t̪ʰi
કૌશલ્ય	koʊʃəl̪j
કૌશલ્યથી	koʊʃəl̪ʲt̪ʰi
કૌશલ્યને	koʊʃəljəne
કૌશલ્યોને	koʊʃəljoːne
કૌશિક	koʊʃɪk
ક્યા	kʰjə
ક્યાં	kʲɑ̃
ક્યાંક	gjɑ̃ːk
ક્યાંકને	gjɑ̃ːkne
ક્યાંથી	kʲə̃ʈʰi
ક્યાંય	kyɑ̃j
ક્યાંયકને	kʲɑ̃jəkne
ક્યાંયથી	kyɑ̃jəθi
ક્યારથી	gjɑːɾʈʰi
ક્યારના	kajəɾna
ક્યારની	kyɑːrniː
ક્યારય	kjaːɾə
ક્યારે	kajɛɾe
ક્યારેક	kjaːrɛk
ક્યારેય	kyɑːɾeː
ક્યારેયપણ	gjɑːɾeːpəɳ
ક્યાસ	kajəs
ક્યુઆઇપી	kjuɑipʰi
ક્યુઆઇપીની	kijʌipʰiniː
ક્યુએફઆઈ	kyuæfai
ક્યુએસઆર	kjuɛsɑːr
ક્યુંકી	kyeki
ક્યુટ	kyʊʈ
ક્યુબામાં	kyuːbɑːmɑːn
ક્યુમુલેટિવ	kyuːmuleːtiːv
ક્યુમુલેટિવની	kyuːmuleːt̪ɪʋniː
ક્યૂ	kyuː
ક્યૂઇ	kyːi
ક્યૂટ	kjuːʈ
ક્યૂરેટર	kyːreːʈəɾ
ક્યોંકિ	koŋki
ક્યોરા	koːra
ક્રમ	krəm
ક્રમના	krəmnə
ક્રમની	krəmniː
ક્રમનું	krəmn̪uɳgɑ
ક્રમને	krəmne
ક્રમનો	krəmno
ક્રમમાં	krəmmaːn
ક્રમશઃ	krəməʃə
ક્રમશ	krəmʃ
ક્રમશહ	krʌmʃə
ક્રમાંક	krəmaːŋk
ક્રમાંકના	krəmaːŋkə
ક્રમાંકનું	krəmaːŋkʊnd̪u
ક્રમાંકે	krəmaːke
ક્રમાકે	krʌməke
ક્રમે	krʌme
ક્રમોનું	krʌmoːn̪dʒi
ક્રયું	kɾəjũ
ક્રવાનો	krəʋɑːno
ક્રાઇમ	krɑɪm
ક્રાઇસિસના	krɑɪsɪsnɑ
ક્રાઇસિસની	krɑɪsɪsn̪i
ક્રાઈમ	kɾaiːm
ક્રાઈમબ્રાંચના	krɑɪmbrɑ̃tʃnɑ
ક્રાઉન	kɾɑ̃u̯n
ક્રાંતિ	krə̃ːti
ક્રાંતિના	krə̃ːtinɑ
ક્રિએટ	krɪɛːt
ક્રિએટિવ	krɪˈeːtɪv
ક્રિએશન્સ	krɪeʃəns
ક્રિકઈન્ફોના	krɪkɪn̪pʰoːnə
ક્રિકેક	krɪkeːk
ક્રિકેટ	krɪkɛːt̪
ક્રિકેટજગતમાં	krɪkɛːʈdʒəgət̪mæ̃
ક્રિકેટથી	krɪkɛʈʰi
ક્રિકેટના	krɪkɛʈnɑ
ક્રિકેટની	krɪkɛʈniː
ક્રિકેટનુ	krɪkɛːʈnu
ક્રિકેટનું	krɪkɛʈʊn̪dʒə
ક્રિકેટને	krɪkɛʈnɛ
ક્રિકેટનો	krɪkɛʈnoː
ક્રિકેટપ્રેમીઓ	krɪkɛːʈpɾeːmio
ક્રિકેટમા	krɪkɛːt̪mɑ
ક્રિકેટમાં	krɪkɛːt̪mɑ̃
ક્રિકેટમાંથી	krɪkɛːtmɑ̃tʰi
ક્રિકેટર	krɪkɛːʈə
ક્રિકેટરથી	krɪkɛːʈʈʰi
ક્રિકેટરના	krɪkɛːʈɾənɑ
ક્રિકેટરની	krɪkɛːʈɾniː
ક્રિકેટરનું	krɪkɛːʈɾʊn̪dʒə
ક્રિકેટરને	krɪkɛːʈɾənɛ
ક્રિકેટરનો	krɪkɛːʈɾoːno
ક્રિકેટરમાં	krɪkɛːʈəmaːn
ક્રિકેટરે	krɪkɛːʈɾe
ક્રિકેટરો	krɪkɛːʈro
ક્રિકેટરોના	krɪkɛːʈroːnə
ક્રિકેટરોની	krɪkɛːʈroːniː
ક્રિકેટરોને	krɪkɛːʈrone
ક્રિકેટર્સ	krɪkɛːʈəɾs
ક્રિકેટર્સના	krɪkɛːʈəɾsnɑ
ક્રિકેટર્સની	krɪkɛʈəɾsn̪iː
ક્રિકેટર્સનું	krɪkɛʈəɾsn̪u
ક્રિકેટર્સને	krɪkɛʈɾs̪n̪e
ક્રિકેટર્સમાં	krɪkɛːʈəɾs̪mɛ̃
ક્રિકેટે	krɪkɛːt̪e
ક્રિકેન	krɪkeːn
ક્રિઝ	krɪz
ક્રિઝથી	krɪz̪d̪ʰi
ક્રિટિકનું	krɪt̪ɪkʊn̪d̪ʌ
ક્રિટિક્સ	krɪt̪ɪkʰs
ક્રિટિક્સનું	krɪt̪ɪkʰs̪n̪u
ક્રિટિક્સનો	krɪt̪ɪkʰsnoː
ક્રિટિક્સે	krɪt̪ɪkʰs̪e
ક્રિટીક	krɪt̪ɪk
ક્રિન	krɪn
ક્રિમિનલ	krɪminəl
ક્રિમીલેયરને	krɪmɪleːjɾnɛ
ક્રિયા	krɪjə
ક્રિયેટિવ	krɪjɛːtɪv
ક્રિશ	krɪʃ
ક્રિશની	krɪʃniː
ક્રિશને	krɪʃnɛ
ક્રિશનો	krɪʃno
ક્રિશે	krɪʃe
ક્રિશ્ચન	krɪʃtʃʰən
ક્રિશ્ચિયન	krɪʃtʃjən
ક્રિશ્ચિયનના	krɪʃtʃjɛnə
ક્રિષ્ના	krɪʂɳa
ક્રિષ્નાએ	krɪʂnɑe
ક્રિસ	krɪs
ક્રિસમસ	krɪsəms
ક્રિસમસની	krɪsəmsəni
ક્રિસમસને	krɪsəmsənɛ
ક્રિસિના	krɪsɪna
ક્રિસિલ	krɪsɪl
ક્રિસે	krɪse
ક્રિસ્ટિયન	krɪsʈiːjən
ક્રિસ્ટિયાનો	krɪsʈiɑːno
ક્રિસ્મસ	krɪsməs
ક્રિેકેટ	krɪɛkɛːt̪
ક્રિેકેટની	krɪɛkɛʈni
ક્રીજ	krɪdʒ
ક્રીઝ	krɪz
ક્રીઝમાં	krɪzʋmæ̃
ક્રીમ	krimi
ક્રીસ	krɪs
ક્રુઇઝ	krɯjz
ક્રુઝ	kɾuz̪
ક્રુડ	krud̪
ક્રુડના	kɾud̪nə
ક્રુડની	krudni
ક્રુડનો	krudno
ક્રુરતા	krʊɾt̪ə
ક્રુસીએટ	krusiːet
ક્રૂ	kr̥uː
ક્રૂઝ	kɾuːz
ક્રૂઝની	kr̥uzɳi
ક્રૂઝમાં	kr̥uz̪m̩
ક્રૂડ	krud̪
ક્રૂડના	kr̥uːɳə
ક્રૂડની	kr̥uːɳi
ક્રૂડનો	kɾuːɳo
ક્રૂરતા	kr̥uːɾt̪ə
ક્રેકેટર્સ	krɛkɛʈɛɾs
ક્રેગ	kɾeːg
ક્રેઝ	krɛz
ક્રેઝી	krɛzi
ક્રેડિટ	krɛɖɪt
ક્રેડિટ્સ	krɛd̪ɪt̪s
ક્રેશ	krɛʃ
ક્રૉસ	kɾoːs
ક્રોએ	kɾoɛ
ક્રોધિત	kɾoːdʱɪt
‘ક્રોધિત	kɾoːɦɪt
ક્રોપ	krɔp
ક્રોમ	kɾoːm
ક્રોમ્પટન	kɾoːmpt̪əʈən
ક્રોમ્પ્ટન	kɾoːmpʈəɲ
ક્રોસ	kɾoːs
ક્લકીની	kləkɪniː
ક્લચર	klɑtʃəɾ
ક્લબ	kləb
ક્લબના	kləbnə
ક્લબની	kləbniː
ક્લબને	kləbne
ક્લબનો	kləbno
ક્લબમાં	kləb̪mæ̃
ક્લબે	kləbɛ
ક્લાઇમૅક્સમાં	kləɪmɛksmɑ̃
ક્લાઇમેક્સ	kləɪmɛkʰ
ક્લાઈમ્સ	kləɪms
ક્લાઉડ	klɔːɽ
ક્લાયન્ટને	kləɪn̪t̪ən̪e
ક્લાયન્સ	kləɪns
ક્લારોજે	klɑroːdʒe
ક્લાર્કથી	klɑːɾkʰt̪ʰi
ક્લાલકોમ	klɑːlɑːkɔːm
ક્લાસ	klɑːs
ક્લાસટિક	klɑːsʈɪk
ક્લાસના	klɑːsnɑː
ક્લાસને	klɑːsne
ક્લાસમાં	klɑːsmɑ̃
ક્લાસરૂમાં	klɑːsɾumɑ̃
ક્લાસિક	klɑːsɪk
ક્લાસિકક	klɑːsɪk
ક્લાસિફિકેટો	klɑːsɪfɪkɛːtoː
ક્લિક	klɪk
ક્લિકથી	klɪkʰɪt̪ʰi
ક્લિકના	klɪkənə
ક્લિકને	klɪkənɛ
ક્લિકમાં	klɪkmɛ̃
ક્લિંકર	klɪŋkər
ક્લિકે	klɪke
ક્લિંટ	klɪ̃ːʈ
ક્લિંટન	klɪ̃ːʈən
ક્લિંટનનું	klɪ̃ːʈːən̪uɳː
ક્લિન	klɪn
ક્લિનસ્વીપ	klɪnswiːp
ક્લિપ	klɪp
ક્લિપમાં	klɪpmɑ̃
ક્લિપિંગ	klɪpɪŋ
ક્લિયર	klɪjər
ક્લિયરન્સ	klɪjəɾəns
ક્લીન	kl̪iːn
ક્લીનજેન	kl̪iːndʒen
ક્લીવેજ	klɪʋeːdʒ
ક્લીવેજનું	klɪʋedʒn̪u
ક્લીવેજને	kl̪iʋeːdʒne
ક્લુસનર	klusənəɾ
ક્લૅક્ઝૉન	klækʃon
ક્લેઇમ	klɛim
ક્લેમ	klɛm
ક્લેમના	klɛmnə
ક્લેમની	klɛmni
ક્લેમમાં	klɛmmɛ̃
ક્લેમિંગ	klɛmɪŋ
ક્લેશ	klɛʃ
ક્લેષ	klɛʃ
ક્લોક	klɔk
ક્લોઝ	klɔz
ક્લોઝરની	klɔzɾniː
ક્લોઝિંગ	klɔzɪŋg
ક્લોથિંગ	klɔtʰɪŋ
ક્લોન	klɔːn
ક્વાટરમાં	kwɑːt̪əɾ̪mɑ̃
ક્વાંટિકો	kwə̃ːʈɪko
ક્વાર્ટર	kwɑːɾt̪ɾ̪ə
ક્વાર્ટરના	kwɑːɾʈəɾnə
ક્વાર્ટરફાઇનલ	kwɑːɾt̪ɾəpʰɪnəl
ક્વાર્ટરફાઇનલમાં	ˈkʋɑːɾt̪əɾfɑɪnlə̃m
ક્વાર્ટરમાં	ˈkʋɑːɾʈəɾmɑ̃
ક્વાર્ટરલની	ˈkʋɑːɾt̪ɾəlni
ક્વાર્ટરલી	kwɑːɾt̪ɾəlɪ
ક્વાર્ટર્સથી	kwɑːɾt̪ɾɛs̪t̪ʰi
ક્વાલકોમ	kwɑːlkoːm
ક્વાલિટી	kwɑːlɪtiː
ક્વાલિફાઇ	kwɑːlɪfɑɪ
ક્વાલિફાયર	kwɑːlɪfɑːjɾ
ક્વાલિફાયરની	kwɑːlɪfɑːjɾniː
ક્વાલિફાયરમાં	kwɑːlɪfɑɪ̯r̪mɑ̃
ક્વાલિયફાયર	kwɑːliːjfɑɪr
