3	ʏ̞tʃ
tam	tɒm
tamah	tɑmɑ
tamahkar	tɑˈmɑhkɑr
tamamilə	tæmɑmiːlæ
tamamilə	tɑmɑːmiːlæ
tamamlama	tɑmɑmɫɑmɑ
tamamlamaq	tɑmɑmɫɑmɑq
tamamlayıcı	tɑmɑmɫɑjɯɟɯ
tamamlıq	tɑmɑmɫɯ̞ɢ
tamaşa	tɑmɑʃɑ
tamaşaçı	tɑmɑʃɑtsɯ
tamaşaçı	tɑmɑʃɑtʃɯ
tamlıq	tɑmlɯɟ
tank	tɑnˈk
tanrı	tɑnrɯ
tanımaq	tɑnɯmɑq
tanınmaq	tɑnɯnmaɾ
tanınmaz	tʃanɯnˈmɑs
tanıtmaq	tɑnɯtmɑq
tanıtım	tɑˈnɯtɯm
tanış	tɑnɯʃ
tanışlıq	tɑnɯʃlɯɣ
tanışmaq	tɑnɯʃmɑχ
tapança	tæpɑntʃa
tapdalamaq	tɑptɑɫɑmɑq
tapdalamaq	tɑptɑɫɑmɑχ
tapdaq	tɑpˈtɑq
tapmaq	tɑpmɑq
tapmaq	tɑpmɑχ
tapılmaq	tɑpɯ̞ɫmɑh
tapıntı	tɑpɯntɯ
tapşırmaq	tɑpʃɯrmɑχ
taqqıltı	tɑkɯɫtɯ
taqət	tɑːgæt
tar	tɑr
tar	tɑɾ
tarakan	tɑrɑkɑn
taraz	taːɾaz
tarazlama	taɾazɫɑma
tarixi	tɑːriχi
tarla	tɑrɫɑ
tarla	tɑrˈlɑr
taun	taon
taun	tɑun
taxmaq	tɑχmɑχ
taxt	tˈaxt
taxtabiti	tɑxtabiti
taxıl	tɑqɯ̞ɫ
taya	kɑˈja
tayfa	tɑjfɑ
tayqa	fajgɑ
tayqol	tɑjgoɫ
tayqulaq	tɑjguɫɑx
tayvan	tajˈvɑn
teatr	tʃeatɛr
tel	tel
telefon	telefon
televiziya	televisija
televiziya	televizijɑ
temp	tɛmp
tennis	tenis
tenor	senoɾ
terapevt	terɑpeft
terror	teɾˈoɾ
test	tɛst
tetanus	tetanos
texnoloji	texnoɫoʒɯ
teymurzadə	tejmulzadæ
tezdən	tezˈden
tezis	teˈzis
tezlik	tezdij
tezlik	tezdik
tezlik	tezdiç
tezlik	tezlij
tezlik	tezlik
tezlik	tezliç
tezliklə	tezliklæ
tibb	tib
ticarət	tidzɑɾæt
ticarət	tidʒɑɾæt
tikili	ticili
tikili	titʃili
tikinti	ticinti
tikinti	titʃinti
tikmək	tikmej
tikmək	tikmæj
tikmək	titʃmæç
tikmək	titʃmɑχ
tikə	tikæ
tikə	titʃæ
tilişkə	tiliʃcæ
tire	tire
tirmə	tiɾmæ
tok	tok
ton	fon
tonzillit	fonˈzillit
top	tɔp
topa	topɑ
topa	tɔpɑ
topal	topɑɫ
topaz	topas
toplama	tɔpɫɑma
toplanmaq	tɑpɫɑnmɑq
toplaşmaq	tɑplɑʃmɑq
toplu	topɫu
topologiya	topaɫogʲija
toqqa	tʰokːa
toran	torɑn
torba	torbɑ
torba	tɔɾba
tormoz	tormoz
tornado	tɔrˈnadoq
torpaq	toprɑχ
torpaq	torpɑχ
tort	tɔɾt
toxum	toχum
toxunmaq	toχumːɑχ
toy	tˈɔj
toyuq	tojuχ
toz	toz
toz	tɔz
tozağacı	tozaɣadzɯ
tozağacı	tozaɣadʒɯ
tozağacı	tozaɣaʒɯ
tozsoran	tosːorɑn
transfer	tɾˈansfˈær
transmilli	tɾˈansmɪlˈli
travmatoloq	travmatolog
trolleybus	trɑlːejbus
truba	tɾuba
tualet	tuːɑˈlɛt
tuba	tubɑ
tulium	tˈuljum
tullantı	tuɫlɑntɯ̞
tuman	tumɑn
tumar	tʊmɑr
tumov	tumov
tumurcuq	tumurdzuχ
tumurcuq	tumurdʒuχ
tunc	tuːntʃ
tur	tʊɾ
turan	tʊɾɑn
turba	tʃurba
turin	tʊˈɾˈin
turizm	tuɾizm
turşəng	turʃæŋg
tutmaq	dutmɑχ
tutmaq	tutmɑχ
tutmaq	tˈutmɑq
tutulmaq	tutuɫmɑχ
tökmək	tœcmæc
tökmək	tœcmæj
tökmək	tœkmɑχ
törəmək	tœræmæc
tövbə	tœvbæ
tövbə	tœːbæ
tövsiyə	tœvsijæ
tük	tʏk
tüklü	tukʃu
tükənmə	tykæmːæ
tükənmə	tykænmæ
tükənmə	tytʃænmæ
tükənmək	tykæmːæk
tükənmək	tykænmæk
tülkü	tylcy
tülüngü	tilyŋɟy
tünd	tynd
türbə	tyrbæ
türkiyə	tyrkijæ
türmə	tʏrmæ
tüstü	tysty
tüstü	tysːi
tütün	tytˈyn
tıncıxmaq	tɯndzɯχmɑχ
tıncıxmaq	tɯndʒɯχmɑχ
tısbağa	tɯsbɑɣɑ
tıxac	tɯχɑdz
tıxac	tɯχɑdʒ
təam	tɛam
təbaşir	tæbɑːʃir
təbiət	tæbiʔɛt
təbiətən	tæbʲiːtæn
təbrik	tæbrik
təbrik	tæbritʃ
təbəqə	tɑbɛgɑ
təbəə	tæbææ
təcavüzkar	tædzɑːvyztʃɑr
təcavüzkar	tædʒɑːvyzcɑr
təcrübə	tædzrybæ
təcrübə	tædʒrybæ
tədarük	tædɑːryc
tədarük	tædɑːrytʃ
tədbir	tædbir
tədbirli	tædbirli
tədbirli	tædbirːi
tədhiş	tædhiʃ
tədris	tedris
təfavüt	tafot
təfavüt	tæfot
təfavüt	tæfɑːvyt
təftiş	tæftiʃ
təhdidedici	tehdiˈdedidʒi
təhlükəli	tæhlkælʲi
təhqir	tæhgir
təhrir	tæhrir
təhsil	tæhsil
tək	tek
tək	tæh
tək	tæk
tək	tæç
təkbuynuz	tæcbujnuz
təki	tæci
təkid	tækid
təkid	tætʃid
təklif	teklif
təkmilləşdirmək	tækmilːæʃdirmæk
təknikahlılıq	tætʃnidʒahɫɯlɯχ
təknikahlılıq	tætʃnitʃahɫɯlɯχ
təkrar	ticrɑr
təkrar	titʃrɑr
təkrar	tæcrɑr
təkyə	tæcjæ
təkə	tækæ
təkər	tæcær
təkər	tæjæɾ
təkər	tætʃær
təlabat	tæɫɑbɑt
təlatüm	tæɫɑːtym
təliqə	tæligæ
tələbat	tælæbɑt
tələbə	tælæbæ
tələk	tælæc
tələk	tælætʃ
tələt	tælæt
təmin	tæːmin
təmir	tæːmir
təmizkar	tæmizcɑr
təmizkarlıq	tæmizcɑrɫɯχ
təmizkarlıq	tæmizcɑrːɯχ
təmizləmək	tæmizdæmæc
təmizləmək	tæmizdæmæj
təmizləmək	tæmizlæmæc
təmizləmək	tæmizlæmæj
təmrin	tæmrin
təngistan	teŋgistɑn
təntik	tæntic
tənək	tænæc
tənək	tæŋæc
təqaüd	tægɑːyd
təqdir	tægdir
təqdis	tægdis
təqsim	tɛksim
təqvim	tægvim
tər	tær
tər	tɛr
tərcüməçi	tæɾdzymætsi
tərcüməçi	tæɾdʒymætʃi
tərgitmək	tærɟitmæj
tərgitmək	tærɟitmæk
tərif	tɒɾiˈf
tərk	tɛrk
tərlan	tɑɾlam
tərləmək	tærːæmæc
tərləmək	tærːæmæj
tərləmək	tærːæmɑχ
tərpənmək	tærpæmːmæj
tərs	tɛrs
tərtib	teɾtip
tərəf	tæræf
tərəfindən	tæræfindæn
tərəfindən	tæræfinːæn
tərəvəz	tærævæz
tərəzi	tæræzi
təsdiq	tɛstik
təsirli	tæsirli
təsirli	tæsirːi
təsirsiz	tæsirsiz
təsrif	tɒsɾif
tətik	tætic
tətil	tɑtɪl
təvəllüd	tævælːyd
təvəllüdlü	tævælːydly
təxir	tæχir
təxmini	tæxmiˈniˈ
təxsis	tæχsis
təyin	tæjˈin
təzad	tæzɑd
təzahür	tæzɑːhyr
təzim	teˈzim
təzminat	tæzminɑt
təzə	tæzæ
təzəcə	tæzædzæ
təzəcə	tæzædʒæ
təğyir	tæɣjir
təşviqat	tæʃvigɑt
təşviqat	tæʃviɣɑt
təəccüblənmək	tæædʒyblænmæk
uca	udzɑ
uca	udʒɑ
uca	ʊ̞dʒɑ
ucadan	udzɑdɑn
ucadan	udʒɑdɑn
ucqar	udzgɑr
ucqar	udʒgɑr
ucuz	udzuz
ucuz	udʒuz
udi	uːdiːq
udlaq	udɫɑχ
udmaq	udmɑq
udmaq	udmɑχ
uduzmaq	uduzmɑχ
uduzmaq	utuzmɑχ
uduş	udɯʃ
ukrayna	ukrajna
ulama	uɫɑmɑ
ulamaq	uɫamɑq
ulamaq	uɫɑmɑx
ulu	uɫu
un	on
unitaz	unitɑz
univermaq	unifermar
universitet	univˈersitˈet
unudulmaz	unuduɫmɑz
unutmaq	unutmaq
unutmaq	unutmɑχ
unutqan	unutkɑm
unutqan	unutkɑn
unutqanlıq	unutgɑnɫɯɟ
usanmaz	uzɑnmɑs
usta	ˈustɑ
ustad	usˈtˈat
ustalıq	ustɑɫɯ̞q
utanc	utɑndz
utanc	utɑndʒ
utandırmaq	utɑˈndɯrmɑq
utanmaq	utɑmːɑχ
uydurma	ujd̪uɾmɑ
uydurmaq	ujd̪uɾmɑq
uymaq	ujmɑχ
uyğun	ujgum
uyğun	ujɣun
uzanmaq	uzɑmːɑχ
uzanmaq	uzɑnmɑχ
uzanmaq	uzɑŋˈmɑq
uzaq	uzɑː
uzaq	uzɑχ
uzaqbaşı	uzɑɣbɑʃɯ
uzaqlıq	uzɑɣɫɯx
uzaqmaq	uzɑnˈmɑk
uzatmaq	uzatmaq
uzun	ozum
uzun	uzun
uzundraz	uzundrɑz
uçmaq	utsmɑx
uçmaq	utʃmɑx
uçot	utʃuʈ
uçurmaq	utsurmɑx
uçurmaq	utʃurmɑx
uçurum	ɔtʃuɾum
uçuş	utsɯʃ
uçuş	utʃɯʃ
uğramaq	uɣrɑmɑχ
uğur	uɣur
uğur	ˈʌɣuɾ
uğurlu	uɣurɫu
uğurlu	uɣurːu
uğursuz	ɔɣursuz
uşaq	uʃɑχ
uşaqbaz	uʃɑɣbɑz
uşaqbazlıq	uʃɑχbɑzɫɯχ
uşaqlar	uʃɑʁˈlɑˈr
vacib	vɑdzɯb
vacib	vɑdʒɯb
vacib	vɑːdzib
vacib	vɑːdʒib
vado	vado
vahimə	vɑhʲimæ
vahə	vahæ
vaksin	vaqsʲin
vaksin	vɑksin
vakuum	vakum
valideyin	vaːlidejˈin
valideyn	vɑlidejn
valideynlik	vɑːlidejnlik
validə	faliːdɑ
valyuta	valjuta
vampir	vampɨr
vandal	wɑŋdɑɫ
vanil	vɑnil
vaqon	vagom
varlanma	pɑɾlɑnma
varlı	ʋaɾːɯ
varlıq	vɑrɫɯχ
varmaq	vɑrmɑχ
vasif	vɑːsɯf
vasitə	vɑːsitæ
vatsap	vɑtsɑp
vaxtsız	vɑχsɯz
vay	vaj
vağ	vˈax
vağzal	vɑɣzɑɫ
vec	vedz
vec	vedʒ
vedrə	vˈedɾɐ
vegan	vjɛgan
vergi	verɟi
vergi	værɟi
vergiçi	verɟitsi
vergiçi	verɟitʃi
vergül	vergyl
vergül	veɾgyl
veriliş	veriliʃ
verilmək	verilmæj
verilmək	verilmæk
verilmək	værilmɑχ
verilmək	værylmej
verilənlər	verilænlær
vermək	vermæc
vermək	vermæç
vermək	vermɑχ
vermək	værmæj
vicdan	vidzdɑn
vicdan	vidʒdɑn
vicdan	viʒdɑn
vicdansız	vidzdɑnsɯz
vicdansız	vidʒdɑnsɯz
vicdansız	viʒdɑnsɯz
videokamera	vʲidzʲeokamʲera
viktoriya	tiktorija
vilayət	vilɑːjæt
vint	vˈɪnt
vintaçan	zintatʃan
violençel	tiolentʃel
viran	hʲirɑn
virciniya	hiɾˈdʒenija
vizaj	vizˈɑʒ
voleybol	volejboɫ
voleybolçu	volejboɫtsu
voleybolçu	volejboɫtʃu
voleybolçuluq	volejboɫtʃuɫuχ
volfram	voɫʲfrɔm
vulkan	ulkan
vulkanologiya	fuɫkamalogija
vurğulamaq	vurɣuɫɑmɑχ
vurğun	vurɣun
vzvod	vɯzvod
vücud	vydzud
vücud	vydʒud
vəba	væbɑ
vəd	vˈɛd
vədə	vædæ
vəhşi	væʃiː
vəkil	vakiːl
vəkil	vækil
vərəm	fæɾæm
vərəq	væræg
vərəq	væræk
vəsmə	væsmæ
vətənpərvər	vætænpærvær
vətənpərəst	vætænpæræst
vəzi	væzi
vəzi	væzæ
vəzifə	væziːfæ
vəzir	væˈzɪr
vəziyyət	væzijæt
vəziyyət	væˈziːjæt
vəzn	væzn
vəznə	veznæ
vəznə	væznæ
xadim	χɑːdim
xadim	χɑːdɪm
xadimə	χɑːdʲimæ
xahiş	xajʃ
xal	hɑl
xala	χɑɫɑ
xalaoğlu	χɑɫɑoɣɫu
xalaqızı	kɑɫɑkɯzɯ
xalaqızı	χɑɫɑgɯzɯ
xalat	χɑɫɑt
xali	xɑːli
xaliq	xɑːləg
xalq	χɑlχ
xalq	χɑɫg
xalq	χɑɫk
xalça	χɑɫtsɑ
xalça	χɑɫtʃɑ
xalı	χɑɫɯ̞
xam	xɑm
xam	χam
xama	xama
xamuş	χɑmɯʃ
xan	xɑŋ
xanım	χɑnɯ̞m
xanım-xatın	χɑnɯmχɑtɯn
xanəndə	χɑnɛndæ
xaqan	hɑːgɑm
xaqani	χɑːgɑːne
xaraba	xɑɾɑbɑ
xarabalıq	χɑrɑpɑɫɯ̞
xarici	χɑːridzi
xarici	χɑːridʒi
xarici	χɑːrɛdʒi
xata-bala	χɑtɑpɑɫɑ
xatir	xɑːtir
xatirə	χɑtɾæ
xatirə	χɑːtɯræ
xatun	χɑtɯm
xatırlamaq	χɑtɯrɫɑmɑχ
xatırlatmaq	χɑtɯrɫɑtmɑχ
xaç	xɑtʃ
xaşxaş	xɑːʃxɑːʃ
xeyir	χejir
xeymə	χæjmæ
xeyr	χæjɪ̞ɾ
xeyriyyə	xejrijæ
xilafət	xilɑːfæt
xilas	xɨlɑs
xiyaban	χijɑbɑn
xiyaban	χijɑvɑn
xiyaban	χɯjɑbɑn
xiyar	xijɑr
xiyar	χɯjɑr
xodlamaq	χotːɑmɑχ
xodlanmaq	χotːɑmɑχ
xonça	xontsɑ
xonça	xontʃa
xonça	xontʃɑ
xonça	χɑnˈtʃæ
xor	χɔɾ
xora	xorɑ
xorla	χuɾla
xortum	χɔrtum
xoy	xoi
xoş	xoʃ
xoş	xuʃ
xoşagəlməz	χoʃɑdʒælmæz
xoşagəlməz	χoʃɑɟælmæz
xoşqamət	χoʃkɒˈmæt
xristian	xristˈsˈɑm
xromosom	χrɑmɑsum
xuda	xudɑ
xudbin	χudbin
xudmani	xudmanɪ
xumar	χʊ̞mɑɾ
xuraman	χʊ̞rɑmɑn
xurma	χurmɑ
xötək	χœtæj
xötək	χœtæk
xötək	χœtætʃ
xötək	χœtæç
xülasə	χʊ̞ɫɑsæ
xüsusi	χususi
xına	χnɑ
xır	χɯ̞r
xırda	xɯrdɑ
xırda	χɯ̞rðɑ
xırdalamaq	xɯrdɑɫɑmɑx
xırdalan	χɯ̞rdɑwɑn
xırdalanmaq	χɯ̞rdɑɫɑnmɑh
xırman	χɯ̞rmɑn
xırnik	χɯrnij
xırnik	χɯrnik
xırnik	χɯrniç
xırıltı	χɯ̞rɯ̞ɫtɯ̞
xışıltı	χɯ̞ʃɯ̞ɫtɯ̞
xəbər	χæbær
xəlifə	xæliːfæ
xəlvət	xælvæt
xələf	xælæf
xələf	χælɛf
xəmir	χæmir
xəmir	χæmʲiɾ
xəmir	χɑmɯr
xəmsə	χæmsɒ
xəndək	χɒndæj
xəngəl	χæŋgæð
xərc	χærdz
xərc	χærdʒ
xərcləmək	χærdzlæmæk
xərcləmək	χærdʒlæmæk
xərçəng	xærtʃæŋg
xərçəng	χæɾtʃænk
xəstə	xæstæ
xəstə	χæʃtæ
xəstəlik	χæstælij
xəstəlik	χæstælik
xəstəxana	χæstæχɑnɑ
xəta	xɑtˈɑ
xətasız	χɛtɑːsɯz
xətir	χætɪr
xətkeş	χætkeʃ
xətkəş	χɑtkʃ
xəttat	χætːɑːt
xətçəkən	χættsætʃæn
xətçəkən	χættʃækæn
xəz	xæz
xəzanə	χæzɒnæ
xəzinə	xæziːnæ
xəzinə	χæzʲinæ
xəzri	χæzrɪ
xəşil	χæʃiːl
yaba	jɑbɑ
yaban	jɑbɑn
yad	jɑd
yaddaş	jannaʃ
yadplanetli	jadpɫanʲetːɛ
yadplanetli	jɑdplɑnetli
yal	jɑɫ
yalamaq	jɑɫɑmɑχ
yalan	jɑwɑn
yalan	jɑɫɑn
yalaq	jɑɫɑq
yallı	jɑɫːɯ̞
yalnız	jɑɫnɯz
yalnızlıq	jɑɫŋɯzɫɯc
yaltaq	jɑɫtɑχ
yalvarmaq	jɑɫvɑrmɑχ
yalın	jɑɫɯn
yalınayaq	jɑɫɯnɑjɑɣ
yamac	jɑmɑdʒ
yaman	jɑmɑn
yamanlıq	jɑmɑnˈnɯk
yamaq	jamˈa
yan	jɒːn
yana-yana	jɑˈmɑjɑˈnɑ
yanacaq	jɑnɑdzɑχ
yanacaq	jɑnɑdʒɑχ
yanaq	jɑnɑ
yanaq	jɑnɑχ
yanaşı	jɑnɑʃɯ
yandırmaq	jɑndɯrmɑχ
yandırmaq	jɑŋˈdɯrˈmɑq
yanlış	jɑmɫɯ̞ʂ
yanlış	jɑnɫɯʃ
yanlış	jɑɫnɯʃ
yanma	jɑnma
yanmaq	jɑmːɑχ
yanmaq	jɑnmɑχ
yanvar	jɑnvaɾ
yanğın	jɑnɣɯn
yanğınsöndürən	jɑnɣɯnsœndyræn
yanılmaq	jɑnɯ̞ɫmɑq
yanına	jɑnɯnɑ
yanında	jɑnɯndɑ
yanıq	jɑmɯ̞
yanıq	jɑnɯχ
yapalaq	jɑpɑɫaχ
yapon	jɑˈpɔn
yapışdırmaq	jɑpɯʃdɯrmɑχ
yapışqan	jɑpʃkɑn
yaquar	jagˈoˈar
yaqut	jɑːgɔt
yar	jɑɾ
yara	jæɾa
yara	jɑrɑ
yaradan	jɑɾˈɑdɑn
yaradıcı	jɑrɑdɯdzɯ
yaradıcı	jɑrɑdɯdʒɯ
yaradıcı	jɑɾˈdɯdʒɯ
yaradıcılıq	jɑrɑdɯdzɯɫɯχ
yaradıcılıq	jɑrɑdɯdʒɯɫɯχ
yaradılmaq	jɑrɑdɯɫmɑχ
yaradılış	jɑrɑdɯɫɯʃ
yaralamaq	jɑrɑɫɑmɑq
yaralanmaq	jɑrɑɫɑnmɑq
yaralı	jɑrɑɫɯ
yaralı	jɑrɑɫɯ̞
yaramaq	dɑːrɑːmɑːx
yaramaq	jɑrɑmɑχ
yaramaz	jɑrɑmɑz
yaramaz	jɑɾɑmɑs
yaranal	jɑrɑnɑɫ
yaranmaq	jɑrɑmˈmɑh
yaranmaq	jɑrɑnmɑχ
yaranmayan	jɑrɑmmɑjɑn
yaraq	jˈɑɾɑh
yaraqlı	jɑrɑʁɫɯ̞
yararlı	jɑrɑɾɫɯ̞
yararsız	jɑɾɑɾˈsɯz
yarasa	jɑrɑsɑ
yarasa	jɑɾɑsɑ
yaratmaq	jaɾatmaːɢ
yaratmaq	jɑrɑtmɑχ
yaraşmaq	jɑrɑʃmɑχ
yaraşıqlı	jɑrɑʃɯɣɫɯ
yardım	jɑrdɯm
yardım	jɑɾˈdɯm
yarma	jɑrma
yarmalama	gɑrmɑlɑmɑh
yarmaq	jɑrmɑχ
yarmarka	jɑrmarka
yarpaq	jæprɑx
yarpaq	jɑrpɑχ
yarpaq	kærpax
yarus	jɑrus
yarğan	jɑrɣɑn
yarı	jɑrɯ
yarı	jɑrɯ̞
yarım	jɑrɯm
yarım	jɑˈrɯm
yarımada	jɑrɯmɑdɑ
yarımada	jɑrɯ̞mɑdɑ
yarımcins	jɑˈɾɯmdʒens
yarımkürə	jɑrɯmkyræ
yarımkürə	jɑrɯmtʃyræ
yarımkürə	jɑˈrɯmkyɾɛ
yarımsavadlı	jɑrɯmsɑvɑdɫɯ
yarımçılpaq	jɑrɯmtʃɯlpɑq
yarımçıq	jɑrɯmtsɯx
yarımçıq	jɑrɯmtʃɯx
yarın	jɑrɯn
yarıq	jɑrɯ̞q
yarısavadlı	jɑrɯsɑvɑdɫɯ
yarış	jɑrɯʃ
yarış	jɑˈrɯz
yarışma	jɑrɯ̞ʂmɑ
yarışçı	jɑrʃtʃɯ
yas	jˈæs
yasaq	jɑsɑχ
yastıq	jɑstɯχ
yasəmən	yɑːsæmæn
yatab	jɑtɑb
yataq	jɑtɑχ
yatmaq	jɑtmɑχ
yatmaq	jˈatmˈɑː
yatırmaq	jatɯrmɑχ
yatırmaq	jɑtɯrmɑq
yatırım	jɑtɯrɯm
yatırım	jɑtɯ̞rɯ̞m
yatızdırmaq	jatɯzdɯrmɑχ
yavalanmaq	jɑvɑlɑmmaq
yavan	yɑvɑn
yavaş	jɑvɑʃ
yavuq	jɑvux
yavıq	jɑvɯx
yaxa	jæxˈe
yaxa	jɑχɑ
yaxalamaq	jɑχɑɫɑmɑh
yaxalamaq	jɑχɑɫɑmɑχ
yaxalanmaq	jɑχɑɫɑmˈmɑq
yaxmaq	jɑχmɑq
yaxmaq	jɑχmɑχ
yaxta	jɑqtɑ
yaxud	jɑxud
yaxın	jɑxɯn
yaxınlaşmaq	jɑχɯ̞nɫɑʃmɑg
yaxınlıq	jɑxɯnɫɯx
yaxınlıq	jɑχɯ̞nɫɯ̞q
yaxınlığında	jɑχɯnɫɯɣɯndɑ
yaxşı	jaχʃɛ
yaxşı	jɑχtsɯ
yaxşı	jɑχtʃɯ
yaxşı	jɑχʃɯ
yaxşıdır	jɑχʃɯ̞ðɯ̞r
yaxşılıq	jɑχʃɯ̞ɫɯ̞q
yay	jɑj
yayla	jɑjɑɫɑ
yayla	jɑjɫɑ
yaylamaq	jajɫɑmaːk
yaylaq	jɑjlɑχ
yaylaq	jɑjɫɑq
yaylıq	jajɫɯz
yaylıq	jɑjɫɯχ
yaymaq	jajmɑq
yayılma	jɑjɯɫmɑ
yayılmaq	jɑjɯ̞ɫmɑh
yaz	jɑz
yazdırmaq	jɑzdɯrmɑχ
yazmaq	jɑzmɑχ
yazı	jɑzɯ
yazılmaq	jɑzɯɫmɑχ
yazılmaq	jˈazɯlmˈɑq
yazılı	jɑzɯ̞ɫɯ̞
yazılış	jɑzɯlɯʃ
yazılış	jɑzɯɫɯ̞ʂ
yazın	jɑzɯn
yazıq	jɑˈzɯ
yazıq	jɑːzɯɣ
yazıq	jɑːzɯχ
yazıçı	jɑzitʃɯ
yazıçı	jɑzɯtsɯ
yazıçı	jɑzɯtʃɯ
yazışmaq	jɑzɯʃmaχ
yazışmaq	jɑzɯʃmɑq
yağ	jɑɣ
yağmaq	jɑɣmɑq
yağmurluq	jɑɣmurlux
yağmurluq	jɑɣmurːux
yağı	jɑvɯ̞
yağı	jɑɣɯ
yağıntı	jɑɣɯntɯ
yağış	jaɣɯʃ
yaş	jɑʂ
yaş	jɑʃ
yaşasın	jɑʃɑsɯn
yaşayış	jɑsɑjɯʃ
yaşayış	jɑʃɑjɯʃ
yaşdaş	jɑʃdɑʃ
yaşlı	jɑʃɫɯ
yaşlı	jɑʃɫɯ̞
yaşmaq	jɑʃmɑχ
yaşıd	jɑʃɯd
yaşıl	jɑʃɯ̞ɫ
yaşıllıq	jɑʃɯnɫɯ̞q
yaşırmaq	jɑʃɯrmɑχ
yeddi	jetːi
yeddinci	jetːindzi
yeddinci	jetːindʒi
yeganə	jedʒɑːnæ
yeganə	jeɟɑːnæ
yeganə	jægɑnæ
yekrəng	getʃɾenˈk
yekə	jekæ
yekə	jetʃæ
yel	jel
yelkən	jɪlˈkæn
yelləncək	jelːændzætʃ
yelləncək	jelːændʒæj
yelləncək	jelːændʒæk
yellənmək	jelːænmæj
yellənmək	jelːænmæk
yellənmək	jelːænmætʃ
yelpik	jelpij
yelpik	jelpik
yelpik	jelpiç
yelçəkən	jeltʃækæn
yemiş	jemɯʃ
yemişan	jmiːʃan
yemək	jemæc
yemək	jemæj
yemək	jemɑχ
yengə	jeŋɟæ
yengə	jæŋgæ
yeni	jene
yeni	jeni
yenicə	jenidʒe
yenidən	jenidæn
yenilməz	jenilmæz
yenmək	jemːæj
yenmək	jemːæk
yenmək	jenmæj
yenmək	jenmæk
yenmək	jæmˈmæk
yenə	jænæ
yepiskop	jepiskop
yer	ɟer
yeraltı	jɑɾɑɫtɯ
yerbəyer	keɾbejeɾ
yerfındığı	keɾfɯndɯɫɯ
yerimək	jerimæj
yerimək	jerimæk
yerli	jeɾle
yerləşdirmək	jerlæʃdirmæj
yerləşdirmək	jerːæʃdirmæj
yerləşmək	jerlæʃmæj
yerləşmək	jerːæʃmæj
yerləşmək	jɛrlæʃmæj
yersiz	jersiz
yersiz	jeɾsiz
yerüstü	jeɾyˈstʏ
yesir	jesir
yetim	jetim
yetim-yesir	jetimjesiɾ
yetişdirmək	jetiʃdirmæc
yetişdirmək	jetiʃdirmæj
yetişmiş	jetiʃmiʃ
yetişmək	jetiʃmæc
yetişmək	jetiʃmæj
yetmiş	jetmiʃ
yetmişinci	jetmiʃindʒi
yetmək	jetmæc
yetmək	jetmæj
yey	jeg
yey	jej
yeyilmək	jejilmæc
yeyilmək	jejilmæj
yeznə	jeznæ
yiyə	jijæ
yiyələnmək	jijælæmːæc
yiyələnmək	jijælænmæc
yiyəsiz	jijæsiz
yol	jɔɫ
yoluxmaq	joɫuχmɑχ
yoluxucu	joɫuχudzu
yoluxucu	joɫuχudʒu
yolçuluq	joɫtʃuɫuχ
yonan	jɑnɑn
yonca	jondzɑ
yonca	jondʒɑ
yonmaq	jomːɑχ
yonmaq	jonmɑχ
yonmaq	jumma
york	jɔɾk
yorulmaq	jorulmɑχ
yorulmaz	joruɫmɑz
yorğan	jorɣɑn
yorğanağı	jorɣɑnɑɣɯ
yorğun	jorɣun
yosun	josun
yox	joχ
yoxlamaq	joχɫɑmɑχ
yoxsa	joχsɑ
yoxsul	joxsuɫ
yozmaq	jozmɑχ
yoğurmaq	joɣurmɑχ
yoğurt	joɣurt
yubanmaq	jubɑnmɑq
yubatmaq	jubɑtmɑx
yubiley	jubilˈeɪ
yumaq	jumɑχ
yummaq	jummaq
yumruq	jumruχ
yumruq	jumuruχ
yumruq	jʊ̞mruːx
yumurta	jumurtɑ
yumurta	jˈumˈortɑ
yumşaq	jumuʃaχ
yumşaq	jumʃaχ
yun	jʊn
yutlandiya	jutlɑŋniˈjɑ
yuva	juvɑ
yuva	uvɑ
yuvalama	duvɑlama
yuvaq	duːvˈɑːx
yuvarlamaq	juvɑrɫɑmɑχ
yuvarlamaq	juvɑrːamɑx
yuvarlanmaq	juvɑrɫɑnmɑχ
yuvarlanmaq	juvɑrːamːɑx
yuvarlaq	juvɑrɫɑχ
yuvarlaq	juvɑrːɑx
yuxarı	juhaɾɯ
yuyunmaq	jˈujˈummaːx
yön	jøn
yön	jœn
yönlü	jœnly
yönlü	jœnːy
yüksək	jyksæk
yükçü	jyktsy
yükçü	jyktʃy
yüngül	jyngyl
yüngül	jynɟyl
yürümək	jyrymæc
yürümək	jyrymæj
yürüş	gøɾyʃ
yüyürmək	jyjyrmæc
yüyürmək	jyjyrmæj
yüz	jˈyːz
yüzillik	jyzyllij
yüzüncü	jyzyndʒy
yırtmaq	jɯrtmɑχ
yırtıcı	jɯrtɯdzɯ
yırtıcı	jɯrtɯdʒɯ
yırtıcı	jɯɾtɯdʒɯ
yırtıq	jɯ̞rtɯ̞q
yırğalamaq	jɯrɣɑɫɑmɑχ
yıxmaq	jɯχmɑχ
yığmaq	jɯɣmɑχ
yığılmaq	jɯɣɯɫmɑx
yığışdırmaq	jɯɣɯʃdɯrmɑχ
yığışmaq	jɯɣɯʃmɑχ
yəhər	jæhɛr
yəqin	jægin
yəqin	jæːgin
zabit	zɑːbid
