'z	z
poslabšanje	po˥˩ːslap˩˥ːʃanɛ
poslanci	pɔzlaŋtsi
poslanec	pɔslaːnɛts
poslati	po˥˩ːsɫati
posle	pɔslɛ
poslušati	pɔslusati
poslušati	pɔsluʃa˩˥ːti
poslušati	pɔslu˩˥ːʃati
posnetek	posnɛtɛk
posoda	pɔsɔdɑ
posoditi	pɔso˩˥ːditi
posoditi	pɔsɔdi˥˩ːti
posoditi	pɔsɔdi˩˥ːti
posodobiti	pɔsɔdo˥˩ːbiti
pospešek	pɔspe˥˩ːʃək
post	po˥˩st
postaja	pustaja
postaja	pɔsta˥˩ːja
postanem	pɔstanɛm
postaneš	postanɛʃ
postati	posta˥˩ːti
postati	pɔsta˩˥ːti
postavite	pɔstɑʋitɛ
postelja	po˩˥ːstɛlja
posteljica	po˩˥ːstɛljitsa
postopek	pɔstupɛk
postrv	pɔstə˥˩rʋ
posvojenec	pɔswɔjɛnɛts
pot	po˥˩ːt
pot	po˩˥ːt
potegni	pute˥˩ːgni˥˩ː
potegovati	pɔtɛgɔʋa˩˥ːti
poteka	pɔtɛkɑ
potem	potɛm
potem	pɔte˥˩ːm
potem	pɔtɛ́m
poten	pɔtɨn
potenca	potentsa
potica	pɔtitsa
potisniti	pɔtisneːti
potnik	pɔtnik
potok	po˩˥ːtɔk
potok	pɔtɔk
potoki	pɔtɔlki
potoček	pɔtɔtʃak
potreben	pɔtrɛban
potrebna	potrɛbna
potrebnejši	pɔtre˩˥ːbnɛjʃi
potrebovati	pɔtrɛbɔʋa˩˥ːti
potres	pɔtrɛ́s
potrpežljiv	pɔtərpɛʒlji˩˥ːʋ
potrpežljivejši	pɔtərpɛʒlji˩˥ːʋɛjʃi
potrtih	pɔtɔrtix
potíhce	pɔtɪxtsɛ
potíhniti	pɔtiːxniti
povedat	po˥˩ːʋʲæjdat
povednik	pɔʋe˥˩ːdnik
povest	pɔʋɛ̀ːst
povir	po˥˩ːʋiɾ
povratnik	pɔʋra˥˩ːtnik
površina	pɔʋərʃi˩˥ːna
pozaba	pɔzaba
pozabiti	pɔzabi˥˩ːti
pozabiti	pɔza˩˥ːbiti
pozabiti	pɔzɔbiti
pozabljen	pɔzabljɛn
pozavna	pɔza˥˩ːʋna
pozdrav	pɔzdra˥˩ʋ
pozdravi	puzdraʋi
pozen	po˩˥ːzən
pozimi	pɔzimi
pozitivizem	po˥˩ːziti˩˥ːʋism
pozitron	pɔzitro˥˩ːn
poznajo	pɔzɲajɔ
poznala	pɔzna˥˩ːlɑ
poznali	pɔznalɛ
poznamo	pɔznɑmɔ
poznati	pɔznaːti
poznati	pɔzna˩˥ːti
pozneje	pɔzɲɛjɛ
pozno	po˩˥ːznɔ
pozor	pozɔr
pozorno	pɔzɔrno
pozornost	pɔzo˩˥ːrnɔst
pozornosti	pɔzɔrnɔsti
počakal	pɔtʃaˈkɔl
počakala	pɔtʃaːkala
počasi	pɔtʃa˥˩ːsi
počasneje	pɔtʃasnɛ́ːjɛ
počeli	pɔtʃɛli
početi	pɔtʃɛti
počitek	pɔtʃitɛk
počitek	pɔtʃi˥˩ːtək
počiti	po˩˥ːtʃiti
počiti	pɔtʃite
počiti	pɔtʃi˩˥ːti
počitnicah	pɔtʃitɲitsax
počnemo	pɔtʃnɛ˥˩mɔ
počneta	pɔtʃnɛta
pošasti	pɔʃaːsti
pošilja	poʃilja
poškodba	puʃkɔdba
poškodoval	pɔʃkɔdɔʋɑu̯
poškodovan	pɔʃkɔdɔvan
pošlje	pɔʃlʲe
pošlješ	pɔɬʃlɛʃ
pošten	pɔʃtɛn
poštena	pɔʃtɛːna
pošto	pɔʃto
požar	pɔʒa˥˩ːr
požar	pʊˈʒar
požig	pɔʒi˥˩ːk
požiralec	pɔʒiraːlɛts
požiralnikom	pɔʒiɾau̯nikɔm
prababica	pra˥˩ːba˩˥ːbitsa
praded	pra˥˩ːde˥˩ːt
praded	pra˥˩ːdɛ́t
prag	prak
praga	pra˩˥ːga
pragermanščina	pra˥˩ːgɛrma˥˩ːnʃtʃina
prah	pra˥˩ːx
prakrt	pra˥˩ːkərt
praktično	praktitʃno
praporščak	prapɔrʃtʃa˩˥ːk
praporščakinja	prapɔrʃtʃa˩˥ːkinja
prase	prasɛ́
prase	pra˥˩ːsɛ
prase	pra˩˥ːsɛ
praskati	prasˈkati
praslovanski	pra˥˩ːslɔʋa˥˩ːnski
praslovanščina	pra˥˩ːslɔʋa˥˩ːnʃtʃina
prati	pra˩˥ːti
prav	prau̯
prava	prava
pravem	pravɛm
pravica	pravitsa
pravica	praʋi˩˥ːtsa
pravici	pravitsi
pravila	pravila
pravilen	praʋi˥˩ːlən
pravilneje	praʋi˥˩ːlnɛjɛ
pravilnejše	praʋi˥˩ːlnɛjʃɛ
pravilno	praʋi˥˩ːlnɔ
pravimo	pravimɔ
praviti	praviti
pravičen	praʋi˥˩ːtʃən
pravičen	praʋi˩˥ːtʃən
pravičnost	praʋi˥˩ːtʃnɔst
pravkar	pra˥˩ʋkar
pravljica	pra˥˩ːʋljitsa
pravo	pra˥˩ːʋɔ
pravopis	praʋɔpi˥˩ːs
prazen	pra˩˥ːzən
prazeodim	prazɛuɔdim
prazeodim	prazɛɔdi˥˩ːm
praznik	pɾaznik
praznina	prasnina
prazniti	prazni˥˩ːti
prazniti	prazni˩˥ːti
prazniti	pra˩˥ːzniti
praznično	pra˥˩ːznjtʃnɔ
praznovati	prasˈnɔvati
prašati	praʃa˩˥ːti
prašati	pra˩˥ːʃati
prašek	praˈʃɯk
prašič	pra˩˥ːʃitʃ
prašnik	pra˥˩ːʃnik
pražiti	pra˩˥ːʒiti
prebava	prɛba˥˩ːʋa
preberite	preberite
prebirati	prɪbʲiratʲi
prebiti	prɛbi˩˥ːti
prebivalec	prɛbiʋa˥˩ːləts
prebivališče	prebivaliʃtʃe
prebrati	prebrati
prebudila	prebudila
precej	pritsˈej
pred	prɛt
pred	rˈɛd
predal	prɛda˥˩ːl
predaleč	prɛda˩˥ːlɛtʃ
predhodnik	prɛdxo˥˩ːdnik
predjama	predeama
predlaga	prɛdlaːga
predlagati	prɛdla˥˩ːgati
predlog	prɛdlɔk
predlog	prɛ̀ːdlɔk
predloga	prɛdluˈga
predmet	prɛdmɛ
predmet	prɛ̀ːdmɛt
prednik	pre˥˩ːdnik
predno	prɛˈdnɔ
prednost	prednost
predolgo	prɛdɔu̯gɔ
predor	pɾɛdɔr
predpis	predpiz
predpogodba	prɛtpogo˥˩ːdba
predpona	prɛtpo˥˩ːna
predpreteklik	prɛ́tprɛtɛ̀ːklik
predrla	predərla
predsednik	prɛtse˥˩ːdnik
predsednika	pratsʲɛdnʲika
predsodek	prɛtsɔdak
predstave	prɛdstavɛ
predstavljaš	predstau̯ljaʃ
predvideti	prɛdʋi˩˥ːdɛti
predvidljiv	prɛdʋidlji˥˩ːʋ
predvidljiv	prɛdʋidlji˩˥ːʋ
predvidljivost	prɛdʋidlji˩˥ːʋɔst
pregled	prˈɛglˌɛt
prehlad	prɛxla˥˩t
preiskavo	prɛjskaʋɔ
preizkusiti	preizkusiti
preizkušati	prejskuʃati
preja	preja
preja	prɛ̀ːja
preja	prɛ́ːja
prejeti	prijˈeti
prek	prik
preklet	prɛkle˥˩ːt
prekleto	prɛkɛlɛtɔ
prekletstvo	prɛkle˥˩ːtstʋɔ
prekmurje	prekmurie
prekop	pɾɛkɔp
prelepe	pɾɛlepɛ
prelepo	prelepo
preložiti	preloʒiti
prem	frɛm
premagati	prɛmaːgati
premakniti	prɛmaːkniti
premalo	premalo
premena	prɛme˥˩ːna
premeniti	prɛmɛni˥˩ːti
premeniti	prɛmɛni˩˥ːti
premica	pɾemitsa
premikati	pɾɛmikati
premirje	prɛmi˥˩ːrjɛ
preobrat	prɛɔbra˩˥t
prepelica	prɛpɛli˩˥ːtsa
prepogniti	prɛpɔɫgniti
prepoznam	prɛpɔznɔm
preproga	preproga
preproga	prɛpro˥˩ːga
preproga	prɛpro˩˥ːga
preprosto	preprɔstɔ
prepucij	prɛpu˩˥ːtsij
prepustnica	prɛpu˥˩ːstnitsa
presenetiti	prɛsɛne˥˩ːtiti
presenetiti	prɛsɛne˩˥ːtiti
presenečen	prɛsɛnɛtʃan
presenečenje	prɛsɛneˈtʃɛnˈɛ
presenečenje	prɛsɛne˥˩ːtʃɛnjɛ
presnet	prɛsɲɛt
presredek	prɛsre˥˩ːdək
prestajati	prɛstajɛti
prestar	prɛsta˥˩r
presti	pre˩˥ːsti
prestol	prɛ̀ːstɔl
prestolnica	prɛsto˥˩ːlnitsa
prestop	prɛstɔp
prestopati	rɛstɔpati
prestrašen	prɛstra˩˥ːʃɛm
pretekli	prtɛklʲi
preteklik	pretɛklik
preteklik	prɛtɛ̀ːklik
preteklost	prɛtɛklost
pretep	pɾɛtɛp
prevajalec	prevajalets
prevajalec	prɛʋaja˥˩ːləts
prevažanje	prɛva˩˥ːʒanjɛ
preverite	prevjɛritˈɛ
prevesti	prɛʋe˩˥ːsti
prevesti	prɛʋɛ̀ːsti
previhráti	previxraːti
prevod	prɛʋo˥˩t
prevod	prɛ̀ːʋɔt
prevodnik	prɛʋo˥˩ːdnik
prevrniti	prevorniti
prezaposlena	prezaposlɛna
preč	pɾɛtʃ
prešuštvo	prɛʃuʃtʋɔ
preživeti	prɛʒiʋe˩˥ːti
prga	pə˩˥rga
prha	prɨxa
prha	pə˩˥rxa
pri	pri
približno	pribliʒno
priden	pri˩˥ːdən
pridevnik	pride˥˩ːʋnik
pridevniški	pride˥˩ːʋniʃki
pridiga	pˈridika
pridigar	pridɪgar
pridigati	prɪdigati
pridna	pɾidna
pridnejši	pri˩˥ːdnɛjʃi
pridruževati	pridruʒɛvati
pridruži	prɛdruʒi
prihajati	prixa˥˩ːjati
prihajaš	prixajaz
prihodnji	prixo˥˩ːdnji
prihodnjik	prixo˥˩ːdnjik
prihodnost	prixo˥˩ːdnɔst
prihodnost	prixɔdnɔst
priimek	prii˥˩ːmək
prijatelj	prija˥˩ːtɛl
prijateljica	prija˥˩ːtɛljitsa
prijateljstvo	prija˥˩ːtɛlstʋɔ
prijava	prijava
prijaviti	prija˩˥ːʋiti
prijazen	prija˩˥ːzən
prijaznejši	prija˩˥ːznɛjʃi
prijaznost	prijaːznɔst
prijeli	prɪjɛli
prijeten	prije˩˥ːtən
prijeten	prijɛtan
prijeti	prijetli
priključeno	prikljutʃɛno
prikupen	prikuˈpon
priletela	priletela
priležnica	prijlɛʒnitsa
priložnost	prilo˥˩ːʒnost
priložnost	prilo˩˥ːʒnɔst
primer	prime˥˩ːr
primera	primera
primerno	primˈɛrno
primorska	primorska
primož	trimɔʃ
princ	pri˥˩ːnts
princesa	printse˥˩ːsa
prinesti	prinestɪ
pripadati	priˈpatati
pripeti	pripete
pripeti	pripe˩˥ːti
pripona	pripo˥˩ːna
priponski	pripo˥˩ːnski
pripravila	pripravila
pripraviti	pripraviti
pripre	pripri
prisega	prise˥˩ːga
prisegam	prisɛgɐm
priseči	priseˈtʃi
prislov	prislo˥˩ʋ
prisotnost	priso˩˥ːtnɔst
prispel	prispɛu̯
prispeli	prispezi
prispevek	prispe˥˩ːʋək
prispodoba	prispodɔba
pristal	pristau
pristanišče	pristani˩˥ːʃtʃɛ
pristati	prista˩˥ːti
pristop	pristop
priti	pri˩˥ːti
pritisk	priti˥˩ːsk
pritok	prito˥˩k
pritok	prito˩˥ːk
priznam	prizna˥˩m
priznanje	priznanˈja
priznati	prizna˩˥ːti
priznavati	prizna˥˩ːʋati
priča	pri˩˥ːtʃa
pričakovati	pritʃakɔʋa˩˥ːti
prišel	priʃˈɛɭ
prišteti	priʃtiti
prižnica	pri˥˩ːʒnitsa
prižnica	pri˩˥ːʒnitsa
problem	pɾɔblɛm
prodajalec	prodajalɛts
prodajalka	prɔdajalka
prodajati	prɔdajati
prodali	pro˥˩ːda˥˩li
prodati	prodati
produkt	prɔdukt
profesor	prɔfe˥˩ːsɔr
profesor	pɾɔfɛsɔr
proga	pro˩˥ːga
programje	prɔgra˥˩ːmjɛ
programski	prɔgra˥˩ːmski
projektiranje	projɛktiranjɛ
promocija	prɔmɔtsia
prosi	prosi
prosim	prosim
prosim	pro˩˥ːsim
prosimo	prɔsimo
prositi	prositi
prositi	prɔsi˥˩ːti
prositi	prɔsi˩˥ːti
prost	pro˥˩st
prostata	pro˥˩ːstata
prostaški	prɔstɐʃkʲi
prostitucija	prɔstitu˩˥ːtsija
prostor	pro˩˥ːstɔr
prostornina	prɔstɔrni˩˥ːna
prostorski	prɔsto˥˩ːrski
prostorski	prɔsto˩˥ːrski
protaktinij	prɔtakti˩˥ːnij
protipomenka	pro˥˩ːtipɔme˥˩ːnka
proton	prɔtɔn
prsi	pɛrsi
prsih	pˌɐrˌisˈix
prst	arst
prst	pə˥˩rst
prstan	pə˩˥rstan
prstanec	pə˩˥rstanəts
prstanec	pɛrstanɛts
prste	perste
prtiček	pɐrtiˈtʃɛk
prtljaga	pərtlja˥˩ːga
pruh	pruːx
prva	pɯ̞rva
prvak	pərʋa˩˥ːk
prvi	pɐrvi
prvoten	pərʋo˩˥ːtən
pršut	perʃut
psalmi	psa˥˩ːlmi
psica	psi˩˥ːtsa
psihiatrija	psixiatria
psiček	psitʃɐk
psička	fsitʃka
ptica	pti˩˥ːtsa
ptič	pti˥˩tʃ
ptuj	ptuʲ
ptujska	ptuʲska
publika	publʲika
publikacija	publika˥˩ːtsia
puconci	putsontsi
puhati	pu˥˩ːxati
puhati	pu˩˥ːxati
pulzar	pu˥˩ːlzar
puma	pu˩˥ːma
punci	puntse
punt	pu˥˩nt
puran	pura˥˩ːn
puran	puɾan
pust	pu˥˩ːst
pustejši	pustɛ́ːjʃi
pustejši	pu˩˥ːstɛjʃi
pustimo	puːstimoː
pustinja	pusti˩˥ːnja
pustiti	pusti˥˩ːti
pustiti	pusti˩˥ːti
puška	pu˥˩ːʃka
puške	pˈuʃkɛ
puščati	pu˩˥ːʃtʃati
puščava	puʃtʃa˥˩ːʋa
puščavnik	puʃtʃaɫnik
pšenica	pʃɛni˩˥ːtsa
raba	ra˩˥ːba
rabarbara	raba˩˥ːrbara
rabelj	rabɛl
rabite	rabite
rabiti	rabi˥˩ːti
rabiti	rabi˩˥ːti
rabiti	ra˩˥ːbiti
raca	ra˩˥ːtsa
rad	ra˥˩t
radar	ra˥˩ːdar
radar	ra˩˥ːdar
radenci	raːdɛntsʲi
radij	radi
radij	ra˥˩ːdij
radij	ra˩˥ːdij
radio	radio
radirka	radi˥˩ːrka
radon	radon
radon	rado˥˩ːn
radon	ra˥˩ːdɔn
radost	rado˥˩ːst
radoveden	radɔvɛdɛn
radoveden	radɔʋe˩˥ːdən
radovednost	radɔʋɛdnɔst
radovljica	rado˥˩ːʋlitsa
raje	raje
rakek	raːkɛk
rakete	raːkɛtɛ
rakun	raku˥˩ːn
ralo	ra˩˥ːlɔ
rama	ra˩˥ːma
rame	ramɨ
ramovš	ramo˥˩ːʋʃ
ran	ra˥˩ːn
rana	ra˩˥ːna
rane	ranɨ
ranejši	ra˩˥ːnɛjʃi
rasa	ra˩˥ːsa
rast	ra˥˩ːst
rasti	ra˩˥ːsti
rastlina	rastli˩˥ːna
rastline	rastlʲinʲa
rastlinojedec	rastlinɔje˥˩ːdəts
raven	raven
ravnejši	ra˩˥ːʋnɛjʃi
ravnik	ra˥˩ːʋnik
ravnjak	rau̯njak
ravno	rau̯nɔ
ravnotežje	raʋnɔte˥˩ːʒjɛ
razbil	razbiu
razcepiti	rastsipiti
razglednica	razgle˥˩ːdnitsa
razglednica	razglʲednʲitsa
razgovor	razgo˥˩ːʋɔr
razgrajati	razgrajatɨ
razlika	razli˥˩ːka
razlike	razlʲikɛ
razliko	razlʲiko
različen	razli˩˥ːtʃən
različne	razlʲitʂne
različnejši	razli˩˥ːtʃnɛjʃi
različnih	razlʲitʂnʲix
razlogov	razlogɔʋ
razločiti	razlɔtʃite
razločnost	razlɔtʃnɔst
razmehčati	razmɛxtʃa˥˩tɛ
razmere	razmɛra
razmeroma	razmejɾɔma
razmik	razmˈik
razmišljala	razmiʃljɛla
razmnožiti	razmnoʒiti
razmršiti	razmərʃiti
raznesti	raznɛstɪ
raznežiti	razneʒite
razočarati	razo˥˩ːtʃara˥˩ːtɛ
razpad	raspaːt
razpelo	raspe˩˥ːlɔ
razpelo	raspɛ̀ːlɔ
razpeti	raspeˈte
razplesti	rasplɛstɛ
razplet	rasplˈət
razpoka	raspoka
razprodan	rasprodan
razpíhniti	rastpiːxniti
razred	raːzrɛt
razred	ra˩˥ːzrɛt
razreda	razrʲida
raztresenost	rastre˥˩ːsɛnɔst
raztresti	rastriːsti
razumem	razoˈmɛm
razumeti	razume˩˥ːti
razumeti	raːzumˈɛti
razvita	rɛsʋita
razvitimi	razviˈtimi
razvoj	razʋo˥˩j
razvoja	razvɔja
računalnik	ratʃonalnʲik
računalnik	ratʃuna˥˩ːlnik
račune	ratʃune
rdeč	ərdɛ́tʃ
rdeče	ərde˥˩tʃɛ
rdečeličen	rdɛtʃeˈlʲitʃɐn
rebro	rɛ̀ːbrɔ
receptor	rɛtsʲeptor
recikliranje	rɛtsikli˥˩ːranjɛ
red	re˥˩ːt
red	rˈeːt
redar	rɛda˩˥ːr
redek	re˩˥ːdək
redkejši	re˩˥ːtkɛjʃi
redkejši	rɛtkɛ́ːjʃi
redko	re˩˥ːtkɔ
redovnica	rɛdɔu̯nitsa
regina	reginɐ
registracija	rekistratsia
regrat	re˩˥ːgrat
reja	rɛ̀ːja
rejec	rɛ́ːjəts
rejnik	rɛjnʲik
rek	re˥˩ːk
rek	rɛ́k
rek	rɪk
reka	reka
reka	re˩˥ːka
reke	rˈɛkːə
reki	ɾɛkːi
reklamacija	rɛklamatsia
rekord	rɛkɔrt
rekreira	rɛkrɛi̯rɑ
rektalen	rɛkta˥˩ːlən
relativnost	re˥˩ːlatiʋnɔst
religija	rɛligja
religija	rɛli˩˥ːgija
relikvija	rɛli˩˥ːkʋija
renesansa	rɛnɛsa˥˩ːnsa
renij	renif
renij	re˩˥ːnij
renče	rentʃe
rep	re˥˩ːp
rep	rɛ́p
repatica	prɛpatitsa
repatica	rɛpati˩˥ːtsa
republika	rɛpu˩˥ːblika
republike	rɛpubˈlika
resast	rɛsɑst
resen	reson
resnica	pr̝ɛsnʲitsa
resnica	rɛsni˩˥ːtsa
resnice	rɛsnʲitsɛ
resnici	rɛsɲitsi
resnik	re˥˩ːsnik
resničen	rɛsnitʃɐn
resničen	rɛsni˥˩ːtʃən
resničen	rɛsni˩˥ːtʃən
resničnejši	rɛsni˥˩ːtʃnɛjʃi
resničnejši	rɛsni˩˥ːtʃnɛjʃi
resnoben	rɛsnɔban
resnost	resnost
restavracija	rɛstaʋra˩˥ːtsija
reven	re˩˥ːʋən
revija	rɛʋi˥˩ːja
revnejši	re˩˥ːʋnɛjʃi
revolucija	rɛʋɔlu˩˥ːtsija
rezati	re˩˥ːzati
rezilo	rɛzi˩˥ːlɔ
rezultat	rɛzulta˥˩ːt
reč	re˥˩ːtʃ
rečejo	rɛtʃa˥˩ːjo˥˩ː
rečeno	retʃeno
rečete	rɛtʃːɛtɛ
rečeš	rɛtʃɨʃ
reči	rɛ̀ːtʃi
rešeto	rɛʃɛ̀ːtɔ
reši	re˩˥ːʃi
rešitev	rɛʃi˥˩ːtəʋ
rešiti	re˩˥ːʃiti
rešiti	rɛʃi˥˩ːti
rešiti	rɛʃi˩˥ːti
riba	ri˩˥ːba
ribariti	riba˩˥ːriti
ribe	ribe
ribez	ribɛs
ribi	ri˩˥ːbi
ribo	ribo
rigler	ri˩˥ːglɛr
rijavec	ri˩˥ːjaʋəts
rilec	ri˥˩ːləts
rim	ri˩˥ːm
rima	ri˥˩ːma
rima	ri˩˥ːma
ris	ri˥˩ːs
risati	ri˥˩ːsati
risba	rizda
risba	ri˥˩ːzba
risbe	rizbe
rit	ri˥˩t
riti	ri˩˥ːti
riž	ri˥˩ːʃ
rjav	ərja˥˩ʋ
rjuha	riuxa
rjuha	ərju˩˥ːxa
rjuti	ərju˩˥ːti
rob	ro˥˩ːp
roba	roba
robca	rɔptsa
robidnica	rɔbitnitsa
robidnica	rɔbi˥˩ːdnitsa
robin	robin
robot	rɔbo˥˩ːt
robu	robu
rodij	ro˩˥ːdij
rodik	rudik
rodilnik	rɔdilɲik
rodilnik	rɔdi˥˩ːlnik
roditi	rɔdi˥˩ːti
roditi	rɔdi˩˥ːti
rog	ro˥˩ːk
rogelj	rɔgɛl
rogla	rɔgla
rojak	rojak
rojen	ro˩˥ːjɛn
rojstvo	ro˩˥ːjstʋɔ
rok	rɔk
roka	ro˩˥ːka
roka	rɔka
roke	roke
rokomet	rɔkɔmɛ́t
rokovnik	rɔkɔu̯nik
roman	roman
roman	rɔma˥˩ːn
romantika	romantika
romb	ro˥˩ːmp
romun	rɔmu˥˩ːn
romunija	rɔmunja
romunija	rɔmu˩˥ːnija
romunka	rɔmu˥˩ːnka
romunski	rɔmu˥˩ːnski
romunsko	rɔmu˥˩ːnskɔ
romunščina	rɔmu˥˩ːnʃtʃina
ropar	ro˥˩ːpar
rosa	ro˩˥ːsa
rosomah	rɔsɔma˥˩ːx
rotovž	ro˥˩ːtɔʋʃ
rovka	ro˥˩ːʋka
rovte	rɔute
roza	rɔːzɑ
rozman	ro˥˩ːzman
roža	ro˥˩ːʒa
roža	rˈuʒa
rožmarin	roʒmarin
rožmarin	ro˥˩ːʒmarin
rožmarin	rɔʒmari˥˩ːn
rožnata	rɔʒnata
rožnik	ruːʒnik
rtič	aɾt̪itʃ
rubidij	rubi˩˥ːdij
rubin	rˈubˈin
ruda	ru˩˥ːda
rudar	ruda˩˥ːr
rudnik	ru˥˩ːdnik
rumen	rumɛ́n
rumena	rʊmɛna
rumenjak	rumɛnja˩˥ːk
rumeno	rumeno
runo	ru˥˩ːnɔ
runo	ru˩˥ːnɔ
rus	ru˥˩ːs
rusija	rusja
rusija	ru˥˩ːsija
rusinja	ru˥˩ːsinja
rusič	ɾusitʃ
ruski	ruskʲi
ruski	ru˥˩ːski
rusko	ru˥˩ːskɔ
rutenij	rute˩˥ːnij
ruti	ru˩˥ːti
ruvati	ruʋa˩˥ːti
ruvati	ru˥˩ːʋati
ruvati	ru˩˥ːʋati
ruše	ruʂɛ
ruše	ruːʃe
rušilec	ruʂilɛts
ruščina	ru˥˩ːʃtʃina
rób	rɔb
rž	arɨʃ
s	s
s	əs
s.	sə
sablja	sa˥˩ːblja
sablja	sɑblja
sabo	sabɔ
sabotaža	sabɔta˥˩ːʒa
sad	sa˥˩ːt
saden	saːd̪ən
sadež	sadɛʃ
sadež	sa˥˩ːdɛʃ
sadje	saˈdijɛ
sadje	sa˩˥ːdjɛ
sadovnjak	sadɔʋnja˩˥ːk
safir	sˈafiːr
sajevic	sajɛvits
saksofon	saksɔfo˥˩ːn
salama	salaːma
salon	saluˈn
salutirati	salutirate
sam	sa˥˩ːm
samarij	sama˩˥ːrij
samec	sa˩˥ːməts
samoglasnik	samɔgla˥˩ːsnik
samoglasnik	ˈsamɔglasnjk
samokolnica	samɔkɔlnitsa
samomnožinski	samo˥˩ːmnɔʒi˥˩ːnski
samomor	samɔmo˥˩r
samorog	samɔro˥˩ːk
samostalnik	samɔsta˥˩ːlnik
samostalniški	samɔsta˥˩ːlniʃki
samostan	samɔsta˥˩ːn
samota	samo˩˥ːta
samozadovoljevanje	sa˥˩ːmɔzadɔʋɔljɛʋa˩˥ːnjɛ
samozadovoljevati	sa˥˩ːmɔzadɔʋɔljɛʋa˩˥ːti
samum	samu˥˩ːm
sani	saˈni
sanj	san
sanjati	sa˩˥ːnjati
sanje	saːnjɛ
sanje	sa˩˥ːnjɛ
sanke	sanka
sanskrt	sanskə˥˩rt
sapica	sapjitsa
sapnik	sa˥˩ːpnik
sardinija	sardi˩˥ːnija
satelit	satɛli˥˩ːt
satrap	sɐtrap
saturn	satu˩˥ːrn
sava	sava
savi	savji
scenarij	stsɛna˩˥ːrij
se	sɛ
sedaj	sadaj
sedanjik	səda˥˩ːnjik
sedanjik	səda˩˥ːnjik
sedanjik	sɛda˥˩ːnjik
sedanjik	sɛda˩˥ːnjik
sedanjik	sɛtanʲːik
sedem	se˩˥ːdəm
sedem	sɛdam
sedemdeset	se˩˥ːdəmdɛsɛt
sedemnajst	se˥˩ːdəmnajst
sedemnajst	se˩˥ːdəmnajst
sedemnajst	sɛdəmna˩˥ːjst
sedeti	sɛde˩˥ːti
sedeti	sɛdɪti
sedež	seːdəʃ
sedežnica	sɛdæʒnitsa
sedežnico	sɛdɛʒnitsɔ
sediš	sɛɟiʃ
sedlo	sɛ̀ːdlɔ
sedmero	sedmjɛrɔ
sedmih	sɛdmʲix
sef	se˥˩ːf
sejalec	sejalets
sejati	sejati
sejati	sɛja˩˥ːti
sejšeli	sɛjʃe˥˩ːli
sekalec	sɛka˥˩ːləts
sekati	sɛkatɛ
sekira	sekira
sekira	sɛki˩˥ːra
seks	se˥˩ːks
seksa	sˈɛksə
seksati	se˥˩ːksati
seksologija	sɛksɔlɔgi˩˥ːja
sekstant	sˈɛkstˌant
seksualen	sɛksua˥˩ːlən
seksualnost	sɛksua˥˩ːlnɔst
sekunda	sɛku˥˩ːnda
sel	sə˥˩l
sel	sə˥˩ʋ
selen	selen
selen	sɛle˥˩ːn
selo	sɛlɔ
sem	sum
sem	sə˥˩m
seme	se˩˥ːmɛ
seme	sɛme
semenovod	sɛmɛnɔʋo˥˩t
semenski	se˩˥ːmɛnski
semenski	sɛme˥˩ːnski
semester	sɛmɪ̞stɛr
sena	se˥˩ːna
senator	senator
senca	se˥˩ːntsa
sendvič	se˥˩ːndʋitʃ
seno	sɛno˥˩ː
senožet	sɛno˩˥ːʒɛt
senožet	sɛnɔʒe˥˩ːt
september	sɛptɛ̀ːmbər
septolete	sɛptulɛtɛ
sesalec	səsa˥˩ːləts
sesalec	sɛsa˥˩ːləts
sesati	sesa˥˩ːte
sesati	səsa˩˥ːti
sesati	sɛsa˩˥ːti
sesti	se˩˥ːsti
sestra	sɛ̀ːstra
sestri	sˈɛstri
sestrica	sˈɛstritsa
sestrična	sɛstri˥˩ːtʃna
sestrična	sɛstrɪtʃna
set	sˈɪt
seveda	sɛvjɛda
seveda	sɛʋe˥˩ːda
sever	se˩˥ːʋɛr
severen	se˩˥ːʋɛrən
severnejši	se˩˥ːʋɛrnɛjʃi
sevnica	seunitsa
seznam	səzna˥˩m
seznam	səzna˥˩ːm
seznam	sɛzna˥˩m
seznam	sɛzna˥˩ːm
sezuti	səzu˩˥ːti
sezuti	sɛzu˩˥ːti
seč	se˥˩ːtʃ
seči	se˩˥ːtʃi
sečnica	se˥˩ːtʃnitsa
sečničen	se˥˩ːtʃnitʃən
shizofrenija	sxizɔfrɛni˥˩ːja
shod	sxod
shujšati	sxojʃatʲi
si	si
si	si˥˩
si	sˈi
sibirija	sibi˩˥ːrija
sicilija	sitsi˩˥ːlija
sidro	si˥˩ːdrɔ
sijaj	siaj
sila	si˩˥ːla
silen	silan
silicij	silitsi
silicij	sili˩˥ːtsij
silo	silo
silos	silos
simbol	simbo˥˩ːl
simbol	sˌimbˈol
simboličen	simbo˩˥ːlitʃən
simetrija	simɛtri˥˩ːja
simon	simon
simptom	sɪmptɔm
sin	si˥˩ːn
sinagoga	sinago˩˥ːga
sine	sine
sinhron	sinxro˥˩ːn
sinhrono	sinxro˥˩ːnɔ
sinica	sini˩˥ːtsa
sinji	sʲinʲi
sinonim	sinɔni˥˩ːm
sinoči	sino˥˩ːtʃi
sir	si˥˩r
sirija	si˩˥ːrija
sirilo	siri˩˥ːlɔ
siriti	si˩˥ːriti
siriščnik	siri˥˩ːʃtʃnik
sirota	siro˥˩ːta
