!sil	sˈil
'c'que	skə
aznavour	aznavˈuʁ
azof	azˈɔf
azor	azˈɔʁ
azote	azˈɔt
azotique	azotˈik
azotée	azotˈe
azur	azˈyʁ
azurors	azyʁˈɔʁz
azuré	azyʁˈe
azuréa	azyʁeˈa
azurée	azyʁˈe
azurées	azyʁˈez
azurés	azyʁˈez
azé	azˈe
azéma	azemˈa
açores	asˈoʁz
aération	aeʁasjˈɔ̃
aérer	aeʁˈe
aérien	aeʁjˈɛ̃
aérienne	aeʁjˈɛn
aériennes	aeʁjˈɛnz
aériens	aeʁjˈɛ̃z
aérifère	aeʁifˈɛʁ
aérobies	aeʁobˈiz
aéronautes	aeʁonˈotz
aéronautique	aeʁonotˈik
aéronef	aeʁonˈɛf
aéroplanes	aeʁɔplˈanz
aéroport	aeʁopˈɔʁ
aéroports	aeʁopˈɔʁz
aérosols	aeʁosˈɔlz
aérospatiale	aeʁɔspasjˈal
aérostat	aeʁɔstˈa
aérostatique	aeʁɔstatˈik
aérostats	aeʁɔstˈaz
aérostiers	aeʁɔstjˈez
aéré	aeʁˈe
aérée	aeʁˈe
aéréoport	aeʁeopˈɔʁ
aérés	aeʁˈez
aî	ˈe
aîné	ɛnˈe
aînée	ɛnˈe
aînés	ɛnˈez
aître	ˈɛtʁ
aïa	ajˈa
aïdos	aidˈoz
aïe	ˈaj
aïeul	ajˈœl
aïeule	ajˈœl
aïeules	ajˈœlz
aïeux	ajˈøz
aôh	ˈoː
a̱	a
b	bˈe
b-bébé	bˈebebˈe
b-euh	bˈeˈœ
ba	bˈa
baas	bˈas
bab	bˈab
baba	babˈa
babadagh	bˈabɐdˌɑːg
babar	babˈaʁ
babel	babˈɛl
babel-mandeb	babˈɛlmɑ̃dˈɛb
babenh	babˈɛn
babette	babˈɛt
babeuf	babˈœf
babil	babˈil
babillaient	babijˈɛ
babillait	babijˈɛ
babillant	babijˈɑ̃
babillard	babijˈaʁ
babillarde	babijˈaʁd
babillardes	babijˈaʁd
babillards	babijˈaʁ
babille	babˈij
babillent	babˈij
babiller	babijˈe
babines	babˈin
babiole	babjˈɔl
babioles	babjˈol
babiroussa	babiʁusˈa
bablon	bablˈɔ̃
bablot	bablˈo
babochet	baboʃˈɛ
babou	babˈu
babouche	babˈuʃ
babouches	babˈuʃ
babouin	babwˈɛ̃
babouviste	babuvˈist
babouvistes	babuvˈist
baby	bˈeɪbi
baby-boom	bˈeɪbibˈuːm
baby-foot	bˈeɪbifˈʊt
baby-sitter	bˈeɪbisitˈe
baby-sitters	bˈeɪbisitˈe
baby-sitting	bˈeɪbisˈɪtɪŋ
babybel	babibˈɛl
babyfoot	bˈeɪbɪfˌʊt
babyhaler	babjalˈe
babyloine	babilwˈan
babylone	babilˈɔn
bac	bˈak
bacar	bakˈaʁ
bacca	bakˈa
baccalauréat	bakaloʁeˈa
baccalauréats	bakaloʁeˈa
baccarat	bakaʁˈa
bacchanal	bakanˈal
bacchanale	bakanˈal
bacchus	bakˈy
bach	bˈak
bachagha	baʃagˈa
bachar	baʃˈaʁ
bachats	baʃˈa
bachelard	baʃlˈaʁ
bachelay	baʃlˈɛ
bachelet	baʃlˈɛ
bachelier	baʃəljˈe
bacheliers	baʃəljˈe
bachellerie	baʃɛlʁˈi
bachet	baʃˈɛ
bachique	baʃˈik
bachiques	baʃˈik
bachir	baʃˈiʁ
bachivillers	baʃivijˈe
bachot	baʃˈo
bachotage	baʃotˈaʒ
back	bˈak
backgammon	bˈakgamən
backgamon	bˈakgəmən
backuysen	bˈakaɪsən
bacon	bakˈɔ̃
baconier	bakonjˈe
bacot	bakˈo
bacou	bakˈu
bacs	bˈak
bactérie	bakteʁˈi
bactéries	bakteʁˈi
bactéries-là	bakteʁˈilˈa
baculard	bakylˈaʁ
bad	bˈad
badaboum	badabˈum
badamier	badamjˈe
badaroux	badaʁˈu
badaud	badˈo
badauds	badˈo
bade	bˈad
badeau	badˈo
badecon-le-pin	badkˈɔ̃lə-pˈɛ̃
baden	badˈɛn
badevel	badvˈɛl
badge	bˈadʒ
badgeage	badʒˈaʒ
badgeages	badʒˈaʒ
badgés	badʒˈe
badigeon	badiʒˈɔ̃
badigeonnée	badiʒɔnˈe
badin	badˈɛ̃
badinage	badinˈaʒ
badine	badˈin
badiner	badinˈe
badinot	badinˈo
badminton	badmɛ̃tˈɔ̃
badménil	badmenˈil
badoil	badwˈal
badones	badˈon
baduel	badyˈɛl
baerenthal	baɛʁɑ̃tˈal
baf	bˈaf
bafa	bafˈa
bafd	bˈafd
baffe	bˈaf
baffin	bafˈɛ̃
bafira	bafiʁˈa
bafoua	bafwˈa
bafouait	bafwˈɛ
bafouillé	bafujˈe
bafouée	bafwˈe
bafra	bafʁˈa
bag	bˈag
baga	bagˈa
bagad	bagˈad
bagage	bagˈaʒ
bagages	bagˈaʒ
bagarrait	bagaʁˈɛ
bagarrant	bagaʁˈɑ̃
bagarre	bagˈaʁ
bagarre-là	bagˈaʁlˈa
bagarrent	bagaʁˈɑ̃
bagarrer	bagaʁˈe
bagarres	bagˈaʁ
bagarreur	bagaʁˈœʁ
bagarreurs	bagaʁˈœʁ
bagarreuse	bagaʁˈøz
bagarreuses	bagaʁˈøz
bagarré	bagaʁˈe
bagarrés	bagaʁˈe
bagatelle	bagatˈɛl
bagdad	bagdˈad
bagette	baʒˈɛt
bagnac-sur-célé	baɲˈaksyʁselˈe
bagne	bˈaɲ
bagnes	bˈaɲ
bagneux	baɲˈø
bagno	baɲo
bagnol	baɲˈɔl
bagnole	baɲˈɔl
bagnoles	baɲˈol
bagnoles-de-l'orne	baɲˈoldə-lˈɔʁn
bagnolet	baɲolˈɛ
bagnols-sur-cèze	baɲˈɔlsyʁsˈɛz
bagnolé	baɲolˈe
bagnolétaise	baɲoletˈɛz
bagnou	baɲˈu
bagnères	baɲˈɛʁ
bagnères-de-bigorre	baɲˈɛʁdə-bigˈoʁ
bagot	bagˈo
bagout	bagˈu
bagrasses	bagʁˈas
bagration	bagʁasjˈɔ̃
bague	bˈag
baguenauder	bagnodˈe
bagues	bˈag
baguette	bagˈɛt
baguettes	bagˈɛt
bah	bˈa
bahadourian	baaduʁjˈɑ̃
bahama	baamˈa
baheh	baˈɛ
bahorel	baoʁˈɛl
bahus	baˈy
bahut	baˈy
bahuts	baˈy
bai	bˈe
baibourt	bɛbˈuʁ
baie	bˈɛ
baies	bˈɛ
baif	bˈɛf
baigna	bɛɲˈa
baignade	bɛɲˈad
baignaient	bɛɲˈɛ
baignait	bɛɲˈɛ
baignait-elle	bɛɲˈɛtɛl
baignant	bɛɲˈɑ̃
baigne	bˈɛɲ
baignent	bˈɛɲ
baigner	bɛɲˈe
baignes	bˈɛɲ
baigneurs-dandys	bɛɲˈœʁdˈandiz
baignoire	bɛɲwˈaʁ
baigné	bɛɲˈe
baignée	bɛɲˈe
baignées	bɛɲˈe
baignés	bɛɲˈe
baigts-de-béarn	bˈɛdə-beˈaʁn
bail	bˈaj
bailla	bajˈa
baillargues	bajˈaʁg
baille	bˈaj
bailles	bˈaj
baillet	bajˈɛ
bailleul	bajˈœl
bailleul-sur-thérain	bajˈœlsyʁteʁˈɛ̃
bailleur	bajˈœʁ
bailleurs	bajˈœʁ
bailleux	bajˈø
bailli	bajˈi
baillif	bajˈif
baillin	bajˈɛ̃
baillis	bajˈi
bailly	bˈeɪli
bain	bˈɛ̃
bain-de-bretagne	bˈɛ̃də-bʁətˈaɲ
bain-marie	bˈɛ̃maʁˈi
bains	bˈɛ̃
bains-douches	bˈɛ̃dˈuʃ
bairiers	bɛʁjˈe
baisa	bɛzˈa
baisai	bɛzˈe
baisait	bɛzˈɛ
baisant	bɛzˈɑ̃
baise	bˈɛz
baise-le	bˈɛzlə-
baiser	bɛzˈe
baisera	bɛzʁˈa
baisers	bɛzˈe
baisez	bɛzˈe
baiss	bˈɛs
baissa	bɛsˈa
baissai	bɛsˈe
baissaient	bɛsˈɛ
baissais	bɛsˈɛ
baissait	bɛsˈɛ
baissant	bɛsˈɑ̃
baisse	bˈɛs
baisse-toi	bˈɛstwˌa
baissent	bˈɛs
baisser	bɛsˈe
baissera	bɛsʁˈa
baisserai	bɛsʁˈe
baisseriez	bɛsəʁjˈe
baisseront	bɛsʁˈɔ̃
baisses	bˈɛs
baissez	bɛsˈe
baissez-vous	bɛsˈevu
baissât	bɛsˈaː
baissèrent	bɛsˈɛʁ
baissé	bɛsˈe
baissée	bɛsˈe
baissées	bɛsˈe
baissés	bɛsˈe
baisé	bɛzˈe
baisée	bɛzˈe
bajeux	baʒˈø
bajo	baʒˈo
baker	bˈeɪkə
bakhchichs	bakʃˈiʃ
baklava	baklavˈa
bakou	bakˈu
baku	bakˈy
bal	bˈal
balaam	balaˈam
baladais	baladˈɛ
baladait	baladˈɛ
balade	balˈad
baladent	balˈad
balader	baladˈe
balades	balˈad
baladez	baladˈe
baladine	baladˈin
baladins	baladˈɛ̃
baladé	baladˈe
balafons	balafˈɔ̃
balafrait	balafʁˈɛ
balafre	balˈafʁ
balafres	balˈafʁ
balafrée	balafʁˈe
balagna	balaɲˈa
balai	balˈɛ
balaie	balˈɛ
balaiera	balɛʁˈa
balaierai	balɛʁˈe
balais	balˈɛ
balamor	balamˈɔʁ
balanant	balanˈɑ̃
balance	balˈɑ̃s
balancelle	balɑ̃sˈɛl
balancement	balɑ̃smˈɑ̃
balancements	balɑ̃smˈɑ̃
balancent	balˈɑ̃s
balancer	balɑ̃sˈe
balances	balˈɑ̃s
balancier	balɑ̃sjˈe
balancèrent	balɑ̃sˈɛʁ
balancé	balɑ̃sˈe
balancées	balɑ̃sˈe
balancés	balɑ̃sˈe
balançaient	balɑ̃sˈɛ
balançait	balɑ̃sˈɛ
balançant	balɑ̃sˈɑ̃
balançoire	balɑ̃swˈaʁ
balançoires	balɑ̃swˈaʁ
balas	balas
balasko	balaskˈo
balasse	balˈas
balatum	balatˈɔm
balayage	balɛjˈaʒ
balayaient	balɛjˈɛ
balayait	balɛjˈɛ
balayant	balɛjˈɑ̃
balaye	balˈɛj
balayer	balɛjˈe
balayeraient	balɛjʁˈɛ
balayette	balɛjˈɛt
balayeur	balɛjˈœʁ
balayeurs	balɛjˈœʁ
balayeuses	balɛjˈøz
balayez	balɛjˈe
balayèrent	balɛjˈɛʁ
balayé	balɛjˈe
balayée	balɛjˈe
balayés	balɛjˈe
balaïtous	balaitˈu
balbutia	balbysjˈa
balbutia-t-elle	balbysjˈatɛl
balbutia-t-il	balbysjˈatil
balbutiai	balbysjˈe
balbutiait	balbysjˈɛ
balbutiait-elle	balbysjˈɛtɛl
balbutiant	balbysjˈɑ̃
balbutiante	balbysjˈɑ̃t
balbutiantes	balbysjˈɑ̃t
balbutier	balbysjˈe
balbutié	balbysjˈe
balcon	balkˈɔ̃
balcons	balkˈɔ̃
baldaquin	baldakˈɛ̃
baldi	baldˈi
baleine	balˈɛn
baleineau	balɛnˈo
baleines	balˈɛn
baleinier	balɛnjˈe
baleiniers	balɛnjˈe
baleinière	balɛnjˈɛʁ
baleinoptère	balɛnɔptˈɛʁ
baleinoptères	balɛnɔptˈɛʁ
balens	balˈɛn
balgau	balgˈo
bali	balˈi
balisage	balizˈaʒ
balisages	balizˈaʒ
baliser	balizˈe
balises	balˈiz
balisier	balizjˈe
baliste	balˈist
balistes	balˈist
balistique	balistˈik
balistiques	balistˈik
balistrerie	balistʁəʁˈi
balisé	balizˈe
balitrand	balitʁˈɑ̃
balivernes	balivˈɛʁn
balizard	balizˈaʁ
balkans	balkˈɑ̃
ball	bˈɔːl
ballade	balˈad
ballader	baladˈe
ballades	balˈad
balladeuse	baladˈøz
balladur	baladˈyʁ
ballainvilliers	balɛ̃vijjˈe
ballangers	balɑ̃ʒˈe
ballant	balˈɑ̃
balle	bˈal
balleny	bˈalɛni
balles	bˈal
ballet	balˈɛ
ballon	balˈɔ̃
ballons	balˈɔ̃
ballot	balˈo
ballotage	balotˈaʒ
ballots	balˈo
ballottage	balɔtˈaʒ
ballottait	balɔtˈɛ
ballotter	balɔtˈe
ballottée	balɔtˈe
ballottées	balɔtˈe
ballottés	balɔtˈe
balma	balmˈa
balme	bˈalm
balme-de-sillingy	bˈalmdə-sˈɪlɪŋi
balmelle	balmˈɛl
balmes	bˈalm
balmettes	balmˈɛt
baloche	balˈɔʃ
baloo	bˈaluː
balot	balˈo
balou	balˈu
balourdise	baluʁdˈiz
balourous	baluʁˈu
bals	bˈal
balsa	balsˈa
balsamique	balsamˈik
balstain	balstˈɛ̃
baltard	baltˈaʁ
balthazar	balθˈazɑː
baltique	baltˈik
baltus	baltˈys
balustrade	balystʁˈad
balustrades	balystʁˈad
balustre	balˈystʁ
balustres	balˈystʁ
balyver	balivˈe
balzac	balzˈak
balèse	balˈɛz
balèze	balˈɛz
balèzes	balˈɛz
baléares	baleˈaʁ
bam	bˈam
bambara	bɑ̃baʁˈa
bambi	bɑ̃bˈi
bambie	bɑ̃bˈi
bambins	bɑ̃bˈɛ̃
bambis	bɑ̃bˈi
bambou	bɑ̃bˈu
bambous	bɑ̃bˈu
bambuck	bɑ̃bˈyk
bamni	bˈamni
ban	bˈɑ̃
ban-sur-meurthe-clefcy	bˈɑ̃syʁmjˈuːəðklɛfsˈi
bana	bana
banal	banˈal
banale	banˈal
banalement	banalmˈɑ̃
banales	banˈal
banalise	banalˈiz
banalisé	banalizˈe
banalité	banalitˈe
banalités	banalitˈe
banals	banˈal
banane	banˈan
bananes	banˈan
bananier	bananjˈe
bananiers	bananjˈe
banaux	banˈo
banc	bˈɑ̃
bancaire	bɑ̃kˈɛʁ
bancaires	bɑ̃kˈɛʁ
bancal	bɑ̃kˈal
bancale	bɑ̃kˈal
bancaous	bɑ̃kaˈu
bancroche	bɑ̃kʁˈɔʃ
bancs	bˈɑ̃
band	bˈɑ̃dˈ
banda	bɑ̃dˈa
bandage	bɑ̃dˈaʒ
bandages	bɑ̃dˈaʒ
bandaient	bɑ̃dˈɛ
bande	bˈɑ̃d
bandeau	bɑ̃dˈo
bandeaux	bɑ̃dˈo
bandelettes	bɑ̃dlˈɛt
bander	bɑ̃dˈe
banderoles	bɑ̃dʁˈol
bandes	bˈɑ̃d
bandes-dessinées	bˈɑ̃ddɛsinˈe
bandes-là	bˈɑ̃dlˈa
bandit	bɑ̃dˈi
bandits	bɑ̃dˈi
bandol	bɑ̃dˈɔl
bandoulière	bɑ̃duljˈɛʁ
bandrélé	bɑ̃dʁelˈe
bandé	bɑ̃dˈe
bandés	bɑ̃dˈe
bang	bˈɑ̃g
bangalore	bɑ̃galˈɔʁ
bangkeli	bɑ̃gklˈi
bangkok	bɑ̃gkˈɔk
bangue	bˈɑ̃g
banize	bˈanaɪz
bank	bˈaŋk
bank-notes	bˈaŋknˈot
banks	bɑ̃ks
banksias	bɑ̃ksjˈa
banlieue	bɑ̃ljˈø
banlieues	bɑ̃ljˈø
banlieues-banlieues	bɑ̃ljˈøbɑ̃ljˈø
banlieusard	bɑ̃ljøzˈaʁ
banlieusarde	bɑ̃ljøzˈaʁd
banlieusards	bɑ̃ljøzˈaʁ
banne	bˈan
bannette	banˈɛt
bannettes	banˈɛt
banneville	banvˈil
banni	banˈi
bannie	banˈi
bannier	banjˈe
bannir	banˈiʁ
bannis	banˈi
bannissait	banisˈɛ
bannissant	banisˈɑ̃
bannit	banˈi
bannière	banjˈɛʁ
bannières	banjˈɛʁ
banque	bˈɑ̃k
banqueroute	bɑ̃kʁˈut
banqueroutier	bɑ̃kʁutjˈe
banqueroutiers	bɑ̃kʁutjˈe
banques	bˈɑ̃k
banquet	bɑ̃kˈɛ
banquets	bɑ̃kˈɛ
banquette	bɑ̃kˈɛt
banquettes	bɑ̃kˈɛt
banquier	bɑ̃kjˈe
banquiers	bɑ̃kjˈe
banquise	bɑ̃kˈiz
banquises	bɑ̃kˈiz
banquière	bɑ̃kjˈɛʁ
bans	bˈɑ̃
bant	bˈɑ̃
bantou	bɑ̃tˈu
banvillars	bɑ̃vijˈaʁ
banville	bɑ̃vˈil
banyan	bˈanjən
banzaï	bɑ̃zˈaj
banzeau	bɑ̃zˈo
baobabs	baobˈab
baou	baˈu
baour	baˈuʁ
bapt	bˈat
baptisa	batizˈa
baptise	batˈiz
baptiser	batizˈe
baptiserons	batizʁˈɔ̃
baptiste	batˈist
baptisé	batizˈe
baptisée	batizˈe
baptisées	batizˈe
baptisés	batizˈe
baptème	batˈɛm
baptême	batˈɛm
baptêmes	batˈɛm
baquet	bakˈɛ
baquets	bakˈɛ
baquo	bakˈo
baqué	bakˈe
bar	bˈaʁ
bar-le-duc	bˈaʁlə-dˈyk
bar-là	bˈaʁlˈa
bar-restaurant	bˈaʁʁɛstoʁˈɑ̃
bara	baʁˈa
barack	baʁˈak
baragne	baʁˈaɲ
baragouin	baʁagwˈɛ̃
baragouinait	baʁagwinˈɛ
baragouinent	baʁagwˈin
baragouiner	baʁagwinˈe
baragouineur	baʁagwinˈœʁ
baraguouine	baʁagwˈin
baraillon	baʁajˈɔ̃
barakani	baʁakanˈi
baraque	baʁˈak
baraquements	baʁakmˈɑ̃
baraques	baʁˈak
baraqueville	baʁakvˈil
barathrum	bˈaɹaθɹəm
baratier	baʁatjˈe
baratin	baʁatˈɛ̃
barba	baʁbˈa
barbacane	baʁbakˈan
barbanana	baʁbananˈa
barbant	baʁbˈɑ̃
barbapapa	baʁbapapˈa
barbaque	baʁbˈak
barbara	baʁbaʁˈa
barbare	baʁbˈaʁ
barbares	baʁbˈaʁ
barbarie	baʁbaʁˈi
barbaries	baʁbaʁˈi
barbarigo	baʁbaʁigˈo
barbarismes	baʁbaʁˈism
barbaroux	baʁbaʁˈu
barbaste	baʁbˈast
barbe	blˈø
barbe	bˈaʁb
barbe-bleue	bˈaʁbblˈø
barbeau	baʁbˈo
barbecue	baʁbəkˈy
barbecues	baʁbəkˈy
barbedette	baʁbədˈɛt
barbelées	baʁbəlˈe
barbelés	baʁbəlˈe
barben	baʁbˈɛn
barbeneuve	baʁbənˈøv
barberaz	baʁbəʁˈaz
barberin	baʁbəʁˈɛ̃
barberou	baʁbəʁˈu
barbery	bˈɑːbəɹi
barbes	bˈaʁb
barbet	baʁbˈɛ
barbette	baʁbˈɛt
barbey	baʁbˈɛ
barbezieux	baʁbəzjˈø
barbiche	baʁbˈiʃ
barbichette	baʁbiʃˈɛt
barbie	baʁbˈi
barbie-là	baʁbˈilˈa
barbier	baʁbjˈe
barbies	baʁbˈi
barbillon	baʁbijˈɔ̃
barbillons	baʁbijˈɔ̃
barbine	baʁbˈin
barbirey-sur-ouche	baʁbiʁˈɛsyʁˈuʃ
barbiturique	baʁbityʁˈik
barboise	baʁbwˈaz
barbonville	baʁbɔ̃vˈil
barbotaient	baʁbotˈɛ
barbotte	baʁbˈɔt
barbouillages	baʁbujˈaʒ
barbouillait	baʁbujˈɛ
barbouille	baʁbˈuj
barbouillé	baʁbujˈe
barbouillée	baʁbujˈe
barbu	baʁbˈy
barbucci	baʁbutʃˈi
barbue	baʁbˈy
barbues	baʁbˈy
barbus	baʁbˈy
barbâtre	baʁbˈaːtʁ
barbès	baʁbˈɛ
barcelone	baʁsəlˈɔn
barcelonette	baʁsəlonˈɛt
barcelonne-du-gers	baʁsəlˈɔndy-ʒˈɛʁ
barcelonnette	baʁsəlɔnˈɛt
barda	baʁdˈa
bardage	baʁdˈaʒ
barde	bˈaʁd
bardeaux	baʁdˈo
barder	baʁdˈe
bardes	bˈaʁd
bardeurs	baʁdˈœʁ
bardi	baʁdˈi
bardilly	bˈɑːdɪli
bardon	baʁdˈɔ̃
bardot	baʁdˈo
bardé	baʁdˈe
bareigts	baʁˈɛ
barentin	baʁɑ̃tˈɛ̃
baret	baʁˈɛ
barfeuchères	baʁføʃˈɛʁ
bargoin	baʁgwˈɛ̃
barguillère	baʁgijˈɛʁ
bari-outang	baʁˈjutˈɑ̃g
baril	baʁˈil
barillerie	baʁijʁˈi
barillet	baʁijˈɛ
barillon	baʁijˈɔ̃
barils	baʁˈil
bariolage	baʁjolˈaʒ
bariolé	baʁjolˈe
barizien	baʁizjˈɛ̃
barjac	baʁʒˈak
barjavel	baʁʒavˈɛl
barjouville	baʁʒuvˈil
barlet	baʁlˈɛ
barmaid	baʁmˈɛd
barmans	baʁmˈɑ̃
barmerousse	baʁməʁˈus
barmont	baʁmˈɔ̃
barnabé	baʁnabˈe
barnalier	baʁnaljˈe
barneau	baʁnˈo
barnett	baʁnˈɛt
barneville	baʁnəvˈil
barneville-carteret	baʁnəvˈilkaʁtəʁˈɛ
barni	baʁnˈi
barnier	baʁnjˈe
baroche	baʁˈɔʃ
baromètre	baʁomˈɛtʁ
barométrique	baʁometʁˈik
baron	baʁˈɔ̃
baronne	baʁˈɔn
baronnet	baʁɔnˈɛ
baronnie	baʁɔnˈi
baroque	baʁˈok
baroques	baʁˈok
barou	baʁˈu
barouf	baʁˈuf
barouh	baʁˈu
barque	bˈaʁk
barques	bˈaʁk
barra	baʁˈa
barracudas	baʁakydˈa
barrage	baʁˈaʒ
barrages	baʁˈaʒ
barraient	baʁˈɛ
barrais	baʁˈɛ
barrait	baʁˈɛ
barraja	baʁaʒˈa
barrant	baʁˈɑ̃
barras	baʁˈa
barrat	baʁˈa
barrault	baʁˈo
barre	bˈaʁ
barre-du-bec	bˈaʁdy-bˈɛk
barreau	baʁˈo
barreaux	baʁˈo
barrent	baʁˈɑ̃
barrer	baʁˈe
barres	bˈaʁ
barrette	baʁˈɛt
barreyres	baʁˈɛʁ
barrez	baʁˈe
barriat	baʁjˈa
barricada	baʁikadˈa
barricadait	baʁikadˈɛ
barricade	baʁikˈad
barricade-t-on	baʁikˈadtɔ̃
barricader	baʁikadˈe
barricades	baʁikˈad
barricadez	baʁikadˈe
barricadé	baʁikadˈe
barricadée	baʁikadˈe
barrillon	baʁijˈɔ̃
barriques	baʁˈik
barrir	baʁˈiʁ
barris	baʁˈi
barriè	baʁjˈɛ
barrière	baʁjˈɛʁ
barrières	baʁjˈɛʁ
barrois	baʁwˈa
barrow	bˈaɹəʊ
barrussie	baʁysˈi
barry	bˈaɹi
barrât	baʁˈaː
barrèrent	baʁˈɛʁ
barré	baʁˈe
barrée	baʁˈe
barrées	baʁˈe
barrés	baʁˈe
bars	bˈaʁ
bart	bˈaʁ
bartan	baʁtˈɑ̃
barter	baʁtˈe
barthelon	bˈɑːθɛlən
barthes	bˈɑːðz
barthez	bˈɑːθɛz
barthèque	baʁtˈɛk
barthètes	baʁtˈɛt
barthélemy	bˈɑːθeɪləmi
barthélémi	baʁtelemˈi
barthélémy	bˈɑːθeɪlˌeɪmi
bartole	baʁtˈɔl
bartolomeo	baʁtoloməˈo
bartriers	baʁtʁiˈe
bartrès	baʁtʁˈɛ
baryton	baʁitˈɔ̃
barzac	baʁzˈak
barège	baʁˈɛʒ
barème	baʁˈɛm
barèmes	baʁˈɛm
barère	baʁˈɛʁ
bas	bˈa
bas-bleu	bˈablˈø
bas-breton	bˈabʁətˈɔ̃
bas-côté	bˈakotˈe
bas-côtés	bˈakotˈe
bas-empire	bˈazɑ̃pˈiʁ
bas-en-basset	bˈazɑ̃basˈɛ
bas-fond	bˈafˈɔ̃
bas-fonds	bˈafˈɔ̃
bas-meudon	bˈamødˈɔ̃
bas-montreuil	bˈamɔ̃tʁˈœj
bas-quinzième	bˈakɛ̃zjˈɛm
bas-vernay	bˈavɛʁnˈɛ
basait	bazˈɛ
basalte	bazˈalt
basaltes	bazˈalt
basaltique	bazaltˈik
basaltiques	bazaltˈik
basane	bazˈan
basant	bazˈɑ̃
basané	bazanˈe
basanée	bazanˈe
basanés	bazanˈe
basc	bˈask
bascarry	bˈaskaɹi
bascu	baskˈy
bascula	baskylˈa
basculait	baskylˈɛ
bascule	baskˈyl
basculement	baskylmˈɑ̃
basculer	baskylˈe
bascules	baskˈyl
basculé	baskylˈe
base	bˈaz
basent	bˈaz
baser	bazˈe
bases	bˈaz
basfrois	basfʁwˈa
basfroy	basfʁwˈa
basile	bazˈil
basilic	bazilˈik
basilique	bazilˈik
basin	bazˈɛ̃
basique	bazˈik
basiques	bazˈik
basket	baskˈɛt
baskets	baskˈɛt
basketteurs	baskɛtˈœʁ
basochien	bazoʃjˈɛ̃
basons	bazˈɔ̃
basque	bˈask
basques	bˈask
bassa	basˈa
basse	bˈas
basse-bretagne	bˈasbʁətˈaɲ
basse-cour	bˈaskˈuʁ
basse-fosse	bˈasfˈɔs
basse-normandie	bˈasnɔʁmɑ̃dˈi
basse-pointe	bˈaspwˈɛ̃t
basse-taille	bˈastˈaj
basse-terre	bˈastˈɛʁ
bassement	basmˈɑ̃
bassens	basˈɛn
basses	bˈas
basses-cours	bˈaskˈuʁ
bassesse	basˈɛs
bassesses	basˈɛs
bassevialle	basəvjˈal
bassigney	basiɲˈɛ
bassin	basˈɛ̃
bassinait	basinˈɛ
bassine	basˈin
bassiner	basinˈe
bassinerai	basinʁˈe
bassines	basˈin
bassinoire	basinwˈaʁ
bassins	basˈɛ̃
bassire	basˈiʁ
bassée	basˈe
bast	bˈast
basta	bastˈa
baste	bˈast
bastia	bastjˈa
bastide	bastˈid
bastides	bastˈid
bastien	bastjˈɛ̃
bastille	bastˈij
bastilles	bastˈij
bastingage	bastɛ̃gˈaʒ
bastingages	bastɛ̃gˈaʒ
bastion	bastjˈɔ̃
bastions	bastjˈɔ̃
bastonnade	bastɔnˈad
bastonner	bastɔnˈe
bastringue	bastʁˈɛ̃g
basé	bazˈe
basée	bazˈe
basées	bazˈe
basés	bazˈe
bat	bˈa
bat-on	bˈatɔ̃
bataclan	bataklˈɑ̃
bataglia	batagliˈa
batail	batˈaj
bataille	batˈaj
batailler	batajˈe
batailles	batˈaj
batailleuse	batajˈøz
bataillon	batajˈɔ̃
bataillons	batajˈɔ̃
batal	batˈal
batala	batalˈa
batard	batˈaʁ
batarde	batˈaʁd
bataves	batˈav
batavia	batavjˈa
batavie	batavˈi
batbie	batbˈi
batch	bˈatʃ
batchalette	batʃalˈɛt
bateau	batˈo
bateau-fleurs	batˈoflˈœʁ
bateaux	batˈo
bateaux-fleurs	batˈoflˈœʁ
bateaux-mouches	batˈomˈuʃ
batelage	batlˈaʒ
bateleur	batlˈœʁ
batelier	batəljˈe
bateliers	batəljˈe
bathilde	bˈaθɪldə
batho	bˈaθəʊ
bathurst	bˈaθɜːst
bathys	bˈaθiz
batifolage	batifolˈaʒ
batignolles	batiɲˈɔl
batilly	bˈatɪli
batiot	batjˈo
batiste	batˈist
batistes	batˈist
batman	batmˈan
batmobile	batmobˈil
batmobiles	batmobˈil
batofar	batofˈaʁ
baton	batˈɔ̃
batons	batˈɔ̃
batoum	batˈum
batrachoïdes	batʁaʃɔˈid
bats	bˈa
batt	bat
battage	batˈaʒ
battaient	batˈɛ
battais	batˈɛ
battaison	batɛzˈɔ̃
battait	batˈɛ
battant	batˈɑ̃
battants	batˈɑ̃
batte	bˈat
battement	batmˈɑ̃
battements	batmˈɑ̃
battent	bˈat
batterie	batʁˈi
batteries	batəʁˈi
battes	bˈat
batteur	batˈœʁ
batteurs	batˈœʁ
battez	batˈe
battions	batjˈɔ̃
battirent	batˈiʁ
battistel	batistˈɛl
battit	batˈi
battons-nous	batˈɔ̃nu
battra	batʁˈa
battrai	batʁˈe
battrait	batʁˈɛ
battre	bˈatʁ
battriez	batʁiˈe
battrions	batʁiˈɔ̃
battrons	batʁˈɔ̃
battront	batʁˈɔ̃
battu	batˈy
battue	batˈy
battues	batˈy
battus	batˈy
battît	batˈi
batucada	batykadˈa
batz	bˈats
bau	bˈo
baucantin	bokɑ̃tˈɛ̃
bauce	bˈos
bauchart	boʃˈaʁ
bauchet	boʃˈɛ
baucis	bosˈi
baudard	bodˈaʁ
baudeau	bodˈo
