10منٹ	ɒnməɳʈ
ٹھوڑی	ʈʰoːɽiː
ٹھوس	ʈʰoːs
ٹھوکر	ʈʰoːkəɾ
ٹھیرو	ʈʰiːroː
ٹھیری	ʈʰiːriː
ٹھیس	ʈʰeːs
ٹھیک	ʈʰeːk
ٹھیکیدار	ʈʰiːkiːd̪əɾ
ٹھیکیداروں	ʈʰiːkiːd̪əroːn
ٹھیکے	ʈʰiːke
ٹہرو	ʈʰəroː
ٹہلتا	ʈʰɛlt̪ɑ
ٹہلنے	ʈʰəlne
ٹو	ʈʊ
ٹوئن	təʋn
ٹوائی	ʈʋɑi
ٹوبیس	ʈʊbeɪs
ٹوپی	ʈoːpi
ٹوٹ	ʈoːʈ
ٹوٹا	ʈoːʈɑː
ٹوٹتا	ʈoːʈt̪ə
ٹوٹنے	ʈoːʈne
ٹوٹے	ʈoːʈe
ٹور	ʈoːr
ٹورز	ʈoːɾz
ٹورس	ʈoːrɪs
ٹورنامنٹ	ʈoːrnaːmɛ̃ːt̪
ٹورنٹو	ʈoːrˈn̪ʈoː
ٹوسٹ	ʈoːst
ٹوک	ʈoːk
ٹوکری	ʈoːkɾi
ٹوکساون	ʈoːksɔːn
ٹوکن	ʈoːkən
ٹوکیو	ʈoːkiːoː
ٹومی	t̪oːmi
ٹون	ʈoːn
ٹونگا	t̪oːŋgɑː
ٹونی	ʈoːniː
ٹویٹر	ʈʋiːt̪əɾ
ٹی	t̪iː
ٹیب	t̪iːb
ٹیبل	teːbəl
ٹیپ	ʈeːp
ٹیپو	teːpoː
ٹیٹ	ʈeːʈ
ٹیٹو	ʈiːʈʊ
ٹیچر	ʈeːtʃər
ٹیڈ	teːd
ٹیڈی	ʈeːdiː
ٹیڑھی	ʈeːɽʰiː
ٹیس	ʈeːs
ٹیسٹ	ʈeːsʈ
ٹیسٹنگ	ʈeːsʈɪŋ
ٹیک	ʈeːk
ٹیکٹونک	ʈɪkʈʊn̪k
ٹیکس	ʈɪks
ٹیکسی	ʈɪksiː
ٹیکنالوجی	ʈɛːkənɑːlɔdʒi
ٹیکو	ʈiːkoː
ٹیکے	ʈeːke
ٹیلا	t̪iːlə
ٹیلر	teɪlɑr
ٹیلنٹ	teɪlən̪t̪
ٹیلی	t̪eːliː
ٹیلیفون	teːlifɔn
ٹیم	t̪iːm
ٹیموں	teːmoːn
ٹین	t̪eːn
ٹینا	ʈiːnə
ٹینڈر	ʈeːnd̪əɾ
ٹینک	ʈeːŋk
ٹیوب	ʈʊːb
ٹیوٹنک	ʈeːʈʊnk
ج	dʒ
جأئ	gɑː
جؤ	dʒoʊ
جا	gɑ
جاû	gɑu
جاؤ	dʒɔː
جاؤنگا	dʒɑʊ̯ŋɑ
جاؤں	ɟɑũ
جائز	gɑːɪz
جائزہ	ʒɑːɪzah
جائزوں	ʒɑːɪzʊ̃ː
جائيں	gɑːjẽː
جائیداد	gɑːʔɪdɑːd
جائیدادوں	gɑːiːd̪ɑːd̪õː
جائینگے	gɑːiŋeː
جائیں	gɑẽː
جائے	gɑːjeː
جاب	gɑːb
جاپان	dʒɑːpɑːn
جاپانی	ʒɑpɑniː
جات	gɑt̪
جاتا	gɑt̪ɑ
جاتاہے	gɑt̪ɑhɛ
جاتی	gɑt̪iː
جاتے	gɑːt̪eː
جادو	ʒɑːd̪uː
جادوگر	ʒɑːd̪oːgəɾ
جادوگرنی	ʒɑːd̪oːgəɾniː
جاذب	gɑːðb
جارج	gɑːɾʒ
جارحانہ	gɑːɾɑːɦɑːnə
جارحیت	gɑːɾɪhɪt̪
جارڈ	gɑːɾɖ
جارہا	gɑːrɑːhɑː
جارہاہوں	gɑːɾɑːɦɑ̃ː
جارہی	gɑːɾɑːɪ
جارہے	gɑːɾɑːe
جاری	gɑːɾiː
جاز	gɑz
جاسکتا	dʒɑːsʋɑːt̪ɑː
جاسکتی	dʒɑːskʌtti
جاسکتیں	dʒɑːskʈeːŋ
جاسکتے	dʒɑskʌt̪eː
جاسوس	dʒɑːsʊs
جاسوسی	dʒɑːsʊsiː
جاکر	dʒɑkər
جاگ	gɑːg
جاگتے	gɑːgte
جاگنا	gɑːgnɑː
جاگو	gɑːgʊ
جاگی	gɑːgi
جاگیر	gɑːgeːr
جاگیردار	gɑːjɪrdaːr
جام	dʒɑːm
جامد	gɑːməd
جامنی	gɑːmniː
جان	dʒɑːn
جانِ	dʒɑːn
جانا	dʒɑːnɑː
جانب	ʒæŋg
جانباز	ʒɑŋbɑz
جانبدار	dʒɑːnbəˈd̪ɑːr
جانتا	gɑnt̪ɑ
جانتی	dʒɑːnt̪iː
جانتیں	dʒɑːnt̪ɪ̃
جانتے	gɑːnt̪eː
جانچ	dʒɑːntʃʰ
جانسن	dʒɑːns̪n̪
جاننا	dʒɑːnnɑː
جاننے	dʒɑnne
جانور	dʒɑːnʊr
جانوروں	dʒɑːnʊroːŋ
جانوں	dʒɑːnõː
جانی	dʒɑːniː
جانیں	dʒɑːniː
جانے	dʒɑːne
جانے-چلو	dʒɑːneːtʃʰloː
جانےوالا	dʒɑːnweːlɑː
جاںگھیا	gɑ̃ːŋgʰɪ́ə
جاہ	gɑː
جاہتی	gɑːɦt̪iː
جاہل	gɑːɦɪl
جاہیں	gɑːhɛ̃ː
جاو	gɑu
جاواور	gɑːwɑːr
جاوگی	gɑugi
جاوں	gɑ̃ː
جایئے	gɑːjeː
جایا	gɑjɑ
جب	gʌb
جبت	gəbʈ
جبر	gʊbər
جبرائیل	gəbɾɑːɪl
جبڑوں	gəbɽə̃ː
جبڑے	gəbɽe
جبکہ	gʊbkʰɑ
جبلت	gəblət
جتا	dʒʈɑ
جتاؤں	gʌtɑ̃u̯
جتنا	gʌt̪nɑ
جتنی	gʌt̪niː
جتنے	gʊt̪ne
جتھا	gʌt̪ʰɑː
جج	gʊ
ججوں	gʊdʒoːn
جدوجہد	gʌd̪oɣʌd̪
جدید	gʌˈdiːd
جذب	gɑdʒb
جذبات	gʌd̪ˈbɑːt̪
جذباتی	gʌðˈbɑːtiː
جذبہ	gɑdʒbʌ
جذبے	gɑd̪bʱeː
جرائم	gɾɑːjɑːm
جراب	gɪɾɑːb
جرات	gɪɾɑːt
جراتمند	gɪɾɑːt̪mʌnd̪
جرسی	gʌɾsi
جرک	gɪɾk
جرم	gɪɾm
جرمن	gɾeːmən
جرمنوں	gɾəmeːn
جرمنی	gɾəmeːni
جرمی	gʌɾmi
جزائر	gʊzɑːɪr
جزوی	gʊzviː
جزیرہ	gʊzɪrə
جزیرے	gʊzɪreː
جڑ	gɑɽ
جڑیں	gəɽeːn
جڑے	gɑɽe
جس	dʒəs
جسٹس	gɑsˈtis
جسٹن	gɪsˈt̪ən
جسکا	gʊska
جسکے	dʒɪskeː
جسم	dʒɪsm
جسمانی	dʒɪsmaːniː
جسموں	dʒɪsmoːn
جسے	dʒʰeːsɛ
جشن	dʒɪʃn
جعل	gæml
جعلی	gɑlɪ
جکڑ	dʒəgəɽ
جکڑا	gʌkɽɑ
جگ	gʊ
جگائے	gʊgɑːe
جگہ	gʊgʌ
جگہوں	gʊgʰɑ̃
جگہیں	gʊgʰeːn
جل	gəl
جلا	dʒələ
جلّاد	gəlːɑːd
جلاد	gəlɑːd
جلادیا	gəlɑːdiɑː
جلال	gʌlɑl
جلانے	gʌlɑːne
جلاوطن	dʒəlɑʊ̯t̪n
جلاوطنی	dʒɑlɑʊ̯t̪ːniː
جلتا	gʌlt̪ɑ
جلتی	gəlt̪iː
جلد	gəld̪ə
جلدی	gʌld̪iː
جلسے	gʌlsɛ
جللاد	gəlˈlɑːd
جلن	gələn
جلنے	gəlne
جَلنے	ʒəlne
جلو	gʌlo
جلوگی	gʌlɔgi
جلے	gʌlɛ
جم	dʒʌm
جمائیکا	dʒʌmɑːɪkɑː
جماتی	dʒʌmɑːt̪i
جماعت	dʒʌmaːʔat
جمالیاتی	dʒʌmɑːliːt̪iː
جمپنگ	dʒʌmpəŋ
جمع	dʒʌm
جمعرات	dʒʊmeɾɑːt̪
جمعرات	dʒʌməɾɑːt
جمعہ	dʒʌmbɑ
جمعے	ʒʌmɛ
جملہ	dʒʊmlɑ
جمنا-o	dʒʌmnɑː
جمہوری	dʒʌmɦuːriː
جمہوریت	dʒʌmɦʊɾiːt
جمہوریہ	dʒʌmɦuːɾijɑː
جمود	dʒʌmoːd
جن	dʒɪn
جناب	dʒənɑːb
جنات	dʒʊˈnɑːt
جنازہ	dʒənɑːzə
جنازوں	dʒənɑːzoːn
جنازے	dʒənɑːze
جنت	dʒent̪
جنرل	dʒənɾəl
جنریٹر	dʒənriːt̪ər
جنریٹرز	dʒənriːt̪ərz̪
جنس	dʒɪns
جنسی	dʒənsi
جنگ	dʒəŋ
جنگجو	dʒəŋgdʒoː
جنگجوؤں	dʒəŋgɑːʊ̃
جنگل	dʒəŋgəl
جنگلی	dʒəŋgli
جنگوں	dʒəŋgoːŋ
جنگی	dʒəŋgiː
جنگیں	dʒəŋeː
جنم	dʒənm
جنھیں	gʌnheː
جنہوں	dʒənɦoːn
جنہيں	dʒənɦɛ̃
جنہیں	dʒəneː
جنوب	dʒʊˈnoːb
جنوبی	dʒʊˈniːbi
جنوری	dʒʊˈniːri
جنیوا	dʒiniwɑ
جھاڑ	gʱɑːɽ
جھاڑو	dʒʰɑːɽo
جھاڑیوں	gʲʰɑːɽiːõː
جھاگ	ɟʰɑːg
جھپٹا	ɟʰəpʈɑ
جھٹ	ɟʱʈ
جھٹکا	dʒʱəʈkə
جھٹکوں	dʒʱʈʊkõː
جھٹکے	gʌʈkeː
جھٹلا	gʲʰʈəlɑ
جھٹلایا	dʒʰʈʰlɑːjɑː
جھجھک	dʒʰdʒʰk
جھکا	gʲʈəka
جھکاو	ɟʱəkaːʋ
جھکتا	dʒʰʈkəʈə
جھکی	dʒʰki
جھگڑا	gʌɽɑ
جھگڑے	dʒʰəgəɽe
جھلس	ɟʰəls
جھلک	ɟʰəlk
جھنڈا	dʒʰənɖɑː
جھنڈوں	dʒʰənɖõː
جھنڈے	dʒʰənɖeː
جھوٹ	dʒʱuːʈ
جھوٹ	ɟʱoːʈ
جھوٹا	ɟʰoːʈə
جھوٹوں	ɟʰoːʈõː
جھوٹی	ɟʰoːʈiː
جھوٹے	ɟʰoːʈe
جھولی	dʒʰoːliː
جھونپڑی	gʱoːnpɽiː
جھونک	ɟʰoːŋk
جھیل	dʒʱeːl
جہïہجµé	dʒəɦɛɦɑdʒ
جہاد	ɟəɦɑːd
جہاز	dʒɑːhɑːz
جہازوں	dʒɑːhɑːzoːn
جہالت	dʒɑːɦɑːlt
جہاندیدہ	dʒɑːhɑːnd̪ɪd̪ɑː
جہانوں	dʒɑhɑːnʊ̃
جہاں	dʒəhɑ̃ː
جہج	dʒəhdʒ
جہلم	dʒeɦləm
جہنم	dʒəhænm
جو	gʊ
جوئی	gʊi
جوا	gʋɑ
جوا-tare	gʋɑːt̪əɾe
جواب	dʒəʋɑːb
جواب	gʊɑːb
جوابات	gʊwɑːbɑːt̪
جوابدہ	gʊɑːbɪd̪ʰɑː
جوابی	ɟʊɑːbiː
جواز	dʒəwɑːz
جواز	gʊɑːz
جواگر	gʊɑːgəɾ
جوان	gʋɑːn
جوانوں	dʒʋɑːnõː
جوانی	gʊˈɑːni
جواہرات	gʋɑːɦɾɑːt̪
جوتا	goːt̪ə
جوتوں	gʊt̪oːŋ
جوتے	goːt̪eː
جورن	goːɾn
جوری	gʊri
جوزف	gʊdʒʊsfe
جوزفین	gʊzfəɪn
جوڑا	gʊɽɑː
جوڑتوڑ	ɟoɽtoɽ
جوڑی	gʊɽiː
جوڑے	gʊɽe
جوش	goʃ
جوکر	goːkəɾ
جوکہ	dʒoːkə
جولائی	guːlɑːiː
جولی	gʊliː
جولیا	gʊlijɑ
جون	dʒuːn
جوناتھن	dʒoːnɑːt̪ʰən
جونک	gʊng
جونیئر	gʊniːr
جوہان	gʊhɑːn
جوہانا	ɟoːɦɑːnɑː
جوہانس	goʊhɑːns
جوہر	gʊɦɾ
جوہری	goːɦriː
جی	giː
جیئم	giːm
جیب	gɪb
جیپ	dʒiːp
جیپی	giːpiː
جیپیایس	dʒiːpiːaɪs
جیت	dʒiːt̪
جیتا	ʒiːt̪ɑː
جیتتا	ʒɪt̪ːə
جیتنے	dʒiːt̪ne
جیٹ	giːt̪
جیج	giːdʒ
جیڈ	giːɖ
جیسا	ʒɪsə
جیسمین	ʒiːsmɪn
جیسوں	ʒɪsõː
جیسی	giːsiː
جیسیکا	ʒiːsɪkɑː
جیسے	ʒɪse
جیک	dʒeːk
جیکٹ	dʒeːkʈ
جیکروں	dʒeːkəroː
جیکسن	dʒeːksən
جیل	giːl
جیمز	dʒiːmz
جین	dʒiːn
جینا	dʒiːnɑː
جینرو	dʒiːnro
جینی	dʒiːniː
جینیاتی	dʒiːniːtiː
جینے	gɪneː
جیو	gɪo
جے	dʒeː
چاؤ	tʃɑːʊ̯
چائیے	tʃɑːɪe
چائے	tʃɑːe
چائے	tʃɑːʲ
چابی	tʃɑːbi
چابیاں	tʃɑːbijɑ̃
چاپلوسی	tʃɑpɫuːsi
چاچی	tʃɑːtʃi
چادر	tʃɑːd̪əɾ
چار	tʃʰɑːr
چارا	tʃɑːɾɑː
چارٹ	tʃɑːɾt̪
چارج	tʃɑːɾʒ
چارجر	tʃʰɑːɾgɑɾ
چارلس	tʃʰɑːɾəls
چارہ	tʃəɾɑ
چاروں	tʃɑːɾõ
چاری	tʃɑːɾi
چارے	tʃʰɑːɾe
چاقو	tʃɑːqo
چاکلیٹ	tʃɑkliːt̪
چال	tʃɑl
چالاک	tʃɑːlɑːk
چالو	tʃɑːloː
چالوں	tʃɑːlõː
چالیس	ʃɑːlɪs
چاند	tʃɑːnd
چاند	tʃɑːnd̪
چاندی	tʃɑːnd̪iː
چانسلر	tʃɑːnsəlɾ
چاہ	tʃɑː
چاہئیں	tʃɑːɛ̃ː
چاہئے	tʃɑːɦiːe
چاہا	tʃɑːhɑː
چاہتا	tʃɑːɦt̪ɑː
چاہتی	tʃɑːɦt̪i
چاہتے	tʃɑːɦte
چاہنے	tʃɑːɦne
چاہو	tʃɑːho
چاہوں	tʃɑːɦõ
چاہیئں	tʃɑːʔiːə̃
چاہیئے	tʃʰɑːdʒʰiːe
چاہیں	tʃɑ̃heːn
چاہیے	tʃʰɑːdʒʰeː
چاہے	tʃɑːhe
چاوڈر	tʃɔːɽ
چپ	tʃʰeːp
چپٹی	tʃʰeːpt̪iː
چپچپا	tʃʰeːptʃʰeːpə
چپس	tʃʰeːpʰs
چپکی	tʃʰeːbki
چپہ	ʈʃpeː
چتا	tʃʰət̪ə
چٹانوں	tʃʰət̪ɑːnõː
چٹنی	tʃʰəʈni
چجرسی	tʃʰəd̪z̪i
چچا	tʃtʃɑ
چرا	tʃəɾɑ
چرایا	tʃəɾɑːjə
چربی	tʃɛɾbi
چرچ	tʃɛɾtʃ
چرچا	tʃɛɾtʃɑ
چرخی	tʃəɾki
چرس	tʃɪɾs
چرھتا	tʃəɾʰt̪ə
چرواہا	tʃroːɑːhɑː
چروکی	tʃɾoːki
چڑھ	tʃəɽʰ
چڑھا	tʃɽʰɑː
چڑھانے	tʃɽʰɑːne
چڑھنا	ʈʂəɽʱnə
چڑھنے	tʃəɽʰne
چڑھو	tʃəɽʰo
چڑھیں	tʃəɽʱẽː
چْڑیل	tʃɽiːl
چشمہ	tʃʃʰmɛ
چشمیں	tʃʃʰmeːn
چغد	tʃʰəgd̪
چُغہ	tʃʰʊɣə
چْکا	tʃʰkɑ
چکا	tʃkɑ
چکاگو	tʃɛkɑːgʊ
چکانی	tʃəkɑːni
چکایا	tʃəkɑːjɑː
چکر	tʃkər
چکروات	tʃkɾoʔɑːt
چکمہ	tʃekmɑ
چکن	tʃkən
چکنا	tʃʰeknə
چکنائی	tʃkənɑːi
چکھ	tʃʰkʰ
چکو	tʃko
چکی	tʃeːki
چکے	tʃʰʊke
چل	tʃəl
چَل	tʃəl
چلئے	tʃʰəliː
چلا	tʃəla
چلاؤ	tʃəlɑːu
چلاؤں	tʃəlɑ̃ː
چلائی	tʃəlɑːi
چلائیں	tʃɑlɑẽː
چلائے	tʃəlɑːe
چِلّائے	tʃɪlːɑːe
چلاتا	tʃʰəlɑːt̪ə
چلاتی	tʃʰəlɑːt̪i
چلاتے	tʃʰəlɑːt̪e
چلاجاؤں	tʃəlɑːdʒoːŋ
چلانا	tʃəlɑːnɑː
چلانی	tʃəlɑːniː
چلانے	tʃəlɑːne
چلاو	tʃəloː
چلاوں	tʃəlɑ̃ː
چلایا	tʃəlɑːjɑː
چلتا	ʃəlt̪ə
چلتی	tʃʰəɭti
چَلتی	tʃʌlt̪iː
چلتے	tʃʰəl̪t̪eː
چللا	tʃəllə
چللایا	tʃʰɪllɑːjɑː
چلنا	tʃəlnə
چلنے	tʃəlne
چلو	tʃʰlo
چلوں	tʃʰlõː
چلی	tʃʰeːli
چلیں	tʃeːlɪ̃
چلے	tʃʰle
چمتکار	tʃʌmətkɑr
چمڑی	tʃʌmɾi
چمک	tʃʌmʌk
چمکو	tʃəmko
چمکی	tʃʌmki
چمکیں	tʃʌmkiːɳ
چمن	tʃʰmən
چنانچہ	tʃɛnɑtʃʰe
چند	tʃʌnd
چننا	tʃənːə
چنو	tʃəno
چنیں	tʃəɳ
چھ	tʃʰ
چھاپ	ʈʃɑp
چھاپا	ʈʃɑpɑ
چھاپہ	ʈʃɑpʰə
چھاپے	ʈʃɑpe
چھاتی	tʃʰɑːt̪iː
چھاننا	tʃʰɑːnnɑː
چھبیس	ʈʃʰbeːs
چھپ	ʈʂʰp
چھْپا	ʈʂʰpə
چھپا	ʈʂpə
چھپائیں	ʈʂpɑːẽː
چھپاتا	ʈʂʰpət̪ə
چھپانے	ʈʂpɑːne
چھپایا	ʈʂpɑːjɑː
چھپنے	ʈʂʰpne
چھپی	tʃʰpiː
چْھپی	tʃʰpɪ
چھپے	ʈʂʰpeː
چھت	ʈʂʰt̪
چھتری	tʃʰt̪riː
چھتوں	ʈʂʰt̪oːŋ
چھٹکارا	ʈʂʈkɑːrɑ
چھٹی	tʃʰʈiː
چھٹیوں	ʈʂʈiːõː
چھٹے	ʈʂʈeː
چھچھوراپن	ʈʂʈʰoːɾəpən
چھدرت	ʃɪɽɾət
چھرا	ʈʃrɑ
چُھری	tʃʰri
چھری	ʈʃri
چھریوں	ʈʃʁijõː
چھڑاو	ʈʂɽɑːʋ
چھڑی	ʈʂɽiː
چھلانگ	ʈʃʰlɑːŋ
چھلاورن	ʃɪlɑːuɾn
چھو	ʈʃoː
چھوئے	tʃʰoe
چُھوا	tʃʰʊɑː
چھوا	ʈʃʋɑː
چھوٹ	ʈʂoːʈ
چھوٹا	ʈʂoːʈɑ
چھوٹی	ʈʃoːʈiː
چھوٹے	ʈʂoːʈe
چھوری	ʈʃoːriː
چھوڑ	ʈʂoɽ
چھوڑا	ʈʂoːɽə
چھوڑتا	ʈʂoɽt̪ə
چھوڑتے	tʃʰoɽt̪e
چھوڑدی	ʈʂoːɽɖi
چھوڑنا	ʈʂoɽnə
چھوڑنی	ʈʂoːɽniː
چھوڑنے	ʈʂoːɽne
چھوڑو	ʈʃoːɽoː
چھوڑولگتا	ʈʃoːɽoːgt̪ə
چھوڑوں	ʈʃoːɽoːŋ
چھوڑیں	ʈʃoːɽeːn
چھوڑے	ʈʂoɽe
چھوکری	ʈʃoːkɾiː
چھونا	ʈʃoːnə
چھونے	ʈʃoːne
چھید	tʃʰiːd̪
چھیدنے	ʈʃɪd̪ne
چھیڑ	tʃʰɪɽ
چھیڑچھاڑ	tʃʰiːɽtʃʰɑːɽ
چھیڑنے	tʃʰɪɽnɛ
چھین	tʃʰiːn
چھینک	tʃʰiːŋk
چہچہانا	tʃʰɑdʒʰɑːnɑː
چہرہ	tʃɛɦɾɑ
چہرہ	tʃʰeːɾə
چہروں	tʃʰeːroː
چہرے	tʃʰeːre
چوبن	tʃoʊbən
چوبیس	tʃoːbɪs
چوتڑ	tʃoʈʈə
چوتھا	tʃoːtʰɑː
چوتھائی	ʈʊtʰɛ
چوتھی	tʃoːtʰi
چوتھے	tʃoːtʰe
چوٹ	tʃoːʈ
چوٹوں	tʃoʈoː
چوٹی	tʃoʈi
چودھری	tʃoːd̪ʱri
چودہ	tʃoːd̪ə
چور	tʃoːr
چوروں	tʃoːɾoː
چوری	tʃoːriː
چوڑیل	tʃoɽiːl
چوڑیلوں	tʃoɽiːlõ
چوغے	tʃoɣe
چوک	tʃoːk
چوکر	tʃoːkəɾ
چوکس	tʃoːk
چوکنا	tʃoːknə
چوکوں	tʃoːkõː
چوکی	tʃoːki
چوکیدار	tʃoːkɪd̪əɾ
چولہا	tʃoːləɦɑː
چولی	tʃoːli
چوم	tʃom
چومنے	tʃomne
چومو	tʃomo
چونکا	tʃʰoŋkə
چونکہ	tʃʰʊŋkæ
چوہا	tʃoʊɦɑː
چوہوں	tʃoʊɦoː
چیئر	ʃiːr
چیئرز	ʃiːɾz
چیت	tʃeːt̪
چیٹ	tʃʰeːt̪
چیٹنگ	ʃɪt̪ːɪŋ
چیخ	çɪx
چیخا	ʈʃʰɑː
چیخنا	ʃɪxnə
چیخنے	ʈʃʰɪkʰne
چیخو	ʃɪxʊ
چیر	tʃeɪɾ
چیرس	tʃɪɾs
چیری	tʃiːɾi
چیز	tʃiːz
چیزوں	tʃiːzõː
چیزيں	tʃiːzɪ̃
چیزیں	tʃiːzẽ
چیف	tʃeːf
چیک	tʃiːk
چیکنا	tʃiːkənɑː
چیکوں	tʃiːkoːn
چیلنج	tʃɪlɪndʒ
چیلنجز	tʃɪləngz
چیمبر	tʃeːmbər
چیمپئن	tʃeːmpiːn
چین	tʃɪn
چینگ	tʃeːŋ
چینل	tʃɪnəl
چینلز	tʃɪnlæz
چینی	tʃiːniː
ح	ħ
حµé	ɦʊɑ
حµµ	ɦɪɪ
حءà	ɦɑː
حءّ	ɦɑː
حءِ	ɦe
حءض	ɦɑːd̪
حأ	ɦɑ
حادثات	ħɑːd̪ˈθɑːt̪
حادثہ	ɦɑːd̪t̪ʰə
حادثے	ɦɑːd̪t̪ʃeː
حار	ɦɑːr
حاسل	ɦɑːsəl
حاصل	ɦɑːsəl
حاضر	ɦɑːjzər
حافظ	ɦɑːfiːz
حال	ɦɑːl
حالات	ɦɑːlɑːt̪
حالت	ɦɑːlɑːt
حالیہ	ɦɑːliː
حامد	ɦɑːmɪd
حامل	ɦɑːməl
حاملہ	ɦɑːmɪlə
حامی	ɦɑːmiː
حب	ɦæb
حبیب	ɦeːbiːb
حتمی	ɦt̪mi
حتی	ɦʈi
حتیٰ	ɦʌtɪ
حجر	ɦɑdʐ
حد	ɦɪd
حدود	hɑːmd
حدیں	ɦʌd̪eːn
حذف	ɦʌðf
حرارت	ɦəɾɑːɾət
حراست	ɦəɾɑːsˈt̪
حرام	ɦəˈɾɑːm
حرامی	ɦəɾɑːmi
حرج	ɦəɾdʒ
حرس	ɦərs
حْرف	ɦərf
حرکت	ɦəɾkət
حرکتوں	ɦəɾkətõː
حرم	ɦəɾm
حرمتی	ɦəɾmiːti
حساب	ɦəsɑːb
حساس	ɦɪsɑs
حسد	ɦəsd
حسن	ɦəsn
حُسن	ɦʊsən
حسنسن	ɦəsn̪s̪n̪
حسیب	ɦəsiːb
حسین	həsɪn
حسین	ɦʊsɪn
حسینہ	ɦʊsˈiːnə
حصار	ɦɪsɑːr
حصہ	ɦəsə
حصول	ɦəsˈbʊl
حصوں	ɦəsõː
حصے	ɦəsæ
حضرات	ɦʌd̪raːt̪
حضرت	ɦəzɾət̪
حضرت	ɦɪd̪ˈɾət̪
حضور	ɦəɖʊɾ
حفاظت	ɦʊfɑːzət
حفاظتی	ɦʊfɑːzt̪iː
حفظان	ɦəfzan
حق	ɦʊq
حقائق	ɦəqɑːʔeːt̪
حقدار	ɦqɑːdɑːr
حقوق	ɦʊqːʊq
حقیر	ɦəqiːr
حقیقت	həqiːqət
حقیقت	ɦəqiːqəɾ
حقیقی	ɦəqiːqiː
حْکّام	ɦkɑːm
حکام	ɦʊkɑːm
حْکم	ɦkʌm
حکم	ɦʊkmɪ
حکمت	ɦʊkmɛt
حکمرانی	ɦʊkmərɑːniː
حکومت	ɦʊkoːmət
حکومتِ	ɦʊkoːmət̪eː
حکومتی	ɦʊkoːmti
حکیم	ɦɪˈkim
حل	ɦəl
حلف	ɦəlf
حلقوں	ɦəlˈkuːŋ
حلقے	ɦəlkuː
حلمے	ɦlɪme
حلوہ	ɦəluː
حلیف	ɦəliːf
حماد	ɦʊˈmɑːd
حماقت	ɦmɑːqət
حمام	ɦɑmɑm
حمایت	ɦəmiˈjæːt
حمزہ	ɦʊmzə
حمل	ɦæml
حملہ	ɦəmˈlɑ
حملوں	ɑmɭeːŋ
حملے	ɑmɾəljeː
حہ	ɦɑ
حہْ	ɦə
حہج	ɦɑdʒ
حہخ	ɦɑx
حہخہ	ɦɑxɑ
حوا	ɦʋɑː
حوالات	ɦʋɑːlɑːt̪
حوالگی	ɦɪlɑːlgiː
حوالہ	ɑːlɑːhɑː
حوالے	ɑlɑje
حوروں	ɦoːɾuːŋ
حوریں	ɦoːreːn
حوصلہ	ɦʊsˈɑːlə
حویلی	ɦʋiːliː
حَیا	ɦɑjɑ
حیثیت	ɦɛːθiːt
حیدر	ɦɛːd̪ɪr
حیران	ɦɪːrɑːn
حیرت	ɦɪːrət
حیوان	ɦɛːwɑːn
خµé	χʊ
خµéہ	χʊˈeː
خµéہج	χʊˈɛdʒ
خµµ	xʊ
خ	χ
خء	xɑ
خءِ	χe
خؤ	χoː
خؤً	χoː
خإ	χɛ
خإح	χɑh
خإد	χɪd
خاتمہ	χɑːt̪eːməh
خاتمے	χɑːt̪eːmeː
خاتون	χɑːt̪ʊn
خادم	χɑːdim
خارج	χɑɾʒ
خارجہ	χɑɾˈʒe
خارجی	χɑɾdʒiː
خاص	kʰɑːs
خاصیت	χɑːsɪt
خاطر	χɑːtɪr
خاکروب	χɑːkɾub
خالد	χɑːlɪd
خالص	χɑlɪs
خالق	χɑːliq
خالی	xɑːliː
خاموش	χɑːmoːʃ
خاموشی	xɑːmoːʃiː
خامی	xɑːmi
خامیوں	xɑːmijõː
خان	xɑn
خاندان	xɑːd̪ɑːn
خاندانوں	xɑːd̪ɑːnõː
خاندانی	χɑːnd̪ɑːniː
خانہ	xɑːnɑː
خانوں	xɑːnõː
خانے	χɑːnɛ
خبر	xəbəɾ
خبر	xʊbər
خُبر	xʊbər
خبردار	xɑbɾdɑːɾ
خبروں	xʌbɾoːn
خبریں	xʊbɾeːŋ
خبطی	xʌpt̪iː
ختم	χt̪əm
خچر	χɪtʃər
خد	χd
خدا	xʊdɑ
خدا	xʊdɑː
خدا	xʊd̪ɑː
خداؤں	χəˈdɑːʊ̃
خدائی	χəˈd̪ɑːi
خدا حافظ	xʊdɑː ɦɑːfɪz
خدارا	χdɑːrɑː
خداوند	χɪdɑːwund
خداوں	χəˈdɔ̃ː
خدایا	χʊd̪ɑːjɑː
خدشات	χəd̪ʃɑt̪
خدمات	χʊd̪maːn
خدمت	χʊmˈd̪eːt̪
خراب	χəɾɑːb
خرابا	χəɾɑːbɑː
خرابی	χʌɾɑːbiː
خراپن	χɑɾɑːpn̪
خرچ	χɑɾtʃ
خرچے	χəɾtʃeː
خرگوش	χɑrgoːʃ
خروںچ	χɾoːnʈʃ
خرید	χɾiːd
خریدا	χɾiːdɑ
خریداری	χəɾiːdɑːɾiː
خریدتا	xɪɾiːd̪t̪ɑ
خریدتے	χɪɾiːd̪teː
خریدنا	χɾiːd̪nɑ
خریدنے	xəɾiːdənə
خریدے	χɾiːde
خزانہ	xəˈzɑːnə
خزانے	χəˈzɑːne
