吖笨	aa˥ ban˨
九龍城寨	gau˧˥ lung˨˩ sing˨˩ zaai˨
九龍城砦	gau˧˥ lung˨˩ sing˨˩ zaai˨
九龍塘	gau˧˥ lung˨˩ tong˨˩
九龍灣	gau˧˥ lung˨˩ waan˥
九龍寨城	gau˧˥ lung˨˩ zaai˨ sing˨˩
九龍砦城	gau˧˥ lung˨˩ zaai˨ sing˨˩
九唔搭八	gau˧˥ m˨˩ daap˧ baat˧
久唔久	gau˧˥ m˨˩ gau˧˥
久聞大名	gau˧˥ man˨˩ daai˨ ming˨˩
九畝地	gau˧˥ mau˩˧ dei˨
狗尾靚	gau˧˥ mei˩˧ leng˧
狗尾粟	gau˧˥ mei˩˧ suk˥
狗尾續貂	gau˧˥ mei˩˧ zuk˨ diu˥
九命怪貓	gau˧˥ ming˨ gwaai˧ maau˥
狗毛蟲	gau˧˥ mou˨˩ cung˨˩
狗毛氈	gau˧˥ mou˨˩ zin˥
久慕	gau˧˥ mou˨
久慕盛名	gau˧˥ mou˨ sing˨ ming˨˩
狗男女	gau˧˥ naam˨˩ neoi˩˧
狗牙	gau˧˥ ngaa˨˩
狗眼看人低	gau˧˥ ngaan˩˧ hon˧ jan˨˩ dai˥
狗咬狗骨	gau˧˥ ngaau˩˧ gau˧˥ gwat˥
狗咬呂洞賓	gau˧˥ ngaau˩˧ leoi˩˧ dung˨ ban˥
九牛二虎之力	gau˧˥ ngau˨˩ ji˨ fu˧˥ zi˥ lik˨
九年級	gau˧˥ nin˨˩ kap˥
狗奴	gau˧˥ nou˨˩
狗爬式	gau˧˥ paa˨˩ sik˥
狗牌	gau˧˥ paai˧˥
狗刨	gau˧˥ paau˨˩
狗屁不通	gau˧˥ pei˧ bat˥ tung˥
狗皮膏藥	gau˧˥ pei˨˩ gou˥ joek˨
久陪	gau˧˥ pui˨˩
九十二度	gau˧˥ sap˨ ji˨ dou˨
狗虱	gau˧˥ sat˥
狗蝨	gau˧˥ sat˥
狗虱覺	gau˧˥ sat˥ gaau˧
狗蝨覺	gau˧˥ sat˥ gaau˧
狗屎垃圾	gau˧˥ si˧˥ laap˨ saap˧
狗屎垃雜	gau˧˥ si˧˥ laap˨ zaap˨
狗屎佬	gau˧˥ si˧˥ lou˧˥
狗屎運	gau˧˥ si˧˥ wan˨
久時久	gau˧˥ si˨˩ gau˧˥
狗繩	gau˧˥ sing˧˥
九成	gau˧˥ sing˨˩
九霄雲外	gau˧˥ siu˥ wan˨˩ ngoi˨
狗上瓦坑	gau˧˥ soeng˩˧ ngaa˩˧ haang˥
九選三	gau˧˥ syun˧˥ saam˥
狗頭軍師	gau˧˥ tau˨˩ gwan˥ si˥
九頭鳥	gau˧˥ tau˨˩ niu˩˧
狗腿	gau˧˥ teoi˧˥
九天	gau˧˥ tin˥
九天攬月	gau˧˥ tin˥ laam˩˧ jyut˨
九鐵	gau˧˥ tit˧
九條街	gau˧˥ tiu˨˩ gaai˥
九肚徑	gau˧˥ tou˩˧ ging˧
九肚魚	gau˧˥ tou˩˧ jyu˧˥
狗肚魚	gau˧˥ tou˩˧ jyu˧˥
狗話	gau˧˥ waa˧˥
狗話連篇	gau˧˥ waa˧˥ lin˨˩ pin˥
久違	gau˧˥ wai˨˩
九維空間	gau˧˥ wai˨˩ hung˥ gaan˥
狗窩	gau˧˥ wo˥
狗王	gau˧˥ wong˨˩
韭黃	gau˧˥ wong˨˩
韮黃	gau˧˥ wong˨˩
狗會	gau˧˥ wui˧˥
狗雜碎	gau˧˥ zaap˨ seoi˧
狗爪邊	gau˧˥ zaau˧˥ bin˥
狗爪豆	gau˧˥ zaau˧˥ dau˨
狗爪芋	gau˧˥ zaau˧˥ wu˨
狗仔	gau˧˥ zai˧˥
狗仔隊	gau˧˥ zai˧˥ deoi˧˥
狗仔粉	gau˧˥ zai˧˥ fan˧˥
狗仔帽	gau˧˥ zai˧˥ mou˧˥
狗仔式	gau˧˥ zai˧˥ sik˥
九州	gau˧˥ zau˥
狗鷲	gau˧˥ zau˨
狗隻	gau˧˥ zek˧
鳩之媽碌	gau˧˥ zi˥ maa˥ luk˥
鳩之孖碌	gau˧˥ zi˥ maa˥ luk˥
九子連環	gau˧˥ zi˧˥ lin˨˩ waan˨˩
狗展	gau˧˥ zin˧˥
糾正	gau˧˥ zing˧
九折	gau˧˥ zit˧
九座泳池	gau˧˥ zo˨ wing˨ ci˨˩
狗仗人勢	gau˧˥ zoeng˨ jan˨˩ sai˧
狗崽子	gau˧˥ zoi˧˥ zi˧˥
夠班	gau˧ baan˥
究辦	gau˧ baan˨
夠不夠錢	gau˧ bat˥ gau˧ cin˧˥
夠不着	gau˧ bat˥ zoek˨
詬病	gau˧ beng˨
救兵	gau˧ bing˥
夠本	gau˧ bun˧˥
救車	gau˧ ce˥
救出	gau˧ ceot˥
夠秤	gau˧ cing˧
夠膽	gau˧ daam˧˥
夠膽死	gau˧ daam˧˥ sei˧˥
夠得着	gau˧ dak˥ zoek˨
救到人	gau˧ dou˧˥ jan˨˩
救翻	gau˧ faan˥
灸法	gau˧ faat˧
夠瞓	gau˧ fan˧
救焚益薪	gau˧ fan˨˩ jik˥ san˥
救火	gau˧ fo˧˥
救火員	gau˧ fo˧˥ jyun˨˩
救火佬	gau˧ fo˧˥ lou˧˥
救苦救難	gau˧ fu˧˥ gau˧ naan˨
救駕	gau˧ gaa˧
夠挭	gau˧ gaang˧
救急	gau˧ gap˥
救急扶危	gau˧ gap˥ fu˨˩ ngai˨˩
究極	gau˧ gik˨
究竟	gau˧ ging˧˥
究竟問	gau˧ ging˧˥ man˨
究竟咩事	gau˧ ging˧˥ me˥ si˨
夠腳	gau˧ goek˧
夠姜	gau˧ goeng˥
夠薑	gau˧ goeng˥
夠啩	gau˧ gwaa˧
救國	gau˧ gwok˧
救國救民	gau˧ gwok˧ gau˧ man˨˩
購下	gau˧ haa˨
夠慳皮咯	gau˧ haan˥ pei˧˥ lok˧
媾合	gau˧ hap˨
夠口福	gau˧ hau˧˥ fuk˥
夠喉	gau˧ hau˨˩
夠氣夠力	gau˧ hei˧ gau˧ lik˨
夠行頭	gau˧ hong˨˩ tau˨˩
救恩計劃	gau˧ jan˥ gai˧ waak˨
咎由自取	gau˧ jau˨˩ zi˨ ceoi˧˥
夠有凸	gau˧ jau˩˧ dat˨
咎有應得	gau˧ jau˩˧ jing˥ dak˥
夠期	gau˧ kei˨˩
究其根源	gau˧ kei˨˩ gan˥ jyun˨˩
夠喇	gau˧ laa˧
夠嚟	gau˧ lai˨˩
夠雷	gau˧ leoi˨˩
夠力	gau˧ lik˨
夠來	gau˧ loi˧˥
夠狼	gau˧ long˨˩
詬罵	gau˧ maa˨
購買	gau˧ maai˩˧
購物	gau˧ mat˨
夠味	gau˧ mei˨
救命	gau˧ meng˨
救命啊	gau˧ meng˨ aa˧
救命圈	gau˧ meng˨ hyun˥
救亡	gau˧ mong˨˩
夠你用	gau˧ nei˩˧ jung˨
夠派頭	gau˧ paai˥ tau˨˩
夠派	gau˧ paai˧
夠頻撲喇	gau˧ pan˨˩ pok˧ laa˧
夠朋友	gau˧ pang˨˩ jau˩˧
夠皮	gau˧ pei˧˥
夠𦢊	gau˧ pok˨˩
夠晒抵	gau˧ saai˧ dai˧˥
夠晒多	gau˧ saai˧ do˥
夠晒鬼馬	gau˧ saai˧ gwai˧˥ maa˩˧
夠晒好味	gau˧ saai˧ hou˧˥ mei˨
夠晒嘞	gau˧ saai˧ laak˧
夠晒皮	gau˧ saai˧ pei˨˩
夠晒心足	gau˧ saai˧ sam˥ zuk˥
夠晒醒	gau˧ saai˧ sing˧˥
救世主	gau˧ sai˧ zyu˧˥
救生隊	gau˧ sang˥ deoi˧˥
救生袋	gau˧ sang˥ doi˧˥
救生圈	gau˧ sang˥ hyun˥
救生衣	gau˧ sang˥ ji˥
救生員	gau˧ sang˥ jyun˨˩
救生船	gau˧ sang˥ syun˨˩
救死扶傷	gau˧ sei˧˥ fu˨˩ soeng˥
夠時候咯	gau˧ si˨˩ hau˨ lok˧
救星	gau˧ sing˥
救傷	gau˧ soeng˥
救傷車	gau˧ soeng˥ ce˥
夠數	gau˧ sou˧
救贖	gau˧ suk˨
救贖主	gau˧ suk˨ zyu˧˥
夠算	gau˧ syun˧
夠威	gau˧ wai˥
夠運	gau˧ wan˨
夠運氣	gau˧ wan˨ hei˧
媾和	gau˧ wo˨˩
救護	gau˧ wu˨
救護車	gau˧ wu˨ ce˥
救護員	gau˧ wu˨ jyun˨˩
救援	gau˧ wun˨˩
救援軍	gau˧ wun˨˩ gwan˥
救援	gau˧ wun˨˩[gau˧ jyun˨˩]
救活	gau˧ wut˨
救濟	gau˧ zai˧
救濟金	gau˧ zai˧ gam˥
救濟糧	gau˧ zai˧ loeng˨˩
購置	gau˧ zi˧
救治	gau˧ zi˨
究治	gau˧ zi˨
夠照	gau˧ ziu˧
夠咗有突	gau˧ zo˧˥ jau˩˧ dat˨
救助	gau˧ zo˨
救災	gau˧ zoi˥
救災款	gau˧ zoi˥ fun˧˥
夠做	gau˧ zou˨
夠鐘	gau˧ zung˥
夠鐘嘞	gau˧ zung˥ la˧
夠鐘數	gau˧ zung˥ sou˧
夠鐘數喇	gau˧ zung˥ sou˧ laa˧
救主	gau˧ zyu˧˥
舊幣	gau˨ bai˨
舊病復發	gau˨ beng˨ fuk˨ faat˧
舊橙	gau˨ caang˧˥
舊菜	gau˨ coi˧
舊底	gau˨ dai˧˥
舊啲	gau˨ di˥
舊調重彈	gau˨ diu˨ cung˨˩ taan˨˩
舊調子	gau˨ diu˨ zi˧˥
舊都	gau˨ dou˥
舊飯	gau˨ faan˨
舊貨買賣	gau˨ fo˧ maai˩˧ maai˨
舊貨收購	gau˨ fo˧ sau˥ kau˧
舊款	gau˨ fun˧˥
舊金山	gau˨ gam˥ saan˥
嚿嚿	gau˨ gau˨
舊景重現	gau˨ ging˧˥ cung˨˩ jin˨
舊疆	gau˨ goeng˥
舊故	gau˨ gu˧
舊鞋	gau˨ haai˨˩
舊圩	gau˨ heoi˥
舊好	gau˨ hou˧˥
舊日	gau˨ jat˨
舊遊	gau˨ jau˨˩
舊約	gau˨ joek˧
舊約全書	gau˨ joek˧ cyun˨˩ syu˥
舊雨	gau˨ jyu˩˧
舊怨	gau˨ jyun˧
嚿溜	gau˨ lau˨
舊曆年	gau˨ lek˨ nin˨˩
舊曆	gau˨ lik˨
舊歷	gau˨ lik˨
舊曆年	gau˨ lik˨ nin˨˩
舊歷年	gau˨ lik˨ nin˨˩
舊年	gau˨ nin˧˥
舊年時	gau˨ nin˨˩ si˨˩
舊愛	gau˨ oi˧
舊惡	gau˨ ok˧
舊生	gau˨ sang˥
舊愁新恨	gau˨ sau˨˩ san˥ han˨
嚿水	gau˨ seoi˧˥
舊水	gau˨ seoi˧˥
舊隧	gau˨ seoi˨
舊時	gau˨ si˨˩
舊時	gau˨ si˨˩[gau˨ si˧˥]
舊事重提	gau˨ si˨ cung˨˩ tai˨˩
舊式	gau˨ sik˥
舊識	gau˨ sik˥
舊相好	gau˨ soeng˥ hou˧˥
舊態	gau˨ taai˧
舊體詩	gau˨ tai˧˥ si˥
舊填地	gau˨ tin˨˩ dei˨
舊唐書	gau˨ tong˨˩ syu˥
舊患	gau˨ waan˨
舊皇曆	gau˨ wong˨˩ lik˨
舊習	gau˨ zaap˨
舊習慣	gau˨ zaap˨ gwaan˧
舊陣時	gau˨ zan˨ si˨˩
舊疾	gau˨ zat˨
舊酒新瓶	gau˨ zau˧˥ san˥ ping˨˩
舊知	gau˨ zi˥
舊址	gau˨ zi˧˥
舊招牌	gau˨ ziu˥ paai˨˩
舊俗	gau˨ zuk˨
嘅嘢	ge˧˥ je˩˧
嘅咯	ge˧ lok˧
嘅話	ge˧ waa˧˥
嘅嗻	ge˧ ze˥
嘅啫	ge˧ zek˥
羈押	gei˥ aat˧
基吧	gei˥ baa˥
基板	gei˥ baan˧˥
姬濱鷸	gei˥ ban˥ wat˨
機不可失	gei˥ bat˥ ho˧˥ sat˥
飢不擇食	gei˥ bat˥ zaak˨ sik˨
基波	gei˥ bo˥
基本	gei˥ bun˧˥
基本詞彙	gei˥ bun˧˥ ci˨˩ wui˨
基本點	gei˥ bun˧˥ dim˧˥
基本法	gei˥ bun˧˥ faat˧
基本功	gei˥ bun˧˥ gung˥
基本國策	gei˥ bun˧˥ gwok˧ caak˧
基本粒子	gei˥ bun˧˥ nap˥ zi˧˥
基本盤	gei˥ bun˧˥ pun˧˥
基本上	gei˥ bun˧˥ soeng˨
羈絆	gei˥ bun˨
刉親	gei˥ can˥
基層	gei˥ cang˨˩
機車	gei˥ ce˥
譏刺	gei˥ ci˧
肌纖蛋白	gei˥ cim˥ daan˧˥ baak˨
肌纖維	gei˥ cim˥ wai˨˩
姬妾	gei˥ cip˧
基礎	gei˥ co˧˥
基礎表	gei˥ co˧˥ biu˧˥
基礎速率	gei˥ co˧˥ cuk˥ leot˧˥
基礎代謝	gei˥ co˧˥ doi˨ ze˨
基礎課	gei˥ co˧˥ fo˧
基礎教育	gei˥ co˧˥ gaau˧ juk˨
基礎結構	gei˥ co˧˥ git˧ kau˧
基礎問題	gei˥ co˧˥ man˨ tai˨˩
機槍	gei˥ coeng˥
機場	gei˥ coeng˨˩
機場巴士	gei˥ coeng˨˩ baa˥ si˧˥
機場邊檢	gei˥ coeng˨˩ bin˥ gim˧˥
機場出口	gei˥ coeng˨˩ ceot˥ hau˧˥
機場快綫	gei˥ coeng˨˩ faai˧ sin˧
機場快線	gei˥ coeng˨˩ faai˧ sin˧
機場路口	gei˥ coeng˨˩ lou˨ hau˧˥
機場尾	gei˥ coeng˨˩ mei˩˧
機場運輸	gei˥ coeng˨˩ wan˨ syu˥
機艙	gei˥ cong˥
機艙老鼠	gei˥ cong˥ lou˩˧ syu˧˥
機牀	gei˥ cong˨˩
機踏車	gei˥ daap˨ ce˥
基底動脈	gei˥ dai˧˥ dung˨ mak˨
基底膜	gei˥ dai˧˥ mok˧˥
機竇	gei˥ dau˧
基地	gei˥ dei˨
基地組織	gei˥ dei˨ zou˧˥ zik˥
基甸	gei˥ din˨
機電	gei˥ din˨
機電設備	gei˥ din˨ cit˧ bei˨
幾度	gei˥ dou˨
基督	gei˥ duk˥
基督教	gei˥ duk˥ gaau˧
基督協會	gei˥ duk˥ hip˧ wui˧˥
基督堂	gei˥ duk˥ tong˨˩
基督徒	gei˥ duk˥ tou˨˩
機動	gei˥ dung˨
機動車輛	gei˥ dung˨ ce˥ loeng˧˥
肌動蛋白	gei˥ dung˨ daan˧˥ baak˨
飢荒	gei˥ fong˥
饑荒	gei˥ fong˥
機房	gei˥ fong˨˩
肌膚	gei˥ fu˥
肌膚之親	gei˥ fu˥ zi˥ can˥
幾乎	gei˥ fu˨˩
幾乎話要	gei˥ fu˨˩ waa˨ jiu˧
畿輔	gei˥ fu˨
譏諷	gei˥ fung˧
基金	gei˥ gam˥
基金組織	gei˥ gam˥ zou˧˥ zik˥
飢饉	gei˥ gan˧˥
饑謹	gei˥ gan˧˥
嘰嘰嘎嘎	gei˥ gei˥ gaa˥ gaa˥
嘰嘰咕咕	gei˥ gei˥ gu˥ gu˥
嘰嘰喳喳	gei˥ gei˥ zaa˥ zaa˥
機件	gei˥ gin˧˥
基建	gei˥ gin˧
機建費	gei˥ gin˧ fai˧
機警	gei˥ ging˧˥
基腳	gei˥ goek˧
犄角	gei˥ gok˧
嘰咕	gei˥ gu˥
機管局	gei˥ gun˧˥ guk˨
機關	gei˥ gwaan˥
機關布景	gei˥ gwaan˥ bou˧ ging˧˥
機關車	gei˥ gwaan˥ ce˥
機關槍	gei˥ gwaan˥ coeng˥
機關槍噉	gei˥ gwaan˥ coeng˥ gam˧˥
機關炮	gei˥ gwaan˥ paau˧
機械	gei˥ haai˨
機械加工	gei˥ haai˨ gaa˥ gung˥
機械鍵盤	gei˥ haai˨ gin˨ pun˧˥
機械工	gei˥ haai˨ gung˥
機械工人	gei˥ haai˨ gung˥ jan˨˩
機械人	gei˥ haai˨ jan˨˩
機械修鞋	gei˥ haai˨ sau˥ haai˨˩
機械鐘	gei˥ haai˨ zung˥
機械鑽井	gei˥ haai˨ zyun˧ zeng˧˥
奇函數	gei˥ haam˨˩ sou˧
機巧	gei˥ haau˧˥
基希訥烏	gei˥ hei˥ nat˨ wu˥
機器	gei˥ hei˧
機器翻譯	gei˥ hei˧ faan˥ jik˨
機器語言	gei˥ hei˧ jyu˩˧ jin˨˩
機器佬	gei˥ hei˧ lou˧˥
機器匠	gei˥ hei˧ zoeng˨
幾許	gei˥ heoi˧˥
饑寒	gei˥ hon˨˩
飢寒交迫	gei˥ hon˨˩ gaau˥ bik˥
饑寒交迫	gei˥ hon˨˩ gaau˥ bik˥
飢渴	gei˥ hot˧
饑渴	gei˥ hot˧
基因	gei˥ jan˥
基因庫	gei˥ jan˥ fu˧
基因型	gei˥ jan˥ jing˨˩
基因擴大	gei˥ jan˥ kwok˧ daai˨
基因碼	gei˥ jan˥ maa˩˧
基因修改	gei˥ jan˥ sau˥ goi˧˥
基友	gei˥ jau˧˥
機友	gei˥ jau˧˥
機油	gei˥ jau˧˥
機宜	gei˥ ji˨˩
基業	gei˥ jip˨
肌肉	gei˥ juk˨
肌肉男	gei˥ juk˨ naam˨˩
肌肉注射	gei˥ juk˨ zyu˧ se˨
基於	gei˥ jyu˥
機遇	gei˥ jyu˨
機緣	gei˥ jyun˨˩
機緣巧合	gei˥ jyun˨˩ haau˧˥ hap˨
機構	gei˥ kau˧
機構	gei˥ kau˧[gei˥ gau˧]
羈留	gei˥ lau˨˩
羈留室	gei˥ lau˨˩ sat˥
嘰哩旮旯	gei˥ le˩˧ go˥ lo˥
嘰哩呱啦	gei˥ le˩˧ gwaa˥ la˥
基里巴斯	gei˥ lei˩˧ baa˥ si˥
嘰里咕嚕	gei˥ lei˩˧ gu˥ lou˥
幾率	gei˥ leot˧˥
機率	gei˥ leot˧˥
機哩瓜拉	gei˥ li˥ gwaa˥ laai˥
機伶	gei˥ ling˨˩
機靈	gei˥ ling˨˩
機靈鬼	gei˥ ling˨˩ gwai˧˥
奇靈里	gei˥ ling˨˩ lei˩˧
基佬	gei˥ lou˧˥
機佬	gei˥ lou˧˥
基隆	gei˥ lung˨˩
基民	gei˥ man˨˩
飢民	gei˥ man˨˩
饑民	gei˥ man˨˩
機密	gei˥ mat˨
機密性	gei˥ mat˨ sing˧
機謀	gei˥ mau˨˩
幾微	gei˥ mei˨˩
基面	gei˥ min˨
機能	gei˥ nang˨˩
基尼係數	gei˥ nei˨˩ hai˨ sou˧
奇偶	gei˥ ngau˩˧
奇偶性	gei˥ ngau˩˧ sing˧
飢餓	gei˥ ngo˨
饑餓	gei˥ ngo˨
畿內亞	gei˥ noi˨ aa˧
畿內亞比紹	gei˥ noi˨ aa˧ bei˧˥ siu˨
基頻	gei˥ pan˨˩
基片	gei˥ pin˧˥
機票	gei˥ piu˧
基婆	gei˥ po˧˥
機舖	gei˥ pou˧˥
機心	gei˥ sam˥
機身寬大	gei˥ san˥ fun˥ daai˨
機室	gei˥ sat˥
乩手	gei˥ sau˧˥
基石	gei˥ sek˨
機師	gei˥ si˥
磯燒	gei˥ siu˥
譏笑	gei˥ siu˧
基數	gei˥ sou˧
奇數	gei˥ sou˧
基數詞	gei˥ sou˧ ci˨˩
機頭座	gei˥ tau˨˩ zo˨
姬田雞	gei˥ tin˨˩ gai˥
機鐵	gei˥ tit˧
乩童	gei˥ tung˨˩
機位	gei˥ wai˧˥
基圍	gei˥ wai˨˩
基圍蝦	gei˥ wai˨˩ haa˥
肌胃	gei˥ wai˨
姬鷸	gei˥ wat˨
磯鷸	gei˥ wat˨
機會	gei˥ wui˨
機會成本	gei˥ wui˨ sing˨˩ bun˧˥
機會主義	gei˥ wui˨ zyu˧˥ ji˨
基站	gei˥ zaam˨
譏嘲	gei˥ zaau˥
機制	gei˥ zai˧
機製	gei˥ zai˧
基質膜	gei˥ zat˥ mok˨
基準	gei˥ zeon˧˥
機子	gei˥ zi˧˥
蟣子	gei˥ zi˧˥
機智	gei˥ zi˧
基座	gei˥ zo˨
基樁	gei˥ zong˥
機組	gei˥ zou˧˥
機軸	gei˥ zuk˨
紀伯倫	gei˧˥ baak˧ leon˨˩
幾百萬未開頭	gei˧˥ baak˧ maan˨ mei˨ hoi˥ tau˨˩
幾餅	gei˧˥ beng˧˥
幾步	gei˧˥ bou˨
幾步腳	gei˧˥ bou˨ goek˧
幾襯你喎	gei˧˥ can˧ nei˩˧ wo˧
幾醜下	gei˧˥ cau˧˥ haa˩˧
幾次三番	gei˧˥ ci˧ saam˥ faan˥
幾似呀	gei˧˥ ci˩˧ aa˨˩
幾千天	gei˧˥ cin˥ tin˥
幾錢	gei˧˥ cin˧˥
幾錢呀	gei˧˥ cin˧˥ aa˨˩
幾錢飛呀	gei˧˥ cin˧˥ fei˥ aa˨˩
幾草嘢	gei˧˥ cou˧˥ je˩˧
幾大	gei˧˥ daai˧˥
幾歹	gei˧˥ daai˧˥
幾大都	gei˧˥ daai˧˥ dou˥
幾歹都	gei˧˥ daai˧˥ dou˥
幾大抓實	gei˧˥ daai˧˥ zaau˧˥ sat˨
幾大就幾大	gei˧˥ daai˧˥ zau˨ gei˧˥ daai˧˥
幾大都要	gei˧˥ daai˨ dou˥ jiu˧
幾兜嘢	gei˧˥ dau˥ je˩˧
幾點	gei˧˥ dim˧˥
幾點等	gei˧˥ dim˧˥ dang˧˥
幾點起身	gei˧˥ dim˧˥ hei˧˥ san˥
幾點了	gei˧˥ dim˧˥ liu˩˧
幾點食	gei˧˥ dim˧˥ sik˨
幾點先	gei˧˥ dim˧˥ sin˥
幾點鐘	gei˧˥ dim˧˥ zung˥
幾掂下	gei˧˥ dim˨ haa˩˧
幾丁質	gei˧˥ ding˥ zat˥
幾多	gei˧˥ do˥
幾多啊	gei˧˥ do˥ aa˧˥
幾多呀	gei˧˥ do˥ aa˨˩
幾多錢	gei˧˥ do˥ cin˧˥
幾多錢呀	gei˧˥ do˥ cin˧˥ aa˨˩
幾多對	gei˧˥ do˥ deoi˧
幾多點	gei˧˥ do˥ dim˧˥
幾多點鐘	gei˧˥ do˥ dim˧˥ zung˥
幾多斤兩	gei˧˥ do˥ gan˥ loeng˧˥
幾多個人	gei˧˥ do˥ go˧ jan˨˩
幾多下	gei˧˥ do˥ haa˩˧
幾多覈	gei˧˥ do˥ hat˨
幾多號	gei˧˥ do˥ hou˨
幾多人	gei˧˥ do˥ jan˨˩
幾多啦	gei˧˥ do˥ la˥
幾多味	gei˧˥ do˥ mei˧˥
幾多歲	gei˧˥ do˥ seoi˧
幾多字	gei˧˥ do˥ zi˨
幾棟嘢	gei˧˥ dung˨ je˩˧
幾複雜下	gei˧˥ fuk˥ zaap˨ haa˩˧
幾諫	gei˧˥ gaan˧
幾咁	gei˧˥ gam˧
幾咁閒	gei˧˥ gam˧ haan˨˩
幾急	gei˧˥ gap˥
幾夠	gei˧˥ gau˧
幾經	gei˧˥ ging˥
幾經反復	gei˧˥ ging˥ faan˧˥ fuk˥
幾經周折	gei˧˥ ging˥ zau˥ zit˧
幾勁呀	gei˧˥ ging˨ aa˨˩
幾勁下	gei˧˥ ging˨ haa˩˧
幾個單	gei˧˥ go˧ daan˥
幾乖仔	gei˧˥ gwaai˥ zai˧˥
幾鬼	gei˧˥ gwai˧˥
幾鬼馬	gei˧˥ gwai˧˥ maa˩˧
幾過份	gei˧˥ gwo˧ fan˨
杞國憂天	gei˧˥ gwok˧ jau˥ tin˥
杞國之憂	gei˧˥ gwok˧ zi˥ jau˥
幾係	gei˧˥ hai˨
幾係㗎	gei˧˥ hai˨ gaa˧
幾係嘢	gei˧˥ hai˨ je˩˧
幾希	gei˧˥ hei˥
幾興	gei˧˥ hing˥
幾何	gei˧˥ ho˨˩
幾何級數	gei˧˥ ho˨˩ kap˥ sou˧
幾何線	gei˧˥ ho˨˩ sin˧
幾好	gei˧˥ hou˧˥
幾好吖嘛	gei˧˥ hou˧˥ aa˥ maa˧
幾好啊	gei˧˥ hou˧˥ aa˧˥
幾好喔	gei˧˥ hou˧˥ ak˥
幾好唱	gei˧˥ hou˧˥ coeng˧
幾好幾好	gei˧˥ hou˧˥ gei˧˥ hou˧˥
幾好喫	gei˧˥ hou˧˥ hek˧
幾好人	gei˧˥ hou˧˥ jan˨˩
幾好用㗎	gei˧˥ hou˧˥ jung˨ gaa˧˥
幾好啦	gei˧˥ hou˧˥ laa˥
幾好嗎	gei˧˥ hou˧˥ ma˧
幾毫紙	gei˧˥ hou˨˩ zi˧˥
幾號	gei˧˥ hou˨
幾廿	gei˧˥ jaa˨
杞人憂天	gei˧˥ jan˨˩ jau˥ tin˥
杞人之憂	gei˧˥ jan˨˩ zi˥ jau˥
己酉	gei˧˥ jau˩˧
幾有錢	gei˧˥ jau˩˧ cin˧˥
己型肝炎	gei˧˥ jing˨˩ gon˥ jim˨˩
幾欲	gei˧˥ juk˨
紀元	gei˧˥ jyun˨˩
紀元前	gei˧˥ jyun˨˩ cin˨˩
紀元後	gei˧˥ jyun˨˩ hau˨
幾球嘢	gei˧˥ kau˨˩ je˩˧
幾喬	gei˧˥ kiu˨˩
幾啦	gei˧˥ laa˥
幾冧	gei˧˥ lam˥
幾靚喔	gei˧˥ leng˧ ak˥
幾靚女	gei˧˥ leng˧ neoi˩˧
幾靚仔喔	gei˧˥ leng˧ zai˧˥ ak˥
紀律	gei˧˥ leot˨
幾靈	gei˧˥ ling˨˩
紀錄	gei˧˥ luk˨
紀錄片	gei˧˥ luk˨ pin˧˥
幾唔閒	gei˧˥ m˨˩ haan˨˩
幾唔想	gei˧˥ m˨˩ soeng˧˥
幾唔爽	gei˧˥ m˨˩ song˧˥
幾難先至	gei˧˥ naan˨˩ sin˥ zi˧
幾難搵	gei˧˥ naan˨˩ wan˧˥
幾粒嘢	gei˧˥ nap˥ je˩˧
幾啱身㗎	gei˧˥ ngaam˥ san˥ gaa˧˥
紀念	gei˧˥ nim˨
紀念品	gei˧˥ nim˨ ban˧˥
紀念碑	gei˧˥ nim˨ bei˥
紀念冊	gei˧˥ nim˨ caak˧
紀念我	gei˧˥ nim˨ ngo˩˧
幾年	gei˧˥ nin˨˩
幾年嘢	gei˧˥ nin˨˩ je˩˧
幾耐	gei˧˥ noi˨
幾皮嘢	gei˧˥ pei˨˩ je˩˧
幾生修到	gei˧˥ sang˥ sau˥ dou˧
幾十百	gei˧˥ sap˨ baak˧
幾時都得	gei˧˥ si˧˥ dou˥ dak˥
幾時係	gei˧˥ si˧˥ hai˨
幾時	gei˧˥ si˨˩
幾時啊	gei˧˥ si˨˩ aa˧
幾時打	gei˧˥ si˨˩ daa˧˥
幾時得閒	gei˧˥ si˨˩ dak˥ haan˨˩
幾時得嚟	gei˧˥ si˨˩ dak˥ lai˨˩
幾時放假	gei˧˥ si˨˩ fong˧ gaa˧
幾時交	gei˧˥ si˨˩ gaau˥
幾時幾日	gei˧˥ si˨˩ gei˧˥ jat˨
幾時過	gei˧˥ si˨˩ gwo˧
幾時過來	gei˧˥ si˨˩ gwo˧ loi˨˩
幾時考	gei˧˥ si˨˩ haau˧˥
幾時休息	gei˧˥ si˨˩ jau˥ sik˥
幾時話	gei˧˥ si˨˩ waa˨
幾時話過	gei˧˥ si˨˩ waa˨ gwo˧
幾時回家	gei˧˥ si˨˩ wui˨˩ gaa˥
幾時回去	gei˧˥ si˨˩ wui˨˩ heoi˧
己所不欲，勿施於人	gei˧˥ so˧˥ bat˥ juk˨ mat˨ si˥ jyu˥ jan˨˩
幾想知	gei˧˥ soeng˧˥ zi˥
杞天之慮	gei˧˥ tin˥ zi˥ leoi˨
幾條街	gei˧˥ tiu˨˩ gaai˥
