㓟皮	pʰɐi̯˥pʰei̯˨˩
你幫手	nei̯˩˧pɔːŋ˥sɐu̯˧˥
你幾大	nei̯˩˧kʰei̯̯˧˥taːi̯˧˥
你幾好嗎	nei̯˩˧kʰei̯̯˧˥hou̯˧˥ma˧
你幾時走	nei̯˩˧kʰei̯̯˧˥siː˨˩tsɐu̯˧˥
你幾高	nei̯˩˧kʰei̯̯˧˥kou̯˥
你幾點	nei̯˩˧kʰei̯̯˧˥tiːm˧˥
你張相	nei̯˩˧tsœːŋ˥sœːŋ˧˥
你張臺	nei̯˩˧tsœːŋ˥tʰɔːi̯˨˩
你得嘅	nei̯˩˧tɐk̚˥kɛː˧
你得閒	nei̯˩˧tɐk̚˥haːn˨˩
你忘記到	nei̯˩˧mɔːŋ˨˩kʰei̯̯˧tʰou̯̯˧
你快來	nei̯˩˧faːi̯˧lɔːi̯˨˩
你快啲過	nei̯˩˧faːi̯˧tiː˥kʷɔː˧
你情我願	nei̯˩˧tsʰeŋ˨˩ŋɔː˩˧jyːn˨
你想喺	nei̯˩˧sœːŋ˧˥hɐi̯˧˥
你想幾時	nei̯˩˧sœːŋ˧˥kʰei̯̯˧˥siː˨˩
你想我點	nei̯˩˧sœːŋ˧˥ŋɔː˩˧tiːm˧˥
你想知	nei̯˩˧sœːŋ˧˥tsiː˥
你想走啊	nei̯˩˧sœːŋ˧˥tsɐu̯˧˥aː˧
你想點做	nei̯˩˧sœːŋ˧˥tiːm˧˥tsou̯˨
你想點呀	nei̯˩˧sœːŋ˧˥tiːm˧˥aː˨˩
你想點啊	nei̯˩˧sœːŋ˧˥tiːm˧˥aː˧˥
你意思係	nei̯˩˧jiː˧siː˥hɐi̯˨
你慢慢啦	nei̯˩˧maːn˨maːn˧˥la˥
你憑咩要	nei̯˩˧pʰɐŋ˨˩mɛː˥jiːu̯˧
你懷疑佢	nei̯˩˧waːi̯˨˩jiː˨˩kʰɵy̯˩˧
你成日來	nei̯˩˧sɛːŋ˨˩jɐt̚˨lɔːi̯˨˩
你把聲	nei̯˩˧paː˧sɛːŋ˥
你拍拖	nei̯˩˧pʰaːk̚˧tʰɔː˥
你推我讓	nei̯˩˧tʰɵy̯˥ŋɔː˩˧jœːŋ˨
你揀個樣	nei̯˩˧kaːn˧˥kɔː˧jœːŋ˨
你搞錯啦	nei̯˩˧kaːu̯˧˥tsʰɔː˧la˥
你攞先	nei̯˩˧lɔː˧˥siːn˥
你攪咩啊	nei̯˩˧kaːu̯˧˥mɛː˥aː˧
你收工	nei̯˩˧sɐu̯˥kʊŋ˥
你收皮	nei̯˩˧sɐu̯˥pʰei̯˨˩
你放心啦	nei̯˩˧fɔːŋ˧sɐm˥laː˥
你敎	nei̯˩˧kaːu̯˧
你教佢呀	nei̯˩˧kaːu̯˧kʰɵy̯˩˧aː˨˩
你教我啦	nei̯˩˧kaːu̯˧ŋɔː˩˧laː˥
你敬我一尺，我敬你一丈	nei̯˩˧keŋ˧ŋɔː˩˧jɐt̚˥tsʰɛːk̚˧ŋɔː˩˧keŋ˧nei̯˩˧jɐt̚˥tsœːŋ˨
你早唞啦	nei̯˩˧tsou̯˧˥tʰɐu̯˧˥laː˥
你明嗎	nei̯˩˧meŋ˨˩maː˧
你明嘅	nei̯˩˧meŋ˨˩kɛː˧
你最中意	nei̯˩˧tsɵy̯˧tsʊŋ˥jiː˧
你最紅	nei̯˩˧tsɵy̯˧hʊŋ˨˩
你最鍾意	nei̯˩˧tsɵy̯˧tsʊŋ˥jiː˧
你有你，我有我	nei̯˩˧jɐu̯˩˧nei̯˩˧ŋɔː˩˧jɐu̯˩˧ŋɔː˩˧
你有咩	nei̯˩˧jɐu̯˩˧mɛː˥
你有張良計，我有過牆梯	nei̯˩˧jɐu̯˩˧tsœːŋ˥lœːŋ˨˩kɐi̯˧ŋɔː˩˧jɐu̯˩˧kʷɔː˧tsʰœːŋ˨˩tʰɐi̯˥
你有得	nei̯˩˧jɐu̯˩˧tɐk̚˥
你有心喇	nei̯˩˧jɐu̯˩˧sɐm˥laː˧
你未做喇	nei̯˩˧mei̯˨tsou̯˨laː˧
你未走住	nei̯˩˧mei̯˨tsɐu̯˧˥tsyː˨
你未走呀	nei̯˩˧mei̯˨tsɐu̯˧˥aː˨˩
你未走得	nei̯˩˧mei̯˨tsɐu̯˧˥tɐk̚˥
你東我西	nei̯˩˧tʊŋ˥ŋɔː˩˧sɐi̯˥
你果	nei̯˩˧kʷɔː˧˥
你條命	nei̯˩˧tʰiːu̯˨˩mɛːŋ˨
你條嘢	nei̯˩˧tʰiːu̯˨˩jɛː˩˧
你條死仔	nei̯˩˧tʰiːu̯˨˩sei̯˧˥tsɐi̯˧˥
你條毛	nei̯˩˧tʰiːu̯˨˩mou̯˨˩
你條茂利	nei̯˩˧tʰiːu̯˨˩mɐu̯˨lei̯˧˥
你條蛋散	nei̯˩˧tʰiːu̯˨˩taːn˨saːn˧˥
你條𨶙樣	nei̯˩˧tʰiːu̯˨˩lɐn˧˥jœːŋ˧˥
你樣衰	nei̯˩˧jœːŋ˧˥sɵy̯˥
你檔口	nei̯˩˧tɔːŋ˧hɐu̯˧˥
你櫃檯	nei̯˩˧kʷɐi̯˨tʰɔːi̯˧˥
你次次	nei̯˩˧tsʰiː˧tsʰiː˧
你死我活	nei̯˩˧sei̯˧˥ŋɔː˩˧wuːt̚˨
你沖涼	nei̯˩˧tsʰʊŋ˥lœːŋ˨˩
你混吉嘅	nei̯˩˧wɐn˨kɐt̚˥kɛː˧
你滾啦	nei̯˩˧kʷɐn˧˥la˥
你爲什麼	nei̯˩˧wɐi̯˨sɐm˨mɔː˥
你玩嘢	nei̯˩˧waːn˧˥jɛː˩˧
你畀人	nei̯˩˧pʰei̯̯˧˥jɐn˨˩
你畀咗	nei̯˩˧pʰei̯̯˧˥tsɔː˧˥
你畀錢	nei̯˩˧pʰei̯̯˧˥tsʰiːn˧˥
你當我係神主牌	nei̯˩˧tɔːŋ˧ŋɔː˩˧hɐi̯˨sɐn˨˩tsyː˧˥pʰaːi̯˧˥
你癡線	nei̯˩˧tsʰiː˥siːn˧
你發咗	nei̯˩˧faːt̚˧tsɔː˧˥
你發夢	nei̯˩˧faːt̚˧mʊŋ˨
你真係去	nei̯˩˧tsɐn˥hɐi̯˨hɵy̯˧
你真係叻	nei̯˩˧tsɐn˥hɐi̯˨lɛːk̚˥
你真係吖	nei̯˩˧tsɐn˥hɐi̯˨ɐ˥
你真係廢	nei̯˩˧tsɐn˥hɐi̯˨fɐi̯˧
你真好人	nei̯˩˧tsɐn˥hou̯˧˥jɐn˨˩
你眼望我眼	nei̯˩˧ŋaːn˩˧mɔːŋ˨ŋɔː˩˧ŋaːn˩˧
你睇下	nei̯˩˧tʰɐi̯˧˥haː˩˧
你睇下你	nei̯˩˧tʰɐi̯˧˥haː˩˧nei̯˩˧
你睇住先	nei̯˩˧tʰɐi̯˧˥tsyː˨siːn˥
你睇住嚟	nei̯˩˧tʰɐi̯˧˥tsyː˨lɐi̯˨˩
你睇你	nei̯˩˧tʰɐi̯˧˥nei̯˩˧
你睇咗	nei̯˩˧tʰɐi̯˧˥tsɔː˧˥
你睇咩	nei̯˩˧tʰɐi̯˧˥mɛː˥
你睇實佢	nei̯˩˧tʰɐi̯˧˥sɐt̚˨kʰɵy̯˩˧
你睇睇	nei̯˩˧tʰɐi̯˧˥tʰɐi̯˧˥
你瞓	nei̯˩˧fɐn˧
你瞓先	nei̯˩˧fɐn˧siːn˥
你瞓着	nei̯˩˧fɐn˧tsœːk̚˨
你瞧	nei̯˩˧tsʰiːu̯˨˩
你知唔知	nei̯˩˧tsiː˥m̩˨˩tsiː˥
你知啩	nei̯˩˧tsiː˥kʷaː˧
你笑咩嘢	nei̯˩˧siːu̯˧mɛː˥jɛː˩˧
你等唔等	nei̯˩˧tɐŋ˧˥m̩˨˩tɐŋ˧˥
你等陣	nei̯˩˧tɐŋ˧˥tsɐn˨
你答我	nei̯˩˧taːp̚˧ŋɔː˩˧
你給電話	nei̯˩˧kʰɐp̚˥tiːn˨waː˧
你編	nei̯˩˧pʰiːn˥
你老子	nei̯˩˧lou̯˨˩tsiː˧˥
你老屎	nei̯˩˧lou̯˩˧siː˧˥
你老板	nei̯˩˧lou̯˩˧paːn˧˥
你老母	nei̯˩˧lou̯˩˧mou̯˧˥
你老祖	nei̯˩˧lou̯˩˧tsou̯˧˥
你老粗	nei̯˩˧lou̯˩˧tsʰou̯˥
你老豆	nei̯˩˧lou̯˩˧tɐu̯˨
你老闆	nei̯˩˧lou̯˩˧paːn˧˥
你而家	nei̯˩˧jiː˨˩kaː˥
你聽住	nei̯˩˧tʰɛːŋ˥tsyː˨
你聽我講	nei̯˩˧tʰɛːŋ˥ŋɔː˩˧kɔːŋ˧˥
你聽日	nei̯˩˧tʰeŋ˥jɐt̚˨
你自己嘅	nei̯˩˧tsiː˨kʰei̯̯˧˥kɛː˧
你臺機	nei̯˩˧tʰɔːi̯˨˩kʰei̯̯˥
你行先	nei̯˩˧hɐŋ˨˩siːn˥
你行開	nei̯˩˧haːŋ˨˩hɔːi̯˥
你衝完涼	nei̯˩˧tsʰʊŋ˥jyːn˨˩lœːŋ˨˩
你衰	nei̯˩˧sɵy̯˥
你要佢	nei̯˩˧jiːu̯˧kʰɵy̯˩˧
你要嘅	nei̯˩˧jiːu̯˧kɛː˧
你見點	nei̯˩˧kiːn˧tiːm˧˥
你見點呀	nei̯˩˧kiːn˧tiːm˧˥aː˧
你試下	nei̯˩˧siː˧haː˩˧
你話㗎	nei̯˩˧waː˨kaː˧
你話啦	nei̯˩˧waː˨la˥
你話無益	nei̯˩˧waː˨mou̯˨˩jik̚˥
你話點頂	nei̯˩˧waː˨tiːm˧˥teŋ˧˥
你諗下	nei̯˩˧nɐm˧˥haː˩˧
你諗你	nei̯˩˧nɐm˧˥nei̯˩˧
你諗好	nei̯˩˧nɐm˧˥hou̯˧˥
你講㗎	nei̯˩˧kɔːŋ˧˥kaː˧˥
你講乜啊	nei̯˩˧kɔːŋ˧˥mɐt̚˥aː˧
你講先	nei̯˩˧kɔːŋ˧˥siːn˥
你講呢個	nei̯˩˧kɔːŋ˧˥nei̯˥kɔː˧
你講咩	nei̯˩˧kɔːŋ˧˥mɛː˥
你講咩嘢	nei̯˩˧kɔːŋ˧˥mɛː˥jɛː˩˧
你講咩話	nei̯˩˧kɔːŋ˧˥mɛː˥waː˨
你講啦	nei̯˩˧kɔːŋ˧˥la˥
你講嘢呀	nei̯˩˧kɔːŋ˧˥jɛː˩˧aː˨˩
你講多次	nei̯˩˧kɔːŋ˧˥tɔː˥tsʰiː˧
你講得啱	nei̯˩˧kɔːŋ˧˥tɐk̚˥ŋaːm˥
你講笑	nei̯˩˧kɔːŋ˧˥siːu̯˧
你貴姓	nei̯˩˧kʷɐi̯˧seŋ˧
你走吖	nei̯˩˧tsɐu̯˧˥ɐ˥
你走啦	nei̯˩˧tsɐu̯˧˥laː˥
你走得啦	nei̯˩˧tsɐu̯˧˥tɐk̚˥la˥
你跟我嚟	nei̯˩˧kɐn˥ŋɔː˩˧lɐi̯˨˩
你身份證	nei̯˩˧sɐn˥fɐn˧˥tseŋ˧
你輪班	nei̯˩˧lɵn˨˩paːn˥
你辭工	nei̯˩˧tsʰiː˨˩kʊŋ˥
你追我趕	nei̯˩˧tsɵy̯˥ŋɔː˩˧kɔːn˧˥
你過到	nei̯˩˧kʷɔː˧tʰou̯̯˧˥
你過嚟下	nei̯˩˧kʷɔː˧lɐi̯˨˩haː˩˧
你過獎喇	nei̯˩˧kʷɔː˧tsœːŋ˧˥laː˧
你邊位	nei̯˩˧piːn˥wɐi̯˧˥
你邊個	nei̯˩˧piːn˥kɔː˧
你邊度	nei̯˩˧piːn˥tʰou̯̯˨
你邊度㗎	nei̯˩˧piːn˥tʰou̯̯˨kaː˧˥
你部機	nei̯˩˧pʰou̯̯˨kʰei̯̯˥
你部門	nei̯˩˧pʰou̯̯˨muːn˨˩
你都中意	nei̯˩˧tʰou̯̯˥tsʊŋ˥jiː˧
你都係姐	nei̯˩˧tʰou̯̯˥hɐi̯˨tsɛː˥
你都傻	nei̯˩˧tʰou̯̯˥sɔː˨˩
你都傻嘅	nei̯˩˧tʰou̯̯˥sɔː˨˩kɛː˧
你都傻得	nei̯˩˧tʰou̯̯˥sɔː˨˩tɐk̚˥
你都喺姐	nei̯˩˧tʰou̯̯˥hɐi̯˧˥tsɛː˧˥
你都知呢	nei̯˩˧tʰou̯̯˥tsiː˥lɛː˥
你都知架	nei̯˩˧tʰou̯̯˥tsiː˥kaː˧
你都算	nei̯˩˧tʰou̯̯˥syːn˧
你都覺	nei̯˩˧tʰou̯̯˥kɔːk̚˧
你都識	nei̯˩˧tʰou̯̯˥sik̚˥
你醒下	nei̯˩˧sɛːŋ˧˥haː˩˧
你醒下啦	nei̯˩˧sɛːŋ˧˥haː˩˧laː˥
你醒啦	nei̯˩˧sɛːŋ˧˥laː˥
你醒喇	nei̯˩˧sɛːŋ˧˥laː˧
你鋪話法	nei̯˩˧pʰou̯˥waː˨faːt̚˧
你間房細	nei̯˩˧kaːn˥fɔːŋ˧˥sɐi̯˧
你阿哥	nei̯˩˧aː˧kɔː˥
你隔離	nei̯˩˧kaːk̚˧lei̯˨˩
你隻嘢	nei̯˩˧tsɛːk̚˧jɛː˩˧
你隻手	nei̯˩˧tsɛːk̚˧sɐu̯˧˥
你隻狗	nei̯˩˧tsɛːk̚˧kɐu̯˧˥
你霎戇啦	nei̯˩˧saːp̚˧ŋɔːŋ˨la˥
你靚女	nei̯˩˧lɛːŋ˧nɵy̯˧˥
你食飯先	nei̯˩˧sik̚˨faːn˨siːn˥
你驚乜	nei̯˩˧kɛːŋ˥mɐt̚˥
你驚凍呀	nei̯˩˧kɛːŋ˥tʊŋ˧aː˨˩
你驚我會	nei̯˩˧kɛːŋ˥ŋɔː˩˧wuːi̯˩˧
你鹵味	nei̯˩˧lou̯˩˧mei̯˧˥
你點去	nei̯˩˧tiːm˧˥hɵy̯˧
你點啊	nei̯˩˧tiːm˧˥aː˧
你點知㗎	nei̯˩˧tiːm˧˥tsiː˥kaː˧˥
你點知架	nei̯˩˧tiːm˧˥tsiː˥kaː˧
你點解會	nei̯˩˧tiːm˧˥kaːi̯˧˥wuːi̯˩˧
你𥄫下	nei̯˩˧kɐp̚˨haː˩˧
你𥄫住先	nei̯˩˧kɐp̚˨tsyː˨siːn˥
佢仔女多	kʰɵy̯˩˧tsɐi̯˧˥nɵy̯˧˥tɔː˥
佢仲在生	kʰɵy̯˩˧tsʊŋ˨tsɔːi̯˨saːŋ˥
佢仲未到	kʰɵy̯˩˧tsʊŋ˨mei̯˨tʰou̯̯˧
佢仲行到	kʰɵy̯˩˧tsʊŋ˨haːŋ˨˩tʰou̯̯˧
佢份人點	kʰɵy̯˩˧fɐn˨jɐn˨˩tiːm˧˥
佢似老母	kʰɵy̯˩˧tsʰiː˩˧lou̯˩˧mou̯˧˥
佢係唔好	kʰɵy̯˩˧hɐi̯˨m̩˨˩hou̯˧˥
佢係邊個	kʰɵy̯˩˧hɐi̯˨piːn˥kɔː˧
佢個度	kʰɵy̯˩˧kɔː˧tʰou̯̯˨
佢冇乜料	kʰɵy̯˩˧mou̯˩˧mɐt̚˥liːu̯˧˥
佢冇錯吖	kʰɵy̯˩˧mou̯˩˧tsʰɔː˧aː˥
佢出來	kʰɵy̯˩˧tsʰɵt̚˥lɔːi̯˨˩
佢出嚟喇	kʰɵy̯˩˧tsʰɵt̚˥lɐi̯˨˩laː˧
佢同我	kʰɵy̯˩˧tʰʊŋ˨˩ŋɔː˩˧
佢呢種人	kʰɵy̯˩˧nei̯˥tsʊŋ˧˥jɐn˨˩
佢咁刁蠻	kʰɵy̯˩˧kɐm˧tiːu̯˥maːn˨˩
佢咁好人	kʰɵy̯˩˧kɐm˧hou̯˧˥jɐn˨˩
佢咁畀面	kʰɵy̯˩˧kɐm˧pʰei̯̯˧˥miːn˧˥
佢咁精	kʰɵy̯˩˧kɐm˧tsɛːŋ˥
佢咁老積	kʰɵy̯˩˧kɐm˧lou̯˩˧tsik̚˥
佢咩料呀	kʰɵy̯˩˧mɛː˥liːu̯˧˥aː˨˩
佢哋	kʰɵy̯˩˧tei̯˨
佢哋好精	kʰɵy̯˩˧tei̯˨hou̯˧˥tseŋ˥
佢哋雙方	kʰɵy̯˩˧tei̯˨sœːŋ˥fɔːŋ˥
佢唔制	kʰɵy̯˩˧m̩˨˩tsɐi̯˧
佢唔制嘅	kʰɵy̯˩˧m̩˨˩tsɐi̯˧kɛː˧
佢唔應我	kʰɵy̯˩˧m̩˨˩jeŋ˧ŋɔː˩˧
佢唔應承	kʰɵy̯˩˧m̩˨˩jeŋ˥seŋ˨˩
佢唔捨得	kʰɵy̯˩˧m̩˨˩sɛː˧˥tɐk̚˥
佢唔會嘅	kʰɵy̯˩˧m̩˨˩wuːi̯˩˧kɛː˧
佢唔玩	kʰɵy̯˩˧m̩˨˩waːn˨˩
佢唔道歉	kʰɵy̯˩˧m̩˨˩tʰou̯̯˨hiːp̚˧
佢唔食雜	kʰɵy̯˩˧m̩˨˩sik̚˨tsaːp̚˨
佢問我	kʰɵy̯˩˧mɐn˨ŋɔː˩˧
佢喉嚨痛	kʰɵy̯˩˧hɐu̯˨˩lʊŋ˨˩tʰʊŋ˧
佢喺乜人	kʰɵy̯˩˧hɐi̯˧˥mɐt̚˥jɐn˨˩
佢嚟咗	kʰɵy̯˩˧lɐi̯˨˩tsɔː˧˥
佢嚟喇	kʰɵy̯˩˧lɐi̯˨˩laː˧
佢嚟過	kʰɵy̯˩˧lɐi̯˨˩kʷɔː˧
佢坐十碌	kʰɵy̯˩˧tsʰɔː˩˧sɐp̚˨lʊk̚˥
佢大聲嗌	kʰɵy̯˩˧taːi̯˨sɛːŋ˥aːi̯˧
佢大過我	kʰɵy̯˩˧taːi̯˨kʷɔː˧ŋɔː˩˧
佢太矮	kʰɵy̯˩˧tʰaːi̯˧ɐi̯˧˥
佢好傾得	kʰɵy̯˩˧hou̯˧˥kʰeŋ˥tɐk̚˥
佢好厲害	kʰɵy̯˩˧hou̯˧˥lɐi̯˨hɔːi̯˨
佢好叻噃	kʰɵy̯˩˧hou̯˧˥lɛːk̚˥pɔː˧
佢好孤寒	kʰɵy̯˩˧hou̯˧˥kuː˥hɔːn˨˩
佢好慳	kʰɵy̯˩˧hou̯˧˥haːn˥
佢好打得	kʰɵy̯˩˧hou̯˧˥taː˧˥tɐk̚˥
佢好爛食	kʰɵy̯˩˧hou̯˧˥laːn˨sik̚˨
佢好硬頸	kʰɵy̯˩˧hou̯˧˥ŋaːŋ˨kɛːŋ˧˥
佢好粗魯	kʰɵy̯˩˧hou̯˧˥tsʰou̯˥lou̯˩˧
佢好老實	kʰɵy̯˩˧hou̯˧˥lou̯˩˧sɐt̚˨
佢好認叻	kʰɵy̯˩˧hou̯˧˥jeŋ˨lɛːk̚˥
佢好醒瞓	kʰɵy̯˩˧hou̯˧˥seŋ˧˥fɐn˧
佢好高㗎	kʰɵy̯˩˧hou̯˧˥kou̯˥kaː˧˥
佢對大家	kʰɵy̯˩˧tɵy̯˧taːi̯˨kaː˥
佢就想	kʰɵy̯˩˧tsɐu̯˨sœːŋ˧˥
佢就手痕	kʰɵy̯˩˧tsɐu̯˨sɐu̯˧˥hɐn˨˩
佢就當衰	kʰɵy̯˩˧tsɐu̯˨tɔːŋ˧sɵy̯˧˥
佢屋企嘅	kʰɵy̯˩˧ʊk̚˥kʰei̯˧˥kɛː˧
佢屋企好	kʰɵy̯˩˧ʊk̚˥kʰei̯˧˥hou̯˧˥
佢幾鍾意	kʰɵy̯˩˧kʰei̯̯˧˥tsʊŋ˥jiː˧
佢廣西	kʰɵy̯˩˧kʷɔːŋ˧˥sɐi̯˥
佢想喊咯	kʰɵy̯˩˧sœːŋ˧˥haːm˧lɔːk̚˧
佢想幫人	kʰɵy̯˩˧sœːŋ˧˥pɔːŋ˥jɐn˨˩
佢手瓜硬	kʰɵy̯˩˧sɐu̯˧˥kʷaː˥ŋaːŋ˨
佢扮嘢啫	kʰɵy̯˩˧paːn˨jɛː˩˧tsɛː˥
佢散咗	kʰɵy̯˩˧saːn˧˥tsɔː˧˥
佢明明	kʰɵy̯˩˧meŋ˨˩meŋ˨˩
佢明明有	kʰɵy̯˩˧meŋ˨˩meŋ˨˩jɐu̯˩˧
佢會點呢	kʰɵy̯˩˧wuːi̯˩˧tiːm˧˥nɛː˥
佢死佢賤	kʰɵy̯˩˧sei̯˧˥kʰɵy̯˩˧tsiːn˨
佢決定去	kʰɵy̯˩˧kʰyːt̚˧teŋ˨hɵy̯˧
佢溝硬我	kʰɵy̯˩˧kʰɐu̯˥ŋaːŋ˨ŋɔː˩˧
佢畀唔到	kʰɵy̯˩˧pʰei̯̯˧˥m̩˨˩tʰou̯̯˧˥
佢真客氣	kʰɵy̯˩˧tsɐn˥haːk̚˧hei̯˧
佢瞓唔夠	kʰɵy̯˩˧fɐn˧m̩˨˩kɐu̯˧
佢籠嘢	kʰɵy̯˩˧lʊŋ˨˩jɛː˩˧
佢老母	kʰɵy̯˩˧lou̯˩˧mou̯˧˥
佢行開咗	kʰɵy̯˩˧haːŋ˨˩hɔːi̯˥tsɔː˧˥
佢行頭	kʰɵy̯˩˧hɔːŋ˨˩tʰɐu̯˨˩
佢語文	kʰɵy̯˩˧jyː˩˧mɐn˨˩
佢講過	kʰɵy̯˩˧kɔːŋ˧˥kʷɔː˧
佢過離	kʰɵy̯˩˧kʷɔː˧lei̯˨˩
佢開㗎	kʰɵy̯˩˧hɔːi̯˥kaː˧˥
佢隔離	kʰɵy̯˩˧kaːk̚˧lei̯˨˩
佢隻嘢	kʰɵy̯˩˧tsɛːk̚˧jɛː˩˧
佢食齋嘅	kʰɵy̯˩˧sik̚˨tsaːi̯˥kɛː˧
佢點啦	kʰɵy̯˩˧tiːm˧˥la˥
佢點講	kʰɵy̯˩˧tiːm˧˥kɔːŋ˧˥
佣金	jʊŋ˧˥kɐm˥
佣錢	jʊŋ˧˥tsʰiːn˧˥
佩刀	pʰuːi̯˧tʰou̯̯˥
佩戴	pʰuːi̯˧taːi̯˧
佩掛	pʰuːi̯˧kʷaː˧
佩服	pʰuːi̯˧fʊk̚˨
佩環	pʰuːi̯˧waːn˨˩
佩花	pʰuːi̯˧faː˥
佩衽	pʰuːi̯˧jɐm˨
佮份	kaːp̚˧fɐn˧˥
佮份送禮	kaːp̚˧fɐn˨sʊŋ˧lɐi̯˩˧
佮佮冚	tʰɐp̚˥tʰɐp̚˥hɐm˨
佮佮掂	tʰɐp̚˥tʰɐp̚˥tiːm˨
佮佮𠶧	tʰɐp̚˥tʰɐp̚˥tiːm˨
佮手佮腳	kɐp̚˧sɐu̯˧˥kɐp̚˧kœːk̚˧
佮計	kaːp̚˧kɐi̯˧˥
佯改	jœːŋ˨˩kɔːi̯˧˥
佯稱	jœːŋ˨˩tsʰeŋ˥
佯言	jœːŋ˨˩jiːn˨˩
佳人有約	kaːi̯˥jɐn˨˩jɐu̯˩˧jœːk̚˧
佳人纔子	kaːi̯˥jɐn˨˩tsʰɔːi̯˨˩tsiː˧˥
佳作	kaːi̯˥tsɔːk̚˧
佳偶天成	kaːi̯˥ŋɐu̯˩˧tʰiːn˥seŋ˨˩
佳境	kaːi̯˥keŋ˧˥
佳章	kaːi̯˥tsœːŋ˥
佳節	kaːi̯˥tsit̚˧
佳緣	kaːi̯˥jyːn˨˩
佳績	kaːi̯˥tsik̚˥
佳芯	kaːi̯˥sɐm˥
佳評	kaːi̯˥pʰeŋ˨˩
佳評如潮	kaːi̯˥pʰeŋ˨˩jyː˨˩tsʰiːu̯˨˩
佳話	kaːi̯˥waː˨
佳音	kaːi̯˥jɐm˥
佳餚	kaːi̯˥ŋaːu̯˨˩
佳麗	kaːi̯˥lɐi̯˨
併發症	peŋ˨faːt̚˧tseŋ˧
併紗	peŋ˧saː˥
佻皮	tʰiːu̯˧pʰei̯˨˩
佼佼	kaːu̯˧˥kaːu̯˧˥
佼佼者	kaːu̯˧˥kaːu̯˧˥tsɛː˧˥
使不得	sɐi̯˧˥pɐt̚˥tɐk̚˥
使乜	sɐi̯˧˥mɐt̚˥
使乜睇	sɐi̯˧˥mɐt̚˥tʰɐi̯˧˥
使乜緊張	sɐi̯˧˥mɐt̚˥kɐn˧˥tsœːŋ˥
使乜講	sɐi̯˧˥mɐt̚˥kɔːŋ˧˥
使乜道歉	sɐi̯˧˥mɐt̚˥tʰou̯̯˨hiːp̚˧
使乜驚啊	sɐi̯˧˥mɐt̚˥kɛːŋ˥aː˧
使人信服	siː˧˥jɐn˨˩sɵn˧fʊk̚˨
使人唔使本	sɐi̯˧˥jɐn˨˩m̩˨˩sɐi̯˧˥puːn˧˥
使人嚟買	siː˧˥jɐn˨˩lɐi̯˨˩maːi̯˩˧
使出	sɐi̯˧˥tsʰɵt̚˥
使到	sɐi̯˧˥tʰou̯̯˧
使勁	siː˧˥keŋ˧
使勁	siː˧˥keŋ˨
使受傷	siː˧˥sɐu̯˨sœːŋ˥
使命	siː˧meŋ˨
使命	siː˩˧meŋ˨
使命感	siː˩˧meŋ˨kɐm˧˥
使唔使	sɐi̯˧˥m̩˨˩sɐi̯˧˥
使唔使啊	sɐi̯˧˥m̩˨˩sɐi̯˧˥aː˧
使唔使噉	sɐi̯˧˥m̩˨˩sɐi̯˧˥kɐm˧˥
使唔使我	sɐi̯˧˥m̩˨˩sɐi̯˧˥ŋɔː˩˧
使唔喐	sɐi̯˧˥m̩˨˩jʊk̚˥
使唔晒	sɐi̯˧˥m̩˨˩saːi̯˧
使婆	sɐi̯˧˥pʰɔː˧˥
使媽	sɐi̯˧˥maː˥
使容易	siː˧˥jʊŋ˨˩jiː˨
使役	siː˧˥jik̚˨
使得	siː˧˥tɐk̚˥
使得	sɐi̯˧˥tɐk̚˥
使怒	siː˧˥nou̯˨
使性子	siː˧˥seŋ˧tsiː˧˥
使成一體	siː˧˥seŋ˨˩jɐt̚˥tʰɐi̯˧˥
使晒	sɐi̯˧˥saːi̯˧
使橫手	sɐi̯˧˥waːŋ˨˩sɐu̯˧˥
使死咩	sɐi̯˧˥sei̯˧˥mɛː˥
使然	siː˧˥jiːn˨˩
使牛	sɐi̯˧˥ŋɐu̯˨˩
使生氣	siː˧˥sɐŋ˥hei̯˧
使用	siː˧˥jʊŋ˨
使用	sɐi̯˧˥jʊŋ˨
使用價值	siː˧˥jʊŋ˨kaː˧tsik̚˨
使用手冊	siː˧˥jʊŋ˨sɐu̯˧˥tsʰaːk̚˧
使用數量	siː˧˥jʊŋ˨sou̯˧lœːŋ˨
使用者	siː˧˥jʊŋ˨tsɛː˧˥
使眼色	sɐi̯˧˥ŋaːn˩˧sik̚˥
使硬化	siː˧˥ŋaːŋ˨faː˧
使節	siː˧tsit̚˧
使節團	siː˧˥tsit̚˧tʰyːn˨˩
使習慣	siː˧˥tsaːp̚˨kʷaːn˧
使者	siː˧tsɛː˧˥
使脾氣	sɐi̯˧˥pʰei̯˨˩hei̯˧
使膨脹	siː˧˥pʰaːŋ˨˩tsœːŋ˧
使費	sɐi̯˧˥fɐi̯˧
使醉	siː˧˥tsɵy̯˧
使銅銀夾大聲	sɐi̯˧˥tʰʊŋ˨˩ŋɐn˧˥kaːp̚˧taːi̯˨sɛːŋ˥
使錢	sɐi̯˧˥tsʰiːn˧˥
使領官員	siː˧leŋ˩˧kuːn˥jyːn˨˩
使頸	sɐi̯˧˥kɛːŋ˧˥
使館	siː˧kuːn˧˥
使鬼唔靈	sɐi̯˧˥kʷɐi̯˧˥m̩˨˩lɛːŋ˨˩
使麻痹	siː˧˥maː˨˩pʰei̯̯˧
